term_id,source_term,isv_latin,isv_cyrillic,concept_link,reason_class,status,bias_flag,safe_external,records,sources
ISV-nachbemerkung--dodatna_primětka,Nachbemerkung,Dodatna primětka,Додатна приметка,,unstated,stable,F10-1,review,1,noether_paper02_section01_terms.json
ISV-nachbemerkung--primětka,Nachbemerkung,primětka,приметка,,unstated,modernized,F10-1,review,1,noether_paper02_section06_terms.json
ISV-natürliche_zur_gruppe_gehörige_irrationa--prirodne_iracionalno,natürliche zur Gruppe gehörige Irrationalitäten,prirodne iracionalnosti prinadležeče grupě,,,source_fidelity,unstated,F10-1,review,1,noether_paper11_terms.json
ISV-nebenbedingung--dodatno_uslovje,Nebenbedingung,dodatno uslovje,додатно условје,,unstated,unstated,F10-1,review,2,noether_paper09_introduction_terms.json; noether_paper09_section10_terms.json
ISV-nenner--imenovatelj,Nenner,imenovatelj,,,unstated,unstated,F10-1,review,1,noether_paper10_section03_terms.json
ISV-nicht-isolierte_imbedded_primäre_ideale--neizolovane_imbedded,nicht-isolierte (imbedded) primäre Ideale,neizolovane (imbedded) primarne idealy,неизоловане (imbedded) примарне идеалы,ideal,international|source_fidelity,unstated,F10-0,yes,2,noether_paper19_terms.json; noether_paper19_terms_before_section09_utf8_repair_20260613_121052.json
ISV-nicht-isomorph_oder_wesentlich_verschied--neizomorfne_ili_sušt,nicht-isomorph oder wesentlich verschieden,neizomorfne ili suštno različne,неизоморфне или суштно различне,,unstated,unstated,F10-1,review,1,noether_paper09_section09_terms.json
ISV-nicht-kommutativer_ringbereich_nicht-kom--nekomutativna_kolcev,nicht-kommutativer Ringbereich / nicht-kommutativer Ring,nekomutativna kolceva oblast / nekomutativno kolco,некомутативна колцева област / некомутативно колцо,ring,source_fidelity,unstated,F10-3,no_fix_first,1,noether_paper19_terms.json
ISV-nicht-rationale_involution--neracionalna_involuc,nicht-rationale Involution,neracionalna involucija,нерационална инволуција,,unstated,unstated,F10-1,review,1,noether_paper06_section06_terms.json
ISV-nicht_identisch_verschwinden_identisch_v--ne_izčezaje_identičn,nicht identisch verschwinden / identisch verschwinden,ne izčezaje identično / identično izčezaje,не изчезаје идентично / идентично изчезаје,,unstated,unstated,F10-1,review,1,noether_paper20_terms.json
ISV-nicht_stichhaltig--ne_jest_dostatočno_o,nicht stichhaltig,ne jest dostatočno obosnovany,не јест достаточно обоснованы,,source_fidelity,unstated,F10-1,review,1,noether_paper07_terms.json
ISV-nichtkommutative_bereiche--nekomutativne_oblast,nichtkommutative Bereiche,nekomutativne oblasti,некомутативне области,,pan_slavic_native|source_fidelity,unstated,F10-1,review,1,noether_paper17_terms.json
ISV-nichtkommutative_ringe_sigma_vertauschba--nekomutativne_kolca_,nichtkommutative Ringe ... Sigma ... vertauschbar,nekomutativne kolca ... Sigma komutuje so vsimi elementami,некомутативне колца ... Sigma комутује со всими елементами,ring,unstated,unstated,F10-1,review,1,noether_paper31_section04_entry05_terms.json
ISV-nichtkommutativer_zweiseitiger_fall--nekomutativny_dvustr,nichtkommutativer zweiseitiger Fall,nekomutativny dvustranny slučaj,некомутативны двустранны случај,,unstated,unstated,F10-1,review,1,noether_paper17_terms.json
ISV-nichtprimär--neprimarny,nichtprimär,neprimarny,непримарны,,pan_slavic_native,unstated,F10-1,review,2,noether_paper19_terms.json; noether_paper19_terms_before_section09_utf8_repair_20260613_121052.json
ISV-nichtprimär_primär--neprimarny_primarny,nichtprimär / primär,neprimarny / primarny,,,unstated,unstated,F10-1,review,1,noether_paper30_section06_terms.json
ISV-nichtverschwinden_der_diskriminante--nenulovost_diskrimin,Nichtverschwinden der Diskriminante,nenulovost diskriminanta,ненуловост дискриминанта,,unstated,unstated,F10-1,review,1,noether_paper31_section06_opening_terms.json
ISV-niedrigere_mannigfaltigkeit--nižša_mnogovidnost,niedrigere Mannigfaltigkeit,nižša mnogovidnost,нижша многовидност,,source_fidelity,unstated,F10-1,review,1,noether_paper17_terms.json
ISV-niedrigeren_grades--nižšego_stepena,niedrigeren Grades,nižšego stepena,нижшего степена,,unstated,unstated,F10-1,review,1,noether_paper02_section23_terms.json
ISV-nilpotentes_ideal--nilpotentny_ideal,nilpotentes Ideal,nilpotentny ideal,нилпотентны идеал,ideal,international|coinage,unstated,F10-4,yes_with_definition,1,noether_paper34_section12_terms.json
ISV-noetherscher_fundamentalsatz_der_algebra--noetherov_fundamenta,Noetherscher Fundamentalsatz der algebraischen Funktionen,Noetherov fundamentalny teorem algebraičnyh funkcij,,algebra,international,unstated,F10-0,yes,1,noether_post45_source_fidelity_terms.json
ISV-norm_des_grundideals_nach_m--norma_osnovnogo_idea,Norm des Grundideals nach m,norma osnovnogo ideala vzhodno k m,норма основного идеала взходно к m,ideal,source_fidelity,unstated,F10-1,review,1,noether_paper22_terms.json
ISV-norm_elementarteiler--norma_elementarny_dě,Norm / Elementarteiler,norma / elementarny dělitelj,норма / елементарны делитељ,element,pan_slavic_native|source_fidelity,unstated,F10-1,review,1,noether_paper25_terms.json
ISV-norm_nach_diesem_modul_nach_q--norma_po_tom_modulu_,Norm nach diesem Modul / nach Q,norma po tom modulu / po Q,норма по том модулу / по Q,,pan_slavic_native,unstated,F10-1,review,1,noether_paper18_terms.json
ISV-norm_normbildung--norma_obrazovanje_no,Norm / Normbildung,norma / obrazovanje normy,норма / образованье нормы,,unstated,unstated,F10-1,review,1,noether_paper20_terms.json
ISV-norm_von_g_nach_a--norma_g_vzhodno_k_a,Norm von G nach A,norma G vzhodno k A,норма G взходно к A,,unstated,unstated,F10-1,review,1,noether_paper22_terms.json
ISV-normale_divisionsalgebra--normalna_dělitvena_a,normale Divisionsalgebra,normalna dělitvena algebra,,algebra,pan_slavic_native,unstated,F10-1,review,1,noether_paper38_source_fidelity_terms.json
ISV-normale_einfache_algebra--normalna_prosta_alge,normale einfache Algebra,normalna prosta algebra,,algebra,unstated,unstated,F10-1,review,1,noether_paper38_source_fidelity_terms.json
ISV-normalform--normalna_forma,Normalform,normalna forma,нормална форма,,pan_slavic_native,stable,F10-1,review,1,noether_paper02_section01_terms.json
ISV-normalteiler--normalny_dělitelj,Normalteiler,normalny dělitelj,нормалны делитель,,unstated,unstated,F10-1,review,3,noether_paper30_section10_terms.json; noether_paper34_section03_terms.json; noether_paper34_section05_terms.json
ISV-normalteiler--normalny_podgrup,Normalteiler,normalny podgrup,,,unstated,unstated,F10-1,review,1,noether_paper41_source_fidelity_terms.json
ISV-normenrest--unnamed,Normenrest,,,,unstated,unstated,F10-1,review,1,french_paper41_term_rationale_20260702.json
ISV-normenrestsymbol--normno-ostatkovy_sym,Normenrestsymbol,normno-ostatkovy symbol,,,pan_slavic_native,unstated,F10-1,review,1,noether_paper38_source_fidelity_terms.json
ISV-normensatz--normny_teorem,Normensatz,normny teorem,,,unstated,unstated,F10-1,review,1,noether_paper41_source_fidelity_terms.json
ISV-nte_einheitswurzeln--n-e_korenje_iz_jedin,$n$te Einheitswurzeln,$n$-e korenje iz jedinice,$n$-е коренье из јединице,,unstated,unstated,F10-1,review,1,noether_paper05_terms.json
ISV-null-_bzw_einheitsideal--nulovy_ili_jediničny,Null- bzw. Einheitsideal,nulovy ili jediničny ideal,нуловы или јединичны идеал,ideal,unstated,unstated,F10-1,review,1,noether_paper31_section06_entry05_terms.json
ISV-null_einheit_eigentliche_integritätsbere--nula_jedinica_vlastn,Null / Einheit / eigentliche Integritätsbereiche,nula / jedinica / vlastne oblasti cělosti,нула / јединица / властне области целости,,unstated,unstated,F10-1,review,2,noether_paper19_terms.json; noether_paper19_terms_before_section09_utf8_repair_20260613_121052.json
ISV-nullideal_einheitsideal--nulovy_ideal_jedinič,Nullideal / Einheitsideal,nulovy ideal / jediničny ideal,нуловы идеал / јединичны идеал,ideal,unstated,unstated,F10-1,review,1,noether_paper22_terms.json
ISV-nullideal_primideal--nulovy_ideal_prosty_,Nullideal / Primideal,nulovy ideal / prosty ideal,нуловы идеал / просты идеал,ideal,unstated,unstated,F10-1,review,1,noether_paper31_section06_entry02_terms.json
ISV-nulloperator--nuljevy_operator,Nulloperator,nuljevy operator,нульевы оператор,,disambiguation,unstated,F10-1,review,1,noether_paper34_section17_terms.json
ISV-nullstelle--nuljeva_točka,Nullstelle,nuljeva točka,нульева точка,,unstated,unstated,F10-1,review,1,noether_paper34_section22_source_fidelity_terms.json
ISV-nullstelle_eines_primideals--nula_prostogo_ideala,Nullstelle eines Primideals,nula prostogo ideala,нула простого идеала,ideal,source_fidelity,unstated,F10-1,review,1,noether_paper19_terms.json
ISV-nullstelle_nullstellenkörper--nula_polje_nuljev,Nullstelle / Nullstellenkörper,nula / polje nuljev,нула / полье нульев,,pan_slavic_native|source_fidelity,unstated,F10-0,yes,1,noether_paper25_terms.json
ISV-nullstelle_wurzel_einer_gleichung--korenj_uravnenja,Nullstelle / Wurzel einer Gleichung,korenj uravnenja,,,unstated,unstated,F10-1,review,1,noether_paper10_section03_terms.json
ISV-nullstellen--nulje,Nullstellen,nulje,нулье,,source_fidelity,unstated,F10-1,review,1,noether_paper24_section01_terms.json
ISV-nullstellenkörper--polje_nuljev,Nullstellenkörper,polje nuljev,полье нульев,,unstated,unstated,F10-0,yes,1,noether_paper24_section01_terms.json
ISV-nullteiler--nulovy_dělitelj,Nullteiler,nulovy dělitelj,нуловы делитель,,source_fidelity,unstated,F10-1,review,1,noether_paper31_section01_entries01_02_terms.json
ISV-nullteilerideal--ideal-dělitelj_nuly,Nullteilerideal,ideal-dělitelj nuly,,ideal,pan_slavic_native,unstated,F10-1,review,1,noether_paper30_section05_terms.json
ISV-nächsthöherer_modul--najbližši_vyši_modul,nächsthöherer Modul,najbližši vyši modul,најближши выши модул,,unstated,stable_provisional,F10-1,review,1,noether_paper02_section07_terms.json; logbook:2026-06-10: Paper 02 §7 Interslavic Decisions
ISV-o_p_has_only_one_prime_ideal_different_f--o_p_imaje_samo_jedin,o_p has only one prime ideal different from zero and unit ideals,"o_p imaje samo jedin prosty ideal, različny od nulovogo i jediničnogo","o_p имаје само једин просты идеал, различны од нулового и јединичного",ideal,unstated,unstated,F10-1,review,1,noether_paper31_section08_entry06_terms.json
ISV-ohne_wiederholung_einmal_und_nur_einmal--bez_povtorjenja_jedi,ohne Wiederholung / einmal und nur einmal,bez povtorjenja / jedin raz i samo jedin raz,без повторјеньја / једин раз и само једин раз,,unstated,unstated,F10-1,review,1,noether_paper09_section08_terms.json
ISV-omega-prozeß--omega-proces,Omega-Prozeß,$\Omega$-proces,$\Омега$-процес,,source_fidelity,stable,F10-1,review,1,noether_paper02_section01_terms.json
ISV-operatorhomomorphismus--operatorny_homomorfi,Operatorhomomorphismus,operatorny homomorfizm,операторны хомоморфизм,homomorphism,unstated,unstated,F10-1,review,1,noether_paper34_section02_terms.json
ISV-operatorisomorphie--operatorny_izomorfiz,Operatorisomorphie,operatorny izomorfizm,операторны изоморфизм,,unstated,unstated,F10-1,review,1,noether_paper34_section02_terms.json
ISV-ordnung--porjadok,Ordnung,porjadok,порјадок,,pan_slavic_native,unstated,F10-2,no_fix_first,1,noether_paper30_section01_terms.json
ISV-ordnung_der_gruppe--red_grupy,Ordnung der Gruppe,red grupy,ред групы,,source_fidelity,unstated,F10-1,review,2,noether_paper07_terms.json; noether_paper17_terms.json
ISV-ordnung_endliche_ordnung--porjadok_konečny_por,Ordnung / endliche Ordnung,porjadok / konečny porjadok,порјадок / конечны порјадок,,source_fidelity,unstated,F10-1,review,1,noether_paper31_introduction_terms.json
ISV-ordnung_in_bezug_auf_o--porjadok_vzhodno_k_o,Ordnung in bezug auf o,porjadok vzhodno k o,порјадок взходно к o,,unstated,unstated,F10-1,review,1,noether_paper31_section08_entry09_terms.json
ISV-ordnung_in_den_koeffizienten--poręd_v_koeficientah,Ordnung in den Koeffizienten,poręd v koeficientah,поряд в коефициентах,,pan_slavic_native,stable_provisional,F10-1,review,1,noether_paper02_section07_terms.json; logbook:2026-06-10: Paper 02 §7 Interslavic Decisions
ISV-ordnungen_von_relativkörpern--porjadky_relativnyh_,Ordnungen von Relativkörpern,porjadky relativnyh polj,порјадкы релативных поль,,pan_slavic_native|international,unstated,F10-0,yes,1,noether_paper31_section08_entry01_terms.json
ISV-orthogonalitätsbedingungen--ortogonalnostne_uslo,Orthogonalitätsbedingungen,ortogonalnostne uslovja,ортогоналностне условја,,unstated,unstated,F10-1,review,1,noether_paper17_terms.json
ISV-orthogonalitätsrelationen--relacije_ortogonalno,Orthogonalitätsrelationen,relacije ortogonalnosti,релације ортогоналности,relation,international,unstated,F10-0,yes,1,noether_paper34_section09_terms.json
ISV-paarweise_teilerfremd--po_parah_vzajemno_pr,paarweise teilerfremd,po parah vzajemno proste,по парах взајемно просте,,unstated,unstated,F10-1,review,2,noether_paper31_section03_entry03_terms.json; noether_paper31_section07_entry04_terms.json
ISV-paarweise_teilerfremd--poparno_vzaimno_pros,paarweise teilerfremd,poparno vzaimno proste,попарно взаимно просте,,pan_slavic_native,unstated,F10-1,review,2,noether_paper19_terms.json; noether_paper19_terms_before_section09_utf8_repair_20260613_121052.json
ISV-paarweise_teilerfremde_primärideale--po_parah_vzajemno_pr,paarweise teilerfremde Primärideale,po parah vzajemno proste primarne ideale,по парах взајемно просте примарне идеале,ideal,unstated,unstated,F10-1,review,1,noether_paper31_section02_entry01_terms.json
ISV-paarweise_teilerfremde_primärkomponenten--po_parah_vzajemno_pr,paarweise teilerfremde Primärkomponenten,po parah vzajemno proste primarne komponenty,по парах взајемно просте примарне компоненты,,pan_slavic_native|international,unstated,F10-0,yes,1,noether_paper31_section08_entry09_terms.json
ISV-palpha_oder_einheitsideal--palpha_abo_jediničny,(p)^alpha oder Einheitsideal,(p)^alpha abo jediničny ideal,(p)^alpha або јединичны идеал,ideal,unstated,unstated,F10-1,review,1,noether_paper31_section08_entry06_terms.json
ISV-paper16_erratum_expanded_fields_with_con--razširjene_polja_s_k,Paper16 erratum: expanded fields with conjugates,razširjene polja s konjugatami y i Y,разширјене польа с конјугатами y и Y,field,unstated,unstated,F10-1,review,1,noether_paper09_section07_terms.json
ISV-parameterdarstellung--parametrično_predsta,Parameterdarstellung,parametrično predstavjenje,параметрично представьенье,,unstated,unstated,F10-1,review,1,noether_paper05_terms.json
ISV-parameterdarstellung--parametrno_predstavj,Parameterdarstellung,parametrno predstavjenje,,,unstated,unstated,F10-1,review,1,noether_paper11_terms.json
ISV-peircesche_zerlegung--peirceovo_razloženje,Peircesche Zerlegung,Peirceovo razloženje,Пеирцеово разложенье,,script_stability,unstated,F10-1,review,1,noether_paper34_section13_terms.json
ISV-polynombereich--polinomialno_kolco,Polynombereich,polinomialno kolco,полиномиално колцо,,international,unstated,F10-3,no_fix_first,1,noether_paper34_section22_source_fidelity_terms.json
ISV-polynombereich--polinomna_oblast,Polynombereich,polinomna oblast,полиномна област,,pan_slavic_native|international|source_fidelity,unstated,F10-0,yes,2,noether_paper19_terms.json; noether_paper31_section03_entry03_terms.json
ISV-polynombereich_polynome--polinomna_oblast_pol,Polynombereich / Polynome,polinomna oblast / polinomy,полиномна област / полиномы,,unstated,unstated,F10-1,review,1,noether_paper17_terms.json
ISV-polynombereich_von_abzählbar_vielen_unbe--polinomna_oblast_iz_,Polynombereich von abzählbar vielen Unbestimmten,polinomna oblast iz izčetno mnogih neopreděljenyh,,,pan_slavic_native,unstated,F10-1,review,1,noether_paper30_section05_terms.json
ISV-polynomial_sense--v_polinomnom_smyslu,Polynomial sense,v polinomnom smyslu,в полиномном смыслу,polynomial,unstated,unstated,F10-1,review,2,noether_paper22_section07_terms.json; noether_paper22_terms.json
ISV-potenzprodukt--stepenovy_produkt,Potenzprodukt,stepenovy produkt,степеновы продукт,,source_fidelity,unstated,F10-1,review,2,noether_paper19_terms.json; noether_paper19_terms_before_section09_utf8_repair_20260613_121052.json
ISV-potenzprodukt_von_primidealen_echter_tei--produkt_stepenjev_pr,Potenzprodukt von Primidealen / echter Teiler,produkt stepenjev prostyh idealov / vlastny dělitelj,продукт степенјев простых идеалов / властны делитељ,ideal,source_fidelity,unstated,F10-1,review,1,noether_paper31_section08_entry01_terms.json
ISV-potenzprodukte--potencijalne_produkt,Potenzprodukte,potencijalne produkty,потенцијалне продукты,,pan_slavic_native|international,unstated,F10-0,yes,1,noether_paper09_section09_terms.json
ISV-potenzprodukte--produkty_stepenev,Potenzprodukte,produkty stepenev,продукты степенев,,pan_slavic_native,unstated,F10-2,no_fix_first,2,noether_paper15_terms.json; noether_paper17_terms.json
ISV-potenzprodukte--stepenove_produkty,Potenzprodukte,stepenove produkty,степенове продукты,,source_fidelity,unstated,F10-1,review,1,noether_paper18_terms.json
ISV-potenzprodukte_im_nenner_partielle_ablei--produkty_stepenev_v_,Potenzprodukte im Nenner / partielle Ableitungen,produkty stepenev v imenovatelju / častne derivaty,продукты степенев в именовательу / частне дериваты,,unstated,unstated,F10-1,review,1,noether_paper17_terms.json
ISV-potenzprodukte_q-ter_dimension--stepenove_produkty_q,Potenzprodukte q-ter Dimension,stepenove produkty q-oj stepeni,степенове продукты q-ој степени,dimension,unstated,unstated,F10-1,review,1,noether_paper22_terms.json
ISV-potenzsumme--stepenna_suma,Potenzsumme,stepenna suma,степенна сума,,unstated,unstated,F10-1,review,1,noether_paper07_terms.json
ISV-prim_zu_a_gegenseitig_prim--prost_vzhodno_k_a_vz,prim zu a / gegenseitig prim,prost vzhodno k a / vzaimno proste v tom smyslu,,,source_fidelity,unstated,F10-1,review,1,noether_paper30_section05_terms.json
ISV-primfunktion--nerazložimy_polinom,Primfunktion,nerazložimy polinom,неразложимы полином,,unstated,unstated,F10-1,review,1,noether_paper31_section02_entry04_terms.json
ISV-primfunktion--prosta_funkcija,Primfunktion,prosta funkcija,проста функција,,source_fidelity,unstated,F10-1,review,1,noether_paper24_section01_terms.json
ISV-primfunktion_erster_art--nerazložimy_polinom_,Primfunktion erster Art,nerazložimy polinom prvogo roda,неразложимы полином првого рода,,unstated,unstated,F10-1,review,1,noether_paper31_section03_entry03_terms.json
ISV-primfunktion_primfaktoren--ireducibilna_funkcij,Primfunktion / Primfaktoren,ireducibilna funkcija / ireducibilne faktory,иредуцибилна функција / иредуцибилне факторы,,international|east_slavic_continuity,unstated,F10-0,yes,1,noether_paper34_section23_source_fidelity_terms.json
ISV-primfunktion_primärfunktion--prosta_funkcija_prim,Primfunktion / Primärfunktion,prosta funkcija / primarna funkcija,проста функција / примарна функција,,pan_slavic_native|international|coinage|source_fidelity,unstated,F10-4,yes_with_definition,3,noether_paper24_section02_terms.json; noether_paper24_section06_terms.json; noether_paper25_terms.json
ISV-primgruppe--prosta_grupa,Primgruppe,prosta grupa,проста група,,source_fidelity,unstated,F10-1,review,1,noether_paper17_terms.json
ISV-primgröße--prosty_element,Primgröße,prosty element,просты елемент,,unstated,unstated,F10-1,review,2,noether_paper31_section07_entry03_terms.json; noether_paper31_section08_entry06_terms.json
ISV-primgröße_des_grundbereichs--prosty_element_osnov,Primgröße des Grundbereichs,prosty element osnovnoj oblasti,просты елемент основној области,,unstated,unstated,F10-1,review,1,noether_paper31_introduction_terms.json
ISV-primideal--prost_ideal,Primideal,prost ideal,прост идеал,ideal,disambiguation,unstated,F10-1,review,1,noether_paper24_section01_terms.json
ISV-primideal--prosty_ideal,Primideal,prosty ideal,просты идеал,ideal,unstated,unstated,F10-1,review,2,noether_paper20_terms.json; noether_paper35_source_fidelity_terms.json
ISV-primideal_eigentliches_primärideal--prost_ideal_vlastny_,Primideal / eigentliches Primärideal,prost ideal / vlastny primarny ideal,прост идеал / властны примарны идеал,ideal,unstated,unstated,F10-1,review,1,noether_paper24_section06_terms.json
ISV-primideal_erster_und_zweiter_art--prosty_ideal_prvogo_,Primideal erster und zweiter Art,prosty ideal prvogo i drugogo roda,просты идеал првого и другого рода,ideal,unstated,unstated,F10-1,review,1,noether_paper31_section02_entry04_terms.json
ISV-primideal_erster_zweiter_art--prosty_ideal_prvogo_,Primideal erster / zweiter Art,prosty ideal prvogo / drugogo roda,просты идеал првого / другого рода,ideal,unstated,unstated,F10-1,review,1,noether_paper31_introduction_terms.json
ISV-primideal_p_aus_einem_multiplikationsrin--prosty_ideal_p_iz_mu,Primideal p aus einem Multiplikationsring o,prosty ideal p iz multiplikacijskogo kolca o,просты идеал p из мултипликацијского колца o,ideal,unstated,unstated,F10-1,review,1,noether_paper31_section08_entry09_terms.json
ISV-primideal_primaerideal_primaerkomponente--prosty_ideal_primarn,Primideal / Primaerideal / Primaerkomponente,prosty ideal / primarny ideal / primarna komponenta,,ideal,source_fidelity,unstated,F10-1,review,1,noether_post45_source_fidelity_terms.json
ISV-primideal_primideale--prosty_ideal_proste_,Primideal / Primideale,prosty ideal / proste idealy,просты идеал / просте идеалы,ideal,source_fidelity,unstated,F10-1,review,2,noether_paper19_terms.json; noether_paper19_terms_before_section09_utf8_repair_20260613_121052.json
ISV-primideal_primärideal_zugehöriges_primid--prost_ideal_primarny,Primideal / Primärideal / zugehöriges Primideal,prost ideal / primarny ideal / asociovany prost ideal,прост идеал / примарны идеал / асоциованы прост идеал,ideal,international,unstated,F10-0,yes,1,noether_paper25_terms.json
ISV-primideal_primärideal_zugehöriges_primid--prosty_ideal_primarn,Primideal / Primärideal / zugehöriges Primideal,prosty ideal / primarny ideal / asociovany prosty ideal,,ideal,unstated,unstated,F10-1,review,1,noether_paper30_section05_terms.json
ISV-primideal_zweiter_art--prosty_ideal_drugogo,Primideal zweiter Art,prosty ideal drugogo roda,просты идеал другого рода,ideal,pan_slavic_native,unstated,F10-1,review,1,noether_paper31_section08_entry09_terms.json
ISV-primidealen--proste_idealy,Primidealen,proste idealy,просте идеалы,ideal,pan_slavic_native,unstated,F10-1,review,1,noether_paper34_section22_source_fidelity_terms.json
ISV-primitive_polynome--primitivne_polinomy,primitive Polynome,primitivne polinomy,,,unstated,unstated,F10-1,review,1,noether_paper30_section03_terms.json
ISV-primitives_element_primitive_funktion--primitivny_element_p,primitives Element / primitive Funktion,primitivny element / primitivna funkcija,примитивны елемент / примитивна функција,element,unstated,unstated,F10-1,review,1,noether_paper09_section07_terms.json
ISV-primkörper--prvotno_polje,Primkörper,prvotno polje,првотно полье,,unstated,unstated,F10-0,yes,2,noether_paper09_section10_terms.json; noether_paper10_section03_terms.json
ISV-primmodul--prosty_modul,Primmodul,prosty modul,просты модул,,source_fidelity,unstated,F10-1,review,1,noether_paper17_terms.json
ISV-primär--primarny,primär,primarny,примарны,,international,unstated,F10-0,yes,2,noether_paper19_terms.json; noether_paper19_terms_before_section09_utf8_repair_20260613_121052.json
ISV-primäre_ideale_primärer_faktor--primarne_idealy_prim,primäre Ideale / primärer Faktor,primarne idealy / primarny faktor,примарне идеалы / примарны фактор,ideal,international,unstated,F10-0,yes,1,noether_paper18_terms.json
ISV-primäre_ringe--primarne_kolca,primäre Ringe,primarne kolca,примарне колца,ring,unstated,unstated,F10-1,review,1,noether_paper31_section06_opening_terms.json
ISV-primärer_ring--primarno_kolco,primärer Ring,primarno kolco,примарно колцо,ring,unstated,unstated,F10-3,no_fix_first,1,noether_paper31_section02_entry01_terms.json
ISV-primärfaktoren--primarne_faktory,Primärfaktoren,primarne faktory,примарне факторы,,source_fidelity,unstated,F10-1,review,1,noether_paper22_terms.json
ISV-primärfunktion--primarna_funkcija,Primärfunktion,primarna funkcija,примарна функција,,unstated,unstated,F10-1,review,1,noether_paper24_section01_terms.json
ISV-primärideal--primarny_ideal,Primärideal,primarny ideal,примарны идеал,ideal,international,unstated,F10-0,yes,1,noether_paper24_section01_terms.json
ISV-produkt_der_diskriminantenideale_der_kom--produkt_diskriminant,Produkt der Diskriminantenideale der Komponenten,produkt diskriminantnyh idealov komponentov,продукт дискриминантных идеалов компонентов,ideal,pan_slavic_native|international,unstated,F10-0,yes,2,noether_paper31_section05_entry02_terms.json; noether_paper31_section06_entry05_terms.json
ISV-produkt_von_endlich_vielen_paarweise_tei--produkt_konečno_mnog,Produkt von endlich vielen paarweise teilerfremden Idealen,produkt konečno mnogih poparno vzaimno prostyh idealov,продукт конечно многих попарно взаимно простых идеалов,ideal,unstated,unstated,F10-1,review,2,noether_paper19_terms.json; noether_paper19_terms_before_section09_utf8_repair_20260613_121052.json
ISV-produkt_von_endlich_vielen_paarweise_tei--produkt_konečno_mnog,Produkt von endlich vielen paarweise teilerfremden Primäridealen,produkt konečno mnogih po parah vzajemno prostyh primarnyh idealov,продукт конечно многих по парах взајемно простых примарных идеалов,ideal,unstated,unstated,F10-1,review,1,noether_paper31_section07_entry02_terms.json
ISV-produkt_von_idealen_definition_iiia--produkt_idealov,Produkt von Idealen / Definition IIIa,produkt idealov,продукт идеалов,definition,unstated,unstated,F10-1,review,2,noether_paper19_terms.json; noether_paper19_terms_before_section09_utf8_repair_20260613_121052.json
ISV-produktbegriff_nicht_auf_moduln_übertrag--pojem_produkta_ne_pr,Produktbegriff nicht auf Moduln übertragbar,pojem produkta ne prěnosi se na moduly,појем продукта не преноси се на модулы,,source_fidelity,unstated,F10-1,review,1,noether_paper19_terms.json
ISV-produktdarstellung--produktno_predstavje,Produktdarstellung,produktno predstavjenje,продуктно представјенье,,unstated,unstated,F10-1,review,1,noether_paper19_terms.json
ISV-produkte--produkty,Produkte,produkty,продукты,,pan_slavic_native|international,unstated,F10-0,yes,1,noether_paper02_section26_terms.json
ISV-produktenring--kolco_produkta,Produktenring,kolco produkta,,ring,international|source_fidelity,unstated,F10-3,no_fix_first,1,noether_paper40_source_fidelity_terms.json
ISV-produktsaetze_von_landau--landauove_produktne_,Produktsaetze von Landau,Landauove produktne teoremy,Ландауове продуктне теоремы,,unstated,unstated,F10-1,review,1,noether_paper17_terms.json
ISV-produktsatz_für_matrizen--teorema_produkta_za_,Produktsatz für Matrizen,teorema produkta za matrice,теорема продукта за матрице,,unstated,provisional,F10-1,review,1,noether_paper02_section01_terms.json
ISV-projektive_invariantenkörper--projektivna_invarian,projektive Invariantenkörper,projektivna invariantna polja,пројективна инвариантна польа,invariant,unstated,unstated,F10-1,review,1,noether_paper06_section01_terms.json
ISV-proper-name_and_bibliography_protection_--foreign_journaltitle,proper-name and bibliography protection in Interslavic Cyrillic,foreign journal/title fragments protected with \emph; running Interslavic prose transliterated,,,international|script_stability,unstated,F10-0,yes,1,noether_paper11_terms.json
ISV-quadratische_relationen_quadratische_for--kvadratične_relacije,quadratische Relationen / quadratische Formen,kvadratične relacije / kvadratične formy,,relation,pan_slavic_native,unstated,F10-1,review,1,noether_paper15_terms.json
ISV-quasi-lexikographische_anordnung--kvazi-leksikografičn,quasi-lexikographische Anordnung,kvazi-leksikografičny porjadok,,,international,unstated,F10-0,yes,1,noether_paper30_section06_terms.json
ISV-quotient_adi--kvocient_adi,Quotient a/D^{(i)},kvocient a/D^{(i)},квоциент а/Д^{(и)},quotient,source_fidelity,unstated,F10-1,review,1,noether_paper22_terms.json
ISV-quotient_by_the_basic_ideal--kvocient_črez_osnovn,Quotient by the basic ideal,kvocient ... črez osnovny ideal,квоциент ... чрез основны идеал,ideal,unstated,unstated,F10-1,review,2,noether_paper22_section07_terms.json; noether_paper22_terms.json
ISV-quotient_zweier_moduln--kvocient_dvoh_modulo,Quotient zweier Moduln,kvocient dvoh modulov,квоциент двох модулов,quotient,unstated,unstated,F10-1,review,2,noether_paper22_section01_terms.json; noether_paper22_terms.json
ISV-quotientenbildung--tvorjenje_kvocientov,Quotientenbildung,tvorjenje kvocientov,творјенье квоциентов,quotient,pan_slavic_native|international,unstated,F10-0,yes,2,noether_paper09_section09_terms.json; noether_paper25_terms.json
ISV-quotientenkörper--kvocientno_polje,Quotientenkörper,kvocientno polje,квоциентно полье,quotient,international,unstated,F10-0,yes,2,noether_paper09_section10_terms.json; noether_paper35_source_fidelity_terms.json
