candidate_id,source_relpath,source_line,source_column,visible_text,detector_family,target_label,target_id,classification,disposition,reason,source_sha256,status
ega2.candidate.sha256.f37a86a32d182c14557104e7177720bd034d14b9911a1a553d48823e95be5b89,ega2/ega2-6.tex,1278,19,6.6.10,bare_dotted,,,structural_declaration,positive_residual,"source-visible statement, equation, section, or table declaration; target rather than edge",FA0F343797D06FBF998AB08E019835B346CEF1A7AE55BFF3C8AC868320274D1C,adjudicated
ega2.candidate.sha256.a1b883bb7e3dd43722206d1a8d99fd2d81a10c4e2f9dbaced5681382d31294a0,ega2/ega2-6.tex,1293,21,6.6.11,bare_dotted,,,structural_declaration,positive_residual,"source-visible statement, equation, section, or table declaration; target rather than edge",FA0F343797D06FBF998AB08E019835B346CEF1A7AE55BFF3C8AC868320274D1C,adjudicated
ega2.candidate.sha256.248c04d4edc94beb5245fd7959b198d8f635f248068790c4877bfe6ed11a21bf,ega2/ega2-6.tex,1329,19,6.6.12,bare_dotted,,,structural_declaration,positive_residual,"source-visible statement, equation, section, or table declaration; target rather than edge",FA0F343797D06FBF998AB08E019835B346CEF1A7AE55BFF3C8AC868320274D1C,adjudicated
ega2.candidate.sha256.06330b9576ac9ad11152da80405f1cb56b4cd208dc99160bb16e30f1c7636a7b,ega2/ega2-6.tex,1334,16,6.6.13,bare_dotted,,,structural_declaration,positive_residual,"source-visible statement, equation, section, or table declaration; target rather than edge",FA0F343797D06FBF998AB08E019835B346CEF1A7AE55BFF3C8AC868320274D1C,adjudicated
ega2.candidate.sha256.48f436ce244caa5d00979d0d77579357a9e12ee9a76920c489d7c4fda5f9fb65,ega2/ega2-6.tex,1348,17,6.7.1,bare_dotted,,,structural_declaration,positive_residual,"source-visible statement, equation, section, or table declaration; target rather than edge",FA0F343797D06FBF998AB08E019835B346CEF1A7AE55BFF3C8AC868320274D1C,adjudicated
ega2.candidate.sha256.8e44dd7620bff4a576de3c899ccc24d2906d8cb2f29e4ec7f6912ad604f84c63,ega2/ega2-6.tex,1385,17,6.7.1.1,bare_dotted,,,structural_declaration,positive_residual,"source-visible statement, equation, section, or table declaration; target rather than edge",FA0F343797D06FBF998AB08E019835B346CEF1A7AE55BFF3C8AC868320274D1C,adjudicated
ega2.candidate.sha256.31117c4f6e028554796e87e92b96b7f556eaf459cbb8307c2ba88ebf91018b15,ega2/ega2-6.tex,1449,19,6.7.2,bare_dotted,,,structural_declaration,positive_residual,"source-visible statement, equation, section, or table declaration; target rather than edge",FA0F343797D06FBF998AB08E019835B346CEF1A7AE55BFF3C8AC868320274D1C,adjudicated
ega2.candidate.sha256.89756327e4af6ead9eae6d452c16d07b5251ad5c9ae8dec7a6289fd73d4df5ce,ega2/ega2-6.tex,1461,19,6.7.3,bare_dotted,,,structural_declaration,positive_residual,"source-visible statement, equation, section, or table declaration; target rather than edge",FA0F343797D06FBF998AB08E019835B346CEF1A7AE55BFF3C8AC868320274D1C,adjudicated
ega2.candidate.sha256.bbe475080ee06c3b30688ea5d7aa45ba9f5cd9aa5c93c8ecdff9822f2f196bee,ega2/ega2-7.tex,12,13,7.1.1,bare_dotted,,,structural_declaration,positive_residual,"source-visible statement, equation, section, or table declaration; target rather than edge",C0E635B009A521EE9AF44F0A7A3972DEF6E798320B5A51DA797DF2B2E32B78BA,adjudicated
ega2.candidate.sha256.dae16e16ebdfe2918e17b86339d28de7c346355ae211059893a167009db65c49,ega2/ega2-7.tex,19,13,7.1.2,bare_dotted,,,structural_declaration,positive_residual,"source-visible statement, equation, section, or table declaration; target rather than edge",C0E635B009A521EE9AF44F0A7A3972DEF6E798320B5A51DA797DF2B2E32B78BA,adjudicated
ega2.candidate.sha256.bf0e0e7dbebcfd451d3e59e7adf096b8bd48a322e8ab8bb9034371998f31067e,ega2/ega2-7.tex,34,13,7.1.3,bare_dotted,,,structural_declaration,positive_residual,"source-visible statement, equation, section, or table declaration; target rather than edge",C0E635B009A521EE9AF44F0A7A3972DEF6E798320B5A51DA797DF2B2E32B78BA,adjudicated
ega2.candidate.sha256.4dd181b85057a9cd1773a5722b54fff71189d8d1497df7209540f87dc7d82739,ega2/ega2-7.tex,41,21,7.1.4,bare_dotted,,,structural_declaration,positive_residual,"source-visible statement, equation, section, or table declaration; target rather than edge",C0E635B009A521EE9AF44F0A7A3972DEF6E798320B5A51DA797DF2B2E32B78BA,adjudicated
ega2.candidate.sha256.95ba1a4fdac132eeaeedd4ae034944828c50e32ee7e534c6924e6ec845aeade4,ega2/ega2-7.tex,60,13,7.1.5,bare_dotted,,,structural_declaration,positive_residual,"source-visible statement, equation, section, or table declaration; target rather than edge",C0E635B009A521EE9AF44F0A7A3972DEF6E798320B5A51DA797DF2B2E32B78BA,adjudicated
ega2.candidate.sha256.e29d224c37d7250d5b6a12c6b90d1fea54d6caef4cc33ee203d516e52b67d8d2,ega2/ega2-7.tex,70,13,7.1.6,bare_dotted,,,structural_declaration,positive_residual,"source-visible statement, equation, section, or table declaration; target rather than edge",C0E635B009A521EE9AF44F0A7A3972DEF6E798320B5A51DA797DF2B2E32B78BA,adjudicated
ega2.candidate.sha256.67a19975d31dff6c1cefa7393e4f904dcc4ac5b59c166d3284c1b94d3b11815f,ega2/ega2-7.tex,82,21,7.1.7,bare_dotted,,,structural_declaration,positive_residual,"source-visible statement, equation, section, or table declaration; target rather than edge",C0E635B009A521EE9AF44F0A7A3972DEF6E798320B5A51DA797DF2B2E32B78BA,adjudicated
ega2.candidate.sha256.2b729a38b40b4745f84e565b19f897730a6bdacf938a0caee43da7157be62728,ega2/ega2-7.tex,103,19,7.1.8,bare_dotted,,,structural_declaration,positive_residual,"source-visible statement, equation, section, or table declaration; target rather than edge",C0E635B009A521EE9AF44F0A7A3972DEF6E798320B5A51DA797DF2B2E32B78BA,adjudicated
ega2.candidate.sha256.83ac4f870147a011bc53b05fcf3f636c351b148d7c046ded76907749c83b426e,ega2/ega2-7.tex,122,21,7.1.9,bare_dotted,,,structural_declaration,positive_residual,"source-visible statement, equation, section, or table declaration; target rather than edge",C0E635B009A521EE9AF44F0A7A3972DEF6E798320B5A51DA797DF2B2E32B78BA,adjudicated
ega2.candidate.sha256.befaa9992057eaad13f249a95ef3920e8b6c3531d6818216556be151cb83c7cf,ega2/ega2-7.tex,149,21,7.2.1,bare_dotted,,,structural_declaration,positive_residual,"source-visible statement, equation, section, or table declaration; target rather than edge",C0E635B009A521EE9AF44F0A7A3972DEF6E798320B5A51DA797DF2B2E32B78BA,adjudicated
ega2.candidate.sha256.a9d4046324d09846241f11f6f06fd86f4f2366755a79e13804ef58d4c3273ca6,ega2/ega2-7.tex,182,19,7.2.2,bare_dotted,,,structural_declaration,positive_residual,"source-visible statement, equation, section, or table declaration; target rather than edge",C0E635B009A521EE9AF44F0A7A3972DEF6E798320B5A51DA797DF2B2E32B78BA,adjudicated
ega2.candidate.sha256.26407e215c2c5fd5cd86cd6436a9b4917507b850ae35dde4b66d48b1dbaba4ce,ega2/ega2-7.tex,188,21,7.2.3,bare_dotted,,,structural_declaration,positive_residual,"source-visible statement, equation, section, or table declaration; target rather than edge",C0E635B009A521EE9AF44F0A7A3972DEF6E798320B5A51DA797DF2B2E32B78BA,adjudicated
ega2.candidate.sha256.1b4b3abad82d1ed51963be72021c948d3287cffdfb84a0e057ec52e9aedc81cf,ega2/ega2-7.tex,212,16,7.2.4,bare_dotted,,,structural_declaration,positive_residual,"source-visible statement, equation, section, or table declaration; target rather than edge",C0E635B009A521EE9AF44F0A7A3972DEF6E798320B5A51DA797DF2B2E32B78BA,adjudicated
ega2.candidate.sha256.fbe5976f16a9e2cbd876ccf0bd2c39b1369b260a6f1a8061a5ff9ce59631b981,ega2/ega2-7.tex,228,21,7.3.1,bare_dotted,,,structural_declaration,positive_residual,"source-visible statement, equation, section, or table declaration; target rather than edge",C0E635B009A521EE9AF44F0A7A3972DEF6E798320B5A51DA797DF2B2E32B78BA,adjudicated
ega2.candidate.sha256.073ba1e75a748515a198f15fb0ce1b7fa467e7c5ebd1dbba8bec5a0f7df31fa2,ega2/ega2-7.tex,244,13,7.3.2,bare_dotted,,,structural_declaration,positive_residual,"source-visible statement, equation, section, or table declaration; target rather than edge",C0E635B009A521EE9AF44F0A7A3972DEF6E798320B5A51DA797DF2B2E32B78BA,adjudicated
ega2.candidate.sha256.39aa0adaf197e7fc732bdc6a15edf61f54675fd75b994b17fc10db4371f638ff,ega2/ega2-7.tex,266,21,7.3.3,bare_dotted,,,structural_declaration,positive_residual,"source-visible statement, equation, section, or table declaration; target rather than edge",C0E635B009A521EE9AF44F0A7A3972DEF6E798320B5A51DA797DF2B2E32B78BA,adjudicated
ega2.candidate.sha256.c9e18e314ea3e83c25c81d76db18118b4b02a1f2ea7393844ad36cf56f4bf0ef,ega2/ega2-7.tex,279,13,7.3.4,bare_dotted,,,structural_declaration,positive_residual,"source-visible statement, equation, section, or table declaration; target rather than edge",C0E635B009A521EE9AF44F0A7A3972DEF6E798320B5A51DA797DF2B2E32B78BA,adjudicated
ega2.candidate.sha256.a67cbe60502effb0ada5367694f65fccc7e762359f5ba90d0f9a2f4d565ff564,ega2/ega2-7.tex,286,19,7.3.5,bare_dotted,,,structural_declaration,positive_residual,"source-visible statement, equation, section, or table declaration; target rather than edge",C0E635B009A521EE9AF44F0A7A3972DEF6E798320B5A51DA797DF2B2E32B78BA,adjudicated
ega2.candidate.sha256.a160978b83073860da6b153a4dedf0026da7c20c21f6f160bd63863fcec3888c,ega2/ega2-7.tex,308,19,7.3.6,bare_dotted,,,structural_declaration,positive_residual,"source-visible statement, equation, section, or table declaration; target rather than edge",C0E635B009A521EE9AF44F0A7A3972DEF6E798320B5A51DA797DF2B2E32B78BA,adjudicated
ega2.candidate.sha256.e817ab4033908c70d339388217ebaa8b039593a67dc54de88fbafe964e5be428,ega2/ega2-7.tex,322,16,7.3.7,bare_dotted,,,structural_declaration,positive_residual,"source-visible statement, equation, section, or table declaration; target rather than edge",C0E635B009A521EE9AF44F0A7A3972DEF6E798320B5A51DA797DF2B2E32B78BA,adjudicated
ega2.candidate.sha256.8ecea7c98126836b56c077ce9ebe309c2b8a0ef3b67c53df6527b3e6c069ae53,ega2/ega2-7.tex,328,17,7.3.8,bare_dotted,,,structural_declaration,positive_residual,"source-visible statement, equation, section, or table declaration; target rather than edge",C0E635B009A521EE9AF44F0A7A3972DEF6E798320B5A51DA797DF2B2E32B78BA,adjudicated
ega2.candidate.sha256.fee362adf42ddab58ec71507ee97e7315ca009dae647dfb8638d7fbaf7ae37b6,ega2/ega2-7.tex,363,17,7.3.9,bare_dotted,,,structural_declaration,positive_residual,"source-visible statement, equation, section, or table declaration; target rather than edge",C0E635B009A521EE9AF44F0A7A3972DEF6E798320B5A51DA797DF2B2E32B78BA,adjudicated
ega2.candidate.sha256.a995db7738ff2d3c2423150474daaf26675000a0480ea02afa10ee96d9d92f33,ega2/ega2-7.tex,387,19,7.3.10,bare_dotted,,,structural_declaration,positive_residual,"source-visible statement, equation, section, or table declaration; target rather than edge",C0E635B009A521EE9AF44F0A7A3972DEF6E798320B5A51DA797DF2B2E32B78BA,adjudicated
ega2.candidate.sha256.3d2d2b82f091ce65fe0e16352ceb70b76c05a876c20f1d6b69c80fa7b6f21404,ega2/ega2-7.tex,436,19,7.3.11,bare_dotted,,,structural_declaration,positive_residual,"source-visible statement, equation, section, or table declaration; target rather than edge",C0E635B009A521EE9AF44F0A7A3972DEF6E798320B5A51DA797DF2B2E32B78BA,adjudicated
ega2.candidate.sha256.e88dfde2d353796edb8c8215ad3f2694b7af2f7d274f0596fb5a37bfdc0a3120,ega2/ega2-7.tex,449,17,7.3.12,bare_dotted,,,structural_declaration,positive_residual,"source-visible statement, equation, section, or table declaration; target rather than edge",C0E635B009A521EE9AF44F0A7A3972DEF6E798320B5A51DA797DF2B2E32B78BA,adjudicated
ega2.candidate.sha256.f68350970d881f0d24c34edf7523b102e64e34a2a624d21069fcad7d9ecdc575,ega2/ega2-7.tex,475,21,7.4.1,bare_dotted,,,structural_declaration,positive_residual,"source-visible statement, equation, section, or table declaration; target rather than edge",C0E635B009A521EE9AF44F0A7A3972DEF6E798320B5A51DA797DF2B2E32B78BA,adjudicated
ega2.candidate.sha256.53dadad5d99b419289b95f46ccc30a33a3d97eba3130ab59e3b22565e9bb5874,ega2/ega2-7.tex,501,20,7.4.2,bare_dotted,,,structural_declaration,positive_residual,"source-visible statement, equation, section, or table declaration; target rather than edge",C0E635B009A521EE9AF44F0A7A3972DEF6E798320B5A51DA797DF2B2E32B78BA,adjudicated
ega2.candidate.sha256.88ac0d4e6cf779e69eb3e1d20950e30d508af5337944d352b4572088f93d06f5,ega2/ega2-7.tex,510,19,7.4.3,bare_dotted,,,structural_declaration,positive_residual,"source-visible statement, equation, section, or table declaration; target rather than edge",C0E635B009A521EE9AF44F0A7A3972DEF6E798320B5A51DA797DF2B2E32B78BA,adjudicated
ega2.candidate.sha256.d3fe61106e696faa81f06aa9b67cec99fd15bab93d927975ff6878178ec7ff50,ega2/ega2-7.tex,529,19,7.4.4,bare_dotted,,,structural_declaration,positive_residual,"source-visible statement, equation, section, or table declaration; target rather than edge",C0E635B009A521EE9AF44F0A7A3972DEF6E798320B5A51DA797DF2B2E32B78BA,adjudicated
ega2.candidate.sha256.731694ce157ba5b55342bcd6250217c093ee21e30a049128bbffa059e601c3ca,ega2/ega2-7.tex,546,19,7.4.5,bare_dotted,,,structural_declaration,positive_residual,"source-visible statement, equation, section, or table declaration; target rather than edge",C0E635B009A521EE9AF44F0A7A3972DEF6E798320B5A51DA797DF2B2E32B78BA,adjudicated
ega2.candidate.sha256.ecb2fb02e003267020e941721dfaa40e53eec2445949ed32c5cb0930f39cf752,ega2/ega2-7.tex,556,19,7.4.6,bare_dotted,,,structural_declaration,positive_residual,"source-visible statement, equation, section, or table declaration; target rather than edge",C0E635B009A521EE9AF44F0A7A3972DEF6E798320B5A51DA797DF2B2E32B78BA,adjudicated
ega2.candidate.sha256.6da414e3b619599aa803b06dae5a176de9591c82f5e127ea66bca2483118bf83,ega2/ega2-7.tex,569,13,7.4.7,bare_dotted,,,structural_declaration,positive_residual,"source-visible statement, equation, section, or table declaration; target rather than edge",C0E635B009A521EE9AF44F0A7A3972DEF6E798320B5A51DA797DF2B2E32B78BA,adjudicated
ega2.candidate.sha256.1ba4d4868981e4001957ebe2a0c26147ff116b06c0cc5a2e5cfe1874fd21ba80,ega2/ega2-7.tex,574,19,7.4.8,bare_dotted,,,structural_declaration,positive_residual,"source-visible statement, equation, section, or table declaration; target rather than edge",C0E635B009A521EE9AF44F0A7A3972DEF6E798320B5A51DA797DF2B2E32B78BA,adjudicated
ega2.candidate.sha256.fe1262ed9c2fcc0ff2f788c6ef7b95e7ee0a5fb7200bcaa30414e9aa2604723a,ega2/ega2-7.tex,585,21,7.4.9,bare_dotted,,,structural_declaration,positive_residual,"source-visible statement, equation, section, or table declaration; target rather than edge",C0E635B009A521EE9AF44F0A7A3972DEF6E798320B5A51DA797DF2B2E32B78BA,adjudicated
ega2.candidate.sha256.53f18c9214ca644a33232c5aa7e2b7e71e56ef07e7fd92ff93a55de5fa70b7c7,ega2/ega2-7.tex,596,19,7.4.10,bare_dotted,,,structural_declaration,positive_residual,"source-visible statement, equation, section, or table declaration; target rather than edge",C0E635B009A521EE9AF44F0A7A3972DEF6E798320B5A51DA797DF2B2E32B78BA,adjudicated
ega2.candidate.sha256.9b77700a913be58d789111cd1c4d4f7ca8b83fc5514de94a9ea3133e4d3cf578,ega2/ega2-7.tex,610,19,7.4.11,bare_dotted,,,structural_declaration,positive_residual,"source-visible statement, equation, section, or table declaration; target rather than edge",C0E635B009A521EE9AF44F0A7A3972DEF6E798320B5A51DA797DF2B2E32B78BA,adjudicated
ega2.candidate.sha256.da0f0192b7eac4066cee229716f98490b1de982dd34e58211d01818ee5ea6c01,ega2/ega2-7.tex,627,16,7.4.12,bare_dotted,,,structural_declaration,positive_residual,"source-visible statement, equation, section, or table declaration; target rather than edge",C0E635B009A521EE9AF44F0A7A3972DEF6E798320B5A51DA797DF2B2E32B78BA,adjudicated
ega2.candidate.sha256.9d57a198b5888fbd8c483a170cc9bebbb5eef47095d99cd41e034f859bc9b157,ega2/ega2-7.tex,633,19,7.4.13,bare_dotted,,,structural_declaration,positive_residual,"source-visible statement, equation, section, or table declaration; target rather than edge",C0E635B009A521EE9AF44F0A7A3972DEF6E798320B5A51DA797DF2B2E32B78BA,adjudicated
ega2.candidate.sha256.42151a1120b792dff95fc3d75b4bb466043b6ee6572cd321f8984cbd96e34e57,ega2/ega2-7.tex,644,13,7.4.14,bare_dotted,,,structural_declaration,positive_residual,"source-visible statement, equation, section, or table declaration; target rather than edge",C0E635B009A521EE9AF44F0A7A3972DEF6E798320B5A51DA797DF2B2E32B78BA,adjudicated
ega2.candidate.sha256.e85ec4978f377cd48fa8043629e74959a874ed206732343e387bf67921c5672f,ega2/ega2-7.tex,652,19,7.4.15,bare_dotted,,,structural_declaration,positive_residual,"source-visible statement, equation, section, or table declaration; target rather than edge",C0E635B009A521EE9AF44F0A7A3972DEF6E798320B5A51DA797DF2B2E32B78BA,adjudicated
ega2.candidate.sha256.8a5852c4062c519718128ca10f7ef92dcdf1dc7c2273b1074e3095a064b15110,ega2/ega2-7.tex,677,19,7.4.16,bare_dotted,,,structural_declaration,positive_residual,"source-visible statement, equation, section, or table declaration; target rather than edge",C0E635B009A521EE9AF44F0A7A3972DEF6E798320B5A51DA797DF2B2E32B78BA,adjudicated
ega2.candidate.sha256.10cc432537b73a32c9713b460bc04d968805d9b972a1a6ea394a824705d8cc85,ega2/ega2-7.tex,688,13,7.4.17,bare_dotted,,,structural_declaration,positive_residual,"source-visible statement, equation, section, or table declaration; target rather than edge",C0E635B009A521EE9AF44F0A7A3972DEF6E798320B5A51DA797DF2B2E32B78BA,adjudicated
ega2.candidate.sha256.b3ee43ac53d9bef7aef14b85fab8b4306fa0d5859271210c054de6974a4f7977,ega2/ega2-7.tex,695,21,7.4.18,bare_dotted,,,structural_declaration,positive_residual,"source-visible statement, equation, section, or table declaration; target rather than edge",C0E635B009A521EE9AF44F0A7A3972DEF6E798320B5A51DA797DF2B2E32B78BA,adjudicated
ega2.candidate.sha256.31c3b6c399d0e4187aaac904773210b6b093c5f3e258b416c6a83d293a2f5af4,ega2/ega2-7.tex,711,17,7.4.19,bare_dotted,,,structural_declaration,positive_residual,"source-visible statement, equation, section, or table declaration; target rather than edge",C0E635B009A521EE9AF44F0A7A3972DEF6E798320B5A51DA797DF2B2E32B78BA,adjudicated
ega2.candidate.sha256.5dc241cc844697ddcd0341086599572aca7ae567cb7ac976f1da49e3cb2cbb41,ega2/ega2-8.tex,7,13,8.1.1,bare_dotted,,,structural_declaration,positive_residual,"source-visible statement, equation, section, or table declaration; target rather than edge",E55C4C691322F93404A26FE717045429B0A31EF4FA74C75FEB27C465CBBBF4CC,adjudicated
ega2.candidate.sha256.d0f526a4a11d06d227099757511b22c7de9466f576914f582c37a03a3bfadf4b,ega2/ega2-8.tex,41,13,8.1.2,bare_dotted,,,structural_declaration,positive_residual,"source-visible statement, equation, section, or table declaration; target rather than edge",E55C4C691322F93404A26FE717045429B0A31EF4FA74C75FEB27C465CBBBF4CC,adjudicated
ega2.candidate.sha256.918480aca22bdb9344cd75636f2199581bdac42524d6c1c2f2bb494efa18b68f,ega2/ega2-8.tex,50,20,8.1.3,bare_dotted,,,structural_declaration,positive_residual,"source-visible statement, equation, section, or table declaration; target rather than edge",E55C4C691322F93404A26FE717045429B0A31EF4FA74C75FEB27C465CBBBF4CC,adjudicated
ega2.candidate.sha256.86e5f186fa69ce5a0d4db4b7cd218444a169a60f2f897516850a79535aea431b,ega2/ega2-8.tex,68,21,8.1.4,bare_dotted,,,structural_declaration,positive_residual,"source-visible statement, equation, section, or table declaration; target rather than edge",E55C4C691322F93404A26FE717045429B0A31EF4FA74C75FEB27C465CBBBF4CC,adjudicated
ega2.candidate.sha256.1b9582e03a8732572fde7f9610f0f3ad2d61da15e81d83430163fec50d44a895,ega2/ega2-8.tex,95,13,8.1.5,bare_dotted,,,structural_declaration,positive_residual,"source-visible statement, equation, section, or table declaration; target rather than edge",E55C4C691322F93404A26FE717045429B0A31EF4FA74C75FEB27C465CBBBF4CC,adjudicated
ega2.candidate.sha256.8fd2515151c8da55de06a6142fac80a6588ff27982a66734b065e03fc4940c9c,ega2/ega2-8.tex,173,13,8.1.6,bare_dotted,,,structural_declaration,positive_residual,"source-visible statement, equation, section, or table declaration; target rather than edge",E55C4C691322F93404A26FE717045429B0A31EF4FA74C75FEB27C465CBBBF4CC,adjudicated
ega2.candidate.sha256.5cef1ac0fe517e87bf4f98eab527d0a04ddbfc9ddc74831dddf248e1f80b4126,ega2/ega2-8.tex,208,21,8.1.7,bare_dotted,,,structural_declaration,positive_residual,"source-visible statement, equation, section, or table declaration; target rather than edge",E55C4C691322F93404A26FE717045429B0A31EF4FA74C75FEB27C465CBBBF4CC,adjudicated
ega2.candidate.sha256.5a81770bfb8c3ba1021c6cb128dac17a778a966b3dd3ec61be09335ed365dc5d,ega2/ega2-8.tex,225,19,8.1.8,bare_dotted,,,structural_declaration,positive_residual,"source-visible statement, equation, section, or table declaration; target rather than edge",E55C4C691322F93404A26FE717045429B0A31EF4FA74C75FEB27C465CBBBF4CC,adjudicated
ega2.candidate.sha256.def210665b0e1bdefd247b5756f4c86083221076c09cd16212fed484760cc152,ega2/ega2-8.tex,239,13,8.1.9,bare_dotted,,,structural_declaration,positive_residual,"source-visible statement, equation, section, or table declaration; target rather than edge",E55C4C691322F93404A26FE717045429B0A31EF4FA74C75FEB27C465CBBBF4CC,adjudicated
ega2.candidate.sha256.0d3feb90765c2ab0086999c5c5c62052081488eab0cc4ddba302d1a1d4a7a153,ega2/ega2-8.tex,254,19,8.1.10,bare_dotted,,,structural_declaration,positive_residual,"source-visible statement, equation, section, or table declaration; target rather than edge",E55C4C691322F93404A26FE717045429B0A31EF4FA74C75FEB27C465CBBBF4CC,adjudicated
ega2.candidate.sha256.dd3a21e24782dcad51b2e9887c46817d52c0f05aef346612a68af4e0d1bb2cfb,ega2/ega2-8.tex,284,13,8.2.1,bare_dotted,,,structural_declaration,positive_residual,"source-visible statement, equation, section, or table declaration; target rather than edge",E55C4C691322F93404A26FE717045429B0A31EF4FA74C75FEB27C465CBBBF4CC,adjudicated
ega2.candidate.sha256.09023989c9427775a1742d1828d7913b77e508b2d665c1e02aff7ae2f114b8db,ega2/ega2-8.tex,337,13,8.2.2,bare_dotted,,,structural_declaration,positive_residual,"source-visible statement, equation, section, or table declaration; target rather than edge",E55C4C691322F93404A26FE717045429B0A31EF4FA74C75FEB27C465CBBBF4CC,adjudicated
ega2.candidate.sha256.82793669ac91717ebe5bd4e0b3a089bc5fb65f01b48303025439f6ed502930be,ega2/ega2-8.tex,355,15,8.2.3,bare_dotted,,,structural_declaration,positive_residual,"source-visible statement, equation, section, or table declaration; target rather than edge",E55C4C691322F93404A26FE717045429B0A31EF4FA74C75FEB27C465CBBBF4CC,adjudicated
ega2.candidate.sha256.bad5f5fbbf35e3b98dcba4a7c6b1f229620f27ecc92eaa197d3f4a08138d157d,ega2/ega2-8.tex,384,13,8.2.4,bare_dotted,,,structural_declaration,positive_residual,"source-visible statement, equation, section, or table declaration; target rather than edge",E55C4C691322F93404A26FE717045429B0A31EF4FA74C75FEB27C465CBBBF4CC,adjudicated
ega2.candidate.sha256.47375dcc29b7f599087f879f2646d564eb55ebbf2a0070b888b9cf362a8dac48,ega2/ega2-8.tex,404,15,8.2.5,bare_dotted,,,structural_declaration,positive_residual,"source-visible statement, equation, section, or table declaration; target rather than edge",E55C4C691322F93404A26FE717045429B0A31EF4FA74C75FEB27C465CBBBF4CC,adjudicated
ega2.candidate.sha256.77ac8be357c529d6a729242e3fa98c0e40f48b4d5c5f41ad5e92df738fff82ca,ega2/ega2-8.tex,422,13,8.2.6,bare_dotted,,,structural_declaration,positive_residual,"source-visible statement, equation, section, or table declaration; target rather than edge",E55C4C691322F93404A26FE717045429B0A31EF4FA74C75FEB27C465CBBBF4CC,adjudicated
ega2.candidate.sha256.78435f5179256d44dc173e9e043beb2b07f3c5661614ea4db9507912698b3f79,ega2/ega2-8.tex,448,15,8.2.7,bare_dotted,,,structural_declaration,positive_residual,"source-visible statement, equation, section, or table declaration; target rather than edge",E55C4C691322F93404A26FE717045429B0A31EF4FA74C75FEB27C465CBBBF4CC,adjudicated
ega2.candidate.sha256.cb6a493cd64f69fc2eaeae4b344bd2504c46965343d39e2493315a9da6533d95,ega2/ega2-8.tex,477,13,8.2.8,bare_dotted,,,structural_declaration,positive_residual,"source-visible statement, equation, section, or table declaration; target rather than edge",E55C4C691322F93404A26FE717045429B0A31EF4FA74C75FEB27C465CBBBF4CC,adjudicated
ega2.candidate.sha256.c09e08598c47cbff5550bd2ff840a6a3c0f4a7f164b6d30b16d3f8dcad8137ea,ega2/ega2-8.tex,498,15,8.2.9,bare_dotted,,,structural_declaration,positive_residual,"source-visible statement, equation, section, or table declaration; target rather than edge",E55C4C691322F93404A26FE717045429B0A31EF4FA74C75FEB27C465CBBBF4CC,adjudicated
ega2.candidate.sha256.0dd8e7a27e27620eab20e2395e451519234ae3ed497ca9e576dafb06c0c3ed64,ega2/ega2-8.tex,519,15,8.2.10,bare_dotted,,,structural_declaration,positive_residual,"source-visible statement, equation, section, or table declaration; target rather than edge",E55C4C691322F93404A26FE717045429B0A31EF4FA74C75FEB27C465CBBBF4CC,adjudicated
ega2.candidate.sha256.c602368863b809b9657a2a3d035b20509a304cf54a22d6a6ce923e023a9350ca,ega2/ega2-8.tex,574,13,8.2.11,bare_dotted,,,structural_declaration,positive_residual,"source-visible statement, equation, section, or table declaration; target rather than edge",E55C4C691322F93404A26FE717045429B0A31EF4FA74C75FEB27C465CBBBF4CC,adjudicated
ega2.candidate.sha256.5a70b49d7da15eb0dc8cde6debce5ffbfc937d447843e1f7c39a8cd41d82bb82,ega2/ega2-8.tex,602,21,8.2.12,bare_dotted,,,structural_declaration,positive_residual,"source-visible statement, equation, section, or table declaration; target rather than edge",E55C4C691322F93404A26FE717045429B0A31EF4FA74C75FEB27C465CBBBF4CC,adjudicated
ega2.candidate.sha256.b00144903592324692f735e7b4829ecdfa7ac5d2bd3c8e6c4104a42b8693a368,ega2/ega2-8.tex,620,13,8.2.13,bare_dotted,,,structural_declaration,positive_residual,"source-visible statement, equation, section, or table declaration; target rather than edge",E55C4C691322F93404A26FE717045429B0A31EF4FA74C75FEB27C465CBBBF4CC,adjudicated
ega2.candidate.sha256.8f67167f27b4e7e648958316908a8411d5d3dc4b0fc31eef6e69e5e7e9656e9a,ega2/ega2-8.tex,630,21,8.2.14,bare_dotted,,,structural_declaration,positive_residual,"source-visible statement, equation, section, or table declaration; target rather than edge",E55C4C691322F93404A26FE717045429B0A31EF4FA74C75FEB27C465CBBBF4CC,adjudicated
ega2.candidate.sha256.68216076001697b8c11a92f8cb4b3578320757b025923c38b9bb80d409a8826a,ega2/ega2-8.tex,643,15,8.2.14.1,bare_dotted,,,structural_declaration,positive_residual,"source-visible statement, equation, section, or table declaration; target rather than edge",E55C4C691322F93404A26FE717045429B0A31EF4FA74C75FEB27C465CBBBF4CC,adjudicated
ega2.candidate.sha256.4996d76a01f3be54870855f013c66f62b49c61633bac09b97b793f3dbfbd7f2e,ega2/ega2-8.tex,665,16,8.2.15,bare_dotted,,,structural_declaration,positive_residual,"source-visible statement, equation, section, or table declaration; target rather than edge",E55C4C691322F93404A26FE717045429B0A31EF4FA74C75FEB27C465CBBBF4CC,adjudicated
