"action_id","timestamp_utc","paper","page_or_locus","origin_type","origin_source","what_changed_or_was_checked","current_head_or_artifact","promoted_or_logged","status","notes"
"CO-20260717-231","2026-07-17","P24","258","LocalCodex_independent_source_correction","P24 printed p258 full-resolution witness","Restored the lost word boundary in `linear unabhängige`.","cum_de_Local_20260717_P24.tex; P24_confirmed_repairs_20260717.csv","promoted","done_compile_render_source_checked","Prose fidelity correction independently found during the complete-page pass."
"CO-20260717-232","2026-07-17","P24","229-261","LocalCodex_independent_complete_page_source_audit","complete 33-page GDZ article witness; prior P24 hotspot packages; current cumulative","Opened every printed page individually and checked prose, displays, index families, footnotes, source emphasis, annotations, equation numbering, and cross-page continuity; promoted fifteen repair groups and six explicit no-patch guardrails.","NOETHER_PAGE_QC_LEDGER_current.csv; P24_full_page_audit_20260717.csv","logged_and_promoted","done_compile_render_source_checked","Error yield: six mathematically meaningful correction families plus source-style/layout repairs over 33 pages."
"CO-20260717-233","2026-07-17","P24","output_pages_247-264","LocalCodex_compile_and_visual_render_QA","XeLaTeX twice plus fresh vector-PDF renders","Compiled the 466-page cumulative twice and visually checked changed P24 output loci, including the corrected unnumbered norm display and Fraktur field family.","cum_de_Local_20260717_P24.pdf; rendered_output_300dpi_final","logged","done_compile_render_checked","No clipping, overlap, broken footnote, display overflow, undefined reference, emergency stop, or fatal compile error was found."
"CO-20260717-234","2026-07-17","process","P24_ledger_canonicalization","LocalCodex_process_repair","old overlapping P24 hotspot rows plus fresh 33-page audit","Removed the overlapping/range-based P24 QC fragments and replaced them with exactly one canonical current-head record for each printed page 229-261.","NOETHER_PAGE_QC_LEDGER_current.csv","logged","done","This makes page-level coverage and error yield countable instead of package-label dependent."
"CO-20260717-235","2026-07-17","P25","116-120","LocalCodex_source_identity_and_quality_check","GDZ JDMV 33 IIIF manifest; five raw page images; article cutout","Verified the complete five-page article boundary and recorded pixel dimensions, 600 ppi metadata, byte size, and SHA256 for each page authority.","P25_source_page_manifest_20260717.csv","logged","done","The following Koschmieder article is not part of P25."
"CO-20260717-236","2026-07-17","P25","116-120","LocalCodex_prior_audit_survival_check","RA70 title/header repair; 2026-06-29 full-page no-patch audit; current P24 head","Rechecked the prior repair and all previously sensitive loci against the current head rather than inheriting their package status.","P25_prior_audit_survival_summary_20260717.csv","logged","done_source_checked","The prior title, lecture-line, footnote, and page-boundary corrections survive."
"CO-20260717-237","2026-07-17","P25","116-120","LocalCodex_independent_complete_page_source_audit","five native600 GDZ page images and current cumulative","Opened every printed page and checked prose, displays, ideal/index families, emphasis, footnote, receipt line, and continuity; found no new TeX delta.","P25_full_page_audit_20260717.csv; NOETHER_PAGE_QC_LEDGER_current.csv","logged","done_source_checked","Zero new errors over five pages is a fresh audit result, not a prior assertion."
"CO-20260717-238","2026-07-17","P25","output_pages_265-267","LocalCodex_compile_and_visual_render_QA","XeLaTeX twice plus fresh 300 dpi output renders","Compiled the 466-page cumulative twice and visually checked all three P25 output pages.","cum_de_Local_20260717_P25.pdf; P25_output_300dpi; P25_output_pages_265_267.pdf","logged","done_compile_render_checked","No clipping, overlap, malformed glyph, broken footnote, or article-boundary error was found."
"CO-20260717-239","2026-07-17","process","P25_ledger_canonicalization","LocalCodex_process_repair","fresh five-page P25 audit and previously absent master rows","Added exactly one canonical current-head QC record for each P25 printed page 116-120.","NOETHER_PAGE_QC_LEDGER_current.csv","logged","done","P25 now has countable page-level coverage."
"CO-20260718-240","2026-07-18","P30","37-61","WebPro_complete_page_source_audit_then_LocalCodex_adjudication","Web runtime report; raw SIM/IA JP2-derived pages; current P25 head","Ingested Web complete 25-page audit as a candidate repair set, reopened all eight changed source pages directly, and accepted all twelve repair groups only after source confirmation.","Noether_LocalCodex_20260718_P30Web_p037_061_Integrated_on_P25Head","promoted_and_logged","done_source_checked","Web package number/status was not treated as authority."
"CO-20260718-241","2026-07-18","P30","42","Web_found_LocalCodex_source_rechecked","P30 printed p42 raw JP2-derived page","Restored German quotation marks around Orthogonalitaetsrelationen.","Noether_LocalCodex_20260718_P30Web_p037_061_Integrated_on_P25Head","promoted","done_compile_render_checked","Source punctuation fidelity."
"CO-20260718-242","2026-07-18","P30","43","Web_found_LocalCodex_source_rechecked","P30 printed p43 raw JP2-derived page","Replaced the stale Latin x family with Greek varkappa throughout the weak/strong primary definitions and proof; restored source quotation marks around gehoeren zu p.","Noether_LocalCodex_20260718_P30Web_p037_061_Integrated_on_P25Head","promoted","done_source_checked_mathematical","This overturns the prior a^x b^x guardrail."
"CO-20260718-243","2026-07-18","P30","44","Web_found_LocalCodex_source_rechecked","P30 printed p44 raw JP2-derived page","Restored the linked varkappa family in the proof continuation and least-common-multiple argument.","Noether_LocalCodex_20260718_P30Web_p037_061_Integrated_on_P25Head","promoted","done_source_checked_mathematical","Linked-family repair, not a global blind replacement."
"CO-20260718-244","2026-07-18","P30","45","Web_found_LocalCodex_source_rechecked","P30 printed p45 raw JP2-derived page","Restored German quotation marks around kleinste.","Noether_LocalCodex_20260718_P30Web_p037_061_Integrated_on_P25Head","promoted","done_compile_render_checked","Source punctuation fidelity."
"CO-20260718-245","2026-07-18","P30","47","Web_found_LocalCodex_source_rechecked","P30 printed p47 raw JP2-derived page","Restored the varkappa exponent family in Satz II and its proof continuation.","Noether_LocalCodex_20260718_P30Web_p037_061_Integrated_on_P25Head","promoted","done_source_checked_mathematical","Completes the p43-p47 linked-family correction."
"CO-20260718-246","2026-07-18","P30","52","Web_found_LocalCodex_source_rechecked","P30 printed p52 raw JP2-derived page","Restored the mixed exponent chain: first p^(sigma+1), downstream p^(varrho+1).","Noether_LocalCodex_20260718_P30Web_p037_061_Integrated_on_P25Head","promoted","done_source_checked_mathematical","Overturns the stale uniform-varrho guardrail."
"CO-20260718-247","2026-07-18","P30","55","Web_found_LocalCodex_source_rechecked","P30 printed p55 raw JP2-derived page","Restored A X=o to run-in source placement and separated the preliminary Fraktur-T family from the later Fraktur-X solution family.","Noether_LocalCodex_20260718_P30Web_p037_061_Integrated_on_P25Head","promoted","done_source_checked_mathematical_and_layout","The T/X distinction is local and semantically meaningful."
"CO-20260718-248","2026-07-18","P30","60","Web_found_LocalCodex_source_rechecked","P30 printed p60 raw JP2-derived page","Restored source-visible historical spelling dnrch.","Noether_LocalCodex_20260718_P30Web_p037_061_Integrated_on_P25Head","promoted","done_compile_render_checked","Do not normalize silently."
"CO-20260718-249","2026-07-18","P30","output 283-296","LocalCodex_compile_and_visual_render_QA","XeLaTeX twice; fresh 300 dpi cumulative output renders","Compiled the integrated cumulative twice, visually checked the changed/reflowed output band, and confirmed reconvergence at output p296.","Noether_LocalCodex_20260718_P30Web_p037_061_Integrated_on_P25Head","logged","done_compile_render_checked","466 pages; no clipping, overlap, malformed glyphs, or broken page boundary."
"CO-20260718-250","2026-07-18","process","P30 page-ledger canonicalization","LocalCodex_process_repair","37 overlapping P30 historical rows; source manifest; current audit records","Replaced the overlapping P30 ledger history with exactly 36 unique canonical current-head rows, one for each printed page 26-61.","NOETHER_PAGE_QC_LEDGER_current.csv","logged","done","The old rows remain recoverable from input provenance, but no longer corrupt current coverage counts."
"CO-20260718-251","2026-07-18","P26","printed p102","LocalCodex_source_identity_and_boundary_check","GDZ native600 full page","Verified the complete Noether abstract and the boundaries against neighboring Prüfer and Behnke material.","P26_source_page_manifest_20260718.csv","logged","done_source_checked","One-page abstract; neighboring text excluded."
"CO-20260718-252","2026-07-18","P26","printed p102","LocalCodex_prior_audit_recheck","2026-06-29 visual disposition plus current source/current head","Reopened the previous no-patch result and found two source-style omissions that it had missed.","Noether_LocalCodex_20260718_P26_FullPaperAudit_from_P30Head","logged","prior_claim_superseded","Body wording and boundaries survived; heading weight and italic ganz did not."
"CO-20260718-253","2026-07-18","P26","printed p102 heading and ganz","LocalCodex_independent_complete_page_source_audit","P26 native600 GDZ page","Restored bold source entry heading and italic source emphasis on ganz.","Noether_LocalCodex_20260718_P26_FullPaperAudit_from_P30Head","promoted","done_source_checked","No mathematical delta."
"CO-20260718-254","2026-07-18","P26","output p268","LocalCodex_compile_and_visual_render_QA","XeLaTeX twice plus fresh 300 dpi render","Compiled 466-page cumulative and visually checked the complete P26 output page.","cum_de_Local_20260718_P26.pdf","logged","done_compile_render_checked","No clipping, overlap, malformed glyph, or boundary defect."
"CO-20260718-255","2026-07-18","process","P26 page-ledger canonicalization","LocalCodex_process_repair","fresh complete-page audit","Added exactly one canonical current-head P26 page record.","NOETHER_PAGE_QC_LEDGER_current.csv","logged","done","P26 now has countable complete-page coverage."
"CO-20260718-256","2026-07-18","P27","printed p101","LocalCodex_source_identity_and_boundary_check","GDZ native600 full page","Verified complete Noether item; preceding Kneser item and following date remain excluded; leading source dash retained.","P27_source_page_manifest_20260718.csv","logged","done_source_checked","One-page abstract."
"CO-20260718-257","2026-07-18","P27","printed p101","LocalCodex_prior_audit_recheck","2026-06-29 visual audit plus current source/current head","Confirmed prior leading-dash repair but found two additional source deviations.","Noether_LocalCodex_20260718_P27_FullPaperAudit_from_P26Head","logged","prior_partial_closure_superseded","Fraktur ideal family was mathematically material."
"CO-20260718-258","2026-07-18","P27","printed p101 author and q/p family","LocalCodex_independent_complete_page_source_audit","P27 native600 GDZ page","Restored bold author marker and the linked Fraktur q/p ideal/quotient family.","Noether_LocalCodex_20260718_P27_FullPaperAudit_from_P26Head","promoted","done_source_checked_mathematical","Slash notation retained exactly; only glyph family repaired."
"CO-20260718-259","2026-07-18","P27","output p269","LocalCodex_compile_and_visual_render_QA","XeLaTeX twice plus fresh 300 dpi render","Compiled 466-page cumulative and visually checked complete P27 output page.","cum_de_Local_20260718_P27.pdf","logged","done_compile_render_checked","No clipping, overlap, malformed glyph, or boundary defect."
"CO-20260718-260","2026-07-18","process","P27 page-ledger canonicalization","LocalCodex_process_repair","fresh complete-page audit","Added exactly one canonical current-head P27 page record.","NOETHER_PAGE_QC_LEDGER_current.csv","logged","done","P27 now has countable complete-page coverage."
"CO-20260718-261","2026-07-18","P28","printed p144","LocalCodex_source_identity_and_boundary_check","GDZ native600 full page","Verified the complete Noether item and excluded the preceding Hasse and Schmidt conference items.","P28_source_page_manifest_20260718.csv","logged","done_source_checked","One-page abstract; no following Noether continuation."
"CO-20260718-262","2026-07-18","P28","printed p144","LocalCodex_prior_audit_recheck","2026-06-29 no-patch disposition plus current source/current head","Reopened the prior no-patch result and found one source-style omission in the entry heading.","Noether_LocalCodex_20260718_P28_FullPaperAudit_from_P27Head","logged","prior_claim_partially_superseded","All prose and boundary conclusions survive."
"CO-20260718-263","2026-07-18","P28","printed p144 heading","LocalCodex_independent_complete_page_source_audit","P28 native600 GDZ page","Restored the source-visible bold treatment of the entire numbered author/location/title entry.","Noether_LocalCodex_20260718_P28_FullPaperAudit_from_P27Head","promoted","done_source_checked","No mathematical delta; complete prose agrees with source."
"CO-20260718-264","2026-07-18","P28","output p270","LocalCodex_compile_and_visual_render_QA","XeLaTeX twice plus fresh 300 dpi render","Compiled the 466-page cumulative and visually checked the complete repaired P28 output page.","cum_de_Local_20260718_P28.pdf","logged","done_compile_render_checked","No clipping, overlap, malformed glyph, broken boundary, or abnormal reflow."
"CO-20260718-265","2026-07-18","process","P28 page-ledger canonicalization","LocalCodex_process_repair","fresh complete-page audit","Added exactly one canonical current-head P28 page record.","NOETHER_PAGE_QC_LEDGER_current.csv","logged","done","P28 now has countable complete-page coverage."
"CO-20260718-266","2026-07-18","P29","printed pp28-35 source set","LocalCodex_source_identity_quality_and_boundary_check","eight complete GDZ page images plus local/online witness search","Verified all eight article pages, best-available 400 ppi source status, paper start/end, and clean P30 handoff.","P29_source_page_manifest_20260718.csv","logged","done_source_checked","Resolution is provenance, not a closure veto; every page was opened under zoom."
"CO-20260718-267","2026-07-18","P29","printed pp30;32-34","LocalCodex_prior_repair_survival_check","R640 ledgers plus raw source and current cumulative","Confirmed all six R640 mathematical/layout repair families survive the current head.","P29_prior_R640_survival_summary_20260718.csv","logged","done_source_checked","Current pre-pass P29 mathematical span retained every R640 correction."
"CO-20260718-268","2026-07-18","P29","printed pp28-35","LocalCodex_independent_full_paper_mathematical_audit","all eight complete GDZ pages","Rechecked every formula, linked symbol family, footnote, prose claim, and boundary; found no new mathematical-symbol error.","P29_full_page_audit_20260718.csv","logged","done_source_checked_no_new_math_delta","This is a fresh page-by-page audit, not inherited closure."
"CO-20260718-269","2026-07-18","P29","printed pp28-31","LocalCodex_independent_full_paper_source_audit","raw GDZ pages 28-31","Restored author-block hierarchy, source letterspacing, p29 Galois apostrophe, and removed a non-source `ist` on p31.","cum_de_Local_20260718_P29.tex","promoted","done_source_checked","P29-20260718-001 through 006."
"CO-20260718-270","2026-07-18","P29","printed pp32-35","LocalCodex_independent_full_paper_source_audit","raw GDZ pages 32-35","Restored footnote attachment/punctuation and source emphasis across the module-basis, invariant, and conclusion bands.","cum_de_Local_20260718_P29.tex","promoted","done_source_checked","P29-20260718-007 through 011."
"CO-20260718-271","2026-07-18","P29","Galois spelling pp29 and 34","LocalCodex_high_zoom_rejection_of_inherited_summary_claim","native p29 and p34 images plus targeted p34 crops","Kept p29 `Galois'schen` but reverted three p34 overcorrections to source `Galoisschen`.","P29_no_fix_traps_20260718.csv","promoted_and_guardrail_logged","done_source_checked","Raw page evidence overruled the inherited summary's four-apostrophe claim."
"CO-20260718-272","2026-07-18","P29","output pp271-275","LocalCodex_compile_and_visual_render_QA","XeLaTeX twice plus fresh 300 dpi renders","Compiled 466-page cumulative, checked P29 output pp271-274, and verified P30 begins cleanly on p275.","cum_de_Local_20260718_P29.pdf","logged","done_compile_render_checked","No clipping, overlap, malformed glyph, broken footnote, or boundary defect."
"CO-20260718-273","2026-07-18","process","P29 page-ledger canonicalization","LocalCodex_process_repair","fresh complete-page audit","Added exactly eight canonical current-head P29 page records, one for each printed page 28-35.","NOETHER_PAGE_QC_LEDGER_current.csv","logged","done","P29 now has countable complete-page coverage."
"CO-20260718-P31-001","2026-07-18T02:17:11Z","P31","82-104","local_Codex_found_independent_fullpaper_reaudit","23 raw GDZ 600 ppi pages plus current cumulative TeX/PDF and prior R381-R398/R560/v16 ledgers","Reopened every source page, reconciled the current span by content, verified survival of prior repairs and no-fix traps, and canonicalized one current-head page record per printed page.","Noether_LocalCodex_20260718_P31_FullPaperCanonicalReaudit","logged","paper_closed_best_available_source","One new prose-fidelity repair was found on p102; no new mathematical delta was found. Package numbers were not used as authority."
"CO-20260718-P31-002","2026-07-18T02:17:11Z","P31","102, Diskriminantenideal definition","local_Codex_found_direct_source_comparison","P31_source_printed_p102_canvas00000110_fullres.jpg and current TeX line containing the Diskriminantenideal definition","Restored source singular subjunctive Es durchlaufe tau_1,...,tau_n from normalized Es durchlaufen.","Noether_LocalCodex_20260718_P31_FullPaperCanonicalReaudit","promoted","done_compile_render_source_checked","Source-visible prose morphology; mathematically neutral but required by the source-critical edition."
"CO-20260718-P31-003","2026-07-18T02:17:11Z","P31","98, determinant and compact diagonal matrix","local_Codex_archaeology_supersession_check","raw p98 source; R392; R560; 2026-07-11 v14; current head","Confirmed that R392-F05 was a bad transposition and remains superseded by R560 a_1^(n)...a_n^(n); confirmed the later continuation-ellipsis repair in the compact diagonal matrix.","Noether_LocalCodex_20260718_P31_FullPaperCanonicalReaudit","logged","supersession_guard_closed","Do not re-import the stale R392 matrix bottom row from package chronology."
"CO-20260718-P31-004","2026-07-18T02:17:11Z","P31","89, component identity","local_Codex_direct_source_no_fix_guard","P31_source_printed_p89_canvas00000097_fullres.jpg; R560; current head","Reconfirmed source-real gamma_i=gamma_i epsilon_i and rejected normalization to gamma epsilon_i.","Noether_LocalCodex_20260718_P31_FullPaperCanonicalReaudit","logged","no_fix_guard_closed","Raw source outranks mathematical expectation."
"CO-20260718-P31-005","2026-07-18T02:30:00Z","process","P31 exact-before provenance","local_Codex_found_filename_state_mismatch","cloned P31 workspace plus separately sealed P29 workspace","Detected that the cloned file still named P29 had already received the p102 edit; rejected it as a before-state witness and regenerated the exact diff from the independently sealed P29 cumulative.","diff_sealed_P29head_to_P31_current.diff; P31_span_hash_and_supersession_ledger.csv","logged","provenance_repaired","A filename or package number is not state proof. Preserve immutable before artifacts and verify their content before producing diffs."
"CO-20260718-P31-006","2026-07-18T02:45:00Z","P32","complete span, printed pp221-228","local_Codex_current_head_survival_check","current P31 head compared byte-for-byte with sealed July 11 v17 P32 closure span","Confirmed identical 22444-character P32 spans and survival of the p225 two-level gamma family, p226 ell family, and p227 multiplication dot.","P32_CURRENT_HEAD_SURVIVAL_CHECK.md","logged","closed_span_survives_current_head","Corrected stale routing that had called P32 the next unclosed paper."
"CO-20260718-P30REC-001","2026-07-18T08:30:00Z","P30","printed p55 / cumulative output p291","Web_Pro_found_and_source_adjudicated_LocalCodex_rechecked_and_promoted","original Web cumulative SHA256 B724ECCFD1D6DB44DD3B01B77EA2EF96501626655BE62E9E05AEAC838B1C3F19 plus Web_P30_p055_X_T_source_before_after_stack.png","Found that the nominally closed live cumulative had not retained the source-backed semicolon, run-in also, and multiplication dot in A\\cdot(B:A); promoted exactly that Web hunk after independent visual source recheck.","cum_de_Local_20260718_P30EvidenceReconciled_after_P31.tex","promoted","done_compile_render_source_checked","User supplied the Web handout; Web found and adjudicated the repair, and LocalCodex verified and integrated the survival miss."
"CO-20260718-P30REC-002","2026-07-18T08:35:00Z","P30","printed p60 / cumulative output p295","Web_Pro_found_and_source_adjudicated_LocalCodex_verified_survival","original Web cumulative SHA256 B724ECCFD1D6DB44DD3B01B77EA2EF96501626655BE62E9E05AEAC838B1C3F19; R823-to-Web diff SHA256 F7DD881EDACEDB86D9BA24766641A1BDEDCE66C354294EE7DF228EC6D15C8EC3; native page SHA256 77371E69318941B3812873476498AF096F5C471F6310ECE07A90172A45F06C18","Confirmed that Web restored the source-visible historical typo dnrch and that the active cumulative retains it. The later local unnumbered duplicate containing durch was not Web output.","cum_de_Local_20260718_P30EvidenceReconciled_after_P31.tex","logged","source_reading_and_survival_confirmed","User supplied the duplicate evidence and corrected the attribution; LocalCodex performed the byte/hash reconciliation."
"CO-20260718-P30PROV-003","2026-07-18T16:45:00Z","process","P30 p60 duplicate-artifact provenance","user_flagged_LocalCodex_error_then_LocalCodex_hash_reconciled","original Web TeX SHA256 B724ECCFD1D6DB44DD3B01B77EA2EF96501626655BE62E9E05AEAC838B1C3F19 versus locally modified duplicate SHA256 186EE525737E00BC24E8BF619AA25E5FC262C8BCD34D35F00BF5D158CC5267D8","Corrected the false ledger/logbook attribution that Web normalized dnrch to durch. The single substantive byte-level line delta came from a later local copy; original Web and the renewed numbered download both contain dnrch.","P30_DUPLICATE_PROVENANCE_CORRECTION_20260718.md","logged","provenance_error_corrected_no_tex_delta","Process lesson: hash mutable duplicate-named downloads before assigning correction origin."
"CO-20260718-P01-001","2026-07-18T17:05:00Z","P01","printed pp176-179","LocalCodex_found_independent_fullpaper_reaudit","original Erlangen 1907 four-page PDF and four 650 dpi working renders; prior RA14/R203/R252/R273/R620 audit records","Opened all four original pages, checked all prose, equations, footnotes, folding-array cells, lists, emphasis, punctuation, and continuity, and wrote exactly one canonical page record per printed page.","cum_de_Local_20260718_P01FullPaperClosed_after_P30EvidenceReconcile","logged","paper_closed_best_available_complete_page_source_checked","One punctuation repair was promoted on p178; no new mathematical-symbol error was found."
"CO-20260718-P01-002","2026-07-18T17:10:00Z","P01","printed p178 exception footnote after Diagonalglied","LocalCodex_found_direct_high_zoom_source_comparison","p01_erlangen_1907_src_650-3.png plus P01_p178_footnote2_punctuation_1300dpi_enlargement.png","Changed the stale semicolon after Diagonalglied to the source period. This supersedes R620_P01_p178_footnote_semicolon, whose source reading was incorrect.","cum_de_Local_20260718_P01FullPaperClosed_after_P30EvidenceReconcile.tex","promoted","done_compile_render_source_checked_supersedes_prior_bad_fix","The theorem's main-text final period was already correct; only the footnote terminator changed."
"CO-20260718-P01-003","2026-07-18T17:12:00Z","P01","printed p176 heading authority","LocalCodex_authority_survival_and_current_page_recheck","original Erlangen p176 SHA256 CA890CA1E5E32A2FFD5DED0AF540CA4A724286926789EAFCA9D81D422A81F35E versus collected-volume comparator SHA256 D6F9D603EEE04D1C8EEB059C6D9E706CC983C42D30C34B5DF495A0534B86B17F","Retained source line Von Emmy Noether. and the dissertation excerpt; rejected the later collected-volume omission as nonauthoritative for the original-publication text.","P01_SOURCE_AUTHORITY_AND_CLOSURE_20260718.md","logged","authority_guard_closed","Edition apparatus may add corpus numbering and citation but may not erase original source content."
"CO-20260718-P01-004","2026-07-18T17:15:00Z","P01","cumulative output pp1-2","LocalCodex_compile_and_visual_render_QA","XeLaTeX twice plus fresh 300 dpi output renders","Compiled the 466-page cumulative and visually checked both P01 output pages for table alignment, footnote flow, glyph formation, clipping, overlap, and P02 boundary.","cum_de_Local_20260718_P01FullPaperClosed_after_P30EvidenceReconcile.pdf","logged","done_compile_render_checked","Two passes succeeded; compile flag scan found zero fatal errors, undefined controls, missing characters, box warnings, or rerun warnings."
"CO-20260718-P03-001","2026-07-18T15:23:34Z","P03","printed p101 title and author line","prior_LocalCodex_RA57_found_then_LocalCodex_current_head_reconfirmed","original GDZ p101 raw full-resolution page plus 1000 dpi labelled inspection witness","Retained the prior source-backed title spelling `n Variabeln` and restored author line `Von Emmy Noether in Erlangen.`; both survive in the live cumulative.","cum_de_Local_20260718_P01FullPaperClosed_after_P30EvidenceReconcile.tex","logged_survival","done_source_reconfirmed_no_new_patch","The correction was found in RA57; the 2026-07-18 pass adjudicated survival and did not claim discovery."
"CO-20260718-P03-002","2026-07-18T15:23:34Z","P03","printed p103 formula (2)","prior_LocalCodex_RA57_found_then_LocalCodex_current_head_reconfirmed","original GDZ p103 raw full-resolution page plus P03 1000 dpi formula witness","Retained the source-backed inequality `\rho=\sum_{i=1}^{k}\rho_i\le n` in place of the old `< n` reading.","cum_de_Local_20260718_P01FullPaperClosed_after_P30EvidenceReconcile.tex","logged_survival","done_source_reconfirmed_mathematical_no_new_patch","RA57 found and patched the error; the 2026-07-18 pass verified that it survives exactly."
"CO-20260718-P03-003","2026-07-18T15:23:34Z","P03","printed pp102-104 emphasis loci","inherited_current_head_changes_origin_not_recovered_then_LocalCodex_source_adjudicated","original GDZ raw full-resolution pages p102-p104 and live-vs-prior audited span comparison","Confirmed three emphasis additions in the live cumulative as source-visible: explicit representation in the S^rho rows, explicit representation by matrix products, and generation by successive cogredient contractions of defect 1.","cum_de_Local_20260718_P01FullPaperClosed_after_P30EvidenceReconcile.tex","logged_source_confirmation","done_no_new_patch_origin_unknown","The exact session that first inserted these emphasis changes was not recovered in this bounded pass; that uncertainty is recorded rather than misattributed."
"CO-20260718-P04-001","2026-07-18T15:30:00Z","P04","printed p152 section 9 heading note","inherited_current_head_change_origin_not_recovered_then_LocalCodex_source_adjudicated","P04 original source p152 plus exact RA41-to-live article diff","Confirmed the current source note `Vgl. die entsprechenden Betrachtungen im ternaeren Gebiete. Diss. §§ 1-3.` as printed and retained it; the final RA41 body omitted it.","cum_de_Local_20260718_P01FullPaperClosed_after_P30EvidenceReconcile.tex","logged_source_confirmation","done_no_new_patch_origin_unknown","This is a source improvement over RA41, not a regression; the first insertion session was not recovered in this bounded migration."
"CO-20260718-P04-002","2026-07-18T15:30:00Z","P04","printed p152 item-1 double-star note","inherited_current_head_change_origin_not_recovered_then_LocalCodex_source_adjudicated","P04 original source p152 plus exact RA41-to-live article diff","Confirmed the current `srcfn{**)}` representation of the printed double-star note attached to condition 1; the RA41 body used an unnumbered ordinary footnote.","cum_de_Local_20260718_P01FullPaperClosed_after_P30EvidenceReconcile.tex","logged_source_confirmation","done_no_new_patch_origin_unknown","The wording is unchanged; the current marker is more source-faithful."
"CO-20260629-P06-001","2026-06-29","P06","printed p164 Definition-II footnote","LocalCodex_found_by_complete_page_source_audit","P06 p164 original page and 1000 dpi slices; P06_FIX_001","Changed comma-list notation `f_1(x),...,f_rho(x)` to the compact dotted function-argument notation printed by the source.","cum_de_after_WebR268_plus_LocalP06_sourcecertain.tex","promoted_then_20260718_survival_logged","done_source_checked_current_body_identical","The 2026-07-18 comparison confirms exact survival in the live body."
"CO-20260629-P06-002","2026-06-29","P06","printed p166 prose after formula (4)","LocalCodex_found_by_complete_page_source_audit","P06 p166 original page and 1000 dpi slices; P06_FIX_002","Restored compact dotted arguments in both A_0 and A_tau expressions.","cum_de_after_WebR268_plus_LocalP06_sourcecertain.tex","promoted_then_20260718_survival_logged","done_source_checked_current_body_identical","Formula (1) remains comma-listed; the repair is local to the source's A-argument prose."
"CO-20260629-P06-003","2026-06-29","P06","printed p167 first substitution formula in footnote **","LocalCodex_found_by_complete_page_source_audit","P06 p167 original page and 1000 dpi footnote crop; P06_FIX_003","Changed the substitution condition from `x_3=0` to the source `x_4=0`.","cum_de_after_WebR268_plus_LocalP06_sourcecertain.tex","promoted_then_20260718_survival_logged","done_source_checked_mathematical_current_body_identical","Linked substitution-index repair."
"CO-20260629-P06-004","2026-06-29","P06","printed p174 two conjugate-row side conditions","LocalCodex_found_by_complete_page_source_audit","P06 p174 original page and 1000 dpi H/H-star crop; P06_FIX_004-005","Changed both side conditions from `H^*(xi) != 0` to the source `H(xi) != 0` while retaining starred functions in the equations.","cum_de_after_WebR268_plus_LocalP06_sourcecertain.tex","promoted_then_20260718_survival_logged","done_source_checked_mathematical_current_body_identical","The star distinction is local and semantically consequential."
"CO-20260629-P06-005","2026-06-29","P06","printed p178 formula (4) separator","LocalCodex_found_by_complete_page_source_audit","P06 p178 original page and 1000 dpi formula crop; P06_FIX_006","Changed the separator between the two displayed g-blocks from comma to source semicolon.","cum_de_after_WebR268_plus_LocalP06_sourcecertain.tex","promoted_then_20260718_survival_logged","done_source_checked_current_body_identical","Source punctuation separates two mathematical blocks."
"CO-20260629-P06-006","2026-06-29","P06","printed p185 polynomial-variable family","LocalCodex_found_by_complete_page_source_audit","P06 p185 original page and 1000 dpi top crop; P06_FIX_007","Replaced a broken OCR/encoding fragment with the source variable range `x_1\rcdots x_\rho`.","cum_de_after_WebR268_plus_LocalP06_sourcecertain.tex","promoted_then_20260718_survival_logged","done_source_checked_mathematical_current_body_identical","The corruption affected the stated polynomial variable family."
"CO-20260614-P07-001","2026-06-14","P07","printed pp89-92 title/author and symbolic note apparatus","LocalCodex_found_by_targeted_source_audit","P07/P08 refined GDZ fix ledger and targeted source witnesses","Restored the printed title/author block and converted six ordinary numbered notes to source-visible star/double-star note apparatus without changing their mathematical content.","P07 current live body","promoted_then_20260718_survival_logged","done_source_checked_current_span_identical_to_R273","The exact first insertion package is represented by the refined 2026-06-14 ledger; the 2026-07-18 pass only proves survival."
"CO-20260630-P07-002","2026-06-30","P07","printed pp90-92 main resolvent variable family","LocalCodex_found_by_direct_source_recheck_of_prior_LocalCodex_error","R273 full-resolution GDZ pages p090 and p092; P07_current_vs_prior_source_dispositions_20260630.csv","Superseded the incorrect 2026-06-29 local sourcepatch from `Phi(xi,u)`, `xi+...`, `xi^h`, and `xi^alpha` back to source `Phi(z,u)`, `z+...`, `z^h`, and `z^alpha`; preserved the distinct source use of xi_k in the Weber derivative formulas.","P07 current live body","promoted_then_20260718_survival_logged","done_source_checked_prior_fix_ledger_superseded","This is explicitly a correction of a LocalCodex source misreading, not a new normalization choice."
"CO-20260718-P07-003","2026-07-18T15:47:46Z","P07","complete printed pp89-92 live span","LocalCodex_reconciliation_and_ledger_migration","R267 complete four-page visual dispositions; R273 source-correct P07 extract; current live cumulative","Compared the full current Paper 7 body to the later source-correct R273 body after line-ending normalization and migrated exactly four canonical page rows.","cum_de_Local_20260718_P01FullPaperClosed_after_P30EvidenceReconcile.tex","logged_no_new_patch","done_normalized_content_identical","Both extracts normalize to SHA256 18EB5FFBE8A5CA1031AF7922F76486C50FC8FC20F97F5C9243BE230305835554."
