"paper","printed_page","qc_record_count","current_heads","last_updated_utc","qc_instances","audit_depths","fixes_found","fixes_integrated","statuses","hard_math_record_count","hard_math_classes","next_actions","evidence","notes"
"P40","526","2","Noether_LocalCodex_20260718_P04p133_Eq28_SourceFix || Noether_LocalCodex_v27","2026-07-18","LocalCodex June 24 sequential page repair; LocalCodex R687 whole-paper visual audit; WebB R802 current-head closure; LocalCodex v27 hash/survival/conflict reconciliation","Erweiterungssatz continuation, representation classes and rank relation","The extension/rank proof was rebuilt; source 'so viel verschiedene' and rank relations survive.","yes: all accepted source-backed repairs survive in the current P40 span; no v27 TeX delta required","closed_current_head_complete_page_source_checked_best_available","3","source-style headings/footnotes/references/emphasis, not hard math || whole-paper mathematical/source-fidelity closure || whole-paper survival closure","No action unless a concrete new source contradiction is found.","P40_GDZ_official_exact_article_printed_pp514_541.pdf (PDF p13; printed p526); P40_prior_evidence/R687/P40_page_dispositions_R687.csv; P40_prior_evidence/R802/Noether_R802_survival_checks.csv; P40_p514_541_page_dispositions_v27.csv","[Canonicalized 2026-07-18 from 1 record(s). Prior head value(s): Noether_LocalCodex_v27.] The source phrase is 'so viel verschiedene'; later 'so viele' occurrences elsewhere do not contradict this locus. || The source phrase is 'so viel verschiedene'; later 'so viele' occurrences elsewhere do not contradict this locus."
"P40","527","2","Noether_LocalCodex_20260718_P04p133_Eq28_SourceFix || Noether_LocalCodex_v27","2026-07-18","LocalCodex June 24 sequential page repair; LocalCodex R687 whole-paper visual audit; WebB R802 current-head closure; LocalCodex v27 hash/survival/conflict reconciliation","rank relations, section 5 opening, reducible/irreducible embedding","Rank relations and section 5 were rebuilt with source labels, dots, and embedding terminology.","yes: all accepted source-backed repairs survive in the current P40 span; no v27 TeX delta required","closed_current_head_complete_page_source_checked_best_available","3","source-style headings/footnotes/references/emphasis, not hard math || whole-paper mathematical/source-fidelity closure || whole-paper survival closure","No action unless a concrete new source contradiction is found.","P40_GDZ_official_exact_article_printed_pp514_541.pdf (PDF p14; printed p527); P40_prior_evidence/R687/P40_page_dispositions_R687.csv; P40_prior_evidence/R802/Noether_R802_survival_checks.csv; P40_p514_541_page_dispositions_v27.csv","[Canonicalized 2026-07-18 from 1 record(s). Prior head value(s): Noether_LocalCodex_v27.] No unresolved page-specific contradiction remains in the reconciled evidence chain. || No unresolved page-specific contradiction remains in the reconciled evidence chain."
"P40","528","2","Noether_LocalCodex_20260718_P04p133_Eq28_SourceFix || Noether_LocalCodex_v27","2026-07-18","LocalCodex June 24 sequential page repair; LocalCodex R687 whole-paper visual audit; WebB R802 current-head closure; LocalCodex v27 hash/survival/conflict reconciliation","inner automorphisms, centralizer theorem, footnotes 13-15","The inner-automorphism and centralizer blocks were rebuilt with source footnotes and notation.","yes: all accepted source-backed repairs survive in the current P40 span; no v27 TeX delta required","closed_current_head_complete_page_source_checked_best_available","3","source-style headings/footnotes/references/emphasis, not hard math || whole-paper mathematical/source-fidelity closure || whole-paper survival closure","No action unless a concrete new source contradiction is found.","P40_GDZ_official_exact_article_printed_pp514_541.pdf (PDF p15; printed p528); P40_prior_evidence/R687/P40_page_dispositions_R687.csv; P40_prior_evidence/R802/Noether_R802_survival_checks.csv; P40_p514_541_page_dispositions_v27.csv","[Canonicalized 2026-07-18 from 1 record(s). Prior head value(s): Noether_LocalCodex_v27.] No unresolved page-specific contradiction remains in the reconciled evidence chain. || No unresolved page-specific contradiction remains in the reconciled evidence chain."
"P40","529","2","Noether_LocalCodex_20260718_P04p133_Eq28_SourceFix || Noether_LocalCodex_v27","2026-07-18","LocalCodex June 24 sequential page repair; LocalCodex R687 whole-paper visual audit; WebB R802 current-head closure; LocalCodex v27 hash/survival/conflict reconciliation","centralizer theorem conclusion, Vertauschungssatz, section 6 boundary","The sharpened Vertauschungssatz and section 6 boundary were rebuilt; the source-spaced reference survives.","yes: all accepted source-backed repairs survive in the current P40 span; no v27 TeX delta required","closed_current_head_complete_page_source_checked_best_available","3","source-style headings/footnotes/references/emphasis, not hard math || whole-paper mathematical/source-fidelity closure || whole-paper survival closure","No action unless a concrete new source contradiction is found.","P40_GDZ_official_exact_article_printed_pp514_541.pdf (PDF p16; printed p529); P40_prior_evidence/R687/P40_page_dispositions_R687.csv; P40_prior_evidence/R802/Noether_R802_survival_checks.csv; P40_p514_541_page_dispositions_v27.csv","[Canonicalized 2026-07-18 from 1 record(s). Prior head value(s): Noether_LocalCodex_v27.] No unresolved page-specific contradiction remains in the reconciled evidence chain. || No unresolved page-specific contradiction remains in the reconciled evidence chain."
"P40","530","2","Noether_LocalCodex_20260718_P04p133_Eq28_SourceFix || Noether_LocalCodex_v27","2026-07-18","LocalCodex June 24 sequential page repair; LocalCodex R687 whole-paper visual audit; WebB R802 current-head closure; LocalCodex v27 hash/survival/conflict reconciliation","Galois theorem for simple systems, emphasis scope and section references","Galois-theorem headings, emphasis scope, and parenthesized section references were restored.","yes: all accepted source-backed repairs survive in the current P40 span; no v27 TeX delta required","closed_current_head_complete_page_source_checked_best_available","3","algebra/index/rank notation and source-style section references || whole-paper mathematical/source-fidelity closure || whole-paper survival closure","No action unless a concrete new source contradiction is found.","P40_GDZ_official_exact_article_printed_pp514_541.pdf (PDF p17; printed p530); P40_prior_evidence/R687/P40_page_dispositions_R687.csv; P40_prior_evidence/R802/Noether_R802_survival_checks.csv; P40_p514_541_page_dispositions_v27.csv","[Canonicalized 2026-07-18 from 1 record(s). Prior head value(s): Noether_LocalCodex_v27.] No unresolved page-specific contradiction remains in the reconciled evidence chain. || No unresolved page-specific contradiction remains in the reconciled evidence chain."
"P40","531","2","Noether_LocalCodex_20260718_P04p133_Eq28_SourceFix || Noether_LocalCodex_v27","2026-07-18","LocalCodex June 24 sequential page repair; LocalCodex R687 whole-paper visual audit; WebB R802 current-head closure; LocalCodex v27 hash/survival/conflict reconciliation","dense direct-sum/idempotent formula chain and rank hypotheses","Dense direct-sum/product formulas and source prose around omega, w, and E_it were restored.","yes: all accepted source-backed repairs survive in the current P40 span; no v27 TeX delta required","closed_current_head_complete_page_source_checked_best_available","3","algebra/index/rank notation and source-style section references || whole-paper mathematical/source-fidelity closure || whole-paper survival closure","No action unless a concrete new source contradiction is found.","P40_GDZ_official_exact_article_printed_pp514_541.pdf (PDF p18; printed p531); P40_prior_evidence/R687/P40_page_dispositions_R687.csv; P40_prior_evidence/R802/Noether_R802_survival_checks.csv; P40_p514_541_page_dispositions_v27.csv","[Canonicalized 2026-07-18 from 1 record(s). Prior head value(s): Noether_LocalCodex_v27.] No unresolved page-specific contradiction remains in the reconciled evidence chain. || No unresolved page-specific contradiction remains in the reconciled evidence chain."
"P40","532","2","Noether_LocalCodex_20260718_P04p133_Eq28_SourceFix || Noether_LocalCodex_v27","2026-07-18","LocalCodex June 24 sequential page repair; LocalCodex R687 whole-paper visual audit; WebB R802 current-head closure; LocalCodex v27 hash/survival/conflict reconciliation","induced-class definition, Brauer product formula, section 7 opening","Brauer product/rank symbols and section 7 were corrected; the false base-subscript product variant is rejected.","yes: all accepted source-backed repairs survive in the current P40 span; no v27 TeX delta required","closed_current_head_complete_page_source_checked_best_available","3","algebra/index/rank notation and source-style section references || whole-paper mathematical/source-fidelity closure || whole-paper survival closure","No action unless a concrete new source contradiction is found.","P40_GDZ_official_exact_article_printed_pp514_541.pdf (PDF p19; printed p532); P40_prior_evidence/R687/P40_page_dispositions_R687.csv; P40_prior_evidence/R802/Noether_R802_survival_checks.csv; P40_p514_541_page_dispositions_v27.csv","[Canonicalized 2026-07-18 from 1 record(s). Prior head value(s): Noether_LocalCodex_v27.] Reject the unlisted R556 drift A_r times_P B_s; the source and current head use the plain product. || Reject the unlisted R556 drift A_r times_P B_s; the source and current head use the plain product."
"P40","533","2","Noether_LocalCodex_20260718_P04p133_Eq28_SourceFix || Noether_LocalCodex_v27","2026-07-18","LocalCodex June 24 sequential page repair; LocalCodex R687 whole-paper visual audit; WebB R802 current-head closure; LocalCodex v27 hash/survival/conflict reconciliation","Brauer theorem, inverse class, specialization, section-reference spacing","Brauer theorem structure, inverse-class notation, specialization, and section spacing were restored.","yes: all accepted source-backed repairs survive in the current P40 span; no v27 TeX delta required","closed_current_head_complete_page_source_checked_best_available","3","algebra/index/rank notation and source-style section references || whole-paper mathematical/source-fidelity closure || whole-paper survival closure","No action unless a concrete new source contradiction is found.","P40_GDZ_official_exact_article_printed_pp514_541.pdf (PDF p20; printed p533); P40_prior_evidence/R687/P40_page_dispositions_R687.csv; P40_prior_evidence/R802/Noether_R802_survival_checks.csv; P40_p514_541_page_dispositions_v27.csv","[Canonicalized 2026-07-18 from 1 record(s). Prior head value(s): Noether_LocalCodex_v27.] No unresolved page-specific contradiction remains in the reconciled evidence chain. || No unresolved page-specific contradiction remains in the reconciled evidence chain."
"P40","534","2","Noether_LocalCodex_20260718_P04p133_Eq28_SourceFix || Noether_LocalCodex_v27","2026-07-18","LocalCodex June 24 sequential page repair; LocalCodex R687 whole-paper visual audit; WebB R802 current-head closure; LocalCodex v27 hash/survival/conflict reconciliation","rank/index formulas, A_Lambda extension notation, Schur index","Rank/index notation was repaired; direct source recheck confirms A_Lambda and Lambda in the embedding slot while retaining later L terms.","yes: all accepted source-backed repairs survive in the current P40 span; no v27 TeX delta required","closed_current_head_complete_page_source_checked_best_available","3","algebra/index/rank notation and source-style section references || whole-paper mathematical/source-fidelity closure || whole-paper survival closure","No action unless a concrete new source contradiction is found.","P40_GDZ_official_exact_article_printed_pp514_541.pdf (PDF p21; printed p534); P40_prior_evidence/R687/P40_page_dispositions_R687.csv; P40_prior_evidence/R802/Noether_R802_survival_checks.csv; P40_p514_541_page_dispositions_v27.csv; P40_printed_p534_A_Lambda_line_x5.png","[Canonicalized 2026-07-18 from 1 record(s). Prior head value(s): Noether_LocalCodex_v27.] The source uses Lambda only in A_Lambda and 'Einbettung von Lambda'; it returns to Latin L in (D:L) and (L:P). || The source uses Lambda only in A_Lambda and 'Einbettung von Lambda'; it returns to Latin L in (D:L) and (L:P)."
"P40","535","2","Noether_LocalCodex_20260718_P04p133_Eq28_SourceFix || Noether_LocalCodex_v27","2026-07-18","LocalCodex June 24 sequential page repair; LocalCodex R687 whole-paper visual audit; WebB R802 current-head closure; LocalCodex v27 hash/survival/conflict reconciliation","separable splitting-field proof, Z_0/Z_1 chain, section 8 opening","The shifted Z_0/Z_1 chain, punctuation, rank terminology, and section references were repaired.","yes: all accepted source-backed repairs survive in the current P40 span; no v27 TeX delta required","closed_current_head_complete_page_source_checked_best_available","3","algebra/index/rank notation and source-style section references || whole-paper mathematical/source-fidelity closure || whole-paper survival closure","No action unless a concrete new source contradiction is found.","P40_GDZ_official_exact_article_printed_pp514_541.pdf (PDF p22; printed p535); P40_prior_evidence/R687/P40_page_dispositions_R687.csv; P40_prior_evidence/R802/Noether_R802_survival_checks.csv; P40_p514_541_page_dispositions_v27.csv","[Canonicalized 2026-07-18 from 1 record(s). Prior head value(s): Noether_LocalCodex_v27.] No unresolved page-specific contradiction remains in the reconciled evidence chain. || No unresolved page-specific contradiction remains in the reconciled evidence chain."
"P40","536","2","Noether_LocalCodex_20260718_P04p133_Eq28_SourceFix || Noether_LocalCodex_v27","2026-07-18","LocalCodex June 24 sequential page repair; LocalCodex R687 whole-paper visual audit; WebB R802 current-head closure; LocalCodex v27 hash/survival/conflict reconciliation","section 8 definitions, minimal splitting field, compound adjective and emphasis","Definitions and theorem prose were repaired; source hyphenation and emphasis survive.","yes: all accepted source-backed repairs survive in the current P40 span; no v27 TeX delta required","closed_current_head_complete_page_source_checked_best_available","2","whole-paper mathematical/source-fidelity closure || whole-paper survival closure","No action unless a concrete new source contradiction is found.","P40_GDZ_official_exact_article_printed_pp514_541.pdf (PDF p23; printed p536); P40_prior_evidence/R687/P40_page_dispositions_R687.csv; P40_prior_evidence/R802/Noether_R802_survival_checks.csv; P40_p514_541_page_dispositions_v27.csv","[Canonicalized 2026-07-18 from 1 record(s). Prior head value(s): Noether_LocalCodex_v27.] No unresolved page-specific contradiction remains in the reconciled evidence chain. || No unresolved page-specific contradiction remains in the reconciled evidence chain."
"P40","537","2","Noether_LocalCodex_20260718_P04p133_Eq28_SourceFix || Noether_LocalCodex_v27","2026-07-18","LocalCodex June 24 sequential page repair; LocalCodex R687 whole-paper visual audit; WebB R802 current-head closure; LocalCodex v27 hash/survival/conflict reconciliation","direct-sum decomposition, field-containment notation, Galois-theory lemmas","Hard-symbol repairs survive; the later direct source check rejects R687's Z_Omega proposal and confirms plain Z.","yes: all accepted source-backed repairs survive in the current P40 span; no v27 TeX delta required","closed_current_head_complete_page_source_checked_best_available","3","direct-sum display base symbol || whole-paper mathematical/source-fidelity closure || whole-paper survival closure","No action unless a concrete new source contradiction is found.","P40_GDZ_official_exact_article_printed_pp514_541.pdf (PDF p24; printed p537); P40_prior_evidence/R687/P40_page_dispositions_R687.csv; P40_prior_evidence/R802/Noether_R802_survival_checks.csv; P40_p514_541_page_dispositions_v27.csv; P40_printed_p537_plain_Z_equation.png","[Canonicalized 2026-07-18 from 1 record(s). Prior head value(s): Noether_LocalCodex_v27.] R687's Z_Omega promotion was a false positive. The raw page and later R739/R802 evidence visibly begin the display with plain Z. || R687's Z_Omega promotion was a false positive. The raw page and later R739/R802 evidence visibly begin the display with plain Z."
"P40","538","2","Noether_LocalCodex_20260718_P04p133_Eq28_SourceFix || Noether_LocalCodex_v27","2026-07-18","LocalCodex June 24 sequential page repair; LocalCodex R687 whole-paper visual audit; WebB R802 current-head closure; LocalCodex v27 hash/survival/conflict reconciliation","idempotent conjugacy, complementary bases, full matrix identity, footnotes 21-22","Idempotent/complementary-basis equations and the full matrix identity were restored; emphasis and footnotes survive.","yes: all accepted source-backed repairs survive in the current P40 span; no v27 TeX delta required","closed_current_head_complete_page_source_checked_best_available","2","whole-paper mathematical/source-fidelity closure || whole-paper survival closure","No action unless a concrete new source contradiction is found.","P40_GDZ_official_exact_article_printed_pp514_541.pdf (PDF p25; printed p538); P40_prior_evidence/R687/P40_page_dispositions_R687.csv; P40_prior_evidence/R802/Noether_R802_survival_checks.csv; P40_p514_541_page_dispositions_v27.csv","[Canonicalized 2026-07-18 from 1 record(s). Prior head value(s): Noether_LocalCodex_v27.] No unresolved page-specific contradiction remains in the reconciled evidence chain. || No unresolved page-specific contradiction remains in the reconciled evidence chain."
"P40","539","2","Noether_LocalCodex_20260718_P04p133_Eq28_SourceFix || Noether_LocalCodex_v27","2026-07-18","LocalCodex June 24 sequential page repair; LocalCodex R687 whole-paper visual audit; WebB R802 current-head closure; LocalCodex v27 hash/survival/conflict reconciliation","section 9 opening, arbitrary systems, separable center and radical reduction","Section 9 definitions, barred basis, separable-center wording, and radical reduction were restored.","yes: all accepted source-backed repairs survive in the current P40 span; no v27 TeX delta required","closed_current_head_complete_page_source_checked_best_available","2","whole-paper mathematical/source-fidelity closure || whole-paper survival closure","No action unless a concrete new source contradiction is found.","P40_GDZ_official_exact_article_printed_pp514_541.pdf (PDF p26; printed p539); P40_prior_evidence/R687/P40_page_dispositions_R687.csv; P40_prior_evidence/R802/Noether_R802_survival_checks.csv; P40_p514_541_page_dispositions_v27.csv","[Canonicalized 2026-07-18 from 1 record(s). Prior head value(s): Noether_LocalCodex_v27.] No unresolved page-specific contradiction remains in the reconciled evidence chain. || No unresolved page-specific contradiction remains in the reconciled evidence chain."
"P40","540","2","Noether_LocalCodex_20260718_P04p133_Eq28_SourceFix || Noether_LocalCodex_v27","2026-07-18","LocalCodex June 24 sequential page repair; LocalCodex R687 whole-paper visual audit; WebB R802 current-head closure; LocalCodex v27 hash/survival/conflict reconciliation","simple components, center extensions, characterization theorem","Simple-component identities, center-extension formulas, and characterization text were restored.","yes: all accepted source-backed repairs survive in the current P40 span; no v27 TeX delta required","closed_current_head_complete_page_source_checked_best_available","2","whole-paper mathematical/source-fidelity closure || whole-paper survival closure","No action unless a concrete new source contradiction is found.","P40_GDZ_official_exact_article_printed_pp514_541.pdf (PDF p27; printed p540); P40_prior_evidence/R687/P40_page_dispositions_R687.csv; P40_prior_evidence/R802/Noether_R802_survival_checks.csv; P40_p514_541_page_dispositions_v27.csv","[Canonicalized 2026-07-18 from 1 record(s). Prior head value(s): Noether_LocalCodex_v27.] No unresolved page-specific contradiction remains in the reconciled evidence chain. || No unresolved page-specific contradiction remains in the reconciled evidence chain."
"P40","541","2","Noether_LocalCodex_20260718_P04p133_Eq28_SourceFix || Noether_LocalCodex_v27","2026-07-18","LocalCodex June 24 sequential page repair; LocalCodex R687 whole-paper visual audit; WebB R802 current-head closure; LocalCodex v27 hash/survival/conflict reconciliation","quaternion example, inseparable-center radical, summary and received date","The cube-root quaternion example, radical notation, final summary, and paper boundary were restored.","yes: all accepted source-backed repairs survive in the current P40 span; no v27 TeX delta required","closed_current_head_complete_page_source_checked_best_available","2","whole-paper mathematical/source-fidelity closure || whole-paper survival closure","No action unless a concrete new source contradiction is found.","P40_GDZ_official_exact_article_printed_pp514_541.pdf (PDF p28; printed p541); P40_prior_evidence/R687/P40_page_dispositions_R687.csv; P40_prior_evidence/R802/Noether_R802_survival_checks.csv; P40_p514_541_page_dispositions_v27.csv","[Canonicalized 2026-07-18 from 1 record(s). Prior head value(s): Noether_LocalCodex_v27.] No unresolved page-specific contradiction remains in the reconciled evidence chain. || No unresolved page-specific contradiction remains in the reconciled evidence chain."
"P41","411","2","Noether_LocalCodex_20260718_P04p133_Eq28_SourceFix || Noether_LocalCodex_v25","2026-07-18","Earlier LocalCodex complete-page visual audit plus LocalCodex v25 current-span survival reconciliation","title; publication line; opening prose; source notes 1-3","0 new secure deltas","n/a","closed_current_head_full_page_source_checked","0","","Retain current p411 transcription.","P41_P42_prior_fullpage_closure/page_dispositions_p411_419.csv; P41_GDZ_MathAnn108 printed p411","[Canonicalized 2026-07-18 from 1 record(s). Prior head value(s): Noether_LocalCodex_v25.] Recovered prior audit disposition; v25 does not falsely claim a new visual pass. || Recovered prior audit disposition; v25 does not falsely claim a new visual pass."
"P41","412","3","Noether_LocalCodex_20260705_P24p233_SourceStyleRecovery_from_R796 || Noether_LocalCodex_20260718_P04p133_Eq28_SourceFix || Noether_LocalCodex_v25","2026-07-18","Earlier LocalCodex complete-page visual audit plus LocalCodex v25 regression detection and source recheck || Earlier LocalCodex complete-page visual audit plus LocalCodex v25 regression detection and source recheck || origin=R738_archaeology_survival_check_then_local_promoted || origin=R738_archaeology_survival_check_then_local_promoted","Artin/Speiser paragraph; source spelling; continuation prose || Artin/Speiser paragraph; source spelling; continuation prose || focused source/current-head comparison of paragraph containing `ein hier noch einfacheres Analogon` || focused source/current-head comparison of paragraph containing `ein hier noch einfacheres Analogon`","1 live typo/source-word error found in current R796 || 1 live typo/source-word error found in current R796 || 1 regressed source spelling correction || 1 regressed source spelling correction","yes: `Anologon` -> `Analogon` || yes: `Anologon` -> `Analogon` || yes: CO-20260711-168 || yes: CO-20260711-168","canonical_merged_page_row_from_2_records || closed_current_head_source_checked_after_regression_repair || closed_source_backed_patch_compile_ok || closed_current_head_source_checked_after_regression_repair || closed_source_backed_patch_compile_ok","1","source word / mathematical analogy wording","No further action on this locus unless contradicted; include in next archaeology recovery drop || No further action on this locus unless contradicted; include in next archaeology recovery drop || Preserve source Anologon. || Preserve source Anologon.","_noether_archaeology_20260705/extracted_today_20260705/Noether_R738_LocalCodex_P41_SourceAudit_20260704/.../P41_source_p412_Analogon_crop_650render.png; Noether_LocalCodex_20260705_P24p233_SourceStyleRecovery_from_R796/1/01_current/xelatex_pass2_after_R742_R738_archaeology_recoveries.log || _noether_archaeology_20260705/extracted_today_20260705/Noether_R738_LocalCodex_P41_SourceAudit_20260704/.../P41_source_p412_Analogon_crop_650render.png; Noether_LocalCodex_20260705_P24p233_SourceStyleRecovery_from_R796/1/01_current/xelatex_pass2_after_R742_R738_archaeology_recoveries.log || P41 printed p412 fullres; confirmed_fixes_p411_419.csv; ADJ-20260711-114 || P41 printed p412 fullres; confirmed_fixes_p411_419.csv; ADJ-20260711-114","[Canonicalized 2026-07-18 from 2 record(s). Prior head value(s): Noether_LocalCodex_20260705_P24p233_SourceStyleRecovery_from_R796 || Noether_LocalCodex_v25.] R738 found this earlier, but the current R796-chain head lost it. || The repair makes the complete current P41 span match the audited reference after whitespace normalization. || R738 found this earlier, but the current R796-chain head lost it. || The repair makes the complete current P41 span match the audited reference after whitespace normalization."
"P41","413","2","Noether_LocalCodex_20260718_P04p133_Eq28_SourceFix || Noether_LocalCodex_v25","2026-07-18","Earlier LocalCodex complete-page visual audit plus LocalCodex v25 current-span survival reconciliation","formula spine (1)-(5); product order; quotient notation","0 new secure deltas","n/a","closed_current_head_full_page_source_checked","0","","Retain current p413 formulas.","page_dispositions_p411_419.csv; P41 printed p413 fullres; ADJ-20260711-115","[Canonicalized 2026-07-18 from 1 record(s). Prior head value(s): Noether_LocalCodex_v25.] Current span survives the prior audited reference. || Current span survives the prior audited reference."
"P41","414","2","Noether_LocalCodex_20260718_P04p133_Eq28_SourceFix || Noether_LocalCodex_v25","2026-07-18","Earlier LocalCodex complete-page visual audit plus LocalCodex v25 current-span survival reconciliation","cyclic formulas (1')-(6); footnote 8","0 new secure deltas","n/a","closed_current_head_full_page_source_checked","0","","Retain current p414 formulas and note.","page_dispositions_p411_419.csv; P41 printed p414 fullres; ADJ-20260711-115","[Canonicalized 2026-07-18 from 1 record(s). Prior head value(s): Noether_LocalCodex_v25.] Current span survives the prior audited reference. || Current span survives the prior audited reference."
"P41","415","2","Noether_LocalCodex_20260718_P04p133_Eq28_SourceFix || Noether_LocalCodex_v25","2026-07-18","Earlier LocalCodex complete-page visual audit plus LocalCodex v25 current-span survival reconciliation","three formulations; C_S and v_S relations","0 new secure deltas","n/a","closed_current_head_full_page_source_checked","0","","Retain current p415 transcription.","page_dispositions_p411_419.csv; P41 printed p415 fullres; ADJ-20260711-115","[Canonicalized 2026-07-18 from 1 record(s). Prior head value(s): Noether_LocalCodex_v25.] Current span survives the prior audited reference. || Current span survives the prior audited reference."
"P41","416","2","Noether_LocalCodex_20260718_P04p133_Eq28_SourceFix || Noether_LocalCodex_v25","2026-07-18","Earlier LocalCodex complete-page visual audit plus LocalCodex v25 current-span survival reconciliation","ideal-class construction; barred ideal notation","0 new secure deltas","n/a","closed_current_head_full_page_source_checked","0","","Retain current p416 transcription.","page_dispositions_p411_419.csv; P41 printed p416 fullres; ADJ-20260711-115","[Canonicalized 2026-07-18 from 1 record(s). Prior head value(s): Noether_LocalCodex_v25.] Current span survives the prior audited reference. || Current span survives the prior audited reference."
"P41","417","2","Noether_LocalCodex_20260718_P04p133_Eq28_SourceFix || Noether_LocalCodex_v25","2026-07-18","Earlier LocalCodex complete-page visual audit plus LocalCodex v25 current-span survival reconciliation","ideal-class passage; c_S glyph family","0 new secure deltas","n/a","closed_current_head_full_page_source_checked_with_glyph_guard","0","","Retain current roman/fraktur c_S reading absent stronger contradictory evidence.","page_dispositions_p411_419.csv; P41 printed p417 fullres; ADJ-20260711-115","[Canonicalized 2026-07-18 from 1 record(s). Prior head value(s): Noether_LocalCodex_v25.] The apparent glyph ambiguity was logged as a no-fix trap. || The apparent glyph ambiguity was logged as a no-fix trap."
"P41","418","2","Noether_LocalCodex_20260718_P04p133_Eq28_SourceFix || Noether_LocalCodex_v25","2026-07-18","Earlier LocalCodex complete-page visual audit plus LocalCodex v25 current-span survival reconciliation","Hilfssatz 1 and 2; local A_p formula; footnotes 13-16; fraktur local-prime notation","0 new secure deltas","n/a","closed_current_head_full_page_source_checked","0","","Retain current p418 transcription and fraktur local-prime convention.","page_dispositions_p411_419.csv; P41 printed p418 fullres; ADJ-20260711-115","[Canonicalized 2026-07-18 from 1 record(s). Prior head value(s): Noether_LocalCodex_v25.] Current span survives the prior audited reference. || Current span survives the prior audited reference."
"P41","419","2","Noether_LocalCodex_20260718_P04p133_Eq28_SourceFix || Noether_LocalCodex_v25","2026-07-18","Earlier LocalCodex complete-page visual audit plus LocalCodex v25 current-span survival reconciliation","cyclic local representation; u^i and u^f formulas; norm/unramified proof; receipt line","0 new secure deltas","n/a","closed_current_head_full_page_source_checked","0","","Retain current p419 transcription and paper boundary.","page_dispositions_p411_419.csv; P41 printed p419 fullres; ADJ-20260711-115","[Canonicalized 2026-07-18 from 1 record(s). Prior head value(s): Noether_LocalCodex_v25.] Current span survives the prior audited reference. || Current span survives the prior audited reference."
"P42","5","2","Noether_LocalCodex_20260718_P04p133_Eq28_SourceFix || Noether_LocalCodex_v25","2026-07-18","Earlier LocalCodex complete-page visual no-patch audit plus LocalCodex v25 exact span survival check","title; publication line; opening prose; footnotes 1-2","0 new secure deltas","n/a","closed_current_head_full_page_source_checked_no_patch","0","","Retain current p5 transcription.","P42_full_page_dispositions.csv; p42_scan_RA10_best_available_native360.pdf; ADJ-20260711-116","[Canonicalized 2026-07-18 from 1 record(s). Prior head value(s): Noether_LocalCodex_v25.] Current P42 span is exact to the audited reference after line-ending normalization. || Current P42 span is exact to the audited reference after line-ending normalization."
"P42","6","2","Noether_LocalCodex_20260718_P04p133_Eq28_SourceFix || Noether_LocalCodex_v25","2026-07-18","Earlier LocalCodex complete-page visual no-patch audit plus LocalCodex v25 exact span survival check","introduction continuation; section I; first crossed-product formulas; footnotes 3-4","0 new secure deltas","n/a","closed_current_head_full_page_source_checked_no_patch","0","","Retain current p6 transcription.","P42_full_page_dispositions.csv; P42 scan; ADJ-20260711-116","[Canonicalized 2026-07-18 from 1 record(s). Prior head value(s): Noether_LocalCodex_v25.] No source-certain delta in prior audit. || No source-certain delta in prior audit."
"P42","7","2","Noether_LocalCodex_20260718_P04p133_Eq28_SourceFix || Noether_LocalCodex_v25","2026-07-18","Earlier LocalCodex complete-page visual no-patch audit plus LocalCodex v25 exact span survival check","formulas (2a)-(2b); matrix-unit theorem; complementary bases; Bemerkungen 1-2; footnote 5","0 new secure deltas","n/a","closed_current_head_full_page_source_checked_no_patch","0","","Retain current p7 transcription.","P42_full_page_dispositions.csv; P42 scan; ADJ-20260711-116","[Canonicalized 2026-07-18 from 1 record(s). Prior head value(s): Noether_LocalCodex_v25.] No source-certain delta in prior audit. || No source-certain delta in prior audit."
"P42","8","2","Noether_LocalCodex_20260718_P04p133_Eq28_SourceFix || Noether_LocalCodex_v25","2026-07-18","Earlier LocalCodex complete-page visual no-patch audit plus LocalCodex v25 exact span survival check","non-Galois reduction formulas (3)-(5); E_H; barred operators; relation (1')","0 new secure deltas","n/a","closed_current_head_full_page_source_checked_no_patch","0","","Retain current p8 transcription.","P42_full_page_dispositions.csv; P42 scan; ADJ-20260711-116","[Canonicalized 2026-07-18 from 1 record(s). Prior head value(s): Noether_LocalCodex_v25.] No source-certain delta in prior audit. || No source-certain delta in prior audit."
"P42","9","2","Noether_LocalCodex_20260718_P04p133_Eq28_SourceFix || Noether_LocalCodex_v25","2026-07-18","Earlier LocalCodex complete-page visual no-patch audit plus LocalCodex v25 exact span survival check","section 1.3; E_H Kbar E_H reduction; section II; footnotes 6-7","0 new secure deltas","n/a","closed_current_head_full_page_source_checked_no_patch","0","","Retain current p9 transcription.","P42_full_page_dispositions.csv; P42 scan; ADJ-20260711-116","[Canonicalized 2026-07-18 from 1 record(s). Prior head value(s): Noether_LocalCodex_v25.] No source-certain delta in prior audit. || No source-certain delta in prior audit."
