"paper","printed_page_or_range","current_head","last_updated_utc","source_witness_or_basis","source_quality","audited_by_or_qc_instances","audit_depth","fixes_found","fixes_integrated","current_status","next_action","evidence_files","notes"
"P35","67","Noether_LocalCodex_20260718_P04p133_Eq28_SourceFix","2026-07-18","P35_printed_p067_MathNet600_native600.png","MathNet native 600 ppi page image","LocalCodex v21 independent current-head visual pass","full-page section-1 corollary, residue-field proof, section-2 definitions, rank statement, and continuity","1 hard mathematical constant error; 1 bar false positive rejected","yes: 1/e changed to 1/c; plain P retained","source_backed_patch_compile_render_ok","Retain 1/c and plain P.","P35_p067_one_over_c_2x_labelled.png; P35_p067_plainP_confirmed_no_patch_1p5x_labelled.png; CO-20260711-106; ADJ-20260711-079","[Canonicalized 2026-07-18 from 1 record(s). Prior head value(s): Noether_LocalCodex_v21.] The temporary bar proposal was reverted before sealing after glyph-level inspection."
"P35","68","Noether_LocalCodex_20260718_P04p133_Eq28_SourceFix","2026-07-18","P35_printed_p068_MathNet600_native600.png","MathNet native 600 ppi page image","LocalCodex v21 independent current-head visual pass","full-page theorem formulation, congruence implication, maximality corollary, Hilfssatz opening, and all inline/display formulas","0 secure mathematical deltas","n/a","current_head_full_page_no_secure_math_delta","Retain current p68 transcription.","P35_MathNet600/P35_printed_p068_MathNet600_native600.png","[Canonicalized 2026-07-18 from 1 record(s). Prior head value(s): Noether_LocalCodex_v21.] Congruence ideals, quotient rings, and H/F substitutions checked."
"P35","69","Noether_LocalCodex_20260718_P04p133_Eq28_SourceFix","2026-07-18","P35_printed_p069_MathNet600_native600.png","MathNet native 600 ppi page image","LocalCodex v21 independent current-head visual pass","full-page absolute-prime proof, omega-basis formula, conditions I-III, transcendence-degree argument, and formula (1)","0 secure mathematical deltas","n/a","current_head_full_page_no_secure_math_delta","Retain current p69 transcription.","P35_MathNet600/P35_printed_p069_MathNet600_native600.png","[Canonicalized 2026-07-18 from 1 record(s). Prior head value(s): Noether_LocalCodex_v21.] All indices in the omega sum and G-family were checked."
"P35","70","Noether_LocalCodex_20260718_P04p133_Eq28_SourceFix","2026-07-18","P35_printed_p070_MathNet600_native600.png","MathNet native 600 ppi page image","LocalCodex v21 independent current-head visual pass","full-page formula (2), end of section 3, section-4 theorem, ideal factorization, quotient-ring proof, and denominator argument","1 coherent hard-math symbol-family collapse","yes: a/alpha_i/d restored to alpha/varrho_i/delta throughout the page","source_backed_patch_compile_render_ok","Retain the restored alpha-varrho-delta family.","P35_p070_alpha_rho_delta_family_2x_labelled.png; CO-20260711-107; ADJ-20260711-076","[Canonicalized 2026-07-18 from 1 record(s). Prior head value(s): Noether_LocalCodex_v21.] The theorem, ideal factorization, and common-denominator proof now use the source's distinct variables."
"P35","71","Noether_LocalCodex_20260718_P04p133_Eq28_SourceFix","2026-07-18","P35_printed_p071_MathNet600_native600.png","MathNet native 600 ppi page image","LocalCodex v21 independent current-head visual pass","full-page continuation of section-4 proof, gamma-alpha identity, lambda exponent products, notes 1-7, correction footnote, and formula continuity","continuation of the p70 hard-math symbol-family collapse","yes: alpha and varrho_i restored throughout the continuation","source_backed_patch_compile_render_ok","Retain gamma alpha and all varrho_i lambda exponents.","P35_p071_gamma_alpha_lambda_rho_family_2x_labelled.png; CO-20260711-108; ADJ-20260711-077","[Canonicalized 2026-07-18 from 1 record(s). Prior head value(s): Noether_LocalCodex_v21.] The long correction-note summation was also checked and retained."
"P35","72","Noether_LocalCodex_20260718_P04p133_Eq28_SourceFix","2026-07-18","P35_printed_p072_MathNet600_native600.png","MathNet native 600 ppi page image","LocalCodex v21 independent current-head visual pass","full-page notes 8-11, article boundary, complete Russian summary, and receipt line","0 secure deltas; 1 false-positive candidate rejected","n/a","current_head_full_page_source_confirmed","Retain the primed Russian function family.","P35_p072_russian_fprime_family_confirmed_no_patch_2x_labelled.png; ADJ-20260711-080","[Canonicalized 2026-07-18 from 1 record(s). Prior head value(s): Noether_LocalCodex_v21.] The source prints f'_1(x),...,f'_r(x); the current Cyrillic summary is complete."
"P36","17","Noether_LocalCodex_20260718_P04p133_Eq28_SourceFix","2026-07-18","P36_JDMV39_printed_p017_canvas00000312_fullres.jpg","GDZ original-journal IIIF full-resolution image 3280x5046","Web R719 historical claim plus independent LocalCodex v22 original-page audit","complete-page heading, author line, full announcement prose, emphasis, final sentence, and surrounding page context","0 TeX deltas; 1 stale ledger claim corrected","n/a: current already reads source `Eine ausführliche Darstellung soll in den Math. Ann. erscheinen.`","closed_original_page_source_confirmed","Retain the current complete P36 span; reopen only against contradictory original-source evidence.","P36_p017_Noether_announcement_1p5x_labelled.png; P36_p017_SOURCE_AUDIT_v22.md; CO-20260711-114; CO-20260711-115","[Canonicalized 2026-07-18 from 1 record(s). Prior head value(s): Noether_LocalCodex_v22.] This row supersedes the 2026-07-05 survival-only row and its incorrect `Der Beweis soll` claim."
"P37","147","Noether_LocalCodex_20260718_P04p133_Eq28_SourceFix","2026-07-18","P37_GDZ_Crelle167_printed_p147_canvas00000152_full.jpg","GDZ original-journal full-resolution page; approximately 668x627 ppi","Earlier R126/R127 targeted fix pass plus independent LocalCodex v22 complete-page visual audit","title and author line; all opening prose; theorem statement; notes 1, 2, and 2a; Deuring order and all four factor products; page continuity","1 new source-structure delta; prior hard-math factor repair reconfirmed","yes: CO-20260711-116; prior product factors survive","closed_current_head_full_page_source_checked","Retain the four multiplication products and restored semicolon grouping.","GDZ p147 full page; P37_p147_152_SOURCE_AUDIT_v22.md; ADJ-20260711-083","[Canonicalized 2026-07-18 from 1 record(s). Prior head value(s): Noether_LocalCodex_v22.] No omitted prose or mathematical symbol found beyond the separator repair."
"P37","148","Noether_LocalCodex_20260718_P04p133_Eq28_SourceFix","2026-07-18","P37_GDZ_Crelle167_printed_p148_canvas00000153_full.jpg","GDZ original-journal full-resolution page; approximately 667x628 ppi","Earlier R126/R127 targeted fix pass plus independent LocalCodex v22 complete-page visual audit","introduction continuation; note 3; section 1 definitions; Satz 1 proof; direct-sum construction; Satz 2 statement; note 4","3 new diplomatic/source-structure deltas; prior one-sided-ideal and lowercase-order repairs reconfirmed","yes: CO-20260711-117 through CO-20260711-119","closed_current_head_full_page_source_checked","Retain bare sum scope and both restored parentheticals.","GDZ p148 full page; v22 output p358; ADJ-20260711-084; ADJ-20260711-085","[Canonicalized 2026-07-18 from 1 record(s). Prior head value(s): Noether_LocalCodex_v22.] Every displayed and inline formula on the page was checked."
"P37","149","Noether_LocalCodex_20260718_P04p133_Eq28_SourceFix","2026-07-18","P37_GDZ_Crelle167_printed_p149_canvas00000154_full.jpg","GDZ original-journal full-resolution page; approximately 668x627 ppi","Earlier R126/R127 targeted fix pass plus independent LocalCodex v22 complete-page visual audit","Satz 2 proof and note 5; full section 2 through Satz 5 proof; notes 6-7; all operator-isomorphism maps and bases","0 new secure deltas; prior `(isomorphen)` repair reconfirmed","n/a","closed_current_head_full_page_source_checked","Retain current p149 transcription.","GDZ p149 full page; v22 output p359; ADJ-20260711-088","[Canonicalized 2026-07-18 from 1 record(s). Prior head value(s): Noether_LocalCodex_v22.] All group-ring subscripts, basis indices, and action exponents were checked."
"P37","150","Noether_LocalCodex_20260718_P04p133_Eq28_SourceFix","2026-07-18","P37_GDZ_Crelle167_printed_p150_canvas00000155_full.jpg","GDZ original-journal full-resolution page; approximately 667x628 ppi","Earlier R126/R127 targeted fix pass plus independent LocalCodex v22 complete-page visual audit","Satz 5 continuation; additional remark and notes 8-9; representation vector; section 3; Satz 6 opening; determinant and group-matrix decompositions","2 new substantive omissions; prior `(rationalen)`, semicolon, and v_t readings reconfirmed","yes: CO-20260711-120; CO-20260711-121","closed_current_head_full_page_source_checked","Retain restored group-ring qualifier and `bzw.` relation.","GDZ p150 full page; v22 output p359; ADJ-20260711-086; ADJ-20260711-087","[Canonicalized 2026-07-18 from 1 record(s). Prior head value(s): Noether_LocalCodex_v22.] The two new omissions survived earlier targeted repair because both looked locally grammatical without the source."
"P37","151","Noether_LocalCodex_20260718_P04p133_Eq28_SourceFix","2026-07-18","P37_GDZ_Crelle167_printed_p151_canvas00000156_full.jpg","GDZ original-journal full-resolution page; approximately 668x627 ppi","Earlier R126/R127 targeted fix pass plus independent LocalCodex v22 complete-page visual audit","all M-lambda and D-lambda action formulas; root-number prose; adjoint-representation pair; Delta-lambda invariance; complete note 10; discrimination factorization","0 new secure deltas; prior plain-P subscript repair reconfirmed","n/a","closed_current_head_full_page_source_checked","Retain current p151 transcription.","GDZ p151 full page; P37_p151_formula_Mlambda_zoom.png; v22 output p360; ADJ-20260711-088","[Canonicalized 2026-07-18 from 1 record(s). Prior head value(s): Noether_LocalCodex_v22.] Separate bars over R and T, all inverse exponents, and the footnote decomposition were checked at zoom."
"P37","152","Noether_LocalCodex_20260718_P04p133_Eq28_SourceFix","2026-07-18","P37_GDZ_Crelle167_printed_p152_canvas00000157_full.jpg","GDZ original-journal full-resolution page; approximately 667x628 ppi","Earlier R126/R127 targeted fix pass plus independent LocalCodex v22 complete-page visual audit","Satz 6 conclusion; Satz 7 and note 11; prime decomposition; root-number ideals; terminal conductor identity; received date and article boundary","0 new secure deltas; prior generic-prime prose repair reconfirmed","n/a","closed_current_head_full_page_source_checked","Retain generic p/P in prose and indexed p_i/P_i in formulas.","GDZ p152 full page; v22 output pp360-361; ADJ-20260711-088","[Canonicalized 2026-07-18 from 1 record(s). Prior head value(s): Noether_LocalCodex_v22.] Article end is complete; no figure, table, or diagram occurs in P37."
"P38","399","Noether_LocalCodex_20260718_P04p133_Eq28_SourceFix","2026-07-18","P38_GDZ_JRAM167_canvas00000404_printed_p399_fullres.jpg","GDZ original-journal full-resolution page; 3792x5789 pixels; 600 ppi metadata","Earlier targeted P38 repair pass plus independent LocalCodex v23 complete-page visual audit","title; author line; drafting note; Hauptsatz; opening proof; citations; all footnotes; page continuity","0 new secure deltas; 3 prior source repairs reconfirmed","n/a","closed_current_head_full_page_source_checked","Retain current p399 transcription.","GDZ p399 full page; P38_p399_title_author_hauptsatz_native600_crop.png; v23 output p362; ADJ-20260711-089","[Canonicalized 2026-07-18 from 1 record(s). Prior head value(s): Noether_LocalCodex_v23.] No figure, table, or diagram occurs."
"P38","400","Noether_LocalCodex_20260718_P04p133_Eq28_SourceFix","2026-07-18","P38_GDZ_JRAM167_canvas00000405_printed_p400_fullres.jpg","GDZ original-journal full-resolution page; 3792x5790 pixels; 600 ppi metadata","Earlier targeted P38 repair pass plus independent LocalCodex v23 complete-page visual audit","Reduktion 1 continuation; Reduktion 2; Sylow Sigma notation; proof divisibility; footnote 4; printing addendum; Reduktion 3 transition","0 new secure deltas; 5 prior source-repair clusters reconfirmed","n/a","closed_current_head_full_page_source_checked","Retain current p400 transcription and source order.","GDZ p400 full page; two native600 targeted crops; v23 output pp362-363; ADJ-20260711-089","[Canonicalized 2026-07-18 from 1 record(s). Prior head value(s): Noether_LocalCodex_v23.] All proof prose and note placement were checked."
"P38","401","Noether_LocalCodex_20260718_P04p133_Eq28_SourceFix","2026-07-18","P38_GDZ_JRAM167_canvas00000406_printed_p401_fullres.jpg","GDZ original-journal full-resolution page; 3792x5789 pixels; 600 ppi metadata","Earlier targeted P38 repair pass plus independent LocalCodex v23 complete-page visual audit","Reduktion 3; cumulative Lambda chain; proof indices; Normensatz paragraph and displays; Folgerungen heading; Satze 1-2 opening","0 new secure deltas; 3 prior major repair clusters reconfirmed","n/a","closed_current_head_full_page_source_checked","Retain the K-to-Omega Lambda chain and complete Normensatz argument.","GDZ p401 full page; two native600 targeted crops; v23 output pp363-364; ADJ-20260711-090; ADJ-20260711-091","[Canonicalized 2026-07-18 from 1 record(s). Prior head value(s): Noether_LocalCodex_v23.] The field-chain direction and every displayed formula were checked."
"P38","402","Noether_LocalCodex_20260718_P04p133_Eq28_SourceFix","2026-07-18","P38_GDZ_JRAM167_canvas00000407_printed_p402_fullres.jpg","GDZ original-journal full-resolution page; 3792x5790 pixels; 600 ppi metadata","Earlier targeted P38 repair pass plus independent LocalCodex v23 complete-page visual audit","Satz 2; Grundideal proof; Satz 3 statement and setup; prime decomposition; norm; cyclic representation; local notation; footnotes","3 new secure deltas; 3 prior major repair clusters reconfirmed","yes: CO-20260711-141 through CO-20260711-143","closed_source_backed_patch_compile_render_ok","Retain repeated note marker 7, parenthetical Satz-2 strengthening, and diplomatic N_{K Omega} notation.","GDZ p402 full page; P38_p402_satz3_pi_delta_proof_native600_crop.png; P38_p402_prime_norm_formula_zoom.png; v23 output pp364-365","[Canonicalized 2026-07-18 from 1 record(s). Prior head value(s): Noether_LocalCodex_v23.] All remaining prose, equations, subscripts, and note references were checked."
"P38","403","Noether_LocalCodex_20260718_P04p133_Eq28_SourceFix","2026-07-18","P38_GDZ_JRAM167_canvas00000408_printed_p403_fullres.jpg","GDZ original-journal full-resolution page; 3792x5789 pixels; 600 ppi metadata","Earlier targeted P38 repair pass plus independent LocalCodex v23 complete-page visual audit","Satz-3 local pi/Delta/d proof; omitted divisibility calculation; section 7; Satz 4 statement; local condition; norm-residue proof; citations","0 new secure deltas; 3 prior P0 repair clusters reconfirmed","n/a","closed_current_head_full_page_source_checked","Retain the full local proof and A_p^f sim Omega_p.","GDZ p403 full page; P38_p403_divisibility_satz4_native600_crop.png; v23 output pp365-366; ADJ-20260711-092; ADJ-20260711-093","[Canonicalized 2026-07-18 from 1 record(s). Prior head value(s): Noether_LocalCodex_v23.] No proof line or symbol family is unresolved."
"P38","404","Noether_LocalCodex_20260718_P04p133_Eq28_SourceFix","2026-07-18","P38_GDZ_JRAM167_canvas00000409_printed_p404_fullres.jpg","GDZ original-journal full-resolution page; 3792x5790 pixels; 600 ppi metadata","Earlier targeted P38 repair pass plus independent LocalCodex v23 complete-page visual audit","Satz 4 conclusion; Satz 5; Satz 6; group notation; discriminant n^n; root-field n^h; references; received date; article boundary","0 new secure deltas; 3 prior major repair clusters reconfirmed","n/a","closed_current_head_full_page_source_checked","Retain current p404 transcription and distinct exponent roles.","GDZ p404 full page; P38_p404_satz5_satz6_native600_crop.png; v23 output pp366-367; ADJ-20260711-094","[Canonicalized 2026-07-18 from 1 record(s). Prior head value(s): Noether_LocalCodex_v23.] Article end is complete; no figure, table, or diagram occurs."
"P39","189","Noether_LocalCodex_20260718_P04p133_Eq28_SourceFix","2026-07-18","P39_source-000.png","Official ICM1932 full page; 3899x5698 pixels; staged 600 ppi","Earlier targeted P39 repair pass plus independent LocalCodex v24 complete-page visual audit","title; author; section 1; principle paragraph; section 2 opening; crossed-product wording and emphasis; page continuity","0 new secure deltas; 4 prior repairs reconfirmed","n/a","closed_current_head_full_page_source_checked","Retain current p189 transcription.","Official p189 full page; three prior native crops; v24 output p368; ADJ-20260711-099","[Canonicalized 2026-07-18 from 1 record(s). Prior head value(s): Noether_LocalCodex_v24.] No figure, table, or diagram occurs."
"P39","190","Noether_LocalCodex_20260718_P04p133_Eq28_SourceFix","2026-07-18","P39_source-001.png","Official ICM1932 full page; 3899x5698 pixels; staged 600 ppi","Independent LocalCodex v24 complete-page visual audit","section 2 continuation; note calls 1-6; complete footnote text; citations; emphasis; Operatorisomorphie transition","6 atomic source corrections","yes: CO-20260711-150 through CO-20260711-152","closed_source_backed_patch_compile_render_ok","Retain four corrected note-call positions, source footnote-3 citation, and Reziprozitatsgesetz emphasis.","Two labelled p190 crops; v24 output p368; ADJ-20260711-100","[Canonicalized 2026-07-18 from 1 record(s). Prior head value(s): Noether_LocalCodex_v24.] All other p190 prose and citations were checked."
"P39","191","Noether_LocalCodex_20260718_P04p133_Eq28_SourceFix","2026-07-18","P39_source-002.png","Official ICM1932 full page; 3896x5696 pixels; staged 600 ppi","Earlier targeted P39 repair pass plus independent LocalCodex v24 complete-page visual audit","section 2 conclusion; note calls 7-11; section 3; definition; formulas (1)-(5); splitting-field paragraph; continuation","5 new atomic corrections; 1 prior emphasis repair reconfirmed","yes: CO-20260711-153 through CO-20260711-155","closed_source_backed_patch_compile_render_ok","Retain note calls 8, 9, 11; source formula-(2) prose; and zerfallende emphasis.","Labelled p191 crop; prior formula crop; v24 output p369; ADJ-20260711-101 through ADJ-20260711-103","[Canonicalized 2026-07-18 from 1 record(s). Prior head value(s): Noether_LocalCodex_v24.] Formula (2) is now source-grammatical and note 11 has the correct scope."
"P39","192","Noether_LocalCodex_20260718_P04p133_Eq28_SourceFix","2026-07-18","P39_source-003.png","Official ICM1932 full page; 3902x5700 pixels; staged 600 ppi","Independent LocalCodex v24 complete-page visual audit","formula (5) continuation; class theorem; section 4; formulas (1')-(5'); cyclic norms; quotient; local norm theorem; first p-adic locus","4 atomic source corrections","yes: CO-20260711-156 through CO-20260711-159","closed_source_backed_patch_compile_render_ok","Retain two inline expressions, Normen emphasis, and fraktur p.","Labelled p192 crop; prior formula5/Normensatz crop; v24 output pp369-370; ADJ-20260711-104 through ADJ-20260711-106","[Canonicalized 2026-07-18 from 1 record(s). Prior head value(s): Noether_LocalCodex_v24.] The old display normalization and plain-p drift are removed."
"P39","193","Noether_LocalCodex_20260718_P04p133_Eq28_SourceFix","2026-07-18","P39_source-004.png","Official ICM1932 full page; 3896x5696 pixels; staged 600 ppi","Independent LocalCodex v24 complete-page visual audit","norm theorem continuation; p-adic symbols; notes 12-13; cyclicity consequence; section 5; factor systems; invariant and explicit Hauptgeschlecht formulations","5 atomic source corrections","yes: CO-20260711-159 through CO-20260711-161","closed_source_backed_patch_compile_render_ok","Retain two fraktur-p loci, corrected note calls 12-13, and Hauptgeschlechtssatz emphasis.","Labelled p193 crop; v24 output p370; ADJ-20260711-106; ADJ-20260711-107","[Canonicalized 2026-07-18 from 1 record(s). Prior head value(s): Noether_LocalCodex_v24.] All class-group symbols and formulas were reopened."
"P39","194","Noether_LocalCodex_20260718_P04p133_Eq28_SourceFix","2026-07-18","P39_source-005.png","Official ICM1932 full page; 3899x5698 pixels; staged 600 ppi","Independent LocalCodex v24 complete-page visual audit","explicit Hauptgeschlecht continuation; cyclic specialization; section 6; quadratic and cyclic cases; conductors; final paragraph; paper boundary","0 new secure deltas","n/a","closed_current_head_full_page_source_checked","Retain current p194 transcription.","Official p194 full page; v24 output p371; ADJ-20260711-108","[Canonicalized 2026-07-18 from 1 record(s). Prior head value(s): Noether_LocalCodex_v24.] P40 remains on cumulative p372; no figure, table, or diagram occurs."
"P40","514","Noether_LocalCodex_20260718_P04p133_Eq28_SourceFix","2026-07-18","Official GDZ article cutout and raw page witness, printed p514; June 24 sequential repair; R687 whole-paper visual pass; R802 current-head closure; v27 reconciliation","best-available official GDZ article witness; approximately 400 ppi page imagery; accepted under the user's best-available-source rule","LocalCodex June 24 sequential page repair; LocalCodex R687 whole-paper visual audit; WebB R802 current-head closure; LocalCodex v27 hash/survival/conflict reconciliation","article title, author line, opening framing, first definitions, source apparatus","Prior reconstruction restored the source title/author/opening and apparatus; later full-page passes found no additional delta.","yes: all accepted source-backed repairs survive in the current P40 span; no v27 TeX delta required","closed_current_head_complete_page_source_checked_best_available","No action unless a concrete new source contradiction is found.","P40_GDZ_official_exact_article_printed_pp514_541.pdf (PDF p1; printed p514); P40_prior_evidence/R687/P40_page_dispositions_R687.csv; P40_prior_evidence/R802/Noether_R802_survival_checks.csv; P40_p514_541_page_dispositions_v27.csv","[Canonicalized 2026-07-18 from 1 record(s). Prior head value(s): Noether_LocalCodex_v27.] No unresolved page-specific contradiction remains in the reconciled evidence chain."
"P40","515","Noether_LocalCodex_20260718_P04p133_Eq28_SourceFix","2026-07-18","Official GDZ article cutout and raw page witness, printed p515; June 24 sequential repair; R687 whole-paper visual pass; R802 current-head closure; v27 reconciliation","best-available official GDZ article witness; approximately 400 ppi page imagery; accepted under the user's best-available-source rule","LocalCodex June 24 sequential page repair; LocalCodex R687 whole-paper visual audit; WebB R802 current-head closure; LocalCodex v27 hash/survival/conflict reconciliation","introductory survey, source punctuation, footnotes 1-3","Opening and footnotes were restored; a misleading comma repair was later reversed to the source no-comma reading.","yes: all accepted source-backed repairs survive in the current P40 span; no v27 TeX delta required","closed_current_head_complete_page_source_checked_best_available","No action unless a concrete new source contradiction is found.","P40_GDZ_official_exact_article_printed_pp514_541.pdf (PDF p2; printed p515); P40_prior_evidence/R687/P40_page_dispositions_R687.csv; P40_prior_evidence/R802/Noether_R802_survival_checks.csv; P40_p514_541_page_dispositions_v27.csv","[Canonicalized 2026-07-18 from 1 record(s). Prior head value(s): Noether_LocalCodex_v27.] The earlier comma-after-'nichtkommutativ' row is superseded. The decisive full page reads 'nichtkommutativ behandelt, vermoege'."
"P40","516","Noether_LocalCodex_20260718_P04p133_Eq28_SourceFix","2026-07-18","Official GDZ article cutout and raw page witness, printed p516; June 24 sequential repair; R687 whole-paper visual pass; R802 current-head closure; v27 reconciliation","best-available official GDZ article witness; approximately 400 ppi page imagery; accepted under the user's best-available-source rule","LocalCodex June 24 sequential page repair; LocalCodex R687 whole-paper visual audit; WebB R802 current-head closure; LocalCodex v27 hash/survival/conflict reconciliation","introduction conclusion, footnotes 4-7, differentiability terminology","Opening apparatus and footnotes were restored; later source work restored the comma in the S. 17 citation.","yes: all accepted source-backed repairs survive in the current P40 span; no v27 TeX delta required","closed_current_head_complete_page_source_checked_best_available","No action unless a concrete new source contradiction is found.","P40_GDZ_official_exact_article_printed_pp514_541.pdf (PDF p3; printed p516); P40_prior_evidence/R687/P40_page_dispositions_R687.csv; P40_prior_evidence/R802/Noether_R802_survival_checks.csv; P40_p514_541_page_dispositions_v27.csv","[Canonicalized 2026-07-18 from 1 record(s). Prior head value(s): Noether_LocalCodex_v27.] No unresolved page-specific contradiction remains in the reconciled evidence chain."
"P40","517","Noether_LocalCodex_20260718_P04p133_Eq28_SourceFix","2026-07-18","Official GDZ article cutout and raw page witness, printed p517; June 24 sequential repair; R687 whole-paper visual pass; R802 current-head closure; v27 reconciliation","best-available official GDZ article witness; approximately 400 ppi page imagery; accepted under the user's best-available-source rule","LocalCodex June 24 sequential page repair; LocalCodex R687 whole-paper visual audit; WebB R802 current-head closure; LocalCodex v27 hash/survival/conflict reconciliation","section 1 heading, formulas (1), (1a), (2), (2*), anti-isomorphism proof","Heading and omitted proof were restored; later passes rebuilt the theta/operator and display layout.","yes: all accepted source-backed repairs survive in the current P40 span; no v27 TeX delta required","closed_current_head_complete_page_source_checked_best_available","No action unless a concrete new source contradiction is found.","P40_GDZ_official_exact_article_printed_pp514_541.pdf (PDF p4; printed p517); P40_prior_evidence/R687/P40_page_dispositions_R687.csv; P40_prior_evidence/R802/Noether_R802_survival_checks.csv; P40_p514_541_page_dispositions_v27.csv","[Canonicalized 2026-07-18 from 1 record(s). Prior head value(s): Noether_LocalCodex_v27.] No unresolved page-specific contradiction remains in the reconciled evidence chain."
"P40","518","Noether_LocalCodex_20260718_P04p133_Eq28_SourceFix","2026-07-18","Official GDZ article cutout and raw page witness, printed p518; June 24 sequential repair; R687 whole-paper visual pass; R802 current-head closure; v27 reconciliation","best-available official GDZ article witness; approximately 400 ppi page imagery; accepted under the user's best-available-source rule","LocalCodex June 24 sequential page repair; LocalCodex R687 whole-paper visual audit; WebB R802 current-head closure; LocalCodex v27 hash/survival/conflict reconciliation","operator-ring bridge, module formulas, Fitting footnote","The omitted operator-ring bridge was restored; later passes restored source formula tags/layout.","yes: all accepted source-backed repairs survive in the current P40 span; no v27 TeX delta required","closed_current_head_complete_page_source_checked_best_available","No action unless a concrete new source contradiction is found.","P40_GDZ_official_exact_article_printed_pp514_541.pdf (PDF p5; printed p518); P40_prior_evidence/R687/P40_page_dispositions_R687.csv; P40_prior_evidence/R802/Noether_R802_survival_checks.csv; P40_p514_541_page_dispositions_v27.csv","[Canonicalized 2026-07-18 from 1 record(s). Prior head value(s): Noether_LocalCodex_v27.] No unresolved page-specific contradiction remains in the reconciled evidence chain."
"P40","519","Noether_LocalCodex_20260718_P04p133_Eq28_SourceFix","2026-07-18","Official GDZ article cutout and raw page witness, printed p519; June 24 sequential repair; R687 whole-paper visual pass; R802 current-head closure; v27 reconciliation","best-available official GDZ article witness; approximately 400 ppi page imagery; accepted under the user's best-available-source rule","LocalCodex June 24 sequential page repair; LocalCodex R687 whole-paper visual audit; WebB R802 current-head closure; LocalCodex v27 hash/survival/conflict reconciliation","Produktring theorem, proof, ring-of-integers example and footnote","The compressed Produktring proof and source footnote were restored.","yes: all accepted source-backed repairs survive in the current P40 span; no v27 TeX delta required","closed_current_head_complete_page_source_checked_best_available","No action unless a concrete new source contradiction is found.","P40_GDZ_official_exact_article_printed_pp514_541.pdf (PDF p6; printed p519); P40_prior_evidence/R687/P40_page_dispositions_R687.csv; P40_prior_evidence/R802/Noether_R802_survival_checks.csv; P40_p514_541_page_dispositions_v27.csv","[Canonicalized 2026-07-18 from 1 record(s). Prior head value(s): Noether_LocalCodex_v27.] No unresolved page-specific contradiction remains in the reconciled evidence chain."
"P40","520","Noether_LocalCodex_20260718_P04p133_Eq28_SourceFix","2026-07-18","Official GDZ article cutout and raw page witness, printed p520; June 24 sequential repair; R687 whole-paper visual pass; R802 current-head closure; v27 reconciliation","best-available official GDZ article witness; approximately 400 ppi page imagery; accepted under the user's best-available-source rule","LocalCodex June 24 sequential page repair; LocalCodex R687 whole-paper visual audit; WebB R802 current-head closure; LocalCodex v27 hash/survival/conflict reconciliation","Produktring construction, automorphism-order calculation, section 2 opening","The product construction and section transition were restored; later passes corrected generic m, terminal punctuation, and a bare summation.","yes: all accepted source-backed repairs survive in the current P40 span; no v27 TeX delta required","closed_current_head_complete_page_source_checked_best_available","No action unless a concrete new source contradiction is found.","P40_GDZ_official_exact_article_printed_pp514_541.pdf (PDF p7; printed p520); P40_prior_evidence/R687/P40_page_dispositions_R687.csv; P40_prior_evidence/R802/Noether_R802_survival_checks.csv; P40_p514_541_page_dispositions_v27.csv","[Canonicalized 2026-07-18 from 1 record(s). Prior head value(s): Noether_LocalCodex_v27.] No unresolved page-specific contradiction remains in the reconciled evidence chain."
"P40","521","Noether_LocalCodex_20260718_P04p133_Eq28_SourceFix","2026-07-18","Official GDZ article cutout and raw page witness, printed p521; June 24 sequential repair; R687 whole-paper visual pass; R802 current-head closure; v27 reconciliation","best-available official GDZ article witness; approximately 400 ppi page imagery; accepted under the user's best-available-source rule","LocalCodex June 24 sequential page repair; LocalCodex R687 whole-paper visual audit; WebB R802 current-head closure; LocalCodex v27 hash/survival/conflict reconciliation","Darstellungsmodul definition and representation-theory theorem chain","The representation-theory block was rebuilt; later work restored source definition wording.","yes: all accepted source-backed repairs survive in the current P40 span; no v27 TeX delta required","closed_current_head_complete_page_source_checked_best_available","No action unless a concrete new source contradiction is found.","P40_GDZ_official_exact_article_printed_pp514_541.pdf (PDF p8; printed p521); P40_prior_evidence/R687/P40_page_dispositions_R687.csv; P40_prior_evidence/R802/Noether_R802_survival_checks.csv; P40_p514_541_page_dispositions_v27.csv","[Canonicalized 2026-07-18 from 1 record(s). Prior head value(s): Noether_LocalCodex_v27.] No unresolved page-specific contradiction remains in the reconciled evidence chain."
