entry_id,lemma,english_gloss,class,variant_count,variants_sample,provenance,status,source_use,permitted_use_weight,support_path_weight,review_risk_weight,automaton_path
fulfills,ispolnjati,fulfills; satisfies (condition),proof_predicate,3,ispolnja; ispolnjen; ispolnjenje,fable_pass14;chatgpt_v4_longtail_attach,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.1847,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[3] -> REVIEW[0.60]
assign,prirěditi,assign; associate to,proof_operation,10,prirad; priradženje; prirađ; prired; priręditi; prirěd; prirěditi; prirědžene; prirědžuje; prirěđuje,chatgpt_v4_longtail_attach;fable_pass14;fable_pass29_kwic,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.3213,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[10] -> REVIEW[0.60]
corollary-borrowed,korolar,corollary (borrowed form),proof_grammar,4,korolar; korolara; korolaru; korolarě,fable_pass15,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.2212,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[4] -> REVIEW[0.60]
inversion-treatment,obračenje,inversion; turning-around (of a problem),proof_operation,3,obracenj; obraćenj; obračenj,fable_pass15,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.1847,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[3] -> REVIEW[0.60]
fully,vpolně,fully; completely,discourse_adverb,2,vpolne; vpolně,fable_pass15;chatgpt_v4_longtail_attach,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.1377,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[2] -> REVIEW[0.60]
inner,vnutrny,inner; internal,math_general,10,unutar; vnitrn; vnitřn; vnutrn; vnutrny; vnutri; vnutrnyh; vnutrišnjih; vnutrne; vnutrnym,fable_pass15;chatgpt_v4_longtail_attach,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.3213,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[10] -> REVIEW[0.60]
valid,validny,valid,proof_predicate,4,validn; validny; validna; validnost,fable_pass15;chatgpt_v4_longtail_attach,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.2212,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[4] -> REVIEW[0.60]
chapter,poglavje,chapter,proof_reference,3,kapitol; poglavj; poglavju,fable_pass15;chatgpt_v4_longtail_attach,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.1847,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[3] -> REVIEW[0.60]
evidently-vidno,vidno,evidently; as is seen,proof_adverb,1,vidno,fable_pass15;chatgpt_v4_longtail_attach,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.0774,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[1] -> REVIEW[0.60]
precisely-prave,právě (variant),precisely; exactly (cs-flavored variant of točno),precision_marker,5,prave; právě; variacionnogo; variacionnoj; variaciju,fable_pass15;chatgpt_v4_longtail_attach,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.2497,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[5] -> REVIEW[0.60]
inclusion,vključenje,inclusion,math_general,5,vkljucenj; vključa; vključenj; vključene; vključenje,fable_pass16;chatgpt_v4_longtail_attach,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.2497,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[5] -> REVIEW[0.60]
originates,proizhoditi,originates; comes from,proof_predicate,6,proishod; proishodet; proizhod; proizhodet; proizhodi; proizhodit,chatgpt_v4_longtail_attach;fable_pass16;fable_v4_review,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.2719,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[6] -> REVIEW[0.60]
attains,dostigati,attains; reaches,proof_predicate,4,dostiga; dostign; dostignuti; dostignuto,fable_pass16;chatgpt_v4_longtail_attach,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.2212,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[4] -> REVIEW[0.60]
establish,ustanoviti,establish; ascertain,proof_operation,2,ustanov; ustanavlja,fable_pass16;chatgpt_v4_longtail_attach,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.1377,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[2] -> REVIEW[0.60]
expresses,vyražati,expresses,proof_predicate,8,izraza; izraža; vyraza; vyraža; vyražen; izražaje; vyražaje; izražajut,fable_pass16;chatgpt_v4_longtail_attach,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.3026,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[8] -> REVIEW[0.60]
impossible,nemožno,impossible; it is not possible,modal,3,nemoguće; nemozno; nemožno,fable_pass16;chatgpt_v4_longtail_attach,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.1847,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[3] -> REVIEW[0.60]
argument-noun,argument,argument (of a function / of a proof),math_general,4,argument; argumenta; argumentov; argumenty,fable_pass16;chatgpt_v4_longtail_attach,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.2212,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[4] -> REVIEW[0.60]
image-obraz,obraz,image (of a map),curriculum_algebra,4,obraz; obraza; obrazov; obrazy,fable_pass16,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.2212,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[4] -> REVIEW[0.60]
besides-mimo,mimo,besides; apart from,discourse_connective,1,mimo,fable_pass17;chatgpt_v4_longtail_attach,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.0774,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[1] -> REVIEW[0.60]
passes-to,prehoditi,passes to; transitions,proof_operation,4,prehod; prehodi; prěhod; prehodet,fable_pass17;chatgpt_v4_longtail_attach,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.2212,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[4] -> REVIEW[0.60]
sought,iskany,sought; desired (quantity),proof_grammar,6,iskan; iskoma; iskane; iskano; iskany; iskanomu,fable_pass17;chatgpt_v4_longtail_attach,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.2719,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[6] -> REVIEW[0.60]
starting-point,izhodišče,starting point; initial (data),proof_reference,14,ishodn; izhodisc; izhodišč; izhodi; izhoditi; izhodna; izhodnyh; izhodny; izhodeči; izhode; izhodimo; izhodnu,fable_pass17;chatgpt_v4_longtail_attach,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.3394,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[14] -> REVIEW[0.60]
investigation,izslědovanje,investigation,discourse_noun,8,izsledovan; izslěd; izslědovan; izslědovanje; izslědovanj; izslědujemo; izslědovanjah; izslědovati,fable_pass17;chatgpt_v4_longtail_attach,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.3026,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[8] -> REVIEW[0.60]
bilinear,bilinearny,bilinear,math_general,1,bilinearn,fable_pass18,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.0774,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[1] -> REVIEW[0.60]
accepted-adopted,prijeti,accepted; adopted (convention),proof_reference,5,prijem; prijet; prijeti; prijeto; prijimaje,chatgpt_v4_longtail_attach;fable_pass18;fable_pass28_kwic,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.2497,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[5] -> REVIEW[0.60]
arrives-prihoditi,prihoditi,arrives (at); comes to,proof_sequence,4,prihod; prihodi; prihodimo; prihodet,fable_pass18;chatgpt_v4_longtail_attach,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.2212,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[4] -> REVIEW[0.60]
letter-symbol,bukva,letter (symbol),proof_grammar,4,bukva; bukvami; bukvoju; bukvy,fable_pass18;chatgpt_v4_longtail_attach,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.2212,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[4] -> REVIEW[0.60]
pass-over,prějdti,pass over (to); proceed to,proof_sequence,6,prejd; prejti; prějd; prějti; prějdti; prějdemo,fable_pass18;chatgpt_v4_longtail_attach,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.2719,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[6] -> REVIEW[0.60]
ascribes,pripisovati,ascribes; attributes,proof_predicate,2,pripisa; pripisuje,fable_pass18,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.1377,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[2] -> REVIEW[0.60]
connected,povezany,connected; linked,math_general,3,povezan; svezan; povezane,fable_pass18;chatgpt_v4_longtail_attach,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.1847,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[3] -> REVIEW[0.60]
work-paper,dělo,work; paper (corpus header term: Dělo 44),proof_reference,5,dělo; děla; dělu; delo; dela,fable_pass19;chatgpt_v4_longtail_attach,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.2497,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[5] -> REVIEW[0.60]
weight-of-form,vaga,weight (of a form — classical invariant theory),noether_corpus,5,vag; vaga; vagi; vagoju; věsy,fable_pass19;fable_pass29_kwic,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.2497,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[5] -> REVIEW[0.60]
whereas,dočim,whereas; while,proof_connective,2,dočim; docim,fable_pass19,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.1377,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[2] -> REVIEW[0.60]
uses-upotrebiti,upotrěbiti,uses; employs (doublet of koristiti),proof_operation,15,upotrěb; upotreb; upotrěblja; upotrěbjenje; upotrěbja; upotrěboju; upotrěbiti; upotrěbjaje; upotrěbjen; upotrěbjene; upotrěbil; upotrěbjenjem,fable_pass19;chatgpt_v4_longtail_attach,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.3418,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[15] -> REVIEW[0.60]
indeed,vpravdě,indeed; in truth,discourse_adverb,5,vpravdě; vpravde; zaista; vpravdu; zaisto,fable_pass19;chatgpt_v4_longtail_attach,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.2497,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[5] -> REVIEW[0.60]
truth,istina,truth,discourse_noun,4,istina; istině; istine; istinno,fable_pass19;chatgpt_v4_longtail_attach,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.2212,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[4] -> REVIEW[0.60]
infinitesimal,infinitesimalny,infinitesimal,math_general,1,infinitesimal,fable_pass19,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.0774,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[1] -> REVIEW[0.60]
family,familija,family (of objects),math_general,4,familij; familije; familiju; familijeju,fable_pass19;chatgpt_v4_longtail_attach,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.2212,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[4] -> REVIEW[0.60]
recently,nedavno,recently,discourse_adverb,1,nedavno,fable_pass19,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.0774,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[1] -> REVIEW[0.60]
real,realny,real (numbers),math_general,6,realn; realnyh; realne; realnym; realnoj; realnymi,fable_pass19;chatgpt_v4_longtail_attach,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.2719,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[6] -> REVIEW[0.60]
simplification,uproščenje,simplification,proof_operation,3,uprošč; uprosc; uproščajut,fable_pass20;chatgpt_v4_longtail_attach,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.1847,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[3] -> REVIEW[0.60]
varying,měnjati,varying; changing,proof_predicate,3,měnja; menja; měnjajuč,fable_pass20;chatgpt_v4_longtail_attach,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.1847,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[3] -> REVIEW[0.60]
directly,prěmo,directly; straightforwardly,proof_adverb,3,prěmo; premo; direktno,fable_pass20,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.1847,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[3] -> REVIEW[0.60]
write-down,zapisati,write down; record,proof_operation,2,zapis; zapiš,fable_pass20,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.1377,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[2] -> REVIEW[0.60]
exposition,izloženje,exposition; presentation,proof_reference,5,izložen; izlozen; izložena; izloženje; izloženo,fable_pass20;chatgpt_v4_longtail_attach,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.2497,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[5] -> REVIEW[0.60]
cited-stated,navesti,cite; state; adduce,proof_reference,6,naveden; navod; navedeno; navedenu; navedene; navedena,fable_pass20;chatgpt_v4_longtail_attach,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.2719,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[6] -> REVIEW[0.60]
everywhere,vsude,everywhere,proof_adverb,4,povsud; vsude; vsudy; vsudě,chatgpt_v4_longtail_attach;fable_pass21;fable_pass29_kwic,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.2212,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[4] -> REVIEW[0.60]
we-take,brati,take (we take …),proof_operation,5,bere; beremo; berut; beruči; brati,chatgpt_v4_longtail_attach;fable_pass21;fable_pass27_kwic;fable_pass29_kwic,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.2497,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[5] -> REVIEW[0.60]
take-vzeti,vzęti,take (perfective),proof_operation,8,uzimanjem; vozmemo; vzame; vzeti; vzeto; vzęti; vzęto; vzęv,fable_pass21;fable_pass28_kwic;fable_pass29b;fable_v4_review,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.3026,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[8] -> REVIEW[0.60]
separate-off,odděliti,separate off; split away,proof_operation,2,odděl; oddel,fable_pass21,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.1377,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[2] -> REVIEW[0.60]
developed,razviti,develop; expand,proof_operation,13,razvij; razvit; razvoj; razvijanja; razvil; razvila; razvijanje; razvoju; razvita; razvijena; razvitij; razvijamo,fable_pass21;chatgpt_v4_longtail_attach,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.3364,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[13] -> REVIEW[0.60]
distributive,distributivny,distributive,curriculum_algebra,1,distributiv,fable_pass21,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.0774,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[1] -> REVIEW[0.60]
evidently-javno,javno,evidently; manifestly,proof_adverb,1,javno,fable_pass22;chatgpt_v4_longtail_attach,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.0774,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[1] -> REVIEW[0.60]
pair,par,pair,math_general,4,pary; paru; parov; parami,fable_pass22;chatgpt_v4_longtail_attach,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.2212,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[4] -> REVIEW[0.60]
role,rola,role,discourse_noun,3,rolu; role; roli,fable_pass22;chatgpt_v4_longtail_attach,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.1847,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[3] -> REVIEW[0.60]
importance,važnost,importance; significance,discourse_noun,4,važnost; vaznost; važno; važnosti,fable_pass22;chatgpt_v4_longtail_attach,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.2212,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[4] -> REVIEW[0.60]
generality,obščnost,generality,proof_grammar,10,obscejs; obscnost; obćnosti; obščej; obščejš; obščejše; obščejših; obščem; obščnost; obščnosti,chatgpt_v4_longtail_attach;fable_pass22;fable_pass29_kwic,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.3213,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[10] -> REVIEW[0.60]
denominator,znamenatelj,denominator,math_general,3,znamenatelj; imenovatelj; jmenovatel,fable_pass22,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.1847,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[3] -> REVIEW[0.60]
exhausts,iscrpati,exhausts (all cases),proof_predicate,9,iscrpa; izčerpa; izcerpa; izčerpavajut; izčerpava; izčerpane; izčerpajut; izčerpaju; izčerpana,fable_pass22;chatgpt_v4_longtail_attach,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.3131,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[9] -> REVIEW[0.60]
attached-linked,privęzati,attached; associated (to),proof_predicate,4,privęzan; privezan; privęza; privesti,fable_pass22;chatgpt_v4_longtail_attach,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.2212,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[4] -> REVIEW[0.60]
explicitly,izrično,explicitly; expressly,proof_adverb,3,izrično; izricno; eksplicitno,fable_pass23;chatgpt_v4_longtail_attach,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.1847,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[3] -> REVIEW[0.60]
in-detail,podrobno,in detail,proof_adverb,4,podrobno; podrobn; podrobnostjah; podrobněje,fable_pass23;chatgpt_v4_longtail_attach,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.2212,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[4] -> REVIEW[0.60]
literally,doslovno,literally; word-for-word,proof_adverb,1,doslovno,fable_pass23;chatgpt_v4_longtail_attach,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.0774,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[1] -> REVIEW[0.60]
happens,dějati se,happens; takes place,proof_predicate,3,děje; deje; děja,fable_pass23;chatgpt_v4_longtail_attach,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.1847,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[3] -> REVIEW[0.60]
beginning,početek,beginning; start,proof_reference,4,početk; pocetk; počat; pocat,fable_pass23,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.2212,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[4] -> REVIEW[0.60]
pseudo-matrix,psevdomatričny,pseudo-matrix (adj.),noether_corpus,2,psevdomatri; psevdomatričnyh,fable_pass23;chatgpt_v4_longtail_attach,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.1377,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[2] -> REVIEW[0.60]
arrives-dohoditi,dohoditi,arrives at; reaches (a result),proof_sequence,3,dohodi; dohodimo; dohodit,fable_pass23;chatgpt_v4_longtail_attach,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.1847,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[3] -> REVIEW[0.60]
additive,aditivny,additive,math_general,3,aditivna; aditivne; aditivny,chatgpt_v4_longtail;fable_v4_review,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.1847,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[3] -> REVIEW[0.60]
aggregate,agregat,aggregate (Noether register: system/aggregate),noether_corpus,2,agregat; agregaty,chatgpt_v4_longtail;fable_v4_review,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.1377,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[2] -> REVIEW[0.60]
alternative,alternativa,alternative,discourse_noun,1,alternativa,chatgpt_v4_longtail;fable_v4_review,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.0774,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[1] -> REVIEW[0.60]
annulled,anulovany,annulled; cancelled,math_general,2,anulirajut; anulovany,chatgpt_v4_longtail;fable_pass29_kwic;fable_v4_review,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.1377,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[2] -> REVIEW[0.60]
unconditionally,bezuslovno,unconditionally,discourse_adverb,1,bezuslovno,chatgpt_v4_longtail;fable_v4_review,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.0774,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[1] -> REVIEW[0.60]
block-adj,blokovy,block (matrix-block adj.),math_general,1,blokovu,chatgpt_v4_longtail;fable_v4_review,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.0774,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[1] -> REVIEW[0.60]
more-bolj,bolj,more (sl.),comparison_marker,1,bolj,chatgpt_v4_longtail;fable_v4_review,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.0774,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[1] -> REVIEW[0.60]
dissertation,disertacija,dissertation,bibliographic,2,disertacije; disertaciji,chatgpt_v4_longtail;fable_v4_review,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.1377,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[2] -> REVIEW[0.60]
discontinuous,diskontinuirny,discontinuous,math_general,1,diskontinuirne,chatgpt_v4_longtail;fable_v4_review,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.0774,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[1] -> REVIEW[0.60]
divergence,divergencija,divergence,math_general,4,divergencija; divergencijami; divergenciji; divergencijnyh,chatgpt_v4_longtail;fable_v4_review,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.2212,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[4] -> REVIEW[0.60]
divisor,divizor,divisor,curriculum_algebra,1,divizorov,chatgpt_v4_longtail;fable_v4_review,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.0774,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[1] -> REVIEW[0.60]
division-op,děljenje,division (operation),curriculum_algebra,1,děljenje,chatgpt_v4_longtail;fable_v4_review,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.0774,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[1] -> REVIEW[0.60]
extremals,ekstremala,extremal(s),math_general,1,ekstremaly,chatgpt_v4_longtail;fable_v4_review,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.0774,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[1] -> REVIEW[0.60]
extremely,ekstremno,extremely,discourse_adverb,1,ekstremno,chatgpt_v4_longtail;fable_v4_review,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.0774,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[1] -> REVIEW[0.60]
eliminated,eliminovany,eliminated,proof_operation,1,eliminovane,chatgpt_v4_longtail;fable_v4_review,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.0774,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[1] -> REVIEW[0.60]
energy-adj,energijsky,energy (adj.),math_general,2,energijskih; energijskim,chatgpt_v4_longtail;fable_v4_review,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.1377,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[2] -> REVIEW[0.60]
a-fortiori,fortiori,a fortiori (Latin proof connective),proof_connective,1,fortiori,chatgpt_v4_longtail;fable_v4_review,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.0774,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[1] -> REVIEW[0.60]
generates-generovati,generovati,generates (internationalism doublet of porođati),construction_predicate,1,generuje,chatgpt_v4_longtail;fable_v4_review,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.0774,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[1] -> REVIEW[0.60]
geometric,geometričny,geometric(ally),math_general,2,geometrična; geometrično,chatgpt_v4_longtail;fable_v4_review,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.1377,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[2] -> REVIEW[0.60]
limit-boundary,granica,boundary; limit,math_general,2,granici; granicu,chatgpt_v4_longtail;fable_v4_review,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.1377,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[2] -> REVIEW[0.60]
characterize,harakterizovati,characterizes / is characterized,proof_predicate,5,harakterizovana; harakterizovane; harakterizovati; harakterizuje; harakterno,chatgpt_v4_longtail;fable_v4_review,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.2497,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[5] -> REVIEW[0.60]
