term_id,from_state,to_state,transition_type,semiring,weight,evidence
ISV-potenzsumme--stepenna_suma,q3_ISV_FORM,q4_ADVERSE,adverse_or_competitor,risk_maxplus,1.0,support_plus_competitor / support_plus_competitor; flag=F10-1; trap=False
ISV-potenzsumme--stepenna_suma,q3_ISV_FORM,q4_GAP,missing_evidence,gap_sum,0.35,C_concept_linked_shelf_plausible
ISV-potenzsumme--stepenna_suma,q4_SUPPORT,q5_DECISION,acceptance_candidate,support_product,0.06099,P1_REVIEW_ADVERSE_OR_COMPETITOR
ISV-primfunktion--prosta_funkcija,q0_START,q1_SOURCE,source_authority,support_product,0.9,canonical source term present
ISV-primfunktion--prosta_funkcija,q1_SOURCE,q2_CONCEPT,concept_link,support_product,0.45,funkci
ISV-primfunktion--prosta_funkcija,q2_CONCEPT,q3_ISV_FORM,candidate_form,support_product,0.65,source_fidelity
ISV-primfunktion--prosta_funkcija,q3_ISV_FORM,q4_E_SUPPORT,support_branch,support_sum,0.68109,E witness mass=2.0
ISV-primfunktion--prosta_funkcija,q3_ISV_FORM,q4_W_SUPPORT,support_branch,support_sum,0.0,W witness mass=0.0
ISV-primfunktion--prosta_funkcija,q3_ISV_FORM,q4_S_SUPPORT,support_branch,support_sum,0.0,S witness mass=0.0
ISV-primfunktion--prosta_funkcija,q3_ISV_FORM,q4_I_SUPPORT,support_branch,support_sum,0.0,I witness mass=0.0
ISV-primfunktion--prosta_funkcija,q3_ISV_FORM,q4_X_SUPPORT,support_branch,support_sum,0.0,X witness mass=0.0
ISV-primfunktion--prosta_funkcija,q3_ISV_FORM,q4_ADVERSE,adverse_or_competitor,risk_maxplus,0.0,no_ws_data / no_ws_data; flag=F10-1; trap=False
ISV-primfunktion--prosta_funkcija,q3_ISV_FORM,q4_GAP,missing_evidence,gap_sum,0.5,B_intl_stem_probeable
ISV-primfunktion--prosta_funkcija,q4_SUPPORT,q5_DECISION,acceptance_candidate,support_product,0.13274,MISSING_WITNESS_BACKFILL
ISV-primfunktion_primfaktoren--ireducibilna_funkcij,q0_START,q1_SOURCE,source_authority,support_product,0.45,source term missing/implicit
ISV-primfunktion_primfaktoren--ireducibilna_funkcij,q1_SOURCE,q2_CONCEPT,concept_link,support_product,0.2,unlinked
ISV-primfunktion_primfaktoren--ireducibilna_funkcij,q2_CONCEPT,q3_ISV_FORM,candidate_form,support_product,0.85,international;east_slavic_continuity
ISV-primfunktion_primfaktoren--ireducibilna_funkcij,q3_ISV_FORM,q4_E_SUPPORT,support_branch,support_sum,0.68109,E witness mass=2.0
ISV-primfunktion_primfaktoren--ireducibilna_funkcij,q3_ISV_FORM,q4_W_SUPPORT,support_branch,support_sum,0.0,W witness mass=0.0
ISV-primfunktion_primfaktoren--ireducibilna_funkcij,q3_ISV_FORM,q4_S_SUPPORT,support_branch,support_sum,0.0,S witness mass=0.0
ISV-primfunktion_primfaktoren--ireducibilna_funkcij,q3_ISV_FORM,q4_I_SUPPORT,support_branch,support_sum,0.0,I witness mass=0.0
ISV-primfunktion_primfaktoren--ireducibilna_funkcij,q3_ISV_FORM,q4_X_SUPPORT,support_branch,support_sum,0.43528,X witness mass=1.0
ISV-primfunktion_primfaktoren--ireducibilna_funkcij,q3_ISV_FORM,q4_ADVERSE,adverse_or_competitor,risk_maxplus,0.0,no_ws_data / no_ws_data; flag=F10-0; trap=False
ISV-primfunktion_primfaktoren--ireducibilna_funkcij,q3_ISV_FORM,q4_GAP,missing_evidence,gap_sum,0.65,no route
ISV-primfunktion_primfaktoren--ireducibilna_funkcij,q4_SUPPORT,q5_DECISION,acceptance_candidate,support_product,0.05344,REVIEW_OR_CONTEXT_CHECK
ISV-primfunktion_primärfunktion--prosta_funkcija_prim,q0_START,q1_SOURCE,source_authority,support_product,0.9,canonical source term present
ISV-primfunktion_primärfunktion--prosta_funkcija_prim,q1_SOURCE,q2_CONCEPT,concept_link,support_product,0.2,unlinked
ISV-primfunktion_primärfunktion--prosta_funkcija_prim,q2_CONCEPT,q3_ISV_FORM,candidate_form,support_product,0.7,pan_slavic_native;international;coinage;source_fidelity
ISV-primfunktion_primärfunktion--prosta_funkcija_prim,q3_ISV_FORM,q4_E_SUPPORT,support_branch,support_sum,0.68109,E witness mass=2.0
ISV-primfunktion_primärfunktion--prosta_funkcija_prim,q3_ISV_FORM,q4_W_SUPPORT,support_branch,support_sum,0.0,W witness mass=0.0
ISV-primfunktion_primärfunktion--prosta_funkcija_prim,q3_ISV_FORM,q4_S_SUPPORT,support_branch,support_sum,0.0,S witness mass=0.0
ISV-primfunktion_primärfunktion--prosta_funkcija_prim,q3_ISV_FORM,q4_I_SUPPORT,support_branch,support_sum,0.0,I witness mass=0.0
ISV-primfunktion_primärfunktion--prosta_funkcija_prim,q3_ISV_FORM,q4_X_SUPPORT,support_branch,support_sum,0.43528,X witness mass=1.0
ISV-primfunktion_primärfunktion--prosta_funkcija_prim,q3_ISV_FORM,q4_ADVERSE,adverse_or_competitor,risk_maxplus,0.0,no_ws_data / no_ws_data; flag=F10-4; trap=False
ISV-primfunktion_primärfunktion--prosta_funkcija_prim,q3_ISV_FORM,q4_GAP,missing_evidence,gap_sum,0.8,no route
ISV-primfunktion_primärfunktion--prosta_funkcija_prim,q4_SUPPORT,q5_DECISION,acceptance_candidate,support_product,0.06151,AUTHORITY_OR_SPECIALIST_NEEDED
ISV-primideal--prost_ideal,q0_START,q1_SOURCE,source_authority,support_product,0.9,canonical source term present
ISV-primideal--prost_ideal,q1_SOURCE,q2_CONCEPT,concept_link,support_product,0.85,ideal
ISV-primideal--prost_ideal,q2_CONCEPT,q3_ISV_FORM,candidate_form,support_product,0.6,disambiguation
ISV-primideal--prost_ideal,q3_ISV_FORM,q4_E_SUPPORT,support_branch,support_sum,0.68109,E witness mass=2.0
ISV-primideal--prost_ideal,q3_ISV_FORM,q4_W_SUPPORT,support_branch,support_sum,0.43528,W witness mass=1.0
ISV-primideal--prost_ideal,q3_ISV_FORM,q4_S_SUPPORT,support_branch,support_sum,0.43528,S witness mass=1.0
ISV-primideal--prost_ideal,q3_ISV_FORM,q4_I_SUPPORT,support_branch,support_sum,0.0,I witness mass=0.0
ISV-primideal--prost_ideal,q3_ISV_FORM,q4_X_SUPPORT,support_branch,support_sum,0.0,X witness mass=0.0
ISV-primideal--prost_ideal,q3_ISV_FORM,q4_W_CANDIDATE_SUPPORT,candidate_support_branch,support_sum,0.31025,routeA_policy
ISV-primideal--prost_ideal,q3_ISV_FORM,q4_S_CANDIDATE_SUPPORT,candidate_support_branch,support_sum,0.31025,routeA_policy
ISV-primideal--prost_ideal,q3_ISV_FORM,q4_ADVERSE,adverse_or_competitor,risk_maxplus,0.0,support_only / support_only; flag=F10-1; trap=False
ISV-primideal--prost_ideal,q3_ISV_FORM,q4_GAP,missing_evidence,gap_sum,0.35,A_probe_covered_concept
ISV-primideal--prost_ideal,q4_SUPPORT,q5_DECISION,acceptance_candidate,support_product,0.45243,WRITEBACK_CANDIDATE_AFTER_ROW_CHECK
ISV-primideal--prosty_ideal,q0_START,q1_SOURCE,source_authority,support_product,0.45,source term missing/implicit
ISV-primideal--prosty_ideal,q1_SOURCE,q2_CONCEPT,concept_link,support_product,0.65,ideal
ISV-primideal--prosty_ideal,q2_CONCEPT,q3_ISV_FORM,candidate_form,support_product,0.52,unstated
ISV-primideal--prosty_ideal,q3_ISV_FORM,q4_E_SUPPORT,support_branch,support_sum,0.68109,E witness mass=2.0
ISV-primideal--prosty_ideal,q3_ISV_FORM,q4_W_SUPPORT,support_branch,support_sum,0.43528,W witness mass=1.0
ISV-primideal--prosty_ideal,q3_ISV_FORM,q4_S_SUPPORT,support_branch,support_sum,0.43528,S witness mass=1.0
ISV-primideal--prosty_ideal,q3_ISV_FORM,q4_I_SUPPORT,support_branch,support_sum,0.0,I witness mass=0.0
ISV-primideal--prosty_ideal,q3_ISV_FORM,q4_X_SUPPORT,support_branch,support_sum,0.0,X witness mass=0.0
ISV-primideal--prosty_ideal,q3_ISV_FORM,q4_W_CANDIDATE_SUPPORT,candidate_support_branch,support_sum,0.31025,routeA_policy
ISV-primideal--prosty_ideal,q3_ISV_FORM,q4_S_CANDIDATE_SUPPORT,candidate_support_branch,support_sum,0.31025,routeA_policy
ISV-primideal--prosty_ideal,q3_ISV_FORM,q4_ADVERSE,adverse_or_competitor,risk_maxplus,0.0,support_only / support_only; flag=F10-1; trap=False
ISV-primideal--prosty_ideal,q3_ISV_FORM,q4_GAP,missing_evidence,gap_sum,0.35,A_probe_covered_concept
ISV-primideal--prosty_ideal,q4_SUPPORT,q5_DECISION,acceptance_candidate,support_product,0.2336,WRITEBACK_CANDIDATE_AFTER_ROW_CHECK
ISV-primideal_eigentliches_primärideal--prost_ideal_vlastny_,q0_START,q1_SOURCE,source_authority,support_product,0.9,canonical source term present
ISV-primideal_eigentliches_primärideal--prost_ideal_vlastny_,q1_SOURCE,q2_CONCEPT,concept_link,support_product,0.85,ideal
ISV-primideal_eigentliches_primärideal--prost_ideal_vlastny_,q2_CONCEPT,q3_ISV_FORM,candidate_form,support_product,0.52,unstated
ISV-primideal_eigentliches_primärideal--prost_ideal_vlastny_,q3_ISV_FORM,q4_E_SUPPORT,support_branch,support_sum,0.81991,E witness mass=3.0
ISV-primideal_eigentliches_primärideal--prost_ideal_vlastny_,q3_ISV_FORM,q4_W_SUPPORT,support_branch,support_sum,0.43528,W witness mass=1.0
ISV-primideal_eigentliches_primärideal--prost_ideal_vlastny_,q3_ISV_FORM,q4_S_SUPPORT,support_branch,support_sum,0.43528,S witness mass=1.0
ISV-primideal_eigentliches_primärideal--prost_ideal_vlastny_,q3_ISV_FORM,q4_I_SUPPORT,support_branch,support_sum,0.0,I witness mass=0.0
ISV-primideal_eigentliches_primärideal--prost_ideal_vlastny_,q3_ISV_FORM,q4_X_SUPPORT,support_branch,support_sum,0.0,X witness mass=0.0
ISV-primideal_eigentliches_primärideal--prost_ideal_vlastny_,q3_ISV_FORM,q4_W_CANDIDATE_SUPPORT,candidate_support_branch,support_sum,0.31025,routeA_policy
ISV-primideal_eigentliches_primärideal--prost_ideal_vlastny_,q3_ISV_FORM,q4_S_CANDIDATE_SUPPORT,candidate_support_branch,support_sum,0.31025,routeA_policy
ISV-primideal_eigentliches_primärideal--prost_ideal_vlastny_,q3_ISV_FORM,q4_ADVERSE,adverse_or_competitor,risk_maxplus,0.0,support_only / support_only; flag=F10-1; trap=False
ISV-primideal_eigentliches_primärideal--prost_ideal_vlastny_,q3_ISV_FORM,q4_GAP,missing_evidence,gap_sum,0.35,A_probe_covered_concept
ISV-primideal_eigentliches_primärideal--prost_ideal_vlastny_,q4_SUPPORT,q5_DECISION,acceptance_candidate,support_product,0.43086,WRITEBACK_CANDIDATE_AFTER_ROW_CHECK
ISV-primideal_primaerideal_primaerkomponente--prosty_ideal_primarn,q0_START,q1_SOURCE,source_authority,support_product,0.45,source term missing/implicit
ISV-primideal_primaerideal_primaerkomponente--prosty_ideal_primarn,q1_SOURCE,q2_CONCEPT,concept_link,support_product,0.65,ideal
ISV-primideal_primaerideal_primaerkomponente--prosty_ideal_primarn,q2_CONCEPT,q3_ISV_FORM,candidate_form,support_product,0.65,source_fidelity
ISV-primideal_primaerideal_primaerkomponente--prosty_ideal_primarn,q3_ISV_FORM,q4_E_SUPPORT,support_branch,support_sum,0.68109,E witness mass=2.0
ISV-primideal_primaerideal_primaerkomponente--prosty_ideal_primarn,q3_ISV_FORM,q4_W_SUPPORT,support_branch,support_sum,0.43528,W witness mass=1.0
ISV-primideal_primaerideal_primaerkomponente--prosty_ideal_primarn,q3_ISV_FORM,q4_S_SUPPORT,support_branch,support_sum,0.43528,S witness mass=1.0
ISV-primideal_primaerideal_primaerkomponente--prosty_ideal_primarn,q3_ISV_FORM,q4_I_SUPPORT,support_branch,support_sum,0.0,I witness mass=0.0
ISV-primideal_primaerideal_primaerkomponente--prosty_ideal_primarn,q3_ISV_FORM,q4_X_SUPPORT,support_branch,support_sum,0.0,X witness mass=0.0
ISV-primideal_primaerideal_primaerkomponente--prosty_ideal_primarn,q3_ISV_FORM,q4_W_CANDIDATE_SUPPORT,candidate_support_branch,support_sum,0.31025,routeA_policy
ISV-primideal_primaerideal_primaerkomponente--prosty_ideal_primarn,q3_ISV_FORM,q4_S_CANDIDATE_SUPPORT,candidate_support_branch,support_sum,0.31025,routeA_policy
ISV-primideal_primaerideal_primaerkomponente--prosty_ideal_primarn,q3_ISV_FORM,q4_ADVERSE,adverse_or_competitor,risk_maxplus,0.0,support_only / support_only; flag=F10-1; trap=False
ISV-primideal_primaerideal_primaerkomponente--prosty_ideal_primarn,q3_ISV_FORM,q4_GAP,missing_evidence,gap_sum,0.35,A_probe_covered_concept
ISV-primideal_primaerideal_primaerkomponente--prosty_ideal_primarn,q4_SUPPORT,q5_DECISION,acceptance_candidate,support_product,0.27262,WRITEBACK_CANDIDATE_AFTER_ROW_CHECK
ISV-primideal_primideale--prosty_ideal_proste_,q0_START,q1_SOURCE,source_authority,support_product,0.45,source term missing/implicit
ISV-primideal_primideale--prosty_ideal_proste_,q1_SOURCE,q2_CONCEPT,concept_link,support_product,0.65,ideal
ISV-primideal_primideale--prosty_ideal_proste_,q2_CONCEPT,q3_ISV_FORM,candidate_form,support_product,0.65,source_fidelity
ISV-primideal_primideale--prosty_ideal_proste_,q3_ISV_FORM,q4_E_SUPPORT,support_branch,support_sum,0.68109,E witness mass=2.0
ISV-primideal_primideale--prosty_ideal_proste_,q3_ISV_FORM,q4_W_SUPPORT,support_branch,support_sum,0.43528,W witness mass=1.0
ISV-primideal_primideale--prosty_ideal_proste_,q3_ISV_FORM,q4_S_SUPPORT,support_branch,support_sum,0.43528,S witness mass=1.0
ISV-primideal_primideale--prosty_ideal_proste_,q3_ISV_FORM,q4_I_SUPPORT,support_branch,support_sum,0.0,I witness mass=0.0
ISV-primideal_primideale--prosty_ideal_proste_,q3_ISV_FORM,q4_X_SUPPORT,support_branch,support_sum,0.0,X witness mass=0.0
ISV-primideal_primideale--prosty_ideal_proste_,q3_ISV_FORM,q4_W_CANDIDATE_SUPPORT,candidate_support_branch,support_sum,0.31025,routeA_policy
ISV-primideal_primideale--prosty_ideal_proste_,q3_ISV_FORM,q4_S_CANDIDATE_SUPPORT,candidate_support_branch,support_sum,0.31025,routeA_policy
ISV-primideal_primideale--prosty_ideal_proste_,q3_ISV_FORM,q4_ADVERSE,adverse_or_competitor,risk_maxplus,0.0,support_only / support_only; flag=F10-1; trap=False
ISV-primideal_primideale--prosty_ideal_proste_,q3_ISV_FORM,q4_GAP,missing_evidence,gap_sum,0.35,A_probe_covered_concept
ISV-primideal_primideale--prosty_ideal_proste_,q4_SUPPORT,q5_DECISION,acceptance_candidate,support_product,0.27262,WRITEBACK_CANDIDATE_AFTER_ROW_CHECK
ISV-primideal_primärideal_zugehöriges_primid--prost_ideal_primarny,q0_START,q1_SOURCE,source_authority,support_product,0.9,canonical source term present
ISV-primideal_primärideal_zugehöriges_primid--prost_ideal_primarny,q1_SOURCE,q2_CONCEPT,concept_link,support_product,0.85,ideal
ISV-primideal_primärideal_zugehöriges_primid--prost_ideal_primarny,q2_CONCEPT,q3_ISV_FORM,candidate_form,support_product,0.85,international
ISV-primideal_primärideal_zugehöriges_primid--prost_ideal_primarny,q3_ISV_FORM,q4_E_SUPPORT,support_branch,support_sum,0.81991,E witness mass=3.0
ISV-primideal_primärideal_zugehöriges_primid--prost_ideal_primarny,q3_ISV_FORM,q4_W_SUPPORT,support_branch,support_sum,0.43528,W witness mass=1.0
ISV-primideal_primärideal_zugehöriges_primid--prost_ideal_primarny,q3_ISV_FORM,q4_S_SUPPORT,support_branch,support_sum,0.43528,S witness mass=1.0
ISV-primideal_primärideal_zugehöriges_primid--prost_ideal_primarny,q3_ISV_FORM,q4_I_SUPPORT,support_branch,support_sum,0.0,I witness mass=0.0
ISV-primideal_primärideal_zugehöriges_primid--prost_ideal_primarny,q3_ISV_FORM,q4_X_SUPPORT,support_branch,support_sum,0.43528,X witness mass=1.0
ISV-primideal_primärideal_zugehöriges_primid--prost_ideal_primarny,q3_ISV_FORM,q4_ADVERSE,adverse_or_competitor,risk_maxplus,0.0,support_only / support_only; flag=F10-0; trap=False
ISV-primideal_primärideal_zugehöriges_primid--prost_ideal_primarny,q3_ISV_FORM,q4_GAP,missing_evidence,gap_sum,0.0,no route
ISV-primideal_primärideal_zugehöriges_primid--prost_ideal_primarny,q4_SUPPORT,q5_DECISION,acceptance_candidate,support_product,0.8887,ACCEPTABLE_LOW_PRIORITY
ISV-primidealen--proste_idealy,q0_START,q1_SOURCE,source_authority,support_product,0.45,source term missing/implicit
ISV-primidealen--proste_idealy,q1_SOURCE,q2_CONCEPT,concept_link,support_product,0.65,ideal
ISV-primidealen--proste_idealy,q2_CONCEPT,q3_ISV_FORM,candidate_form,support_product,0.7,pan_slavic_native
ISV-primidealen--proste_idealy,q3_ISV_FORM,q4_E_SUPPORT,support_branch,support_sum,0.68109,E witness mass=2.0
ISV-primidealen--proste_idealy,q3_ISV_FORM,q4_W_SUPPORT,support_branch,support_sum,0.0,W witness mass=0.0
ISV-primidealen--proste_idealy,q3_ISV_FORM,q4_S_SUPPORT,support_branch,support_sum,0.0,S witness mass=0.0
ISV-primidealen--proste_idealy,q3_ISV_FORM,q4_I_SUPPORT,support_branch,support_sum,0.0,I witness mass=0.0
ISV-primidealen--proste_idealy,q3_ISV_FORM,q4_X_SUPPORT,support_branch,support_sum,0.0,X witness mass=0.0
ISV-primidealen--proste_idealy,q3_ISV_FORM,q4_W_CANDIDATE_SUPPORT,candidate_support_branch,support_sum,0.31025,routeA_policy
ISV-primidealen--proste_idealy,q3_ISV_FORM,q4_S_CANDIDATE_SUPPORT,candidate_support_branch,support_sum,0.31025,routeA_policy
ISV-primidealen--proste_idealy,q3_ISV_FORM,q4_ADVERSE,adverse_or_competitor,risk_maxplus,0.0,support_only / support_only; flag=F10-1; trap=False
ISV-primidealen--proste_idealy,q3_ISV_FORM,q4_GAP,missing_evidence,gap_sum,0.35,A_probe_covered_concept
ISV-primidealen--proste_idealy,q4_SUPPORT,q5_DECISION,acceptance_candidate,support_product,0.2405,WRITEBACK_CANDIDATE_AFTER_ROW_CHECK
ISV-primitive_polynome--primitivne_polinomy,q0_START,q1_SOURCE,source_authority,support_product,0.9,canonical source term present
ISV-primitive_polynome--primitivne_polinomy,q1_SOURCE,q2_CONCEPT,concept_link,support_product,0.65,polynomial
ISV-primitive_polynome--primitivne_polinomy,q2_CONCEPT,q3_ISV_FORM,candidate_form,support_product,0.52,unstated
ISV-primitive_polynome--primitivne_polinomy,q3_ISV_FORM,q4_E_SUPPORT,support_branch,support_sum,0.68109,E witness mass=2.0
ISV-primitive_polynome--primitivne_polinomy,q3_ISV_FORM,q4_W_SUPPORT,support_branch,support_sum,0.43528,W witness mass=1.0
ISV-primitive_polynome--primitivne_polinomy,q3_ISV_FORM,q4_S_SUPPORT,support_branch,support_sum,0.43528,S witness mass=1.0
ISV-primitive_polynome--primitivne_polinomy,q3_ISV_FORM,q4_I_SUPPORT,support_branch,support_sum,0.0,I witness mass=0.0
ISV-primitive_polynome--primitivne_polinomy,q3_ISV_FORM,q4_X_SUPPORT,support_branch,support_sum,0.0,X witness mass=0.0
ISV-primitive_polynome--primitivne_polinomy,q3_ISV_FORM,q4_W_CANDIDATE_SUPPORT,candidate_support_branch,support_sum,0.31025,routeA_policy
ISV-primitive_polynome--primitivne_polinomy,q3_ISV_FORM,q4_S_CANDIDATE_SUPPORT,candidate_support_branch,support_sum,0.31025,routeA_policy
ISV-primitive_polynome--primitivne_polinomy,q3_ISV_FORM,q4_ADVERSE,adverse_or_competitor,risk_maxplus,0.5,support_plus_competitor / support_only; flag=F10-1; trap=False
ISV-primitive_polynome--primitivne_polinomy,q3_ISV_FORM,q4_GAP,missing_evidence,gap_sum,0.35,A_probe_covered_concept
ISV-primitive_polynome--primitivne_polinomy,q4_SUPPORT,q5_DECISION,acceptance_candidate,support_product,0.28194,WRITEBACK_CANDIDATE_AFTER_ROW_CHECK
ISV-primär--primarny,q0_START,q1_SOURCE,source_authority,support_product,0.45,source term missing/implicit
ISV-primär--primarny,q1_SOURCE,q2_CONCEPT,concept_link,support_product,0.2,unlinked
ISV-primär--primarny,q2_CONCEPT,q3_ISV_FORM,candidate_form,support_product,0.85,international
ISV-primär--primarny,q3_ISV_FORM,q4_E_SUPPORT,support_branch,support_sum,0.68109,E witness mass=2.0
ISV-primär--primarny,q3_ISV_FORM,q4_W_SUPPORT,support_branch,support_sum,0.0,W witness mass=0.0
ISV-primär--primarny,q3_ISV_FORM,q4_S_SUPPORT,support_branch,support_sum,0.0,S witness mass=0.0
ISV-primär--primarny,q3_ISV_FORM,q4_I_SUPPORT,support_branch,support_sum,0.0,I witness mass=0.0
ISV-primär--primarny,q3_ISV_FORM,q4_X_SUPPORT,support_branch,support_sum,0.43528,X witness mass=1.0
ISV-primär--primarny,q3_ISV_FORM,q4_ADVERSE,adverse_or_competitor,risk_maxplus,0.0,no_ws_data / no_ws_data; flag=F10-0; trap=False
ISV-primär--primarny,q3_ISV_FORM,q4_GAP,missing_evidence,gap_sum,0.65,no route
ISV-primär--primarny,q4_SUPPORT,q5_DECISION,acceptance_candidate,support_product,0.05344,REVIEW_OR_CONTEXT_CHECK
ISV-primäre_ideale_primärer_faktor--primarne_idealy_prim,q0_START,q1_SOURCE,source_authority,support_product,0.45,source term missing/implicit
ISV-primäre_ideale_primärer_faktor--primarne_idealy_prim,q1_SOURCE,q2_CONCEPT,concept_link,support_product,0.2,unlinked
ISV-primäre_ideale_primärer_faktor--primarne_idealy_prim,q2_CONCEPT,q3_ISV_FORM,candidate_form,support_product,0.85,international
ISV-primäre_ideale_primärer_faktor--primarne_idealy_prim,q3_ISV_FORM,q4_E_SUPPORT,support_branch,support_sum,0.81991,E witness mass=3.0
ISV-primäre_ideale_primärer_faktor--primarne_idealy_prim,q3_ISV_FORM,q4_W_SUPPORT,support_branch,support_sum,0.43528,W witness mass=1.0
ISV-primäre_ideale_primärer_faktor--primarne_idealy_prim,q3_ISV_FORM,q4_S_SUPPORT,support_branch,support_sum,0.43528,S witness mass=1.0
ISV-primäre_ideale_primärer_faktor--primarne_idealy_prim,q3_ISV_FORM,q4_I_SUPPORT,support_branch,support_sum,0.0,I witness mass=0.0
ISV-primäre_ideale_primärer_faktor--primarne_idealy_prim,q3_ISV_FORM,q4_X_SUPPORT,support_branch,support_sum,0.43528,X witness mass=1.0
ISV-primäre_ideale_primärer_faktor--primarne_idealy_prim,q3_ISV_FORM,q4_ADVERSE,adverse_or_competitor,risk_maxplus,0.0,no_ws_data / no_ws_data; flag=F10-0; trap=False
ISV-primäre_ideale_primärer_faktor--primarne_idealy_prim,q3_ISV_FORM,q4_GAP,missing_evidence,gap_sum,0.65,no route
ISV-primäre_ideale_primärer_faktor--primarne_idealy_prim,q4_SUPPORT,q5_DECISION,acceptance_candidate,support_product,0.07819,ACCEPTABLE_LOW_PRIORITY
ISV-primärfaktoren--primarne_faktory,q0_START,q1_SOURCE,source_authority,support_product,0.45,source term missing/implicit
ISV-primärfaktoren--primarne_faktory,q1_SOURCE,q2_CONCEPT,concept_link,support_product,0.35,direct factor
ISV-primärfaktoren--primarne_faktory,q2_CONCEPT,q3_ISV_FORM,candidate_form,support_product,0.65,source_fidelity
ISV-primärfaktoren--primarne_faktory,q3_ISV_FORM,q4_E_SUPPORT,support_branch,support_sum,0.68109,E witness mass=2.0
ISV-primärfaktoren--primarne_faktory,q3_ISV_FORM,q4_W_SUPPORT,support_branch,support_sum,0.0,W witness mass=0.0
ISV-primärfaktoren--primarne_faktory,q3_ISV_FORM,q4_S_SUPPORT,support_branch,support_sum,0.0,S witness mass=0.0
ISV-primärfaktoren--primarne_faktory,q3_ISV_FORM,q4_I_SUPPORT,support_branch,support_sum,0.0,I witness mass=0.0
ISV-primärfaktoren--primarne_faktory,q3_ISV_FORM,q4_X_SUPPORT,support_branch,support_sum,0.0,X witness mass=0.0
ISV-primärfaktoren--primarne_faktory,q3_ISV_FORM,q4_ADVERSE,adverse_or_competitor,risk_maxplus,0.0,no_ws_data / no_ws_data; flag=F10-1; trap=False
ISV-primärfaktoren--primarne_faktory,q3_ISV_FORM,q4_GAP,missing_evidence,gap_sum,0.5,C_concept_linked_shelf_plausible
ISV-primärfaktoren--primarne_faktory,q4_SUPPORT,q5_DECISION,acceptance_candidate,support_product,0.06541,MISSING_WITNESS_BACKFILL
ISV-primärfunktion--primarna_funkcija,q0_START,q1_SOURCE,source_authority,support_product,0.9,canonical source term present
ISV-primärfunktion--primarna_funkcija,q1_SOURCE,q2_CONCEPT,concept_link,support_product,0.45,funkci
ISV-primärfunktion--primarna_funkcija,q2_CONCEPT,q3_ISV_FORM,candidate_form,support_product,0.52,unstated
ISV-primärfunktion--primarna_funkcija,q3_ISV_FORM,q4_E_SUPPORT,support_branch,support_sum,0.68109,E witness mass=2.0
ISV-primärfunktion--primarna_funkcija,q3_ISV_FORM,q4_W_SUPPORT,support_branch,support_sum,0.0,W witness mass=0.0
ISV-primärfunktion--primarna_funkcija,q3_ISV_FORM,q4_S_SUPPORT,support_branch,support_sum,0.0,S witness mass=0.0
ISV-primärfunktion--primarna_funkcija,q3_ISV_FORM,q4_I_SUPPORT,support_branch,support_sum,0.0,I witness mass=0.0
ISV-primärfunktion--primarna_funkcija,q3_ISV_FORM,q4_X_SUPPORT,support_branch,support_sum,0.0,X witness mass=0.0
ISV-primärfunktion--primarna_funkcija,q3_ISV_FORM,q4_ADVERSE,adverse_or_competitor,risk_maxplus,0.0,no_ws_data / no_ws_data; flag=F10-1; trap=False
ISV-primärfunktion--primarna_funkcija,q3_ISV_FORM,q4_GAP,missing_evidence,gap_sum,0.5,B_intl_stem_probeable
ISV-primärfunktion--primarna_funkcija,q4_SUPPORT,q5_DECISION,acceptance_candidate,support_product,0.11042,MISSING_WITNESS_BACKFILL
ISV-primärideal--primarny_ideal,q0_START,q1_SOURCE,source_authority,support_product,0.9,canonical source term present
ISV-primärideal--primarny_ideal,q1_SOURCE,q2_CONCEPT,concept_link,support_product,0.85,ideal
ISV-primärideal--primarny_ideal,q2_CONCEPT,q3_ISV_FORM,candidate_form,support_product,0.85,international
ISV-primärideal--primarny_ideal,q3_ISV_FORM,q4_E_SUPPORT,support_branch,support_sum,0.81991,E witness mass=3.0
ISV-primärideal--primarny_ideal,q3_ISV_FORM,q4_W_SUPPORT,support_branch,support_sum,0.0,W witness mass=0.0
ISV-primärideal--primarny_ideal,q3_ISV_FORM,q4_S_SUPPORT,support_branch,support_sum,0.0,S witness mass=0.0
ISV-primärideal--primarny_ideal,q3_ISV_FORM,q4_I_SUPPORT,support_branch,support_sum,0.0,I witness mass=0.0
ISV-primärideal--primarny_ideal,q3_ISV_FORM,q4_X_SUPPORT,support_branch,support_sum,0.43528,X witness mass=1.0
ISV-primärideal--primarny_ideal,q3_ISV_FORM,q4_ADVERSE,adverse_or_competitor,risk_maxplus,0.0,support_only / support_only; flag=F10-0; trap=False
ISV-primärideal--primarny_ideal,q3_ISV_FORM,q4_GAP,missing_evidence,gap_sum,0.0,no route
ISV-primärideal--primarny_ideal,q4_SUPPORT,q5_DECISION,acceptance_candidate,support_product,0.86193,REVIEW_OR_CONTEXT_CHECK
ISV-produkt_von_endlich_vielen_paarweise_tei--produkt_konečno_mnog,q0_START,q1_SOURCE,source_authority,support_product,0.45,source term missing/implicit
ISV-produkt_von_endlich_vielen_paarweise_tei--produkt_konečno_mnog,q1_SOURCE,q2_CONCEPT,concept_link,support_product,0.65,ideal
