source,lane,branch_path,bytes,sha256,artifact_role,required_action,claim_boundary
prior-a2c52-ad3e-source-queue,Arabic RTL,interlanguage-sidecar/rtl-persianate-arabic-c7fb-mutual-wake-source-backed-payload-20260706/R3_C7FB_MUTUAL_WAKE_SOURCE_BACKED_PAYLOAD_20260706T044807Z/FABLE_SOURCE_USE_ADVERSE_DO_NOT_USE_LEDGER.csv,,,source-body/source-witness/source-use,owner lane compares branch-visible artifact against local output and applies source-gated rows only,"source-use/provenance/gap/draft/non-canonical routing only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
prior-a2c52-ad3e-source-queue,Arabic RTL,interlanguage-sidecar/rtl-persianate-arabic-c7fb-mutual-wake-source-backed-payload-20260706/R3_C7FB_MUTUAL_WAKE_SOURCE_BACKED_PAYLOAD_20260706T044807Z/GATE_BOUNDARY_COUNTS.csv,,,source-body/source-witness/source-use,owner lane compares branch-visible artifact against local output and applies source-gated rows only,"source-use/provenance/gap/draft/non-canonical routing only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
prior-a2c52-ad3e-source-queue,Arabic RTL,interlanguage-sidecar/rtl-persianate-arabic-c7fb-mutual-wake-source-backed-payload-20260706/R3_C7FB_MUTUAL_WAKE_SOURCE_BACKED_PAYLOAD_20260706T044807Z/LOCAL_SOURCE_BODY_AND_RECOVERY_FILE_INDEX.csv,,,source-body/source-witness/source-use,owner lane compares branch-visible artifact against local output and applies source-gated rows only,"source-use/provenance/gap/draft/non-canonical routing only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
prior-a2c52-ad3e-source-queue,Arabic RTL,interlanguage-sidecar/rtl-persianate-arabic-c7fb-mutual-wake-source-backed-payload-20260706/R3_C7FB_MUTUAL_WAKE_SOURCE_BACKED_PAYLOAD_20260706T044807Z/MANIFEST.csv,,,source-body/source-witness/source-use,owner lane compares branch-visible artifact against local output and applies source-gated rows only,"source-use/provenance/gap/draft/non-canonical routing only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
prior-a2c52-ad3e-source-queue,Arabic RTL,interlanguage-sidecar/rtl-persianate-arabic-c7fb-mutual-wake-source-backed-payload-20260706/R3_C7FB_MUTUAL_WAKE_SOURCE_BACKED_PAYLOAD_20260706T044807Z/PACKAGE_VALIDATION.json,,,source-body/source-witness/source-use,owner lane compares branch-visible artifact against local output and applies source-gated rows only,"source-use/provenance/gap/draft/non-canonical routing only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
prior-a2c52-ad3e-source-queue,Arabic RTL,interlanguage-sidecar/rtl-persianate-arabic-c7fb-mutual-wake-source-backed-payload-20260706/R3_C7FB_MUTUAL_WAKE_SOURCE_BACKED_PAYLOAD_20260706T044807Z/README.md,,,source-body/source-witness/source-use,owner lane compares branch-visible artifact against local output and applies source-gated rows only,"source-use/provenance/gap/draft/non-canonical routing only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
prior-a2c52-ad3e-source-queue,Arabic RTL,interlanguage-sidecar/rtl-persianate-arabic-c7fb-mutual-wake-source-backed-payload-20260706/R3_C7FB_MUTUAL_WAKE_SOURCE_BACKED_PAYLOAD_20260706T044807Z/RESOLVED_SOURCE_WITNESS_RECOVERY_ROWS.csv,,,source-body/source-witness/source-use,owner lane compares branch-visible artifact against local output and applies source-gated rows only,"source-use/provenance/gap/draft/non-canonical routing only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
prior-a2c52-ad3e-source-queue,Arabic RTL,interlanguage-sidecar/rtl-persianate-arabic-c7fb-mutual-wake-source-backed-payload-20260706/R3_C7FB_MUTUAL_WAKE_SOURCE_BACKED_PAYLOAD_20260706T044807Z/SHA256SUMS.txt,,,source-body/source-witness/source-use,owner lane compares branch-visible artifact against local output and applies source-gated rows only,"source-use/provenance/gap/draft/non-canonical routing only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
prior-a2c52-ad3e-source-queue,Arabic RTL,interlanguage-sidecar/rtl-persianate-arabic-c7fb-mutual-wake-source-backed-payload-20260706/R3_C7FB_MUTUAL_WAKE_SOURCE_BACKED_PAYLOAD_20260706T044807Z/SOURCE_BODY_MANIFEST_ROWS.csv,,,source-body/source-witness/source-use,owner lane compares branch-visible artifact against local output and applies source-gated rows only,"source-use/provenance/gap/draft/non-canonical routing only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
prior-a2c52-ad3e-source-queue,Arabic RTL,interlanguage-sidecar/rtl-persianate-arabic-c7fb-mutual-wake-source-backed-payload-20260706/R3_C7FB_MUTUAL_WAKE_SOURCE_BACKED_PAYLOAD_20260706T044807Z/SOURCE_GATED_PRETRANSLATION_INTERLINEAR_ROWS.csv,,,source-gated draft/pretranslation/interlinear support,owner lane compares branch-visible artifact against local output and applies source-gated rows only,"source-use/provenance/gap/draft/non-canonical routing only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
prior-a2c52-ad3e-source-queue,Arabic RTL,interlanguage-sidecar/rtl-persianate-arabic-c7fb-mutual-wake-source-backed-payload-20260706/R3_C7FB_MUTUAL_WAKE_SOURCE_BACKED_PAYLOAD_20260706T044807Z/SOURCE_USE_LABEL_ROWS.csv,,,source-body/source-witness/source-use,owner lane compares branch-visible artifact against local output and applies source-gated rows only,"source-use/provenance/gap/draft/non-canonical routing only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
prior-a2c52-ad3e-source-queue,Interlanguage/Fable authority,transfer-audits/old-b/OLD_B_212DFB_BRANCH_PACKAGE_AUDIT_20260706/BODY_ROOT_COUNTS_212DFB.csv,,,source-body/source-witness/source-use,owner lane compares branch-visible artifact against local output and applies source-gated rows only,"source-use/provenance/gap/draft/non-canonical routing only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
prior-a2c52-ad3e-source-queue,Interlanguage/Fable authority,transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_212DFB_SOURCE_BACKED_DRIFT_BATCH_AUDIT_20260706.md,,,source-body/source-witness/source-use,owner lane compares branch-visible artifact against local output and applies source-gated rows only,"source-use/provenance/gap/draft/non-canonical routing only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
prior-a2c52-ad3e-source-queue,Interlanguage/Fable authority,transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_212DFB_SOURCE_BACKED_DRIFT_BATCH_MANIFEST_20260706.csv,,,source-body/source-witness/source-use,owner lane compares branch-visible artifact against local output and applies source-gated rows only,"source-use/provenance/gap/draft/non-canonical routing only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
prior-a2c52-ad3e-source-queue,Interlanguage/Fable authority,transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_212DFB_SOURCE_BACKED_DRIFT_BATCH_SHA256SUMS_20260706.txt,,,source-body/source-witness/source-use,owner lane compares branch-visible artifact against local output and applies source-gated rows only,"source-use/provenance/gap/draft/non-canonical routing only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
prior-a2c52-ad3e-source-queue,Arabic RTL,uploader-transfer/persianate-tajik-212df-r3-current-head-continuation-20260706/PERSIANATE_TAJIK_212DFB_R3_CURRENT_HEAD_CONTINUATION_20260706/BRANCH_SOURCE_WITNESS_BOUNDARY_ROWS_212DFB.csv,,,source-body/source-witness/source-use,owner lane compares branch-visible artifact against local output and applies source-gated rows only,"source-use/provenance/gap/draft/non-canonical routing only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
prior-a2c52-ad3e-source-queue,Arabic RTL,uploader-transfer/persianate-tajik-212df-r3-current-head-continuation-20260706/PERSIANATE_TAJIK_212DFB_R3_CURRENT_HEAD_CONTINUATION_20260706/FABLE_SOURCE_USE_ADVERSE_LEDGER_212DFB.csv,,,source-body/source-witness/source-use,owner lane compares branch-visible artifact against local output and applies source-gated rows only,"source-use/provenance/gap/draft/non-canonical routing only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
prior-a2c52-ad3e-source-queue,Arabic RTL,uploader-transfer/persianate-tajik-212df-r3-current-head-continuation-20260706/PERSIANATE_TAJIK_212DFB_R3_CURRENT_HEAD_CONTINUATION_20260706/FA_IR_PRS_AF_SOURCE_GATED_PRETRANSLATION_212DFB.csv,,,source-gated draft/pretranslation/interlinear support,owner lane compares branch-visible artifact against local output and applies source-gated rows only,"source-use/provenance/gap/draft/non-canonical routing only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
prior-a2c52-ad3e-source-queue,Arabic RTL,uploader-transfer/persianate-tajik-212df-r3-current-head-continuation-20260706/PERSIANATE_TAJIK_212DFB_R3_CURRENT_HEAD_CONTINUATION_20260706/LANGUAGE_GATE_COUNTS_212DFB_R3_PRETRANSLATION.csv,,,source-gated draft/pretranslation/interlinear support,owner lane compares branch-visible artifact against local output and applies source-gated rows only,"source-use/provenance/gap/draft/non-canonical routing only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
prior-a2c52-ad3e-source-queue,Arabic RTL,uploader-transfer/persianate-tajik-212df-r3-current-head-continuation-20260706/PERSIANATE_TAJIK_212DFB_R3_CURRENT_HEAD_CONTINUATION_20260706/LOCAL_SOURCE_BODY_COUNTS_BY_SUBLANE_212DFB.csv,,,source-body/source-witness/source-use,owner lane compares branch-visible artifact against local output and applies source-gated rows only,"source-use/provenance/gap/draft/non-canonical routing only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
prior-a2c52-ad3e-source-queue,Arabic RTL,uploader-transfer/persianate-tajik-212df-r3-current-head-continuation-20260706/PERSIANATE_TAJIK_212DFB_R3_CURRENT_HEAD_CONTINUATION_20260706/LOCAL_SOURCE_BODY_PRESENCE_FA_PRS_TG_212DFB.csv,,,source-body/source-witness/source-use,owner lane compares branch-visible artifact against local output and applies source-gated rows only,"source-use/provenance/gap/draft/non-canonical routing only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
prior-a2c52-ad3e-source-queue,CJK draft/source,uploader-transfer/post-212df-output-drift-20260706/noether-cjk-source-evidence-draft-lane/outputs/CJK_DRAFT_212DFB_RECOVERY_CONTINUATION_20260706/B3_ROUTE.csv,,,source-gated draft/pretranslation/interlinear support,owner lane compares branch-visible artifact against local output and applies source-gated rows only,"source-use/provenance/gap/draft/non-canonical routing only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
prior-a2c52-ad3e-source-queue,CJK draft/source,uploader-transfer/post-212df-output-drift-20260706/noether-cjk-source-evidence-draft-lane/outputs/CJK_DRAFT_212DFB_RECOVERY_CONTINUATION_20260706/BLOCKER_RECOVERY_212DFB_CARRY_FORWARD.csv,,,source-gated draft/pretranslation/interlinear support,owner lane compares branch-visible artifact against local output and applies source-gated rows only,"source-use/provenance/gap/draft/non-canonical routing only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
prior-a2c52-ad3e-source-queue,CJK draft/source,uploader-transfer/post-212df-output-drift-20260706/noether-cjk-source-evidence-draft-lane/outputs/CJK_DRAFT_212DFB_RECOVERY_CONTINUATION_20260706/BRANCH_212DFB_CHANGED_FILES_READ.csv,,,source-gated draft/pretranslation/interlinear support,owner lane compares branch-visible artifact against local output and applies source-gated rows only,"source-use/provenance/gap/draft/non-canonical routing only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
prior-a2c52-ad3e-source-queue,CJK draft/source,uploader-transfer/post-212df-output-drift-20260706/noether-cjk-source-evidence-draft-lane/outputs/CJK_DRAFT_212DFB_RECOVERY_CONTINUATION_20260706/BRANCH_212DFB_CJK_RELATED_TEXT_HITS.csv,,,source-gated draft/pretranslation/interlinear support,owner lane compares branch-visible artifact against local output and applies source-gated rows only,"source-use/provenance/gap/draft/non-canonical routing only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
prior-a2c52-ad3e-source-queue,CJK draft/source,uploader-transfer/post-212df-output-drift-20260706/noether-cjk-source-evidence-draft-lane/outputs/CJK_DRAFT_212DFB_RECOVERY_CONTINUATION_20260706/FABLE_SOURCE_USE_ADVERSE_212DFB_CARRY_FORWARD.csv,,,source-gated draft/pretranslation/interlinear support,owner lane compares branch-visible artifact against local output and applies source-gated rows only,"source-use/provenance/gap/draft/non-canonical routing only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
prior-a2c52-ad3e-source-queue,CJK draft/source,uploader-transfer/post-212df-output-drift-20260706/noether-cjk-source-evidence-draft-lane/outputs/CJK_DRAFT_212DFB_RECOVERY_CONTINUATION_20260706/MANIFEST.csv,,,source-gated draft/pretranslation/interlinear support,owner lane compares branch-visible artifact against local output and applies source-gated rows only,"source-use/provenance/gap/draft/non-canonical routing only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
prior-a2c52-ad3e-source-queue,CJK draft/source,uploader-transfer/post-212df-output-drift-20260706/noether-cjk-source-evidence-draft-lane/outputs/CJK_DRAFT_212DFB_RECOVERY_CONTINUATION_20260706/README.md,,,source-gated draft/pretranslation/interlinear support,owner lane compares branch-visible artifact against local output and applies source-gated rows only,"source-use/provenance/gap/draft/non-canonical routing only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
prior-a2c52-ad3e-source-queue,CJK draft/source,uploader-transfer/post-212df-output-drift-20260706/noether-cjk-source-evidence-draft-lane/outputs/CJK_DRAFT_212DFB_RECOVERY_CONTINUATION_20260706/REVIEW_OR_RECOVERY_212DFB_CARRY_FORWARD.csv,,,source-gated draft/pretranslation/interlinear support,owner lane compares branch-visible artifact against local output and applies source-gated rows only,"source-use/provenance/gap/draft/non-canonical routing only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
prior-a2c52-ad3e-source-queue,CJK draft/source,uploader-transfer/post-212df-output-drift-20260706/noether-cjk-source-evidence-draft-lane/outputs/CJK_DRAFT_212DFB_RECOVERY_CONTINUATION_20260706/RUN_LOG_ADDENDUM.md,,,source-gated draft/pretranslation/interlinear support,owner lane compares branch-visible artifact against local output and applies source-gated rows only,"source-use/provenance/gap/draft/non-canonical routing only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
prior-a2c52-ad3e-source-queue,CJK draft/source,uploader-transfer/post-212df-output-drift-20260706/noether-cjk-source-evidence-draft-lane/outputs/CJK_DRAFT_212DFB_RECOVERY_CONTINUATION_20260706/SCOPED_DRAFT_READY_212DFB_CARRY_FORWARD.csv,,,source-gated draft/pretranslation/interlinear support,owner lane compares branch-visible artifact against local output and applies source-gated rows only,"source-use/provenance/gap/draft/non-canonical routing only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
prior-a2c52-ad3e-source-queue,CJK draft/source,uploader-transfer/post-212df-output-drift-20260706/noether-cjk-source-evidence-draft-lane/outputs/CJK_DRAFT_212DFB_RECOVERY_CONTINUATION_20260706/SHA256SUMS.txt,,,source-gated draft/pretranslation/interlinear support,owner lane compares branch-visible artifact against local output and applies source-gated rows only,"source-use/provenance/gap/draft/non-canonical routing only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
prior-a2c52-ad3e-source-queue,CJK draft/source,uploader-transfer/post-212df-output-drift-20260706/noether-cjk-source-evidence-draft-lane/outputs/CJK_DRAFT_212DFB_RECOVERY_CONTINUATION_20260706/SOURCE_GATED_INTERLINEAR_212DFB_CARRY_FORWARD.csv,,,source-gated draft/pretranslation/interlinear support,owner lane compares branch-visible artifact against local output and applies source-gated rows only,"source-use/provenance/gap/draft/non-canonical routing only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
prior-a2c52-ad3e-source-queue,CJK draft/source,uploader-transfer/post-212df-output-drift-20260706/noether-cjk-source-evidence-draft-lane/outputs/CJK_DRAFT_212DFB_RECOVERY_CONTINUATION_20260706/SOURCE_USE_DECISIONS_212DFB.csv,,,source-gated draft/pretranslation/interlinear support,owner lane compares branch-visible artifact against local output and applies source-gated rows only,"source-use/provenance/gap/draft/non-canonical routing only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
prior-a2c52-ad3e-source-queue,CJK draft/source,uploader-transfer/post-212df-output-drift-20260706/noether-cjk-source-evidence-draft-lane/outputs/CJK_DRAFT_212DFB_RECOVERY_CONTINUATION_20260706/SOURCE_WITNESS_212DFB_CARRY_FORWARD.csv,,,source-gated draft/pretranslation/interlinear support,owner lane compares branch-visible artifact against local output and applies source-gated rows only,"source-use/provenance/gap/draft/non-canonical routing only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
prior-a2c52-ad3e-source-queue,CJK draft/source,uploader-transfer/post-212df-output-drift-20260706/noether-cjk-source-evidence-draft-lane/outputs/CJK_DRAFT_212DFB_RECOVERY_CONTINUATION_20260706/SUMMARY.json,,,source-gated draft/pretranslation/interlinear support,owner lane compares branch-visible artifact against local output and applies source-gated rows only,"source-use/provenance/gap/draft/non-canonical routing only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
prior-a2c52-ad3e-source-queue,CJK draft/source,uploader-transfer/post-212df-output-drift-20260706/noether-cjk-source-evidence-draft-lane/outputs/CJK_DRAFT_212DFB_RECOVERY_CONTINUATION_20260706_PACKAGE_INDEX.csv,,,source-gated draft/pretranslation/interlinear support,owner lane compares branch-visible artifact against local output and applies source-gated rows only,"source-use/provenance/gap/draft/non-canonical routing only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
prior-a2c52-ad3e-source-queue,CJK draft/source,uploader-transfer/post-212df-output-drift-20260706/noether-cjk-source-evidence-draft-lane/outputs/CJK_DRAFT_212DFB_RECOVERY_CONTINUATION_20260706_PACKAGE_INDEX.md,,,source-gated draft/pretranslation/interlinear support,owner lane compares branch-visible artifact against local output and applies source-gated rows only,"source-use/provenance/gap/draft/non-canonical routing only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
prior-a2c52-ad3e-source-queue,CJK draft/source,uploader-transfer/post-212df-output-drift-20260706/noether-cjk-source-evidence-draft-lane/outputs/CJK_DRAFT_212DFB_RECOVERY_CONTINUATION_20260706_PACKAGE_INDEX_SHA256SUMS.txt,,,source-gated draft/pretranslation/interlinear support,owner lane compares branch-visible artifact against local output and applies source-gated rows only,"source-use/provenance/gap/draft/non-canonical routing only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
prior-a2c52-ad3e-source-queue,Interlanguage/Fable authority,uploader-transfer/post-212df-output-drift-20260706/noether-interlanguage-method-authority/outputs/INTERLANGUAGE_WHOLE_CORPUS_212DFB_AUTHORITY_RECOVERY_20260706/212DFB_MARKER_INTERLINEAR_LEDGER.csv,,,source-gated draft/pretranslation/interlinear support,owner lane compares branch-visible artifact against local output and applies source-gated rows only,"source-use/provenance/gap/draft/non-canonical routing only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
prior-a2c52-ad3e-source-queue,Interlanguage/Fable authority,uploader-transfer/post-212df-output-drift-20260706/noether-interlanguage-method-authority/outputs/INTERLANGUAGE_WHOLE_CORPUS_212DFB_AUTHORITY_RECOVERY_20260706/212DFB_MARKER_INTERLINEAR_LEDGER.json,,,source-gated draft/pretranslation/interlinear support,owner lane compares branch-visible artifact against local output and applies source-gated rows only,"source-use/provenance/gap/draft/non-canonical routing only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
prior-a2c52-ad3e-source-queue,Interlanguage/Fable authority,uploader-transfer/post-212df-output-drift-20260706/noether-interlanguage-method-authority/outputs/INTERLANGUAGE_WHOLE_CORPUS_212DFB_AUTHORITY_RECOVERY_20260706/212DFB_SOURCE_USE_LEDGER.csv,,,source-body/source-witness/source-use,owner lane compares branch-visible artifact against local output and applies source-gated rows only,"source-use/provenance/gap/draft/non-canonical routing only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
prior-a2c52-ad3e-source-queue,Interlanguage/Fable authority,uploader-transfer/post-212df-output-drift-20260706/noether-interlanguage-method-authority/outputs/INTERLANGUAGE_WHOLE_CORPUS_212DFB_AUTHORITY_RECOVERY_20260706/212DFB_SOURCE_USE_LEDGER.json,,,source-body/source-witness/source-use,owner lane compares branch-visible artifact against local output and applies source-gated rows only,"source-use/provenance/gap/draft/non-canonical routing only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
prior-a2c52-ad3e-source-queue,Arabic RTL,uploader-transfer/post-212df-output-drift-20260706/noether-interlanguage-method-authority/outputs/INTERLANGUAGE_WHOLE_CORPUS_212DFB_AUTHORITY_RECOVERY_20260706/PERSIANATE_TAJIK_SOURCE_BACKED_ROUTING_ROWS_212DFB.csv,,,source-body/source-witness/source-use,owner lane compares branch-visible artifact against local output and applies source-gated rows only,"source-use/provenance/gap/draft/non-canonical routing only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
prior-a2c52-ad3e-source-queue,Arabic RTL,uploader-transfer/post-212df-output-drift-20260706/noether-interlanguage-method-authority/outputs/INTERLANGUAGE_WHOLE_CORPUS_212DFB_AUTHORITY_RECOVERY_20260706/PERSIANATE_TAJIK_SOURCE_BACKED_ROUTING_ROWS_212DFB.json,,,source-body/source-witness/source-use,owner lane compares branch-visible artifact against local output and applies source-gated rows only,"source-use/provenance/gap/draft/non-canonical routing only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
prior-a2c52-ad3e-source-queue,Interlanguage/Fable authority,uploader-transfer/post-212df-output-drift-20260706/noether-interlanguage-method-authority/outputs/INTERLANGUAGE_WHOLE_CORPUS_212DFB_AUTHORITY_RECOVERY_20260706/STANDARDIZATION_SOURCE_BODY_INDEX_212DFB.csv,,,source-body/source-witness/source-use,owner lane compares branch-visible artifact against local output and applies source-gated rows only,"source-use/provenance/gap/draft/non-canonical routing only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
prior-a2c52-ad3e-source-queue,Interlanguage/Fable authority,uploader-transfer/post-212df-output-drift-20260706/noether-interlanguage-method-authority/outputs/INTERLANGUAGE_WHOLE_CORPUS_212DFB_AUTHORITY_RECOVERY_20260706/STANDARDIZATION_SOURCE_BODY_INDEX_212DFB.json,,,source-body/source-witness/source-use,owner lane compares branch-visible artifact against local output and applies source-gated rows only,"source-use/provenance/gap/draft/non-canonical routing only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
prior-a2c52-ad3e-source-queue,R6 Indigenous/Creole/Sign,uploader-transfer/post-212df-output-drift-20260706/noether-interlanguage-method-authority/outputs/INTERLANGUAGE_WHOLE_CORPUS_212DFB_AUTHORITY_RECOVERY_20260706/STANDARDIZATION_SOURCE_SIGNAL_COUNTS_212DFB.csv,,,source-body/source-witness/source-use,owner lane compares branch-visible artifact against local output and applies source-gated rows only,"source-use/provenance/gap/draft/non-canonical routing only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
prior-a2c52-ad3e-source-queue,R6 Indigenous/Creole/Sign,uploader-transfer/post-212df-output-drift-20260706/noether-interlanguage-method-authority/outputs/INTERLANGUAGE_WHOLE_CORPUS_212DFB_AUTHORITY_RECOVERY_20260706/STANDARDIZATION_SOURCE_SIGNAL_COUNTS_212DFB.json,,,source-body/source-witness/source-use,owner lane compares branch-visible artifact against local output and applies source-gated rows only,"source-use/provenance/gap/draft/non-canonical routing only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
prior-a2c52-ad3e-source-queue,Interlanguage/Fable authority,uploader-transfer/post-212df-output-drift-20260706/noether-interlanguage-method-authority/outputs/INTERLANGUAGE_WHOLE_CORPUS_212DFB_AUTHORITY_RECOVERY_20260706/branch_inputs/009__coordination__TO_OTHER_AI_LATEX_SOURCE_DIRECTIVE_20260705.md,,,source-body/source-witness/source-use,owner lane compares branch-visible artifact against local output and applies source-gated rows only,"source-use/provenance/gap/draft/non-canonical routing only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
prior-a2c52-ad3e-source-queue,Interlanguage/Fable authority,uploader-transfer/post-212df-output-drift-20260706/noether-interlanguage-method-authority/outputs/INTERLANGUAGE_WHOLE_CORPUS_212DFB_AUTHORITY_RECOVERY_20260706/branch_inputs/023__interlanguage-sidecar__20260706__claude_chatgpt_interlingua_program_full_provenance_dump__interlingua_program_20260704__SOURCE_USE_POLICY.md,,,source-body/source-witness/source-use,owner lane compares branch-visible artifact against local output and applies source-gated rows only,"source-use/provenance/gap/draft/non-canonical routing only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
prior-a2c52-ad3e-source-queue,R2 Pan-Turkic,uploader-transfer/post-212df-output-drift-20260706/noether-r2-pan-turkic-hard-blockers/outputs/R2_PAN_TURKIC_BRANCH_212DFB_CONTINUATION_20260706/BODY_LINKED_AUTHORITY_LEDGER_INDEX_212DFB.csv,,,source-body/source-witness/source-use,owner lane compares branch-visible artifact against local output and applies source-gated rows only,"source-use/provenance/gap/draft/non-canonical routing only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
prior-a2c52-ad3e-source-queue,R2 Pan-Turkic,uploader-transfer/post-212df-output-drift-20260706/noether-r2-pan-turkic-hard-blockers/outputs/R2_PAN_TURKIC_BRANCH_212DFB_CONTINUATION_20260706/BODY_LINKED_AUTHORITY_PAN_TURKIC_MATCH_ROWS_212DFB.csv,,,source-body/source-witness/source-use,owner lane compares branch-visible artifact against local output and applies source-gated rows only,"source-use/provenance/gap/draft/non-canonical routing only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
