inventory_id,tranche,term_id,source_term,target_term,sense,construction_status,source_evidence,source_ledger_path,source_ledger_sha256,effective_wordweb_link,semantic_compatibility_status,semantic_compatibility_rationale,alternatives_or_crosswalk,adverse_evidence,source_rationale,comparison_method,spanish_comparators,french_comparators,exact_spanish_carrier,exact_french_carrier,dominance_diagnostic,attestation_effect,human_observations,native_validation,promotion_effect
L093,R823_HG_T006,HG93,übliche Rechenregeln,reglas de calculation,three explicitly displayed coordinate rules rather than an unspecified algebraic convention,analytic_construction_candidate,R823:21216,R823_HG_T006/terminology/R823_HG_T006_TERMINOLOGY_v1.csv,B958960829A9AFDC6116F2CFCD83217CFF67ACA101BBAB495D32B9B3A1C3ACDF,,explicit_no_exact_spine_node,The ledger explicitly records that no exact 60-concept spine sense exists.,règles de calcul; reglas de cálculo; regole di calcolo,calling them usual can hide the iff uniqueness condition,Every source rule is reproduced before the action is defined; calculation rules are not the T43 definition concept,not_comparable,,,False,False,not_comparable_no_exact_standard_row,none_existing_evidence_only,0,False,none
L094,R823_HG_T006,HG94,dann und nur dann,si e solmente si,biconditional coefficient-uniqueness condition,construction_candidate_scope_locked,R823:21216,R823_HG_T006/terminology/R823_HG_T006_TERMINOLOGY_v1.csv,B958960829A9AFDC6116F2CFCD83217CFF67ACA101BBAB495D32B9B3A1C3ACDF,T47-S1,approved_semantic_or_context_link,Retained after v10 link audit; every target token resolves to a v9 core sense or C2 node.,si et seulement si; si y solo si; se e solo se,one-way implication would not establish coordinate uniqueness,The target uses a bidirectional arrow and explicit phrase,effective_sense_link,si y solo si,,False,False,no_exact_dominant_carrier,none_existing_evidence_only,0,False,none
L095,R823_HG_T006,HG95,o-Linksmodul,action de o scripte al sinistra,left o-module action encoded by c preceding the module element,equation_first_hold_side_word,R823:21216,R823_HG_T006/terminology/R823_HG_T006_TERMINOLOGY_v1.csv,B958960829A9AFDC6116F2CFCD83217CFF67ACA101BBAB495D32B9B3A1C3ACDF,T05-S1,approved_semantic_or_context_link,Retained after v10 link audit; every target token resolves to a v9 core sense or C2 node.,module à gauche; módulo izquierdo; modulo sinistro,left/right lexical roots split sharply across branches,The formula c sum x_i tau_i carries side and prevents lexical guessing,effective_sense_link,módulo,module,False,False,no_exact_dominant_carrier,none_existing_evidence_only,0,False,none
L096,R823_HG_T006,HG96,Festsetzung,definition,stipulation that defines the o-action on the formal module,analytic_construction_candidate,R823:21216,R823_HG_T006/terminology/R823_HG_T006_TERMINOLOGY_v1.csv,B958960829A9AFDC6116F2CFCD83217CFF67ACA101BBAB495D32B9B3A1C3ACDF,T43-S1,approved_semantic_or_context_link,Retained after v10 link audit; every target token resolves to a v9 core sense or C2 node.,définition; definición; definizione,could be mistaken for a theorem derived before the action exists,The target states that the action is added by definition and links to the formal-definition sense,effective_sense_link,definición,,False,False,no_exact_dominant_carrier,none_existing_evidence_only,0,False,none
L097,R823_HG_T006,HG97,o T Doppelmodul,o T bimodul,bimodule with compatible left-o and right-T actions,carried_construction_candidate,R823:21218,R823_HG_T006/terminology/R823_HG_T006_TERMINOLOGY_v1.csv,B958960829A9AFDC6116F2CFCD83217CFF67ACA101BBAB495D32B9B3A1C3ACDF,T05-S1,approved_semantic_or_context_link,Retained after v10 link audit; every target token resolves to a v9 core sense or C2 node.,bimódulo; bimodule; bimodulo,not every object with two unrelated module structures,The following mixed associativity equation supplies compatibility,effective_sense_link,módulo,module,False,False,no_exact_dominant_carrier,none_existing_evidence_only,0,False,none
L098,R823_HG_T006,HG98,Homomorphierelationen,relationes homomorf,additive and multiplicative equations c+d to C+D and cd to CD,construction_candidate_order_locked,R823:21218-21222,R823_HG_T006/terminology/R823_HG_T006_TERMINOLOGY_v1.csv,B958960829A9AFDC6116F2CFCD83217CFF67ACA101BBAB495D32B9B3A1C3ACDF,T18-S1,approved_semantic_or_context_link,Retained after v10 link audit; every target token resolves to a v9 core sense or C2 node.,relations d'homomorphisme; relaciones de homomorfismo,order reversal under a different composition convention,The two arrow equations are reproduced verbatim in order and instantiate homomorphism compatibility,effective_sense_link,homomorfismo,,False,False,no_exact_dominant_carrier,none_existing_evidence_only,0,False,none
L099,R823_HG_T006,HG99,Linksmoduleigenschaften,proprietates del modul con action scripte al sinistra,left-module additivity and multiplication compatibility,analytic_construction_candidate,R823:21224-21234,R823_HG_T006/terminology/R823_HG_T006_TERMINOLOGY_v1.csv,B958960829A9AFDC6116F2CFCD83217CFF67ACA101BBAB495D32B9B3A1C3ACDF,T05-S1,approved_semantic_or_context_link,Retained after v10 link audit; every target token resolves to a v9 core sense or C2 node.,propriétés de module à gauche; propiedades de módulo izquierdo,the phrase could be confused with bimodule compatibility,The three preceding formulas delimit exactly which properties are meant,effective_sense_link,módulo,module,False,False,no_exact_dominant_carrier,none_existing_evidence_only,0,False,none
L100,R823_HG_T006,HG100,durchlaufendes Assoziativgesetz,lege associativ mixed,compatibility c(m rho)=(cm)rho between the two module actions,carried_analytic_construction_candidate,R823:21234-21238,R823_HG_T006/terminology/R823_HG_T006_TERMINOLOGY_v1.csv,B958960829A9AFDC6116F2CFCD83217CFF67ACA101BBAB495D32B9B3A1C3ACDF,T05-S1,approved_semantic_or_context_link,Retained after v10 link audit; every target token resolves to a v9 core sense or C2 node.,associativité mixte; associatividad mixta,ordinary associativity of one multiplication or commutativity of rings,The exact equation is repeated in the editorial note,effective_sense_link,módulo,module,False,False,no_exact_dominant_carrier,none_existing_evidence_only,0,False,none
L101,R823_HG_T006,HG101,übrige Darstellungen der Klasse,restante representationes del classe,the other representatives within the already fixed representation class,construction_candidate_scope_locked,R823:21240,R823_HG_T006/terminology/R823_HG_T006_TERMINOLOGY_v1.csv,B958960829A9AFDC6116F2CFCD83217CFF67ACA101BBAB495D32B9B3A1C3ACDF,T17-S1,approved_semantic_or_context_link,Retained after v10 link audit; every target token resolves to a v9 core sense or C2 node.,autres représentations de la classe; restantes representaciones de la clase,could be broadened to all representation classes,The fixed-class phrase remains explicit,effective_sense_link,representación,,False,False,no_exact_dominant_carrier,none_existing_evidence_only,0,False,none
L102,R823_HG_T006,HG102,reziproke Darstellungen und Darstellungsmodule,representationes reciproc e moduls reciproc de representation,the reciprocal row-column counterpart of the direct construction,carried_historical_construction_candidate,R823:21242,R823_HG_T006/terminology/R823_HG_T006_TERMINOLOGY_v1.csv,B958960829A9AFDC6116F2CFCD83217CFF67ACA101BBAB495D32B9B3A1C3ACDF,T17-S2,approved_semantic_or_context_link,Retained after v10 link audit; every target token resolves to a v9 core sense or C2 node.,représentations réciproques; representaciones recíprocas,ordinary numerical reciprocals or inverse matrices,The starred module and column-action formula fix the historical sense,effective_sense_link,representación,,False,False,no_exact_dominant_carrier,none_existing_evidence_only,0,False,none
L103,R823_HG_T006,HG103,T-star x-star sum,same notation,reciprocal module written with T-star coefficients before starred generators,notation_carried_side_locked,R823:21242-21244,R823_HG_T006/terminology/R823_HG_T006_TERMINOLOGY_v1.csv,B958960829A9AFDC6116F2CFCD83217CFF67ACA101BBAB495D32B9B3A1C3ACDF,T05-S1,approved_semantic_or_context_link,Retained after v10 link audit; every target token resolves to a v9 core sense or C2 node.,right-coefficient rewrite; remove stars,a silent normalization would erase the reciprocal orientation,All stars and coefficient order are preserved,effective_sense_link,módulo,module,False,False,no_exact_dominant_carrier,none_existing_evidence_only,0,False,none
L104,R823_HG_T006,HG104,dem o-Element c die Matrix C in der Gleichung zugeordnet,C acta al sinistra del columna,matrix realization of c by left multiplication on the displayed unstarred column; stars remain on the reciprocal module and its generators in the preceding display,analytic_construction_candidate_order_locked,R823:21246-21252,R823_HG_T006/terminology/R823_HG_T006_TERMINOLOGY_v1.csv,B958960829A9AFDC6116F2CFCD83217CFF67ACA101BBAB495D32B9B3A1C3ACDF,T38-S1,approved_semantic_or_context_link,Retained after v10 link audit; every target token resolves to a v9 core sense or C2 node.,row-vector transcription; right multiplication; add stars to the column entries,the direct case used a row and right action while this case explicitly switches orientation,The full three-part column equality is retained without inventing stars on x_1 through x_n,effective_sense_link,matriz,,False,False,no_exact_dominant_carrier,none_existing_evidence_only,0,False,none
L105,R823_HG_T007,HG105,Galoissche Theorie kommutativer Körper,teoria de Galois de corps commutativ,Galois theory in the commutative-field setting named by the chapter title,carried_construction_candidate_scope_locked,R823:21256,R823_HG_T007/terminology/R823_HG_T007_TERMINOLOGY_v1.csv,330270DFCE6D91EE11F8B752499F24CE18EF600520D146D6F40F536EAA097400,T26-S3;T02-S1,approved_T007_validator_resolved_link,T007 validator resolves every listed identifier against WordWeb v10.,théorie de Galois des corps commutatifs; teoría de Galois de cuerpos conmutativos,the field modifier could be dropped or broadened to noncommutative fields,The title retains both the verified Galois-theory and field senses,ordered_T007_french_then_spanish_comparator,teoría de Galois de cuerpos conmutativos,théorie de Galois des corps commutatifs,False,False,no_exact_dominant_carrier,none_existing_evidence_only,0,False,none
L106,R823_HG_T007,HG106,bisher entwickelte Darstellungstheorie,teoria de representation developate usque nunc,the representation theory developed in Chapter I and used as the foundation here,carried_construction_candidate,R823:21258,R823_HG_T007/terminology/R823_HG_T007_TERMINOLOGY_v1.csv,330270DFCE6D91EE11F8B752499F24CE18EF600520D146D6F40F536EAA097400,T17-S1,approved_T007_validator_resolved_link,T007 validator resolves every listed identifier against WordWeb v10.,théorie des représentations développée jusqu'ici; teoría de representaciones desarrollada hasta aquí,the phrase could be detached from the preceding construction,The temporal back-reference and inherited representation term are both explicit,ordered_T007_french_then_spanish_comparator,teoría de representaciones desarrollada hasta aquí,théorie des représentations développée jusqu'ici,False,False,no_exact_dominant_carrier,none_existing_evidence_only,0,False,none
L107,R823_HG_T007,HG107,spezielle erzeugende Elementsysteme,sistemas special de elementos generante,special systems of generating elements rather than one asserted primitive element,analytic_construction_candidate_scope_locked,R823:21258,R823_HG_T007/terminology/R823_HG_T007_TERMINOLOGY_v1.csv,330270DFCE6D91EE11F8B752499F24CE18EF600520D146D6F40F536EAA097400,,explicit_unlinked_outside_reviewed_spine,T007 explicitly asserts no WordWeb v10 sense; no nearest-neighbour mapping is inferred.,systèmes spéciaux d'éléments générateurs; sistemas especiales de elementos generadores,collapsing the plural system to a primitive-element theorem would add content,No exact generating-system sense exists in WordWeb v10 and the plural structure is retained,ordered_T007_french_then_spanish_comparator,sistemas especiales de elementos generadores,systèmes spéciaux d'éléments générateurs,False,False,no_exact_dominant_carrier,none_existing_evidence_only,0,False,none
L108,R823_HG_T007,HG108,Sätze über Polynome,theoremas super polynomios,theorems concerning polynomials,construction_candidate,R823:21258,R823_HG_T007/terminology/R823_HG_T007_TERMINOLOGY_v1.csv,330270DFCE6D91EE11F8B752499F24CE18EF600520D146D6F40F536EAA097400,T41-S1;C2-polynomial,approved_T007_validator_resolved_link,T007 validator resolves every listed identifier against WordWeb v10.,théorèmes sur les polynômes; teoremas sobre polinomios,ordinary propositions or polynomial expressions without theorem status,The two verified v10 nodes cover theorem and polynomial without inferring the missing indeterminate sense,ordered_T007_french_then_spanish_comparator,teoremas sobre polinomios,théorèmes sur les polynômes,False,False,no_exact_dominant_carrier,none_existing_evidence_only,0,False,none
L109,R823_HG_T007,HG109,Unbestimmte,indeterminates,formal indeterminates occurring in polynomial statements,carried_construction_candidate,R823:21258,R823_HG_T007/terminology/R823_HG_T007_TERMINOLOGY_v1.csv,330270DFCE6D91EE11F8B752499F24CE18EF600520D146D6F40F536EAA097400,,explicit_unlinked_outside_reviewed_spine,T007 explicitly asserts no WordWeb v10 sense; no nearest-neighbour mapping is inferred.,indéterminées; indeterminadas; indeterminate,unknown numerical values rather than formal variables,The source-facing form is carried from HG91 and remains explicitly unlinked because WordWeb v10 has no indeterminate node,ordered_T007_french_then_spanish_comparator,indeterminadas,indéterminées,False,False,no_exact_dominant_carrier,none_existing_evidence_only,0,False,none
L110,R823_HG_T007,HG110,Koeffizientenerweiterung,extension de coefficientes,scalar or coefficient extension from P to Omega,construction_candidate_scope_locked,R823:21260,R823_HG_T007/terminology/R823_HG_T007_TERMINOLOGY_v1.csv,330270DFCE6D91EE11F8B752499F24CE18EF600520D146D6F40F536EAA097400,T25-S2;C2-coefficient,approved_T007_validator_resolved_link,T007 validator resolves every listed identifier against WordWeb v10.,extension des scalaires; extensión de escalares; estensione dei coefficienti,generic structure extension does not by itself identify a coefficient change,The verified scalar-extension and coefficient nodes jointly control the compound,ordered_T007_french_then_spanish_comparator,extensión de escalares,extension des scalaires,False,False,no_exact_dominant_carrier,none_existing_evidence_only,0,False,none
L111,R823_HG_T007,HG111,hyperkomplexes System,sistem hypercomplex,historical hypercomplex system in Noether's terminology,source_preserving_candidate,R823:21260;21262;21289,R823_HG_T007/terminology/R823_HG_T007_TERMINOLOGY_v1.csv,330270DFCE6D91EE11F8B752499F24CE18EF600520D146D6F40F536EAA097400,,explicit_unlinked_outside_reviewed_spine,T007 explicitly asserts no WordWeb v10 sense; no nearest-neighbour mapping is inferred.,système hypercomplexe; sistema hipercomplejo; sistema ipercomplesso,silent modernization to algebra could erase the historical source category,WordWeb v10 has no exact hypercomplex-system sense so no substitute link is asserted,ordered_T007_french_then_spanish_comparator,sistema hipercomplejo,système hypercomplexe,False,False,no_exact_dominant_carrier,none_existing_evidence_only,0,False,none
L112,R823_HG_T007,HG112,allgemeiner Satz,theorem general,the general mathematical theorem announced before the construction,construction_candidate,R823:21262,R823_HG_T007/terminology/R823_HG_T007_TERMINOLOGY_v1.csv,330270DFCE6D91EE11F8B752499F24CE18EF600520D146D6F40F536EAA097400,T41-S1,approved_T007_validator_resolved_link,T007 validator resolves every listed identifier against WordWeb v10.,théorème général; teorema general; teorema generale,Satz can also mean sentence or proposition,The proof reference and mathematical construction select the verified theorem sense,ordered_T007_french_then_spanish_comparator,teorema general,théorème général,False,False,no_exact_dominant_carrier,none_existing_evidence_only,0,False,none
L113,R823_HG_T007,HG113,Beweis unausgeführt,demostracio resta non developate,the formal proof is deliberately omitted because the author calls it nearly self-evident,construction_candidate_scope_locked,R823:21262,R823_HG_T007/terminology/R823_HG_T007_TERMINOLOGY_v1.csv,330270DFCE6D91EE11F8B752499F24CE18EF600520D146D6F40F536EAA097400,T44-S1,approved_T007_validator_resolved_link,T007 validator resolves every listed identifier against WordWeb v10.,démonstration non développée; demostración no desarrollada; dimostrazione omessa,rendering the following definitions as a supplied proof would contradict the source,The verified formal-proof sense is retained together with explicit non-performance,ordered_T007_french_then_spanish_comparator,demostración no desarrollada,démonstration non développée,False,False,no_exact_dominant_carrier,none_existing_evidence_only,0,False,none
L114,R823_HG_T007,HG114,kommutativer Körper P,corp commutativ P,the commutative algebraic field over which o is defined,carried_source_preserving_candidate,R823:21262,R823_HG_T007/terminology/R823_HG_T007_TERMINOLOGY_v1.csv,330270DFCE6D91EE11F8B752499F24CE18EF600520D146D6F40F536EAA097400,T02-S1,approved_T007_validator_resolved_link,T007 validator resolves every listed identifier against WordWeb v10.,corps commutatif; campo conmutativo; campo commutativo,body or physical-field readings and a noncommutative division ring reading,The verified field sense and the commutative modifier remain explicit,ordered_T007_french_then_spanish_comparator,campo conmutativo,corps commutatif,False,False,no_exact_dominant_carrier,none_existing_evidence_only,0,False,none
L115,R823_HG_T007,HG115,Erweiterungsring von P,anel de extension de P,a ring containing P as a compatible substructure,construction_candidate_scope_locked,R823:21262,R823_HG_T007/terminology/R823_HG_T007_TERMINOLOGY_v1.csv,330270DFCE6D91EE11F8B752499F24CE18EF600520D146D6F40F536EAA097400,T01-S1;T25-S1,approved_T007_validator_resolved_link,T007 validator resolves every listed identifier against WordWeb v10.,anneau d'extension de P; anillo de extensión de P; anello estensione di P,scalar extension of o is a later and different role,The verified ring and structure-extension senses model Omega's hypothesis,ordered_T007_french_then_spanish_comparator,anillo de extensión de P,anneau d'extension de P,False,False,no_exact_dominant_carrier,none_existing_evidence_only,0,False,none
L116,R823_HG_T007,HG116,Zentrum enthält P,centro contene P,the center of Omega contains P,construction_candidate_scope_locked,R823:21262,R823_HG_T007/terminology/R823_HG_T007_TERMINOLOGY_v1.csv,330270DFCE6D91EE11F8B752499F24CE18EF600520D146D6F40F536EAA097400,T24-S1,approved_T007_validator_resolved_link,T007 validator resolves every listed identifier against WordWeb v10.,centre contenant P; centro que contiene P; centro contenente P,the phrase must not be weakened to P merely commuting internally,The verified center sense entails commutation with every Omega element,ordered_T007_french_then_spanish_comparator,centro que contiene P,centre contenant P,False,False,no_exact_dominant_carrier,none_existing_evidence_only,0,False,none
L117,R823_HG_T007,HG117,erweitertes System o_Omega,sistem extendite o_Omega,the system obtained from o by coefficient extension to Omega,construction_candidate_scope_locked,R823:21262,R823_HG_T007/terminology/R823_HG_T007_TERMINOLOGY_v1.csv,330270DFCE6D91EE11F8B752499F24CE18EF600520D146D6F40F536EAA097400,T25-S2,approved_T007_validator_resolved_link,T007 validator resolves every listed identifier against WordWeb v10.,système étendu; sistema extendido; sistema esteso,generic overring inclusion alone does not encode the formal-sum construction,The verified scalar-extension sense is fixed by the following coordinate rules,ordered_T007_french_then_spanish_comparator,sistema extendido,système étendu,False,False,no_exact_dominant_carrier,none_existing_evidence_only,0,False,none
L118,R823_HG_T007,HG118,Menge aller formalen Summen,collection de tote le summas formal,the full set of formal coordinate sums with coefficients in Omega,analytic_construction_candidate_scope_locked,R823:21262,R823_HG_T007/terminology/R823_HG_T007_TERMINOLOGY_v1.csv,330270DFCE6D91EE11F8B752499F24CE18EF600520D146D6F40F536EAA097400,C2-set,approved_T007_validator_resolved_link,T007 validator resolves every listed identifier against WordWeb v10.,ensemble de toutes les sommes formelles; conjunto de todas las sumas formales,an analytic sum inside o instead of a formal coordinate object,The verified set node covers the collection and the target retains the universal quantifier and formal modifier,ordered_T007_french_then_spanish_comparator,conjunto de todas las sumas formales,ensemble de toutes les sommes formelles,False,False,no_exact_dominant_carrier,none_existing_evidence_only,0,False,none
L119,R823_HG_T007,HG119,dann und nur dann wenn,si e solmente si,biconditional equality criterion for every coefficient,carried_construction_candidate_scope_locked,R823:21266,R823_HG_T007/terminology/R823_HG_T007_TERMINOLOGY_v1.csv,330270DFCE6D91EE11F8B752499F24CE18EF600520D146D6F40F536EAA097400,T47-S1,approved_T007_validator_resolved_link,T007 validator resolves every listed identifier against WordWeb v10.,si et seulement si; si y solo si; se e solo se,a one-way implication would destroy coordinate uniqueness,The verified iff sense is realized in the displayed rule and qualified by pro cata i,ordered_T007_french_then_spanish_comparator,si y solo si,si et seulement si,False,False,no_exact_dominant_carrier,none_existing_evidence_only,0,False,none
L120,R823_HG_T007,HG120,Omega-Modul,modul de Omega,the module structure on the formal sums with displayed left and right Omega actions,construction_candidate,R823:21268-21274,R823_HG_T007/terminology/R823_HG_T007_TERMINOLOGY_v1.csv,330270DFCE6D91EE11F8B752499F24CE18EF600520D146D6F40F536EAA097400,T05-S1,approved_T007_validator_resolved_link,T007 validator resolves every listed identifier against WordWeb v10.,module sur Omega; módulo sobre Omega; modulo su Omega,one-sided action only or an Omega-vector space before Omega is assumed a field,The verified module sense is controlled by all displayed action rules,ordered_T007_french_then_spanish_comparator,módulo sobre Omega,module sur Omega,False,False,no_exact_dominant_carrier,none_existing_evidence_only,0,False,none
L121,R823_HG_T007,HG121,kommutativ mit Omega verbunden,connectite commutativmente con Omega,the formal generators commute with Omega as encoded by the final equality and compatible two-sided actions,source_preserving_analytic_candidate_scope_locked,R823:21268-21274,R823_HG_T007/terminology/R823_HG_T007_TERMINOLOGY_v1.csv,330270DFCE6D91EE11F8B752499F24CE18EF600520D146D6F40F536EAA097400,,explicit_unlinked_outside_reviewed_spine,T007 explicitly asserts no WordWeb v10 sense; no nearest-neighbour mapping is inferred.,lié commutativement à Omega; ligado conmutativamente con Omega,claiming Omega itself is commutative would contradict the later conditional,No exact historical linkage sense exists in WordWeb v10 and the editorial note blocks the stronger reading,ordered_T007_french_then_spanish_comparator,ligado conmutativamente con Omega,lié commutativement à Omega,False,False,no_exact_dominant_carrier,none_existing_evidence_only,0,False,none
L122,R823_HG_T007,HG122,Festsetzungen,definitiones,stipulations that create rather than derive the equality action and multiplication rules,carried_analytic_construction_candidate,R823:21262;21274,R823_HG_T007/terminology/R823_HG_T007_TERMINOLOGY_v1.csv,330270DFCE6D91EE11F8B752499F24CE18EF600520D146D6F40F536EAA097400,T43-S1,approved_T007_validator_resolved_link,T007 validator resolves every listed identifier against WordWeb v10.,définitions; estipulaciones; definizioni,calling them consequences would reverse their logical role,The verified definition sense is instantiated by the explicit rules,ordered_T007_french_then_spanish_comparator,estipulaciones,définitions,False,False,no_exact_dominant_carrier,none_existing_evidence_only,0,False,none
L123,R823_HG_T007,HG123,Erweiterungsring von o,anel de extension de o,the constructed ring containing the original hypercomplex system o,construction_candidate_scope_locked,R823:21281,R823_HG_T007/terminology/R823_HG_T007_TERMINOLOGY_v1.csv,330270DFCE6D91EE11F8B752499F24CE18EF600520D146D6F40F536EAA097400,T01-S1;T25-S1,approved_T007_validator_resolved_link,T007 validator resolves every listed identifier against WordWeb v10.,anneau d'extension de o; anillo de extensión de o; anello estensione di o,the hypothesis that Omega extends P is a distinct extension relation,The verified ring and structure-extension senses are tied to the post-multiplication conclusion,ordered_T007_french_then_spanish_comparator,anillo de extensión de o,anneau d'extension de o,False,False,no_exact_dominant_carrier,none_existing_evidence_only,0,False,none
L124,R823_HG_T007,HG124,Rang n über Omega,rango n super Omega,free-module rank n supplied by the formal basis c_1 through c_n,construction_candidate_scope_locked,R823:21281-21285,R823_HG_T007/terminology/R823_HG_T007_TERMINOLOGY_v1.csv,330270DFCE6D91EE11F8B752499F24CE18EF600520D146D6F40F536EAA097400,T23-S2,approved_T007_validator_resolved_link,T007 validator resolves every listed identifier against WordWeb v10.,range n sur Omega; rango n sobre Omega; rango n su Omega,matrix rank or generic rank and the ordinary range sense of rango,The formal coefficient uniqueness and displayed c_i basis select the verified free-module-rank sense,ordered_T007_french_then_spanish_comparator,rango n sobre Omega,range n sur Omega,False,False,no_exact_dominant_carrier,none_existing_evidence_only,0,False,none
L125,R823_HG_T007,HG125,von der Basis unabhängig,independente del base,independence of the constructed system from the chosen basis c_1 through c_n,construction_candidate_scope_locked,R823:21289,R823_HG_T007/terminology/R823_HG_T007_TERMINOLOGY_v1.csv,330270DFCE6D91EE11F8B752499F24CE18EF600520D146D6F40F536EAA097400,T22-S1,approved_T007_validator_resolved_link,T007 validator resolves every listed identifier against WordWeb v10.,indépendant de la base; independiente de la base; indipendente dalla base,independence of the basis vectors themselves rather than of the construction,The verified linear-basis sense is anchored by the preceding displayed basis form,ordered_T007_french_then_spanish_comparator,independiente de la base,indépendant de la base,False,False,no_exact_dominant_carrier,none_existing_evidence_only,0,False,none
L126,R823_HG_T007,HG126,Omega ein kommutativer Körper,Omega es un corp commutativ,the additional field hypothesis under which the extended system is hypercomplex over Omega,carried_source_preserving_candidate_scope_locked,R823:21289,R823_HG_T007/terminology/R823_HG_T007_TERMINOLOGY_v1.csv,330270DFCE6D91EE11F8B752499F24CE18EF600520D146D6F40F536EAA097400,T02-S1,approved_T007_validator_resolved_link,T007 validator resolves every listed identifier against WordWeb v10.,Omega corps commutatif; Omega cuerpo conmutativo; Omega campo commutativo,treating Omega as commutative earlier would erase the conditional,The verified field sense is asserted only in the final conditional sentence,ordered_T007_french_then_spanish_comparator,Omega cuerpo conmutativo,Omega corps commutatif,False,False,no_exact_dominant_carrier,none_existing_evidence_only,0,False,none
L127,R823_HG_T008,HG127,irreduzible Darstellungen kommutativer Systeme,representationes irreducibile de sistems commutativ,irreducible direct representations of a commutative algebraic system,construction_candidate_scope_locked,R823:21291;21293,R823_HG_T008/terminology/R823_HG_T008_TERMINOLOGY_v1.csv,984A754A430E7940118AB24ACAAB8F5066B385B085598E3D1DCD58CCC25BA864,T17-S1,approved_T008_validator_resolved_links_with_explicit_gaps,Retained resolvable WordWeb v10 identifiers T17-S1; excluded gap sentinels none_irreducible_qualifier_not_in_wordweb_v10 from graph linkage while preserving them here as unresolved requirements.,représentations irréductibles de systèmes commutatifs; representaciones irreducibles de sistemas conmutativos,simple modules or arbitrary images without a representation map,The representation node is verified but irreducibility remains an explicit unfilled qualifier gap,ordered_T008_french_then_spanish_comparator,representaciones irreducibles de sistemas conmutativos,représentations irréductibles de systèmes commutatifs,False,False,no_exact_dominant_carrier,none_existing_evidence_only,0,False,none
L128,R823_HG_T008,HG128,kommutatives System über P,sistem commutativ super P,a finite-rank commutative system over the coefficient field P,carried_source_preserving_candidate,R823:21293,R823_HG_T008/terminology/R823_HG_T008_TERMINOLOGY_v1.csv,984A754A430E7940118AB24ACAAB8F5066B385B085598E3D1DCD58CCC25BA864,,explicit_unlinked_outside_reviewed_spine,No WordWeb v10 identifier is available; excluded and recorded explicit gap sentinels none_commutative_system_not_in_wordweb_v10 without nearest-neighbour inference.,système commutatif sur P; sistema conmutativo sobre P,a field or ring assertion stronger than the historical system wording,The historical system category is retained because WordWeb v10 has no exact node,ordered_T008_french_then_spanish_comparator,sistema conmutativo sobre P,système commutatif sur P,False,False,no_exact_dominant_carrier,none_existing_evidence_only,0,False,none
L129,R823_HG_T008,HG129,algebraisch abgeschlossener Erweiterungskörper Omega,corp de extension algebraicamente claudite Omega,an algebraically closed field containing P as a subfield,construction_candidate_scope_locked,R823:21293,R823_HG_T008/terminology/R823_HG_T008_TERMINOLOGY_v1.csv,984A754A430E7940118AB24ACAAB8F5066B385B085598E3D1DCD58CCC25BA864,T02-S1;T25-S1,approved_T008_validator_resolved_links_with_explicit_gaps,Retained resolvable WordWeb v10 identifiers T02-S1;T25-S1; excluded gap sentinels none_algebraically_closed_not_in_wordweb_v10 from graph linkage while preserving them here as unresolved requirements.,corps d'extension algébriquement clos; cuerpo de extensión algebraicamente cerrado,a merely commutative field or a general extension ring,Field and structure-extension senses are linked while algebraic closure remains an explicit gap,ordered_T008_french_then_spanish_comparator,cuerpo de extensión algebraicamente cerrado,corps d'extension algébriquement clos,False,False,no_exact_dominant_carrier,none_existing_evidence_only,0,False,none
L130,R823_HG_T008,HG130,Z_Omega,sistem extendite Z_Omega,the coefficient-extended system with the same displayed basis and coefficients in Omega,carried_construction_candidate_scope_locked,R823:21293,R823_HG_T008/terminology/R823_HG_T008_TERMINOLOGY_v1.csv,984A754A430E7940118AB24ACAAB8F5066B385B085598E3D1DCD58CCC25BA864,T25-S2,approved_T008_validator_resolved_link,Retained the T008 validator-resolved WordWeb v10 identifiers T25-S2.,système étendu Z_Omega; sistema extendido Z_Omega,identifying Z and Z_Omega as equal systems,The scalar-extension link is exact and both directions concern representations rather than equality of systems,ordered_T008_french_then_spanish_comparator,sistema extendido Z_Omega,système étendu Z_Omega,False,False,no_exact_dominant_carrier,none_existing_evidence_only,0,False,none
L131,R823_HG_T008,HG131,Darstellungen der Basiselemente hinreichend,representationes del elementos de base suffice,the stated sufficiency of representations of the basis elements already contained in P,source_preserving_analytic_candidate_scope_locked,R823:21293,R823_HG_T008/terminology/R823_HG_T008_TERMINOLOGY_v1.csv,984A754A430E7940118AB24ACAAB8F5066B385B085598E3D1DCD58CCC25BA864,T22-S1;T17-S1,approved_T008_validator_resolved_link,Retained the T008 validator-resolved WordWeb v10 identifiers T22-S1;T17-S1.,représentations des éléments de base suffisantes; representaciones de los elementos de base suficientes,rewriting the clause as a primitive-element assertion or omitting schon in P,The source wording is retained without resolving its compact historical phrasing beyond the stated basis and representation senses,ordered_T008_french_then_spanish_comparator,representaciones de los elementos de base suficientes,représentations des éléments de base suffisantes,False,False,no_exact_dominant_carrier,none_existing_evidence_only,0,False,none
