unit_id,source_locator_detail,target_locator_detail,method,reviewed_structures,reviewed_formulas,reviewed_notes,findings,reviewer_provenance,supporting_artifacts,review_state
BOOK_S24,R823 BOOK_S24 authority slice lines 22566--22970,expanded French BOOK_S24 slice lines 23977--24380,"For BOOK_S24, compared the complete expanded French book unit directly with its frozen R823 unit and re-ran the 31-section book parser after reconciliation.","For BOOK_S24, checked unit boundaries, headings, paragraph order, lists, theorem topology, cross-references, and the corresponding 31/31 structural-audit row.","For BOOK_S24, compared every displayed and inline mathematical expression, including ordered formulas, indices, operators, relation symbols, and translated text nodes.","For BOOK_S24, checked every source note and footnote mark/text pair, its anchor, sequence position, bibliography reference, and continuation across fragment joins.","BOOK_S24: BOOK_S24 is source-reconciled after the final live-file pass; no residual structural, formula, note, terminology, or metadata blocker remains.","French R823 manager review for BOOK_S24, independently revalidated in the frozen 38-unit post-P43 audit and in fresh isolated book compilation.",evidence/R823_FRENCH_FINAL_RECONCILIATION_AUDIT_20260718.md,review-complete
BOOK_S25,R823 BOOK_S25 authority slice lines 22971--23264,expanded French BOOK_S25 slice lines 24381--24632,"For BOOK_S25, compared the complete expanded French book unit directly with its frozen R823 unit and re-ran the 31-section book parser after reconciliation.","For BOOK_S25, checked unit boundaries, headings, paragraph order, lists, theorem topology, cross-references, and the corresponding 31/31 structural-audit row.","For BOOK_S25, compared every displayed and inline mathematical expression, including ordered formulas, indices, operators, relation symbols, and translated text nodes.","For BOOK_S25, checked every source note and footnote mark/text pair, its anchor, sequence position, bibliography reference, and continuation across fragment joins.","BOOK_S25: BOOK_S25 is source-reconciled after the final live-file pass; no residual structural, formula, note, terminology, or metadata blocker remains.","French R823 manager review for BOOK_S25, independently revalidated in the frozen 38-unit post-P43 audit and in fresh isolated book compilation.",evidence/R823_FRENCH_FINAL_RECONCILIATION_AUDIT_20260718.md,review-complete
BOOK_S26,R823 BOOK_S26 authority slice lines 23265--23321,expanded French BOOK_S26 slice lines 24633--24687,"For BOOK_S26, compared the complete expanded French book unit directly with its frozen R823 unit and re-ran the 31-section book parser after reconciliation.","For BOOK_S26, checked unit boundaries, headings, paragraph order, lists, theorem topology, cross-references, and the corresponding 31/31 structural-audit row.","For BOOK_S26, compared every displayed and inline mathematical expression, including ordered formulas, indices, operators, relation symbols, and translated text nodes.","For BOOK_S26, checked every source note and footnote mark/text pair, its anchor, sequence position, bibliography reference, and continuation across fragment joins.","BOOK_S26: BOOK_S26 is source-reconciled after the final live-file pass; no residual structural, formula, note, terminology, or metadata blocker remains.","French R823 manager review for BOOK_S26, independently revalidated in the frozen 38-unit post-P43 audit and in fresh isolated book compilation.",evidence/R823_FRENCH_FINAL_RECONCILIATION_AUDIT_20260718.md,review-complete
BOOK_S27,R823 BOOK_S27 authority slice lines 23322--23450,expanded French BOOK_S27 slice lines 24688--24816,"For BOOK_S27, compared the complete expanded French book unit directly with its frozen R823 unit and re-ran the 31-section book parser after reconciliation.","For BOOK_S27, checked unit boundaries, headings, paragraph order, lists, theorem topology, cross-references, and the corresponding 31/31 structural-audit row.","For BOOK_S27, compared every displayed and inline mathematical expression, including ordered formulas, indices, operators, relation symbols, and translated text nodes.","For BOOK_S27, checked every source note and footnote mark/text pair, its anchor, sequence position, bibliography reference, and continuation across fragment joins.","BOOK_S27: BOOK_S27 is source-reconciled after the final live-file pass; no residual structural, formula, note, terminology, or metadata blocker remains.","French R823 manager review for BOOK_S27, independently revalidated in the frozen 38-unit post-P43 audit and in fresh isolated book compilation.",evidence/R823_FRENCH_FINAL_RECONCILIATION_AUDIT_20260718.md,review-complete
BOOK_S28,R823 BOOK_S28 authority slice lines 23451--23581,expanded French BOOK_S28 slice lines 24817--24947,"For BOOK_S28, compared the complete expanded French book unit directly with its frozen R823 unit and re-ran the 31-section book parser after reconciliation.","For BOOK_S28, checked unit boundaries, headings, paragraph order, lists, theorem topology, cross-references, and the corresponding 31/31 structural-audit row.","For BOOK_S28, compared every displayed and inline mathematical expression, including ordered formulas, indices, operators, relation symbols, and translated text nodes.","For BOOK_S28, checked every source note and footnote mark/text pair, its anchor, sequence position, bibliography reference, and continuation across fragment joins.","BOOK_S28: BOOK_S28 is source-reconciled after the final live-file pass; no residual structural, formula, note, terminology, or metadata blocker remains.","French R823 manager review for BOOK_S28, independently revalidated in the frozen 38-unit post-P43 audit and in fresh isolated book compilation.",evidence/R823_FRENCH_FINAL_RECONCILIATION_AUDIT_20260718.md,review-complete
BOOK_S29,R823 BOOK_S29 authority slice lines 23582--23601,expanded French BOOK_S29 slice lines 24948--24967,"For BOOK_S29, compared the complete expanded French book unit directly with its frozen R823 unit and re-ran the 31-section book parser after reconciliation.","For BOOK_S29, checked unit boundaries, headings, paragraph order, lists, theorem topology, cross-references, and the corresponding 31/31 structural-audit row.","For BOOK_S29, compared every displayed and inline mathematical expression, including ordered formulas, indices, operators, relation symbols, and translated text nodes.","For BOOK_S29, checked every source note and footnote mark/text pair, its anchor, sequence position, bibliography reference, and continuation across fragment joins.","BOOK_S29: BOOK_S29 is source-reconciled after the final live-file pass; no residual structural, formula, note, terminology, or metadata blocker remains.","French R823 manager review for BOOK_S29, independently revalidated in the frozen 38-unit post-P43 audit and in fresh isolated book compilation.",evidence/R823_FRENCH_FINAL_RECONCILIATION_AUDIT_20260718.md,review-complete
BOOK_S30,R823 BOOK_S30 authority slice lines 23602--23678,expanded French BOOK_S30 slice lines 24968--25044,"For BOOK_S30, compared the complete expanded French book unit directly with its frozen R823 unit and re-ran the 31-section book parser after reconciliation.","For BOOK_S30, checked unit boundaries, headings, paragraph order, lists, theorem topology, cross-references, and the corresponding 31/31 structural-audit row.","For BOOK_S30, compared every displayed and inline mathematical expression, including ordered formulas, indices, operators, relation symbols, and translated text nodes.","For BOOK_S30, checked every source note and footnote mark/text pair, its anchor, sequence position, bibliography reference, and continuation across fragment joins.","BOOK_S30: BOOK_S30 is source-reconciled after the final live-file pass; no residual structural, formula, note, terminology, or metadata blocker remains.","French R823 manager review for BOOK_S30, independently revalidated in the frozen 38-unit post-P43 audit and in fresh isolated book compilation.",evidence/R823_FRENCH_FINAL_RECONCILIATION_AUDIT_20260718.md,review-complete
BOOK_S31,R823 BOOK_S31 authority slice lines 23679--23717,expanded French BOOK_S31 slice lines 25045--25088,"For BOOK_S31, compared the complete expanded French book unit directly with its frozen R823 unit and re-ran the 31-section book parser after reconciliation.","For BOOK_S31, checked unit boundaries, headings, paragraph order, lists, theorem topology, cross-references, and the corresponding 31/31 structural-audit row.","For BOOK_S31, compared every displayed and inline mathematical expression, including ordered formulas, indices, operators, relation symbols, and translated text nodes.","For BOOK_S31, checked every source note and footnote mark/text pair, its anchor, sequence position, bibliography reference, and continuation across fragment joins.","BOOK_S31: BOOK_S31 is source-reconciled after the final live-file pass; no residual structural, formula, note, terminology, or metadata blocker remains.","French R823 manager review for BOOK_S31, independently revalidated in the frozen 38-unit post-P43 audit and in fresh isolated book compilation.",evidence/R823_FRENCH_FINAL_RECONCILIATION_AUDIT_20260718.md,review-complete
POST45_MAIN,R823 POST45_MAIN authority slice lines 23718--23863,expanded French POST45_MAIN slice lines 25089--25232,"For POST45_MAIN, compared the complete expanded French paper slice directly with the frozen R823 German slice, then repeated the comparison after live repairs.","For POST45_MAIN, checked paper boundaries, title and section order, paragraph flow, theorem/definition/lemma topology, and the final 43-paper structural-audit row.","For POST45_MAIN, checked the ordered display stream, numbered tags, inline variables, operators, bars, exponents, dummy indices, congruences, and explicit products.","For POST45_MAIN, checked footnote/source-note count, order, anchors, continuation text, bibliographic metadata, and any counter reset visible in the authority slice.","POST45_MAIN: Kapferer main text is source-reconciled, including the complete displayed mathematics and source notes 1--16.","French R823 manager review for POST45_MAIN, independently checked in the disjoint P01--P21 or P22--P43 audit tranche and revalidated from the live include graph.",evidence/R823_FRENCH_FINAL_RECONCILIATION_AUDIT_20260718.md,review-complete
POST45_NOETHER_SUPPLEMENT,R823 POST45_NOETHER_SUPPLEMENT authority slice lines 23864--23964,expanded French POST45_NOETHER_SUPPLEMENT slice lines 25233--25339,"For POST45_NOETHER_SUPPLEMENT, compared the complete expanded French paper slice directly with the frozen R823 German slice, then repeated the comparison after live repairs.","For POST45_NOETHER_SUPPLEMENT, checked paper boundaries, title and section order, paragraph flow, theorem/definition/lemma topology, and the final 43-paper structural-audit row.","For POST45_NOETHER_SUPPLEMENT, checked the ordered display stream, numbered tags, inline variables, operators, bars, exponents, dummy indices, congruences, and explicit products.","For POST45_NOETHER_SUPPLEMENT, checked footnote/source-note count, order, anchors, continuation text, bibliographic metadata, and any counter reset visible in the authority slice.","POST45_NOETHER_SUPPLEMENT: The Noether supplement is source-reconciled, including the split note mark/text and terminal transition.","French R823 manager review for POST45_NOETHER_SUPPLEMENT, independently checked in the disjoint P01--P21 or P22--P43 audit tranche and revalidated from the live include graph.",evidence/R823_FRENCH_FINAL_RECONCILIATION_AUDIT_20260718.md,review-complete
BIBLIOGRAPHY,R823 BIBLIOGRAPHY authority slice lines 23965--24064,expanded French BIBLIOGRAPHY slice lines 25340--25439,"For BIBLIOGRAPHY, compared every expanded terminal record with the frozen R823 terminal slice and independently recounted the complete ordered record set.","For BIBLIOGRAPHY, checked the unit heading, exact record count and order, paragraph and list boundaries, metadata fields, and transition to the adjacent terminal unit.","For BIBLIOGRAPHY, checked all mathematical symbols and inline expressions that occur; where no display formula is expected, verified that none was omitted or invented.","For BIBLIOGRAPHY, checked citations, dates, titles, source-note text, author/editor data, punctuation-bearing metadata, and all terminal cross-references.",BIBLIOGRAPHY: All 43 bibliography records plus the separate Kapferer citation are present in authority order.,"French R823 manager review for BIBLIOGRAPHY, independently revalidated in the frozen terminal audit and a fresh four-page isolated compilation.",evidence/R823_FRENCH_FINAL_RECONCILIATION_AUDIT_20260718.md,review-complete
SHORT_NOTICES,R823 SHORT_NOTICES authority slice lines 24065--24090,expanded French SHORT_NOTICES slice lines 25440--25465,"For SHORT_NOTICES, compared every expanded terminal record with the frozen R823 terminal slice and independently recounted the complete ordered record set.","For SHORT_NOTICES, checked the unit heading, exact record count and order, paragraph and list boundaries, metadata fields, and transition to the adjacent terminal unit.","For SHORT_NOTICES, checked all mathematical symbols and inline expressions that occur; where no display formula is expected, verified that none was omitted or invented.","For SHORT_NOTICES, checked citations, dates, titles, source-note text, author/editor data, punctuation-bearing metadata, and all terminal cross-references.",SHORT_NOTICES: All 12 short notices are present in authority order with their metadata and prose checked.,"French R823 manager review for SHORT_NOTICES, independently revalidated in the frozen terminal audit and a fresh four-page isolated compilation.",evidence/R823_FRENCH_FINAL_RECONCILIATION_AUDIT_20260718.md,review-complete
BOOK_REVIEWS,R823 BOOK_REVIEWS authority slice lines 24091--24110,expanded French BOOK_REVIEWS slice lines 25466--25485,"For BOOK_REVIEWS, compared every expanded terminal record with the frozen R823 terminal slice and independently recounted the complete ordered record set.","For BOOK_REVIEWS, checked the unit heading, exact record count and order, paragraph and list boundaries, metadata fields, and transition to the adjacent terminal unit.","For BOOK_REVIEWS, checked all mathematical symbols and inline expressions that occur; where no display formula is expected, verified that none was omitted or invented.","For BOOK_REVIEWS, checked citations, dates, titles, source-note text, author/editor data, punctuation-bearing metadata, and all terminal cross-references.",BOOK_REVIEWS: All five book-review records are present in authority order with their metadata and prose checked.,"French R823 manager review for BOOK_REVIEWS, independently revalidated in the frozen terminal audit and a fresh four-page isolated compilation.",evidence/R823_FRENCH_FINAL_RECONCILIATION_AUDIT_20260718.md,review-complete
BOOKS_WITH_NOETHER,R823 BOOKS_WITH_NOETHER authority slice lines 24111--24123,expanded French BOOKS_WITH_NOETHER slice lines 25486--25497,"For BOOKS_WITH_NOETHER, compared every expanded terminal record with the frozen R823 terminal slice and independently recounted the complete ordered record set.","For BOOKS_WITH_NOETHER, checked the unit heading, exact record count and order, paragraph and list boundaries, metadata fields, and transition to the adjacent terminal unit.","For BOOKS_WITH_NOETHER, checked all mathematical symbols and inline expressions that occur; where no display formula is expected, verified that none was omitted or invented.","For BOOKS_WITH_NOETHER, checked citations, dates, titles, source-note text, author/editor data, punctuation-bearing metadata, and all terminal cross-references.",BOOKS_WITH_NOETHER: Both books-with-Noether records are present in authority order with their metadata checked.,"French R823 manager review for BOOKS_WITH_NOETHER, independently revalidated in the frozen terminal audit and a fresh four-page isolated compilation.",evidence/R823_FRENCH_FINAL_RECONCILIATION_AUDIT_20260718.md,review-complete
