unit_id,source_sha256,target_sha256,target_document_sha256,source_locator,target_locator,method,reviewed_structures,reviewed_formulas,reviewed_notes,findings,reviewer_provenance,supporting_artifacts,supporting_artifact_sha256,status
BOOK_S01,0F1710DAE06E6F55E55E84904AD8D5FA0789C3C56A057E9FBB43F955A34A3A04,C8F128905E49DB1759306E456646B2C3CC7BD3D58138DF0B78B2A30C8A3BE6E5,C6D82EDA47B6B199D750B93FBF9A67AE2D94E20C2A7615A07FAE5D06980D2C05,"R823 unit BOOK_S01, expanded source lines 21061--21088; R823 BOOK_S01 authority slice lines 21061--21088","French unit BOOK_S01, expanded target lines 22639--22660; expanded French BOOK_S01 slice lines 22469--22490","For BOOK_S01, compared the complete expanded French book unit directly with its frozen R823 unit and re-ran the 31-section book parser after reconciliation.","For BOOK_S01, checked unit boundaries, headings, paragraph order, lists, theorem topology, cross-references, and the corresponding 31/31 structural-audit row.","For BOOK_S01, compared every displayed and inline mathematical expression, including ordered formulas, indices, operators, relation symbols, and translated text nodes.","For BOOK_S01, checked every source note and footnote mark/text pair, its anchor, sequence position, bibliography reference, and continuation across fragment joins.","BOOK_S01: BOOK_S01 is source-reconciled after the final live-file pass; no residual structural, formula, note, terminology, or metadata blocker remains.","French R823 manager review for BOOK_S01, independently revalidated in the frozen 38-unit post-P43 audit and in fresh isolated book compilation.",R823_FRENCH_FINAL_RECONCILIATION_AUDIT_20260718.md,1FC7702D297F596F772EB426B54577941A56886D9C07B98A5C011387B545C4A7,source-reconciled
BOOK_S02,A3AA3EFEEBF94086BDD3A6D87D8387541EE1B354E9984A08E363C6B6D174D800,E4FFE2040507FE0FF5A595A2010369AEA32F5D0261154805E55B8101DAE64F8E,C6D82EDA47B6B199D750B93FBF9A67AE2D94E20C2A7615A07FAE5D06980D2C05,"R823 unit BOOK_S02, expanded source lines 21089--21098; R823 BOOK_S02 authority slice lines 21089--21098","French unit BOOK_S02, expanded target lines 22661--22670; expanded French BOOK_S02 slice lines 22491--22500","For BOOK_S02, compared the complete expanded French book unit directly with its frozen R823 unit and re-ran the 31-section book parser after reconciliation.","For BOOK_S02, checked unit boundaries, headings, paragraph order, lists, theorem topology, cross-references, and the corresponding 31/31 structural-audit row.","For BOOK_S02, compared every displayed and inline mathematical expression, including ordered formulas, indices, operators, relation symbols, and translated text nodes.","For BOOK_S02, checked every source note and footnote mark/text pair, its anchor, sequence position, bibliography reference, and continuation across fragment joins.","BOOK_S02: BOOK_S02 is source-reconciled after the final live-file pass; no residual structural, formula, note, terminology, or metadata blocker remains.","French R823 manager review for BOOK_S02, independently revalidated in the frozen 38-unit post-P43 audit and in fresh isolated book compilation.",R823_FRENCH_FINAL_RECONCILIATION_AUDIT_20260718.md,1FC7702D297F596F772EB426B54577941A56886D9C07B98A5C011387B545C4A7,source-reconciled
BOOK_S03,9D7E0692722A3C86C224ABA3F486F10586059EADB62DD25263CCC512368ED72F,86008A890ED192FBCB211F6543326069D684E3BBFCE1AE64A8E204A213D44C24,C6D82EDA47B6B199D750B93FBF9A67AE2D94E20C2A7615A07FAE5D06980D2C05,"R823 unit BOOK_S03, expanded source lines 21099--21116; R823 BOOK_S03 authority slice lines 21099--21116","French unit BOOK_S03, expanded target lines 22671--22686; expanded French BOOK_S03 slice lines 22501--22516","For BOOK_S03, compared the complete expanded French book unit directly with its frozen R823 unit and re-ran the 31-section book parser after reconciliation.","For BOOK_S03, checked unit boundaries, headings, paragraph order, lists, theorem topology, cross-references, and the corresponding 31/31 structural-audit row.","For BOOK_S03, compared every displayed and inline mathematical expression, including ordered formulas, indices, operators, relation symbols, and translated text nodes.","For BOOK_S03, checked every source note and footnote mark/text pair, its anchor, sequence position, bibliography reference, and continuation across fragment joins.","BOOK_S03: BOOK_S03 is source-reconciled after the final live-file pass; no residual structural, formula, note, terminology, or metadata blocker remains.","French R823 manager review for BOOK_S03, independently revalidated in the frozen 38-unit post-P43 audit and in fresh isolated book compilation.",R823_FRENCH_FINAL_RECONCILIATION_AUDIT_20260718.md,1FC7702D297F596F772EB426B54577941A56886D9C07B98A5C011387B545C4A7,source-reconciled
BOOK_S04,7D170972E675BDA90D9FFE5BD14EEA8CB4A45384BB27624AAEA3E75774B65E9F,6CD15645AAA38BBE32A8B17155016D982CCC60DAC15AB63A0055F64E387183F6,C6D82EDA47B6B199D750B93FBF9A67AE2D94E20C2A7615A07FAE5D06980D2C05,"R823 unit BOOK_S04, expanded source lines 21117--21259; R823 BOOK_S04 authority slice lines 21117--21259","French unit BOOK_S04, expanded target lines 22687--22820; expanded French BOOK_S04 slice lines 22517--22650","For BOOK_S04, compared the complete expanded French book unit directly with its frozen R823 unit and re-ran the 31-section book parser after reconciliation.","For BOOK_S04, checked unit boundaries, headings, paragraph order, lists, theorem topology, cross-references, and the corresponding 31/31 structural-audit row.","For BOOK_S04, compared every displayed and inline mathematical expression, including ordered formulas, indices, operators, relation symbols, and translated text nodes.","For BOOK_S04, checked every source note and footnote mark/text pair, its anchor, sequence position, bibliography reference, and continuation across fragment joins.","BOOK_S04: BOOK_S04 is source-reconciled after the final live-file pass; no residual structural, formula, note, terminology, or metadata blocker remains.","French R823 manager review for BOOK_S04, independently revalidated in the frozen 38-unit post-P43 audit and in fresh isolated book compilation.",R823_FRENCH_FINAL_RECONCILIATION_AUDIT_20260718.md,1FC7702D297F596F772EB426B54577941A56886D9C07B98A5C011387B545C4A7,source-reconciled
BOOK_S05,9B15D32A1EAAC8559A1C2D077821BCFAEEFD5F289EEA74311DC3242A44E3CA12,0EE7AB8414A6F8ECA425BC2C952E77C7C93CA7B44AE710EC9E977107DD86700F,C6D82EDA47B6B199D750B93FBF9A67AE2D94E20C2A7615A07FAE5D06980D2C05,"R823 unit BOOK_S05, expanded source lines 21260--21290; R823 BOOK_S05 authority slice lines 21260--21290","French unit BOOK_S05, expanded target lines 22821--22851; expanded French BOOK_S05 slice lines 22651--22681","For BOOK_S05, compared the complete expanded French book unit directly with its frozen R823 unit and re-ran the 31-section book parser after reconciliation.","For BOOK_S05, checked unit boundaries, headings, paragraph order, lists, theorem topology, cross-references, and the corresponding 31/31 structural-audit row.","For BOOK_S05, compared every displayed and inline mathematical expression, including ordered formulas, indices, operators, relation symbols, and translated text nodes.","For BOOK_S05, checked every source note and footnote mark/text pair, its anchor, sequence position, bibliography reference, and continuation across fragment joins.","BOOK_S05: BOOK_S05 is source-reconciled after the final live-file pass; no residual structural, formula, note, terminology, or metadata blocker remains.","French R823 manager review for BOOK_S05, independently revalidated in the frozen 38-unit post-P43 audit and in fresh isolated book compilation.",R823_FRENCH_FINAL_RECONCILIATION_AUDIT_20260718.md,1FC7702D297F596F772EB426B54577941A56886D9C07B98A5C011387B545C4A7,source-reconciled
BOOK_S06,9EF0D3E1622FF6557C044C0A4C5DDC9EAC099EC276993FC182F566E3C9C8D0FD,07CD61B8D9A145B1750232B6493A0C90C7A7627481423B604672CEC781A06DB1,C6D82EDA47B6B199D750B93FBF9A67AE2D94E20C2A7615A07FAE5D06980D2C05,"R823 unit BOOK_S06, expanded source lines 21291--21308; R823 BOOK_S06 authority slice lines 21291--21308","French unit BOOK_S06, expanded target lines 22852--22869; expanded French BOOK_S06 slice lines 22682--22699","For BOOK_S06, compared the complete expanded French book unit directly with its frozen R823 unit and re-ran the 31-section book parser after reconciliation.","For BOOK_S06, checked unit boundaries, headings, paragraph order, lists, theorem topology, cross-references, and the corresponding 31/31 structural-audit row.","For BOOK_S06, compared every displayed and inline mathematical expression, including ordered formulas, indices, operators, relation symbols, and translated text nodes.","For BOOK_S06, checked every source note and footnote mark/text pair, its anchor, sequence position, bibliography reference, and continuation across fragment joins.","BOOK_S06: BOOK_S06 is source-reconciled after the final live-file pass; no residual structural, formula, note, terminology, or metadata blocker remains.","French R823 manager review for BOOK_S06, independently revalidated in the frozen 38-unit post-P43 audit and in fresh isolated book compilation.",R823_FRENCH_FINAL_RECONCILIATION_AUDIT_20260718.md,1FC7702D297F596F772EB426B54577941A56886D9C07B98A5C011387B545C4A7,source-reconciled
BOOK_S07,4603A4471E23543D64144118C8372A6BBCFDF381947634A7E8E19BAF0F7C7008,C1BEB0E75C77CDB8B088FBAF94E187B8B2561F067EC12C8536DCAC17BA6E6D55,C6D82EDA47B6B199D750B93FBF9A67AE2D94E20C2A7615A07FAE5D06980D2C05,"R823 unit BOOK_S07, expanded source lines 21309--21320; R823 BOOK_S07 authority slice lines 21309--21320","French unit BOOK_S07, expanded target lines 22870--22881; expanded French BOOK_S07 slice lines 22700--22711","For BOOK_S07, compared the complete expanded French book unit directly with its frozen R823 unit and re-ran the 31-section book parser after reconciliation.","For BOOK_S07, checked unit boundaries, headings, paragraph order, lists, theorem topology, cross-references, and the corresponding 31/31 structural-audit row.","For BOOK_S07, compared every displayed and inline mathematical expression, including ordered formulas, indices, operators, relation symbols, and translated text nodes.","For BOOK_S07, checked every source note and footnote mark/text pair, its anchor, sequence position, bibliography reference, and continuation across fragment joins.","BOOK_S07: BOOK_S07 is source-reconciled after the final live-file pass; no residual structural, formula, note, terminology, or metadata blocker remains.","French R823 manager review for BOOK_S07, independently revalidated in the frozen 38-unit post-P43 audit and in fresh isolated book compilation.",R823_FRENCH_FINAL_RECONCILIATION_AUDIT_20260718.md,1FC7702D297F596F772EB426B54577941A56886D9C07B98A5C011387B545C4A7,source-reconciled
BOOK_S08,B4DAFAEC7F654C8D0F9B1FCACBBEA48943BF1288F517E443190AB32F7DB1821E,118588BE2623853D1DAA4310006AC008527EC53B9CD5FA5EB6DA1E9DFDA96EBB,C6D82EDA47B6B199D750B93FBF9A67AE2D94E20C2A7615A07FAE5D06980D2C05,"R823 unit BOOK_S08, expanded source lines 21321--21326; R823 BOOK_S08 authority slice lines 21321--21326","French unit BOOK_S08, expanded target lines 22882--22887; expanded French BOOK_S08 slice lines 22712--22717","For BOOK_S08, compared the complete expanded French book unit directly with its frozen R823 unit and re-ran the 31-section book parser after reconciliation.","For BOOK_S08, checked unit boundaries, headings, paragraph order, lists, theorem topology, cross-references, and the corresponding 31/31 structural-audit row.","For BOOK_S08, compared every displayed and inline mathematical expression, including ordered formulas, indices, operators, relation symbols, and translated text nodes.","For BOOK_S08, checked every source note and footnote mark/text pair, its anchor, sequence position, bibliography reference, and continuation across fragment joins.","BOOK_S08: BOOK_S08 is source-reconciled after the final live-file pass; no residual structural, formula, note, terminology, or metadata blocker remains.","French R823 manager review for BOOK_S08, independently revalidated in the frozen 38-unit post-P43 audit and in fresh isolated book compilation.",R823_FRENCH_FINAL_RECONCILIATION_AUDIT_20260718.md,1FC7702D297F596F772EB426B54577941A56886D9C07B98A5C011387B545C4A7,source-reconciled
BOOK_S09,F211164EECD2A61F4C92FD0FE2B6C74D8C750A17D358D73E7C9924F9A0C7E683,2AACE716CC9B71C2E4C0A6BDCD8A9A03C451DCD3C74A6B46635811DD1162050A,C6D82EDA47B6B199D750B93FBF9A67AE2D94E20C2A7615A07FAE5D06980D2C05,"R823 unit BOOK_S09, expanded source lines 21327--21330; R823 BOOK_S09 authority slice lines 21327--21330","French unit BOOK_S09, expanded target lines 22888--22891; expanded French BOOK_S09 slice lines 22718--22721","For BOOK_S09, compared the complete expanded French book unit directly with its frozen R823 unit and re-ran the 31-section book parser after reconciliation.","For BOOK_S09, checked unit boundaries, headings, paragraph order, lists, theorem topology, cross-references, and the corresponding 31/31 structural-audit row.","For BOOK_S09, compared every displayed and inline mathematical expression, including ordered formulas, indices, operators, relation symbols, and translated text nodes.","For BOOK_S09, checked every source note and footnote mark/text pair, its anchor, sequence position, bibliography reference, and continuation across fragment joins.","BOOK_S09: BOOK_S09 is source-reconciled after the final live-file pass; no residual structural, formula, note, terminology, or metadata blocker remains.","French R823 manager review for BOOK_S09, independently revalidated in the frozen 38-unit post-P43 audit and in fresh isolated book compilation.",R823_FRENCH_FINAL_RECONCILIATION_AUDIT_20260718.md,1FC7702D297F596F772EB426B54577941A56886D9C07B98A5C011387B545C4A7,source-reconciled
BOOK_S10,CFB51D0781491EFB0C7D02C6F8DC4197292F337DDF76D57B3A9DB8A0E78EB00D,89F67033280B5AA85C31DDC931EF2C766675A72A61C9F23CF876FADE97177148,C6D82EDA47B6B199D750B93FBF9A67AE2D94E20C2A7615A07FAE5D06980D2C05,"R823 unit BOOK_S10, expanded source lines 21331--21334; R823 BOOK_S10 authority slice lines 21331--21334","French unit BOOK_S10, expanded target lines 22892--22895; expanded French BOOK_S10 slice lines 22722--22725","For BOOK_S10, compared the complete expanded French book unit directly with its frozen R823 unit and re-ran the 31-section book parser after reconciliation.","For BOOK_S10, checked unit boundaries, headings, paragraph order, lists, theorem topology, cross-references, and the corresponding 31/31 structural-audit row.","For BOOK_S10, compared every displayed and inline mathematical expression, including ordered formulas, indices, operators, relation symbols, and translated text nodes.","For BOOK_S10, checked every source note and footnote mark/text pair, its anchor, sequence position, bibliography reference, and continuation across fragment joins.","BOOK_S10: BOOK_S10 is source-reconciled after the final live-file pass; no residual structural, formula, note, terminology, or metadata blocker remains.","French R823 manager review for BOOK_S10, independently revalidated in the frozen 38-unit post-P43 audit and in fresh isolated book compilation.",R823_FRENCH_FINAL_RECONCILIATION_AUDIT_20260718.md,1FC7702D297F596F772EB426B54577941A56886D9C07B98A5C011387B545C4A7,source-reconciled
BOOK_S11,2C2495D9984090E992033A5F3BF73ACD4DD376D556EE599F06790AB424B110A7,DBE9B86E1F485AC84FC951C3F922D42592E592C2D052065796D9ED4371CEC8AA,C6D82EDA47B6B199D750B93FBF9A67AE2D94E20C2A7615A07FAE5D06980D2C05,"R823 unit BOOK_S11, expanded source lines 21335--21437; R823 BOOK_S11 authority slice lines 21335--21437","French unit BOOK_S11, expanded target lines 22896--22998; expanded French BOOK_S11 slice lines 22726--22828","For BOOK_S11, compared the complete expanded French book unit directly with its frozen R823 unit and re-ran the 31-section book parser after reconciliation.","For BOOK_S11, checked unit boundaries, headings, paragraph order, lists, theorem topology, cross-references, and the corresponding 31/31 structural-audit row.","For BOOK_S11, compared every displayed and inline mathematical expression, including ordered formulas, indices, operators, relation symbols, and translated text nodes.","For BOOK_S11, checked every source note and footnote mark/text pair, its anchor, sequence position, bibliography reference, and continuation across fragment joins.","BOOK_S11: BOOK_S11 is source-reconciled after the final live-file pass; no residual structural, formula, note, terminology, or metadata blocker remains.","French R823 manager review for BOOK_S11, independently revalidated in the frozen 38-unit post-P43 audit and in fresh isolated book compilation.",R823_FRENCH_FINAL_RECONCILIATION_AUDIT_20260718.md,1FC7702D297F596F772EB426B54577941A56886D9C07B98A5C011387B545C4A7,source-reconciled
BOOK_S12,0DE90FA0B01B8173AB1FCFFB4992CD1ADFB70EA53B1E556AA65B485BE8672251,033BB4196E78CC3BB432E2D9EC030ACFD43A1FBC6BABF21BE355CB73265AB5A3,C6D82EDA47B6B199D750B93FBF9A67AE2D94E20C2A7615A07FAE5D06980D2C05,"R823 unit BOOK_S12, expanded source lines 21438--21487; R823 BOOK_S12 authority slice lines 21438--21487","French unit BOOK_S12, expanded target lines 22999--23048; expanded French BOOK_S12 slice lines 22829--22878","For BOOK_S12, compared the complete expanded French book unit directly with its frozen R823 unit and re-ran the 31-section book parser after reconciliation.","For BOOK_S12, checked unit boundaries, headings, paragraph order, lists, theorem topology, cross-references, and the corresponding 31/31 structural-audit row.","For BOOK_S12, compared every displayed and inline mathematical expression, including ordered formulas, indices, operators, relation symbols, and translated text nodes.","For BOOK_S12, checked every source note and footnote mark/text pair, its anchor, sequence position, bibliography reference, and continuation across fragment joins.","BOOK_S12: BOOK_S12 is source-reconciled after the final live-file pass; no residual structural, formula, note, terminology, or metadata blocker remains.","French R823 manager review for BOOK_S12, independently revalidated in the frozen 38-unit post-P43 audit and in fresh isolated book compilation.",R823_FRENCH_FINAL_RECONCILIATION_AUDIT_20260718.md,1FC7702D297F596F772EB426B54577941A56886D9C07B98A5C011387B545C4A7,source-reconciled
BOOK_S13,71BDCA7347EC8DD465D8F776DB8A9EF5EBE0AA208FC62F4174928C7B3ABE96CB,CF60B28A1ADDF6383EB1C08650636677CAEEEC1D8AE72EB9D72FBBF26F0629E2,C6D82EDA47B6B199D750B93FBF9A67AE2D94E20C2A7615A07FAE5D06980D2C05,"R823 unit BOOK_S13, expanded source lines 21488--21545; R823 BOOK_S13 authority slice lines 21488--21545","French unit BOOK_S13, expanded target lines 23049--23109; expanded French BOOK_S13 slice lines 22879--22939","For BOOK_S13, compared the complete expanded French book unit directly with its frozen R823 unit and re-ran the 31-section book parser after reconciliation.","For BOOK_S13, checked unit boundaries, headings, paragraph order, lists, theorem topology, cross-references, and the corresponding 31/31 structural-audit row.","For BOOK_S13, compared every displayed and inline mathematical expression, including ordered formulas, indices, operators, relation symbols, and translated text nodes.","For BOOK_S13, checked every source note and footnote mark/text pair, its anchor, sequence position, bibliography reference, and continuation across fragment joins.","BOOK_S13: BOOK_S13 is source-reconciled after the final live-file pass; no residual structural, formula, note, terminology, or metadata blocker remains.","French R823 manager review for BOOK_S13, independently revalidated in the frozen 38-unit post-P43 audit and in fresh isolated book compilation.",R823_FRENCH_FINAL_RECONCILIATION_AUDIT_20260718.md,1FC7702D297F596F772EB426B54577941A56886D9C07B98A5C011387B545C4A7,source-reconciled
BOOK_S14,D3C277C5446D4E9D00767A54B5AF30E3E9BCC61EFAAB03DF84D82FB1BF262F3F,65A7EDC4FDED8EB1F751F08D91E9295F3057014EDC48B115148FC1ACC6033269,C6D82EDA47B6B199D750B93FBF9A67AE2D94E20C2A7615A07FAE5D06980D2C05,"R823 unit BOOK_S14, expanded source lines 21546--21591; R823 BOOK_S14 authority slice lines 21546--21591","French unit BOOK_S14, expanded target lines 23110--23155; expanded French BOOK_S14 slice lines 22940--22985","For BOOK_S14, compared the complete expanded French book unit directly with its frozen R823 unit and re-ran the 31-section book parser after reconciliation.","For BOOK_S14, checked unit boundaries, headings, paragraph order, lists, theorem topology, cross-references, and the corresponding 31/31 structural-audit row.","For BOOK_S14, compared every displayed and inline mathematical expression, including ordered formulas, indices, operators, relation symbols, and translated text nodes.","For BOOK_S14, checked every source note and footnote mark/text pair, its anchor, sequence position, bibliography reference, and continuation across fragment joins.","BOOK_S14: BOOK_S14 is source-reconciled after the final live-file pass; no residual structural, formula, note, terminology, or metadata blocker remains.","French R823 manager review for BOOK_S14, independently revalidated in the frozen 38-unit post-P43 audit and in fresh isolated book compilation.",R823_FRENCH_FINAL_RECONCILIATION_AUDIT_20260718.md,1FC7702D297F596F772EB426B54577941A56886D9C07B98A5C011387B545C4A7,source-reconciled
BOOK_S15,A43E44A38C07A4AE8130BDD20BD2934F1767E207A7400C448D20A6B51F1E7D12,465BBF5314F213D0322C0A1CC6FA2D42CA2832D21F45FEC7D4E7D8C857D2FBA0,C6D82EDA47B6B199D750B93FBF9A67AE2D94E20C2A7615A07FAE5D06980D2C05,"R823 unit BOOK_S15, expanded source lines 21592--21639; R823 BOOK_S15 authority slice lines 21592--21639","French unit BOOK_S15, expanded target lines 23156--23203; expanded French BOOK_S15 slice lines 22986--23033","For BOOK_S15, compared the complete expanded French book unit directly with its frozen R823 unit and re-ran the 31-section book parser after reconciliation.","For BOOK_S15, checked unit boundaries, headings, paragraph order, lists, theorem topology, cross-references, and the corresponding 31/31 structural-audit row.","For BOOK_S15, compared every displayed and inline mathematical expression, including ordered formulas, indices, operators, relation symbols, and translated text nodes.","For BOOK_S15, checked every source note and footnote mark/text pair, its anchor, sequence position, bibliography reference, and continuation across fragment joins.","BOOK_S15: BOOK_S15 is source-reconciled after the final live-file pass; no residual structural, formula, note, terminology, or metadata blocker remains.","French R823 manager review for BOOK_S15, independently revalidated in the frozen 38-unit post-P43 audit and in fresh isolated book compilation.",R823_FRENCH_FINAL_RECONCILIATION_AUDIT_20260718.md,1FC7702D297F596F772EB426B54577941A56886D9C07B98A5C011387B545C4A7,source-reconciled
BOOK_S16,10DBC2FFCE7020D4C1805EC3C5DA0B2A70155F8C57A8B0768CD9F4DDC7529EA9,488135A0AECAFB501D3E7DE2C2DDB1479A7B75A81C52C39F1597C0908C4F8971,C6D82EDA47B6B199D750B93FBF9A67AE2D94E20C2A7615A07FAE5D06980D2C05,"R823 unit BOOK_S16, expanded source lines 21640--21667; R823 BOOK_S16 authority slice lines 21640--21667","French unit BOOK_S16, expanded target lines 23204--23231; expanded French BOOK_S16 slice lines 23034--23061","For BOOK_S16, compared the complete expanded French book unit directly with its frozen R823 unit and re-ran the 31-section book parser after reconciliation.","For BOOK_S16, checked unit boundaries, headings, paragraph order, lists, theorem topology, cross-references, and the corresponding 31/31 structural-audit row.","For BOOK_S16, compared every displayed and inline mathematical expression, including ordered formulas, indices, operators, relation symbols, and translated text nodes.","For BOOK_S16, checked every source note and footnote mark/text pair, its anchor, sequence position, bibliography reference, and continuation across fragment joins.","BOOK_S16: BOOK_S16 is source-reconciled after the final live-file pass; no residual structural, formula, note, terminology, or metadata blocker remains.","French R823 manager review for BOOK_S16, independently revalidated in the frozen 38-unit post-P43 audit and in fresh isolated book compilation.",R823_FRENCH_FINAL_RECONCILIATION_AUDIT_20260718.md,1FC7702D297F596F772EB426B54577941A56886D9C07B98A5C011387B545C4A7,source-reconciled
BOOK_S17,5BD5FB78048B1AED062F963670A517A4556FD4AFD7B8AC456DCA661584A92376,08CE5895398FDE0D3D93C143B41252909BC7B01AB2063443D3C826478ED6A89D,C6D82EDA47B6B199D750B93FBF9A67AE2D94E20C2A7615A07FAE5D06980D2C05,"R823 unit BOOK_S17, expanded source lines 21668--21791; R823 BOOK_S17 authority slice lines 21668--21791","French unit BOOK_S17, expanded target lines 23232--23357; expanded French BOOK_S17 slice lines 23062--23187","For BOOK_S17, compared the complete expanded French book unit directly with its frozen R823 unit and re-ran the 31-section book parser after reconciliation.","For BOOK_S17, checked unit boundaries, headings, paragraph order, lists, theorem topology, cross-references, and the corresponding 31/31 structural-audit row.","For BOOK_S17, compared every displayed and inline mathematical expression, including ordered formulas, indices, operators, relation symbols, and translated text nodes.","For BOOK_S17, checked every source note and footnote mark/text pair, its anchor, sequence position, bibliography reference, and continuation across fragment joins.","BOOK_S17: BOOK_S17 is source-reconciled after the final live-file pass; no residual structural, formula, note, terminology, or metadata blocker remains.","French R823 manager review for BOOK_S17, independently revalidated in the frozen 38-unit post-P43 audit and in fresh isolated book compilation.",R823_FRENCH_FINAL_RECONCILIATION_AUDIT_20260718.md,1FC7702D297F596F772EB426B54577941A56886D9C07B98A5C011387B545C4A7,source-reconciled
BOOK_S18,D84013CB2CFB8C505455DE434FDCBD3E9FAD110766543A7AFE55A101A6165BE5,17F1070C046FD2EF31558F2776043FD8A3DF536112C0B6C96F020A51A43A9860,C6D82EDA47B6B199D750B93FBF9A67AE2D94E20C2A7615A07FAE5D06980D2C05,"R823 unit BOOK_S18, expanded source lines 21792--21938; R823 BOOK_S18 authority slice lines 21792--21938","French unit BOOK_S18, expanded target lines 23358--23509; expanded French BOOK_S18 slice lines 23188--23339","For BOOK_S18, compared the complete expanded French book unit directly with its frozen R823 unit and re-ran the 31-section book parser after reconciliation.","For BOOK_S18, checked unit boundaries, headings, paragraph order, lists, theorem topology, cross-references, and the corresponding 31/31 structural-audit row.","For BOOK_S18, compared every displayed and inline mathematical expression, including ordered formulas, indices, operators, relation symbols, and translated text nodes.","For BOOK_S18, checked every source note and footnote mark/text pair, its anchor, sequence position, bibliography reference, and continuation across fragment joins.","BOOK_S18: BOOK_S18 is source-reconciled after the final live-file pass; no residual structural, formula, note, terminology, or metadata blocker remains.","French R823 manager review for BOOK_S18, independently revalidated in the frozen 38-unit post-P43 audit and in fresh isolated book compilation.",R823_FRENCH_FINAL_RECONCILIATION_AUDIT_20260718.md,1FC7702D297F596F772EB426B54577941A56886D9C07B98A5C011387B545C4A7,source-reconciled
BOOK_S19,E29BEAAA55BAF4DA1A6B16EAAE791AB44F744656D2D86B9DE3512A3EB445A8CE,62869DFC54184D3A0249B5BE18F89EAE9979B4E435BAE5D9E1C082E61D71411F,C6D82EDA47B6B199D750B93FBF9A67AE2D94E20C2A7615A07FAE5D06980D2C05,"R823 unit BOOK_S19, expanded source lines 21939--22088; R823 BOOK_S19 authority slice lines 21939--22088","French unit BOOK_S19, expanded target lines 23510--23663; expanded French BOOK_S19 slice lines 23340--23493","For BOOK_S19, compared the complete expanded French book unit directly with its frozen R823 unit and re-ran the 31-section book parser after reconciliation.","For BOOK_S19, checked unit boundaries, headings, paragraph order, lists, theorem topology, cross-references, and the corresponding 31/31 structural-audit row.","For BOOK_S19, compared every displayed and inline mathematical expression, including ordered formulas, indices, operators, relation symbols, and translated text nodes.","For BOOK_S19, checked every source note and footnote mark/text pair, its anchor, sequence position, bibliography reference, and continuation across fragment joins.","BOOK_S19: BOOK_S19 is source-reconciled after the final live-file pass; no residual structural, formula, note, terminology, or metadata blocker remains.","French R823 manager review for BOOK_S19, independently revalidated in the frozen 38-unit post-P43 audit and in fresh isolated book compilation.",R823_FRENCH_FINAL_RECONCILIATION_AUDIT_20260718.md,1FC7702D297F596F772EB426B54577941A56886D9C07B98A5C011387B545C4A7,source-reconciled
BOOK_S20,B0DB55CA81697C209F4631AC537622ACF5AB1BDEE408EF57F377C2A2F6E4CBEB,DC26435EC041C3FEA2F96D31DE3E5ED34B4651A0DE4B229AD68F3B55FFDAAC45,C6D82EDA47B6B199D750B93FBF9A67AE2D94E20C2A7615A07FAE5D06980D2C05,"R823 unit BOOK_S20, expanded source lines 22089--22257; R823 BOOK_S20 authority slice lines 22089--22257","French unit BOOK_S20, expanded target lines 23664--23829; expanded French BOOK_S20 slice lines 23494--23659","For BOOK_S20, compared the complete expanded French book unit directly with its frozen R823 unit and re-ran the 31-section book parser after reconciliation.","For BOOK_S20, checked unit boundaries, headings, paragraph order, lists, theorem topology, cross-references, and the corresponding 31/31 structural-audit row.","For BOOK_S20, compared every displayed and inline mathematical expression, including ordered formulas, indices, operators, relation symbols, and translated text nodes.","For BOOK_S20, checked every source note and footnote mark/text pair, its anchor, sequence position, bibliography reference, and continuation across fragment joins.","BOOK_S20: BOOK_S20 is source-reconciled after the final live-file pass; no residual structural, formula, note, terminology, or metadata blocker remains.","French R823 manager review for BOOK_S20, independently revalidated in the frozen 38-unit post-P43 audit and in fresh isolated book compilation.",R823_FRENCH_FINAL_RECONCILIATION_AUDIT_20260718.md,1FC7702D297F596F772EB426B54577941A56886D9C07B98A5C011387B545C4A7,source-reconciled
BOOK_S21,F130F0C08A28BE43B0A2885515825A3C5BD4476E620B6ED7019B68F2D0AC9539,BE0C5165603600BCC0C44A20E88575474D321024EACAF5F25207AB5BEC9E99D3,C6D82EDA47B6B199D750B93FBF9A67AE2D94E20C2A7615A07FAE5D06980D2C05,"R823 unit BOOK_S21, expanded source lines 22258--22344; R823 BOOK_S21 authority slice lines 22258--22344","French unit BOOK_S21, expanded target lines 23830--23925; expanded French BOOK_S21 slice lines 23660--23755","For BOOK_S21, compared the complete expanded French book unit directly with its frozen R823 unit and re-ran the 31-section book parser after reconciliation.","For BOOK_S21, checked unit boundaries, headings, paragraph order, lists, theorem topology, cross-references, and the corresponding 31/31 structural-audit row.","For BOOK_S21, compared every displayed and inline mathematical expression, including ordered formulas, indices, operators, relation symbols, and translated text nodes.","For BOOK_S21, checked every source note and footnote mark/text pair, its anchor, sequence position, bibliography reference, and continuation across fragment joins.","BOOK_S21: BOOK_S21 is source-reconciled after the final live-file pass; no residual structural, formula, note, terminology, or metadata blocker remains.","French R823 manager review for BOOK_S21, independently revalidated in the frozen 38-unit post-P43 audit and in fresh isolated book compilation.",R823_FRENCH_FINAL_RECONCILIATION_AUDIT_20260718.md,1FC7702D297F596F772EB426B54577941A56886D9C07B98A5C011387B545C4A7,source-reconciled
