concept_id,unit_id,item,unit_type,fr_count,en_count,source_pages,evidence,scope
hilbert-polynomial,fga.236,236,expose,5,5,221--243," tel que Pic_ X/S existe, alors la considération des « polynômes de Hilbert » Q Q[t] permet de décomposer Pic_ X/S en somme d'ouverts Pic_ X/S ^Q . Lorsqu'on ne fait pas ",aggregate
hilbert-polynomial,fga.236.s4,236,section,5,5,241--243," tel que Pic_ X/S existe, alors la considération des « polynômes de Hilbert » Q Q[t] permet de décomposer Pic_ X/S en somme d'ouverts Pic_ X/S ^Q . Lorsqu'on ne fait pas ",aggregate
hilbert-polynomial,fga.236.s4.theorem.4-1,236,theorem,3,3,242--243,"s_i définissant L_i , \[ a_n^ (i) t^n+ +a_0^ (i) \] le polynôme de Hilbert de L_i , = _i un diviseur définissant O_X(1) , i.e. une section hyperplane. Les conditions son",precise
hilbert-polynomial,fga.e236,e236,erratum,4,4,303--307,"ule inversible ample sur X , permettant de définir des polynômes de Hilbert. Soit M une partie de Pic_ X/S ; alors M est quasi-compacte si et seulement si, dans les polyn",aggregate
flatness,fga.182,182,expose,30,39,193--220,"soit F un faisceau cohérent sur X , F étant supposé Y -plat, i.e. les F_x sont des modules plats sur les anneaux _y ( y=f(x) ). Cela signifie aussi que po",aggregate
flatness,fga.182.s3,182,section,0,1,196--199,"uppose: enumerate [i.] that the local rings of _ X are flat A -modules, or equivalently, if _ X and A are equipped with the filtrations defined by the pow",aggregate
flatness,fga.182.s3.theorem.4,182,theorem,0,1,198--199,"uppose: enumerate [i.] that the local rings of _ X are flat A -modules, or equivalently, if _ X and A are equipped with the filtrations defined by the pow",precise
flatness,fga.182.s5,182,section,6,8,200--203,"soit F un faisceau cohérent sur X , F étant supposé Y -plat, i.e. les F_x sont des modules plats sur les anneaux _y ( y=f(x) ). Cela signifie aussi que po",aggregate
flatness,fga.182.s5.proposition.1,182,proposition,4,4,201--201,"n morphisme propre, F un faisceau sur X cohérent et Y -plat. Soit y Y , soit q un entier, et supposons que H^q(X_y,F_y)=0 . Alors R^qf_*(F) est nul au voi",precise
flatness,fga.182.s5.theorem.7,182,theorem,1,1,201--201,"THÉORÈME 7 Soit f un morphisme propre et plat, soient F,G deux faisceaux cohérents localement libres sur X , soit y Y et supposons que \[ H^",precise
flatness,fga.182.s6,182,section,15,20,203--207,"ntaux. PROPOSITION 3 Soit X un schéma formel propre et plat au-dessus de A , soit F_0 un faisceau localement libre sur X_0 tel que \[ H^2 (X_0, _ _ X_0 (F",aggregate
flatness,fga.182.s6.proposition.3,182,proposition,1,1,203--203,"PROPOSITION 3 Soit X un schéma formel propre et plat au-dessus de A , soit F_0 un faisceau localement libre sur X_0 tel que \[ H^2 (X_0, _ _ X_0 (F",precise
flatness,fga.182.s6.corollary.1,182,corollary,2,3,203--204,"COROLLAIRE 1 Soit X un schéma propre et plat au-dessus de A , et soit F_0 comme ci-dessus. Alors il existe un faisceau localement libre F s",precise
flatness,fga.182.s6.theorem.8,182,theorem,3,3,204--204,"n de corps résiduel k , alors il existe un A -schéma X plat sur A tel que X _A k=X_0 , et deux tels schémas sont nécessairement isomorphes. Notons que l'i",precise
flatness,fga.182.s6.corollary.1.n02,182,corollary,2,3,204--205," artinien A de corps résiduel k il existe un A -schéma plat X tel que X _A k=X_0 . D'ailleurs, si on a pu trouver un X plat sur A remontant X_0 , alors en",precise
flatness,fga.182.s6.corollary.2,182,corollary,1,2,205--205,"_ n-1 =A/ m^n , et enfin soit X_ n-1 un A_ n-1 -schéma plat tel que X_ n-1 _A k=X_0 . Alors l'ensemble des classes (à un isomorphisme près induisant l'ide",precise
flatness,fga.182.s6.corollary.3,182,corollary,1,1,205--205,"l existe au plus (à un isomorphisme près) un A -schéma plat X tel que X _A k=X_0 . Les corollaires 1 et 3 impliquent immédiatement les énoncés, en apparen",precise
flatness,fga.182.s6.theorem.9,182,theorem,0,1,205--206," X_0 ) of formal schemes X over A , of finite type and flat over A , such that X _A k=X_0 . With this notation: enumerate [i.] If H^1(X_0, _ X_0/k )=0 , t",precise
flatness,fga.182.s6.corollary.1.n03,182,corollary,1,1,206--206,"s induisant l'identité sur X_0 ) un schéma X propre et plat sur A , tel que X _A k=X_0 . On utilise le théorème 3, corollaire 2. Par exemple :",precise
flatness,fga.182.s6.corollary.2.n02,182,corollary,1,1,206--206,"COROLLAIRE 2 Si X est un schéma propre et plat sur A tel que X _A k soit isomorphe au schéma projectif type P_k^r de dimension r sur k , alor",precise
flatness,fga.182.s6.corollary.3.n02,182,corollary,1,1,206--206,"] Alors pour tout A , il existe un schéma projectif et plat X sur A , tel que X _A k=X_0 . On conjugue le théorème 9(ii) et le théorème 4. En particulier ",precise
flatness,fga.182.s6.remark.u.n01,182,remark,2,3,206--207,un corps k qui ne sont pas réduction mod p d'un schéma plat défini sur un tel anneau A . Du moins les résultats de ce numéro donnent-ils un moyen d'invest,precise
flatness,fga.182.s7,182,section,3,3,207--209,"ant une application F(A) F(B) , puisque tout A -schéma plat X tel que X _A k=X_0 donne naissance à un B -schéma X _A B ayant les mêmes propriétés. Supposo",aggregate
flatness,fga.182.s8,182,section,6,7,209--220,"mme 4. PROPOSITION 4 Soit f:X Y un morphisme propre et plat tel que pour tout y Y , H^0(f^ -1 (y), _ f^ -1 (y) ) soit une algèbre séparable sur le corps r",aggregate
flatness,fga.182.s8.proposition.4,182,proposition,1,2,212--213,"PROPOSITION 4 Soit f:X Y un morphisme propre et plat tel que pour tout y Y , H^0(f^ -1 (y), _ f^ -1 (y) ) soit une algèbre séparable sur le corps r",precise
flatness,fga.182.s8.remark.u.n01,182,remark,2,2,213--213,REMARQUE Un morphisme plat de type fini dont les fibres sont des schémas séparables (resp. simples) est appelé séparable ,precise
flatness,fga.182.s8.corollary.2.n02,182,corollary,1,1,216--217,"COROLLAIRE 2 Soit f:X Y un morphisme propre et plat, soient y_1 un point de Y et y_0 une spécialisation de y_1 , considérons les fibres « géométri",precise
flatness,fga.182.s8.corollary.4.n02,182,corollary,1,1,217--218,"ent normale, d'où résulte que X _VV'' est normale (car plat sur V'' et à fibre spéciale normale), dont le corps des fonctions est identique à celui K''(X_",precise
flatness,fga.182.s8.theorem.13,182,theorem,1,1,218--219,"THÉORÈME 13 Soit f:X Y un morphisme propre et plat, soient y_1 un point de Y et y_0 une spécialisation de y_1 , on suppose X_0 connexe et simple.",precise
flatness,fga.190,190,expose,55,69,299--327," exact de morphismes finis, alors, pour tout morphisme plat T S de préschémas, le diagramme transformé de (+) par le changement de base T S est encore exa",aggregate
flatness,fga.190.sa,190,section,16,20,300--314," exact de morphismes finis, alors, pour tout morphisme plat T S de préschémas, le diagramme transformé de (+) par le changement de base T S est encore exa",aggregate
flatness,fga.190.sa.remark.u.n01,190,remark,8,8,307--312,"ns précédentes, nous n'avions fait aucune hypothèse de platitude sur les morphismes du diagramme (+) , ce qui nous obligeait, pour avoir une technique de desce",precise
flatness,fga.190.sb,190,section,39,48,314--327,"ÉFINITION 1.1 Un morphisme :S' S de préschémas est dit plat si, pour tout x' S' , O_ x' est un module plat sur l'anneau O_ (x') (i.e. O_ x' _ O_ (x') M es",aggregate
flatness,fga.190.sb.definition.1-1,190,definition,10,11,314--315,"ÉFINITION 1.1 Un morphisme :S' S de préschémas est dit plat si, pour tout x' S' , O_ x' est un module plat sur l'anneau O_ (x') (i.e. O_ x' _ O_ (x') M es",precise
flatness,fga.190.sb.definition.1-2,190,definition,0,2,315--315," open subset is affine) is quasi-compact. The class of flat, respectively faithfully flat, respectively quasi-compact morphisms is stable under compositio",precise
flatness,fga.190.sb.theorem.1,190,theorem,1,1,315--315,"ME 1 Soit :S' S un morphisme de préschémas, fidèlement plat et quasi-compact. Alors est un morphisme de descente strict (A, définition 1.7) pour la catégo",precise
flatness,fga.190.sb.lemma.1-1,190,lemma,1,1,316--316,"LEMME 1.1 Soit A' une A -algèbre fidèlement plate. Alors, pour tout A -module M , le complexe M -augmenté C^*(A'/A,G_a) _A M (cf. A, paragraphe ",precise
flatness,fga.190.sb.corollary.u.n01,190,corollary,1,1,316--317,"COROLLAIRE Si A' est fidèlement plat sur A , on a H^0(A'/A,G_a)=A et \[ H^i(A'/A,G_a)=0 i 1 . \] Pour prouver la partie (ii) du thé",precise
flatness,fga.190.sb.lemma.1-2,190,lemma,2,2,317--318,"LEMME 1.2 Soit :S' S un morphisme fidèlement plat et quasi-compact. Alors S s'identifie à un espace topologique quotient de S' , i.e. toute part",precise
flatness,fga.190.sb.theorem.3,190,theorem,1,1,318--318,"ME 3 Soit :S' S un morphisme de préschémas, fidèlement plat et quasi-compact. Si est radiciel, c'est un morphisme de descente strict. Si est fini, c'est u",precise
flatness,fga.190.sb.remark.u.n01,190,remark,8,12,318--324,"xiste un voisinage ouvert U , un U' fini et fidèlement plat sur U , et un S -morphisme de U' dans S' . Un cas type qui ne rentre pas dans le précédent est",precise
flatness,fga.190.sb.remark.u.n02,190,remark,13,14,324--326,"P , est un isomorphisme. Nous supposerons dorénavant G plat sur S (donc fidèlement plat sur S ), et nous réserverons le nom de fibré principal homogène so",precise
flatness,fga.190.sb.proposition.6-1,190,proposition,1,1,326--326,"ussi que, si F est un sous-groupe fermé de G=Gl(n)_S , plat sur S , tel que le quotient G/F existe, et que G soit un fibré principal homogène isotrivial (",precise
flatness,fga.190.sb.remark.u.n03,190,remark,1,1,326--327,our une donnée de descente par un morphisme fidèlement plat non fini. 327 center,precise
flatness,fga.e190,e190,erratum,0,1,300--300,"ry [TDTE I]. I: Generalities. Descent along faithfully flat morphisms. center [Bourbaki Seminar, vol. 12, 1959/60, no. 190, 29 pp.] center 1, line 10. — I",aggregate
flatness,fga.195,195,expose,9,20,369--390,"ion 1.7). En d'autres termes, la donnée d'un A -module plat M est complètement équivalente à la donnée d'un A' -module plat M' , muni d'un A' _AA' -isomor",aggregate
flatness,fga.195.sb,195,section,2,4,377--378,"ion 1.7). En d'autres termes, la donnée d'un A -module plat M est complètement équivalente à la donnée d'un A' -module plat M' , muni d'un A' _AA' -isomor",aggregate
flatness,fga.195.sb.theorem.1,195,theorem,0,1,377--378," free A -module belongs to the descent technique along flat morphisms ([3], Theorems 1, 2, and 3) and presents no difficulty. To treat case (b), we use th",precise
flatness,fga.195.sb.theorem.2,195,theorem,2,3,378--378,"ion 1.7). En d'autres termes, la donnée d'un A -module plat M est complètement équivalente à la donnée d'un A' -module plat M' , muni d'un A' _AA' -isomor",precise
flatness,fga.195.sc,195,section,7,15,378--390,"t Y sur S (ou _ X/S Z pour tout Z sur X ) que si X est plat sur S . De plus, on se convainc qu'il n'est raisonnable de s'attendre à l'existence d'une solu",aggregate
flatness,fga.195.sc.proposition.2-1,195,proposition,1,1,382--382,"r la catégorie C_0 des -algèbres artiniennes. Si X est plat sur , ce foncteur est pro-représentable. De plus, on vérifie que pour tout A C_0 et F(A) , on ",precise
flatness,fga.195.sc.corollary.u.n01,195,corollary,1,1,382--382,"COROLLAIRE Supposons X plat et propre sur S , Y localement de type fini sur S . Alors F est pro-représentable et les compo",precise
flatness,fga.195.sc.remark.u.n01,195,remark,0,2,382--383," the set of closed subpreschemes of X_T=X _ST that are flat over T . One seeks to represent this functor of T by a prescheme over S . More generally, one ",precise
flatness,fga.195.sc.remark.u.n02,195,remark,1,1,383--384,"-schéma de Picard sont les suivantes : X est propre et plat sur S , f_*( O_X)= O_S , et X admet localement une section sur S . Cette condition s'introduit",precise
flatness,fga.195.sc.proposition.3-1,195,proposition,1,1,384--384,"PROPOSITION 3.1 Supposons X plat sur S=Spec( ) , noethérien, et que, pour tout T de type fini sur S , on ait \[ f_ T* ( O_ X_T ",precise
flatness,fga.195.sc.remark.u.n03,195,remark,1,3,384--386,"uctural un schéma en groupes G sur S qui est affine et plat sur S , et commutatif. Dans le cas où G ne serait pas commutatif, donc le fibré en groupes adj",precise
flatness,fga.195.sc.remark.u.n04,195,remark,1,5,386--389," de descente. Partons, en particulier, d'un revêtement plat X'_0 de X_0 , non ramifié 388 au-dessus de U_0 , soit G( X) l'ensemble des classes, à un isomo",precise
flatness,fga.212,212,expose,23,26,99--118," -préschéma X , relativement à un morphisme fidèlement plat et quasi-compact T S , équivaut à la question de l'existence d'un quotient de X (satisfaisant ",aggregate
flatness,fga.212.proposition.1-1,212,proposition,1,1,102--103,"jours effectives, lorsqu'on ne fait pas d'hypothèse de platitude. Je n'ai obtenu, dans cette direction, que des résultats très partiels, positifs, indispensabl",precise
flatness,fga.212.s5,212,section,2,3,110--112,"5 Quotient par une relation d'équivalence finie et plate THÉORÈME 5.1 Soient X=Spec(B) un schéma affine, R une pré-relation d'équivalence dans X , dont",aggregate
flatness,fga.212.s5.corollary.5-5,212,corollary,1,2,112--112,"des Z -morphismes, donc Y un Z -préschéma, alors X est plat sur Z si et seulement si Y l'est. En résumé:",precise
flatness,fga.212.s6,212,section,11,11,112--114,"6 Quotient par une relation d'équivalence propre et plate THÉORÈME 6.1 Soient S un préschéma localement noethérien, X un S -schéma quasi-projectif, R un",aggregate
flatness,fga.212.s6.theorem.6-1,212,theorem,3,3,112--113,"telle que: 113 enumerate [(a)] p_1:R_1 X est propre et plat; [(b)] R_1 X _S X est un morphisme fini, ou ce qui revient au même en vertu de (a), à fibres f",precise
flatness,fga.212.s6.theorem.6-2,212,theorem,5,5,113--114,"héma X , on suppose que: enumerate [(a)] p_1:R_1 X est plat et de type fini; [(b)] le morphisme R_1 X _S X est quasi-fini (i.e. à fibres finies). enumerat",precise
flatness,fga.212.s7,212,section,4,5,114--116,"s en groupes sur S . On suppose: enumerate [(i)] F est plat sur S ; [(ii)] le noyau de u est fini. enumerate Sous ces conditions, le schéma quotient G/F e",aggregate
flatness,fga.212.s7.theorem.7-2,212,theorem,2,2,115--115,"s en groupes sur S . On suppose: enumerate [(i)] F est plat sur S ; [(ii)] le noyau de u est fini. enumerate Sous ces conditions, le schéma quotient G/F e",precise
flatness,fga.212.s7.corollary.7-3,212,corollary,2,3,115--115,"COROLLAIRE 7.3 Sous ces conditions, pour que G soit plat sur S , il faut et il suffit que G/F le soit. Si cette condition est vérifiée, alors le passag",precise
flatness,fga.212.s8,212,section,3,3,116--118,"de type fini sur S et le morphisme canonique f:X Y est plat et surjectif (donc X devient un fibré principal homogène sur Y , de groupe G _S Y=GP(n)_Y ). 2",aggregate
flatness,fga.221,221,expose,33,46,249--276,cohérent F sur un X_T ( T de type fini sur S ) qui est plat relativement à T . (On « coupe au morceaux » l'espace des paramètres initial.) De telles 252 p,aggregate
flatness,fga.221.s1,221,section,5,5,249--253,cohérent F sur un X_T ( T de type fini sur S ) qui est plat relativement à T . (On « coupe au morceaux » l'espace des paramètres initial.) De telles 252 p,aggregate
flatness,fga.221.s1.definition.1-1,221,definition,3,3,251--252,cohérent F sur un X_T ( T de type fini sur S ) qui est plat relativement à T . (On « coupe au morceaux » l'espace des paramètres initial.) De telles 252 p,precise
flatness,fga.221.s1.proposition.1-2,221,proposition,2,2,252--253,", on peut supposer satisfaites certaines hypothèses de platitude, impliquant que la formation du faisceau f_ T* (Hom_ X_T ( G, G')) et Ext^ 1 _ f_T ( G, G') co",precise
flatness,fga.221.s2,221,section,2,2,253--258,"rand. Si maintenant F est un faisceau cohérent sur X , plat par rapport à S , alors les polynômes de Hilbert des faisceaux F_s induits sur les fibres X_s ",aggregate
flatness,fga.221.s3,221,section,8,16,258--266,"1) ), et où F est de la forme O_ P^r_S ^ ,N , donc est plat sur S . Alors dans ce qui précède, les faisceaux K sont également plats sur S' . Il résulte al",aggregate
flatness,fga.221.s3.theorem.3-1,221,theorem,0,1,259--260,) consisting of the coherent quotients G of F that are flat over S and whose Hilbert polynomial at every s S equals P . Put \[ Quot ^P_ F/X/S (S') =Quot^P,precise
flatness,fga.221.s3.theorem.3-2,221,theorem,2,4,260--261,"1) ), et où F est de la forme O_ P^r_S ^ ,N , donc est plat sur S . Alors dans ce qui précède, les faisceaux K sont également plats sur S' . Il résulte al",precise
flatness,fga.221.s3.lemma.3-3,221,lemma,1,1,261--262,"u S_* -Module gradué N_* somme des M_ +k / S_kR_ , est plat sur S (car ses fibres sont des facteurs directs de modules localisés de N pour des idéaux prem",precise
flatness,fga.221.s3.lemma.3-5,221,lemma,2,3,263--263,"émas réduits S_i , tels que chaque M _ O_S O_ S_i soit plat sur S_i . On peut donc supposer M plat, donc les M_n plats. Enfin, on peut évidemment supposer",precise
flatness,fga.221.s3.lemma.3-7,221,lemma,1,1,264--265,"iste un Module quotient quasi-cohérent G unique de F , plat sur S , et dont la restriction à X_s soit G_s . 265 En effet, si G_s= F_s/ K_s , il suffit de ",precise
flatness,fga.221.s3.proposition.3-8,221,proposition,2,3,265--266," F _ O_S O_Q , et soit G le quotient cohérent de F_Q , plat sur Q , ayant le polynôme de Hilbert relatif P , tel que (Q, G) représente le foncteur Quot ^P",precise
flatness,fga.221.s4,221,section,4,7,266--268,"oute extension du corps de base), resp. (lorsque X est plat sur S ) sont des S -intersections complètes locales dans X relativement à S (i.e. les fibres Y",aggregate
flatness,fga.221.s5,221,section,10,11,268--273,"0= F_0/ K_0 un Module quotient quasi-cohérent de F_0 , plat sur S_0 . Pour tout ouvert U de X , soit E(U) l'ensemble des Modules quotients quasi-cohérents",aggregate
flatness,fga.221.s5.proposition.5-1,221,proposition,1,2,269--269,"0= F_0/ K_0 un Module quotient quasi-cohérent de F_0 , plat sur S_0 . Pour tout ouvert U de X , soit E(U) l'ensemble des Modules quotients quasi-cohérents",precise
flatness,fga.221.s5.corollary.5-2,221,corollary,2,2,269--269,ent sur X un prolongement G de G_0 en un quotient de F plat sur S (i.e. que les fibres du faisceau E soient non vides). Alors il existe une classe d'obstr,precise
flatness,fga.221.s5.corollary.5-3,221,corollary,2,2,269--271,"spond à la donnée d'un sous-préschéma fermé Y_0 de X_0 plat sur S_0 défini par l'Idéal J_0= K_0 , alors (*) donne \[ A=Hom_ O_ X_0 ( J_0/ J_0^2, O_ Y_0 _ ",precise
flatness,fga.221.s5.corollary.5-4,221,corollary,1,1,271--271,"Sous les conditions de (5.3), supposons que F= O_X , X plat sur S , et que le sous-préschéma fermé Y_0 de X_0 qui correspond à G_0 soit localement une int",precise
flatness,fga.221.s5.proposition.5-7,221,proposition,4,4,272--273,"PROPOSITION 5.7 Soient X un préschéma fini et plat sur S localement noethérien, et soit Z un préschéma sur S , tel que _ X/S (Z/X) existe (ce qui",precise
flatness,fga.221.s6,221,section,1,2,273--275," tout Module cohérent F sur X , à support fini sur S , plat sur S et de rang relatif sur S égal à n (i.e. tel que f_*( F) soit un Module localement libre ",aggregate
flatness,fga.221.s7,221,section,3,3,275--276," intervient dans le lemme de Chow sera automatiquement plat sur S . J'ignore si le résultat reste valable sans hypothèse sur S , en supposant seulement X ",aggregate
flatness,fga.232,232,expose,38,42,143--161,n général pas « compatible avec la descente fidèlement plate ». Explicitons. Soit M l'ensemble des morphismes de préschémas qui sont fidèlement plats et qu,aggregate
flatness,fga.232.s1,232,section,5,6,143--146,n général pas « compatible avec la descente fidèlement plate ». Explicitons. Soit M l'ensemble des morphismes de préschémas qui sont fidèlement plats et qu,aggregate
flatness,fga.232.s2,232,section,5,6,146--148,"e O_S f_*( O_X) , et soit S' S un morphisme fidèlement plat et quasi-compact. Alors : (i) Pic'(X/S) Pic'(X _SS'/S') est injectif ; (ii) si X admet une sec",aggregate
flatness,fga.232.s2.proposition.2-2,232,proposition,2,2,146--147,"e O_S f_*( O_X) , et soit S' S un morphisme fidèlement plat et quasi-compact. Alors : (i) Pic'(X/S) Pic'(X _SS'/S') est injectif ; (ii) si X admet une sec",precise
flatness,fga.232.s2.remark.2-6,232,remark,3,4,148--148,"e comme dans 2.2, et soit S' S un morphisme fidèlement plat et quasi-compact tel qu'il existe un S -morphisme S' X , i.e. tel qu'il existe une section de ",precise
flatness,fga.232.s3,232,section,2,2,148--150," (assurant des propriétés de finitude essentielles) et plat. Ces conditions ne sont pas suffisantes, même si S est le spectre de l'algèbre des nombres dua",aggregate
flatness,fga.232.s3.theorem.3-1,232,theorem,1,1,148--149,"noethériens. On suppose : (i) f projectif ; 149 (ii) f plat ; (iii) les fibres géométriques de f sont intègres. Sous ces conditions, Pic_ X/S existe. La d",precise
flatness,fga.232.s4,232,section,8,11,150--154," engendré par un élément régulier de O_ X,x ) et D est plat sur S en x ; (ii) X et D sont plats sur S en x , et D_s est un diviseur de Cartier sur la fibr",aggregate
flatness,fga.232.s4.proposition.4-1,232,proposition,3,3,152--153,"PROPOSITION 4.1 Supposons f:X S projectif et plat. Alors le foncteur Div_ X/S est représentable, et, de façon précise, est représentable par un ",precise
flatness,fga.232.s4.theorem.4-3,232,theorem,1,1,153--153,"THÉORÈME 4.3 Soient f:X S un morphisme propre et plat à fibres géométriques intègres, avec S localement noethérien, L un Module inversible sur X . P",precise
flatness,fga.232.s4.corollary.4-4,232,corollary,0,1,153--153, the preceding case by a descent argument using finite flat quasi-sections of X locally over S .,precise
flatness,fga.232.s4.remark.4-5,232,remark,1,1,153--154,"S donné, Q est libre en s si et seulement si P( Q) est plat sur S en les points au-dessus de s (auquel cas il sera donc même simple sur S en les points au",precise
flatness,fga.232.s5,232,section,5,6,154--157,"oncteur P^+ est compatible avec la descente fidèlement plate quasi-compacte, ce qui est immédiat. Reste à prouver la condition (c) de loco citato, à savoir",aggregate
flatness,fga.232.s5.remark.5-2,232,remark,3,3,155--156,"ue Pic_ X/S existe chaque fois que f:X S est propre et plat et tel que les homomorphismes \[ k(s) H^0(X_s, O_ X_s ) (s S) \] soient des isomorphismes (cet",precise
flatness,fga.232.s6,232,section,13,11,157--161,"s d'existence. PROPOSITION 6.1 Soit f:X S un morphisme plat projectif tel que dans la factorisation de Stein f=f''f' , le morphisme f':X S' soit plat et à",aggregate
flatness,fga.232.s6.proposition.6-1,232,proposition,3,3,157--158,"PROPOSITION 6.1 Soit f:X S un morphisme plat projectif tel que dans la factorisation de Stein f=f''f' , le morphisme f':X S' soit plat et à",precise
flatness,fga.232.s6.corollary.6-2,232,corollary,3,2,158--158,"COROLLAIRE 6.2 Soit f:X S un morphisme projectif et plat à fibres géométriques localement intègres (par exemple un morphisme projectif et normal), alor",precise
flatness,fga.232.s6.proposition.6-3,232,proposition,5,6,158--159,"t I_2 tels que I_1 I_2=(0) et que O_X/( I_1+ I_2) soit plat sur S (i.e. le sous-préschéma de X sup de X_1 et X_2 est X , tandis que leur inf Z est plat su",precise
flatness,fga.232.s6.remark.6-6,232,remark,1,0,159--160,résentable. Cela soulève des questions de descente non plate non résolues pour l'instant. On notera que lorsqu'on se borne à considérer la restriction du f,precise
flatness,fga.232.s6.remark.6-7,232,remark,1,0,160--160,"opres sur k . Alors des considérations de descente non plate conduisent à conjecturer que \[ Pic_ X/k _ X'/k \] est un morphisme affine, L'erratum de 1962 ",precise
flatness,fga.236,236,expose,19,19,221--243,"rsque f:X S est un morphisme projectif et séparable (= plat à fibres séparables), le préschéma de Picard Pic_ X/S existe, même si les fibres de f sont de ",aggregate
flatness,fga.236.s0,236,section,1,1,221--222,"rsque f:X S est un morphisme projectif et séparable (= plat à fibres séparables), le préschéma de Picard Pic_ X/S existe, même si les fibres de f sont de ",aggregate
flatness,fga.236.s1,236,section,8,8,222--231,"et a fortiori fermé dans X|U . Par descente fidèlement plate de la base, on se ramène au cas où S est le spectre d'un anneau local complet, et s son point ",aggregate
flatness,fga.236.s1.lemma.1-3,236,lemma,1,1,225--226,"et a fortiori fermé dans X|U . Par descente fidèlement plate de la base, on se ramène au cas où S est le spectre d'un anneau local complet, et s son point ",precise
flatness,fga.236.s1.corollary.1-7,236,corollary,2,2,229--229,"Si de plus S est réduit, G^ est simple (en particulier plat) sur S . La première assertion peut d'ailleurs se préciser en notant que si, pour un s S donné",precise
flatness,fga.236.s1.corollary.1-8,236,corollary,1,1,229--229," est séparable sur k(s) et S réduit en s , alors G est plat sur S en les points de U (donc en l'occurrence, simple sur S en les points de U ).",precise
flatness,fga.236.s1.remark.1-9,236,remark,1,1,229--230,"lleurs, même en partant d'un schéma en groupes fini et plat G sur le spectre S d'un anneau de valuation discrète V , et par suite si G^ est réduit à la se",precise
flatness,fga.236.s1.proposition.1-11,236,proposition,1,1,230--231,ble G' des points de G en lesquels G est simple (resp. plat) au-dessus de S soit l'ensemble sous-jacent à un sous-schéma en groupes ouvert induit de G|U .,precise
flatness,fga.236.s1.corollary.1-12,236,corollary,2,2,231--231,"COROLLAIRE 1.12 Si G est simple (resp. plat) sur S en les points de la section unité, elle l'est en les points de toute section de G sur S",precise
flatness,fga.236.s2,236,section,7,7,231--236,tration reste valable en supposant seulement que f est plat et ses fibres X_s sont localement des intersections complètes et simples sur k(s) en codimensi,aggregate
flatness,fga.236.s2.remark.2-2,236,remark,1,1,231--232,tration reste valable en supposant seulement que f est plat et ses fibres X_s sont localement des intersections complètes et simples sur k(s) en codimensi,precise
flatness,fga.236.s2.corollary.2-3,236,corollary,1,1,232--232,"IRE 2.3 Soit f:X S un morphisme propre et normal (i.e. plat et à fibres géométriques normales), supposons que Pic_ X/S existe, alors Pic_ X/S ^ est propre",precise
flatness,fga.236.s2.theorem.2-5,236,theorem,1,1,233--233,"THÉORÈME 2.5 Soit f:X S un morphisme propre et plat, tel que Pic_ X/S existe, et pour tout entier n , soit _n l'homomorphisme puissance n -ième da",precise
flatness,fga.236.s2.corollary.2-7,236,corollary,1,1,234--234,"ent ont tous deux pour base S . un morphisme propre et plat, tel que Pic_ X/S existe. Alors la fonction \[ s _ X_s/k(s) \] sur S est semi-continue supérie",precise
flatness,fga.236.s2.remark.2-9,236,remark,2,2,235--235," spectre d'un anneau artinien) où Pic_ X/S ^ n'est pas plat sur S , en faisant varier infinitésimalement la surface de Igusa. Le point envisagé par Mumfor",precise
flatness,fga.236.s2.proposition.2-10,236,proposition,1,1,235--236,"PROPOSITION 2.10 (i) Si Pic_ X/S est simple (resp. plat) sur S en les points de la section unité, il l'est en tous les points de Pic_ X/S ^ , et en le",precise
flatness,fga.236.s3,236,section,2,2,236--241,"ait. Soit maintenant f:X S un schéma relatif propre et plat, avec \[ O_S f_*( O_X) \] pour simplifier, tel que Pic_ X/S existe et que Pic_ X/S ^ soit prop",aggregate
flatness,fga.236.s3.corollary.3-2,236,corollary,1,1,236--237,"ait. Soit maintenant f:X S un schéma relatif propre et plat, avec \[ O_S f_*( O_X) \] pour simplifier, tel que Pic_ X/S existe et que Pic_ X/S ^ soit prop",precise
flatness,fga.236.s3.remark.3-10,236,remark,1,1,241--241,"t au même que Pic_ X/S ^ existe, et que Pic_ X/S ^ est plat sur S , et il suffit de tester la question pour S spectre d'un anneau de valuation discrète. C",precise
flatness,fga.236.s4,236,section,1,1,241--243," schéma de Picard Soit f:X S un morphisme projectif et plat tel que Pic_ X/S existe, alors la considération des « polynômes de Hilbert » Q Q[t] permet de ",aggregate
flatness,fga.e236,e236,erratum,3,2,303--307,at suivant : (ix) Soit f:X S un morphisme projectif et plat dont les fibres géométriques sont intègres. Alors Pic_ X/S ^ est ouvert et fermé dans Pic_ X/S,aggregate
properness,fga.149,149,expose,1,1,169--193,"onques, et prouver le théorème 1 pour une intersection propre de cycles. (Au moment d'écrire cet exposé, cela n'est pas encore fait en toute généralité.) Ad",aggregate
properness,fga.149.s4,149,section,1,1,177--181,"onques, et prouver le théorème 1 pour une intersection propre de cycles. (Au moment d'écrire cet exposé, cela n'est pas encore fait en toute généralité.) Ad",aggregate
properness,fga.149.s4.remark.u.n01,149,remark,1,1,181--181,"onques, et prouver le théorème 1 pour une intersection propre de cycles. (Au moment d'écrire cet exposé, cela n'est pas encore fait en toute généralité.) Ad",precise
properness,fga.182,182,expose,45,45,193--220,"morphisme projectif, et plus généralement de morphisme propre. Un tel morphisme est de type fini ; de plus il transforme parties fermées en parties fermées,",aggregate
