ref_id,language,source_unit,file,line,raw,ref_kind,status,selected_target,candidate_count
ref.fr.000394,fr,fga.182,fr/182.tex,1,Exposé 182,expose,RESOLVED,fga.182,1
ref.en.000395,en,fga.182.s1,en/182.tex,95,[2],bibliography,RESOLVED,fga.182.bib.ref.2,1
ref.en.000396,en,fga.182.s3.theorem.1,en/182.tex,184,[4],bibliography,RESOLVED,fga.182.bib.ref.4,1
ref.en.000397,en,fga.182.s3.theorem.4,en/182.tex,313,[1],bibliography,RESOLVED,fga.182.bib.ref.1,1
ref.en.000398,en,fga.182.s3,en/182.tex,155,Theorem 1,explicit_theorem,RESOLVED,fga.182.s3.theorem.1,1
ref.en.000399,en,fga.182.s3.theorem.1,en/182.tex,176,Section 2,explicit_section,RESOLVED,fga.182.s2,1
ref.en.000400,en,fga.182.s3.theorem.1,en/182.tex,180,Theorem 1,explicit_theorem,RESOLVED,fga.182.s3.theorem.1,1
ref.en.000401,en,fga.182.s3.theorem.2,en/182.tex,187,Theorem 1,explicit_theorem,RESOLVED,fga.182.s3.theorem.1,1
ref.en.000402,en,fga.182.s3.corollary.1,en/182.tex,202,Theorem 1,explicit_theorem,RESOLVED,fga.182.s3.theorem.1,1
ref.en.000403,en,fga.182.s3.corollary.1,en/182.tex,203,Theorem 2,explicit_theorem,RESOLVED,fga.182.s3.theorem.2,1
ref.en.000404,en,fga.182.s3.corollary.1,en/182.tex,204,Corollary 1,explicit_corollary,AMBIGUOUS,,9
ref.en.000405,en,fga.182.s3.theorem.3,en/182.tex,247,Theorem 2,explicit_theorem,RESOLVED,fga.182.s3.theorem.2,1
ref.en.000406,en,fga.182.s3.theorem.3,en/182.tex,248,Corollary 3,explicit_corollary,AMBIGUOUS,,6
ref.en.000407,en,fga.182.s3.corollary.1.n02,en/182.tex,257,Corollary 1,explicit_corollary,AMBIGUOUS,,9
ref.en.000408,en,fga.182.s3.theorem.4,en/182.tex,301,Theorem 4,explicit_theorem,RESOLVED,fga.182.s3.theorem.4,1
ref.en.000409,en,fga.182.s3.theorem.4,en/182.tex,303,Theorem 4,explicit_theorem,RESOLVED,fga.182.s3.theorem.4,1
ref.en.000410,en,fga.182.s3.theorem.4,en/182.tex,304,Proposition 3,explicit_proposition,RESOLVED,fga.182.s6.proposition.3,1
ref.en.000411,en,fga.182.s3.theorem.4,en/182.tex,309,Theorem 1,explicit_theorem,RESOLVED,fga.182.s3.theorem.1,1
ref.en.000412,en,fga.182.s4,en/182.tex,328,Corollary 1,explicit_corollary,AMBIGUOUS,,9
ref.en.000413,en,fga.182.s4.corollary.2,en/182.tex,369,Corollary 1,explicit_corollary,AMBIGUOUS,,9
ref.en.000414,en,fga.182.s4.theorem.6,en/182.tex,384,Theorem 6,explicit_theorem,RESOLVED,fga.182.s4.theorem.6,1
ref.en.000415,en,fga.182.s5,en/182.tex,404,Theorem 2,explicit_theorem,RESOLVED,fga.182.s3.theorem.2,1
ref.en.000416,en,fga.182.s5,en/182.tex,406,Theorem 2,explicit_theorem,RESOLVED,fga.182.s3.theorem.2,1
ref.en.000417,en,fga.182.s5.proposition.1,en/182.tex,426,Proposition 1,explicit_proposition,RESOLVED,fga.182.s5.proposition.1,1
ref.en.000418,en,fga.182.s5.proposition.2,en/182.tex,474,Corollary 3,explicit_corollary,AMBIGUOUS,,6
ref.en.000419,en,fga.182.s5.proposition.2,en/182.tex,477,Proposition 2,explicit_proposition,RESOLVED,fga.182.s5.proposition.2,1
ref.en.000420,en,fga.182.s6,en/182.tex,515,Theorem 7,explicit_theorem,RESOLVED,fga.182.s5.theorem.7,1
ref.en.000421,en,fga.182.s6,en/182.tex,516,Theorem 3,explicit_theorem,RESOLVED,fga.182.s3.theorem.3,1
ref.en.000422,en,fga.182.s6.proposition.3,en/182.tex,540,Theorem 3,explicit_theorem,RESOLVED,fga.182.s3.theorem.3,1
ref.en.000423,en,fga.182.s6.theorem.8,en/182.tex,590,Theorem 8,explicit_theorem,RESOLVED,fga.182.s6.theorem.8,1
ref.en.000424,en,fga.182.s6.corollary.1.n02,en/182.tex,612,Theorem 8,explicit_theorem,RESOLVED,fga.182.s6.theorem.8,1
ref.en.000425,en,fga.182.s6.corollary.1.n03,en/182.tex,679,Theorem 3,explicit_theorem,RESOLVED,fga.182.s3.theorem.3,1
ref.en.000426,en,fga.182.s6.corollary.1.n03,en/182.tex,679,Corollary 2,explicit_corollary,AMBIGUOUS,,8
ref.en.000427,en,fga.182.s6.corollary.2.n02,en/182.tex,686,Proposition 3,explicit_proposition,RESOLVED,fga.182.s6.proposition.3,1
ref.en.000428,en,fga.182.s6.corollary.2.n02,en/182.tex,686,Corollary 1,explicit_corollary,AMBIGUOUS,,9
ref.en.000429,en,fga.182.s6.corollary.3.n02,en/182.tex,696,Theorem 9,explicit_theorem,RESOLVED,fga.182.s6.theorem.9,1
ref.en.000430,en,fga.182.s6.corollary.3.n02,en/182.tex,696,Theorem 4,explicit_theorem,RESOLVED,fga.182.s3.theorem.4,1
ref.en.000431,en,fga.182.s6.remark.u.n01,en/182.tex,724,Theorem 3,explicit_theorem,RESOLVED,fga.182.s3.theorem.3,1
ref.en.000432,en,fga.182.s6.remark.u.n01,en/182.tex,735,Corollary 1,explicit_corollary,AMBIGUOUS,,9
ref.en.000433,en,fga.182.s6.remark.u.n01,en/182.tex,740,Proposition 2,explicit_proposition,RESOLVED,fga.182.s5.proposition.2,1
ref.en.000434,en,fga.182.s7,en/182.tex,764,Theorem 8,explicit_theorem,RESOLVED,fga.182.s6.theorem.8,1
ref.en.000435,en,fga.182.s7,en/182.tex,772,Theorem 10,explicit_theorem,RESOLVED,fga.182.s7.theorem.10,1
ref.en.000436,en,fga.182.s7,en/182.tex,777,Theorem 9,explicit_theorem,RESOLVED,fga.182.s6.theorem.9,1
ref.en.000437,en,fga.182.s7.theorem.10,en/182.tex,844,Theorem 4,explicit_theorem,RESOLVED,fga.182.s3.theorem.4,1
ref.en.000438,en,fga.182.s8,en/182.tex,917,Section 3,explicit_section,RESOLVED,fga.182.s3,1
ref.en.000439,en,fga.182.s8.lemma.5,en/182.tex,990,Lemma 3,explicit_lemma,RESOLVED,fga.182.s8.lemma.3,1
ref.en.000440,en,fga.182.s8.lemma.5,en/182.tex,992,Lemma 4,explicit_lemma,RESOLVED,fga.182.s8.lemma.4,1
ref.en.000441,en,fga.182.s8.proposition.4,en/182.tex,1003,Theorem 2,explicit_theorem,RESOLVED,fga.182.s3.theorem.2,1
ref.en.000442,en,fga.182.s8.proposition.4,en/182.tex,1006,Lemma 1,explicit_lemma,RESOLVED,fga.182.s8.lemma.1,1
ref.en.000443,en,fga.182.s8.remark.u.n01,en/182.tex,1025,Theorem 5,explicit_theorem,RESOLVED,fga.182.s4.theorem.5,1
ref.en.000444,en,fga.182.s8.remark.u.n01,en/182.tex,1027,Theorem 5,explicit_theorem,RESOLVED,fga.182.s4.theorem.5,1
ref.en.000445,en,fga.182.s8.remark.u.n01,en/182.tex,1047,Lemma 3,explicit_lemma,RESOLVED,fga.182.s8.lemma.3,1
ref.en.000446,en,fga.182.s8.theorem.11,en/182.tex,1056,Lemma 3,explicit_lemma,RESOLVED,fga.182.s8.lemma.3,1
ref.en.000447,en,fga.182.s8.theorem.11,en/182.tex,1057,Theorem 2,explicit_theorem,RESOLVED,fga.182.s3.theorem.2,1
ref.en.000448,en,fga.182.s8.corollary.1,en/182.tex,1065,Theorem 11,explicit_theorem,RESOLVED,fga.182.s8.theorem.11,1
ref.en.000449,en,fga.182.s8.corollary.1,en/182.tex,1067,Corollary 1,explicit_corollary,AMBIGUOUS,,9
ref.en.000450,en,fga.182.s8.corollary.1,en/182.tex,1068,Lemma 4,explicit_lemma,RESOLVED,fga.182.s8.lemma.4,1
ref.en.000451,en,fga.182.s8.corollary.2,en/182.tex,1081,Theorem 11,explicit_theorem,RESOLVED,fga.182.s8.theorem.11,1
ref.en.000452,en,fga.182.s8.corollary.2,en/182.tex,1087,Lemma 3,explicit_lemma,RESOLVED,fga.182.s8.lemma.3,1
ref.en.000453,en,fga.182.s8.corollary.2,en/182.tex,1088,Theorem 11,explicit_theorem,RESOLVED,fga.182.s8.theorem.11,1
ref.en.000454,en,fga.182.s8.corollary.2,en/182.tex,1089,Proposition 4,explicit_proposition,RESOLVED,fga.182.s8.proposition.4,1
ref.en.000455,en,fga.182.s8.corollary.3,en/182.tex,1103,Corollary 3,explicit_corollary,AMBIGUOUS,,6
ref.en.000456,en,fga.182.s8.remark.u.n02,en/182.tex,1149,Proposition 4,explicit_proposition,RESOLVED,fga.182.s8.proposition.4,1
ref.en.000457,en,fga.182.s8.remark.u.n02,en/182.tex,1150,Corollary 4,explicit_corollary,AMBIGUOUS,,3
ref.en.000458,en,fga.182.s8.remark.u.n02,en/182.tex,1164,Theorem 12,explicit_theorem,RESOLVED,fga.182.s8.theorem.12,1
ref.en.000459,en,fga.182.s8.remark.u.n02,en/182.tex,1167,Theorem 11,explicit_theorem,RESOLVED,fga.182.s8.theorem.11,1
ref.en.000460,en,fga.182.s8.remark.u.n02,en/182.tex,1167,Theorem 3,explicit_theorem,RESOLVED,fga.182.s3.theorem.3,1
ref.en.000461,en,fga.182.s8.lemma.6,en/182.tex,1175,Theorem 8,explicit_theorem,RESOLVED,fga.182.s6.theorem.8,1
ref.en.000462,en,fga.182.s8.lemma.6,en/182.tex,1176,Theorem 3,explicit_theorem,RESOLVED,fga.182.s3.theorem.3,1
ref.en.000463,en,fga.182.s8.corollary.1.n02,en/182.tex,1190,Lemma 5,explicit_lemma,RESOLVED,fga.182.s8.lemma.5,1
ref.en.000464,en,fga.182.s8.corollary.2.n02,en/182.tex,1218,Theorem 9,explicit_theorem,RESOLVED,fga.182.s6.theorem.9,1
ref.en.000465,en,fga.182.s8.corollary.2.n02,en/182.tex,1218,Corollary 4,explicit_corollary,AMBIGUOUS,,3
ref.en.000466,en,fga.182.s8.corollary.5.n02,en/182.tex,1289,Corollary 5,explicit_corollary,AMBIGUOUS,,2
ref.en.000467,en,fga.182.s8.theorem.13,en/182.tex,1303,Theorem 12,explicit_theorem,RESOLVED,fga.182.s8.theorem.12,1
ref.en.000468,en,fga.182.s8.theorem.13,en/182.tex,1303,Corollary 2,explicit_corollary,AMBIGUOUS,,8
ref.en.000469,en,fga.182.s8.corollary.1.n03,en/182.tex,1317,Theorem 13,explicit_theorem,RESOLVED,fga.182.s8.theorem.13,1
ref.en.000470,en,fga.182.s8.theorem.14,en/182.tex,1324,Theorem 13,explicit_theorem,RESOLVED,fga.182.s8.theorem.13,1
ref.en.000471,en,fga.182.s8.theorem.14,en/182.tex,1336,Theorem 13,explicit_theorem,RESOLVED,fga.182.s8.theorem.13,1
ref.en.000472,en,fga.182.s8.theorem.14,en/182.tex,1336,Corollary 4,explicit_corollary,AMBIGUOUS,,3
ref.en.000473,en,fga.182.s8.theorem.14,en/182.tex,1337,Theorem 12,explicit_theorem,RESOLVED,fga.182.s8.theorem.12,1
ref.en.000474,en,fga.182.s8.theorem.14,en/182.tex,1337,Theorem 9,explicit_theorem,RESOLVED,fga.182.s6.theorem.9,1
ref.en.000475,en,fga.182.s8.theorem.14,en/182.tex,1337,Corollary 3,explicit_corollary,AMBIGUOUS,,6
ref.en.000476,en,fga.182.s8.corollary.u.n01,en/182.tex,1358,Theorem 9,explicit_theorem,RESOLVED,fga.182.s6.theorem.9,1
ref.en.000477,en,fga.182.s8.remark.u.n03,en/182.tex,1367,Theorem 12,explicit_theorem,RESOLVED,fga.182.s8.theorem.12,1
ref.en.000478,en,fga.182.s8.remark.u.n03,en/182.tex,1367,Corollary 2,explicit_corollary,AMBIGUOUS,,8
ref.en.000479,en,fga.182.s8.remark.u.n03,en/182.tex,1371,Lemma 6,explicit_lemma,RESOLVED,fga.182.s8.lemma.6,1
ref.en.000480,en,fga.182.s8.remark.u.n03,en/182.tex,1373,Remark 2,explicit_remark,UNRESOLVED,,0
ref.en.000481,en,fga.182.s8.remark.u.n03,en/182.tex,1373,Theorem 11,explicit_theorem,RESOLVED,fga.182.s8.theorem.11,1
ref.en.000482,en,fga.182.s4.theorem.6,en/182.tex,378,SGA,siglum,RESOLVED,ext.sga,1
ref.en.000483,en,fga.182,en/182.tex,1,Exposé 182,expose,RESOLVED,fga.182,1
ref.fr.000484,fr,fga.e182.item.u.n02,fr/e182.tex,13,théorème 6,explicit_theorem,UNRESOLVED,,0
ref.fr.000485,fr,fga.e182.item.u.n03,fr/e182.tex,19,remarque 1,explicit_remark,UNRESOLVED,,0
ref.fr.000486,fr,fga.e182,fr/e182.tex,32,remarque 3,explicit_remark,UNRESOLVED,,0
ref.fr.000487,fr,fga.e182,fr/e182.tex,37,théorème 10,explicit_theorem,UNRESOLVED,,0
ref.fr.000488,fr,fga.e182.item.u.n06,fr/e182.tex,40,corollaire 5,explicit_corollary,UNRESOLVED,,0
ref.fr.000489,fr,fga.e182,fr/e182.tex,47,théorème 14,explicit_theorem,UNRESOLVED,,0
ref.fr.000490,fr,fga.e182,fr/e182.tex,48,théorème 14,explicit_theorem,UNRESOLVED,,0
ref.fr.000491,fr,fga.e182,fr/e182.tex,43,EGA,siglum,RESOLVED,ext.ega,1
ref.fr.000492,fr,fga.e182,fr/e182.tex,15,SGA,siglum,RESOLVED,ext.sga,1
ref.fr.000493,fr,fga.e182,fr/e182.tex,44,SGA,siglum,RESOLVED,ext.sga,1
ref.fr.000494,fr,fga.e182,fr/e182.tex,45,SGA,siglum,RESOLVED,ext.sga,1
ref.fr.000495,fr,fga.e182,fr/e182.tex,45,SGA,siglum,RESOLVED,ext.sga,1
ref.fr.000496,fr,fga.e182,fr/e182.tex,2,exposé no 182,expose,RESOLVED,fga.182,1
ref.fr.000497,fr,fga.e182,fr/e182.tex,3,exposé no 182,expose,RESOLVED,fga.182,1
ref.en.000498,en,fga.e182.item.u.n02,en/e182.tex,13,Theorem 6,explicit_theorem,UNRESOLVED,,0
ref.en.000499,en,fga.e182.item.u.n03,en/e182.tex,19,Remark 1,explicit_remark,UNRESOLVED,,0
ref.en.000500,en,fga.e182,en/e182.tex,31,Remark 3,explicit_remark,UNRESOLVED,,0
ref.en.000501,en,fga.e182,en/e182.tex,36,Theorem 10,explicit_theorem,UNRESOLVED,,0
ref.en.000502,en,fga.e182.item.u.n06,en/e182.tex,40,Corollary 5,explicit_corollary,UNRESOLVED,,0
ref.en.000503,en,fga.e182,en/e182.tex,47,Theorem 14,explicit_theorem,UNRESOLVED,,0
ref.en.000504,en,fga.e182,en/e182.tex,48,Theorem 14,explicit_theorem,UNRESOLVED,,0
ref.en.000505,en,fga.e182,en/e182.tex,43,EGA,siglum,RESOLVED,ext.ega,1
ref.en.000506,en,fga.e182,en/e182.tex,15,SGA,siglum,RESOLVED,ext.sga,1
ref.en.000507,en,fga.e182,en/e182.tex,44,SGA,siglum,RESOLVED,ext.sga,1
ref.en.000508,en,fga.e182,en/e182.tex,45,SGA,siglum,RESOLVED,ext.sga,1
ref.en.000509,en,fga.e182,en/e182.tex,45,SGA,siglum,RESOLVED,ext.sga,1
ref.en.000510,en,fga.e182,en/e182.tex,2,Exposé no. 182,expose,RESOLVED,fga.182,1
ref.en.000511,en,fga.e182,en/e182.tex,3,Exposé no. 182,expose,RESOLVED,fga.182,1
ref.fr.000512,fr,fga.190,fr/190.tex,21,[3],bibliography,RESOLVED,fga.190.bib.ref.3,1
ref.fr.000513,fr,fga.190,fr/190.tex,42,[2],bibliography,RESOLVED,fga.190.bib.ref.2,1
ref.fr.000514,fr,fga.190.sa.remark.u.n01,fr/190.tex,518,[5],bibliography,RESOLVED,fga.190.bib.ref.5,1
ref.fr.000515,fr,fga.190.sa.remark.u.n01,fr/190.tex,520,[5],bibliography,RESOLVED,fga.190.bib.ref.5,1
ref.fr.000516,fr,fga.190.sa.remark.u.n01,fr/190.tex,527,[5],bibliography,RESOLVED,fga.190.bib.ref.5,1
ref.fr.000517,fr,fga.190.sa.remark.u.n01,fr/190.tex,538,[2],bibliography,RESOLVED,fga.190.bib.ref.2,1
ref.fr.000518,fr,fga.190.sa.remark.u.n01,fr/190.tex,602,[4],bibliography,RESOLVED,fga.190.bib.ref.4,1
ref.fr.000519,fr,fga.190.sa.remark.u.n03,fr/190.tex,877,[1],bibliography,RESOLVED,fga.190.bib.ref.1,1
ref.fr.000520,fr,fga.190.sb.definition.1-1,fr/190.tex,898,[5],bibliography,RESOLVED,fga.190.bib.ref.5,1
ref.fr.000521,fr,fga.190.sb.remark.u.n01,fr/190.tex,1422,[4],bibliography,RESOLVED,fga.190.bib.ref.4,1
ref.fr.000522,fr,fga.190.sb.remark.u.n02,fr/190.tex,1508,[6],bibliography,RESOLVED,fga.190.bib.ref.6,1
ref.fr.000523,fr,fga.190.sb.remark.u.n02,fr/190.tex,1516,[6],bibliography,RESOLVED,fga.190.bib.ref.6,1
ref.fr.000524,fr,fga.190,fr/190.tex,10,théorème 90,explicit_theorem,UNRESOLVED,,0
ref.fr.000525,fr,fga.190.sa.definition.1-4,fr/190.tex,179,définition 1.3,explicit_definition,RESOLVED,fga.190.sa.definition.1-3,1
ref.fr.000526,fr,fga.190.sa.definition.1-7,fr/190.tex,236,définition 1.3,explicit_definition,RESOLVED,fga.190.sa.definition.1-3,1
ref.fr.000527,fr,fga.190.sa.definition.1-7,fr/190.tex,238,définition 1.6,explicit_definition,RESOLVED,fga.190.sa.definition.1-6,1
ref.fr.000528,fr,fga.190.sa.result.2-1,fr/190.tex,310,définition 1.2,explicit_definition,RESOLVED,fga.190.sb.definition.1-2,1
ref.fr.000529,fr,fga.190.sa.result.2-1,fr/190.tex,316,définition 1.2,explicit_definition,RESOLVED,fga.190.sb.definition.1-2,1
ref.fr.000530,fr,fga.190.sa.definition.2-4,fr/190.tex,366,définition 1.7,explicit_definition,RESOLVED,fga.190.sa.definition.1-7,1
ref.fr.000531,fr,fga.190.sa.remark.u.n01,fr/190.tex,484,paragraphe 2,explicit_section,UNRESOLVED,,0
ref.fr.000532,fr,fga.190.sa.remark.u.n01,fr/190.tex,574,paragraphe 2,explicit_section,UNRESOLVED,,0
ref.fr.000533,fr,fga.190.sa.remark.u.n01,fr/190.tex,602,lemme 6,explicit_lemma,UNRESOLVED,,0
ref.fr.000534,fr,fga.190.sa.remark.u.n01,fr/190.tex,660,définition 2.1,explicit_definition,UNRESOLVED,,0
ref.fr.000535,fr,fga.190.sa.remark.u.n01,fr/190.tex,703,définition 1.7,explicit_definition,RESOLVED,fga.190.sa.definition.1-7,1
ref.fr.000536,fr,fga.190.sa.remark.u.n01,fr/190.tex,717,définition 1.6,explicit_definition,RESOLVED,fga.190.sa.definition.1-6,1
ref.fr.000537,fr,fga.190.sa.result.2.n02,fr/190.tex,784,paragraphe 2,explicit_section,UNRESOLVED,,0
ref.fr.000538,fr,fga.190.sa.result.2.n02,fr/190.tex,809,paragraphe 2,explicit_section,UNRESOLVED,,0
ref.fr.000539,fr,fga.190.sa.result.2.n02,fr/190.tex,846,paragraphe 2,explicit_section,UNRESOLVED,,0
ref.fr.000540,fr,fga.190.sa.result.2.n02,fr/190.tex,846,théorème 90,explicit_theorem,UNRESOLVED,,0
ref.fr.000541,fr,fga.190.sb.theorem.1,fr/190.tex,926,définition 1.7,explicit_definition,RESOLVED,fga.190.sa.definition.1-7,1
ref.fr.000542,fr,fga.190.sb.theorem.1,fr/190.tex,927,paragraphe 1,explicit_section,UNRESOLVED,,0
ref.fr.000543,fr,fga.190.sb.theorem.1,fr/190.tex,943,définition 1.6,explicit_definition,RESOLVED,fga.190.sa.definition.1-6,1
ref.fr.000544,fr,fga.190.sb.corollary.1,fr/190.tex,958,définition 1,explicit_definition,UNRESOLVED,,0
ref.fr.000545,fr,fga.190.sb.corollary.1,fr/190.tex,960,définition 1.1,explicit_definition,RESOLVED,fga.190.sb.definition.1-1,1
ref.fr.000546,fr,fga.190.sb.corollary.2,fr/190.tex,962,corollaire 1,explicit_corollary,RESOLVED,fga.190.sb.corollary.1,1
ref.fr.000547,fr,fga.190.sb.corollary.2,fr/190.tex,968,paragraphe 4,explicit_section,UNRESOLVED,,0
ref.fr.000548,fr,fga.190.sb.corollary.2,fr/190.tex,968,théorème 1,explicit_theorem,RESOLVED,fga.190.sb.theorem.1,1
ref.fr.000549,fr,fga.190.sb.corollary.2,fr/190.tex,969,théorème 90,explicit_theorem,UNRESOLVED,,0
ref.fr.000550,fr,fga.190.sb.corollary.2,fr/190.tex,973,corollaire 1,explicit_corollary,RESOLVED,fga.190.sb.corollary.1,1
ref.fr.000551,fr,fga.190.sb.lemma.1-1,fr/190.tex,982,paragraphe 4,explicit_section,UNRESOLVED,,0
ref.fr.000552,fr,fga.190.sb.lemma.1-1,fr/190.tex,991,paragraphe 4,explicit_section,UNRESOLVED,,0
ref.fr.000553,fr,fga.190.sb.lemma.1-1,fr/190.tex,992,paragraphe 4,explicit_section,UNRESOLVED,,0
ref.fr.000554,fr,fga.190.sb.corollary.u.n01,fr/190.tex,1000,théorème 1,explicit_theorem,RESOLVED,fga.190.sb.theorem.1,1
ref.fr.000555,fr,fga.190.sb.corollary.u.n01,fr/190.tex,1002,paragraphe 1,explicit_section,UNRESOLVED,,0
ref.fr.000556,fr,fga.190.sb.corollary.u.n01,fr/190.tex,1004,théorème 1,explicit_theorem,RESOLVED,fga.190.sb.theorem.1,1
ref.fr.000557,fr,fga.190.sb.theorem.2,fr/190.tex,1016,théorème 1,explicit_theorem,RESOLVED,fga.190.sb.theorem.1,1
ref.fr.000558,fr,fga.190.sb.theorem.2,fr/190.tex,1017,définition 2.4,explicit_definition,RESOLVED,fga.190.sa.definition.2-4,1
ref.fr.000559,fr,fga.190.sb.theorem.2,fr/190.tex,1019,définition 1.7,explicit_definition,RESOLVED,fga.190.sa.definition.1-7,1
ref.fr.000560,fr,fga.190.sb.theorem.2,fr/190.tex,1036,théorème 1,explicit_theorem,RESOLVED,fga.190.sb.theorem.1,1
ref.fr.000561,fr,fga.190.sb.theorem.2,fr/190.tex,1036,corollaire 1,explicit_corollary,RESOLVED,fga.190.sb.corollary.1,1
ref.fr.000562,fr,fga.190.sb.theorem.2,fr/190.tex,1037,théorème 1,explicit_theorem,RESOLVED,fga.190.sb.theorem.1,1
ref.fr.000563,fr,fga.190.sb.lemma.1-2,fr/190.tex,1045,théorème 2,explicit_theorem,RESOLVED,fga.190.sb.theorem.2,1
ref.fr.000564,fr,fga.190.sb.remark.u.n01,fr/190.tex,1113,lemme 1.2,explicit_lemma,RESOLVED,fga.190.sb.lemma.1-2,1
ref.fr.000565,fr,fga.190.sb.remark.u.n01,fr/190.tex,1122,paragraphe 1,explicit_section,UNRESOLVED,,0
ref.fr.000566,fr,fga.190.sb.remark.u.n01,fr/190.tex,1165,paragraphe 1,explicit_section,UNRESOLVED,,0
ref.fr.000567,fr,fga.190.sb.remark.u.n01,fr/190.tex,1307,théorème 3,explicit_theorem,RESOLVED,fga.190.sb.theorem.3,1
ref.fr.000568,fr,fga.190.sb.remark.u.n01,fr/190.tex,1342,théorème 1,explicit_theorem,RESOLVED,fga.190.sb.theorem.1,1
ref.fr.000569,fr,fga.190.sb.remark.u.n01,fr/190.tex,1442,théorème 3,explicit_theorem,RESOLVED,fga.190.sb.theorem.3,1
ref.fr.000570,fr,fga.190.sb.remark.u.n02,fr/190.tex,1457,théorème 3,explicit_theorem,RESOLVED,fga.190.sb.theorem.3,1
ref.fr.000571,fr,fga.190.sb.remark.u.n02,fr/190.tex,1521,paragraphe 2,explicit_section,UNRESOLVED,,0
ref.fr.000572,fr,fga.190.sb.remark.u.n02,fr/190.tex,1521,théorème 2,explicit_theorem,RESOLVED,fga.190.sb.theorem.2,1
ref.fr.000573,fr,fga.190.sb.remark.u.n02,fr/190.tex,1536,paragraphe 4,explicit_section,UNRESOLVED,,0
ref.fr.000574,fr,fga.190.sb.proposition.6-1,fr/190.tex,1571,paragraphe 3,explicit_section,UNRESOLVED,,0
ref.fr.000575,fr,fga.190.sb.remark.u.n01,fr/190.tex,1181,(3.1),numeric_label,RESOLVED,fga.190.sb.remark.u.n01.eq.3-1,1
ref.fr.000576,fr,fga.190.sb.remark.u.n01,fr/190.tex,1223,(3.1),numeric_label,RESOLVED,fga.190.sb.remark.u.n01.eq.3-1,1
ref.fr.000577,fr,fga.190.sb.remark.u.n01,fr/190.tex,1223,(3.4),numeric_label,RESOLVED,fga.190.sb.remark.u.n01.eq.3-4,1
ref.fr.000578,fr,fga.190.sb.remark.u.n01,fr/190.tex,1242,(3.1),numeric_label,RESOLVED,fga.190.sb.remark.u.n01.eq.3-1,1
ref.fr.000579,fr,fga.190.sb.remark.u.n01,fr/190.tex,1242,(3.4),numeric_label,RESOLVED,fga.190.sb.remark.u.n01.eq.3-4,1
ref.fr.000580,fr,fga.190.sb.remark.u.n01,fr/190.tex,1304,(3.4),numeric_label,RESOLVED,fga.190.sb.remark.u.n01.eq.3-4,1
ref.fr.000581,fr,fga.190,fr/190.tex,24,TDTE,siglum,RESOLVED,ext.tdte,1
ref.fr.000582,fr,fga.190,fr/190.tex,25,TDTE,siglum,RESOLVED,ext.tdte,1
ref.fr.000583,fr,fga.190,fr/190.tex,1,Exposé 190,expose,RESOLVED,fga.190,1
ref.en.000584,en,fga.190,en/190.tex,21,[3],bibliography,RESOLVED,fga.190.bib.ref.3,1
ref.en.000585,en,fga.190,en/190.tex,41,[2],bibliography,RESOLVED,fga.190.bib.ref.2,1
ref.en.000586,en,fga.190.sa.remark.u.n01,en/190.tex,498,[5],bibliography,RESOLVED,fga.190.bib.ref.5,1
ref.en.000587,en,fga.190.sa.remark.u.n01,en/190.tex,500,[5],bibliography,RESOLVED,fga.190.bib.ref.5,1
ref.en.000588,en,fga.190.sa.remark.u.n01,en/190.tex,506,[5],bibliography,RESOLVED,fga.190.bib.ref.5,1
ref.en.000589,en,fga.190.sa.remark.u.n01,en/190.tex,517,[2],bibliography,RESOLVED,fga.190.bib.ref.2,1
ref.en.000590,en,fga.190.sa.remark.u.n01,en/190.tex,579,[4],bibliography,RESOLVED,fga.190.bib.ref.4,1
ref.en.000591,en,fga.190.sa.remark.u.n03,en/190.tex,847,[1],bibliography,RESOLVED,fga.190.bib.ref.1,1
ref.en.000592,en,fga.190.sb.definition.1-1,en/190.tex,866,[5],bibliography,RESOLVED,fga.190.bib.ref.5,1
ref.en.000593,en,fga.190.sb.remark.u.n01,en/190.tex,1378,[4],bibliography,RESOLVED,fga.190.bib.ref.4,1
ref.en.000594,en,fga.190.sb.remark.u.n02,en/190.tex,1465,[6],bibliography,RESOLVED,fga.190.bib.ref.6,1
ref.en.000595,en,fga.190.sb.remark.u.n02,en/190.tex,1472,[6],bibliography,RESOLVED,fga.190.bib.ref.6,1
ref.en.000596,en,fga.190,en/190.tex,10,Theorem 90,explicit_theorem,UNRESOLVED,,0
ref.en.000597,en,fga.190.sa.definition.1-4,en/190.tex,171,Definition 1.3,explicit_definition,RESOLVED,fga.190.sa.definition.1-3,1
ref.en.000598,en,fga.190.sa.definition.1-7,en/190.tex,226,Definition 1.3,explicit_definition,RESOLVED,fga.190.sa.definition.1-3,1
ref.en.000599,en,fga.190.sa.definition.1-7,en/190.tex,228,Definition 1.6,explicit_definition,RESOLVED,fga.190.sa.definition.1-6,1
ref.en.000600,en,fga.190.sa.result.2-1,en/190.tex,297,Definition 1.2,explicit_definition,RESOLVED,fga.190.sb.definition.1-2,1
ref.en.000601,en,fga.190.sa.result.2-1,en/190.tex,302,Definition 1.2,explicit_definition,RESOLVED,fga.190.sb.definition.1-2,1
ref.en.000602,en,fga.190.sa.definition.2-4,en/190.tex,352,Definition 1.7,explicit_definition,RESOLVED,fga.190.sa.definition.1-7,1
