target_id,target_type,display_fr,display_en,scope,item,label,source_pages,authority
fga.212.p109,source_page,Page source 109,Source page 109,internal,212,109,109--109,SB_1960-1961__6__99_0 2AE65A57C7C9240E0AC880DEE5BAE3D2EDB956AAB6673C2261F1095A51F26C0D
fga.212.p110,source_page,Page source 110,Source page 110,internal,212,110,110--110,SB_1960-1961__6__99_0 2AE65A57C7C9240E0AC880DEE5BAE3D2EDB956AAB6673C2261F1095A51F26C0D
fga.212.p111,source_page,Page source 111,Source page 111,internal,212,111,111--111,SB_1960-1961__6__99_0 2AE65A57C7C9240E0AC880DEE5BAE3D2EDB956AAB6673C2261F1095A51F26C0D
fga.212.p112,source_page,Page source 112,Source page 112,internal,212,112,112--112,SB_1960-1961__6__99_0 2AE65A57C7C9240E0AC880DEE5BAE3D2EDB956AAB6673C2261F1095A51F26C0D
fga.212.p113,source_page,Page source 113,Source page 113,internal,212,113,113--113,SB_1960-1961__6__99_0 2AE65A57C7C9240E0AC880DEE5BAE3D2EDB956AAB6673C2261F1095A51F26C0D
fga.212.p114,source_page,Page source 114,Source page 114,internal,212,114,114--114,SB_1960-1961__6__99_0 2AE65A57C7C9240E0AC880DEE5BAE3D2EDB956AAB6673C2261F1095A51F26C0D
fga.212.p115,source_page,Page source 115,Source page 115,internal,212,115,115--115,SB_1960-1961__6__99_0 2AE65A57C7C9240E0AC880DEE5BAE3D2EDB956AAB6673C2261F1095A51F26C0D
fga.212.p116,source_page,Page source 116,Source page 116,internal,212,116,116--116,SB_1960-1961__6__99_0 2AE65A57C7C9240E0AC880DEE5BAE3D2EDB956AAB6673C2261F1095A51F26C0D
fga.212.p117,source_page,Page source 117,Source page 117,internal,212,117,117--117,SB_1960-1961__6__99_0 2AE65A57C7C9240E0AC880DEE5BAE3D2EDB956AAB6673C2261F1095A51F26C0D
fga.212.p118,source_page,Page source 118,Source page 118,internal,212,118,118--118,SB_1960-1961__6__99_0 2AE65A57C7C9240E0AC880DEE5BAE3D2EDB956AAB6673C2261F1095A51F26C0D
fga.212.eq.u.n01,equation,Équation non numérotée,Equation unnumbered,internal,212,,100--100,SB_1960-1961__6__99_0 2AE65A57C7C9240E0AC880DEE5BAE3D2EDB956AAB6673C2261F1095A51F26C0D
fga.212.eq.u.n02,equation,Équation non numérotée,Equation unnumbered,internal,212,,100--100,SB_1960-1961__6__99_0 2AE65A57C7C9240E0AC880DEE5BAE3D2EDB956AAB6673C2261F1095A51F26C0D
fga.212.eq.u.n03,equation,Équation non numérotée,Equation unnumbered,internal,212,,100--100,SB_1960-1961__6__99_0 2AE65A57C7C9240E0AC880DEE5BAE3D2EDB956AAB6673C2261F1095A51F26C0D
fga.212.eq.u.n04,equation,Équation non numérotée,Equation unnumbered,internal,212,,100--100,SB_1960-1961__6__99_0 2AE65A57C7C9240E0AC880DEE5BAE3D2EDB956AAB6673C2261F1095A51F26C0D
fga.212.eq.u.n05,equation,Équation non numérotée,Equation unnumbered,internal,212,,100--100,SB_1960-1961__6__99_0 2AE65A57C7C9240E0AC880DEE5BAE3D2EDB956AAB6673C2261F1095A51F26C0D
fga.212.eq.u.n06,equation,Équation non numérotée,Equation unnumbered,internal,212,,101--101,SB_1960-1961__6__99_0 2AE65A57C7C9240E0AC880DEE5BAE3D2EDB956AAB6673C2261F1095A51F26C0D
fga.212.eq.u.n07,equation,Équation non numérotée,Equation unnumbered,internal,212,,101--101,SB_1960-1961__6__99_0 2AE65A57C7C9240E0AC880DEE5BAE3D2EDB956AAB6673C2261F1095A51F26C0D
fga.212.item.i,subitem,Sous-item (i),Subitem (i),internal,212,(i),101--101,SB_1960-1961__6__99_0 2AE65A57C7C9240E0AC880DEE5BAE3D2EDB956AAB6673C2261F1095A51F26C0D
fga.212.item.ii,subitem,Sous-item (ii),Subitem (ii),internal,212,(ii),101--101,SB_1960-1961__6__99_0 2AE65A57C7C9240E0AC880DEE5BAE3D2EDB956AAB6673C2261F1095A51F26C0D
fga.212.item.iii,subitem,Sous-item (iii),Subitem (iii),internal,212,(iii),101--101,SB_1960-1961__6__99_0 2AE65A57C7C9240E0AC880DEE5BAE3D2EDB956AAB6673C2261F1095A51F26C0D
fga.212.item.i.n02,subitem,Sous-item (i),Subitem (i),internal,212,(i),101--101,SB_1960-1961__6__99_0 2AE65A57C7C9240E0AC880DEE5BAE3D2EDB956AAB6673C2261F1095A51F26C0D
fga.212.item.ii.n02,subitem,Sous-item (ii),Subitem (ii),internal,212,(ii),101--101,SB_1960-1961__6__99_0 2AE65A57C7C9240E0AC880DEE5BAE3D2EDB956AAB6673C2261F1095A51F26C0D
fga.212.item.iii.n02,subitem,Sous-item (iii),Subitem (iii),internal,212,(iii),101--101,SB_1960-1961__6__99_0 2AE65A57C7C9240E0AC880DEE5BAE3D2EDB956AAB6673C2261F1095A51F26C0D
fga.212.proposition.1-1,proposition,Proposition 1.1,Proposition 1.1,internal,212,1.1,102--103,SB_1960-1961__6__99_0 2AE65A57C7C9240E0AC880DEE5BAE3D2EDB956AAB6673C2261F1095A51F26C0D
fga.212.proposition.2-1,proposition,Proposition 2.1,Proposition 2.1,internal,212,2.1,103--108,SB_1960-1961__6__99_0 2AE65A57C7C9240E0AC880DEE5BAE3D2EDB956AAB6673C2261F1095A51F26C0D
fga.212.proposition.2-1.eq.u.n01,equation,Équation non numérotée,Equation unnumbered,internal,212,,104--104,SB_1960-1961__6__99_0 2AE65A57C7C9240E0AC880DEE5BAE3D2EDB956AAB6673C2261F1095A51F26C0D
fga.212.proposition.2-1.eq.u.n02,equation,Équation non numérotée,Equation unnumbered,internal,212,,104--104,SB_1960-1961__6__99_0 2AE65A57C7C9240E0AC880DEE5BAE3D2EDB956AAB6673C2261F1095A51F26C0D
fga.212.proposition.2-1.eq.u.n03,equation,Équation non numérotée,Equation unnumbered,internal,212,,104--104,SB_1960-1961__6__99_0 2AE65A57C7C9240E0AC880DEE5BAE3D2EDB956AAB6673C2261F1095A51F26C0D
fga.212.proposition.2-1.eq.u.n04,equation,Équation non numérotée,Equation unnumbered,internal,212,,105--105,SB_1960-1961__6__99_0 2AE65A57C7C9240E0AC880DEE5BAE3D2EDB956AAB6673C2261F1095A51F26C0D
fga.212.proposition.2-1.eq.u.n05,equation,Équation non numérotée,Equation unnumbered,internal,212,,105--105,SB_1960-1961__6__99_0 2AE65A57C7C9240E0AC880DEE5BAE3D2EDB956AAB6673C2261F1095A51F26C0D
fga.212.proposition.2-1.eq.u.n06,equation,Équation non numérotée,Equation unnumbered,internal,212,,105--105,SB_1960-1961__6__99_0 2AE65A57C7C9240E0AC880DEE5BAE3D2EDB956AAB6673C2261F1095A51F26C0D
fga.212.proposition.2-1.item.i,subitem,Sous-item (i),Subitem (i),internal,212,(i),106--106,SB_1960-1961__6__99_0 2AE65A57C7C9240E0AC880DEE5BAE3D2EDB956AAB6673C2261F1095A51F26C0D
fga.212.proposition.2-1.eq.u.n07,equation,Équation non numérotée,Equation unnumbered,internal,212,,106--106,SB_1960-1961__6__99_0 2AE65A57C7C9240E0AC880DEE5BAE3D2EDB956AAB6673C2261F1095A51F26C0D
fga.212.proposition.2-1.item.ii,subitem,Sous-item (ii),Subitem (ii),internal,212,(ii),106--106,SB_1960-1961__6__99_0 2AE65A57C7C9240E0AC880DEE5BAE3D2EDB956AAB6673C2261F1095A51F26C0D
fga.212.proposition.2-1.eq.u.n08,equation,Équation non numérotée,Equation unnumbered,internal,212,,106--106,SB_1960-1961__6__99_0 2AE65A57C7C9240E0AC880DEE5BAE3D2EDB956AAB6673C2261F1095A51F26C0D
fga.212.proposition.2-1.eq.u.n09,equation,Équation non numérotée,Equation unnumbered,internal,212,,106--106,SB_1960-1961__6__99_0 2AE65A57C7C9240E0AC880DEE5BAE3D2EDB956AAB6673C2261F1095A51F26C0D
fga.212.proposition.2-1.eq.u.n10,equation,Équation non numérotée,Equation unnumbered,internal,212,,106--106,SB_1960-1961__6__99_0 2AE65A57C7C9240E0AC880DEE5BAE3D2EDB956AAB6673C2261F1095A51F26C0D
fga.212.proposition.2-1.eq.u.n11,equation,Équation non numérotée,Equation unnumbered,internal,212,,106--106,SB_1960-1961__6__99_0 2AE65A57C7C9240E0AC880DEE5BAE3D2EDB956AAB6673C2261F1095A51F26C0D
fga.212.proposition.2-1.eq.u.n12,equation,Équation non numérotée,Equation unnumbered,internal,212,,106--106,SB_1960-1961__6__99_0 2AE65A57C7C9240E0AC880DEE5BAE3D2EDB956AAB6673C2261F1095A51F26C0D
fga.212.proposition.2-1.eq.u.n13,equation,Équation non numérotée,Equation unnumbered,internal,212,,107--107,SB_1960-1961__6__99_0 2AE65A57C7C9240E0AC880DEE5BAE3D2EDB956AAB6673C2261F1095A51F26C0D
fga.212.proposition.2-1.eq.u.n14,equation,Équation non numérotée,Equation unnumbered,internal,212,,107--107,SB_1960-1961__6__99_0 2AE65A57C7C9240E0AC880DEE5BAE3D2EDB956AAB6673C2261F1095A51F26C0D
fga.212.proposition.2-1.eq.u.n15,equation,Équation non numérotée,Equation unnumbered,internal,212,,107--107,SB_1960-1961__6__99_0 2AE65A57C7C9240E0AC880DEE5BAE3D2EDB956AAB6673C2261F1095A51F26C0D
fga.212.proposition.2-1.eq.u.n16,equation,Équation non numérotée,Equation unnumbered,internal,212,,107--107,SB_1960-1961__6__99_0 2AE65A57C7C9240E0AC880DEE5BAE3D2EDB956AAB6673C2261F1095A51F26C0D
fga.212.proposition.2-1.eq.u.n17,equation,Équation non numérotée,Equation unnumbered,internal,212,,108--108,SB_1960-1961__6__99_0 2AE65A57C7C9240E0AC880DEE5BAE3D2EDB956AAB6673C2261F1095A51F26C0D
fga.212.proposition.2-1.eq.u.n18,equation,Équation non numérotée,Equation unnumbered,internal,212,,108--108,SB_1960-1961__6__99_0 2AE65A57C7C9240E0AC880DEE5BAE3D2EDB956AAB6673C2261F1095A51F26C0D
fga.212.proposition.4-1,proposition,Proposition 4.1,Proposition 4.1,internal,212,4.1,108--109,SB_1960-1961__6__99_0 2AE65A57C7C9240E0AC880DEE5BAE3D2EDB956AAB6673C2261F1095A51F26C0D
fga.212.corollary.4-2,corollary,Corollaire 4.2,Corollary 4.2,internal,212,4.2,109--110,SB_1960-1961__6__99_0 2AE65A57C7C9240E0AC880DEE5BAE3D2EDB956AAB6673C2261F1095A51F26C0D
fga.212.corollary.4-2.eq.u.n01,equation,Équation non numérotée,Equation unnumbered,internal,212,,109--109,SB_1960-1961__6__99_0 2AE65A57C7C9240E0AC880DEE5BAE3D2EDB956AAB6673C2261F1095A51F26C0D
fga.212.corollary.4-2.eq.u.n02,equation,Équation non numérotée,Equation unnumbered,internal,212,,109--109,SB_1960-1961__6__99_0 2AE65A57C7C9240E0AC880DEE5BAE3D2EDB956AAB6673C2261F1095A51F26C0D
fga.212.corollary.4-2.eq.u.n03,equation,Équation non numérotée,Equation unnumbered,internal,212,,110--110,SB_1960-1961__6__99_0 2AE65A57C7C9240E0AC880DEE5BAE3D2EDB956AAB6673C2261F1095A51F26C0D
fga.212.s5,section,Quotient par une relation d'équivalence finie et plate,Quotient by a finite flat equivalence relation,internal,212,5,110--112,SB_1960-1961__6__99_0 2AE65A57C7C9240E0AC880DEE5BAE3D2EDB956AAB6673C2261F1095A51F26C0D
fga.212.s5.theorem.5-1,theorem,Théorème 5.1,Theorem 5.1,internal,212,5.1,110--111,SB_1960-1961__6__99_0 2AE65A57C7C9240E0AC880DEE5BAE3D2EDB956AAB6673C2261F1095A51F26C0D
fga.212.s5.theorem.5-1.eq.u.n01,equation,Équation non numérotée,Equation unnumbered,internal,212,,110--110,SB_1960-1961__6__99_0 2AE65A57C7C9240E0AC880DEE5BAE3D2EDB956AAB6673C2261F1095A51F26C0D
fga.212.s5.theorem.5-1.item.i,subitem,Sous-item (i),Subitem (i),internal,212,(i),110--110,SB_1960-1961__6__99_0 2AE65A57C7C9240E0AC880DEE5BAE3D2EDB956AAB6673C2261F1095A51F26C0D
fga.212.s5.theorem.5-1.item.ii,subitem,Sous-item (ii),Subitem (ii),internal,212,(ii),110--110,SB_1960-1961__6__99_0 2AE65A57C7C9240E0AC880DEE5BAE3D2EDB956AAB6673C2261F1095A51F26C0D
fga.212.s5.theorem.5-1.item.iii,subitem,Sous-item (iii),Subitem (iii),internal,212,(iii),111--111,SB_1960-1961__6__99_0 2AE65A57C7C9240E0AC880DEE5BAE3D2EDB956AAB6673C2261F1095A51F26C0D
fga.212.s5.theorem.5-1.item.iv,subitem,Sous-item (iv),Subitem (iv),internal,212,(iv),111--111,SB_1960-1961__6__99_0 2AE65A57C7C9240E0AC880DEE5BAE3D2EDB956AAB6673C2261F1095A51F26C0D
fga.212.s5.corollary.5-2,corollary,Corollaire 5.2,Corollary 5.2,internal,212,5.2,111--111,SB_1960-1961__6__99_0 2AE65A57C7C9240E0AC880DEE5BAE3D2EDB956AAB6673C2261F1095A51F26C0D
fga.212.s5.corollary.5-2.eq.u.n01,equation,Équation non numérotée,Equation unnumbered,internal,212,,111--111,SB_1960-1961__6__99_0 2AE65A57C7C9240E0AC880DEE5BAE3D2EDB956AAB6673C2261F1095A51F26C0D
fga.212.s5.theorem.5-3,theorem,Théorème 5.3,Theorem 5.3,internal,212,5.3,111--112,SB_1960-1961__6__99_0 2AE65A57C7C9240E0AC880DEE5BAE3D2EDB956AAB6673C2261F1095A51F26C0D
fga.212.s5.corollary.5-4,corollary,Corollaire 5.4,Corollary 5.4,internal,212,5.4,112--112,SB_1960-1961__6__99_0 2AE65A57C7C9240E0AC880DEE5BAE3D2EDB956AAB6673C2261F1095A51F26C0D
fga.212.s5.corollary.5-5,corollary,Corollaire 5.5,Corollary 5.5,internal,212,5.5,112--112,SB_1960-1961__6__99_0 2AE65A57C7C9240E0AC880DEE5BAE3D2EDB956AAB6673C2261F1095A51F26C0D
fga.212.s5.result.u.n01,result,Scholie,Scholium,internal,212,,112--112,SB_1960-1961__6__99_0 2AE65A57C7C9240E0AC880DEE5BAE3D2EDB956AAB6673C2261F1095A51F26C0D
fga.212.s6,section,Quotient par une relation d'équivalence propre et plate,Quotient by a proper flat equivalence relation,internal,212,6,112--114,SB_1960-1961__6__99_0 2AE65A57C7C9240E0AC880DEE5BAE3D2EDB956AAB6673C2261F1095A51F26C0D
fga.212.s6.theorem.6-1,theorem,Théorème 6.1,Theorem 6.1,internal,212,6.1,112--113,SB_1960-1961__6__99_0 2AE65A57C7C9240E0AC880DEE5BAE3D2EDB956AAB6673C2261F1095A51F26C0D
fga.212.s6.theorem.6-1.item.a,subitem,Sous-item (a),Subitem (a),internal,212,(a),113--113,SB_1960-1961__6__99_0 2AE65A57C7C9240E0AC880DEE5BAE3D2EDB956AAB6673C2261F1095A51F26C0D
fga.212.s6.theorem.6-1.item.b,subitem,Sous-item (b),Subitem (b),internal,212,(b),113--113,SB_1960-1961__6__99_0 2AE65A57C7C9240E0AC880DEE5BAE3D2EDB956AAB6673C2261F1095A51F26C0D
fga.212.s6.theorem.6-1.item.i,subitem,Sous-item (i),Subitem (i),internal,212,(i),113--113,SB_1960-1961__6__99_0 2AE65A57C7C9240E0AC880DEE5BAE3D2EDB956AAB6673C2261F1095A51F26C0D
fga.212.s6.theorem.6-1.item.ii,subitem,Sous-item (ii),Subitem (ii),internal,212,(ii),113--113,SB_1960-1961__6__99_0 2AE65A57C7C9240E0AC880DEE5BAE3D2EDB956AAB6673C2261F1095A51F26C0D
fga.212.s6.theorem.6-1.item.iii,subitem,Sous-item (iii),Subitem (iii),internal,212,(iii),113--113,SB_1960-1961__6__99_0 2AE65A57C7C9240E0AC880DEE5BAE3D2EDB956AAB6673C2261F1095A51F26C0D
fga.212.s6.result.u.n01,result,Scholie,Scholium,internal,212,,113--113,SB_1960-1961__6__99_0 2AE65A57C7C9240E0AC880DEE5BAE3D2EDB956AAB6673C2261F1095A51F26C0D
fga.212.s6.theorem.6-2,theorem,Théorème 6.2,Theorem 6.2,internal,212,6.2,113--114,SB_1960-1961__6__99_0 2AE65A57C7C9240E0AC880DEE5BAE3D2EDB956AAB6673C2261F1095A51F26C0D
fga.212.s6.theorem.6-2.item.a,subitem,Sous-item (a),Subitem (a),internal,212,(a),113--113,SB_1960-1961__6__99_0 2AE65A57C7C9240E0AC880DEE5BAE3D2EDB956AAB6673C2261F1095A51F26C0D
fga.212.s6.theorem.6-2.item.b,subitem,Sous-item (b),Subitem (b),internal,212,(b),113--113,SB_1960-1961__6__99_0 2AE65A57C7C9240E0AC880DEE5BAE3D2EDB956AAB6673C2261F1095A51F26C0D
fga.212.s6.theorem.6-2.item.i,subitem,Sous-item (i),Subitem (i),internal,212,(i),113--113,SB_1960-1961__6__99_0 2AE65A57C7C9240E0AC880DEE5BAE3D2EDB956AAB6673C2261F1095A51F26C0D
fga.212.s6.theorem.6-2.item.ii,subitem,Sous-item (ii),Subitem (ii),internal,212,(ii),113--113,SB_1960-1961__6__99_0 2AE65A57C7C9240E0AC880DEE5BAE3D2EDB956AAB6673C2261F1095A51F26C0D
fga.212.s6.theorem.6-2.eq.u.n01,equation,Équation non numérotée,Equation unnumbered,internal,212,,113--113,SB_1960-1961__6__99_0 2AE65A57C7C9240E0AC880DEE5BAE3D2EDB956AAB6673C2261F1095A51F26C0D
fga.212.s6.theorem.6-2.item.iii,subitem,Sous-item (iii),Subitem (iii),internal,212,(iii),114--114,SB_1960-1961__6__99_0 2AE65A57C7C9240E0AC880DEE5BAE3D2EDB956AAB6673C2261F1095A51F26C0D
fga.212.s7,section,Applications,Applications,internal,212,7,114--116,SB_1960-1961__6__99_0 2AE65A57C7C9240E0AC880DEE5BAE3D2EDB956AAB6673C2261F1095A51F26C0D
fga.212.s7.proposition.7-1,proposition,Proposition 7.1,Proposition 7.1,internal,212,7.1,114--115,SB_1960-1961__6__99_0 2AE65A57C7C9240E0AC880DEE5BAE3D2EDB956AAB6673C2261F1095A51F26C0D
fga.212.s7.theorem.7-2,theorem,Théorème 7.2,Theorem 7.2,internal,212,7.2,115--115,SB_1960-1961__6__99_0 2AE65A57C7C9240E0AC880DEE5BAE3D2EDB956AAB6673C2261F1095A51F26C0D
fga.212.s7.theorem.7-2.item.i,subitem,Sous-item (i),Subitem (i),internal,212,(i),115--115,SB_1960-1961__6__99_0 2AE65A57C7C9240E0AC880DEE5BAE3D2EDB956AAB6673C2261F1095A51F26C0D
fga.212.s7.theorem.7-2.item.ii,subitem,Sous-item (ii),Subitem (ii),internal,212,(ii),115--115,SB_1960-1961__6__99_0 2AE65A57C7C9240E0AC880DEE5BAE3D2EDB956AAB6673C2261F1095A51F26C0D
fga.212.s7.theorem.7-2.eq.u.n01,equation,Équation non numérotée,Equation unnumbered,internal,212,,115--115,SB_1960-1961__6__99_0 2AE65A57C7C9240E0AC880DEE5BAE3D2EDB956AAB6673C2261F1095A51F26C0D
fga.212.s7.corollary.7-3,corollary,Corollaire 7.3,Corollary 7.3,internal,212,7.3,115--115,SB_1960-1961__6__99_0 2AE65A57C7C9240E0AC880DEE5BAE3D2EDB956AAB6673C2261F1095A51F26C0D
fga.212.s7.corollary.7-4,corollary,Corollaire 7.4,Corollary 7.4,internal,212,7.4,115--116,SB_1960-1961__6__99_0 2AE65A57C7C9240E0AC880DEE5BAE3D2EDB956AAB6673C2261F1095A51F26C0D
fga.212.s8,section,Une conjecture,A conjecture,internal,212,8,116--118,SB_1960-1961__6__99_0 2AE65A57C7C9240E0AC880DEE5BAE3D2EDB956AAB6673C2261F1095A51F26C0D
fga.212.s8.result.8-1,result,Conjecture 8.1,Conjecture 8.1,internal,212,8.1,117--118,SB_1960-1961__6__99_0 2AE65A57C7C9240E0AC880DEE5BAE3D2EDB956AAB6673C2261F1095A51F26C0D
fga.212.bib,bibliography,BIBLIOGRAPHIE,BIBLIOGRAPHY,internal,212,,118--118,SB_1960-1961__6__99_0 2AE65A57C7C9240E0AC880DEE5BAE3D2EDB956AAB6673C2261F1095A51F26C0D
fga.212.bib.ref.1,bibliography_item,Référence [1],Reference [1],internal,212,1,118--118,SB_1960-1961__6__99_0 2AE65A57C7C9240E0AC880DEE5BAE3D2EDB956AAB6673C2261F1095A51F26C0D
fga.212.bib.ref.2,bibliography_item,Référence [2],Reference [2],internal,212,2,118--118,SB_1960-1961__6__99_0 2AE65A57C7C9240E0AC880DEE5BAE3D2EDB956AAB6673C2261F1095A51F26C0D
fga.212.bib.ref.3,bibliography_item,Référence [3],Reference [3],internal,212,3,118--118,SB_1960-1961__6__99_0 2AE65A57C7C9240E0AC880DEE5BAE3D2EDB956AAB6673C2261F1095A51F26C0D
fga.e212,erratum,Erratum à l'exposé no 212,Erratum to Exposé no. 212,internal,e212,e212,301--302,SB_1961-1962__7__301_1 BC9EE33B18A1768D7B2E3F8011FB55A993B6F730CEE808863D6D4AE83BAA11C0
fga.e212.p301,source_page,Page source 301,Source page 301,internal,e212,301,301--301,SB_1961-1962__7__301_1 BC9EE33B18A1768D7B2E3F8011FB55A993B6F730CEE808863D6D4AE83BAA11C0
fga.e212.p302,source_page,Page source 302,Source page 302,internal,e212,302,302--302,SB_1961-1962__7__301_1 BC9EE33B18A1768D7B2E3F8011FB55A993B6F730CEE808863D6D4AE83BAA11C0
fga.e212.item.u.n01,subitem,5. TDTE III : Préschémas quotients.,5. TDTE III: Quotient preschemes.,internal,e212,,301--301,SB_1961-1962__7__301_1 BC9EE33B18A1768D7B2E3F8011FB55A993B6F730CEE808863D6D4AE83BAA11C0
fga.e212.item.u.n02,subitem,"Page 15, assertion (i).","Page 15, assertion (i).",internal,e212,,301--301,SB_1961-1962__7__301_1 BC9EE33B18A1768D7B2E3F8011FB55A993B6F730CEE808863D6D4AE83BAA11C0
fga.e212.item.u.n03,subitem,Pages 18 et 19.,Pages 18 and 19.,internal,e212,,301--301,SB_1961-1962__7__301_1 BC9EE33B18A1768D7B2E3F8011FB55A993B6F730CEE808863D6D4AE83BAA11C0
fga.221,expose,Exposé 221 – Les schémas de Hilbert,Exposé 221 – Hilbert schemes,internal,221,221,249--276,SB_1960-1961__6__249_0 ABBF37780FDC514BEBD2F1811BFC94E706E44FA8751402CE171510A3F1520968
fga.221.p249,source_page,Page source 249,Source page 249,internal,221,249,249--249,SB_1960-1961__6__249_0 ABBF37780FDC514BEBD2F1811BFC94E706E44FA8751402CE171510A3F1520968
fga.221.p250,source_page,Page source 250,Source page 250,internal,221,250,250--250,SB_1960-1961__6__249_0 ABBF37780FDC514BEBD2F1811BFC94E706E44FA8751402CE171510A3F1520968
fga.221.p251,source_page,Page source 251,Source page 251,internal,221,251,251--251,SB_1960-1961__6__249_0 ABBF37780FDC514BEBD2F1811BFC94E706E44FA8751402CE171510A3F1520968
fga.221.p252,source_page,Page source 252,Source page 252,internal,221,252,252--252,SB_1960-1961__6__249_0 ABBF37780FDC514BEBD2F1811BFC94E706E44FA8751402CE171510A3F1520968
fga.221.p253,source_page,Page source 253,Source page 253,internal,221,253,253--253,SB_1960-1961__6__249_0 ABBF37780FDC514BEBD2F1811BFC94E706E44FA8751402CE171510A3F1520968
fga.221.p254,source_page,Page source 254,Source page 254,internal,221,254,254--254,SB_1960-1961__6__249_0 ABBF37780FDC514BEBD2F1811BFC94E706E44FA8751402CE171510A3F1520968
fga.221.p255,source_page,Page source 255,Source page 255,internal,221,255,255--255,SB_1960-1961__6__249_0 ABBF37780FDC514BEBD2F1811BFC94E706E44FA8751402CE171510A3F1520968
fga.221.p256,source_page,Page source 256,Source page 256,internal,221,256,256--256,SB_1960-1961__6__249_0 ABBF37780FDC514BEBD2F1811BFC94E706E44FA8751402CE171510A3F1520968
fga.221.p257,source_page,Page source 257,Source page 257,internal,221,257,257--257,SB_1960-1961__6__249_0 ABBF37780FDC514BEBD2F1811BFC94E706E44FA8751402CE171510A3F1520968
fga.221.p258,source_page,Page source 258,Source page 258,internal,221,258,258--258,SB_1960-1961__6__249_0 ABBF37780FDC514BEBD2F1811BFC94E706E44FA8751402CE171510A3F1520968
fga.221.p259,source_page,Page source 259,Source page 259,internal,221,259,259--259,SB_1960-1961__6__249_0 ABBF37780FDC514BEBD2F1811BFC94E706E44FA8751402CE171510A3F1520968
fga.221.p260,source_page,Page source 260,Source page 260,internal,221,260,260--260,SB_1960-1961__6__249_0 ABBF37780FDC514BEBD2F1811BFC94E706E44FA8751402CE171510A3F1520968
fga.221.p261,source_page,Page source 261,Source page 261,internal,221,261,261--261,SB_1960-1961__6__249_0 ABBF37780FDC514BEBD2F1811BFC94E706E44FA8751402CE171510A3F1520968
fga.221.p262,source_page,Page source 262,Source page 262,internal,221,262,262--262,SB_1960-1961__6__249_0 ABBF37780FDC514BEBD2F1811BFC94E706E44FA8751402CE171510A3F1520968
fga.221.p263,source_page,Page source 263,Source page 263,internal,221,263,263--263,SB_1960-1961__6__249_0 ABBF37780FDC514BEBD2F1811BFC94E706E44FA8751402CE171510A3F1520968
fga.221.p264,source_page,Page source 264,Source page 264,internal,221,264,264--264,SB_1960-1961__6__249_0 ABBF37780FDC514BEBD2F1811BFC94E706E44FA8751402CE171510A3F1520968
fga.221.p265,source_page,Page source 265,Source page 265,internal,221,265,265--265,SB_1960-1961__6__249_0 ABBF37780FDC514BEBD2F1811BFC94E706E44FA8751402CE171510A3F1520968
fga.221.p266,source_page,Page source 266,Source page 266,internal,221,266,266--266,SB_1960-1961__6__249_0 ABBF37780FDC514BEBD2F1811BFC94E706E44FA8751402CE171510A3F1520968
fga.221.p267,source_page,Page source 267,Source page 267,internal,221,267,267--267,SB_1960-1961__6__249_0 ABBF37780FDC514BEBD2F1811BFC94E706E44FA8751402CE171510A3F1520968
fga.221.p268,source_page,Page source 268,Source page 268,internal,221,268,268--268,SB_1960-1961__6__249_0 ABBF37780FDC514BEBD2F1811BFC94E706E44FA8751402CE171510A3F1520968
fga.221.p269,source_page,Page source 269,Source page 269,internal,221,269,269--269,SB_1960-1961__6__249_0 ABBF37780FDC514BEBD2F1811BFC94E706E44FA8751402CE171510A3F1520968
fga.221.p270,source_page,Page source 270,Source page 270,internal,221,270,270--270,SB_1960-1961__6__249_0 ABBF37780FDC514BEBD2F1811BFC94E706E44FA8751402CE171510A3F1520968
fga.221.p271,source_page,Page source 271,Source page 271,internal,221,271,271--271,SB_1960-1961__6__249_0 ABBF37780FDC514BEBD2F1811BFC94E706E44FA8751402CE171510A3F1520968
fga.221.p272,source_page,Page source 272,Source page 272,internal,221,272,272--272,SB_1960-1961__6__249_0 ABBF37780FDC514BEBD2F1811BFC94E706E44FA8751402CE171510A3F1520968
fga.221.p273,source_page,Page source 273,Source page 273,internal,221,273,273--273,SB_1960-1961__6__249_0 ABBF37780FDC514BEBD2F1811BFC94E706E44FA8751402CE171510A3F1520968
fga.221.p274,source_page,Page source 274,Source page 274,internal,221,274,274--274,SB_1960-1961__6__249_0 ABBF37780FDC514BEBD2F1811BFC94E706E44FA8751402CE171510A3F1520968
fga.221.p275,source_page,Page source 275,Source page 275,internal,221,275,275--275,SB_1960-1961__6__249_0 ABBF37780FDC514BEBD2F1811BFC94E706E44FA8751402CE171510A3F1520968
fga.221.p276,source_page,Page source 276,Source page 276,internal,221,276,276--276,SB_1960-1961__6__249_0 ABBF37780FDC514BEBD2F1811BFC94E706E44FA8751402CE171510A3F1520968
fga.221.s1,section,Familles limitées de faisceaux : propriétés de permanence,Bounded families of sheaves: permanence properties,internal,221,1,249--253,SB_1960-1961__6__249_0 ABBF37780FDC514BEBD2F1811BFC94E706E44FA8751402CE171510A3F1520968
fga.221.s1.definition.1-1,definition,Définition 1.1,Definition 1.1,internal,221,1.1,251--252,SB_1960-1961__6__249_0 ABBF37780FDC514BEBD2F1811BFC94E706E44FA8751402CE171510A3F1520968
