edge_id,source_id,relation,target_id,confidence,evidence,provenance,official_stacks_tag
edge.002863,fga.221,about,concept.representability,medium,"catégorie des S -préschémas localement noethériens est représentable par un S -préschéma Quot_ F/X/S , somme d'une suite de S -schémas projectifs (a fortiori Quot_","Direct cross-language text match, pages 249--276",
edge.002864,fga.221.s3,about,concept.representability,medium,"catégorie des S -préschémas localement noethériens est représentable par un S -préschéma Quot_ F/X/S , somme d'une suite de S -schémas projectifs (a fortiori Quot_","Direct cross-language text match, pages 258--266",
edge.002865,fga.221.s3.theorem.3-1,about,concept.representability,medium,"catégorie des S -préschémas localement noethériens est représentable par un S -préschéma Quot_ F/X/S , somme d'une suite de S -schémas projectifs (a fortiori Quot_","Direct cross-language text match, pages 259--260",
edge.002866,fga.221.s3.theorem.3-2,about,concept.representability,medium," notations précédentes, le foncteur Quot ^P_ F/X/S est représentable par un S -préschéma projectif Quot^P_ F/X/S . La suite de ce numéro est consacrée à la démonst","Direct cross-language text match, pages 260--261",
edge.002867,fga.221.s3.lemma.3-3,about,concept.representability,medium,"LEMME 3.3 A_ (S') est un foncteur représentable, et le morphisme Q_ _ P( ) (M_ ) qui représente l'homomorphisme i_ est une immersion (ce qui i","Direct cross-language text match, pages 261--262",
edge.002868,fga.221.s3.lemma.3-6,about,concept.representability,medium,elle de (3.3). On a donc prouvé que Quot ^P_ F/X/S est représentable par un S -préschéma Q qui est une réunion croissante de sous-préschémas ouverts Q_ quasi-proje,"Direct cross-language text match, pages 263--264",
edge.002869,fga.221.s3.proposition.3-8,about,concept.representability,medium,"yant le polynôme de Hilbert relatif P , tel que (Q, G) représente le foncteur Quot ^P_ F/X/S . Il existe un entier tel que, pour n , (f_Q)_*( G(n)) soit un Module sur Q loc","Direct cross-language text match, pages 265--266",
edge.002870,fga.221.s4,about,concept.representability,medium,port est contenu dans U' . On voit aussitôt que A' est représentable par une partie ouverte du préschéma Quot_ F/X/S qui représente A . Il s'ensuit que les théorèm,"Direct cross-language text match, pages 266--268",
edge.002871,fga.221.s6,about,concept.representability,medium,"_ S' qui sont plats sur S' et de rang relatif n , soit représentable par un S -préschéma Quot^n_ F/X/S . (Lorsque X est quasi-projectif sur S , alors Quot^n_ F/X/S","Direct cross-language text match, pages 273--275",
edge.002872,fga.232,about,concept.representability,medium,"ce qui précède. Ce foncteur n'a aucune chance d'être « représentable » ([4], II, A), car, par suite de l'existence d'automorphismes non triviaux des Modules invers","Direct cross-language text match, pages 143--161",
edge.002873,fga.232.s1,about,concept.representability,medium,"ce qui précède. Ce foncteur n'a aucune chance d'être « représentable » ([4], II, A), car, par suite de l'existence d'automorphismes non triviaux des Modules invers","Direct cross-language text match, pages 143--146",
edge.002874,fga.232.s4,about,concept.representability,medium,"et le morphisme d'inclusion \[ Div_ X/S _ X/S \] est « représentable par des immersions ouvertes » (cf. [5], IV, 3.13) en vertu des remarques qui précèdent. Utilis","Direct cross-language text match, pages 150--154",
edge.002875,fga.232.s4.proposition.4-1,about,concept.representability,medium,":X S projectif et plat. Alors le foncteur Div_ X/S est représentable, et, de façon précise, est représentable par un ouvert de Hilb_ X/S . Utilisant (pour un faisc","Direct cross-language text match, pages 152--153",
edge.002876,fga.232.s4.theorem.4-3,about,concept.representability,medium,"n isomorphisme unique près, tel que le foncteur T soit représentable par le fibré projectif P( Q) .","Direct cross-language text match, pages 153--153",
edge.002877,fga.232.s4.corollary.4-4,about,concept.representability,medium,"f, alors l'homomorphisme fonctoriel Div_ X/S _ X/S est représentable par morphismes projectifs. En fait, lorsque X admet une section (resp. localement une section)","Direct cross-language text match, pages 153--153",
edge.002878,fga.232.s5,about,concept.representability,medium,"généralités ([5], IV, 5), on voit facilement que P est représentable si et seulement si P^+ l'est, et alors P^+ sera représentable par un ouvert U du préschéma Pic","Direct cross-language text match, pages 154--157",
edge.002879,fga.232.s5.remark.5-2,about,concept.representability,medium,"tègres, alors le foncteur envisagé dans 4.3 n'est plus représentable par le fibré projectif P( Q) lui-même, mais par un ouvert dudit, ce qui conduit à la question ","Direct cross-language text match, pages 155--156",
edge.002880,fga.232.s6,about,concept.representability,medium,"S' , \] on utilise 3.1, qui implique que Pic_ X/S' est représentable, et on utilise la structure signalée dans le no 3 de Pic_ X/S' (impliquant que toute partie fi","Direct cross-language text match, pages 157--161",
edge.002881,fga.232.s6.proposition.6-1,about,concept.representability,medium,"S' , \] on utilise 3.1, qui implique que Pic_ X/S' est représentable, et on utilise la structure signalée dans le no 3 de Pic_ X/S' (impliquant que toute partie fi","Direct cross-language text match, pages 157--158",
edge.002882,fga.232.s6.proposition.6-3,about,concept.representability,medium,"rel de foncteurs \[ Pic_ X/S Pic_ X_1/S _ X_2/S \] est représentable par des morphismes affines, donc si Pic_ X_1/S et Pic_ X_2/S existent, il en est de même de Pi","Direct cross-language text match, pages 158--159",
edge.002883,fga.232.s6.proposition.6-5,about,concept.representability,medium,"ors le morphisme fonctoriel \[ Pic_ X/k _ X_0/k \] est représentable par morphismes affines. En particulier, si Pic_ X_0/k existe, il en est de même de Pic_ X/k , ","Direct cross-language text match, pages 159--159",
edge.002884,fga.232.s6.remark.6-6,about,concept.representability,medium,"sme fonctoriel correspondant \[ Pic_ X/k _ X'/k \] est représentable (et sans doute, représentable par morphismes affines), puisqu'on sait par ailleurs que Pic_ X'","Direct cross-language text match, pages 159--160",
edge.002885,fga.236,about,concept.representability,medium,"urs ainsi de G^ ; ainsi, du point de vue des foncteurs représentables, en particulier du point de vue « spécialisations », l'équivalence numérique se comporte de f","Direct cross-language text match, pages 221--243",
edge.002886,fga.236.s1,about,concept.representability,medium,"urs ainsi de G^ ; ainsi, du point de vue des foncteurs représentables, en particulier du point de vue « spécialisations », l'équivalence numérique se comporte de f","Direct cross-language text match, pages 222--231",
edge.002887,fga.236.s1.remark.u.n01,about,concept.representability,medium,"urs ainsi de G^ ; ainsi, du point de vue des foncteurs représentables, en particulier du point de vue « spécialisations », l'équivalence numérique se comporte de f","Direct cross-language text match, pages 223--224",
edge.002888,fga.236.s1.remark.1-9,about,concept.representability,medium,"r que, par définition, le « groupe additif » G_a sur S représente le foncteur S' (S', O_ S' ) .) Alors, en tant que S -schéma, \[ G=SpecV[x]/(x^p-tx) \] est réunion de p « ","Direct cross-language text match, pages 229--230",
edge.002889,fga.236.s3,about,concept.representability,medium,"s-schémas abéliens canoniques de (Pic_ X/S ) _S S' est représentable par un schéma de type fini T sur S . En vertu de (i), T S est un monomorphisme, et en vertu de","Direct cross-language text match, pages 236--241",
edge.002890,fga.236.s3.theorem.3-3,about,concept.representability,medium,"s-schémas abéliens canoniques de (Pic_ X/S ) _S S' est représentable par un schéma de type fini T sur S . En vertu de (i), T S est un monomorphisme, et en vertu de","Direct cross-language text match, pages 237--238",
edge.002891,fga.195,about,concept.hilbert-scheme,medium,"se que le cas projectif est entièrement résolu par les schémas de Hilbert (TDTE IV), tandis que des exemples de Nagata et Hironaka montrent que, sans hypothèse projecti","Direct cross-language text match, pages 369--390",
edge.002892,fga.195.sc,about,concept.hilbert-scheme,medium,"se que le cas projectif est entièrement résolu par les schémas de Hilbert (TDTE IV), tandis que des exemples de Nagata et Hironaka montrent que, sans hypothèse projecti","Direct cross-language text match, pages 378--390",
edge.002893,fga.195.sc.remark.u.n01,about,concept.hilbert-scheme,medium,"se que le cas projectif est entièrement résolu par les schémas de Hilbert (TDTE IV), tandis que des exemples de Nagata et Hironaka montrent que, sans hypothèse projecti","Direct cross-language text match, pages 382--383",
edge.002894,fga.e195,about,concept.hilbert-scheme,medium,t complètement résolus dans le cas projectif par les « schémas de Hilbert » (cf. TDTE IV). Des exemples de Nagata et Hironaka montrent par contre que les foncteurs envi,"Direct cross-language text match, pages 300--301",
edge.002895,fga.212,about,concept.hilbert-scheme,medium,"oupe projectif opérant sur certains sous-schémas des « schémas de Hilbert » (ces derniers remplaçant, en théorie des schémas, les variétés de Chow). Soient S un présché","Direct cross-language text match, pages 99--118",
edge.002896,fga.212.s8,about,concept.hilbert-scheme,medium,"oupe projectif opérant sur certains sous-schémas des « schémas de Hilbert » (ces derniers remplaçant, en théorie des schémas, les variétés de Chow). Soient S un présché","Direct cross-language text match, pages 116--118",
edge.002897,fga.e212,about,concept.hilbert-scheme,medium,"remplacer également par une utilisation convenable des schémas de Hilbert (cf. SHMT). Comme il a été dit dans le § 8, la lacune la plus importante de la théorie, présen","Direct cross-language text match, pages 301--302",
edge.002898,fga.221,about,concept.hilbert-scheme,medium,"Exposé 221 – Les schémas de Hilbert 221 249 13e année, 1960/61, no 221\ 1961 TECHNIQUES DE CONSTRUCTION ET THÉORÈMES D'EXISTENCE E","Direct cross-language text match, pages 249--276",
edge.002899,fga.221.s3,about,concept.hilbert-scheme,medium,"3 Schémas de Hilbert : définition, théorème d'existence Soient X un préschéma sur un autre S , et F un Module quasi","Direct cross-language text match, pages 258--266",
edge.002900,fga.221.s3.proposition.3-8,about,concept.hilbert-scheme,medium,"bert donné P . Ces préschémas sont aussi appelés le préschéma de Hilbert de X sur S , respectivement le préschéma de Hilbert d'indice P . La terminologie est justifiée","Direct cross-language text match, pages 265--266",
edge.002901,fga.221.s3.remark.3-9,about,concept.hilbert-scheme,medium,"^N/ P^r_ Z /Spec( Z) , \] et plus particulièrement les schémas de Hilbert absolus : \[ Hilb^P_r= Q^P_ r,1 . \] Une étude plus détaillée de ces schémas, à commencer par ","Direct cross-language text match, pages 266--266",
edge.002902,fga.221.s4,about,concept.hilbert-scheme,medium,"enables, et se réalisent comme des ouverts dans des préschémas de Hilbert convenables. Comme on a \[ Hom_S(X,Y)= _ X/S ((X _SY)/X), \] le cas de Hom_S(X,Y) se ramène à ","Direct cross-language text match, pages 266--268",
edge.002903,fga.221.s5,about,concept.hilbert-scheme,medium,"5 Étude différentielle des schémas de Hilbert Elle découle du résultat suivant : 269 PROPOSITION 5.1 Soient S un préschéma, S_0 un sous-prés","Direct cross-language text match, pages 268--273",
edge.002904,fga.221.s5.corollary.5-4,about,concept.hilbert-scheme,medium,"_ Y_0/X_0 ) . Si H^1(Y_0, N_ Y_0/X_0 )=0 , alors le préschéma de Hilbert Hilb_ X/S est simple sur S en le point x . ( N_ Y_0/X_0 est le faisceau normal à Y_0 dans X_0 ","Direct cross-language text match, pages 271--271",
edge.002905,fga.221.s5.remark.5-5,about,concept.hilbert-scheme,medium,"rd venait de construire une composante irréductible du schéma de Hilbert de P^3_ C , dont les points généraux représentent des courbes non singulières de degré 14 et d","Direct cross-language text match, pages 271--272",
edge.002906,fga.221.s5.proposition.5-7,about,concept.hilbert-scheme,medium,"très élémentairement, sans 273 utiliser la théorie des schémas de Hilbert. On trouve par exemple que si X est radiciel sur S , alors _ X/S (Z/X) existe sans aucune rest","Direct cross-language text match, pages 272--273",
edge.002907,fga.221.s6,about,concept.hilbert-scheme,medium,"iculier, la variété de Chow donne la même chose que le schéma de Hilbert).","Direct cross-language text match, pages 273--275",
edge.002908,fga.221.s7,about,concept.hilbert-scheme,medium,S (X/S') n'existe pas. Cela implique a fortiori que le schéma de Hilbert Hilb^2_ X/S n'existe pas (ni même le k -schéma qui représenterait les revêtements étales de ra,"Direct cross-language text match, pages 275--276",
edge.002909,fga.e221,about,concept.hilbert-scheme,medium,"atum à l'exposé no 221 footnote 3 302 6. TDTE IV : Les schémas de Hilbert. center [Séminaire Bourbaki, t. 13, 1960/61, no 221, 28 p.] center Page 6, théorème 2.1, 3e li","Direct cross-language text match, pages 302--302",
edge.002910,fga.232,about,concept.hilbert-scheme,medium,"ynômes de Hilbert Q Q[t] permet, comme dans le cas des schémas de Hilbert ([4], IV), de donner une décomposition de Pic_ X/S en somme disjointe d'ouverts Pic^ Q _ X/S ,","Direct cross-language text match, pages 143--161",
edge.002911,fga.232.s3,about,concept.hilbert-scheme,medium,"ynômes de Hilbert Q Q[t] permet, comme dans le cas des schémas de Hilbert ([4], IV), de donner une décomposition de Pic_ X/S en somme disjointe d'ouverts Pic^ Q _ X/S ,","Direct cross-language text match, pages 148--150",
edge.002912,fga.232.s3.remark.3-3,about,concept.hilbert-scheme,medium,"ynômes de Hilbert Q Q[t] permet, comme dans le cas des schémas de Hilbert ([4], IV), de donner une décomposition de Pic_ X/S en somme disjointe d'ouverts Pic^ Q _ X/S ,","Direct cross-language text match, pages 149--150",
edge.002913,fga.232.s5,about,concept.hilbert-scheme,medium,"e déduire facilement aussi du théorème d'existence des schémas de Hilbert (cf. par exemple [6]) (classiquement, ces quotients se construisaient par utilisation des coor","Direct cross-language text match, pages 154--157",
edge.002914,fga.232.s5.remark.5-1,about,concept.hilbert-scheme,medium,"e déduire facilement aussi du théorème d'existence des schémas de Hilbert (cf. par exemple [6]) (classiquement, ces quotients se construisaient par utilisation des coor","Direct cross-language text match, pages 155--155",
edge.002915,fga.236,about,concept.hilbert-scheme,medium,"ise un classique théorème de Chow.) (ii) Utilisant les schémas de Hilbert, on voit que le foncteur qui, à tout S' sur S , associe l'ensemble (réduit à 1 ou 0 éléments) ","Direct cross-language text match, pages 221--243",
edge.002916,fga.236.s3,about,concept.hilbert-scheme,medium,"ise un classique théorème de Chow.) (ii) Utilisant les schémas de Hilbert, on voit que le foncteur qui, à tout S' sur S , associe l'ensemble (réduit à 1 ou 0 éléments) ","Direct cross-language text match, pages 236--241",
edge.002917,fga.236.s3.theorem.3-3,about,concept.hilbert-scheme,medium,"ise un classique théorème de Chow.) (ii) Utilisant les schémas de Hilbert, on voit que le foncteur qui, à tout S' sur S , associe l'ensemble (réduit à 1 ou 0 éléments) ","Direct cross-language text match, pages 237--238",
edge.002918,fga.195,about,concept.picard-functor,medium,"t un foncteur covariant en T , qu'on pourra appeler le foncteur de Picard de X/S ; si ce foncteur est représentable, le pré-schéma sur S qui le représente sera appelé l","Direct cross-language text match, pages 369--390",
edge.002919,fga.195.sc,about,concept.picard-functor,medium,"t un foncteur covariant en T , qu'on pourra appeler le foncteur de Picard de X/S ; si ce foncteur est représentable, le pré-schéma sur S qui le représente sera appelé l","Direct cross-language text match, pages 378--390",
edge.002920,fga.195.sc.remark.u.n01,about,concept.picard-functor,medium,"t un foncteur covariant en T , qu'on pourra appeler le foncteur de Picard de X/S ; si ce foncteur est représentable, le pré-schéma sur S qui le représente sera appelé l","Direct cross-language text match, pages 382--383",
edge.002921,fga.195.sc.remark.u.n02,about,concept.picard-functor,medium," cas général, il faut modifier un peu la définition du foncteur de Picard, pour pouvoir obtenir encore un théorème d'existence. Ici, les conditions plausibles d'existen","Direct cross-language text match, pages 383--384",
edge.002922,fga.195.sc.proposition.3-1,about,concept.picard-functor,medium,"rnière condition équivaut à f_*( O_X)= O_S ). Alors le foncteur de Picard de X/S sur la catégorie des -algèbres artiniennes est pro-représentable. De plus, on aura ici ","Direct cross-language text match, pages 384--384",
edge.002923,fga.195.sc.corollary.u.n02,about,concept.picard-functor,medium,s locaux de la -algèbre topologique O correspondant au foncteur de Picard sont noethériens.,"Direct cross-language text match, pages 384--384",
edge.002924,fga.232,about,concept.picard-functor,medium,"ontravariant sur ( Sch )/S défini par (1.6) est appelé foncteur de Picard relatif de X sur S , et noté Pic_ X/S , et on appelle groupe de Picard relatif de X sur S , et","Direct cross-language text match, pages 143--161",
edge.002925,fga.232.s1,about,concept.picard-functor,medium,"ontravariant sur ( Sch )/S défini par (1.6) est appelé foncteur de Picard relatif de X sur S , et noté Pic_ X/S , et on appelle groupe de Picard relatif de X sur S , et","Direct cross-language text match, pages 143--146",
edge.002926,fga.232.s2,about,concept.picard-functor,medium,"if donnée dans le numéro précédent, et de même pour le foncteur de Picard de X sur S , puisque, pour tout T sur S , on peut appliquer ce qui précède à X _ST/T et au mor","Direct cross-language text match, pages 146--148",
edge.002927,fga.232.s2.remark.2-6,about,concept.picard-functor,medium,"if donnée dans le numéro précédent, et de même pour le foncteur de Picard de X sur S , puisque, pour tout T sur S , on peut appliquer ce qui précède à X _ST/T et au mor","Direct cross-language text match, pages 148--148",
edge.002928,fga.236,about,concept.picard-functor,medium," [1], et s'appuie à fond sur la structure de groupe du foncteur de Picard. Pour certains compléments concernant la théorie des schémas de Picard, notamment en relation ","Direct cross-language text match, pages 221--243",
edge.002929,fga.236.s0,about,concept.picard-functor,medium," [1], et s'appuie à fond sur la structure de groupe du foncteur de Picard. Pour certains compléments concernant la théorie des schémas de Picard, notamment en relation ","Direct cross-language text match, pages 221--222",
edge.002930,fga.236.s2,about,concept.picard-functor,medium,"c_ X/S ^ ), ou si les _nPic_ X/S (noyaux de _n dans le foncteur de Picard) sont séparés sur S (compte tenu qu'ils sont étales sur S grâce à (2.5)). On aurait tendance à","Direct cross-language text match, pages 231--236",
edge.002931,fga.236.s2.remark.2-8,about,concept.picard-functor,medium,"c_ X/S ^ ), ou si les _nPic_ X/S (noyaux de _n dans le foncteur de Picard) sont séparés sur S (compte tenu qu'ils sont étales sur S grâce à (2.5)). On aurait tendance à","Direct cross-language text match, pages 234--235",
edge.002932,fga.149,about,concept.picard-scheme,medium,hat the Lefschetz formula remains true if f is ``homotopic'' to an endomorphism all of whose fixed points have multiplicity 1. 8 Generalization of the du,"Direct cross-language text match, pages 169--193",
edge.002933,fga.149.s7,about,concept.picard-scheme,medium,hat the Lefschetz formula remains true if f is ``homotopic'' to an endomorphism all of whose fixed points have multiplicity 1.,"Direct cross-language text match, pages 187--189",
edge.002934,fga.149.s7.theorem.5,about,concept.picard-scheme,medium,hat the Lefschetz formula remains true if f is ``homotopic'' to an endomorphism all of whose fixed points have multiplicity 1.,"Direct cross-language text match, pages 189--189",
edge.002935,fga.182,about,concept.picard-scheme,medium,"liquer dans la construction et l'étude des variétés de Picard, et bien d'autres constructions encore. Nous y reviendrons prochainement. 8 Application au ","Direct cross-language text match, pages 193--220",
edge.002936,fga.182.s7,about,concept.picard-scheme,medium,"liquer dans la construction et l'étude des variétés de Picard, et bien d'autres constructions encore. Nous y reviendrons prochainement.","Direct cross-language text match, pages 207--209",
edge.002937,fga.182.s7.theorem.10,about,concept.picard-scheme,medium,"liquer dans la construction et l'étude des variétés de Picard, et bien d'autres constructions encore. Nous y reviendrons prochainement.","Direct cross-language text match, pages 209--209",
edge.002938,fga.e182,about,concept.picard-scheme,medium,: 1o dans la démonstration par Igusa de l'inégalité de Picard pour les surfaces projectives non singulières en caractéristique quelconque ; 2o dans l'étu,"Direct cross-language text match, pages 298--299",
edge.002939,fga.190,about,concept.picard-scheme,medium,ffective. The latter condition may also be stated more pictorially as follows: “it amounts to the same thing” to specify an object of F_S or an object of,"Direct cross-language text match, pages 299--327",
edge.002940,fga.190.sa,about,concept.picard-scheme,medium,ffective. The latter condition may also be stated more pictorially as follows: “it amounts to the same thing” to specify an object of F_S or an object of,"Direct cross-language text match, pages 300--314",
edge.002941,fga.190.sa.definition.1-7,about,concept.picard-scheme,medium,ffective. The latter condition may also be stated more pictorially as follows: “it amounts to the same thing” to specify an object of F_S or an object of,"Direct cross-language text match, pages 303--304",
edge.002942,fga.190.sa.remark.u.n01,about,concept.picard-scheme,medium,", then the corresponding morphisms K_T K_ T' are homotopic. Say that T dominates T' if Hom(T,T') ; this is an increasing filtered preorder relation in C ","Direct cross-language text match, pages 307--312",
edge.002943,fga.190.sb,about,concept.picard-scheme,medium,"y flat over U , and an S -morphism from U' to S' . A typical case not covered by the preceding condition is that in which S=Spec(A) , S'=Spec( A) , where","Direct cross-language text match, pages 314--327",
edge.002944,fga.190.sb.remark.u.n01,about,concept.picard-scheme,medium,"y flat over U , and an S -morphism from U' to S' . A typical case not covered by the preceding condition is that in which S=Spec(A) , S'=Spec( A) , where","Direct cross-language text match, pages 318--324",
edge.002945,fga.195,about,concept.picard-scheme,medium,classiques ; ainsi il importe de pouvoir considérer le schéma de Picard d'une courbe comme réunion d'une infinité de composantes connexes (qu'il faut se garder de con,"Direct cross-language text match, pages 369--390",
edge.002946,fga.195.sc,about,concept.picard-scheme,medium,classiques ; ainsi il importe de pouvoir considérer le schéma de Picard d'une courbe comme réunion d'une infinité de composantes connexes (qu'il faut se garder de con,"Direct cross-language text match, pages 378--390",
edge.002947,fga.195.sc.remark.u.n01,about,concept.picard-scheme,medium," lié à la possible inexistence du carré symétrique. 3. Schémas de Picard toc subsection 3. Schémas de Picard Soit f:X S un S -pré-schéma, Pour une étude plus complète,","Direct cross-language text match, pages 382--383",
edge.002948,fga.195.sc.remark.u.n02,about,concept.picard-scheme,medium,", il faut modifier un peu la définition du foncteur de Picard, pour pouvoir obtenir encore un théorème d'existence. Ici, les conditions plausibles d'exis","Direct cross-language text match, pages 383--384",
edge.002949,fga.195.sc.proposition.3-1,about,concept.picard-scheme,medium,"tion équivaut à f_*( O_X)= O_S ). Alors le foncteur de Picard de X/S sur la catégorie des -algèbres artiniennes est pro-représentable. De plus, on aura i","Direct cross-language text match, pages 384--384",
edge.002950,fga.195.sc.corollary.u.n02,about,concept.picard-scheme,medium,la -algèbre topologique O correspondant au foncteur de Picard sont noethériens.,"Direct cross-language text match, pages 384--384",
edge.002951,fga.212,about,concept.picard-scheme,medium," le paragraphe numéro 2 du présent exposé. De même, le schéma de Picard (pour la définition, cf. [2], C, 3) d'un S -schéma X peut se définir de diverses manières comm","Direct cross-language text match, pages 99--118",
edge.002952,fga.212.s7,about,concept.picard-scheme,medium,"ion la plus importante de (6.1) est la construction de schémas de Picard, ainsi que de solutions pour divers autres problèmes de « modules », sur lesquels nous reviend","Direct cross-language text match, pages 114--116",
edge.002953,fga.e212,about,concept.picard-scheme,medium,oppée ici du passage au quotient à la construction des schémas de Picard peut se remplacer également par une utilisation convenable des schémas de Hilbert (cf. SHMT). ,"Direct cross-language text match, pages 301--302",
edge.002954,fga.221,about,concept.picard-scheme,medium," Hilbert, nous permettra par exemple de construire les schémas de Picard (définis dans [2], II, no 3) sous des conditions assez générales. En résumé, on peut dire qu'o","Direct cross-language text match, pages 249--276",
edge.002955,fga.221.s5,about,concept.picard-scheme,medium,ue \[ D _ X/S \] du préschéma des diviseurs dans le préschéma de Picard de X/S soit simple au point x envisagé (comme on le vérifie facilement par le critère habituel,"Direct cross-language text match, pages 268--273",
edge.002956,fga.221.s5.remark.5-5,about,concept.picard-scheme,medium,ue \[ D _ X/S \] du préschéma des diviseurs dans le préschéma de Picard de X/S soit simple au point x envisagé (comme on le vérifie facilement par le critère habituel,"Direct cross-language text match, pages 271--272",
edge.002957,fga.232,about,concept.picard-scheme,medium,"Exposé 232 – Les schémas de Picard : théorèmes d'existence 232 143 14e année, 1961/62, no 232\ évrier 1962 TECHNIQUE DE DESCENTE ","Direct cross-language text match, pages 143--161",
edge.002958,fga.232.s1,about,concept.picard-scheme,medium,"1 Groupes et foncteurs de Picard relatifs Pour tout préschéma (plus généralement, tout espace annelé) X , nous appelons grou","Direct cross-language text match, pages 143--146",
edge.002959,fga.232.s2,about,concept.picard-scheme,medium,2 Relations entre les divers groupes de Picard relatifs et absolus PROPOSITION 2.1 Soit f:X S un morphisme tel que O_S f_*( O_X) . Alors o,"Direct cross-language text match, pages 146--148",
edge.002960,fga.232.s2.proposition.2-1,about,concept.picard-scheme,medium," morphisme est surjectif, i.e. on a un isomorphisme \[ Pic'(X/S) Pic(X)/Pic(S). \] La suite exacte peut être considérée comme la suite exacte en bas degr","Direct cross-language text match, pages 146--146",
edge.002961,fga.232.s2.proposition.2-2,about,concept.picard-scheme,medium,orphisme fidèlement plat et quasi-compact. Alors : (i) Pic'(X/S) Pic'(X _SS'/S') est injectif ; (ii) si X admet une section localement sur S (i.e. tout s,"Direct cross-language text match, pages 146--147",
edge.002962,fga.232.s2.corollary.2-3,about,concept.picard-scheme,medium,"les conditions de 2.2, l'homomorphisme canonique (1.9) Pic'_ X/S _ X/S est injectif, et même bijectif si X admet une section localement sur S . (Donc, da","Direct cross-language text match, pages 147--147",
edge.002963,fga.232.s2.corollary.2-4,about,concept.picard-scheme,medium,"isme est surjectif, i.e. on a alors un isomorphisme \[ Pic(X/S) Pic(X)/Pic(S). \]","Direct cross-language text match, pages 147--147",
edge.002964,fga.232.s2.remark.2-5,about,concept.picard-scheme,medium,"ut automorphisme d'une telle structure est trivial, et Pic'(X/S) s'identifie à l'ensemble des classes, à un isomorphisme près, de Modules inversibles g -","Direct cross-language text match, pages 147--148",
edge.002965,fga.232.s2.remark.2-6,about,concept.picard-scheme,medium,"_SS' , X''=X _SS'' , et considérons la suite exacte \[ Pic(X/S) (X'/S') (X''/S''). \] Appliquant 2.4, on trouve une suite exacte \[ Pic(X/S) Pic(X')/Pic(","Direct cross-language text match, pages 148--148",
edge.002966,fga.232.s3,about,concept.picard-scheme,medium,"ême à titre conjectural, d'un énoncé d'existence de préschémas de Picard englobant tous les cas connus. Une condition « pratiquement nécessaire », si on peut dire, est","Direct cross-language text match, pages 148--150",
edge.002967,fga.232.s3.theorem.3-1,about,concept.picard-scheme,medium," géométriques de f sont intègres. Sous ces conditions, Pic_ X/S existe. La démonstration, qui sera esquissée dans les deux numéros qui suivent, montrera ","Direct cross-language text match, pages 148--149",
edge.002968,fga.232.s3.remark.3-2,about,concept.picard-scheme,medium,"[ k(s) H^0(X_s, O_ X_s ) \] est un isomorphisme, alors Pic_ X/S n'est pas nécessairement séparé sur S ; tant dans le cas où les fibres géométriques de f ","Direct cross-language text match, pages 149--149",
edge.002969,fga.232.s3.remark.3-3,about,concept.picard-scheme,medium,"REMARQUE 3.3 Sous les conditions de 3.1, j'ignore si Pic_ X/S est réunion disjointe d'ouverts qui sont de type fini, donc quasi-projectifs, sur S . L'e","Direct cross-language text match, pages 149--150",
edge.002970,fga.232.s4,about,concept.picard-scheme,medium,"tions assez générales. Partons donc avec un élément de Pic_ X/S (S') , en supposant pour simplifier les notations que S'=S , et montrons que le sous-fonc","Direct cross-language text match, pages 150--154",
edge.002971,fga.232.s4.proposition.4-1,about,concept.picard-scheme,medium,"tions assez générales. Partons donc avec un élément de Pic_ X/S (S') , en supposant pour simplifier les notations que S'=S , et montrons que le sous-fonc","Direct cross-language text match, pages 152--153",
edge.002972,fga.232.s4.theorem.4-3,about,concept.picard-scheme,medium,"e L(D) et L _ O_S O_ S' définissent le même élément de Pic(X _SS'/S') ). Alors il existe un Module cohérent Q sur S , déterminé à un isomorphisme unique ","Direct cross-language text match, pages 153--153",
edge.002973,fga.232.s5,about,concept.picard-scheme,medium,") très ample sur X/S , soit l'élément correspondant de Pic(X/S) . Posons pour abréger \[ P(S')=Pic(X _SS'/S'), \] et supposons d'abord pour simplifier qu","Direct cross-language text match, pages 154--157",
edge.002974,fga.232.s5.remark.5-1,about,concept.picard-scheme,medium,"susaka pour la construction projective des variétés de Picard. Le résultat invoqué de [4], III pour la possibilité de passage au quotient effectif peut s","Direct cross-language text match, pages 155--155",
edge.002975,fga.232.s5.remark.5-2,about,concept.picard-scheme,medium,REMARQUES 5.2 Il n'est pas exclu que Pic_ X/S existe chaque fois que f:X S est propre et plat et tel que les homomorphismes \[ k(s) H^0,"Direct cross-language text match, pages 155--156",
edge.002976,fga.232.s5.remark.5-3,about,concept.picard-scheme,medium,"tres » à éléments nilpotents). Que la construction des schémas de Picard doive précéder et non suivre la théorie des variétés abéliennes, est clair a priori par le fai","Direct cross-language text match, pages 156--157",
edge.002977,fga.232.s5.remark.5-4,about,concept.picard-scheme,medium,"être bien compris que comme un théorème d'existence du schéma de Picard d'un schéma relatif en courbes X/S , non nécessairement simple sur S . C'est donc un cas parti","Direct cross-language text match, pages 157--157",
edge.002978,fga.232.s6,about,concept.picard-scheme,medium,"ser ici quelques cas utiles où l'existence de certains schémas de Picard implique l'existence de certains autres, ce qui permet de déduire du théorème principal 3.1 di","Direct cross-language text match, pages 157--161",
