ref_id,candidate_rank,candidate_id,basis,selected
ref.en.000423,1,fga.182.s6.theorem.8,same-item label/type or explicit corpus/external siglum,yes
ref.en.000424,1,fga.182.s6.theorem.8,same-item label/type or explicit corpus/external siglum,yes
ref.en.000425,1,fga.182.s3.theorem.3,same-item label/type or explicit corpus/external siglum,yes
ref.en.000426,1,fga.182.s3.corollary.2,same-item label/type or explicit corpus/external siglum,no
ref.en.000426,2,fga.182.s3.corollary.2.n02,same-item label/type or explicit corpus/external siglum,no
ref.en.000426,3,fga.182.s4.corollary.2,same-item label/type or explicit corpus/external siglum,no
ref.en.000426,4,fga.182.s5.corollary.2,same-item label/type or explicit corpus/external siglum,no
ref.en.000426,5,fga.182.s6.corollary.2,same-item label/type or explicit corpus/external siglum,no
ref.en.000426,6,fga.182.s6.corollary.2.n02,same-item label/type or explicit corpus/external siglum,no
ref.en.000426,7,fga.182.s8.corollary.2,same-item label/type or explicit corpus/external siglum,no
ref.en.000426,8,fga.182.s8.corollary.2.n02,same-item label/type or explicit corpus/external siglum,no
ref.en.000427,1,fga.182.s6.proposition.3,same-item label/type or explicit corpus/external siglum,yes
ref.en.000428,1,fga.182.s3.corollary.1,same-item label/type or explicit corpus/external siglum,no
ref.en.000428,2,fga.182.s3.corollary.1.n02,same-item label/type or explicit corpus/external siglum,no
ref.en.000428,3,fga.182.s4.corollary.1,same-item label/type or explicit corpus/external siglum,no
ref.en.000428,4,fga.182.s6.corollary.1,same-item label/type or explicit corpus/external siglum,no
ref.en.000428,5,fga.182.s6.corollary.1.n02,same-item label/type or explicit corpus/external siglum,no
ref.en.000428,6,fga.182.s6.corollary.1.n03,same-item label/type or explicit corpus/external siglum,no
ref.en.000428,7,fga.182.s8.corollary.1,same-item label/type or explicit corpus/external siglum,no
ref.en.000428,8,fga.182.s8.corollary.1.n02,same-item label/type or explicit corpus/external siglum,no
ref.en.000428,9,fga.182.s8.corollary.1.n03,same-item label/type or explicit corpus/external siglum,no
ref.en.000429,1,fga.182.s6.theorem.9,same-item label/type or explicit corpus/external siglum,yes
ref.en.000430,1,fga.182.s3.theorem.4,same-item label/type or explicit corpus/external siglum,yes
ref.en.000431,1,fga.182.s3.theorem.3,same-item label/type or explicit corpus/external siglum,yes
ref.en.000432,1,fga.182.s3.corollary.1,same-item label/type or explicit corpus/external siglum,no
ref.en.000432,2,fga.182.s3.corollary.1.n02,same-item label/type or explicit corpus/external siglum,no
ref.en.000432,3,fga.182.s4.corollary.1,same-item label/type or explicit corpus/external siglum,no
ref.en.000432,4,fga.182.s6.corollary.1,same-item label/type or explicit corpus/external siglum,no
ref.en.000432,5,fga.182.s6.corollary.1.n02,same-item label/type or explicit corpus/external siglum,no
ref.en.000432,6,fga.182.s6.corollary.1.n03,same-item label/type or explicit corpus/external siglum,no
ref.en.000432,7,fga.182.s8.corollary.1,same-item label/type or explicit corpus/external siglum,no
ref.en.000432,8,fga.182.s8.corollary.1.n02,same-item label/type or explicit corpus/external siglum,no
ref.en.000432,9,fga.182.s8.corollary.1.n03,same-item label/type or explicit corpus/external siglum,no
ref.en.000433,1,fga.182.s5.proposition.2,same-item label/type or explicit corpus/external siglum,yes
ref.en.000434,1,fga.182.s6.theorem.8,same-item label/type or explicit corpus/external siglum,yes
ref.en.000435,1,fga.182.s7.theorem.10,same-item label/type or explicit corpus/external siglum,yes
ref.en.000436,1,fga.182.s6.theorem.9,same-item label/type or explicit corpus/external siglum,yes
ref.en.000437,1,fga.182.s3.theorem.4,same-item label/type or explicit corpus/external siglum,yes
ref.en.000438,1,fga.182.s3,same-item label/type or explicit corpus/external siglum,yes
ref.en.000439,1,fga.182.s8.lemma.3,same-item label/type or explicit corpus/external siglum,yes
ref.en.000440,1,fga.182.s8.lemma.4,same-item label/type or explicit corpus/external siglum,yes
ref.en.000441,1,fga.182.s3.theorem.2,same-item label/type or explicit corpus/external siglum,yes
ref.en.000442,1,fga.182.s8.lemma.1,same-item label/type or explicit corpus/external siglum,yes
ref.en.000443,1,fga.182.s4.theorem.5,same-item label/type or explicit corpus/external siglum,yes
ref.en.000444,1,fga.182.s4.theorem.5,same-item label/type or explicit corpus/external siglum,yes
ref.en.000445,1,fga.182.s8.lemma.3,same-item label/type or explicit corpus/external siglum,yes
ref.en.000446,1,fga.182.s8.lemma.3,same-item label/type or explicit corpus/external siglum,yes
ref.en.000447,1,fga.182.s3.theorem.2,same-item label/type or explicit corpus/external siglum,yes
ref.en.000448,1,fga.182.s8.theorem.11,same-item label/type or explicit corpus/external siglum,yes
ref.en.000449,1,fga.182.s3.corollary.1,same-item label/type or explicit corpus/external siglum,no
ref.en.000449,2,fga.182.s3.corollary.1.n02,same-item label/type or explicit corpus/external siglum,no
ref.en.000449,3,fga.182.s4.corollary.1,same-item label/type or explicit corpus/external siglum,no
ref.en.000449,4,fga.182.s6.corollary.1,same-item label/type or explicit corpus/external siglum,no
ref.en.000449,5,fga.182.s6.corollary.1.n02,same-item label/type or explicit corpus/external siglum,no
ref.en.000449,6,fga.182.s6.corollary.1.n03,same-item label/type or explicit corpus/external siglum,no
ref.en.000449,7,fga.182.s8.corollary.1,same-item label/type or explicit corpus/external siglum,no
ref.en.000449,8,fga.182.s8.corollary.1.n02,same-item label/type or explicit corpus/external siglum,no
ref.en.000449,9,fga.182.s8.corollary.1.n03,same-item label/type or explicit corpus/external siglum,no
ref.en.000450,1,fga.182.s8.lemma.4,same-item label/type or explicit corpus/external siglum,yes
ref.en.000451,1,fga.182.s8.theorem.11,same-item label/type or explicit corpus/external siglum,yes
ref.en.000452,1,fga.182.s8.lemma.3,same-item label/type or explicit corpus/external siglum,yes
ref.en.000453,1,fga.182.s8.theorem.11,same-item label/type or explicit corpus/external siglum,yes
ref.en.000454,1,fga.182.s8.proposition.4,same-item label/type or explicit corpus/external siglum,yes
ref.en.000455,1,fga.182.s3.corollary.3,same-item label/type or explicit corpus/external siglum,no
ref.en.000455,2,fga.182.s5.corollary.3,same-item label/type or explicit corpus/external siglum,no
ref.en.000455,3,fga.182.s6.corollary.3,same-item label/type or explicit corpus/external siglum,no
ref.en.000455,4,fga.182.s6.corollary.3.n02,same-item label/type or explicit corpus/external siglum,no
ref.en.000455,5,fga.182.s8.corollary.3,same-item label/type or explicit corpus/external siglum,no
ref.en.000455,6,fga.182.s8.corollary.3.n02,same-item label/type or explicit corpus/external siglum,no
ref.en.000456,1,fga.182.s8.proposition.4,same-item label/type or explicit corpus/external siglum,yes
ref.en.000457,1,fga.182.s6.corollary.4,same-item label/type or explicit corpus/external siglum,no
ref.en.000457,2,fga.182.s8.corollary.4,same-item label/type or explicit corpus/external siglum,no
ref.en.000457,3,fga.182.s8.corollary.4.n02,same-item label/type or explicit corpus/external siglum,no
ref.en.000458,1,fga.182.s8.theorem.12,same-item label/type or explicit corpus/external siglum,yes
ref.en.000459,1,fga.182.s8.theorem.11,same-item label/type or explicit corpus/external siglum,yes
ref.en.000460,1,fga.182.s3.theorem.3,same-item label/type or explicit corpus/external siglum,yes
ref.en.000461,1,fga.182.s6.theorem.8,same-item label/type or explicit corpus/external siglum,yes
ref.en.000462,1,fga.182.s3.theorem.3,same-item label/type or explicit corpus/external siglum,yes
ref.en.000463,1,fga.182.s8.lemma.5,same-item label/type or explicit corpus/external siglum,yes
ref.en.000464,1,fga.182.s6.theorem.9,same-item label/type or explicit corpus/external siglum,yes
ref.en.000465,1,fga.182.s6.corollary.4,same-item label/type or explicit corpus/external siglum,no
ref.en.000465,2,fga.182.s8.corollary.4,same-item label/type or explicit corpus/external siglum,no
ref.en.000465,3,fga.182.s8.corollary.4.n02,same-item label/type or explicit corpus/external siglum,no
ref.en.000466,1,fga.182.s8.corollary.5,same-item label/type or explicit corpus/external siglum,no
ref.en.000466,2,fga.182.s8.corollary.5.n02,same-item label/type or explicit corpus/external siglum,no
ref.en.000467,1,fga.182.s8.theorem.12,same-item label/type or explicit corpus/external siglum,yes
ref.en.000468,1,fga.182.s3.corollary.2,same-item label/type or explicit corpus/external siglum,no
ref.en.000468,2,fga.182.s3.corollary.2.n02,same-item label/type or explicit corpus/external siglum,no
ref.en.000468,3,fga.182.s4.corollary.2,same-item label/type or explicit corpus/external siglum,no
ref.en.000468,4,fga.182.s5.corollary.2,same-item label/type or explicit corpus/external siglum,no
ref.en.000468,5,fga.182.s6.corollary.2,same-item label/type or explicit corpus/external siglum,no
ref.en.000468,6,fga.182.s6.corollary.2.n02,same-item label/type or explicit corpus/external siglum,no
ref.en.000468,7,fga.182.s8.corollary.2,same-item label/type or explicit corpus/external siglum,no
ref.en.000468,8,fga.182.s8.corollary.2.n02,same-item label/type or explicit corpus/external siglum,no
ref.en.000469,1,fga.182.s8.theorem.13,same-item label/type or explicit corpus/external siglum,yes
ref.en.000470,1,fga.182.s8.theorem.13,same-item label/type or explicit corpus/external siglum,yes
ref.en.000471,1,fga.182.s8.theorem.13,same-item label/type or explicit corpus/external siglum,yes
ref.en.000472,1,fga.182.s6.corollary.4,same-item label/type or explicit corpus/external siglum,no
ref.en.000472,2,fga.182.s8.corollary.4,same-item label/type or explicit corpus/external siglum,no
ref.en.000472,3,fga.182.s8.corollary.4.n02,same-item label/type or explicit corpus/external siglum,no
ref.en.000473,1,fga.182.s8.theorem.12,same-item label/type or explicit corpus/external siglum,yes
ref.en.000474,1,fga.182.s6.theorem.9,same-item label/type or explicit corpus/external siglum,yes
ref.en.000475,1,fga.182.s3.corollary.3,same-item label/type or explicit corpus/external siglum,no
ref.en.000475,2,fga.182.s5.corollary.3,same-item label/type or explicit corpus/external siglum,no
ref.en.000475,3,fga.182.s6.corollary.3,same-item label/type or explicit corpus/external siglum,no
ref.en.000475,4,fga.182.s6.corollary.3.n02,same-item label/type or explicit corpus/external siglum,no
ref.en.000475,5,fga.182.s8.corollary.3,same-item label/type or explicit corpus/external siglum,no
ref.en.000475,6,fga.182.s8.corollary.3.n02,same-item label/type or explicit corpus/external siglum,no
ref.en.000476,1,fga.182.s6.theorem.9,same-item label/type or explicit corpus/external siglum,yes
ref.en.000477,1,fga.182.s8.theorem.12,same-item label/type or explicit corpus/external siglum,yes
ref.en.000478,1,fga.182.s3.corollary.2,same-item label/type or explicit corpus/external siglum,no
ref.en.000478,2,fga.182.s3.corollary.2.n02,same-item label/type or explicit corpus/external siglum,no
ref.en.000478,3,fga.182.s4.corollary.2,same-item label/type or explicit corpus/external siglum,no
ref.en.000478,4,fga.182.s5.corollary.2,same-item label/type or explicit corpus/external siglum,no
ref.en.000478,5,fga.182.s6.corollary.2,same-item label/type or explicit corpus/external siglum,no
ref.en.000478,6,fga.182.s6.corollary.2.n02,same-item label/type or explicit corpus/external siglum,no
ref.en.000478,7,fga.182.s8.corollary.2,same-item label/type or explicit corpus/external siglum,no
ref.en.000478,8,fga.182.s8.corollary.2.n02,same-item label/type or explicit corpus/external siglum,no
ref.en.000479,1,fga.182.s8.lemma.6,same-item label/type or explicit corpus/external siglum,yes
ref.en.000481,1,fga.182.s8.theorem.11,same-item label/type or explicit corpus/external siglum,yes
ref.en.000482,1,ext.sga,same-item label/type or explicit corpus/external siglum,yes
ref.en.000483,1,fga.182,same-item label/type or explicit corpus/external siglum,yes
ref.fr.000491,1,ext.ega,same-item label/type or explicit corpus/external siglum,yes
ref.fr.000492,1,ext.sga,same-item label/type or explicit corpus/external siglum,yes
ref.fr.000493,1,ext.sga,same-item label/type or explicit corpus/external siglum,yes
ref.fr.000494,1,ext.sga,same-item label/type or explicit corpus/external siglum,yes
ref.fr.000495,1,ext.sga,same-item label/type or explicit corpus/external siglum,yes
ref.fr.000496,1,fga.182,same-item label/type or explicit corpus/external siglum,yes
ref.fr.000497,1,fga.182,same-item label/type or explicit corpus/external siglum,yes
ref.en.000505,1,ext.ega,same-item label/type or explicit corpus/external siglum,yes
ref.en.000506,1,ext.sga,same-item label/type or explicit corpus/external siglum,yes
ref.en.000507,1,ext.sga,same-item label/type or explicit corpus/external siglum,yes
ref.en.000508,1,ext.sga,same-item label/type or explicit corpus/external siglum,yes
ref.en.000509,1,ext.sga,same-item label/type or explicit corpus/external siglum,yes
ref.en.000510,1,fga.182,same-item label/type or explicit corpus/external siglum,yes
ref.en.000511,1,fga.182,same-item label/type or explicit corpus/external siglum,yes
ref.fr.000512,1,fga.190.bib.ref.3,same-item label/type or explicit corpus/external siglum,yes
ref.fr.000513,1,fga.190.bib.ref.2,same-item label/type or explicit corpus/external siglum,yes
ref.fr.000514,1,fga.190.bib.ref.5,same-item label/type or explicit corpus/external siglum,yes
ref.fr.000515,1,fga.190.bib.ref.5,same-item label/type or explicit corpus/external siglum,yes
ref.fr.000516,1,fga.190.bib.ref.5,same-item label/type or explicit corpus/external siglum,yes
ref.fr.000517,1,fga.190.bib.ref.2,same-item label/type or explicit corpus/external siglum,yes
ref.fr.000518,1,fga.190.bib.ref.4,same-item label/type or explicit corpus/external siglum,yes
ref.fr.000519,1,fga.190.bib.ref.1,same-item label/type or explicit corpus/external siglum,yes
ref.fr.000520,1,fga.190.bib.ref.5,same-item label/type or explicit corpus/external siglum,yes
ref.fr.000521,1,fga.190.bib.ref.4,same-item label/type or explicit corpus/external siglum,yes
ref.fr.000522,1,fga.190.bib.ref.6,same-item label/type or explicit corpus/external siglum,yes
ref.fr.000523,1,fga.190.bib.ref.6,same-item label/type or explicit corpus/external siglum,yes
ref.fr.000525,1,fga.190.sa.definition.1-3,same-item label/type or explicit corpus/external siglum,yes
ref.fr.000526,1,fga.190.sa.definition.1-3,same-item label/type or explicit corpus/external siglum,yes
ref.fr.000527,1,fga.190.sa.definition.1-6,same-item label/type or explicit corpus/external siglum,yes
ref.fr.000528,1,fga.190.sb.definition.1-2,same-item label/type or explicit corpus/external siglum,yes
ref.fr.000529,1,fga.190.sb.definition.1-2,same-item label/type or explicit corpus/external siglum,yes
ref.fr.000530,1,fga.190.sa.definition.1-7,same-item label/type or explicit corpus/external siglum,yes
ref.fr.000535,1,fga.190.sa.definition.1-7,same-item label/type or explicit corpus/external siglum,yes
ref.fr.000536,1,fga.190.sa.definition.1-6,same-item label/type or explicit corpus/external siglum,yes
ref.fr.000541,1,fga.190.sa.definition.1-7,same-item label/type or explicit corpus/external siglum,yes
ref.fr.000543,1,fga.190.sa.definition.1-6,same-item label/type or explicit corpus/external siglum,yes
ref.fr.000545,1,fga.190.sb.definition.1-1,same-item label/type or explicit corpus/external siglum,yes
ref.fr.000546,1,fga.190.sb.corollary.1,same-item label/type or explicit corpus/external siglum,yes
ref.fr.000548,1,fga.190.sb.theorem.1,same-item label/type or explicit corpus/external siglum,yes
ref.fr.000550,1,fga.190.sb.corollary.1,same-item label/type or explicit corpus/external siglum,yes
ref.fr.000554,1,fga.190.sb.theorem.1,same-item label/type or explicit corpus/external siglum,yes
ref.fr.000556,1,fga.190.sb.theorem.1,same-item label/type or explicit corpus/external siglum,yes
ref.fr.000557,1,fga.190.sb.theorem.1,same-item label/type or explicit corpus/external siglum,yes
ref.fr.000558,1,fga.190.sa.definition.2-4,same-item label/type or explicit corpus/external siglum,yes
ref.fr.000559,1,fga.190.sa.definition.1-7,same-item label/type or explicit corpus/external siglum,yes
ref.fr.000560,1,fga.190.sb.theorem.1,same-item label/type or explicit corpus/external siglum,yes
ref.fr.000561,1,fga.190.sb.corollary.1,same-item label/type or explicit corpus/external siglum,yes
ref.fr.000562,1,fga.190.sb.theorem.1,same-item label/type or explicit corpus/external siglum,yes
ref.fr.000563,1,fga.190.sb.theorem.2,same-item label/type or explicit corpus/external siglum,yes
ref.fr.000564,1,fga.190.sb.lemma.1-2,same-item label/type or explicit corpus/external siglum,yes
ref.fr.000567,1,fga.190.sb.theorem.3,same-item label/type or explicit corpus/external siglum,yes
ref.fr.000568,1,fga.190.sb.theorem.1,same-item label/type or explicit corpus/external siglum,yes
ref.fr.000569,1,fga.190.sb.theorem.3,same-item label/type or explicit corpus/external siglum,yes
ref.fr.000570,1,fga.190.sb.theorem.3,same-item label/type or explicit corpus/external siglum,yes
ref.fr.000572,1,fga.190.sb.theorem.2,same-item label/type or explicit corpus/external siglum,yes
ref.fr.000575,1,fga.190.sb.remark.u.n01.eq.3-1,same-item label/type or explicit corpus/external siglum,yes
ref.fr.000576,1,fga.190.sb.remark.u.n01.eq.3-1,same-item label/type or explicit corpus/external siglum,yes
ref.fr.000577,1,fga.190.sb.remark.u.n01.eq.3-4,same-item label/type or explicit corpus/external siglum,yes
ref.fr.000578,1,fga.190.sb.remark.u.n01.eq.3-1,same-item label/type or explicit corpus/external siglum,yes
ref.fr.000579,1,fga.190.sb.remark.u.n01.eq.3-4,same-item label/type or explicit corpus/external siglum,yes
ref.fr.000580,1,fga.190.sb.remark.u.n01.eq.3-4,same-item label/type or explicit corpus/external siglum,yes
ref.fr.000581,1,ext.tdte,same-item label/type or explicit corpus/external siglum,yes
ref.fr.000582,1,ext.tdte,same-item label/type or explicit corpus/external siglum,yes
ref.fr.000583,1,fga.190,same-item label/type or explicit corpus/external siglum,yes
ref.en.000584,1,fga.190.bib.ref.3,same-item label/type or explicit corpus/external siglum,yes
ref.en.000585,1,fga.190.bib.ref.2,same-item label/type or explicit corpus/external siglum,yes
ref.en.000586,1,fga.190.bib.ref.5,same-item label/type or explicit corpus/external siglum,yes
ref.en.000587,1,fga.190.bib.ref.5,same-item label/type or explicit corpus/external siglum,yes
ref.en.000588,1,fga.190.bib.ref.5,same-item label/type or explicit corpus/external siglum,yes
ref.en.000589,1,fga.190.bib.ref.2,same-item label/type or explicit corpus/external siglum,yes
ref.en.000590,1,fga.190.bib.ref.4,same-item label/type or explicit corpus/external siglum,yes
ref.en.000591,1,fga.190.bib.ref.1,same-item label/type or explicit corpus/external siglum,yes
ref.en.000592,1,fga.190.bib.ref.5,same-item label/type or explicit corpus/external siglum,yes
ref.en.000593,1,fga.190.bib.ref.4,same-item label/type or explicit corpus/external siglum,yes
ref.en.000594,1,fga.190.bib.ref.6,same-item label/type or explicit corpus/external siglum,yes
ref.en.000595,1,fga.190.bib.ref.6,same-item label/type or explicit corpus/external siglum,yes
ref.en.000597,1,fga.190.sa.definition.1-3,same-item label/type or explicit corpus/external siglum,yes
ref.en.000598,1,fga.190.sa.definition.1-3,same-item label/type or explicit corpus/external siglum,yes
ref.en.000599,1,fga.190.sa.definition.1-6,same-item label/type or explicit corpus/external siglum,yes
ref.en.000600,1,fga.190.sb.definition.1-2,same-item label/type or explicit corpus/external siglum,yes
ref.en.000601,1,fga.190.sb.definition.1-2,same-item label/type or explicit corpus/external siglum,yes
ref.en.000602,1,fga.190.sa.definition.1-7,same-item label/type or explicit corpus/external siglum,yes
ref.en.000607,1,fga.190.sa.definition.1-7,same-item label/type or explicit corpus/external siglum,yes
ref.en.000608,1,fga.190.sa.definition.1-6,same-item label/type or explicit corpus/external siglum,yes
ref.en.000613,1,fga.190.sa.definition.1-7,same-item label/type or explicit corpus/external siglum,yes
ref.en.000615,1,fga.190.sa.definition.1-6,same-item label/type or explicit corpus/external siglum,yes
ref.en.000617,1,fga.190.sb.definition.1-1,same-item label/type or explicit corpus/external siglum,yes
ref.en.000618,1,fga.190.sb.corollary.1,same-item label/type or explicit corpus/external siglum,yes
ref.en.000620,1,fga.190.sb.theorem.1,same-item label/type or explicit corpus/external siglum,yes
ref.en.000622,1,fga.190.sb.corollary.1,same-item label/type or explicit corpus/external siglum,yes
ref.en.000626,1,fga.190.sb.theorem.1,same-item label/type or explicit corpus/external siglum,yes
ref.en.000628,1,fga.190.sb.theorem.1,same-item label/type or explicit corpus/external siglum,yes
ref.en.000629,1,fga.190.sb.theorem.1,same-item label/type or explicit corpus/external siglum,yes
ref.en.000630,1,fga.190.sa.definition.2-4,same-item label/type or explicit corpus/external siglum,yes
ref.en.000631,1,fga.190.sa.definition.1-7,same-item label/type or explicit corpus/external siglum,yes
ref.en.000632,1,fga.190.sb.theorem.1,same-item label/type or explicit corpus/external siglum,yes
ref.en.000633,1,fga.190.sb.corollary.1,same-item label/type or explicit corpus/external siglum,yes
ref.en.000634,1,fga.190.sb.theorem.1,same-item label/type or explicit corpus/external siglum,yes
ref.en.000635,1,fga.190.sb.theorem.2,same-item label/type or explicit corpus/external siglum,yes
ref.en.000636,1,fga.190.sb.lemma.1-2,same-item label/type or explicit corpus/external siglum,yes
ref.en.000639,1,fga.190.sb.theorem.3,same-item label/type or explicit corpus/external siglum,yes
ref.en.000640,1,fga.190.sb.theorem.1,same-item label/type or explicit corpus/external siglum,yes
ref.en.000641,1,fga.190.sb.theorem.3,same-item label/type or explicit corpus/external siglum,yes
ref.en.000642,1,fga.190.sb.theorem.3,same-item label/type or explicit corpus/external siglum,yes
ref.en.000644,1,fga.190.sb.theorem.2,same-item label/type or explicit corpus/external siglum,yes
ref.en.000647,1,fga.190.sb.remark.u.n01.eq.3-1,same-item label/type or explicit corpus/external siglum,yes
ref.en.000648,1,fga.190.sb.remark.u.n01.eq.3-1,same-item label/type or explicit corpus/external siglum,yes
ref.en.000649,1,fga.190.sb.remark.u.n01.eq.3-4,same-item label/type or explicit corpus/external siglum,yes
ref.en.000650,1,fga.190.sb.remark.u.n01.eq.3-1,same-item label/type or explicit corpus/external siglum,yes
ref.en.000651,1,fga.190.sb.remark.u.n01.eq.3-4,same-item label/type or explicit corpus/external siglum,yes
ref.en.000652,1,fga.190.sb.remark.u.n01.eq.3-4,same-item label/type or explicit corpus/external siglum,yes
ref.en.000653,1,ext.tdte,same-item label/type or explicit corpus/external siglum,yes
ref.en.000654,1,ext.tdte,same-item label/type or explicit corpus/external siglum,yes
ref.en.000655,1,fga.190,same-item label/type or explicit corpus/external siglum,yes
ref.fr.000656,1,ext.sga,same-item label/type or explicit corpus/external siglum,yes
ref.fr.000657,1,ext.tdte,same-item label/type or explicit corpus/external siglum,yes
ref.fr.000658,1,ext.tdte,same-item label/type or explicit corpus/external siglum,yes
ref.fr.000659,1,ext.tdte,same-item label/type or explicit corpus/external siglum,yes
ref.fr.000660,1,fga.190,same-item label/type or explicit corpus/external siglum,yes
ref.fr.000661,1,fga.190,same-item label/type or explicit corpus/external siglum,yes
ref.en.000662,1,ext.sga,same-item label/type or explicit corpus/external siglum,yes
ref.en.000663,1,ext.tdte,same-item label/type or explicit corpus/external siglum,yes
ref.en.000664,1,ext.tdte,same-item label/type or explicit corpus/external siglum,yes
ref.en.000665,1,ext.tdte,same-item label/type or explicit corpus/external siglum,yes
ref.en.000666,1,fga.190,same-item label/type or explicit corpus/external siglum,yes
ref.en.000667,1,fga.190,same-item label/type or explicit corpus/external siglum,yes
ref.fr.000668,1,fga.195.bib.ref.1,same-item label/type or explicit corpus/external siglum,yes
ref.fr.000669,1,fga.195.bib.ref.2,same-item label/type or explicit corpus/external siglum,yes
ref.fr.000670,1,fga.195.bib.ref.3,same-item label/type or explicit corpus/external siglum,yes
ref.fr.000671,1,fga.195.bib.ref.3,same-item label/type or explicit corpus/external siglum,yes
ref.fr.000672,1,fga.195.bib.ref.2,same-item label/type or explicit corpus/external siglum,yes
ref.fr.000673,1,fga.195.bib.ref.4,same-item label/type or explicit corpus/external siglum,yes
ref.fr.000674,1,fga.195.bib.ref.2,same-item label/type or explicit corpus/external siglum,yes
ref.fr.000675,1,fga.195.bib.ref.3,same-item label/type or explicit corpus/external siglum,yes
ref.fr.000676,1,fga.195.bib.ref.3,same-item label/type or explicit corpus/external siglum,yes
ref.fr.000677,1,fga.195.bib.ref.3,same-item label/type or explicit corpus/external siglum,yes
ref.fr.000678,1,fga.195.bib.ref.3,same-item label/type or explicit corpus/external siglum,yes
ref.fr.000679,1,fga.195.bib.ref.3,same-item label/type or explicit corpus/external siglum,yes
ref.fr.000680,1,fga.195.bib.ref.3,same-item label/type or explicit corpus/external siglum,yes
ref.fr.000681,1,fga.195.bib.ref.3,same-item label/type or explicit corpus/external siglum,yes
ref.fr.000682,1,fga.195.bib.ref.2,same-item label/type or explicit corpus/external siglum,yes
ref.fr.000683,1,fga.195.bib.ref.3,same-item label/type or explicit corpus/external siglum,yes
ref.fr.000684,1,fga.195.bib.ref.3,same-item label/type or explicit corpus/external siglum,yes
ref.fr.000685,1,fga.195.bib.ref.2,same-item label/type or explicit corpus/external siglum,yes
ref.fr.000686,1,fga.195.bib.ref.2,same-item label/type or explicit corpus/external siglum,yes
ref.fr.000687,1,fga.195.bib.ref.2,same-item label/type or explicit corpus/external siglum,yes
ref.fr.000688,1,fga.195.bib.ref.3,same-item label/type or explicit corpus/external siglum,yes
ref.fr.000689,1,fga.195.bib.ref.2,same-item label/type or explicit corpus/external siglum,yes
ref.fr.000690,1,fga.195.bib.ref.2,same-item label/type or explicit corpus/external siglum,yes
ref.fr.000691,1,fga.195.bib.ref.3,same-item label/type or explicit corpus/external siglum,yes
ref.fr.000692,1,fga.195.bib.ref.4,same-item label/type or explicit corpus/external siglum,yes
ref.fr.000693,1,fga.195.bib.ref.2,same-item label/type or explicit corpus/external siglum,yes
ref.fr.000694,1,fga.195.sa.proposition.1-1,same-item label/type or explicit corpus/external siglum,yes
ref.fr.000696,1,fga.195.sa.proposition.3-1,same-item label/type or explicit corpus/external siglum,no
ref.fr.000696,2,fga.195.sc.proposition.3-1,same-item label/type or explicit corpus/external siglum,no
ref.fr.000697,1,fga.195.sa.proposition.3-1,same-item label/type or explicit corpus/external siglum,no
ref.fr.000697,2,fga.195.sc.proposition.3-1,same-item label/type or explicit corpus/external siglum,no
ref.fr.000699,1,fga.195.sa.proposition.3-1,same-item label/type or explicit corpus/external siglum,no
ref.fr.000699,2,fga.195.sc.proposition.3-1,same-item label/type or explicit corpus/external siglum,no
ref.fr.000703,1,fga.195.sb.theorem.2,same-item label/type or explicit corpus/external siglum,yes
ref.fr.000705,1,fga.195.sa.proposition.3-1,same-item label/type or explicit corpus/external siglum,no
ref.fr.000705,2,fga.195.sc.proposition.3-1,same-item label/type or explicit corpus/external siglum,no
ref.fr.000706,1,fga.195.sc.proposition.4-1,same-item label/type or explicit corpus/external siglum,yes
ref.fr.000707,1,fga.195.sc.proposition.4-1,same-item label/type or explicit corpus/external siglum,yes
ref.fr.000709,1,fga.195.sa.proposition.5-2,same-item label/type or explicit corpus/external siglum,yes
ref.fr.000711,1,fga.195.sa.proposition.5-1,same-item label/type or explicit corpus/external siglum,no
ref.fr.000711,2,fga.195.sc.proposition.5-1,same-item label/type or explicit corpus/external siglum,no
ref.fr.000712,1,ext.sga,same-item label/type or explicit corpus/external siglum,yes
ref.fr.000713,1,ext.shmt,same-item label/type or explicit corpus/external siglum,yes
ref.fr.000714,1,ext.tdte,same-item label/type or explicit corpus/external siglum,yes
ref.fr.000715,1,ext.tdte,same-item label/type or explicit corpus/external siglum,yes
ref.fr.000716,1,fga.195,same-item label/type or explicit corpus/external siglum,yes
ref.fr.000717,1,fga.182,same-item label/type or explicit corpus/external siglum,yes
ref.en.000718,1,fga.195.bib.ref.1,same-item label/type or explicit corpus/external siglum,yes
ref.en.000719,1,fga.195.bib.ref.2,same-item label/type or explicit corpus/external siglum,yes
ref.en.000720,1,fga.195.bib.ref.3,same-item label/type or explicit corpus/external siglum,yes
ref.en.000721,1,fga.195.bib.ref.3,same-item label/type or explicit corpus/external siglum,yes
ref.en.000722,1,fga.195.bib.ref.2,same-item label/type or explicit corpus/external siglum,yes
ref.en.000723,1,fga.195.bib.ref.4,same-item label/type or explicit corpus/external siglum,yes
ref.en.000724,1,fga.195.bib.ref.2,same-item label/type or explicit corpus/external siglum,yes
ref.en.000725,1,fga.195.bib.ref.3,same-item label/type or explicit corpus/external siglum,yes
ref.en.000726,1,fga.195.bib.ref.3,same-item label/type or explicit corpus/external siglum,yes
ref.en.000727,1,fga.195.bib.ref.3,same-item label/type or explicit corpus/external siglum,yes
