application_id,candidate_id,source_relpath,source_line,source_column,visible_text,raw_tex,reference_form,target_label,target_id,resolution_basis,source_sha256,status
ega1.application.sha256.7c2eff82bc35a52cf1cee426a6967dce214e036c30367cfb729f6452cb7adf53,ega1.candidate.sha256.7c2eff82bc35a52cf1cee426a6967dce214e036c30367cfb729f6452cb7adf53,ega1/ega1-6.tex,532,57,I.6.3.10,\sref{I.6.3.10},sref,I.6.3.10,ega1.c01.prop.6-3-10,exact unique local source label,45E544D1C0975687D411E180947BB5C30953118A5A58FF9A9688EC101B49FB98,active_local_link
ega1.application.sha256.f745226bd6b9abc36e164e427b96c56addf9c32358edcb84535b06ec5f146c26,ega1.candidate.sha256.f745226bd6b9abc36e164e427b96c56addf9c32358edcb84535b06ec5f146c26,ega1/ega1-6.tex,537,50,I.6.4.9,\sref{I.6.4.9},sref,I.6.4.9,ega1.c01.prop.6-4-9,exact unique local source label,45E544D1C0975687D411E180947BB5C30953118A5A58FF9A9688EC101B49FB98,active_local_link
ega1.application.sha256.f3d35aeb61839c657e3aec660bc459be8c47b903fd53d7345313dddd9820fd70,ega1.candidate.sha256.f3d35aeb61839c657e3aec660bc459be8c47b903fd53d7345313dddd9820fd70,ega1/ega1-6.tex,546,38,I.6.3.6,\sref{I.6.3.6},sref,I.6.3.6,ega1.c01.cor.6-3-6,exact unique local source label,45E544D1C0975687D411E180947BB5C30953118A5A58FF9A9688EC101B49FB98,active_local_link
ega1.application.sha256.ff1a57246893898e7c197b15d2a914008d4d291d350bb99bb169d8cfffae46d8,ega1.candidate.sha256.ff1a57246893898e7c197b15d2a914008d4d291d350bb99bb169d8cfffae46d8,ega1/ega1-6.tex,546,83,I.6.3.4[iv],\sref{I.6.3.4}[iv],sref,I.6.3.4,ega1.c01.prop.6-3-4,exact unique local source label,45E544D1C0975687D411E180947BB5C30953118A5A58FF9A9688EC101B49FB98,active_local_link
ega1.application.sha256.1ebcca0ca42667a2dfbce1d46e809afac97894db667646dc2212075a3e671dac,ega1.candidate.sha256.1ebcca0ca42667a2dfbce1d46e809afac97894db667646dc2212075a3e671dac,ega1/ega1-6.tex,546,106,I.6.3.3,\sref{I.6.3.3},sref,I.6.3.3,ega1.c01.prop.6-3-3,exact unique local source label,45E544D1C0975687D411E180947BB5C30953118A5A58FF9A9688EC101B49FB98,active_local_link
ega1.application.sha256.e7056024cc659c6b86885caf232a7fd276457c527bfefbe894011343db8ee439,ega1.candidate.sha256.e7056024cc659c6b86885caf232a7fd276457c527bfefbe894011343db8ee439,ega1/ega1-6.tex,558,48,I.3.6.5,\sref{I.3.6.5},sref,I.3.6.5,ega1.c01.prop.3-6-5,exact unique local source label,45E544D1C0975687D411E180947BB5C30953118A5A58FF9A9688EC101B49FB98,active_local_link
ega1.application.sha256.bde3d7cb0028ed3f23605f0f940437e1f8f6ac84a4b33de81f66b6aa9bf57d57,ega1.candidate.sha256.bde3d7cb0028ed3f23605f0f940437e1f8f6ac84a4b33de81f66b6aa9bf57d57,ega1/ega1-6.tex,558,94,I.6.4.6,\sref{I.6.4.6},sref,I.6.4.6,ega1.c01.cor.6-4-6,exact unique local source label,45E544D1C0975687D411E180947BB5C30953118A5A58FF9A9688EC101B49FB98,active_local_link
ega1.application.sha256.6f8d503f470513c94412c60390155766dd7a4571f9b3eb6550fcb70bac3bbe58,ega1.candidate.sha256.6f8d503f470513c94412c60390155766dd7a4571f9b3eb6550fcb70bac3bbe58,ega1/ega1-6.tex,558,113,I.6.4.8,\sref{I.6.4.8},sref,I.6.4.8,ega1.c01.statement.6-4-8,exact unique local source label,45E544D1C0975687D411E180947BB5C30953118A5A58FF9A9688EC101B49FB98,active_local_link
ega1.application.sha256.a7aaeef1316bf73da74a5704aaa41bde6e53fe5264a04441e8a7f47e9ea8f1dd,ega1.candidate.sha256.a7aaeef1316bf73da74a5704aaa41bde6e53fe5264a04441e8a7f47e9ea8f1dd,ega1/ega1-6.tex,563,13,I.6.4.11,\sref{I.6.4.11},sref,I.6.4.11,ega1.c01.prop.6-4-11,exact unique local source label,45E544D1C0975687D411E180947BB5C30953118A5A58FF9A9688EC101B49FB98,active_local_link
ega1.application.sha256.f9acc2f11183d4a494c7966dd69281bb6866c12721a42de216a59e8650633b21,ega1.candidate.sha256.f9acc2f11183d4a494c7966dd69281bb6866c12721a42de216a59e8650633b21,ega1/ega1-6.tex,633,25,I.6.5.1[ii],\sref{I.6.5.1}[ii],sref,I.6.5.1,ega1.c01.prop.6-5-1,exact unique local source label,45E544D1C0975687D411E180947BB5C30953118A5A58FF9A9688EC101B49FB98,active_local_link
ega1.application.sha256.3be7b6888a7e77119df7bf854521c0fb721d42e68e1f17979c2231fc5dc16dbc,ega1.candidate.sha256.3be7b6888a7e77119df7bf854521c0fb721d42e68e1f17979c2231fc5dc16dbc,ega1/ega1-6.tex,637,29,I.6.3.6,\sref{I.6.3.6},sref,I.6.3.6,ega1.c01.cor.6-3-6,exact unique local source label,45E544D1C0975687D411E180947BB5C30953118A5A58FF9A9688EC101B49FB98,active_local_link
ega1.application.sha256.6a455f65213fe14772c0ae11526c4ffe220ce555c62ba0f218e055fe8edbb255,ega1.candidate.sha256.6a455f65213fe14772c0ae11526c4ffe220ce555c62ba0f218e055fe8edbb255,ega1/ega1-6.tex,642,44,I.6.5.1[ii],\sref{I.6.5.1}[ii],sref,I.6.5.1,ega1.c01.prop.6-5-1,exact unique local source label,45E544D1C0975687D411E180947BB5C30953118A5A58FF9A9688EC101B49FB98,active_local_link
ega1.application.sha256.2b8f32707d57e914c52c038b0c3960bf6e84dea6bc31564975dacf388000da79,ega1.candidate.sha256.2b8f32707d57e914c52c038b0c3960bf6e84dea6bc31564975dacf388000da79,ega1/ega1-6.tex,647,42,I.5.1.4,\sref{I.5.1.4},sref,I.5.1.4,ega1.c01.prop.5-1-4,exact unique local source label,45E544D1C0975687D411E180947BB5C30953118A5A58FF9A9688EC101B49FB98,active_local_link
ega1.application.sha256.1c6d07951005b93208b66da8ff69f84bd2c52cd5fc19faebee90f6c732a676f4,ega1.candidate.sha256.1c6d07951005b93208b66da8ff69f84bd2c52cd5fc19faebee90f6c732a676f4,ega1/ega1-6.tex,654,68,I.4.5.1,\sref{I.4.5.1},sref,I.4.5.1,ega1.c01.def.4-5-1,exact unique local source label,45E544D1C0975687D411E180947BB5C30953118A5A58FF9A9688EC101B49FB98,active_local_link
ega1.application.sha256.867d8ad3a04a4e9e622a88b357c6868d08c5742d149c1a15b0f8e2e4edc26216,ega1.candidate.sha256.867d8ad3a04a4e9e622a88b357c6868d08c5742d149c1a15b0f8e2e4edc26216,ega1/ega1-6.tex,656,56,I.4.5.2,\sref{I.4.5.2},sref,I.4.5.2,ega1.c01.def.4-5-2,exact unique local source label,45E544D1C0975687D411E180947BB5C30953118A5A58FF9A9688EC101B49FB98,active_local_link
ega1.application.sha256.99f1aa61eec4ce0c12fb284db508f1576b4754fbf5062e3a9d6cf953c7a573f0,ega1.candidate.sha256.99f1aa61eec4ce0c12fb284db508f1576b4754fbf5062e3a9d6cf953c7a573f0,ega1/ega1-6.tex,663,18,I.6.5.1,\sref{I.6.5.1},sref,I.6.5.1,ega1.c01.prop.6-5-1,exact unique local source label,45E544D1C0975687D411E180947BB5C30953118A5A58FF9A9688EC101B49FB98,active_local_link
ega1.application.sha256.d5098cbe74c88c2b0767495ccb4a095770a23b455b7e5943ee598f2c156a1227,ega1.candidate.sha256.d5098cbe74c88c2b0767495ccb4a095770a23b455b7e5943ee598f2c156a1227,ega1/ega1-6.tex,669,10,I.1.3.3,\sref{I.1.3.3},sref,I.1.3.3,ega1.c01.statement.1-3-3,exact unique local source label,45E544D1C0975687D411E180947BB5C30953118A5A58FF9A9688EC101B49FB98,active_local_link
ega1.application.sha256.e0c5bbe3b04b585f3627640e577c2c525bb2f05b991cc122f5a791596f2f8c2c,ega1.candidate.sha256.e0c5bbe3b04b585f3627640e577c2c525bb2f05b991cc122f5a791596f2f8c2c,ega1/ega1-6.tex,686,96,I.4.2.3,\sref{I.4.2.3},sref,I.4.2.3,ega1.c01.cor.4-2-3,exact unique local source label,45E544D1C0975687D411E180947BB5C30953118A5A58FF9A9688EC101B49FB98,active_local_link
ega1.application.sha256.65f8daf5fd7df55d029715e0ce34490ec3268648b647c9f6b07b4037d6567b9b,ega1.candidate.sha256.65f8daf5fd7df55d029715e0ce34490ec3268648b647c9f6b07b4037d6567b9b,ega1/ega1-6.tex,697,311,I.2.2.9,\sref{I.2.2.9},sref,I.2.2.9,ega1.c01.statement.2-2-9,exact unique local source label,45E544D1C0975687D411E180947BB5C30953118A5A58FF9A9688EC101B49FB98,active_local_link
ega1.application.sha256.2ec32b3afec0f6e30086649f89084dbbcb512c7f5b324ee003273a33af3c1473,ega1.candidate.sha256.2ec32b3afec0f6e30086649f89084dbbcb512c7f5b324ee003273a33af3c1473,ega1/ega1-6.tex,702,35,I.6.5.4[i],\sref{I.6.5.4}[i],sref,I.6.5.4,ega1.c01.prop.6-5-4,exact unique local source label,45E544D1C0975687D411E180947BB5C30953118A5A58FF9A9688EC101B49FB98,active_local_link
ega1.application.sha256.0f0356294a52c58d4e31260c6a98f06d0b422b285d78a75098142e0f41da2a65,ega1.candidate.sha256.0f0356294a52c58d4e31260c6a98f06d0b422b285d78a75098142e0f41da2a65,ega1/ega1-6.tex,703,30,I.6.5.4[ii],\sref{I.6.5.4}[ii],sref,I.6.5.4,ega1.c01.prop.6-5-4,exact unique local source label,45E544D1C0975687D411E180947BB5C30953118A5A58FF9A9688EC101B49FB98,active_local_link
ega1.application.sha256.9ad17a3a563cd26bc91d57845e11e0e17ba466c6aca1bbfaf4a305387f0708c2,ega1.candidate.sha256.9ad17a3a563cd26bc91d57845e11e0e17ba466c6aca1bbfaf4a305387f0708c2,ega1/ega1-6.tex,717,136,I.5.5.10,\sref{I.5.5.10},sref,I.5.5.10,ega1.c01.prop.5-5-10,exact unique local source label,45E544D1C0975687D411E180947BB5C30953118A5A58FF9A9688EC101B49FB98,active_local_link
ega1.application.sha256.73e75a5d35eadad8f65ea78babba409307d6ff25ce4fc844166cf90c34bd4971,ega1.candidate.sha256.73e75a5d35eadad8f65ea78babba409307d6ff25ce4fc844166cf90c34bd4971,ega1/ega1-6.tex,729,29,I.6.3.2,\sref{I.6.3.2},sref,I.6.3.2,ega1.c01.prop.6-3-2,exact unique local source label,45E544D1C0975687D411E180947BB5C30953118A5A58FF9A9688EC101B49FB98,active_local_link
ega1.application.sha256.1c70d2f774f09dbc9d3ee8f7a9180e00477610c69f81ee23d23582670c343137,ega1.candidate.sha256.1c70d2f774f09dbc9d3ee8f7a9180e00477610c69f81ee23d23582670c343137,ega1/ega1-6.tex,731,105,I.6.3.7,\sref{I.6.3.7},sref,I.6.3.7,ega1.c01.prop.6-3-7,exact unique local source label,45E544D1C0975687D411E180947BB5C30953118A5A58FF9A9688EC101B49FB98,active_local_link
ega1.application.sha256.8d1006af8d83004658fab3a88043527ca4598cb816b726aeba31919896627bda,ega1.candidate.sha256.8d1006af8d83004658fab3a88043527ca4598cb816b726aeba31919896627bda,ega1/ega1-6.tex,739,53,I.6.3.1,\sref{I.6.3.1},sref,I.6.3.1,ega1.c01.def.6-3-1,exact unique local source label,45E544D1C0975687D411E180947BB5C30953118A5A58FF9A9688EC101B49FB98,active_local_link
ega1.application.sha256.bff1b77938ab926a76c12c95c0cb95a15abdfd51e10e6819c74e903edbbff3c8,ega1.candidate.sha256.bff1b77938ab926a76c12c95c0cb95a15abdfd51e10e6819c74e903edbbff3c8,ega1/ega1-6.tex,739,93,I.6.6.1,\sref{I.6.6.1},sref,I.6.6.1,ega1.c01.def.6-6-1,exact unique local source label,45E544D1C0975687D411E180947BB5C30953118A5A58FF9A9688EC101B49FB98,active_local_link
ega1.application.sha256.f86520c366a9bfe8af4dacfb8aeecdddfa37f545f0f9a0cac85ad4d422b9e62a,ega1.candidate.sha256.f86520c366a9bfe8af4dacfb8aeecdddfa37f545f0f9a0cac85ad4d422b9e62a,ega1/ega1-6.tex,764,131,I.2.1.3,\sref{I.2.1.3},sref,I.2.1.3,ega1.c01.prop.2-1-3,exact unique local source label,45E544D1C0975687D411E180947BB5C30953118A5A58FF9A9688EC101B49FB98,active_local_link
ega1.application.sha256.9e7129d58d13f729b7b6e859432264288a1c4609156d991d6d15974ad1b4d5db,ega1.candidate.sha256.9e7129d58d13f729b7b6e859432264288a1c4609156d991d6d15974ad1b4d5db,ega1/ega1-6.tex,767,70,I.5.5.12,\sref{I.5.5.12},sref,I.5.5.12,ega1.c01.rem.5-5-12,exact unique local source label,45E544D1C0975687D411E180947BB5C30953118A5A58FF9A9688EC101B49FB98,active_local_link
ega1.application.sha256.7eb59107a98c8cc6a7fae60533f42ddd5c3a3dc5a7f635a6ee89328bb53a7ec4,ega1.candidate.sha256.7eb59107a98c8cc6a7fae60533f42ddd5c3a3dc5a7f635a6ee89328bb53a7ec4,ega1/ega1-6.tex,768,43,I.6.3.5,\sref{I.6.3.5},sref,I.6.3.5,ega1.c01.cor.6-3-5,exact unique local source label,45E544D1C0975687D411E180947BB5C30953118A5A58FF9A9688EC101B49FB98,active_local_link
ega1.application.sha256.7ec13eb75e95b36878141b6a9f965f0586c1116448ab6936c1f6c57da9b16a4e,ega1.candidate.sha256.7ec13eb75e95b36878141b6a9f965f0586c1116448ab6936c1f6c57da9b16a4e,ega1/ega1-6.tex,770,56,I.3.3.11,\sref{I.3.3.11},sref,I.3.3.11,ega1.c01.cor.3-3-11,exact unique local source label,45E544D1C0975687D411E180947BB5C30953118A5A58FF9A9688EC101B49FB98,active_local_link
ega1.application.sha256.1dc9dc097eb0ae69f5c4bef14bff9d3904e1d8954fd3dfdc18f9d1544b5e460f,ega1.candidate.sha256.1dc9dc097eb0ae69f5c4bef14bff9d3904e1d8954fd3dfdc18f9d1544b5e460f,ega1/ega1-6.tex,775,182,I.3.2.2,\sref{I.3.2.2},sref,I.3.2.2,ega1.c01.prop.3-2-2,exact unique local source label,45E544D1C0975687D411E180947BB5C30953118A5A58FF9A9688EC101B49FB98,active_local_link
ega1.application.sha256.8ffc2f26b79ff1a49b08f03f2a024df4dbcaaf69db18842b42d7b2967454ac1b,ega1.candidate.sha256.8ffc2f26b79ff1a49b08f03f2a024df4dbcaaf69db18842b42d7b2967454ac1b,ega1/ega1-6.tex,775,201,I.3.2.7,\sref{I.3.2.7},sref,I.3.2.7,ega1.c01.cor.3-2-7,exact unique local source label,45E544D1C0975687D411E180947BB5C30953118A5A58FF9A9688EC101B49FB98,active_local_link
ega1.application.sha256.3143e2f7a655303cb70594355eea2050d43801e7bdb937d05e6c34f335fca793,ega1.candidate.sha256.3143e2f7a655303cb70594355eea2050d43801e7bdb937d05e6c34f335fca793,ega1/ega1-6.tex,791,255,I.5.2.1,\sref{I.5.2.1},sref,I.5.2.1,ega1.c01.prop.5-2-1,exact unique local source label,45E544D1C0975687D411E180947BB5C30953118A5A58FF9A9688EC101B49FB98,active_local_link
ega1.application.sha256.ca1b2a20c1dcc914fd1ea9977a7d4805bd664f0b4e86da81c1d4ffc6fb515b52,ega1.candidate.sha256.ca1b2a20c1dcc914fd1ea9977a7d4805bd664f0b4e86da81c1d4ffc6fb515b52,ega1/ega1-6.tex,792,48,I.1.2.7,\sref{I.1.2.7},sref,I.1.2.7,ega1.c01.cor.1-2-7,exact unique local source label,45E544D1C0975687D411E180947BB5C30953118A5A58FF9A9688EC101B49FB98,active_local_link
ega1.application.sha256.159fe1239329e76c22d898f1711d0861362b80cc4d5dbe085cf26f24e4a1c0cd,ega1.candidate.sha256.159fe1239329e76c22d898f1711d0861362b80cc4d5dbe085cf26f24e4a1c0cd,ega1/ega1-6.tex,809,4,I.5.5.12,\sref{I.5.5.12},sref,I.5.5.12,ega1.c01.rem.5-5-12,exact unique local source label,45E544D1C0975687D411E180947BB5C30953118A5A58FF9A9688EC101B49FB98,active_local_link
ega1.application.sha256.2a7122631e71604d7a4c7afac50c06531f77d8b4484b5c58ee4863e4ffbf82d9,ega1.candidate.sha256.2a7122631e71604d7a4c7afac50c06531f77d8b4484b5c58ee4863e4ffbf82d9,ega1/ega1-6.tex,810,229,I.4.5.1,\sref{I.4.5.1},sref,I.4.5.1,ega1.c01.def.4-5-1,exact unique local source label,45E544D1C0975687D411E180947BB5C30953118A5A58FF9A9688EC101B49FB98,active_local_link
ega1.application.sha256.653f7cd76db6bf709fcfb3a32cc1221dfc0d2631e275b253c43f4f6f5f4d2c46,ega1.candidate.sha256.653f7cd76db6bf709fcfb3a32cc1221dfc0d2631e275b253c43f4f6f5f4d2c46,ega1/ega1-6.tex,813,61,I.6.6.2,\sref{I.6.6.2},sref,I.6.6.2,ega1.c01.def.6-6-2,exact unique local source label,45E544D1C0975687D411E180947BB5C30953118A5A58FF9A9688EC101B49FB98,active_local_link
ega1.application.sha256.73c1b74939f5d94d2f1e9771d80eacb694715de552ed8a48070eb7c3d80b4dee,ega1.candidate.sha256.73c1b74939f5d94d2f1e9771d80eacb694715de552ed8a48070eb7c3d80b4dee,ega1/ega1-6.tex,815,74,I.6.3.4[ii],\sref{I.6.3.4}[ii],sref,I.6.3.4,ega1.c01.prop.6-3-4,exact unique local source label,45E544D1C0975687D411E180947BB5C30953118A5A58FF9A9688EC101B49FB98,active_local_link
ega1.application.sha256.b90d297c53a02c90657c81a8f4b742183c290dfeb697a208571e1b9a873d9d05,ega1.candidate.sha256.b90d297c53a02c90657c81a8f4b742183c290dfeb697a208571e1b9a873d9d05,ega1/ega1-6.tex,816,66,I.3.3.11,\sref{I.3.3.11},sref,I.3.3.11,ega1.c01.cor.3-3-11,exact unique local source label,45E544D1C0975687D411E180947BB5C30953118A5A58FF9A9688EC101B49FB98,active_local_link
ega1.application.sha256.9a0e00229dd6593894df52c7aee81c9bd5ead17e50a92975371072e0ba4798ef,ega1.candidate.sha256.9a0e00229dd6593894df52c7aee81c9bd5ead17e50a92975371072e0ba4798ef,ega1/ega1-6.tex,818,67,I.3.2.7,\sref{I.3.2.7},sref,I.3.2.7,ega1.c01.cor.3-2-7,exact unique local source label,45E544D1C0975687D411E180947BB5C30953118A5A58FF9A9688EC101B49FB98,active_local_link
ega1.application.sha256.890dd8f6efea9ed1435644b2a141fb677d2b29e0657854245f7808cf4edec53c,ega1.candidate.sha256.890dd8f6efea9ed1435644b2a141fb677d2b29e0657854245f7808cf4edec53c,ega1/ega1-6.tex,818,115,I.6.3.4[iv],\sref{I.6.3.4}[iv],sref,I.6.3.4,ega1.c01.prop.6-3-4,exact unique local source label,45E544D1C0975687D411E180947BB5C30953118A5A58FF9A9688EC101B49FB98,active_local_link
ega1.application.sha256.6af7f6ed0d9d4d977cd36348f61045d1d916c3d3ad8b398f22f80be742705f56,ega1.candidate.sha256.6af7f6ed0d9d4d977cd36348f61045d1d916c3d3ad8b398f22f80be742705f56,ega1/ega1-6.tex,833,13,I.6.3.10,\sref{I.6.3.10},sref,I.6.3.10,ega1.c01.prop.6-3-10,exact unique local source label,45E544D1C0975687D411E180947BB5C30953118A5A58FF9A9688EC101B49FB98,active_local_link
ega1.application.sha256.da117dcddb50b8e65e1498329f6d84b407745d19f09d44be0b3e7ff16bc0c6fa,ega1.candidate.sha256.da117dcddb50b8e65e1498329f6d84b407745d19f09d44be0b3e7ff16bc0c6fa,ega1/ega1-6.tex,834,25,I.6.4.2,\sref{I.6.4.2},sref,I.6.4.2,ega1.c01.prop.6-4-2,exact unique local source label,45E544D1C0975687D411E180947BB5C30953118A5A58FF9A9688EC101B49FB98,active_local_link
ega1.application.sha256.8b6e3bbed24afd83deb4677ef62e72ce55ac35b4ddb12d3bb146ab829ff67657,ega1.candidate.sha256.8b6e3bbed24afd83deb4677ef62e72ce55ac35b4ddb12d3bb146ab829ff67657,ega1/ega1-6.tex,834,44,I.6.4.9,\sref{I.6.4.9},sref,I.6.4.9,ega1.c01.prop.6-4-9,exact unique local source label,45E544D1C0975687D411E180947BB5C30953118A5A58FF9A9688EC101B49FB98,active_local_link
ega1.application.sha256.4b6415d8da67bc0d0f7bcfaca2ca55e9398a47038ca68b0fe1bc04f111271c6e,ega1.candidate.sha256.4b6415d8da67bc0d0f7bcfaca2ca55e9398a47038ca68b0fe1bc04f111271c6e,ega1/ega1-7.tex,15,193,I.7.1.1,\sref{I.7.1.1},sref,I.7.1.1,ega1.c01.statement.7-1-1,exact unique local source label,56B9841955C002CB9C3FC27033CFFD88C812096FFB7E21982E1693300A7E97F8,active_local_link
ega1.application.sha256.e36856b584ab88b935f5bc1a8a2d042ee3c7f9abebdcb9e7f6b2dd0fe267019b,ega1.candidate.sha256.e36856b584ab88b935f5bc1a8a2d042ee3c7f9abebdcb9e7f6b2dd0fe267019b,ega1/ega1-7.tex,26,179,I.3.3.14,\sref{I.3.3.14},sref,I.3.3.14,ega1.c01.statement.3-3-14,exact unique local source label,56B9841955C002CB9C3FC27033CFFD88C812096FFB7E21982E1693300A7E97F8,active_local_link
ega1.application.sha256.e50253fd65dbf6075978f557848125df7f65b0d6fb14485b1e6e572db1248d16,ega1.candidate.sha256.e50253fd65dbf6075978f557848125df7f65b0d6fb14485b1e6e572db1248d16,ega1/ega1-7.tex,31,22,I.7.1.2,\sref{I.7.1.2},sref,I.7.1.2,ega1.c01.def.7-1-2,exact unique local source label,56B9841955C002CB9C3FC27033CFFD88C812096FFB7E21982E1693300A7E97F8,active_local_link
ega1.application.sha256.9e90ffa28e25e5a1886b228a1cb6b3494353f7991cf9c2423b4609560e7347e5,ega1.candidate.sha256.9e90ffa28e25e5a1886b228a1cb6b3494353f7991cf9c2423b4609560e7347e5,ega1/ega1-7.tex,31,41,I.3.3.14,\sref{I.3.3.14},sref,I.3.3.14,ega1.c01.statement.3-3-14,exact unique local source label,56B9841955C002CB9C3FC27033CFFD88C812096FFB7E21982E1693300A7E97F8,active_local_link
ega1.application.sha256.fd3d5ee41f132fe7cef36ae5d1df6a587d8e1751713ab1e76a90a9d1d5eb250f,ega1.candidate.sha256.fd3d5ee41f132fe7cef36ae5d1df6a587d8e1751713ab1e76a90a9d1d5eb250f,ega1/ega1-7.tex,52,41,I-11,"\cite[p.~127, cor.~4]{I-11}",cite,,ega1.reader.generated.cite-i-11,visible citation key resolves to compiled bibliography destination,56B9841955C002CB9C3FC27033CFFD88C812096FFB7E21982E1693300A7E97F8,active_local_link
ega1.application.sha256.ebd28db4be2903bbca20e5a8dcc5072747a36f8415e3384f222224b1c544d81a,ega1.candidate.sha256.ebd28db4be2903bbca20e5a8dcc5072747a36f8415e3384f222224b1c544d81a,ega1/ega1-7.tex,89,111,I.1.3.6,\sref{I.1.3.6},sref,I.1.3.6,ega1.c01.prop.1-3-6,exact unique local source label,56B9841955C002CB9C3FC27033CFFD88C812096FFB7E21982E1693300A7E97F8,active_local_link
ega1.application.sha256.410de4298ac058d5f7340b4bcd4b233f653df8445d20d0c36ce6178e50c445bd,ega1.candidate.sha256.410de4298ac058d5f7340b4bcd4b233f653df8445d20d0c36ce6178e50c445bd,ega1/ega1-7.tex,89,130,I.1.3.7,\sref{I.1.3.7},sref,I.1.3.7,ega1.c01.thm.1-3-7,exact unique local source label,56B9841955C002CB9C3FC27033CFFD88C812096FFB7E21982E1693300A7E97F8,active_local_link
ega1.application.sha256.9efe3722f8d2e61601a3e65f96094c893812588f8898c58739bf609a10eb7363,ega1.candidate.sha256.9efe3722f8d2e61601a3e65f96094c893812588f8898c58739bf609a10eb7363,ega1/ega1-7.tex,89,318,I.7.1.1,\sref{I.7.1.1},sref,I.7.1.1,ega1.c01.statement.7-1-1,exact unique local source label,56B9841955C002CB9C3FC27033CFFD88C812096FFB7E21982E1693300A7E97F8,active_local_link
ega1.application.sha256.4e94a6c68ea26fa53f79cf9983293e52e7ecbb41535d99216200ac85e0f7399f,ega1.candidate.sha256.4e94a6c68ea26fa53f79cf9983293e52e7ecbb41535d99216200ac85e0f7399f,ega1/ega1-7.tex,92,9,(7.1.9.1),\hyperref[I.7.1.9.1]{(7.1.9.1)},hyperref,I.7.1.9.1,ega1.c01.lem.7-1-9-1,explicit local hyperref to exact unique source label,56B9841955C002CB9C3FC27033CFFD88C812096FFB7E21982E1693300A7E97F8,active_local_link
ega1.application.sha256.085151c47b7cdb573d3d0a11769978ef872a188393c9908c8f26af339d4fb46f,ega1.candidate.sha256.085151c47b7cdb573d3d0a11769978ef872a188393c9908c8f26af339d4fb46f,ega1/ega1-7.tex,92,393,(1.1.14),\hyperref[I.1.1.14]{(1.1.14)},hyperref,I.1.1.14,ega1.c01.cor.1-1-14,explicit local hyperref to exact unique source label,56B9841955C002CB9C3FC27033CFFD88C812096FFB7E21982E1693300A7E97F8,active_local_link
ega1.application.sha256.d153913ae23266756ea99107e2a9262cf3c926ed2498a74a02c73e72c95382c3,ega1.candidate.sha256.d153913ae23266756ea99107e2a9262cf3c926ed2498a74a02c73e72c95382c3,ega1/ega1-7.tex,93,251,I-10,\cite[p.~13]{I-10},cite,,ega1.reader.generated.cite-i-10,visible citation key resolves to compiled bibliography destination,56B9841955C002CB9C3FC27033CFFD88C812096FFB7E21982E1693300A7E97F8,active_local_link
ega1.application.sha256.d21ef8bc5418fbc46a4cfea985a7fb48646fa70ced5aa9efb506301ee9493e1f,ega1.candidate.sha256.d21ef8bc5418fbc46a4cfea985a7fb48646fa70ced5aa9efb506301ee9493e1f,ega1/ega1-7.tex,99,222,I.2.4.1,\sref{I.2.4.1},sref,I.2.4.1,ega1.c01.statement.2-4-1,exact unique local source label,56B9841955C002CB9C3FC27033CFFD88C812096FFB7E21982E1693300A7E97F8,active_local_link
ega1.application.sha256.e2dd1f069d03b3aa326e4d01fafe32611e75e627ed4679f2dd23dcf44af85619,ega1.candidate.sha256.e2dd1f069d03b3aa326e4d01fafe32611e75e627ed4679f2dd23dcf44af85619,ega1/ega1-7.tex,111,95,I.6.5.1,\sref{I.6.5.1},sref,I.6.5.1,ega1.c01.prop.6-5-1,exact unique local source label,56B9841955C002CB9C3FC27033CFFD88C812096FFB7E21982E1693300A7E97F8,active_local_link
ega1.application.sha256.aa487ee81842258ce029095722b722831417aac4c36aa10ce300063f8d584e54,ega1.candidate.sha256.aa487ee81842258ce029095722b722831417aac4c36aa10ce300063f8d584e54,ega1/ega1-7.tex,116,74,I.7.1.11,\sref{I.7.1.11},sref,I.7.1.11,ega1.c01.prop.7-1-11,exact unique local source label,56B9841955C002CB9C3FC27033CFFD88C812096FFB7E21982E1693300A7E97F8,active_local_link
ega1.application.sha256.982ef3dfd696f6ad809cd7c86a1f23b44c15c45c457e4536e178fe7c6e1cbc5b,ega1.candidate.sha256.982ef3dfd696f6ad809cd7c86a1f23b44c15c45c457e4536e178fe7c6e1cbc5b,ega1/ega1-7.tex,121,21,I.7.1.11,\sref{I.7.1.11},sref,I.7.1.11,ega1.c01.prop.7-1-11,exact unique local source label,56B9841955C002CB9C3FC27033CFFD88C812096FFB7E21982E1693300A7E97F8,active_local_link
ega1.application.sha256.1ad5504b8919a14440cda1f41242416a88724e073cbaa5095b2a8e5921c25305,ega1.candidate.sha256.1ad5504b8919a14440cda1f41242416a88724e073cbaa5095b2a8e5921c25305,ega1/ega1-7.tex,121,73,I.3.4.1,\sref{I.3.4.1},sref,I.3.4.1,ega1.c01.statement.3-4-1,exact unique local source label,56B9841955C002CB9C3FC27033CFFD88C812096FFB7E21982E1693300A7E97F8,active_local_link
