residual_id,candidate_id,source_relpath,source_line,source_column,visible_text,raw_tex,reference_form,proposed_target_label,classification,resolution_basis,source_sha256,status
ega1.residual.sha256.9415e43bbd6b451c09f91e0640048404948a35673f2ad3ec62122ef388b34d76,ega1.candidate.sha256.9415e43bbd6b451c09f91e0640048404948a35673f2ad3ec62122ef388b34d76,ega1/ega1-10.tex,656,165,0.5.3.4,\sref[0]{0.5.3.4},sref,0.5.3.4,external_volume_reference,explicit unavailable cross-volume reference (0) retained visibly; standalone EGA I has no admissible local target,23B992C3542920EBA46A4BA6D0C8AA14022A551B7DE18873C92812358EC2331B,reviewed_nonedge
ega1.residual.sha256.592cfafb6b7bc25e5f0a26e03fb93a5aa8e7b4cef9f0502dca52341e8dd2c00d,ega1.candidate.sha256.592cfafb6b7bc25e5f0a26e03fb93a5aa8e7b4cef9f0502dca52341e8dd2c00d,ega1/ega1-10.tex,676,531,0.3.8.1,\sref[0]{0.3.8.1},sref,0.3.8.1,external_volume_reference,explicit unavailable cross-volume reference (0) retained visibly; standalone EGA I has no admissible local target,23B992C3542920EBA46A4BA6D0C8AA14022A551B7DE18873C92812358EC2331B,reviewed_nonedge
ega1.residual.sha256.74904867d528d65099474ad56bfb6c3e8fce991279dae292e40272f35d9766f9,ega1.candidate.sha256.74904867d528d65099474ad56bfb6c3e8fce991279dae292e40272f35d9766f9,ega1/ega1-10.tex,676,553,0.3.8.2,\sref[0]{0.3.8.2},sref,0.3.8.2,external_volume_reference,explicit unavailable cross-volume reference (0) retained visibly; standalone EGA I has no admissible local target,23B992C3542920EBA46A4BA6D0C8AA14022A551B7DE18873C92812358EC2331B,reviewed_nonedge
ega1.residual.sha256.0fb1ce08410d7d997804f1fe5d0fdc51972428dd8b8f793ed69aac24c1d82d68,ega1.candidate.sha256.0fb1ce08410d7d997804f1fe5d0fdc51972428dd8b8f793ed69aac24c1d82d68,ega1/ega1-10.tex,690,9,0.7.3.3,\sref[0]{0.7.3.3},sref,0.7.3.3,external_volume_reference,explicit unavailable cross-volume reference (0) retained visibly; standalone EGA I has no admissible local target,23B992C3542920EBA46A4BA6D0C8AA14022A551B7DE18873C92812358EC2331B,reviewed_nonedge
ega1.residual.sha256.13af742a393bf2c962b0680d5633f068be6fee96492be4ffc6ea97795eb32c31,ega1.candidate.sha256.13af742a393bf2c962b0680d5633f068be6fee96492be4ffc6ea97795eb32c31,ega1/ega1-10.tex,690,368,0.7.2.6,\sref[0]{0.7.2.6},sref,0.7.2.6,external_volume_reference,explicit unavailable cross-volume reference (0) retained visibly; standalone EGA I has no admissible local target,23B992C3542920EBA46A4BA6D0C8AA14022A551B7DE18873C92812358EC2331B,reviewed_nonedge
ega1.residual.sha256.79a06974c9a8283ba3a5e3e8f81ce80de8f2e58a8114a61cea9f1aca5e7db12d,ega1.candidate.sha256.79a06974c9a8283ba3a5e3e8f81ce80de8f2e58a8114a61cea9f1aca5e7db12d,ega1/ega1-10.tex,707,414,0.7.1.3,\sref[0]{0.7.1.3},sref,0.7.1.3,external_volume_reference,explicit unavailable cross-volume reference (0) retained visibly; standalone EGA I has no admissible local target,23B992C3542920EBA46A4BA6D0C8AA14022A551B7DE18873C92812358EC2331B,reviewed_nonedge
ega1.residual.sha256.af9d4e5a67cc5837b6cdc89fb2235e7a255ced88326f69520a07cd59e2110f0d,ega1.candidate.sha256.af9d4e5a67cc5837b6cdc89fb2235e7a255ced88326f69520a07cd59e2110f0d,ega1/ega1-10.tex,754,148,0.7.3.3,\sref[0]{0.7.3.3},sref,0.7.3.3,external_volume_reference,explicit unavailable cross-volume reference (0) retained visibly; standalone EGA I has no admissible local target,23B992C3542920EBA46A4BA6D0C8AA14022A551B7DE18873C92812358EC2331B,reviewed_nonedge
ega1.residual.sha256.ef3eed86bc38f3c668aaf8903099617828ace5b3ef255dba6a31cbf3eae98923,ega1.candidate.sha256.ef3eed86bc38f3c668aaf8903099617828ace5b3ef255dba6a31cbf3eae98923,ega1/ega1-10.tex,756,131,0.5.3.2,\sref[0]{0.5.3.2},sref,0.5.3.2,external_volume_reference,explicit unavailable cross-volume reference (0) retained visibly; standalone EGA I has no admissible local target,23B992C3542920EBA46A4BA6D0C8AA14022A551B7DE18873C92812358EC2331B,reviewed_nonedge
ega1.residual.sha256.236b43468af8f50c21d74a218729217cc6c85d74a95a9dd8aef0aad3ffcded9e,ega1.candidate.sha256.236b43468af8f50c21d74a218729217cc6c85d74a95a9dd8aef0aad3ffcded9e,ega1/ega1-10.tex,756,265,0.4.3.1,\sref[0]{0.4.3.1},sref,0.4.3.1,external_volume_reference,explicit unavailable cross-volume reference (0) retained visibly; standalone EGA I has no admissible local target,23B992C3542920EBA46A4BA6D0C8AA14022A551B7DE18873C92812358EC2331B,reviewed_nonedge
ega1.residual.sha256.c05b0527de3d77a8c342b5ab0cdc20d0f4527b57ddf14a81032eb84e40b5c144,ega1.candidate.sha256.c05b0527de3d77a8c342b5ab0cdc20d0f4527b57ddf14a81032eb84e40b5c144,ega1/ega1-10.tex,772,93,0.3.2.6,\sref[0]{0.3.2.6},sref,0.3.2.6,external_volume_reference,explicit unavailable cross-volume reference (0) retained visibly; standalone EGA I has no admissible local target,23B992C3542920EBA46A4BA6D0C8AA14022A551B7DE18873C92812358EC2331B,reviewed_nonedge
ega1.residual.sha256.f30d505aaa577de3c19ff3f8295196048ffff1fe28bc874f76282fbcbed34225,ega1.candidate.sha256.f30d505aaa577de3c19ff3f8295196048ffff1fe28bc874f76282fbcbed34225,ega1/ega1-10.tex,772,115,0.4.3.2,\sref[0]{0.4.3.2},sref,0.4.3.2,external_volume_reference,explicit unavailable cross-volume reference (0) retained visibly; standalone EGA I has no admissible local target,23B992C3542920EBA46A4BA6D0C8AA14022A551B7DE18873C92812358EC2331B,reviewed_nonedge
ega1.residual.sha256.7c5fb108fd056c167d9a12580e409af2ab8607f1a6e27fa8511572b149e5ac10,ega1.candidate.sha256.7c5fb108fd056c167d9a12580e409af2ab8607f1a6e27fa8511572b149e5ac10,ega1/ega1-10.tex,773,63,0.4.3.4,\sref[0]{0.4.3.4},sref,0.4.3.4,external_volume_reference,explicit unavailable cross-volume reference (0) retained visibly; standalone EGA I has no admissible local target,23B992C3542920EBA46A4BA6D0C8AA14022A551B7DE18873C92812358EC2331B,reviewed_nonedge
ega1.residual.sha256.c5ff4d20e69cbd50ac8190bd0ce9da718ab4862d74ce7180f3503c18bd32bea9,ega1.candidate.sha256.c5ff4d20e69cbd50ac8190bd0ce9da718ab4862d74ce7180f3503c18bd32bea9,ega1/ega1-10.tex,783,19,0.6.7.3,\sref[0]{0.6.7.3},sref,0.6.7.3,external_volume_reference,explicit unavailable cross-volume reference (0) retained visibly; standalone EGA I has no admissible local target,23B992C3542920EBA46A4BA6D0C8AA14022A551B7DE18873C92812358EC2331B,reviewed_nonedge
ega1.residual.sha256.dc584ae0eae6e437bbb012c7658c6ffa82db59ef89299cccdd8a9ba4cf2a50bc,ega1.candidate.sha256.dc584ae0eae6e437bbb012c7658c6ffa82db59ef89299cccdd8a9ba4cf2a50bc,ega1/ega1-10.tex,802,274,0.6.7.6,\sref[0]{0.6.7.6},sref,0.6.7.6,external_volume_reference,explicit unavailable cross-volume reference (0) retained visibly; standalone EGA I has no admissible local target,23B992C3542920EBA46A4BA6D0C8AA14022A551B7DE18873C92812358EC2331B,reviewed_nonedge
ega1.residual.sha256.7f7fdaeeca51ac5d4d095687c34d6bbc066ace4bb4eb91efe27e739743c94d6e,ega1.candidate.sha256.7f7fdaeeca51ac5d4d095687c34d6bbc066ace4bb4eb91efe27e739743c94d6e,ega1/ega1-10.tex,814,9,0.7.3.7,\sref[0]{0.7.3.7},sref,0.7.3.7,external_volume_reference,explicit unavailable cross-volume reference (0) retained visibly; standalone EGA I has no admissible local target,23B992C3542920EBA46A4BA6D0C8AA14022A551B7DE18873C92812358EC2331B,reviewed_nonedge
ega1.residual.sha256.d83c79ebf816ac00d6d953816e0340ad50b739e3b3f5ec37c29cbb03eeaa0e98,ega1.candidate.sha256.d83c79ebf816ac00d6d953816e0340ad50b739e3b3f5ec37c29cbb03eeaa0e98,ega1/ega1-10.tex,824,105,0.5.2.4,\sref[0]{0.5.2.4},sref,0.5.2.4,external_volume_reference,explicit unavailable cross-volume reference (0) retained visibly; standalone EGA I has no admissible local target,23B992C3542920EBA46A4BA6D0C8AA14022A551B7DE18873C92812358EC2331B,reviewed_nonedge
ega1.residual.sha256.0fbbd397fac7ee1dcd25e0a684dc8c65b15fb7df1b345ae346f1067dbbdde562,ega1.candidate.sha256.0fbbd397fac7ee1dcd25e0a684dc8c65b15fb7df1b345ae346f1067dbbdde562,ega1/ega1-10.tex,826,26,0.5.2.2,\sref[0]{0.5.2.2},sref,0.5.2.2,external_volume_reference,explicit unavailable cross-volume reference (0) retained visibly; standalone EGA I has no admissible local target,23B992C3542920EBA46A4BA6D0C8AA14022A551B7DE18873C92812358EC2331B,reviewed_nonedge
ega1.residual.sha256.099bb4ac72949a3835258473652edeead1d53e8869f2b3d68dae9a915f596c9f,ega1.candidate.sha256.099bb4ac72949a3835258473652edeead1d53e8869f2b3d68dae9a915f596c9f,ega1/ega1-10.tex,837,311,0.4.4.6,\sref[0]{0.4.4.6},sref,0.4.4.6,external_volume_reference,explicit unavailable cross-volume reference (0) retained visibly; standalone EGA I has no admissible local target,23B992C3542920EBA46A4BA6D0C8AA14022A551B7DE18873C92812358EC2331B,reviewed_nonedge
ega1.residual.sha256.f957cf10e3e57ddd6393e47e78933fac349cf131ca431738473d2b6a2b6a190a,ega1.candidate.sha256.f957cf10e3e57ddd6393e47e78933fac349cf131ca431738473d2b6a2b6a190a,ega1/ega1-10.tex,862,72,0.4.3.5,\sref[0]{0.4.3.5},sref,0.4.3.5,external_volume_reference,explicit unavailable cross-volume reference (0) retained visibly; standalone EGA I has no admissible local target,23B992C3542920EBA46A4BA6D0C8AA14022A551B7DE18873C92812358EC2331B,reviewed_nonedge
ega1.residual.sha256.4210c1a466d8df7b010c57ef3d147715f2b32f2f9daf485d3c3ca532bf6bc37d,ega1.candidate.sha256.4210c1a466d8df7b010c57ef3d147715f2b32f2f9daf485d3c3ca532bf6bc37d,ega1/ega1-10.tex,938,474,0.7.7.2,\sref[0]{0.7.7.2},sref,0.7.7.2,external_volume_reference,explicit unavailable cross-volume reference (0) retained visibly; standalone EGA I has no admissible local target,23B992C3542920EBA46A4BA6D0C8AA14022A551B7DE18873C92812358EC2331B,reviewed_nonedge
ega1.residual.sha256.5b12757c46d4c39a68941102e336b6cac9ade698a779b09e605df74e0f1d6040,ega1.candidate.sha256.5b12757c46d4c39a68941102e336b6cac9ade698a779b09e605df74e0f1d6040,ega1/ega1-10.tex,1016,237,0.7.3.6,\sref[0]{0.7.3.6},sref,0.7.3.6,external_volume_reference,explicit unavailable cross-volume reference (0) retained visibly; standalone EGA I has no admissible local target,23B992C3542920EBA46A4BA6D0C8AA14022A551B7DE18873C92812358EC2331B,reviewed_nonedge
ega1.residual.sha256.31f4893108ab547944df3dff85babf6d2e9468defae22a43864c22c8c8555f6b,ega1.candidate.sha256.31f4893108ab547944df3dff85babf6d2e9468defae22a43864c22c8c8555f6b,ega1/ega1-10.tex,1032,71,0.7.6.11,\sref[0]{0.7.6.11},sref,0.7.6.11,external_volume_reference,explicit unavailable cross-volume reference (0) retained visibly; standalone EGA I has no admissible local target,23B992C3542920EBA46A4BA6D0C8AA14022A551B7DE18873C92812358EC2331B,reviewed_nonedge
ega1.residual.sha256.680363bef4e13f5fbaa3e0642499893ae73217dcf46e3f5521aa9ebb55da4252,ega1.candidate.sha256.680363bef4e13f5fbaa3e0642499893ae73217dcf46e3f5521aa9ebb55da4252,ega1/ega1-10.tex,1056,387,0.7.2.9,\sref[0]{0.7.2.9},sref,0.7.2.9,external_volume_reference,explicit unavailable cross-volume reference (0) retained visibly; standalone EGA I has no admissible local target,23B992C3542920EBA46A4BA6D0C8AA14022A551B7DE18873C92812358EC2331B,reviewed_nonedge
ega1.residual.sha256.3a739ef648b637a8b54f158e6ee09a8065a24fa9fb80952f3f822ef779e73296,ega1.candidate.sha256.3a739ef648b637a8b54f158e6ee09a8065a24fa9fb80952f3f822ef779e73296,ega1/ega1-10.tex,1061,409,0.5.3.4,\sref[0]{0.5.3.4},sref,0.5.3.4,external_volume_reference,explicit unavailable cross-volume reference (0) retained visibly; standalone EGA I has no admissible local target,23B992C3542920EBA46A4BA6D0C8AA14022A551B7DE18873C92812358EC2331B,reviewed_nonedge
ega1.residual.sha256.c8dd55d983660c08db50f639d6978e1b3c38f32669297e9a3e44a6341639e9f8,ega1.candidate.sha256.c8dd55d983660c08db50f639d6978e1b3c38f32669297e9a3e44a6341639e9f8,ega1/ega1-10.tex,1065,227,0.5.3.5,\sref[0]{0.5.3.5},sref,0.5.3.5,external_volume_reference,explicit unavailable cross-volume reference (0) retained visibly; standalone EGA I has no admissible local target,23B992C3542920EBA46A4BA6D0C8AA14022A551B7DE18873C92812358EC2331B,reviewed_nonedge
ega1.residual.sha256.ed237fbedc8019fa00c4fe366d660b069d15311bea80c46b002f12520bb12180,ega1.candidate.sha256.ed237fbedc8019fa00c4fe366d660b069d15311bea80c46b002f12520bb12180,ega1/ega1-10.tex,1065,390,0.5.3.10,\sref[0]{0.5.3.10},sref,0.5.3.10,external_volume_reference,explicit unavailable cross-volume reference (0) retained visibly; standalone EGA I has no admissible local target,23B992C3542920EBA46A4BA6D0C8AA14022A551B7DE18873C92812358EC2331B,reviewed_nonedge
ega1.residual.sha256.6070b9abcc0d8e373084394a5b16a33a16e3bbb9c4a922e36cb0389298601b45,ega1.candidate.sha256.6070b9abcc0d8e373084394a5b16a33a16e3bbb9c4a922e36cb0389298601b45,ega1/ega1-10.tex,1160,610,0.7.1.14,\sref[0]{0.7.1.14},sref,0.7.1.14,external_volume_reference,explicit unavailable cross-volume reference (0) retained visibly; standalone EGA I has no admissible local target,23B992C3542920EBA46A4BA6D0C8AA14022A551B7DE18873C92812358EC2331B,reviewed_nonedge
ega1.residual.sha256.aa2c382dfd23dca8efe0aae98189898dce8896eff79b59af9d57086b76534917,ega1.candidate.sha256.aa2c382dfd23dca8efe0aae98189898dce8896eff79b59af9d57086b76534917,ega1/ega1-10.tex,1165,252,0.3.8.1,\sref[0]{0.3.8.1},sref,0.3.8.1,external_volume_reference,explicit unavailable cross-volume reference (0) retained visibly; standalone EGA I has no admissible local target,23B992C3542920EBA46A4BA6D0C8AA14022A551B7DE18873C92812358EC2331B,reviewed_nonedge
ega1.residual.sha256.3826c43250f8ef43369a7df7fb01185f80205c62939405c3411fe67ede281cd5,ega1.candidate.sha256.3826c43250f8ef43369a7df7fb01185f80205c62939405c3411fe67ede281cd5,ega1/ega1-10.tex,1168,1,0.3.8.2,\sref[0]{0.3.8.2},sref,0.3.8.2,external_volume_reference,explicit unavailable cross-volume reference (0) retained visibly; standalone EGA I has no admissible local target,23B992C3542920EBA46A4BA6D0C8AA14022A551B7DE18873C92812358EC2331B,reviewed_nonedge
ega1.residual.sha256.4278f05313ed352cf73bf04d15762fa2f7491b08e9b5e285eb8183765f8a148b,ega1.candidate.sha256.4278f05313ed352cf73bf04d15762fa2f7491b08e9b5e285eb8183765f8a148b,ega1/ega1-10.tex,1169,482,0.5.3.4,\sref[0]{0.5.3.4},sref,0.5.3.4,external_volume_reference,explicit unavailable cross-volume reference (0) retained visibly; standalone EGA I has no admissible local target,23B992C3542920EBA46A4BA6D0C8AA14022A551B7DE18873C92812358EC2331B,reviewed_nonedge
ega1.residual.sha256.dc053f004511c5b343f9f2b947fbc298a69e1c0844faccbe0584182d4f5166af,ega1.candidate.sha256.dc053f004511c5b343f9f2b947fbc298a69e1c0844faccbe0584182d4f5166af,ega1/ega1-10.tex,1195,637,0.7.8.2,\sref[0]{0.7.8.2},sref,0.7.8.2,external_volume_reference,explicit unavailable cross-volume reference (0) retained visibly; standalone EGA I has no admissible local target,23B992C3542920EBA46A4BA6D0C8AA14022A551B7DE18873C92812358EC2331B,reviewed_nonedge
ega1.residual.sha256.494c0b22be7296a17507abfe397f2f866e51cab47aeaa79bfc3c6f0c3660c580,ega1.candidate.sha256.494c0b22be7296a17507abfe397f2f866e51cab47aeaa79bfc3c6f0c3660c580,ega1/ega1-10.tex,1213,365,0.7.8.3,\sref[0]{0.7.8.3},sref,0.7.8.3,external_volume_reference,explicit unavailable cross-volume reference (0) retained visibly; standalone EGA I has no admissible local target,23B992C3542920EBA46A4BA6D0C8AA14022A551B7DE18873C92812358EC2331B,reviewed_nonedge
ega1.residual.sha256.f059fdf2e8ce1f634c93cd44d8c1d0fbaf8f7f15eea76a65a6207f624e9e03e8,ega1.candidate.sha256.f059fdf2e8ce1f634c93cd44d8c1d0fbaf8f7f15eea76a65a6207f624e9e03e8,ega1/ega1-10.tex,1227,121,0.7.1.4,\sref[0]{0.7.1.4},sref,0.7.1.4,external_volume_reference,explicit unavailable cross-volume reference (0) retained visibly; standalone EGA I has no admissible local target,23B992C3542920EBA46A4BA6D0C8AA14022A551B7DE18873C92812358EC2331B,reviewed_nonedge
ega1.residual.sha256.afb54c3e5e531368f0b5373009f7e44a71f8edab4b3440523100dbc486324422,ega1.candidate.sha256.afb54c3e5e531368f0b5373009f7e44a71f8edab4b3440523100dbc486324422,ega1/ega1-10.tex,1228,240,0.7.1.4,\sref[0]{0.7.1.4},sref,0.7.1.4,external_volume_reference,explicit unavailable cross-volume reference (0) retained visibly; standalone EGA I has no admissible local target,23B992C3542920EBA46A4BA6D0C8AA14022A551B7DE18873C92812358EC2331B,reviewed_nonedge
ega1.residual.sha256.cf86e79be683ad8ad315023d3d2a0c48819f4aa6c9fee219e962c47cff3f7030,ega1.candidate.sha256.cf86e79be683ad8ad315023d3d2a0c48819f4aa6c9fee219e962c47cff3f7030,ega1/ega1-10.tex,1293,188,0.7.3.5,\sref[0]{0.7.3.5},sref,0.7.3.5,external_volume_reference,explicit unavailable cross-volume reference (0) retained visibly; standalone EGA I has no admissible local target,23B992C3542920EBA46A4BA6D0C8AA14022A551B7DE18873C92812358EC2331B,reviewed_nonedge
ega1.residual.sha256.6199655dc8c98c160a89c79dce877956b197cd97f901615d980bddd1f3f2ef50,ega1.candidate.sha256.6199655dc8c98c160a89c79dce877956b197cd97f901615d980bddd1f3f2ef50,ega1/ega1-10.tex,1319,255,0.7.5.1,\sref[0]{0.7.5.1},sref,0.7.5.1,external_volume_reference,explicit unavailable cross-volume reference (0) retained visibly; standalone EGA I has no admissible local target,23B992C3542920EBA46A4BA6D0C8AA14022A551B7DE18873C92812358EC2331B,reviewed_nonedge
ega1.residual.sha256.ca683d6cf6e369a1e30dd8ce37b2ca4d8583b2107be2d547c4cd7f0feee520ac,ega1.candidate.sha256.ca683d6cf6e369a1e30dd8ce37b2ca4d8583b2107be2d547c4cd7f0feee520ac,ega1/ega1-10.tex,1332,18,0.7.5.5,\sref[0]{0.7.5.5},sref,0.7.5.5,external_volume_reference,explicit unavailable cross-volume reference (0) retained visibly; standalone EGA I has no admissible local target,23B992C3542920EBA46A4BA6D0C8AA14022A551B7DE18873C92812358EC2331B,reviewed_nonedge
ega1.residual.sha256.79c97b59d660b862f39a71c9e9ed94fbf6e9d5ea56e038681efe8bf6322b547c,ega1.candidate.sha256.79c97b59d660b862f39a71c9e9ed94fbf6e9d5ea56e038681efe8bf6322b547c,ega1/ega1-10.tex,1332,210,0.7.5.4,\sref[0]{0.7.5.4},sref,0.7.5.4,external_volume_reference,explicit unavailable cross-volume reference (0) retained visibly; standalone EGA I has no admissible local target,23B992C3542920EBA46A4BA6D0C8AA14022A551B7DE18873C92812358EC2331B,reviewed_nonedge
ega1.residual.sha256.b9c726dc65a017ffe190529eb7bc17510f77f96c893005b4e777a8a81c0c1c95,ega1.candidate.sha256.b9c726dc65a017ffe190529eb7bc17510f77f96c893005b4e777a8a81c0c1c95,ega1/ega1-10.tex,1335,6,0.7.5.5,\sref[0]{0.7.5.5},sref,0.7.5.5,external_volume_reference,explicit unavailable cross-volume reference (0) retained visibly; standalone EGA I has no admissible local target,23B992C3542920EBA46A4BA6D0C8AA14022A551B7DE18873C92812358EC2331B,reviewed_nonedge
ega1.residual.sha256.3d02c89479a5dadca9ce46e9592390c84a3c3bb4bb2d111b6b1baada77f364a6,ega1.candidate.sha256.3d02c89479a5dadca9ce46e9592390c84a3c3bb4bb2d111b6b1baada77f364a6,ega1/ega1-10.tex,1362,22,0.7.5.5,\sref[0]{0.7.5.5},sref,0.7.5.5,external_volume_reference,explicit unavailable cross-volume reference (0) retained visibly; standalone EGA I has no admissible local target,23B992C3542920EBA46A4BA6D0C8AA14022A551B7DE18873C92812358EC2331B,reviewed_nonedge
ega1.residual.sha256.6da0cd318b7d8fdd5ce4314abbb92f8c9460100730c306ceefa09e3b392562fb,ega1.candidate.sha256.6da0cd318b7d8fdd5ce4314abbb92f8c9460100730c306ceefa09e3b392562fb,ega1/ega1-10.tex,1412,76,0.5.3.4,\sref[0]{0.5.3.4},sref,0.5.3.4,external_volume_reference,explicit unavailable cross-volume reference (0) retained visibly; standalone EGA I has no admissible local target,23B992C3542920EBA46A4BA6D0C8AA14022A551B7DE18873C92812358EC2331B,reviewed_nonedge
ega1.residual.sha256.8c4b4c366b3d5bf4c7fa4fe9ccd365a72c311b6a639cf196b325b9cfaff0f537,ega1.candidate.sha256.8c4b4c366b3d5bf4c7fa4fe9ccd365a72c311b6a639cf196b325b9cfaff0f537,ega1/ega1-10.tex,1412,135,0.5.2.2,\sref[0]{0.5.2.2},sref,0.5.2.2,external_volume_reference,explicit unavailable cross-volume reference (0) retained visibly; standalone EGA I has no admissible local target,23B992C3542920EBA46A4BA6D0C8AA14022A551B7DE18873C92812358EC2331B,reviewed_nonedge
ega1.residual.sha256.1cfa0008fb6160decc5b0b9937e7a80e7ad0a931d883781b69ce9bdbedb904fd,ega1.candidate.sha256.1cfa0008fb6160decc5b0b9937e7a80e7ad0a931d883781b69ce9bdbedb904fd,ega1/ega1-10.tex,1415,233,0.5.3.10,\sref[0]{0.5.3.10},sref,0.5.3.10,external_volume_reference,explicit unavailable cross-volume reference (0) retained visibly; standalone EGA I has no admissible local target,23B992C3542920EBA46A4BA6D0C8AA14022A551B7DE18873C92812358EC2331B,reviewed_nonedge
ega1.residual.sha256.59f413e286bbc4b59d54dca85711a46ddb3e638693f8a928f324f7c0a03f986f,ega1.candidate.sha256.59f413e286bbc4b59d54dca85711a46ddb3e638693f8a928f324f7c0a03f986f,ega1/ega1-10.tex,1477,192,0.5.3.12,\sref[0]{0.5.3.12},sref,0.5.3.12,external_volume_reference,explicit unavailable cross-volume reference (0) retained visibly; standalone EGA I has no admissible local target,23B992C3542920EBA46A4BA6D0C8AA14022A551B7DE18873C92812358EC2331B,reviewed_nonedge
ega1.residual.sha256.ef71a6dc17258dc1c9a688d6597db5ff847a72e9eda710f11b4c85f289f5a941,ega1.candidate.sha256.ef71a6dc17258dc1c9a688d6597db5ff847a72e9eda710f11b4c85f289f5a941,ega1/ega1-10.tex,1477,266,0.5.3.10,\sref[0]{0.5.3.10},sref,0.5.3.10,external_volume_reference,explicit unavailable cross-volume reference (0) retained visibly; standalone EGA I has no admissible local target,23B992C3542920EBA46A4BA6D0C8AA14022A551B7DE18873C92812358EC2331B,reviewed_nonedge
ega1.residual.sha256.b5b93467b70d1d61f7a8a1ff403b1326e37625246476d6a7cf798d2f545294e0,ega1.candidate.sha256.b5b93467b70d1d61f7a8a1ff403b1326e37625246476d6a7cf798d2f545294e0,ega1/ega1-10.tex,1478,154,0.5.3.4,\sref[0]{0.5.3.4},sref,0.5.3.4,external_volume_reference,explicit unavailable cross-volume reference (0) retained visibly; standalone EGA I has no admissible local target,23B992C3542920EBA46A4BA6D0C8AA14022A551B7DE18873C92812358EC2331B,reviewed_nonedge
ega1.residual.sha256.ff9e2f8d8cac96deab7cf8c5c9d42eb0ad67e6ae7f980749e1e9352c0c47cd2e,ega1.candidate.sha256.ff9e2f8d8cac96deab7cf8c5c9d42eb0ad67e6ae7f980749e1e9352c0c47cd2e,ega1/ega1-10.tex,1483,22,0.7.7.8,\sref[0]{0.7.7.8},sref,0.7.7.8,external_volume_reference,explicit unavailable cross-volume reference (0) retained visibly; standalone EGA I has no admissible local target,23B992C3542920EBA46A4BA6D0C8AA14022A551B7DE18873C92812358EC2331B,reviewed_nonedge
ega1.residual.sha256.dffea49e35d5e5d8796b6dbebd05649cbe2f8e8faf31ebc7a4fb211e532c3d69,ega1.candidate.sha256.dffea49e35d5e5d8796b6dbebd05649cbe2f8e8faf31ebc7a4fb211e532c3d69,ega1/ega1-10.tex,1507,171,0.4.4.3,\sref[0]{0.4.4.3},sref,0.4.4.3,external_volume_reference,explicit unavailable cross-volume reference (0) retained visibly; standalone EGA I has no admissible local target,23B992C3542920EBA46A4BA6D0C8AA14022A551B7DE18873C92812358EC2331B,reviewed_nonedge
ega1.residual.sha256.3a8da7c81ab99bc6a9ee87e15d96d0e1c5973d6feaeb24970c7d3bf25a4fe547,ega1.candidate.sha256.3a8da7c81ab99bc6a9ee87e15d96d0e1c5973d6feaeb24970c7d3bf25a4fe547,ega1/ega1-10.tex,1508,94,0.4.4.3,\sref[0]{0.4.4.3},sref,0.4.4.3,external_volume_reference,explicit unavailable cross-volume reference (0) retained visibly; standalone EGA I has no admissible local target,23B992C3542920EBA46A4BA6D0C8AA14022A551B7DE18873C92812358EC2331B,reviewed_nonedge
ega1.residual.sha256.09bbc12a479b8e425ee1290be7781b3f4c5698a05bb78099b76f542f57488740,ega1.candidate.sha256.09bbc12a479b8e425ee1290be7781b3f4c5698a05bb78099b76f542f57488740,ega1/ega1-backmatter-index-notation.tex,16,30,0.1.0.2,0.1.0.2,plain_index_locator,0.1.0.2,external_volume_reference,printed Chapter 0 index locator is unavailable in standalone EGA I,B2142793B7046B6043B03B6A964D026FA70816B838EA8298108ACDA89C327D6D,reviewed_nonedge
ega1.residual.sha256.d1563feae6f8cbb2926af0e81527cef812ac1aba544eb4779410459168b9a8ab,ega1.candidate.sha256.d1563feae6f8cbb2926af0e81527cef812ac1aba544eb4779410459168b9a8ab,ega1/ega1-backmatter-index-notation.tex,17,50,0.1.0.3,0.1.0.3,plain_index_locator,0.1.0.3,external_volume_reference,printed Chapter 0 index locator is unavailable in standalone EGA I,B2142793B7046B6043B03B6A964D026FA70816B838EA8298108ACDA89C327D6D,reviewed_nonedge
ega1.residual.sha256.565177662f07c3bca005080ef22e43c435406c9dcd56bc7b73e429979e4d54c2,ega1.candidate.sha256.565177662f07c3bca005080ef22e43c435406c9dcd56bc7b73e429979e4d54c2,ega1/ega1-backmatter-index-notation.tex,18,35,0.1.1.1,0.1.1.1,plain_index_locator,0.1.1.1,external_volume_reference,printed Chapter 0 index locator is unavailable in standalone EGA I,B2142793B7046B6043B03B6A964D026FA70816B838EA8298108ACDA89C327D6D,reviewed_nonedge
ega1.residual.sha256.993f5ef6af1b94815fdb36fc2db147fec14bcdd73c5527a99c0663769aae8455,ega1.candidate.sha256.993f5ef6af1b94815fdb36fc2db147fec14bcdd73c5527a99c0663769aae8455,ega1/ega1-backmatter-index-notation.tex,19,35,0.1.1.2,0.1.1.2,plain_index_locator,0.1.1.2,external_volume_reference,printed Chapter 0 index locator is unavailable in standalone EGA I,B2142793B7046B6043B03B6A964D026FA70816B838EA8298108ACDA89C327D6D,reviewed_nonedge
