edge_id,pdf_page,annotation_index,source_rectangle,visible_text,action_type,target_id,target_label,target_kind,target_page,status,pdf_sha256
ega1.edge.sha256.5bcb35985246f752dc840e79f38c83f591ed36749a1138d5b4df4d3260d9c3cf,63,4,"439.1,327.166,465.66,336.411","(2.1.3),",GoTo,ega1.c01.prop.2-1-3,I.2.1.3,prop,19,active_resolved,0DC301F1998AA4E6A97ABD92197BB94A3F7FBEE1847261CC7BB69E0F8E6D8C58
ega1.edge.sha256.ba68e0456206ef8ba00b1b11cf4ddc539eac9dd801d8883f3aaf08265c4aee68,63,5,"381.549,274.158,413.091,283.403",(5.5.12).,GoTo,ega1.c01.rem.5-5-12,I.5.5.12,rem,52,active_resolved,0DC301F1998AA4E6A97ABD92197BB94A3F7FBEE1847261CC7BB69E0F8E6D8C58
ega1.edge.sha256.3590fe3f332616e2e6152d4e6ab125d38d6d2e777b5a64d3dc51f373c9c66b8d,63,6,"163.116,261.605,189.676,270.85",(6.3.5),GoTo,ega1.c01.cor.6-3-5,I.6.3.5,cor,57,active_resolved,0DC301F1998AA4E6A97ABD92197BB94A3F7FBEE1847261CC7BB69E0F8E6D8C58
ega1.edge.sha256.ae2caea9800cbbe740cb63fad82d43a305aa5252eeead7ee0f8afc80ef3ec0d0,63,7,"90.0,236.257,121.542,245.502",(3.3.11);,GoTo,ega1.c01.cor.3-3-11,I.3.3.11,cor,29,active_resolved,0DC301F1998AA4E6A97ABD92197BB94A3F7FBEE1847261CC7BB69E0F8E6D8C58
ega1.edge.sha256.ed6defd3c600ea2c75ace77f7980bbb8abc7918184720a91ec96e119ede54816,63,8,"408.482,171.943,435.043,181.188",((3.2.2),GoTo,ega1.c01.prop.3-2-2,I.3.2.2,prop,24,active_resolved,0DC301F1998AA4E6A97ABD92197BB94A3F7FBEE1847261CC7BB69E0F8E6D8C58
ega1.edge.sha256.e0bffa147cacc3aa38985eeaf35c0cb3787432f43846d08333e5485c968d275d,63,9,"458.751,171.943,485.311,181.188","(3.2.7)),",GoTo,ega1.c01.cor.3-2-7,I.3.2.7,cor,26,active_resolved,0DC301F1998AA4E6A97ABD92197BB94A3F7FBEE1847261CC7BB69E0F8E6D8C58
ega1.edge.sha256.da15c69524756369b62deb80aba236e5b13a7ec061a5fe291b7b5d11b0f02a89,64,0,"169.663,674.673,196.223,683.918","(5.2.1),",GoTo,ega1.c01.prop.5-2-1,I.5.2.1,prop,45,active_resolved,0DC301F1998AA4E6A97ABD92197BB94A3F7FBEE1847261CC7BB69E0F8E6D8C58
ega1.edge.sha256.66bde44b08b7bcd73a8db3d7ef385c193e96b5facf5d91e7f043101ac20d2ecb,64,1,"426.824,662.12,453.385,671.365","(1.2.7),",GoTo,ega1.c01.cor.1-2-7,I.1.2.7,cor,6,active_resolved,0DC301F1998AA4E6A97ABD92197BB94A3F7FBEE1847261CC7BB69E0F8E6D8C58
ega1.edge.sha256.9f8aeb45698b775a748bdd0d8b3b7c3a2dbfea1d3f0853ec0228f0a2622791bc,64,2,"133.557,490.982,165.099,500.227","(5.5.12),",GoTo,ega1.c01.rem.5-5-12,I.5.5.12,rem,52,active_resolved,0DC301F1998AA4E6A97ABD92197BB94A3F7FBEE1847261CC7BB69E0F8E6D8C58
ega1.edge.sha256.363c20bb3de782bb261b1ab3f998f46e34170e790e0b5131ebe4989fb2a5a1a0,64,3,"384.056,465.876,410.617,475.121","(4.5.1),",GoTo,ega1.c01.def.4-5-1,I.4.5.1,def,42,active_resolved,0DC301F1998AA4E6A97ABD92197BB94A3F7FBEE1847261CC7BB69E0F8E6D8C58
ega1.edge.sha256.8e1064d4daa08dec9d1021a10b1612289cd1beed66e8675b2f73b685aec6d946,64,4,"428.299,428.063,454.86,437.308","(6.6.2),",GoTo,ega1.c01.def.6-6-2,I.6.6.2,def,62,active_resolved,0DC301F1998AA4E6A97ABD92197BB94A3F7FBEE1847261CC7BB69E0F8E6D8C58
ega1.edge.sha256.5e6627c9ef61e3e9e41054584fd2a590b20d04a3d341275a5fb2a289df12a4f7,64,5,"309.012,402.803,346.45,412.048","(6.3.4, ii).",GoTo,ega1.c01.prop.6-3-4,I.6.3.4,prop,56,active_resolved,0DC301F1998AA4E6A97ABD92197BB94A3F7FBEE1847261CC7BB69E0F8E6D8C58
ega1.edge.sha256.8a68bb4a07eacac09602369ea53d0aac203ed4990bcffdcb7417c005bef15d0c,64,6,"185.698,390.25,217.24,399.496",(3.3.11);,GoTo,ega1.c01.cor.3-3-11,I.3.3.11,cor,29,active_resolved,0DC301F1998AA4E6A97ABD92197BB94A3F7FBEE1847261CC7BB69E0F8E6D8C58
ega1.edge.sha256.b21be8f271fe97d9dde0cac4be3fc6a7586e412f451a32199a46db626f66d496,64,7,"207.36,351.685,233.92,360.931",(3.2.7),GoTo,ega1.c01.cor.3-2-7,I.3.2.7,cor,26,active_resolved,0DC301F1998AA4E6A97ABD92197BB94A3F7FBEE1847261CC7BB69E0F8E6D8C58
ega1.edge.sha256.0b5bdd2812aa0b8ba6e8eaf9085837b0029ccf047a9d537e05c7c9267f9bf0ae,64,8,"358.632,351.685,398.702,360.931","(6.3.4, iv).",GoTo,ega1.c01.prop.6-3-4,I.6.3.4,prop,56,active_resolved,0DC301F1998AA4E6A97ABD92197BB94A3F7FBEE1847261CC7BB69E0F8E6D8C58
ega1.edge.sha256.ce78339db3d091c8074d12cf2013ec0fc9a88f5b0d65272004184d15b5aaa35e,64,9,"236.044,269.872,267.586,279.118",(6.3.10),GoTo,ega1.c01.prop.6-3-10,I.6.3.10,prop,58,active_resolved,0DC301F1998AA4E6A97ABD92197BB94A3F7FBEE1847261CC7BB69E0F8E6D8C58
ega1.edge.sha256.6cc81e1cbf8eca45976297a0fda60b6e9b91b1baca8c667fad20c341ff501872,64,10,"447.236,257.319,473.796,266.565",(6.4.2),GoTo,ega1.c01.prop.6-4-2,I.6.4.2,prop,58,active_resolved,0DC301F1998AA4E6A97ABD92197BB94A3F7FBEE1847261CC7BB69E0F8E6D8C58
ega1.edge.sha256.0a4be8d86c136a5a7e685ae6815c10dd444b4bc9dc33023c4a65a3c0af42b870,64,11,"495.44,257.319,522.001,266.565",(6.4.9),GoTo,ega1.c01.prop.6-4-9,I.6.4.9,prop,60,active_resolved,0DC301F1998AA4E6A97ABD92197BB94A3F7FBEE1847261CC7BB69E0F8E6D8C58
ega1.edge.sha256.5dd6e3a37c15093a6a9d63498a04c9afc12fcd7189998cd6ed7456ef88fcc33d,64,12,"137.261,89.542,163.822,98.787",(7.1.1).,GoTo,ega1.c01.statement.7-1-1,I.7.1.1,statement,64,active_resolved,0DC301F1998AA4E6A97ABD92197BB94A3F7FBEE1847261CC7BB69E0F8E6D8C58
ega1.edge.sha256.2dd49b8e08430d563f08f3a51fcb8ed59932a9dd1ce66c9ca766e3fac70a53ce,65,0,"391.232,587.838,422.774,597.083",(3.3.14).,GoTo,ega1.c01.statement.3-3-14,I.3.3.14,statement,29,active_resolved,0DC301F1998AA4E6A97ABD92197BB94A3F7FBEE1847261CC7BB69E0F8E6D8C58
ega1.edge.sha256.70b34acc39d7639e9a7027a38f9ad93ad1926d806563c696cb776434d01fc004,65,1,"209.452,569.582,236.013,578.827",(7.1.2),GoTo,ega1.c01.def.7-1-2,I.7.1.2,def,64,active_resolved,0DC301F1998AA4E6A97ABD92197BB94A3F7FBEE1847261CC7BB69E0F8E6D8C58
ega1.edge.sha256.6aaf9d29eaa89dd050a794af8a3c536cce224e7c3f5b9fed3cf03862643bd2c0,65,2,"257.841,569.582,289.383,578.827",(3.3.14),GoTo,ega1.c01.statement.3-3-14,I.3.3.14,statement,29,active_resolved,0DC301F1998AA4E6A97ABD92197BB94A3F7FBEE1847261CC7BB69E0F8E6D8C58
ega1.edge.sha256.01959edb83a10a6d4f756a16a0aa0ff761a61d604ab3baf2288670aa3a7db213,65,3,"337.202,316.018,371.683,323.211","([Sam53b,",GoTo,ega1.reader.generated.cite-i-11,,generated,109,active_resolved,0DC301F1998AA4E6A97ABD92197BB94A3F7FBEE1847261CC7BB69E0F8E6D8C58
ega1.edge.sha256.a8cd53b28f35dea7bd81a4ebb0ffb24e8e63eafd516d3edb711e25919344aec5,66,0,"90.0,585.791,116.56,595.036",(1.3.6),GoTo,ega1.c01.prop.1-3-6,I.1.3.6,prop,7,active_resolved,0DC301F1998AA4E6A97ABD92197BB94A3F7FBEE1847261CC7BB69E0F8E6D8C58
ega1.edge.sha256.4b3c67d9489b016f2dc07fb5cb3972ebfd9aab8e747a07ac363697188c4a2a23,66,1,"138.043,585.791,164.604,595.036","(1.3.7),",GoTo,ega1.c01.thm.1-3-7,I.1.3.7,thm,8,active_resolved,0DC301F1998AA4E6A97ABD92197BB94A3F7FBEE1847261CC7BB69E0F8E6D8C58
ega1.edge.sha256.a0bde2e061956e7ddd7f05e6a367ac5c9f4d7470e7b37525f82761b8003cd0da,66,2,"446.501,573.238,473.061,582.483","(7.1.1),",GoTo,ega1.c01.statement.7-1-1,I.7.1.1,statement,64,active_resolved,0DC301F1998AA4E6A97ABD92197BB94A3F7FBEE1847261CC7BB69E0F8E6D8C58
ega1.edge.sha256.e7352807922067c34f0447f0c7a7407ee3163aa5516f02e2074582d8200b0767,66,3,"157.413,526.368,191.446,535.614","(7.1.9.1),",GoTo,ega1.c01.lem.7-1-9-1,I.7.1.9.1,lem,66,active_resolved,0DC301F1998AA4E6A97ABD92197BB94A3F7FBEE1847261CC7BB69E0F8E6D8C58
ega1.edge.sha256.110ac56096ef92b3f957c9d5989cf7f0edbd73a01c254965029502fe0ad849c7,66,4,"471.382,501.263,502.924,510.508","(1.1.14),",GoTo,ega1.c01.cor.1-1-14,I.1.1.14,cor,5,active_resolved,0DC301F1998AA4E6A97ABD92197BB94A3F7FBEE1847261CC7BB69E0F8E6D8C58
ega1.edge.sha256.b399272c27d49c361a02de87815c022c066bdc002bb7094c233ddf3f89e3038b,66,5,"493.139,465.656,520.755,472.5","([Nor53,",GoTo,ega1.reader.generated.cite-i-10,,generated,109,active_resolved,0DC301F1998AA4E6A97ABD92197BB94A3F7FBEE1847261CC7BB69E0F8E6D8C58
ega1.edge.sha256.5449d32ac32240bc47e6255899e480e6672e3bc253c924474d7782944fcc0c40,66,6,"410.493,392.115,437.053,401.361",(2.4.1);,GoTo,ega1.c01.statement.2-4-1,I.2.4.1,statement,22,active_resolved,0DC301F1998AA4E6A97ABD92197BB94A3F7FBEE1847261CC7BB69E0F8E6D8C58
ega1.edge.sha256.a7690a1a0752a5a970efeeb844364a2a67c448b146297df2214f8bf9b261959d,66,7,"90.0,265.816,116.56,275.061",(6.5.1).,GoTo,ega1.c01.prop.6-5-1,I.6.5.1,prop,60,active_resolved,0DC301F1998AA4E6A97ABD92197BB94A3F7FBEE1847261CC7BB69E0F8E6D8C58
ega1.edge.sha256.4fa6be858b4bb9b610d4ccee5782bacc4408050e9741ca835bcf054348cddba8,66,8,"475.472,245.575,507.013,254.821",(7.1.11),GoTo,ega1.c01.prop.7-1-11,I.7.1.11,prop,66,active_resolved,0DC301F1998AA4E6A97ABD92197BB94A3F7FBEE1847261CC7BB69E0F8E6D8C58
ega1.edge.sha256.45e9abf4bc6adde1ce476bf9374d3360790eaef69db495fb6f1ba5c79c3004d1,66,9,"203.961,201.255,235.503,210.5","(7.1.11),",GoTo,ega1.c01.prop.7-1-11,I.7.1.11,prop,66,active_resolved,0DC301F1998AA4E6A97ABD92197BB94A3F7FBEE1847261CC7BB69E0F8E6D8C58
ega1.edge.sha256.b939955af235876adecde084ee8a20531dc81ba8e67b4c028b000774eafcdcfb,66,10,"398.53,201.255,425.09,210.5",(3.4.1).,GoTo,ega1.c01.statement.3-4-1,I.3.4.1,statement,30,active_resolved,0DC301F1998AA4E6A97ABD92197BB94A3F7FBEE1847261CC7BB69E0F8E6D8C58
ega1.edge.sha256.e213cb6aa765b22334fc9606d6820bd2e11f4b826048f95eae756f9c7a635039,66,11,"317.347,181.015,348.889,190.26",(7.1.12),GoTo,ega1.c01.cor.7-1-12,I.7.1.12,cor,66,active_resolved,0DC301F1998AA4E6A97ABD92197BB94A3F7FBEE1847261CC7BB69E0F8E6D8C58
ega1.edge.sha256.db053c5ddc0987e1028468e8214c4791b34dc3fc9478b691f4f094c27935331e,66,12,"198.901,136.694,230.442,145.939",(7.1.11),GoTo,ega1.c01.prop.7-1-11,I.7.1.11,prop,66,active_resolved,0DC301F1998AA4E6A97ABD92197BB94A3F7FBEE1847261CC7BB69E0F8E6D8C58
ega1.edge.sha256.76afc28395bd85d5a1b8d1766220b849b28684c8d966064f2b97a19762501111,66,13,"252.29,136.694,278.851,145.939",(2.4.4).,GoTo,ega1.c01.prop.2-4-4,I.2.4.4,prop,22,active_resolved,0DC301F1998AA4E6A97ABD92197BB94A3F7FBEE1847261CC7BB69E0F8E6D8C58
ega1.edge.sha256.b4fae03d52a73a9a686c88e0dfb119272d3db282c2efa46e0ea45d448577d429,66,14,"293.506,97.239,325.047,106.485","(7.1.12),",GoTo,ega1.c01.cor.7-1-12,I.7.1.12,cor,66,active_resolved,0DC301F1998AA4E6A97ABD92197BB94A3F7FBEE1847261CC7BB69E0F8E6D8C58
ega1.edge.sha256.340d35135d47f7ca323a1ac2da24461913a3c956bc420c3fded50f7c8dd1d501,67,0,"314.27,725.92,340.83,735.166",(7.1.5);,GoTo,ega1.c01.prop.7-1-5,I.7.1.5,prop,65,active_resolved,0DC301F1998AA4E6A97ABD92197BB94A3F7FBEE1847261CC7BB69E0F8E6D8C58
ega1.edge.sha256.4f3c76e3ede474f28fac762b9593fb6e05bf44b0b2540b7b2414d7bad63ab4ab,67,1,"314.172,694.31,345.714,703.555",(7.1.12),GoTo,ega1.c01.cor.7-1-12,I.7.1.12,cor,66,active_resolved,0DC301F1998AA4E6A97ABD92197BB94A3F7FBEE1847261CC7BB69E0F8E6D8C58
ega1.edge.sha256.e33c58d436675b952a25073968e9d3d26c455327fb6fed88535a4ea53bc7e7a7,67,2,"416.691,637.594,443.251,646.839","(3.6.3),",GoTo,ega1.c01.statement.3-6-3,I.3.6.3,statement,34,active_resolved,0DC301F1998AA4E6A97ABD92197BB94A3F7FBEE1847261CC7BB69E0F8E6D8C58
ega1.edge.sha256.9c94d21419f3a90c86b50c4ea65450a1b766f3bd0f79777f802fb20bfa91a7fd,67,3,"428.761,586.136,455.322,595.381",(6.4.1);,GoTo,ega1.c01.def.6-4-1,I.6.4.1,def,58,active_resolved,0DC301F1998AA4E6A97ABD92197BB94A3F7FBEE1847261CC7BB69E0F8E6D8C58
ega1.edge.sha256.f03d14e1ff4283c231591446886c072dff304d41795dd1bbb65a0f40b4d5cecd,67,4,"247.697,561.03,274.257,570.275",(3.4.4).,GoTo,ega1.c01.statement.3-4-4,I.3.4.4,statement,30,active_resolved,0DC301F1998AA4E6A97ABD92197BB94A3F7FBEE1847261CC7BB69E0F8E6D8C58
ega1.edge.sha256.acfd554364b7da8db2a45e80ccfe799e05e2dc69ed606c5ef15925a7e256259a,67,5,"283.213,390.385,309.773,399.63","(7.2.2),",GoTo,ega1.c01.prop.7-2-2,I.7.2.2,prop,67,active_resolved,0DC301F1998AA4E6A97ABD92197BB94A3F7FBEE1847261CC7BB69E0F8E6D8C58
ega1.edge.sha256.d81a1776fd156b1f27549d4429d09ce5825ed87ddeb3a72a98c94cfa5126fa1d,67,6,"346.615,333.669,373.175,342.914",(5.2.2).,GoTo,ega1.c01.prop.5-2-2,I.5.2.2,prop,45,active_resolved,0DC301F1998AA4E6A97ABD92197BB94A3F7FBEE1847261CC7BB69E0F8E6D8C58
ega1.edge.sha256.c0393d35f4f21d74cafc1ab64b9835907980e4d34cbd54cef4cbe0efd5d9c92a,67,7,"216.319,308.409,242.88,317.654",(4.4.1).,GoTo,ega1.c01.prop.4-4-1,I.4.4.1,prop,41,active_resolved,0DC301F1998AA4E6A97ABD92197BB94A3F7FBEE1847261CC7BB69E0F8E6D8C58
ega1.edge.sha256.30a52b649cd8c36993fe496231a15897d8e9544553bf5e88959df64b4aec2f19,67,8,"387.45,269.1,414.011,278.346",(4.4.1),GoTo,ega1.c01.prop.4-4-1,I.4.4.1,prop,41,active_resolved,0DC301F1998AA4E6A97ABD92197BB94A3F7FBEE1847261CC7BB69E0F8E6D8C58
ega1.edge.sha256.c6b858d695b4927d0c4979218df2a303c0306edd05a18649c4cc6475ffa3ff10,67,9,"322.692,224.147,349.253,233.392",(7.2.2),GoTo,ega1.c01.prop.7-2-2,I.7.2.2,prop,67,active_resolved,0DC301F1998AA4E6A97ABD92197BB94A3F7FBEE1847261CC7BB69E0F8E6D8C58
ega1.edge.sha256.10fc22c7e629da48dec40fad2789624ed3235be56cafd0fe593cc26abca77758,67,10,"146.446,199.041,173.006,208.286","(7.2.2),",GoTo,ega1.c01.prop.7-2-2,I.7.2.2,prop,67,active_resolved,0DC301F1998AA4E6A97ABD92197BB94A3F7FBEE1847261CC7BB69E0F8E6D8C58
ega1.edge.sha256.a5249b1b4e605e31269351190ae1249fcf2cc7bd68d5046e152247ff5184d131,67,11,"143.638,173.935,170.199,183.18",(7.2.2),GoTo,ega1.c01.prop.7-2-2,I.7.2.2,prop,67,active_resolved,0DC301F1998AA4E6A97ABD92197BB94A3F7FBEE1847261CC7BB69E0F8E6D8C58
ega1.edge.sha256.7d2e171c107f8b713ee2c5ed21be09ee7bc02d6ad98f3944cd3b64a5e7c1e1a6,67,12,"285.626,154.878,312.186,164.123",(7.2.2),GoTo,ega1.c01.prop.7-2-2,I.7.2.2,prop,67,active_resolved,0DC301F1998AA4E6A97ABD92197BB94A3F7FBEE1847261CC7BB69E0F8E6D8C58
ega1.edge.sha256.d1778fce92429e293847abbb682c6e66b39f9fca9cbf1e59b66f0b9dae88bd43,67,13,"133.87,110.276,160.43,119.521","(7.2.2),",GoTo,ega1.c01.prop.7-2-2,I.7.2.2,prop,67,active_resolved,0DC301F1998AA4E6A97ABD92197BB94A3F7FBEE1847261CC7BB69E0F8E6D8C58
ega1.edge.sha256.a00231bb717e0219f785e290227cbd9535b8b6096efe534b11f78fb950b30ee0,68,0,"90.0,700.316,124.032,709.562","(7.2.2.1),",GoTo,ega1.c01.lem.7-2-2-1,I.7.2.2.1,lem,67,active_resolved,0DC301F1998AA4E6A97ABD92197BB94A3F7FBEE1847261CC7BB69E0F8E6D8C58
ega1.edge.sha256.a06b8e9c426121938c2a312fb4f9d1b45a58d9bd5bbeb0316fc1c7dbd338cd09,68,1,"252.718,626.065,286.751,635.31",(7.2.2.1).,GoTo,ega1.c01.lem.7-2-2-1,I.7.2.2.1,lem,67,active_resolved,0DC301F1998AA4E6A97ABD92197BB94A3F7FBEE1847261CC7BB69E0F8E6D8C58
ega1.edge.sha256.57fd3870fd61a960edf35a28710c5f93133a0a1753159cb0fb6d76498d01fe5d,68,2,"151.177,565.253,177.737,574.498","(7.2.3),",GoTo,ega1.c01.cor.7-2-3,I.7.2.3,cor,67,active_resolved,0DC301F1998AA4E6A97ABD92197BB94A3F7FBEE1847261CC7BB69E0F8E6D8C58
ega1.edge.sha256.6e3e1027a3dd25d0fc596f3a21b4c8d2a986c9f98fab95c68afef1cbc7faef25,68,3,"182.938,565.253,209.499,574.498","(7.1.2),",GoTo,ega1.c01.def.7-1-2,I.7.1.2,def,64,active_resolved,0DC301F1998AA4E6A97ABD92197BB94A3F7FBEE1847261CC7BB69E0F8E6D8C58
ega1.edge.sha256.bc24a41085c96eba0b4f45e01ddfd280bf59077b482933e135a00ea9d105885c,68,4,"234.233,565.253,260.793,574.498",(7.1.3),GoTo,ega1.c01.statement.7-1-3,I.7.1.3,statement,65,active_resolved,0DC301F1998AA4E6A97ABD92197BB94A3F7FBEE1847261CC7BB69E0F8E6D8C58
ega1.edge.sha256.d62d43d7b7adcd86b309c367727c917c323dbc16fab7f94ccc286c91b9895569,68,5,"200.007,552.7,240.076,561.945","(5.5.1, iv).",GoTo,ega1.c01.prop.5-5-1,I.5.5.1,prop,50,active_resolved,0DC301F1998AA4E6A97ABD92197BB94A3F7FBEE1847261CC7BB69E0F8E6D8C58
ega1.edge.sha256.9f5f6f03d70afbcc40d3002301f4c1350943fb94260f0307d2365784b2898dba,68,6,"186.043,508.082,212.603,517.327",(5.2.1).,GoTo,ega1.c01.prop.5-2-1,I.5.2.1,prop,45,active_resolved,0DC301F1998AA4E6A97ABD92197BB94A3F7FBEE1847261CC7BB69E0F8E6D8C58
ega1.edge.sha256.8dbd98d14bdecc8b8a66bf3eba9f5c7f23a5ac99b59aef05d5ad629183b6416b,68,7,"477.417,508.082,503.977,517.327","(7.2.5),",GoTo,ega1.c01.cor.7-2-5,I.7.2.5,cor,68,active_resolved,0DC301F1998AA4E6A97ABD92197BB94A3F7FBEE1847261CC7BB69E0F8E6D8C58
ega1.edge.sha256.8e1b8c703950b88baf582c68f624bdbfe85be2a45880d6af29e39cf9d1ff9a64,68,8,"365.111,465.701,399.881,474.947","(5.5.1, i),",GoTo,ega1.c01.prop.5-5-1,I.5.5.1,prop,50,active_resolved,0DC301F1998AA4E6A97ABD92197BB94A3F7FBEE1847261CC7BB69E0F8E6D8C58
ega1.edge.sha256.7eb7f7731c836fcd3621ee902e4f320e0869e9d8b8cbb820f757f13b1658099d,68,9,"90.0,452.994,116.56,462.24","(5.4.6),",GoTo,ega1.c01.cor.5-4-6,I.5.4.6,cor,49,active_resolved,0DC301F1998AA4E6A97ABD92197BB94A3F7FBEE1847261CC7BB69E0F8E6D8C58
ega1.edge.sha256.5a89a5e72c3a3249d87b04db35dacfccb254c5ab19de40ea27e34c0e201cbca4,68,10,"404.649,440.287,431.21,449.532",(5.2.1).,GoTo,ega1.c01.prop.5-2-1,I.5.2.1,prop,45,active_resolved,0DC301F1998AA4E6A97ABD92197BB94A3F7FBEE1847261CC7BB69E0F8E6D8C58
ega1.edge.sha256.a48c995459681ebfe3551dcc43c5bd49a99d8cbf9b18491438a41924201e2446,68,11,"327.24,402.628,353.801,411.874","(5.4.6),",GoTo,ega1.c01.cor.5-4-6,I.5.4.6,cor,49,active_resolved,0DC301F1998AA4E6A97ABD92197BB94A3F7FBEE1847261CC7BB69E0F8E6D8C58
ega1.edge.sha256.627fa2cd7417d45507e4c589809820caea48f90297d526785fab559edbdfae32,68,12,"307.96,390.075,334.52,399.321",(5.2.1),GoTo,ega1.c01.prop.5-2-1,I.5.2.1,prop,45,active_resolved,0DC301F1998AA4E6A97ABD92197BB94A3F7FBEE1847261CC7BB69E0F8E6D8C58
ega1.edge.sha256.7f3a5cbc8acfc2d868ebf44b55b02f6d713cb5c4e6f92ce64348a0a724a03633,68,13,"211.245,333.886,237.805,343.131",(2.4.1),GoTo,ega1.c01.statement.2-4-1,I.2.4.1,statement,22,active_resolved,0DC301F1998AA4E6A97ABD92197BB94A3F7FBEE1847261CC7BB69E0F8E6D8C58
ega1.edge.sha256.284a6c60450cb4ab38f753c47b9fad8b2b5d175079b0b8be497564228872c503,68,14,"467.495,320.297,494.055,329.542",(2.4.2)).,GoTo,ega1.c01.prop.2-4-2,I.2.4.2,prop,22,active_resolved,0DC301F1998AA4E6A97ABD92197BB94A3F7FBEE1847261CC7BB69E0F8E6D8C58
ega1.edge.sha256.67c99cb01ba38e5b40ea0d18916bc8f3d8fc96dab901233e2a0f5e300b77033e,68,15,"469.931,108.072,501.473,117.318",(1.1.14).,GoTo,ega1.c01.cor.1-1-14,I.1.1.14,cor,5,active_resolved,0DC301F1998AA4E6A97ABD92197BB94A3F7FBEE1847261CC7BB69E0F8E6D8C58
ega1.edge.sha256.b9568857947854720f06e4f6f0abbecdd9c9c74c73bcf6ee3ddcc8da3074a82d,68,16,"444.258,89.542,470.818,98.787",(7.2.8).,GoTo,ega1.c01.statement.7-2-8,I.7.2.8,statement,68,active_resolved,0DC301F1998AA4E6A97ABD92197BB94A3F7FBEE1847261CC7BB69E0F8E6D8C58
ega1.edge.sha256.4fa90a1de218f90db5682272c29cebf086b707f226e506b7fdd8bf8d39dadbed,68,17,"208.423,64.436,234.984,73.681",(2.4.2),GoTo,ega1.c01.prop.2-4-2,I.2.4.2,prop,22,active_resolved,0DC301F1998AA4E6A97ABD92197BB94A3F7FBEE1847261CC7BB69E0F8E6D8C58
ega1.edge.sha256.b10a547b325b0703641bd64b0c1fbdcee1d980d4f3626d49b92b8b94e83ceca8,69,0,"324.075,688.261,350.635,697.507","(7.2.8),",GoTo,ega1.c01.statement.7-2-8,I.7.2.8,statement,68,active_resolved,0DC301F1998AA4E6A97ABD92197BB94A3F7FBEE1847261CC7BB69E0F8E6D8C58
ega1.edge.sha256.e7f0f0493f9aba34a882893cc2bd8043692bf2ee3b5a4ad151ed9ce4c69ab6be,69,1,"298.688,656.843,325.248,666.088","(6.5.1),",GoTo,ega1.c01.prop.6-5-1,I.6.5.1,prop,60,active_resolved,0DC301F1998AA4E6A97ABD92197BB94A3F7FBEE1847261CC7BB69E0F8E6D8C58
ega1.edge.sha256.809b4574fa2eafcc7c27c7dd764c0d1fdb91989303f5ca6191ae3be6e7efd181,69,2,"177.911,631.737,204.471,640.982","(7.2.3),",GoTo,ega1.c01.cor.7-2-3,I.7.2.3,cor,67,active_resolved,0DC301F1998AA4E6A97ABD92197BB94A3F7FBEE1847261CC7BB69E0F8E6D8C58
ega1.edge.sha256.d0763a17ddbb829aa9c8a3afd8678629fefbc5a6d0b5186d21f6367d4076e17b,69,3,"280.588,606.631,307.148,615.876",(6.5.1).,GoTo,ega1.c01.prop.6-5-1,I.6.5.1,prop,60,active_resolved,0DC301F1998AA4E6A97ABD92197BB94A3F7FBEE1847261CC7BB69E0F8E6D8C58
ega1.edge.sha256.aabbd4ac0f2bf14c2c89cf9ea282af938a72b3440038e34d2f79876ace9b69f7,69,4,"130.498,594.078,157.058,603.323","(7.2.3),",GoTo,ega1.c01.cor.7-2-3,I.7.2.3,cor,67,active_resolved,0DC301F1998AA4E6A97ABD92197BB94A3F7FBEE1847261CC7BB69E0F8E6D8C58
ega1.edge.sha256.2bf7840504b4af0e3a9350ca408abf974daf2a9f50d46a6024d2f6f4882f0aec,69,5,"448.95,568.972,482.983,578.217","(7.2.8.1),",GoTo,ega1.c01.lem.7-2-8-1,I.7.2.8.1,lem,68,active_resolved,0DC301F1998AA4E6A97ABD92197BB94A3F7FBEE1847261CC7BB69E0F8E6D8C58
ega1.edge.sha256.19bf9894114595d6f51f54e639fcc2faf88c6b37eb4063715ed50021bef940b0,69,6,"299.463,468.145,326.023,477.39","(7.2.3),",GoTo,ega1.c01.cor.7-2-3,I.7.2.3,cor,67,active_resolved,0DC301F1998AA4E6A97ABD92197BB94A3F7FBEE1847261CC7BB69E0F8E6D8C58
ega1.edge.sha256.6fcd67ecaa57ae375c20ec906eea3a4a439776c50509561c7db80c56cc5efab4,69,7,"160.985,417.318,187.546,426.563",(7.1.3);,GoTo,ega1.c01.statement.7-1-3,I.7.1.3,statement,65,active_resolved,0DC301F1998AA4E6A97ABD92197BB94A3F7FBEE1847261CC7BB69E0F8E6D8C58
ega1.edge.sha256.28f4c53711a2c6aabba8466ea09f66d629b532ad365aaf0ff60aac934b116cda,69,8,"428.05,178.363,454.61,187.608",(7.1.7).,GoTo,ega1.c01.prop.7-1-7,I.7.1.7,prop,65,active_resolved,0DC301F1998AA4E6A97ABD92197BB94A3F7FBEE1847261CC7BB69E0F8E6D8C58
ega1.edge.sha256.d0b8830efe76f6ce1229b78915f3affcc6a7323d1cac3122effceb6002337ea0,69,9,"382.652,64.436,409.212,73.681",(1.3.4),GoTo,ega1.c01.def.1-3-4,I.1.3.4,def,7,active_resolved,0DC301F1998AA4E6A97ABD92197BB94A3F7FBEE1847261CC7BB69E0F8E6D8C58
