application_id,candidate_id,source_relpath,source_line,source_column,visible_text,original_tex,applied_tex,reference_form,target_label,target_id,resolution_basis,status
ega1.application.sha256.60b4cbf53cad1482594c26d4368886039d4797564a2467ad15312ad3ee6aa513,ega1.candidate.sha256.60b4cbf53cad1482594c26d4368886039d4797564a2467ad15312ad3ee6aa513,ega1/ega1-backmatter-index-terminology.tex,187,67,3.4.4,3.4.4,\hyperref[I.3.4.4]{3.4.4},backmatter_index_locator,I.3.4.4,ega1.c01.statement.3-4-4,explicit EGA I locator and unique exact local statement label,applied
ega1.application.sha256.853b0cb813942fba7807d2a0ba5296ca12007c396c4aaa5af8f8aa9ed6568bbb,ega1.candidate.sha256.853b0cb813942fba7807d2a0ba5296ca12007c396c4aaa5af8f8aa9ed6568bbb,ega1/ega1-backmatter-index-terminology.tex,188,72,3.4.1,3.4.1,\hyperref[I.3.4.1]{3.4.1},backmatter_index_locator,I.3.4.1,ega1.c01.statement.3-4-1,explicit EGA I locator and unique exact local statement label,applied
ega1.application.sha256.ce6b18ccb879850444bf3bb0bbbb1df46274873923a0fcf44526eb047b2813e5,ega1.candidate.sha256.ce6b18ccb879850444bf3bb0bbbb1df46274873923a0fcf44526eb047b2813e5,ega1/ega1-backmatter-index-terminology.tex,189,80,3.4.4,3.4.4,\hyperref[I.3.4.4]{3.4.4},backmatter_index_locator,I.3.4.4,ega1.c01.statement.3-4-4,explicit EGA I locator and unique exact local statement label,applied
ega1.application.sha256.4cb3f13add3308300beb9c0fd4fbd78d077d9d858d936366dd64e5a8cb2eb86d,ega1.candidate.sha256.4cb3f13add3308300beb9c0fd4fbd78d077d9d858d936366dd64e5a8cb2eb86d,ega1/ega1-backmatter-index-terminology.tex,190,73,2.5.1,2.5.1,\hyperref[I.2.5.1]{2.5.1},backmatter_index_locator,I.2.5.1,ega1.c01.def.2-5-1,explicit EGA I locator and unique exact local statement label,applied
ega1.application.sha256.eca546dd97966f61c5f3f0e480517eaa2db1d95b1c400ffb6dc669f1412b5d34,ega1.candidate.sha256.eca546dd97966f61c5f3f0e480517eaa2db1d95b1c400ffb6dc669f1412b5d34,ega1/ega1-backmatter-index-terminology.tex,191,82,3.4.3,3.4.3,\hyperref[I.3.4.3]{3.4.3},backmatter_index_locator,I.3.4.3,ega1.c01.statement.3-4-3,explicit EGA I locator and unique exact local statement label,applied
ega1.application.sha256.c8fee2458d37431d765c03e9f25950355bdca74b38b5002ae6c5531f856df775,ega1.candidate.sha256.c8fee2458d37431d765c03e9f25950355bdca74b38b5002ae6c5531f856df775,ega1/ega1-backmatter-index-terminology.tex,194,55,3.4.5,3.4.5,\hyperref[I.3.4.5]{3.4.5},backmatter_index_locator,I.3.4.5,ega1.c01.statement.3-4-5,explicit EGA I locator and unique exact local statement label,applied
ega1.application.sha256.6196f49a81f0d7571f93bd67c9d7b0ff049c72ad746a8d3ed669dce7908eb78d,ega1.candidate.sha256.6196f49a81f0d7571f93bd67c9d7b0ff049c72ad746a8d3ed669dce7908eb78d,ega1/ega1-backmatter-index-terminology.tex,195,50,3.4.5,3.4.5,\hyperref[I.3.4.5]{3.4.5},backmatter_index_locator,I.3.4.5,ega1.c01.statement.3-4-5,explicit EGA I locator and unique exact local statement label,applied
ega1.application.sha256.4d67fb61be885804ab79ec8054a6fd293a09fec4095714750b45c4e6fe292f3d,ega1.candidate.sha256.4d67fb61be885804ab79ec8054a6fd293a09fec4095714750b45c4e6fe292f3d,ega1/ega1-backmatter-index-terminology.tex,196,57,3.4.5,3.4.5,\hyperref[I.3.4.5]{3.4.5},backmatter_index_locator,I.3.4.5,ega1.c01.statement.3-4-5,explicit EGA I locator and unique exact local statement label,applied
ega1.application.sha256.b27bf07106297453d3f34c845384710cf01dd99d2f917279a0dd71fb7d538333,ega1.candidate.sha256.b27bf07106297453d3f34c845384710cf01dd99d2f917279a0dd71fb7d538333,ega1/ega1-backmatter-index-terminology.tex,197,43,3.4.5,3.4.5,\hyperref[I.3.4.5]{3.4.5},backmatter_index_locator,I.3.4.5,ega1.c01.statement.3-4-5,explicit EGA I locator and unique exact local statement label,applied
ega1.application.sha256.bec9289b1b5f9309b01492b3f8b4de781580f40efa5bb625e2ded5a65037d1ac,ega1.candidate.sha256.bec9289b1b5f9309b01492b3f8b4de781580f40efa5bb625e2ded5a65037d1ac,ega1/ega1-backmatter-index-terminology.tex,200,34,2.1.2,2.1.2,\hyperref[I.2.1.2]{2.1.2},backmatter_index_locator,I.2.1.2,ega1.c01.def.2-1-2,explicit EGA I locator and unique exact local statement label,applied
ega1.application.sha256.3fe895774ad544df53a97ce5934777e48f4d5b7f7bac09b9ffa37ac8c56cf142,ega1.candidate.sha256.3fe895774ad544df53a97ce5934777e48f4d5b7f7bac09b9ffa37ac8c56cf142,ega1/ega1-backmatter-index-terminology.tex,201,43,6.2.1,6.2.1,\hyperref[I.6.2.1]{6.2.1},backmatter_index_locator,I.6.2.1,ega1.c01.def.6-2-1,explicit EGA I locator and unique exact local statement label,applied
ega1.application.sha256.b6314514b60aa62fda95ec3fbd178106b8359b534badbb1a52a3dab5c92f8b79,ega1.candidate.sha256.b6314514b60aa62fda95ec3fbd178106b8359b534badbb1a52a3dab5c92f8b79,ega1/ega1-backmatter-index-terminology.tex,202,44,2.1.7,2.1.7,\hyperref[I.2.1.7]{2.1.7},backmatter_index_locator,I.2.1.7,ega1.c01.prop.2-1-7,explicit EGA I locator and unique exact local statement label,applied
ega1.application.sha256.6ae6849d5c21a37553348c7efed2051561b03a29c95b642f6c017be6c2bac4a2,ega1.candidate.sha256.6ae6849d5c21a37553348c7efed2051561b03a29c95b642f6c017be6c2bac4a2,ega1/ega1-backmatter-index-terminology.tex,203,39,2.5.1,2.5.1,\hyperref[I.2.5.1]{2.5.1},backmatter_index_locator,I.2.5.1,ega1.c01.def.2-5-1,explicit EGA I locator and unique exact local statement label,applied
ega1.application.sha256.a9da1277caf21be18d900e839982307c095ffd8e83a99bc6ce0801e1126efa99,ega1.candidate.sha256.a9da1277caf21be18d900e839982307c095ffd8e83a99bc6ce0801e1126efa99,ega1/ega1-backmatter-index-terminology.tex,204,77,3.7.1,3.7.1,\hyperref[I.3.7.1]{3.7.1},backmatter_index_locator,I.3.7.1,ega1.c01.statement.3-7-1,explicit EGA I locator and unique exact local statement label,applied
ega1.application.sha256.9a0171425df5468d70030d03d0ce97b5a7d72e77355676176cdfc4ae1c76a664,ega1.candidate.sha256.9a0171425df5468d70030d03d0ce97b5a7d72e77355676176cdfc4ae1c76a664,ega1/ega1-backmatter-index-terminology.tex,205,60,2.1.8,2.1.8,\hyperref[I.2.1.8]{2.1.8},backmatter_index_locator,I.2.1.8,ega1.c01.statement.2-1-8,explicit EGA I locator and unique exact local statement label,applied
ega1.application.sha256.9a1b3c435ff418316257e427423ccba646a6445db6c36be5fc92adb55453dfad,ega1.candidate.sha256.9a1b3c435ff418316257e427423ccba646a6445db6c36be5fc92adb55453dfad,ega1/ega1-backmatter-index-terminology.tex,206,43,2.1.7,2.1.7,\hyperref[I.2.1.7]{2.1.7},backmatter_index_locator,I.2.1.7,ega1.c01.prop.2-1-7,explicit EGA I locator and unique exact local statement label,applied
ega1.application.sha256.d8b287d9563fd07a817b0d88fb2d68fd9af34a42fd0a88cd5a91631120ec83cb,ega1.candidate.sha256.d8b287d9563fd07a817b0d88fb2d68fd9af34a42fd0a88cd5a91631120ec83cb,ega1/ega1-backmatter-index-terminology.tex,207,46,2.1.7,2.1.7,\hyperref[I.2.1.7]{2.1.7},backmatter_index_locator,I.2.1.7,ega1.c01.prop.2-1-7,explicit EGA I locator and unique exact local statement label,applied
ega1.application.sha256.6d4d5ba8b2540eda8e550dc2eff5d7c5bcea46c828317bcb3ef657dc65000190,ega1.candidate.sha256.6d4d5ba8b2540eda8e550dc2eff5d7c5bcea46c828317bcb3ef657dc65000190,ega1/ega1-backmatter-index-terminology.tex,208,51,2.1.7,2.1.7,\hyperref[I.2.1.7]{2.1.7},backmatter_index_locator,I.2.1.7,ega1.c01.prop.2-1-7,explicit EGA I locator and unique exact local statement label,applied
ega1.application.sha256.5513d0a8fe77af3ea0a95571dc272d8f47ab7f2bbc95232769f6dcd3174164f9,ega1.candidate.sha256.5513d0a8fe77af3ea0a95571dc272d8f47ab7f2bbc95232769f6dcd3174164f9,ega1/ega1-backmatter-index-terminology.tex,209,53,6.1.1,6.1.1,\hyperref[I.6.1.1]{6.1.1},backmatter_index_locator,I.6.1.1,ega1.c01.def.6-1-1,explicit EGA I locator and unique exact local statement label,applied
ega1.application.sha256.745d4e42750ff379f0bce1098e934e1f0dc34dab2e6f6eef615cd86d7a405bec,ega1.candidate.sha256.745d4e42750ff379f0bce1098e934e1f0dc34dab2e6f6eef615cd86d7a405bec,ega1/ega1-backmatter-index-terminology.tex,210,70,5.1.3,5.1.3,\hyperref[I.5.1.3]{5.1.3},backmatter_index_locator,I.5.1.3,ega1.c01.def.5-1-3,explicit EGA I locator and unique exact local statement label,applied
ega1.application.sha256.0b33a049f17de9f7acb30612beaadfe9d9d1e6ca0a18d54e714195406f643bed,ega1.candidate.sha256.0b33a049f17de9f7acb30612beaadfe9d9d1e6ca0a18d54e714195406f643bed,ega1/ega1-backmatter-index-terminology.tex,211,58,2.5.1,2.5.1,\hyperref[I.2.5.1]{2.5.1},backmatter_index_locator,I.2.5.1,ega1.c01.def.2-5-1,explicit EGA I locator and unique exact local statement label,applied
ega1.application.sha256.104d703c559709edbee2b796c33e9c4d81ad03631fb24e397a2f8aafde15bcaf,ega1.candidate.sha256.104d703c559709edbee2b796c33e9c4d81ad03631fb24e397a2f8aafde15bcaf,ega1/ega1-backmatter-index-terminology.tex,212,48,6.4.5,6.4.5,\hyperref[I.6.4.5]{6.4.5},backmatter_index_locator,I.6.4.5,ega1.c01.statement.6-4-5,explicit EGA I locator and unique exact local statement label,applied
ega1.application.sha256.01cc2962ae321198e9e75bf7c5a86a0664cd5f7a6bba715c62fa10a0998732bf,ega1.candidate.sha256.01cc2962ae321198e9e75bf7c5a86a0664cd5f7a6bba715c62fa10a0998732bf,ega1/ega1-backmatter-index-terminology.tex,213,58,2.5.1,2.5.1,\hyperref[I.2.5.1]{2.5.1},backmatter_index_locator,I.2.5.1,ega1.c01.def.2-5-1,explicit EGA I locator and unique exact local statement label,applied
ega1.application.sha256.3e6b09edf0d222cdeb8b0914c9ae9680708c98ed1bdaeb0b746955168e0279c0,ega1.candidate.sha256.3e6b09edf0d222cdeb8b0914c9ae9680708c98ed1bdaeb0b746955168e0279c0,ega1/ega1-backmatter-index-terminology.tex,214,47,2.5.1,2.5.1,\hyperref[I.2.5.1]{2.5.1},backmatter_index_locator,I.2.5.1,ega1.c01.def.2-5-1,explicit EGA I locator and unique exact local statement label,applied
ega1.application.sha256.867145c2ed1ec14d2f14d003767d15f32c2ed1033920bf7ad73fd045e0c26422,ega1.candidate.sha256.867145c2ed1ec14d2f14d003767d15f32c2ed1033920bf7ad73fd045e0c26422,ega1/ega1-backmatter-index-terminology.tex,215,88,6.3.1,6.3.1,\hyperref[I.6.3.1]{6.3.1},backmatter_index_locator,I.6.3.1,ega1.c01.def.6-3-1,explicit EGA I locator and unique exact local statement label,applied
ega1.application.sha256.4de934be454c0df5317208cab79a4ec3b4b7bb038f876a50af200efb71a3a0a6,ega1.candidate.sha256.4de934be454c0df5317208cab79a4ec3b4b7bb038f876a50af200efb71a3a0a6,ega1/ega1-backmatter-index-terminology.tex,216,78,3.3.6,3.3.6,\hyperref[I.3.3.6]{3.3.6},backmatter_index_locator,I.3.3.6,ega1.c01.statement.3-3-6,explicit EGA I locator and unique exact local statement label,applied
ega1.application.sha256.0682bbbc55125ad509d958dba4a1f12242bc1d4c450930215285ce8eba1a2e1a,ega1.candidate.sha256.0682bbbc55125ad509d958dba4a1f12242bc1d4c450930215285ce8eba1a2e1a,ega1/ega1-backmatter-index-terminology.tex,217,53,5.4.1,5.4.1,\hyperref[I.5.4.1]{5.4.1},backmatter_index_locator,I.5.4.1,ega1.c01.def.5-4-1,explicit EGA I locator and unique exact local statement label,applied
ega1.application.sha256.e556c147628e7a063801bce1af6aac0b301f0ed6d45449aa336f86744afc28bb,ega1.candidate.sha256.e556c147628e7a063801bce1af6aac0b301f0ed6d45449aa336f86744afc28bb,ega1/ega1-backmatter-index-terminology.tex,218,41,10.4.2,10.4.2,\hyperref[I.10.4.2]{10.4.2},backmatter_index_locator,I.10.4.2,ega1.c01.def.10-4-2,explicit EGA I locator and unique exact local statement label,applied
ega1.application.sha256.a3446588be6b26fb26ee46441408b883524abc52c69e980b3fdf75adc3d2fb79,ega1.candidate.sha256.a3446588be6b26fb26ee46441408b883524abc52c69e980b3fdf75adc3d2fb79,ega1/ega1-backmatter-index-terminology.tex,219,46,10.4.2,10.4.2,\hyperref[I.10.4.2]{10.4.2},backmatter_index_locator,I.10.4.2,ega1.c01.def.10-4-2,explicit EGA I locator and unique exact local statement label,applied
ega1.application.sha256.f5709fc867cb15c4975626007d6b71ac0d8d1ccb8ae2f5b1f7437b07b39e5ed9,ega1.candidate.sha256.f5709fc867cb15c4975626007d6b71ac0d8d1ccb8ae2f5b1f7437b07b39e5ed9,ega1/ega1-backmatter-index-terminology.tex,220,60,10.4.2,10.4.2,\hyperref[I.10.4.2]{10.4.2},backmatter_index_locator,I.10.4.2,ega1.c01.def.10-4-2,explicit EGA I locator and unique exact local statement label,applied
ega1.application.sha256.0cba4f78ae2e21eb9bcce6017717f2dec7537cc0fe5c56ec9abb61d1563c449e,ega1.candidate.sha256.0cba4f78ae2e21eb9bcce6017717f2dec7537cc0fe5c56ec9abb61d1563c449e,ega1/ega1-backmatter-index-terminology.tex,221,52,10.4.2,10.4.2,\hyperref[I.10.4.2]{10.4.2},backmatter_index_locator,I.10.4.2,ega1.c01.def.10-4-2,explicit EGA I locator and unique exact local statement label,applied
ega1.application.sha256.9233491cbb7e232f0ce5acbd8c73ecdf14d7094b830d9c7343afa401e152a8c5,ega1.candidate.sha256.9233491cbb7e232f0ce5acbd8c73ecdf14d7094b830d9c7343afa401e152a8c5,ega1/ega1-backmatter-index-terminology.tex,222,72,10.4.7,10.4.7,\hyperref[I.10.4.7]{10.4.7},backmatter_index_locator,I.10.4.7,ega1.c01.statement.10-4-7,explicit EGA I locator and unique exact local statement label,applied
ega1.application.sha256.44cd369cb51a78cda8d73d90b556cda7deaeded3d5dc7f23579e22020bcc2a9b,ega1.candidate.sha256.44cd369cb51a78cda8d73d90b556cda7deaeded3d5dc7f23579e22020bcc2a9b,ega1/ega1-backmatter-index-terminology.tex,223,92,10.4.7,10.4.7,\hyperref[I.10.4.7]{10.4.7},backmatter_index_locator,I.10.4.7,ega1.c01.statement.10-4-7,explicit EGA I locator and unique exact local statement label,applied
ega1.application.sha256.0a7b1214bd80ec4d15e94c53aad0b25c788227b105e7a9486253c0de0aba3a84,ega1.candidate.sha256.0a7b1214bd80ec4d15e94c53aad0b25c788227b105e7a9486253c0de0aba3a84,ega1/ega1-backmatter-index-terminology.tex,224,122,10.13.3,10.13.3,\hyperref[I.10.13.3]{10.13.3},backmatter_index_locator,I.10.13.3,ega1.c01.def.10-13-3,explicit EGA I locator and unique exact local statement label,applied
ega1.application.sha256.2e13e572aa0066c6d8a0e998929e4c9e0223ed23dbf742c89070cabf3023abd1,ega1.candidate.sha256.2e13e572aa0066c6d8a0e998929e4c9e0223ed23dbf742c89070cabf3023abd1,ega1/ega1-backmatter-index-terminology.tex,225,60,10.15.1,10.15.1,\hyperref[I.10.15.1]{10.15.1},backmatter_index_locator,I.10.15.1,ega1.c01.def.10-15-1,explicit EGA I locator and unique exact local statement label,applied
ega1.application.sha256.ff2b5332dce7c0380d0e3549b615b5a5f76925eb3c3e979103f6d7fddfbb539f,ega1.candidate.sha256.ff2b5332dce7c0380d0e3549b615b5a5f76925eb3c3e979103f6d7fddfbb539f,ega1/ega1-backmatter-index-terminology.tex,229,50,3.2.1,3.2.1,\hyperref[I.3.2.1]{3.2.1},backmatter_index_locator,I.3.2.1,ega1.c01.def.3-2-1,explicit EGA I locator and unique exact local statement label,applied
ega1.application.sha256.a0b7b83fa5fc3002ca18d4fbdc6f5272fd8738d462606423bbdb781a12c38471,ega1.candidate.sha256.a0b7b83fa5fc3002ca18d4fbdc6f5272fd8738d462606423bbdb781a12c38471,ega1/ega1-backmatter-index-terminology.tex,230,67,10.7.1,10.7.1,\hyperref[I.10.7.1]{10.7.1},backmatter_index_locator,I.10.7.1,ega1.c01.statement.10-7-1,explicit EGA I locator and unique exact local statement label,applied
ega1.application.sha256.1ad87b2e0fcf60931adfd566ebebc1d8812478883f138cd92d12cba18e9736ca,ega1.candidate.sha256.1ad87b2e0fcf60931adfd566ebebc1d8812478883f138cd92d12cba18e9736ca,ega1/ega1-backmatter-index-terminology.tex,231,46,3.4.2,3.4.2,\hyperref[I.3.4.2]{3.4.2},backmatter_index_locator,I.3.4.2,ega1.c01.statement.3-4-2,explicit EGA I locator and unique exact local statement label,applied
ega1.application.sha256.dd65b3d95fdc51a00c7e6d72415236080d2bd51272be4be351b4373a00b73898,ega1.candidate.sha256.dd65b3d95fdc51a00c7e6d72415236080d2bd51272be4be351b4373a00b73898,ega1/ega1-backmatter-index-terminology.tex,232,73,9.1.2,9.1.2,\hyperref[I.9.1.2]{9.1.2},backmatter_index_locator,I.9.1.2,ega1.c01.def.9-1-2,explicit EGA I locator and unique exact local statement label,applied
ega1.application.sha256.1e30267a651065f29bf9d79f9ab61d4dc492f5fcd126907de30c230ece6149eb,ega1.candidate.sha256.1e30267a651065f29bf9d79f9ab61d4dc492f5fcd126907de30c230ece6149eb,ega1/ega1-backmatter-index-terminology.tex,235,59,3.2.1,3.2.1,\hyperref[I.3.2.1]{3.2.1},backmatter_index_locator,I.3.2.1,ega1.c01.def.3-2-1,explicit EGA I locator and unique exact local statement label,applied
ega1.application.sha256.b8058b5dd331f24f55f4f13c9ebaf980fa72eded06425b798ff9cc51cd1bb888,ega1.candidate.sha256.b8058b5dd331f24f55f4f13c9ebaf980fa72eded06425b798ff9cc51cd1bb888,ega1/ega1-backmatter-index-terminology.tex,236,59,9.4.1,9.4.1,\hyperref[I.9.4.1]{9.4.1},backmatter_index_locator,I.9.4.1,ega1.c01.statement.9-4-1,explicit EGA I locator and unique exact local statement label,applied
ega1.application.sha256.0e1beb345609de2c3593122f3f6aa5323cb0a010d7644876c81638ce6e381caf,ega1.candidate.sha256.0e1beb345609de2c3593122f3f6aa5323cb0a010d7644876c81638ce6e381caf,ega1/ega1-backmatter-index-terminology.tex,237,63,10.9.1,10.9.1,\hyperref[I.10.9.1]{10.9.1},backmatter_index_locator,I.10.9.1,ega1.c01.statement.10-9-1,explicit EGA I locator and unique exact local statement label,applied
ega1.application.sha256.3bf7a15d788d328f2274edab5c116d392f8c5fecf9d40ba5aa3f7296fccb6f6a,ega1.candidate.sha256.3bf7a15d788d328f2274edab5c116d392f8c5fecf9d40ba5aa3f7296fccb6f6a,ega1/ega1-backmatter-index-terminology.tex,246,69,7.4.2,7.4.2,\hyperref[I.7.4.2]{7.4.2},backmatter_index_locator,I.7.4.2,ega1.c01.prop.7-4-2,explicit EGA I locator and unique exact local statement label,applied
ega1.application.sha256.25608f8d2e46b80d53d99da8b20233a1fa0b7384af647fc0cd5c48385d6fd3c8,ega1.candidate.sha256.25608f8d2e46b80d53d99da8b20233a1fa0b7384af647fc0cd5c48385d6fd3c8,ega1/ega1-backmatter-index-terminology.tex,247,52,6.4.5,6.4.5,\hyperref[I.6.4.5]{6.4.5},backmatter_index_locator,I.6.4.5,ega1.c01.statement.6-4-5,explicit EGA I locator and unique exact local statement label,applied
ega1.application.sha256.d1707c1251ef0813f46d26dc507b03fae2d39f5a6c7cf7d13a583ccce016a0d7,ega1.candidate.sha256.d1707c1251ef0813f46d26dc507b03fae2d39f5a6c7cf7d13a583ccce016a0d7,ega1/ega1-backmatter-index-terminology.tex,248,62,6.4.8,6.4.8,\hyperref[I.6.4.8]{6.4.8},backmatter_index_locator,I.6.4.8,ega1.c01.statement.6-4-8,explicit EGA I locator and unique exact local statement label,applied
ega1.application.sha256.9fce77767020779f06b14e9210eb7d375552c7575fd3199eb5422381f9ea90f9,ega1.candidate.sha256.9fce77767020779f06b14e9210eb7d375552c7575fd3199eb5422381f9ea90f9,ega1/ega1-backmatter-index-terminology.tex,251,82,4.1.7,4.1.7,\hyperref[I.4.1.7]{4.1.7},backmatter_index_locator,I.4.1.7,ega1.c01.statement.4-1-7,explicit EGA I locator and unique exact local statement label,applied
ega1.application.sha256.db0ce674bf861d919a25d493baf22f5798124310595ec630a1750ce81e7833f3,ega1.candidate.sha256.db0ce674bf861d919a25d493baf22f5798124310595ec630a1750ce81e7833f3,ega1/ega1-backmatter-index-terminology.tex,252,69,2.1.8,2.1.8,\hyperref[I.2.1.8]{2.1.8},backmatter_index_locator,I.2.1.8,ega1.c01.statement.2-1-8,explicit EGA I locator and unique exact local statement label,applied
ega1.application.sha256.50d3d4b9797e9a53fd8578275c3f689729b0ee9ce85d7d1217566b2ae515d45f,ega1.candidate.sha256.50d3d4b9797e9a53fd8578275c3f689729b0ee9ce85d7d1217566b2ae515d45f,ega1/ega1-backmatter-index-terminology.tex,253,72,7.1.2,7.1.2,\hyperref[I.7.1.2]{7.1.2},backmatter_index_locator,I.7.1.2,ega1.c01.def.7-1-2,explicit EGA I locator and unique exact local statement label,applied
ega1.application.sha256.8d740a9bec78779ec5f200299f7f51a34863f76830fbf116a2b740d49e4a7dbe,ega1.candidate.sha256.8d740a9bec78779ec5f200299f7f51a34863f76830fbf116a2b740d49e4a7dbe,ega1/ega1-backmatter-index-terminology.tex,255,31,5.4.1,5.4.1,\hyperref[I.5.4.1]{5.4.1},backmatter_index_locator,I.5.4.1,ega1.c01.def.5-4-1,explicit EGA I locator and unique exact local statement label,applied
ega1.application.sha256.369fbfbe49f4e1d865c854d7c8ea07949ed8e0601ab14cf75fef77a39ca7f3eb,ega1.candidate.sha256.369fbfbe49f4e1d865c854d7c8ea07949ed8e0601ab14cf75fef77a39ca7f3eb,ega1/ega1-backmatter-index-terminology.tex,256,38,1.7.1,1.7.1,\hyperref[I.1.7.1]{1.7.1},backmatter_index_locator,I.1.7.1,ega1.c01.def.1-7-1,explicit EGA I locator and unique exact local statement label,applied
ega1.application.sha256.5822106fe523b881bafb6b9affadedc41ae38357d031b8cb751ebf0d50127493,ega1.candidate.sha256.5822106fe523b881bafb6b9affadedc41ae38357d031b8cb751ebf0d50127493,ega1/ega1-backmatter-index-terminology.tex,257,77,2.4.1,2.4.1,\hyperref[I.2.4.1]{2.4.1},backmatter_index_locator,I.2.4.1,ega1.c01.statement.2-4-1,explicit EGA I locator and unique exact local statement label,applied
ega1.application.sha256.a7a17d3135ff76c968ba995777a50199ec1958e95a2ec3e90c79d307f307379a,ega1.candidate.sha256.a7a17d3135ff76c968ba995777a50199ec1958e95a2ec3e90c79d307f307379a,ega1/ega1-backmatter-index-terminology.tex,258,45,6.4.1,6.4.1,\hyperref[I.6.4.1]{6.4.1},backmatter_index_locator,I.6.4.1,ega1.c01.def.6-4-1,explicit EGA I locator and unique exact local statement label,applied
ega1.application.sha256.a9257a02adac02852c248a9e375cd7d29e32f06dcf22504fe7524054e576a275,ega1.candidate.sha256.a9257a02adac02852c248a9e375cd7d29e32f06dcf22504fe7524054e576a275,ega1/ega1-backmatter-index-terminology.tex,259,66,6.4.5,6.4.5,\hyperref[I.6.4.5]{6.4.5},backmatter_index_locator,I.6.4.5,ega1.c01.statement.6-4-5,explicit EGA I locator and unique exact local statement label,applied
ega1.application.sha256.be59bf725fccab3727504a7584bf51a23338c7a547d87065af2779a8b9019c69,ega1.candidate.sha256.be59bf725fccab3727504a7584bf51a23338c7a547d87065af2779a8b9019c69,ega1/ega1-backmatter-index-terminology.tex,260,35,5.4.1,5.4.1,\hyperref[I.5.4.1]{5.4.1},backmatter_index_locator,I.5.4.1,ega1.c01.def.5-4-1,explicit EGA I locator and unique exact local statement label,applied
ega1.application.sha256.9232747b1b73831b0a86c1df2ffc4ea092e0283d611c4e8570450f29e0626b1e,ega1.candidate.sha256.9232747b1b73831b0a86c1df2ffc4ea092e0283d611c4e8570450f29e0626b1e,ega1/ega1-backmatter-index-terminology.tex,261,45,10.1.2,10.1.2,\hyperref[I.10.1.2]{10.1.2},backmatter_index_locator,I.10.1.2,ega1.c01.def.10-1-2,explicit EGA I locator and unique exact local statement label,applied
ega1.application.sha256.e3687d01537dd6af6982c6ff2c1bd7e1dad1bdcb9ec70ea90a4b5d1bf3396286,ega1.candidate.sha256.e3687d01537dd6af6982c6ff2c1bd7e1dad1bdcb9ec70ea90a4b5d1bf3396286,ega1/ega1-backmatter-index-terminology.tex,262,52,10.15.1,10.15.1,\hyperref[I.10.15.1]{10.15.1},backmatter_index_locator,I.10.15.1,ega1.c01.def.10-15-1,explicit EGA I locator and unique exact local statement label,applied
ega1.application.sha256.ce08f2d5a0cb11f30ecc305d03bbece9f6313843fc23ead9ab98e38cf2ec271c,ega1.candidate.sha256.ce08f2d5a0cb11f30ecc305d03bbece9f6313843fc23ead9ab98e38cf2ec271c,ega1/ega1-backmatter-index-terminology.tex,264,56,2.5.5,2.5.5,\hyperref[I.2.5.5]{2.5.5},backmatter_index_locator,I.2.5.5,ega1.c01.statement.2-5-5,explicit EGA I locator and unique exact local statement label,applied
ega1.application.sha256.742ebbd801dde059da44451f6d5c70abb1a3890b3c76de9382ad7bf0d04585b2,ega1.candidate.sha256.742ebbd801dde059da44451f6d5c70abb1a3890b3c76de9382ad7bf0d04585b2,ega1/ega1-backmatter-index-terminology.tex,264,66,5.3.11,5.3.11,\hyperref[I.5.3.11]{5.3.11},backmatter_index_locator,I.5.3.11,ega1.c01.cor.5-3-11,explicit EGA I locator and unique exact local statement label,applied
ega1.application.sha256.658405810b3fd40325c4a13ced6285ba60dbb2b511fce9204eb382363bd740d2,ega1.candidate.sha256.658405810b3fd40325c4a13ced6285ba60dbb2b511fce9204eb382363bd740d2,ega1/ega1-backmatter-index-terminology.tex,265,65,7.1.2,7.1.2,\hyperref[I.7.1.2]{7.1.2},backmatter_index_locator,I.7.1.2,ega1.c01.def.7-1-2,explicit EGA I locator and unique exact local statement label,applied
ega1.application.sha256.46b0e08d25a6114ac47c5aa6718260ea2b474f532fa97fab1d9658415844c822,ega1.candidate.sha256.46b0e08d25a6114ac47c5aa6718260ea2b474f532fa97fab1d9658415844c822,ega1/ega1-backmatter-index-terminology.tex,268,42,3.1.1,3.1.1,\hyperref[I.3.1.1]{3.1.1},backmatter_index_locator,I.3.1.1,ega1.c01.sec.3-1-1,explicit EGA I locator and unique exact local statement label,applied
ega1.application.sha256.344f5fe1bb40e0a4bbabda151fee3e82173590726e3a668e5b896643c45bc8fc,ega1.candidate.sha256.344f5fe1bb40e0a4bbabda151fee3e82173590726e3a668e5b896643c45bc8fc,ega1/ega1-backmatter-index-terminology.tex,270,37,4.1.3,4.1.3,\hyperref[I.4.1.3]{4.1.3},backmatter_index_locator,I.4.1.3,ega1.c01.def.4-1-3,explicit EGA I locator and unique exact local statement label,applied
ega1.application.sha256.55e7e478d17e68faf044cae0e63871f018c1ccb8f0c8a8638a54703aab0890aa,ega1.candidate.sha256.55e7e478d17e68faf044cae0e63871f018c1ccb8f0c8a8638a54703aab0890aa,ega1/ega1-backmatter-index-terminology.tex,271,66,4.2.1,4.2.1,\hyperref[I.4.2.1]{4.2.1},backmatter_index_locator,I.4.2.1,ega1.c01.def.4-2-1,explicit EGA I locator and unique exact local statement label,applied
