expose,kind,index,fr_line,en_line,fr_tag,en_tag,similarity,status,fr_norm,en_norm,fr_raw,en_raw
XII,inline,393,14131,14426,,,1.0000,paired,$x\inX^f$,$x\inX^f$,$x \in X^f$,$x\in X^f$
XII,inline,394,14136,14430,,,1.0000,paired,"$\tau_x(u,f)$","$\tau_x(u,f)$","$\tau_x(u, f)$","$\tau_x(u,f)$"
XII,inline,395,14136,14430,,,1.0000,paired,"$\tau_x(u,f)$","$\tau_x(u,f)$","$\tau_x(u, f)$","$\tau_x(u,f)$"
XII,inline,396,14138,14432,,,1.0000,paired,$F$,$F$,$F$,$F$
XII,inline,397,14138,14432,,,1.0000,paired,$f$,$f$,$f$,$f$
XII,inline,398,14138,14432,,,1.0000,paired,$u$,$u$,$u$,$u$
XII,inline,399,14138,14432,,,1.0000,paired,"$U,U',G,f',\varphi$","$U,U',G,f',\varphi$","$U, U', G, f', \varphi$","$U,U',G,f',\varphi$"
XII,inline,400,14146,14435,,,1.0000,paired,$X$,$X$,$X$,$X$
XII,inline,401,14146,14435,,,1.0000,paired,$1$,$1$,$1$,$1$
XII,inline,402,14146,14435,,,1.0000,paired,$F$,$F$,$F$,$F$
XII,inline,403,14154,14443,,,1.0000,paired,"$U,U',G,f',\varphi$","$U,U',G,f',\varphi$","$U,U',G,f',\varphi$","$U,U',G,f',\varphi$"
XII,inline,404,14158,14447,,,1.0000,paired,$U$,$U$,$U$,$U$
XII,inline,405,14158,14447,,,1.0000,paired,$X$,$X$,$X$,$X$
XII,inline,406,14158,14447,,,1.0000,paired,$F$,$F$,$F$,$F$
XII,inline,407,14158,,,,0.0000,french-only,$U$,,$U$,
XII,inline,408,14158,14447,,,1.0000,paired,$Y$,$Y$,$Y$,$Y$
XII,inline,409,14158,14447,,,1.0000,paired,$Y$,$Y$,$Y$,$Y$
XII,inline,410,14158,14447,,,1.0000,paired,$f$,$f$,$f$,$f$
XII,inline,411,14162,14451,,,1.0000,paired,$y\inY$,$y\inY$,$y\in Y$,$y\in Y$
XII,inline,412,14162,14451,,,1.0000,paired,$f(y)\inU$,$f(y)\inU$,$f(y)\in U$,$f(y)\in U$
XII,inline,413,14162,14451,,,1.0000,paired,$f^*(F)$,$f^*(F)$,$f^*(F)$,$f^*(F)$
XII,inline,414,14162,14451,,,1.0000,paired,$y$,$y$,$y$,$y$
XII,inline,415,14162,14451,,,1.0000,paired,$u$,$u$,$u$,$u$
XII,inline,416,14162,14451,,,1.0000,paired,$F$,$F$,$F$,$F$
XII,inline,417,14162,14451,,,1.0000,paired,$y$,$y$,$y$,$y$
XII,inline,418,14164,14453,,,1.0000,paired,$f$,$f$,$f$,$f$
XII,inline,419,14164,14453,,,1.0000,paired,$f$,$f$,$f$,$f$
XII,inline,420,14164,14453,,,1.0000,paired,$\eta$,$\eta$,$\eta$,$\eta$
XII,inline,421,14164,14453,,,1.0000,paired,$X$,$X$,$X$,$X$
XII,inline,422,14164,14453,,,1.0000,paired,$f(\eta)=\eta$,$f(\eta)=\eta$,$f(\eta)=\eta$,$f(\eta)=\eta$
XII,inline,423,14166,14455,,,1.0000,paired,$i_\eta:\Spec(k(\eta))\hookrightarrowX$,$i_\eta:\Spec(k(\eta))\hookrightarrowX$,$i_\eta:\Spec(k(\eta))\hookrightarrow X$,$i_\eta:\Spec(k(\eta))\hookrightarrow X$
XII,inline,424,14166,14455,,,1.0000,paired,$F_\eta=i_\eta^*(F)$,$F_\eta=i_\eta^*(F)$,$F_\eta=i_\eta^*(F)$,$F_\eta=i_\eta^*(F)$
XII,inline,425,14170,14459,,,1.0000,paired,$u$,$u$,$u$,$u$
XII,inline,426,14170,14459,,,1.0000,paired,$f_\eta$,$f_\eta$,$f_\eta$,$f_\eta$
XII,inline,427,14170,14459,,,1.0000,paired,$f$,$f$,$f$,$f$
XII,inline,428,14170,14459,,,1.0000,paired,$\Spec(k(\eta))$,$\Spec(k(\eta))$,$\Spec(k(\eta))$,$\Spec(k(\eta))$
XII,inline,429,14172,14461,,,1.0000,paired,$H$,$H$,$H$,$H$
XII,inline,430,14186,14475,,,1.0000,paired,$F_\bar\eta$,$F_\bar\eta$,$F_{\bar\eta}$,$F_{\bar\eta}$
XII,inline,431,14186,14475,,,1.0000,paired,$H$,$H$,$H$,$H$
XII,inline,432,14192,14481,,,1.0000,paired,$H_1$,$H_1$,$H_1$,$H_1$
XII,inline,433,14192,14481,,,1.0000,paired,$H$,$H$,$H$,$H$
XII,inline,434,14192,14481,,,1.0000,paired,$F_\bar\eta^H_1=F_\bar\eta$,$F_\bar\eta^H_1=F_\bar\eta$,$F_{\bar\eta}^{H_1}=F_{\bar\eta}$,$F_{\bar\eta}^{H_1}=F_{\bar\eta}$
XII,inline,435,14192,14481,,,1.0000,paired,$\Psi(H_1)=H_1$,$\Psi(H_1)=H_1$,$\Psi(H_1)=H_1$,$\Psi(H_1)=H_1$
XII,inline,436,14192,14481,,,1.0000,paired,$F_\eta$,$F_\eta$,$F_\eta$,$F_\eta$
XII,inline,437,14194,14483,,,1.0000,paired,$K\supsetk(\eta)$,$K\supsetk(\eta)$,$K\supset k(\eta)$,$K\supset k(\eta)$
XII,inline,438,14194,14483,,,1.0000,paired,$k(\eta)$,$k(\eta)$,$k(\eta)$,$k(\eta)$
XII,inline,439,14194,14483,,,1.0000,paired,$H_1$,$H_1$,$H_1$,$H_1$
XII,inline,440,14194,14483,,,1.0000,paired,$X'$,$X'$,$X'$,$X'$
XII,inline,441,14194,14483,,,1.0000,paired,$X$,$X$,$X$,$X$
XII,inline,442,14194,14483,,,1.0000,paired,$K$,$K$,$K$,$K$
XII,inline,443,14202,14491,,,1.0000,paired,"$U,U',f',G,\varphi$","$U,U',f',G,\varphi$","$U,U',f',G,\varphi$","$U,U',f',G,\varphi$"
XII,inline,444,14206,14495,,,1.0000,paired,$X$,$X$,$X$,$X$
XII,inline,445,14206,14495,,,1.0000,paired,$\mathbbF_p$,$\mathbbF_p$,$\mathbb F_p$,$\mathbb F_p$
XII,inline,446,14206,14495,,,1.0000,paired,$p$,$p$,$p$,$p$
XII,inline,447,14206,14495,,,1.0000,paired,$\fr_X:X\toX$,$\fr_X:X\toX$,$\fr_X:X\to X$,$\fr_X:X\to X$
XII,inline,448,14206,14495,,,1.0000,paired,$F$,$F$,$F$,$F$
XII,inline,449,14206,14495,,,1.0000,paired,$\Lambda$,$\Lambda$,$\Lambda$,$\Lambda$
XII,inline,450,14206,14495,,,1.0000,paired,$X$,$X$,$X$,$X$
XII,inline,451,14208,14497,,,1.0000,paired,"$Y,S$","$Y,S$","$Y,S$","$Y,S$"
XII,inline,452,14208,14497,,,1.0000,paired,$\mathbbF_p$,$\mathbbF_p$,$\mathbb F_p$,$\mathbb F_p$
XII,inline,453,14208,14497,,,1.0000,paired,$Y$,$Y$,$Y$,$Y$
XII,inline,454,14208,14497,,,1.0000,paired,$S$,$S$,$S$,$S$
XII,inline,455,14214,14503,,,1.0000,paired,$X_\et$,$X_\et$,$X_{\et}$,$X_{\et}$
XII,inline,456,14218,14507,,,1.0000,paired,$X$,$X$,$X$,$X$
XII,inline,457,14218,14507,,,1.0000,paired,$U$,$U$,$U$,$U$
XII,inline,458,14233,14522,,,1.0000,paired,$X$,$X$,$X$,$X$
XII,inline,459,14233,14522,,,1.0000,paired,$1$,$1$,$1$,$1$
XII,inline,460,14233,14522,,,1.0000,paired,$F$,$F$,$F$,$F$
XII,allmath,1,13256,13519,,,1.0000,paired,$X'$,$X'$,$X'$,$X'$
XII,allmath,2,13256,13519,,,1.0000,paired,$k$,$k$,$k$,$k$
XII,allmath,3,13256,13519,,,1.0000,paired,$G$,$G$,$G$,$G$
XII,allmath,4,13256,13519,,,1.0000,paired,$X'$,$X'$,$X'$,$X'$
XII,allmath,5,13258,13521,,,1.0000,paired,$g\inG$,$g\inG$,$g \in G$,$g\in G$
XII,allmath,6,13258,13522,,,0.8000,paired,$g_X':X'\toX'$,\[g_X':X'\toX'\],$g_{X'} : X' \to X'$,\[ g_{X'}:X'\to X' \]
XII,allmath,7,13258,13525,,,1.0000,paired,$X'$,$X'$,$X'$,$X'$
XII,allmath,8,13258,13525,,,1.0000,paired,$g$,$g$,$g$,$g$
XII,allmath,9,13260,13527,,,1.0000,paired,$U'$,$U'$,$U'$,$U'$
XII,allmath,10,13260,13527,,,1.0000,paired,$X'$,$X'$,$X'$,$X'$
XII,allmath,11,13260,13527,,,1.0000,paired,$G$,$G$,$G$,$G$
XII,allmath,12,13260,13527,,,1.0000,paired,$G$,$G$,$G$,$G$
XII,allmath,13,13260,13527,,,1.0000,paired,$U'$,$U'$,$U'$,$U'$
XII,allmath,14,13260,13528,,,0.8444,paired,$\La_n=\bZ/\ell^n\bZ$,"\[\La_n=\bZ/\ell^n\bZ,\]",$\La_n = \bZ/\ell^n\bZ$,"\[ \La_n=\bZ/\ell^n\bZ, \]"
XII,allmath,15,13260,13531,,,1.0000,paired,$\ell$,$\ell$,$\ell$,$\ell$
XII,allmath,16,13260,13531,,,1.0000,paired,$k$,$k$,$k$,$k$
XII,allmath,17,13262,13533,,,1.0000,paired,"$\La_n,U',X'$","$\La_n,U',X'$","$\La_{n,U',X'}$","$\La_{n,U',X'}$"
XII,allmath,18,13262,13533,,,1.0000,paired,"$i_!(\La_n,U')$","$i_!(\La_n,U')$","$i_!(\La_{n,U'})$","$i_!(\La_{n,U'})$"
XII,allmath,19,13262,13533,,,1.0000,paired,$X'$,$X'$,$X'$,$X'$
XII,allmath,20,13262,13533,,,1.0000,paired,"$\La_n,U'$","$\La_n,U'$","$\La_{n,U'}$","$\La_{n,U'}$"
XII,allmath,21,13262,13533,,,1.0000,paired,$U'$,$U'$,$U'$,$U'$
XII,allmath,22,13262,13533,,,1.0000,paired,$\La_n$,$\La_n$,$\La_n$,$\La_n$
XII,allmath,23,13262,13533,,,1.0000,paired,$i:U'\hookrightarrowX'$,$i:U'\hookrightarrowX'$,$i : U' \hookrightarrow X'$,$i:U'\hookrightarrow X'$
XII,allmath,24,13262,13533,,,1.0000,paired,$U'$,$U'$,$U'$,$U'$
XII,allmath,25,13262,13533,,,1.0000,paired,$X'$,$X'$,$X'$,$X'$
XII,allmath,26,13262,13533,,,1.0000,paired,"$\La_n,U',X'$","$\La_n,U',X'$","$\La_{n,U',X'}$","$\La_{n,U',X'}$"
XII,allmath,27,13262,13533,,,1.0000,paired,$G$,$G$,$G$,$G$
XII,allmath,28,13262,13534,,,0.9167,paired,"$H_n,U',X'=R\Gamma_X'(\La_n,U',X')$","\[H_n,U',X'=R\Gamma_X'(\La_n,U',X')\]","$H_{n,U',X'} = R\Gamma_{X'}(\La_{n,U',X'})$","\[ H_{n,U',X'}=R\Gamma_{X'}(\La_{n,U',X'}) \]"
XII,allmath,29,,13537,,,0.0000,english-only,,$\La_n[G]$,,$\La_n[G]$
XII,allmath,30,13262,13537,,,1.0000,paired,$\La_n[G]$,$\La_n[G]$,$\La_n[G]$,$\La_n[G]$
XII,allmath,31,13264,13539,,,1.0000,paired,"$R\Gamma_X'(\La_n,U',X')$","$R\Gamma_X'(\La_n,U',X')$","$R\Gamma_{X'}(\La_{n,U',X'})$","$R\Gamma_{X'}(\La_{n,U',X'})$"
XII,allmath,32,13264,13540,,,0.9348,paired,"$H_n,U',X'^\vee=R\Gamma_X'(\La_n,U',X')^\vee$","\[H_n,U',X'^\vee=R\Gamma_X'(\La_n,U',X')^\vee\]","$H_{n,U',X'}^\vee = R\Gamma_{X'}(\La_{n,U',X'})^\vee$","\[ H_{n,U',X'}^\vee=R\Gamma_{X'}(\La_{n,U',X'})^\vee \]"
XII,allmath,33,13264,13543,,,1.0000,paired,$\La_n$,$\La_n$,$\La_n$,$\La_n$
XII,allmath,34,13265,13544,,,1.0000,paired,"\[H_n,U',X'^\vee=R\Gamma_X'(\La_n,U',X')^\vee=R\Hom_\La_n(R\Gamma_X'(\La_n,U',X'),\La_n).\]","\[H_n,U',X'^\vee=R\Gamma_X'(\La_n,U',X')^\vee=R\Hom_\La_n(R\Gamma_X'(\La_n,U',X'),\La_n).\]","\[ H_{n,U',X'}^\vee = R\Gamma_{X'}(\La_{n,U',X'})^\vee = R\Hom_{\La_n}(R\Gamma_{X'}(\La_{n,U',X'}), \La_n) \quad . \]","\[ H_{n,U',X'}^\vee =R\Gamma_{X'}(\La_{n,U',X'})^\vee =R\Hom_{\La_n}(R\Gamma_{X'}(\La_{n,U',X'}),\La_n). \]"
XII,allmath,35,13269,13549,,,1.0000,paired,"$R\Gamma_X'(\La_n,U',X')^\vee$","$R\Gamma_X'(\La_n,U',X')^\vee$","$R\Gamma_{X'}(\La_{n,U',X'})^\vee$","$R\Gamma_{X'}(\La_{n,U',X'})^\vee$"
XII,allmath,36,13269,13549,,,1.0000,paired,$\La_n[G]$,$\La_n[G]$,$\La_n[G]$,$\La_n[G]$
XII,allmath,37,13271,13551,,,1.0000,paired,$f':X'\toX'$,$f':X'\toX'$,$f' : X' \to X'$,$f':X'\to X'$
XII,allmath,38,13271,13551,,,1.0000,paired,$X'$,$X'$,$X'$,$X'$
XII,allmath,39,13271,13551,,,1.0000,paired,$\varphi:G\toG$,$\varphi:G\toG$,$\varphi : G \to G$,$\varphi:G\to G$
XII,allmath,40,13271,13551,,,1.0000,paired,$G$,$G$,$G$,$G$
XII,allmath,41,13273,13552,1.1,1.1,1.1500,paired,\beginequationf'g_X'=\varphi(g)_X'f'\forallg\inG.\endequation,\beginequationf'g_X'=\varphi(g)_X'f'\forallg\inG.\endequation,\begin{equation}\tag{1.1} f' g_{X'} = \varphi(g)_{X'} f' \qquad \forall g \in G \quad . \end{equation},\begin{equation}\tag{1.1} f'g_{X'}=\varphi(g)_{X'}f'\qquad \forall g\in G . \end{equation}
XII,allmath,42,13277,13555,1.2,1.2,1.1500,paired,\beginequationTEXTY'=X'-U'TEXTf'.\endequation,\beginequationTEXTY'=X'-U'TEXTf'.\endequation,\begin{equation}\tag{1.2} \text{Le complémentaire } Y' = X' - U' \text{ est stable par } f' \quad . \end{equation},\begin{equation}\tag{1.2} \text{The complement }Y'=X'-U'\text{ is stable under }f'. \end{equation}
XII,allmath,43,13281,13558,,,1.0000,paired,$Y'$,$Y'$,$Y'$,$Y'$
XII,allmath,44,13281,13558,,,1.0000,paired,$G$,$G$,$G$,$G$
XII,allmath,45,13281,13558,,,1.0000,paired,$U'$,$U'$,$U'$,$U'$
XII,allmath,46,13281,13558,,,1.0000,paired,$f'$,$f'$,$f'$,$f'$
XII,allmath,47,13293,13569,1.3,1.3,1.1500,paired,\[DIAGRAM\],\[DIAGRAM\],"\[ \begin{tikzcd} 0 \arrow[r] & \La_{n,U',X'} \arrow[r] \arrow[d, ""f'_{\La_{n,U',X'}}""'] & \La_{n,X'} \arrow[r] \arrow[d, ""f'_{\La_{n,X'}}""] & \La_{n,Y'} \arrow[r] \arrow[d, ""f'_{\La_{n,Y'}}""] & 0 \\ 0 \arrow[r] & \La_{n,U',X'} \arrow[r] & \La_{n,X'} \arrow[r] & \La_{n,Y'} \arrow[r] & 0 \quad . \end{tikzcd} \tag{1.3} \]","\[ \begin{tikzcd} 0 \arrow[r] & \La_{n,U',X'} \arrow[r] \arrow[d,""f'_{\La_{n,U',X'}}""'] & \La_{n,X'} \arrow[r] \arrow[d,""f'_{\La_{n,X'}}""] & \La_{n,Y'} \arrow[r] \arrow[d,""f'_{\La_{n,Y'}}""] & 0 \\ 0 \arrow[r] & \La_{n,U',X'} \arrow[r] & \La_{n,X'} \arrow[r] & \La_{n,Y'} \arrow[r] & 0 . \end{tikzcd} \tag{1.3} \]"
XII,allmath,48,13301,13576,,,1.0000,paired,$\La_n$,$\La_n$,$\La_n$,$\La_n$
XII,allmath,49,13317,13589,,,0.9929,paired,"\[\Tr^*_\La_n[G],\varphi(f'^\vee_H_n,U',X')\in\La_n[G]_\natural,\varphi\simeq\mathcalF_!(G_\natural,\varphi,\La_n)(*)\footnotecf.IIIB5.12.\]","\[\Tr^*_\La_n[G],\varphi(f'^\vee_H_n,U',X')\in\La_n[G]_\natural,\varphi\simeq\mathcalF_!(G_\natural,\varphi,\La_n)(*)\footnoteCf.IIIB5.12.\]","\[ \Tr^*_{\La_n[G],\varphi}(f'^\vee_{H_{n,U',X'}}) \in \La_n[G]_{\natural,\varphi} \simeq \mathcal{F}_!(G_{\natural,\varphi}, \La_n) \qquad (*)\footnote{cf. III B 5.12.} \]","\[ \Tr^*_{\La_n[G],\varphi}(f'^\vee_{H_{n,U',X'}}) \in \La_n[G]_{\natural,\varphi}\simeq \mathcal F_!(G_{\natural,\varphi},\La_n) \qquad (*)\footnote{Cf. III B 5.12.} \]"
XII,allmath,50,13321,13596,,,1.0000,paired,"$\Tr^*_\La_n[G],\varphi(f'^\vee_H_n,U',X')$","$\Tr^*_\La_n[G],\varphi(f'^\vee_H_n,U',X')$","$\Tr^*_{\La_n[G],\varphi}(f'^\vee_{H_{n,U',X'}})$","$\Tr^*_{\La_n[G],\varphi}(f'^\vee_{H_{n,U',X'}})$"
XII,allmath,51,13321,13596,,,1.0000,paired,$f'$,$f'$,$f'$,$f'$
XII,allmath,52,13324,13599,,,1.0000,paired,"$n,m$","$n,m$","$n,m$","$n,m$"
XII,allmath,53,13324,13599,,,0.9333,paired,$m\geqn$,$m\gen$,$m \geq n$,$m\ge n$
XII,allmath,54,13325,13600,,,1.0000,paired,"\[\alpha_m,n:\La_m\longrightarrow\La_n\]","\[\alpha_m,n:\La_m\longrightarrow\La_n\]","\[ \alpha_{m,n} : \La_m \longrightarrow \La_n \]","\[ \alpha_{m,n}:\La_m\longrightarrow \La_n \]"
XII,allmath,55,13328,13603,,,1.0000,paired,$X'$,$X'$,$X'$,$X'$
XII,allmath,56,13348,13620,,,1.0000,paired,"$R\Gamma_X'(f'_\La_n,X')$","$R\Gamma_X'(f'_\La_n,X')$","$R\Gamma_{X'}(f'_{\La_{n,X'}})$","$R\Gamma_{X'}(f'_{\La_{n,X'}})$"
XII,allmath,57,13348,13620,,,1.0000,paired,"$R\Gamma_X'(f'_\La_n,U',X')$","$R\Gamma_X'(f'_\La_n,U',X')$","$R\Gamma_{X'}(f'_{\La_{n,U',X'}})$","$R\Gamma_{X'}(f'_{\La_{n,U',X'}})$"
XII,allmath,58,13348,13620,,,1.0000,paired,"$f'^\vee_H_n,U',X'$","$f'^\vee_H_n,U',X'$","$f'^\vee_{H_{n,U',X'}}$","$f'^\vee_{H_{n,U',X'}}$"
XII,allmath,59,13348,13620,,,1.0000,paired,"$R\Gamma_X'(f'_\La_m,X')$","$R\Gamma_X'(f'_\La_m,X')$","$R\Gamma_{X'}(f'_{\La_{m,X'}})$","$R\Gamma_{X'}(f'_{\La_{m,X'}})$"
XII,allmath,60,13348,13620,,,1.0000,paired,"$R\Gamma_X'(f'_\La_m,U',X')$","$R\Gamma_X'(f'_\La_m,U',X')$","$R\Gamma_{X'}(f'_{\La_{m,U',X'}})$","$R\Gamma_{X'}(f'_{\La_{m,U',X'}})$"
XII,allmath,61,13348,13620,,,1.0000,paired,"$f'^\vee_H_m,U',X'$","$f'^\vee_H_m,U',X'$","$f'^\vee_{H_{m,U',X'}}$","$f'^\vee_{H_{m,U',X'}}$"
XII,allmath,62,13348,13620,,,1.0000,paired,"$\alpha_m,n$","$\alpha_m,n$","$\alpha_{m,n}$","$\alpha_{m,n}$"
XII,allmath,63,13348,13620,,,1.0000,paired,"$\alpha_m,n$","$\alpha_m,n$","$\alpha_{m,n}$","$\alpha_{m,n}$"
XII,allmath,64,13348,13620,,,0.8250,paired,"$\alpha_m,n,G:\La_m[G]\longrightarrow\La_n[G]$","$\alpha_m,n,G:\La_m[G]\to\La_n[G]$","$\alpha_{m,n,G} : \La_m[G] \longrightarrow \La_n[G]$","$\alpha_{m,n,G}:\La_m[G]\to\La_n[G]$"
XII,allmath,65,13356,13628,,,0.9375,paired,"$(\Tr_\La_n[G],\varphi(f'^\vee_H_n,U',X'))_n>0$","\[(\Tr_\La_n[G],\varphi(f'^\vee_H_n,U',X'))_n>0\]","$(\Tr_{\La_n[G],\varphi}(f'^\vee_{H_{n,U',X'}}))_{n>0}$","\[ (\Tr_{\La_n[G],\varphi}(f'^\vee_{H_{n,U',X'}}))_{n>0} \]"
XII,allmath,66,13357,13632,,,1.0000,paired,"\[\Tr_\bZ_\ell[G],\varphi(f'^\vee_H_U',X'(\ell))\in\mathcalF_!(G_\natural\varphi,\bZ_\ell),\]","\[\Tr_\bZ_\ell[G],\varphi(f'^\vee_H_U',X'(\ell))\in\mathcalF_!(G_\natural\varphi,\bZ_\ell),\]","\[ \Tr_{\bZ_\ell[G],\varphi}(f'^\vee_{H_{U',X'}(\ell)}) \in \mathcal{F}_!(G_{\natural\varphi}, \bZ_\ell) \quad , \]","\[ \Tr_{\bZ_\ell[G],\varphi}(f'^\vee_{H_{U',X'}(\ell)}) \in \mathcal F_!(G_{\natural\varphi},\bZ_\ell), \]"
XII,allmath,67,13360,13636,,,1.0000,paired,$\varphi$,$\varphi$,$\varphi$,$\varphi$
XII,allmath,68,13360,13636,,,1.0000,paired,$G$,$G$,$G$,$G$
XII,allmath,69,13360,13636,,,1.0000,paired,$\bZ_\ell$,$\bZ_\ell$,$\bZ_\ell$,$\bZ_\ell$
XII,allmath,70,13360,13636,,,1.0000,paired,$\ell$,$\ell$,$\ell$,$\ell$
XII,allmath,71,13362,13638,,,1.0000,paired,"$\Tr^*_\La_n(R\Gamma_X'(f'_\La_n,X'))$","$\Tr^*_\La_n(R\Gamma_X'(f'_\La_n,X'))$","$\Tr^*_{\La_n}(R\Gamma_{X'}(f'_{\La_{n,X'}}))$","$\Tr^*_{\La_n}(R\Gamma_{X'}(f'_{\La_{n,X'}}))$"
XII,allmath,72,13362,13638,,,0.9333,paired,$n\geq1$,$n\ge1$,$n \geq 1$,$n\ge1$
XII,allmath,73,13362,13638,,,1.0000,paired,$\ell$,$\ell$,$\ell$,$\ell$
XII,allmath,74,13362,13639,,,0.9231,paired,"$\Tr^*_\bZ_\ell(f'_R\Gamma_X'(\bZ_\ell,X'))$","\[\Tr^*_\bZ_\ell(f'_R\Gamma_X'(\bZ_\ell,X')).\]","$\Tr^*_{\bZ_\ell}(f'_{R\Gamma_{X'}(\bZ_{\ell,X'})})$","\[ \Tr^*_{\bZ_\ell}(f'_{R\Gamma_{X'}(\bZ_\ell,X')}). \]"
XII,allmath,75,13364,13643,,,0.9320,paired,"$\Tr^*_\bZ_\ell[G],\varphi(f'^\vee_H_U',X'(\ell))$","\[\Tr^*_\bZ_\ell[G],\varphi(f'^\vee_H_U',X'(\ell)).\]","$\Tr^*_{\bZ_\ell[G],\varphi}(f'^\vee_{H_{U',X'}(\ell)})$","\[ \Tr^*_{\bZ_\ell[G],\varphi}(f'^\vee_{H_{U',X'}(\ell)}). \]"
XII,allmath,76,13368,13648,,,1.0000,paired,$G$,$G$,$G$,$G$
XII,allmath,77,13368,13648,,,1.0000,paired,$X=X'/G$,$X=X'/G$,$X = X'/G$,$X=X'/G$
XII,allmath,78,13368,13648,,,1.0000,paired,$f'$,$f'$,$f'$,$f'$
XII,allmath,79,13368,13648,,,1.0000,paired,$X'$,$X'$,$X'$,$X'$
XII,allmath,80,13369,13649,,,1.0000,paired,\[f:X\longrightarrowX.\],\[f:X\longrightarrowX.\],\[ f : X \longrightarrow X \quad . \],\[ f:X\longrightarrow X . \]
XII,allmath,81,13380,13658,,,1.0000,paired,$U'$,$U'$,$U'$,$U'$
XII,allmath,82,13380,13658,,,1.0000,paired,$G$,$G$,$G$,$G$
XII,allmath,83,13380,13658,,,1.0000,paired,$x\inU$,$x\inU$,$x \in U$,$x\in U$
XII,allmath,84,13380,13658,,,1.0000,paired,$f$,$f$,$f$,$f$
XII,allmath,85,13380,13658,,,1.0000,paired,$\varphi$,$\varphi$,$\varphi$,$\varphi$
XII,allmath,86,13380,13658,,,1.0000,paired,"$\mathrmNW_f^G,\varphi(x)$","$\mathrmNW_f^G,\varphi(x)$","$\mathrm{NW}_{f}^{G,\varphi}(x)$","$\mathrm{NW}_{f}^{G,\varphi}(x)$"
XII,allmath,87,13382,13660,,,1.0000,paired,$x'\inU'$,$x'\inU'$,$x' \in U'$,$x'\in U'$
XII,allmath,88,13382,13660,,,1.0000,paired,$p(x')=x$,$p(x')=x$,$p(x') = x$,$p(x')=x$
XII,allmath,89,13382,13660,,,1.0000,paired,$U'$,$U'$,$U'$,$U'$
XII,allmath,90,13382,13660,,,1.0000,paired,$G$,$G$,$G$,$G$
XII,allmath,91,13382,13660,,,1.0000,paired,$x$,$x$,$x$,$x$
XII,allmath,92,13382,13660,,,1.0000,paired,$f$,$f$,$f$,$f$
XII,allmath,93,13382,13660,,,1.0000,paired,$g\inG$,$g\inG$,$g \in G$,$g\in G$
XII,allmath,94,13382,13660,,,1.0000,paired,$f'(x')=gx'$,$f'(x')=gx'$,$f'(x') = gx'$,$f'(x')=gx'$
XII,allmath,95,13382,13660,,,1.0000,paired,$\varphi$,$\varphi$,$\varphi$,$\varphi$
XII,allmath,96,13382,13660,,,1.0000,paired,$g$,$g$,$g$,$g$
XII,allmath,97,13382,13660,,,1.0000,paired,$x$,$x$,$x$,$x$
XII,allmath,98,13382,13660,,,1.0000,paired,$p(x'')=x$,$p(x'')=x$,$p(x'') = x$,$p(x'')=x$
XII,allmath,99,13382,13660,,,1.0000,paired,$h\inG$,$h\inG$,$h \in G$,$h\in G$
XII,allmath,100,13382,13660,,,1.0000,paired,$hx''=x'$,$hx''=x'$,$hx'' = x'$,$hx''=x'$
XII,allmath,101,13382,13660,,,1.0000,paired,$f'(x'')=g'x''$,$f'(x'')=g'x''$,$f'(x'') = g'x''$,$f'(x'')=g'x''$
XII,allmath,102,13387,13665,,,1.0000,paired,$g$,$g$,$g$,$g$
XII,allmath,103,13387,13665,,,1.0000,paired,$g'$,$g'$,$g'$,$g'$
XII,allmath,104,13387,13665,,,1.0000,paired,$\varphi$,$\varphi$,$\varphi$,$\varphi$
XII,allmath,105,13387,13665,,,1.0000,paired,$\varphi$,$\varphi$,$\varphi$,$\varphi$
XII,allmath,106,13387,13665,,,1.0000,paired,$x\inU$,$x\inU$,$x \in U$,$x\in U$
XII,allmath,107,13387,13665,,,1.0000,paired,$f$,$f$,$f$,$f$
XII,allmath,108,13387,13665,,,1.0000,paired,"$\mathrmNW_f^G,\varphi(x)$","$\mathrmNW_f^G,\varphi(x)$","$\mathrm{NW}_{f}^{G,\varphi}(x)$","$\mathrm{NW}_{f}^{G,\varphi}(x)$"
XII,allmath,109,13389,13667,,,1.0000,paired,$\varphi$,$\varphi$,$\varphi$,$\varphi$
XII,allmath,110,13389,13667,,,1.0000,paired,"$\mathrmNW_f^G,\varphi(x)$","$\mathrmNW_f^G,\varphi(x)$","$\mathrm{NW}_{f}^{G,\varphi}(x)$","$\mathrm{NW}_{f}^{G,\varphi}(x)$"
XII,allmath,111,13389,13667,,,1.0000,paired,$\varphi$,$\varphi$,$\varphi$,$\varphi$
XII,allmath,112,13390,13668,,,1.0000,paired,"\[\mathrmNW_f^G,\varphi(x):G\longrightarrow\bZ\]","\[\mathrmNW_f^G,\varphi(x):G\longrightarrow\bZ\]","\[ \mathrm{NW}_{f}^{G,\varphi}(x) : G \longrightarrow \bZ \]","\[ \mathrm{NW}_{f}^{G,\varphi}(x):G\longrightarrow \bZ \]"
