residual_id,source_file,source_line,start_column_1based,end_column_1based_exclusive,current_expose,reference_scope,visible_text,base_number,suffix,kind_cue,candidate_labels,destination_label,classification,reason,context
SGA5-R9-RESIDUAL-001112,SGA5_English_sync_workpass.tex,5768,22,28,IIIB,IIIB,5.12.4,5.12.4,,,sga5:IIIB:equation:5.12.4,,structural_declaration_tag,target_or_formula_declaration,\begin{equation}\tag{5.12.4}\label{sga5:IIIB:equation:5.12.4}
SGA5-R9-RESIDUAL-001115,SGA5_English_sync_workpass.tex,5775,22,28,IIIB,IIIB,5.12.5,5.12.5,,,sga5:IIIB:equation:5.12.5,,structural_declaration_tag,target_or_formula_declaration,\begin{equation}\tag{5.12.5}\label{sga5:IIIB:equation:5.12.5}
SGA5-R9-RESIDUAL-001116,SGA5_English_sync_workpass.tex,5784,17,21,IIIB,IIIB,5.13,5.13,,,sga5:IIIB:subsubsection:5.13,,structural_declaration_tag,target_or_formula_declaration,\subsubsection*{5.13. Traces of semilinear endomorphisms}\phantomsection\label{sga5:IIIB:subsubsection:5.13}
SGA5-R9-RESIDUAL-001117,SGA5_English_sync_workpass.tex,5795,22,28,IIIB,IIIB,5.13.1,5.13.1,,,sga5:IIIB:equation:5.13.1,,structural_declaration_tag,target_or_formula_declaration,\begin{equation}\tag{5.13.1}\label{sga5:IIIB:equation:5.13.1}
SGA5-R9-RESIDUAL-001119,SGA5_English_sync_workpass.tex,5799,22,28,IIIB,IIIB,5.13.2,5.13.2,,,sga5:IIIB:equation:5.13.2,,structural_declaration_tag,target_or_formula_declaration,\begin{equation}\tag{5.13.2}\label{sga5:IIIB:equation:5.13.2}
SGA5-R9-RESIDUAL-001120,SGA5_English_sync_workpass.tex,5803,22,28,IIIB,IIIB,5.13.3,5.13.3,,,sga5:IIIB:equation:5.13.3,,structural_declaration_tag,target_or_formula_declaration,\begin{equation}\tag{5.13.3}\label{sga5:IIIB:equation:5.13.3}
SGA5-R9-RESIDUAL-001123,SGA5_English_sync_workpass.tex,5813,22,28,IIIB,IIIB,5.13.4,5.13.4,,,sga5:IIIB:equation:5.13.4,,structural_declaration_tag,target_or_formula_declaration,\begin{equation}\tag{5.13.4}\label{sga5:IIIB:equation:5.13.4}
SGA5-R9-RESIDUAL-001128,SGA5_English_sync_workpass.tex,5822,22,28,IIIB,IIIB,5.13.5,5.13.5,,,sga5:IIIB:equation:5.13.5,,structural_declaration_tag,target_or_formula_declaration,\begin{equation}\tag{5.13.5}\label{sga5:IIIB:equation:5.13.5}
SGA5-R9-RESIDUAL-001129,SGA5_English_sync_workpass.tex,5829,14,17,IIIB,IIIB,6.1,6.1,,,sga5:IIIB:subsection:6.1,,structural_declaration_tag,target_or_formula_declaration,\subsection*{6.1. Notation}\phantomsection\label{sga5:IIIB:subsection:6.1}
SGA5-R9-RESIDUAL-001131,SGA5_English_sync_workpass.tex,5835,14,17,IIIB,IIIB,6.2,6.2,,,sga5:IIIB:subsection:6.2,,structural_declaration_tag,target_or_formula_declaration,\subsection*{6.2}\phantomsection\label{sga5:IIIB:subsection:6.2}
SGA5-R9-RESIDUAL-001132,SGA5_English_sync_workpass.tex,5842,79,82,IIIB,IIIB,1.6,1.6,,,sga5:IIIB:subsubsection:1.6,,external_work_citation,external_citation_context,"as is immediate. On the other hand, it follows from (SGA $4^{1/2}$ Finiteness 1.6) that, for $M$ as above and $L\in\Ob D_{\mathrm{ctf}}({}_AX)$, one has"
SGA5-R9-RESIDUAL-001133,SGA5_English_sync_workpass.tex,5857,6,11,IIIB,IIIB,6.2.1,6.2.1,,,sga5:IIIB:equation:6.2.1,,structural_declaration_tag,target_or_formula_declaration,\tag{6.2.1}\label{sga5:IIIB:equation:6.2.1}
SGA5-R9-RESIDUAL-001136,SGA5_English_sync_workpass.tex,5873,6,11,IIIB,IIIB,6.2.2,6.2.2,,,sga5:IIIB:equation:6.2.2,,structural_declaration_tag,target_or_formula_declaration,\tag{6.2.2}\label{sga5:IIIB:equation:6.2.2}
SGA5-R9-RESIDUAL-001137,SGA5_English_sync_workpass.tex,5886,6,11,IIIB,IIIB,6.2.3,6.2.3,,,sga5:IIIB:equation:6.2.3,,structural_declaration_tag,target_or_formula_declaration,\tag{6.2.3}\label{sga5:IIIB:equation:6.2.3}
SGA5-R9-RESIDUAL-001144,SGA5_English_sync_workpass.tex,5911,6,11,IIIB,IIIB,6.2.4,6.2.4,,,sga5:IIIB:equation:6.2.4,,structural_declaration_tag,target_or_formula_declaration,\tag{6.2.4}\label{sga5:IIIB:equation:6.2.4}
SGA5-R9-RESIDUAL-001145,SGA5_English_sync_workpass.tex,5914,14,17,IIIB,IIIB,6.3,6.3,,,sga5:IIIB:subsection:6.3,,structural_declaration_tag,target_or_formula_declaration,\subsection*{6.3}\phantomsection\label{sga5:IIIB:subsection:6.3}
SGA5-R9-RESIDUAL-001146,SGA5_English_sync_workpass.tex,5918,6,11,IIIB,IIIB,6.3.1,6.3.1,,,sga5:IIIB:equation:6.3.1,,structural_declaration_tag,target_or_formula_declaration,\tag{6.3.1}\label{sga5:IIIB:equation:6.3.1}
SGA5-R9-RESIDUAL-001147,SGA5_English_sync_workpass.tex,5923,6,11,IIIB,IIIB,6.3.2,6.3.2,,,sga5:IIIB:equation:6.3.2,,structural_declaration_tag,target_or_formula_declaration,\tag{6.3.2}\label{sga5:IIIB:equation:6.3.2}
SGA5-R9-RESIDUAL-001148,SGA5_English_sync_workpass.tex,5935,14,17,IIIB,IIIB,6.4,6.4,,,sga5:IIIB:subsection:6.4,,structural_declaration_tag,target_or_formula_declaration,\subsection*{6.4}\phantomsection\label{sga5:IIIB:subsection:6.4}
SGA5-R9-RESIDUAL-001150,SGA5_English_sync_workpass.tex,5951,6,11,IIIB,IIIB,6.4.1,6.4.1,,,sga5:IIIB:equation:6.4.1,,structural_declaration_tag,target_or_formula_declaration,\tag{6.4.1}\label{sga5:IIIB:equation:6.4.1}
SGA5-R9-RESIDUAL-001152,SGA5_English_sync_workpass.tex,5955,88,102,IIIB,XVIII,XVIII 3.1.12.2,3.1.12.2,,,,,external_work_citation,external_citation_context,"Let $c:C\to X$ be an $S$-morphism, and put $c_i=p_ic$. By the induction formula (SGA 4 XVIII 3.1.12.2), there is a canonical isomorphism, analogous to (\hyperref[sga5:III:equation:3.2.1]{III 3.2.1}),"
SGA5-R9-RESIDUAL-001154,SGA5_English_sync_workpass.tex,5960,6,11,IIIB,IIIB,6.4.2,6.4.2,,,sga5:IIIB:equation:6.4.2,,structural_declaration_tag,target_or_formula_declaration,\tag{6.4.2}\label{sga5:IIIB:equation:6.4.2}
SGA5-R9-RESIDUAL-001156,SGA5_English_sync_workpass.tex,5967,6,11,IIIB,IIIB,6.4.3,6.4.3,,,sga5:IIIB:equation:6.4.3,,structural_declaration_tag,target_or_formula_declaration,\tag{6.4.3}\label{sga5:IIIB:equation:6.4.3}
SGA5-R9-RESIDUAL-001160,SGA5_English_sync_workpass.tex,5973,14,17,IIIB,IIIB,6.5,6.5,,,sga5:IIIB:subsection:6.5,,structural_declaration_tag,target_or_formula_declaration,\subsection*{6.5}\phantomsection\label{sga5:IIIB:subsection:6.5}
SGA5-R9-RESIDUAL-001161,SGA5_English_sync_workpass.tex,5984,6,11,IIIB,IIIB,6.5.1,6.5.1,,,sga5:IIIB:equation:6.5.1,,structural_declaration_tag,target_or_formula_declaration,\tag{6.5.1}\label{sga5:IIIB:equation:6.5.1}
SGA5-R9-RESIDUAL-001162,SGA5_English_sync_workpass.tex,5991,6,11,IIIB,IIIB,6.5.2,6.5.2,,,sga5:IIIB:equation:6.5.2,,structural_declaration_tag,target_or_formula_declaration,\tag{6.5.2}\label{sga5:IIIB:equation:6.5.2}
SGA5-R9-RESIDUAL-001163,SGA5_English_sync_workpass.tex,5998,6,11,IIIB,IIIB,6.5.3,6.5.3,,,sga5:IIIB:equation:6.5.3,,structural_declaration_tag,target_or_formula_declaration,\tag{6.5.3}\label{sga5:IIIB:equation:6.5.3}
SGA5-R9-RESIDUAL-001164,SGA5_English_sync_workpass.tex,6005,6,11,IIIB,IIIB,6.5.4,6.5.4,,,sga5:IIIB:equation:6.5.4,,structural_declaration_tag,target_or_formula_declaration,\tag{6.5.4}\label{sga5:IIIB:equation:6.5.4}
SGA5-R9-RESIDUAL-001165,SGA5_English_sync_workpass.tex,6010,6,11,IIIB,IIIB,6.5.5,6.5.5,,,sga5:IIIB:equation:6.5.5,,structural_declaration_tag,target_or_formula_declaration,\tag{6.5.5}\label{sga5:IIIB:equation:6.5.5}
SGA5-R9-RESIDUAL-001167,SGA5_English_sync_workpass.tex,6015,6,11,IIIB,IIIB,6.5.6,6.5.6,,,sga5:IIIB:equation:6.5.6,,structural_declaration_tag,target_or_formula_declaration,\tag{6.5.6}\label{sga5:IIIB:equation:6.5.6}
SGA5-R9-RESIDUAL-001170,SGA5_English_sync_workpass.tex,6027,6,11,IIIB,IIIB,6.5.7,6.5.7,,,sga5:IIIB:equation:6.5.7,,structural_declaration_tag,target_or_formula_declaration,\tag{6.5.7}\label{sga5:IIIB:equation:6.5.7}
SGA5-R9-RESIDUAL-001171,SGA5_English_sync_workpass.tex,6039,6,11,IIIB,IIIB,6.5.8,6.5.8,,,sga5:IIIB:equation:6.5.8,,structural_declaration_tag,target_or_formula_declaration,\tag{6.5.8}\label{sga5:IIIB:equation:6.5.8}
SGA5-R9-RESIDUAL-001172,SGA5_English_sync_workpass.tex,6046,6,11,IIIB,IIIB,6.5.9,6.5.9,,,sga5:IIIB:equation:6.5.9,,structural_declaration_tag,target_or_formula_declaration,\tag{6.5.9}\label{sga5:IIIB:equation:6.5.9}
SGA5-R9-RESIDUAL-001175,SGA5_English_sync_workpass.tex,6055,6,12,IIIB,IIIB,6.5.10,6.5.10,,,sga5:IIIB:equation:6.5.10,,structural_declaration_tag,target_or_formula_declaration,\tag{6.5.10}\label{sga5:IIIB:equation:6.5.10}
SGA5-R9-RESIDUAL-001179,SGA5_English_sync_workpass.tex,6063,14,17,IIIB,IIIB,6.6,6.6,,,sga5:IIIB:subsection:6.6,,structural_declaration_tag,target_or_formula_declaration,\subsection*{6.6}\phantomsection\label{sga5:IIIB:subsection:6.6}
SGA5-R9-RESIDUAL-001180,SGA5_English_sync_workpass.tex,6071,6,11,IIIB,IIIB,6.6.1,6.6.1,,,sga5:IIIB:equation:6.6.1,,structural_declaration_tag,target_or_formula_declaration,\tag{6.6.1}\label{sga5:IIIB:equation:6.6.1}
SGA5-R9-RESIDUAL-001186,SGA5_English_sync_workpass.tex,6107,6,11,IIIB,IIIB,6.6.2,6.6.2,,,sga5:IIIB:equation:6.6.2,,structural_declaration_tag,target_or_formula_declaration,\tag{6.6.2}\label{sga5:IIIB:equation:6.6.2}
SGA5-R9-RESIDUAL-001187,SGA5_English_sync_workpass.tex,6116,6,11,IIIB,IIIB,6.6.3,6.6.3,,,sga5:IIIB:equation:6.6.3,,structural_declaration_tag,target_or_formula_declaration,\tag{6.6.3}\label{sga5:IIIB:equation:6.6.3}
SGA5-R9-RESIDUAL-001190,SGA5_English_sync_workpass.tex,6126,6,11,IIIB,IIIB,6.6.4,6.6.4,,,sga5:IIIB:equation:6.6.4,,structural_declaration_tag,target_or_formula_declaration,\tag{6.6.4}\label{sga5:IIIB:equation:6.6.4}
SGA5-R9-RESIDUAL-001195,SGA5_English_sync_workpass.tex,6131,6,11,IIIB,IIIB,6.6.5,6.6.5,,,sga5:IIIB:equation:6.6.5,,structural_declaration_tag,target_or_formula_declaration,\tag{6.6.5}\label{sga5:IIIB:equation:6.6.5}
SGA5-R9-RESIDUAL-001197,SGA5_English_sync_workpass.tex,6142,14,17,IIIB,IIIB,6.7,6.7,,,sga5:IIIB:subsection:6.7,,structural_declaration_tag,target_or_formula_declaration,\subsection*{6.7}\phantomsection\label{sga5:IIIB:subsection:6.7}
SGA5-R9-RESIDUAL-001204,SGA5_English_sync_workpass.tex,6161,6,11,IIIB,IIIB,6.7.1,6.7.1,,,sga5:IIIB:equation:6.7.1,,structural_declaration_tag,target_or_formula_declaration,\tag{6.7.1}\label{sga5:IIIB:equation:6.7.1}
SGA5-R9-RESIDUAL-001205,SGA5_English_sync_workpass.tex,6170,6,11,IIIB,IIIB,6.7.2,6.7.2,,,sga5:IIIB:equation:6.7.2,,structural_declaration_tag,target_or_formula_declaration,\tag{6.7.2}\label{sga5:IIIB:equation:6.7.2}
SGA5-R9-RESIDUAL-001206,SGA5_English_sync_workpass.tex,6181,6,11,IIIB,IIIB,6.7.3,6.7.3,,,sga5:IIIB:equation:6.7.3,,structural_declaration_tag,target_or_formula_declaration,\tag{6.7.3}\label{sga5:IIIB:equation:6.7.3}
SGA5-R9-RESIDUAL-001208,SGA5_English_sync_workpass.tex,6191,6,11,IIIB,IIIB,6.7.4,6.7.4,,,sga5:IIIB:equation:6.7.4,,structural_declaration_tag,target_or_formula_declaration,\tag{6.7.4}\label{sga5:IIIB:equation:6.7.4}
SGA5-R9-RESIDUAL-001209,SGA5_English_sync_workpass.tex,6196,6,11,IIIB,IIIB,6.7.5,6.7.5,,,sga5:IIIB:equation:6.7.5,,structural_declaration_tag,target_or_formula_declaration,\tag{6.7.5}\label{sga5:IIIB:equation:6.7.5}
SGA5-R9-RESIDUAL-001210,SGA5_English_sync_workpass.tex,6199,14,17,IIIB,IIIB,6.8,6.8,,,sga5:IIIB:subsection:6.8,,structural_declaration_tag,target_or_formula_declaration,\subsection*{6.8}\phantomsection\label{sga5:IIIB:subsection:6.8}
SGA5-R9-RESIDUAL-001212,SGA5_English_sync_workpass.tex,6213,6,11,IIIB,IIIB,6.8.1,6.8.1,,,sga5:IIIB:equation:6.8.1,,structural_declaration_tag,target_or_formula_declaration,\tag{6.8.1}\label{sga5:IIIB:equation:6.8.1}
SGA5-R9-RESIDUAL-001215,SGA5_English_sync_workpass.tex,6222,6,11,IIIB,IIIB,6.8.2,6.8.2,,,sga5:IIIB:equation:6.8.2,,structural_declaration_tag,target_or_formula_declaration,\tag{6.8.2}\label{sga5:IIIB:equation:6.8.2}
SGA5-R9-RESIDUAL-001216,SGA5_English_sync_workpass.tex,6230,6,11,IIIB,IIIB,6.8.3,6.8.3,,,sga5:IIIB:equation:6.8.3,,structural_declaration_tag,target_or_formula_declaration,\tag{6.8.3}\label{sga5:IIIB:equation:6.8.3}
SGA5-R9-RESIDUAL-001219,SGA5_English_sync_workpass.tex,6238,14,17,IIIB,IIIB,6.9,6.9,,,sga5:IIIB:subsection:6.9,,structural_declaration_tag,target_or_formula_declaration,\subsection*{6.9}\phantomsection\label{sga5:IIIB:subsection:6.9}
SGA5-R9-RESIDUAL-001224,SGA5_English_sync_workpass.tex,6280,14,18,IIIB,IIIB,6.10,6.10,,,sga5:IIIB:subsection:6.10,,structural_declaration_tag,target_or_formula_declaration,\subsection*{6.10}\phantomsection\label{sga5:IIIB:subsection:6.10}
SGA5-R9-RESIDUAL-001226,SGA5_English_sync_workpass.tex,6290,6,12,IIIB,IIIB,6.10.1,6.10.1,,,sga5:IIIB:equation:6.10.1,,structural_declaration_tag,target_or_formula_declaration,\tag{6.10.1}\label{sga5:IIIB:equation:6.10.1}
SGA5-R9-RESIDUAL-001228,SGA5_English_sync_workpass.tex,6304,6,12,IIIB,IIIB,6.10.2,6.10.2,,,sga5:IIIB:equation:6.10.2,,structural_declaration_tag,target_or_formula_declaration,\tag{6.10.2}\label{sga5:IIIB:equation:6.10.2}
SGA5-R9-RESIDUAL-001230,SGA5_English_sync_workpass.tex,6315,6,12,IIIB,IIIB,6.10.3,6.10.3,,,sga5:IIIB:equation:6.10.3,,structural_declaration_tag,target_or_formula_declaration,\tag{6.10.3}\label{sga5:IIIB:equation:6.10.3}
SGA5-R9-RESIDUAL-001231,SGA5_English_sync_workpass.tex,6320,6,12,IIIB,IIIB,6.10.4,6.10.4,,,sga5:IIIB:equation:6.10.4,,structural_declaration_tag,target_or_formula_declaration,\tag{6.10.4}\label{sga5:IIIB:equation:6.10.4}
SGA5-R9-RESIDUAL-001233,SGA5_English_sync_workpass.tex,6325,6,12,IIIB,IIIB,6.10.5,6.10.5,,,sga5:IIIB:equation:6.10.5,,structural_declaration_tag,target_or_formula_declaration,\tag{6.10.5}\label{sga5:IIIB:equation:6.10.5}
SGA5-R9-RESIDUAL-001234,SGA5_English_sync_workpass.tex,6328,14,18,IIIB,IIIB,6.11,6.11,,,sga5:IIIB:subsection:6.11,,structural_declaration_tag,target_or_formula_declaration,\subsection*{6.11}\phantomsection\label{sga5:IIIB:subsection:6.11}
SGA5-R9-RESIDUAL-001235,SGA5_English_sync_workpass.tex,6335,6,12,IIIB,IIIB,6.11.1,6.11.1,,,sga5:IIIB:equation:6.11.1,,structural_declaration_tag,target_or_formula_declaration,\tag{6.11.1}\label{sga5:IIIB:equation:6.11.1}
SGA5-R9-RESIDUAL-001236,SGA5_English_sync_workpass.tex,6340,6,12,IIIB,IIIB,6.11.2,6.11.2,,,sga5:IIIB:equation:6.11.2,,structural_declaration_tag,target_or_formula_declaration,\tag{6.11.2}\label{sga5:IIIB:equation:6.11.2}
SGA5-R9-RESIDUAL-001238,SGA5_English_sync_workpass.tex,6353,6,12,IIIB,IIIB,6.11.3,6.11.3,,,sga5:IIIB:equation:6.11.3,,structural_declaration_tag,target_or_formula_declaration,\tag{6.11.3}\label{sga5:IIIB:equation:6.11.3}
SGA5-R9-RESIDUAL-001239,SGA5_English_sync_workpass.tex,6358,6,12,IIIB,IIIB,6.11.4,6.11.4,,,sga5:IIIB:equation:6.11.4,,structural_declaration_tag,target_or_formula_declaration,\tag{6.11.4}\label{sga5:IIIB:equation:6.11.4}
SGA5-R9-RESIDUAL-001240,SGA5_English_sync_workpass.tex,6367,6,12,IIIB,IIIB,6.11.5,6.11.5,,,sga5:IIIB:equation:6.11.5,,structural_declaration_tag,target_or_formula_declaration,\tag{6.11.5}\label{sga5:IIIB:equation:6.11.5}
SGA5-R9-RESIDUAL-001241,SGA5_English_sync_workpass.tex,6370,80,84,IIIB,IIIB,6.12,6.12,,proposition,sga5:IIIB:proposition:6.12,,structural_declaration_tag,target_or_formula_declaration,\phantomsection\label{sga5:IIIB:proposition:6.12}\begin{statement}{Proposition 6.12}
SGA5-R9-RESIDUAL-001242,SGA5_English_sync_workpass.tex,6380,6,12,IIIB,IIIB,6.12.1,6.12.1,,,sga5:IIIB:equation:6.12.1,,structural_declaration_tag,target_or_formula_declaration,\tag{6.12.1}\label{sga5:IIIB:equation:6.12.1}
SGA5-R9-RESIDUAL-001245,SGA5_English_sync_workpass.tex,6398,14,18,IIIB,IIIB,6.13,6.13,,,sga5:IIIB:subsection:6.13,,structural_declaration_tag,target_or_formula_declaration,\subsection*{6.13}\phantomsection\label{sga5:IIIB:subsection:6.13}
SGA5-R9-RESIDUAL-001246,SGA5_English_sync_workpass.tex,6461,6,12,IIIB,IIIB,6.13.1,6.13.1,,,sga5:IIIB:equation:6.13.1,,structural_declaration_tag,target_or_formula_declaration,\tag{6.13.1}\label{sga5:IIIB:equation:6.13.1}
SGA5-R9-RESIDUAL-001247,SGA5_English_sync_workpass.tex,6464,14,18,IIIB,IIIB,6.14,6.14,,,sga5:IIIB:subsection:6.14,,structural_declaration_tag,target_or_formula_declaration,\subsection*{6.14}\phantomsection\label{sga5:IIIB:subsection:6.14}
SGA5-R9-RESIDUAL-001248,SGA5_English_sync_workpass.tex,6476,18,21,IIIB,IIIB,3.0,3.0,,,,,typography_layout_geometry_value,positive_tex_layout_or_geometry_syntax,"\node (U1) at (0,3.0) {$U$};"
SGA5-R9-RESIDUAL-001249,SGA5_English_sync_workpass.tex,6477,17,20,IIIB,IIIB,2.8,2.8,,,,,typography_layout_geometry_value,positive_tex_layout_or_geometry_syntax,"\node (C1U) at (2.8,3.0) {$c_1^{-1}(U)$};"
SGA5-R9-RESIDUAL-001250,SGA5_English_sync_workpass.tex,6477,21,24,IIIB,IIIB,3.0,3.0,,,,,typography_layout_geometry_value,positive_tex_layout_or_geometry_syntax,"\node (C1U) at (2.8,3.0) {$c_1^{-1}(U)$};"
SGA5-R9-RESIDUAL-001251,SGA5_English_sync_workpass.tex,6478,17,20,IIIB,IIIB,2.8,2.8,,,,,typography_layout_geometry_value,positive_tex_layout_or_geometry_syntax,"\node (C2U) at (2.8,2.15) {$c_2^{-1}(U)$};"
SGA5-R9-RESIDUAL-001252,SGA5_English_sync_workpass.tex,6478,21,25,IIIB,IIIB,2.15,2.15,,,,,typography_layout_geometry_value,positive_tex_layout_or_geometry_syntax,"\node (C2U) at (2.8,2.15) {$c_2^{-1}(U)$};"
SGA5-R9-RESIDUAL-001253,SGA5_English_sync_workpass.tex,6479,16,19,IIIB,IIIB,5.2,5.2,,,sga5:IIIB:subsubsection:5.2,,typography_layout_geometry_value,positive_tex_layout_or_geometry_syntax,"\node (U2) at (5.2,2.15) {$U$};"
SGA5-R9-RESIDUAL-001254,SGA5_English_sync_workpass.tex,6479,20,24,IIIB,IIIB,2.15,2.15,,,,,typography_layout_geometry_value,positive_tex_layout_or_geometry_syntax,"\node (U2) at (5.2,2.15) {$U$};"
SGA5-R9-RESIDUAL-001255,SGA5_English_sync_workpass.tex,6480,18,22,IIIB,IIIB,1.15,1.15,,,,,typography_layout_geometry_value,positive_tex_layout_or_geometry_syntax,"\node (X1) at (0,1.15) {$X$};"
SGA5-R9-RESIDUAL-001256,SGA5_English_sync_workpass.tex,6481,15,18,IIIB,IIIB,2.8,2.8,,,,,typography_layout_geometry_value,positive_tex_layout_or_geometry_syntax,"\node (C) at (2.8,1.15) {$C$};"
SGA5-R9-RESIDUAL-001257,SGA5_English_sync_workpass.tex,6481,19,23,IIIB,IIIB,1.15,1.15,,,,,typography_layout_geometry_value,positive_tex_layout_or_geometry_syntax,"\node (C) at (2.8,1.15) {$C$};"
SGA5-R9-RESIDUAL-001258,SGA5_English_sync_workpass.tex,6482,16,19,IIIB,IIIB,5.2,5.2,,,sga5:IIIB:subsubsection:5.2,,typography_layout_geometry_value,positive_tex_layout_or_geometry_syntax,"\node (X2) at (5.2,1.15) {$X$};"
SGA5-R9-RESIDUAL-001259,SGA5_English_sync_workpass.tex,6482,20,24,IIIB,IIIB,1.15,1.15,,,,,typography_layout_geometry_value,positive_tex_layout_or_geometry_syntax,"\node (X2) at (5.2,1.15) {$X$};"
SGA5-R9-RESIDUAL-001260,SGA5_English_sync_workpass.tex,6484,18,21,IIIB,IIIB,2.8,2.8,,,,,typography_layout_geometry_value,positive_tex_layout_or_geometry_syntax,"\node (C2XU) at (2.8,0) {$c_2^{-1}(X-U)$};"
SGA5-R9-RESIDUAL-001261,SGA5_English_sync_workpass.tex,6485,17,20,IIIB,IIIB,5.2,5.2,,,sga5:IIIB:subsubsection:5.2,,typography_layout_geometry_value,positive_tex_layout_or_geometry_syntax,"\node (XU2) at (5.2,0) {$X-U$};"
SGA5-R9-RESIDUAL-001262,SGA5_English_sync_workpass.tex,6500,6,12,IIIB,IIIB,6.14.1,6.14.1,,,sga5:IIIB:equation:6.14.1,,structural_declaration_tag,target_or_formula_declaration,\tag{6.14.1}\label{sga5:IIIB:equation:6.14.1}
SGA5-R9-RESIDUAL-001263,SGA5_English_sync_workpass.tex,6509,6,12,IIIB,IIIB,6.14.2,6.14.2,,,sga5:IIIB:equation:6.14.2,,structural_declaration_tag,target_or_formula_declaration,\tag{6.14.2}\label{sga5:IIIB:equation:6.14.2}
SGA5-R9-RESIDUAL-001264,SGA5_English_sync_workpass.tex,6525,6,12,IIIB,IIIB,6.14.3,6.14.3,,,sga5:IIIB:equation:6.14.3,,structural_declaration_tag,target_or_formula_declaration,\tag{6.14.3}\label{sga5:IIIB:equation:6.14.3}
SGA5-R9-RESIDUAL-001265,SGA5_English_sync_workpass.tex,6535,6,12,IIIB,IIIB,6.14.4,6.14.4,,,sga5:IIIB:equation:6.14.4,,structural_declaration_tag,target_or_formula_declaration,\tag{6.14.4}\label{sga5:IIIB:equation:6.14.4}
SGA5-R9-RESIDUAL-001266,SGA5_English_sync_workpass.tex,6549,6,12,IIIB,IIIB,6.14.5,6.14.5,,,sga5:IIIB:equation:6.14.5,,structural_declaration_tag,target_or_formula_declaration,\tag{6.14.5}\label{sga5:IIIB:equation:6.14.5}
SGA5-R9-RESIDUAL-001268,SGA5_English_sync_workpass.tex,6558,6,12,IIIB,IIIB,6.14.6,6.14.6,,,sga5:IIIB:equation:6.14.6,,structural_declaration_tag,target_or_formula_declaration,\tag{6.14.6}\label{sga5:IIIB:equation:6.14.6}
SGA5-R9-RESIDUAL-001269,SGA5_English_sync_workpass.tex,6565,6,12,IIIB,IIIB,6.14.7,6.14.7,,,sga5:IIIB:equation:6.14.7,,structural_declaration_tag,target_or_formula_declaration,\tag{6.14.7}\label{sga5:IIIB:equation:6.14.7}
SGA5-R9-RESIDUAL-001272,SGA5_English_sync_workpass.tex,6577,14,18,IIIB,IIIB,6.15,6.15,,,sga5:IIIB:subsection:6.15,,structural_declaration_tag,target_or_formula_declaration,\subsection*{6.15}\phantomsection\label{sga5:IIIB:subsection:6.15}
SGA5-R9-RESIDUAL-001275,SGA5_English_sync_workpass.tex,6592,80,84,IIIB,IIIB,6.16,6.16,,proposition,sga5:IIIB:proposition:6.16,,structural_declaration_tag,target_or_formula_declaration,\phantomsection\label{sga5:IIIB:proposition:6.16}\begin{statement}{Proposition 6.16}
SGA5-R9-RESIDUAL-001276,SGA5_English_sync_workpass.tex,6599,6,12,IIIB,IIIB,6.16.1,6.16.1,,,sga5:IIIB:equation:6.16.1,,structural_declaration_tag,target_or_formula_declaration,\tag{6.16.1}\label{sga5:IIIB:equation:6.16.1}
SGA5-R9-RESIDUAL-001280,SGA5_English_sync_workpass.tex,6613,76,80,IIIB,IIIB,6.17,6.17,,corollary,sga5:IIIB:corollary:6.17,,structural_declaration_tag,target_or_formula_declaration,\phantomsection\label{sga5:IIIB:corollary:6.17}\begin{statement}{Corollary 6.17}
SGA5-R9-RESIDUAL-001281,SGA5_English_sync_workpass.tex,6620,6,12,IIIB,IIIB,6.17.1,6.17.1,,,sga5:IIIB:equation:6.17.1,,structural_declaration_tag,target_or_formula_declaration,\tag{6.17.1}\label{sga5:IIIB:equation:6.17.1}
SGA5-R9-RESIDUAL-001290,SGA5_English_sync_workpass.tex,6633,14,18,IIIB,IIIB,6.18,6.18,,,sga5:IIIB:subsection:6.18,,structural_declaration_tag,target_or_formula_declaration,\subsection*{6.18}\phantomsection\label{sga5:IIIB:subsection:6.18}
SGA5-R9-RESIDUAL-001291,SGA5_English_sync_workpass.tex,6637,6,12,IIIB,IIIB,6.18.1,6.18.1,,,sga5:IIIB:equation:6.18.1,,structural_declaration_tag,target_or_formula_declaration,\tag{6.18.1}\label{sga5:IIIB:equation:6.18.1}
SGA5-R9-RESIDUAL-001292,SGA5_English_sync_workpass.tex,6644,6,12,IIIB,IIIB,6.18.2,6.18.2,,,sga5:IIIB:equation:6.18.2,,structural_declaration_tag,target_or_formula_declaration,\tag{6.18.2}\label{sga5:IIIB:equation:6.18.2}
SGA5-R9-RESIDUAL-001293,SGA5_English_sync_workpass.tex,6648,70,76,IIIB,IIIB,6.18.3,6.18.3,,lemma,sga5:IIIB:lemma:6.18.3,,structural_declaration_tag,target_or_formula_declaration,\phantomsection\label{sga5:IIIB:lemma:6.18.3}\begin{statement}{Lemma 6.18.3}
SGA5-R9-RESIDUAL-001295,SGA5_English_sync_workpass.tex,6654,80,84,IIIB,IIIB,6.19,6.19,,proposition,sga5:IIIB:proposition:6.19,,structural_declaration_tag,target_or_formula_declaration,\phantomsection\label{sga5:IIIB:proposition:6.19}\begin{statement}{Proposition 6.19}
