residual_id,source_file,source_line,start_column_1based,end_column_1based_exclusive,current_expose,reference_scope,visible_text,base_number,suffix,kind_cue,candidate_labels,destination_label,classification,reason,context
SGA5-R9-RESIDUAL-001163,SGA5_English_sync_workpass.tex,5998,6,11,IIIB,IIIB,6.5.3,6.5.3,,,sga5:IIIB:equation:6.5.3,,structural_declaration_tag,target_or_formula_declaration,\tag{6.5.3}\label{sga5:IIIB:equation:6.5.3}
SGA5-R9-RESIDUAL-001164,SGA5_English_sync_workpass.tex,6005,6,11,IIIB,IIIB,6.5.4,6.5.4,,,sga5:IIIB:equation:6.5.4,,structural_declaration_tag,target_or_formula_declaration,\tag{6.5.4}\label{sga5:IIIB:equation:6.5.4}
SGA5-R9-RESIDUAL-001165,SGA5_English_sync_workpass.tex,6010,6,11,IIIB,IIIB,6.5.5,6.5.5,,,sga5:IIIB:equation:6.5.5,,structural_declaration_tag,target_or_formula_declaration,\tag{6.5.5}\label{sga5:IIIB:equation:6.5.5}
SGA5-R9-RESIDUAL-001166,SGA5_English_sync_workpass.tex,6012,26,31,IIIB,IIIB,5.3.5,5.3.5,,,sga5:IIIB:equation:5.3.5,sga5:IIIB:equation:5.3.5,linked_internal_edge,target_exists_in_prose_no_cue_required,and the evaluation arrow 5.3.5
SGA5-R9-RESIDUAL-001167,SGA5_English_sync_workpass.tex,6015,6,11,IIIB,IIIB,6.5.6,6.5.6,,,sga5:IIIB:equation:6.5.6,,structural_declaration_tag,target_or_formula_declaration,\tag{6.5.6}\label{sga5:IIIB:equation:6.5.6}
SGA5-R9-RESIDUAL-001168,SGA5_English_sync_workpass.tex,6018,57,62,IIIB,IIIB,6.5.3,6.5.3,,,sga5:IIIB:equation:6.5.3,sga5:IIIB:equation:6.5.3,linked_internal_edge,target_exists_in_prose_no_cue_required,"It follows at once from the definition that, for $X=S$, 6.5.3 coincides with the arrow"
SGA5-R9-RESIDUAL-001169,SGA5_English_sync_workpass.tex,6022,4,9,IIIB,IIIB,5.6.1,5.6.1,,,sga5:IIIB:equation:5.6.1,sga5:IIIB:equation:5.6.1,linked_internal_edge,target_exists_and_reference_context,of 5.6.1. Composing the arrow deduced from \hyperref[sga5:IIIB:equation:6.5.3]{6.5.3} by applying $i^cc^!$ w
SGA5-R9-RESIDUAL-001170,SGA5_English_sync_workpass.tex,6027,6,11,IIIB,IIIB,6.5.7,6.5.7,,,sga5:IIIB:equation:6.5.7,,structural_declaration_tag,target_or_formula_declaration,\tag{6.5.7}\label{sga5:IIIB:equation:6.5.7}
SGA5-R9-RESIDUAL-001171,SGA5_English_sync_workpass.tex,6039,6,11,IIIB,IIIB,6.5.8,6.5.8,,,sga5:IIIB:equation:6.5.8,,structural_declaration_tag,target_or_formula_declaration,\tag{6.5.8}\label{sga5:IIIB:equation:6.5.8}
SGA5-R9-RESIDUAL-001172,SGA5_English_sync_workpass.tex,6046,6,11,IIIB,IIIB,6.5.9,6.5.9,,,sga5:IIIB:equation:6.5.9,,structural_declaration_tag,target_or_formula_declaration,\tag{6.5.9}\label{sga5:IIIB:equation:6.5.9}
SGA5-R9-RESIDUAL-001173,SGA5_English_sync_workpass.tex,6048,90,95,IIIB,IIIB,6.5.8,6.5.8,,,sga5:IIIB:equation:6.5.8,sga5:IIIB:equation:6.5.8,linked_internal_edge,explicit_same_volume_sga5_reference,"We again write $\Tr_A$ for the composites of \hyperref[sga5:IIIB:equation:6.5.3]{6.5.3}, 6.5.8, 6.5.9 with the arrows deduced from the canonical arrow"
SGA5-R9-RESIDUAL-001174,SGA5_English_sync_workpass.tex,6048,97,102,IIIB,IIIB,6.5.9,6.5.9,,,sga5:IIIB:equation:6.5.9,sga5:IIIB:equation:6.5.9,linked_internal_edge,explicit_same_volume_sga5_reference,"We again write $\Tr_A$ for the composites of \hyperref[sga5:IIIB:equation:6.5.3]{6.5.3}, 6.5.8, 6.5.9 with the arrows deduced from the canonical arrow"
SGA5-R9-RESIDUAL-001175,SGA5_English_sync_workpass.tex,6055,6,12,IIIB,IIIB,6.5.10,6.5.10,,,sga5:IIIB:equation:6.5.10,,structural_declaration_tag,target_or_formula_declaration,\tag{6.5.10}\label{sga5:IIIB:equation:6.5.10}
SGA5-R9-RESIDUAL-001176,SGA5_English_sync_workpass.tex,6057,23,32,IIIB,III,III 4.2.5,4.2.5,,,sga5:III:equation:4.2.5,sga5:III:equation:4.2.5,linked_internal_edge,target_exists_and_reference_context,"with the notation of (III 4.2.5), where $1$ denotes the diagonal correspondence. More precisely, the arrow"
SGA5-R9-RESIDUAL-001177,SGA5_English_sync_workpass.tex,6061,12,17,IIIB,IIIB,6.5.8,6.5.8,,,sga5:IIIB:equation:6.5.8,sga5:IIIB:equation:6.5.8,linked_internal_edge,target_exists_in_prose_no_cue_required,"adjoint to 6.5.8 is the one defined by (III 4.2.4') with $X_1=X_2$, $L_1=L_2$, $d=\delta$, and the diagonal correspo"
SGA5-R9-RESIDUAL-001178,SGA5_English_sync_workpass.tex,6061,41,50,IIIB,III,III 4.2.4,4.2.4,,,sga5:III:equation:4.2.4,sga5:III:equation:4.2.4,linked_internal_edge,target_exists_and_reference_context,"adjoint to 6.5.8 is the one defined by (III 4.2.4') with $X_1=X_2$, $L_1=L_2$, $d=\delta$, and the diagonal correspondence $1\in\Hom(L,L)$."
SGA5-R9-RESIDUAL-001179,SGA5_English_sync_workpass.tex,6063,14,17,IIIB,IIIB,6.6,6.6,,,sga5:IIIB:subsection:6.6,,structural_declaration_tag,target_or_formula_declaration,\subsection*{6.6}\phantomsection\label{sga5:IIIB:subsection:6.6}
SGA5-R9-RESIDUAL-001180,SGA5_English_sync_workpass.tex,6071,6,11,IIIB,IIIB,6.6.1,6.6.1,,,sga5:IIIB:equation:6.6.1,,structural_declaration_tag,target_or_formula_declaration,\tag{6.6.1}\label{sga5:IIIB:equation:6.6.1}
SGA5-R9-RESIDUAL-001181,SGA5_English_sync_workpass.tex,6081,21,26,IIIB,IIIB,6.4.1,6.4.1,,,sga5:IIIB:equation:6.4.1,sga5:IIIB:equation:6.4.1,linked_internal_edge,target_exists_in_prose_no_cue_required,"by the isomorphisms 6.4.1, then with"
SGA5-R9-RESIDUAL-001182,SGA5_English_sync_workpass.tex,6086,4,9,IIIB,IIIB,5.3.1,5.3.1,,,sga5:IIIB:equation:5.3.1,sga5:IIIB:equation:5.3.1,linked_internal_edge,target_exists_and_reference_context,by 5.3.1. This object is sent to
SGA5-R9-RESIDUAL-001183,SGA5_English_sync_workpass.tex,6090,48,53,IIIB,IIIB,5.3.6,5.3.6,,,sga5:IIIB:equation:5.3.6,sga5:IIIB:equation:5.3.6,linked_internal_edge,target_exists_in_prose_no_cue_required,by the tensor product of the evaluation arrows 5.3.6. Finally $R$ is identified with
SGA5-R9-RESIDUAL-001184,SGA5_English_sync_workpass.tex,6094,135,144,IIIB,III,III 1.7.6,1.7.6,,,sga5:III:equation:1.7.6,sga5:III:equation:1.7.6,linked_internal_edge,explicit_same_volume_sga5_reference,"8.2]{5.8.2}, and then with $KA_{X,L_{\natural}}$ by \hyperref[sga5:IIIB:equation:6.5.2]{6.5.2} and (III 1.7.6)."
SGA5-R9-RESIDUAL-001185,SGA5_English_sync_workpass.tex,6100,69,76,IIIB,III,III 4.2,4.2,,,sga5:III:subsection:4.2,sga5:III:subsection:4.2,linked_internal_edge,explicit_same_volume_sga5_reference,"one deduces from \hyperref[sga5:IIIB:equation:6.6.1]{6.6.1}, as in (III 4.2), a pairing"
SGA5-R9-RESIDUAL-001186,SGA5_English_sync_workpass.tex,6107,6,11,IIIB,IIIB,6.6.2,6.6.2,,,sga5:IIIB:equation:6.6.2,,structural_declaration_tag,target_or_formula_declaration,\tag{6.6.2}\label{sga5:IIIB:equation:6.6.2}
SGA5-R9-RESIDUAL-001187,SGA5_English_sync_workpass.tex,6116,6,11,IIIB,IIIB,6.6.3,6.6.3,,,sga5:IIIB:equation:6.6.3,,structural_declaration_tag,target_or_formula_declaration,\tag{6.6.3}\label{sga5:IIIB:equation:6.6.3}
SGA5-R9-RESIDUAL-001188,SGA5_English_sync_workpass.tex,6118,116,123,IIIB,III,III 5.2,5.2,,,sga5:III:subsection:5.2,sga5:III:subsection:5.2,linked_internal_edge,target_exists_and_reference_context,"cult to extend to the non-commutative case the notion of composition of correspondences studied in (III 5.2), and one checks that, for"
SGA5-R9-RESIDUAL-001189,SGA5_English_sync_workpass.tex,6123,35,44,IIIB,III,III 5.2.9,5.2.9,,,sga5:III:equation:5.2.9,sga5:III:equation:5.2.9,linked_internal_edge,target_exists_and_reference_context,one has the formula analogous to (III 5.2.9)
SGA5-R9-RESIDUAL-001190,SGA5_English_sync_workpass.tex,6126,6,11,IIIB,IIIB,6.6.4,6.6.4,,,sga5:IIIB:equation:6.6.4,,structural_declaration_tag,target_or_formula_declaration,\tag{6.6.4}\label{sga5:IIIB:equation:6.6.4}
SGA5-R9-RESIDUAL-001191,SGA5_English_sync_workpass.tex,6128,24,31,IIIB,III,III 4.4,4.4,,,sga5:III:theorem:4.4,sga5:III:theorem:4.4,linked_internal_edge,target_exists_and_reference_context,"The Lefschetz formula (III 4.4) generalizes without difficulty in this context. Given proper $S$-morphisms $f_i:X_i\to Y_i$ $(i=1,"
SGA5-R9-RESIDUAL-001192,SGA5_English_sync_workpass.tex,6128,159,168,IIIB,III,III 4.4.0,4.4.0,,,sga5:III:equation:4.4.0,sga5:III:equation:4.4.0,linked_internal_edge,target_exists_and_reference_context,"ulty in this context. Given proper $S$-morphisms $f_i:X_i\to Y_i$ $(i=1,2)$ and a commutative cube (III 4.4.0), for $L_i\in\Ob D_{\mathrm{ctf}}({}_AX_i)$ one has a commutative square analogous to (III 4.4.1), "
SGA5-R9-RESIDUAL-001193,SGA5_English_sync_workpass.tex,6128,256,265,IIIB,III,III 4.4.1,4.4.1,,,sga5:III:equation:4.4.1,sga5:III:equation:4.4.1,linked_internal_edge,target_exists_and_reference_context,"e (III 4.4.0), for $L_i\in\Ob D_{\mathrm{ctf}}({}_AX_i)$ one has a commutative square analogous to (III 4.4.1), with $K_C$ (resp. $K_D$) replaced by $KA_{C,L_{\natural}}$ (resp. $KA_{D,L_{\natural}}$), and a f"
SGA5-R9-RESIDUAL-001194,SGA5_English_sync_workpass.tex,6128,386,395,IIIB,III,III 4.5.1,4.5.1,,,sga5:III:equation:4.5.1,sga5:III:equation:4.5.1,linked_internal_edge,target_exists_and_reference_context,"$K_D$) replaced by $KA_{C,L_{\natural}}$ (resp. $KA_{D,L_{\natural}}$), and a formula analogous to (III 4.5.1), in $H^0(D,KA_{D,L_{\natural}})$:"
SGA5-R9-RESIDUAL-001195,SGA5_English_sync_workpass.tex,6131,6,11,IIIB,IIIB,6.6.5,6.6.5,,,sga5:IIIB:equation:6.6.5,,structural_declaration_tag,target_or_formula_declaration,\tag{6.6.5}\label{sga5:IIIB:equation:6.6.5}
SGA5-R9-RESIDUAL-001196,SGA5_English_sync_workpass.tex,6137,31,40,IIIB,III,III 4.4.1,4.4.1,,,sga5:III:equation:4.4.1,sga5:III:equation:4.4.1,linked_internal_edge,target_exists_and_reference_context,is deduced from arrow (4) of (III 4.4.1) by tensoring with
SGA5-R9-RESIDUAL-001197,SGA5_English_sync_workpass.tex,6142,14,17,IIIB,IIIB,6.7,6.7,,,sga5:IIIB:subsection:6.7,,structural_declaration_tag,target_or_formula_declaration,\subsection*{6.7}\phantomsection\label{sga5:IIIB:subsection:6.7}
SGA5-R9-RESIDUAL-001198,SGA5_English_sync_workpass.tex,6143,201,206,IIIB,IIIB,6.5.3,6.5.3,,,sga5:IIIB:equation:6.5.3,sga5:IIIB:equation:6.5.3,linked_internal_edge,target_exists_and_reference_context," flat $\Lambda$-algebras. With respect to extension and restriction of scalars, the arrows $\Tr_A$ (6.5.3, 6.5.8, 6.5.9) behave like the arrows $\Tr_A$ of \hyperref[sga5:IIIB:equation:5.6.1]{5.6.1}, 5.6.2."
SGA5-R9-RESIDUAL-001199,SGA5_English_sync_workpass.tex,6143,208,213,IIIB,IIIB,6.5.8,6.5.8,,,sga5:IIIB:equation:6.5.8,sga5:IIIB:equation:6.5.8,linked_internal_edge,target_exists_in_prose_no_cue_required,"\Lambda$-algebras. With respect to extension and restriction of scalars, the arrows $\Tr_A$ (6.5.3, 6.5.8, 6.5.9) behave like the arrows $\Tr_A$ of \hyperref[sga5:IIIB:equation:5.6.1]{5.6.1}, 5.6.2. The po"
SGA5-R9-RESIDUAL-001200,SGA5_English_sync_workpass.tex,6143,215,220,IIIB,IIIB,6.5.9,6.5.9,,,sga5:IIIB:equation:6.5.9,sga5:IIIB:equation:6.5.9,linked_internal_edge,target_exists_in_prose_no_cue_required,"$-algebras. With respect to extension and restriction of scalars, the arrows $\Tr_A$ (6.5.3, 6.5.8, 6.5.9) behave like the arrows $\Tr_A$ of \hyperref[sga5:IIIB:equation:5.6.1]{5.6.1}, 5.6.2. The point is "
SGA5-R9-RESIDUAL-001201,SGA5_English_sync_workpass.tex,6143,300,305,IIIB,IIIB,5.6.2,5.6.2,,,sga5:IIIB:equation:5.6.2,sga5:IIIB:equation:5.6.2,linked_internal_edge,explicit_same_volume_sga5_reference,"(6.5.3, 6.5.8, 6.5.9) behave like the arrows $\Tr_A$ of \hyperref[sga5:IIIB:equation:5.6.1]{5.6.1}, 5.6.2. The point is that, if $f$ is an $S$-morphism, the functors $(f^*,f_*,f_!,f^!)$ commute with extens"
SGA5-R9-RESIDUAL-001202,SGA5_English_sync_workpass.tex,6153,39,44,IIIB,IIIB,5.9.1,5.9.1,,,sga5:IIIB:equation:5.9.1,sga5:IIIB:equation:5.9.1,linked_internal_edge,target_exists_in_prose_no_cue_required,"Thus the commutativity of the squares 5.9.1, 5.9.2 implies the commutativity of the square"
SGA5-R9-RESIDUAL-001203,SGA5_English_sync_workpass.tex,6153,46,51,IIIB,IIIB,5.9.2,5.9.2,,,sga5:IIIB:equation:5.9.2,sga5:IIIB:equation:5.9.2,linked_internal_edge,target_exists_in_prose_no_cue_required,"Thus the commutativity of the squares 5.9.1, 5.9.2 implies the commutativity of the square"
SGA5-R9-RESIDUAL-001204,SGA5_English_sync_workpass.tex,6161,6,11,IIIB,IIIB,6.7.1,6.7.1,,,sga5:IIIB:equation:6.7.1,,structural_declaration_tag,target_or_formula_declaration,\tag{6.7.1}\label{sga5:IIIB:equation:6.7.1}
SGA5-R9-RESIDUAL-001205,SGA5_English_sync_workpass.tex,6170,6,11,IIIB,IIIB,6.7.2,6.7.2,,,sga5:IIIB:equation:6.7.2,,structural_declaration_tag,target_or_formula_declaration,\tag{6.7.2}\label{sga5:IIIB:equation:6.7.2}
SGA5-R9-RESIDUAL-001206,SGA5_English_sync_workpass.tex,6181,6,11,IIIB,IIIB,6.7.3,6.7.3,,,sga5:IIIB:equation:6.7.3,,structural_declaration_tag,target_or_formula_declaration,\tag{6.7.3}\label{sga5:IIIB:equation:6.7.3}
SGA5-R9-RESIDUAL-001207,SGA5_English_sync_workpass.tex,6183,166,172,IIIB,IIIB,5.10.9,5.10.9,,,sga5:IIIB:proposition:5.10.9,sga5:IIIB:proposition:5.10.9,linked_internal_edge,explicit_same_volume_sga5_reference,":IIIB:equation:6.5.2]{(6.5.2)}. It follows from \hyperref[sga5:IIIB:proposition:5.10.6]{5.10.6} and 5.10.9 that, for $L\in\Ob D_{\mathrm{ctf}}({}_BX)$, there is a commutative square"
SGA5-R9-RESIDUAL-001208,SGA5_English_sync_workpass.tex,6191,6,11,IIIB,IIIB,6.7.4,6.7.4,,,sga5:IIIB:equation:6.7.4,,structural_declaration_tag,target_or_formula_declaration,\tag{6.7.4}\label{sga5:IIIB:equation:6.7.4}
SGA5-R9-RESIDUAL-001209,SGA5_English_sync_workpass.tex,6196,6,11,IIIB,IIIB,6.7.5,6.7.5,,,sga5:IIIB:equation:6.7.5,,structural_declaration_tag,target_or_formula_declaration,\tag{6.7.5}\label{sga5:IIIB:equation:6.7.5}
SGA5-R9-RESIDUAL-001210,SGA5_English_sync_workpass.tex,6199,14,17,IIIB,IIIB,6.8,6.8,,,sga5:IIIB:subsection:6.8,,structural_declaration_tag,target_or_formula_declaration,\subsection*{6.8}\phantomsection\label{sga5:IIIB:subsection:6.8}
SGA5-R9-RESIDUAL-001211,SGA5_English_sync_workpass.tex,6208,37,44,IIIB,III,III 5.3,5.3,,,sga5:III:subsection:5.3,sga5:III:subsection:5.3,linked_internal_edge,target_exists_and_reference_context,"Put $R=A\otimes_{\Lambda}B$. As in (III 5.3), one defines the external tensor product"
SGA5-R9-RESIDUAL-001212,SGA5_English_sync_workpass.tex,6213,6,11,IIIB,IIIB,6.8.1,6.8.1,,,sga5:IIIB:equation:6.8.1,,structural_declaration_tag,target_or_formula_declaration,\tag{6.8.1}\label{sga5:IIIB:equation:6.8.1}
SGA5-R9-RESIDUAL-001213,SGA5_English_sync_workpass.tex,6215,62,68,IIIB,IIIB,5.12.1,5.12.1,,,sga5:IIIB:equation:5.12.1,sga5:IIIB:equation:5.12.1,linked_internal_edge,target_exists_in_prose_no_cue_required,"and one deduces easily from the commutativity of the squares 5.12.1, 5.12.3 that, for"
SGA5-R9-RESIDUAL-001214,SGA5_English_sync_workpass.tex,6215,70,76,IIIB,IIIB,5.12.3,5.12.3,,,sga5:IIIB:equation:5.12.3,sga5:IIIB:equation:5.12.3,linked_internal_edge,target_exists_in_prose_no_cue_required,"and one deduces easily from the commutativity of the squares 5.12.1, 5.12.3 that, for"
SGA5-R9-RESIDUAL-001215,SGA5_English_sync_workpass.tex,6222,6,11,IIIB,IIIB,6.8.2,6.8.2,,,sga5:IIIB:equation:6.8.2,,structural_declaration_tag,target_or_formula_declaration,\tag{6.8.2}\label{sga5:IIIB:equation:6.8.2}
SGA5-R9-RESIDUAL-001216,SGA5_English_sync_workpass.tex,6230,6,11,IIIB,IIIB,6.8.3,6.8.3,,,sga5:IIIB:equation:6.8.3,,structural_declaration_tag,target_or_formula_declaration,\tag{6.8.3}\label{sga5:IIIB:equation:6.8.3}
SGA5-R9-RESIDUAL-001217,SGA5_English_sync_workpass.tex,6236,11,20,IIIB,III,III 1.7.6,1.7.6,,,sga5:III:equation:1.7.6,sga5:III:equation:1.7.6,linked_internal_edge,target_exists_and_reference_context,given by (III 1.7.6) and arrow (4) of 5.9.1.
SGA5-R9-RESIDUAL-001218,SGA5_English_sync_workpass.tex,6236,39,44,IIIB,IIIB,5.9.1,5.9.1,,,sga5:IIIB:equation:5.9.1,sga5:IIIB:equation:5.9.1,linked_internal_edge,target_exists_and_reference_context,given by (III 1.7.6) and arrow (4) of 5.9.1.
SGA5-R9-RESIDUAL-001219,SGA5_English_sync_workpass.tex,6238,14,17,IIIB,IIIB,6.9,6.9,,,sga5:IIIB:subsection:6.9,,structural_declaration_tag,target_or_formula_declaration,\subsection*{6.9}\phantomsection\label{sga5:IIIB:subsection:6.9}
SGA5-R9-RESIDUAL-001220,SGA5_English_sync_workpass.tex,6254,560,563,IIIB,IIIB,6.2,6.2,,,sga5:IIIB:subsection:6.2,sga5:IIIB:subsection:6.2,linked_internal_edge,target_exists_in_prose_no_cue_required,iant compactifications. We leave to the reader the task of paraphrasing the definitions and results 6.2 to 6.8 in the setting of $G$-$S$-schemes.
SGA5-R9-RESIDUAL-001221,SGA5_English_sync_workpass.tex,6254,567,570,IIIB,IIIB,6.8,6.8,,,sga5:IIIB:subsection:6.8,sga5:IIIB:subsection:6.8,linked_internal_edge,target_exists_in_prose_no_cue_required,mpactifications. We leave to the reader the task of paraphrasing the definitions and results 6.2 to 6.8 in the setting of $G$-$S$-schemes.
SGA5-R9-RESIDUAL-001222,SGA5_English_sync_workpass.tex,6260,271,276,IIIB,IIIB,6.4.1,6.4.1,,,sga5:IIIB:equation:6.4.1,sga5:IIIB:equation:6.4.1,linked_internal_edge,target_exists_in_prose_no_cue_required,"$ acts trivially on $X_i$ $(i=1,2)$ and $L_i\in\Ob D_{\mathrm{ctf}}({}_{A[G]}X_i)$, the isomorphism 6.4.1 in $D(G,X)$ refines to an isomorphism"
SGA5-R9-RESIDUAL-001223,SGA5_English_sync_workpass.tex,6266,57,60,IIIB,IIIB,6.5,6.5,,,sga5:IIIB:subsection:6.5,sga5:IIIB:subsection:6.5,linked_internal_edge,target_exists_in_prose_no_cue_required,"It follows that, in a $G$-equivariant situation of type 6.5, with trivial action of $G$ on the spaces, and with $L\in\Ob D_{\mathrm{ctf}}({}_{A[G]}X)\subset D_"
SGA5-R9-RESIDUAL-001224,SGA5_English_sync_workpass.tex,6280,14,18,IIIB,IIIB,6.10,6.10,,,sga5:IIIB:subsection:6.10,,structural_declaration_tag,target_or_formula_declaration,\subsection*{6.10}\phantomsection\label{sga5:IIIB:subsection:6.10}
SGA5-R9-RESIDUAL-001225,SGA5_English_sync_workpass.tex,6285,1,6,IIIB,IIIB,6.5.9,6.5.9,,,sga5:IIIB:equation:6.5.9,sga5:IIIB:equation:6.5.9,linked_internal_edge,target_exists_in_prose_no_cue_required,6.5.9 gives a local trace
SGA5-R9-RESIDUAL-001226,SGA5_English_sync_workpass.tex,6290,6,12,IIIB,IIIB,6.10.1,6.10.1,,,sga5:IIIB:equation:6.10.1,,structural_declaration_tag,target_or_formula_declaration,\tag{6.10.1}\label{sga5:IIIB:equation:6.10.1}
SGA5-R9-RESIDUAL-001227,SGA5_English_sync_workpass.tex,6301,80,86,IIIB,IIIB,5.11.2,5.11.2,,,sga5:IIIB:equation:5.11.2,sga5:IIIB:equation:5.11.2,linked_internal_edge,explicit_same_volume_sga5_reference,defined by $x$. It follows from \hyperref[sga5:IIIB:equation:6.7.5]{6.7.5} and 5.11.2 that
SGA5-R9-RESIDUAL-001228,SGA5_English_sync_workpass.tex,6304,6,12,IIIB,IIIB,6.10.2,6.10.2,,,sga5:IIIB:equation:6.10.2,,structural_declaration_tag,target_or_formula_declaration,\tag{6.10.2}\label{sga5:IIIB:equation:6.10.2}
SGA5-R9-RESIDUAL-001229,SGA5_English_sync_workpass.tex,6312,165,171,IIIB,IIIB,6.10.2,6.10.2,,,sga5:IIIB:equation:6.10.2,sga5:IIIB:equation:6.10.2,linked_internal_edge,target_exists_in_prose_no_cue_required,"lication by $g:c_1^*L\to c_1^*L$. We have $L\in\Ob D_{\mathrm{ctf}}({}_{\Lambda[Z_g]}X)$, and hence 6.10.2 implies"
SGA5-R9-RESIDUAL-001230,SGA5_English_sync_workpass.tex,6315,6,12,IIIB,IIIB,6.10.3,6.10.3,,,sga5:IIIB:equation:6.10.3,,structural_declaration_tag,target_or_formula_declaration,\tag{6.10.3}\label{sga5:IIIB:equation:6.10.3}
SGA5-R9-RESIDUAL-001231,SGA5_English_sync_workpass.tex,6320,6,12,IIIB,IIIB,6.10.4,6.10.4,,,sga5:IIIB:equation:6.10.4,,structural_declaration_tag,target_or_formula_declaration,\tag{6.10.4}\label{sga5:IIIB:equation:6.10.4}
SGA5-R9-RESIDUAL-001232,SGA5_English_sync_workpass.tex,6322,14,20,IIIB,IIIB,6.10.3,6.10.3,,,sga5:IIIB:equation:6.10.3,sga5:IIIB:equation:6.10.3,linked_internal_edge,target_exists_in_prose_no_cue_required,"which allows 6.10.3 to be rewritten, if desired, in the form"
SGA5-R9-RESIDUAL-001233,SGA5_English_sync_workpass.tex,6325,6,12,IIIB,IIIB,6.10.5,6.10.5,,,sga5:IIIB:equation:6.10.5,,structural_declaration_tag,target_or_formula_declaration,\tag{6.10.5}\label{sga5:IIIB:equation:6.10.5}
SGA5-R9-RESIDUAL-001234,SGA5_English_sync_workpass.tex,6328,14,18,IIIB,IIIB,6.11,6.11,,,sga5:IIIB:subsection:6.11,,structural_declaration_tag,target_or_formula_declaration,\subsection*{6.11}\phantomsection\label{sga5:IIIB:subsection:6.11}
SGA5-R9-RESIDUAL-001235,SGA5_English_sync_workpass.tex,6335,6,12,IIIB,IIIB,6.11.1,6.11.1,,,sga5:IIIB:equation:6.11.1,,structural_declaration_tag,target_or_formula_declaration,\tag{6.11.1}\label{sga5:IIIB:equation:6.11.1}
SGA5-R9-RESIDUAL-001236,SGA5_English_sync_workpass.tex,6340,6,12,IIIB,IIIB,6.11.2,6.11.2,,,sga5:IIIB:equation:6.11.2,,structural_declaration_tag,target_or_formula_declaration,\tag{6.11.2}\label{sga5:IIIB:equation:6.11.2}
SGA5-R9-RESIDUAL-001237,SGA5_English_sync_workpass.tex,6342,138,143,IIIB,IIIB,6.5.1,6.5.1,,,sga5:IIIB:equation:6.5.1,sga5:IIIB:equation:6.5.1,linked_internal_edge,explicit_same_volume_sga5_reference,"5:IIIB:equation:6.11.1]{6.11.1} on the schemes of fixed points of $c$ and $d$, with the notation of 6.5.1. Let $L\in\Ob D_{\mathrm{ctf}}(G,{}_AX)$, and let"
SGA5-R9-RESIDUAL-001238,SGA5_English_sync_workpass.tex,6353,6,12,IIIB,IIIB,6.11.3,6.11.3,,,sga5:IIIB:equation:6.11.3,,structural_declaration_tag,target_or_formula_declaration,\tag{6.11.3}\label{sga5:IIIB:equation:6.11.3}
SGA5-R9-RESIDUAL-001239,SGA5_English_sync_workpass.tex,6358,6,12,IIIB,IIIB,6.11.4,6.11.4,,,sga5:IIIB:equation:6.11.4,,structural_declaration_tag,target_or_formula_declaration,\tag{6.11.4}\label{sga5:IIIB:equation:6.11.4}
SGA5-R9-RESIDUAL-001240,SGA5_English_sync_workpass.tex,6367,6,12,IIIB,IIIB,6.11.5,6.11.5,,,sga5:IIIB:equation:6.11.5,,structural_declaration_tag,target_or_formula_declaration,\tag{6.11.5}\label{sga5:IIIB:equation:6.11.5}
SGA5-R9-RESIDUAL-001241,SGA5_English_sync_workpass.tex,6370,80,84,IIIB,IIIB,6.12,6.12,,proposition,sga5:IIIB:proposition:6.12,,structural_declaration_tag,target_or_formula_declaration,\phantomsection\label{sga5:IIIB:proposition:6.12}\begin{statement}{Proposition 6.12}
SGA5-R9-RESIDUAL-001242,SGA5_English_sync_workpass.tex,6380,6,12,IIIB,IIIB,6.12.1,6.12.1,,,sga5:IIIB:equation:6.12.1,,structural_declaration_tag,target_or_formula_declaration,\tag{6.12.1}\label{sga5:IIIB:equation:6.12.1}
SGA5-R9-RESIDUAL-001243,SGA5_English_sync_workpass.tex,6396,5,11,IIIB,IIIB,6.12.1,6.12.1,,,sga5:IIIB:equation:6.12.1,sga5:IIIB:equation:6.12.1,linked_internal_edge,target_exists_in_prose_no_cue_required,and 6.12.1 therefore follows from the Lefschetz formula (III 4.5.1).
SGA5-R9-RESIDUAL-001244,SGA5_English_sync_workpass.tex,6396,58,67,IIIB,III,III 4.5.1,4.5.1,,,sga5:III:equation:4.5.1,sga5:III:equation:4.5.1,linked_internal_edge,target_exists_and_reference_context,and 6.12.1 therefore follows from the Lefschetz formula (III 4.5.1).
SGA5-R9-RESIDUAL-001245,SGA5_English_sync_workpass.tex,6398,14,18,IIIB,IIIB,6.13,6.13,,,sga5:IIIB:subsection:6.13,,structural_declaration_tag,target_or_formula_declaration,\subsection*{6.13}\phantomsection\label{sga5:IIIB:subsection:6.13}
SGA5-R9-RESIDUAL-001246,SGA5_English_sync_workpass.tex,6461,6,12,IIIB,IIIB,6.13.1,6.13.1,,,sga5:IIIB:equation:6.13.1,,structural_declaration_tag,target_or_formula_declaration,\tag{6.13.1}\label{sga5:IIIB:equation:6.13.1}
SGA5-R9-RESIDUAL-001247,SGA5_English_sync_workpass.tex,6464,14,18,IIIB,IIIB,6.14,6.14,,,sga5:IIIB:subsection:6.14,,structural_declaration_tag,target_or_formula_declaration,\subsection*{6.14}\phantomsection\label{sga5:IIIB:subsection:6.14}
