reference_id,source_file,source_line,source_column,command,target_label,raw_tex,visible_text,compiled_target_number,compiled_target_page,target_file,target_line,label_resolved,aux_resolved
REF-000349,components/sga4half_5_en.tex,151,2,ref,V:1-2,\ref{V:1-2},1.2,1.2,83,components/sga4half_5_en.tex,41,true,true
REF-000350,components/sga4half_5_en.tex,151,53,ref,V:1-3,\ref{V:1-3},1.3,1.3,84,components/sga4half_5_en.tex,72,true,true
REF-000351,components/sga4half_5_en.tex,152,14,ref,V:1-3,\ref{V:1-3},1.3,1.3,84,components/sga4half_5_en.tex,72,true,true
REF-000352,components/sga4half_5_en.tex,187,20,eqref,V:eq:2-1-1,\eqref{V:eq:2-1-1},(2.1.1),2.1.1,85,components/sga4half_5_en.tex,176,true,true
REF-000353,components/sga4half_5_en.tex,212,14,ref,V:1-3,\ref{V:1-3},1.3,1.3,84,components/sga4half_5_en.tex,72,true,true
REF-000354,components/sga4half_5_en.tex,215,41,ref,V:1-3,\ref{V:1-3},1.3,1.3,84,components/sga4half_5_en.tex,72,true,true
REF-000355,components/sga4half_5_en.tex,232,29,ref,V:1-2,\ref{V:1-2},1.2,1.2,83,components/sga4half_5_en.tex,41,true,true
REF-000356,components/sga4half_5_en.tex,237,10,ref,V:2-2,\ref{V:2-2},2.2,2.2,85,components/sga4half_5_en.tex,191,true,true
REF-000357,components/sga4half_5_en.tex,240,24,hyperref,IV,\hyperref[IV]{Cycle},Cycle,4,67,components/sga4half_4_en.tex,3,true,true
REF-000358,components/sga4half_5_en.tex,240,46,ref,IV:2-1-5,\ref{IV:2-1-5},2.1.5,2.1.5,73,components/sga4half_4_en.tex,609,true,true
REF-000359,components/sga4half_5_en.tex,286,4,ref,V:1-3,\ref{V:1-3},1.3,1.3,84,components/sga4half_5_en.tex,72,true,true
REF-000360,components/sga4half_5_en.tex,287,1,eqref,V:eq:2-5-2,\eqref{V:eq:2-5-2},(2.5.2),2.5.2,86,components/sga4half_5_en.tex,256,true,true
REF-000361,components/sga4half_5_en.tex,288,1,eqref,V:eq:2-5-3,\eqref{V:eq:2-5-3},(2.5.3),2.5.3,86,components/sga4half_5_en.tex,275,true,true
REF-000362,components/sga4half_5_en.tex,292,51,ref,V:2-4,\ref{V:2-4},2.4,2.4,85,components/sga4half_5_en.tex,219,true,true
REF-000363,components/sga4half_5_en.tex,296,19,ref,V:2-4,\ref{V:2-4},2.4,2.4,85,components/sga4half_5_en.tex,219,true,true
REF-000364,components/sga4half_5_en.tex,331,10,eqref,V:eq:2-5-2,\eqref{V:eq:2-5-2},(2.5.2),2.5.2,86,components/sga4half_5_en.tex,256,true,true
REF-000365,components/sga4half_5_en.tex,343,2,hyperref,I,\hyperref[I]{Arcata},Arcata,1,1,components/sga4half_1_en.tex,3,true,true
REF-000366,components/sga4half_5_en.tex,343,23,ref,I:eq:6-2-3-3,\ref{I:eq:6-2-3-3},6.2.2.3,6.2.2.3,34,components/sga4half_1_en.tex,2626,true,true
REF-000367,components/sga4half_5_en.tex,348,25,hyperref,I,\hyperref[I]{Arcata},Arcata,1,1,components/sga4half_1_en.tex,3,true,true
REF-000368,components/sga4half_5_en.tex,348,46,ref,I:6-2-3,\ref{I:6-2-3},6.2.3,6.2.3,34,components/sga4half_1_en.tex,2572,true,true
REF-000369,components/sga4half_5_en.tex,427,1,eqref,V:eq:2-2-1,\eqref{V:eq:2-2-1},(2.2.1),2.2.1,85,components/sga4half_5_en.tex,193,true,true
REF-000370,components/sga4half_5_en.tex,447,18,eqref,V:eq:3-2-2,\eqref{V:eq:3-2-2},(3.2.2),3.2.2,88,components/sga4half_5_en.tex,428,true,true
REF-000371,components/sga4half_5_en.tex,455,24,eqref,V:eq:3-2-2,\eqref{V:eq:3-2-2},(3.2.2),3.2.2,88,components/sga4half_5_en.tex,428,true,true
REF-000372,components/sga4half_5_en.tex,505,5,eqref,V:eq:3-2-2,\eqref{V:eq:3-2-2},(3.2.2),3.2.2,88,components/sga4half_5_en.tex,428,true,true
REF-000373,components/sga4half_5_en.tex,516,34,hyperref,IV,\hyperref[IV]{Cycles},Cycles,4,67,components/sga4half_4_en.tex,3,true,true
REF-000374,components/sga4half_5_en.tex,516,57,ref,IV:1-1-1,\ref{IV:1-1-1},1.1.1,1.1.1,68,components/sga4half_4_en.tex,81,true,true
REF-000375,components/sga4half_5_en.tex,583,2,hyperref,IV,\hyperref[IV]{Cycle},Cycle,4,67,components/sga4half_4_en.tex,3,true,true
REF-000376,components/sga4half_5_en.tex,583,23,ref,IV:1-2-4,\ref{IV:1-2-4},1.2.4,1.2.4,70,components/sga4half_4_en.tex,305,true,true
REF-000377,components/sga4half_5_en.tex,596,2,hyperref,IV,\hyperref[IV]{Cycle},Cycle,4,67,components/sga4half_4_en.tex,3,true,true
REF-000378,components/sga4half_5_en.tex,596,23,ref,IV:1-2-5,\ref{IV:1-2-5},1.2.5,1.2.5,70,components/sga4half_4_en.tex,340,true,true
REF-000379,components/sga4half_6_en.tex,46,24,hyperref,II,\hyperref[II]{Report},Report,2,37,components/sga4half_2_en.tex,3,true,true
REF-000380,components/sga4half_6_en.tex,46,55,ref,II:1,\ref{II:1},1,1,37,components/sga4half_2_en.tex,24,true,true
REF-000381,components/sga4half_6_en.tex,61,60,hyperref,II,\hyperref[II]{Report},Report,2,37,components/sga4half_2_en.tex,3,true,true
REF-000382,components/sga4half_6_en.tex,62,9,ref,II:2,\ref{II:2},2,2,40,components/sga4half_2_en.tex,251,true,true
REF-000383,components/sga4half_6_en.tex,62,32,ref,II:2-11,\ref{II:2-11},2.11,2.11,42,components/sga4half_2_en.tex,452,true,true
REF-000384,components/sga4half_6_en.tex,71,26,hyperref,IV,\hyperref[IV]{Cycle},Cycle,4,67,components/sga4half_4_en.tex,3,true,true
REF-000385,components/sga4half_6_en.tex,71,48,ref,IV:eq:1-3-5,\ref{IV:eq:1-3-5},1.3.5,1.3.5,72,components/sga4half_4_en.tex,473,true,true
REF-000386,components/sga4half_6_en.tex,100,19,ref,VI:0-3,\ref{VI:0-3},0.3,0.3,91,components/sga4half_6_en.tex,68,true,true
REF-000387,components/sga4half_6_en.tex,104,14,hyperref,II,\hyperref[II]{Report},Report,2,37,components/sga4half_2_en.tex,3,true,true
REF-000388,components/sga4half_6_en.tex,104,36,ref,II:4-10,\ref{II:4-10},4.10,4.10,48,components/sga4half_2_en.tex,1038,true,true
REF-000389,components/sga4half_6_en.tex,105,1,hyperref,II,\hyperref[II]{Report},Report,2,37,components/sga4half_2_en.tex,3,true,true
REF-000390,components/sga4half_6_en.tex,105,23,ref,II:4-11,\ref{II:4-11},4.11,4.11,48,components/sga4half_2_en.tex,1057,true,true
REF-000391,components/sga4half_6_en.tex,105,45,ref,II:4-13,\ref{II:4-13},4.13,4.13,49,components/sga4half_2_en.tex,1148,true,true
REF-000392,components/sga4half_6_en.tex,106,48,hyperref,II,\hyperref[II]{Report},Report,2,37,components/sga4half_2_en.tex,3,true,true
REF-000393,components/sga4half_6_en.tex,107,1,ref,II:3-2,\ref{II:3-2},3.2,3.2,42,components/sga4half_2_en.tex,509,true,true
REF-000394,components/sga4half_6_en.tex,107,33,hyperref,III,\hyperref[III]{Functions $L$ mod. $\ell^n$},Functions $L$ mod. $\ell^n$,3,55,components/sga4half_3_en.tex,3,true,true
REF-000395,components/sga4half_6_en.tex,108,1,ref,III:4-3,\ref{III:4-3},4.3,4.3,64,components/sga4half_3_en.tex,872,true,true
REF-000396,components/sga4half_6_en.tex,111,1,eqref,VI:eq:1-1-1,\eqref{VI:eq:1-1-1},(1.1.1),1.1.1,92,components/sga4half_6_en.tex,96,true,true
REF-000397,components/sga4half_6_en.tex,148,19,eqref,VI:eq:1-2-2,\eqref{VI:eq:1-2-2},(1.2.2),1.2.2,92,components/sga4half_6_en.tex,138,true,true
REF-000398,components/sga4half_6_en.tex,227,43,eqref,VI:eq:1-4-1,\eqref{VI:eq:1-4-1},(1.4.1),1.4.1,93,components/sga4half_6_en.tex,210,true,true
REF-000399,components/sga4half_6_en.tex,254,55,hyperref,II,\hyperref[II]{Report},Report,2,37,components/sga4half_2_en.tex,3,true,true
REF-000400,components/sga4half_6_en.tex,255,1,ref,II:1-2,\ref{II:1-2},1.2,1.2,37,components/sga4half_2_en.tex,65,true,true
REF-000401,components/sga4half_6_en.tex,312,10,eqref,VI:eq:1-3-1,\eqref{VI:eq:1-3-1},(1.3.1),1.3.1,93,components/sga4half_6_en.tex,175,true,true
REF-000402,components/sga4half_6_en.tex,312,34,eqref,VI:eq:1-7-1,\eqref{VI:eq:1-7-1},(1.7.1),1.7.1,94,components/sga4half_6_en.tex,306,true,true
REF-000403,components/sga4half_6_en.tex,326,5,eqref,VI:eq:1-7-1,\eqref{VI:eq:1-7-1},(1.7.1),1.7.1,94,components/sga4half_6_en.tex,306,true,true
REF-000404,components/sga4half_6_en.tex,326,33,eqref,VI:eq:1-7-4,\eqref{VI:eq:1-7-4},(1.7.4),1.7.4,94,components/sga4half_6_en.tex,321,true,true
REF-000405,components/sga4half_6_en.tex,332,36,ref,VI:1-7,\ref{VI:1-7},1.7,1.7,94,components/sga4half_6_en.tex,297,true,true
REF-000406,components/sga4half_6_en.tex,337,53,eqref,VI:eq:1-2-2,\eqref{VI:eq:1-2-2},(1.2.2),1.2.2,92,components/sga4half_6_en.tex,138,true,true
REF-000407,components/sga4half_6_en.tex,338,59,eqref,VI:eq:1-5-1,\eqref{VI:eq:1-5-1},(1.5.1),1.5.1,93,components/sga4half_6_en.tex,256,true,true
REF-000408,components/sga4half_6_en.tex,341,52,eqref,VI:eq:1-6-2,\eqref{VI:eq:1-6-2},(1.6.2),1.6.2,94,components/sga4half_6_en.tex,289,true,true
REF-000409,components/sga4half_6_en.tex,354,32,eqref,VI:eq:1-7-1,\eqref{VI:eq:1-7-1},(1.7.1),1.7.1,94,components/sga4half_6_en.tex,306,true,true
REF-000410,components/sga4half_6_en.tex,354,60,eqref,VI:eq:1-7-5,\eqref{VI:eq:1-7-5},(1.7.5),1.7.5,94,components/sga4half_6_en.tex,327,true,true
REF-000411,components/sga4half_6_en.tex,358,31,ref,VI:1-7,\ref{VI:1-7},1.7,1.7,94,components/sga4half_6_en.tex,297,true,true
REF-000412,components/sga4half_6_en.tex,360,30,ref,VI:1-7,\ref{VI:1-7},1.7,1.7,94,components/sga4half_6_en.tex,297,true,true
REF-000413,components/sga4half_6_en.tex,364,21,eqref,VI:eq:1-7-4,\eqref{VI:eq:1-7-4},(1.7.4),1.7.4,94,components/sga4half_6_en.tex,321,true,true
REF-000414,components/sga4half_6_en.tex,365,37,eqref,VI:eq:1-7-1,\eqref{VI:eq:1-7-1},(1.7.1),1.7.1,94,components/sga4half_6_en.tex,306,true,true
REF-000415,components/sga4half_6_en.tex,365,57,eqref,VI:eq:1-7-2,\eqref{VI:eq:1-7-2},(1.7.2),1.7.2,94,components/sga4half_6_en.tex,308,true,true
REF-000416,components/sga4half_6_en.tex,366,1,eqref,VI:eq:1-7-5,\eqref{VI:eq:1-7-5},(1.7.5),1.7.5,94,components/sga4half_6_en.tex,327,true,true
REF-000417,components/sga4half_6_en.tex,367,5,eqref,VI:eq:1-7-6,\eqref{VI:eq:1-7-6},(1.7.6),1.7.6,94,components/sga4half_6_en.tex,334,true,true
REF-000418,components/sga4half_6_en.tex,375,1,ref,VI:1-7,\ref{VI:1-7},1.7,1.7,94,components/sga4half_6_en.tex,297,true,true
REF-000419,components/sga4half_6_en.tex,378,10,eqref,VI:eq:1-1-1,\eqref{VI:eq:1-1-1},(1.1.1),1.1.1,92,components/sga4half_6_en.tex,96,true,true
REF-000420,components/sga4half_6_en.tex,378,33,eqref,VI:eq:1-7-6,\eqref{VI:eq:1-7-6},(1.7.6),1.7.6,94,components/sga4half_6_en.tex,334,true,true
REF-000421,components/sga4half_6_en.tex,378,57,eqref,VI:eq:1-7-7,\eqref{VI:eq:1-7-7},(1.7.7),1.7.7,94,components/sga4half_6_en.tex,342,true,true
REF-000422,components/sga4half_6_en.tex,406,50,ref,VI:1-7,\ref{VI:1-7},1.7,1.7,94,components/sga4half_6_en.tex,297,true,true
REF-000423,components/sga4half_6_en.tex,407,1,ref,VI:1-8,\ref{VI:1-8},1.8,1.8,95,components/sga4half_6_en.tex,350,true,true
REF-000424,components/sga4half_6_en.tex,407,29,eqref,VI:eq:1-9-2,\eqref{VI:eq:1-9-2},(1.9.2),1.9.2,95,components/sga4half_6_en.tex,394,true,true
REF-000425,components/sga4half_6_en.tex,418,27,eqref,VI:eq:1-9-1,\eqref{VI:eq:1-9-1},(1.9.1),1.9.1,95,components/sga4half_6_en.tex,390,true,true
REF-000426,components/sga4half_6_en.tex,424,1,eqref,VI:eq:1-9-1,\eqref{VI:eq:1-9-1},(1.9.1),1.9.1,95,components/sga4half_6_en.tex,390,true,true
REF-000427,components/sga4half_6_en.tex,510,2,hyperref,II,\hyperref[II]{Report},Report,2,37,components/sga4half_2_en.tex,3,true,true
REF-000428,components/sga4half_6_en.tex,510,24,ref,II:1-8,\ref{II:1-8},1.8,1.8,39,components/sga4half_2_en.tex,213,true,true
REF-000429,components/sga4half_6_en.tex,526,32,eqref,VI:eq:*,\eqref{VI:eq:*},($*$),$*$,97,components/sga4half_6_en.tex,516,true,true
REF-000430,components/sga4half_6_en.tex,532,24,eqref,VI:eq:*,\eqref{VI:eq:*},($*$),$*$,97,components/sga4half_6_en.tex,516,true,true
REF-000431,components/sga4half_6_en.tex,543,9,ref,VI:1-9-3,\ref{VI:1-9-3},1.9.3,1.9.3,95,components/sga4half_6_en.tex,404,true,true
REF-000432,components/sga4half_6_en.tex,567,38,eqref,VI:eq:1-15-1,\eqref{VI:eq:1-15-1},(1.15.1),1.15.1,97,components/sga4half_6_en.tex,560,true,true
REF-000433,components/sga4half_6_en.tex,572,7,ref,VI:1-9-3,\ref{VI:1-9-3},1.9.3,1.9.3,95,components/sga4half_6_en.tex,404,true,true
REF-000434,components/sga4half_6_en.tex,574,43,ref,VI:4-2,\ref{VI:4-2},4.2,4.2,109,components/sga4half_6_en.tex,1535,true,true
REF-000435,components/sga4half_6_en.tex,575,1,ref,VI:1-9-3,\ref{VI:1-9-3},1.9.3,1.9.3,95,components/sga4half_6_en.tex,404,true,true
REF-000436,components/sga4half_6_en.tex,577,56,eqref,VI:eq:1-15-1,\eqref{VI:eq:1-15-1},(1.15.1),1.15.1,97,components/sga4half_6_en.tex,560,true,true
REF-000437,components/sga4half_6_en.tex,590,13,hyperref,II,\hyperref[II]{Report},Report,2,37,components/sga4half_2_en.tex,3,true,true
REF-000438,components/sga4half_6_en.tex,590,35,ref,II:1-2,\ref{II:1-2},1.2,1.2,37,components/sga4half_2_en.tex,65,true,true
REF-000439,components/sga4half_6_en.tex,606,27,ref,VI:1-9,\ref{VI:1-9},1.9,1.9,95,components/sga4half_6_en.tex,386,true,true
REF-000440,components/sga4half_6_en.tex,607,30,ref,VI:eq:1-9-1,\ref{VI:eq:1-9-1},1.9.1,1.9.1,95,components/sga4half_6_en.tex,390,true,true
REF-000441,components/sga4half_6_en.tex,632,40,ref,VI:1-13,\ref{VI:1-13},1.13,1.13,96,components/sga4half_6_en.tex,481,true,true
REF-000442,components/sga4half_6_en.tex,654,29,eqref,VI:eq:1-17-1,\eqref{VI:eq:1-17-1},(1.17.1),1.17.1,98,components/sga4half_6_en.tex,609,true,true
REF-000443,components/sga4half_6_en.tex,657,5,eqref,VI:eq:1-17-1,\eqref{VI:eq:1-17-1},(1.17.1),1.17.1,98,components/sga4half_6_en.tex,609,true,true
REF-000444,components/sga4half_6_en.tex,661,69,ref,VI:3-8,\ref{VI:3-8},3.8,3.8,107,components/sga4half_6_en.tex,1419,true,true
REF-000445,components/sga4half_6_en.tex,714,18,ref,VI:1-19,\ref{VI:1-19},1.19,1.19,98,components/sga4half_6_en.tex,673,true,true
REF-000446,components/sga4half_6_en.tex,725,19,ref,VI:1-17,\ref{VI:1-17},1.17,1.17,97,components/sga4half_6_en.tex,599,true,true
REF-000447,components/sga4half_6_en.tex,735,7,ref,VI:1-15,\ref{VI:1-15},1.15,1.15,97,components/sga4half_6_en.tex,558,true,true
REF-000448,components/sga4half_6_en.tex,778,2,ref,VI:1-2,\ref{VI:1-2},1.2,1.2,92,components/sga4half_6_en.tex,119,true,true
REF-000449,components/sga4half_6_en.tex,841,9,eqref,VI:eq:1-23-1,\eqref{VI:eq:1-23-1},(1.23.1),1.23.1,100,components/sga4half_6_en.tex,798,true,true
REF-000450,components/sga4half_6_en.tex,884,40,ref,VI:2-1,\ref{VI:2-1},2.1,2.1,101,components/sga4half_6_en.tex,880,true,true
REF-000451,components/sga4half_6_en.tex,885,1,ref,VI:1-13,\ref{VI:1-13},1.13,1.13,96,components/sga4half_6_en.tex,481,true,true
REF-000452,components/sga4half_6_en.tex,908,34,ref,VI:2-1,\ref{VI:2-1},2.1,2.1,101,components/sga4half_6_en.tex,880,true,true
REF-000453,components/sga4half_6_en.tex,915,31,ref,VI:1-9,\ref{VI:1-9},1.9,1.9,95,components/sga4half_6_en.tex,386,true,true
REF-000454,components/sga4half_6_en.tex,946,1,eqref,VI:eq:2-3-1,\eqref{VI:eq:2-3-1},(2.3.1),2.3.1,101,components/sga4half_6_en.tex,927,true,true
REF-000455,components/sga4half_6_en.tex,946,25,eqref,VI:eq:2-3-1*,\eqref{VI:eq:2-3-1*},(2.3.1*),2.3.1*,101,components/sga4half_6_en.tex,940,true,true
REF-000456,components/sga4half_6_en.tex,979,46,eqref,VI:eq:2_q,\eqref{VI:eq:2_q},(2$_q$),2$_q$,102,components/sga4half_6_en.tex,965,true,true
REF-000457,components/sga4half_6_en.tex,984,36,eqref,VI:eq:1,\eqref{VI:eq:1},(1),1,102,components/sga4half_6_en.tex,961,true,true
REF-000458,components/sga4half_6_en.tex,984,56,eqref,VI:eq:2,\eqref{VI:eq:2},(2),2,102,components/sga4half_6_en.tex,980,true,true
REF-000459,components/sga4half_6_en.tex,985,14,eqref,VI:eq:2-3-1,\eqref{VI:eq:2-3-1},(2.3.1),2.3.1,101,components/sga4half_6_en.tex,927,true,true
REF-000460,components/sga4half_6_en.tex,986,1,eqref,VI:eq:2-3-1*,\eqref{VI:eq:2-3-1*},(2.3.1*),2.3.1*,101,components/sga4half_6_en.tex,940,true,true
REF-000461,components/sga4half_6_en.tex,1018,21,eqref,VI:eq:2-4-1*,\eqref{VI:eq:2-4-1*},(2.4.1*),2.4.1*,102,components/sga4half_6_en.tex,1014,true,true
REF-000462,components/sga4half_6_en.tex,1021,2,hyperref,IV,\hyperref[IV]{Cycle},Cycle,4,67,components/sga4half_4_en.tex,3,true,true
REF-000463,components/sga4half_6_en.tex,1021,24,ref,V:1-3,\ref{V:1-3},1.3,1.3,84,components/sga4half_5_en.tex,72,true,true
REF-000464,components/sga4half_6_en.tex,1106,45,eqref,VI:eq:2-7-1,\eqref{VI:eq:2-7-1},(2.7.1),2.7.1,103,components/sga4half_6_en.tex,1103,true,true
REF-000465,components/sga4half_6_en.tex,1134,39,ref,VI:2-8,\ref{VI:2-8},2.8,2.8,104,components/sga4half_6_en.tex,1145,true,true
REF-000466,components/sga4half_6_en.tex,1139,1,ref,VI:2-7*,\ref{VI:2-7*},2.7,2.7,104,components/sga4half_6_en.tex,1118,true,true
REF-000467,components/sga4half_6_en.tex,1216,45,ref,VI:1-8,\ref{VI:1-8},1.8,1.8,95,components/sga4half_6_en.tex,350,true,true
REF-000468,components/sga4half_6_en.tex,1242,58,ref,VI:3-2,\ref{VI:3-2},3.2,3.2,105,components/sga4half_6_en.tex,1211,true,true
REF-000469,components/sga4half_6_en.tex,1245,21,hyperref,V,\hyperref[V]{Duality},Duality,5,83,components/sga4half_5_en.tex,3,true,true
REF-000470,components/sga4half_6_en.tex,1245,44,ref,V:1-3,\ref{V:1-3},1.3,1.3,84,components/sga4half_5_en.tex,72,true,true
REF-000471,components/sga4half_6_en.tex,1332,25,eqref,VI:eq:1-7-6,\eqref{VI:eq:1-7-6},(1.7.6),1.7.6,94,components/sga4half_6_en.tex,334,true,true
REF-000472,components/sga4half_6_en.tex,1335,2,ref,VI:1-3,\ref{VI:1-3},1.3,1.3,92,components/sga4half_6_en.tex,159,true,true
REF-000473,components/sga4half_6_en.tex,1347,44,ref,VI:1-8,\ref{VI:1-8},1.8,1.8,95,components/sga4half_6_en.tex,350,true,true
REF-000474,components/sga4half_6_en.tex,1353,1,eqref,VI:eq:3-5-3,\eqref{VI:eq:3-5-3},(3.5.3),3.5.3,106,components/sga4half_6_en.tex,1319,true,true
REF-000475,components/sga4half_6_en.tex,1357,9,eqref,VI:eq:3-2-1,\eqref{VI:eq:3-2-1},(3.2.1),3.2.1,105,components/sga4half_6_en.tex,1231,true,true
REF-000476,components/sga4half_6_en.tex,1357,33,eqref,VI:eq:3-5-4,\eqref{VI:eq:3-5-4},(3.5.4),3.5.4,106,components/sga4half_6_en.tex,1338,true,true
REF-000477,components/sga4half_6_en.tex,1429,7,ref,VI:3-8,\ref{VI:3-8},3.8,3.8,107,components/sga4half_6_en.tex,1419,true,true
REF-000478,components/sga4half_6_en.tex,1459,5,eqref,VI:eq:3-5-2,\eqref{VI:eq:3-5-2},(3.5.2),3.5.2,106,components/sga4half_6_en.tex,1311,true,true
REF-000479,components/sga4half_6_en.tex,1475,41,ref,VI:3-9,\ref{VI:3-9},3.9,3.9,107,components/sga4half_6_en.tex,1436,true,true
REF-000480,components/sga4half_6_en.tex,1531,1,ref,VI:1-15,\ref{VI:1-15},1.15,1.15,97,components/sga4half_6_en.tex,558,true,true
REF-000481,components/sga4half_6_en.tex,1532,51,ref,VI:1,\ref{VI:1},1,1,92,components/sga4half_6_en.tex,85,true,true
REF-000482,components/sga4half_6_en.tex,1550,11,ref,VI:4-2,\ref{VI:4-2},4.2,4.2,109,components/sga4half_6_en.tex,1535,true,true
REF-000483,components/sga4half_6_en.tex,1553,27,ref,VI:1-8,\ref{VI:1-8},1.8,1.8,95,components/sga4half_6_en.tex,350,true,true
REF-000484,components/sga4half_6_en.tex,1575,10,ref,VI:1-18,\ref{VI:1-18},1.18,1.18,98,components/sga4half_6_en.tex,617,true,true
REF-000485,components/sga4half_6_en.tex,1577,56,ref,VI:1-19,\ref{VI:1-19},1.19,1.19,98,components/sga4half_6_en.tex,673,true,true
REF-000486,components/sga4half_6_en.tex,1580,1,eqref,VI:eq:3-2-1,\eqref{VI:eq:3-2-1},(3.2.1),3.2.1,105,components/sga4half_6_en.tex,1231,true,true
REF-000487,components/sga4half_6_en.tex,1590,26,ref,VI:4-2,\ref{VI:4-2},4.2,4.2,109,components/sga4half_6_en.tex,1535,true,true
REF-000488,components/sga4half_6_en.tex,1604,1,eqref,VI:eq:4-1-1,\eqref{VI:eq:4-1-1},(4.1.1),4.1.1,109,components/sga4half_6_en.tex,1526,true,true
REF-000489,components/sga4half_6_en.tex,1625,38,ref,VI:4-10,\ref{VI:4-10},4.10,4.10,112,components/sga4half_6_en.tex,1818,true,true
REF-000490,components/sga4half_6_en.tex,1626,42,eqref,VI:eq:4-5-2,\eqref{VI:eq:4-5-2},(4.5.2),4.5.2,110,components/sga4half_6_en.tex,1615,true,true
REF-000491,components/sga4half_6_en.tex,1627,1,ref,VI:4-12,\ref{VI:4-12},4.12,4.12,112,components/sga4half_6_en.tex,1860,true,true
REF-000492,components/sga4half_6_en.tex,1628,19,ref,VI:1-12,\ref{VI:1-12},1.12,1.12,96,components/sga4half_6_en.tex,471,true,true
REF-000493,components/sga4half_6_en.tex,1629,1,eqref,VI:eq:4-5-3,\eqref{VI:eq:4-5-3},(4.5.3),4.5.3,110,components/sga4half_6_en.tex,1621,true,true
REF-000494,components/sga4half_6_en.tex,1735,27,ref,VI:4-6,\ref{VI:4-6},4.6,4.6,110,components/sga4half_6_en.tex,1637,true,true
REF-000495,components/sga4half_6_en.tex,1738,1,ref,VI:4-6,\ref{VI:4-6},4.6,4.6,110,components/sga4half_6_en.tex,1637,true,true
REF-000496,components/sga4half_6_en.tex,1830,10,ref,VI:4-9,\ref{VI:4-9},4.9,4.9,111,components/sga4half_6_en.tex,1761,true,true
REF-000497,components/sga4half_6_en.tex,1833,7,ref,VI:4-9,\ref{VI:4-9},4.9,4.9,111,components/sga4half_6_en.tex,1761,true,true
REF-000498,components/sga4half_6_en.tex,1853,41,ref,VI:4-11,\ref{VI:4-11},4.11,4.11,112,components/sga4half_6_en.tex,1839,true,true
REF-000499,components/sga4half_6_en.tex,1854,1,ref,VI:4-3,\ref{VI:4-3},4.3,4.3,109,components/sga4half_6_en.tex,1560,true,true
REF-000500,components/sga4half_6_en.tex,1862,6,ref,VI:2-4*,\ref{VI:2-4*},2.4,2.4,102,components/sga4half_6_en.tex,1006,true,true
REF-000501,components/sga4half_6_en.tex,1862,26,hyperref,VI,\hyperref[VI]{Cycle},Cycle,6,91,components/sga4half_6_en.tex,3,true,true
REF-000502,components/sga4half_6_en.tex,1862,48,ref,VI:1-3,\ref{VI:1-3},1.3,1.3,92,components/sga4half_6_en.tex,159,true,true
REF-000503,components/sga4half_6_en.tex,1876,1,ref,VI:2-4*,\ref{VI:2-4*},2.4,2.4,102,components/sga4half_6_en.tex,1006,true,true
REF-000504,components/sga4half_6_en.tex,1878,39,hyperref,IV,\hyperref[IV]{Cycle},Cycle,4,67,components/sga4half_4_en.tex,3,true,true
REF-000505,components/sga4half_6_en.tex,1878,61,ref,IV:1-3,\ref{IV:1-3},1.3,1.3,71,components/sga4half_4_en.tex,389,true,true
REF-000506,components/sga4half_6_en.tex,1884,55,eqref,VI:eq:4-12-1,\eqref{VI:eq:4-12-1},(4.12.1),4.12.1,112,components/sga4half_6_en.tex,1880,true,true
REF-000507,components/sga4half_6_en.tex,1910,46,ref,VI:4-9,\ref{VI:4-9},4.9,4.9,111,components/sga4half_6_en.tex,1761,true,true
REF-000508,components/sga4half_6_en.tex,1961,42,eqref,VI:eq:4-5-3,\eqref{VI:eq:4-5-3},(4.5.3),4.5.3,110,components/sga4half_6_en.tex,1621,true,true
REF-000509,components/sga4half_6_en.tex,1975,24,ref,VI:4-15,\ref{VI:4-15},4.15,4.15,113,components/sga4half_6_en.tex,1953,true,true
REF-000510,components/sga4half_6_en.tex,1985,21,ref,VI:4-15,\ref{VI:4-15},4.15,4.15,113,components/sga4half_6_en.tex,1953,true,true
REF-000511,components/sga4half_6_en.tex,1988,13,ref,VI:4-15,\ref{VI:4-15},4.15,4.15,113,components/sga4half_6_en.tex,1953,true,true
REF-000512,components/sga4half_6_en.tex,1995,35,ref,VI:4-6,\ref{VI:4-6},4.6,4.6,110,components/sga4half_6_en.tex,1637,true,true
REF-000513,components/sga4half_6_en.tex,1995,49,ref,VI:4-8,\ref{VI:4-8},4.8,4.8,111,components/sga4half_6_en.tex,1733,true,true
REF-000514,components/sga4half_6_en.tex,2006,13,ref,VI:4-11,\ref{VI:4-11},4.11,4.11,112,components/sga4half_6_en.tex,1839,true,true
REF-000515,components/sga4half_6_en.tex,2021,19,ref,VI:4-15,\ref{VI:4-15},4.15,4.15,113,components/sga4half_6_en.tex,1953,true,true
REF-000516,components/sga4half_6_en.tex,2022,1,eqref,VI:eq:4-6-1,\eqref{VI:eq:4-6-1},(4.6.1),4.6.1,110,components/sga4half_6_en.tex,1661,true,true
REF-000517,components/sga4half_6_en.tex,2068,1,ref,VI:2-7,\ref{VI:2-7},2.7,2.7,103,components/sga4half_6_en.tex,1099,true,true
REF-000518,components/sga4half_6_en.tex,2079,11,eqref,VI:eq:4-17-3,\eqref{VI:eq:4-17-3},(4.17.3),4.17.3,115,components/sga4half_6_en.tex,2044,true,true
