target_id,label,target_kind,target_file,target_line,target_column,compiled_number,compiled_page,aux_resolved
TARGET-000584,VI;eq:7-1-1,equation*,components/sga4half_6_en.tex,2753,29,7.1.1,122,true
TARGET-000585,VI:eq:7-1-2,equation*,components/sga4half_6_en.tex,2757,29,7.1.2,122,true
TARGET-000586,VI:eq:7-1-3,equation*,components/sga4half_6_en.tex,2762,29,7.1.3,122,true
TARGET-000587,VI:eq:7-1-4,align*,components/sga4half_6_en.tex,2768,26,7.1.4,122,true
TARGET-000588,VI:eq:7-1-5,align*,components/sga4half_6_en.tex,2770,101,7.1.5,122,true
TARGET-000589,VI:eq:7-1-6,equation*,components/sga4half_6_en.tex,2774,29,7.1.6,122,true
TARGET-000590,VI:7-2,subsection,components/sga4half_6_en.tex,2783,14,7.2,122,true
TARGET-000591,VI:eq:7-2-1,align*,components/sga4half_6_en.tex,2791,26,7.2.1,123,true
TARGET-000592,VI:eq:7-2-2,align*,components/sga4half_6_en.tex,2792,65,7.2.2,123,true
TARGET-000593,VI:eq:7-2-3,align*,components/sga4half_6_en.tex,2793,42,7.2.3,123,true
TARGET-000594,VI:eq:7-2-4,align*,components/sga4half_6_en.tex,2800,116,7.2.4,123,true
TARGET-000595,VI:eq:7-2-5,equation*,components/sga4half_6_en.tex,2806,29,7.2.5,123,true
TARGET-000596,VI:7-3,subsection,components/sga4half_6_en.tex,2817,14,7.3,123,true
TARGET-000597,VI:7-4,theorem_,components/sga4half_6_en.tex,2829,17,7.4,123,true
TARGET-000598,VI:7-5,subsection,components/sga4half_6_en.tex,2843,14,7.5,123,true
TARGET-000599,VI:7-6,corollary_,components/sga4half_6_en.tex,2862,19,7.6,123,true
TARGET-000600,VI:7-7,subsection,components/sga4half_6_en.tex,2872,14,7.7,124,true
TARGET-000601,VI:7-8,theorem_,components/sga4half_6_en.tex,2895,17,7.8,124,true
TARGET-000602,VI:7-9,lemma_,components/sga4half_6_en.tex,2923,15,7.9,124,true
TARGET-000603,VI:7-10,subsection,components/sga4half_6_en.tex,2937,14,7.10,124,true
TARGET-000604,VI:eq:7-10-1,equation*,components/sga4half_6_en.tex,2945,30,7.10.1,124,true
TARGET-000605,VI:eq:7-10-2,equation*,components/sga4half_6_en.tex,2951,30,7.10.2,124,true
TARGET-000606,VI:eq:7-10-3,equation*,components/sga4half_6_en.tex,2973,30,7.10.3,125,true
TARGET-000607,VI:eq:7-10-4,equation*,components/sga4half_6_en.tex,2999,30,7.10.4,125,true
TARGET-000608,VI:7-11,subsection,components/sga4half_6_en.tex,3011,14,7.11,125,true
TARGET-000609,VI:eq:7-11-1,equation*,components/sga4half_6_en.tex,3017,30,7.11.1,125,true
TARGET-000610,VI:7-12,subsection,components/sga4half_6_en.tex,3026,14,7.12,125,true
TARGET-000611,VI:eq:7-12-1,equation*,components/sga4half_6_en.tex,3033,30,7.12.1,125,true
TARGET-000612,VI:eq:7-12-2,equation*,components/sga4half_6_en.tex,3040,30,7.12.2,125,true
TARGET-000613,VI:eq:7-12-3,equation*,components/sga4half_6_en.tex,3053,30,7.12.3,125,true
TARGET-000614,VI:7-13,subsection,components/sga4half_6_en.tex,3071,14,7.13,126,true
TARGET-000615,VI:7-14,subsection,components/sga4half_6_en.tex,3087,14,7.14,126,true
TARGET-000616,VI:7-15,subsection,components/sga4half_6_en.tex,3121,20,7.15,126,true
TARGET-000617,VI:eq:7-15-1,equation*,components/sga4half_6_en.tex,3124,30,7.15.1,126,true
TARGET-000618,VI:eq:7-15-2,equation*,components/sga4half_6_en.tex,3143,30,7.15.2,126,true
TARGET-000619,VI:7-16,subsection,components/sga4half_6_en.tex,3151,20,7.16,127,true
TARGET-000620,VI:7-17,proposition_,components/sga4half_6_en.tex,3169,21,7.17,127,true
TARGET-000621,VI:eq:7-17-1,equation*,components/sga4half_6_en.tex,3194,30,7.17.1,127,true
TARGET-000622,VI:7-18,subsection,components/sga4half_6_en.tex,3228,20,7.18,127,true
TARGET-000623,VI:7-19,subsection,components/sga4half_6_en.tex,3251,14,7.19,128,true
TARGET-000624,VI:7-20,proposition_,components/sga4half_6_en.tex,3263,21,7.20,128,true
TARGET-000625,VI:7-21,subsection,components/sga4half_6_en.tex,3293,14,7.21,128,true
TARGET-000626,VI:8,section,components/sga4half_6_en.tex,3317,29,8,128,true
TARGET-000627,VI:8-1,subsection,components/sga4half_6_en.tex,3323,14,8.1,128,true
TARGET-000628,VI:8-2,subsection,components/sga4half_6_en.tex,3338,14,8.2,128,true
TARGET-000629,VI:eq:8-2-1,equation*,components/sga4half_6_en.tex,3362,29,8.2.1,129,true
TARGET-000630,VI:8-3,subsection,components/sga4half_6_en.tex,3377,14,8.3,129,true
TARGET-000631,VII,chapter,components/sga4half_7_en.tex,4,76,7,130,true
TARGET-000632,VII:1,section,components/sga4half_7_en.tex,16,36,1,130,true
TARGET-000633,VII:1-1,theorem_,components/sga4half_7_en.tex,27,17,1.1,130,true
TARGET-000634,VII:1-2,subsection,components/sga4half_7_en.tex,41,20,1.2,130,true
TARGET-000635,VII:1-3,subsection,components/sga4half_7_en.tex,55,20,1.3,130,true
TARGET-000636,VII:1-4,subsection,components/sga4half_7_en.tex,88,32,1.4,131,true
TARGET-000637,VII:1-5,corollary_,components/sga4half_7_en.tex,111,19,1.5,131,true
TARGET-000638,VII:1-6,corollary_,components/sga4half_7_en.tex,134,19,1.6,131,true
TARGET-000639,VII:1-7,subsection,components/sga4half_7_en.tex,160,20,1.7,131,true
TARGET-000640,VII:1-8,subsection,components/sga4half_7_en.tex,182,14,1.8,132,true
TARGET-000641,VII:1-9,theorem_,components/sga4half_7_en.tex,194,17,1.9,132,true
TARGET-000642,VII:1-10,corollary_,components/sga4half_7_en.tex,217,19,1.10,132,true
TARGET-000643,VII:1-11,corollary_,components/sga4half_7_en.tex,225,19,1.11,132,true
TARGET-000644,VII:1-12,subsection,components/sga4half_7_en.tex,260,14,1.12,132,true
TARGET-000645,VII:2,section,components/sga4half_7_en.tex,275,27,2,132,true
TARGET-000646,VII:2-1,subsection,components/sga4half_7_en.tex,285,14,2.1,133,true
TARGET-000647,VII:2-2,subsection,components/sga4half_7_en.tex,311,14,2.2,133,true
TARGET-000648,VII:2-3,subsection,components/sga4half_7_en.tex,349,14,2.3,133,true
TARGET-000649,VII:eq:2-3-1,equation*,components/sga4half_7_en.tex,352,32,$\ast _n$,133,true
TARGET-000650,VII:2-4,lemma_,components/sga4half_7_en.tex,368,15,2.4,134,true
TARGET-000651,VII:2-6,subsection,components/sga4half_7_en.tex,389,14,2.6,134,true
TARGET-000652,VII:eq:2-6-1,equation*,components/sga4half_7_en.tex,408,25,1,134,true
TARGET-000653,VII:eq:2-6-2,equation*,components/sga4half_7_en.tex,418,25,2,134,true
TARGET-000654,VII:2-7,subsection,components/sga4half_7_en.tex,438,14,2.7,134,true
TARGET-000655,VII:eq:2-7-1,equation*,components/sga4half_7_en.tex,454,25,1,135,true
TARGET-000656,VII:2-8,subsection,components/sga4half_7_en.tex,481,14,2.8,135,true
TARGET-000657,VII:2-9,corollary_,components/sga4half_7_en.tex,497,19,2.9,135,true
TARGET-000658,VII:2-10,corollary_,components/sga4half_7_en.tex,509,19,2.10,135,true
TARGET-000659,VII:2-11,subsection,components/sga4half_7_en.tex,520,14,2.11,135,true
TARGET-000660,VII:2-12,definition_,components/sga4half_7_en.tex,532,20,2.12,135,true
TARGET-000661,VII:2-13,theorem_,components/sga4half_7_en.tex,545,17,2.13,135,true
TARGET-000662,VII:2-14,lemma_,components/sga4half_7_en.tex,557,15,2.14,135,true
TARGET-000663,VII:eq:2-14-1,equation*,components/sga4half_7_en.tex,565,25,A,135,true
TARGET-000664,VII:2-15,lemma_,components/sga4half_7_en.tex,584,15,2.15,136,true
TARGET-000665,VII:2-16,corollary_,components/sga4half_7_en.tex,608,19,2.16,136,true
TARGET-000666,VII:3,section,components/sga4half_7_en.tex,623,107,3,136,true
TARGET-000667,VII:3-1,subsection,components/sga4half_7_en.tex,630,14,3.1,136,true
TARGET-000668,VII:3-2,theorem_,components/sga4half_7_en.tex,653,17,3.2,136,true
TARGET-000669,VII:3-3,lemma_,components/sga4half_7_en.tex,668,15,3.3,136,true
TARGET-000670,VII:3-4,lemma_,components/sga4half_7_en.tex,701,15,3.4,137,true
TARGET-000671,VII:3-5,lemma_,components/sga4half_7_en.tex,747,15,3.5,137,true
TARGET-000672,VII:3-6,subsection,components/sga4half_7_en.tex,778,14,3.6,138,true
TARGET-000673,VII:eq:3-6-1,equation*,components/sga4half_7_en.tex,785,25,1,138,true
TARGET-000674,VII:3-7,proposition_,components/sga4half_7_en.tex,810,21,3.7,138,true
TARGET-000675,VII:eq:3-7-1,equation*,components/sga4half_7_en.tex,819,29,3.7.1,138,true
TARGET-000676,VII:3-8,subsection,components/sga4half_7_en.tex,855,14,3.8,139,true
TARGET-000677,VII:3-9,subsection,components/sga4half_7_en.tex,871,14,3.9,139,true
TARGET-000678,VII:3-10,subsection,components/sga4half_7_en.tex,893,14,3.10,139,true
TARGET-000679,VII:3-11,lemma_,components/sga4half_7_en.tex,909,15,3.11,139,true
TARGET-000680,VII:3-12,subsection,components/sga4half_7_en.tex,934,14,3.12,139,true
TARGET-000681,VII:4,section,components/sga4half_7_en.tex,962,26,4,140,true
TARGET-000682,VII:4-1,subsection,components/sga4half_7_en.tex,969,14,4.1,140,true
TARGET-000683,VII:4-2,subsection,components/sga4half_7_en.tex,982,14,4.2,140,true
TARGET-000684,VII:4-3,theorem_,components/sga4half_7_en.tex,994,17,4.3,140,true
TARGET-000685,VII:4-4,lemma_,components/sga4half_7_en.tex,1002,15,4.4,140,true
TARGET-000686,VII:4-5,subsection,components/sga4half_7_en.tex,1024,14,4.5,140,true
TARGET-000687,VII:4-6,subsection,components/sga4half_7_en.tex,1038,14,4.6,140,true
TARGET-000688,VII:4-7,subsection,components/sga4half_7_en.tex,1050,14,4.7,140,true
TARGET-000689,VII:5,section,components/sga4half_7_en.tex,1067,35,5,141,true
TARGET-000690,VII:5-1,subsection,components/sga4half_7_en.tex,1087,38,5.1,141,true
TARGET-000691,VII:5-1-1,proposition,components/sga4half_7_en.tex,1094,20,5.1.1,141,true
TARGET-000692,VII:5-1-2,subsubsection,components/sga4half_7_en.tex,1150,23,5.1.2,141,true
TARGET-000693,VII:eq:5-1-1-1,equation*,components/sga4half_7_en.tex,1156,31,$*$,142,true
TARGET-000694,VII:5-1-3,subsubsection,components/sga4half_7_en.tex,1185,17,5.1.3,142,true
TARGET-000695,VII:eq:5-1-3-3-1,equation*,components/sga4half_7_en.tex,1237,31,5.1.3.1,143,true
TARGET-000696,VII:eq:5-1-3-3-2,align*,components/sga4half_7_en.tex,1241,28,5.1.3.2,143,true
TARGET-000697,VII:5-2,subsection,components/sga4half_7_en.tex,1283,49,5.2,143,true
TARGET-000698,VII:5-2-1,subsubsection,components/sga4half_7_en.tex,1292,17,5.2.1,143,true
TARGET-000699,VII:eq:5-2-1-1,equation*,components/sga4half_7_en.tex,1297,31,5.2.1.1,143,true
TARGET-000700,VII:eq:5-2-1-2,equation*,components/sga4half_7_en.tex,1305,31,5.2.1.2,144,true
TARGET-000701,VII:eq:5-2-1-3,equation*,components/sga4half_7_en.tex,1310,31,5.2.1.3,144,true
TARGET-000702,VII:5-2-2,subsubsection,components/sga4half_7_en.tex,1319,17,5.2.2,144,true
TARGET-000703,VII:eq:5-2-2-1,equation*,components/sga4half_7_en.tex,1324,31,5.2.2.1,144,true
TARGET-000704,VII:eq:5-2-2-2,equation*,components/sga4half_7_en.tex,1329,31,5.2.2.2,144,true
TARGET-000705,VII:5-2-3,subsubsection,components/sga4half_7_en.tex,1354,17,5.2.3,144,true
TARGET-000706,VII:5-2-4,subsubsection,components/sga4half_7_en.tex,1369,17,5.2.4,144,true
TARGET-000707,VII:5-2-5,proposition,components/sga4half_7_en.tex,1391,20,5.2.5,145,true
TARGET-000708,VII:5-2-6,corollary,components/sga4half_7_en.tex,1406,18,5.2.6,145,true
TARGET-000709,VII:5-2-7,corollary,components/sga4half_7_en.tex,1429,18,5.2.7,145,true
TARGET-000710,VII:eq:5-2-7-1,equation*,components/sga4half_7_en.tex,1441,27,$*$,145,true
TARGET-000711,VII:5-2-8,corollary,components/sga4half_7_en.tex,1471,18,5.2.8,145,true
TARGET-000712,VII:5-2-9,subsubsection,components/sga4half_7_en.tex,1514,17,5.2.9,146,true
TARGET-000713,VII:5-2-10,proposition,components/sga4half_7_en.tex,1532,20,5.2.10,146,true
TARGET-000714,VII:eq:5-2-10-1,equation*,components/sga4half_7_en.tex,1546,27,$*$,146,true
TARGET-000715,VIII,chapter,components/sga4half_8_en.tex,3,29,8,147,true
TARGET-000716,VIII:1,section,components/sga4half_8_en.tex,6,60,1,147,true
TARGET-000717,VIII:1-1,subsection,components/sga4half_8_en.tex,8,51,1.1,147,true
TARGET-000718,VIII:1-1-0,subsubsection,components/sga4half_8_en.tex,11,17,1.1.0,147,true
TARGET-000719,VIII:1-1-1,subsubsection,components/sga4half_8_en.tex,71,17,1.1.1,148,true
TARGET-000720,VIII:1-1-2,proposition,components/sga4half_8_en.tex,134,20,1.1.2,149,true
TARGET-000721,VIII:1-2,subsection,components/sga4half_8_en.tex,173,22,1.2,149,true
TARGET-000722,VIII:1-2-1,subsubsection,components/sga4half_8_en.tex,175,17,1.2.1,149,true
TARGET-000723,VIII:1-2-2,subsubsection,components/sga4half_8_en.tex,255,17,1.2.2,150,true
TARGET-000724,VIII:1-2-3,subsubsection,components/sga4half_8_en.tex,286,17,1.2.3,150,true
TARGET-000725,VIII:1-2-4,subsubsection,components/sga4half_8_en.tex,321,17,1.2.4,151,true
TARGET-000726,VIII:1-3,subsection,components/sga4half_8_en.tex,388,58,1.3,152,true
TARGET-000727,VIII:1-3-2,subsubsection,components/sga4half_8_en.tex,415,25,1.3.2,152,true
TARGET-000728,VIII:1-3-3,subsubsection,components/sga4half_8_en.tex,434,46,1.3.3,152,true
TARGET-000729,VIII:2,section,components/sga4half_8_en.tex,477,30,2,153,true
TARGET-000730,VIII:2-1,subsection,components/sga4half_8_en.tex,479,70,2.1,153,true
TARGET-000731,VIII:2-1-1,definition,components/sga4half_8_en.tex,483,19,2.1.1,153,true
TARGET-000732,VIII:2-2,subsection,components/sga4half_8_en.tex,572,32,2.2,154,true
TARGET-000733,VIII:2-3,subsection,components/sga4half_8_en.tex,605,35,2.3,154,true
TARGET-000734,VIII:2-3-1,subsubsection,components/sga4half_8_en.tex,607,17,2.3.1,154,true
TARGET-000735,VIII:2-3-2,subsubsection,components/sga4half_8_en.tex,627,17,2.3.2,155,true
TARGET-000736,VIII:eq:2-3-2-1,equation*,components/sga4half_8_en.tex,657,29,1,155,true
TARGET-000737,VIII:2-3-3,definition,components/sga4half_8_en.tex,703,19,2.3.3,156,true
TARGET-000738,VIII:2-4,subsection,components/sga4half_8_en.tex,715,47,2.4,156,true
TARGET-000739,VIII:2-4-1,subsubsection,components/sga4half_8_en.tex,717,17,2.4.1,156,true
TARGET-000740,VIII:2-4-2,theorem,components/sga4half_8_en.tex,728,16,2.4.2,156,true
TARGET-000741,VIII:2-4-3,corollary,components/sga4half_8_en.tex,760,18,2.4.3,156,true
TARGET-000742,VIII:2-5,subsection,components/sga4half_8_en.tex,768,48,2.5,156,true
TARGET-000743,VIII:2-5-1,proposition,components/sga4half_8_en.tex,774,20,2.5.1,156,true
TARGET-000744,VIII:2-5-2,proposition,components/sga4half_8_en.tex,791,20,2.5.2,157,true
TARGET-000745,VIII:2-5-3,proposition,components/sga4half_8_en.tex,837,20,2.5.3,157,true
TARGET-000746,VIII:2-5-4,definition,components/sga4half_8_en.tex,860,19,2.5.4,158,true
TARGET-000747,VIII:2-6,subsection,components/sga4half_8_en.tex,870,54,2.6,158,true
TARGET-000748,VIII:2-6-1,definition,components/sga4half_8_en.tex,872,19,2.6.1,158,true
TARGET-000749,VIII:2-6-2,proposition,components/sga4half_8_en.tex,883,20,2.6.2,158,true
TARGET-000750,VIII:2-6-3,proposition,components/sga4half_8_en.tex,894,20,2.6.3,158,true
TARGET-000751,VIII:2-6-4,proposition,components/sga4half_8_en.tex,901,20,2.6.4,158,true
TARGET-000752,VIII:2-6-5,proposition,components/sga4half_8_en.tex,941,20,2.6.5,159,true
TARGET-000753,VIII:2-6-6,proposition,components/sga4half_8_en.tex,951,20,2.6.6,159,true
TARGET-000754,VIII:2-6-7,proposition,components/sga4half_8_en.tex,960,20,2.6.7,159,true
TARGET-000755,VIII:3,section,components/sga4half_8_en.tex,999,52,3,160,true
TARGET-000756,VIII:3-1,subsection,components/sga4half_8_en.tex,1001,32,3.1,160,true
TARGET-000757,VIII:3-1-1,subsubsection,components/sga4half_8_en.tex,1006,25,3.1.1,160,true
TARGET-000758,VIII:3-1-2,proposition,components/sga4half_8_en.tex,1016,20,3.1.2,160,true
TARGET-000759,VIII:3-1-3,definition,components/sga4half_8_en.tex,1046,19,3.1.3,161,true
TARGET-000760,VIII:3-1-4,proposition,components/sga4half_8_en.tex,1080,20,3.1.4,161,true
TARGET-000761,VIII:3-1-5,proposition,components/sga4half_8_en.tex,1118,20,3.1.5,162,true
TARGET-000762,VIII:3-1-6,proposition,components/sga4half_8_en.tex,1137,20,3.1.6,162,true
TARGET-000763,VIII:3-1-7,definition,components/sga4half_8_en.tex,1155,19,3.1.7,162,true
TARGET-000764,VIII:3-1-8,definition,components/sga4half_8_en.tex,1168,19,3.1.8,162,true
TARGET-000765,VIII:3-1-9,proposition,components/sga4half_8_en.tex,1182,20,3.1.9,162,true
TARGET-000766,VIII:3-2,subsection,components/sga4half_8_en.tex,1202,29,3.2,163,true
TARGET-000767,VIII:3-2-1,definition,components/sga4half_8_en.tex,1209,19,3.2.1,163,true
TARGET-000768,VIII:3-2-2,proposition,components/sga4half_8_en.tex,1219,20,3.2.2,163,true
TARGET-000769,VIII:3-2-3,proposition,components/sga4half_8_en.tex,1251,20,3.2.3,163,true
TARGET-000770,VIII:4,section,components/sga4half_8_en.tex,1305,27,4,164,true
TARGET-000771,VIII:4-1,subsection,components/sga4half_8_en.tex,1307,44,4.1,164,true
TARGET-000772,VIII:4-1-1,definition,components/sga4half_8_en.tex,1309,19,4.1.1,164,true
TARGET-000773,VIII:4-1-2,definition,components/sga4half_8_en.tex,1351,19,4.1.2,165,true
TARGET-000774,VIII:4-1-3,subsubsection,components/sga4half_8_en.tex,1361,25,4.1.3,165,true
TARGET-000775,VIII:4-1-4,definition,components/sga4half_8_en.tex,1382,19,4.1.4,165,true
TARGET-000776,VIII:4-1-5,subsubsection,components/sga4half_8_en.tex,1391,25,4.1.5,165,true
TARGET-000777,VIII:4-1-6,subsubsection,components/sga4half_8_en.tex,1406,24,4.1.6,165,true
TARGET-000778,VIII:4-2,subsection,components/sga4half_8_en.tex,1420,43,4.2,165,true
TARGET-000779,VIII:4-2-1,proposition,components/sga4half_8_en.tex,1422,20,4.2.1,165,true
TARGET-000780,VIII:4-2-2,subsubsection,components/sga4half_8_en.tex,1445,24,4.2.2,166,true
TARGET-000781,VIII:4-2-3,theorem,components/sga4half_8_en.tex,1455,16,4.2.3,166,true
TARGET-000782,VIII:4-2-3-1,corollary,components/sga4half_8_en.tex,1496,18,4.2.4,166,true
TARGET-000783,VIII:4-2-5,definition,components/sga4half_8_en.tex,1506,19,4.2.5,167,true
TARGET-000784,VIII:4-2-3-2,corollary,components/sga4half_8_en.tex,1525,18,4.2.6,167,true
TARGET-000785,VIII:4-3,subsection,components/sga4half_8_en.tex,1553,34,4.3,167,true
TARGET-000786,VIII:4-3-1,proposition,components/sga4half_8_en.tex,1586,20,4.3.1,167,true
TARGET-000787,VIII:6,section,components/sga4half_8_en.tex,1599,19,5,168,true
TARGET-000788,VIII:6-1,subsection,components/sga4half_8_en.tex,1601,72,5.1,168,true
TARGET-000789,VIII:6-2,subsection,components/sga4half_8_en.tex,1631,53,5.2,168,true
TARGET-000790,VIII:6-3,subsection,components/sga4half_8_en.tex,1669,55,5.3,168,true
TARGET-000791,sga4half.e04.example.1-3-1,unnumbered_example_heading,components/sga4half_4_en.tex,413,17,Example 1,74,true
TARGET-000792,sga4half.e04.example.1-3-2,unnumbered_example_heading,components/sga4half_4_en.tex,429,17,Example 2,74,true
TARGET-000793,sga4half.e04.example.1-3-3,unnumbered_example_heading,components/sga4half_4_en.tex,443,17,Example 3,74,true
