decision_id,record_revision,supersedes,component_id,source_unit_record_id,evidence_class,authority_role,source_tex_lines,printed_volume_pages,physical_source_pdf_pages,recomposed_running_pages,source_locator,target_locator,source_term_or_delta,chosen_english_or_action,normalization_class,beneficial_convention,adverse_delta,rejected_alternative,rationale,decision,status,confidence,cross_references,continuation_cursor,review_state,closure_id
SGA2-V-CUM-TERM-0079,1,,SGA2-V-C06,SGA2-V3-RING-TERM-007,notation_normalization,corrected_french_tex,1953-1967,67,59-60,51-52,French lines1956-1965,SGA2_Expose_V_English_SourceAligned_Cumulative_Checkpoint.tex:lines 447-478; component SGA2-V-C06; inherited locator: TeX lines34-49,subscript bracket f,retain [f] as bracketed scalar-restriction marker,source_notation_preservation,,candidate flattens markers to bare f,bare subscript f,the brackets distinguish functorial scalar restriction from an ordinary index,retain independently reviewed bounded choice,applied_production_draft,high,,corrected French line 2139; Expose VI begins; line 2137 is blank and line 2138 is layout control,source unit independently sealed; cumulative assembly pending independent package audit,SGA2-V-CUM-ASSEMBLY-SELF-GATE-20260718
SGA2-V-CUM-TERM-0080,1,,SGA2-V-C06,SGA2-V3-RING-TERM-008,terminology,corrected_french_tex,1953-1967,67,59-60,51-52,French line1961,SGA2_Expose_V_English_SourceAligned_Cumulative_Checkpoint.tex:lines 447-478; component SGA2-V-C06; inherited locator: TeX line42,foncteur dualisant,dualizing functor,standard_duality,,none,duality functor,standard English term and matches SGA-wide policy,retain independently reviewed bounded choice,applied_production_draft,high,,corrected French line 2139; Expose VI begins; line 2137 is blank and line 2138 is layout control,source unit independently sealed; cumulative assembly pending independent package audit,SGA2-V-CUM-ASSEMBLY-SELF-GATE-20260718
SGA2-V-CUM-TERM-0081,1,,SGA2-V-C06,SGA2-V3-RING-TERM-009,terminology,corrected_french_tex,1953-1967,67,59-60,51-52,French lines1964-1965,SGA2_Expose_V_English_SourceAligned_Cumulative_Checkpoint.tex:lines 447-478; component SGA2-V-C06; inherited locator: TeX lines47-49,annihilator notation,Ann operator with exact module argument,notation_preservation,,corrected branch differs from malformed alternative,verbalize annihilator and omit module restriction,equation requires exact quotient rings,retain independently reviewed bounded choice,applied_production_draft,high,,corrected French line 2139; Expose VI begins; line 2137 is blank and line 2138 is layout control,source unit independently sealed; cumulative assembly pending independent package audit,SGA2-V-CUM-ASSEMBLY-SELF-GATE-20260718
SGA2-V-CUM-TERM-0082,1,,SGA2-V-C06,SGA2-V3-RING-TERM-010,terminology,corrected_french_tex,1953-1967,67,59-60,51-52,French line1967,SGA2_Expose_V_English_SourceAligned_Cumulative_Checkpoint.tex:lines 447-478; component SGA2-V-C06; inherited locator: TeX line51,changement d'anneaux de base,change of base rings,standard_algebra,,none,base change,the longer phrase preserves the specific ring replacement rather than a geometric base-change construction,retain independently reviewed bounded choice,applied_production_draft,high,,corrected French line 2139; Expose VI begins; line 2137 is blank and line 2138 is layout control,source unit independently sealed; cumulative assembly pending independent package audit,SGA2-V-CUM-ASSEMBLY-SELF-GATE-20260718
SGA2-V-CUM-TERM-0083,1,,SGA2-V-C06,SGA2-V3-RING-TERM-011,register,corrected_french_tex,1953-1967,67,59-60,51-52,French line1967,SGA2_Expose_V_English_SourceAligned_Cumulative_Checkpoint.tex:lines 447-478; component SGA2-V-C06; inherited locator: TeX line52,Supposons donc,We may therefore suppose,formal_mathematical_register,,none,So suppose,formal transition makes the logical reduction explicit without adding substance,retain independently reviewed bounded choice,applied_production_draft,high,,corrected French line 2139; Expose VI begins; line 2137 is blank and line 2138 is layout control,source unit independently sealed; cumulative assembly pending independent package audit,SGA2-V-CUM-ASSEMBLY-SELF-GATE-20260718
SGA2-V-CUM-TERM-0084,1,,SGA2-V-C06,SGA2-V3-RING-TERM-012,terminology,corrected_french_tex,1953-1967,67,59-60,51-52,French line1967,SGA2_Expose_V_English_SourceAligned_Cumulative_Checkpoint.tex:lines 447-478; component SGA2-V-C06; inherited locator: TeX line52,regulier de dimension r,regular of dimension r,standard_commutative_algebra,,none,nonsingular of dimension r,ring-theoretic source requires regular,retain independently reviewed bounded choice,applied_production_draft,high,,corrected French line 2139; Expose VI begins; line 2137 is blank and line 2138 is layout control,source unit independently sealed; cumulative assembly pending independent package audit,SGA2-V-CUM-ASSEMBLY-SELF-GATE-20260718
SGA2-V-CUM-TERM-0085,1,,SGA2-V-C06,SGA2-V3-RING-TERM-013,independent_terminology_normalization_review,corrected_french_tex_plus_comparison_control,1953-1967,67,59-60,51-52,French lines1953-1967; printed67; physical59-60,SGA2_Expose_V_English_SourceAligned_Cumulative_Checkpoint.tex:lines 447-478; component SGA2-V-C06; inherited locator: complete target body lines22-53,all accepted and adverse choices in the bounded reduction,retain surjective homomorphism; morphism of affine schemes; dualizing functor; change of base rings; regular of dimension r; exact R^q and bracketed [f] notation,independent_SGA_wide_normalization_review,,jcreinhold R^g bare-f flattening and stale page comment remain rejected,treat comparison lineage as authority or independent corroboration,all production choices agree with corrected French and current SGA-wide US-English register,retain independently reviewed bounded choice,accepted_and_independently_reviewed,high,,corrected French line 2139; Expose VI begins; line 2137 is blank and line 2138 is layout control,source unit independently sealed; cumulative assembly pending independent package audit,SGA2-V-CUM-ASSEMBLY-SELF-GATE-20260718
SGA2-V-CUM-TERM-0086,1,,SGA2-V-C07,SGA2-V3EQ-TERM-001,terminology,corrected_french_tex,1969-1980,67-68,60,52,French line1969,SGA2_Expose_V_English_SourceAligned_Cumulative_Checkpoint.tex:lines 482-512; component SGA2-V-C07; inherited locator: TeX line23,D'après,By,,plain mathematical English,none,According to,By matches the source register without overformalization,preserve compact backward-reference register,accepted_self_audited_independent_review_pending,high,OUTBOUND:SGA2-V-2-1,corrected French line 2139; Expose VI begins; line 2137 is blank and line 2138 is layout control,source unit independently sealed; cumulative assembly pending independent package audit,SGA2-V-CUM-ASSEMBLY-SELF-GATE-20260718
SGA2-V-CUM-TERM-0087,1,,SGA2-V-C07,SGA2-V3EQ-TERM-002,notation,corrected_french_tex,1969-1980,67-68,60,52,French line1971,SGA2_Expose_V_English_SourceAligned_Cumulative_Checkpoint.tex:lines 482-512; component SGA2-V-C07; inherited locator: TeX line25,Ext,Ext,,standard algebraic-geometry notation,none,spell out extension groups inside the formula,the source is formulaic and exact,preserve operator notation and argument order,accepted_self_audited_independent_review_pending,high,SGA2-V3EQ-CMP-002,corrected French line 2139; Expose VI begins; line 2137 is blank and line 2138 is layout control,source unit independently sealed; cumulative assembly pending independent package audit,SGA2-V-CUM-ASSEMBLY-SELF-GATE-20260718
SGA2-V-CUM-TERM-0088,1,,SGA2-V-C07,SGA2-V3EQ-TERM-003,terminology,corrected_french_tex,1969-1980,67-68,60,52,French line1973,SGA2_Expose_V_English_SourceAligned_Cumulative_Checkpoint.tex:lines 482-512; component SGA2-V-C07; inherited locator: TeX line27,On va démontrer,We shall prove,,SGA-wide formal register,none,We are going to prove,We shall is concise and permits the exact internal page marker,use formal expository future consistent with the neighboring English units,accepted_self_audited_independent_review_pending,high,SGA2-V3EQ-MARKER,corrected French line 2139; Expose VI begins; line 2137 is blank and line 2138 is layout control,source unit independently sealed; cumulative assembly pending independent package audit,SGA2-V-CUM-ASSEMBLY-SELF-GATE-20260718
SGA2-V-CUM-TERM-0089,1,,SGA2-V-C07,SGA2-V3EQ-TERM-004,terminology,corrected_french_tex,1969-1980,67-68,60,52,French line1973,SGA2_Expose_V_English_SourceAligned_Cumulative_Checkpoint.tex:lines 482-512; component SGA2-V-C07; inherited locator: TeX line27,propriétés,properties,,candidate independently uses properties but is comparison only,none,conditions,the French says properties and no normalization need overrides it,preserve the source noun,accepted_self_audited_independent_review_pending,high,SGA2-V3EQ-LIST,corrected French line 2139; Expose VI begins; line 2137 is blank and line 2138 is layout control,source unit independently sealed; cumulative assembly pending independent package audit,SGA2-V-CUM-ASSEMBLY-SELF-GATE-20260718
SGA2-V-CUM-TERM-0090,1,,SGA2-V-C07,SGA2-V3EQ-TERM-005,notation,corrected_french_tex,1969-1980,67-68,60,52,French line1975,SGA2_Expose_V_English_SourceAligned_Cumulative_Checkpoint.tex:lines 482-512; component SGA2-V-C07; inherited locator: TeX line29,dim,dim,,standard notation,none,dimension written out inside formulas,formula parity controls favor the source operator,preserve operator notation,accepted_self_audited_independent_review_pending,high,SGA2-V3EQ-A,corrected French line 2139; Expose VI begins; line 2137 is blank and line 2138 is layout control,source unit independently sealed; cumulative assembly pending independent package audit,SGA2-V-CUM-ASSEMBLY-SELF-GATE-20260718
SGA2-V-CUM-TERM-0091,1,,SGA2-V-C07,SGA2-V3EQ-TERM-006,notation,corrected_french_tex,1969-1980,67-68,60,52,French line1976,SGA2_Expose_V_English_SourceAligned_Cumulative_Checkpoint.tex:lines 482-512; component SGA2-V-C07; inherited locator: TeX lines30-32,Spec,Spec,,standard notation,none,spectrum written out,formula parity controls favor the source operator,preserve spectrum notation and ambient identity,accepted_self_audited_independent_review_pending,high,SGA2-V3EQ-B,corrected French line 2139; Expose VI begins; line 2137 is blank and line 2138 is layout control,source unit independently sealed; cumulative assembly pending independent package audit,SGA2-V-CUM-ASSEMBLY-SELF-GATE-20260718
SGA2-V-CUM-TERM-0092,1,,SGA2-V-C07,SGA2-V3EQ-TERM-007,notation,corrected_french_tex,1969-1980,67-68,60,52,French line1977,SGA2_Expose_V_English_SourceAligned_Cumulative_Checkpoint.tex:lines 482-512; component SGA2-V-C07; inherited locator: TeX lines33-34,Supp,Supp,,standard notation,none,support written out inside formulas,formula parity controls favor the source operator,preserve support operator and its nesting,accepted_self_audited_independent_review_pending,high,SGA2-V3EQ-C,corrected French line 2139; Expose VI begins; line 2137 is blank and line 2138 is layout control,source unit independently sealed; cumulative assembly pending independent package audit,SGA2-V-CUM-ASSEMBLY-SELF-GATE-20260718
SGA2-V-CUM-TERM-0093,1,,SGA2-V-C07,SGA2-V3EQ-TERM-008,notation,corrected_french_tex,1969-1980,67-68,60,52,French line1977,SGA2_Expose_V_English_SourceAligned_Cumulative_Checkpoint.tex:lines 482-512; component SGA2-V-C07; inherited locator: TeX lines33-34,codim,codim,,standard notation,none,dimension deficit,the source gives codimension directly,preserve codimension operator and ambient argument,accepted_self_audited_independent_review_pending,high,SGA2-V3EQ-C,corrected French line 2139; Expose VI begins; line 2137 is blank and line 2138 is layout control,source unit independently sealed; cumulative assembly pending independent package audit,SGA2-V-CUM-ASSEMBLY-SELF-GATE-20260718
SGA2-V-CUM-TERM-0094,1,,SGA2-V-C07,SGA2-V3EQ-TERM-009,notation,corrected_french_tex,1969-1980,67-68,60,52,French line1980,SGA2_Expose_V_English_SourceAligned_Cumulative_Checkpoint.tex:lines 482-512; component SGA2-V-C07; inherited locator: TeX lines40-42,Ann,Ann,,standard notation,none,spell out annihilator in the display,formula parity controls favor the source operator,preserve annihilator operator,accepted_self_audited_independent_review_pending,high,SGA2-V3EQ-AB,corrected French line 2139; Expose VI begins; line 2137 is blank and line 2138 is layout control,source unit independently sealed; cumulative assembly pending independent package audit,SGA2-V-CUM-ASSEMBLY-SELF-GATE-20260718
SGA2-V-CUM-TERM-0095,1,,SGA2-V-C07,SGA2-V3EQ-TERM-010,logic_symbol,corrected_french_tex,1969-1980,67-68,60,52,French line1980,SGA2_Expose_V_English_SourceAligned_Cumulative_Checkpoint.tex:lines 482-512; component SGA2-V-C07; inherited locator: TeX line41,not subset,is not contained in,,semantic English in prose plus exact symbol in display,none,is not an element of,the annihilator is an ideal and the source relation is containment,preserve the set-containment relation through not-subset,accepted_self_audited_independent_review_pending,high,SGA2-V3EQ-CMP-011,corrected French line 2139; Expose VI begins; line 2137 is blank and line 2138 is layout control,source unit independently sealed; cumulative assembly pending independent package audit,SGA2-V-CUM-ASSEMBLY-SELF-GATE-20260718
SGA2-V-CUM-TERM-0096,1,,SGA2-V-C07,SGA2-V3EQ-TERM-011,terminology,corrected_french_tex,1969-1980,67-68,60,52,French line1980,SGA2_Expose_V_English_SourceAligned_Cumulative_Checkpoint.tex:lines 482-512; component SGA2-V-C07; inherited locator: TeX lines47-50,inf,inf,,standard notation,none,minimum,the source does not assert attainment,preserve the infimum operator and indexed set,accepted_self_audited_independent_review_pending,high,SGA2-V3EQ-CMP-014,corrected French line 2139; Expose VI begins; line 2137 is blank and line 2138 is layout control,source unit independently sealed; cumulative assembly pending independent package audit,SGA2-V-CUM-ASSEMBLY-SELF-GATE-20260718
SGA2-V-CUM-TERM-0097,1,,SGA2-V-C07,SGA2-V3EQ-TERM-012,comparison_adverse_choice,comparison_only_not_authority,1969-1980,67-68,60,52,French lines1969-1980 and candidate lines378-397,SGA2_Expose_V_English_SourceAligned_Cumulative_Checkpoint.tex:lines 482-512; component SGA2-V-C07; inherited locator: complete target,comparison lineage agreement,consulted after French derivation,,ordinary terms properties support codimension and annihilator agree,one single LLM lineage cannot independently verify the translation,derive from or silently promote the candidate,the corrected French TeX and direct PDF remain the only translation controls,record agreement only as a terminology check and not as corroboration,accepted_with_caveat_self_audited_independent_review_pending,high,SGA2-V3EQ|SGA2-V3EQ-QA,corrected French line 2139; Expose VI begins; line 2137 is blank and line 2138 is layout control,source unit independently sealed; cumulative assembly pending independent package audit,SGA2-V-CUM-ASSEMBLY-SELF-GATE-20260718
SGA2-V-CUM-TERM-0098,1,,SGA2-V-C07,SGA2-V3EQ-TERM-REVIEW-001,independent_terminology_adverse_choice_review,corrected_french_tex_plus_direct_compiled_pdf,1969-1980,67-68,60,52,French lines1969-1980; physical60,SGA2_Expose_V_English_SourceAligned_Cumulative_Checkpoint.tex:lines 482-512; component SGA2-V-C07; inherited locator: target TeX lines22-53,complete bounded terminology and adverse-choice set,retain all twelve recorded choices and rejections,,SGA-wide support codimension annihilator and localization register remains coherent,none found,normalize the infimum to a minimum or promote the comparison candidate,direct authority review confirmed every chosen English term and rejected alternative,close the bounded terminology gate after independent direct-source review,accepted_and_independently_reviewed,high,SGA2-V3EQ|SGA2-V3EQ-QA,corrected French line 2139; Expose VI begins; line 2137 is blank and line 2138 is layout control,source unit independently sealed; cumulative assembly pending independent package audit,SGA2-V-CUM-ASSEMBLY-SELF-GATE-20260718
SGA2-V-CUM-TERM-0099,1,,SGA2-V-C08,SGA2-V31PII-TERM-001,terminology,corrected_french_tex,1982-1988,68,60,52,French line1982,SGA2_Expose_V_English_SourceAligned_Cumulative_Checkpoint.tex:lines 516-543; component SGA2-V-C08; inherited locator: TeX line22,demontrons maintenant le theoreme,Let us now prove the theorem,register_preservation,,none,We now prove the theorem,retain the source transition and collective register,retain independently reviewed bounded choice,applied_self_audited_draft,high,,corrected French line 2139; Expose VI begins; line 2137 is blank and line 2138 is layout control,source unit independently sealed; cumulative assembly pending independent package audit,SGA2-V-CUM-ASSEMBLY-SELF-GATE-20260718
SGA2-V-CUM-TERM-0100,1,,SGA2-V-C08,SGA2-V31PII-TERM-002,terminology,corrected_french_tex,1982-1988,68,60,52,French line1985,SGA2_Expose_V_English_SourceAligned_Cumulative_Checkpoint.tex:lines 516-543; component SGA2-V-C08; inherited locator: TeX line25,systeme de parametres,system of parameters,standard_commutative_algebra,,none,parameter system,established English mathematical term,retain independently reviewed bounded choice,applied_self_audited_draft,high,,corrected French line 2139; Expose VI begins; line 2137 is blank and line 2138 is layout control,source unit independently sealed; cumulative assembly pending independent package audit,SGA2-V-CUM-ASSEMBLY-SELF-GATE-20260718
SGA2-V-CUM-TERM-0101,1,,SGA2-V-C08,SGA2-V31PII-TERM-003,notation,corrected_french_tex,1982-1988,68,60,52,French line1985,SGA2_Expose_V_English_SourceAligned_Cumulative_Checkpoint.tex:lines 516-543; component SGA2-V-C08; inherited locator: TeX line26,Ann M,Ann M,notation_preservation,,none,annihilator of M in prose,preserve compact displayed source notation,retain independently reviewed bounded choice,applied_self_audited_draft,high,,corrected French line 2139; Expose VI begins; line 2137 is blank and line 2138 is layout control,source unit independently sealed; cumulative assembly pending independent package audit,SGA2-V-CUM-ASSEMBLY-SELF-GATE-20260718
SGA2-V-CUM-TERM-0102,1,,SGA2-V-C08,SGA2-V31PII-TERM-004,terminology,corrected_french_tex_plus_direct_compiled_pdf,1982-1988,68,60,52,French line1985; physical60,SGA2_Expose_V_English_SourceAligned_Cumulative_Checkpoint.tex:lines 516-543; component SGA2-V-C08; inherited locator: TeX line27,complexe de Koszul,Koszul complex,standard_homological_algebra,,none,Koszul cochain complex,the source calls it a complex without further qualifier,retain independently reviewed bounded choice,applied_self_audited_draft,high,,corrected French line 2139; Expose VI begins; line 2137 is blank and line 2138 is layout control,source unit independently sealed; cumulative assembly pending independent package audit,SGA2-V-CUM-ASSEMBLY-SELF-GATE-20260718
SGA2-V-CUM-TERM-0103,1,,SGA2-V-C08,SGA2-V31PII-TERM-005,authority_branch,corrected_french_tex_plus_direct_compiled_pdf,1982-1988,68,60,52,French line1985; physical60,SGA2_Expose_V_English_SourceAligned_Cumulative_Checkpoint.tex:lines 516-543; component SGA2-V-C08; inherited locator: TeX line27,K-bullet conditional branch,"use K^bullet((x^k),M) without underlining x",corrected_branch_selection,,older branch underlines x,"use K^bullet((underlined x^k),M)",active French compiled branch controls,retain independently reviewed bounded choice,applied_self_audited_draft,high,,corrected French line 2139; Expose VI begins; line 2137 is blank and line 2138 is layout control,source unit independently sealed; cumulative assembly pending independent package audit,SGA2-V-CUM-ASSEMBLY-SELF-GATE-20260718
SGA2-V-CUM-TERM-0104,1,,SGA2-V-C08,SGA2-V31PII-TERM-006,comparison_rejection,comparison_only_not_authority,1982-1988,68,60,52,jcreinhold lines402-404,SGA2_Expose_V_English_SourceAligned_Cumulative_Checkpoint.tex:lines 516-543; component SGA2-V-C08; inherited locator: TeX lines28-30,candidate second Koszul term,"reject candidate K^i(({x^k})',M) and retain source K^i((x^{k'}),M)",adverse_delta_rejection,,candidate moves the prime outside the exponent,adopt candidate plain-text formula,direct French TeX and PDF agree on k-prime in the exponent,retain independently reviewed bounded choice,applied_self_audited_draft,high,,corrected French line 2139; Expose VI begins; line 2137 is blank and line 2138 is layout control,source unit independently sealed; cumulative assembly pending independent package audit,SGA2-V-CUM-ASSEMBLY-SELF-GATE-20260718
SGA2-V-CUM-TERM-0105,1,,SGA2-V-C08,SGA2-V31PII-TERM-007,terminology,corrected_french_tex,1982-1988,68,60,52,French line1985,SGA2_Expose_V_English_SourceAligned_Cumulative_Checkpoint.tex:lines 516-543; component SGA2-V-C08; inherited locator: TeX line33,varinjlim,direct limit symbol varinjlim,notation_preservation,,none,limit with an invented k subscript,preserve the printed equality without adding an index,retain independently reviewed bounded choice,applied_self_audited_draft,high,,corrected French line 2139; Expose VI begins; line 2137 is blank and line 2138 is layout control,source unit independently sealed; cumulative assembly pending independent package audit,SGA2-V-CUM-ASSEMBLY-SELF-GATE-20260718
SGA2-V-CUM-TERM-0106,1,,SGA2-V-C08,SGA2-V31PII-TERM-008,terminology,corrected_french_tex,1982-1988,68,60,52,French line1988,SGA2_Expose_V_English_SourceAligned_Cumulative_Checkpoint.tex:lines 516-543; component SGA2-V-C08; inherited locator: TeX line39,A est regulier,A is regular,standard_commutative_algebra,,none,A is nonsingular,ring regularity is the controlling source notion,retain independently reviewed bounded choice,applied_self_audited_draft,high,,corrected French line 2139; Expose VI begins; line 2137 is blank and line 2138 is layout control,source unit independently sealed; cumulative assembly pending independent package audit,SGA2-V-CUM-ASSEMBLY-SELF-GATE-20260718
SGA2-V-CUM-TERM-0107,1,,SGA2-V-C08,SGA2-V31PII-TERM-009,terminology,corrected_french_tex_plus_direct_compiled_pdf,1982-1988,68,60,52,French line1988 active branch; physical60,SGA2_Expose_V_English_SourceAligned_Cumulative_Checkpoint.tex:lines 516-543; component SGA2-V-C08; inherited locator: TeX lines39-41,dimension homologique globale,global homological dimension,standard_homological_algebra,,none,global dimension,the expanded source branch gives the full phrase and the candidate agrees,retain independently reviewed bounded choice,applied_self_audited_draft,high,,corrected French line 2139; Expose VI begins; line 2137 is blank and line 2138 is layout control,source unit independently sealed; cumulative assembly pending independent package audit,SGA2-V-CUM-ASSEMBLY-SELF-GATE-20260718
SGA2-V-CUM-TERM-0108,1,,SGA2-V-C08,SGA2-V31PII-TERM-010,register,corrected_french_tex,1982-1988,68,60,52,French line1988,SGA2_Expose_V_English_SourceAligned_Cumulative_Checkpoint.tex:lines 516-543; component SGA2-V-C08; inherited locator: TeX line40,strictement plus petite que j,strictly less than j,inequality_register,,none,below j,preserve exact strictness,retain independently reviewed bounded choice,applied_self_audited_draft,high,,corrected French line 2139; Expose VI begins; line 2137 is blank and line 2138 is layout control,source unit independently sealed; cumulative assembly pending independent package audit,SGA2-V-CUM-ASSEMBLY-SELF-GATE-20260718
SGA2-V-CUM-TERM-0109,1,,SGA2-V-C08,SGA2-V31PII-TERM-011,logic_register,corrected_french_tex,1982-1988,68,60,52,French line1988,SGA2_Expose_V_English_SourceAligned_Cumulative_Checkpoint.tex:lines 516-543; component SGA2-V-C08; inherited locator: TeX line46,donc on a demontre (b) et par suite (a),Thus we have proved (b) and consequently (a),dependency_order_preservation,,none,(a) and hence (b),the preceding equivalence argument makes this order substantive,retain independently reviewed bounded choice,applied_self_audited_draft,high,,corrected French line 2139; Expose VI begins; line 2137 is blank and line 2138 is layout control,source unit independently sealed; cumulative assembly pending independent package audit,SGA2-V-CUM-ASSEMBLY-SELF-GATE-20260718
SGA2-V-CUM-TERM-0110,1,,SGA2-V-C08,SGA2-V31PII-TERM-012,boundary_choice,corrected_french_tex_plus_direct_compiled_pdf,1982-1988,68,60,52,French lines1989-1990; physical60,SGA2_Expose_V_English_SourceAligned_Cumulative_Checkpoint.tex:lines 516-543; component SGA2-V-C08; inherited locator: TeX line49,line1989 blank then item(iii),stop after item(ii) without QED,bounded_unit_boundary,,proof continues,add QED,preserve continuing theorem-proof structure,retain independently reviewed bounded choice,applied_self_audited_draft,high,,corrected French line 2139; Expose VI begins; line 2137 is blank and line 2138 is layout control,source unit independently sealed; cumulative assembly pending independent package audit,SGA2-V-CUM-ASSEMBLY-SELF-GATE-20260718
SGA2-V-CUM-TERM-0111,1,,SGA2-V-C08,SGA2-V31PII-TERM-REVIEW-001,independent_terminology_adverse_choice_review,corrected_french_tex_plus_direct_compiled_pdf,1982-1988,68,60,52,French lines1982-1988; physical60,SGA2_Expose_V_English_SourceAligned_Cumulative_Checkpoint.tex:lines 516-543; component SGA2-V-C08; inherited locator: target TeX lines22-49,complete bounded terminology branch and adverse-choice set,retain all twelve recorded choices branch selections and rejections,independent_review_closure,,none,normalize the source proof or adopt candidate notation,direct source review confirmed every chosen English term corrected branch and rejected adverse delta,retain independently reviewed bounded choice,accepted_and_independently_reviewed,high,,corrected French line 2139; Expose VI begins; line 2137 is blank and line 2138 is layout control,source unit independently sealed; cumulative assembly pending independent package audit,SGA2-V-CUM-ASSEMBLY-SELF-GATE-20260718
SGA2-V-CUM-TERM-0112,1,,SGA2-V-C09,SGA2-V3-III-TERM-001,terminology,corrected_french_tex,1990-2005,68-69,60,52,French lines1990-1991,SGA2_Expose_V_English_SourceAligned_Cumulative_Checkpoint.tex:lines 547-568; component SGA2-V-C09; inherited locator: opening sentence,Il existe un p dans SuppM,There exists a p in SuppM,standard_mathematical_register,,none,one can find a prime p,direct and source-aligned English,retain independently reviewed bounded choice,applied_production_draft,high,,corrected French line 2139; Expose VI begins; line 2137 is blank and line 2138 is layout control,source unit independently sealed; cumulative assembly pending independent package audit,SGA2-V-CUM-ASSEMBLY-SELF-GATE-20260718
SGA2-V-CUM-TERM-0113,1,,SGA2-V-C09,SGA2-V3-III-TERM-002,notation,corrected_french_tex_plus_direct_compiled_pdf,1990-2005,68-69,60,52,French line1991,SGA2_Expose_V_English_SourceAligned_Cumulative_Checkpoint.tex:lines 547-568; component SGA2-V-C09; inherited locator: opening sentence,Supp M-p equals singleton m A-p,retain singleton mathfrak m A-sub-p,source_notation_preservation,,candidate changes notation,mathfrak m sub A-sub-p,direct PDF and corrected TeX both show ideal extension by juxtaposition,retain independently reviewed bounded choice,applied_production_draft,high,,corrected French line 2139; Expose VI begins; line 2137 is blank and line 2138 is layout control,source unit independently sealed; cumulative assembly pending independent package audit,SGA2-V-CUM-ASSEMBLY-SELF-GATE-20260718
SGA2-V-CUM-TERM-0114,1,,SGA2-V-C09,SGA2-V3-III-TERM-003,terminology,corrected_french_tex,1990-2005,68-69,60,52,French line1991,SGA2_Expose_V_English_SourceAligned_Cumulative_Checkpoint.tex:lines 547-568; component SGA2-V-C09; inherited locator: regularity clause,prof A-p,depth A-sub-p,standard_commutative_algebra,,none,height A-sub-p,profondeur is depth and the equality invokes regular local depth,retain independently reviewed bounded choice,applied_production_draft,high,,corrected French line 2139; Expose VI begins; line 2137 is blank and line 2138 is layout control,source unit independently sealed; cumulative assembly pending independent package audit,SGA2-V-CUM-ASSEMBLY-SELF-GATE-20260718
SGA2-V-CUM-TERM-0115,1,,SGA2-V-C09,SGA2-V3-III-TERM-004,editorial_branch,corrected_french_tex_plus_direct_compiled_pdf,1990-2005,68-69,60,52,French line1994,SGA2_Expose_V_English_SourceAligned_Cumulative_Checkpoint.tex:lines 547-568; component SGA2-V-C09; inherited locator: inference clause,tenant compte sisi a de,taking equation22 into account,corrected_rescribe_branch,,rejected source branch is malformed,taking account at equation22,current corrected branch selects de and direct PDF intends de,retain independently reviewed bounded choice,applied_production_draft,high,,corrected French line 2139; Expose VI begins; line 2137 is blank and line 2138 is layout control,source unit independently sealed; cumulative assembly pending independent package audit,SGA2-V-CUM-ASSEMBLY-SELF-GATE-20260718
SGA2-V-CUM-TERM-0116,1,,SGA2-V-C09,SGA2-V3-III-TERM-005,register,corrected_french_tex,1990-2005,68-69,60,52,French lines1994-1998,SGA2_Expose_V_English_SourceAligned_Cumulative_Checkpoint.tex:lines 547-568; component SGA2-V-C09; inherited locator: inference prose,d'une part and d'autre part,on the one hand and on the other hand,logical_parallelism,,none,firstly and secondly,preserves the paired source logic,retain independently reviewed bounded choice,applied_production_draft,high,,corrected French line 2139; Expose VI begins; line 2137 is blank and line 2138 is layout control,source unit independently sealed; cumulative assembly pending independent package audit,SGA2-V-CUM-ASSEMBLY-SELF-GATE-20260718
SGA2-V-CUM-TERM-0117,1,,SGA2-V-C09,SGA2-V3-III-TERM-006,terminology,corrected_french_tex,1990-2005,68-69,60,52,French lines1998-2000,SGA2_Expose_V_English_SourceAligned_Cumulative_Checkpoint.tex:lines 547-568; component SGA2-V-C09; inherited locator: second display,dim D H-n-M,dimension of D of H-n-M,standard_commutative_algebra,,none,Krull dimension rewritten in prose,preserve compact formula and source symbol D,retain independently reviewed bounded choice,applied_production_draft,high,,corrected French line 2139; Expose VI begins; line 2137 is blank and line 2138 is layout control,source unit independently sealed; cumulative assembly pending independent package audit,SGA2-V-CUM-ASSEMBLY-SELF-GATE-20260718
SGA2-V-CUM-TERM-0118,1,,SGA2-V-C09,SGA2-V3-III-TERM-007,register,corrected_french_tex,1990-2005,68-69,60,52,French line2002,SGA2_Expose_V_English_SourceAligned_Cumulative_Checkpoint.tex:lines 547-568; component SGA2-V-C09; inherited locator: inference prose,donc d'apres ii,hence by item ii,standard_proof_register,,none,therefore according to ii,idiomatic concise English without altering dependency,retain independently reviewed bounded choice,applied_production_draft,high,,corrected French line 2139; Expose VI begins; line 2137 is blank and line 2138 is layout control,source unit independently sealed; cumulative assembly pending independent package audit,SGA2-V-CUM-ASSEMBLY-SELF-GATE-20260718
