comparison_id,record_revision,supersedes,component_id,source_unit_record_id,evidence_class,authority_role,object_type,source_tex_lines,printed_volume_pages,physical_source_pdf_pages,recomposed_running_pages,source_locator,target_locator,critical_controls,external_candidate_delta,decision,result,status,confidence,adverse_or_choice,rejected_alternative,continuation_cursor,review_state,closure_id
SGA2-V-CUM-CMP-0075,1,,SGA2-V-C04,SGA2-V31OPEN-CMP-014,independent_formula_symbol_note_structure_review,corrected_french_tex_plus_direct_compiled_pdf_independently_audited,independent_full_bounded_audit,1896-1919,65-66,58-59,50-51,French TeX lines1896-1919; direct physical pages58-59; original printed65-66,SGA2_Expose_V_English_SourceAligned_Cumulative_Checkpoint.tex:lines 361-392; component SGA2-V-C04; inherited locator: all headings prose theorem clauses completion identities proof boundary locators and final render,all hypotheses; three theorem clauses; every completion hat and scope; Ass equality; three identities; Cohen reduction; exact page66 transition; no QED,only the stale review-state banner changed,retain the English mathematical body unchanged after complete independent comparison,pass: no sentence formula symbol note numbering structure branch or locator defect,bounded_independent_review_passed_not_cumulative_not_public,high,only the stale review-state banner changed,adopt comparison-only flattened notation; change a correct formula; conflate page systems; manufacture proof closure,corrected French line 2139; Expose VI begins; line 2137 is blank and line 2138 is layout control,source unit independently sealed; cumulative assembly pending independent package audit,SGA2-V-CUM-ASSEMBLY-SELF-GATE-20260718
SGA2-V-CUM-CMP-0076,1,,SGA2-V-C05,SGA2-V32-CMP-001,source_structure,corrected_french_tex_plus_direct_compiled_pdf,lemma_heading,1921,66,59,51,French line1921; printed66; physical59,SGA2_Expose_V_English_SourceAligned_Cumulative_Checkpoint.tex:lines 396-443; component SGA2-V-C05; inherited locator: Lemma3.2 heading,number3.2 and lemma structure,none,preserve heading and theorem-style statement,pass,production_comparison_passed_independent_review_pending,high,none,flatten into prose,corrected French line 2139; Expose VI begins; line 2137 is blank and line 2138 is layout control,source unit independently sealed; cumulative assembly pending independent package audit,SGA2-V-CUM-ASSEMBLY-SELF-GATE-20260718
SGA2-V-CUM-CMP-0077,1,,SGA2-V-C05,SGA2-V32-CMP-002,source_symbol_structure,corrected_french_tex_plus_direct_compiled_pdf,ringed_space_maps,1922,66,59,51,French line1922; printed66; physical59,SGA2_Expose_V_English_SourceAligned_Cumulative_Checkpoint.tex:lines 396-443; component SGA2-V-C05; inherited locator: hypothesis prose,f:X to Y; inverse image of Y-prime; bar-f:B to A,candidate reuses f without bar,preserve distinct geometric and ring maps,pass,production_comparison_passed_independent_review_pending,high,candidate reuses f without bar,collapse the two map symbols,corrected French line 2139; Expose VI begins; line 2137 is blank and line 2138 is layout control,source unit independently sealed; cumulative assembly pending independent package audit,SGA2-V-CUM-ASSEMBLY-SELF-GATE-20260718
SGA2-V-CUM-CMP-0078,1,,SGA2-V-C05,SGA2-V32-CMP-003,source_formula_structure,corrected_french_tex_plus_direct_compiled_pdf,equation_15,1923-1924,66,59,51,French lines1923-1924; printed66; physical59,SGA2_Expose_V_English_SourceAligned_Cumulative_Checkpoint.tex:lines 396-443; component SGA2-V-C05; inherited locator: tag15,E2 indices p q; H support Y-prime; Y; R^q f-star F,candidate R^g regression,preserve every index support argument and direct-image degree,pass,production_comparison_passed_independent_review_pending,high,candidate R^g regression,copy R^g,corrected French line 2139; Expose VI begins; line 2137 is blank and line 2138 is layout control,source unit independently sealed; cumulative assembly pending independent package audit,SGA2-V-CUM-ASSEMBLY-SELF-GATE-20260718
SGA2-V-CUM-CMP-0079,1,,SGA2-V-C05,SGA2-V32-CMP-004,source_formula_structure,corrected_french_tex_plus_direct_compiled_pdf,abutment_15,1925,66,59,51,French line1925; printed66; physical59,SGA2_Expose_V_English_SourceAligned_Cumulative_Checkpoint.tex:lines 396-443; component SGA2-V-C05; inherited locator: statement after tag15,B-module H bullet with support X-prime arguments X F and bar-f restriction,none,preserve degree bullet and all subscripts,pass,production_comparison_passed_independent_review_pending,high,none,omit restriction-of-scalars subscript,corrected French line 2139; Expose VI begins; line 2137 is blank and line 2138 is layout control,source unit independently sealed; cumulative assembly pending independent package audit,SGA2-V-CUM-ASSEMBLY-SELF-GATE-20260718
SGA2-V-CUM-CMP-0080,1,,SGA2-V-C05,SGA2-V32-CMP-005,source_note_structure,corrected_french_tex_plus_direct_compiled_pdf,supported_sheaf_definition,1929,66,59,51,French line1929; printed66; physical59,SGA2_Expose_V_English_SourceAligned_Cumulative_Checkpoint.tex:lines 396-443; component SGA2-V-C05; inherited locator: proof opening,O_Y restricted to Y-prime extended by zero outside,none,preserve support construction and Expose I reference,pass,production_comparison_passed_independent_review_pending,high,none,call it extension by zero without defining source sheaf,corrected French line 2139; Expose VI begins; line 2137 is blank and line 2138 is layout control,source unit independently sealed; cumulative assembly pending independent package audit,SGA2-V-CUM-ASSEMBLY-SELF-GATE-20260718
SGA2-V-CUM-CMP-0081,1,,SGA2-V-C05,SGA2-V32-CMP-006,source_formula_structure,corrected_french_tex_plus_direct_compiled_pdf,equation_16,1930-1931,66,59,51,French lines1930-1931; printed66; physical59,SGA2_Expose_V_English_SourceAligned_Cumulative_Checkpoint.tex:lines 396-443; component SGA2-V-C05; inherited locator: tag16,Hom OYY f-star F; inverse image f-star; Hom to F; bar-f subscript,plain-text candidate obscures star placement,preserve operator variance isomorphism and restriction,pass,production_comparison_passed_independent_review_pending,high,plain-text candidate obscures star placement,inherit flattened f-star,corrected French line 2139; Expose VI begins; line 2137 is blank and line 2138 is layout control,source unit independently sealed; cumulative assembly pending independent package audit,SGA2-V-CUM-ASSEMBLY-SELF-GATE-20260718
SGA2-V-CUM-CMP-0082,1,,SGA2-V-C05,SGA2-V32-CMP-007,source_formula_structure,corrected_french_tex_plus_direct_compiled_pdf,equation_17,1932-1934,66,59,51,French lines1932-1934; printed66; physical59,SGA2_Expose_V_English_SourceAligned_Cumulative_Checkpoint.tex:lines 396-443; component SGA2-V-C05; inherited locator: tag17,inverse image f-star OYY equals OXX,none,preserve equality and both supported sheaf subscripts,pass,production_comparison_passed_independent_review_pending,high,none,normalize to an unlabeled prose fact,corrected French line 2139; Expose VI begins; line 2137 is blank and line 2138 is layout control,source unit independently sealed; cumulative assembly pending independent package audit,SGA2-V-CUM-ASSEMBLY-SELF-GATE-20260718
SGA2-V-CUM-CMP-0083,1,,SGA2-V-C05,SGA2-V32-CMP-008,source_symbol_structure,corrected_french_tex_plus_direct_compiled_pdf,direct_image_injectivity,1935-1938,66,59,51,French lines1935-1938; printed66; physical59,SGA2_Expose_V_English_SourceAligned_Cumulative_Checkpoint.tex:lines 396-443; component SGA2-V-C05; inherited locator: proof paragraph,G injective OX; f-star G injective OY; conditional flatness; constant Z sheaves,mathematically terse source argument,preserve literal source assertion with no invented correction,pass,production_comparison_passed_independent_review_pending,high,mathematically terse source argument,silently replace with a derived-functor theorem,corrected French line 2139; Expose VI begins; line 2137 is blank and line 2138 is layout control,source unit independently sealed; cumulative assembly pending independent package audit,SGA2-V-CUM-ASSEMBLY-SELF-GATE-20260718
SGA2-V-CUM-CMP-0084,1,,SGA2-V-C05,SGA2-V32-CMP-009,source_formula_structure,corrected_french_tex_plus_direct_compiled_pdf,composite_functor,1939-1941,66,59,51,French lines1939-1941; printed66; physical59,SGA2_Expose_V_English_SourceAligned_Cumulative_Checkpoint.tex:lines 396-443; component SGA2-V-C05; inherited locator: first unnumbered display,F maps to Hom OYY f-star F,semantic TeX rendering,use longmapsto for the source's functor arrow,pass,production_comparison_passed_independent_review_pending,high,semantic TeX rendering,interpret the source arrow as a morphism between fixed modules,corrected French line 2139; Expose VI begins; line 2137 is blank and line 2138 is layout control,source unit independently sealed; cumulative assembly pending independent package audit,SGA2-V-CUM-ASSEMBLY-SELF-GATE-20260718
SGA2-V-CUM-CMP-0085,1,,SGA2-V-C05,SGA2-V32-CMP-010,source_formula_structure,corrected_french_tex_plus_direct_compiled_pdf,composite_E2,1942-1944,66,59,51,French lines1942-1944; printed66; physical59,SGA2_Expose_V_English_SourceAligned_Cumulative_Checkpoint.tex:lines 396-443; component SGA2-V-C05; inherited locator: second unnumbered display,E2 p q; Ext^p on Y; semicolon; OYY; R^q direct image,candidate R^g regression,preserve q despite candidate g and retain semicolon argument structure,pass,production_comparison_passed_independent_review_pending,high,candidate R^g regression,copy candidate formula,corrected French line 2139; Expose VI begins; line 2137 is blank and line 2138 is layout control,source unit independently sealed; cumulative assembly pending independent package audit,SGA2-V-CUM-ASSEMBLY-SELF-GATE-20260718
SGA2-V-CUM-CMP-0086,1,,SGA2-V-C05,SGA2-V32-CMP-011,source_formula_structure,corrected_french_tex_plus_direct_compiled_pdf,composite_abutment,1945-1948,66,59,51,French lines1945-1948; printed66; physical59,SGA2_Expose_V_English_SourceAligned_Cumulative_Checkpoint.tex:lines 396-443; component SGA2-V-C05; inherited locator: third unnumbered display,references16-17; Ext bullet X semicolon OXX F; bar-f restriction,none,preserve references degree and all arguments,pass,production_comparison_passed_independent_review_pending,high,none,drop bar-f restriction as implicit,corrected French line 2139; Expose VI begins; line 2137 is blank and line 2138 is layout control,source unit independently sealed; cumulative assembly pending independent package audit,SGA2-V-CUM-ASSEMBLY-SELF-GATE-20260718
SGA2-V-CUM-CMP-0087,1,,SGA2-V-C05,SGA2-V32-CMP-012,source_reference_structure,corrected_french_tex_plus_direct_compiled_pdf,current_corrected_reference,1950,67,59,51,French line1950; printed67; physical59,SGA2_Expose_V_English_SourceAligned_Cumulative_Checkpoint.tex:lines 396-443; component SGA2-V-C05; inherited locator: citation sentence,current branch Expose I Proposition2.3 bis,original branch differs,preserve corrected reference and bis qualifier,pass,production_comparison_passed_independent_review_pending,high,original branch differs,inherit obsolete branch,corrected French line 2139; Expose VI begins; line 2137 is blank and line 2138 is layout control,source unit independently sealed; cumulative assembly pending independent package audit,SGA2-V-CUM-ASSEMBLY-SELF-GATE-20260718
SGA2-V-CUM-CMP-0088,1,,SGA2-V-C05,SGA2-V32-CMP-013,source_note_structure,corrected_french_tex_plus_direct_compiled_pdf,printed_page_67_marker,1950,67,59,51,French line1950 immediately after alors; physical59,SGA2_Expose_V_English_SourceAligned_Cumulative_Checkpoint.tex:lines 396-443; component SGA2-V-C05; inherited locator: margin locator after then,printed67 distinct from physical59 and recomposed51; exact intratextual position,none,place marker immediately after then,pass,production_comparison_passed_independent_review_pending,high,none,place marker after full sentence,corrected French line 2139; Expose VI begins; line 2137 is blank and line 2138 is layout control,source unit independently sealed; cumulative assembly pending independent package audit,SGA2-V-CUM-ASSEMBLY-SELF-GATE-20260718
SGA2-V-CUM-CMP-0089,1,,SGA2-V-C05,SGA2-V32-CMP-014,source_structure,corrected_french_tex_plus_direct_compiled_pdf,proof_boundary,1950-1953,67,59,51,French lines1950-1953; printed67; physical59,SGA2_Expose_V_English_SourceAligned_Cumulative_Checkpoint.tex:lines 396-443; component SGA2-V-C05; inherited locator: QED and excluded next paragraph,proof ends line1951; line1952 blank; next prose line1953,none,close proof here and exclude next paragraph,pass,production_comparison_passed_independent_review_pending,high,none,continue into change-of-rings paragraph,corrected French line 2139; Expose VI begins; line 2137 is blank and line 2138 is layout control,source unit independently sealed; cumulative assembly pending independent package audit,SGA2-V-CUM-ASSEMBLY-SELF-GATE-20260718
SGA2-V-CUM-CMP-0090,1,,SGA2-V-C05,SGA2-V32-CMP-015,render_structure,direct_compiled_french_pdf,page_render_completeness,1921-1951,66-67,59,51,physical59 and target1,SGA2_Expose_V_English_SourceAligned_Cumulative_Checkpoint.tex:lines 396-443; component SGA2-V-C05; inherited locator: complete target 180dpi render,all text formulas tags symbols locators and proof closure visible with no clipping,none,inspect complete source and target pages,pass,production_visual_check_passed_independent_review_pending,high,none,compile-only acceptance,corrected French line 2139; Expose VI begins; line 2137 is blank and line 2138 is layout control,source unit independently sealed; cumulative assembly pending independent package audit,SGA2-V-CUM-ASSEMBLY-SELF-GATE-20260718
SGA2-V-CUM-CMP-0091,1,,SGA2-V-C05,SGA2-V32-CMP-REVIEW-001,independent_source_formula_structure_review,corrected_french_tex_plus_direct_compiled_pdf,complete_lemma_and_proof,1921-1951,66-67,59,51,French lines1921-1951; printed66-67; physical59; running51,SGA2_Expose_V_English_SourceAligned_Cumulative_Checkpoint.tex:lines 396-443; component SGA2-V-C05; inherited locator: complete bounded target body,all hypotheses equations15-17 f versus bar-f R^q constant-Z reduction corrected citation marker67 and QED boundary,no English mathematical-body correction required,accept after direct independent source and render comparison,pass,independent_source_formula_structure_review_passed,high,no English mathematical-body correction required,claim independent agreement from jcreinhold,corrected French line 2139; Expose VI begins; line 2137 is blank and line 2138 is layout control,source unit independently sealed; cumulative assembly pending independent package audit,SGA2-V-CUM-ASSEMBLY-SELF-GATE-20260718
SGA2-V-CUM-CMP-0092,1,,SGA2-V-C06,SGA2-V3-RING-CMP-001,source_symbol_structure,corrected_french_tex_plus_direct_compiled_pdf,ring_homomorphism,1953,67,59-60,51-52,French line1953; printed67; physical59,SGA2_Expose_V_English_SourceAligned_Cumulative_Checkpoint.tex:lines 447-478; component SGA2-V-C06; inherited locator: opening sentence,surjective local-ring map B to A,none,preserve f direction and surjectivity,pass,production_comparison_passed_independent_review_pending,high,none,reverse map direction,corrected French line 2139; Expose VI begins; line 2137 is blank and line 2138 is layout control,source unit independently sealed; cumulative assembly pending independent package audit,SGA2-V-CUM-ASSEMBLY-SELF-GATE-20260718
SGA2-V-CUM-CMP-0093,1,,SGA2-V-C06,SGA2-V3-RING-CMP-002,source_symbol_structure,corrected_french_tex_plus_direct_compiled_pdf,affine_scheme_morphism,1953-1955,67,59-60,51-52,French lines1953-1955; printed67; physical59,SGA2_Expose_V_English_SourceAligned_Cumulative_Checkpoint.tex:lines 447-478; component SGA2-V-C06; inherited locator: display and following prose,contravariant SpecA to SpecB and reused symbol f,source overloads f,preserve exact source overload and direction,pass,production_comparison_passed_independent_review_pending,high,source overloads f,invent bar-f without source warrant,corrected French line 2139; Expose VI begins; line 2137 is blank and line 2138 is layout control,source unit independently sealed; cumulative assembly pending independent package audit,SGA2-V-CUM-ASSEMBLY-SELF-GATE-20260718
SGA2-V-CUM-CMP-0094,1,,SGA2-V-C06,SGA2-V3-RING-CMP-003,source_symbol_structure,corrected_french_tex_plus_direct_compiled_pdf,spaces_closed_points_module,1955,67,59-60,51-52,French line1955; printed67; physical59,SGA2_Expose_V_English_SourceAligned_Cumulative_Checkpoint.tex:lines 447-478; component SGA2-V-C06; inherited locator: setup prose,X Y spectra X-prime Y-prime maximal ideals A-module and tilde sheaf,none,preserve every prime brace subscript and tilde,pass,production_comparison_passed_independent_review_pending,high,none,drop braces around closed points,corrected French line 2139; Expose VI begins; line 2137 is blank and line 2138 is layout control,source unit independently sealed; cumulative assembly pending independent package audit,SGA2-V-CUM-ASSEMBLY-SELF-GATE-20260718
SGA2-V-CUM-CMP-0095,1,,SGA2-V-C06,SGA2-V3-RING-CMP-004,source_formula_structure,corrected_french_tex_plus_direct_compiled_pdf,derived_direct_image_vanishing,1955,67,59-60,51-52,French line1955; printed67; physical59,SGA2_Expose_V_English_SourceAligned_Cumulative_Checkpoint.tex:lines 447-478; component SGA2-V-C06; inherited locator: vanishing clause,R^q f-star tilde-M equals zero for q-positive,candidate R^g regression,retain q in both positions,pass,production_comparison_passed_independent_review_pending,high,candidate R^g regression,copy candidate g,corrected French line 2139; Expose VI begins; line 2137 is blank and line 2138 is layout control,source unit independently sealed; cumulative assembly pending independent package audit,SGA2-V-CUM-ASSEMBLY-SELF-GATE-20260718
SGA2-V-CUM-CMP-0096,1,,SGA2-V-C06,SGA2-V3-RING-CMP-005,source_reference_structure,corrected_french_tex_plus_direct_compiled_pdf,spectral_sequence_references,1955,67,59-60,51-52,French line1955; printed67; physical59,SGA2_Expose_V_English_SourceAligned_Cumulative_Checkpoint.tex:lines 447-478; component SGA2-V-C06; inherited locator: degeneration clause,sequence15 degenerates and result follows from3.2,minor English-explicit reference,render 3.2 as Lemma3.2 without changing reference identity,pass,production_comparison_passed_independent_review_pending,high,minor English-explicit reference,omit reference3.2,corrected French line 2139; Expose VI begins; line 2137 is blank and line 2138 is layout control,source unit independently sealed; cumulative assembly pending independent package audit,SGA2-V-CUM-ASSEMBLY-SELF-GATE-20260718
SGA2-V-CUM-CMP-0097,1,,SGA2-V-C06,SGA2-V3-RING-CMP-006,source_formula_structure,corrected_french_tex_plus_direct_compiled_pdf,equation_18,1956-1957,67,59-60,51-52,French lines1956-1957; printed67; physical59,SGA2_Expose_V_English_SourceAligned_Cumulative_Checkpoint.tex:lines 447-478; component SGA2-V-C06; inherited locator: tag18,H degree n supports singleton mB and mA ambient Y and X f-star tilde-M and right [f],candidate equation is plain-text,preserve every argument marker and tag,pass,production_comparison_passed_independent_review_pending,high,candidate equation is plain-text,normalize away singleton braces,corrected French line 2139; Expose VI begins; line 2137 is blank and line 2138 is layout control,source unit independently sealed; cumulative assembly pending independent package audit,SGA2-V-CUM-ASSEMBLY-SELF-GATE-20260718
SGA2-V-CUM-CMP-0098,1,,SGA2-V-C06,SGA2-V3-RING-CMP-007,source_formula_structure,corrected_french_tex_plus_direct_compiled_pdf,equation_19,1958-1960,67,59-60,51-52,French lines1958-1960; printed67; physical59,SGA2_Expose_V_English_SourceAligned_Cumulative_Checkpoint.tex:lines 447-478; component SGA2-V-C06; inherited locator: tag19,local cohomology degree n support mB of M-[f] versus support mA of M then [f],candidate prints M_f,preserve placement of both bracketed scalar restrictions,pass,production_comparison_passed_independent_review_pending,high,candidate prints M_f,replace both with bare f,corrected French line 2139; Expose VI begins; line 2137 is blank and line 2138 is layout control,source unit independently sealed; cumulative assembly pending independent package audit,SGA2-V-CUM-ASSEMBLY-SELF-GATE-20260718
SGA2-V-CUM-CMP-0099,1,,SGA2-V-C06,SGA2-V3-RING-CMP-008,source_formula_structure,corrected_french_tex_plus_direct_compiled_pdf,equation_20,1961-1963,67,59-60,51-52,French lines1961-1963; printed67; physical60,SGA2_Expose_V_English_SourceAligned_Cumulative_Checkpoint.tex:lines 447-478; component SGA2-V-C06; inherited locator: tag20,D_A of M then [f] versus D_B of M-[f],candidate flattens bracket notation,preserve functor subscripts arguments and scalar-restriction placements,pass,production_comparison_passed_independent_review_pending,high,candidate flattens bracket notation,drop inner [f],corrected French line 2139; Expose VI begins; line 2137 is blank and line 2138 is layout control,source unit independently sealed; cumulative assembly pending independent package audit,SGA2-V-CUM-ASSEMBLY-SELF-GATE-20260718
SGA2-V-CUM-CMP-0100,1,,SGA2-V-C06,SGA2-V3-RING-CMP-009,source_formula_structure,corrected_french_tex_plus_direct_compiled_pdf,equation_21,1964-1966,67,59-60,51-52,French lines1964-1966; printed67; physical60,SGA2_Expose_V_English_SourceAligned_Cumulative_Checkpoint.tex:lines 447-478; component SGA2-V-C06; inherited locator: tag21,ring quotient B by Ann M-[f] versus A by Ann M,corrected branch selected,preserve quotient order annihilators module arguments isomorphism and tag,pass,production_comparison_passed_independent_review_pending,high,corrected branch selected,inherit malformed source branch,corrected French line 2139; Expose VI begins; line 2137 is blank and line 2138 is layout control,source unit independently sealed; cumulative assembly pending independent package audit,SGA2-V-CUM-ASSEMBLY-SELF-GATE-20260718
SGA2-V-CUM-CMP-0101,1,,SGA2-V-C06,SGA2-V3-RING-CMP-010,source_structure,corrected_french_tex_plus_direct_compiled_pdf,logical_reduction,1967,67,59-60,51-52,French line1967; printed67; physical60,SGA2_Expose_V_English_SourceAligned_Cumulative_Checkpoint.tex:lines 447-478; component SGA2-V-C06; inherited locator: closing prose,base-ring change changes nothing then A regular dimension r,none,preserve conclusion and new assumption without importing next argument,pass,production_comparison_passed_independent_review_pending,high,none,include equation22,corrected French line 2139; Expose VI begins; line 2137 is blank and line 2138 is layout control,source unit independently sealed; cumulative assembly pending independent package audit,SGA2-V-CUM-ASSEMBLY-SELF-GATE-20260718
SGA2-V-CUM-CMP-0102,1,,SGA2-V-C06,SGA2-V3-RING-CMP-011,source_pagination_structure,corrected_french_tex_plus_direct_compiled_pdf,coordinate_systems,1950-1973,67-68,59-60,51-52,French lines1950 and1973; physical59-60,SGA2_Expose_V_English_SourceAligned_Cumulative_Checkpoint.tex:lines 447-478; component SGA2-V-C06; inherited locator: authority box and margin marker,unit entirely printed67 while crossing physical59-60 and recomposed51-52,printed68 marker outside unit,record all three coordinate systems separately,pass,production_locator_review_passed_independent_review_pending,high,printed68 marker outside unit,conflate physical and printed pages,corrected French line 2139; Expose VI begins; line 2137 is blank and line 2138 is layout control,source unit independently sealed; cumulative assembly pending independent package audit,SGA2-V-CUM-ASSEMBLY-SELF-GATE-20260718
SGA2-V-CUM-CMP-0103,1,,SGA2-V-C06,SGA2-V3-RING-CMP-012,source_boundary_structure,corrected_french_tex_plus_direct_compiled_pdf,continuation_boundary,1967-1969,67,59-60,51-52,French lines1967-1969; physical60,SGA2_Expose_V_English_SourceAligned_Cumulative_Checkpoint.tex:lines 447-478; component SGA2-V-C06; inherited locator: final sentence and document end,line1968 blank and equation22 begins line1969,none,stop after regularity assumption,pass,production_boundary_review_passed_independent_review_pending,high,none,truncate before line1967 conclusion,corrected French line 2139; Expose VI begins; line 2137 is blank and line 2138 is layout control,source unit independently sealed; cumulative assembly pending independent package audit,SGA2-V-CUM-ASSEMBLY-SELF-GATE-20260718
SGA2-V-CUM-CMP-0104,1,,SGA2-V-C06,SGA2-V3-RING-CMP-013,comparison_witness_delta,comparison_only_not_authority,candidate_notation,1953-1967,67,59-60,51-52,French lines1953-1967 versus jcreinhold lines341-376,SGA2_Expose_V_English_SourceAligned_Cumulative_Checkpoint.tex:lines 447-478; component SGA2-V-C06; inherited locator: target formulas18-21,candidate R^g M_f flattening and plain-text formula18,one nonindependent LLM lineage,reject adverse notation while accepting only ordinary English convention,pass,comparison_delta_recorded_independent_review_pending,high,one nonindependent LLM lineage,treat candidate agreement as corroboration,corrected French line 2139; Expose VI begins; line 2137 is blank and line 2138 is layout control,source unit independently sealed; cumulative assembly pending independent package audit,SGA2-V-CUM-ASSEMBLY-SELF-GATE-20260718
SGA2-V-CUM-CMP-0105,1,,SGA2-V-C06,SGA2-V3-RING-CMP-014,rendered_visual_qa,corrected_french_tex_plus_direct_compiled_pdf,source_target_render,1953-1967,67,59-60,51-52,physical59-60 versus target page1,SGA2_Expose_V_English_SourceAligned_Cumulative_Checkpoint.tex:lines 447-478; component SGA2-V-C06; inherited locator: source PNGs and target PNG,all text equations tags markers and boundaries visible with no clipping,none,retain rendered evidence and inspect at full resolution,pass,self_visual_QA_passed_independent_review_pending,high,none,rely on text extraction alone,corrected French line 2139; Expose VI begins; line 2137 is blank and line 2138 is layout control,source unit independently sealed; cumulative assembly pending independent package audit,SGA2-V-CUM-ASSEMBLY-SELF-GATE-20260718
SGA2-V-CUM-CMP-0106,1,,SGA2-V-C06,SGA2-V3-RING-CMP-015,independent_source_formula_symbol_note_structure,corrected_french_tex_plus_fresh_direct_compiled_pdf,complete_independent_review,1953-1967,67,59-60,51-52,French lines1953-1967; printed67; fresh direct physical59-60 at300dpi,SGA2_Expose_V_English_SourceAligned_Cumulative_Checkpoint.tex:lines 447-478; component SGA2-V-C06; inherited locator: complete target body plus fresh one-page render,f:B-to-A; f:SpecA-to-SpecB; X X-prime Y Y-prime; tilde-M; R^q q-positive; references15 and3.2; equations18-21; every support argument tilde [f] annihilator quotient and boundary,no English-body correction; stale review disclosure updated,preserve the complete source structure without candidate regression or scope overstatement,pass,independently_source_reviewed_sealed_bounded_unit,high,no English-body correction; stale review disclosure updated,adopt candidate R^g or bare-f notation; include equation22; call cumulative or public,corrected French line 2139; Expose VI begins; line 2137 is blank and line 2138 is layout control,source unit independently sealed; cumulative assembly pending independent package audit,SGA2-V-CUM-ASSEMBLY-SELF-GATE-20260718
SGA2-V-CUM-CMP-0107,1,,SGA2-V-C07,SGA2-V3EQ-CMP-001,source_reference_structure,corrected_french_tex_plus_direct_compiled_pdf,reference,1969,67,60,52,French line1969; printed67; physical60,SGA2_Expose_V_English_SourceAligned_Cumulative_Checkpoint.tex:lines 482-512; component SGA2-V-C07; inherited locator: opening sentence,reference2.1,none,preserve the exact backward reference,pass,self_audited_comparison_passed_independent_review_pending,high,none,renumber or omit the reference,corrected French line 2139; Expose VI begins; line 2137 is blank and line 2138 is layout control,source unit independently sealed; cumulative assembly pending independent package audit,SGA2-V-CUM-ASSEMBLY-SELF-GATE-20260718
SGA2-V-CUM-CMP-0108,1,,SGA2-V-C07,SGA2-V3EQ-CMP-002,source_formula_structure,corrected_french_tex_plus_direct_compiled_pdf,equation_22,1970-1972,67,60,52,French lines1970-1972; printed67; physical60,SGA2_Expose_V_English_SourceAligned_Cumulative_Checkpoint.tex:lines 482-512; component SGA2-V-C07; inherited locator: tag22,D(H^i(M)) equals Ext^(r-i)(M A) with exact degree and arguments,none,preserve the complete formula and tag,pass,self_audited_formula_comparison_passed_independent_review_pending,high,none,recast as an unlabeled prose assertion,corrected French line 2139; Expose VI begins; line 2137 is blank and line 2138 is layout control,source unit independently sealed; cumulative assembly pending independent package audit,SGA2-V-CUM-ASSEMBLY-SELF-GATE-20260718
SGA2-V-CUM-CMP-0109,1,,SGA2-V-C07,SGA2-V3EQ-CMP-003,source_symbol_structure,corrected_french_tex_plus_direct_compiled_pdf,cohomology_degree,1971,67,60,52,French line1971; printed67; physical60,SGA2_Expose_V_English_SourceAligned_Cumulative_Checkpoint.tex:lines 482-512; component SGA2-V-C07; inherited locator: tag22 left side,H superscript i inside D,none,preserve superscript i and nested parentheses,pass,self_audited_formula_comparison_passed_independent_review_pending,high,none,move i to D or omit it,corrected French line 2139; Expose VI begins; line 2137 is blank and line 2138 is layout control,source unit independently sealed; cumulative assembly pending independent package audit,SGA2-V-CUM-ASSEMBLY-SELF-GATE-20260718
SGA2-V-CUM-CMP-0110,1,,SGA2-V-C07,SGA2-V3EQ-CMP-004,source_symbol_structure,corrected_french_tex_plus_direct_compiled_pdf,ext_degree,1971,67,60,52,French line1971; printed67; physical60,SGA2_Expose_V_English_SourceAligned_Cumulative_Checkpoint.tex:lines 482-512; component SGA2-V-C07; inherited locator: tag22 right side,Ext superscript r-i with arguments M and A,none,preserve exponent subtraction and argument order,pass,self_audited_formula_comparison_passed_independent_review_pending,high,none,use Ext^(i-r) or reverse arguments,corrected French line 2139; Expose VI begins; line 2137 is blank and line 2138 is layout control,source unit independently sealed; cumulative assembly pending independent package audit,SGA2-V-CUM-ASSEMBLY-SELF-GATE-20260718
SGA2-V-CUM-CMP-0111,1,,SGA2-V-C07,SGA2-V3EQ-CMP-005,source_page_structure,corrected_french_tex_plus_direct_compiled_pdf,printed_page_transition,1973,68,60,52,French line1973; physical60,SGA2_Expose_V_English_SourceAligned_Cumulative_Checkpoint.tex:lines 482-512; component SGA2-V-C07; inherited locator: introductory sentence,pageoriginale occurs after source words On va,semantic locator retained despite margin-note float,place printed68 immediately after We shall,pass,self_audited_page_alignment_passed_independent_review_pending,high,semantic locator retained despite margin-note float,place marker at paragraph start,corrected French line 2139; Expose VI begins; line 2137 is blank and line 2138 is layout control,source unit independently sealed; cumulative assembly pending independent package audit,SGA2-V-CUM-ASSEMBLY-SELF-GATE-20260718
SGA2-V-CUM-CMP-0112,1,,SGA2-V-C07,SGA2-V3EQ-CMP-006,source_structure,corrected_french_tex_plus_direct_compiled_pdf,enumerated_conditions,1974-1978,68,60,52,French lines1974-1978; printed68; physical60,SGA2_Expose_V_English_SourceAligned_Cumulative_Checkpoint.tex:lines 482-512; component SGA2-V-C07; inherited locator: three-item list,labels(a)(b)(c) and punctuation,none,preserve list hierarchy labels and terminal punctuation,pass,self_audited_structure_comparison_passed_independent_review_pending,high,none,flatten into one sentence,corrected French line 2139; Expose VI begins; line 2137 is blank and line 2138 is layout control,source unit independently sealed; cumulative assembly pending independent package audit,SGA2-V-CUM-ASSEMBLY-SELF-GATE-20260718
