concept,lang,form,package,count,file_count,use_category_majority,first_file,first_window
ring,fr,anneau,romance_es_fr,1160,58,language_family_witness_candidate,sources/fr_es_compact_corpus/tex_corpus/french/0611861v1/0611861_unpacked/fom.tex,"le groupe de Grothendieck des objets injectifs de valeurs de dimension finie de . Sous les hypothses du corollaire~ crel-injdf , ce groupe hrite d'une structure d'anneau commutatif induite par le produit tensoriel. Note"
ring,zh,环,cjk_zh_ja,3654,76,language_family_witness_candidate,sources/zh_AlJabr_1/AlJabr-1-master/Errata-Al-jabr-1-v0.tex,ck 课堂习题 block 课堂练习. ex:ex1 证明：对任意的 n Z ， n Z 是 Z 的子群，且 Z 中的任意子群只能是某个 n Z 。 block Cyclic Groups Cyclic Groups（循环群）. exampleblock Example of cyclic group. Consider the following computation: Choose a number g from Z _p^* r
set,fa,مجموعه,rtl_persian_arabic,1007,222,language_family_witness_candidate,sources/fa_3blue1brown_linear_algebra_notes/linear-algebra-3blue1brown-notes-master/README.md,معادلات سیاله خطی حل معادلات سیاله خطی به کمک توابع مولد تعداد پاسخ‌های معادله سیاله خطی با ضرایب واحد در مجموعه اعداد حسابی توانستیم تعداد پاسخ‌های معادله سیاله خطی با ضرایب واحد در مجموعه اعداد حسابی را به روش توزی
set,zh,集合,cjk_zh_ja,1132,78,language_family_witness_candidate,sources/zh_AlJabr_1/AlJabr-1-master/Errata-Al-jabr-1-v0.tex,"out 对整数 a,b ，存在整数 r,s 使得 ar+bs=1 当且仅当 (a,b)=1 。 corollary B ezout定理的直观含义是， (a,b) 是 a 和 b 的整数线性组合的最小值，即 (a,b) 是集合 S 中的最小正整数，其中 S = ar+bs 0: r,s 有同学问，是什么动机促使B ezout发现“ (a,b) 是 a 和 b 的整数线性组合的最小值”这个直观的呢？这是一个好问题，值得思考。 背景 在思考前"
subgroup,es,subgrupo,romance_es_fr,411,40,language_family_witness_candidate,sources/es_apuntes_uam_infomat/apuntes-c67591e4e78aaf31bc5335e5a4ef6ca2cb436447/Algebra Conmutativa/tex/1_AnillosI.tex,"G tal que a b = b a = e . Sea a G , a su elemento inverso se le denomina a^ -1 . enumerate defn defn [Subgrupo] Sea un grupo (G, ) , un subconjunto H de G es un subgrupo de G cuando H es un grupo con restringida a los el"
subgroup,fr,sous-groupe,romance_es_fr,379,38,language_family_witness_candidate,sources/fr_es_compact_corpus/tex_corpus/french/0605499v2/indice1.tex,"est une sous-alg ebre de Cartan de g , de sorte que : rg( g )(= ind g ) = t + a avec : t = ind ( m ) et a = ind ( k , p ) . Par ailleurs, d'apr es la formule de l'indice des produits semi-directs ( Ra ) : ind ( p ad k )"
subgroup,zh,子群,cjk_zh_ja,1300,56,language_family_witness_candidate,sources/zh_AlJabr_1/AlJabr-1-master/Errata-Al-jabr-1-v0.tex,"s. If G is a group containing n elements, we write G = n . block Subgroups Definitions definition (Subgroup.)（子群） Let G be a group and H a subset of G . If H is a group under group operation in G , then H is said to be a"
subset,fa,زیرمجموعه,rtl_persian_arabic,177,76,language_family_witness_candidate,sources/fa_advanced_math_problems/Advanced-Math-Problems-main/Question.tex,"نشان دهید تعداد روش‌های انتخاب ۴ عضو دو به دو نامتوالی از مجموعه اعداد 1,2,3,...,n برابر است با n-3 4 . یک زیرمجموعه از این نوع مثلا 1,3,7,10 را انتخاب و نابرابری‌های اکید 0 < 1 < 3 < 7 < 10 < n+1 را در نظر می‌گیریم."
subset,zh,子集,cjk_zh_ja,524,64,language_family_witness_candidate,sources/zh_AlJabr_1/AlJabr-1-master/Errata-Al-jabr-1-v0.tex,"you need to check that H satisfies all the axioms of a group. proof 子群判定方法. exampleblock 有多少种判定子群的方法？ 给定群 G 和其子集 H ，如何判断 H 是否 G 的子群？ itemize 验证四条群公理. 命题6.8：封闭性、有逆元. 命题6.9： H , and ab^ -1 H for all a, b H . 命题6.10：针对有限群，只"
theorem,es,teorema,romance_es_fr,3758,322,language_family_witness_candidate,sources/es_apuntes_uam_infomat/apuntes-c67591e4e78aaf31bc5335e5a4ef6ca2cb436447/Algebra Conmutativa/tex/1_AnillosI.tex,"prop Todo anillo tiene al menos un elemento maximal prop proof Tomar I= 0 en el teorema anterior. proof Un caso extremo es cuando R es un cuerpo, en ese caso 0 es el único ideal propio, y por tanto es el único maximal."
theorem,fa,قضیه,rtl_persian_arabic,676,98,language_family_witness_candidate,sources/arabic_persianate_paper01_review/R3_Paper01_Cumulative_Arabic_Persianate_Review_Packet_20260629T154505Z/sources/dari_afghan_persian/paper01_form_sequence_reducer_dari_review_v001.tex,ه نسبت دهیم و مهره‌های قرار گرفته در هر فضا را درون جعبه‌ی متناظر قرار دهیم. پس این دو مسئله یکسان هستند. طبق قضیه تعداد جایگشت‌های خطی متمایز با اعضای تکراری ، پاسخ این مسئله برابر است با: (X+(n-1))! X!(n-1)! لازم داریم
theorem,fr,theoreme,romance_es_fr,963,35,language_family_witness_candidate,sources/fr_es_compact_corpus/tex_corpus/french/1508.04495v1/1508_unpacked/chapitre1.tex,"A et x M_1 . Ce dernier résultat est justement le premier théorème d'isomorphisme qui demeure fondamental dans toute la théorie des représentations. Les deux autres théorèmes d'isomorphisme sont également bien utiles, m"
theorem,zh,定理,cjk_zh_ja,2378,108,language_family_witness_candidate,sources/zh_AlJabr_1/AlJabr-1-master/Errata-Al-jabr-1-v0.tex,"rlinks=true, linkcolor=blue!60!black, citecolor=teal!50!black, urlcolor=purple!60!black, pdftitle= 如何重新发明Beout定理？ , pdfauthor= Libin Wang , 2em 0.3em itemsep=0.25em,topsep=0.2em itemsep=0.25em,topsep=0.2em plain theorem"
therefore,es,por tanto,romance_es_fr,2602,241,language_family_witness_candidate,sources/es_apuntes_uam_infomat/apuntes-c67591e4e78aaf31bc5335e5a4ef6ca2cb436447/Algebra Conmutativa/tex/1_AnillosI.tex,"subconjunto H de G es un subgrupo de G cuando H es un grupo con restringida a los elementos de H. Por tanto, debe cumplir: enumerate H contiene al elemento identidad: e H . H es cerrado: a,b H , entonces a b H . H conti"
therefore,es,por consiguiente,romance_es_fr,12,8,language_family_witness_candidate,sources/es_apuntes_uam_infomat/apuntes-c67591e4e78aaf31bc5335e5a4ef6ca2cb436447/AprendizajeAutomatico/AprendizajeAutomatico.tex,"yes asimétrica utiliza una matriz de costes distinta de la de confusión, es decir, la importancia de los errores no es simétrica. En el caso de la enfermedad descrito anteriormente, convendría utilizar una regla asimétri"
therefore,fr,donc,romance_es_fr,2686,80,language_family_witness_candidate,sources/fr_es_compact_corpus/tex_corpus/french/0605499v2/indice1.tex,t ( a ^ _0 g ^ ) = codim ( g . _0) . . On a : h = a ^ = g - a + ( a g ^ ) = ( g / a ) + codim ( g . _0) . On a donc : a ^ _0 + g ^ ( g / a ) + 2 codim ( g . _0) . D'o u : ind ( g ) + ind ( a ) ( g / a ) + 2 codim ( g . _
therefore,fr,par consequent,romance_es_fr,166,22,language_family_witness_candidate,sources/fr_es_compact_corpus/tex_corpus/french/1508.04495v1/1508_unpacked/chapitre2.tex,"t donnée par l'action ( ^ ) = (1 ) (1 ^ -1 ) , où et _ S- Lie ( S) . Des calculs montrent effectivement que chaque u_ est bien un automorphisme S -linéaire de l'algèbre de Lie S . Le 1-cocycle de la proposition s'écrit d"
transvection,ar,ترانسفكشن,rtl_persian_arabic,1,1,draft_or_review_packet_not_witness,sources/arabic_script_render_review/sources/controlled_arabic/paper01_basic_idea_v001.tex,مودول شكلاً أساسياً، منتهياً ومعروفاً، أو إلى أن يمكن ردّ مودول إلى أشكال تدخل فيها الثوابت عواملَ. وبإجراء الترانسفكشن بين النظام الكامل نسبياً ونظام المودول، نحصل في الحالة الأولى على النظام الكامل مطلقاً، بينما يتطابق
transvection,fa,ترانسوکسیون,rtl_persian_arabic,4,4,draft_or_review_packet_not_witness,sources/arabic_persianate_paper01_review/R3_Paper01_Cumulative_Arabic_Persianate_Review_Packet_20260629T154505Z/sources/persian_farsi/paper01_cumulative_persian_farsi_v001.tex,ورت پایه، متناهی و شناخته شود، یا بتوان مودولی را به صورت‌هایی فروکاست که ناورداها را به عنوان عامل دارند. از ترانسوکسیونِ دستگاه نسبتاً کامل با دستگاه مودول، در حالت نخست دستگاه مطلقاً کامل حاصل می‌شود، و در حالت دوم دس
variable,fa,متغیر,rtl_persian_arabic,56,28,language_family_witness_candidate,sources/arabic_persianate_paper01_review/R3_Paper01_Cumulative_Arabic_Persianate_Review_Packet_20260629T154505Z/sources/persian_farsi/paper01_cumulative_persian_farsi_v001.tex,ی ممکن است. این روش را با حل یک مثال نشان می‌دهیم. DEFINITION به هر معادله‌ی چندجمله‌ای حاصل جمع توان‌هایی از متغیر‌ها؛ در معادلات چندجمله‌ای، توابعی نمایی، لگاریتمی، سینوسی یا ... از متغیر‌ها مجاز نیستند. خطی توان تمام
vector,fa,بردار,rtl_persian_arabic,734,41,language_family_witness_candidate,sources/fa_3blue1brown_linear_algebra_notes/linear-algebra-3blue1brown-notes-master/persian_notes/commands.tex,که در اختیار داریم. حال از جعبه‌ها این دو عضو را کم می‌کنیم. درواقع ۳ جعبه داریم که می‌خواهیم از آن‌ها ۲ عضو برداریم که خود یک معادله سیاله جدید می‌شود. پس پاسخ مسئله برابر است با : 2 + 3 - 1 2 = 4 2 = 4 3 2 = 6 PROBLEM
vector,zh,向量,cjk_zh_ja,420,38,language_family_witness_candidate,sources/zh_AlJabr_1/AlJabr-1-master/chapter10.tex,a b = 1 。请写一个程序 GF inverse 完成求逆元的任务，即对任意的 a GF ， 且 a 0 ，求 b GF 使得 a b = 1 。[提示，从 算法出发。关键点在于要思考，什么是除法？] 设 C 是一种向量空间，其向量长度为 10 （即每个向量有 10 个元素），且每个元素都是从 0 到 9 之间的整数。设矩阵 H 为 H = bmatrix 1 & 1 & 1 & 1 & 1 & 1 & 1 & 1 & 1 & 1
vector space,fa,فضای برداری,rtl_persian_arabic,17,6,language_family_witness_candidate,sources/fa_3blue1brown_linear_algebra_notes/linear-algebra-3blue1brown-notes-master/persian_notes/lectures/lecture02.tex,بسته است. یعنی هر ترکیب خطی از بردارهای آن مجموعه، خود برداری در همان مجموعه خواهد بود. وجود بردار صفر در هر فضای برداری یک اصل است، زیرا نقطه شروع یا مبدأ تمام حرکات است.) شکل‌ها نشان می‌دهند که چگونه می‌توانید بردارها
vector space,zh,向量空间,cjk_zh_ja,364,38,language_family_witness_candidate,sources/zh_AlJabr_1/AlJabr-1-master/chapter10.tex,a b = 1 。请写一个程序 GF inverse 完成求逆元的任务，即对任意的 a GF ， 且 a 0 ，求 b GF 使得 a b = 1 。[提示，从 算法出发。关键点在于要思考，什么是除法？] 设 C 是一种向量空间，其向量长度为 10 （即每个向量有 10 个元素），且每个元素都是从 0 到 9 之间的整数。设矩阵 H 为 H = bmatrix 1 & 1 & 1 & 1 & 1 & 1 & 1 & 1 & 1 & 1
