layer	inherited_path	inherited_tex_line	inherited_unit	printed_pages	line	disposition	evidence
fr	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/orig/tex/04a_div4_fr.tex	185	par.015	70	\unitid{dirichlet.v1.p04a.par.015}Le produit des nombres $E$ et $F$, qui sont premiers entre eux, étant un carré, chacun d'eux est aussi un carré. Faisons $E=e^2$, et nous aurons $t+\psi=e^2K$. Le carré impair $e^2$ est de la forme $8n+1$, et $K$, comme diviseur impair de $\varphi'^2+2u'^2$ (où $\varphi'$ et $u'$ sont premiers entre eux), de l'une de celles-ci $8n+1$, $8n+7$. Le nombre $t+\psi$ sera donc lui-même de l'une des formes $8n+1$, $8n+7$. Le nombre $\psi$ que nous savons être divisible par 4, sera de la forme $8n$ ou de celle-ci: $8n+4$. Il suit, de ce qui précède, que, dans le premier cas, $t$ sera de l'une de ces deux formes: $8n+1$, $8n+7$, dans le second de l'une de celles-ci: $8n+3$, $8n+5$. En comparant ce résultat au théorème précédent, on aura cet autre théorème:	REPLAYED_AGAINST_AUTHORITY; SEE_SOURCE_BACKED_DIFF	qa/source/p070_authority.png
fr	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/orig/tex/04a_div4_fr.tex	186	par.015			PRESERVED_ONLY_NOT_AUTHOR_CONTENT	
fr	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/orig/tex/04a_div4_fr.tex	187	thm.004	70	\unitid{dirichlet.v1.p04a.thm.004}»$p$ désignant un nombre premier $8n+1$, et ayant fait $p=\varphi^2+\psi^2$ (où $\psi$ est supposé divisible par 4), $\pm2$ sera ou ne sera pas résidu biquadratique par rapport à $p$, selon que $\psi$ est de la forme $8n$ ou de celle-ci: $8n+4$.«	REPLAYED_AGAINST_AUTHORITY; SEE_SOURCE_BACKED_DIFF	qa/source/p070_authority.png
fr	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/orig/tex/04a_div4_fr.tex	188	thm.004			PRESERVED_ONLY_NOT_AUTHOR_CONTENT	
fr	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/orig/tex/04a_div4_fr.tex	189	par.016	71	\unitid{dirichlet.v1.p04a.par.016}Il y a un troisième théorème propre à décider si $\pm2$ est ou n'est pas résidu biquadratique relativement à un nombre premier $p=8n+1$, et qui peut s'énoncer comme il suit:	REPLAYED_AGAINST_AUTHORITY; SEE_SOURCE_BACKED_DIFF	qa/source/p071_authority.png
fr	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/orig/tex/04a_div4_fr.tex	190	par.016			PRESERVED_ONLY_NOT_AUTHOR_CONTENT	
fr	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/orig/tex/04a_div4_fr.tex	191	thm.005	71	\unitid{dirichlet.v1.p04a.thm.005}»Ayant fait d'une manière quelconque $p=t^2-2u^2$, $\pm2$ sera ou ne sera pas résidu biquadratique par rapport à $p$, selon que $t$ est de l'une des formes $8n+1$, $8n+3$, ou de l'une de celles-ci: $8n+5$, $8n+7$.«	REPLAYED_AGAINST_AUTHORITY; SEE_SOURCE_BACKED_DIFF	qa/source/p071_authority.png
fr	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/orig/tex/04a_div4_fr.tex	192	thm.005			PRESERVED_ONLY_NOT_AUTHOR_CONTENT	
fr	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/orig/tex/04a_div4_fr.tex	193	par.017	71	\unitid{dirichlet.v1.p04a.par.017}Nous ne nous arrêterons pas à démontrer ce théorème que l'on peut établir d'une manière directe et par des considérations analogues à celles sur lesquelles est fondée la démonstration du premier des deux théorèmes précédents. On peut aussi le déduire de chacun des précédents à-peu-près comme on vient de passer du premier au second.	REPLAYED_AGAINST_AUTHORITY; SEE_SOURCE_BACKED_DIFF	qa/source/p071_authority.png
fr	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/orig/tex/04a_div4_fr.tex	194	par.017			PRESERVED_ONLY_NOT_AUTHOR_CONTENT	
fr	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/orig/tex/04a_div4_fr.tex	195	par.017	71	\begin{center}3.\end{center}	REPLAYED_AGAINST_AUTHORITY; SEE_SOURCE_BACKED_DIFF	qa/source/p071_authority.png
fr	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/orig/tex/04a_div4_fr.tex	196	par.017			PRESERVED_ONLY_NOT_AUTHOR_CONTENT	
fr	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/orig/tex/04a_div4_fr.tex	197	par.018	71;72	\unitid{dirichlet.v1.p04a.par.018}Nous allons maintenant passer à des considérations plus générales. Soit $b$ un nombre premier $4n+3$, $p$ un nombre premier $4n+1$ susceptible d'être mis sous la forme $t^2-bu^2$, et proposons-nous de décider si $-b$ est ou n'est pas résidu biquadratique par rapport à $p$. Il est facile de voir que, si $p$ peut être mis sous la forme $t^2-bu^2$, on peut toujours le faire de manière que $u$ soit pair, et par conséquent $t$ impair\footnote{Pour prouver que cela est toujours possible, nous allons faire voir que, si l'on a $t^2-bu^2=p$, $t$ étant pair, il est facile de déduire des valeurs de $t$ et de $u$, d'autres nombres $t'$ (impair) et $u'$ qui satisfassent également à l'équation $t'^2-bu'^2=p$. Soient $r$ et $s$ les moindres nombres tels que $r^2-bs^2=1$, je dis que $r$ sera pair. En effet, on sait que, si $b$ désigne un nombre premier $4n+3$, l'équation $\rho^2-b\sigma^2=\pm2$ est toujours possible, et que, $\rho$ et $\sigma$ étant supposés les plus petits nombres qui y satisfassent, on a $r=\rho^2\mp1$, $s=\rho\sigma$ (Théorie des Nombres, no. 44. 45). Il suit de là et de ce que les nombres $\rho$ et $\sigma$ sont évidemment impairs l'un et l'autre, que $r$ est un nombre pair. Cela posé, si l'on multiplie entre elles les équations $r^2-bs^2=1$, $t^2-bu^2=p$, il viendra $(rt+bsu)^2-b(ru+st)^2=p$, et l'on verra facilement que $rt\pm bsu$ est un nombre impair.}). Faisons donc $p=t^2-bu^2$, et posons $u=2^\nu kk'k''\cdots$, $k,k',k'',\ldots$ étant les facteurs impairs simples de $u$. On conclut immédiatement de l'équation précédente:	REPLAYED_AGAINST_AUTHORITY; SEE_SOURCE_BACKED_DIFF	qa/source/p071_authority.png;qa/source/p072_authority.png
fr	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/orig/tex/04a_div4_fr.tex	198	par.018	71;72	\[	REPLAYED_AGAINST_AUTHORITY; SEE_SOURCE_BACKED_DIFF	qa/source/p071_authority.png;qa/source/p072_authority.png
fr	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/orig/tex/04a_div4_fr.tex	199	par.018	71;72	\leg{p}{k}=1,\qquad \leg{p}{k'}=1,	REPLAYED_AGAINST_AUTHORITY; SEE_SOURCE_BACKED_DIFF	qa/source/p071_authority.png;qa/source/p072_authority.png
fr	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/orig/tex/04a_div4_fr.tex	200	par.018	71;72	\qquad \leg{p}{k''}=1,\qquad \text{etc.}	REPLAYED_AGAINST_AUTHORITY; SEE_SOURCE_BACKED_DIFF	qa/source/p071_authority.png;qa/source/p072_authority.png
fr	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/orig/tex/04a_div4_fr.tex	201	par.018	71;72	\]	REPLAYED_AGAINST_AUTHORITY; SEE_SOURCE_BACKED_DIFF	qa/source/p071_authority.png;qa/source/p072_authority.png
fr	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/orig/tex/04a_div4_fr.tex	202	par.018	71;72	L'application de la loi de réciprocité donne ensuite, $p$ étant de la forme $4n+1$:	REPLAYED_AGAINST_AUTHORITY; SEE_SOURCE_BACKED_DIFF	qa/source/p071_authority.png;qa/source/p072_authority.png
fr	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/orig/tex/04a_div4_fr.tex	203	par.018	71;72	\[	REPLAYED_AGAINST_AUTHORITY; SEE_SOURCE_BACKED_DIFF	qa/source/p071_authority.png;qa/source/p072_authority.png
fr	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/orig/tex/04a_div4_fr.tex	204	par.018	71;72	\leg{k}{p}=1,\qquad \leg{k'}{p}=1,	REPLAYED_AGAINST_AUTHORITY; SEE_SOURCE_BACKED_DIFF	qa/source/p071_authority.png;qa/source/p072_authority.png
fr	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/orig/tex/04a_div4_fr.tex	205	par.018	71;72	\qquad \leg{k''}{p}=1,\qquad \text{etc.}	REPLAYED_AGAINST_AUTHORITY; SEE_SOURCE_BACKED_DIFF	qa/source/p071_authority.png;qa/source/p072_authority.png
fr	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/orig/tex/04a_div4_fr.tex	206	par.018	71;72	\]	REPLAYED_AGAINST_AUTHORITY; SEE_SOURCE_BACKED_DIFF	qa/source/p071_authority.png;qa/source/p072_authority.png
fr	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/orig/tex/04a_div4_fr.tex	207	par.018	71;72	Multipliant ces relations entre elles et avec la relation identique $\leg{2^\nu}{p}=\leg{2^\nu}{p}$, on aura ce résultat:	REPLAYED_AGAINST_AUTHORITY; SEE_SOURCE_BACKED_DIFF	qa/source/p071_authority.png;qa/source/p072_authority.png
fr	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/orig/tex/04a_div4_fr.tex	208	par.018	71;72	\[	REPLAYED_AGAINST_AUTHORITY; SEE_SOURCE_BACKED_DIFF	qa/source/p071_authority.png;qa/source/p072_authority.png
fr	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/orig/tex/04a_div4_fr.tex	209	par.018	71;72	(\alpha)\qquad \leg{u}{p}=\leg{2^\nu}{p}.	REPLAYED_AGAINST_AUTHORITY; SEE_SOURCE_BACKED_DIFF	qa/source/p071_authority.png;qa/source/p072_authority.png
fr	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/orig/tex/04a_div4_fr.tex	210	par.018	71;72	\]	REPLAYED_AGAINST_AUTHORITY; SEE_SOURCE_BACKED_DIFF	qa/source/p071_authority.png;qa/source/p072_authority.png
fr	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/orig/tex/04a_div4_fr.tex	211	par.018			PRESERVED_ONLY_NOT_AUTHOR_CONTENT	
fr	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/orig/tex/04a_div4_fr.tex	212	par.019	72;73	\unitid{dirichlet.v1.p04a.par.019}Décomposons actuellement le nombre impair $t$ en ses facteurs simples et partageons ces facteurs en deux classes. Ceux de la première classe seront désignés par $g,g',g'',\ldots$, et sont tels que:	REPLAYED_AGAINST_AUTHORITY; SEE_SOURCE_BACKED_DIFF	qa/source/p072_authority.png;qa/source/p073_authority.png
fr	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/orig/tex/04a_div4_fr.tex	213	par.019	72;73	\[	REPLAYED_AGAINST_AUTHORITY; SEE_SOURCE_BACKED_DIFF	qa/source/p072_authority.png;qa/source/p073_authority.png
fr	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/orig/tex/04a_div4_fr.tex	214	par.019	72;73	(\beta)\qquad \leg{-b}{g}=1,	REPLAYED_AGAINST_AUTHORITY; SEE_SOURCE_BACKED_DIFF	qa/source/p072_authority.png;qa/source/p073_authority.png
fr	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/orig/tex/04a_div4_fr.tex	215	par.019	72;73	\qquad \leg{-b}{g'}=1,	REPLAYED_AGAINST_AUTHORITY; SEE_SOURCE_BACKED_DIFF	qa/source/p072_authority.png;qa/source/p073_authority.png
fr	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/orig/tex/04a_div4_fr.tex	216	par.019	72;73	\qquad \leg{-b}{g''}=1,	REPLAYED_AGAINST_AUTHORITY; SEE_SOURCE_BACKED_DIFF	qa/source/p072_authority.png;qa/source/p073_authority.png
fr	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/orig/tex/04a_div4_fr.tex	217	par.019	72;73	\qquad \text{etc.}	REPLAYED_AGAINST_AUTHORITY; SEE_SOURCE_BACKED_DIFF	qa/source/p072_authority.png;qa/source/p073_authority.png
fr	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/orig/tex/04a_div4_fr.tex	218	par.019	72;73	\]	REPLAYED_AGAINST_AUTHORITY; SEE_SOURCE_BACKED_DIFF	qa/source/p072_authority.png;qa/source/p073_authority.png
fr	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/orig/tex/04a_div4_fr.tex	219	par.019	72;73	Quant à ceux qui forment la seconde classe et que nous désignerons par $h,h',h'',\ldots$, ils sont tels que:	REPLAYED_AGAINST_AUTHORITY; SEE_SOURCE_BACKED_DIFF	qa/source/p072_authority.png;qa/source/p073_authority.png
fr	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/orig/tex/04a_div4_fr.tex	220	par.019	72;73	\[	REPLAYED_AGAINST_AUTHORITY; SEE_SOURCE_BACKED_DIFF	qa/source/p072_authority.png;qa/source/p073_authority.png
fr	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/orig/tex/04a_div4_fr.tex	221	par.019	72;73	(\beta')\qquad \leg{-b}{h}=-1,	REPLAYED_AGAINST_AUTHORITY; SEE_SOURCE_BACKED_DIFF	qa/source/p072_authority.png;qa/source/p073_authority.png
fr	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/orig/tex/04a_div4_fr.tex	222	par.019	72;73	\qquad \leg{-b}{h'}=-1,	REPLAYED_AGAINST_AUTHORITY; SEE_SOURCE_BACKED_DIFF	qa/source/p072_authority.png;qa/source/p073_authority.png
fr	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/orig/tex/04a_div4_fr.tex	223	par.019	72;73	\qquad \leg{-b}{h''}=-1,	REPLAYED_AGAINST_AUTHORITY; SEE_SOURCE_BACKED_DIFF	qa/source/p072_authority.png;qa/source/p073_authority.png
fr	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/orig/tex/04a_div4_fr.tex	224	par.019	72;73	\qquad \text{etc.}	REPLAYED_AGAINST_AUTHORITY; SEE_SOURCE_BACKED_DIFF	qa/source/p072_authority.png;qa/source/p073_authority.png
fr	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/orig/tex/04a_div4_fr.tex	225	par.019	72;73	\]	REPLAYED_AGAINST_AUTHORITY; SEE_SOURCE_BACKED_DIFF	qa/source/p072_authority.png;qa/source/p073_authority.png
fr	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/orig/tex/04a_div4_fr.tex	226	par.019	72;73	Le produit de tous ces nombres est égal à $t$, c'est-à-dire que:	REPLAYED_AGAINST_AUTHORITY; SEE_SOURCE_BACKED_DIFF	qa/source/p072_authority.png;qa/source/p073_authority.png
fr	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/orig/tex/04a_div4_fr.tex	227	par.019	72;73	\[	REPLAYED_AGAINST_AUTHORITY; SEE_SOURCE_BACKED_DIFF	qa/source/p072_authority.png;qa/source/p073_authority.png
fr	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/orig/tex/04a_div4_fr.tex	228	par.019	72;73	 t=gg'g''\cdots\times hh'h''\cdots.	REPLAYED_AGAINST_AUTHORITY; SEE_SOURCE_BACKED_DIFF	qa/source/p072_authority.png;qa/source/p073_authority.png
fr	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/orig/tex/04a_div4_fr.tex	229	par.019	72;73	\]	REPLAYED_AGAINST_AUTHORITY; SEE_SOURCE_BACKED_DIFF	qa/source/p072_authority.png;qa/source/p073_authority.png
fr	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/orig/tex/04a_div4_fr.tex	230	par.019	72;73	L'inspection de l'équation $t^2-bu^2=p$ donne ces résultats:	REPLAYED_AGAINST_AUTHORITY; SEE_SOURCE_BACKED_DIFF	qa/source/p072_authority.png;qa/source/p073_authority.png
fr	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/orig/tex/04a_div4_fr.tex	231	par.019	72;73	\[	REPLAYED_AGAINST_AUTHORITY; SEE_SOURCE_BACKED_DIFF	qa/source/p072_authority.png;qa/source/p073_authority.png
fr	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/orig/tex/04a_div4_fr.tex	232	par.019	72;73	\leg{-bp}{g}=1,	REPLAYED_AGAINST_AUTHORITY; SEE_SOURCE_BACKED_DIFF	qa/source/p072_authority.png;qa/source/p073_authority.png
fr	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/orig/tex/04a_div4_fr.tex	233	par.019	72;73	\qquad \leg{-bp}{g'}=1,	REPLAYED_AGAINST_AUTHORITY; SEE_SOURCE_BACKED_DIFF	qa/source/p072_authority.png;qa/source/p073_authority.png
fr	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/orig/tex/04a_div4_fr.tex	234	par.019	72;73	\qquad \leg{-bp}{g''}=1,	REPLAYED_AGAINST_AUTHORITY; SEE_SOURCE_BACKED_DIFF	qa/source/p072_authority.png;qa/source/p073_authority.png
fr	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/orig/tex/04a_div4_fr.tex	235	par.019	72;73	\qquad \text{etc.}	REPLAYED_AGAINST_AUTHORITY; SEE_SOURCE_BACKED_DIFF	qa/source/p072_authority.png;qa/source/p073_authority.png
fr	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/orig/tex/04a_div4_fr.tex	236	par.019	72;73	\]	REPLAYED_AGAINST_AUTHORITY; SEE_SOURCE_BACKED_DIFF	qa/source/p072_authority.png;qa/source/p073_authority.png
fr	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/orig/tex/04a_div4_fr.tex	237	par.019	72;73	\[	REPLAYED_AGAINST_AUTHORITY; SEE_SOURCE_BACKED_DIFF	qa/source/p072_authority.png;qa/source/p073_authority.png
fr	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/orig/tex/04a_div4_fr.tex	238	par.019	72;73	\leg{-bp}{h}=1,	REPLAYED_AGAINST_AUTHORITY; SEE_SOURCE_BACKED_DIFF	qa/source/p072_authority.png;qa/source/p073_authority.png
fr	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/orig/tex/04a_div4_fr.tex	239	par.019	72;73	\qquad \leg{-bp}{h'}=1,	REPLAYED_AGAINST_AUTHORITY; SEE_SOURCE_BACKED_DIFF	qa/source/p072_authority.png;qa/source/p073_authority.png
fr	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/orig/tex/04a_div4_fr.tex	240	par.019	72;73	\qquad \leg{-bp}{h''}=1,	REPLAYED_AGAINST_AUTHORITY; SEE_SOURCE_BACKED_DIFF	qa/source/p072_authority.png;qa/source/p073_authority.png
fr	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/orig/tex/04a_div4_fr.tex	241	par.019	72;73	\qquad \text{etc.}	REPLAYED_AGAINST_AUTHORITY; SEE_SOURCE_BACKED_DIFF	qa/source/p072_authority.png;qa/source/p073_authority.png
fr	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/orig/tex/04a_div4_fr.tex	242	par.019	72;73	\]	REPLAYED_AGAINST_AUTHORITY; SEE_SOURCE_BACKED_DIFF	qa/source/p072_authority.png;qa/source/p073_authority.png
fr	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/orig/tex/04a_div4_fr.tex	243	par.019	72;73	La comparaison de ces relations avec les précédentes donnera ensuite:	REPLAYED_AGAINST_AUTHORITY; SEE_SOURCE_BACKED_DIFF	qa/source/p072_authority.png;qa/source/p073_authority.png
fr	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/orig/tex/04a_div4_fr.tex	244	par.019	72;73	\[	REPLAYED_AGAINST_AUTHORITY; SEE_SOURCE_BACKED_DIFF	qa/source/p072_authority.png;qa/source/p073_authority.png
fr	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/orig/tex/04a_div4_fr.tex	245	par.019	72;73	\leg{p}{g}=1,	REPLAYED_AGAINST_AUTHORITY; SEE_SOURCE_BACKED_DIFF	qa/source/p072_authority.png;qa/source/p073_authority.png
fr	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/orig/tex/04a_div4_fr.tex	246	par.019	72;73	\qquad \leg{p}{g'}=1,	REPLAYED_AGAINST_AUTHORITY; SEE_SOURCE_BACKED_DIFF	qa/source/p072_authority.png;qa/source/p073_authority.png
fr	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/orig/tex/04a_div4_fr.tex	247	par.019	72;73	\qquad \leg{p}{g''}=1,	REPLAYED_AGAINST_AUTHORITY; SEE_SOURCE_BACKED_DIFF	qa/source/p072_authority.png;qa/source/p073_authority.png
fr	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/orig/tex/04a_div4_fr.tex	248	par.019	72;73	\qquad \text{etc.}	REPLAYED_AGAINST_AUTHORITY; SEE_SOURCE_BACKED_DIFF	qa/source/p072_authority.png;qa/source/p073_authority.png
fr	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/orig/tex/04a_div4_fr.tex	249	par.019	72;73	\]	REPLAYED_AGAINST_AUTHORITY; SEE_SOURCE_BACKED_DIFF	qa/source/p072_authority.png;qa/source/p073_authority.png
fr	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/orig/tex/04a_div4_fr.tex	250	par.019	72;73	\[	REPLAYED_AGAINST_AUTHORITY; SEE_SOURCE_BACKED_DIFF	qa/source/p072_authority.png;qa/source/p073_authority.png
fr	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/orig/tex/04a_div4_fr.tex	251	par.019	72;73	\leg{p}{h}=-1,	REPLAYED_AGAINST_AUTHORITY; SEE_SOURCE_BACKED_DIFF	qa/source/p072_authority.png;qa/source/p073_authority.png
fr	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/orig/tex/04a_div4_fr.tex	252	par.019	72;73	\qquad \leg{p}{h'}=-1,	REPLAYED_AGAINST_AUTHORITY; SEE_SOURCE_BACKED_DIFF	qa/source/p072_authority.png;qa/source/p073_authority.png
fr	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/orig/tex/04a_div4_fr.tex	253	par.019	72;73	\qquad \leg{p}{h''}=-1,	REPLAYED_AGAINST_AUTHORITY; SEE_SOURCE_BACKED_DIFF	qa/source/p072_authority.png;qa/source/p073_authority.png
fr	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/orig/tex/04a_div4_fr.tex	254	par.019	72;73	\qquad \text{etc.}	REPLAYED_AGAINST_AUTHORITY; SEE_SOURCE_BACKED_DIFF	qa/source/p072_authority.png;qa/source/p073_authority.png
fr	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/orig/tex/04a_div4_fr.tex	255	par.019	72;73	\]	REPLAYED_AGAINST_AUTHORITY; SEE_SOURCE_BACKED_DIFF	qa/source/p072_authority.png;qa/source/p073_authority.png
fr	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/orig/tex/04a_div4_fr.tex	256	par.019	72;73	Appliquant maintenant la loi de réciprocité, il viendra:	REPLAYED_AGAINST_AUTHORITY; SEE_SOURCE_BACKED_DIFF	qa/source/p072_authority.png;qa/source/p073_authority.png
fr	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/orig/tex/04a_div4_fr.tex	257	par.019	72;73	\[	REPLAYED_AGAINST_AUTHORITY; SEE_SOURCE_BACKED_DIFF	qa/source/p072_authority.png;qa/source/p073_authority.png
fr	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/orig/tex/04a_div4_fr.tex	258	par.019	72;73	\leg{g}{p}=1,	REPLAYED_AGAINST_AUTHORITY; SEE_SOURCE_BACKED_DIFF	qa/source/p072_authority.png;qa/source/p073_authority.png
fr	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/orig/tex/04a_div4_fr.tex	259	par.019	72;73	\qquad \leg{g'}{p}=1,	REPLAYED_AGAINST_AUTHORITY; SEE_SOURCE_BACKED_DIFF	qa/source/p072_authority.png;qa/source/p073_authority.png
fr	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/orig/tex/04a_div4_fr.tex	260	par.019	72;73	\qquad \leg{g''}{p}=1,	REPLAYED_AGAINST_AUTHORITY; SEE_SOURCE_BACKED_DIFF	qa/source/p072_authority.png;qa/source/p073_authority.png
fr	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/orig/tex/04a_div4_fr.tex	261	par.019	72;73	\qquad \text{etc.}	REPLAYED_AGAINST_AUTHORITY; SEE_SOURCE_BACKED_DIFF	qa/source/p072_authority.png;qa/source/p073_authority.png
fr	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/orig/tex/04a_div4_fr.tex	262	par.019	72;73	\]	REPLAYED_AGAINST_AUTHORITY; SEE_SOURCE_BACKED_DIFF	qa/source/p072_authority.png;qa/source/p073_authority.png
fr	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/orig/tex/04a_div4_fr.tex	263	par.019	72;73	\[	REPLAYED_AGAINST_AUTHORITY; SEE_SOURCE_BACKED_DIFF	qa/source/p072_authority.png;qa/source/p073_authority.png
fr	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/orig/tex/04a_div4_fr.tex	264	par.019	72;73	\leg{h}{p}=-1,	REPLAYED_AGAINST_AUTHORITY; SEE_SOURCE_BACKED_DIFF	qa/source/p072_authority.png;qa/source/p073_authority.png
fr	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/orig/tex/04a_div4_fr.tex	265	par.019	72;73	\qquad \leg{h'}{p}=-1,	REPLAYED_AGAINST_AUTHORITY; SEE_SOURCE_BACKED_DIFF	qa/source/p072_authority.png;qa/source/p073_authority.png
fr	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/orig/tex/04a_div4_fr.tex	266	par.019	72;73	\qquad \leg{h''}{p}=-1,	REPLAYED_AGAINST_AUTHORITY; SEE_SOURCE_BACKED_DIFF	qa/source/p072_authority.png;qa/source/p073_authority.png
fr	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/orig/tex/04a_div4_fr.tex	267	par.019	72;73	\qquad \text{etc.}	REPLAYED_AGAINST_AUTHORITY; SEE_SOURCE_BACKED_DIFF	qa/source/p072_authority.png;qa/source/p073_authority.png
fr	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/orig/tex/04a_div4_fr.tex	268	par.019	72;73	\]	REPLAYED_AGAINST_AUTHORITY; SEE_SOURCE_BACKED_DIFF	qa/source/p072_authority.png;qa/source/p073_authority.png
fr	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/orig/tex/04a_div4_fr.tex	269	par.019	72;73	Multipliant ces relations entre elles, on aura:	REPLAYED_AGAINST_AUTHORITY; SEE_SOURCE_BACKED_DIFF	qa/source/p072_authority.png;qa/source/p073_authority.png
fr	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/orig/tex/04a_div4_fr.tex	270	par.019	72;73	\[	REPLAYED_AGAINST_AUTHORITY; SEE_SOURCE_BACKED_DIFF	qa/source/p072_authority.png;qa/source/p073_authority.png
