concept,form,source_path,source_label,method,window
image,مدى,extracted-ocr-witnesses/20260705T113500Z_arabic_homomorphism_isomorphism_probe/downloads/damascus_module_representation_pdf.textcheck.txt,OCR-witness,direct_text,نشر بموجب‬ ‫الترخيص‬ ‫‪CC BY-NC-SA 04‬‬  ‫خزوله جز ‬ ‫‬ ‫‬ ‫ئيه منو‪ .‬بحثنا في مدي تاثير خواص المودول عمي خاصتي‬ ‫لتمثيالت غير‬  ‫‬ ‫‬ ‫بناء عمي ذلك درسنا يذا الت
image,مدى,extracted-ocr-witnesses/20260705T113500Z_arabic_homomorphism_isomorphism_probe/downloads/ens_kouba_alg411.textcheck.txt,OCR-witness,direct_text,بري ل ‪ K‬وهو مغلق جبريا‪.‬‬ ‫‬ ‫‪ .6.1‬تماثلات الحقول‬ ‫كل خواصه مع امثله ‪ -‬تمديد تماثل حقول ‪ -‬برهان )باستعمال بديهيه ‪(ZORN‬‬ ‫تعريف تماثل الحقول ودراسه ‬ ‫ا
invariant,ثابت,extracted-ocr-witnesses/20260705T070300Z_arabic_fezzan_shamra_matrix_invariant_probe/downloads/fezzan_matrix_pdf.first5.txt,OCR-witness,direct_text,ئي‬  ،‫نوثر‬-‫ السكر‬،‫شميت‬-‫ كما يشرح البحث استخدام مبرهنات كرويل‬.‫الي نهايه ثابته؛ وبالتالي تتحقق خاصيه االرتينيه‬ .‫المثاليات والحلقات الناتجه عن هذه العمليات‬
invariant,ثابت,extracted-ocr-witnesses/20260705T072800Z_arabic_hindawi_structured_text_probe/downloads/hindawi_numbers.fulltext.txt,OCR-witness,direct_text,امر ليس كذلك؛ فلم يصل‬ ‫الاغريق الي فكره النظام املكاني؛ اذ ان قيمه الرموز كانت ثابته‪ ،‬فلا يزال الرمز ‪ γπ‬يمثل‬ ‫نفس العدد ‪ ،3 + 80‬بينما اذا غرينا ترتيب الخانا
invariant,ثابت,extracted-ocr-witnesses/20260705T072800Z_arabic_hindawi_structured_text_probe/downloads/hindawi_what_is_the_use.fulltext.txt,OCR-witness,direct_text,‬كانت‬ ‫هذه الحقيقه العلميه‪ ،‬التي تحمل الاسم املثري للاعجاب »متباينه املحيط الثابت«‪ ،‬معروفه‬ ‫بناء علي التجريب وامللاحظه في اليونان القديمه‪ ،‬ولكنها لم تثبت عل
invariant,ثابت,extracted-ocr-witnesses/20260705T113500Z_arabic_homomorphism_isomorphism_probe/downloads/svu_mathematical_algebra.textcheck.txt,OCR-witness,direct_text,ي امثال )معاملات( كثير الحدود‪ ،‬وان المعامل nnaa‪. ≠ 0‬‬  ‫• نسمي ‪ aa0‬الحد الثابت في كثير الحدود‪ ،‬والحد الاعلي درجه nn xx nnaa يسمي الحد الرئيسي‪ ،‬وامثاله nna
invariant,ثابت,extracted-ocr-witnesses/20260705T113500Z_arabic_homomorphism_isomorphism_probe/downloads/syriamath_structures2_ring_homomorphism.textcheck.txt,OCR-witness,direct_text,‬‬ ‫اذا كانت‬  ‫) (‬ ‫‪.‬‬ ‫تسمي حدوده واحده ‪،monic‬‬ ‫) فان‬  ‫تسمي كثره حدود ثابته وتكون‬  ‫) (‬ ‫*‬  ‫‪2‬‬ ‫‪+‬‬ ‫) ( ‪(( de‬اصطالحا))‬ ‫فان‬ ‫نرمز لمجموعه كل ك
isomorphism,تماثل,extracted-ocr-witnesses/20260705T035500Z_arabic_official_pdf_probe/downloads/ksu_group_theory_course_spec.first5.txt,OCR-witness,direct_text,"،‬‬ ‫‪quotient groups, group homomorphism,‬‬                         ‫مبرهنات التماثل‪ ،‬التماثالت الذاتيه للزمر‪ ،‬الزمر البسيطه‪،‬‬ ‫‪isomorphism theorems, group‬‬"
isomorphism,تماثل,extracted-ocr-witnesses/20260705T072800Z_arabic_hindawi_structured_text_probe/downloads/hindawi_numbers.fulltext.txt,OCR-witness,direct_text,ات التي استخدمت لالاف السنوات حتي سبعينيات‬ ‫القرن العشرين هو انها كانت »شفرات متماثله« كلها؛ مما يعني ان التشفري وفك التشفري‬ ‫كانا يتم  ان باستخدام مفتاح واحد‪ .‬و
isomorphism,تماثل,extracted-ocr-witnesses/20260705T072800Z_arabic_hindawi_structured_text_probe/downloads/hindawi_what_is_the_use.fulltext.txt,OCR-witness,direct_text,‪ .‬وهي تستخدم لجعل تتابعات التحريك‬ ‫تبدو اكثر سلاسه واكثر طبيعيه‪ .‬وقد نشا التماثل املستمر‪ ،‬وهو تطور اخر حديث للغايه؛‬ ‫لان علماء الرياضيات البحته ارادوا حساب ا
isomorphism,تماثل,extracted-ocr-witnesses/20260705T113500Z_arabic_homomorphism_isomorphism_probe/downloads/damascus_module_representation_pdf.textcheck.txt,OCR-witness,direct_text,"‪ ،Γ‬ولتكن }‬  ‫و‬  ‫الجل‬  ‫‪} :‬‬  ‫بسيط‬  ‫{‬  ‫{ مجموعه صفوف التكافؤ(صفوف التماثل)‪ .‬ومنو‪:‬‬  ‫‪.‬‬  ‫‪ .1.9‬تعريف )‪. (F.Kasch,1982,p.193‬المودول الجزئي‬  ‫جز"
isomorphism,تماثل,extracted-ocr-witnesses/20260705T113500Z_arabic_homomorphism_isomorphism_probe/downloads/ens_kouba_alg411.textcheck.txt,OCR-witness,direct_text,"لبرهان علي ‬  ‫‪a‬‬ ‫‪ S −1 A‬حلقه تامه اذا وفقط اذا ‪ A‬حلقه تامه ‪ -‬اعتبار التماثل‬ ‫‪1‬‬  ‫‪j‬‬  ‫‪S‬‬ ‫‪A ‬‬ ‫= )‪→ S −1 A : j S (a ) = ( a ,1‬‬  ‫والبرهان عل"
kernel,نواة,extracted-ocr-witnesses/20260705T051200Z_arabic_abstract_algebra_module_probe/downloads/syriamath_algebraic_structures_3_modules.first5.txt,OCR-witness,direct_text,ي ̅‬  ‫̅‬ ‫‪ -‬ليكن ̅‬  ‫‪:‬‬  ‫وبالتالي فان‬  ‫) (‬  ‫⏟‬  ‫) (̅‬  ‫حسب تعريف النواه‬  ‫وايضا  بما ان‬  ‫فان‬  ‫) (‬  ‫⏟ اي ان‬  ‫وان‬  ‫) (‬  ‫الن‬  ‫(النه اذا كان
kernel,نواة,extracted-ocr-witnesses/20260705T072800Z_arabic_hindawi_structured_text_probe/downloads/hindawi_what_is_the_use.fulltext.txt,OCR-witness,direct_text,حاله الكميه‪ ،‬قبل فك الترابط‪ .‬في عام ‪ ،٢٠٠٨‬خ  زن كيوبت لاكثر من ثانيه في‬ ‫نواه ذريه‪ .‬وبحلول عام ‪ ٢٠١٥‬اصبح زمن الاحتفاظ بالحاله ست ساعات‪ .‬واملقارنه بني‬ 
kernel,نواة,extracted-ocr-witnesses/20260705T113500Z_arabic_homomorphism_isomorphism_probe/downloads/svu_mathematical_algebra.textcheck.txt,OCR-witness,direct_text,ه دواره‪ ،‬رتبه زمره‪ ،‬مورفيزم‪ ،‬اندومورفيزم‪ ،‬ايزومورفيزم‪ ،‬اوتومورفيزم‪ ،‬نواه مورفيزم‪ ،‬صوره مورفيزم‪ ،‬زمراتن‬ ‫متشاكلتان‪ ،‬زمر القسمه‪ ،‬حلقه‪ ،‬حلقه جزئ
kernel,نواة,extracted-ocr-witnesses/20260705T113500Z_arabic_homomorphism_isomorphism_probe/downloads/syriamath_structures2_ring_homomorphism.textcheck.txt,OCR-witness,direct_text,",‬‬ ‫) (φ ‪) φ( + ) φ( ) +‬‬ ‫) (φ‬  ‫‪⏟.‬‬  ‫) (φ‬  ‫الضرب معرف علي‬  ‫تعريف النواه‪ :‬لكن‬ ‫بنواه التشاكل φ حث‬  ‫)‬  ‫‪⏟.‬‬  ‫φ انه تشاكل‬  ‫(φ )‬  ‫الضرب معرف ع"
kernel,نواة,extracted-ocr-witnesses/20260705T132600Z_arabic_ring_homomorphism_curriculum_probe/downloads/anbar_mathematics_arabic_program.textcheck.txt,OCR-witness,direct_text,لمهارات االخري المتعلقه بقابليه التوظيف‬ ‫والتطور الشخصي )‪.‬‬ ‫د‪-1‬مهاره حساب نواه التشاكل الحلقي‬ ‫د‪ -2‬مهاره حساب عناصر حلقات القسمه‬ ‫د‪ -3‬مهاره معرفه انواع 
lemma,لمعه,extracted-ocr-witnesses/20260705T051200Z_arabic_abstract_algebra_module_probe/downloads/mustansiriyah_abstract_algebra_principles.first5.txt,OCR-witness,direct_text,‫المعهد العالي‬ ‫احت ل ادلكتور عمران قواب المركز الثاني في مسابقه انتقاء‬ ‫اساتذه التع
lemma,لمعه,extracted-ocr-witnesses/20260705T054700Z_arabic_hiast_algebra_shelf_probe/downloads/hiast_algebra_I_abstract_algebra.first5.txt,OCR-witness,direct_text,‫المعهد العالي‬ ‫احت ل ادلكتور عمران قواب المركز الثاني في مسابقه انتقاء‬ ‫اساتذه التع
lemma,لمعه,extracted-ocr-witnesses/20260705T054700Z_arabic_hiast_algebra_shelf_probe/downloads/hiast_algebra_II_linear_algebra.first5.txt,OCR-witness,direct_text,‫المعهد العالي‬  ‫في هذا الجزء الثاني من سلسهل الجبر‪ ،‬يتابع القارئ ما بد اه في الجزء
lemma,لمعه,extracted-ocr-witnesses/20260705T132600Z_arabic_ring_homomorphism_curriculum_probe/downloads/anbar_mathematics_arabic_program.textcheck.txt,OCR-witness,direct_text,ي حياتهم المهنيه ‪.‬‬ ‫معيار القبول (وضع االنظمه المتعلقه بااللتحاق بالكليه او المعهد)‬  ‫‪ .1‬اعتماد شروط القبول للطالب وفق لوائح وزاره التعليم العالي والبحث العلم
lemma,لمّة,extracted-ocr-witnesses/20260705T035500Z_arabic_official_pdf_probe/downloads/ksu_group_theory_course_spec.first5.txt,OCR-witness,direct_text,ر للزمر‪.‬‬                               ‫مخرجات التعليم‪( :‬الفهم والمعرفه والمهارات الذهنيه والعمليه)‬                                  ‫يفترض بالطالب بعد دراس
lie algebra,جبر لي,source-bodies/native-text/20260705T023000Z_arabic_mediawiki_source_text_probe/downloads/جبر_مجرد_oldid_75057721.wiki.txt,native-source-body,direct_text,"[[فضاء متجهي|فضاء شعاعي]] * [[جبر علي حقل|جبر علي الحقول]], * [[جبر ترابطي]] و[[جبر لي]] نسبه الي [[سوفوس لاي|سوفوس لي]] * [[مشبك (توضيح)|مشبك]] Lattice و[[جبر بول|جب"
lie group,زمر لي,source-bodies/native-text/20260705T023000Z_arabic_mediawiki_source_text_probe/downloads/زمرة__رياضيات__oldid_75199155.wiki.txt,native-source-body,direct_text,هي الجمع بين اثنين من هذه التحاويل حيث تجمع الواحده تلو الاخري، وتصنف [[زمره لي|زمر لي]] المستخدمه في [[نظريه النموذج المعياري|نظريه النموذج العياري]] في [[فيزياء الج
lie group,زمر لي,source-bodies/native-text/20260705T023000Z_arabic_mediawiki_source_text_probe/downloads/نظرية_الزمر_oldid_75472653.wiki.txt,native-source-body,direct_text,ر علي اجزاء كثيره من الجبر. [[زمره جبريه خطيه|الزمر الجبريه الخطيه]] و[[زمره لي|زمر لي]] هما فرعان من فروع نظريه الزمر التي شهدت تطورات واصبحت مجالات متخصصه في حد ذات
linear map,تطبيق خطي,extracted-ocr-witnesses/20260705T113500Z_arabic_homomorphism_isomorphism_probe/downloads/svu_mathematical_algebra.textcheck.txt,OCR-witness,direct_text, ،‬فضاءين متتامين‪ ،‬بعد فضاء شعاعي‪ ،‬بعد فضاء شعاعي جزئي‪ ،‬رتبه جمله اشعه‪ ،‬تطبيق خطي‪ ،‬نواه‪ ،‬صوره‬ ‫تطبيق خطي‪ ،‬صوره جمله اشعه‪ ،‬تشاكل‪ ،‬فضاء شعاعي منهي البعد
map/application,تطبيق,extracted-ocr-witnesses/20260705T035500Z_arabic_official_pdf_probe/downloads/ksu_group_theory_course_spec.first5.txt,OCR-witness,direct_text,"roups, Cayley’s‬‬                       ‫مجموعه‪ ،‬مبرهنه كوشي‪ ،‬مبرهنات سيلو وتطبيقات عليها‪،‬‬ ‫‪theorem and its generalization,‬‬                         ‫الضرب "
map/application,تطبيق,extracted-ocr-witnesses/20260705T051200Z_arabic_abstract_algebra_module_probe/downloads/mustansiriyah_abstract_algebra_principles.first5.txt,OCR-witness,direct_text,س عام ‪.1990‬‬  ‫الجبر‬  ‫يدرس ادلكتور قواب الرايضيات في المعهد العالي للعلوم التطبيقيه والتكنولوجيا منذ عام ‪.1990‬‬ ‫‬ ‫وقد وضع في هذه السلسهل من الكتب العلم يه اغ
map/application,تطبيق,extracted-ocr-witnesses/20260705T051200Z_arabic_abstract_algebra_module_probe/downloads/syriamath_algebraic_structures_3_modules.first5.txt,OCR-witness,direct_text, يجب بناء كل العالقات الموجوده في المتتاليه السابقه والتحقق منها‬ ‫)‪.‬‬ ‫(انها تطبيق وتشاكل) وسنبدا ب‬ ‫مالحظه ‪ :‬ان كال من‬  ‫هي تطبيق و تشاكل مودولي وان كال من‬ 
map/application,تطبيق,extracted-ocr-witnesses/20260705T054700Z_arabic_hiast_algebra_shelf_probe/downloads/hiast_algebra_I_abstract_algebra.first5.txt,OCR-witness,direct_text,س عام ‪.1990‬‬  ‫الجبر‬  ‫يدرس ادلكتور قواب الرايضيات في المعهد العالي للعلوم التطبيقيه والتكنولوجيا منذ عام ‪.1990‬‬ ‫‬ ‫وقد وضع في هذه السلسهل من الكتب العلم يه اغ
map/application,تطبيق,extracted-ocr-witnesses/20260705T054700Z_arabic_hiast_algebra_shelf_probe/downloads/hiast_algebra_II_linear_algebra.first5.txt,OCR-witness,direct_text,لجبر‪ ،‬يتابع القارئ ما بد اه في الجزء ا لا ول فيدرس الفضاءات‬ ‫الشعاع يه‪ ،‬والتطبيقات الخط يه‪ ،‬والمصفوفات‪ ،‬والمح ددات‪ ،‬وجمل المعادلات الخط يه‪ ،‬واختزال‬ ‫ال
matrix,مصفوفة,extracted-ocr-witnesses/20260705T070300Z_arabic_fezzan_shamra_matrix_invariant_probe/downloads/fezzan_matrix_pdf.first5.txt,OCR-witness,direct_text,‫ ما يجعل السالسل التنازليه للمثاليات تصل‬،‫ يحافظ ضرب هادامار علي ثبات ابعاد المصفوفه‬،‫ في المقابل‬.‫حد نهائي‬  ،‫نوثر‬-‫ السكر‬،‫شميت‬-‫ كما يشرح البحث استخدام مبر
matrix,مصفوفة,extracted-ocr-witnesses/20260705T072800Z_arabic_hindawi_structured_text_probe/downloads/hindawi_numbers.fulltext.txt,OCR-witness,direct_text,لسل من هذه التحولات يمكن ان يتاثر بضرب كل‬ ‫املصفوفات ذات الصله مع ا للحصول علي مصفوفه واحده لها التاثري النهائي نفسه؛‬ ‫اذ تعمل كل هذه التحولات بالترتيب‪ .‬وصفوف امل
matrix,مصفوفة,extracted-ocr-witnesses/20260705T072800Z_arabic_hindawi_structured_text_probe/downloads/hindawi_what_is_the_use.fulltext.txt,OCR-witness,direct_text,اع البيانات‬ ‫املتعدده الابعاد‪ 9 .‬وتقوم الفكره الاساسيه علي انه يمكننا اجتياز مصفوفه متعدده الابعاد‬ ‫عن طريق اتباع تقريب ملنحني ملء الفراغ‪ ،‬مما يقلل من املشكلات 
matrix,مصفوفة,extracted-ocr-witnesses/20260705T113500Z_arabic_homomorphism_isomorphism_probe/downloads/svu_mathematical_algebra.textcheck.txt,OCR-witness,direct_text,.........................................................Matrix inverse ‫ مقلوب مصفوفه‬.3-1 189 ....................................................... Systems of lin
matrix,مصفوفة,extracted-ocr-witnesses/20260705T132600Z_arabic_ring_homomorphism_curriculum_probe/downloads/anbar_mathematics_arabic_program.textcheck.txt,OCR-witness,direct_text,صفوفات وخواصها والعمليات الجبريه عليها ‪.‬‬ ‫‪ )8‬ان يكون قادرا علي فهم معكوس المصفوفه وامكانيه وجوده وكذلك منقولها وخواصه‪.‬‬ ‫‪ )6‬اضافه معلومات جديده الكمال السلسل
module,مقاس,extracted-ocr-witnesses/20260705T061900Z_arabic_damascus_specialist_ring_matrix_probe/downloads/damascus_cayley_hamilton_pdf.first5.txt,OCR-witness,direct_text,"ره الثانيه‬  ‫مبرهنه ”‪ ،""Cayley-Hamilton‬وتمهيديات""‪ ""Nakayama‬في المودوالت (المقاسات)‬ ‫منتهيه التوليد‪ ،‬باالضافه الي مفهوم التموضع ""‪ ""Localization‬لحلقه عند مث"
module,مقاس,extracted-ocr-witnesses/20260705T113500Z_arabic_homomorphism_isomorphism_probe/downloads/syriamath_structures2_ring_homomorphism.textcheck.txt,OCR-witness,direct_text,2‬‬  ‫حلقه تبدله واحده فها } {‬ ‫حلقه تبدله واحده بالنسبه لعمله الجمع والضرب بالمقاس‬ ‫المحاد هو ‪1‬‬ ‫}‬ ‫حث‬ ‫علي‬ ‫باق قسمه‬ ‫علي‬ ‫باق قسمه‬ ‫عندما‬  ‫‪F.B Grou
module,مقاس,extracted-ocr-witnesses/20260705T132600Z_arabic_ring_homomorphism_curriculum_probe/downloads/anbar_mathematics_arabic_program.textcheck.txt,OCR-witness,direct_text,T408‬‬ ‫‪MAT409‬‬ ‫‪MAT410‬‬  ‫تبولوجي ‪1‬‬ ‫احصاء رياضي ‪1‬‬ ‫تحليل دالي ‪1‬‬ ‫مقاسات ‪1‬‬ ‫تحليل عقدي ‪2‬‬ ‫تبولوجي ‪2‬‬ ‫احصاء رياضي ‪2‬‬ ‫تحليل دالي ‪2‬‬ ‫مقاسا
module,مودول,extracted-ocr-witnesses/20260705T051200Z_arabic_abstract_algebra_module_probe/downloads/syriamath_algebraic_structures_3_modules.first5.txt,OCR-witness,direct_text,رهان جزء محدد منها)‪.‬‬ ‫المبرهنه الحيه ‪ :‬ليكن المخطط التبديلي من التشاكالت المودوليه ‪.‬‬ ‫ان المخطط تبديلي واسطره متتاليات تامه‬ ‫عندها يوجد متتاليه تامه وهي‬ ‫̅
module,مودول,extracted-ocr-witnesses/20260705T113500Z_arabic_homomorphism_isomorphism_probe/downloads/damascus_module_representation_pdf.textcheck.txt,OCR-witness,direct_text,‬كميه العموم‪ -‬جامعه دمشق‬ ‫‪ .2‬باحث في الطاقه الذريه‬  ‫‬ ‫الممخص‪:‬‬  ‫ان المودول ‬ ‫‬ ‫نقدم في يذه الورقه العمميه تعريفا جديدا لتمثيل زمره منتييه‪ .‬اعتمادا عمي
modulus,مودول,extracted-ocr-witnesses/20260705T051200Z_arabic_abstract_algebra_module_probe/downloads/syriamath_algebraic_structures_3_modules.first5.txt,OCR-witness,direct_text,رهان جزء محدد منها)‪.‬‬ ‫المبرهنه الحيه ‪ :‬ليكن المخطط التبديلي من التشاكالت المودوليه ‪.‬‬ ‫ان المخطط تبديلي واسطره متتاليات تامه‬ ‫عندها يوجد متتاليه تامه وهي‬ ‫̅
modulus,مودول,extracted-ocr-witnesses/20260705T113500Z_arabic_homomorphism_isomorphism_probe/downloads/damascus_module_representation_pdf.textcheck.txt,OCR-witness,direct_text,‬كميه العموم‪ -‬جامعه دمشق‬ ‫‪ .2‬باحث في الطاقه الذريه‬  ‫‬ ‫الممخص‪:‬‬  ‫ان المودول ‬ ‫‬ ‫نقدم في يذه الورقه العمميه تعريفا جديدا لتمثيل زمره منتييه‪ .‬اعتمادا عمي
modulus,مودول,extracted-ocr-witnesses/20260705T140400Z_arabic_artinian_noetherian_chain_probe/downloads/syriamath_structures3_noetherian_artinian_modules.textcheck.txt,OCR-witness,direct_text,لنوثريه واالرتينيه‬ ‫تعريف ‪ :‬لتكن‬ ‫نوثري‬ ‫فانه يوجد‬ ‫ارتيني‬ ‫فانه يوجد‬  ‫مودول علي‬  ‫عندئذ ‪:‬‬ ‫تنقطع اي‪:‬‬  ‫الجل كل سلسله متزايده من المودوالت الجزئيه من
modulus,مودول,source-bodies/native-text/20260705T023000Z_arabic_mediawiki_source_text_probe/downloads/حلقية__رياضيات__oldid_75116824.wiki.txt,native-source-body,direct_text,بناء الحلقي'''<ref>{{استشهاد بويكي بيانات|Q121833036|الصفحه=405}}</ref> او '''المودول'''<ref>{{استشهاد بويكي بيانات|Q108593221|الصفحه=451}}</ref> ({{اللغه|en|Module}
noetherian,نوثري,extracted-ocr-witnesses/20260705T061900Z_arabic_damascus_specialist_ring_matrix_probe/downloads/damascus_cayley_hamilton_pdf.first5.txt,OCR-witness,direct_text,"صر جبري علي ‪Int K (R) = {x ∈ K: R‬‬  ‫تسمي غالقه الحلقه R في K‪.‬‬  ‫‪ )6‬حلقه نوثريه ""‪ "" Noetherian Ring‬اذا وفقط اذا كان كل مثالي في ‪ R‬منتهي‬ ‫التوليد في ‪( R‬"
noetherian,نوثري,extracted-ocr-witnesses/20260705T061900Z_arabic_damascus_specialist_ring_matrix_probe/downloads/damascus_prufer_ring_pdf.first5.txt,OCR-witness,direct_text, كانت مختزله‪ ،‬وذلك بواسطه المبرهنه‬ ‫(‪ )4.3‬والنتيجه (‪ )7.3‬وكتابه الحلقه النوثريه كجداء ديكارتي منته لحلقات نوثريه كل منها‬  ‫يحوي مثالي اولي اصغري وحيد ضمن شرو
noetherian,نوثري,extracted-ocr-witnesses/20260705T070300Z_arabic_fezzan_shamra_matrix_invariant_probe/downloads/fezzan_matrix_pdf.first5.txt,OCR-witness,direct_text,:‬اتاح تحليل الوحدات و ‬  ‫‪.1‬المصفوفه الدائريه المعرفه علي ضرب كرونكر‪ :‬حلقه نوثريه وليست ارتينيه‬  ‫ضرب كرونكر يوسع ابعاد المصفوفه‪ ،‬ويضيف تك اررات منظمه من الع
noetherian,نوثري,extracted-ocr-witnesses/20260705T140400Z_arabic_artinian_noetherian_chain_probe/downloads/syriamath_structures3_noetherian_artinian_modules.textcheck.txt,OCR-witness,direct_text,ملاده‪ :‬نور غازي‬ ‫◄احملاضره ‪ :‬السادسه عشره‬ ‫◄عنوان احملاضره‪ :‬املودوالت النوثريه واالرتينيه‬  ‫في البدايه سنقوم بتذكير ببعض التعاريف المهمه التي ستفيدنا بهذا ا
noetherian,نويثري,extracted-ocr-witnesses/20260705T070300Z_arabic_fezzan_shamra_matrix_invariant_probe/downloads/fezzan_matrix_pdf.first5.txt,OCR-witness,direct_text,ن تاثير ضرب كرونكر وهادامار علي‬:‫البنيه الجبريه للمصفوفات الدائريه‬ ‫الخصائص النويثريه واالرتينيه‬  ‫*احالم محمد الصويعي‬  1  ‫ البلد ليبيا‬، ‫ جامعه غريان‬، ‫ كليه 
polynomial,كثير حدود,extracted-ocr-witnesses/20260705T113500Z_arabic_homomorphism_isomorphism_probe/downloads/ens_kouba_alg411.textcheck.txt,OCR-witness,direct_text,ات ] ‪ K[X‬حيث ‪ K‬حقل تبديلي‬ ‫مميزته عدد‬ ‫مميزته صفر وفي حقل ‬ ‫التذكير بجذر كثير حدود ورتبه تضاعفه ‪ -‬كثير الحدود الفصول في حقل ‬ ‫اولي ‪ -‬البرهان علي انه‪ :‬مهما 
polynomial,كثير حدود,extracted-ocr-witnesses/20260705T113500Z_arabic_homomorphism_isomorphism_probe/downloads/svu_mathematical_algebra.textcheck.txt,OCR-witness,direct_text,صل الثالث‪ :‬كثیرات الحدود‬ ‫‪Chapter 3: Polynomials‬‬ ‫الكلمات المفتاحيه‪:‬‬  ‫كثير حدود‪ ،‬خطي‪ ،‬تربيعي‪ ،‬تكعيبي‪ ،‬درجه كثير حدود‪ ،‬الحد الرئيسي‪ ،‬المعامل الرئيسي
polynomial,كثيرة حدود,extracted-ocr-witnesses/20260705T132600Z_arabic_ring_homomorphism_curriculum_probe/downloads/mu_math444_course_spec.textcheck.txt,OCR-witness,direct_text, تعريف حلقات كثيرات الحدود وايجاد القاسم المشترك الاعظم لكثيرتي حدود وجذور‬ ‫‪.‬كثيره حدود ومعرفه كثيرات الحدود القابله للتحليل‬  ‫‪3-‬‬  ‫يتعرف علي المثاليات وكيفيه ايجا
polynomial ring,حلقة كثيرات الحدود,extracted-ocr-witnesses/20260705T035500Z_arabic_official_pdf_probe/downloads/damascus_algebraic_structures_2_ring_theory.first5.txt,OCR-witness,direct_text,      ‫متارين الفصل الثاين‬       ‫‪995‬‬                      ‫الفصل الثالث‪ :‬حلقه كثيرات الحدود‬                               ‫‪Ring of the Polynomials‬‬     ‫‪116‬‬         
polynomial ring,حلقة كثيرات الحدود,extracted-ocr-witnesses/20260705T051200Z_arabic_abstract_algebra_module_probe/downloads/mustansiriyah_abstract_algebra_principles.first5.txt,OCR-witness,direct_text,ريه من زمر وحلقات وحقول‪ ،‬حقل ا لاعداد العقديه‪ ،‬وحلقه ا لاعداد‬ ‫الصحيحه‪ ،‬وحلقه كثيرات الحدود‪ ،‬ومقدمات في نظريه الحقول‪.‬‬  ‫للعلوم التطبيقيه والتكنولوجيا‬  ‫الجبر‬ ‫‪1‬‬ 
polynomial ring,حلقة كثيرات الحدود,extracted-ocr-witnesses/20260705T054700Z_arabic_hiast_algebra_shelf_probe/downloads/hiast_algebra_I_abstract_algebra.first5.txt,OCR-witness,direct_text,ريه من زمر وحلقات وحقول‪ ،‬حقل ا لاعداد العقديه‪ ،‬وحلقه ا لاعداد‬ ‫الصحيحه‪ ،‬وحلقه كثيرات الحدود‪ ،‬ومقدمات في نظريه الحقول‪.‬‬  ‫للعلوم التطبيقيه والتكنولوجيا‬  ‫الجبر‬ ‫‪1‬‬ 
polynomial ring,حلقة كثيرات الحدود,extracted-ocr-witnesses/20260705T113500Z_arabic_homomorphism_isomorphism_probe/downloads/ens_kouba_alg411.textcheck.txt,OCR-witness,direct_text,1‬عدم قابليه الاختزال لكثيرات الحدود في ] ‪ A[X‬حيث ‪ A‬حلقه تامه او عاملي‬ ‫ان حلقه كثيرات الحدود ] ‪ A[ X‬حلقه عامليه اذا وفقط اذا كانت ‪ A‬حلقه عامليه ‪ -‬التذكير بعدم‬ ‫البره
polynomial ring,حلقة كثيرات الحدود,extracted-ocr-witnesses/20260705T113500Z_arabic_homomorphism_isomorphism_probe/downloads/syriamath_structures2_ring_homomorphism.textcheck.txt,OCR-witness,direct_text,ل الحلقي‬ ‫‪ .2‬المنطقه الصحيحه (التكامليه) niamoD largetnI ومميز الحلقه‬ ‫‪ .3‬حلقه كثيرات الحدود‪:‬‬ ‫• القسمه في حلقه كثيرات الحدود‪.‬‬ ‫• كثيرات الحدود وقابليه االختزال noiti
prime ideal,مثالي أولي,extracted-ocr-witnesses/20260705T061900Z_arabic_damascus_specialist_ring_matrix_probe/downloads/damascus_prufer_ring_pdf.first5.txt,OCR-witness,direct_text,(‪ )7.3‬وكتابه الحلقه النوثريه كجداء ديكارتي منته لحلقات نوثريه كل منها‬  ‫يحوي مثالي اولي اصغري وحيد ضمن شروط معينه‪ ،‬وذلك بواسطه المبرهنه (‪ ،)8.3‬وهو‬  ‫تعميم لكون ال
problem,مسائل,extracted-ocr-witnesses/20260705T035500Z_arabic_official_pdf_probe/downloads/uotelafer_group_theory_lectures.first5.txt,OCR-witness,direct_text,           ‫المحاضره ( ‪) 11‬‬                                           ‫• مسائل‬      ‫• جد كل الحلول ‪، x‬حث ‪ ، 0≤x15‬للمعادله‬                             
problem,مسائل,extracted-ocr-witnesses/20260705T051200Z_arabic_abstract_algebra_module_probe/downloads/mustansiriyah_abstract_algebra_principles.first5.txt,OCR-witness,direct_text,تحويلات التكامل يه وغيرها‪ ،‬وقد اغني السلسهل ابلعديد من ا لامثهل والتطبيقات والمسائل‬ ‫والتمرينات‪.‬‬ ‫تمث ل هذه السلسهل اداه هم مه ل ‬ ‫كل الراغبين في دراسه الرايض
problem,مسائل,extracted-ocr-witnesses/20260705T054700Z_arabic_hiast_algebra_shelf_probe/downloads/hiast_algebra_I_abstract_algebra.first5.txt,OCR-witness,direct_text,تحويلات التكامل يه وغيرها‪ ،‬وقد اغني السلسهل ابلعديد من ا لامثهل والتطبيقات والمسائل‬ ‫والتمرينات‪.‬‬ ‫تمث ل هذه السلسهل اداه هم مه ل ‬ ‫كل الراغبين في دراسه الرايض
