"current_head","previous_head","branch_status","filename","github_status","additions","deletions","changes","artifact_class","source_gate_status","fable_coverage","raw_url"
"faa2c330deb886098750dafb5c500e244e1333fe","0d148231ec91503b4083a187a738ddaf3a0abeae","ahead","uploader-transfer/r6-1233d6f-current-head-source-start-continuation-20260706/R6_1233D6F_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260706/b3/B3_ROUTE.csv","added","2","0","2","source-canon/source-body/source-witness","source-gate-record","fable-routing-required","https://github.com/KokunoYumeto/modern-latex-manuscripts/raw/faa2c330deb886098750dafb5c500e244e1333fe/uploader-transfer%2Fr6-1233d6f-current-head-source-start-continuation-20260706%2FR6_1233D6F_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260706%2Fb3%2FB3_ROUTE.csv"
"faa2c330deb886098750dafb5c500e244e1333fe","0d148231ec91503b4083a187a738ddaf3a0abeae","ahead","uploader-transfer/r6-1233d6f-current-head-source-start-continuation-20260706/R6_1233D6F_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260706/blockers/R6_1233D6F_EXACT_BLOCKERS_AND_NEXT_ACTIONS.csv","added","5","0","5","source-canon/source-body/source-witness","source-recovery-or-manual-review","fable-routing-required","https://github.com/KokunoYumeto/modern-latex-manuscripts/raw/faa2c330deb886098750dafb5c500e244e1333fe/uploader-transfer%2Fr6-1233d6f-current-head-source-start-continuation-20260706%2FR6_1233D6F_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260706%2Fblockers%2FR6_1233D6F_EXACT_BLOCKERS_AND_NEXT_ACTIONS.csv"
"faa2c330deb886098750dafb5c500e244e1333fe","0d148231ec91503b4083a187a738ddaf3a0abeae","ahead","uploader-transfer/r6-1233d6f-current-head-source-start-continuation-20260706/R6_1233D6F_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260706/branch-current/R6_1233D6F_BRANCH_CHECK_AND_VISIBLE_INPUTS.csv","added","2","0","2","source-canon/source-body/source-witness","source-gate-record","fable-routing-required","https://github.com/KokunoYumeto/modern-latex-manuscripts/raw/faa2c330deb886098750dafb5c500e244e1333fe/uploader-transfer%2Fr6-1233d6f-current-head-source-start-continuation-20260706%2FR6_1233D6F_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260706%2Fbranch-current%2FR6_1233D6F_BRANCH_CHECK_AND_VISIBLE_INPUTS.csv"
"faa2c330deb886098750dafb5c500e244e1333fe","0d148231ec91503b4083a187a738ddaf3a0abeae","ahead","uploader-transfer/r6-1233d6f-current-head-source-start-continuation-20260706/R6_1233D6F_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260706/branch-current/R6_1233D6F_LOCAL_HEAD_NAMED_FILE_HITS.csv","added","1","0","1","source-canon/source-body/source-witness","source-gate-record","fable-routing-required","https://github.com/KokunoYumeto/modern-latex-manuscripts/raw/faa2c330deb886098750dafb5c500e244e1333fe/uploader-transfer%2Fr6-1233d6f-current-head-source-start-continuation-20260706%2FR6_1233D6F_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260706%2Fbranch-current%2FR6_1233D6F_LOCAL_HEAD_NAMED_FILE_HITS.csv"
"faa2c330deb886098750dafb5c500e244e1333fe","0d148231ec91503b4083a187a738ddaf3a0abeae","ahead","uploader-transfer/r6-1233d6f-current-head-source-start-continuation-20260706/R6_1233D6F_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260706/ethics/R6_1233D6F_ETHICS_AUTHORITY_CONTINUATION_MAP.csv","added","5","0","5","source-canon/source-body/source-witness","source-gate-record","fable-routing-required","https://github.com/KokunoYumeto/modern-latex-manuscripts/raw/faa2c330deb886098750dafb5c500e244e1333fe/uploader-transfer%2Fr6-1233d6f-current-head-source-start-continuation-20260706%2FR6_1233D6F_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260706%2Fethics%2FR6_1233D6F_ETHICS_AUTHORITY_CONTINUATION_MAP.csv"
"faa2c330deb886098750dafb5c500e244e1333fe","0d148231ec91503b4083a187a738ddaf3a0abeae","ahead","uploader-transfer/r6-1233d6f-current-head-source-start-continuation-20260706/R6_1233D6F_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260706/fable/R6_1233D6F_SOURCE_USE_ADVERSE_EVIDENCE_LEDGER.csv","added","4","0","4","source-canon/source-body/source-witness","source-gate-record","fable/source-use/adverse-covered","https://github.com/KokunoYumeto/modern-latex-manuscripts/raw/faa2c330deb886098750dafb5c500e244e1333fe/uploader-transfer%2Fr6-1233d6f-current-head-source-start-continuation-20260706%2FR6_1233D6F_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260706%2Ffable%2FR6_1233D6F_SOURCE_USE_ADVERSE_EVIDENCE_LEDGER.csv"
"faa2c330deb886098750dafb5c500e244e1333fe","0d148231ec91503b4083a187a738ddaf3a0abeae","ahead","uploader-transfer/r6-1233d6f-current-head-source-start-continuation-20260706/R6_1233D6F_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260706/input-verification/R6_1233D6F_PRIOR_PACKAGE_SHA_VERIFY.csv","added","17","0","17","source-canon/source-body/source-witness","source-gate-record","fable-routing-required","https://github.com/KokunoYumeto/modern-latex-manuscripts/raw/faa2c330deb886098750dafb5c500e244e1333fe/uploader-transfer%2Fr6-1233d6f-current-head-source-start-continuation-20260706%2FR6_1233D6F_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260706%2Finput-verification%2FR6_1233D6F_PRIOR_PACKAGE_SHA_VERIFY.csv"
"faa2c330deb886098750dafb5c500e244e1333fe","0d148231ec91503b4083a187a738ddaf3a0abeae","ahead","uploader-transfer/r6-1233d6f-current-head-source-start-continuation-20260706/R6_1233D6F_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260706/logs/LOGBOOK_EXCERPT_20260706.md","added","15","0","15","source-canon/source-body/source-witness","source-gate-record","fable-routing-required","https://github.com/KokunoYumeto/modern-latex-manuscripts/raw/faa2c330deb886098750dafb5c500e244e1333fe/uploader-transfer%2Fr6-1233d6f-current-head-source-start-continuation-20260706%2FR6_1233D6F_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260706%2Flogs%2FLOGBOOK_EXCERPT_20260706.md"
"faa2c330deb886098750dafb5c500e244e1333fe","0d148231ec91503b4083a187a738ddaf3a0abeae","ahead","uploader-transfer/r6-1233d6f-current-head-source-start-continuation-20260706/R6_1233D6F_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260706/mutual-watch/R6_1233D6F_MUTUAL_WATCH_OBSERVATION.csv","added","5","0","5","source-canon/source-body/source-witness","source-gate-record","fable-routing-required","https://github.com/KokunoYumeto/modern-latex-manuscripts/raw/faa2c330deb886098750dafb5c500e244e1333fe/uploader-transfer%2Fr6-1233d6f-current-head-source-start-continuation-20260706%2FR6_1233D6F_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260706%2Fmutual-watch%2FR6_1233D6F_MUTUAL_WATCH_OBSERVATION.csv"
"faa2c330deb886098750dafb5c500e244e1333fe","0d148231ec91503b4083a187a738ddaf3a0abeae","ahead","uploader-transfer/r6-1233d6f-current-head-source-start-continuation-20260706/R6_1233D6F_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260706/source-use/R6_1233D6F_SOURCE_USE_CONTINUATION_LEDGER.csv","added","5","0","5","source-canon/source-body/source-witness","source-gate-record","fable/source-use/adverse-covered","https://github.com/KokunoYumeto/modern-latex-manuscripts/raw/faa2c330deb886098750dafb5c500e244e1333fe/uploader-transfer%2Fr6-1233d6f-current-head-source-start-continuation-20260706%2FR6_1233D6F_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260706%2Fsource-use%2FR6_1233D6F_SOURCE_USE_CONTINUATION_LEDGER.csv"
"faa2c330deb886098750dafb5c500e244e1333fe","0d148231ec91503b4083a187a738ddaf3a0abeae","ahead","uploader-transfer/r6-1233d6f-current-head-source-start-continuation-20260706/R6_1233D6F_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260706/witness-index/R6_1233D6F_SOURCE_WITNESS_INDEX_CARRYFORWARD.csv","added","316","0","316","source-canon/source-body/source-witness","source-gate-record","fable-routing-required","https://github.com/KokunoYumeto/modern-latex-manuscripts/raw/faa2c330deb886098750dafb5c500e244e1333fe/uploader-transfer%2Fr6-1233d6f-current-head-source-start-continuation-20260706%2FR6_1233D6F_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260706%2Fwitness-index%2FR6_1233D6F_SOURCE_WITNESS_INDEX_CARRYFORWARD.csv"
"faa2c330deb886098750dafb5c500e244e1333fe","0d148231ec91503b4083a187a738ddaf3a0abeae","ahead","uploader-transfer/r6-1233d6f-current-head-source-start-continuation-20260706/R6_1233D6F_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260706/witness-index/R6_1233D6F_SOURCE_WITNESS_SCOPE_COUNTS_CARRYFORWARD.csv","added","111","0","111","source-canon/source-body/source-witness","source-gate-record","fable-routing-required","https://github.com/KokunoYumeto/modern-latex-manuscripts/raw/faa2c330deb886098750dafb5c500e244e1333fe/uploader-transfer%2Fr6-1233d6f-current-head-source-start-continuation-20260706%2FR6_1233D6F_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260706%2Fwitness-index%2FR6_1233D6F_SOURCE_WITNESS_SCOPE_COUNTS_CARRYFORWARD.csv"
