marker_uid,concept,lane,language,marker,evidence_channel,base_weight,source_use,risk_flags,main_sources,source,note
MK6_2_000523,for all,pan_romance,fr,pour tout,sourcebody_internal_candidate,0.2,,nan,bg:bulgarian_sofia_rings_lecture7.txt; cs:czech_cuni_algebra_2021.txt; hr:croatian_mathhr_algebra_structures_2024.txt; pan_romance:es:cum_es.tex:474; pan_romance:fr:cum_fr_P19s12.tex:373; pl:polish_impan_algebra_lecture3.txt; pl:polish_mimuw_algebra2_galois.txt; sk:slovak_abstraktna_algebra.txt; sl:slovenian_komutativna_algebra_noetherian.txt; sr:serbian_belgrade_algebra_i_lecture9.txt,marker_table_v3_3,
MK6_2_000524,for all,pan_romance,pt,para todo,sourcebody_internal_candidate,0.2,,nan,bg:bulgarian_sofia_rings_lecture7.txt; cs:czech_cuni_algebra_2021.txt; hr:croatian_mathhr_algebra_structures_2024.txt; pan_romance:es:cum_es.tex:474; pan_romance:fr:cum_fr_P19s12.tex:373; pl:polish_impan_algebra_lecture3.txt; pl:polish_mimuw_algebra2_galois.txt; sk:slovak_abstraktna_algebra.txt; sl:slovenian_komutativna_algebra_noetherian.txt; sr:serbian_belgrade_algebra_i_lecture9.txt,marker_table_v3_3,
MK6_2_000525,for all,pan_romance,gl,para todo,sourcebody_internal_candidate,0.2,,nan,bg:bulgarian_sofia_rings_lecture7.txt; cs:czech_cuni_algebra_2021.txt; hr:croatian_mathhr_algebra_structures_2024.txt; pan_romance:es:cum_es.tex:474; pan_romance:fr:cum_fr_P19s12.tex:373; pl:polish_impan_algebra_lecture3.txt; pl:polish_mimuw_algebra2_galois.txt; sk:slovak_abstraktna_algebra.txt; sl:slovenian_komutativna_algebra_noetherian.txt; sr:serbian_belgrade_algebra_i_lecture9.txt,marker_table_v3_3,
MK6_2_000526,for all,pan_romance,ca,per a tot,sourcebody_internal_candidate,0.2,,nan,bg:bulgarian_sofia_rings_lecture7.txt; cs:czech_cuni_algebra_2021.txt; hr:croatian_mathhr_algebra_structures_2024.txt; pan_romance:es:cum_es.tex:474; pan_romance:fr:cum_fr_P19s12.tex:373; pl:polish_impan_algebra_lecture3.txt; pl:polish_mimuw_algebra2_galois.txt; sk:slovak_abstraktna_algebra.txt; sl:slovenian_komutativna_algebra_noetherian.txt; sr:serbian_belgrade_algebra_i_lecture9.txt,marker_table_v3_3,
MK6_2_000527,for all,pan_romance,it,per ogni,sourcebody_internal_candidate,0.2,,nan,bg:bulgarian_sofia_rings_lecture7.txt; cs:czech_cuni_algebra_2021.txt; hr:croatian_mathhr_algebra_structures_2024.txt; pan_romance:es:cum_es.tex:474; pan_romance:fr:cum_fr_P19s12.tex:373; pl:polish_impan_algebra_lecture3.txt; pl:polish_mimuw_algebra2_galois.txt; sk:slovak_abstraktna_algebra.txt; sl:slovenian_komutativna_algebra_noetherian.txt; sr:serbian_belgrade_algebra_i_lecture9.txt,marker_table_v3_3,
MK6_2_000528,for all,pan_romance,ro,pentru orice,sourcebody_internal_candidate,0.2,,nan,bg:bulgarian_sofia_rings_lecture7.txt; cs:czech_cuni_algebra_2021.txt; hr:croatian_mathhr_algebra_structures_2024.txt; pan_romance:es:cum_es.tex:474; pan_romance:fr:cum_fr_P19s12.tex:373; pl:polish_impan_algebra_lecture3.txt; pl:polish_mimuw_algebra2_galois.txt; sk:slovak_abstraktna_algebra.txt; sl:slovenian_komutativna_algebra_noetherian.txt; sr:serbian_belgrade_algebra_i_lecture9.txt,marker_table_v3_3,
MK6_2_000529,formula,malay_indonesian,my_id,formula/rumus,sourcebody_internal_candidate,0.2,,nan,cs:czech_cuni_algebra_2021.txt; hr:croatian_mathhr_algebra_structures_2024.txt; interslavic:noether_paper02_section06_terms.json; malay_indonesian:UKM Cauchy formula rows; UM terminology; pl:polish_impan_algebra_lecture3.txt; sl:slovenian_uvod_v_algebro.txt,marker_table_v3_3,
MK6_2_000530,function,controlled_arabic,ar,دالة,sourcebody_internal_candidate,0.6,,nan,bg:bulgarian_sofia_noncommutative_body_problem.txt; cs:czech_cuni_algebra_2021.txt; hr:croatian_mathhr_algebra_structures_2024.txt; malay_indonesian:UKM/UPM course rows; Indonesian algebra rows; pl:polish_impan_algebra_lecture3.txt; sk:slovak_abstraktna_algebra.txt; sl:slovenian_uvod_v_algebro.txt; sr:serbian_belgrade_algebra_i_lecture9.txt,marker_table_v3_3,
MK6_2_000531,function,persianate,fa,تابع,sourcebody_internal_candidate,0.6,,nan,bg:bulgarian_sofia_noncommutative_body_problem.txt; cs:czech_cuni_algebra_2021.txt; hr:croatian_mathhr_algebra_structures_2024.txt; malay_indonesian:UKM/UPM course rows; Indonesian algebra rows; pl:polish_impan_algebra_lecture3.txt; sk:slovak_abstraktna_algebra.txt; sl:slovenian_uvod_v_algebro.txt; sr:serbian_belgrade_algebra_i_lecture9.txt,marker_table_v3_3,
MK6_2_000532,function,malay_indonesian,my_id,fungsi,sourcebody_internal_candidate,0.6,,nan,bg:bulgarian_sofia_noncommutative_body_problem.txt; cs:czech_cuni_algebra_2021.txt; hr:croatian_mathhr_algebra_structures_2024.txt; malay_indonesian:UKM/UPM course rows; Indonesian algebra rows; pl:polish_impan_algebra_lecture3.txt; sk:slovak_abstraktna_algebra.txt; sl:slovenian_uvod_v_algebro.txt; sr:serbian_belgrade_algebra_i_lecture9.txt,marker_table_v3_3,
MK6_2_000533,if and only if,pan_romance,es,si y solo si,sourcebody_internal_candidate,0.2,,nan,bg:bulgarian_sofia_noncommutative_body_problem.txt; cs:czech_cuni_algebra_2021.txt; hr:croatian_mathhr_algebra_structures_2024.txt; pan_romance:es:spanish/1312.6798v1/uqc.tex:1018; pan_romance:fr:cum_fr_P19s12.tex:4109; pl:polish_impan_algebra_lecture3.txt; sr:serbian_belgrade_algebra_i_lecture9.txt,marker_table_v3_3,
MK6_2_000534,if and only if,pan_romance,fr,si et seulement si,sourcebody_internal_candidate,0.2,,nan,bg:bulgarian_sofia_noncommutative_body_problem.txt; cs:czech_cuni_algebra_2021.txt; hr:croatian_mathhr_algebra_structures_2024.txt; pan_romance:es:spanish/1312.6798v1/uqc.tex:1018; pan_romance:fr:cum_fr_P19s12.tex:4109; pl:polish_impan_algebra_lecture3.txt; sr:serbian_belgrade_algebra_i_lecture9.txt,marker_table_v3_3,
MK6_2_000535,if and only if,pan_romance,pt,se e somente se,sourcebody_internal_candidate,0.2,,nan,bg:bulgarian_sofia_noncommutative_body_problem.txt; cs:czech_cuni_algebra_2021.txt; hr:croatian_mathhr_algebra_structures_2024.txt; pan_romance:es:spanish/1312.6798v1/uqc.tex:1018; pan_romance:fr:cum_fr_P19s12.tex:4109; pl:polish_impan_algebra_lecture3.txt; sr:serbian_belgrade_algebra_i_lecture9.txt,marker_table_v3_3,
MK6_2_000536,if and only if,pan_romance,gl,se e so se,sourcebody_internal_candidate,0.2,,nan,bg:bulgarian_sofia_noncommutative_body_problem.txt; cs:czech_cuni_algebra_2021.txt; hr:croatian_mathhr_algebra_structures_2024.txt; pan_romance:es:spanish/1312.6798v1/uqc.tex:1018; pan_romance:fr:cum_fr_P19s12.tex:4109; pl:polish_impan_algebra_lecture3.txt; sr:serbian_belgrade_algebra_i_lecture9.txt,marker_table_v3_3,
MK6_2_000537,if and only if,pan_romance,ca,si i nomes si,sourcebody_internal_candidate,0.2,,nan,bg:bulgarian_sofia_noncommutative_body_problem.txt; cs:czech_cuni_algebra_2021.txt; hr:croatian_mathhr_algebra_structures_2024.txt; pan_romance:es:spanish/1312.6798v1/uqc.tex:1018; pan_romance:fr:cum_fr_P19s12.tex:4109; pl:polish_impan_algebra_lecture3.txt; sr:serbian_belgrade_algebra_i_lecture9.txt,marker_table_v3_3,
MK6_2_000538,if and only if,pan_romance,it,se e solo se,sourcebody_internal_candidate,0.2,,nan,bg:bulgarian_sofia_noncommutative_body_problem.txt; cs:czech_cuni_algebra_2021.txt; hr:croatian_mathhr_algebra_structures_2024.txt; pan_romance:es:spanish/1312.6798v1/uqc.tex:1018; pan_romance:fr:cum_fr_P19s12.tex:4109; pl:polish_impan_algebra_lecture3.txt; sr:serbian_belgrade_algebra_i_lecture9.txt,marker_table_v3_3,
MK6_2_000539,if and only if,pan_romance,ro,daca si numai daca,sourcebody_internal_candidate,0.2,,nan,bg:bulgarian_sofia_noncommutative_body_problem.txt; cs:czech_cuni_algebra_2021.txt; hr:croatian_mathhr_algebra_structures_2024.txt; pan_romance:es:spanish/1312.6798v1/uqc.tex:1018; pan_romance:fr:cum_fr_P19s12.tex:4109; pl:polish_impan_algebra_lecture3.txt; sr:serbian_belgrade_algebra_i_lecture9.txt,marker_table_v3_3,
MK6_2_000540,image,controlled_arabic,ar,مدى,sourcebody_internal_candidate,0.6,,nan,cs:czech_cuni_algebra_2021.txt; malay_indonesian:UM terminology; pl:polish_impan_algebra_lecture3.txt; pl:polish_mimuw_algebra2_galois.txt; sk:slovak_abstraktna_algebra.txt,marker_table_v3_3,
MK6_2_000541,image,persianate,fa,تصویر,sourcebody_internal_candidate,0.6,,nan,cs:czech_cuni_algebra_2021.txt; malay_indonesian:UM terminology; pl:polish_impan_algebra_lecture3.txt; pl:polish_mimuw_algebra2_galois.txt; sk:slovak_abstraktna_algebra.txt,marker_table_v3_3,
MK6_2_000542,image,malay_indonesian,my_id,imej/citra,sourcebody_internal_candidate,0.6,,nan,cs:czech_cuni_algebra_2021.txt; malay_indonesian:UM terminology; pl:polish_impan_algebra_lecture3.txt; pl:polish_mimuw_algebra2_galois.txt; sk:slovak_abstraktna_algebra.txt,marker_table_v3_3,
MK6_2_000543,kernel,interslavic,isv,jadro,sourcebody_internal_candidate,0.6,,nan,cs:czech_cuni_algebra_2021.txt; malay_indonesian:UIN kernel row; UM terminology needs semantic review; pl:polish_impan_algebra_lecture3.txt; sk:slovak_abstraktna_algebra.txt; sl:slovenian_uvod_v_algebro.txt; ws:czech_cuni_algebra_2021.txt; ws:czech_cuni_noncommutative_body_thesis.txt; ws:czech_cuni_representation_idempotents.txt; ws:czech_karlin_commutative_rings_fields.txt; ws:polish_impan_algebra_lecture3.txt; ws:polish_mimuw_algebra2_galois.txt; ws:polish_uj_algebra1_noetherian.txt; ws:polish,marker_table_v3_3,
MK6_2_000544,kernel,slavic_west,cs,≈? [S],support,0.75,,nan,cs:czech_cuni_algebra_2021.txt; malay_indonesian:UIN kernel row; UM terminology needs semantic review; pl:polish_impan_algebra_lecture3.txt; sk:slovak_abstraktna_algebra.txt; sl:slovenian_uvod_v_algebro.txt; ws:czech_cuni_algebra_2021.txt; ws:czech_cuni_noncommutative_body_thesis.txt; ws:czech_cuni_representation_idempotents.txt; ws:czech_karlin_commutative_rings_fields.txt; ws:polish_impan_algebra_lecture3.txt; ws:polish_mimuw_algebra2_galois.txt; ws:polish_uj_algebra1_noetherian.txt; ws:polish,marker_table_v3_3,
MK6_2_000545,kernel,slavic_west,sk,≈? [S],support,0.75,,nan,cs:czech_cuni_algebra_2021.txt; malay_indonesian:UIN kernel row; UM terminology needs semantic review; pl:polish_impan_algebra_lecture3.txt; sk:slovak_abstraktna_algebra.txt; sl:slovenian_uvod_v_algebro.txt; ws:czech_cuni_algebra_2021.txt; ws:czech_cuni_noncommutative_body_thesis.txt; ws:czech_cuni_representation_idempotents.txt; ws:czech_karlin_commutative_rings_fields.txt; ws:polish_impan_algebra_lecture3.txt; ws:polish_mimuw_algebra2_galois.txt; ws:polish_uj_algebra1_noetherian.txt; ws:polish,marker_table_v3_3,
MK6_2_000546,kernel,slavic_west,pl,≈? [S],support,0.75,,nan,cs:czech_cuni_algebra_2021.txt; malay_indonesian:UIN kernel row; UM terminology needs semantic review; pl:polish_impan_algebra_lecture3.txt; sk:slovak_abstraktna_algebra.txt; sl:slovenian_uvod_v_algebro.txt; ws:czech_cuni_algebra_2021.txt; ws:czech_cuni_noncommutative_body_thesis.txt; ws:czech_cuni_representation_idempotents.txt; ws:czech_karlin_commutative_rings_fields.txt; ws:polish_impan_algebra_lecture3.txt; ws:polish_mimuw_algebra2_galois.txt; ws:polish_uj_algebra1_noetherian.txt; ws:polish,marker_table_v3_3,
MK6_2_000547,kernel,slavic_south,sl,≈? [S],support,0.75,,nan,cs:czech_cuni_algebra_2021.txt; malay_indonesian:UIN kernel row; UM terminology needs semantic review; pl:polish_impan_algebra_lecture3.txt; sk:slovak_abstraktna_algebra.txt; sl:slovenian_uvod_v_algebro.txt; ws:czech_cuni_algebra_2021.txt; ws:czech_cuni_noncommutative_body_thesis.txt; ws:czech_cuni_representation_idempotents.txt; ws:czech_karlin_commutative_rings_fields.txt; ws:polish_impan_algebra_lecture3.txt; ws:polish_mimuw_algebra2_galois.txt; ws:polish_uj_algebra1_noetherian.txt; ws:polish,marker_table_v3_3,
MK6_2_000548,kernel,controlled_arabic,ar,نواة,sourcebody_internal_candidate,0.6,,nan,cs:czech_cuni_algebra_2021.txt; malay_indonesian:UIN kernel row; UM terminology needs semantic review; pl:polish_impan_algebra_lecture3.txt; sk:slovak_abstraktna_algebra.txt; sl:slovenian_uvod_v_algebro.txt; ws:czech_cuni_algebra_2021.txt; ws:czech_cuni_noncommutative_body_thesis.txt; ws:czech_cuni_representation_idempotents.txt; ws:czech_karlin_commutative_rings_fields.txt; ws:polish_impan_algebra_lecture3.txt; ws:polish_mimuw_algebra2_galois.txt; ws:polish_uj_algebra1_noetherian.txt; ws:polish,marker_table_v3_3,
MK6_2_000549,kernel,persianate,fa,هسته,sourcebody_internal_candidate,0.6,,nan,cs:czech_cuni_algebra_2021.txt; malay_indonesian:UIN kernel row; UM terminology needs semantic review; pl:polish_impan_algebra_lecture3.txt; sk:slovak_abstraktna_algebra.txt; sl:slovenian_uvod_v_algebro.txt; ws:czech_cuni_algebra_2021.txt; ws:czech_cuni_noncommutative_body_thesis.txt; ws:czech_cuni_representation_idempotents.txt; ws:czech_karlin_commutative_rings_fields.txt; ws:polish_impan_algebra_lecture3.txt; ws:polish_mimuw_algebra2_galois.txt; ws:polish_uj_algebra1_noetherian.txt; ws:polish,marker_table_v3_3,
MK6_2_000550,kernel,malay_indonesian,my_id,kernel/teras,sourcebody_internal_candidate,0.6,,nan,cs:czech_cuni_algebra_2021.txt; malay_indonesian:UIN kernel row; UM terminology needs semantic review; pl:polish_impan_algebra_lecture3.txt; sk:slovak_abstraktna_algebra.txt; sl:slovenian_uvod_v_algebro.txt; ws:czech_cuni_algebra_2021.txt; ws:czech_cuni_noncommutative_body_thesis.txt; ws:czech_cuni_representation_idempotents.txt; ws:czech_karlin_commutative_rings_fields.txt; ws:polish_impan_algebra_lecture3.txt; ws:polish_mimuw_algebra2_galois.txt; ws:polish_uj_algebra1_noetherian.txt; ws:polish,marker_table_v3_3,
MK6_2_000551,prime ideal,slavic_east,ru,простой идеал,sourcebody_internal_candidate,0.2,,nan,bg:bulgarian_sofia_noncommutative_body_problem.txt; cs:czech_cuni_algebra_2021.txt; hr:croatian_mathhr_algebra_structures_2024.txt; malay_indonesian:UM Surabaya; UM terminology; pan_romance:es:cum_es.tex:8044; pan_romance:fr:french/1303.5221v2/Brnr.tex:179; pl:polish_impan_algebra_lecture3.txt; pl:polish_mimuw_algebra2_galois.txt; sk:slovak_abstraktna_algebra.txt; sl:slovenian_komutativna_algebra_noetherian.txt; sr:serbian_belgrade_algebra_i_lecture9.txt; ws:bulgarian_sofia_noncommutative_body_p,marker_table_v3_3,
MK6_2_000552,prime ideal,slavic_west,cs,≈grupno razděljenje pridruženih prostyh idealov [S]; prvoideál [C],competitor,0.75,,nan,bg:bulgarian_sofia_noncommutative_body_problem.txt; cs:czech_cuni_algebra_2021.txt; hr:croatian_mathhr_algebra_structures_2024.txt; malay_indonesian:UM Surabaya; UM terminology; pan_romance:es:cum_es.tex:8044; pan_romance:fr:french/1303.5221v2/Brnr.tex:179; pl:polish_impan_algebra_lecture3.txt; pl:polish_mimuw_algebra2_galois.txt; sk:slovak_abstraktna_algebra.txt; sl:slovenian_komutativna_algebra_noetherian.txt; sr:serbian_belgrade_algebra_i_lecture9.txt; ws:bulgarian_sofia_noncommutative_body_p,marker_table_v3_3,
MK6_2_000553,prime ideal,slavic_west,sk,≈grupno razděljenje pridruženih prostyh idealov [S],support,0.75,,nan,bg:bulgarian_sofia_noncommutative_body_problem.txt; cs:czech_cuni_algebra_2021.txt; hr:croatian_mathhr_algebra_structures_2024.txt; malay_indonesian:UM Surabaya; UM terminology; pan_romance:es:cum_es.tex:8044; pan_romance:fr:french/1303.5221v2/Brnr.tex:179; pl:polish_impan_algebra_lecture3.txt; pl:polish_mimuw_algebra2_galois.txt; sk:slovak_abstraktna_algebra.txt; sl:slovenian_komutativna_algebra_noetherian.txt; sr:serbian_belgrade_algebra_i_lecture9.txt; ws:bulgarian_sofia_noncommutative_body_p,marker_table_v3_3,
MK6_2_000554,prime ideal,slavic_west,pl,ideał pierwszy [C],competitor,0.75,,nan,bg:bulgarian_sofia_noncommutative_body_problem.txt; cs:czech_cuni_algebra_2021.txt; hr:croatian_mathhr_algebra_structures_2024.txt; malay_indonesian:UM Surabaya; UM terminology; pan_romance:es:cum_es.tex:8044; pan_romance:fr:french/1303.5221v2/Brnr.tex:179; pl:polish_impan_algebra_lecture3.txt; pl:polish_mimuw_algebra2_galois.txt; sk:slovak_abstraktna_algebra.txt; sl:slovenian_komutativna_algebra_noetherian.txt; sr:serbian_belgrade_algebra_i_lecture9.txt; ws:bulgarian_sofia_noncommutative_body_p,marker_table_v3_3,
MK6_2_000555,prime ideal,slavic_south,sl,≈grupno razděljenje pridruženih prostyh idealov [S],support,0.75,,nan,bg:bulgarian_sofia_noncommutative_body_problem.txt; cs:czech_cuni_algebra_2021.txt; hr:croatian_mathhr_algebra_structures_2024.txt; malay_indonesian:UM Surabaya; UM terminology; pan_romance:es:cum_es.tex:8044; pan_romance:fr:french/1303.5221v2/Brnr.tex:179; pl:polish_impan_algebra_lecture3.txt; pl:polish_mimuw_algebra2_galois.txt; sk:slovak_abstraktna_algebra.txt; sl:slovenian_komutativna_algebra_noetherian.txt; sr:serbian_belgrade_algebra_i_lecture9.txt; ws:bulgarian_sofia_noncommutative_body_p,marker_table_v3_3,
MK6_2_000556,prime ideal,slavic_south,hr_sr,≈grupno razděljenje pridruženih prostyh idealov [S],support,0.75,,nan,bg:bulgarian_sofia_noncommutative_body_problem.txt; cs:czech_cuni_algebra_2021.txt; hr:croatian_mathhr_algebra_structures_2024.txt; malay_indonesian:UM Surabaya; UM terminology; pan_romance:es:cum_es.tex:8044; pan_romance:fr:french/1303.5221v2/Brnr.tex:179; pl:polish_impan_algebra_lecture3.txt; pl:polish_mimuw_algebra2_galois.txt; sk:slovak_abstraktna_algebra.txt; sl:slovenian_komutativna_algebra_noetherian.txt; sr:serbian_belgrade_algebra_i_lecture9.txt; ws:bulgarian_sofia_noncommutative_body_p,marker_table_v3_3,
MK6_2_000557,prime ideal,slavic_south,bg,prost ideal [C],competitor,0.75,,nan,bg:bulgarian_sofia_noncommutative_body_problem.txt; cs:czech_cuni_algebra_2021.txt; hr:croatian_mathhr_algebra_structures_2024.txt; malay_indonesian:UM Surabaya; UM terminology; pan_romance:es:cum_es.tex:8044; pan_romance:fr:french/1303.5221v2/Brnr.tex:179; pl:polish_impan_algebra_lecture3.txt; pl:polish_mimuw_algebra2_galois.txt; sk:slovak_abstraktna_algebra.txt; sl:slovenian_komutativna_algebra_noetherian.txt; sr:serbian_belgrade_algebra_i_lecture9.txt; ws:bulgarian_sofia_noncommutative_body_p,marker_table_v3_3,
MK6_2_000558,prime ideal,pan_romance,es,ideal primo,sourcebody_internal_candidate,0.2,,nan,bg:bulgarian_sofia_noncommutative_body_problem.txt; cs:czech_cuni_algebra_2021.txt; hr:croatian_mathhr_algebra_structures_2024.txt; malay_indonesian:UM Surabaya; UM terminology; pan_romance:es:cum_es.tex:8044; pan_romance:fr:french/1303.5221v2/Brnr.tex:179; pl:polish_impan_algebra_lecture3.txt; pl:polish_mimuw_algebra2_galois.txt; sk:slovak_abstraktna_algebra.txt; sl:slovenian_komutativna_algebra_noetherian.txt; sr:serbian_belgrade_algebra_i_lecture9.txt; ws:bulgarian_sofia_noncommutative_body_p,marker_table_v3_3,
MK6_2_000559,prime ideal,pan_romance,fr,ideal premier,sourcebody_internal_candidate,0.2,,nan,bg:bulgarian_sofia_noncommutative_body_problem.txt; cs:czech_cuni_algebra_2021.txt; hr:croatian_mathhr_algebra_structures_2024.txt; malay_indonesian:UM Surabaya; UM terminology; pan_romance:es:cum_es.tex:8044; pan_romance:fr:french/1303.5221v2/Brnr.tex:179; pl:polish_impan_algebra_lecture3.txt; pl:polish_mimuw_algebra2_galois.txt; sk:slovak_abstraktna_algebra.txt; sl:slovenian_komutativna_algebra_noetherian.txt; sr:serbian_belgrade_algebra_i_lecture9.txt; ws:bulgarian_sofia_noncommutative_body_p,marker_table_v3_3,
MK6_2_000560,prime ideal,pan_romance,pt,ideal primo,sourcebody_internal_candidate,0.2,,nan,bg:bulgarian_sofia_noncommutative_body_problem.txt; cs:czech_cuni_algebra_2021.txt; hr:croatian_mathhr_algebra_structures_2024.txt; malay_indonesian:UM Surabaya; UM terminology; pan_romance:es:cum_es.tex:8044; pan_romance:fr:french/1303.5221v2/Brnr.tex:179; pl:polish_impan_algebra_lecture3.txt; pl:polish_mimuw_algebra2_galois.txt; sk:slovak_abstraktna_algebra.txt; sl:slovenian_komutativna_algebra_noetherian.txt; sr:serbian_belgrade_algebra_i_lecture9.txt; ws:bulgarian_sofia_noncommutative_body_p,marker_table_v3_3,
MK6_2_000561,prime ideal,pan_romance,ca,ideal primer,sourcebody_internal_candidate,0.2,,nan,bg:bulgarian_sofia_noncommutative_body_problem.txt; cs:czech_cuni_algebra_2021.txt; hr:croatian_mathhr_algebra_structures_2024.txt; malay_indonesian:UM Surabaya; UM terminology; pan_romance:es:cum_es.tex:8044; pan_romance:fr:french/1303.5221v2/Brnr.tex:179; pl:polish_impan_algebra_lecture3.txt; pl:polish_mimuw_algebra2_galois.txt; sk:slovak_abstraktna_algebra.txt; sl:slovenian_komutativna_algebra_noetherian.txt; sr:serbian_belgrade_algebra_i_lecture9.txt; ws:bulgarian_sofia_noncommutative_body_p,marker_table_v3_3,
MK6_2_000562,prime ideal,pan_romance,it,ideale primo,sourcebody_internal_candidate,0.2,,nan,bg:bulgarian_sofia_noncommutative_body_problem.txt; cs:czech_cuni_algebra_2021.txt; hr:croatian_mathhr_algebra_structures_2024.txt; malay_indonesian:UM Surabaya; UM terminology; pan_romance:es:cum_es.tex:8044; pan_romance:fr:french/1303.5221v2/Brnr.tex:179; pl:polish_impan_algebra_lecture3.txt; pl:polish_mimuw_algebra2_galois.txt; sk:slovak_abstraktna_algebra.txt; sl:slovenian_komutativna_algebra_noetherian.txt; sr:serbian_belgrade_algebra_i_lecture9.txt; ws:bulgarian_sofia_noncommutative_body_p,marker_table_v3_3,
MK6_2_000563,prime ideal,pan_romance,ro,ideal prim,sourcebody_internal_candidate,0.2,,nan,bg:bulgarian_sofia_noncommutative_body_problem.txt; cs:czech_cuni_algebra_2021.txt; hr:croatian_mathhr_algebra_structures_2024.txt; malay_indonesian:UM Surabaya; UM terminology; pan_romance:es:cum_es.tex:8044; pan_romance:fr:french/1303.5221v2/Brnr.tex:179; pl:polish_impan_algebra_lecture3.txt; pl:polish_mimuw_algebra2_galois.txt; sk:slovak_abstraktna_algebra.txt; sl:slovenian_komutativna_algebra_noetherian.txt; sr:serbian_belgrade_algebra_i_lecture9.txt; ws:bulgarian_sofia_noncommutative_body_p,marker_table_v3_3,
MK6_2_000564,prime ideal,malay_indonesian,my_id,ideal prima/unggulan perdana,sourcebody_internal_candidate,0.2,,nan,bg:bulgarian_sofia_noncommutative_body_problem.txt; cs:czech_cuni_algebra_2021.txt; hr:croatian_mathhr_algebra_structures_2024.txt; malay_indonesian:UM Surabaya; UM terminology; pan_romance:es:cum_es.tex:8044; pan_romance:fr:french/1303.5221v2/Brnr.tex:179; pl:polish_impan_algebra_lecture3.txt; pl:polish_mimuw_algebra2_galois.txt; sk:slovak_abstraktna_algebra.txt; sl:slovenian_komutativna_algebra_noetherian.txt; sr:serbian_belgrade_algebra_i_lecture9.txt; ws:bulgarian_sofia_noncommutative_body_p,marker_table_v3_3,
MK6_2_000565,prime ideal,cjk,ja,素イデアル,sourcebody_internal_candidate,0.2,,nan,bg:bulgarian_sofia_noncommutative_body_problem.txt; cs:czech_cuni_algebra_2021.txt; hr:croatian_mathhr_algebra_structures_2024.txt; malay_indonesian:UM Surabaya; UM terminology; pan_romance:es:cum_es.tex:8044; pan_romance:fr:french/1303.5221v2/Brnr.tex:179; pl:polish_impan_algebra_lecture3.txt; pl:polish_mimuw_algebra2_galois.txt; sk:slovak_abstraktna_algebra.txt; sl:slovenian_komutativna_algebra_noetherian.txt; sr:serbian_belgrade_algebra_i_lecture9.txt; ws:bulgarian_sofia_noncommutative_body_p,marker_table_v3_3,
MK6_2_000566,prime ideal,cjk,ko,소 아이디얼,sourcebody_internal_candidate,0.2,,nan,bg:bulgarian_sofia_noncommutative_body_problem.txt; cs:czech_cuni_algebra_2021.txt; hr:croatian_mathhr_algebra_structures_2024.txt; malay_indonesian:UM Surabaya; UM terminology; pan_romance:es:cum_es.tex:8044; pan_romance:fr:french/1303.5221v2/Brnr.tex:179; pl:polish_impan_algebra_lecture3.txt; pl:polish_mimuw_algebra2_galois.txt; sk:slovak_abstraktna_algebra.txt; sl:slovenian_komutativna_algebra_noetherian.txt; sr:serbian_belgrade_algebra_i_lecture9.txt; ws:bulgarian_sofia_noncommutative_body_p,marker_table_v3_3,
MK6_2_000567,problem,controlled_arabic,ar,مسائل,sourcebody_internal_candidate,0.6,,nan,bg:bulgarian_sofia_noncommutative_body_problem.txt; cs:czech_cuni_algebra_2021.txt; hr:croatian_mathhr_algebra_structures_2024.txt; pl:polish_mimuw_algebra2_galois.txt; sk:slovak_abstraktna_algebra.txt; sl:slovenian_uvod_v_algebro.txt,marker_table_v3_3,
MK6_2_000568,problem,persianate,fa,مسئله,sourcebody_internal_candidate,0.6,,nan,bg:bulgarian_sofia_noncommutative_body_problem.txt; cs:czech_cuni_algebra_2021.txt; hr:croatian_mathhr_algebra_structures_2024.txt; pl:polish_mimuw_algebra2_galois.txt; sk:slovak_abstraktna_algebra.txt; sl:slovenian_uvod_v_algebro.txt,marker_table_v3_3,
MK6_2_000569,relation,malay_indonesian,my_id,hubungan/relasi,sourcebody_internal_candidate,0.2,,nan,cs:czech_cuni_algebra_2021.txt; hr:croatian_mathhr_algebra_structures_2024.txt; malay_indonesian:UKM relation course rows; Indonesian algebra rows; pl:polish_mimuw_algebra2_galois.txt; sl:slovenian_uvod_v_algebro.txt; sr:serbian_belgrade_algebra_i_lecture9.txt,marker_table_v3_3,
MK6_2_000570,set,interslavic,isv,množstvo?,sourcebody_internal_candidate,0.6,,nan,bg:bulgarian_sofia_noncommutative_body_problem.txt; cs:czech_cuni_algebra_2021.txt; hr:croatian_mathhr_algebra_structures_2024.txt; interslavic:noether_paper02_section06_terms.json; malay_indonesian:Indonesian algebra/set rows; pl:polish_impan_algebra_lecture3.txt; sk:slovak_abstraktna_algebra.txt; sl:slovenian_komutativna_algebra_noetherian.txt; sr:serbian_belgrade_algebra_i_lecture9.txt; ws:bulgarian_sofia_noncommutative_body_problem.txt; ws:bulgarian_sofia_rings_lecture7.txt; ws:croatian_math,marker_table_v3_3,
