concept,lane_count,language_count,marker_count,support_mass,adverse_or_competitor_mass,gap_mass,lanes,languages,channel_weight_json,risk_flags,priority_score,recommended_next_action
number field,1,1,1,0.2,0.0,0.0,interslavic,isv,"{""sourcebody_internal_candidate"": 0.2}",,27,P2_sourcebody_context_review
quotient,1,1,1,0.2,0.0,0.0,malay_indonesian,my_id,"{""sourcebody_internal_candidate"": 0.2}",,27,P2_sourcebody_context_review
root,1,1,1,0.2,0.0,0.0,malay_indonesian,my_id,"{""sourcebody_internal_candidate"": 0.2}",,27,P2_sourcebody_context_review
system of forms,1,1,1,0.2,0.0,0.0,interslavic,isv,"{""sourcebody_internal_candidate"": 0.2}",,27,P2_sourcebody_context_review
two sided module,1,1,1,0.2,0.0,0.0,interslavic,isv_cyr,"{""sourcebody_internal_candidate"": 0.2}",,27,P2_sourcebody_context_review
unit,1,1,1,0.2,0.0,0.0,interslavic,isv,"{""sourcebody_internal_candidate"": 0.2}",,27,P2_sourcebody_context_review
zero,1,1,1,0.2,0.0,0.0,malay_indonesian,my_id,"{""sourcebody_internal_candidate"": 0.2}",,27,P2_sourcebody_context_review
abstract algebra vocabulary,1,1,1,0.0,0.0,0.2,turkic_frontier,Chuvash,"{""gap"": 0.2}",,25,P2_sourcebody_context_review
algebra,7,19,23,14.55,0.0,0.0,cjk;controlled_arabic;malay_indonesian;pan_romance;persianate;slavic_south;slavic_west,ar;bg;ca;cs;es;fa;fr;gl;hr_sr;it;ja;ko;my_id;pl;pt;rm;ro;sk;sl,"{""sourcebody_internal_candidate"": 9.049999999999999, ""support"": 5.5}",global_comparator_candidate,100,P3_register_baseline
algebra (structure),3,7,7,4.7,0.0,0.0,interslavic;slavic_south;slavic_west,bg;cs;hr_sr;isv;pl;sk;sl,"{""sourcebody_internal_candidate"": 0.2, ""support"": 4.5}",,100,P3_register_baseline
artinian,3,7,8,2.55,0.0,0.0,controlled_arabic;malay_indonesian;pan_romance,ar;ca;es;fr;it;my_id;pt,"{""sourcebody_internal_candidate"": 1.55, ""support"": 1.0}",,100,P3_register_baseline
assumption,2,3,9,6.2,0.0,0.0,malay_indonesian;pan_romance,es;fr;my_id,"{""sourcebody_internal_candidate"": 0.2, ""support"": 6.0}",,100,P3_register_baseline
automorphism,5,13,14,5.8,0.0,0.0,cjk;interslavic;pan_romance;slavic_south;slavic_west,ca;cs;es;fr;gl;hr_sr;isv;it;ja;pl;pt;sk;sl,"{""sourcebody_internal_candidate"": 2.0500000000000003, ""support"": 3.75}",global_comparator_candidate,100,P3_register_baseline
basis,7,19,19,12.3,0.0,0.0,controlled_arabic;interslavic;malay_indonesian;pan_romance;persianate;slavic_south;slavic_west,ar;bg;ca;cs;es;fa;fr;gl;hr_sr;isv;isv_cyr;it;my_id;pl;pt;rm;ro;sk;sl,"{""sourcebody_internal_candidate"": 7.8, ""support"": 4.5}",global_comparator_candidate,100,P3_register_baseline
coefficient,5,7,9,6.15,0.0,0.0,controlled_arabic;malay_indonesian;pan_romance;persianate;slavic_east,es;fa;fr;my_id;nan;ru;uk,"{""sourcebody_internal_candidate"": 2.4, ""support"": 3.75}",global_comparator_candidate,100,P3_register_baseline
decomposition,5,15,16,9.9,0.0,0.0,controlled_arabic;interslavic;pan_romance;persianate;slavic_east,ar;ca;es;fa;fr;gl;isv;isv_cyr;it;nan;pt;rm;ro;ru;uk,"{""sourcebody_internal_candidate"": 8.4, ""support"": 1.5}",global_comparator_candidate,100,P3_register_baseline
definition,7,17,17,10.95,0.0,0.0,controlled_arabic;malay_indonesian;pan_romance;persianate;slavic_east;slavic_south;slavic_west,ar;bg;ca;cs;es;fa;fr;gl;hr_sr;it;my_id;pl;pt;rm;ro;sl;uk,"{""sourcebody_internal_candidate"": 7.199999999999999, ""support"": 3.75}",global_comparator_candidate,100,P3_register_baseline
direct sum,4,6,7,3.05,0.0,0.0,controlled_arabic;interslavic;pan_romance;persianate,ar;es;fa;fr;isv;isv_cyr,"{""sourcebody_internal_candidate"": 0.8, ""support"": 2.25}",,100,P3_register_baseline
equation,6,7,13,7.55,0.0,0.0,arabic_farsi_persianate;controlled_arabic;interslavic;malay_indonesian;pan_romance;slavic_east,es;fr;isv;my_id;nan;ru;uk,"{""sourcebody_internal_candidate"": 0.8, ""support"": 6.75}",global_comparator_candidate,100,P3_register_baseline
example,7,11,13,9.15,0.0,0.0,controlled_arabic;interslavic;malay_indonesian;pan_romance;persianate;slavic_south;slavic_west,ar;bg;cs;es;fa;fr;hr_sr;isv;my_id;pl;sl,"{""sourcebody_internal_candidate"": 2.4, ""support"": 6.75}",global_comparator_candidate,100,P3_register_baseline
exercise,3,4,6,3.95,0.0,0.0,arabic_farsi_persianate;controlled_arabic;pan_romance,ar;es;fr;nan,"{""sourcebody_internal_candidate"": 0.95, ""support"": 3.0}",,100,P3_register_baseline
factor,3,10,10,6.0,0.0,0.0,controlled_arabic;pan_romance;persianate,ar;ca;es;fa;fr;gl;it;pt;rm;ro,"{""sourcebody_internal_candidate"": 6.0}",,100,P3_register_baseline
finite,4,11,11,6.75,0.0,0.0,controlled_arabic;malay_indonesian;pan_romance;persianate,ca;es;fa;fr;gl;it;my_id;nan;pt;rm;ro,"{""sourcebody_internal_candidate"": 6.0, ""support"": 0.75}",,100,P3_register_baseline
formula,2,3,7,4.7,0.0,0.0,malay_indonesian;pan_romance,es;fr;my_id,"{""sourcebody_internal_candidate"": 0.2, ""support"": 4.5}",,100,P3_register_baseline
function,5,6,9,6.05,0.0,0.0,controlled_arabic;malay_indonesian;olp_source_side;pan_romance;persianate,ar;en;es;fa;fr;my_id,"{""source_normalization"": 0.5, ""sourcebody_internal_candidate"": 1.7999999999999998, ""support"": 3.75}",global_comparator_candidate,100,P3_register_baseline
group,9,22,23,14.55,0.0,0.0,cjk;controlled_arabic;interslavic;malay_indonesian;pan_romance;persianate;slavic_east;slavic_south;slavic_west,ar;bg;ca;cs;es;fa;fr;gl;hr_sr;isv;isv_cyr;it;ko;my_id;pl;pt;rm;ro;ru;sk;sl;uk,"{""sourcebody_internal_candidate"": 10.049999999999999, ""support"": 4.5}",global_comparator_candidate,100,P3_register_baseline
homomorphism,7,17,21,13.35,0.0,0.0,cjk;controlled_arabic;malay_indonesian;pan_romance;persianate;slavic_south;slavic_west,ar;bg;ca;cs;es;fa;fr;gl;hr_sr;it;ja;ko;my_id;pl;pt;sk;sl,"{""sourcebody_internal_candidate"": 7.85, ""support"": 5.5}",global_comparator_candidate,100,P3_register_baseline
idempotent,3,6,6,3.95,0.0,0.0,interslavic;slavic_south;slavic_west,cs;hr_sr;isv;pl;sk;sl,"{""sourcebody_internal_candidate"": 0.2, ""support"": 3.75}",,100,P3_register_baseline
image,4,5,8,5.55,0.0,0.0,controlled_arabic;malay_indonesian;pan_romance;persianate,ar;es;fa;fr;my_id,"{""sourcebody_internal_candidate"": 1.7999999999999998, ""support"": 3.75}",,100,P3_register_baseline
invariant,8,16,16,4.3,0.0,0.0,controlled_arabic;interslavic;malay_indonesian;pan_romance;persianate;slavic_east;slavic_south;slavic_west,ar;ca;cs;es;fa;fr;gl;hr_sr;isv;isv_cyr;it;my_id;pt;ro;ru;uk,"{""sourcebody_internal_candidate"": 2.8000000000000003, ""support"": 1.5}",global_comparator_candidate,100,P3_register_baseline
invariant theory,3,4,6,3.4,0.0,0.0,controlled_arabic;pan_romance;persianate,ar;es;fa;fr,"{""sourcebody_internal_candidate"": 0.4, ""support"": 3.0}",,100,P3_register_baseline
isomorphism,7,18,22,13.95,0.0,0.0,cjk;controlled_arabic;malay_indonesian;pan_romance;persianate;slavic_south;slavic_west,ar;bg;ca;cs;es;fa;fr;gl;hr_sr;it;ja;ko;my_id;pl;pt;ro;sk;sl,"{""sourcebody_internal_candidate"": 8.45, ""support"": 5.5}",global_comparator_candidate,100,P3_register_baseline
kernel,7,10,13,9.15,0.0,0.0,controlled_arabic;interslavic;malay_indonesian;pan_romance;persianate;slavic_south;slavic_west,ar;cs;es;fa;fr;isv;my_id;pl;sk;sl,"{""sourcebody_internal_candidate"": 2.4, ""support"": 6.75}",global_comparator_candidate,100,P3_register_baseline
module,9,22,24,15.015,0.0,0.0,cjk;controlled_arabic;malay_indonesian;pan_romance;persianate;slavic_east;slavic_south;slavic_west;turkic_source_canon,ar;ca;cs;es;fa;fr;gl;hr_sr;it;ja;ko;kz;my_id;pl;pt;rm;ro;ru;sk;sl;uk;uz,"{""sourcebody_internal_candidate"": 9.9, ""support"": 5.115286302935335}",global_comparator_candidate,100,P3_register_baseline
norm,2,5,5,3.75,0.0,0.0,slavic_south;slavic_west,cs;hr_sr;pl;sk;sl,"{""support"": 3.75}",,100,P3_register_baseline
problem,3,4,8,5.7,0.0,0.0,controlled_arabic;pan_romance;persianate,ar;es;fa;fr,"{""sourcebody_internal_candidate"": 1.2, ""support"": 4.5}",,100,P3_register_baseline
rank,3,12,12,2.4,0.0,0.0,interslavic;pan_romance;slavic_east,ca;es;fr;gl;isv;isv_cyr;it;pt;rm;ro;ru;uk,"{""sourcebody_internal_candidate"": 2.4000000000000004}",,100,P3_register_baseline
reduction,3,5,11,7.95,0.0,0.0,controlled_arabic;pan_romance;persianate,ar;es;fa;fr;nan,"{""sourcebody_internal_candidate"": 1.2, ""support"": 6.75}",,100,P3_register_baseline
relation,5,5,9,5.95,0.0,0.0,arabic_farsi_persianate;controlled_arabic;malay_indonesian;olp_source_side;pan_romance,en;es;fr;my_id;nan,"{""source_normalization"": 0.5, ""sourcebody_internal_candidate"": 0.2, ""support"": 5.25}",global_comparator_candidate,100,P3_register_baseline
statement,2,3,7,4.7,0.0,0.0,malay_indonesian;pan_romance,es;fr;my_id,"{""sourcebody_internal_candidate"": 0.2, ""support"": 4.5}",,100,P3_register_baseline
subgroup,4,10,10,6.0,0.0,0.0,controlled_arabic;malay_indonesian;pan_romance;persianate,ar;ca;es;fa;fr;gl;it;my_id;pt;ro,"{""sourcebody_internal_candidate"": 6.0}",,100,P3_register_baseline
vector,7,11,13,9.15,0.0,0.0,controlled_arabic;interslavic;malay_indonesian;pan_romance;persianate;slavic_south;slavic_west,ar;cs;es;fa;fr;hr_sr;isv;my_id;pl;sk;sl,"{""sourcebody_internal_candidate"": 2.4, ""support"": 6.75}",global_comparator_candidate,100,P3_register_baseline
vector space,4,5,7,4.8,0.0,0.0,controlled_arabic;malay_indonesian;pan_romance;persianate,ar;es;fa;fr;my_id,"{""sourcebody_internal_candidate"": 1.7999999999999998, ""support"": 3.0}",,100,P3_register_baseline
proposition,2,3,6,3.95,0.0,0.0,malay_indonesian;pan_romance,es;fr;my_id,"{""sourcebody_internal_candidate"": 0.2, ""support"": 3.75}",,94,P3_register_baseline
resultant,2,3,5,3.2,0.0,0.0,malay_indonesian;pan_romance,es;fr;my_id,"{""sourcebody_internal_candidate"": 0.2, ""support"": 3.0}",,87,P3_register_baseline
completely reducible,2,4,7,2.25,0.0,0.0,cjk;slavic_east,ja;ko;ru;uk,"{""sourcebody_internal_candidate"": 2.25}",,82,P3_register_baseline
Artin/Artinian,1,1,8,4.8,0.0,0.0,cjk,ja,"{""sourcebody_internal_candidate"": 4.8}",,73,P3_register_baseline
Artinian/Artin,1,1,7,4.45,0.0,0.0,cjk,ja,"{""sourcebody_internal_candidate"": 4.45}",,69,P3_register_baseline
notation,1,2,3,2.25,0.0,0.0,pan_romance,es;fr,"{""support"": 2.25}",,52,P3_register_baseline
Harish-Chandra,1,1,3,2.25,0.0,0.0,cjk,ja,"{""sourcebody_internal_candidate"": 2.25}",,47,P3_register_baseline
