src,dst,edge_type,weight,marker_uid
concept:center,lane:interslavic,has_lane,0.2,MK6_2_000718
lane:interslavic,lang:isv,has_language,0.2,MK6_2_000718
lang:isv,marker:MK6_2_000718,has_marker,0.2,MK6_2_000718
marker:MK6_2_000718,evidence:sourcebody_internal_candidate,has_evidence_channel,0.2,MK6_2_000718
concept:center,lane:slavic_west,has_lane,0.75,MK6_2_000719
lane:slavic_west,lang:cs,has_language,0.75,MK6_2_000719
lang:cs,marker:MK6_2_000719,has_marker,0.75,MK6_2_000719
marker:MK6_2_000719,evidence:competitor,has_evidence_channel,0.75,MK6_2_000719
concept:center,lane:slavic_west,has_lane,0.75,MK6_2_000720
lane:slavic_west,lang:pl,has_language,0.75,MK6_2_000720
lang:pl,marker:MK6_2_000720,has_marker,0.75,MK6_2_000720
marker:MK6_2_000720,evidence:competitor,has_evidence_channel,0.75,MK6_2_000720
concept:center,lane:slavic_south,has_lane,0.75,MK6_2_000721
lane:slavic_south,lang:sl,has_language,0.75,MK6_2_000721
lang:sl,marker:MK6_2_000721,has_marker,0.75,MK6_2_000721
marker:MK6_2_000721,evidence:support,has_evidence_channel,0.75,MK6_2_000721
concept:center,lane:slavic_south,has_lane,0.75,MK6_2_000722
lane:slavic_south,lang:hr_sr,has_language,0.75,MK6_2_000722
lang:hr_sr,marker:MK6_2_000722,has_marker,0.75,MK6_2_000722
marker:MK6_2_000722,evidence:competitor,has_evidence_channel,0.75,MK6_2_000722
concept:center,lane:pan_romance,has_lane,0.2,MK6_2_000723
lane:pan_romance,lang:es,has_language,0.2,MK6_2_000723
lang:es,marker:MK6_2_000723,has_marker,0.2,MK6_2_000723
marker:MK6_2_000723,evidence:sourcebody_internal_candidate,has_evidence_channel,0.2,MK6_2_000723
concept:center,lane:pan_romance,has_lane,0.2,MK6_2_000724
lane:pan_romance,lang:fr,has_language,0.2,MK6_2_000724
lang:fr,marker:MK6_2_000724,has_marker,0.2,MK6_2_000724
marker:MK6_2_000724,evidence:sourcebody_internal_candidate,has_evidence_channel,0.2,MK6_2_000724
concept:center,lane:pan_romance,has_lane,0.2,MK6_2_000725
lane:pan_romance,lang:pt,has_language,0.2,MK6_2_000725
lang:pt,marker:MK6_2_000725,has_marker,0.2,MK6_2_000725
marker:MK6_2_000725,evidence:sourcebody_internal_candidate,has_evidence_channel,0.2,MK6_2_000725
concept:center,lane:pan_romance,has_lane,0.2,MK6_2_000726
lane:pan_romance,lang:gl,has_language,0.2,MK6_2_000726
lang:gl,marker:MK6_2_000726,has_marker,0.2,MK6_2_000726
marker:MK6_2_000726,evidence:sourcebody_internal_candidate,has_evidence_channel,0.2,MK6_2_000726
concept:center,lane:pan_romance,has_lane,0.2,MK6_2_000727
lane:pan_romance,lang:ca,has_language,0.2,MK6_2_000727
lang:ca,marker:MK6_2_000727,has_marker,0.2,MK6_2_000727
marker:MK6_2_000727,evidence:sourcebody_internal_candidate,has_evidence_channel,0.2,MK6_2_000727
concept:center,lane:pan_romance,has_lane,0.2,MK6_2_000728
lane:pan_romance,lang:rm,has_language,0.2,MK6_2_000728
lang:rm,marker:MK6_2_000728,has_marker,0.2,MK6_2_000728
marker:MK6_2_000728,evidence:sourcebody_internal_candidate,has_evidence_channel,0.2,MK6_2_000728
concept:coefficient domain,lane:pan_romance,has_lane,0.2,MK6_2_000729
lane:pan_romance,lang:es,has_language,0.2,MK6_2_000729
lang:es,marker:MK6_2_000729,has_marker,0.2,MK6_2_000729
marker:MK6_2_000729,evidence:sourcebody_internal_candidate,has_evidence_channel,0.2,MK6_2_000729
concept:coefficient domain,lane:pan_romance,has_lane,0.2,MK6_2_000730
lane:pan_romance,lang:fr,has_language,0.2,MK6_2_000730
lang:fr,marker:MK6_2_000730,has_marker,0.2,MK6_2_000730
marker:MK6_2_000730,evidence:sourcebody_internal_candidate,has_evidence_channel,0.2,MK6_2_000730
concept:commutative,lane:malay_indonesian,has_lane,0.2,MK6_2_000731
lane:malay_indonesian,lang:my_id,has_language,0.2,MK6_2_000731
lang:my_id,marker:MK6_2_000731,has_marker,0.2,MK6_2_000731
marker:MK6_2_000731,evidence:sourcebody_internal_candidate,has_evidence_channel,0.2,MK6_2_000731
concept:commutative ring,lane:controlled_arabic,has_lane,0.2,MK6_2_000732
lane:controlled_arabic,lang:ar,has_language,0.2,MK6_2_000732
lang:ar,marker:MK6_2_000732,has_marker,0.2,MK6_2_000732
marker:MK6_2_000732,evidence:sourcebody_internal_candidate,has_evidence_channel,0.2,MK6_2_000732
concept:commutative ring,lane:persianate,has_lane,0.2,MK6_2_000733
lane:persianate,lang:fa,has_language,0.2,MK6_2_000733
lang:fa,marker:MK6_2_000733,has_marker,0.2,MK6_2_000733
marker:MK6_2_000733,evidence:sourcebody_internal_candidate,has_evidence_channel,0.2,MK6_2_000733
concept:commutative ring,lane:cjk,has_lane,0.2,MK6_2_000734
lane:cjk,lang:ja,has_language,0.2,MK6_2_000734
lang:ja,marker:MK6_2_000734,has_marker,0.2,MK6_2_000734
marker:MK6_2_000734,evidence:sourcebody_internal_candidate,has_evidence_channel,0.2,MK6_2_000734
concept:commutative ring,lane:cjk,has_lane,0.2,MK6_2_000735
lane:cjk,lang:ko,has_language,0.2,MK6_2_000735
lang:ko,marker:MK6_2_000735,has_marker,0.2,MK6_2_000735
marker:MK6_2_000735,evidence:sourcebody_internal_candidate,has_evidence_channel,0.2,MK6_2_000735
concept:complement,lane:pan_romance,has_lane,0.2,MK6_2_000736
lane:pan_romance,lang:es,has_language,0.2,MK6_2_000736
lang:es,marker:MK6_2_000736,has_marker,0.2,MK6_2_000736
marker:MK6_2_000736,evidence:sourcebody_internal_candidate,has_evidence_channel,0.2,MK6_2_000736
concept:complement,lane:pan_romance,has_lane,0.2,MK6_2_000737
lane:pan_romance,lang:fr,has_language,0.2,MK6_2_000737
lang:fr,marker:MK6_2_000737,has_marker,0.2,MK6_2_000737
marker:MK6_2_000737,evidence:sourcebody_internal_candidate,has_evidence_channel,0.2,MK6_2_000737
concept:complement,lane:pan_romance,has_lane,0.2,MK6_2_000738
lane:pan_romance,lang:gl,has_language,0.2,MK6_2_000738
lang:gl,marker:MK6_2_000738,has_marker,0.2,MK6_2_000738
marker:MK6_2_000738,evidence:sourcebody_internal_candidate,has_evidence_channel,0.2,MK6_2_000738
concept:complement,lane:pan_romance,has_lane,0.2,MK6_2_000739
lane:pan_romance,lang:ca,has_language,0.2,MK6_2_000739
lang:ca,marker:MK6_2_000739,has_marker,0.2,MK6_2_000739
marker:MK6_2_000739,evidence:sourcebody_internal_candidate,has_evidence_channel,0.2,MK6_2_000739
concept:complement,lane:pan_romance,has_lane,0.2,MK6_2_000740
lane:pan_romance,lang:it,has_language,0.2,MK6_2_000740
lang:it,marker:MK6_2_000740,has_marker,0.2,MK6_2_000740
marker:MK6_2_000740,evidence:sourcebody_internal_candidate,has_evidence_channel,0.2,MK6_2_000740
concept:complement,lane:pan_romance,has_lane,0.2,MK6_2_000741
lane:pan_romance,lang:ro,has_language,0.2,MK6_2_000741
lang:ro,marker:MK6_2_000741,has_marker,0.2,MK6_2_000741
marker:MK6_2_000741,evidence:sourcebody_internal_candidate,has_evidence_channel,0.2,MK6_2_000741
concept:complement,lane:pan_romance,has_lane,0.2,MK6_2_000742
lane:pan_romance,lang:rm,has_language,0.2,MK6_2_000742
lang:rm,marker:MK6_2_000742,has_marker,0.2,MK6_2_000742
marker:MK6_2_000742,evidence:sourcebody_internal_candidate,has_evidence_channel,0.2,MK6_2_000742
concept:completely reducible,lane:slavic_east,has_lane,0.2,MK6_2_000743
lane:slavic_east,lang:uk,has_language,0.2,MK6_2_000743
lang:uk,marker:MK6_2_000743,has_marker,0.2,MK6_2_000743
marker:MK6_2_000743,evidence:sourcebody_internal_candidate,has_evidence_channel,0.2,MK6_2_000743
concept:completely reducible,lane:slavic_east,has_lane,0.2,MK6_2_000744
lane:slavic_east,lang:ru,has_language,0.2,MK6_2_000744
lang:ru,marker:MK6_2_000744,has_marker,0.2,MK6_2_000744
marker:MK6_2_000744,evidence:sourcebody_internal_candidate,has_evidence_channel,0.2,MK6_2_000744
concept:congruence,lane:pan_romance,has_lane,0.2,MK6_2_000745
lane:pan_romance,lang:es,has_language,0.2,MK6_2_000745
lang:es,marker:MK6_2_000745,has_marker,0.2,MK6_2_000745
marker:MK6_2_000745,evidence:sourcebody_internal_candidate,has_evidence_channel,0.2,MK6_2_000745
concept:congruence,lane:pan_romance,has_lane,0.2,MK6_2_000746
lane:pan_romance,lang:fr,has_language,0.2,MK6_2_000746
lang:fr,marker:MK6_2_000746,has_marker,0.2,MK6_2_000746
marker:MK6_2_000746,evidence:sourcebody_internal_candidate,has_evidence_channel,0.2,MK6_2_000746
concept:congruence,lane:pan_romance,has_lane,0.2,MK6_2_000747
lane:pan_romance,lang:pt,has_language,0.2,MK6_2_000747
lang:pt,marker:MK6_2_000747,has_marker,0.2,MK6_2_000747
marker:MK6_2_000747,evidence:sourcebody_internal_candidate,has_evidence_channel,0.2,MK6_2_000747
concept:congruence,lane:pan_romance,has_lane,0.2,MK6_2_000748
lane:pan_romance,lang:gl,has_language,0.2,MK6_2_000748
lang:gl,marker:MK6_2_000748,has_marker,0.2,MK6_2_000748
marker:MK6_2_000748,evidence:sourcebody_internal_candidate,has_evidence_channel,0.2,MK6_2_000748
concept:congruence,lane:pan_romance,has_lane,0.2,MK6_2_000749
lane:pan_romance,lang:ca,has_language,0.2,MK6_2_000749
lang:ca,marker:MK6_2_000749,has_marker,0.2,MK6_2_000749
marker:MK6_2_000749,evidence:sourcebody_internal_candidate,has_evidence_channel,0.2,MK6_2_000749
concept:congruence,lane:pan_romance,has_lane,0.2,MK6_2_000750
lane:pan_romance,lang:it,has_language,0.2,MK6_2_000750
lang:it,marker:MK6_2_000750,has_marker,0.2,MK6_2_000750
marker:MK6_2_000750,evidence:sourcebody_internal_candidate,has_evidence_channel,0.2,MK6_2_000750
concept:congruence,lane:pan_romance,has_lane,0.2,MK6_2_000751
lane:pan_romance,lang:ro,has_language,0.2,MK6_2_000751
lang:ro,marker:MK6_2_000751,has_marker,0.2,MK6_2_000751
marker:MK6_2_000751,evidence:sourcebody_internal_candidate,has_evidence_channel,0.2,MK6_2_000751
concept:congruence,lane:pan_romance,has_lane,0.2,MK6_2_000752
lane:pan_romance,lang:rm,has_language,0.2,MK6_2_000752
lang:rm,marker:MK6_2_000752,has_marker,0.2,MK6_2_000752
marker:MK6_2_000752,evidence:sourcebody_internal_candidate,has_evidence_channel,0.2,MK6_2_000752
concept:coprime ideals,lane:pan_romance,has_lane,0.2,MK6_2_000753
lane:pan_romance,lang:es,has_language,0.2,MK6_2_000753
lang:es,marker:MK6_2_000753,has_marker,0.2,MK6_2_000753
marker:MK6_2_000753,evidence:sourcebody_internal_candidate,has_evidence_channel,0.2,MK6_2_000753
concept:coprime ideals,lane:pan_romance,has_lane,0.2,MK6_2_000754
lane:pan_romance,lang:fr,has_language,0.2,MK6_2_000754
lang:fr,marker:MK6_2_000754,has_marker,0.2,MK6_2_000754
marker:MK6_2_000754,evidence:sourcebody_internal_candidate,has_evidence_channel,0.2,MK6_2_000754
concept:coprime ideals,lane:pan_romance,has_lane,0.2,MK6_2_000755
lane:pan_romance,lang:pt,has_language,0.2,MK6_2_000755
lang:pt,marker:MK6_2_000755,has_marker,0.2,MK6_2_000755
marker:MK6_2_000755,evidence:sourcebody_internal_candidate,has_evidence_channel,0.2,MK6_2_000755
concept:coprime ideals,lane:pan_romance,has_lane,0.2,MK6_2_000756
lane:pan_romance,lang:gl,has_language,0.2,MK6_2_000756
lang:gl,marker:MK6_2_000756,has_marker,0.2,MK6_2_000756
marker:MK6_2_000756,evidence:sourcebody_internal_candidate,has_evidence_channel,0.2,MK6_2_000756
concept:coprime ideals,lane:pan_romance,has_lane,0.2,MK6_2_000757
lane:pan_romance,lang:it,has_language,0.2,MK6_2_000757
lang:it,marker:MK6_2_000757,has_marker,0.2,MK6_2_000757
marker:MK6_2_000757,evidence:sourcebody_internal_candidate,has_evidence_channel,0.2,MK6_2_000757
concept:coprime ideals,lane:pan_romance,has_lane,0.2,MK6_2_000758
lane:pan_romance,lang:ro,has_language,0.2,MK6_2_000758
lang:ro,marker:MK6_2_000758,has_marker,0.2,MK6_2_000758
marker:MK6_2_000758,evidence:sourcebody_internal_candidate,has_evidence_channel,0.2,MK6_2_000758
concept:degree,lane:slavic_east,has_lane,0.2,MK6_2_000759
lane:slavic_east,lang:uk,has_language,0.2,MK6_2_000759
lang:uk,marker:MK6_2_000759,has_marker,0.2,MK6_2_000759
marker:MK6_2_000759,evidence:sourcebody_internal_candidate,has_evidence_channel,0.2,MK6_2_000759
concept:degree,lane:malay_indonesian,has_lane,0.2,MK6_2_000760
lane:malay_indonesian,lang:my_id,has_language,0.2,MK6_2_000760
lang:my_id,marker:MK6_2_000760,has_marker,0.2,MK6_2_000760
marker:MK6_2_000760,evidence:sourcebody_internal_candidate,has_evidence_channel,0.2,MK6_2_000760
concept:diagonal entry,lane:slavic_east,has_lane,0.2,MK6_2_000761
lane:slavic_east,lang:uk,has_language,0.2,MK6_2_000761
lang:uk,marker:MK6_2_000761,has_marker,0.2,MK6_2_000761
marker:MK6_2_000761,evidence:sourcebody_internal_candidate,has_evidence_channel,0.2,MK6_2_000761
concept:diagonal entry,lane:slavic_east,has_lane,0.2,MK6_2_000762
lane:slavic_east,lang:ru,has_language,0.2,MK6_2_000762
lang:ru,marker:MK6_2_000762,has_marker,0.2,MK6_2_000762
marker:MK6_2_000762,evidence:sourcebody_internal_candidate,has_evidence_channel,0.2,MK6_2_000762
concept:diagonal entry,lane:interslavic,has_lane,0.2,MK6_2_000763
lane:interslavic,lang:isv,has_language,0.2,MK6_2_000763
lang:isv,marker:MK6_2_000763,has_marker,0.2,MK6_2_000763
marker:MK6_2_000763,evidence:sourcebody_internal_candidate,has_evidence_channel,0.2,MK6_2_000763
concept:diagonal entry,lane:interslavic,has_lane,0.2,MK6_2_000764
lane:interslavic,lang:isv_cyr,has_language,0.2,MK6_2_000764
lang:isv_cyr,marker:MK6_2_000764,has_marker,0.2,MK6_2_000764
marker:MK6_2_000764,evidence:sourcebody_internal_candidate,has_evidence_channel,0.2,MK6_2_000764
concept:direct factor,lane:slavic_east,has_lane,0.2,MK6_2_000765
lane:slavic_east,lang:uk,has_language,0.2,MK6_2_000765
lang:uk,marker:MK6_2_000765,has_marker,0.2,MK6_2_000765
marker:MK6_2_000765,evidence:sourcebody_internal_candidate,has_evidence_channel,0.2,MK6_2_000765
concept:direct factor,lane:slavic_east,has_lane,0.2,MK6_2_000766
lane:slavic_east,lang:ru,has_language,0.2,MK6_2_000766
lang:ru,marker:MK6_2_000766,has_marker,0.2,MK6_2_000766
marker:MK6_2_000766,evidence:sourcebody_internal_candidate,has_evidence_channel,0.2,MK6_2_000766
concept:direct factor,lane:interslavic,has_lane,0.2,MK6_2_000767
lane:interslavic,lang:isv,has_language,0.2,MK6_2_000767
lang:isv,marker:MK6_2_000767,has_marker,0.2,MK6_2_000767
marker:MK6_2_000767,evidence:sourcebody_internal_candidate,has_evidence_channel,0.2,MK6_2_000767
concept:direct factor,lane:interslavic,has_lane,0.2,MK6_2_000768
lane:interslavic,lang:isv_cyr,has_language,0.2,MK6_2_000768
lang:isv_cyr,marker:MK6_2_000768,has_marker,0.2,MK6_2_000768
marker:MK6_2_000768,evidence:sourcebody_internal_candidate,has_evidence_channel,0.2,MK6_2_000768
concept:direct product,lane:controlled_arabic,has_lane,0.6,MK6_2_000769
lane:controlled_arabic,lang:ar,has_language,0.6,MK6_2_000769
lang:ar,marker:MK6_2_000769,has_marker,0.6,MK6_2_000769
marker:MK6_2_000769,evidence:sourcebody_internal_candidate,has_evidence_channel,0.6,MK6_2_000769
concept:direct product,lane:persianate,has_lane,0.6,MK6_2_000770
lane:persianate,lang:fa,has_language,0.6,MK6_2_000770
lang:fa,marker:MK6_2_000770,has_marker,0.6,MK6_2_000770
marker:MK6_2_000770,evidence:sourcebody_internal_candidate,has_evidence_channel,0.6,MK6_2_000770
concept:distributive,lane:malay_indonesian,has_lane,0.2,MK6_2_000771
lane:malay_indonesian,lang:my_id,has_language,0.2,MK6_2_000771
lang:my_id,marker:MK6_2_000771,has_marker,0.2,MK6_2_000771
marker:MK6_2_000771,evidence:sourcebody_internal_candidate,has_evidence_channel,0.2,MK6_2_000771
concept:divisibility,lane:pan_romance,has_lane,0.2,MK6_2_000772
lane:pan_romance,lang:es,has_language,0.2,MK6_2_000772
lang:es,marker:MK6_2_000772,has_marker,0.2,MK6_2_000772
marker:MK6_2_000772,evidence:sourcebody_internal_candidate,has_evidence_channel,0.2,MK6_2_000772
concept:divisibility,lane:pan_romance,has_lane,0.2,MK6_2_000773
lane:pan_romance,lang:fr,has_language,0.2,MK6_2_000773
lang:fr,marker:MK6_2_000773,has_marker,0.2,MK6_2_000773
marker:MK6_2_000773,evidence:sourcebody_internal_candidate,has_evidence_channel,0.2,MK6_2_000773
concept:divisibility,lane:pan_romance,has_lane,0.2,MK6_2_000774
lane:pan_romance,lang:pt,has_language,0.2,MK6_2_000774
lang:pt,marker:MK6_2_000774,has_marker,0.2,MK6_2_000774
marker:MK6_2_000774,evidence:sourcebody_internal_candidate,has_evidence_channel,0.2,MK6_2_000774
concept:divisibility,lane:pan_romance,has_lane,0.2,MK6_2_000775
lane:pan_romance,lang:gl,has_language,0.2,MK6_2_000775
lang:gl,marker:MK6_2_000775,has_marker,0.2,MK6_2_000775
marker:MK6_2_000775,evidence:sourcebody_internal_candidate,has_evidence_channel,0.2,MK6_2_000775
concept:divisibility,lane:pan_romance,has_lane,0.2,MK6_2_000776
lane:pan_romance,lang:ca,has_language,0.2,MK6_2_000776
lang:ca,marker:MK6_2_000776,has_marker,0.2,MK6_2_000776
marker:MK6_2_000776,evidence:sourcebody_internal_candidate,has_evidence_channel,0.2,MK6_2_000776
concept:divisibility,lane:pan_romance,has_lane,0.2,MK6_2_000777
lane:pan_romance,lang:it,has_language,0.2,MK6_2_000777
lang:it,marker:MK6_2_000777,has_marker,0.2,MK6_2_000777
marker:MK6_2_000777,evidence:sourcebody_internal_candidate,has_evidence_channel,0.2,MK6_2_000777
concept:divisibility,lane:pan_romance,has_lane,0.2,MK6_2_000778
lane:pan_romance,lang:ro,has_language,0.2,MK6_2_000778
lang:ro,marker:MK6_2_000778,has_marker,0.2,MK6_2_000778
marker:MK6_2_000778,evidence:sourcebody_internal_candidate,has_evidence_channel,0.2,MK6_2_000778
concept:division ring,lane:slavic_west,has_lane,0.75,MK6_2_000779
lane:slavic_west,lang:cs,has_language,0.75,MK6_2_000779
lang:cs,marker:MK6_2_000779,has_marker,0.75,MK6_2_000779
marker:MK6_2_000779,evidence:competitor,has_evidence_channel,0.75,MK6_2_000779
concept:division ring,lane:slavic_west,has_lane,0.75,MK6_2_000780
lane:slavic_west,lang:sk,has_language,0.75,MK6_2_000780
lang:sk,marker:MK6_2_000780,has_marker,0.75,MK6_2_000780
marker:MK6_2_000780,evidence:support,has_evidence_channel,0.75,MK6_2_000780
concept:division ring,lane:slavic_west,has_lane,0.75,MK6_2_000781
lane:slavic_west,lang:pl,has_language,0.75,MK6_2_000781
lang:pl,marker:MK6_2_000781,has_marker,0.75,MK6_2_000781
marker:MK6_2_000781,evidence:competitor,has_evidence_channel,0.75,MK6_2_000781
concept:division ring,lane:slavic_south,has_lane,0.75,MK6_2_000782
lane:slavic_south,lang:sl,has_language,0.75,MK6_2_000782
lang:sl,marker:MK6_2_000782,has_marker,0.75,MK6_2_000782
marker:MK6_2_000782,evidence:competitor,has_evidence_channel,0.75,MK6_2_000782
concept:division ring,lane:slavic_south,has_lane,0.75,MK6_2_000783
lane:slavic_south,lang:hr_sr,has_language,0.75,MK6_2_000783
lang:hr_sr,marker:MK6_2_000783,has_marker,0.75,MK6_2_000783
marker:MK6_2_000783,evidence:competitor,has_evidence_channel,0.75,MK6_2_000783
concept:division ring,lane:slavic_south,has_lane,0.75,MK6_2_000784
lane:slavic_south,lang:bg,has_language,0.75,MK6_2_000784
lang:bg,marker:MK6_2_000784,has_marker,0.75,MK6_2_000784
marker:MK6_2_000784,evidence:competitor,has_evidence_channel,0.75,MK6_2_000784
concept:division ring,lane:pan_romance,has_lane,0.2,MK6_2_000785
lane:pan_romance,lang:es,has_language,0.2,MK6_2_000785
lang:es,marker:MK6_2_000785,has_marker,0.2,MK6_2_000785
marker:MK6_2_000785,evidence:sourcebody_internal_candidate,has_evidence_channel,0.2,MK6_2_000785
concept:division ring,lane:pan_romance,has_lane,0.2,MK6_2_000786
lane:pan_romance,lang:fr,has_language,0.2,MK6_2_000786
lang:fr,marker:MK6_2_000786,has_marker,0.2,MK6_2_000786
marker:MK6_2_000786,evidence:sourcebody_internal_candidate,has_evidence_channel,0.2,MK6_2_000786
concept:division ring,lane:pan_romance,has_lane,0.2,MK6_2_000787
lane:pan_romance,lang:pt,has_language,0.2,MK6_2_000787
lang:pt,marker:MK6_2_000787,has_marker,0.2,MK6_2_000787
marker:MK6_2_000787,evidence:sourcebody_internal_candidate,has_evidence_channel,0.2,MK6_2_000787
concept:division ring,lane:pan_romance,has_lane,0.2,MK6_2_000788
lane:pan_romance,lang:ca,has_language,0.2,MK6_2_000788
lang:ca,marker:MK6_2_000788,has_marker,0.2,MK6_2_000788
marker:MK6_2_000788,evidence:sourcebody_internal_candidate,has_evidence_channel,0.2,MK6_2_000788
concept:division ring / body,lane:interslavic,has_lane,0.2,MK6_2_000789
lane:interslavic,lang:isv,has_language,0.2,MK6_2_000789
lang:isv,marker:MK6_2_000789,has_marker,0.2,MK6_2_000789
marker:MK6_2_000789,evidence:sourcebody_internal_candidate,has_evidence_channel,0.2,MK6_2_000789
concept:division ring / body,lane:slavic_west,has_lane,0.75,MK6_2_000790
lane:slavic_west,lang:cs,has_language,0.75,MK6_2_000790
lang:cs,marker:MK6_2_000790,has_marker,0.75,MK6_2_000790
marker:MK6_2_000790,evidence:competitor,has_evidence_channel,0.75,MK6_2_000790
concept:division ring / body,lane:slavic_west,has_lane,0.75,MK6_2_000791
lane:slavic_west,lang:sk,has_language,0.75,MK6_2_000791
lang:sk,marker:MK6_2_000791,has_marker,0.75,MK6_2_000791
marker:MK6_2_000791,evidence:support,has_evidence_channel,0.75,MK6_2_000791
concept:division ring / body,lane:slavic_west,has_lane,0.75,MK6_2_000792
lane:slavic_west,lang:pl,has_language,0.75,MK6_2_000792
lang:pl,marker:MK6_2_000792,has_marker,0.75,MK6_2_000792
marker:MK6_2_000792,evidence:competitor,has_evidence_channel,0.75,MK6_2_000792
concept:division ring / body,lane:slavic_south,has_lane,0.75,MK6_2_000793
lane:slavic_south,lang:sl,has_language,0.75,MK6_2_000793
lang:sl,marker:MK6_2_000793,has_marker,0.75,MK6_2_000793
marker:MK6_2_000793,evidence:competitor,has_evidence_channel,0.75,MK6_2_000793
concept:division ring / body,lane:slavic_south,has_lane,0.75,MK6_2_000794
lane:slavic_south,lang:hr_sr,has_language,0.75,MK6_2_000794
lang:hr_sr,marker:MK6_2_000794,has_marker,0.75,MK6_2_000794
marker:MK6_2_000794,evidence:competitor,has_evidence_channel,0.75,MK6_2_000794
concept:division ring / body,lane:slavic_south,has_lane,0.75,MK6_2_000795
lane:slavic_south,lang:bg,has_language,0.75,MK6_2_000795
lang:bg,marker:MK6_2_000795,has_marker,0.75,MK6_2_000795
marker:MK6_2_000795,evidence:competitor,has_evidence_channel,0.75,MK6_2_000795
concept:domain,lane:pan_romance,has_lane,0.2,MK6_2_000796
lane:pan_romance,lang:es,has_language,0.2,MK6_2_000796
lang:es,marker:MK6_2_000796,has_marker,0.2,MK6_2_000796
marker:MK6_2_000796,evidence:sourcebody_internal_candidate,has_evidence_channel,0.2,MK6_2_000796
concept:domain,lane:pan_romance,has_lane,0.2,MK6_2_000797
lane:pan_romance,lang:fr,has_language,0.2,MK6_2_000797
lang:fr,marker:MK6_2_000797,has_marker,0.2,MK6_2_000797
marker:MK6_2_000797,evidence:sourcebody_internal_candidate,has_evidence_channel,0.2,MK6_2_000797
concept:domain,lane:pan_romance,has_lane,0.2,MK6_2_000798
lane:pan_romance,lang:pt,has_language,0.2,MK6_2_000798
lang:pt,marker:MK6_2_000798,has_marker,0.2,MK6_2_000798
marker:MK6_2_000798,evidence:sourcebody_internal_candidate,has_evidence_channel,0.2,MK6_2_000798
concept:domain,lane:pan_romance,has_lane,0.2,MK6_2_000799
lane:pan_romance,lang:gl,has_language,0.2,MK6_2_000799
lang:gl,marker:MK6_2_000799,has_marker,0.2,MK6_2_000799
marker:MK6_2_000799,evidence:sourcebody_internal_candidate,has_evidence_channel,0.2,MK6_2_000799
concept:domain,lane:pan_romance,has_lane,0.2,MK6_2_000800
lane:pan_romance,lang:ca,has_language,0.2,MK6_2_000800
lang:ca,marker:MK6_2_000800,has_marker,0.2,MK6_2_000800
marker:MK6_2_000800,evidence:sourcebody_internal_candidate,has_evidence_channel,0.2,MK6_2_000800
concept:domain,lane:pan_romance,has_lane,0.2,MK6_2_000801
lane:pan_romance,lang:it,has_language,0.2,MK6_2_000801
lang:it,marker:MK6_2_000801,has_marker,0.2,MK6_2_000801
marker:MK6_2_000801,evidence:sourcebody_internal_candidate,has_evidence_channel,0.2,MK6_2_000801
concept:domain,lane:pan_romance,has_lane,0.2,MK6_2_000802
lane:pan_romance,lang:ro,has_language,0.2,MK6_2_000802
lang:ro,marker:MK6_2_000802,has_marker,0.2,MK6_2_000802
marker:MK6_2_000802,evidence:sourcebody_internal_candidate,has_evidence_channel,0.2,MK6_2_000802
concept:eigenvalue,lane:malay_indonesian,has_lane,0.2,MK6_2_000803
lane:malay_indonesian,lang:my_id,has_language,0.2,MK6_2_000803
lang:my_id,marker:MK6_2_000803,has_marker,0.2,MK6_2_000803
marker:MK6_2_000803,evidence:sourcebody_internal_candidate,has_evidence_channel,0.2,MK6_2_000803
concept:elimination,lane:slavic_east,has_lane,0.2,MK6_2_000804
lane:slavic_east,lang:uk,has_language,0.2,MK6_2_000804
lang:uk,marker:MK6_2_000804,has_marker,0.2,MK6_2_000804
marker:MK6_2_000804,evidence:sourcebody_internal_candidate,has_evidence_channel,0.2,MK6_2_000804
concept:elimination,lane:slavic_east,has_lane,0.2,MK6_2_000805
lane:slavic_east,lang:ru,has_language,0.2,MK6_2_000805
lang:ru,marker:MK6_2_000805,has_marker,0.2,MK6_2_000805
marker:MK6_2_000805,evidence:sourcebody_internal_candidate,has_evidence_channel,0.2,MK6_2_000805
concept:elimination,lane:interslavic,has_lane,0.2,MK6_2_000806
lane:interslavic,lang:isv,has_language,0.2,MK6_2_000806
lang:isv,marker:MK6_2_000806,has_marker,0.2,MK6_2_000806
marker:MK6_2_000806,evidence:sourcebody_internal_candidate,has_evidence_channel,0.2,MK6_2_000806
concept:elimination,lane:interslavic,has_lane,0.2,MK6_2_000807
lane:interslavic,lang:isv_cyr,has_language,0.2,MK6_2_000807
lang:isv_cyr,marker:MK6_2_000807,has_marker,0.2,MK6_2_000807
marker:MK6_2_000807,evidence:sourcebody_internal_candidate,has_evidence_channel,0.2,MK6_2_000807
concept:equivalence,lane:controlled_arabic,has_lane,0.6,MK6_2_000808
lane:controlled_arabic,lang:ar,has_language,0.6,MK6_2_000808
lang:ar,marker:MK6_2_000808,has_marker,0.6,MK6_2_000808
marker:MK6_2_000808,evidence:sourcebody_internal_candidate,has_evidence_channel,0.6,MK6_2_000808
concept:extension,lane:pan_romance,has_lane,0.2,MK6_2_000809
lane:pan_romance,lang:es,has_language,0.2,MK6_2_000809
lang:es,marker:MK6_2_000809,has_marker,0.2,MK6_2_000809
