source_document_id,findability_id,language_code,language_bucket,family,branch,file_type,source_path,local_path,provenance_url,raw_source_url,repository_full_name,hash_sha256,byte_count,license_availability_note,access_class,topic_tags,script_counts_json,witness_category,upload_policy,source_use_label,non_claim_boundary
CJK-SOURCE-BODY-20260705-0048,CJK-FIND-20260705-013,ko,korean_addendum,Koreanic,Korean addendum/source-routing,text-or-repository-metadata,part-3/09-algebras-for-monads.md,C:\Users\memo_\Documents\Codex\2026-07-04\noether-cjk-native-source-evidence\language-source-bodies\cjk\source-files\korean_addendum\alstn2468__category-theory-for-programmers\part-3\09-algebras-for-monads.md,https://github.com/alstn2468/category-theory-for-programmers,https://raw.githubusercontent.com/alstn2468/category-theory-for-programmers/main/part-3/09-algebras-for-monads.md,alstn2468/category-theory-for-programmers,E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855,0,GitHub license signal: MIT (MIT License); not legal clearance,manifest_only_payload_requires_dedicated_b3_license_review,category theory; Korean translation/source repository; adjacent algebra/crosswalk,{},pointer-only,dedicated_source_body_corpus_local_package,pointer-only,"literal source body only; no native review, accepted terminology, license clearance, gate promotion, source-canon completion, translation completion, Korean-school claim, pan-CJK claim, or generated-translation evidence claim"
CJK-SOURCE-BODY-20260705-0049,CJK-FIND-20260705-016,ja,japanese,Japonic,Japanese,tex-or-latex-source,ch02-group/ch02-group.tex,C:\Users\memo_\Documents\Codex\2026-07-04\noether-cjk-native-source-evidence\language-source-bodies\cjk\source-files\japanese\imamuray__algebraic-systems\ch02-group\ch02-group.tex,https://github.com/imamuray/algebraic-systems,https://raw.githubusercontent.com/imamuray/algebraic-systems/main/ch02-group/ch02-group.tex,imamuray/algebraic-systems,9A2E499E416B87860AA8F9067A7822F2EADD8677844CDDE54122ED7819871586,53619,No GitHub license detected in repository search result; manual license/access review required,manifest_only_raw_payload_blocked_pending_license_access_review,algebraic systems; group theory; ring theory; polynomial rings; Japanese TeX slides,"{""ASCII"": 47475, ""CJK_Punctuation"": 4, ""CJK_Unified_Ideograph"": 1228, ""Hiragana"": 768, ""Katakana"": 48}",source-witness,dedicated_source_body_corpus_local_package,native-source-body,"literal source body only; no native review, accepted terminology, license clearance, gate promotion, source-canon completion, translation completion, Korean-school claim, pan-CJK claim, or generated-translation evidence claim"
CJK-SOURCE-BODY-20260705-0050,CJK-FIND-20260705-016,ja,japanese,Japonic,Japanese,tex-or-latex-source,ch03-ring-and-polynomial/ch03-ring-and-polynomial.tex,C:\Users\memo_\Documents\Codex\2026-07-04\noether-cjk-native-source-evidence\language-source-bodies\cjk\source-files\japanese\imamuray__algebraic-systems\ch03-ring-and-polynomial\ch03-ring-and-polynomial.tex,https://github.com/imamuray/algebraic-systems,https://raw.githubusercontent.com/imamuray/algebraic-systems/main/ch03-ring-and-polynomial/ch03-ring-and-polynomial.tex,imamuray/algebraic-systems,DB8C239FBD0FD44AA1D6E6AA431255DF6947FA99CA51C3AFD88199597E3ACA21,33180,No GitHub license detected in repository search result; manual license/access review required,manifest_only_raw_payload_blocked_pending_license_access_review,algebraic systems; group theory; ring theory; polynomial rings; Japanese TeX slides,"{""ASCII"": 29862, ""CJK_Punctuation"": 2, ""CJK_Unified_Ideograph"": 608, ""Hiragana"": 400, ""Katakana"": 96}",source-witness,dedicated_source_body_corpus_local_package,native-source-body,"literal source body only; no native review, accepted terminology, license clearance, gate promotion, source-canon completion, translation completion, Korean-school claim, pan-CJK claim, or generated-translation evidence claim"
CJK-SOURCE-BODY-20260705-0051,CJK-FIND-20260705-016,ja,japanese,Japonic,Japanese,text-or-repository-metadata,README.md,C:\Users\memo_\Documents\Codex\2026-07-04\noether-cjk-native-source-evidence\language-source-bodies\cjk\source-files\japanese\imamuray__algebraic-systems\README.md,https://github.com/imamuray/algebraic-systems,https://raw.githubusercontent.com/imamuray/algebraic-systems/main/README.md,imamuray/algebraic-systems,E745E7E81788D858505D975B5C60E7246686583A51BFE8B65ADEDF936D5E8BA3,974,No GitHub license detected in repository search result; manual license/access review required,manifest_only_raw_payload_blocked_pending_license_access_review,algebraic systems; group theory; ring theory; polynomial rings; Japanese TeX slides,"{""ASCII"": 333, ""CJK_Punctuation"": 6, ""CJK_Unified_Ideograph"": 97, ""Fullwidth"": 1, ""Hiragana"": 73, ""Katakana"": 36, ""Other_Non_ASCII"": 1}",source-witness,dedicated_source_body_corpus_local_package,native-source-body,"literal source body only; no native review, accepted terminology, license clearance, gate promotion, source-canon completion, translation completion, Korean-school claim, pan-CJK claim, or generated-translation evidence claim"
CJK-SOURCE-BODY-20260705-0052,CJK-FIND-20260705-017,ja,japanese,Japonic,Japanese,tex-or-latex-source,maketfm.TEX,C:\Users\memo_\Documents\Codex\2026-07-04\noether-cjk-native-source-evidence\language-source-bodies\cjk\source-files\japanese\t-higashida__commutative_ring_and_field\maketfm.TEX,https://github.com/t-higashida/commutative_ring_and_field,https://raw.githubusercontent.com/t-higashida/commutative_ring_and_field/master/maketfm.TEX,t-higashida/commutative_ring_and_field,8BF35E4CC3E8E147E2401D53B7BF43D3D7E801AFE00B57840DD145FAA57AA4DD,215,No GitHub license detected in repository search result; manual license/access review required,manifest_only_raw_payload_blocked_pending_license_access_review,commutative algebra; rings; fields; Japanese TeX notes,"{""ASCII"": 206, ""Other_Non_ASCII"": 7}",source-witness,dedicated_source_body_corpus_local_package,native-source-body,"literal source body only; no native review, accepted terminology, license clearance, gate promotion, source-canon completion, translation completion, Korean-school claim, pan-CJK claim, or generated-translation evidence claim"
CJK-SOURCE-BODY-20260705-0053,CJK-FIND-20260705-017,ja,japanese,Japonic,Japanese,tex-or-latex-source,sec1.tex,C:\Users\memo_\Documents\Codex\2026-07-04\noether-cjk-native-source-evidence\language-source-bodies\cjk\source-files\japanese\t-higashida__commutative_ring_and_field\sec1.tex,https://github.com/t-higashida/commutative_ring_and_field,https://raw.githubusercontent.com/t-higashida/commutative_ring_and_field/master/sec1.tex,t-higashida/commutative_ring_and_field,DBCB49161A860DAFA2B4659D549B5C2AFC344C4EF35298E5AF035A1ED8D386EA,1193,No GitHub license detected in repository search result; manual license/access review required,manifest_only_raw_payload_blocked_pending_license_access_review,commutative algebra; rings; fields; Japanese TeX notes,"{""ASCII"": 617, ""CJK_Unified_Ideograph"": 6, ""Hangul"": 4, ""Other_Non_ASCII"": 440}",source-witness,dedicated_source_body_corpus_local_package,native-source-body,"literal source body only; no native review, accepted terminology, license clearance, gate promotion, source-canon completion, translation completion, Korean-school claim, pan-CJK claim, or generated-translation evidence claim"
CJK-SOURCE-BODY-20260705-0054,CJK-FIND-20260705-017,ja,japanese,Japonic,Japanese,tex-or-latex-source,sec1x2.tex,C:\Users\memo_\Documents\Codex\2026-07-04\noether-cjk-native-source-evidence\language-source-bodies\cjk\source-files\japanese\t-higashida__commutative_ring_and_field\sec1x2.tex,https://github.com/t-higashida/commutative_ring_and_field,https://raw.githubusercontent.com/t-higashida/commutative_ring_and_field/master/sec1x2.tex,t-higashida/commutative_ring_and_field,191B63DFD1F785881C0315E35930EF26A61C0908D99491E9AD06251FBDC54FD7,29,No GitHub license detected in repository search result; manual license/access review required,manifest_only_raw_payload_blocked_pending_license_access_review,commutative algebra; rings; fields; Japanese TeX notes,"{""ASCII"": 15, ""CJK_Unified_Ideograph"": 1, ""Other_Non_ASCII"": 10}",source-witness,dedicated_source_body_corpus_local_package,native-source-body,"literal source body only; no native review, accepted terminology, license clearance, gate promotion, source-canon completion, translation completion, Korean-school claim, pan-CJK claim, or generated-translation evidence claim"
CJK-SOURCE-BODY-20260705-0055,CJK-FIND-20260705-017,ja,japanese,Japonic,Japanese,tex-or-latex-source,sec1x3.tex,C:\Users\memo_\Documents\Codex\2026-07-04\noether-cjk-native-source-evidence\language-source-bodies\cjk\source-files\japanese\t-higashida__commutative_ring_and_field\sec1x3.tex,https://github.com/t-higashida/commutative_ring_and_field,https://raw.githubusercontent.com/t-higashida/commutative_ring_and_field/master/sec1x3.tex,t-higashida/commutative_ring_and_field,0C391767543573A398DEF6B27AA5B0EF44E4261D10DD4264B345D850E5C4904B,1001,No GitHub license detected in repository search result; manual license/access review required,manifest_only_raw_payload_blocked_pending_license_access_review,commutative algebra; rings; fields; Japanese TeX notes,"{""ASCII"": 710, ""CJK_Unified_Ideograph"": 3, ""Other_Non_ASCII"": 223}",source-witness,dedicated_source_body_corpus_local_package,native-source-body,"literal source body only; no native review, accepted terminology, license clearance, gate promotion, source-canon completion, translation completion, Korean-school claim, pan-CJK claim, or generated-translation evidence claim"
CJK-SOURCE-BODY-20260705-0056,CJK-FIND-20260705-017,ja,japanese,Japonic,Japanese,tex-or-latex-source,sec1x4.tex,C:\Users\memo_\Documents\Codex\2026-07-04\noether-cjk-native-source-evidence\language-source-bodies\cjk\source-files\japanese\t-higashida__commutative_ring_and_field\sec1x4.tex,https://github.com/t-higashida/commutative_ring_and_field,https://raw.githubusercontent.com/t-higashida/commutative_ring_and_field/master/sec1x4.tex,t-higashida/commutative_ring_and_field,6BF0F3D481D8EF887C713D2A69CE843488273C7F0C44F5A6BE32FAF751E8C8F6,35,No GitHub license detected in repository search result; manual license/access review required,manifest_only_raw_payload_blocked_pending_license_access_review,commutative algebra; rings; fields; Japanese TeX notes,"{""ASCII"": 18, ""Other_Non_ASCII"": 14}",source-witness,dedicated_source_body_corpus_local_package,native-source-body,"literal source body only; no native review, accepted terminology, license clearance, gate promotion, source-canon completion, translation completion, Korean-school claim, pan-CJK claim, or generated-translation evidence claim"
CJK-SOURCE-BODY-20260705-0057,CJK-FIND-20260705-017,ja,japanese,Japonic,Japanese,tex-or-latex-source,sec1x5.tex,C:\Users\memo_\Documents\Codex\2026-07-04\noether-cjk-native-source-evidence\language-source-bodies\cjk\source-files\japanese\t-higashida__commutative_ring_and_field\sec1x5.tex,https://github.com/t-higashida/commutative_ring_and_field,https://raw.githubusercontent.com/t-higashida/commutative_ring_and_field/master/sec1x5.tex,t-higashida/commutative_ring_and_field,2F484672E858AF2795D324A069C2E822E1C4DBC9D1C59B1823F96EE3A226C981,1263,No GitHub license detected in repository search result; manual license/access review required,manifest_only_raw_payload_blocked_pending_license_access_review,commutative algebra; rings; fields; Japanese TeX notes,"{""ASCII"": 490, ""CJK_Unified_Ideograph"": 10, ""Other_Non_ASCII"": 582}",source-witness,dedicated_source_body_corpus_local_package,native-source-body,"literal source body only; no native review, accepted terminology, license clearance, gate promotion, source-canon completion, translation completion, Korean-school claim, pan-CJK claim, or generated-translation evidence claim"
CJK-SOURCE-BODY-20260705-0058,CJK-FIND-20260705-018,ja,japanese,Japonic,Japanese,text-or-repository-metadata,README.md,C:\Users\memo_\Documents\Codex\2026-07-04\noether-cjk-native-source-evidence\language-source-bodies\cjk\source-files\japanese\Seasawher__matsumura\README.md,https://github.com/Seasawher/matsumura,https://raw.githubusercontent.com/Seasawher/matsumura/master/README.md,Seasawher/matsumura,444400D0A05B4CC9CCAEA2BC596FE5C62D9ED22D3053D522ACC45F4296A24C69,68,GitHub search license signal: GPL-3.0; not legal clearance,manifest_only_payload_requires_dedicated_b3_license_review,commutative algebra; ring theory; Matsumura notes; Japanese TeX,"{""ASCII"": 5, ""CJK_Punctuation"": 3, ""CJK_Unified_Ideograph"": 8, ""Hiragana"": 7, ""Katakana"": 3}",source-witness,dedicated_source_body_corpus_local_package,native-source-body,"literal source body only; no native review, accepted terminology, license clearance, gate promotion, source-canon completion, translation completion, Korean-school claim, pan-CJK claim, or generated-translation evidence claim"
CJK-SOURCE-BODY-20260705-0059,CJK-FIND-20260705-018,ja,japanese,Japonic,Japanese,tex-or-latex-source,matsumura.tex,C:\Users\memo_\Documents\Codex\2026-07-04\noether-cjk-native-source-evidence\language-source-bodies\cjk\source-files\japanese\Seasawher__matsumura\matsumura.tex,https://github.com/Seasawher/matsumura,https://raw.githubusercontent.com/Seasawher/matsumura/master/matsumura.tex,Seasawher/matsumura,195D3BA6C2A003AB705F2255BF685D3FD2B9C7BAF880CA9728DC375303E05606,1216,GitHub search license signal: GPL-3.0; not legal clearance,manifest_only_payload_requires_dedicated_b3_license_review,commutative algebra; ring theory; Matsumura notes; Japanese TeX,"{""ASCII"": 928, ""CJK_Punctuation"": 14, ""CJK_Unified_Ideograph"": 62, ""Hiragana"": 11, ""Katakana"": 9}",source-witness,dedicated_source_body_corpus_local_package,native-source-body,"literal source body only; no native review, accepted terminology, license clearance, gate promotion, source-canon completion, translation completion, Korean-school claim, pan-CJK claim, or generated-translation evidence claim"
CJK-SOURCE-BODY-20260705-0060,CJK-FIND-20260705-018,ja,japanese,Japonic,Japanese,tex-or-latex-source,preamble.tex,C:\Users\memo_\Documents\Codex\2026-07-04\noether-cjk-native-source-evidence\language-source-bodies\cjk\source-files\japanese\Seasawher__matsumura\preamble.tex,https://github.com/Seasawher/matsumura,https://raw.githubusercontent.com/Seasawher/matsumura/master/preamble.tex,Seasawher/matsumura,4B9A8701A02DC75073E67B63D11ACEDFDF4CF7B8BDE25C9477D54DDAA92592AD,11189,GitHub search license signal: GPL-3.0; not legal clearance,manifest_only_payload_requires_dedicated_b3_license_review,commutative algebra; ring theory; Matsumura notes; Japanese TeX,"{""ASCII"": 9104, ""CJK_Punctuation"": 34, ""CJK_Unified_Ideograph"": 319, ""Fullwidth"": 2, ""Hiragana"": 205, ""Katakana"": 135}",source-witness,dedicated_source_body_corpus_local_package,native-source-body,"literal source body only; no native review, accepted terminology, license clearance, gate promotion, source-canon completion, translation completion, Korean-school claim, pan-CJK claim, or generated-translation evidence claim"
CJK-SOURCE-BODY-20260705-0061,CJK-FIND-20260705-018,ja,japanese,Japonic,Japanese,tex-or-latex-source,section10.tex,C:\Users\memo_\Documents\Codex\2026-07-04\noether-cjk-native-source-evidence\language-source-bodies\cjk\source-files\japanese\Seasawher__matsumura\section10.tex,https://github.com/Seasawher/matsumura,https://raw.githubusercontent.com/Seasawher/matsumura/master/section10.tex,Seasawher/matsumura,A1E70C3B4E69C417FD6B0D2C090B8830533C95C82C297E9407B766EBBE1D21DE,18095,GitHub search license signal: GPL-3.0; not legal clearance,manifest_only_payload_requires_dedicated_b3_license_review,commutative algebra; ring theory; Matsumura notes; Japanese TeX,"{""ASCII"": 9467, ""CJK_Punctuation"": 244, ""CJK_Unified_Ideograph"": 648, ""Hiragana"": 1964, ""Katakana"": 20}",source-witness,dedicated_source_body_corpus_local_package,native-source-body,"literal source body only; no native review, accepted terminology, license clearance, gate promotion, source-canon completion, translation completion, Korean-school claim, pan-CJK claim, or generated-translation evidence claim"
CJK-SOURCE-BODY-20260705-0062,CJK-FIND-20260705-018,ja,japanese,Japonic,Japanese,tex-or-latex-source,section11.tex,C:\Users\memo_\Documents\Codex\2026-07-04\noether-cjk-native-source-evidence\language-source-bodies\cjk\source-files\japanese\Seasawher__matsumura\section11.tex,https://github.com/Seasawher/matsumura,https://raw.githubusercontent.com/Seasawher/matsumura/master/section11.tex,Seasawher/matsumura,57AB797F2CB7C24ED7DB4163E8298ED044BBDD8D633D9AA653459C3CA22A0ED7,15709,GitHub search license signal: GPL-3.0; not legal clearance,manifest_only_payload_requires_dedicated_b3_license_review,commutative algebra; ring theory; Matsumura notes; Japanese TeX,"{""ASCII"": 7783, ""CJK_Punctuation"": 244, ""CJK_Unified_Ideograph"": 619, ""Hiragana"": 1676, ""Katakana"": 103}",source-witness,dedicated_source_body_corpus_local_package,native-source-body,"literal source body only; no native review, accepted terminology, license clearance, gate promotion, source-canon completion, translation completion, Korean-school claim, pan-CJK claim, or generated-translation evidence claim"
CJK-SOURCE-BODY-20260705-0063,CJK-FIND-20260705-018,ja,japanese,Japonic,Japanese,tex-or-latex-source,section12.tex,C:\Users\memo_\Documents\Codex\2026-07-04\noether-cjk-native-source-evidence\language-source-bodies\cjk\source-files\japanese\Seasawher__matsumura\section12.tex,https://github.com/Seasawher/matsumura,https://raw.githubusercontent.com/Seasawher/matsumura/master/section12.tex,Seasawher/matsumura,B20FD4E275658C1B504110805FD48E838BD608CB74575885667812585466F037,20468,GitHub search license signal: GPL-3.0; not legal clearance,manifest_only_payload_requires_dedicated_b3_license_review,commutative algebra; ring theory; Matsumura notes; Japanese TeX,"{""ASCII"": 11225, ""CJK_Punctuation"": 289, ""CJK_Unified_Ideograph"": 658, ""Hiragana"": 2002, ""Katakana"": 132}",source-witness,dedicated_source_body_corpus_local_package,native-source-body,"literal source body only; no native review, accepted terminology, license clearance, gate promotion, source-canon completion, translation completion, Korean-school claim, pan-CJK claim, or generated-translation evidence claim"
CJK-SOURCE-BODY-20260705-0064,CJK-FIND-20260705-019,ko,korean_addendum,Koreanic,Korean addendum/source-routing,tex-or-latex-source,algebra.tex,C:\Users\memo_\Documents\Codex\2026-07-04\noether-cjk-native-source-evidence\language-source-bodies\cjk\source-files\korean_addendum\calofmijuck__algebra\algebra.tex,https://github.com/calofmijuck/algebra,https://raw.githubusercontent.com/calofmijuck/algebra/master/algebra.tex,calofmijuck/algebra,4DC3453CFA186DDB237A438EC9AF0795A77EC320CD626C08E8BDB32798FA5BE6,3096,No GitHub license detected in repository search result; manual license/access review required,manifest_only_raw_payload_blocked_pending_license_access_review,undergraduate algebra; Korean TeX lecture notes; source-routing addendum,"{""ASCII"": 3054, ""Hangul"": 14}",source-witness,dedicated_source_body_corpus_local_package,native-source-body,"literal source body only; no native review, accepted terminology, license clearance, gate promotion, source-canon completion, translation completion, Korean-school claim, pan-CJK claim, or generated-translation evidence claim"
CJK-SOURCE-BODY-20260705-0065,CJK-FIND-20260705-019,ko,korean_addendum,Koreanic,Korean addendum/source-routing,tex-or-latex-source,chap/01/01.tex,C:\Users\memo_\Documents\Codex\2026-07-04\noether-cjk-native-source-evidence\language-source-bodies\cjk\source-files\korean_addendum\calofmijuck__algebra\chap\01\01.tex,https://github.com/calofmijuck/algebra,https://raw.githubusercontent.com/calofmijuck/algebra/master/chap/01/01.tex,calofmijuck/algebra,8655797153006A2E958D4FBF276555E8FB0A73961E0325F4038DCF90150BE7EA,9131,No GitHub license detected in repository search result; manual license/access review required,manifest_only_raw_payload_blocked_pending_license_access_review,undergraduate algebra; Korean TeX lecture notes; source-routing addendum,"{""ASCII"": 7781, ""Hangul"": 450}",source-witness,dedicated_source_body_corpus_local_package,native-source-body,"literal source body only; no native review, accepted terminology, license clearance, gate promotion, source-canon completion, translation completion, Korean-school claim, pan-CJK claim, or generated-translation evidence claim"
CJK-SOURCE-BODY-20260705-0066,CJK-FIND-20260705-019,ko,korean_addendum,Koreanic,Korean addendum/source-routing,tex-or-latex-source,chap/01/02.tex,C:\Users\memo_\Documents\Codex\2026-07-04\noether-cjk-native-source-evidence\language-source-bodies\cjk\source-files\korean_addendum\calofmijuck__algebra\chap\01\02.tex,https://github.com/calofmijuck/algebra,https://raw.githubusercontent.com/calofmijuck/algebra/master/chap/01/02.tex,calofmijuck/algebra,364949F642FD3F7041117DCE92CA56505AE527BC68B55B2671C4D54228D5FFBB,9197,No GitHub license detected in repository search result; manual license/access review required,manifest_only_raw_payload_blocked_pending_license_access_review,undergraduate algebra; Korean TeX lecture notes; source-routing addendum,"{""ASCII"": 8411, ""Hangul"": 262}",source-witness,dedicated_source_body_corpus_local_package,native-source-body,"literal source body only; no native review, accepted terminology, license clearance, gate promotion, source-canon completion, translation completion, Korean-school claim, pan-CJK claim, or generated-translation evidence claim"
CJK-SOURCE-BODY-20260705-0067,CJK-FIND-20260705-019,ko,korean_addendum,Koreanic,Korean addendum/source-routing,tex-or-latex-source,chap/01/03.tex,C:\Users\memo_\Documents\Codex\2026-07-04\noether-cjk-native-source-evidence\language-source-bodies\cjk\source-files\korean_addendum\calofmijuck__algebra\chap\01\03.tex,https://github.com/calofmijuck/algebra,https://raw.githubusercontent.com/calofmijuck/algebra/master/chap/01/03.tex,calofmijuck/algebra,97ED9108E9E50E1C4B0482C7C6099C8DAC00A255C05D13EED61216C12BAE27EF,9578,No GitHub license detected in repository search result; manual license/access review required,manifest_only_raw_payload_blocked_pending_license_access_review,undergraduate algebra; Korean TeX lecture notes; source-routing addendum,"{""ASCII"": 9077, ""Hangul"": 167}",source-witness,dedicated_source_body_corpus_local_package,native-source-body,"literal source body only; no native review, accepted terminology, license clearance, gate promotion, source-canon completion, translation completion, Korean-school claim, pan-CJK claim, or generated-translation evidence claim"
CJK-SOURCE-BODY-20260705-0068,CJK-FIND-20260705-019,ko,korean_addendum,Koreanic,Korean addendum/source-routing,tex-or-latex-source,chap/01/04.tex,C:\Users\memo_\Documents\Codex\2026-07-04\noether-cjk-native-source-evidence\language-source-bodies\cjk\source-files\korean_addendum\calofmijuck__algebra\chap\01\04.tex,https://github.com/calofmijuck/algebra,https://raw.githubusercontent.com/calofmijuck/algebra/master/chap/01/04.tex,calofmijuck/algebra,765CA6EAEA17FE254A5B5CFACBCCA42D74B5EE1940EE22EF2D2D5997D5608F72,7653,No GitHub license detected in repository search result; manual license/access review required,manifest_only_raw_payload_blocked_pending_license_access_review,undergraduate algebra; Korean TeX lecture notes; source-routing addendum,"{""ASCII"": 7653}",source-witness,dedicated_source_body_corpus_local_package,native-source-body,"literal source body only; no native review, accepted terminology, license clearance, gate promotion, source-canon completion, translation completion, Korean-school claim, pan-CJK claim, or generated-translation evidence claim"
CJK-SOURCE-BODY-20260705-0069,CJK-FIND-20260705-019,ko,korean_addendum,Koreanic,Korean addendum/source-routing,tex-or-latex-source,chap/01/05.tex,C:\Users\memo_\Documents\Codex\2026-07-04\noether-cjk-native-source-evidence\language-source-bodies\cjk\source-files\korean_addendum\calofmijuck__algebra\chap\01\05.tex,https://github.com/calofmijuck/algebra,https://raw.githubusercontent.com/calofmijuck/algebra/master/chap/01/05.tex,calofmijuck/algebra,6D1531658EAD2E2C5243F354E5D048E5F39471425552D3E18BBB0235EEFAAF38,1392,No GitHub license detected in repository search result; manual license/access review required,manifest_only_raw_payload_blocked_pending_license_access_review,undergraduate algebra; Korean TeX lecture notes; source-routing addendum,"{""ASCII"": 1038, ""Hangul"": 118}",source-witness,dedicated_source_body_corpus_local_package,native-source-body,"literal source body only; no native review, accepted terminology, license clearance, gate promotion, source-canon completion, translation completion, Korean-school claim, pan-CJK claim, or generated-translation evidence claim"
