form_id,lexeme_id,active_row_id,language_code,language_lane,family,branch,script,source_form,normalized_form,source_document,source_location,witness_category,source_use_label,draft_status,source_context_note,formula_neighboring_usage_note,interlinear_or_semiconstructed_scaffold,register_note,caution_status,non_claim_boundary
CJK-COVERED-DRAFT-20260705-046,CJK-LEX-maximal-ideal-ring-theory-09d85c73ef,term-zh-hans-0032,zh-Hans,simplified_chinese,Sinitic,Mandarin/Simplified-script source lane,Simplified Han + Latin/math,极大理想,极大理想,CJK-FIND-20260705-005;CJK-FIND-20260705-006;CJK-FIND-20260705-007;CJK-FIND-20260705-008;CJK-FIND-20260705-009;CJK-FIND-20260705-010;CJK-FIND-20260705-011,https://github.com/zhcosin/algebra-notes;https://github.com/Kfj2006/Algebra_notes;https://github.com/ayhe123/algebra-lecturenote;https://github.com/GooduckZ/Linear-Algebra-for-ZJUCKC;https://github.com/yhwu-is/Linear-Algebra-Left-Undone,generated-draft-supported-by-source-canon-refs,generated-draft,generated-draft/non-canonical/not-native-reviewed/not-accepted-terminology,Current source witnesses are manifest-only provenance rows; raw source bodies/archives are not included in rolling packages.,"Use near R, ideals, quotient notation R/I, prime/maximal/principal ideal contexts, and homomorphism arrows.",maximal ideal :: 极大理想 :: domain=ring_theory :: lane=simplified_chinese :: draft/non-canonical/not-native-reviewed,Draft Simplified Chinese support row. Han codepoints alone do not prove Simplified Chinese; source metadata/context carries the lane assignment; confidence marker=strong_source_backed.,covered_without_extra_caution_marker,"generated-draft support only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, translation completion, or native CJK evidence claim"
CJK-COVERED-DRAFT-20260705-021,CJK-LEX-ring-ring-theory-db0858c213,term-ja-0040,ja,japanese,Japonic,Japanese,Han + Hiragana + Katakana + Latin/math,環,環,CJK-FIND-20260705-001;CJK-FIND-20260705-002;CJK-FIND-20260705-003;CJK-FIND-20260705-004;CJK-FIND-20260705-016;CJK-FIND-20260705-017;CJK-FIND-20260705-018,https://github.com/homuralove/linear-algebra;https://github.com/HideakiHosaka/2015_linear_algebra;https://github.com/t-higashida/linear_algebra;https://github.com/rsato64/relativisticQM;https://github.com/imamuray/algebraic-systems,generated-draft-supported-by-source-canon-refs,generated-draft,generated-draft/non-canonical/not-native-reviewed/not-accepted-terminology,Current source witnesses are manifest-only provenance rows; raw source bodies/archives are not included in rolling packages.,"Use near R, ideals, quotient notation R/I, prime/maximal/principal ideal contexts, and homomorphism arrows.",ring :: 環 :: domain=ring_theory :: lane=japanese :: draft/non-canonical/not-native-reviewed,Draft Japanese native-edition support row. Use with source-context evidence; confidence marker=strong_source_backed; no native-review or accepted-terminology claim.,covered_without_extra_caution_marker,"generated-draft support only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, translation completion, or native CJK evidence claim"
CJK-COVERED-DRAFT-20260705-081,CJK-LEX-ring-ring-theory-db0858c213,term-ko-draft-0047,ko,korean_addendum,Koreanic,Korean addendum/source-routing,Hangul + Hanja/Latin/math where present,환,환,CJK-FIND-20260705-012;CJK-FIND-20260705-013;CJK-FIND-20260705-019,https://github.com/gshstexsociety/examples;https://github.com/alstn2468/category-theory-for-programmers;https://github.com/calofmijuck/algebra,generated-draft-supported-by-source-canon-refs,generated-draft,generated-draft/non-canonical/not-native-reviewed/not-accepted-terminology,Current source witnesses are manifest-only provenance rows; raw source bodies/archives are not included in rolling packages.,"Use near R, ideals, quotient notation R/I, prime/maximal/principal ideal contexts, and homomorphism arrows.",ring :: 환 :: domain=ring_theory :: lane=korean_addendum :: draft/non-canonical/not-native-reviewed,"Draft Korean addendum/source-routing row only. This does not assert Korean native-edition authority, Korean-school authority, or accepted style; confidence marker=kms_snu_wiki_source_backed.",covered_without_extra_caution_marker,"generated-draft support only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, translation completion, or native CJK evidence claim"
CJK-COVERED-DRAFT-20260705-022,CJK-LEX-prime-ideal-ring-theory-5c49403919,term-ja-0041,ja,japanese,Japonic,Japanese,Han + Hiragana + Katakana + Latin/math,素イデアル,素イデアル,CJK-FIND-20260705-001;CJK-FIND-20260705-002;CJK-FIND-20260705-003;CJK-FIND-20260705-004;CJK-FIND-20260705-016;CJK-FIND-20260705-017;CJK-FIND-20260705-018,https://github.com/homuralove/linear-algebra;https://github.com/HideakiHosaka/2015_linear_algebra;https://github.com/t-higashida/linear_algebra;https://github.com/rsato64/relativisticQM;https://github.com/imamuray/algebraic-systems,generated-draft-supported-by-source-canon-refs,generated-draft,generated-draft/non-canonical/not-native-reviewed/not-accepted-terminology,Current source witnesses are manifest-only provenance rows; raw source bodies/archives are not included in rolling packages.,"Use near R, ideals, quotient notation R/I, prime/maximal/principal ideal contexts, and homomorphism arrows.",prime ideal :: 素イデアル :: domain=ring_theory :: lane=japanese :: draft/non-canonical/not-native-reviewed,Draft Japanese native-edition support row. Use with source-context evidence; confidence marker=strong_source_backed; no native-review or accepted-terminology claim.,covered_without_extra_caution_marker,"generated-draft support only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, translation completion, or native CJK evidence claim"
CJK-COVERED-DRAFT-20260705-048,CJK-LEX-prime-ideal-ring-theory-5c49403919,term-zh-hans-0034,zh-Hans,simplified_chinese,Sinitic,Mandarin/Simplified-script source lane,Simplified Han + Latin/math,素理想,素理想,CJK-FIND-20260705-005;CJK-FIND-20260705-006;CJK-FIND-20260705-007;CJK-FIND-20260705-008;CJK-FIND-20260705-009;CJK-FIND-20260705-010;CJK-FIND-20260705-011,https://github.com/zhcosin/algebra-notes;https://github.com/Kfj2006/Algebra_notes;https://github.com/ayhe123/algebra-lecturenote;https://github.com/GooduckZ/Linear-Algebra-for-ZJUCKC;https://github.com/yhwu-is/Linear-Algebra-Left-Undone,generated-draft-supported-by-source-canon-refs,generated-draft,generated-draft/non-canonical/not-native-reviewed/not-accepted-terminology,Current source witnesses are manifest-only provenance rows; raw source bodies/archives are not included in rolling packages.,"Use near R, ideals, quotient notation R/I, prime/maximal/principal ideal contexts, and homomorphism arrows.",prime ideal :: 素理想 :: domain=ring_theory :: lane=simplified_chinese :: draft/non-canonical/not-native-reviewed,Draft Simplified Chinese support row. Han codepoints alone do not prove Simplified Chinese; source metadata/context carries the lane assignment; confidence marker=strong_source_backed.,covered_without_extra_caution_marker,"generated-draft support only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, translation completion, or native CJK evidence claim"
CJK-COVERED-DRAFT-20260705-079,CJK-LEX-prime-ideal-ring-theory-5c49403919,term-ko-draft-0044,ko,korean_addendum,Koreanic,Korean addendum/source-routing,Hangul + Hanja/Latin/math where present,소 아이디얼,소 아이디얼,CJK-FIND-20260705-012;CJK-FIND-20260705-013;CJK-FIND-20260705-019,https://github.com/gshstexsociety/examples;https://github.com/alstn2468/category-theory-for-programmers;https://github.com/calofmijuck/algebra,generated-draft-supported-by-source-canon-refs,generated-draft,generated-draft/non-canonical/not-native-reviewed/not-accepted-terminology,Current source witnesses are manifest-only provenance rows; raw source bodies/archives are not included in rolling packages.,"Use near R, ideals, quotient notation R/I, prime/maximal/principal ideal contexts, and homomorphism arrows.",prime ideal :: 소 아이디얼 :: domain=ring_theory :: lane=korean_addendum :: draft/non-canonical/not-native-reviewed,"Draft Korean addendum/source-routing row only. This does not assert Korean native-edition authority, Korean-school authority, or accepted style; confidence marker=wiki_source_backed.",covered_without_extra_caution_marker,"generated-draft support only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, translation completion, or native CJK evidence claim"
CJK-COVERED-DRAFT-20260705-023,CJK-LEX-algebra-algebra-core-9b82917b17,term-ja-0001,ja,japanese,Japonic,Japanese,Han + Hiragana + Katakana + Latin/math,代数,代数,CJK-FIND-20260705-001;CJK-FIND-20260705-002;CJK-FIND-20260705-003;CJK-FIND-20260705-004;CJK-FIND-20260705-016;CJK-FIND-20260705-017;CJK-FIND-20260705-018,https://github.com/homuralove/linear-algebra;https://github.com/HideakiHosaka/2015_linear_algebra;https://github.com/t-higashida/linear_algebra;https://github.com/rsato64/relativisticQM;https://github.com/imamuray/algebraic-systems,generated-draft-supported-by-source-canon-refs,generated-draft,generated-draft/non-canonical/not-native-reviewed/not-accepted-terminology,Current source witnesses are manifest-only provenance rows; raw source bodies/archives are not included in rolling packages.,Use as foundational algebra/ring/group terminology with source-canon witness support.,algebra :: 代数 :: domain=algebra_core :: lane=japanese :: draft/non-canonical/not-native-reviewed,Draft Japanese native-edition support row. Use with source-context evidence; confidence marker=strong_source_backed; no native-review or accepted-terminology claim.,covered_without_extra_caution_marker,"generated-draft support only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, translation completion, or native CJK evidence claim"
CJK-COVERED-DRAFT-20260705-059,CJK-LEX-algebra-algebra-core-9b82917b17,term-ko-draft-0001,ko,korean_addendum,Koreanic,Korean addendum/source-routing,Hangul + Hanja/Latin/math where present,대수,대수,CJK-FIND-20260705-012;CJK-FIND-20260705-013;CJK-FIND-20260705-019,https://github.com/gshstexsociety/examples;https://github.com/alstn2468/category-theory-for-programmers;https://github.com/calofmijuck/algebra,generated-draft-supported-by-source-canon-refs,generated-draft,generated-draft/non-canonical/not-native-reviewed/not-accepted-terminology,Current source witnesses are manifest-only provenance rows; raw source bodies/archives are not included in rolling packages.,Use as foundational algebra/ring/group terminology with source-canon witness support.,algebra :: 대수 :: domain=algebra_core :: lane=korean_addendum :: draft/non-canonical/not-native-reviewed,"Draft Korean addendum/source-routing row only. This does not assert Korean native-edition authority, Korean-school authority, or accepted style; confidence marker=kms_snu_source_backed.",covered_without_extra_caution_marker,"generated-draft support only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, translation completion, or native CJK evidence claim"
CJK-COVERED-DRAFT-20260705-024,CJK-LEX-basis-theorem-commutative-algebra-a0f88db766,term-ja-0002,ja,japanese,Japonic,Japanese,Han + Hiragana + Katakana + Latin/math,基底定理,基底定理,CJK-FIND-20260705-001;CJK-FIND-20260705-002;CJK-FIND-20260705-003;CJK-FIND-20260705-004;CJK-FIND-20260705-016;CJK-FIND-20260705-017;CJK-FIND-20260705-018,https://github.com/homuralove/linear-algebra;https://github.com/HideakiHosaka/2015_linear_algebra;https://github.com/t-higashida/linear_algebra;https://github.com/rsato64/relativisticQM;https://github.com/imamuray/algebraic-systems,generated-draft-supported-by-source-canon-refs,generated-draft,generated-draft/non-canonical/not-native-reviewed/not-accepted-terminology,Current source witnesses are manifest-only provenance rows; raw source bodies/archives are not included in rolling packages.,"Use near commutative algebra, basis-theorem, and ring/field contexts; localization remains separately gated.",basis theorem :: 基底定理 :: domain=commutative_algebra :: lane=japanese :: draft/non-canonical/not-native-reviewed,Draft Japanese native-edition support row. Use with source-context evidence; confidence marker=needs_context_check; no native-review or accepted-terminology claim.,covered_with_context_check_caution,"generated-draft support only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, translation completion, or native CJK evidence claim"
CJK-COVERED-DRAFT-20260705-051,CJK-LEX-basis-theorem-commutative-algebra-a0f88db766,term-zh-hans-0003,zh-Hans,simplified_chinese,Sinitic,Mandarin/Simplified-script source lane,Simplified Han + Latin/math,基定理,基定理,CJK-FIND-20260705-005;CJK-FIND-20260705-006;CJK-FIND-20260705-007;CJK-FIND-20260705-008;CJK-FIND-20260705-009;CJK-FIND-20260705-010;CJK-FIND-20260705-011,https://github.com/zhcosin/algebra-notes;https://github.com/Kfj2006/Algebra_notes;https://github.com/ayhe123/algebra-lecturenote;https://github.com/GooduckZ/Linear-Algebra-for-ZJUCKC;https://github.com/yhwu-is/Linear-Algebra-Left-Undone,generated-draft-supported-by-source-canon-refs,generated-draft,generated-draft/non-canonical/not-native-reviewed/not-accepted-terminology,Current source witnesses are manifest-only provenance rows; raw source bodies/archives are not included in rolling packages.,"Use near commutative algebra, basis-theorem, and ring/field contexts; localization remains separately gated.",basis theorem :: 基定理 :: domain=commutative_algebra :: lane=simplified_chinese :: draft/non-canonical/not-native-reviewed,Draft Simplified Chinese support row. Han codepoints alone do not prove Simplified Chinese; source metadata/context carries the lane assignment; confidence marker=needs_context_check.,covered_with_context_check_caution,"generated-draft support only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, translation completion, or native CJK evidence claim"
CJK-COVERED-DRAFT-20260705-025,CJK-LEX-field-field-theory-1d40eb4882,term-ja-0004,ja,japanese,Japonic,Japanese,Han + Hiragana + Katakana + Latin/math,体,体,CJK-FIND-20260705-001;CJK-FIND-20260705-002;CJK-FIND-20260705-003;CJK-FIND-20260705-004;CJK-FIND-20260705-016;CJK-FIND-20260705-017;CJK-FIND-20260705-018,https://github.com/homuralove/linear-algebra;https://github.com/HideakiHosaka/2015_linear_algebra;https://github.com/t-higashida/linear_algebra;https://github.com/rsato64/relativisticQM;https://github.com/imamuray/algebraic-systems,generated-draft-supported-by-source-canon-refs,generated-draft,generated-draft/non-canonical/not-native-reviewed/not-accepted-terminology,Current source witnesses are manifest-only provenance rows; raw source bodies/archives are not included in rolling packages.,"Use near K, L/K, fields, division rings, and extension notation.",field :: 体 :: domain=field_theory :: lane=japanese :: draft/non-canonical/not-native-reviewed,Draft Japanese native-edition support row. Use with source-context evidence; confidence marker=strong_source_backed; no native-review or accepted-terminology claim.,covered_without_extra_caution_marker,"generated-draft support only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, translation completion, or native CJK evidence claim"
CJK-COVERED-DRAFT-20260705-053,CJK-LEX-field-field-theory-1d40eb4882,term-zh-hans-0007,zh-Hans,simplified_chinese,Sinitic,Mandarin/Simplified-script source lane,Simplified Han + Latin/math,域,域,CJK-FIND-20260705-005;CJK-FIND-20260705-006;CJK-FIND-20260705-007;CJK-FIND-20260705-008;CJK-FIND-20260705-009;CJK-FIND-20260705-010;CJK-FIND-20260705-011,https://github.com/zhcosin/algebra-notes;https://github.com/Kfj2006/Algebra_notes;https://github.com/ayhe123/algebra-lecturenote;https://github.com/GooduckZ/Linear-Algebra-for-ZJUCKC;https://github.com/yhwu-is/Linear-Algebra-Left-Undone,generated-draft-supported-by-source-canon-refs,generated-draft,generated-draft/non-canonical/not-native-reviewed/not-accepted-terminology,Current source witnesses are manifest-only provenance rows; raw source bodies/archives are not included in rolling packages.,"Use near K, L/K, fields, division rings, and extension notation.",field :: 域 :: domain=field_theory :: lane=simplified_chinese :: draft/non-canonical/not-native-reviewed,Draft Simplified Chinese support row. Han codepoints alone do not prove Simplified Chinese; source metadata/context carries the lane assignment; confidence marker=strong_source_backed.,covered_without_extra_caution_marker,"generated-draft support only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, translation completion, or native CJK evidence claim"
CJK-COVERED-DRAFT-20260705-063,CJK-LEX-field-field-theory-1d40eb4882,term-ko-draft-0008,ko,korean_addendum,Koreanic,Korean addendum/source-routing,Hangul + Hanja/Latin/math where present,체,체,CJK-FIND-20260705-012;CJK-FIND-20260705-013;CJK-FIND-20260705-019,https://github.com/gshstexsociety/examples;https://github.com/alstn2468/category-theory-for-programmers;https://github.com/calofmijuck/algebra,generated-draft-supported-by-source-canon-refs,generated-draft,generated-draft/non-canonical/not-native-reviewed/not-accepted-terminology,Current source witnesses are manifest-only provenance rows; raw source bodies/archives are not included in rolling packages.,"Use near K, L/K, fields, division rings, and extension notation.",field :: 체 :: domain=field_theory :: lane=korean_addendum :: draft/non-canonical/not-native-reviewed,"Draft Korean addendum/source-routing row only. This does not assert Korean native-edition authority, Korean-school authority, or accepted style; confidence marker=kms_snu_source_backed.",covered_without_extra_caution_marker,"generated-draft support only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, translation completion, or native CJK evidence claim"
CJK-COVERED-DRAFT-20260705-026,CJK-LEX-isomorphism-morphism-8867fe1ae0,term-ja-0014,ja,japanese,Japonic,Japanese,Han + Hiragana + Katakana + Latin/math,同型,同型,CJK-FIND-20260705-001;CJK-FIND-20260705-002;CJK-FIND-20260705-003;CJK-FIND-20260705-004;CJK-FIND-20260705-016;CJK-FIND-20260705-017;CJK-FIND-20260705-018,https://github.com/homuralove/linear-algebra;https://github.com/HideakiHosaka/2015_linear_algebra;https://github.com/t-higashida/linear_algebra;https://github.com/rsato64/relativisticQM;https://github.com/imamuray/algebraic-systems,generated-draft-supported-by-source-canon-refs,generated-draft,generated-draft/non-canonical/not-native-reviewed/not-accepted-terminology,Current source witnesses are manifest-only provenance rows; raw source bodies/archives are not included in rolling packages.,Use near f: A -> B or f: M -> N; choose map-noun alternatives only when the morphism itself is foregrounded.,isomorphism :: 同型 :: domain=morphism :: lane=japanese :: draft/non-canonical/not-native-reviewed,Draft Japanese native-edition support row. Use with source-context evidence; confidence marker=strong_source_backed; no native-review or accepted-terminology claim.,covered_without_extra_caution_marker,"generated-draft support only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, translation completion, or native CJK evidence claim"
CJK-COVERED-DRAFT-20260705-056,CJK-LEX-isomorphism-morphism-8867fe1ae0,term-zh-hans-0017,zh-Hans,simplified_chinese,Sinitic,Mandarin/Simplified-script source lane,Simplified Han + Latin/math,同构,同构,CJK-FIND-20260705-005;CJK-FIND-20260705-006;CJK-FIND-20260705-007;CJK-FIND-20260705-008;CJK-FIND-20260705-009;CJK-FIND-20260705-010;CJK-FIND-20260705-011,https://github.com/zhcosin/algebra-notes;https://github.com/Kfj2006/Algebra_notes;https://github.com/ayhe123/algebra-lecturenote;https://github.com/GooduckZ/Linear-Algebra-for-ZJUCKC;https://github.com/yhwu-is/Linear-Algebra-Left-Undone,generated-draft-supported-by-source-canon-refs,generated-draft,generated-draft/non-canonical/not-native-reviewed/not-accepted-terminology,Current source witnesses are manifest-only provenance rows; raw source bodies/archives are not included in rolling packages.,Use near f: A -> B or f: M -> N; choose map-noun alternatives only when the morphism itself is foregrounded.,isomorphism :: 同构 :: domain=morphism :: lane=simplified_chinese :: draft/non-canonical/not-native-reviewed,Draft Simplified Chinese support row. Han codepoints alone do not prove Simplified Chinese; source metadata/context carries the lane assignment; confidence marker=strong_source_backed.,covered_without_extra_caution_marker,"generated-draft support only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, translation completion, or native CJK evidence claim"
CJK-COVERED-DRAFT-20260705-068,CJK-LEX-isomorphism-morphism-8867fe1ae0,term-ko-draft-0023,ko,korean_addendum,Koreanic,Korean addendum/source-routing,Hangul + Hanja/Latin/math where present,동형사상,동형사상,CJK-FIND-20260705-012;CJK-FIND-20260705-013;CJK-FIND-20260705-019,https://github.com/gshstexsociety/examples;https://github.com/alstn2468/category-theory-for-programmers;https://github.com/calofmijuck/algebra,generated-draft-supported-by-source-canon-refs,generated-draft,generated-draft/non-canonical/not-native-reviewed/not-accepted-terminology,Current source witnesses are manifest-only provenance rows; raw source bodies/archives are not included in rolling packages.,Use near f: A -> B or f: M -> N; choose map-noun alternatives only when the morphism itself is foregrounded.,isomorphism :: 동형사상 :: domain=morphism :: lane=korean_addendum :: draft/non-canonical/not-native-reviewed,"Draft Korean addendum/source-routing row only. This does not assert Korean native-edition authority, Korean-school authority, or accepted style; confidence marker=snu_kms_source_backed.",covered_without_extra_caution_marker,"generated-draft support only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, translation completion, or native CJK evidence claim"
CJK-COVERED-DRAFT-20260705-027,CJK-LEX-homomorphism-morphism-27a5eb3cf1,term-ja-0015,ja,japanese,Japonic,Japanese,Han + Hiragana + Katakana + Latin/math,準同型,準同型,CJK-FIND-20260705-001;CJK-FIND-20260705-002;CJK-FIND-20260705-003;CJK-FIND-20260705-004;CJK-FIND-20260705-016;CJK-FIND-20260705-017;CJK-FIND-20260705-018,https://github.com/homuralove/linear-algebra;https://github.com/HideakiHosaka/2015_linear_algebra;https://github.com/t-higashida/linear_algebra;https://github.com/rsato64/relativisticQM;https://github.com/imamuray/algebraic-systems,generated-draft-supported-by-source-canon-refs,generated-draft,generated-draft/non-canonical/not-native-reviewed/not-accepted-terminology,Current source witnesses are manifest-only provenance rows; raw source bodies/archives are not included in rolling packages.,Use near f: A -> B or f: M -> N; choose map-noun alternatives only when the morphism itself is foregrounded.,homomorphism :: 準同型 :: domain=morphism :: lane=japanese :: draft/non-canonical/not-native-reviewed,Draft Japanese native-edition support row. Use with source-context evidence; confidence marker=source_backed_limited; no native-review or accepted-terminology claim.,covered_with_limited_source_caution,"generated-draft support only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, translation completion, or native CJK evidence claim"
CJK-COVERED-DRAFT-20260705-055,CJK-LEX-homomorphism-morphism-27a5eb3cf1,term-zh-hans-0016,zh-Hans,simplified_chinese,Sinitic,Mandarin/Simplified-script source lane,Simplified Han + Latin/math,同态,同态,CJK-FIND-20260705-005;CJK-FIND-20260705-006;CJK-FIND-20260705-007;CJK-FIND-20260705-008;CJK-FIND-20260705-009;CJK-FIND-20260705-010;CJK-FIND-20260705-011,https://github.com/zhcosin/algebra-notes;https://github.com/Kfj2006/Algebra_notes;https://github.com/ayhe123/algebra-lecturenote;https://github.com/GooduckZ/Linear-Algebra-for-ZJUCKC;https://github.com/yhwu-is/Linear-Algebra-Left-Undone,generated-draft-supported-by-source-canon-refs,generated-draft,generated-draft/non-canonical/not-native-reviewed/not-accepted-terminology,Current source witnesses are manifest-only provenance rows; raw source bodies/archives are not included in rolling packages.,Use near f: A -> B or f: M -> N; choose map-noun alternatives only when the morphism itself is foregrounded.,homomorphism :: 同态 :: domain=morphism :: lane=simplified_chinese :: draft/non-canonical/not-native-reviewed,Draft Simplified Chinese support row. Han codepoints alone do not prove Simplified Chinese; source metadata/context carries the lane assignment; confidence marker=strong_source_backed.,covered_without_extra_caution_marker,"generated-draft support only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, translation completion, or native CJK evidence claim"
CJK-COVERED-DRAFT-20260705-067,CJK-LEX-homomorphism-morphism-27a5eb3cf1,term-ko-draft-0022,ko,korean_addendum,Koreanic,Korean addendum/source-routing,Hangul + Hanja/Latin/math where present,준동형사상,준동형사상,CJK-FIND-20260705-012;CJK-FIND-20260705-013;CJK-FIND-20260705-019,https://github.com/gshstexsociety/examples;https://github.com/alstn2468/category-theory-for-programmers;https://github.com/calofmijuck/algebra,generated-draft-supported-by-source-canon-refs,generated-draft,generated-draft/non-canonical/not-native-reviewed/not-accepted-terminology,Current source witnesses are manifest-only provenance rows; raw source bodies/archives are not included in rolling packages.,Use near f: A -> B or f: M -> N; choose map-noun alternatives only when the morphism itself is foregrounded.,homomorphism :: 준동형사상 :: domain=morphism :: lane=korean_addendum :: draft/non-canonical/not-native-reviewed,"Draft Korean addendum/source-routing row only. This does not assert Korean native-edition authority, Korean-school authority, or accepted style; confidence marker=snu_kms_source_backed.",covered_without_extra_caution_marker,"generated-draft support only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, translation completion, or native CJK evidence claim"
CJK-COVERED-DRAFT-20260705-028,CJK-LEX-automorphism-morphism-f6892f1116,term-ja-0016,ja,japanese,Japonic,Japanese,Han + Hiragana + Katakana + Latin/math,自己同型,自己同型,CJK-FIND-20260705-001;CJK-FIND-20260705-002;CJK-FIND-20260705-003;CJK-FIND-20260705-004;CJK-FIND-20260705-016;CJK-FIND-20260705-017;CJK-FIND-20260705-018,https://github.com/homuralove/linear-algebra;https://github.com/HideakiHosaka/2015_linear_algebra;https://github.com/t-higashida/linear_algebra;https://github.com/rsato64/relativisticQM;https://github.com/imamuray/algebraic-systems,generated-draft-supported-by-source-canon-refs,generated-draft,generated-draft/non-canonical/not-native-reviewed/not-accepted-terminology,Current source witnesses are manifest-only provenance rows; raw source bodies/archives are not included in rolling packages.,Use near f: A -> B or f: M -> N; choose map-noun alternatives only when the morphism itself is foregrounded.,automorphism :: 自己同型 :: domain=morphism :: lane=japanese :: draft/non-canonical/not-native-reviewed,Draft Japanese native-edition support row. Use with source-context evidence; confidence marker=source_backed_limited; no native-review or accepted-terminology claim.,covered_with_limited_source_caution,"generated-draft support only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, translation completion, or native CJK evidence claim"
CJK-COVERED-DRAFT-20260705-058,CJK-LEX-automorphism-morphism-f6892f1116,term-zh-hans-0019,zh-Hans,simplified_chinese,Sinitic,Mandarin/Simplified-script source lane,Simplified Han + Latin/math,自同构,自同构,CJK-FIND-20260705-005;CJK-FIND-20260705-006;CJK-FIND-20260705-007;CJK-FIND-20260705-008;CJK-FIND-20260705-009;CJK-FIND-20260705-010;CJK-FIND-20260705-011,https://github.com/zhcosin/algebra-notes;https://github.com/Kfj2006/Algebra_notes;https://github.com/ayhe123/algebra-lecturenote;https://github.com/GooduckZ/Linear-Algebra-for-ZJUCKC;https://github.com/yhwu-is/Linear-Algebra-Left-Undone,generated-draft-supported-by-source-canon-refs,generated-draft,generated-draft/non-canonical/not-native-reviewed/not-accepted-terminology,Current source witnesses are manifest-only provenance rows; raw source bodies/archives are not included in rolling packages.,Use near f: A -> B or f: M -> N; choose map-noun alternatives only when the morphism itself is foregrounded.,automorphism :: 自同构 :: domain=morphism :: lane=simplified_chinese :: draft/non-canonical/not-native-reviewed,Draft Simplified Chinese support row. Han codepoints alone do not prove Simplified Chinese; source metadata/context carries the lane assignment; confidence marker=strong_source_backed.,covered_without_extra_caution_marker,"generated-draft support only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, translation completion, or native CJK evidence claim"
CJK-COVERED-DRAFT-20260705-029,CJK-LEX-endomorphism-morphism-5bcd9120df,term-ja-0017,ja,japanese,Japonic,Japanese,Han + Hiragana + Katakana + Latin/math,自己準同型,自己準同型,CJK-FIND-20260705-001;CJK-FIND-20260705-002;CJK-FIND-20260705-003;CJK-FIND-20260705-004;CJK-FIND-20260705-016;CJK-FIND-20260705-017;CJK-FIND-20260705-018,https://github.com/homuralove/linear-algebra;https://github.com/HideakiHosaka/2015_linear_algebra;https://github.com/t-higashida/linear_algebra;https://github.com/rsato64/relativisticQM;https://github.com/imamuray/algebraic-systems,generated-draft-supported-by-source-canon-refs,generated-draft,generated-draft/non-canonical/not-native-reviewed/not-accepted-terminology,Current source witnesses are manifest-only provenance rows; raw source bodies/archives are not included in rolling packages.,Use near f: A -> B or f: M -> N; choose map-noun alternatives only when the morphism itself is foregrounded.,endomorphism :: 自己準同型 :: domain=morphism :: lane=japanese :: draft/non-canonical/not-native-reviewed,Draft Japanese native-edition support row. Use with source-context evidence; confidence marker=source_backed_limited; no native-review or accepted-terminology claim.,covered_with_limited_source_caution,"generated-draft support only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, translation completion, or native CJK evidence claim"
CJK-COVERED-DRAFT-20260705-057,CJK-LEX-endomorphism-morphism-5bcd9120df,term-zh-hans-0018,zh-Hans,simplified_chinese,Sinitic,Mandarin/Simplified-script source lane,Simplified Han + Latin/math,自同态,自同态,CJK-FIND-20260705-005;CJK-FIND-20260705-006;CJK-FIND-20260705-007;CJK-FIND-20260705-008;CJK-FIND-20260705-009;CJK-FIND-20260705-010;CJK-FIND-20260705-011,https://github.com/zhcosin/algebra-notes;https://github.com/Kfj2006/Algebra_notes;https://github.com/ayhe123/algebra-lecturenote;https://github.com/GooduckZ/Linear-Algebra-for-ZJUCKC;https://github.com/yhwu-is/Linear-Algebra-Left-Undone,generated-draft-supported-by-source-canon-refs,generated-draft,generated-draft/non-canonical/not-native-reviewed/not-accepted-terminology,Current source witnesses are manifest-only provenance rows; raw source bodies/archives are not included in rolling packages.,Use near f: A -> B or f: M -> N; choose map-noun alternatives only when the morphism itself is foregrounded.,endomorphism :: 自同态 :: domain=morphism :: lane=simplified_chinese :: draft/non-canonical/not-native-reviewed,Draft Simplified Chinese support row. Han codepoints alone do not prove Simplified Chinese; source metadata/context carries the lane assignment; confidence marker=strong_source_backed.,covered_without_extra_caution_marker,"generated-draft support only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, translation completion, or native CJK evidence claim"
