edge_id,pdf_page,annotation_index,rect_x0,rect_y0,rect_x1,rect_y1,visible_text_from_rect,input_destination,target_id,target_pdf_page,target_view,target_left,target_top,target_kind,target_expose,target_title,origin_class,application_id,override_id,status
sga1.edge.sha256.60f9f8907b1ae43d7fb75aea36b78705c61486c265f698d76c2ba56a457dda38,154,1,302.765,723.537,333.761,735.165,"IX.4.5,",proposition.595,sga1.e09.cor.4-5,153,/XYZ,87.874,373.243,cor,IX,,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.e84d73af75f5df5c75651eaca95293a393d567c5c5c2ab12853e19f6e86e8e53,154,2,104.115,649.399,135.431,661.027,"IX.4.6, ′",proposition.596,sga1.e09.cor.4-6,153,/XYZ,87.874,231.283,cor,IX,,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.e2662200c423686bb052d98a1038b57d57249954e68d585bd55c94cd634276b9,154,3,436.074,405.462,466.575,418.363,IX.4.7) d define,proposition.597,sga1.e09.thm.4-7,153,/XYZ,87.874,160.303,thm,IX,,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.4f85e70064dbfcfe760aba598a1748ec38189551a233cd07e328f65de2972918,154,4,453.869,380.165,485.534,392.665,"0 IX.1.8,",proposition.573,sga1.e09.cor.1-8,149,/XYZ,87.874,373.975,cor,IX,,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.1eaaac6da0a68d498995ed1a60dc7e8ce01de9d4068100cbb864941e13822f09,154,5,301.983,343.432,313.596,353.050,0 [D],cite.IX.D,sga1.e09.bib.ix-d,166,/XYZ,87.874,651.934,bib,IX,,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.f36dd74cc29b5aac9c75e0952cc2efdb9a4e31b729cc39db3c7baaae0c2256ed,154,6,476.176,314.758,507.463,327.908,IX.4.1.,proposition.590,sga1.e09.prop.4-1,152,/XYZ,87.874,454.613,prop,IX,,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.c85581023818aba57364a36e79146e77659be0083dde5d34e4f43064e9478489,154,7,291.596,282.939,323.294,294.568,IX.4.7,proposition.597,sga1.e09.thm.4-7,153,/XYZ,87.874,160.303,thm,IX,,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.2bf1b18bd441d0e72dd7de3a9992cfc4d70f88d4e36b7704794a88151c274f38,154,8,158.331,237.519,189.327,249.148,"IX.4.6,",proposition.596,sga1.e09.cor.4-6,153,/XYZ,87.874,231.283,cor,IX,,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.1c1fa3d34e945eb9faf0014c192d3091de0f30d607765815f5135397af420342,154,9,184.387,224.568,214.918,236.196,"IX.2.5, ′",proposition.581,sga1.e09.prop.2-5,150,/XYZ,87.874,286.932,prop,IX,,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.5dd23d33810d6051aec4c80c98c42bdeb544fb19f9f55908b064623101d24c1f,154,10,245.087,198.665,275.850,211.165,"IX.4.7,",proposition.597,sga1.e09.thm.4-7,153,/XYZ,87.874,160.303,thm,IX,,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.99552f158f9cfa629698d89fd511a07fcebd7b6f3a25928728d790ab7c6f627a,154,11,156.606,185.107,187.689,198.009,IX.4.8,proposition.599,sga1.e09.cor.4-8,154,/XYZ,87.874,299.008,cor,IX,,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.85dcd2a886bd0595636f426b36cfdabea565755d76253da0146037071864f165,154,12,410.514,187.835,422.127,197.453,[D],cite.IX.D,sga1.e09.bib.ix-d,166,/XYZ,87.874,651.934,bib,IX,,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.e44f86e3a03a673e440ab3824871c8cf09b96a3e60c49d8e283befd48783f84b,154,13,185.878,107.825,216.437,119.453,"IX.4.7,",proposition.597,sga1.e09.thm.4-7,153,/XYZ,87.874,160.303,thm,IX,,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.de45aabf5c96f34501755ba724695a49df8bde8224eafed6e8f939e54bc919be,155,0,309.690,749.440,341.355,761.068,IX.4.7.,proposition.597,sga1.e09.thm.4-7,153,/XYZ,87.874,160.303,thm,IX,,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.ac5acd193c1edebae76c1215d2645ed501d74dc9ca7c27acadbe0d12bf34a0d9,155,1,138.621,738.609,150.234,748.228,[D],cite.IX.D,sga1.e09.bib.ix-d,166,/XYZ,87.874,651.934,bib,IX,,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.8d5c4c9bd609cf058f0f6dddcb782ee7f6f9288b1b1044c3e252b53f6cb9252b,155,2,477.006,710.585,508.671,722.214,IX.4.9,proposition.600,sga1.e09.cor.4-9,154,/XYZ,87.874,182.265,cor,IX,,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.4e9e655283a6d410d9a6f96a5b331c62fb04b1e178194181496c3fac9e208b00,155,3,141.117,671.731,147.344,685.208,ls s4,Hfootnote.601,sga1.reader.footnote.601,155,/XYZ,110.041,118.856,footnote,,,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.cbdc6058147fdc7d3e4a23eaa0419f266d5de1d363f092a5f1dcce3a577fa923,155,4,495.882,573.795,502.108,587.878,o n5) mes,Hfootnote.603,sga1.reader.footnote.603,155,/XYZ,110.041,106.957,footnote,,,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.601e4645c2b8186b15a2c97a0127b04442fd9bbc7b8ce3af569ac27defb4a537,155,5,214.582,515.925,245.898,527.554,IX.1.9 ′,proposition.574,sga1.e09.prop.1-9,149,/XYZ,87.874,289.203,prop,IX,,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.36835c8c2332a603bc4f24b3ed6f9686f84381e73a8c11af92b9ea26216373e9,155,6,469.101,492.143,480.714,501.762,[D],cite.IX.D,sga1.e09.bib.ix-d,166,/XYZ,87.874,651.934,bib,IX,,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.c514381fb55694c23815b8186d5fe98a86e1374e2cbe2212753f96c76c55c924,155,7,169.398,464.119,199.900,476.620,IX.3.3,proposition.586,sga1.e09.cor.3-3,151,/XYZ,87.874,169.302,cor,IX,,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.02ea98232d16f4ef5d78f73492e94c0d2eb8a8eec8aa3f4781abcd001fdb28c2,155,8,465.961,399.362,497.044,411.863,IX.4.7.,proposition.597,sga1.e09.thm.4-7,153,/XYZ,87.874,160.303,thm,IX,,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.b31f00003074c5c0b5c95346b9f0f611c9fbf8304f275c2e760b2b00d3560edb,155,9,295.611,379.741,327.158,391.369,IX.4.9,proposition.600,sga1.e09.cor.4-9,154,/XYZ,87.874,182.265,cor,IX,,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.fdb9b3eee52e7c3b284c986709e63a262a44d0ba4f4b2e077d231562d7cc327f,155,10,266.173,347.168,297.257,358.797,IX.4.1,proposition.590,sga1.e09.prop.4-1,152,/XYZ,87.874,454.613,prop,IX,,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.5762adf593c55293ac10a8415b5aca14b36e814554e40badffccef700134714e,155,11,348.961,347.168,380.044,358.797,IX.4.7.,proposition.597,sga1.e09.thm.4-7,153,/XYZ,87.874,160.303,thm,IX,,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.6652efce6610ed37499cc34e876e52495d20b5a6d817f4a5189dab1fd1404e5c,155,12,214.150,334.216,245.117,345.845,IX.4.7,proposition.597,sga1.e09.thm.4-7,153,/XYZ,87.874,160.303,thm,IX,,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.ba7736c50934f822fd6dac749c31727e4d7c0e68388df9d0fee4cb6624548019,155,13,120.697,230.216,151.198,242.717,IX.3.3,proposition.586,sga1.e09.cor.3-3,151,/XYZ,87.874,169.302,cor,IX,,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.efb96d8457a5f72cd50171af09c5db18daf7d7248a4bef8a41e320f252481a38,155,14,171.772,230.216,202.274,242.717,"IX.2.2,",proposition.578,sga1.e09.ex.2-2,150,/XYZ,87.874,601.325,ex,IX,,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.497a0f40fce4c256b7cf8b03aaacd455d2020d1e791a6ec7b15921fd33de9b58,155,15,118.033,204.313,149.640,215.942,"IX.4.3,",proposition.592,sga1.e09.cor.4-3,152,/XYZ,87.874,128.317,cor,IX,,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.70f21deb7b20acc506aaff62976683201faccc8273b19af896e319de5911e47f,155,16,457.414,204.313,489.021,215.942,"IX.4.6,",proposition.596,sga1.e09.cor.4-6,153,/XYZ,87.874,231.283,cor,IX,,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.d277730e0611dcce9cfe374edc76a693deadaf89041f4d0cb599ba91f50a6e2a,155,17,289.884,151.858,326.111,165.008,"IX.1.10, étale cov",proposition.575,sga1.e09.thm.1-10,149,/XYZ,87.874,180.582,thm,IX,,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.fb222ed719dd855120dc6d9e6d3428304e6e51da390d3d615e96e070eadf1aac,156,0,304.187,735.838,334.689,748.989,IX.4.1. only th,proposition.590,sga1.e09.prop.4-1,152,/XYZ,87.874,454.613,prop,IX,,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.4891fa81ef461bd659ee1c0cc85f8403546792a5732a77248b567683b3fee778,156,1,471.698,735.838,507.545,748.989,IX.4.12. nsidered,proposition.605,sga1.e09.thm.4-12,155,/XYZ,87.874,304.761,thm,IX,,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.acd10ffb4f339d44b6e9e48e5ab81a50b5c150d4c2f4442cdb62b00e915a184f,156,2,208.271,722.931,245.499,735.832,"IX.1.10 , which d",proposition.575,sga1.e09.thm.1-10,149,/XYZ,87.874,180.582,thm,IX,,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.169ca2e5ffb69000a52519e935e95c72d715cbc51948497c28988ee317a1a7f3,156,3,99.477,710.585,135.566,722.214,IX.1.10,proposition.575,sga1.e09.thm.1-10,149,/XYZ,87.874,180.582,thm,IX,,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.f343f16aee3bee18b3aa95d4da8a58484ea0755f7b1347b0415915b9c94736ea,156,4,396.388,610.192,432.925,623.093,(IX.4.12) nd denot,proposition.605,sga1.e09.thm.4-12,155,/XYZ,87.874,304.761,thm,IX,,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.ecb3fd939094adf2d8e9d6ac8436505e2222f02a5e564c50b038f60dc8b5749a,156,5,288.290,439.111,295.737,452.013,(∗) ly,AMS.607,sga1.e09.eq.star.key-eq-ix-5-star,156,/XYZ,90.84,558.067,eq,IX,Translation in terms of the fundamental group,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.fd62a524855d28c891d4162c2e6b4b2060d657064bdccab9dafac8c1073091d2,156,6,462.211,439.111,480.854,452.218,"V.9, amel",section*.425,sga1.e05.sec.9,100,/XYZ,87.874,500.5,sec,V,The case of disconnected preschemes: multi-Galois categories,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.33fedce437438c7428e9cde6d173b6f3d20abfa69e6ae918a59ee4b1172bb89e,157,0,210.439,711.892,216.665,723.883,e a t6,Hfootnote.609,sga1.reader.footnote.609,157,/XYZ,110.041,139.834,footnote,,,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.c6890296437069d520da5501e86f55bc72b9c917d9757dbdd7d45bd8f1ce5fe0,157,1,159.189,269.263,166.636,282.165,(1) e f,AMS.608,sga1.e09.eq.1,156,/XYZ,90.84,129.306,eq,IX,Translation in terms of the fundamental group,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.d16151b5be638aac1a1c819fa0f1b9c281d36db0a21395050255b4093e10e291,157,2,179.832,269.263,187.279,282.165,(2) ere,AMS.610,sga1.e09.eq.2,157,/XYZ,90.84,494.576,eq,IX,Translation in terms of the fundamental group,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.888c99ebac3b759a294b4cf65a0cb61393cb2f5f0d3eac021310bd3fe6a2fd6c,157,3,221.899,269.263,229.346,282.165,(3) go,AMS.611,sga1.e09.eq.3,157,/XYZ,90.84,373.427,eq,IX,Translation in terms of the fundamental group,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.d11eca004cf2326ecfa9235624d3c9f7ac910a0f290cb8aa8984c9b9cd650b14,157,4,236.953,115.176,264.009,125.089,"IX.5.1,",proposition.615,sga1.e09.thm.5-1,158,/XYZ,87.874,348.537,thm,IX,,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.7b1d092742a5f0cbd458c7fa3b04a1b1d64e39c1bb798aabc75651c927c1ff27,158,0,397.805,443.751,412.458,456.653,"A), tors",AMS.612,sga1.e09.eq.a,158,/XYZ,87.874,618.629,eq,IX,Translation in terms of the fundamental group,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.c28d84f9339edf501bb3fc57ed1cb3ca6875ab4bec7e764dee3b516c274f069d,158,1,417.195,443.751,431.384,456.653,"s B), g,",AMS.613,sga1.e09.eq.b,158,/XYZ,87.874,577.352,eq,IX,Translation in terms of the fundamental group,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.c22f5d2e11f0c267e94ef0302279b55d45e5cefd6f4ae3d4dd7b678e978752be,158,2,457.673,443.751,472.017,456.653,C). ject,AMS.614,sga1.e09.eq.c,158,/XYZ,87.874,507.611,eq,IX,Translation in terms of the fundamental group,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.0b5cb96499fb584f33fc84ecd5ec2d5804bb247f725970098b78d13aed466a10,158,3,130.225,417.848,144.394,430.750,"A), ps of",AMS.612,sga1.e09.eq.a,158,/XYZ,87.874,618.629,eq,IX,Translation in terms of the fundamental group,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.09a90d609609e3daab70d54e7d0ddfe616f907c61e2c17137181662cd45493a2,158,4,148.835,417.848,162.558,430.750,"B), fini",AMS.613,sga1.e09.eq.b,158,/XYZ,87.874,577.352,eq,IX,Translation in terms of the fundamental group,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.715259acace0f49dae115396c014240e16f6b590c7b671afedec65ff658fc212,158,5,187.722,417.848,201.593,430.750,"C), dex",AMS.614,sga1.e09.eq.c,158,/XYZ,87.874,507.611,eq,IX,Translation in terms of the fundamental group,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.4e1036428ca8fcc69a06b003e52cf5430d849009e4919b90a957a0e62acd1dfa,158,6,131.327,378.994,146.103,391.896,"A), quiv",AMS.612,sga1.e09.eq.a,158,/XYZ,87.874,618.629,eq,IX,Translation in terms of the fundamental group,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.81e09dbed09d5e5c8e65a72b95ea828df155ff26df225c3b00e773f4f43ea8c7,158,7,151.413,378.994,165.752,391.896,"B), alen",AMS.613,sga1.e09.eq.b,158,/XYZ,87.874,577.352,eq,IX,Translation in terms of the fundamental group,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.545db1e988efa823e3cca9c69a6a160d533ca1370ba25b28f57fa19052942844,158,8,192.542,378.994,207.009,391.896,C). the,AMS.614,sga1.e09.eq.c,158,/XYZ,87.874,507.611,eq,IX,Translation in terms of the fundamental group,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.3f159faa50a866a4219847d4e8092aace2e327881980f73b1d47756c9b257e35,158,9,475.199,318.910,507.952,331.812,IX.4.9 its fiber,proposition.600,sga1.e09.cor.4-9,154,/XYZ,87.874,182.265,cor,IX,,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.913cfd77be8925de51f695ecfe8780b298276ff20091c999edeb648b0cce77b0,158,10,107.250,305.959,145.011,319.065,IX.4.12) e S′′′ are,proposition.605,sga1.e09.thm.4-12,155,/XYZ,87.874,304.761,thm,IX,,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.93e160f8122bb984b06b48867f4b282f0ccdccb5864b012adf7445de0401d403,158,11,275.544,202.348,289.856,215.454,"A),",AMS.612,sga1.e09.eq.a,158,/XYZ,87.874,618.629,eq,IX,Translation in terms of the fundamental group,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.f3e6e5c563c95ad1c35c60b7f3eee69d623f1bde6af6a2293a74fd77afba3052,158,12,294.752,202.348,308.641,215.454,"s B), s′′′",AMS.613,sga1.e09.eq.b,158,/XYZ,87.874,577.352,eq,IX,Translation in terms of the fundamental group,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.ead1f85e9343e8780eeb80920beba9514936112888046720abb586ddcb3c3ddb,158,13,334.145,202.348,348.159,215.454,"C),",AMS.614,sga1.e09.eq.c,158,/XYZ,87.874,507.611,eq,IX,Translation in terms of the fundamental group,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.b5f781f719a6ecb6d7a13c18f4b2496bfcd36a391cce214407a88116286a90a2,159,0,156.058,677.890,187.723,690.791,IX.4.9 surjecti,proposition.600,sga1.e09.cor.4-9,154,/XYZ,87.874,182.265,cor,IX,,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.6ce4c7dd83a2d1e9dc67ad23ab063cff0d995c3e20fe98c03d3541fea85d49b6,159,1,432.101,639.642,463.766,651.270,"IX.5.1,",proposition.615,sga1.e09.thm.5-1,158,/XYZ,87.874,348.537,thm,IX,,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.93926b2c0996043e67ec7a118b729954153c1663f191687009fda48735ad24dc,159,2,244.024,348.523,250.251,362.001,to d7.,Hfootnote.620,sga1.reader.footnote.620,159,/XYZ,110.041,95.998,footnote,,,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.d03d1a73a9e623fe50715dd54735f5bbd3b33d0ed42726dda2c00101eb28a883,159,3,402.030,308.564,423.099,323.617,e of a I.11 t) has,section*.129,sga1.e01.sec.11,25,/XYZ,87.874,318.593,sec,I,Some complements,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.4624f68bd31baa7741a75bc5e8562976c0a139549cd6239fb44108d6d1cda41e,159,4,175.216,189.700,211.443,202.806,IX.4.12) morphism,proposition.605,sga1.e09.thm.4-12,155,/XYZ,87.874,304.761,thm,IX,,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.9a5d0788c8a7e28f6ea246f930afffce5adea98c193eb83743ae774efab56abd,159,5,159.342,80.755,185.907,94.646,XI.1.1.,proposition.690,sga1.e11.prop.1-1,181,/XYZ,87.874,632.507,prop,XI,,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.551eacfb63b9014768ab85ea12ebe00875efc64fefa1c3bdf73c6197421f787a,160,0,161.438,749.440,193.103,761.940,"IX.3.4,",proposition.587,sga1.e09.cor.3-4,152,/XYZ,87.874,765.508,cor,IX,,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.28db9535a6c377479b8a4c1ca59e0d4dd9c6619986e3fa4bc03b7ef4c1de0f1b,160,1,245.381,722.931,272.123,735.832,V.6.9),proposition.416,sga1.e05.prop.6-9,97,/XYZ,87.874,662.9,prop,V,,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.a336e04e8140a3ee82aff7129f5d679e982f30c720ae8443a3b2ee8f5d03190c,160,2,155.453,710.585,186.537,722.214,IX.5.1.,proposition.615,sga1.e09.thm.5-1,158,/XYZ,87.874,348.537,thm,IX,,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.766498050f339e651b5a02b9991ae692efb6b3dd6a8804f44d752950837af8a0,160,3,501.197,677.982,507.423,691.459,of d8.,Hfootnote.623,sga1.reader.footnote.623,160,/XYZ,110.041,117.916,footnote,,,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.182e4e7b81988a55191a73a917001c9a6959d098c205ac721c301bd448290878,160,4,116.045,665.031,146.546,676.660,"IX.5.3,",proposition.617,sga1.e09.cor.5-3,159,/XYZ,87.874,765.508,cor,IX,,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.c92f8a460536a7981a8f96b9200bce8dcd3d2436d1ade881a4fe6cc9cf316a2d,160,5,426.259,554.719,456.760,566.348,IX.5.4,proposition.618,sga1.e09.cor.5-4,159,/XYZ,87.874,597.718,cor,IX,,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.e1da05710d2d38184f0b6e8751b7089ef659d3e91caf35c97ab0ec99118bed03,160,6,478.169,554.719,508.671,566.348,IX.5.6,proposition.621,sga1.e09.cor.5-6,159,/XYZ,87.874,280.198,cor,IX,,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.34fb6be0a3768a90263c1d5bf2736641701b9aa65cbbd55b0670a8da180d4dd3,160,7,131.032,541.768,162.290,553.396,IX.5.1,proposition.615,sga1.e09.thm.5-1,158,/XYZ,87.874,348.537,thm,IX,,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.f3f26dd93f83cee6b248280ef05ca1d3b6b9c370485ef5b13061383c51c4ef0a,160,8,274.754,437.550,293.347,450.657,V.5) fund,section*.393,sga1.e05.sec.5,90,/XYZ,87.874,516.805,sec,V,Galois categories,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.a38747d302e0fed96dd8a2b1615ec89f454aba2b8de422a1dd5c4c7d045959ba,160,9,182.083,369.741,214.069,382.847,V.6.13) made to,proposition.420,sga1.e05.prop.6-13,97,/XYZ,87.874,241.752,prop,V,,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.866c5a48b334440a23d842f37baeb5fd137da3289533767388458a1317846e05,162,0,148.942,735.882,185.376,748.784,"IX.4.11, e reduced",proposition.604,sga1.e09.cor.4-11,155,/XYZ,87.874,395.81,cor,IX,,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.88c05cf3df825b0c728bfe4a32cb70822d7d86d0120e46d71b8394ac751ab849,162,1,422.146,546.064,453.230,558.966,(IX.3.4) omorph,proposition.587,sga1.e09.cor.3-4,152,/XYZ,87.874,765.508,cor,IX,,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.6d30490408d39d57e8f508ef2676313f1cd0025c4888523735de590fdb8f9292,162,2,353.858,520.767,386.456,532.396,V.6.13,proposition.420,sga1.e05.prop.6-13,97,/XYZ,87.874,241.752,prop,V,,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.c93779323aaff834c431608f81d0aff115a8f8f4e611a97122cf0b15be677d66,162,3,99.605,459.896,130.688,471.524,"IX.6.1,",proposition.626,sga1.e09.thm.6-1,161,/XYZ,87.874,396.819,thm,IX,,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.5a07fd7c2e841643ce24c7a0ef4fd0dfd2f7c22a3797e62cbead400ca0e28f5d,162,4,365.992,446.944,397.075,458.573,IX.6.1,proposition.626,sga1.e09.thm.6-1,161,/XYZ,87.874,396.819,thm,IX,,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.e2c5d6775189df9bd93d9ef18eddbf8cbac31289eb4afaef3d0df9c29d7959a6,162,5,375.677,387.576,407.827,400.077,IX.3.4.,proposition.587,sga1.e09.cor.3-4,152,/XYZ,87.874,765.508,cor,IX,,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.27e00d78fec9686c9cafea0c3515def7ce6e5c250971e8ebfb833794ba375690,162,6,202.376,273.494,233.169,287.176,"IX.6.1,",proposition.626,sga1.e09.thm.6-1,161,/XYZ,87.874,396.819,thm,IX,,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.273b7d1c7335b7bd1a05f8d4e447e3dedd28196a86085745850c9a06515025f2,162,7,441.130,138.854,473.279,150.543,IX.6.1,proposition.626,sga1.e09.thm.6-1,161,/XYZ,87.874,396.819,thm,IX,,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.cd3f34127752bba220a75710428dc35c4fd1defecd1992e9f10256ebf75477e8,163,0,203.220,577.962,239.758,590.864,(IX.4.10) to provi,proposition.602,sga1.e09.thm.4-10,155,/XYZ,87.874,603.421,thm,IX,,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.67975597a6222d1fe4f04430a0fb5ab5d32f0c5139256e10d249fd285159d959,163,1,257.567,565.617,288.999,577.246,IX.6.5,proposition.630,sga1.e09.thm.6-5,163,/XYZ,87.874,765.508,thm,IX,,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.a618082f54a8b338e00201df73fe03225ebb64fa2ece1c6508900c5a7598f035,163,2,298.454,120.170,335.683,133.072,IX.1.10 S. Here,proposition.575,sga1.e09.thm.1-10,149,/XYZ,87.874,180.582,thm,IX,,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.f92e085c5e64ef39fe42b68245bdde30d60c75bdaae1e5f86e1c8a5826280369,163,3,222.550,94.873,258.397,106.502,IX.1.10;,proposition.575,sga1.e09.thm.1-10,149,/XYZ,87.874,180.582,thm,IX,,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.d232ee87ce02cf3b8742cfc0cbbae2c7aa9441916125e48ef6b9b4085acf550e,164,0,320.660,692.883,352.358,705.383,"IX.6.5,",proposition.630,sga1.e09.thm.6-5,163,/XYZ,87.874,765.508,thm,IX,,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.bfe731d53adb8f79f079a1e5e129f9fe335de6bff2edcfed29e93893b300ee1a,164,1,228.715,555.399,251.725,567.027,"IX.4,",section*.589,sga1.e09.sec.4,152,/XYZ,87.874,471.269,sec,IX,Descent of \'etale preschemes: effectivity criteria,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.ea049155d57fa9c94e60ca2f06e658495c1942706730049b4231b8fa9bb5d362,164,2,444.389,555.399,476.054,567.027,IX.6.7,proposition.632,sga1.e09.cor.6-7,164,/XYZ,87.874,708.952,cor,IX,,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.c18fe31eb9453e1869e1f13e5361a30b4e000c071e648cf591bf8acbfe92f78e,164,3,408.028,407.656,439.082,420.156,"IX.6.8,",proposition.633,sga1.e09.cor.6-8,164,/XYZ,87.874,540.984,cor,IX,,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.a48cd850210030f75d4c159b2d29353aa6018202a5aa77daf9e1f7061032a0d8,164,4,301.197,394.705,332.862,407.205,IX.4.7,proposition.597,sga1.e09.thm.4-7,153,/XYZ,87.874,160.303,thm,IX,,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.ba7ea2efc3d46a6c70707a0fca1fe1a1387a6538e86ce365ba95f1221be97bb0,164,5,457.583,355.850,493.776,367.479,IX.4.12,proposition.605,sga1.e09.thm.4-12,155,/XYZ,87.874,304.761,thm,IX,,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.22abe67b7d03b415f78aa9fa0e6c497522e0a5a34c415d9fe5c7428cf334983f,164,6,278.819,325.366,309.321,337.056,IX.6.7,proposition.632,sga1.e09.cor.6-7,164,/XYZ,87.874,708.952,cor,IX,,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.13739fd5ead70108d9251575b32c69ce4cb8735d54cbb058ab206e527887ce98,164,7,274.835,154.731,297.495,166.360,"IX.4,",section*.589,sga1.e09.sec.4,152,/XYZ,87.874,471.269,sec,IX,Descent of \'etale preschemes: effectivity criteria,inherited_internal_link,,,resolved_stable_goto
