residual_id,candidate_id,source_relpath,source_line,source_column,visible_text,normalized_locator,classification,target_label,target_id,reason,context,context_sha256,source_sha256_at_adjudication,status
sga1.residual.sha256.c304a70c6e422c6e4abe7a9fe096a64ae1582dc5513a0fd0fddb2cfeba7167e1,sga1.candidate.sha256.c304a70c6e422c6e4abe7a9fe096a64ae1582dc5513a0fd0fddb2cfeba7167e1,drafts/SGA1_XIII_3_CASE2_AND_CASE3_A_English.texfrag,52,6,IV 9.6.1,IV.9.6.1,external_work_reference,,,nearby work identifier scopes locator outside SGA 1,"(EGA~IV 9.6.1 and 12.1.6). Let $X_2=X_1 \times_X X_1$, and let $q \colon",A5AC8C92E1F996ED5F7B7FD37CA5918C716787CB1E199CB1CB2CBB909E2040A2,F4E750EC1397E8E0291B5EEE14F969B0C725CA712BC1BB6C5E193E722D08493D,reviewed_positive_residual
sga1.residual.sha256.0569da3c25f7f6495a47bb75a834467faac69e0a7b31096505c493a8d04f9e78,sga1.candidate.sha256.0569da3c25f7f6495a47bb75a834467faac69e0a7b31096505c493a8d04f9e78,drafts/SGA1_XIII_3_CASE2_AND_CASE3_A_English.texfrag,52,19,12.1.6,XIII.12.1.6,external_work_reference,,,nearby work identifier scopes locator outside SGA 1,"(EGA~IV 9.6.1 and 12.1.6). Let $X_2=X_1 \times_X X_1$, and let $q \colon",A5AC8C92E1F996ED5F7B7FD37CA5918C716787CB1E199CB1CB2CBB909E2040A2,F4E750EC1397E8E0291B5EEE14F969B0C725CA712BC1BB6C5E193E722D08493D,reviewed_positive_residual
sga1.residual.sha256.6c294023e4488636b709aaf4cbdc9c2d06f10ccb03602c3be546103540f98f16,sga1.candidate.sha256.6c294023e4488636b709aaf4cbdc9c2d06f10ccb03602c3be546103540f98f16,drafts/SGA1_XIII_3_CASE2_AND_CASE3_A_English.texfrag,185,10,IX~2.14,IX.2.14,external_work_reference,,,nearby work identifier scopes locator outside SGA 1,"By SGA~4 IX~2.14, one can find a finite family of",9B4F07CC2F7DCE78AC7E044E92ACC1D8AB375179CA3BB6DCD895939EE0D018E6,F4E750EC1397E8E0291B5EEE14F969B0C725CA712BC1BB6C5E193E722D08493D,reviewed_positive_residual
sga1.residual.sha256.b580203741fb5b169ecf4e4101b73d82f416e8ec67afee1d92c98f4671ac0eb1,sga1.candidate.sha256.b580203741fb5b169ecf4e4101b73d82f416e8ec67afee1d92c98f4671ac0eb1,drafts/SGA1_XIII_3_CASE2_AND_CASE3_A_English.texfrag,205,26,VIII~5.8,VIII.5.8,external_work_reference,,,nearby work identifier scopes locator outside SGA 1,"group $p_{i*}C_i$ (SGA~4 VIII~5.8), we see that $f_*\Psi$ is",D63A380637EDD3E26F8F40676D3377B52A90C401C95656A2B64A7BE3172E64E9,F4E750EC1397E8E0291B5EEE14F969B0C725CA712BC1BB6C5E193E722D08493D,reviewed_positive_residual
sga1.residual.sha256.a58c04f1e722dfb1b045d2ceeb9d09d4043464385901295bd0bd1ed0079fb30e,sga1.candidate.sha256.a58c04f1e722dfb1b045d2ceeb9d09d4043464385901295bd0bd1ed0079fb30e,drafts/SGA1_XIII_3_CASE2_AND_CASE3_A_English.texfrag,214,8,IX~2.7,IX.2.7,external_work_reference,,,nearby work identifier scopes locator outside SGA 1,"(SGA~4 IX~2.7); moreover, we may suppose that the image of the",DA37938500B6998ECA324C34023EEEAE03E2FBF2631EA271C62EAC9BB11CAE81,F4E750EC1397E8E0291B5EEE14F969B0C725CA712BC1BB6C5E193E722D08493D,reviewed_positive_residual
sga1.residual.sha256.0af1c23f7fa43907bafe6d57cb0718b618493d832ad1c1d9292392855859ba06,sga1.candidate.sha256.0af1c23f7fa43907bafe6d57cb0718b618493d832ad1c1d9292392855859ba06,drafts/SGA1_XIII_3_CASE3_B_THROUGH_3_1_3_English.texfrag,103,23,IX~2.9,IX.2.9,external_work_reference,,,nearby work identifier scopes locator outside SGA 1,"It follows from SGA~4 IX~2.9 that if \(\Phi_1\) is constructible,",C4E03825365AB14372814CB179137C69F5EDA48247CDE9B17B7A8502F93870CE,B20EE316C43BCB543B114DB5D234E7B014C628934659CFF0109DC0609801F70A,reviewed_positive_residual
sga1.residual.sha256.e5e3ad69ff6b845d0a0d42986c50b7dd104c198eed3b9b0935b98ca134938290,sga1.candidate.sha256.e5e3ad69ff6b845d0a0d42986c50b7dd104c198eed3b9b0935b98ca134938290,drafts/SGA1_XIII_3_CASE3_B_THROUGH_3_1_3_English.texfrag,114,7,IX~2.9,IX.2.9,external_work_reference,,,nearby work identifier scopes locator outside SGA 1,"SGA~4 IX~2.9, \(G\) is a constructible sheaf. We can therefore find",0C910F0EC6EFAD0B06324E35D7A5CADCE0212B3A5FFE11D8289D79E9FB1B170D,B20EE316C43BCB543B114DB5D234E7B014C628934659CFF0109DC0609801F70A,reviewed_positive_residual
sga1.residual.sha256.506e5a97df2d33fb10ff5bee9b1339df2fbdea9cc0d9ee27fd489e6aec9b1b43,sga1.candidate.sha256.506e5a97df2d33fb10ff5bee9b1339df2fbdea9cc0d9ee27fd489e6aec9b1b43,drafts/SGA1_XIII_3_CASE3_B_THROUGH_3_1_3_English.texfrag,120,8,IX~2.7,IX.2.7,external_work_reference,,,nearby work identifier scopes locator outside SGA 1,(SGA~4 IX~2.7).,1E538B5B06209BBDB7ED1890F26DDD9C04BCA029381763FE188152D24C4DF4DA,B20EE316C43BCB543B114DB5D234E7B014C628934659CFF0109DC0609801F70A,reviewed_positive_residual
sga1.residual.sha256.cb3340487e2812df03e44020a0c31985edb073c069f402b252590c84b31e318e,sga1.candidate.sha256.cb3340487e2812df03e44020a0c31985edb073c069f402b252590c84b31e318e,drafts/SGA1_XIII_3_COROLLARIES_English.texfrag,26,10,IX~2.7.2,IX.2.7.2,external_work_reference,,,nearby work identifier scopes locator outside SGA 1,"By SGA~4 IX~2.7.2, \(F\) can be written as a filtered inductive limit",86681C8018B265CB50CF6E020601CB1F4C025622A05E396E676F646590DDF565,073F8B20F59649A1C75569797A378500C43D441E8ECA28A5003E047A8E348EE2,reviewed_positive_residual
sga1.residual.sha256.1d682c5758c4432d69fbc8f905023aece7a2bd2792b01130a708cf4b77d28466,sga1.candidate.sha256.1d682c5758c4432d69fbc8f905023aece7a2bd2792b01130a708cf4b77d28466,drafts/SGA1_XIII_3_COROLLARIES_English.texfrag,33,8,VII~3.3,VII.3.3,unavailable_expose_reference,,,Exposé VII does not exist in SGA 1,"(SGA~4 VII~3.3). If the \((F_i,f)\) are known to be",3210BE39CE992BBECAC54545ED21ACF9851934EEAA980FB8E628F6D229BD7E0C,073F8B20F59649A1C75569797A378500C43D441E8ECA28A5003E047A8E348EE2,reviewed_positive_residual
sga1.residual.sha256.5a2e1fe25f8f115009073c472a469eec64b84d62b6bf6bef99d69fd86a27d1f1,sga1.candidate.sha256.5a2e1fe25f8f115009073c472a469eec64b84d62b6bf6bef99d69fd86a27d1f1,drafts/SGA1_XIII_3_COROLLARIES_English.texfrag,89,28,IV 7.9.1,IV.7.9.1,external_work_reference,,,nearby work identifier scopes locator outside SGA 1,singularities \textup{(EGA~IV 7.9.1)}. If \(\LL\) denotes the set,E19BCE024685E252429F21CE9DB810F4569F5ADF969AA8EA607627283BE9D8F2,073F8B20F59649A1C75569797A378500C43D441E8ECA28A5003E047A8E348EE2,reviewed_positive_residual
sga1.residual.sha256.4600f4f70eef0004052c2b25f43510ec6258d5b75344165dc58ab3cbcf6a218c,sga1.candidate.sha256.4600f4f70eef0004052c2b25f43510ec6258d5b75344165dc58ab3cbcf6a218c,drafts/SGA1_XIII_3_COROLLARIES_English.texfrag,97,8,VIII~1.1,VIII.1.1,external_work_reference,,,nearby work identifier scopes locator outside SGA 1,"(SGA~4 VIII~1.1). By passage to the limit, we may suppose that \(S\)",04819573E577553022C0E0E11219BB0B7BA3A4723A7DAFB9B1DB93683E2F74B8,073F8B20F59649A1C75569797A378500C43D441E8ECA28A5003E047A8E348EE2,reviewed_positive_residual
sga1.residual.sha256.83a01de827986ef198dfec4d2e2552451ce33eb77ba222ea0427c853ad5693fc,sga1.candidate.sha256.83a01de827986ef198dfec4d2e2552451ce33eb77ba222ea0427c853ad5693fc,drafts/SGA1_XIII_3_COROLLARIES_English.texfrag,109,23,IV 12.1.1,IV.12.1.1,external_work_reference,,,nearby work identifier scopes locator outside SGA 1,"separable fibers (EGA~IV 12.1.1), which implies that \(f\) is",3DA4A05742559CEA13D35F5F281A310C61DBD6F829BD37320C46DD0F60F7ECAF,073F8B20F59649A1C75569797A378500C43D441E8ECA28A5003E047A8E348EE2,reviewed_positive_residual
sga1.residual.sha256.9a74594beac6e9a751a1b4085cb9b9d2ef41fed5e910b45bb6343562da7dbf35,sga1.candidate.sha256.9a74594beac6e9a751a1b4085cb9b9d2ef41fed5e910b45bb6343562da7dbf35,drafts/SGA1_XIII_3_COROLLARIES_English.texfrag,110,34,XV~4.1,XV.4.1,external_work_reference,,,nearby work identifier scopes locator outside SGA 1,universally \(0\)-acyclic (SGA~4 XV~4.1).,BCE59CF510F5186902B6FE0C13C76BCC59E71209EF9B10EC354D697C597EDA3A,073F8B20F59649A1C75569797A378500C43D441E8ECA28A5003E047A8E348EE2,reviewed_positive_residual
sga1.residual.sha256.dae59fe14b9901f91cf63cb1db949d2b820edcb70028cdc0d6c8260e5f99b995,sga1.candidate.sha256.dae59fe14b9901f91cf63cb1db949d2b820edcb70028cdc0d6c8260e5f99b995,drafts/SGA1_XIII_3_COROLLARIES_English.texfrag,124,33,IV 9.6.1,IV.9.6.1,external_work_reference,,,nearby work identifier scopes locator outside SGA 1,\(Y\) is smooth over~\(S\) (EGA~IV 9.6.1 and 12.1.6). It is enough,EAAD1EE9754C7F68AA6D332E830F05EC51437BBA1289AF0B9C3C21FFD63C4B02,073F8B20F59649A1C75569797A378500C43D441E8ECA28A5003E047A8E348EE2,reviewed_positive_residual
sga1.residual.sha256.742c07d3048b0f952f3349f31554c0339bf8acf208fcbd7eb71dad8963bb4ee3,sga1.candidate.sha256.742c07d3048b0f952f3349f31554c0339bf8acf208fcbd7eb71dad8963bb4ee3,drafts/SGA1_XIII_3_COROLLARIES_English.texfrag,124,46,12.1.6,XIII.12.1.6,external_work_reference,,,nearby work identifier scopes locator outside SGA 1,\(Y\) is smooth over~\(S\) (EGA~IV 9.6.1 and 12.1.6). It is enough,EAAD1EE9754C7F68AA6D332E830F05EC51437BBA1289AF0B9C3C21FFD63C4B02,073F8B20F59649A1C75569797A378500C43D441E8ECA28A5003E047A8E348EE2,reviewed_positive_residual
sga1.residual.sha256.cbb61b8002b8029d6391a595eab5396271e60509efe0572e9d1db7928e4394a8,sga1.candidate.sha256.cbb61b8002b8029d6391a595eab5396271e60509efe0572e9d1db7928e4394a8,drafts/SGA1_XIII_3_COROLLARIES_English.texfrag,178,43,XV~2.1,XV.2.1,external_work_reference,,,nearby work identifier scopes locator outside SGA 1,"locally \(1\)-aspherical for \(\LL\) (SGA~XV~2.1),",3AE89A30D99ACDFBDD2C24B95D269D8595EFB059DC0BC61E4062BAC720351F67,073F8B20F59649A1C75569797A378500C43D441E8ECA28A5003E047A8E348EE2,reviewed_positive_residual
sga1.residual.sha256.4166be3dd1b39ef10bb212292b6e3af75167438ee298d400a86c335303fb8e48,sga1.candidate.sha256.4166be3dd1b39ef10bb212292b6e3af75167438ee298d400a86c335303fb8e48,drafts/SGA1_XIII_3_COROLLARIES_English.texfrag,206,18,XV~1.3,XV.1.3,external_work_reference,,,nearby work identifier scopes locator outside SGA 1,the limit (SGA~4 XV~1.3) reduces us to the case where \(X\) is of,D40976A51FE058E5D59443FDCC38D2E2B4A5A142A73B7A43A319CFC8230AC628,073F8B20F59649A1C75569797A378500C43D441E8ECA28A5003E047A8E348EE2,reviewed_positive_residual
sga1.residual.sha256.14a764dd3a9c972d2352777f0c0c851865070df6846ccd07470f2021834d5973,sga1.candidate.sha256.14a764dd3a9c972d2352777f0c0c851865070df6846ccd07470f2021834d5973,drafts/SGA1_XIII_3_COROLLARIES_English.texfrag,220,16,I~3.1.5,I.3.1.5,external_work_reference,,,nearby work identifier scopes locator outside SGA 1,\textup{(SGA~5 I~3.1.5)}. If \(\LL\) denotes the set of prime numbers,58B71398C0384242F420B4F59BEAC890129B04D4ADB8C393E3A9D33253AA6C9F,073F8B20F59649A1C75569797A378500C43D441E8ECA28A5003E047A8E348EE2,reviewed_positive_residual
sga1.residual.sha256.70a8c460a43c1179cf3eefba0a32bb8c2b9c6d3d46eae7173e643dec87e68934,sga1.candidate.sha256.70a8c460a43c1179cf3eefba0a32bb8c2b9c6d3d46eae7173e643dec87e68934,drafts/SGA1_XIII_3_OPENING_AND_CASE1_English.texfrag,30,46,I~3.1.5,I.3.1.5,external_work_reference,,,nearby work identifier scopes locator outside SGA 1,are strongly desingularizable \textup{(SGA~5 I~3.1.5)}. Then the,49A5EC6787A0D3E243E9D1ADD4C0D92BFF973EDB7515C89F42E0DDFC5193A421,1D9E3862E754C3087AEBCA578EDD614BC75E50D14F60A4C7449B5F7B499214F1,reviewed_positive_residual
sga1.residual.sha256.df75d22ff7d51a3455c90dbe5898c09285f0051cf56251df46df90b4e22c660e,sga1.candidate.sha256.df75d22ff7d51a3455c90dbe5898c09285f0051cf56251df46df90b4e22c660e,drafts/SGA1_XIII_3_OPENING_AND_CASE1_English.texfrag,58,45,VIII~1.1,VIII.1.1,external_work_reference,,,nearby work identifier scopes locator outside SGA 1,"We may suppose that $S$ is affine; by SGA~4 VIII~1.1, we may",B89F6CE72EFC3EEE9EE19A378738520399D8EE92BFC74DD44080919E35E878F5,1D9E3862E754C3087AEBCA578EDD614BC75E50D14F60A4C7449B5F7B499214F1,reviewed_positive_residual
sga1.residual.sha256.aa524fed30d68c4078757f763d93b0f7a6084041a360f43a93132ba9a00a3629,sga1.candidate.sha256.aa524fed30d68c4078757f763d93b0f7a6084041a360f43a93132ba9a00a3629,drafts/SGA1_XIII_3_OPENING_AND_CASE1_English.texfrag,75,52,IV 8.8.2,IV.8.8.2,external_work_reference,,,nearby work identifier scopes locator outside SGA 1,finite surjective morphism $p\colon X_1\to X$ (EGA~IV 8.8.2 and,F5549D3FB1F66DE1A2A243380CD11C65042C9749944C9C1AD4B632DE8425D5E8,1D9E3862E754C3087AEBCA578EDD614BC75E50D14F60A4C7449B5F7B499214F1,reviewed_positive_residual
sga1.residual.sha256.248ec81256edd39536a0b822f54161a65adbeb697308e8d1bf571b22380b1ec0,sga1.candidate.sha256.248ec81256edd39536a0b822f54161a65adbeb697308e8d1bf571b22380b1ec0,drafts/SGA1_XIII_3_OPENING_AND_CASE1_English.texfrag,76,1,9.6.1,XIII.9.6.1,external_work_reference,,,nearby work identifier scopes locator outside SGA 1,9.6.1). Suppose that the theorem has been proved for,768B1196A825521790A2FAEA878D4E3F707DC15ABDC81BB032FF071A9E36CD81,1D9E3862E754C3087AEBCA578EDD614BC75E50D14F60A4C7449B5F7B499214F1,reviewed_positive_residual
sga1.residual.sha256.c3445b8c252e8d21bf5dfef893600cec61d809a35938685b698fadc950fd0320,sga1.candidate.sha256.c3445b8c252e8d21bf5dfef893600cec61d809a35938685b698fadc950fd0320,drafts/SGA1_XIII_3_OPENING_AND_CASE1_English.texfrag,89,1,IX~2.9,IX.2.9,external_work_reference,,,nearby work identifier scopes locator outside SGA 1,"IX~2.9~(ii)) and that $(F,f)$ is cohomologically proper relative",4A01672923C60D94AE8CE28FD0E5E750B7EA10013714662FABA7CF78FCD85554,1D9E3862E754C3087AEBCA578EDD614BC75E50D14F60A4C7449B5F7B499214F1,reviewed_positive_residual
sga1.residual.sha256.d254e325ca3918095df9f0fe359d33b71140aa8a55154632589f69164191e4a6,sga1.candidate.sha256.d254e325ca3918095df9f0fe359d33b71140aa8a55154632589f69164191e4a6,drafts/SGA1_XIII_3_OPENING_AND_CASE1_English.texfrag,117,1,8.9.1,XIII.8.9.1,external_work_reference,,,nearby work identifier scopes locator outside SGA 1,"8.9.1). Since the morphism $X \to S$ is normal, by",CBD75016958E138B7314B93E5AA67AAA99B692683D1DE2A1BC6E3D0506449574,1D9E3862E754C3087AEBCA578EDD614BC75E50D14F60A4C7449B5F7B499214F1,reviewed_positive_residual
sga1.residual.sha256.e7ad28073dcbb043b9cc5a6df9e33bd047c75e1682f0fc8ea61192fcdb8e7fc9,sga1.candidate.sha256.e7ad28073dcbb043b9cc5a6df9e33bd047c75e1682f0fc8ea61192fcdb8e7fc9,drafts/SGA1_XIII_3_OPENING_AND_CASE1_English.texfrag,118,7,XIV~1.18,XIV.1.18,external_work_reference,,,nearby work identifier scopes locator outside SGA 1,SGA~2 XIV~1.18 we have,A44AA6124FBD457B7BADDB84AC3747F66400A8EA0B9AA7C164D631B5E51FCDE6,1D9E3862E754C3087AEBCA578EDD614BC75E50D14F60A4C7449B5F7B499214F1,reviewed_positive_residual
sga1.residual.sha256.7ef41f140e27ad89d301a21b1e94d6ebc47c1ea7bf8207120da4a94e760a1f5b,sga1.candidate.sha256.7ef41f140e27ad89d301a21b1e94d6ebc47c1ea7bf8207120da4a94e760a1f5b,drafts/SGA1_XIII_3_OPENING_AND_CASE1_English.texfrag,136,40,IV 7.8.3,IV.7.8.3,external_work_reference,,,nearby work identifier scopes locator outside SGA 1,We may suppose that $S$ is normal (EGA~IV 7.8.3). One can find a,79A8E9A0E2CB806236F772FE9C1B10EC9F421C82069C5A92509266862A5F3D57,1D9E3862E754C3087AEBCA578EDD614BC75E50D14F60A4C7449B5F7B499214F1,reviewed_positive_residual
sga1.residual.sha256.3799c55d13ae68105f5da7c604341ae3421c4f339681bb59aaba221e80665e93,sga1.candidate.sha256.3799c55d13ae68105f5da7c604341ae3421c4f339681bb59aaba221e80665e93,drafts/SGA1_XIII_3_OPENING_AND_CASE1_English.texfrag,156,22,IV 6.9.1,IV.6.9.1,external_work_reference,,,nearby work identifier scopes locator outside SGA 1,"proper morphism (EGA~IV 6.9.1, 9.9.4 and 9.6.1). For every finite",8B80A9F52F7F37AF8A5EAFBA2321B7DE36B489B7280B9E955D64F098D9A4B7DB,1D9E3862E754C3087AEBCA578EDD614BC75E50D14F60A4C7449B5F7B499214F1,reviewed_positive_residual
sga1.residual.sha256.b90c90ca1addf318d920cb88831f25748b95d018f16e749f07fafe919e380335,sga1.candidate.sha256.b90c90ca1addf318d920cb88831f25748b95d018f16e749f07fafe919e380335,drafts/SGA1_XIII_3_OPENING_AND_CASE1_English.texfrag,156,32,9.9.4,XIII.9.9.4,external_work_reference,,,nearby work identifier scopes locator outside SGA 1,"proper morphism (EGA~IV 6.9.1, 9.9.4 and 9.6.1). For every finite",8B80A9F52F7F37AF8A5EAFBA2321B7DE36B489B7280B9E955D64F098D9A4B7DB,1D9E3862E754C3087AEBCA578EDD614BC75E50D14F60A4C7449B5F7B499214F1,reviewed_positive_residual
sga1.residual.sha256.ce17ac764e8b6670216f660f2e6b34a7fe39c60d504ccf0a15c7876979ec6eff,sga1.candidate.sha256.ce17ac764e8b6670216f660f2e6b34a7fe39c60d504ccf0a15c7876979ec6eff,drafts/SGA1_XIII_3_OPENING_AND_CASE1_English.texfrag,156,42,9.6.1,XIII.9.6.1,external_work_reference,,,nearby work identifier scopes locator outside SGA 1,"proper morphism (EGA~IV 6.9.1, 9.9.4 and 9.6.1). For every finite",8B80A9F52F7F37AF8A5EAFBA2321B7DE36B489B7280B9E955D64F098D9A4B7DB,1D9E3862E754C3087AEBCA578EDD614BC75E50D14F60A4C7449B5F7B499214F1,reviewed_positive_residual
sga1.residual.sha256.ef1e451945404dfb9adf2aa8b03a0c2d0694109834f2e60f077c38875a6e6d79,sga1.candidate.sha256.ef1e451945404dfb9adf2aa8b03a0c2d0694109834f2e60f077c38875a6e6d79,drafts/SGA1_XIII_3_OPENING_AND_CASE1_English.texfrag,158,38,2.14.1,XIII.2.14.1,external_work_reference,,,nearby work identifier scopes locator outside SGA 1,"constant sheaf with value $C$ (SGA~4 2.14.1), and the same is true",EE1110FA444729A6369EB0ECAA97FB543F6E29B443D11AEE337FBE795DAC1F2C,1D9E3862E754C3087AEBCA578EDD614BC75E50D14F60A4C7449B5F7B499214F1,reviewed_positive_residual
sga1.residual.sha256.a96e8e38928ba4fa4f97466918155845d76f600864d5c1e99246226badbec0d0,sga1.candidate.sha256.a96e8e38928ba4fa4f97466918155845d76f600864d5c1e99246226badbec0d0,drafts/SGA1_XIII_4_1_English.texfrag,101,60,I~3.1.5,I.3.1.5,external_work_reference,,,nearby work identifier scopes locator outside SGA 1,$\leq\dim X$ are strongly desingularizable. \textup{(SGA~5 I~3.1.5)}.,A2B26029BD2FDC97760F78A6D69D809DF4D50BE18874FC3E211FAC94E57A5C02,2E7E947C3FED34C846316150681ACA70AF2D19F4C2F39AC020C64A8B6189DFD7,reviewed_positive_residual
sga1.residual.sha256.27e441887fccb8d2a758a86551a90bbeaf5d9083a34f99e75461ff8bad27ff46,sga1.candidate.sha256.27e441887fccb8d2a758a86551a90bbeaf5d9083a34f99e75461ff8bad27ff46,drafts/SGA1_XIII_4_1_English.texfrag,125,8,VIII~1.1,VIII.1.1,external_work_reference,,,nearby work identifier scopes locator outside SGA 1,"(SGA~4 VIII~1.1). Let $Z=X\times_k Y$, and let $g\colon X\to k$ and $f\colon",C3BC9C9DC97A68D83096519C44ABBBF92FEC224699912CE900B51EE5731D1B81,2E7E947C3FED34C846316150681ACA70AF2D19F4C2F39AC020C64A8B6189DFD7,reviewed_positive_residual
sga1.residual.sha256.5b1f10f21c8e96f42cf9e4a3bf9f9552c8a6820d8745e5d18c7dad7faf86f34f,sga1.candidate.sha256.5b1f10f21c8e96f42cf9e4a3bf9f9552c8a6820d8745e5d18c7dad7faf86f34f,drafts/SGA1_XIII_4_1_English.texfrag,128,51,XV~1.16,XV.1.16,external_work_reference,,,nearby work identifier scopes locator outside SGA 1,"Since $X$ is connected, $f$ is $0$-acyclic (SGA~4 XV~1.16). Moreover,",C85BFB64FDBF3E34F73BED3AE6931242FF593579CCFAE1A64B285BC038271749,2E7E947C3FED34C846316150681ACA70AF2D19F4C2F39AC020C64A8B6189DFD7,reviewed_positive_residual
sga1.residual.sha256.c9f4e5f1307b16d7ff12909aae3a13eaa9a8dc889557fd331df3773dee20566e,sga1.candidate.sha256.c9f4e5f1307b16d7ff12909aae3a13eaa9a8dc889557fd331df3773dee20566e,drafts/SGA1_XIII_4_2_English.texfrag,14,33,IX~2.12,IX.2.12,external_work_reference,,,nearby work identifier scopes locator outside SGA 1,"arcwise connected scheme (SGA~4 IX~2.12), $U$ is a connected open subset of",96B09BF09D9F52C3FF27C9E6233279078E8872FFF4E2804A39F26134DC790FA2,4F7A18D625B2BD89C57AEC48E383F2745196EBC190C938C0B1A9832408A7904D,reviewed_positive_residual
sga1.residual.sha256.aa4fe9945ed289c00ff5e6e6cd1f63f939d94e053c1155a16c44f687ed63d2f0,sga1.candidate.sha256.aa4fe9945ed289c00ff5e6e6cd1f63f939d94e053c1155a16c44f687ed63d2f0,drafts/SGA1_XIII_4_2_English.texfrag,58,58,XIV~1.1,XIV.1.1,external_work_reference,,,nearby work identifier scopes locator outside SGA 1,"\item[c)] If $T=S-U$, then $\prof \et_T(S)\geq 2$ (SGA~2 XIV~1.1).",B6C8FDBCC4D032A77FC568F622C27B97C2044C5D2CC8EE3DEF029DF583AF9F96,4F7A18D625B2BD89C57AEC48E383F2745196EBC190C938C0B1A9832408A7904D,reviewed_positive_residual
sga1.residual.sha256.256f770d2e71b0ca311f600e9644b34eaaaac5b40359ea01f348b17de89639eb,sga1.candidate.sha256.256f770d2e71b0ca311f600e9644b34eaaaac5b40359ea01f348b17de89639eb,drafts/SGA1_XIII_4_2_English.texfrag,62,8,XVI~1.4,XVI.1.4,external_work_reference,,,nearby work identifier scopes locator outside SGA 1,(SGA~2 XVI~1.4). It follows that the morphism,3B6FA00A27A5B6A7FB63C1C18C4C03BCFCD44308867AEE50F8911977E055BDF3,4F7A18D625B2BD89C57AEC48E383F2745196EBC190C938C0B1A9832408A7904D,reviewed_positive_residual
sga1.residual.sha256.46deaa6b2e2a2089d4b50be012f1064259cc661df94b7d6eed80779dc04821b4,sga1.candidate.sha256.46deaa6b2e2a2089d4b50be012f1064259cc661df94b7d6eed80779dc04821b4,drafts/SGA1_XIII_4_2_English.texfrag,108,42,XIV~1.2,XIV.1.2,external_work_reference,,,nearby work identifier scopes locator outside SGA 1,\prof\hop_x(X)\geq 3 \quad\textup{(SGA~2 XIV~1.2)},7AE3BADADCB04E992B04BAACF7BD9B53781239905FBA73CF141E77F3AFBEAB58,4F7A18D625B2BD89C57AEC48E383F2745196EBC190C938C0B1A9832408A7904D,reviewed_positive_residual
sga1.residual.sha256.2439b919b01800190534b7ab54d026efa837c286d228fca280a00946ccbdec8c,sga1.candidate.sha256.2439b919b01800190534b7ab54d026efa837c286d228fca280a00946ccbdec8c,drafts/SGA1_XIII_4_2_English.texfrag,139,8,XIV~1.13,XIV.1.13,external_work_reference,,,nearby work identifier scopes locator outside SGA 1,"(SGA~2 XIV~1.13); consequently, if $Z|W_U$ extends to an",FAD9DCD30D8631F882E82B3AD2647128496A4A277667B60BB3437C4A04841444,4F7A18D625B2BD89C57AEC48E383F2745196EBC190C938C0B1A9832408A7904D,reviewed_positive_residual
sga1.residual.sha256.22a3a25809e220a9b6d9470003802307e14ae641f9fc5773da00e2407a0e118b,sga1.candidate.sha256.22a3a25809e220a9b6d9470003802307e14ae641f9fc5773da00e2407a0e118b,drafts/SGA1_XIII_4_2_English.texfrag,161,52,XV~1.15,XV.1.15,external_work_reference,,,nearby work identifier scopes locator outside SGA 1,"$\bar{s}$, $\bar{Z}|X_{\bar{s}}$ is trivial (SGA~4 XV~1.15). But",DCEB220F2E921009C1C3606AA0E93A563CB0AA90AB6023DD2ADB10F500CA91D9,4F7A18D625B2BD89C57AEC48E383F2745196EBC190C938C0B1A9832408A7904D,reviewed_positive_residual
sga1.residual.sha256.6bbe51480988e8ba03f349862660194a99b9ad3ec55fea25c4e37f6cb3e02602,sga1.candidate.sha256.6bbe51480988e8ba03f349862660194a99b9ad3ec55fea25c4e37f6cb3e02602,drafts/SGA1_XIII_4_2_English.texfrag,228,33,XV~4.1,XV.4.1,external_work_reference,,,nearby work identifier scopes locator outside SGA 1,condition a) follows from SGA~4 XV~4.1 and 1.4; conditions,AF0108E5060419F675AFE7EAF5CF815B628F4E391D2BEB330246C4594B653F38,4F7A18D625B2BD89C57AEC48E383F2745196EBC190C938C0B1A9832408A7904D,reviewed_positive_residual
sga1.residual.sha256.267fa2973c9b1c34c0918444bc916de42dcd96803aa1d1989c52afdfc7c4a1dc,sga1.candidate.sha256.267fa2973c9b1c34c0918444bc916de42dcd96803aa1d1989c52afdfc7c4a1dc,drafts/SGA1_XIII_4_2_English.texfrag,228,44,1.4,XIII.1.4,external_work_reference,,,nearby work identifier scopes locator outside SGA 1,condition a) follows from SGA~4 XV~4.1 and 1.4; conditions,AF0108E5060419F675AFE7EAF5CF815B628F4E391D2BEB330246C4594B653F38,4F7A18D625B2BD89C57AEC48E383F2745196EBC190C938C0B1A9832408A7904D,reviewed_positive_residual
sga1.residual.sha256.755e1401fb1b8370df195cf407eb9d9c74f1e95af1c18ba814b9e6ea21f2c2eb,sga1.candidate.sha256.755e1401fb1b8370df195cf407eb9d9c74f1e95af1c18ba814b9e6ea21f2c2eb,drafts/SGA1_XIII_4_2_English.texfrag,229,48,XV~2.1,XV.2.1,external_work_reference,,,nearby work identifier scopes locator outside SGA 1,b) and d) follow from~\Ref{XIII.1.4} and SGA~4 XV~2.1 and,09452A266B7B5BCA540ED2C8CAA3B0DCD62324846220AC899465017D63A53431,4F7A18D625B2BD89C57AEC48E383F2745196EBC190C938C0B1A9832408A7904D,reviewed_positive_residual
