"package_relative_path","original_relative_path","original_absolute_path","bucket","witness_class","source_type_or_extension","size_bytes","sha256","matched_source_url_or_locator","matched_license_or_access_signal","matched_topic_language_tags","matched_rtl_or_script_note","matched_status_or_gap_note","matched_evidence_ledgers","package_note","language_boundary","non_claim_boundary"
"source-bodies/pdf/20260705T054700Z_arabic_hiast_algebra_shelf_probe/downloads/hiast_algebra_II_linear_algebra.pdf","20260705T054700Z_arabic_hiast_algebra_shelf_probe/downloads/hiast_algebra_II_linear_algebra.pdf","C:\Users\memo_\Documents\Codex\2026-07-04\noether-arabic-rtl-source-evidence-draft-lane\sources\non_slavic_reference_corpus\20260705T054700Z_arabic_hiast_algebra_shelf_probe\downloads\hiast_algebra_II_linear_algebra.pdf","source-bodies/pdf","literal_source_body_pdf",".pdf","9490179","9E1A2EC4E2CD27889748DF75DCB9F631734F105A2E19BF542AD52F26470DB06F","https://hiast.edu.sy/sites/default/files/general/Algebra%20Vol.%202%20-O.%20Kouba-HIAST-2017.pdf","Official HIAST PDF; HEAD 200 application/pdf Content-Length 9490179 Last-Modified 2022-10-25; PDF and page carry CC-BY-ND 4.0 signal; signal only.","Arabic;linear algebra;vector spaces;linear maps;matrices;determinants;systems of linear equations;inner-product spaces;HIAST","Arabic RTL PDF; first-5-page extract hash 1BD1052005F5E209C342492A07546FEE9AA048810DA9275FA980C2BB80B573A4 confirms CC-BY-ND text and linear-algebra volume context. Not layout approval.","active_pdf_fallback_witness","NOETHER_ARABIC_RTL_HIAST_ALGEBRA_SHELF_SOURCE_PROBE_20260705.csv","PDF body copied as downloaded source witness.","Arabic only; does not cover Persian, Persianate, or Tajik rows.","Source-body/provenance package only; no native review, accepted terminology, license clearance, gate promotion, reviewer-packet population, or translation completion claim."
"provenance/html/20260705T054700Z_arabic_hiast_algebra_shelf_probe/downloads/hiast_algebra_II_metadata.html","20260705T054700Z_arabic_hiast_algebra_shelf_probe/downloads/hiast_algebra_II_metadata.html","C:\Users\memo_\Documents\Codex\2026-07-04\noether-arabic-rtl-source-evidence-draft-lane\sources\non_slavic_reference_corpus\20260705T054700Z_arabic_hiast_algebra_shelf_probe\downloads\hiast_algebra_II_metadata.html","provenance/html","provenance_or_metadata_html",".html","72789","CFE49D3DA82F40815DFDC2D43163BCCBC372CDE8FB5C1F937FEB5085DD95E02A","https://hiast.edu.sy/ar/publications/%D8%A7%D9%84%D8%AC%D8%A8%D8%B1-%D8%A7%D9%84%D8%AC%D8%B2%D8%A1-%D8%A7%D9%84%D8%AB%D8%A7%D9%86%D9%8A","Official HIAST page; states 2017 edition is freely downloadable under CC-BY-ND 4.0; HEAD 200 text/html Last-Modified 2026-07-05T03:48:52Z.","Arabic;HIAST;linear algebra;vector spaces;linear maps;matrices;determinants;systems of linear equations;Omran Kouba","Arabic RTL HTML metadata; topic list includes vector spaces, linear maps, matrices, determinants, systems of linear equations, reduction of linear maps, and inner-product spaces.","active_metadata_witness","NOETHER_ARABIC_RTL_HIAST_ALGEBRA_SHELF_SOURCE_PROBE_20260705.csv","HTML kept as provenance, metadata, article page, or access evidence; not counted as native reviewed source body.","Arabic only; does not cover Persian, Persianate, or Tajik rows.","Source-body/provenance package only; no native review, accepted terminology, license clearance, gate promotion, reviewer-packet population, or translation completion claim."
"provenance/html/20260705T061900Z_arabic_damascus_specialist_ring_matrix_probe/downloads/damascus_cayley_hamilton_article_page.html","20260705T061900Z_arabic_damascus_specialist_ring_matrix_probe/downloads/damascus_cayley_hamilton_article_page.html","C:\Users\memo_\Documents\Codex\2026-07-04\noether-arabic-rtl-source-evidence-draft-lane\sources\non_slavic_reference_corpus\20260705T061900Z_arabic_damascus_specialist_ring_matrix_probe\downloads\damascus_cayley_hamilton_article_page.html","provenance/html","provenance_or_metadata_html",".html","37499","26E517C73FF4A30AA1A0F86A071037BAE93AFD12618AD16829BD418B6326F8FB","https://journal.damascusuniversity.edu.sy/index.php/basj/ar/article/view/1133","HEAD 200 text/html; DC.Rights states journal copyright 2021; no explicit reuse license or license clearance is claimed.","Arabic;Cayley-Hamilton;Nakayama lemma;Krull dimension;Prüfer domains;locally normal rings;localization;modules;commutative algebra","HTML body has dir=rtl. Metadata corrects the earlier broad R3 shorthand: this is a commutative-algebra article using Cayley-Hamilton/Nakayama/Krull for Prüfer/local-normal-ring relations.","active_metadata_witness_corrected_topic","NOETHER_ARABIC_RTL_DAMASCUS_SPECIALIST_RING_MATRIX_SOURCE_PROBE_20260705.csv","HTML kept as provenance, metadata, article page, or access evidence; not counted as native reviewed source body.","Arabic only; does not cover Persian, Persianate, or Tajik rows.","Source-body/provenance package only; no native review, accepted terminology, license clearance, gate promotion, reviewer-packet population, or translation completion claim."
"provenance/download-probes-and-blockers/20260705T061900Z_arabic_damascus_specialist_ring_matrix_probe/downloads/damascus_cayley_hamilton_pdf_download_probe.bin","20260705T061900Z_arabic_damascus_specialist_ring_matrix_probe/downloads/damascus_cayley_hamilton_pdf_download_probe.bin","C:\Users\memo_\Documents\Codex\2026-07-04\noether-arabic-rtl-source-evidence-draft-lane\sources\non_slavic_reference_corpus\20260705T061900Z_arabic_damascus_specialist_ring_matrix_probe\downloads\damascus_cayley_hamilton_pdf_download_probe.bin","provenance/download-probes-and-blockers","download_probe_or_ambiguous_binary",".bin","619610","01E37F125A62322451388F068E71BBF7E28F0448F1A112F62252E821E65EC6D4","https://journal.damascusuniversity.edu.sy/index.php/basj/ar/article/download/3694/1220 ; https://journal.damascusuniversity.edu.sy/index.php/basj/ar/article/download/1133/844","Alternate download endpoints returned HTTP 200 application/pdf and the same hashes as the view PDF URLs; no source-file/license-clearance inference is made.","Arabic;official journal;endpoint equivalence;PDF hash match;source-package gap;TeX gap","Endpoint equivalence only. No additional RTL/layout or source-text evidence beyond the PDFs and extracts above.","active_endpoint_gap_row","NOETHER_ARABIC_RTL_DAMASCUS_SPECIALIST_RING_MATRIX_SOURCE_PROBE_20260705.csv","Ambiguous download/probe binary kept outside source-body bucket.","Arabic only; does not cover Persian, Persianate, or Tajik rows.","Source-body/provenance package only; no native review, accepted terminology, license clearance, gate promotion, reviewer-packet population, or translation completion claim."
"extracted-ocr-witnesses/20260705T061900Z_arabic_damascus_specialist_ring_matrix_probe/downloads/damascus_cayley_hamilton_pdf.first5.txt","20260705T061900Z_arabic_damascus_specialist_ring_matrix_probe/downloads/damascus_cayley_hamilton_pdf.first5.txt","C:\Users\memo_\Documents\Codex\2026-07-04\noether-arabic-rtl-source-evidence-draft-lane\sources\non_slavic_reference_corpus\20260705T061900Z_arabic_damascus_specialist_ring_matrix_probe\downloads\damascus_cayley_hamilton_pdf.first5.txt","extracted-ocr-witnesses","extracted_text_or_ocr_witness",".txt","10539","2AECBAE6C78BBF75B40207EF1AE30B8010A624E2E506DD45B92CB6298F0A8159","local first-5-page extract from official PDF","Derived verification artifact only; inherits PDF access/license uncertainty; no separate license clearance.","Arabic;Cayley-Hamilton;Nakayama;Krull;localization;ideals;modules;text extraction","First-5-page extract is non-empty and searchable, but it is not layout-safe and must not be used for canonical punctuation/formula placement.","active_text_extract_verification","NOETHER_ARABIC_RTL_DAMASCUS_SPECIALIST_RING_MATRIX_SOURCE_PROBE_20260705.csv","Text extraction/OCR/check witness kept separate from native source bodies.","Arabic only; does not cover Persian, Persianate, or Tajik rows.","Source-body/provenance package only; no native review, accepted terminology, license clearance, gate promotion, reviewer-packet population, or translation completion claim."
"source-bodies/pdf/20260705T061900Z_arabic_damascus_specialist_ring_matrix_probe/downloads/damascus_cayley_hamilton_pdf.pdf","20260705T061900Z_arabic_damascus_specialist_ring_matrix_probe/downloads/damascus_cayley_hamilton_pdf.pdf","C:\Users\memo_\Documents\Codex\2026-07-04\noether-arabic-rtl-source-evidence-draft-lane\sources\non_slavic_reference_corpus\20260705T061900Z_arabic_damascus_specialist_ring_matrix_probe\downloads\damascus_cayley_hamilton_pdf.pdf","source-bodies/pdf","literal_source_body_pdf",".pdf","619610","01E37F125A62322451388F068E71BBF7E28F0448F1A112F62252E821E65EC6D4","https://journal.damascusuniversity.edu.sy/index.php/basj/ar/article/view/1133/844","HEAD 200 application/pdf; content length 619610; DC.Rights page signal is journal copyright 2021; no blanket license clearance.","Arabic;Cayley-Hamilton;Nakayama;Krull dimension;Prüfer domains;locally normal rings;localization;modules;ring theory","Valid %PDF-1.5 signature. PDF is an official specialist Arabic publication fallback; visual layout and formula-neighboring RTL were not QA-reviewed.","active_pdf_witness_r3_match","NOETHER_ARABIC_RTL_DAMASCUS_SPECIALIST_RING_MATRIX_SOURCE_PROBE_20260705.csv","PDF body copied as downloaded source witness.","Arabic only; does not cover Persian, Persianate, or Tajik rows.","Source-body/provenance package only; no native review, accepted terminology, license clearance, gate promotion, reviewer-packet population, or translation completion claim."
"provenance/html/20260705T061900Z_arabic_damascus_specialist_ring_matrix_probe/downloads/damascus_prufer_ring_article_page.html","20260705T061900Z_arabic_damascus_specialist_ring_matrix_probe/downloads/damascus_prufer_ring_article_page.html","C:\Users\memo_\Documents\Codex\2026-07-04\noether-arabic-rtl-source-evidence-draft-lane\sources\non_slavic_reference_corpus\20260705T061900Z_arabic_damascus_specialist_ring_matrix_probe\downloads\damascus_prufer_ring_article_page.html","provenance/html","provenance_or_metadata_html",".html","33753","1F9FFE7A3D264D1CDB0E12EE1D598CBAB13153CE25D8369A636BAC5D7FB7EA51","https://journal.damascusuniversity.edu.sy/index.php/basj/ar/article/view/3694","HEAD 200 text/html; DC.Rights states journal copyright 2022; metadata keywords say open access/open source software in generic OJS page metadata but no reuse license is admitted.","Arabic;Prüfer ring;arithmetical ring;reduced ring;Artinian ring;Noetherian ring;Damascus University;ISSN 2789-6366","HTML body has dir=rtl. Metadata includes Arabic citation title, Arabic keywords, abstract, PDF URL, ISSN, and rights fields. It is metadata/layout support only, not a source package.","active_metadata_witness","NOETHER_ARABIC_RTL_DAMASCUS_SPECIALIST_RING_MATRIX_SOURCE_PROBE_20260705.csv","HTML kept as provenance, metadata, article page, or access evidence; not counted as native reviewed source body.","Arabic only; does not cover Persian, Persianate, or Tajik rows.","Source-body/provenance package only; no native review, accepted terminology, license clearance, gate promotion, reviewer-packet population, or translation completion claim."
"provenance/download-probes-and-blockers/20260705T061900Z_arabic_damascus_specialist_ring_matrix_probe/downloads/damascus_prufer_ring_pdf_download_probe.bin","20260705T061900Z_arabic_damascus_specialist_ring_matrix_probe/downloads/damascus_prufer_ring_pdf_download_probe.bin","C:\Users\memo_\Documents\Codex\2026-07-04\noether-arabic-rtl-source-evidence-draft-lane\sources\non_slavic_reference_corpus\20260705T061900Z_arabic_damascus_specialist_ring_matrix_probe\downloads\damascus_prufer_ring_pdf_download_probe.bin","provenance/download-probes-and-blockers","download_probe_or_ambiguous_binary",".bin","433859","8957E428CACBADA148C65E9894FCF73C0931BDA5722C8CC8A842F23150BE69C4","https://journal.damascusuniversity.edu.sy/index.php/basj/ar/article/download/3694/1220 ; https://journal.damascusuniversity.edu.sy/index.php/basj/ar/article/download/1133/844","Alternate download endpoints returned HTTP 200 application/pdf and the same hashes as the view PDF URLs; no source-file/license-clearance inference is made.","Arabic;official journal;endpoint equivalence;PDF hash match;source-package gap;TeX gap","Endpoint equivalence only. No additional RTL/layout or source-text evidence beyond the PDFs and extracts above.","active_endpoint_gap_row","NOETHER_ARABIC_RTL_DAMASCUS_SPECIALIST_RING_MATRIX_SOURCE_PROBE_20260705.csv","Ambiguous download/probe binary kept outside source-body bucket.","Arabic only; does not cover Persian, Persianate, or Tajik rows.","Source-body/provenance package only; no native review, accepted terminology, license clearance, gate promotion, reviewer-packet population, or translation completion claim."
"extracted-ocr-witnesses/20260705T061900Z_arabic_damascus_specialist_ring_matrix_probe/downloads/damascus_prufer_ring_pdf.first5.txt","20260705T061900Z_arabic_damascus_specialist_ring_matrix_probe/downloads/damascus_prufer_ring_pdf.first5.txt","C:\Users\memo_\Documents\Codex\2026-07-04\noether-arabic-rtl-source-evidence-draft-lane\sources\non_slavic_reference_corpus\20260705T061900Z_arabic_damascus_specialist_ring_matrix_probe\downloads\damascus_prufer_ring_pdf.first5.txt","extracted-ocr-witnesses","extracted_text_or_ocr_witness",".txt","13912","D2591F598ED3E9822D018E550FE8B97E465D004ECD4FB2A3F61C3E3490639785","local first-5-page extract from official PDF","Derived verification artifact only; inherits PDF access/license uncertainty; no separate license clearance.","Arabic;ring terminology;Prüfer;arithmetical;ideals;commutative algebra;text extraction","First-5-page extract is non-empty and searchable after normalization, but it is not layout-safe and must not be used for canonical punctuation/formula placement.","active_text_extract_verification","NOETHER_ARABIC_RTL_DAMASCUS_SPECIALIST_RING_MATRIX_SOURCE_PROBE_20260705.csv","Text extraction/OCR/check witness kept separate from native source bodies.","Arabic only; does not cover Persian, Persianate, or Tajik rows.","Source-body/provenance package only; no native review, accepted terminology, license clearance, gate promotion, reviewer-packet population, or translation completion claim."
"source-bodies/pdf/20260705T061900Z_arabic_damascus_specialist_ring_matrix_probe/downloads/damascus_prufer_ring_pdf.pdf","20260705T061900Z_arabic_damascus_specialist_ring_matrix_probe/downloads/damascus_prufer_ring_pdf.pdf","C:\Users\memo_\Documents\Codex\2026-07-04\noether-arabic-rtl-source-evidence-draft-lane\sources\non_slavic_reference_corpus\20260705T061900Z_arabic_damascus_specialist_ring_matrix_probe\downloads\damascus_prufer_ring_pdf.pdf","source-bodies/pdf","literal_source_body_pdf",".pdf","433859","8957E428CACBADA148C65E9894FCF73C0931BDA5722C8CC8A842F23150BE69C4","https://journal.damascusuniversity.edu.sy/index.php/basj/ar/article/view/3694/1220","HEAD 200 application/pdf; content length 433859; DC.Rights page signal is journal copyright 2022; no blanket license clearance.","Arabic;Prüfer ring;arithmetical ring;Artinian ring;Noetherian ring;commutative algebra;ring theory","Valid %PDF-1.7 signature. PDF is an official specialist Arabic publication fallback; visual layout and formula-neighboring RTL were not QA-reviewed.","active_pdf_witness_r3_match","NOETHER_ARABIC_RTL_DAMASCUS_SPECIALIST_RING_MATRIX_SOURCE_PROBE_20260705.csv","PDF body copied as downloaded source witness.","Arabic only; does not cover Persian, Persianate, or Tajik rows.","Source-body/provenance package only; no native review, accepted terminology, license clearance, gate promotion, reviewer-packet population, or translation completion claim."
"provenance/html/20260705T063900Z_arabic_hiast_author_bibliography_probe/downloads/omran_kouba_books_author_page.html","20260705T063900Z_arabic_hiast_author_bibliography_probe/downloads/omran_kouba_books_author_page.html","C:\Users\memo_\Documents\Codex\2026-07-04\noether-arabic-rtl-source-evidence-draft-lane\sources\non_slavic_reference_corpus\20260705T063900Z_arabic_hiast_author_bibliography_probe\downloads\omran_kouba_books_author_page.html","provenance/html","provenance_or_metadata_html",".html","202531","10F2F587A1018DD45F111E554BBC3A976AD8F5D62578E4D091F636F6B8BD32CD","https://sites.google.com/view/omrankouba/home/books","Author Google Sites page; HEAD 200 text/html; license not stated on the page capture; metadata/access signal only. | Author page says electronic version is available from the institute site or direct link; no separate license text captured on this row; HIAST/PDF CC-BY-ND signals remain in row AR-HIAST-20260705. | Metadata/access signal only.","Arabic;author page;HIAST publications;books;DOI;abstract algebra;linear algebra | Arabic;abstract algebra;groups;rings;fields;polynomials;DOI;HIAST | Arabic;linear algebra;vector spaces;linear maps;matrices;determinants;systems of linear equations;DOI;HIAST | Arabic;source package;TeX;LaTeX;author page;HIAST bibliography","Large Google Sites HTML; embedded Arabic bibliography text and DOI links are present on a single long line. Provenance metadata only; no layout claim. | Arabic embedded text lists الجبر- مبادئ الجبر المجرّد, topic phrase الزمر والحلقات والحقول, and DOI 10.13140/RG.2.2.20526.82245. | Arabic embedded text lists الجبر- الجبر الخطي, الفضاءات الشعاعية والتطبيقات الخطية, المصفوفات والمحددات, جمل المعادلات الخطية, and DOI 10.13140/RG.2.2.28915.43040. | No `LaTeX` literal found in cached author page; `tex` occurrences are Google Sites/JavaScript flags rather than source-package links. Page exposes PDF/DOI/direct-link metadata only.","active_author_metadata_witness | active_author_metadata_row | source_package_gap_row","NOETHER_ARABIC_RTL_HIAST_AUTHOR_BIBLIOGRAPHY_SOURCE_PROBE_20260705.csv","HTML kept as provenance, metadata, article page, or access evidence; not counted as native reviewed source body.","Arabic only; does not cover Persian, Persianate, or Tajik rows.","Source-body/provenance package only; no native review, accepted terminology, license clearance, gate promotion, reviewer-packet population, or translation completion claim."
"provenance/html/20260705T070300Z_arabic_fezzan_shamra_matrix_invariant_probe/downloads/fezzan_matrix_article_page.html","20260705T070300Z_arabic_fezzan_shamra_matrix_invariant_probe/downloads/fezzan_matrix_article_page.html","C:\Users\memo_\Documents\Codex\2026-07-04\noether-arabic-rtl-source-evidence-draft-lane\sources\non_slavic_reference_corpus\20260705T070300Z_arabic_fezzan_shamra_matrix_invariant_probe\downloads\fezzan_matrix_article_page.html","provenance/html","provenance_or_metadata_html",".html","30330","C9E52711143888580351A554729AECC755172C12B47C04889D822FEDB922BEE3","https://fezzanu.edu.ly/fusj/index.php/FUAJ/article/view/343","HEAD 200 text/html; DC.Rights copyright 2025 signal; page exposes rights/licensing navigation and public rights file link; no blanket license clearance.","Arabic;Fezzan University Scientific Journal;circulant matrices;Kronecker;Hadamard;Noetherian rings;Artinian rings;Krull-Schmidt;Lasker-Noether;Hilbert basis theorem","HTML page has Arabic metadata and visible article text. It is useful as metadata/topic support, not canonical layout evidence.","active_metadata_witness","NOETHER_ARABIC_RTL_FEZZAN_SHAMRA_MATRIX_INVARIANT_SOURCE_PROBE_20260705.csv","HTML kept as provenance, metadata, article page, or access evidence; not counted as native reviewed source body.","Arabic only; does not cover Persian, Persianate, or Tajik rows.","Source-body/provenance package only; no native review, accepted terminology, license clearance, gate promotion, reviewer-packet population, or translation completion claim."
"provenance/download-probes-and-blockers/20260705T070300Z_arabic_fezzan_shamra_matrix_invariant_probe/downloads/fezzan_matrix_pdf_alt.bin","20260705T070300Z_arabic_fezzan_shamra_matrix_invariant_probe/downloads/fezzan_matrix_pdf_alt.bin","C:\Users\memo_\Documents\Codex\2026-07-04\noether-arabic-rtl-source-evidence-draft-lane\sources\non_slavic_reference_corpus\20260705T070300Z_arabic_fezzan_shamra_matrix_invariant_probe\downloads\fezzan_matrix_pdf_alt.bin","provenance/download-probes-and-blockers","download_probe_or_ambiguous_binary",".bin","3570","9230564270285167A4F5280913A171D794515E4C35081038E672047CEBB5573E","https://fezzanu.edu.ly/fusj/index.php/FUAJ/article/view/343/189 ; https://fezzanu.edu.ly/fusj/index.php/FUAJ/article/download/343/189","Viewer page and citation PDF URL returned HTTP 200; no license inference from endpoint equivalence.","Arabic;Fezzan;PDF endpoint equivalence;OJS PDF viewer;hash match","Viewer HTML embeds a PDF.js link and Arabic title; citation URL is byte-identical to PDF witness. Endpoint support only.","active_endpoint_support","NOETHER_ARABIC_RTL_FEZZAN_SHAMRA_MATRIX_INVARIANT_SOURCE_PROBE_20260705.csv","Ambiguous download/probe binary kept outside source-body bucket.","Arabic only; does not cover Persian, Persianate, or Tajik rows.","Source-body/provenance package only; no native review, accepted terminology, license clearance, gate promotion, reviewer-packet population, or translation completion claim."
"source-bodies/pdf/20260705T070300Z_arabic_fezzan_shamra_matrix_invariant_probe/downloads/fezzan_matrix_pdf_citation_url.pdf","20260705T070300Z_arabic_fezzan_shamra_matrix_invariant_probe/downloads/fezzan_matrix_pdf_citation_url.pdf","C:\Users\memo_\Documents\Codex\2026-07-04\noether-arabic-rtl-source-evidence-draft-lane\sources\non_slavic_reference_corpus\20260705T070300Z_arabic_fezzan_shamra_matrix_invariant_probe\downloads\fezzan_matrix_pdf_citation_url.pdf","source-bodies/pdf","literal_source_body_pdf",".pdf","536609","971692613BFD9312B364BD0740F8401BB6372635CF3BF092F7B3DCBE601D2A15","https://fezzanu.edu.ly/fusj/index.php/FUAJ/article/view/343/189 ; https://fezzanu.edu.ly/fusj/index.php/FUAJ/article/download/343/189","Viewer page and citation PDF URL returned HTTP 200; no license inference from endpoint equivalence.","Arabic;Fezzan;PDF endpoint equivalence;OJS PDF viewer;hash match","Viewer HTML embeds a PDF.js link and Arabic title; citation URL is byte-identical to PDF witness. Endpoint support only.","active_endpoint_support","NOETHER_ARABIC_RTL_FEZZAN_SHAMRA_MATRIX_INVARIANT_SOURCE_PROBE_20260705.csv","PDF body copied as downloaded source witness.","Arabic only; does not cover Persian, Persianate, or Tajik rows.","Source-body/provenance package only; no native review, accepted terminology, license clearance, gate promotion, reviewer-packet population, or translation completion claim."
"extracted-ocr-witnesses/20260705T070300Z_arabic_fezzan_shamra_matrix_invariant_probe/downloads/fezzan_matrix_pdf.first5.txt","20260705T070300Z_arabic_fezzan_shamra_matrix_invariant_probe/downloads/fezzan_matrix_pdf.first5.txt","C:\Users\memo_\Documents\Codex\2026-07-04\noether-arabic-rtl-source-evidence-draft-lane\sources\non_slavic_reference_corpus\20260705T070300Z_arabic_fezzan_shamra_matrix_invariant_probe\downloads\fezzan_matrix_pdf.first5.txt","extracted-ocr-witnesses","extracted_text_or_ocr_witness",".txt","21516","A023652067EFF99A54396BB736B933B489E7AA947BAFE932613B103D6EF1D215","local first-5-page extract from Fezzan PDF","Derived verification artifact only; inherits Fezzan PDF access/license uncertainty; no separate license clearance.","Arabic;matrix;ring;Noetherian;Artinian;Kronecker;Hadamard;Hilbert basis;Lasker-Noether;text extraction","Extract is non-empty and searchable, but Arabic shaping, punctuation, formulas, and bidi layout are not canonical.","active_text_extract_verification","NOETHER_ARABIC_RTL_FEZZAN_SHAMRA_MATRIX_INVARIANT_SOURCE_PROBE_20260705.csv","Text extraction/OCR/check witness kept separate from native source bodies.","Arabic only; does not cover Persian, Persianate, or Tajik rows.","Source-body/provenance package only; no native review, accepted terminology, license clearance, gate promotion, reviewer-packet population, or translation completion claim."
"source-bodies/pdf/20260705T070300Z_arabic_fezzan_shamra_matrix_invariant_probe/downloads/fezzan_matrix_pdf.pdf","20260705T070300Z_arabic_fezzan_shamra_matrix_invariant_probe/downloads/fezzan_matrix_pdf.pdf","C:\Users\memo_\Documents\Codex\2026-07-04\noether-arabic-rtl-source-evidence-draft-lane\sources\non_slavic_reference_corpus\20260705T070300Z_arabic_fezzan_shamra_matrix_invariant_probe\downloads\fezzan_matrix_pdf.pdf","source-bodies/pdf","literal_source_body_pdf",".pdf","536609","971692613BFD9312B364BD0740F8401BB6372635CF3BF092F7B3DCBE601D2A15","https://fezzanu.edu.ly/fusj/index.php/FUAJ/article/download/343/189/326","HEAD 200 application/pdf. Official article page has DC.Rights copyright 2025 signal and public rights file link; access signal only, not license clearance.","Arabic;circulant matrices;Kronecker product;Hadamard product;Noetherian;Artinian;ideals;rings;matrix algebra","Valid %PDF-1.7 signature. Mixed Arabic/English PDF; visual RTL/formula layout was not QA-reviewed.","active_pdf_witness_r3_match","NOETHER_ARABIC_RTL_FEZZAN_SHAMRA_MATRIX_INVARIANT_SOURCE_PROBE_20260705.csv","PDF body copied as downloaded source witness.","Arabic only; does not cover Persian, Persianate, or Tajik rows.","Source-body/provenance package only; no native review, accepted terminology, license clearance, gate promotion, reviewer-packet population, or translation completion claim."
"provenance/download-probes-and-blockers/20260705T070300Z_arabic_fezzan_shamra_matrix_invariant_probe/downloads/fezzan_public_rights_file_52.bin","20260705T070300Z_arabic_fezzan_shamra_matrix_invariant_probe/downloads/fezzan_public_rights_file_52.bin","C:\Users\memo_\Documents\Codex\2026-07-04\noether-arabic-rtl-source-evidence-draft-lane\sources\non_slavic_reference_corpus\20260705T070300Z_arabic_fezzan_shamra_matrix_invariant_probe\downloads\fezzan_public_rights_file_52.bin","provenance/download-probes-and-blockers","download_probe_or_ambiguous_binary",".bin","1881807","ED7C817B06D738096A824287026F3761D67FFE0C5690A28ECCBCBCDF809C2254","https://fezzanu.edu.ly/fusj/index.php/FUAJ/libraryFiles/downloadPublic/52","Public rights/licensing PDF endpoint returned HTTP 200 application/pdf; content is recorded as an access/license signal only and was not legally interpreted or cleared.","Arabic;Fezzan;rights;licensing navigation;access signal","Valid %PDF-1.5 signature. First-5-page text extraction hash 068AB2149F0733A98F289CA317C4FBCC74DBC48C0B1F2B9BAFD6801A1103FCEF was poor/unused for content evidence.","active_rights_signal","NOETHER_ARABIC_RTL_FEZZAN_SHAMRA_MATRIX_INVARIANT_SOURCE_PROBE_20260705.csv","Ambiguous download/probe binary kept outside source-body bucket.","Arabic only; does not cover Persian, Persianate, or Tajik rows.","Source-body/provenance package only; no native review, accepted terminology, license clearance, gate promotion, reviewer-packet population, or translation completion claim."
"extracted-ocr-witnesses/20260705T070300Z_arabic_fezzan_shamra_matrix_invariant_probe/downloads/fezzan_public_rights_file_52.first5.txt","20260705T070300Z_arabic_fezzan_shamra_matrix_invariant_probe/downloads/fezzan_public_rights_file_52.first5.txt","C:\Users\memo_\Documents\Codex\2026-07-04\noether-arabic-rtl-source-evidence-draft-lane\sources\non_slavic_reference_corpus\20260705T070300Z_arabic_fezzan_shamra_matrix_invariant_probe\downloads\fezzan_public_rights_file_52.first5.txt","extracted-ocr-witnesses","extracted_text_or_ocr_witness",".txt","4377","068AB2149F0733A98F289CA317C4FBCC74DBC48C0B1F2B9BAFD6801A1103FCEF","","","","","","","Text extraction/OCR/check witness kept separate from native source bodies.","Arabic only; does not cover Persian, Persianate, or Tajik rows.","Source-body/provenance package only; no native review, accepted terminology, license clearance, gate promotion, reviewer-packet population, or translation completion claim."
"provenance/html/20260705T070300Z_arabic_fezzan_shamra_matrix_invariant_probe/downloads/shamra_invariance_download_probe.html","20260705T070300Z_arabic_fezzan_shamra_matrix_invariant_probe/downloads/shamra_invariance_download_probe.html","C:\Users\memo_\Documents\Codex\2026-07-04\noether-arabic-rtl-source-evidence-draft-lane\sources\non_slavic_reference_corpus\20260705T070300Z_arabic_fezzan_shamra_matrix_invariant_probe\downloads\shamra_invariance_download_probe.html","provenance/html","provenance_or_metadata_html",".html","80","BE1305ED064A7704CBC8C2F5222C95EBCCDF61F5EDAFEEA9418E7CF280848AEB","https://shamra-academia.com/download/f0597758b3ef43 ; https://shamra-academia.com/show/f0597758b3ef43.pdf","Direct /download probe returned 404; .pdf-suffixed show probe returned HTML, not PDF. Login-gated download link is present; no source-body/license clearance.","Arabic;Shamra;download blocker;login required;PDF not captured;source-body gap","No PDF/source payload captured. HTML has Arabic summary but is not layout or publication-body evidence.","active_blocker_row","NOETHER_ARABIC_RTL_FEZZAN_SHAMRA_MATRIX_INVARIANT_SOURCE_PROBE_20260705.csv","HTML kept as provenance, metadata, article page, or access evidence; not counted as native reviewed source body.","Arabic only; does not cover Persian, Persianate, or Tajik rows.","Source-body/provenance package only; no native review, accepted terminology, license clearance, gate promotion, reviewer-packet population, or translation completion claim."
