printed_page	full_pdf_page	scope_leaf	unit_id	segment	placement	french_tex	english_tex	cross_language_math	source_review	manual_evidence
82	99	20	p082.u01	12	inline	L	L	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/82
82	99	20	p082.u01	13	inline	4n+1	4n+1	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/82
82	99	20	p082.u01	14	inline	4n+3	4n+3	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/82
82	99	20	p082.u01	15	inline	t+\psi	t+\psi	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/82
82	99	20	p082.u01	16	inline	t-\psi	t-\psi	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/82
82	99	20	p082.u01	17	inline	4n+1	4n+1	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/82
82	99	20	p082.u01	18	inline	4n+3	4n+3	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/82
82	99	20	p082.u01	19	inline	p	p	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/82
82	99	20	p082.u01	20	inline	8n+1	8n+1	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/82
82	99	20	p082.u01	21	inline	8n+5	8n+5	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/82
82	99	20	p082.u01	22	inline	p^2=\varphi^2+\psi^2	p^2=\varphi^2+\psi^2	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/82
82	99	20	p082.u01	23	inline	\psi	\psi	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/82
82	99	20	p082.u01	24	inline	t+\psi	t+\psi	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/82
82	99	20	p082.u01	25	inline	t-\psi	t-\psi	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/82
82	99	20	p082.u01	26	inline	4n+1	4n+1	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/82
82	99	20	p082.u01	27	inline	4n+3	4n+3	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/82
82	99	20	p082.u01	28	inline	t	t	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/82
82	99	20	p082.u01	29	inline	4n+1	4n+1	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/82
82	99	20	p082.u01	30	inline	4n+3	4n+3	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/82
82	99	20	p082.u01	31	inline	p=8n+5	p=8n+5	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/82
82	99	20	p082.u02	1	inline	t+\psi	t+\psi	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/82
82	99	20	p082.u02	2	inline	t-\psi	t-\psi	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/82
82	99	20	p082.u02	3	inline	K	K	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/82
82	99	20	p082.u02	4	inline	L	L	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/82
82	99	20	p082.u02	5	inline	4n+1	4n+1	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/82
82	99	20	p082.u02	6	inline	4n+3	4n+3	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/82
82	99	20	p082.u02	7	inline	(-1)^{\frac{p-1}{4}+\frac{t-1}{2}}	(-1)^{\frac{p-1}{4}+\frac{t-1}{2}}	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/82
82	99	20	p082.u02	8	inline	-1	-1	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/82
82	99	20	p082.u03	1	inline	\varphi'^2+au'^2=KL	\varphi'^2+au'^2=KL	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/82
82	99	20	p082.u03	2	inline	K	K	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/82
82	99	20	p082.u03	3	inline	L	L	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/82
82	99	20	p082.u03	4	inline	\varphi'^2+au'^2	\varphi'^2+au'^2	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/82
82	99	20	p082.u03	5	inline	\varphi'	\varphi'	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/82
82	99	20	p082.u03	6	inline	au'	au'	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/82
82	99	20	p082.u03	7	inline	a	a	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/82
82	99	20	p082.u03	8	inline	4n+1	4n+1	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/82
82	99	20	p082.u03	9	inline	R	R	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/82
82	99	20	p082.u03	10	display	\leg{R}{a}=1,\quad\text{ou}\quad\leg{R}{a}=-1,	\leg{R}{a}=1,\quad\text{or}\quad\leg{R}{a}=-1,	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/82
82	99	20	p082.u03	11	inline	R	R	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/82
82	99	20	p082.u03	12	inline	4n+1	4n+1	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/82
82	99	20	p082.u03	13	inline	4n+3	4n+3	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/82
82	99	20	p082.u04	1	inline	K	K	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/82
82	99	20	p082.u04	2	inline	L	L	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/82
82	99	20	p082.u04	3	display	\leg{K}{a}=\leg{L}{a}=(-1)^{\frac{p-1}{4}+\frac{t-1}{2}},	\leg{K}{a}=\leg{L}{a}=(-1)^{\frac{p-1}{4}+\frac{t-1}{2}},	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/82
82	99	20	p082.u04	4	inline	\leg{E}{a}=1	\leg{E}{a}=1	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/82
82	99	20	p082.u04	5	inline	\leg{F}{a}=1	\leg{F}{a}=1	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/82
82	99	20	p082.u04	6	display	\leg{t+\psi}{a}=\leg{t-\psi}{a}=(-1)^{\frac{p-1}{4}+\frac{t-1}{2}},	\leg{t+\psi}{a}=\leg{t-\psi}{a}=(-1)^{\frac{p-1}{4}+\frac{t-1}{2}},	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/82
82	99	20	p082.u04	7	inline	a	a	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/82
82	99	20	p082.u04	8	inline	4n+1	4n+1	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/82
82	99	20	p082.u04	9	display	\leg{\psi+t}{a}=\leg{\psi-t}{a}=(-1)^{\frac{p-1}{4}+\frac{t-1}{2}}.	\leg{\psi+t}{a}=\leg{\psi-t}{a}=(-1)^{\frac{p-1}{4}+\frac{t-1}{2}}.	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/82
83	100	21	p083.u01	1	inline	(\theta)	(\theta)	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/83
83	100	21	p083.u01	2	inline	a	a	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/83
83	100	21	p083.u01	3	inline	p	p	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/83
83	100	21	p083.u01	4	display	\leg{\psi+t}{a}=\leg{\psi-t}{a}=\leg{t}{a},	\leg{\psi+t}{a}=\leg{\psi-t}{a}=\leg{t}{a},	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/83
83	100	21	p083.u01	5	display	\leg{\psi+t}{a}=\leg{\psi-t}{a}=-\leg{t}{a}.	\leg{\psi+t}{a}=\leg{\psi-t}{a}=-\leg{t}{a}.	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/83
83	100	21	p083.u02	1	inline	p=t^2-au^2	p=t^2-au^2	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/83
83	100	21	p083.u02	2	inline	\chi	\chi	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/83
83	100	21	p083.u02	3	inline	\chi^2\equiv p\md{a}	\chi^2\equiv p\md{a}	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/83
83	100	21	p083.u02	4	inline	t\equiv\chi	t\equiv\chi	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/83
83	100	21	p083.u02	5	inline	t\equiv-\chi	t\equiv-\chi	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/83
83	100	21	p083.u02	6	inline	\md{a}	\md{a}	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/83
83	100	21	p083.u02	7	inline	a	a	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/83
83	100	21	p083.u02	8	inline	4n+1	4n+1	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/83
83	100	21	p083.u02	9	inline	\leg{t}{a}=\leg{\chi}{a}	\leg{t}{a}=\leg{\chi}{a}	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/83
83	100	21	p083.u02	10	inline	\leg{\psi+t}{a}=\leg{\psi-t}{a}	\leg{\psi+t}{a}=\leg{\psi-t}{a}	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/83
83	100	21	p083.u02	11	display	\leg{\psi+\chi}{a}=\leg{\psi+t}{a}=\leg{\psi-t}{a}.	\leg{\psi+\chi}{a}=\leg{\psi+t}{a}=\leg{\psi-t}{a}.	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/83
83	100	21	p083.u03	1	inline	a	a	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/83
83	100	21	p083.u03	2	inline	p	p	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/83
83	100	21	p083.u03	3	inline	\leg{\chi+\psi}{a}=\leg{\chi}{a}	\leg{\chi+\psi}{a}=\leg{\chi}{a}	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/83
83	100	21	p083.u03	4	inline	\leg{\chi(\chi+\psi)}{a}=1	\leg{\chi(\chi+\psi)}{a}=1	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/83
83	100	21	p083.u03	5	inline	a	a	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/83
83	100	21	p083.u03	6	inline	p	p	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/83
83	100	21	p083.u03	7	inline	\leg{\chi+\psi}{a}=-\leg{\chi}{a}	\leg{\chi+\psi}{a}=-\leg{\chi}{a}	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/83
83	100	21	p083.u03	8	inline	\leg{\chi(\chi+\psi)}{a}=-1	\leg{\chi(\chi+\psi)}{a}=-1	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/83
83	100	21	p083.u04	1	inline	\varphi	\varphi	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/83
83	100	21	p083.u04	2	inline	a	a	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/83
83	100	21	p083.u04	3	inline	\varphi	\varphi	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/83
83	100	21	p083.u04	4	inline	a	a	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/83
83	100	21	p083.u04	5	inline	t+\psi	t+\psi	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/83
83	100	21	p083.u04	6	inline	t-\psi	t-\psi	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/83
83	100	21	p083.u04	7	inline	t\pm\psi	t\pm\psi	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/83
83	100	21	p083.u04	8	inline	a	a	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/83
83	100	21	p083.u04	9	inline	t\mp\psi	t\mp\psi	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/83
83	100	21	p083.u04	10	display	\leg{t\mp\psi}{a}=(-1)^{\frac{p-1}{4}+\frac{t-1}{2}},	\leg{t\mp\psi}{a}=(-1)^{\frac{p-1}{4}+\frac{t-1}{2}},	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/83
83	100	21	p083.u04	11	inline	t\mp\psi	t\mp\psi	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/83
83	100	21	p083.u04	12	inline	t\pm\psi	t\pm\psi	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/83
83	100	21	p083.u04	13	inline	a	a	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/83
83	100	21	p083.u04	14	display	\leg{2t}{a}=(-1)^{\frac{p-1}{4}+\frac{t-1}{2}}.	\leg{2t}{a}=(-1)^{\frac{p-1}{4}+\frac{t-1}{2}}.	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/83
83	100	21	p083.u05	1	inline	(\theta)	(\theta)	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/83
83	100	21	p083.u05	2	inline	\varphi	\varphi	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/83
83	100	21	p083.u05	3	inline	a	a	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/83
83	100	21	p083.u05	4	inline	a	a	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/83
83	100	21	p083.u05	5	inline	p	p	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/83
83	100	21	p083.u05	6	inline	\leg{2}{a}=1	\leg{2}{a}=1	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/83
83	100	21	p083.u05	7	inline	\leg{2}{a}=-1	\leg{2}{a}=-1	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/83
84	101	22	p084.u01	1	inline	a	a	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/84
84	101	22	p084.u01	2	inline	8n+1	8n+1	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/84
84	101	22	p084.u01	3	inline	8n+5	8n+5	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/84
84	101	22	p084.u02	1	inline	p	p	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/84
84	101	22	p084.u02	2	inline	t^2-au^2	t^2-au^2	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/84
84	101	22	p084.u02	3	inline	a=4n+1	a=4n+1	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/84
84	101	22	p084.u02	4	inline	p=4n+1	p=4n+1	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/84
84	101	22	p084.u02	5	inline	\leg{a}{p}=1	\leg{a}{p}=1	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/84
84	101	22	p084.u02	6	inline	t^2\pm Mu^2=p	t^2\pm Mu^2=p	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/84
84	101	22	p084.u02	7	inline	M	M	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/84
84	101	22	p084.u03	1	inline	a	a	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/84
84	101	22	p084.u03	2	inline	4n+1	4n+1	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/84
84	101	22	p084.u03	3	inline	p	p	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/84
84	101	22	p084.u03	4	inline	4n+1	4n+1	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/84
84	101	22	p084.u03	5	inline	\leg{a}{p}=1	\leg{a}{p}=1	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/84
84	101	22	p084.u03	6	inline	p=\varphi^2+\psi^2	p=\varphi^2+\psi^2	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/84
84	101	22	p084.u03	7	inline	\psi	\psi	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/84
84	101	22	p084.u03	8	inline	a	a	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/84
84	101	22	p084.u03	9	inline	p	p	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/84
84	101	22	p084.u03	10	inline	\varphi	\varphi	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/84
84	101	22	p084.u03	11	inline	a	a	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/84
84	101	22	p084.u03	12	inline	a	a	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/84
84	101	22	p084.u03	13	inline	p	p	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/84
84	101	22	p084.u03	14	inline	a	a	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/84
84	101	22	p084.u03	15	inline	8n+1	8n+1	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/84
84	101	22	p084.u03	16	inline	8n+5	8n+5	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/84
84	101	22	p084.u03	17	inline	\varphi	\varphi	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/84
84	101	22	p084.u03	18	inline	a	a	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/84
84	101	22	p084.u03	19	inline	\chi	\chi	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/84
84	101	22	p084.u03	20	inline	\chi^2\equiv p\md{a}	\chi^2\equiv p\md{a}	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/84
84	101	22	p084.u03	21	inline	a	a	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/84
84	101	22	p084.u03	22	inline	p	p	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/84
84	101	22	p084.u03	23	inline	\leg{\chi(\chi+\psi)}{a}=1	\leg{\chi(\chi+\psi)}{a}=1	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/84
84	101	22	p084.u03	24	inline	\leg{\chi(\chi+\psi)}{a}=-1	\leg{\chi(\chi+\psi)}{a}=-1	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/84
84	101	22	p084.u04	1	inline	a=5	a=5	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/84
84	101	22	p084.u04	2	inline	a=13	a=13	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/84
84	101	22	p084.u04	3	inline	t^2-au^2	t^2-au^2	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/84
84	101	22	p084.u04	4	inline	a	a	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/84
84	101	22	p084.u04	5	inline	t^2-au^2	t^2-au^2	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/84
84	101	22	p084.u04	6	inline	t^2-au^2	t^2-au^2	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/84
84	101	22	p084.u04	7	inline	t^2-au^2	t^2-au^2	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/84
85	102	23	p085.u01	1	inline	p	p	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/85
85	102	23	p085.u01	2	inline	20n+1	20n+1	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/85
85	102	23	p085.u01	3	inline	20n+9	20n+9	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/85
85	102	23	p085.u01	4	inline	p=\varphi^2+\psi^2	p=\varphi^2+\psi^2	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/85
85	102	23	p085.u01	5	inline	\psi	\psi	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/85
85	102	23	p085.u01	6	inline	\varphi	\varphi	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/85
85	102	23	p085.u01	7	inline	\psi	\psi	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/85
85	102	23	p085.u01	8	inline	p	p	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/85
85	102	23	p085.u01	9	inline	\psi	\psi	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/85
85	102	23	p085.u01	10	inline	\varphi	\varphi	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/85
85	102	23	p085.u02	1	inline	t^2-bu^2=p	t^2-bu^2=p	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/85
85	102	23	p085.u02	2	inline	t^2-au^2=p	t^2-au^2=p	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/85
85	102	23	p085.u02	3	inline	\leg{b}{p}=1	\leg{b}{p}=1	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/85
85	102	23	p085.u02	4	inline	\leg{a}{p}=1	\leg{a}{p}=1	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/85
85	102	23	p085.u02	5	inline	t^2-bu^2=ps^2	t^2-bu^2=ps^2	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/85
85	102	23	p085.u02	6	inline	t^2-au^2=ps^2	t^2-au^2=ps^2	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/85
85	102	23	p085.u02	7	inline	t^2+au^2=ps	t^2+au^2=ps	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/85
85	102	23	p085.u02	8	inline	\leg{b}{p}=1	\leg{b}{p}=1	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/85
85	102	23	p085.u02	9	inline	\leg{a}{p}=1	\leg{a}{p}=1	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/85
85	102	23	p085.u02	10	inline	\alpha x^2+\beta y^2=\gamma z^2	\alpha x^2+\beta y^2=\gamma z^2	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/85
86	103	24	p086.u02	1	inline	p	p	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/86
86	103	24	p086.u02	2	inline	4n+1	4n+1	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/86
86	103	24	p086.u02	3	inline	b	b	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/86
86	103	24	p086.u02	4	inline	4n+3	4n+3	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/86
86	103	24	p086.u02	5	inline	\leg{b}{p}=1	\leg{b}{p}=1	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/86
86	103	24	p086.u02	6	display	"\tag{$\alpha'$}
t^2-bu^2=ps^2."	"\tag{$\alpha'$}
t^2-bu^2=ps^2."	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/86
86	103	24	p086.u03	1	inline	\leg{b}{p}=1	\leg{b}{p}=1	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/86
86	103	24	p086.u03	2	inline	\leg{p}{b}=1	\leg{p}{b}=1	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/86
86	103	24	p086.u03	3	inline	t	t	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/86
86	103	24	p086.u03	4	inline	u	u	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/86
86	103	24	p086.u03	5	inline	s	s	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/86
86	103	24	p086.u03	6	inline	s	s	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/86
86	103	24	p086.u03	7	inline	s	s	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/86
86	103	24	p086.u03	8	inline	t	t	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/86
86	103	24	p086.u03	9	inline	u	u	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/86
86	103	24	p086.u03	10	inline	t	t	EQUAL	Manual scan reading recorded separately	qa/s04/MANUAL_COLD_COLLATION.json#/86
