row_uid,term_id,src_state,dst_state,channel,weight,state,evidence,note
stateC_0698__ISV-peircesche_zerlegung--peirceovo_razlo_enje,ISV-peircesche_zerlegung--peirceovo_razloženje,q2_CONCEPT::decomposition,q3_ISV_FORM::Peirceovo razloženje,form_realization,1.0,state_C,chosen_form_latin,
stateC_0698__ISV-peircesche_zerlegung--peirceovo_razlo_enje,ISV-peircesche_zerlegung--peirceovo_razloženje,q3_ISV_FORM::Peirceovo razloženje,q4_SUPPORT_E,support_E,2.0,state_C,state_C_witness_vector,
stateC_0698__ISV-peircesche_zerlegung--peirceovo_razlo_enje,ISV-peircesche_zerlegung--peirceovo_razloženje,q3_ISV_FORM::Peirceovo razloženje,q4_GAP_W,gap_W,1.0,state_C,state_C_missing_branch,
stateC_0698__ISV-peircesche_zerlegung--peirceovo_razlo_enje,ISV-peircesche_zerlegung--peirceovo_razloženje,q3_ISV_FORM::Peirceovo razloženje,q4_GAP_S,gap_S,1.0,state_C,state_C_missing_branch,
stateC_0698__ISV-peircesche_zerlegung--peirceovo_razlo_enje,ISV-peircesche_zerlegung--peirceovo_razloženje,q3_ISV_FORM::Peirceovo razloženje,q5_DECISION::MISSING_WITNESS_continue_tail_routing,decision,1.0,state_C,F10-1,review
stateC_0699__ISV-polynombereich--polinomialno_kolco,ISV-polynombereich--polinomialno_kolco,q0_START,q1_SOURCE::unknown_source,source,1.0,state_C,canonical_state_C_row,start-to-source
stateC_0699__ISV-polynombereich--polinomialno_kolco,ISV-polynombereich--polinomialno_kolco,q1_SOURCE::unknown_source,q2_CONCEPT::unclassified,concept_link,1.0,state_C,,
stateC_0699__ISV-polynombereich--polinomialno_kolco,ISV-polynombereich--polinomialno_kolco,q2_CONCEPT::unclassified,q3_ISV_FORM::polinomialno kolco,form_realization,1.0,state_C,chosen_form_latin,
stateC_0699__ISV-polynombereich--polinomialno_kolco,ISV-polynombereich--polinomialno_kolco,q3_ISV_FORM::polinomialno kolco,q4_SUPPORT_E,support_E,3.0,state_C,state_C_witness_vector,
stateC_0699__ISV-polynombereich--polinomialno_kolco,ISV-polynombereich--polinomialno_kolco,q3_ISV_FORM::polinomialno kolco,q4_SUPPORT_X,support_X,1.0,state_C,state_C_witness_vector,
stateC_0699__ISV-polynombereich--polinomialno_kolco,ISV-polynombereich--polinomialno_kolco,q3_ISV_FORM::polinomialno kolco,q4_GAP_W,gap_W,1.0,state_C,state_C_missing_branch,
stateC_0699__ISV-polynombereich--polinomialno_kolco,ISV-polynombereich--polinomialno_kolco,q3_ISV_FORM::polinomialno kolco,q4_GAP_S,gap_S,1.0,state_C,state_C_missing_branch,
stateC_0699__ISV-polynombereich--polinomialno_kolco,ISV-polynombereich--polinomialno_kolco,q3_ISV_FORM::polinomialno kolco,q4_ADVERSE_COMPETITOR_OR_FLAG,adverse,1.0,state_C,,
stateC_0699__ISV-polynombereich--polinomialno_kolco,ISV-polynombereich--polinomialno_kolco,q3_ISV_FORM::polinomialno kolco,q5_DECISION::ADVERSE_or_dominance_review_packet,decision,1.0,state_C,F10-3,no_fix_first
stateC_0700__ISV-polynombereich--polinomna_oblast,ISV-polynombereich--polinomna_oblast,q0_START,q1_SOURCE::unknown_source,source,1.0,state_C,canonical_state_C_row,start-to-source
stateC_0700__ISV-polynombereich--polinomna_oblast,ISV-polynombereich--polinomna_oblast,q1_SOURCE::unknown_source,q2_CONCEPT::unclassified,concept_link,1.0,state_C,,
stateC_0700__ISV-polynombereich--polinomna_oblast,ISV-polynombereich--polinomna_oblast,q2_CONCEPT::unclassified,q3_ISV_FORM::polinomna oblast,form_realization,1.0,state_C,chosen_form_latin,
stateC_0700__ISV-polynombereich--polinomna_oblast,ISV-polynombereich--polinomna_oblast,q3_ISV_FORM::polinomna oblast,q4_SUPPORT_E,support_E,3.0,state_C,state_C_witness_vector,
stateC_0700__ISV-polynombereich--polinomna_oblast,ISV-polynombereich--polinomna_oblast,q3_ISV_FORM::polinomna oblast,q4_SUPPORT_X,support_X,1.0,state_C,state_C_witness_vector,
stateC_0700__ISV-polynombereich--polinomna_oblast,ISV-polynombereich--polinomna_oblast,q3_ISV_FORM::polinomna oblast,q4_GAP_W,gap_W,1.0,state_C,state_C_missing_branch,
stateC_0700__ISV-polynombereich--polinomna_oblast,ISV-polynombereich--polinomna_oblast,q3_ISV_FORM::polinomna oblast,q4_GAP_S,gap_S,1.0,state_C,state_C_missing_branch,
stateC_0700__ISV-polynombereich--polinomna_oblast,ISV-polynombereich--polinomna_oblast,q3_ISV_FORM::polinomna oblast,q5_DECISION::CURRENT_low_priority_or_document,decision,1.0,state_C,F10-0,yes
stateC_0701__ISV-polynombereich_polynome--polinomna_oblast_pol,ISV-polynombereich_polynome--polinomna_oblast_pol,q0_START,q1_SOURCE::unknown_source,source,1.0,state_C,canonical_state_C_row,start-to-source
stateC_0701__ISV-polynombereich_polynome--polinomna_oblast_pol,ISV-polynombereich_polynome--polinomna_oblast_pol,q1_SOURCE::unknown_source,q2_CONCEPT::polynomial,concept_link,1.0,state_C,,A_probe_covered_concept
stateC_0701__ISV-polynombereich_polynome--polinomna_oblast_pol,ISV-polynombereich_polynome--polinomna_oblast_pol,q2_CONCEPT::polynomial,q3_ISV_FORM::polinomna oblast / polinomy,form_realization,1.0,state_C,chosen_form_latin,
stateC_0701__ISV-polynombereich_polynome--polinomna_oblast_pol,ISV-polynombereich_polynome--polinomna_oblast_pol,q3_ISV_FORM::polinomna oblast / polinomy,q4_SUPPORT_E,support_E,2.0,state_C,state_C_witness_vector,
stateC_0701__ISV-polynombereich_polynome--polinomna_oblast_pol,ISV-polynombereich_polynome--polinomna_oblast_pol,q3_ISV_FORM::polinomna oblast / polinomy,q4_SUPPORT_W,support_W,1.0,state_C,state_C_witness_vector,
stateC_0701__ISV-polynombereich_polynome--polinomna_oblast_pol,ISV-polynombereich_polynome--polinomna_oblast_pol,q3_ISV_FORM::polinomna oblast / polinomy,q4_SUPPORT_S,support_S,1.0,state_C,state_C_witness_vector,
stateC_0701__ISV-polynombereich_polynome--polinomna_oblast_pol,ISV-polynombereich_polynome--polinomna_oblast_pol,q3_ISV_FORM::polinomna oblast / polinomy,q5_DECISION::MISSING_WITNESS_continue_tail_routing,decision,1.0,state_C,F10-1,review
stateC_0702__ISV-polynombereich_von_abz_hlbar_vielen_unbe--polinomna_oblast_iz_,ISV-polynombereich_von_abzählbar_vielen_unbe--polinomna_oblast_iz_,q0_START,q1_SOURCE::Polynombereich von abzählbar vielen Unbestimmten,source,1.0,state_C,canonical_state_C_row,start-to-source
stateC_0702__ISV-polynombereich_von_abz_hlbar_vielen_unbe--polinomna_oblast_iz_,ISV-polynombereich_von_abzählbar_vielen_unbe--polinomna_oblast_iz_,q1_SOURCE::Polynombereich von abzählbar vielen Unbestimmten,q2_CONCEPT::polynomial,concept_link,1.0,state_C,tail_route_key,A_probe_covered_concept
stateC_0702__ISV-polynombereich_von_abz_hlbar_vielen_unbe--polinomna_oblast_iz_,ISV-polynombereich_von_abzählbar_vielen_unbe--polinomna_oblast_iz_,q2_CONCEPT::polynomial,q3_ISV_FORM::polinomna oblast iz izčetno mnogih neopreděljenyh,form_realization,1.0,state_C,chosen_form_latin,
stateC_0702__ISV-polynombereich_von_abz_hlbar_vielen_unbe--polinomna_oblast_iz_,ISV-polynombereich_von_abzählbar_vielen_unbe--polinomna_oblast_iz_,q3_ISV_FORM::polinomna oblast iz izčetno mnogih neopreděljenyh,q4_SUPPORT_E,support_E,2.0,state_C,state_C_witness_vector,
stateC_0702__ISV-polynombereich_von_abz_hlbar_vielen_unbe--polinomna_oblast_iz_,ISV-polynombereich_von_abzählbar_vielen_unbe--polinomna_oblast_iz_,q3_ISV_FORM::polinomna oblast iz izčetno mnogih neopreděljenyh,q4_GAP_W,gap_W,1.0,state_C,state_C_missing_branch,
stateC_0702__ISV-polynombereich_von_abz_hlbar_vielen_unbe--polinomna_oblast_iz_,ISV-polynombereich_von_abzählbar_vielen_unbe--polinomna_oblast_iz_,q3_ISV_FORM::polinomna oblast iz izčetno mnogih neopreděljenyh,q4_GAP_S,gap_S,1.0,state_C,state_C_missing_branch,
stateC_0702__ISV-polynombereich_von_abz_hlbar_vielen_unbe--polinomna_oblast_iz_,ISV-polynombereich_von_abzählbar_vielen_unbe--polinomna_oblast_iz_,q3_ISV_FORM::polinomna oblast iz izčetno mnogih neopreděljenyh,q4_ADVERSE_COMPETITOR_OR_FLAG,adverse,0.4531,state_C,west,
stateC_0702__ISV-polynombereich_von_abz_hlbar_vielen_unbe--polinomna_oblast_iz_,ISV-polynombereich_von_abzählbar_vielen_unbe--polinomna_oblast_iz_,q3_ISV_FORM::polinomna oblast iz izčetno mnogih neopreděljenyh,q5_DECISION::MISSING_WITNESS_continue_tail_routing,decision,1.0,state_C,F10-1,review
stateC_0703__ISV-polynomial_sense--v_polinomnom_smyslu,ISV-polynomial_sense--v_polinomnom_smyslu,q0_START,q1_SOURCE::unknown_source,source,1.0,state_C,canonical_state_C_row,start-to-source
stateC_0703__ISV-polynomial_sense--v_polinomnom_smyslu,ISV-polynomial_sense--v_polinomnom_smyslu,q1_SOURCE::unknown_source,q2_CONCEPT::polynomial,concept_link,1.0,state_C,v10_queue,A_probe_covered_concept
stateC_0703__ISV-polynomial_sense--v_polinomnom_smyslu,ISV-polynomial_sense--v_polinomnom_smyslu,q2_CONCEPT::polynomial,q3_ISV_FORM::v polinomnom smyslu,form_realization,1.0,state_C,chosen_form_latin,
stateC_0703__ISV-polynomial_sense--v_polinomnom_smyslu,ISV-polynomial_sense--v_polinomnom_smyslu,q3_ISV_FORM::v polinomnom smyslu,q4_SUPPORT_E,support_E,2.0,state_C,state_C_witness_vector,
stateC_0703__ISV-polynomial_sense--v_polinomnom_smyslu,ISV-polynomial_sense--v_polinomnom_smyslu,q3_ISV_FORM::v polinomnom smyslu,q4_GAP_W,gap_W,1.0,state_C,state_C_missing_branch,
stateC_0703__ISV-polynomial_sense--v_polinomnom_smyslu,ISV-polynomial_sense--v_polinomnom_smyslu,q3_ISV_FORM::v polinomnom smyslu,q4_GAP_S,gap_S,1.0,state_C,state_C_missing_branch,
stateC_0703__ISV-polynomial_sense--v_polinomnom_smyslu,ISV-polynomial_sense--v_polinomnom_smyslu,q3_ISV_FORM::v polinomnom smyslu,q4_ADVERSE_COMPETITOR_OR_FLAG,adverse,0.4531,state_C,west,
stateC_0703__ISV-polynomial_sense--v_polinomnom_smyslu,ISV-polynomial_sense--v_polinomnom_smyslu,q3_ISV_FORM::v polinomnom smyslu,q5_DECISION::MISSING_WITNESS_continue_tail_routing,decision,1.0,state_C,F10-1,review
stateC_0704__ISV-potenzprodukt--stepenovy_produkt,ISV-potenzprodukt--stepenovy_produkt,q0_START,q1_SOURCE::unknown_source,source,1.0,state_C,canonical_state_C_row,start-to-source
stateC_0704__ISV-potenzprodukt--stepenovy_produkt,ISV-potenzprodukt--stepenovy_produkt,q1_SOURCE::unknown_source,q2_CONCEPT::proper divisor,concept_link,1.0,state_C,tail_route_key,C_concept_linked_shelf_plausible
stateC_0704__ISV-potenzprodukt--stepenovy_produkt,ISV-potenzprodukt--stepenovy_produkt,q2_CONCEPT::proper divisor,q3_ISV_FORM::stepenovy produkt,form_realization,1.0,state_C,chosen_form_latin,
stateC_0704__ISV-potenzprodukt--stepenovy_produkt,ISV-potenzprodukt--stepenovy_produkt,q3_ISV_FORM::stepenovy produkt,q4_SUPPORT_E,support_E,2.0,state_C,state_C_witness_vector,
stateC_0704__ISV-potenzprodukt--stepenovy_produkt,ISV-potenzprodukt--stepenovy_produkt,q3_ISV_FORM::stepenovy produkt,q4_GAP_W,gap_W,1.0,state_C,state_C_missing_branch,
stateC_0704__ISV-potenzprodukt--stepenovy_produkt,ISV-potenzprodukt--stepenovy_produkt,q3_ISV_FORM::stepenovy produkt,q4_GAP_S,gap_S,1.0,state_C,state_C_missing_branch,
stateC_0704__ISV-potenzprodukt--stepenovy_produkt,ISV-potenzprodukt--stepenovy_produkt,q3_ISV_FORM::stepenovy produkt,q5_DECISION::MISSING_WITNESS_continue_tail_routing,decision,1.0,state_C,F10-1,review
stateC_0705__ISV-potenzprodukt_von_primidealen_echter_tei--produkt_stepenjev_pr,ISV-potenzprodukt_von_primidealen_echter_tei--produkt_stepenjev_pr,q0_START,q1_SOURCE::unknown_source,source,1.0,state_C,canonical_state_C_row,start-to-source
stateC_0705__ISV-potenzprodukt_von_primidealen_echter_tei--produkt_stepenjev_pr,ISV-potenzprodukt_von_primidealen_echter_tei--produkt_stepenjev_pr,q1_SOURCE::unknown_source,q2_CONCEPT::ideal,concept_link,1.0,state_C,,A_probe_covered_concept
stateC_0705__ISV-potenzprodukt_von_primidealen_echter_tei--produkt_stepenjev_pr,ISV-potenzprodukt_von_primidealen_echter_tei--produkt_stepenjev_pr,q2_CONCEPT::ideal,q3_ISV_FORM::produkt stepenjev prostyh idealov / vlastny dělitelj,form_realization,1.0,state_C,chosen_form_latin,
stateC_0705__ISV-potenzprodukt_von_primidealen_echter_tei--produkt_stepenjev_pr,ISV-potenzprodukt_von_primidealen_echter_tei--produkt_stepenjev_pr,q3_ISV_FORM::produkt stepenjev prostyh idealov / vlastny dělitelj,q4_SUPPORT_E,support_E,2.0,state_C,state_C_witness_vector,
stateC_0705__ISV-potenzprodukt_von_primidealen_echter_tei--produkt_stepenjev_pr,ISV-potenzprodukt_von_primidealen_echter_tei--produkt_stepenjev_pr,q3_ISV_FORM::produkt stepenjev prostyh idealov / vlastny dělitelj,q4_GAP_W,gap_W,1.0,state_C,state_C_missing_branch,
stateC_0705__ISV-potenzprodukt_von_primidealen_echter_tei--produkt_stepenjev_pr,ISV-potenzprodukt_von_primidealen_echter_tei--produkt_stepenjev_pr,q3_ISV_FORM::produkt stepenjev prostyh idealov / vlastny dělitelj,q4_GAP_S,gap_S,1.0,state_C,state_C_missing_branch,
stateC_0705__ISV-potenzprodukt_von_primidealen_echter_tei--produkt_stepenjev_pr,ISV-potenzprodukt_von_primidealen_echter_tei--produkt_stepenjev_pr,q3_ISV_FORM::produkt stepenjev prostyh idealov / vlastny dělitelj,q4_CANDIDATE_SUPPORT_W,candidate_support_W,1.0,state_C,W0_filtered_candidate,not certified
stateC_0705__ISV-potenzprodukt_von_primidealen_echter_tei--produkt_stepenjev_pr,ISV-potenzprodukt_von_primidealen_echter_tei--produkt_stepenjev_pr,q3_ISV_FORM::produkt stepenjev prostyh idealov / vlastny dělitelj,q4_CANDIDATE_SUPPORT_S,candidate_support_S,1.0,state_C,W0_filtered_candidate,not certified
stateC_0705__ISV-potenzprodukt_von_primidealen_echter_tei--produkt_stepenjev_pr,ISV-potenzprodukt_von_primidealen_echter_tei--produkt_stepenjev_pr,q3_ISV_FORM::produkt stepenjev prostyh idealov / vlastny dělitelj,q5_DECISION::CANDIDATE_W0_filtered_add_WS_after_row_context,decision,1.0,state_C,F10-1,review
stateC_0706__ISV-potenzprodukte--potencijalne_produkt,ISV-potenzprodukte--potencijalne_produkt,q0_START,q1_SOURCE::unknown_source,source,1.0,state_C,canonical_state_C_row,start-to-source
stateC_0706__ISV-potenzprodukte--potencijalne_produkt,ISV-potenzprodukte--potencijalne_produkt,q1_SOURCE::unknown_source,q2_CONCEPT::unclassified,concept_link,1.0,state_C,,
stateC_0706__ISV-potenzprodukte--potencijalne_produkt,ISV-potenzprodukte--potencijalne_produkt,q2_CONCEPT::unclassified,q3_ISV_FORM::potencijalne produkty,form_realization,1.0,state_C,chosen_form_latin,
stateC_0706__ISV-potenzprodukte--potencijalne_produkt,ISV-potenzprodukte--potencijalne_produkt,q3_ISV_FORM::potencijalne produkty,q4_SUPPORT_E,support_E,2.0,state_C,state_C_witness_vector,
stateC_0706__ISV-potenzprodukte--potencijalne_produkt,ISV-potenzprodukte--potencijalne_produkt,q3_ISV_FORM::potencijalne produkty,q4_SUPPORT_X,support_X,1.0,state_C,state_C_witness_vector,
stateC_0706__ISV-potenzprodukte--potencijalne_produkt,ISV-potenzprodukte--potencijalne_produkt,q3_ISV_FORM::potencijalne produkty,q4_GAP_W,gap_W,1.0,state_C,state_C_missing_branch,
stateC_0706__ISV-potenzprodukte--potencijalne_produkt,ISV-potenzprodukte--potencijalne_produkt,q3_ISV_FORM::potencijalne produkty,q4_GAP_S,gap_S,1.0,state_C,state_C_missing_branch,
stateC_0706__ISV-potenzprodukte--potencijalne_produkt,ISV-potenzprodukte--potencijalne_produkt,q3_ISV_FORM::potencijalne produkty,q5_DECISION::CURRENT_low_priority_or_document,decision,1.0,state_C,F10-0,yes
stateC_0707__ISV-potenzprodukte--produkty_stepenev,ISV-potenzprodukte--produkty_stepenev,q0_START,q1_SOURCE::unknown_source,source,1.0,state_C,canonical_state_C_row,start-to-source
stateC_0707__ISV-potenzprodukte--produkty_stepenev,ISV-potenzprodukte--produkty_stepenev,q1_SOURCE::unknown_source,q2_CONCEPT::unclassified,concept_link,1.0,state_C,,
stateC_0707__ISV-potenzprodukte--produkty_stepenev,ISV-potenzprodukte--produkty_stepenev,q2_CONCEPT::unclassified,q3_ISV_FORM::produkty stepenev,form_realization,1.0,state_C,chosen_form_latin,
stateC_0707__ISV-potenzprodukte--produkty_stepenev,ISV-potenzprodukte--produkty_stepenev,q3_ISV_FORM::produkty stepenev,q4_SUPPORT_E,support_E,2.0,state_C,state_C_witness_vector,
stateC_0707__ISV-potenzprodukte--produkty_stepenev,ISV-potenzprodukte--produkty_stepenev,q3_ISV_FORM::produkty stepenev,q4_GAP_W,gap_W,1.0,state_C,state_C_missing_branch,
stateC_0707__ISV-potenzprodukte--produkty_stepenev,ISV-potenzprodukte--produkty_stepenev,q3_ISV_FORM::produkty stepenev,q4_GAP_S,gap_S,1.0,state_C,state_C_missing_branch,
stateC_0707__ISV-potenzprodukte--produkty_stepenev,ISV-potenzprodukte--produkty_stepenev,q3_ISV_FORM::produkty stepenev,q4_ADVERSE_COMPETITOR_OR_FLAG,adverse,1.0,state_C,,
stateC_0707__ISV-potenzprodukte--produkty_stepenev,ISV-potenzprodukte--produkty_stepenev,q3_ISV_FORM::produkty stepenev,q5_DECISION::OVERCLAIM_backfill_needed,decision,1.0,state_C,F10-2,no_fix_first
stateC_0708__ISV-potenzprodukte--stepenove_produkty,ISV-potenzprodukte--stepenove_produkty,q0_START,q1_SOURCE::unknown_source,source,1.0,state_C,canonical_state_C_row,start-to-source
stateC_0708__ISV-potenzprodukte--stepenove_produkty,ISV-potenzprodukte--stepenove_produkty,q1_SOURCE::unknown_source,q2_CONCEPT::dimension,concept_link,1.0,state_C,tail_route_key,A_probe_covered_concept
stateC_0708__ISV-potenzprodukte--stepenove_produkty,ISV-potenzprodukte--stepenove_produkty,q2_CONCEPT::dimension,q3_ISV_FORM::stepenove produkty,form_realization,1.0,state_C,chosen_form_latin,
stateC_0708__ISV-potenzprodukte--stepenove_produkty,ISV-potenzprodukte--stepenove_produkty,q3_ISV_FORM::stepenove produkty,q4_SUPPORT_E,support_E,2.0,state_C,state_C_witness_vector,
stateC_0708__ISV-potenzprodukte--stepenove_produkty,ISV-potenzprodukte--stepenove_produkty,q3_ISV_FORM::stepenove produkty,q4_GAP_W,gap_W,1.0,state_C,state_C_missing_branch,
stateC_0708__ISV-potenzprodukte--stepenove_produkty,ISV-potenzprodukte--stepenove_produkty,q3_ISV_FORM::stepenove produkty,q4_GAP_S,gap_S,1.0,state_C,state_C_missing_branch,
stateC_0708__ISV-potenzprodukte--stepenove_produkty,ISV-potenzprodukte--stepenove_produkty,q3_ISV_FORM::stepenove produkty,q4_ADVERSE_COMPETITOR_OR_FLAG,adverse,0.5022,state_C,west,
stateC_0708__ISV-potenzprodukte--stepenove_produkty,ISV-potenzprodukte--stepenove_produkty,q3_ISV_FORM::stepenove produkty,q5_DECISION::MISSING_WITNESS_continue_tail_routing,decision,1.0,state_C,F10-1,review
stateC_0709__ISV-potenzprodukte_im_nenner_partielle_ablei--produkty_stepenev_v_,ISV-potenzprodukte_im_nenner_partielle_ablei--produkty_stepenev_v_,q0_START,q1_SOURCE::unknown_source,source,1.0,state_C,canonical_state_C_row,start-to-source
stateC_0709__ISV-potenzprodukte_im_nenner_partielle_ablei--produkty_stepenev_v_,ISV-potenzprodukte_im_nenner_partielle_ablei--produkty_stepenev_v_,q1_SOURCE::unknown_source,q2_CONCEPT::dimension,concept_link,1.0,state_C,,A_probe_covered_concept
stateC_0709__ISV-potenzprodukte_im_nenner_partielle_ablei--produkty_stepenev_v_,ISV-potenzprodukte_im_nenner_partielle_ablei--produkty_stepenev_v_,q2_CONCEPT::dimension,q3_ISV_FORM::produkty stepenev v imenovatelju / častne derivaty,form_realization,1.0,state_C,chosen_form_latin,
stateC_0709__ISV-potenzprodukte_im_nenner_partielle_ablei--produkty_stepenev_v_,ISV-potenzprodukte_im_nenner_partielle_ablei--produkty_stepenev_v_,q3_ISV_FORM::produkty stepenev v imenovatelju / častne derivaty,q4_SUPPORT_E,support_E,2.0,state_C,state_C_witness_vector,
stateC_0709__ISV-potenzprodukte_im_nenner_partielle_ablei--produkty_stepenev_v_,ISV-potenzprodukte_im_nenner_partielle_ablei--produkty_stepenev_v_,q3_ISV_FORM::produkty stepenev v imenovatelju / častne derivaty,q4_GAP_W,gap_W,1.0,state_C,state_C_missing_branch,
stateC_0709__ISV-potenzprodukte_im_nenner_partielle_ablei--produkty_stepenev_v_,ISV-potenzprodukte_im_nenner_partielle_ablei--produkty_stepenev_v_,q3_ISV_FORM::produkty stepenev v imenovatelju / častne derivaty,q4_GAP_S,gap_S,1.0,state_C,state_C_missing_branch,
stateC_0709__ISV-potenzprodukte_im_nenner_partielle_ablei--produkty_stepenev_v_,ISV-potenzprodukte_im_nenner_partielle_ablei--produkty_stepenev_v_,q3_ISV_FORM::produkty stepenev v imenovatelju / častne derivaty,q5_DECISION::MISSING_WITNESS_continue_tail_routing,decision,1.0,state_C,F10-1,review
stateC_0710__ISV-potenzprodukte_q-ter_dimension--stepenove_produkty_q,ISV-potenzprodukte_q-ter_dimension--stepenove_produkty_q,q0_START,q1_SOURCE::unknown_source,source,1.0,state_C,canonical_state_C_row,start-to-source
stateC_0710__ISV-potenzprodukte_q-ter_dimension--stepenove_produkty_q,ISV-potenzprodukte_q-ter_dimension--stepenove_produkty_q,q1_SOURCE::unknown_source,q2_CONCEPT::dimension,concept_link,1.0,state_C,tail_route_key,A_probe_covered_concept
stateC_0710__ISV-potenzprodukte_q-ter_dimension--stepenove_produkty_q,ISV-potenzprodukte_q-ter_dimension--stepenove_produkty_q,q2_CONCEPT::dimension,q3_ISV_FORM::stepenove produkty q-oj stepeni,form_realization,1.0,state_C,chosen_form_latin,
stateC_0710__ISV-potenzprodukte_q-ter_dimension--stepenove_produkty_q,ISV-potenzprodukte_q-ter_dimension--stepenove_produkty_q,q3_ISV_FORM::stepenove produkty q-oj stepeni,q4_SUPPORT_E,support_E,2.0,state_C,state_C_witness_vector,
stateC_0710__ISV-potenzprodukte_q-ter_dimension--stepenove_produkty_q,ISV-potenzprodukte_q-ter_dimension--stepenove_produkty_q,q3_ISV_FORM::stepenove produkty q-oj stepeni,q4_SUPPORT_W,support_W,1.0,state_C,state_C_witness_vector,
stateC_0710__ISV-potenzprodukte_q-ter_dimension--stepenove_produkty_q,ISV-potenzprodukte_q-ter_dimension--stepenove_produkty_q,q3_ISV_FORM::stepenove produkty q-oj stepeni,q4_SUPPORT_S,support_S,1.0,state_C,state_C_witness_vector,
stateC_0710__ISV-potenzprodukte_q-ter_dimension--stepenove_produkty_q,ISV-potenzprodukte_q-ter_dimension--stepenove_produkty_q,q3_ISV_FORM::stepenove produkty q-oj stepeni,q4_ADVERSE_COMPETITOR_OR_FLAG,adverse,0.5022,state_C,west,
stateC_0710__ISV-potenzprodukte_q-ter_dimension--stepenove_produkty_q,ISV-potenzprodukte_q-ter_dimension--stepenove_produkty_q,q3_ISV_FORM::stepenove produkty q-oj stepeni,q5_DECISION::MISSING_WITNESS_continue_tail_routing,decision,1.0,state_C,F10-1,review
stateC_0711__ISV-potenzsumme--stepenna_suma,ISV-potenzsumme--stepenna_suma,q0_START,q1_SOURCE::unknown_source,source,1.0,state_C,canonical_state_C_row,start-to-source
stateC_0711__ISV-potenzsumme--stepenna_suma,ISV-potenzsumme--stepenna_suma,q1_SOURCE::unknown_source,q2_CONCEPT::prime ideal,concept_link,1.0,state_C,tail_route_key,C_concept_linked_shelf_plausible
stateC_0711__ISV-potenzsumme--stepenna_suma,ISV-potenzsumme--stepenna_suma,q2_CONCEPT::prime ideal,q3_ISV_FORM::stepenna suma,form_realization,1.0,state_C,chosen_form_latin,
stateC_0711__ISV-potenzsumme--stepenna_suma,ISV-potenzsumme--stepenna_suma,q3_ISV_FORM::stepenna suma,q4_SUPPORT_E,support_E,2.0,state_C,state_C_witness_vector,
stateC_0711__ISV-potenzsumme--stepenna_suma,ISV-potenzsumme--stepenna_suma,q3_ISV_FORM::stepenna suma,q4_GAP_W,gap_W,1.0,state_C,state_C_missing_branch,
stateC_0711__ISV-potenzsumme--stepenna_suma,ISV-potenzsumme--stepenna_suma,q3_ISV_FORM::stepenna suma,q4_GAP_S,gap_S,1.0,state_C,state_C_missing_branch,
stateC_0711__ISV-potenzsumme--stepenna_suma,ISV-potenzsumme--stepenna_suma,q3_ISV_FORM::stepenna suma,q4_ADVERSE_COMPETITOR_OR_FLAG,adverse,0.4032,state_C,south|west,
stateC_0711__ISV-potenzsumme--stepenna_suma,ISV-potenzsumme--stepenna_suma,q3_ISV_FORM::stepenna suma,q5_DECISION::MISSING_WITNESS_continue_tail_routing,decision,1.0,state_C,F10-1,review
stateC_0712__ISV-prim_zu_a_gegenseitig_prim--prost_vzhodno_k_a_vz,ISV-prim_zu_a_gegenseitig_prim--prost_vzhodno_k_a_vz,q0_START,q1_SOURCE::unknown_source,source,1.0,state_C,canonical_state_C_row,start-to-source
stateC_0712__ISV-prim_zu_a_gegenseitig_prim--prost_vzhodno_k_a_vz,ISV-prim_zu_a_gegenseitig_prim--prost_vzhodno_k_a_vz,q1_SOURCE::unknown_source,q2_CONCEPT::unclassified,concept_link,1.0,state_C,,D_no_route_true_gap
stateC_0712__ISV-prim_zu_a_gegenseitig_prim--prost_vzhodno_k_a_vz,ISV-prim_zu_a_gegenseitig_prim--prost_vzhodno_k_a_vz,q2_CONCEPT::unclassified,q3_ISV_FORM::prost vzhodno k a / vzaimno proste v tom smyslu,form_realization,1.0,state_C,chosen_form_latin,
stateC_0712__ISV-prim_zu_a_gegenseitig_prim--prost_vzhodno_k_a_vz,ISV-prim_zu_a_gegenseitig_prim--prost_vzhodno_k_a_vz,q3_ISV_FORM::prost vzhodno k a / vzaimno proste v tom smyslu,q4_SUPPORT_E,support_E,2.0,state_C,state_C_witness_vector,
stateC_0712__ISV-prim_zu_a_gegenseitig_prim--prost_vzhodno_k_a_vz,ISV-prim_zu_a_gegenseitig_prim--prost_vzhodno_k_a_vz,q3_ISV_FORM::prost vzhodno k a / vzaimno proste v tom smyslu,q4_GAP_W,gap_W,1.0,state_C,state_C_missing_branch,
stateC_0712__ISV-prim_zu_a_gegenseitig_prim--prost_vzhodno_k_a_vz,ISV-prim_zu_a_gegenseitig_prim--prost_vzhodno_k_a_vz,q3_ISV_FORM::prost vzhodno k a / vzaimno proste v tom smyslu,q4_GAP_S,gap_S,1.0,state_C,state_C_missing_branch,
stateC_0712__ISV-prim_zu_a_gegenseitig_prim--prost_vzhodno_k_a_vz,ISV-prim_zu_a_gegenseitig_prim--prost_vzhodno_k_a_vz,q3_ISV_FORM::prost vzhodno k a / vzaimno proste v tom smyslu,q5_DECISION::MISSING_WITNESS_continue_tail_routing,decision,1.0,state_C,F10-1,review
