"package_relative_path","bytes","sha256"
"pointer-only/tk/prior-retry/turkmen_scribd_komekow_algebra_dynamic_html.html","1250229","2b7f1d6bad0cca19f6e3759d8d513b2ffd25c294b537dce7c04a0b061126514c"
"README.md","6628","75ed0da8083a5ba2bafbdcb8fd23d60e331376ae1a3b5ead73eba786124ba7f5"
"SESSION_LOGBOOK_20260705.md","23697","2dd37125258c562f2ed6894ff03bfb4cdb3e947917b449193a015c0c6963d6f5"
"SHA256SUMS.txt","48651","b9acaa56bad5ef8c226e5d6e3d55760b2f972d4fce93427a4cf74c9f412996bd"
"SOURCE_USE_LABELS.csv","1222","16607c2869fdfc6a01b9db7db9a7c8faec7fde3285a68073d71564837127b8b6"
"source-rescribe-workpass/az/prior-retry/azerbaijani_kitabyurdu_cebr_muhazireler.txt","6013","0279b9b7b965749ee0ce149e839b4897d22df9024dc535da9ee329fe0dee18d8"
"source-rescribe-workpass/az/prior-retry/azerbaijani_wikisun_module_riyaziyyat.txt","5163","1c130f5bb121b9f211986d55ab13fe3b823e7b3b4809c1cf7fd48d682784bbbe"
"source-rescribe-workpass/ba/prior-retry/bashkir_bashenc_algebra.txt","5827","d4707b4678224cab6ac974c30b47f1da6d955ea411be5e7864dc53ebfa63afd2"
"source-rescribe-workpass/ba/prior-retry/bashkir_wikibooks_math_dictionary_a.txt","9454","baf26fe7a2714440ab4344f0ac7c908e3731bd9afb520f5275f3d660d5ce9afc"
"source-rescribe-workpass/ky/current-probe/KY-CUR-055-001_polynomial_base_context.txt","8053","0738e4aaa2dcba49fe141dd0a619b80b66abcbc3375f72a901ae66599e96dc47"
"source-rescribe-workpass/ky/current-probe/KY-CUR-055-002_official_STEM_polynomial_lesson_context.txt","214","bd99afd8f21620be7b492b955c2e00e011de5dccb01c663640725c0ef0d9df90"
"source-rescribe-workpass/tk/current-source-gate/TK-CUR-051-001.txt","3040","7a4d2066c8ce04be2529591f02cc22d3fd9993c1649863bd537a2d4421087d14"
"source-rescribe-workpass/tk/current-source-gate/TK-CUR-051-002.txt","3040","7a4d2066c8ce04be2529591f02cc22d3fd9993c1649863bd537a2d4421087d14"
"source-rescribe-workpass/tk/current-source-gate/TK-CUR-051-003.txt","193079","c0322569a6e6d8cb266af932bf902996e5be97c9598bfbe5243d0a267267e349"
"source-rescribe-workpass/tk/current-source-gate/TK-CUR-051-006.txt","193","1eed7c4f18d1c3625cfc2bf61256830b5dfcfa73cd33555575a12b6339f78c45"
"source-rescribe-workpass/tk/prior-retry/turkmen_kitaphana_yokary_matematika_i.txt","203","b6d147d09f38baf39ed232d28cd8df56ef1201e71a223dfbf21fbeb50067a9ec"
"source-rescribe-workpass/tk/prior-retry/turkmen_scribd_komekow_algebra_dynamic_html.txt","2250","4aaf4afda1cf281dbc17b833abca87c13f0be45e6c9b77916e6c9fcfc1e50353"
"source-rescribe-workpass/tt/current-probe/TT-CUR-055-002_dictionary_polynomial_context.txt","1975976","d3b2558c46c24e29227718ae84cef4056a25c7ceb27b3bbcdb83e07a09923b84"
"source-rescribe-workpass/tt/current-probe/TT-CUR-055-003_low-authority_Noetherian_trap.txt","86","312df46ab60dbaebc6f93c93645ca518cc97b79824b0764532508db2f3e5146b"
"source-rescribe-workpass/tt/prior-retry/tatar_kpfu_methodical_sources_dictionary_lead.txt","16776","0d7b3bb8ac01b6feb28fb8c06d23d525c827bb6d6d1f8ffda6be0ac1923fbf02"
"source-rescribe-workpass/ug/current-source-gate/UG-CUR-052-001.txt","84368","aa7177389eab80733e430a96e204f99feb92afe6484ad4f2cc0ed72831b8486d"
"source-rescribe-workpass/ug/current-source-gate/UG-CUR-052-002.txt","84393","be2f13deef26f3179c1356f06031f1cab7c7037210b117eba0ae0bb9d0cf9e4c"
"source-rescribe-workpass/ug/current-source-gate/UG-CUR-052-003.txt","84422","31e62bf9971a40ecdcc21812456588ffaf8fbfac84d13bcd6a5ec7f224b47da8"
"source-rescribe-workpass/ug/current-source-gate/UG-CUR-052-004.txt","84430","f911a6245c5afa45fe122a39965ddadcddcf98d33bc7503e8d0dfac8165acb4d"
"source-rescribe-workpass/ug/current-source-gate/UG-CUR-052-005.txt","37140","e3d034469241ae2b3a9eff593fbae4ea312857615b38097ad766011c022bc6b9"
"source-rescribe-workpass/ug/current-source-gate/UG-CUR-052-006.txt","36797","8517a1b5ce0aee7cfddb59845bb9bb47a39411e7e415a62856d959cd39d0fcaa"
"source-rescribe-workpass/ug/current-source-gate/UG-CUR-052-007.txt","36941","a1e81cb3f2d049c902ab5b499fd94994b562dc8765fc9527965691bd929ad914"
"source-rescribe-workpass/ug/current-source-gate/UG-CUR-052-008.txt","36911","237cac5e341abdc75924c725a84d264802691a1b54a83ba22579c22c30c4ea13"
"source-rescribe-workpass/ug/current-source-gate/UG-CUR-052-009.txt","173","3cfa3c9dd6ae45d0c8414ae90a9333acff9b80a74ea6f09567a36db1dd3cb043"
"source-rescribe-workpass/ug/prior-retry/uyghur_ewlat_math_terms_category.txt","6035","e3a8ec3bad7fe80db45212da6d077029423ab2c516bb2563a0ae700e6b2edb81"
"source-rescribe-workpass/ug/prior-retry/uyghur_tarim_algebra_math_dictionary.txt","8650","7896296ea30ce1d5e9e54e6116da5c8ce49430abec961cc39754e9b61d9a7197"
