"persianate_sublane","exact_gate_row_id","source_row_id","concept_id","english","direct_micro_support","exact_source_ref","source_path_or_url","review_boundary","no_merge_boundary"
"persian_farsi","r3exact:r3run:0194","eigen:fa:eigenvalue_eigenvector_future_slice","eigenvalue_eigenvector_future_slice","eigenvalue/eigenvector future slice - Persian/Farsi","Persian/Farsi direct draft support: مقدار ویژه | بردار ویژه | مقادیر ویژه","r3_eigenvalue_regional_evidence_ledger.csv :: eigen:fa:eigenvalue_eigenvector_future_slice :: sources/non_slavic_reference_corpus/20260630t065535z_r3_eigenvalue_regional_evidence_capture/wikitext/fa/eigenvalues_and_eigenvectors__مقدارویژه_و_بردارویژه.wiki.txt","https://fa.wikipedia.org/wiki/%D9%85%D9%82%D8%AF%D8%A7%D8%B1%D9%88%DB%8C%DA%98%D9%87_%D9%88_%D8%A8%D8%B1%D8%AF%D8%A7%D8%B1%D9%88%DB%8C%DA%98%D9%87","review_only_no_native_review_no_approval_no_term_or_bridge_promotion","no_merged_dari_tajik_urdu_hindustani_pan_turkic_authorization"
"dari_afghan","r3exact:r3run:0166","dari_afghan_vector_space_source_gate:vector_space","vector_space","vector space","Dari/Afghan Persian direct draft support: فضای برداری; فضای خطی; فضای وکتوری lead","DARI_AFGHAN_VECTOR_SPACE_SOURCE_GATE_20260702T074500Z.json :: dari_afghan_vector_space_source_gate:vector_space :: DDL page 204 row 3046; prior gap-fill packet records older curriculum lead for فضاهای وکتوری","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-a-3\outputs\DARI_AFGHAN_VECTOR_SPACE_SOURCE_GATE_20260702T074500Z.json","review_only_no_native_review_no_approval_no_term_or_bridge_promotion","no_merged_dari_tajik_urdu_hindustani_pan_turkic_authorization"
"dari_afghan","r3exact:r3run:0167","dari_afghan_vector_space_source_gate:vector","vector","vector","Dari/Afghan Persian direct draft support: وکتور","DARI_AFGHAN_VECTOR_SPACE_SOURCE_GATE_20260702T074500Z.json :: dari_afghan_vector_space_source_gate:vector :: DDL page 204 row 3047","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-a-3\outputs\DARI_AFGHAN_VECTOR_SPACE_SOURCE_GATE_20260702T074500Z.json","review_only_no_native_review_no_approval_no_term_or_bridge_promotion","no_merged_dari_tajik_urdu_hindustani_pan_turkic_authorization"
"dari_afghan","r3exact:r3run:0168","dari_afghan_vector_space_source_gate:vector_addition","vector_addition","vector addition","Dari/Afghan Persian direct draft support: جمع برداری","DARI_AFGHAN_VECTOR_SPACE_SOURCE_GATE_20260702T074500Z.json :: dari_afghan_vector_space_source_gate:vector_addition :: DDL page 204 vector-space definition","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-a-3\outputs\DARI_AFGHAN_VECTOR_SPACE_SOURCE_GATE_20260702T074500Z.json","review_only_no_native_review_no_approval_no_term_or_bridge_promotion","no_merged_dari_tajik_urdu_hindustani_pan_turkic_authorization"
"dari_afghan","r3exact:r3run:0169","dari_afghan_vector_space_source_gate:scalar_multiplication","scalar_multiplication","scalar multiplication","Dari/Afghan Persian direct draft support: ضرب نرده‌ای","DARI_AFGHAN_VECTOR_SPACE_SOURCE_GATE_20260702T074500Z.json :: dari_afghan_vector_space_source_gate:scalar_multiplication :: DDL page 204 vector-space definition","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-a-3\outputs\DARI_AFGHAN_VECTOR_SPACE_SOURCE_GATE_20260702T074500Z.json","review_only_no_native_review_no_approval_no_term_or_bridge_promotion","no_merged_dari_tajik_urdu_hindustani_pan_turkic_authorization"
"dari_afghan","r3exact:r3run:0170","dari_afghan_vector_space_source_gate:scalar","scalar","scalar","Dari/Afghan Persian direct draft support: OPEN / possible اسکالر from adjacent Persian/Farsi only","DARI_AFGHAN_VECTOR_SPACE_SOURCE_GATE_20260702T074500Z.json :: dari_afghan_vector_space_source_gate:scalar :: No standalone Afghan Dari row captured in this pass.","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-a-3\outputs\DARI_AFGHAN_VECTOR_SPACE_SOURCE_GATE_20260702T074500Z.json","review_only_no_native_review_no_approval_no_term_or_bridge_promotion","no_merged_dari_tajik_urdu_hindustani_pan_turkic_authorization"
"dari_afghan","r3exact:r3run:0171","dari_afghan_vector_space_source_gate:zero_vector","zero_vector","zero vector","Dari/Afghan Persian direct draft support: OPEN","DARI_AFGHAN_VECTOR_SPACE_SOURCE_GATE_20260702T074500Z.json :: dari_afghan_vector_space_source_gate:zero_vector :: No captured Afghan Dari row.","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-a-3\outputs\DARI_AFGHAN_VECTOR_SPACE_SOURCE_GATE_20260702T074500Z.json","review_only_no_native_review_no_approval_no_term_or_bridge_promotion","no_merged_dari_tajik_urdu_hindustani_pan_turkic_authorization"
"dari_afghan","r3exact:r3run:0172","dari_afghan_vector_space_source_gate:additive_inverse","additive_inverse","additive inverse","Dari/Afghan Persian direct draft support: OPEN","DARI_AFGHAN_VECTOR_SPACE_SOURCE_GATE_20260702T074500Z.json :: dari_afghan_vector_space_source_gate:additive_inverse :: No captured Afghan Dari row.","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-a-3\outputs\DARI_AFGHAN_VECTOR_SPACE_SOURCE_GATE_20260702T074500Z.json","review_only_no_native_review_no_approval_no_term_or_bridge_promotion","no_merged_dari_tajik_urdu_hindustani_pan_turkic_authorization"
"dari_afghan","r3exact:r3run:0173","dari_afghan_vector_space_source_gate:closure","closure","closed under operation","Dari/Afghan Persian direct draft support: OPEN","DARI_AFGHAN_VECTOR_SPACE_SOURCE_GATE_20260702T074500Z.json :: dari_afghan_vector_space_source_gate:closure :: No captured Afghan Dari axiom wording.","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-a-3\outputs\DARI_AFGHAN_VECTOR_SPACE_SOURCE_GATE_20260702T074500Z.json","review_only_no_native_review_no_approval_no_term_or_bridge_promotion","no_merged_dari_tajik_urdu_hindustani_pan_turkic_authorization"
"dari_afghan","r3exact:r3run:0174","dari_afghan_linear_system_source_gate:linear_algebra","linear_algebra","linear algebra","Dari/Afghan Persian direct draft support: الجبر خطی","DARI_AFGHAN_LINEAR_SYSTEM_GAP_FILL_UPDATE_20260702T021500Z.json :: dari_afghan_linear_system_source_gate:linear_algebra :: DDL page 90 row 1347; KPU math department HTML; older Afghan bridge source ledger","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-a-3\outputs\DARI_AFGHAN_LINEAR_SYSTEM_GAP_FILL_UPDATE_20260702T021500Z.json","review_only_no_native_review_no_approval_no_term_or_bridge_promotion","no_merged_dari_tajik_urdu_hindustani_pan_turkic_authorization"
"dari_afghan","r3exact:r3run:0175","dari_afghan_linear_system_source_gate:linear_equation","linear_equation","linear equation","Dari/Afghan Persian direct draft support: معادله ریاضی; معادلات خطی","DARI_AFGHAN_LINEAR_SYSTEM_GAP_FILL_UPDATE_20260702T021500Z.json :: dari_afghan_linear_system_source_gate:linear_equation :: DDL page 84 row 1258 Mathematical equation => معادله ریاضی; older rendered Afghan curriculum lead has معادلات خطی","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-a-3\outputs\DARI_AFGHAN_LINEAR_SYSTEM_GAP_FILL_UPDATE_20260702T021500Z.json","review_only_no_native_review_no_approval_no_term_or_bridge_promotion","no_merged_dari_tajik_urdu_hindustani_pan_turkic_authorization"
"dari_afghan","r3exact:r3run:0176","dari_afghan_linear_system_source_gate:system_of_linear_equations","system_of_linear_equations","system of linear equations / linear system","Dari/Afghan Persian direct draft support: سیستم خطی، دستگاه خطی; معادلات خطی","DARI_AFGHAN_LINEAR_SYSTEM_GAP_FILL_UPDATE_20260702T021500Z.json :: dari_afghan_linear_system_source_gate:system_of_linear_equations :: DDL page 90 row 1342; older rendered Afghan curriculum lead has معادلات خطی","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-a-3\outputs\DARI_AFGHAN_LINEAR_SYSTEM_GAP_FILL_UPDATE_20260702T021500Z.json","review_only_no_native_review_no_approval_no_term_or_bridge_promotion","no_merged_dari_tajik_urdu_hindustani_pan_turkic_authorization"
"dari_afghan","r3exact:r3run:0177","dari_afghan_linear_system_source_gate:matrix","matrix","matrix","Dari/Afghan Persian direct draft support: ماتریس; ماتریس ها; ترانهاده ماتریس; معکوس ماتریس","DARI_AFGHAN_LINEAR_SYSTEM_GAP_FILL_UPDATE_20260702T021500Z.json :: dari_afghan_linear_system_source_gate:matrix :: Older Afghan rendered software-engineering curriculum HTML ledgers; no PDF downloaded","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-a-3\outputs\DARI_AFGHAN_LINEAR_SYSTEM_GAP_FILL_UPDATE_20260702T021500Z.json","review_only_no_native_review_no_approval_no_term_or_bridge_promotion","no_merged_dari_tajik_urdu_hindustani_pan_turkic_authorization"
"dari_afghan","r3exact:r3run:0178","dari_afghan_linear_system_source_gate:solution","solution","solution / answer","Dari/Afghan Persian direct draft support: حل دقیق، پاسخ دقیق","DARI_AFGHAN_LINEAR_SYSTEM_GAP_FILL_UPDATE_20260702T021500Z.json :: dari_afghan_linear_system_source_gate:solution :: DDL page 124 row 1851 Exact solution => حل دقیق، پاسخ دقیق","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-a-3\outputs\DARI_AFGHAN_LINEAR_SYSTEM_GAP_FILL_UPDATE_20260702T021500Z.json","review_only_no_native_review_no_approval_no_term_or_bridge_promotion","no_merged_dari_tajik_urdu_hindustani_pan_turkic_authorization"
"dari_afghan","r3exact:r3run:0179","dari_afghan_linear_system_source_gate:coefficient","coefficient","coefficient","Dari/Afghan Persian direct draft support: OPEN","DARI_AFGHAN_LINEAR_SYSTEM_GAP_FILL_UPDATE_20260702T021500Z.json :: dari_afghan_linear_system_source_gate:coefficient :: DDL page 202 row 3022 absorption coefficient => ضریب جذب is chemistry, not equation coefficient","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-a-3\outputs\DARI_AFGHAN_LINEAR_SYSTEM_GAP_FILL_UPDATE_20260702T021500Z.json","review_only_no_native_review_no_approval_no_term_or_bridge_promotion","no_merged_dari_tajik_urdu_hindustani_pan_turkic_authorization"
"dari_afghan","r3exact:r3run:0180","dari_afghan_linear_system_source_gate:constant","constant","constant","Dari/Afghan Persian direct draft support: OPEN","DARI_AFGHAN_LINEAR_SYSTEM_GAP_FILL_UPDATE_20260702T021500Z.json :: dari_afghan_linear_system_source_gate:constant :: No captured Afghan math-row source for equation constant","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-a-3\outputs\DARI_AFGHAN_LINEAR_SYSTEM_GAP_FILL_UPDATE_20260702T021500Z.json","review_only_no_native_review_no_approval_no_term_or_bridge_promotion","no_merged_dari_tajik_urdu_hindustani_pan_turkic_authorization"
"dari_afghan","r3exact:r3run:0181","dari_afghan_linear_system_source_gate:n_tuple","n_tuple","n-tuple","Dari/Afghan Persian direct draft support: OPEN","DARI_AFGHAN_LINEAR_SYSTEM_GAP_FILL_UPDATE_20260702T021500Z.json :: dari_afghan_linear_system_source_gate:n_tuple :: No captured Afghan source-level n-tuple row","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-a-3\outputs\DARI_AFGHAN_LINEAR_SYSTEM_GAP_FILL_UPDATE_20260702T021500Z.json","review_only_no_native_review_no_approval_no_term_or_bridge_promotion","no_merged_dari_tajik_urdu_hindustani_pan_turkic_authorization"
"dari_afghan","r3exact:r3run:0182","dari_afghan_linear_system_source_gate:vector","vector","vector","Dari/Afghan Persian direct draft support: وکتور","DARI_AFGHAN_LINEAR_SYSTEM_GAP_FILL_UPDATE_20260702T021500Z.json :: dari_afghan_linear_system_source_gate:vector :: DDL page 204 row 3047; older Afghan curriculum lead","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-a-3\outputs\DARI_AFGHAN_LINEAR_SYSTEM_GAP_FILL_UPDATE_20260702T021500Z.json","review_only_no_native_review_no_approval_no_term_or_bridge_promotion","no_merged_dari_tajik_urdu_hindustani_pan_turkic_authorization"
"dari_afghan","r3exact:r3run:0183","dari_afghan_linear_system_source_gate:vector_space","vector_space","vector space","Dari/Afghan Persian direct draft support: فضای برداری; فضای وکتوری","DARI_AFGHAN_LINEAR_SYSTEM_GAP_FILL_UPDATE_20260702T021500Z.json :: dari_afghan_linear_system_source_gate:vector_space :: DDL page 204 row 3046; older Afghan curriculum lead","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-a-3\outputs\DARI_AFGHAN_LINEAR_SYSTEM_GAP_FILL_UPDATE_20260702T021500Z.json","review_only_no_native_review_no_approval_no_term_or_bridge_promotion","no_merged_dari_tajik_urdu_hindustani_pan_turkic_authorization"
"tajik_cyrillic","r3exact:r3run:0133","tajik_cyrillic_vector_space_microdraft:vector_space","vector_space","vector space","Tajik direct draft support: фазои векторӣ","HEFFERON_VECTOR_SPACE_DEFINITION_TAJIK_MICRODRAFT_20260701T200135Z.json :: tajik_cyrillic_vector_space_microdraft:vector_space :: source_id=tg_wikipedia_linear_algebra; microdraft_use=фазои векторӣ","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-a-3\outputs\HEFFERON_VECTOR_SPACE_DEFINITION_TAJIK_MICRODRAFT_20260701T200135Z.json","review_only_no_native_review_no_approval_no_term_or_bridge_promotion","no_merged_dari_tajik_urdu_hindustani_pan_turkic_authorization"
"tajik_cyrillic","r3exact:r3run:0134","tajik_cyrillic_vector_space_microdraft:vector","vector","vector","Tajik direct draft support: вектор","HEFFERON_VECTOR_SPACE_DEFINITION_TAJIK_MICRODRAFT_20260701T200135Z.json :: tajik_cyrillic_vector_space_microdraft:vector :: source_id=tg_wikipedia_linear_algebra; khkt_asoshoi_algebrai_khatti; hgu_open_algebra_class; microdraft_use=вектор","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-a-3\outputs\HEFFERON_VECTOR_SPACE_DEFINITION_TAJIK_MICRODRAFT_20260701T200135Z.json","review_only_no_native_review_no_approval_no_term_or_bridge_promotion","no_merged_dari_tajik_urdu_hindustani_pan_turkic_authorization"
"tajik_cyrillic","r3exact:r3run:0135","tajik_cyrillic_vector_space_microdraft:linear_algebra","linear_algebra","linear algebra","Tajik direct draft support: алгебраи хаттӣ","HEFFERON_VECTOR_SPACE_DEFINITION_TAJIK_MICRODRAFT_20260701T200135Z.json :: tajik_cyrillic_vector_space_microdraft:linear_algebra :: source_id=tg_wikipedia_linear_algebra; khkt_asoshoi_algebrai_khatti; microdraft_use=source note only","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-a-3\outputs\HEFFERON_VECTOR_SPACE_DEFINITION_TAJIK_MICRODRAFT_20260701T200135Z.json","review_only_no_native_review_no_approval_no_term_or_bridge_promotion","no_merged_dari_tajik_urdu_hindustani_pan_turkic_authorization"
"tajik_cyrillic","r3exact:r3run:0136","tajik_cyrillic_vector_space_microdraft:linear_dependence","linear_dependence","linear dependence","Tajik direct draft support: вобастагии хаттӣ","HEFFERON_VECTOR_SPACE_DEFINITION_TAJIK_MICRODRAFT_20260701T200135Z.json :: tajik_cyrillic_vector_space_microdraft:linear_dependence :: source_id=tg_wikipedia_linear_dependence; microdraft_use=review note only","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-a-3\outputs\HEFFERON_VECTOR_SPACE_DEFINITION_TAJIK_MICRODRAFT_20260701T200135Z.json","review_only_no_native_review_no_approval_no_term_or_bridge_promotion","no_merged_dari_tajik_urdu_hindustani_pan_turkic_authorization"
"tajik_cyrillic","r3exact:r3run:0137","tajik_cyrillic_vector_space_microdraft:linear_combination","linear_combination","linear combination","Tajik direct draft support: комбинатсияи хаттӣ","HEFFERON_VECTOR_SPACE_DEFINITION_TAJIK_MICRODRAFT_20260701T200135Z.json :: tajik_cyrillic_vector_space_microdraft:linear_combination :: source_id=tg_wikipedia_linear_dependence; microdraft_use=review note only","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-a-3\outputs\HEFFERON_VECTOR_SPACE_DEFINITION_TAJIK_MICRODRAFT_20260701T200135Z.json","review_only_no_native_review_no_approval_no_term_or_bridge_promotion","no_merged_dari_tajik_urdu_hindustani_pan_turkic_authorization"
"tajik_cyrillic","r3exact:r3run:0138","tajik_cyrillic_vector_space_microdraft:matrix","matrix","matrix","Tajik direct draft support: матритса / матриса","HEFFERON_VECTOR_SPACE_DEFINITION_TAJIK_MICRODRAFT_20260701T200135Z.json :: tajik_cyrillic_vector_space_microdraft:matrix :: source_id=tg_wikipedia_linear_algebra; khkt_asoshoi_algebrai_khatti; microdraft_use=not central in this slice","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-a-3\outputs\HEFFERON_VECTOR_SPACE_DEFINITION_TAJIK_MICRODRAFT_20260701T200135Z.json","review_only_no_native_review_no_approval_no_term_or_bridge_promotion","no_merged_dari_tajik_urdu_hindustani_pan_turkic_authorization"
"tajik_cyrillic","r3exact:r3run:0139","tajik_cyrillic_vector_space_microdraft:scalar","scalar","scalar","Tajik direct draft support: скаляр","HEFFERON_VECTOR_SPACE_DEFINITION_TAJIK_MICRODRAFT_20260701T200135Z.json :: tajik_cyrillic_vector_space_microdraft:scalar :: source_id=tg_wikipedia_speed_scalar_vector; microdraft_use=скаляр","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-a-3\outputs\HEFFERON_VECTOR_SPACE_DEFINITION_TAJIK_MICRODRAFT_20260701T200135Z.json","review_only_no_native_review_no_approval_no_term_or_bridge_promotion","no_merged_dari_tajik_urdu_hindustani_pan_turkic_authorization"
"tajik_cyrillic","r3exact:r3run:0140","tajik_cyrillic_vector_space_microdraft:scalar_multiplication","scalar_multiplication","scalar multiplication","Tajik direct draft support: зарб ба скаляр","HEFFERON_VECTOR_SPACE_DEFINITION_TAJIK_MICRODRAFT_20260701T200135Z.json :: tajik_cyrillic_vector_space_microdraft:scalar_multiplication :: source_id=microdraft_inference; khkt has зарби скалярии for scalar product and must not be conflated; microdraft_use=зарб ба скаляр","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-a-3\outputs\HEFFERON_VECTOR_SPACE_DEFINITION_TAJIK_MICRODRAFT_20260701T200135Z.json","review_only_no_native_review_no_approval_no_term_or_bridge_promotion","no_merged_dari_tajik_urdu_hindustani_pan_turkic_authorization"
"tajik_cyrillic","r3exact:r3run:0141","tajik_cyrillic_vector_space_microdraft:closed_under_operation","closed_under_operation","closed under operation","Tajik direct draft support: зери амал баста аст","HEFFERON_VECTOR_SPACE_DEFINITION_TAJIK_MICRODRAFT_20260701T200135Z.json :: tajik_cyrillic_vector_space_microdraft:closed_under_operation :: source_id=microdraft_inference; microdraft_use=зери ҷамъ / зери зарб ба скаляр баста аст","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-a-3\outputs\HEFFERON_VECTOR_SPACE_DEFINITION_TAJIK_MICRODRAFT_20260701T200135Z.json","review_only_no_native_review_no_approval_no_term_or_bridge_promotion","no_merged_dari_tajik_urdu_hindustani_pan_turkic_authorization"
"tajik_cyrillic","r3exact:r3run:0142","tajik_cyrillic_vector_space_microdraft:zero_vector","zero_vector","zero vector","Tajik direct draft support: вектори сифрӣ","HEFFERON_VECTOR_SPACE_DEFINITION_TAJIK_MICRODRAFT_20260701T200135Z.json :: tajik_cyrillic_vector_space_microdraft:zero_vector :: source_id=microdraft_inference; microdraft_use=вектори сифрӣ","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-a-3\outputs\HEFFERON_VECTOR_SPACE_DEFINITION_TAJIK_MICRODRAFT_20260701T200135Z.json","review_only_no_native_review_no_approval_no_term_or_bridge_promotion","no_merged_dari_tajik_urdu_hindustani_pan_turkic_authorization"
"tajik_cyrillic","r3exact:r3run:0143","tajik_cyrillic_vector_space_microdraft:additive_inverse","additive_inverse","additive inverse","Tajik direct draft support: вектори муқобили ҷамъӣ","HEFFERON_VECTOR_SPACE_DEFINITION_TAJIK_MICRODRAFT_20260701T200135Z.json :: tajik_cyrillic_vector_space_microdraft:additive_inverse :: source_id=microdraft_inference; microdraft_use=вектори муқобили ҷамъӣ","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-a-3\outputs\HEFFERON_VECTOR_SPACE_DEFINITION_TAJIK_MICRODRAFT_20260701T200135Z.json","review_only_no_native_review_no_approval_no_term_or_bridge_promotion","no_merged_dari_tajik_urdu_hindustani_pan_turkic_authorization"
"tajik_cyrillic","r3exact:r3run:0144","tajik_cyrillic_vector_space_microdraft:eigen_pair","eigen_pair","eigenvalue/eigenvector","Tajik direct draft support: қимати хос / вектори хоси матритса; векторҳои хос ва қиматҳои хоси оператори хаттӣ","HEFFERON_VECTOR_SPACE_DEFINITION_TAJIK_MICRODRAFT_20260701T200135Z.json :: tajik_cyrillic_vector_space_microdraft:eigen_pair :: source_id=hgu_open_algebra_class; khkt_asoshoi_algebrai_khatti; microdraft_use=not used in this slice","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-a-3\outputs\HEFFERON_VECTOR_SPACE_DEFINITION_TAJIK_MICRODRAFT_20260701T200135Z.json","review_only_no_native_review_no_approval_no_term_or_bridge_promotion","no_merged_dari_tajik_urdu_hindustani_pan_turkic_authorization"
