support_refresh_id,source_draft_row_id,source_id,zip_entry,line_number,source_form,draft_gloss,source_context_snippet,source_use_label,draft_status,allowed_use,boundary_decision,blocked_claims,generated_at_utc,non_claim_boundary
CJK-FAA2-DRAFT-SUPPORT-0298,CJK-9BB-DRAFT-0004,CJK-9BB-ZIP-SOURCE-0063,modern-latex-manuscripts-20260609-174659/sources/non-european/sources/translations/classical_modern_chinese/chinese/li-ye-ceyuan-haijing-vols4-6_classical-modern_bilingual.tex,124,徑,diameter/path; source-context baseline only,全書凡一百七十問，皆設城池圓形，以人物行步之數推求圓徑。,generated-or-derived-translation-support,generated-draft/non-canonical/source-backed-context-note,pretranslation/interlinear/source-context support only,source-gated generated-draft/non-canonical support only; not native evidence promotion or accepted terminology,native review; accepted terminology; canonical approval; license clearance; source certification; final status; translation completion,2026-07-06T14:59:40Z,"CJK FAA2C330 source-gated draft-support refresh only; Chinese/Japanese/Korean workflow-family source/crosswalk/native-edition evidence and generated-draft/noncanonical/source-use/provenance/gap labels retained; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot status, visual inventory, term spine, sign rendering, translation completion, public signoff, pan-CJK authority, or Korean-school authority claim"
CJK-FAA2-DRAFT-SUPPORT-0299,CJK-9BB-DRAFT-0005,CJK-9BB-ZIP-SOURCE-0063,modern-latex-manuscripts-20260609-174659/sources/non-european/sources/translations/classical_modern_chinese/chinese/li-ye-ceyuan-haijing-vols4-6_classical-modern_bilingual.tex,981,積,product/area/accumulation; source-context baseline only,\small 立天元一為城徑。以甲南行六百步為大股，乙南行一百三十五步為小股。兩股相乘，得八萬一千步為實。以兩股和七百三十五步為從，一步為隅法，開平方得城徑二百四十步。按：此問以兩股相乘為實，蓋大股與小股相乘之積，當等於以城徑為高之矩形面積。以兩股和為從者，大小股之和與城徑之關係式也。開平方即得，術最簡明。,generated-or-derived-translation-support,generated-draft/non-canonical/source-backed-context-note,pretranslation/interlinear/source-context support only,source-gated generated-draft/non-canonical support only; not native evidence promotion or accepted terminology,native review; accepted terminology; canonical approval; license clearance; source certification; final status; translation completion,2026-07-06T14:59:40Z,"CJK FAA2C330 source-gated draft-support refresh only; Chinese/Japanese/Korean workflow-family source/crosswalk/native-edition evidence and generated-draft/noncanonical/source-use/provenance/gap labels retained; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot status, visual inventory, term spine, sign rendering, translation completion, public signoff, pan-CJK authority, or Korean-school authority claim"
CJK-FAA2-DRAFT-SUPPORT-0300,CJK-9BB-DRAFT-0006,CJK-9BB-ZIP-SOURCE-0063,modern-latex-manuscripts-20260609-174659/sources/non-european/sources/translations/classical_modern_chinese/chinese/li-ye-ceyuan-haijing-vols4-6_classical-modern_bilingual.tex,250,冪,power/square; source-context baseline only,\small 立天元一為城徑，以減於二之甲東行步，得\tianyuan{480}{1}為兩个小差。以乙東行一百二十步乘之，得\tianyuan{57600}{1}為城徑冪，寄左。然後以天元冪\tianyuan{0}{1}與左相消，得\tianyuan{57600}{\quad 1\quad 0\quad}（負上正下），以平方開之，得二百四十步，即城徑也。,generated-or-derived-translation-support,generated-draft/non-canonical/source-backed-context-note,pretranslation/interlinear/source-context support only,source-gated generated-draft/non-canonical support only; not native evidence promotion or accepted terminology,native review; accepted terminology; canonical approval; license clearance; source certification; final status; translation completion,2026-07-06T14:59:40Z,"CJK FAA2C330 source-gated draft-support refresh only; Chinese/Japanese/Korean workflow-family source/crosswalk/native-edition evidence and generated-draft/noncanonical/source-use/provenance/gap labels retained; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot status, visual inventory, term spine, sign rendering, translation completion, public signoff, pan-CJK authority, or Korean-school authority claim"
CJK-FAA2-DRAFT-SUPPORT-0301,CJK-9BB-DRAFT-0007,CJK-9BB-ZIP-SOURCE-0063,modern-latex-manuscripts-20260609-174659/sources/non-european/sources/translations/classical_modern_chinese/chinese/li-ye-ceyuan-haijing-vols4-6_classical-modern_bilingual.tex,159,平方,square; source-context baseline only,實 & 常數項 & 開平方 & 求平方根 \\,generated-or-derived-translation-support,generated-draft/non-canonical/source-backed-context-note,pretranslation/interlinear/source-context support only,source-gated generated-draft/non-canonical support only; not native evidence promotion or accepted terminology,native review; accepted terminology; canonical approval; license clearance; source certification; final status; translation completion,2026-07-06T14:59:40Z,"CJK FAA2C330 source-gated draft-support refresh only; Chinese/Japanese/Korean workflow-family source/crosswalk/native-edition evidence and generated-draft/noncanonical/source-use/provenance/gap labels retained; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot status, visual inventory, term spine, sign rendering, translation completion, public signoff, pan-CJK authority, or Korean-school authority claim"
CJK-FAA2-DRAFT-SUPPORT-0302,CJK-9BB-DRAFT-0008,CJK-9BB-ZIP-SOURCE-0063,modern-latex-manuscripts-20260609-174659/sources/non-european/sources/translations/classical_modern_chinese/chinese/li-ye-ceyuan-haijing-vols4-6_classical-modern_bilingual.tex,160,立方,cube; source-context baseline only,從 & 一次項係數 & 開立方 & 求立方根 \\,generated-or-derived-translation-support,generated-draft/non-canonical/source-backed-context-note,pretranslation/interlinear/source-context support only,source-gated generated-draft/non-canonical support only; not native evidence promotion or accepted terminology,native review; accepted terminology; canonical approval; license clearance; source certification; final status; translation completion,2026-07-06T14:59:40Z,"CJK FAA2C330 source-gated draft-support refresh only; Chinese/Japanese/Korean workflow-family source/crosswalk/native-edition evidence and generated-draft/noncanonical/source-use/provenance/gap labels retained; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot status, visual inventory, term spine, sign rendering, translation completion, public signoff, pan-CJK authority, or Korean-school authority claim"
CJK-FAA2-DRAFT-SUPPORT-0303,CJK-9BB-DRAFT-0001,CJK-9BB-ZIP-SOURCE-0064,modern-latex-manuscripts-20260609-174659/sources/non-european/sources/translations/classical_modern_chinese/chinese/li-ye-ceyuan-haijing-vols7-9_classical-modern_bilingual.tex,200,方程,equation/procedure; source-context baseline only,卷七：明前一十八問（第105--122問）\quad 高次方程（四次、五次）\\[0.3em],generated-or-derived-translation-support,generated-draft/non-canonical/source-backed-context-note,pretranslation/interlinear/source-context support only,source-gated generated-draft/non-canonical support only; not native evidence promotion or accepted terminology,native review; accepted terminology; canonical approval; license clearance; source certification; final status; translation completion,2026-07-06T14:59:40Z,"CJK FAA2C330 source-gated draft-support refresh only; Chinese/Japanese/Korean workflow-family source/crosswalk/native-edition evidence and generated-draft/noncanonical/source-use/provenance/gap labels retained; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot status, visual inventory, term spine, sign rendering, translation completion, public signoff, pan-CJK authority, or Korean-school authority claim"
CJK-FAA2-DRAFT-SUPPORT-0304,CJK-9BB-DRAFT-0002,CJK-9BB-ZIP-SOURCE-0064,modern-latex-manuscripts-20260609-174659/sources/non-european/sources/translations/classical_modern_chinese/chinese/li-ye-ceyuan-haijing-vols7-9_classical-modern_bilingual.tex,1353,開方,root extraction; source-context baseline only,雲數相乘，倍之便為平方實，開方得虛弦一百二步。,generated-or-derived-translation-support,generated-draft/non-canonical/source-backed-context-note,pretranslation/interlinear/source-context support only,source-gated generated-draft/non-canonical support only; not native evidence promotion or accepted terminology,native review; accepted terminology; canonical approval; license clearance; source certification; final status; translation completion,2026-07-06T14:59:40Z,"CJK FAA2C330 source-gated draft-support refresh only; Chinese/Japanese/Korean workflow-family source/crosswalk/native-edition evidence and generated-draft/noncanonical/source-use/provenance/gap labels retained; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot status, visual inventory, term spine, sign rendering, translation completion, public signoff, pan-CJK authority, or Korean-school authority claim"
CJK-FAA2-DRAFT-SUPPORT-0305,CJK-9BB-DRAFT-0003,CJK-9BB-ZIP-SOURCE-0064,modern-latex-manuscripts-20260609-174659/sources/non-european/sources/translations/classical_modern_chinese/chinese/li-ye-ceyuan-haijing-vols7-9_classical-modern_bilingual.tex,312,开方,root extraction; simplified-form source-context baseline only,\textbf{\large 卷七概要}\quad 本卷十八问，多为高次方程求解。以天元一设圆径或半径，通过几何关系建立四次（三乘方）、五次（四乘方）及六次（五乘方）方程，运用增乘开方法求解。,generated-or-derived-translation-support,generated-draft/non-canonical/source-backed-context-note,pretranslation/interlinear/source-context support only,source-gated generated-draft/non-canonical support only; not native evidence promotion or accepted terminology,native review; accepted terminology; canonical approval; license clearance; source certification; final status; translation completion,2026-07-06T14:59:40Z,"CJK FAA2C330 source-gated draft-support refresh only; Chinese/Japanese/Korean workflow-family source/crosswalk/native-edition evidence and generated-draft/noncanonical/source-use/provenance/gap labels retained; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot status, visual inventory, term spine, sign rendering, translation completion, public signoff, pan-CJK authority, or Korean-school authority claim"
CJK-FAA2-DRAFT-SUPPORT-0306,CJK-9BB-DRAFT-0004,CJK-9BB-ZIP-SOURCE-0064,modern-latex-manuscripts-20260609-174659/sources/non-european/sources/translations/classical_modern_chinese/chinese/li-ye-ceyuan-haijing-vols7-9_classical-modern_bilingual.tex,2,圓,circle/round; source-context baseline only,% 測圓海鏡 (Ceyuan Haijing / Sea Mirror of Circle Measurements),generated-or-derived-translation-support,generated-draft/non-canonical/source-backed-context-note,pretranslation/interlinear/source-context support only,source-gated generated-draft/non-canonical support only; not native evidence promotion or accepted terminology,native review; accepted terminology; canonical approval; license clearance; source certification; final status; translation completion,2026-07-06T14:59:40Z,"CJK FAA2C330 source-gated draft-support refresh only; Chinese/Japanese/Korean workflow-family source/crosswalk/native-edition evidence and generated-draft/noncanonical/source-use/provenance/gap labels retained; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot status, visual inventory, term spine, sign rendering, translation completion, public signoff, pan-CJK authority, or Korean-school authority claim"
CJK-FAA2-DRAFT-SUPPORT-0307,CJK-9BB-DRAFT-0005,CJK-9BB-ZIP-SOURCE-0064,modern-latex-manuscripts-20260609-174659/sources/non-european/sources/translations/classical_modern_chinese/chinese/li-ye-ceyuan-haijing-vols7-9_classical-modern_bilingual.tex,225,圆,circle/round; simplified-form source-context baseline only,{\small 测圆海镜 卷七至卷九\quad 文言文/白话文对照版\\,generated-or-derived-translation-support,generated-draft/non-canonical/source-backed-context-note,pretranslation/interlinear/source-context support only,source-gated generated-draft/non-canonical support only; not native evidence promotion or accepted terminology,native review; accepted terminology; canonical approval; license clearance; source certification; final status; translation completion,2026-07-06T14:59:40Z,"CJK FAA2C330 source-gated draft-support refresh only; Chinese/Japanese/Korean workflow-family source/crosswalk/native-edition evidence and generated-draft/noncanonical/source-use/provenance/gap labels retained; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot status, visual inventory, term spine, sign rendering, translation completion, public signoff, pan-CJK authority, or Korean-school authority claim"
CJK-FAA2-DRAFT-SUPPORT-0308,CJK-9BB-DRAFT-0006,CJK-9BB-ZIP-SOURCE-0064,modern-latex-manuscripts-20260609-174659/sources/non-european/sources/translations/classical_modern_chinese/chinese/li-ye-ceyuan-haijing-vols7-9_classical-modern_bilingual.tex,326,徑,diameter/path; source-context baseline only,\clFAYUE{倍南行以乘倍東行為平實，並二行又倍之為從，一虛隅。得城徑。},generated-or-derived-translation-support,generated-draft/non-canonical/source-backed-context-note,pretranslation/interlinear/source-context support only,source-gated generated-draft/non-canonical support only; not native evidence promotion or accepted terminology,native review; accepted terminology; canonical approval; license clearance; source certification; final status; translation completion,2026-07-06T14:59:40Z,"CJK FAA2C330 source-gated draft-support refresh only; Chinese/Japanese/Korean workflow-family source/crosswalk/native-edition evidence and generated-draft/noncanonical/source-use/provenance/gap labels retained; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot status, visual inventory, term spine, sign rendering, translation completion, public signoff, pan-CJK authority, or Korean-school authority claim"
CJK-FAA2-DRAFT-SUPPORT-0309,CJK-9BB-DRAFT-0007,CJK-9BB-ZIP-SOURCE-0064,modern-latex-manuscripts-20260609-174659/sources/non-european/sources/translations/classical_modern_chinese/chinese/li-ye-ceyuan-haijing-vols7-9_classical-modern_bilingual.tex,312,径,diameter/path; simplified-form source-context baseline only,\textbf{\large 卷七概要}\quad 本卷十八问，多为高次方程求解。以天元一设圆径或半径，通过几何关系建立四次（三乘方）、五次（四乘方）及六次（五乘方）方程，运用增乘开方法求解。,generated-or-derived-translation-support,generated-draft/non-canonical/source-backed-context-note,pretranslation/interlinear/source-context support only,source-gated generated-draft/non-canonical support only; not native evidence promotion or accepted terminology,native review; accepted terminology; canonical approval; license clearance; source certification; final status; translation completion,2026-07-06T14:59:40Z,"CJK FAA2C330 source-gated draft-support refresh only; Chinese/Japanese/Korean workflow-family source/crosswalk/native-edition evidence and generated-draft/noncanonical/source-use/provenance/gap labels retained; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot status, visual inventory, term spine, sign rendering, translation completion, public signoff, pan-CJK authority, or Korean-school authority claim"
CJK-FAA2-DRAFT-SUPPORT-0310,CJK-9BB-DRAFT-0008,CJK-9BB-ZIP-SOURCE-0064,modern-latex-manuscripts-20260609-174659/sources/non-european/sources/translations/classical_modern_chinese/chinese/li-ye-ceyuan-haijing-vols7-9_classical-modern_bilingual.tex,329,積,product/area/accumulation; source-context baseline only,識別得此問名為弦外容圓，又為內率求虛積。其二行步相並為虛弦，若以相減即虛較也。,generated-or-derived-translation-support,generated-draft/non-canonical/source-backed-context-note,pretranslation/interlinear/source-context support only,source-gated generated-draft/non-canonical support only; not native evidence promotion or accepted terminology,native review; accepted terminology; canonical approval; license clearance; source certification; final status; translation completion,2026-07-06T14:59:40Z,"CJK FAA2C330 source-gated draft-support refresh only; Chinese/Japanese/Korean workflow-family source/crosswalk/native-edition evidence and generated-draft/noncanonical/source-use/provenance/gap labels retained; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot status, visual inventory, term spine, sign rendering, translation completion, public signoff, pan-CJK authority, or Korean-school authority claim"
CJK-FAA2-DRAFT-SUPPORT-0311,CJK-9BB-DRAFT-0001,CJK-9BB-ZIP-SOURCE-0066,modern-latex-manuscripts-20260609-174659/sources/non-european/sources/translations/classical_modern_chinese/chinese/qin-jiushao-shuxue-jiuzhang-fascicle1_classical-modern_bilingual.tex,337,方程,equation/procedure; source-context baseline only,呜呼！乐有制氏，仅记铿锵之声，而谓与天地同和者止于是，可乎？今数术之书尚三十余家。天象历度谓之缀术，太乙壬甲谓之三式，皆曰内算，言其秘也。九章所载及周官九数，系于方圆者为专术，皆曰外算，对内而言也。其用相通，不可歧二。独大衍法不载九章，未有能推之者。历家演法颇用之，以为方程者，误也。,generated-or-derived-translation-support,generated-draft/non-canonical/source-backed-context-note,pretranslation/interlinear/source-context support only,source-gated generated-draft/non-canonical support only; not native evidence promotion or accepted terminology,native review; accepted terminology; canonical approval; license clearance; source certification; final status; translation completion,2026-07-06T14:59:40Z,"CJK FAA2C330 source-gated draft-support refresh only; Chinese/Japanese/Korean workflow-family source/crosswalk/native-edition evidence and generated-draft/noncanonical/source-use/provenance/gap labels retained; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot status, visual inventory, term spine, sign rendering, translation completion, public signoff, pan-CJK authority, or Korean-school authority claim"
CJK-FAA2-DRAFT-SUPPORT-0312,CJK-9BB-DRAFT-0002,CJK-9BB-ZIP-SOURCE-0066,modern-latex-manuscripts-20260609-174659/sources/non-european/sources/translations/classical_modern_chinese/chinese/qin-jiushao-shuxue-jiuzhang-fascicle1_classical-modern_bilingual.tex,319,开方,root extraction; simplified-form source-context baseline only,汉去古未远，有张苍、许商、马延年、耿寿昌、郑玄、张衡、刘洪之伦，或明天道而法传于后，或计功策而效验于时。后世学者自高鄙不之讲，此学殆绝。惟治历畴人能为乘除，而弗通于开方衍变。若官府会事，则府史一二累之，算家位置素所不识，上之人亦委而听焉。持算者惟若人，则鄙之也宜矣。,generated-or-derived-translation-support,generated-draft/non-canonical/source-backed-context-note,pretranslation/interlinear/source-context support only,source-gated generated-draft/non-canonical support only; not native evidence promotion or accepted terminology,native review; accepted terminology; canonical approval; license clearance; source certification; final status; translation completion,2026-07-06T14:59:40Z,"CJK FAA2C330 source-gated draft-support refresh only; Chinese/Japanese/Korean workflow-family source/crosswalk/native-edition evidence and generated-draft/noncanonical/source-use/provenance/gap labels retained; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot status, visual inventory, term spine, sign rendering, translation completion, public signoff, pan-CJK authority, or Korean-school authority claim"
CJK-FAA2-DRAFT-SUPPORT-0313,CJK-9BB-DRAFT-0003,CJK-9BB-ZIP-SOURCE-0066,modern-latex-manuscripts-20260609-174659/sources/non-european/sources/translations/classical_modern_chinese/chinese/qin-jiushao-shuxue-jiuzhang-fascicle1_classical-modern_bilingual.tex,337,圆,circle/round; simplified-form source-context baseline only,呜呼！乐有制氏，仅记铿锵之声，而谓与天地同和者止于是，可乎？今数术之书尚三十余家。天象历度谓之缀术，太乙壬甲谓之三式，皆曰内算，言其秘也。九章所载及周官九数，系于方圆者为专术，皆曰外算，对内而言也。其用相通，不可歧二。独大衍法不载九章，未有能推之者。历家演法颇用之，以为方程者，误也。,generated-or-derived-translation-support,generated-draft/non-canonical/source-backed-context-note,pretranslation/interlinear/source-context support only,source-gated generated-draft/non-canonical support only; not native evidence promotion or accepted terminology,native review; accepted terminology; canonical approval; license clearance; source certification; final status; translation completion,2026-07-06T14:59:40Z,"CJK FAA2C330 source-gated draft-support refresh only; Chinese/Japanese/Korean workflow-family source/crosswalk/native-edition evidence and generated-draft/noncanonical/source-use/provenance/gap labels retained; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot status, visual inventory, term spine, sign rendering, translation completion, public signoff, pan-CJK authority, or Korean-school authority claim"
CJK-FAA2-DRAFT-SUPPORT-0314,CJK-9BB-DRAFT-0004,CJK-9BB-ZIP-SOURCE-0066,modern-latex-manuscripts-20260609-174659/sources/non-european/sources/translations/classical_modern_chinese/chinese/qin-jiushao-shuxue-jiuzhang-fascicle1_classical-modern_bilingual.tex,291,积,product/area/accumulation; simplified-form source-context baseline only,\item \textbf{\zhtext{古历会积}} 古代历法积年的计算 — 用大衍术求解历法上元积年,generated-or-derived-translation-support,generated-draft/non-canonical/source-backed-context-note,pretranslation/interlinear/source-context support only,source-gated generated-draft/non-canonical support only; not native evidence promotion or accepted terminology,native review; accepted terminology; canonical approval; license clearance; source certification; final status; translation completion,2026-07-06T14:59:40Z,"CJK FAA2C330 source-gated draft-support refresh only; Chinese/Japanese/Korean workflow-family source/crosswalk/native-edition evidence and generated-draft/noncanonical/source-use/provenance/gap labels retained; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot status, visual inventory, term spine, sign rendering, translation completion, public signoff, pan-CJK authority, or Korean-school authority claim"
CJK-FAA2-DRAFT-SUPPORT-0315,CJK-9BB-DRAFT-0005,CJK-9BB-ZIP-SOURCE-0066,modern-latex-manuscripts-20260609-174659/sources/non-european/sources/translations/classical_modern_chinese/chinese/qin-jiushao-shuxue-jiuzhang-fascicle1_classical-modern_bilingual.tex,2270,幂,power/square; simplified-form source-context baseline only,其广多者置之为余，深少者以砖厚减之亦置之为余。四色砖各以其面幂或长广乘厚为积尺，入大衍求之。,generated-or-derived-translation-support,generated-draft/non-canonical/source-backed-context-note,pretranslation/interlinear/source-context support only,source-gated generated-draft/non-canonical support only; not native evidence promotion or accepted terminology,native review; accepted terminology; canonical approval; license clearance; source certification; final status; translation completion,2026-07-06T14:59:40Z,"CJK FAA2C330 source-gated draft-support refresh only; Chinese/Japanese/Korean workflow-family source/crosswalk/native-edition evidence and generated-draft/noncanonical/source-use/provenance/gap labels retained; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot status, visual inventory, term spine, sign rendering, translation completion, public signoff, pan-CJK authority, or Korean-school authority claim"
CJK-FAA2-DRAFT-SUPPORT-0316,CJK-9BB-DRAFT-0006,CJK-9BB-ZIP-SOURCE-0066,modern-latex-manuscripts-20260609-174659/sources/non-european/sources/translations/classical_modern_chinese/chinese/qin-jiushao-shuxue-jiuzhang-fascicle1_classical-modern_bilingual.tex,1007,平方,square; source-context baseline only,筑堤标准：每770贯物力分配一名劳动力，每人每天筑堤60平方尺。,generated-or-derived-translation-support,generated-draft/non-canonical/source-backed-context-note,pretranslation/interlinear/source-context support only,source-gated generated-draft/non-canonical support only; not native evidence promotion or accepted terminology,native review; accepted terminology; canonical approval; license clearance; source certification; final status; translation completion,2026-07-06T14:59:40Z,"CJK FAA2C330 source-gated draft-support refresh only; Chinese/Japanese/Korean workflow-family source/crosswalk/native-edition evidence and generated-draft/noncanonical/source-use/provenance/gap labels retained; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot status, visual inventory, term spine, sign rendering, translation completion, public signoff, pan-CJK authority, or Korean-school authority claim"
CJK-FAA2-DRAFT-SUPPORT-0317,CJK-9BB-DRAFT-0007,CJK-9BB-ZIP-SOURCE-0066,modern-latex-manuscripts-20260609-174659/sources/non-european/sources/translations/classical_modern_chinese/chinese/qin-jiushao-shuxue-jiuzhang-fascicle1_classical-modern_bilingual.tex,1034,立方,cube; source-context baseline only,又已知各县取土点距离堤防的距离不同：甲县120步，乙县80步，丙县60步，丁县40步。每个民工每天可以运土90尺（立方尺），行走60步。,generated-or-derived-translation-support,generated-draft/non-canonical/source-backed-context-note,pretranslation/interlinear/source-context support only,source-gated generated-draft/non-canonical support only; not native evidence promotion or accepted terminology,native review; accepted terminology; canonical approval; license clearance; source certification; final status; translation completion,2026-07-06T14:59:40Z,"CJK FAA2C330 source-gated draft-support refresh only; Chinese/Japanese/Korean workflow-family source/crosswalk/native-edition evidence and generated-draft/noncanonical/source-use/provenance/gap labels retained; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot status, visual inventory, term spine, sign rendering, translation completion, public signoff, pan-CJK authority, or Korean-school authority claim"
CJK-FAA2-DRAFT-SUPPORT-0318,CJK-9BB-DRAFT-0008,CJK-9BB-ZIP-SOURCE-0066,modern-latex-manuscripts-20260609-174659/sources/non-european/sources/translations/classical_modern_chinese/chinese/qin-jiushao-shuxue-jiuzhang-fascicle1_classical-modern_bilingual.tex,327,勾股,right-triangle legs; alternate form; source-context baseline only,回想从前，古人推算历法来迎接新岁，制定音律来调和阴阳之气；用勾股定理来疏通河道，用土圭来测量日影以定时节。天地如此广大，其运行规律都被数学所包容而无法逾越，更何况天地间纷繁复杂的事物呢？自从伏羲时代出现河图洛书以来，数学就不断揭示宇宙间的深奥秘密；八卦和九畴（《洪范》九类大法）相互交错，精密微妙。推究到大衍之术和皇极之数的应用，人间万事的变化无所不包，...,generated-or-derived-translation-support,generated-draft/non-canonical/source-backed-context-note,pretranslation/interlinear/source-context support only,source-gated generated-draft/non-canonical support only; not native evidence promotion or accepted terminology,native review; accepted terminology; canonical approval; license clearance; source certification; final status; translation completion,2026-07-06T14:59:40Z,"CJK FAA2C330 source-gated draft-support refresh only; Chinese/Japanese/Korean workflow-family source/crosswalk/native-edition evidence and generated-draft/noncanonical/source-use/provenance/gap labels retained; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot status, visual inventory, term spine, sign rendering, translation completion, public signoff, pan-CJK authority, or Korean-school authority claim"
CJK-FAA2-DRAFT-SUPPORT-0319,CJK-9BB-DRAFT-0001,CJK-9BB-ZIP-SOURCE-0067,modern-latex-manuscripts-20260609-174659/sources/non-european/sources/translations/classical_modern_chinese/chinese/qin-jiushao-shuxue-jiuzhang-fascicle2_classical-modern_bilingual.tex,504,開方,root extraction; source-context baseline only,四、以各節氣乘率乘之，加夏至景冪，開方得各節氣景長。},generated-or-derived-translation-support,generated-draft/non-canonical/source-backed-context-note,pretranslation/interlinear/source-context support only,source-gated generated-draft/non-canonical support only; not native evidence promotion or accepted terminology,native review; accepted terminology; canonical approval; license clearance; source certification; final status; translation completion,2026-07-06T14:59:40Z,"CJK FAA2C330 source-gated draft-support refresh only; Chinese/Japanese/Korean workflow-family source/crosswalk/native-edition evidence and generated-draft/noncanonical/source-use/provenance/gap labels retained; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot status, visual inventory, term spine, sign rendering, translation completion, public signoff, pan-CJK authority, or Korean-school authority claim"
CJK-FAA2-DRAFT-SUPPORT-0320,CJK-9BB-DRAFT-0002,CJK-9BB-ZIP-SOURCE-0067,modern-latex-manuscripts-20260609-174659/sources/non-european/sources/translations/classical_modern_chinese/chinese/qin-jiushao-shuxue-jiuzhang-fascicle2_classical-modern_bilingual.tex,764,开方,root extraction; simplified-form source-context baseline only,开连枝平方：开方得2704/25的根为52/5，即10.4寸，即一尺四分。},generated-or-derived-translation-support,generated-draft/non-canonical/source-backed-context-note,pretranslation/interlinear/source-context support only,source-gated generated-draft/non-canonical support only; not native evidence promotion or accepted terminology,native review; accepted terminology; canonical approval; license clearance; source certification; final status; translation completion,2026-07-06T14:59:40Z,"CJK FAA2C330 source-gated draft-support refresh only; Chinese/Japanese/Korean workflow-family source/crosswalk/native-edition evidence and generated-draft/noncanonical/source-use/provenance/gap labels retained; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot status, visual inventory, term spine, sign rendering, translation completion, public signoff, pan-CJK authority, or Korean-school authority claim"
CJK-FAA2-DRAFT-SUPPORT-0321,CJK-9BB-DRAFT-0003,CJK-9BB-ZIP-SOURCE-0067,modern-latex-manuscripts-20260609-174659/sources/non-european/sources/translations/classical_modern_chinese/chinese/qin-jiushao-shuxue-jiuzhang-fascicle2_classical-modern_bilingual.tex,96,圓,circle/round; source-context baseline only,下卷四問：天池測雨、圓罌測雨、峻積驗雪、竹器驗雪。},generated-or-derived-translation-support,generated-draft/non-canonical/source-backed-context-note,pretranslation/interlinear/source-context support only,source-gated generated-draft/non-canonical support only; not native evidence promotion or accepted terminology,native review; accepted terminology; canonical approval; license clearance; source certification; final status; translation completion,2026-07-06T14:59:40Z,"CJK FAA2C330 source-gated draft-support refresh only; Chinese/Japanese/Korean workflow-family source/crosswalk/native-edition evidence and generated-draft/noncanonical/source-use/provenance/gap labels retained; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot status, visual inventory, term spine, sign rendering, translation completion, public signoff, pan-CJK authority, or Korean-school authority claim"
CJK-FAA2-DRAFT-SUPPORT-0322,CJK-9BB-DRAFT-0004,CJK-9BB-ZIP-SOURCE-0067,modern-latex-manuscripts-20260609-174659/sources/non-european/sources/translations/classical_modern_chinese/chinese/qin-jiushao-shuxue-jiuzhang-fascicle2_classical-modern_bilingual.tex,562,圆,circle/round; simplified-form source-context baseline only,不是直接用容器承接就能得出降雨量的。器具有圆方深浅的差异，,generated-or-derived-translation-support,generated-draft/non-canonical/source-backed-context-note,pretranslation/interlinear/source-context support only,source-gated generated-draft/non-canonical support only; not native evidence promotion or accepted terminology,native review; accepted terminology; canonical approval; license clearance; source certification; final status; translation completion,2026-07-06T14:59:40Z,"CJK FAA2C330 source-gated draft-support refresh only; Chinese/Japanese/Korean workflow-family source/crosswalk/native-edition evidence and generated-draft/noncanonical/source-use/provenance/gap labels retained; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot status, visual inventory, term spine, sign rendering, translation completion, public signoff, pan-CJK authority, or Korean-school authority claim"
