"R3-ACQ-0086","internet_archive_file_manifest","R3-IA-FILE-0021","Arabic RTL source-canon lane","P3_pdf_doc_text_fallback_candidate_metadata","arabic_linear_algebra_or_ring_linear_algebra_filename_match_needs_screening","20210903_20210903_0439::الجبر الخطي وتطبيقاته جلبرت سترنج::الحلقات والحلقيات والجبر الخطي ب هارتلي ت هاوكس.epub","https://archive.org/details/20210903_20210903_0439","https://archive.org/download/20210903_20210903_0439/%D8%A7%D9%84%D8%AD%D9%84%D9%82%D8%A7%D8%AA%20%D9%88%D8%A7%D9%84%D8%AD%D9%84%D9%82%D9%8A%D8%A7%D8%AA%20%D9%88%D8%A7%D9%84%D8%AC%D8%A8%D8%B1%20%D8%A7%D9%84%D8%AE%D8%B7%D9%8A%20%D8%A8%20%D9%87%D8%A7%D8%B1%D8%AA%D9%84%D9%8A%20%D8%AA%20%D9%87%D8%A7%D9%88%D9%83%D8%B3.epub","archive_md5=9a76e1c8813fcad16cc371e519d4bf54; archive_sha1=90e2ca89029985a45d0b894785a1a0535d4963fe","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\work\source_probe_payload_cache\R3_INTERNET_ARCHIVE_TEXT_FRONTIER_PROBE_20260705T024335Z\items\20210903_20210903_0439.metadata.json","F4237FD1E0597A52B0CD609090B40EF05C76A3D0B7A6E02F8B75F54E766D18D6","Internet Archive item metadata has no licenseurl field; access/license screen required","Arabic; Internet Archive; file manifest; algebra or linear-algebra candidate; metadata-only; no source body downloaded","Fetch only if owner/B3 gate approves; independently hash and language/license-screen before payload use.","Archive item metadata and archive-provided md5/sha1 only; no file body was downloaded, independently hashed, language-screened, or license-cleared by R3.","manifest_archive_file_metadata_only_no_payload_until_fetch_hash_license_language_screen","Source-canon acquisition queue only; no payload download, source-body copy, translation, glossary expansion, bridge promotion, native review, canonical approval, license clearance, gate promotion, completion claim, lane package claim, Git staging, commit, or push.","20260705T131155Z"
"R3-ACQ-0087","internet_archive_file_manifest","R3-IA-FILE-0022","Arabic RTL source-canon lane","P3_pdf_doc_text_fallback_candidate_metadata","arabic_linear_algebra_or_ring_linear_algebra_filename_match_needs_screening","20210903_20210903_0439::الجبر الخطي وتطبيقاته جلبرت سترنج::الحلقات والحلقيات والجبر الخطي ب هارتلي ت هاوكس.pdf","https://archive.org/details/20210903_20210903_0439","https://archive.org/download/20210903_20210903_0439/%D8%A7%D9%84%D8%AD%D9%84%D9%82%D8%A7%D8%AA%20%D9%88%D8%A7%D9%84%D8%AD%D9%84%D9%82%D9%8A%D8%A7%D8%AA%20%D9%88%D8%A7%D9%84%D8%AC%D8%A8%D8%B1%20%D8%A7%D9%84%D8%AE%D8%B7%D9%8A%20%D8%A8%20%D9%87%D8%A7%D8%B1%D8%AA%D9%84%D9%8A%20%D8%AA%20%D9%87%D8%A7%D9%88%D9%83%D8%B3.pdf","archive_md5=b982514139358ec24677b959fbe2b0eb; archive_sha1=e9cf68c51e56313d2199026f081cafa838c3190b","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\work\source_probe_payload_cache\R3_INTERNET_ARCHIVE_TEXT_FRONTIER_PROBE_20260705T024335Z\items\20210903_20210903_0439.metadata.json","F4237FD1E0597A52B0CD609090B40EF05C76A3D0B7A6E02F8B75F54E766D18D6","Internet Archive item metadata has no licenseurl field; access/license screen required","Arabic; Internet Archive; file manifest; algebra or linear-algebra candidate; metadata-only; no source body downloaded","Fetch only if owner/B3 gate approves; independently hash and language/license-screen before payload use.","Archive item metadata and archive-provided md5/sha1 only; no file body was downloaded, independently hashed, language-screened, or license-cleared by R3.","manifest_archive_file_metadata_only_no_payload_until_fetch_hash_license_language_screen","Source-canon acquisition queue only; no payload download, source-body copy, translation, glossary expansion, bridge promotion, native review, canonical approval, license clearance, gate promotion, completion claim, lane package claim, Git staging, commit, or push.","20260705T131155Z"
"R3-ACQ-0088","internet_archive_file_manifest","R3-IA-FILE-0023","Arabic RTL source-canon lane","P3_pdf_doc_text_fallback_candidate_metadata","arabic_linear_algebra_or_ring_linear_algebra_filename_match_needs_screening","20210903_20210903_0439::الجبر الخطي وتطبيقاته جلبرت سترنج::الحلقات والحلقيات والجبر الخطي ب هارتلي ت هاوكس_djvu.txt","https://archive.org/details/20210903_20210903_0439","https://archive.org/download/20210903_20210903_0439/%D8%A7%D9%84%D8%AD%D9%84%D9%82%D8%A7%D8%AA%20%D9%88%D8%A7%D9%84%D8%AD%D9%84%D9%82%D9%8A%D8%A7%D8%AA%20%D9%88%D8%A7%D9%84%D8%AC%D8%A8%D8%B1%20%D8%A7%D9%84%D8%AE%D8%B7%D9%8A%20%D8%A8%20%D9%87%D8%A7%D8%B1%D8%AA%D9%84%D9%8A%20%D8%AA%20%D9%87%D8%A7%D9%88%D9%83%D8%B3_djvu.txt","archive_md5=63f187cbfd706996949b07868fd7ef35; archive_sha1=8559f107b2cd2c186a3ec42bfb215f18f0f8040f","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\work\source_probe_payload_cache\R3_INTERNET_ARCHIVE_TEXT_FRONTIER_PROBE_20260705T024335Z\items\20210903_20210903_0439.metadata.json","F4237FD1E0597A52B0CD609090B40EF05C76A3D0B7A6E02F8B75F54E766D18D6","Internet Archive item metadata has no licenseurl field; access/license screen required","Arabic; Internet Archive; file manifest; algebra or linear-algebra candidate; metadata-only; no source body downloaded","Fetch only if owner/B3 gate approves; independently hash and language/license-screen before payload use.","Archive item metadata and archive-provided md5/sha1 only; no file body was downloaded, independently hashed, language-screened, or license-cleared by R3.","manifest_archive_file_metadata_only_no_payload_until_fetch_hash_license_language_screen","Source-canon acquisition queue only; no payload download, source-body copy, translation, glossary expansion, bridge promotion, native review, canonical approval, license clearance, gate promotion, completion claim, lane package claim, Git staging, commit, or push.","20260705T131155Z"
"R3-ACQ-0089","internet_archive_file_manifest","R3-IA-FILE-0024","Arabic RTL source-canon lane","P3_pdf_doc_text_fallback_candidate_metadata","arabic_linear_algebra_or_ring_linear_algebra_filename_match_needs_screening","20210903_20210903_0439::الجبر الخطي وتطبيقاته جلبرت سترنج::الحلقات والحلقيات والجبر الخطي ب هارتلي ت هاوكس_djvu.xml","https://archive.org/details/20210903_20210903_0439","https://archive.org/download/20210903_20210903_0439/%D8%A7%D9%84%D8%AD%D9%84%D9%82%D8%A7%D8%AA%20%D9%88%D8%A7%D9%84%D8%AD%D9%84%D9%82%D9%8A%D8%A7%D8%AA%20%D9%88%D8%A7%D9%84%D8%AC%D8%A8%D8%B1%20%D8%A7%D9%84%D8%AE%D8%B7%D9%8A%20%D8%A8%20%D9%87%D8%A7%D8%B1%D8%AA%D9%84%D9%8A%20%D8%AA%20%D9%87%D8%A7%D9%88%D9%83%D8%B3_djvu.xml","archive_md5=9644abc8e51b1f3818962d57c8c5fc8e; archive_sha1=878022ff3b057d10036005ebcdeb5be36caa1c30","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\work\source_probe_payload_cache\R3_INTERNET_ARCHIVE_TEXT_FRONTIER_PROBE_20260705T024335Z\items\20210903_20210903_0439.metadata.json","F4237FD1E0597A52B0CD609090B40EF05C76A3D0B7A6E02F8B75F54E766D18D6","Internet Archive item metadata has no licenseurl field; access/license screen required","Arabic; Internet Archive; file manifest; algebra or linear-algebra candidate; metadata-only; no source body downloaded","Fetch only if owner/B3 gate approves; independently hash and language/license-screen before payload use.","Archive item metadata and archive-provided md5/sha1 only; no file body was downloaded, independently hashed, language-screened, or license-cleared by R3.","manifest_archive_file_metadata_only_no_payload_until_fetch_hash_license_language_screen","Source-canon acquisition queue only; no payload download, source-body copy, translation, glossary expansion, bridge promotion, native review, canonical approval, license clearance, gate promotion, completion claim, lane package claim, Git staging, commit, or push.","20260705T131155Z"
"R3-ACQ-0090","internet_archive_file_manifest","R3-IA-FILE-0025","Arabic RTL source-canon lane","P3_pdf_doc_text_fallback_candidate_metadata","arabic_linear_algebra_or_ring_linear_algebra_filename_match_needs_screening","20210903_20210903_0439::الجبر الخطي وتطبيقاته جلبرت سترنج::الحلقات والحلقيات والجبر الخطي ب هارتلي ت هاوكس_hocr_searchtext.txt.gz","https://archive.org/details/20210903_20210903_0439","https://archive.org/download/20210903_20210903_0439/%D8%A7%D9%84%D8%AD%D9%84%D9%82%D8%A7%D8%AA%20%D9%88%D8%A7%D9%84%D8%AD%D9%84%D9%82%D9%8A%D8%A7%D8%AA%20%D9%88%D8%A7%D9%84%D8%AC%D8%A8%D8%B1%20%D8%A7%D9%84%D8%AE%D8%B7%D9%8A%20%D8%A8%20%D9%87%D8%A7%D8%B1%D8%AA%D9%84%D9%8A%20%D8%AA%20%D9%87%D8%A7%D9%88%D9%83%D8%B3_hocr_searchtext.txt.gz","archive_md5=b71446e2aaaf95f6e00ab7107c17d87a; archive_sha1=ab8caeb25ad8dfbf723bea2a8bd8f96f7591767d","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\work\source_probe_payload_cache\R3_INTERNET_ARCHIVE_TEXT_FRONTIER_PROBE_20260705T024335Z\items\20210903_20210903_0439.metadata.json","F4237FD1E0597A52B0CD609090B40EF05C76A3D0B7A6E02F8B75F54E766D18D6","Internet Archive item metadata has no licenseurl field; access/license screen required","Arabic; Internet Archive; file manifest; algebra or linear-algebra candidate; metadata-only; no source body downloaded","Fetch only if owner/B3 gate approves; independently hash and language/license-screen before payload use.","Archive item metadata and archive-provided md5/sha1 only; no file body was downloaded, independently hashed, language-screened, or license-cleared by R3.","manifest_archive_file_metadata_only_no_payload_until_fetch_hash_license_language_screen","Source-canon acquisition queue only; no payload download, source-body copy, translation, glossary expansion, bridge promotion, native review, canonical approval, license clearance, gate promotion, completion claim, lane package claim, Git staging, commit, or push.","20260705T131155Z"
"R3-ACQ-0091","internet_archive_file_manifest","R3-IA-FILE-0026","Arabic RTL source-canon lane","P3_pdf_doc_text_fallback_candidate_metadata","arabic_linear_algebra_or_ring_linear_algebra_filename_match_needs_screening","20210903_20210903_0439::الجبر الخطي وتطبيقاته جلبرت سترنج::الحلقات والحلقيات والجبر الخطي ب هارتلي ت هاوكس_text.pdf","https://archive.org/details/20210903_20210903_0439","https://archive.org/download/20210903_20210903_0439/%D8%A7%D9%84%D8%AD%D9%84%D9%82%D8%A7%D8%AA%20%D9%88%D8%A7%D9%84%D8%AD%D9%84%D9%82%D9%8A%D8%A7%D8%AA%20%D9%88%D8%A7%D9%84%D8%AC%D8%A8%D8%B1%20%D8%A7%D9%84%D8%AE%D8%B7%D9%8A%20%D8%A8%20%D9%87%D8%A7%D8%B1%D8%AA%D9%84%D9%8A%20%D8%AA%20%D9%87%D8%A7%D9%88%D9%83%D8%B3_text.pdf","archive_md5=6090e88468ebbffe4fc90ea537ea83a8; archive_sha1=5f5f6b1859b9ee16ce6a7000979f56605735e2af","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\work\source_probe_payload_cache\R3_INTERNET_ARCHIVE_TEXT_FRONTIER_PROBE_20260705T024335Z\items\20210903_20210903_0439.metadata.json","F4237FD1E0597A52B0CD609090B40EF05C76A3D0B7A6E02F8B75F54E766D18D6","Internet Archive item metadata has no licenseurl field; access/license screen required","Arabic; Internet Archive; file manifest; algebra or linear-algebra candidate; metadata-only; no source body downloaded","Fetch only if owner/B3 gate approves; independently hash and language/license-screen before payload use.","Archive item metadata and archive-provided md5/sha1 only; no file body was downloaded, independently hashed, language-screened, or license-cleared by R3.","manifest_archive_file_metadata_only_no_payload_until_fetch_hash_license_language_screen","Source-canon acquisition queue only; no payload download, source-body copy, translation, glossary expansion, bridge promotion, native review, canonical approval, license clearance, gate promotion, completion claim, lane package claim, Git staging, commit, or push.","20260705T131155Z"
"R3-ACQ-0092","internet_archive_file_manifest","R3-IA-FILE-0027","Arabic RTL source-canon lane","P3_pdf_doc_text_fallback_candidate_metadata","arabic_linear_algebra_or_ring_linear_algebra_filename_match_needs_screening","20210903_20210903_0439::الجبر الخطي وتطبيقاته جلبرت سترنج::المدخل إلى البنى الجبرية سلمان السلمان.epub","https://archive.org/details/20210903_20210903_0439","https://archive.org/download/20210903_20210903_0439/%D8%A7%D9%84%D9%85%D8%AF%D8%AE%D9%84%20%D8%A5%D9%84%D9%89%20%D8%A7%D9%84%D8%A8%D9%86%D9%89%20%D8%A7%D9%84%D8%AC%D8%A8%D8%B1%D9%8A%D8%A9%20%D8%B3%D9%84%D9%85%D8%A7%D9%86%20%D8%A7%D9%84%D8%B3%D9%84%D9%85%D8%A7%D9%86.epub","archive_md5=69d404c0ae54c1abb229b7cd10c319a9; archive_sha1=eddc8d8c525cbdb122226dbdbc33d08cfb6fa261","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\work\source_probe_payload_cache\R3_INTERNET_ARCHIVE_TEXT_FRONTIER_PROBE_20260705T024335Z\items\20210903_20210903_0439.metadata.json","F4237FD1E0597A52B0CD609090B40EF05C76A3D0B7A6E02F8B75F54E766D18D6","Internet Archive item metadata has no licenseurl field; access/license screen required","Arabic; Internet Archive; file manifest; algebra or linear-algebra candidate; metadata-only; no source body downloaded","Fetch only if owner/B3 gate approves; independently hash and language/license-screen before payload use.","Archive item metadata and archive-provided md5/sha1 only; no file body was downloaded, independently hashed, language-screened, or license-cleared by R3.","manifest_archive_file_metadata_only_no_payload_until_fetch_hash_license_language_screen","Source-canon acquisition queue only; no payload download, source-body copy, translation, glossary expansion, bridge promotion, native review, canonical approval, license clearance, gate promotion, completion claim, lane package claim, Git staging, commit, or push.","20260705T131155Z"
"R3-ACQ-0093","internet_archive_file_manifest","R3-IA-FILE-0028","Arabic RTL source-canon lane","P3_pdf_doc_text_fallback_candidate_metadata","arabic_linear_algebra_or_ring_linear_algebra_filename_match_needs_screening","20210903_20210903_0439::الجبر الخطي وتطبيقاته جلبرت سترنج::المدخل إلى البنى الجبرية سلمان السلمان.pdf","https://archive.org/details/20210903_20210903_0439","https://archive.org/download/20210903_20210903_0439/%D8%A7%D9%84%D9%85%D8%AF%D8%AE%D9%84%20%D8%A5%D9%84%D9%89%20%D8%A7%D9%84%D8%A8%D9%86%D9%89%20%D8%A7%D9%84%D8%AC%D8%A8%D8%B1%D9%8A%D8%A9%20%D8%B3%D9%84%D9%85%D8%A7%D9%86%20%D8%A7%D9%84%D8%B3%D9%84%D9%85%D8%A7%D9%86.pdf","archive_md5=25bdad0cb03a52a4e17516b33fb72857; archive_sha1=281e4e0578c1784756ceb23be2cbd84e70ea5975","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\work\source_probe_payload_cache\R3_INTERNET_ARCHIVE_TEXT_FRONTIER_PROBE_20260705T024335Z\items\20210903_20210903_0439.metadata.json","F4237FD1E0597A52B0CD609090B40EF05C76A3D0B7A6E02F8B75F54E766D18D6","Internet Archive item metadata has no licenseurl field; access/license screen required","Arabic; Internet Archive; file manifest; algebra or linear-algebra candidate; metadata-only; no source body downloaded","Fetch only if owner/B3 gate approves; independently hash and language/license-screen before payload use.","Archive item metadata and archive-provided md5/sha1 only; no file body was downloaded, independently hashed, language-screened, or license-cleared by R3.","manifest_archive_file_metadata_only_no_payload_until_fetch_hash_license_language_screen","Source-canon acquisition queue only; no payload download, source-body copy, translation, glossary expansion, bridge promotion, native review, canonical approval, license clearance, gate promotion, completion claim, lane package claim, Git staging, commit, or push.","20260705T131155Z"
"R3-ACQ-0094","internet_archive_file_manifest","R3-IA-FILE-0029","Arabic RTL source-canon lane","P3_pdf_doc_text_fallback_candidate_metadata","arabic_linear_algebra_or_ring_linear_algebra_filename_match_needs_screening","20210903_20210903_0439::الجبر الخطي وتطبيقاته جلبرت سترنج::المدخل إلى البنى الجبرية سلمان السلمان_djvu.txt","https://archive.org/details/20210903_20210903_0439","https://archive.org/download/20210903_20210903_0439/%D8%A7%D9%84%D9%85%D8%AF%D8%AE%D9%84%20%D8%A5%D9%84%D9%89%20%D8%A7%D9%84%D8%A8%D9%86%D9%89%20%D8%A7%D9%84%D8%AC%D8%A8%D8%B1%D9%8A%D8%A9%20%D8%B3%D9%84%D9%85%D8%A7%D9%86%20%D8%A7%D9%84%D8%B3%D9%84%D9%85%D8%A7%D9%86_djvu.txt","archive_md5=ba772e65a0d947d2aa55c4b2b9c79a49; archive_sha1=112345430a922bd7f9726dd50ade98dfe85f634e","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\work\source_probe_payload_cache\R3_INTERNET_ARCHIVE_TEXT_FRONTIER_PROBE_20260705T024335Z\items\20210903_20210903_0439.metadata.json","F4237FD1E0597A52B0CD609090B40EF05C76A3D0B7A6E02F8B75F54E766D18D6","Internet Archive item metadata has no licenseurl field; access/license screen required","Arabic; Internet Archive; file manifest; algebra or linear-algebra candidate; metadata-only; no source body downloaded","Fetch only if owner/B3 gate approves; independently hash and language/license-screen before payload use.","Archive item metadata and archive-provided md5/sha1 only; no file body was downloaded, independently hashed, language-screened, or license-cleared by R3.","manifest_archive_file_metadata_only_no_payload_until_fetch_hash_license_language_screen","Source-canon acquisition queue only; no payload download, source-body copy, translation, glossary expansion, bridge promotion, native review, canonical approval, license clearance, gate promotion, completion claim, lane package claim, Git staging, commit, or push.","20260705T131155Z"
"R3-ACQ-0095","internet_archive_file_manifest","R3-IA-FILE-0030","Arabic RTL source-canon lane","P3_pdf_doc_text_fallback_candidate_metadata","arabic_linear_algebra_or_ring_linear_algebra_filename_match_needs_screening","20210903_20210903_0439::الجبر الخطي وتطبيقاته جلبرت سترنج::المدخل إلى البنى الجبرية سلمان السلمان_djvu.xml","https://archive.org/details/20210903_20210903_0439","https://archive.org/download/20210903_20210903_0439/%D8%A7%D9%84%D9%85%D8%AF%D8%AE%D9%84%20%D8%A5%D9%84%D9%89%20%D8%A7%D9%84%D8%A8%D9%86%D9%89%20%D8%A7%D9%84%D8%AC%D8%A8%D8%B1%D9%8A%D8%A9%20%D8%B3%D9%84%D9%85%D8%A7%D9%86%20%D8%A7%D9%84%D8%B3%D9%84%D9%85%D8%A7%D9%86_djvu.xml","archive_md5=008ecbf9a3b11561dfcb565f0922102e; archive_sha1=6fea69e4efabd424cd5abfdbb698c038423f849d","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\work\source_probe_payload_cache\R3_INTERNET_ARCHIVE_TEXT_FRONTIER_PROBE_20260705T024335Z\items\20210903_20210903_0439.metadata.json","F4237FD1E0597A52B0CD609090B40EF05C76A3D0B7A6E02F8B75F54E766D18D6","Internet Archive item metadata has no licenseurl field; access/license screen required","Arabic; Internet Archive; file manifest; algebra or linear-algebra candidate; metadata-only; no source body downloaded","Fetch only if owner/B3 gate approves; independently hash and language/license-screen before payload use.","Archive item metadata and archive-provided md5/sha1 only; no file body was downloaded, independently hashed, language-screened, or license-cleared by R3.","manifest_archive_file_metadata_only_no_payload_until_fetch_hash_license_language_screen","Source-canon acquisition queue only; no payload download, source-body copy, translation, glossary expansion, bridge promotion, native review, canonical approval, license clearance, gate promotion, completion claim, lane package claim, Git staging, commit, or push.","20260705T131155Z"
"R3-ACQ-0096","internet_archive_file_manifest","R3-IA-FILE-0031","Arabic RTL source-canon lane","P3_pdf_doc_text_fallback_candidate_metadata","arabic_linear_algebra_or_ring_linear_algebra_filename_match_needs_screening","20210903_20210903_0439::الجبر الخطي وتطبيقاته جلبرت سترنج::المدخل إلى البنى الجبرية سلمان السلمان_hocr_searchtext.txt.gz","https://archive.org/details/20210903_20210903_0439","https://archive.org/download/20210903_20210903_0439/%D8%A7%D9%84%D9%85%D8%AF%D8%AE%D9%84%20%D8%A5%D9%84%D9%89%20%D8%A7%D9%84%D8%A8%D9%86%D9%89%20%D8%A7%D9%84%D8%AC%D8%A8%D8%B1%D9%8A%D8%A9%20%D8%B3%D9%84%D9%85%D8%A7%D9%86%20%D8%A7%D9%84%D8%B3%D9%84%D9%85%D8%A7%D9%86_hocr_searchtext.txt.gz","archive_md5=ae45f174ed4479e528ba64cc2366e17d; archive_sha1=065ef307bb4a73f80dd03c093aea0debdb2ed715","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\work\source_probe_payload_cache\R3_INTERNET_ARCHIVE_TEXT_FRONTIER_PROBE_20260705T024335Z\items\20210903_20210903_0439.metadata.json","F4237FD1E0597A52B0CD609090B40EF05C76A3D0B7A6E02F8B75F54E766D18D6","Internet Archive item metadata has no licenseurl field; access/license screen required","Arabic; Internet Archive; file manifest; algebra or linear-algebra candidate; metadata-only; no source body downloaded","Fetch only if owner/B3 gate approves; independently hash and language/license-screen before payload use.","Archive item metadata and archive-provided md5/sha1 only; no file body was downloaded, independently hashed, language-screened, or license-cleared by R3.","manifest_archive_file_metadata_only_no_payload_until_fetch_hash_license_language_screen","Source-canon acquisition queue only; no payload download, source-body copy, translation, glossary expansion, bridge promotion, native review, canonical approval, license clearance, gate promotion, completion claim, lane package claim, Git staging, commit, or push.","20260705T131155Z"
"R3-ACQ-0097","internet_archive_file_manifest","R3-IA-FILE-0032","Arabic RTL source-canon lane","P3_pdf_doc_text_fallback_candidate_metadata","arabic_linear_algebra_or_ring_linear_algebra_filename_match_needs_screening","20210903_20210903_0439::الجبر الخطي وتطبيقاته جلبرت سترنج::المدخل إلى البنى الجبرية سلمان السلمان_text.pdf","https://archive.org/details/20210903_20210903_0439","https://archive.org/download/20210903_20210903_0439/%D8%A7%D9%84%D9%85%D8%AF%D8%AE%D9%84%20%D8%A5%D9%84%D9%89%20%D8%A7%D9%84%D8%A8%D9%86%D9%89%20%D8%A7%D9%84%D8%AC%D8%A8%D8%B1%D9%8A%D8%A9%20%D8%B3%D9%84%D9%85%D8%A7%D9%86%20%D8%A7%D9%84%D8%B3%D9%84%D9%85%D8%A7%D9%86_text.pdf","archive_md5=7e9cb3f3a239f1330462b90379d3edae; archive_sha1=26285bae6acc3983cdd0cfde5989e929e3f77af2","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\work\source_probe_payload_cache\R3_INTERNET_ARCHIVE_TEXT_FRONTIER_PROBE_20260705T024335Z\items\20210903_20210903_0439.metadata.json","F4237FD1E0597A52B0CD609090B40EF05C76A3D0B7A6E02F8B75F54E766D18D6","Internet Archive item metadata has no licenseurl field; access/license screen required","Arabic; Internet Archive; file manifest; algebra or linear-algebra candidate; metadata-only; no source body downloaded","Fetch only if owner/B3 gate approves; independently hash and language/license-screen before payload use.","Archive item metadata and archive-provided md5/sha1 only; no file body was downloaded, independently hashed, language-screened, or license-cleared by R3.","manifest_archive_file_metadata_only_no_payload_until_fetch_hash_license_language_screen","Source-canon acquisition queue only; no payload download, source-body copy, translation, glossary expansion, bridge promotion, native review, canonical approval, license clearance, gate promotion, completion claim, lane package claim, Git staging, commit, or push.","20260705T131155Z"
"R3-ACQ-0098","internet_archive_file_manifest","R3-IA-FILE-0033","Arabic RTL source-canon lane","P3_pdf_doc_text_fallback_candidate_metadata","arabic_linear_algebra_or_ring_linear_algebra_filename_match_needs_screening","20210903_20210903_0439::الجبر الخطي وتطبيقاته جلبرت سترنج::مواضيع في الجبر - أي إن هيرستين.epub","https://archive.org/details/20210903_20210903_0439","https://archive.org/download/20210903_20210903_0439/%D9%85%D9%88%D8%A7%D8%B6%D9%8A%D8%B9%20%D9%81%D9%8A%20%D8%A7%D9%84%D8%AC%D8%A8%D8%B1%20-%20%D8%A3%D9%8A%20%D8%A5%D9%86%20%D9%87%D9%8A%D8%B1%D8%B3%D8%AA%D9%8A%D9%86.epub","archive_md5=4650afd16c5a26f40f9b216b72ac1048; archive_sha1=e3c513c545ca4740e3feafd44a972b0219fd909c","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\work\source_probe_payload_cache\R3_INTERNET_ARCHIVE_TEXT_FRONTIER_PROBE_20260705T024335Z\items\20210903_20210903_0439.metadata.json","F4237FD1E0597A52B0CD609090B40EF05C76A3D0B7A6E02F8B75F54E766D18D6","Internet Archive item metadata has no licenseurl field; access/license screen required","Arabic; Internet Archive; file manifest; algebra or linear-algebra candidate; metadata-only; no source body downloaded","Fetch only if owner/B3 gate approves; independently hash and language/license-screen before payload use.","Archive item metadata and archive-provided md5/sha1 only; no file body was downloaded, independently hashed, language-screened, or license-cleared by R3.","manifest_archive_file_metadata_only_no_payload_until_fetch_hash_license_language_screen","Source-canon acquisition queue only; no payload download, source-body copy, translation, glossary expansion, bridge promotion, native review, canonical approval, license clearance, gate promotion, completion claim, lane package claim, Git staging, commit, or push.","20260705T131155Z"
"R3-ACQ-0099","internet_archive_file_manifest","R3-IA-FILE-0034","Arabic RTL source-canon lane","P3_pdf_doc_text_fallback_candidate_metadata","arabic_linear_algebra_or_ring_linear_algebra_filename_match_needs_screening","20210903_20210903_0439::الجبر الخطي وتطبيقاته جلبرت سترنج::مواضيع في الجبر - أي إن هيرستين.pdf","https://archive.org/details/20210903_20210903_0439","https://archive.org/download/20210903_20210903_0439/%D9%85%D9%88%D8%A7%D8%B6%D9%8A%D8%B9%20%D9%81%D9%8A%20%D8%A7%D9%84%D8%AC%D8%A8%D8%B1%20-%20%D8%A3%D9%8A%20%D8%A5%D9%86%20%D9%87%D9%8A%D8%B1%D8%B3%D8%AA%D9%8A%D9%86.pdf","archive_md5=2c8649eb21017c7f6b56c36368d1bdf2; archive_sha1=ab552eb12d62b89f8b0f81267439ec77e20acb3e","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\work\source_probe_payload_cache\R3_INTERNET_ARCHIVE_TEXT_FRONTIER_PROBE_20260705T024335Z\items\20210903_20210903_0439.metadata.json","F4237FD1E0597A52B0CD609090B40EF05C76A3D0B7A6E02F8B75F54E766D18D6","Internet Archive item metadata has no licenseurl field; access/license screen required","Arabic; Internet Archive; file manifest; algebra or linear-algebra candidate; metadata-only; no source body downloaded","Fetch only if owner/B3 gate approves; independently hash and language/license-screen before payload use.","Archive item metadata and archive-provided md5/sha1 only; no file body was downloaded, independently hashed, language-screened, or license-cleared by R3.","manifest_archive_file_metadata_only_no_payload_until_fetch_hash_license_language_screen","Source-canon acquisition queue only; no payload download, source-body copy, translation, glossary expansion, bridge promotion, native review, canonical approval, license clearance, gate promotion, completion claim, lane package claim, Git staging, commit, or push.","20260705T131155Z"
