recovery_id,branch_head,recovery_type,remote_path,raw_url,blocker,next_action,source_body_status,label_boundary
C7FB-STD-RECOVERY-0104,c7fb7e644e04102b67cc5da379ba9d4226feaef8,compare-row-triage,uploader-transfer/r6-interlanguage-authority-routing-8f7-integration-20260706/R6_INTERLANGUAGE_AUTHORITY_ROUTING_8F7_INTEGRATION_20260706/MANIFEST.json,,branch-visible delta requires owner/B3 inspection before authority adoption,inspect for source-canon/Fable relevance,pointer-or-index-only,triage/recovery only; no source certification or completion
C7FB-STD-RECOVERY-0105,c7fb7e644e04102b67cc5da379ba9d4226feaef8,compare-row-triage,uploader-transfer/r6-interlanguage-authority-routing-8f7-integration-20260706/R6_INTERLANGUAGE_AUTHORITY_ROUTING_8F7_INTEGRATION_20260706/README.md,,branch-visible delta requires owner/B3 inspection before authority adoption,inspect for source-canon/Fable relevance,pointer-or-index-only,triage/recovery only; no source certification or completion
C7FB-STD-RECOVERY-0106,c7fb7e644e04102b67cc5da379ba9d4226feaef8,compare-row-triage,uploader-transfer/r6-interlanguage-authority-routing-8f7-integration-20260706/R6_INTERLANGUAGE_AUTHORITY_ROUTING_8F7_INTEGRATION_20260706/SHA256SUMS.txt,,branch-visible delta requires owner/B3 inspection before authority adoption,inspect for source-canon/Fable relevance,pointer-or-index-only,triage/recovery only; no source certification or completion
C7FB-STD-RECOVERY-0107,c7fb7e644e04102b67cc5da379ba9d4226feaef8,compare-row-b3-packaged-artifact,uploader-transfer/r6-interlanguage-authority-routing-8f7-integration-20260706/R6_INTERLANGUAGE_AUTHORITY_ROUTING_8F7_INTEGRATION_20260706/b3/B3_ROUTE.csv,,branch-visible delta requires owner/B3 inspection before authority adoption,inspect/package route; do not mutate language payload,pointer-or-index-only,triage/recovery only; no source certification or completion
C7FB-STD-RECOVERY-0108,c7fb7e644e04102b67cc5da379ba9d4226feaef8,compare-row-triage,uploader-transfer/r6-interlanguage-authority-routing-8f7-integration-20260706/R6_INTERLANGUAGE_AUTHORITY_ROUTING_8F7_INTEGRATION_20260706/blockers/R6_AUTHORITY_ROUTE_BLOCKERS_AND_RECOVERY_POST_8F7.csv,,branch-visible delta requires owner/B3 inspection before authority adoption,inspect for source-canon/Fable relevance,pointer-or-index-only,triage/recovery only; no source certification or completion
C7FB-STD-RECOVERY-0109,c7fb7e644e04102b67cc5da379ba9d4226feaef8,compare-row-triage,uploader-transfer/r6-interlanguage-authority-routing-8f7-integration-20260706/R6_INTERLANGUAGE_AUTHORITY_ROUTING_8F7_INTEGRATION_20260706/blockers/R6_INSUFFICIENT_SCOPE_CARRY_FORWARD_POST_8F7.csv,,branch-visible delta requires owner/B3 inspection before authority adoption,inspect for source-canon/Fable relevance,pointer-or-index-only,triage/recovery only; no source certification or completion
C7FB-STD-RECOVERY-0110,c7fb7e644e04102b67cc5da379ba9d4226feaef8,compare-row-b3-packaged-artifact,uploader-transfer/r6-interlanguage-authority-routing-8f7-integration-20260706/R6_INTERLANGUAGE_AUTHORITY_ROUTING_8F7_INTEGRATION_20260706/ledgers/B3_R6_SNAPSHOT_CARRY_FORWARD_INDEX_POST_8F7.csv,,branch-visible delta requires owner/B3 inspection before authority adoption,inspect/package route; do not mutate language payload,pointer-or-index-only,triage/recovery only; no source certification or completion
C7FB-STD-RECOVERY-0111,c7fb7e644e04102b67cc5da379ba9d4226feaef8,compare-row-b3-packaged-artifact,uploader-transfer/r6-interlanguage-authority-routing-8f7-integration-20260706/R6_INTERLANGUAGE_AUTHORITY_ROUTING_8F7_INTEGRATION_20260706/ledgers/INTERLANGUAGE_AUTHORITY_PACKAGE_MANIFEST_REFS.csv,,branch-visible delta requires owner/B3 inspection before authority adoption,inspect/package route; do not mutate language payload,pointer-or-index-only,triage/recovery only; no source certification or completion
C7FB-STD-RECOVERY-0112,c7fb7e644e04102b67cc5da379ba9d4226feaef8,compare-row-triage,uploader-transfer/r6-interlanguage-authority-routing-8f7-integration-20260706/R6_INTERLANGUAGE_AUTHORITY_ROUTING_8F7_INTEGRATION_20260706/ledgers/R6_FABLE_STANDARD_AUTHORITY_APPLICATION_8F7.csv,,branch-visible delta requires owner/B3 inspection before authority adoption,inspect for source-canon/Fable relevance,pointer-or-index-only,triage/recovery only; no source certification or completion
C7FB-STD-RECOVERY-0113,c7fb7e644e04102b67cc5da379ba9d4226feaef8,compare-row-triage,uploader-transfer/r6-interlanguage-authority-routing-8f7-integration-20260706/R6_INTERLANGUAGE_AUTHORITY_ROUTING_8F7_INTEGRATION_20260706/ledgers/R6_REVIEWER_ETHICS_AUTHORITY_BOUNDARY_ROWS_POST_8F7.csv,,branch-visible delta requires owner/B3 inspection before authority adoption,inspect for source-canon/Fable relevance,pointer-or-index-only,triage/recovery only; no source certification or completion
C7FB-STD-RECOVERY-0114,c7fb7e644e04102b67cc5da379ba9d4226feaef8,compare-row-triage,uploader-transfer/r6-interlanguage-authority-routing-8f7-integration-20260706/R6_INTERLANGUAGE_AUTHORITY_ROUTING_8F7_INTEGRATION_20260706/ledgers/R6_ROW_AUTHORITY_ROUTING_APPLICATION_8F7.csv,,branch-visible delta requires owner/B3 inspection before authority adoption,inspect for source-canon/Fable relevance,pointer-or-index-only,triage/recovery only; no source certification or completion
C7FB-STD-RECOVERY-0115,c7fb7e644e04102b67cc5da379ba9d4226feaef8,compare-row-triage,uploader-transfer/r6-interlanguage-authority-routing-8f7-integration-20260706/R6_INTERLANGUAGE_AUTHORITY_ROUTING_8F7_INTEGRATION_20260706/logs/LOGBOOK_EXCERPT_20260706.md,,branch-visible delta requires owner/B3 inspection before authority adoption,inspect for source-canon/Fable relevance,pointer-or-index-only,triage/recovery only; no source certification or completion
C7FB-STD-RECOVERY-0116,c7fb7e644e04102b67cc5da379ba9d4226feaef8,compare-row-triage,uploader-transfer/r6-interlanguage-authority-routing-8f7-integration-20260706/R6_INTERLANGUAGE_AUTHORITY_ROUTING_8F7_INTEGRATION_20260706/source-witness-index/R6_SOURCE_WITNESS_INDEX_POST_8F7_AUTHORITY.csv,,branch-visible delta requires owner/B3 inspection before authority adoption,inspect for source-canon/Fable relevance,pointer-or-index-only,triage/recovery only; no source certification or completion
C7FB-STD-RECOVERY-0117,c7fb7e644e04102b67cc5da379ba9d4226feaef8,compare-row-b3-packaged-artifact,uploader-transfer/r6-interlanguage-authority-routing-8f7-integration-20260706/R6_INTERLANGUAGE_AUTHORITY_ROUTING_8F7_INTEGRATION_20260706/verification/INPUT_PACKAGE_SHA_AND_ROLE_VERIFICATION.csv,,branch-visible delta requires owner/B3 inspection before authority adoption,inspect/package route; do not mutate language payload,pointer-or-index-only,triage/recovery only; no source certification or completion
C7FB-STD-RECOVERY-0118,c7fb7e644e04102b67cc5da379ba9d4226feaef8,compare-row-triage,uploader-transfer/r6-interlanguage-authority-routing-8f7-integration-20260706/R6_INTERLANGUAGE_AUTHORITY_ROUTING_8F7_INTEGRATION_20260706/verification/INPUT_SHA_VERIFICATION_RESULTS.csv,,branch-visible delta requires owner/B3 inspection before authority adoption,inspect for source-canon/Fable relevance,pointer-or-index-only,triage/recovery only; no source certification or completion
C7FB-STD-RECOVERY-0119,c7fb7e644e04102b67cc5da379ba9d4226feaef8,compare-row-b3-packaged-artifact,uploader-transfer/r6-post-b3-8f7-recovery-scaffold-increment-20260706/R6_POST_B3_8F7_RECOVERY_SCAFFOLD_INCREMENT_20260706.md,,branch-visible delta requires owner/B3 inspection before authority adoption,inspect/package route; do not mutate language payload,pointer-or-index-only,triage/recovery only; no source certification or completion
C7FB-STD-RECOVERY-0120,c7fb7e644e04102b67cc5da379ba9d4226feaef8,compare-row-b3-packaged-artifact,uploader-transfer/r6-post-b3-8f7-recovery-scaffold-increment-20260706/R6_POST_B3_8F7_RECOVERY_SCAFFOLD_INCREMENT_20260706/MANIFEST.csv,,branch-visible delta requires owner/B3 inspection before authority adoption,inspect/package route; do not mutate language payload,pointer-or-index-only,triage/recovery only; no source certification or completion
C7FB-STD-RECOVERY-0121,c7fb7e644e04102b67cc5da379ba9d4226feaef8,compare-row-b3-packaged-artifact,uploader-transfer/r6-post-b3-8f7-recovery-scaffold-increment-20260706/R6_POST_B3_8F7_RECOVERY_SCAFFOLD_INCREMENT_20260706/MANIFEST.json,,branch-visible delta requires owner/B3 inspection before authority adoption,inspect/package route; do not mutate language payload,pointer-or-index-only,triage/recovery only; no source certification or completion
C7FB-STD-RECOVERY-0122,c7fb7e644e04102b67cc5da379ba9d4226feaef8,compare-row-b3-packaged-artifact,uploader-transfer/r6-post-b3-8f7-recovery-scaffold-increment-20260706/R6_POST_B3_8F7_RECOVERY_SCAFFOLD_INCREMENT_20260706/README.md,,branch-visible delta requires owner/B3 inspection before authority adoption,inspect/package route; do not mutate language payload,pointer-or-index-only,triage/recovery only; no source certification or completion
C7FB-STD-RECOVERY-0123,c7fb7e644e04102b67cc5da379ba9d4226feaef8,compare-row-b3-packaged-artifact,uploader-transfer/r6-post-b3-8f7-recovery-scaffold-increment-20260706/R6_POST_B3_8F7_RECOVERY_SCAFFOLD_INCREMENT_20260706/SHA256SUMS.txt,,branch-visible delta requires owner/B3 inspection before authority adoption,inspect/package route; do not mutate language payload,pointer-or-index-only,triage/recovery only; no source certification or completion
C7FB-STD-RECOVERY-0124,c7fb7e644e04102b67cc5da379ba9d4226feaef8,compare-row-b3-packaged-artifact,uploader-transfer/r6-post-b3-8f7-recovery-scaffold-increment-20260706/R6_POST_B3_8F7_RECOVERY_SCAFFOLD_INCREMENT_20260706/b3/B3_ROUTE.csv,,branch-visible delta requires owner/B3 inspection before authority adoption,inspect/package route; do not mutate language payload,pointer-or-index-only,triage/recovery only; no source certification or completion
C7FB-STD-RECOVERY-0125,c7fb7e644e04102b67cc5da379ba9d4226feaef8,compare-row-b3-packaged-artifact,uploader-transfer/r6-post-b3-8f7-recovery-scaffold-increment-20260706/R6_POST_B3_8F7_RECOVERY_SCAFFOLD_INCREMENT_20260706/blockers/R6_POST_B3_ACTIVE_RECOVERY_QUEUE.csv,,branch-visible delta requires owner/B3 inspection before authority adoption,inspect/package route; do not mutate language payload,pointer-or-index-only,triage/recovery only; no source certification or completion
C7FB-STD-RECOVERY-0126,c7fb7e644e04102b67cc5da379ba9d4226feaef8,compare-row-b3-packaged-artifact,uploader-transfer/r6-post-b3-8f7-recovery-scaffold-increment-20260706/R6_POST_B3_8F7_RECOVERY_SCAFFOLD_INCREMENT_20260706/ledgers/B3_R6_SNAPSHOT_FILE_INDEX.csv,,branch-visible delta requires owner/B3 inspection before authority adoption,inspect/package route; do not mutate language payload,pointer-or-index-only,triage/recovery only; no source certification or completion
C7FB-STD-RECOVERY-0127,c7fb7e644e04102b67cc5da379ba9d4226feaef8,compare-row-b3-packaged-artifact,uploader-transfer/r6-post-b3-8f7-recovery-scaffold-increment-20260706/R6_POST_B3_8F7_RECOVERY_SCAFFOLD_INCREMENT_20260706/ledgers/BRANCH_8F7_REF_AND_COMMIT_CHECK.csv,,branch-visible delta requires owner/B3 inspection before authority adoption,inspect/package route; do not mutate language payload,pointer-or-index-only,triage/recovery only; no source certification or completion
C7FB-STD-RECOVERY-0128,c7fb7e644e04102b67cc5da379ba9d4226feaef8,compare-row-b3-packaged-artifact,uploader-transfer/r6-post-b3-8f7-recovery-scaffold-increment-20260706/R6_POST_B3_8F7_RECOVERY_SCAFFOLD_INCREMENT_20260706/ledgers/R6_POST_B3_FABLE_SOURCE_USE_ADVERSE_EVIDENCE.csv,,branch-visible delta requires owner/B3 inspection before authority adoption,inspect/package route; do not mutate language payload,pointer-or-index-only,triage/recovery only; no source certification or completion
C7FB-STD-RECOVERY-0129,c7fb7e644e04102b67cc5da379ba9d4226feaef8,compare-row-b3-packaged-artifact,uploader-transfer/r6-post-b3-8f7-recovery-scaffold-increment-20260706/R6_POST_B3_8F7_RECOVERY_SCAFFOLD_INCREMENT_20260706/ledgers/R6_POST_B3_SCAFFOLD_INCREMENT_ROWS.csv,,branch-visible delta requires owner/B3 inspection before authority adoption,inspect/package route; do not mutate language payload,pointer-or-index-only,triage/recovery only; no source certification or completion
C7FB-STD-RECOVERY-0130,c7fb7e644e04102b67cc5da379ba9d4226feaef8,compare-row-b3-packaged-artifact,uploader-transfer/r6-post-b3-8f7-recovery-scaffold-increment-20260706/R6_POST_B3_8F7_RECOVERY_SCAFFOLD_INCREMENT_20260706/logs/LOGBOOK_EXCERPT_20260706.md,,branch-visible delta requires owner/B3 inspection before authority adoption,inspect/package route; do not mutate language payload,pointer-or-index-only,triage/recovery only; no source certification or completion
C7FB-STD-RECOVERY-0131,c7fb7e644e04102b67cc5da379ba9d4226feaef8,compare-row-b3-packaged-artifact,uploader-transfer/r6-post-b3-8f7-recovery-scaffold-increment-20260706/R6_POST_B3_8F7_RECOVERY_SCAFFOLD_INCREMENT_20260706/verification/R6_POST_B3_MANIFEST_SHA_VERIFICATION.csv,,branch-visible delta requires owner/B3 inspection before authority adoption,inspect/package route; do not mutate language payload,pointer-or-index-only,triage/recovery only; no source certification or completion
