"row","status","path","category","r3_effect"
"160","A","uploader-transfer/r6-d8fdb95a-current-head-source-start-continuation-20260707/R6_D8FDB95A_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260707/SHA256SUMS.txt","adjacent-r6-d8-context-only","Adjacent R6 D8 source-start context only; no R3 branch-weight increase without independent R3 source gate."
"161","A","uploader-transfer/r6-d8fdb95a-current-head-source-start-continuation-20260707/R6_D8FDB95A_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260707/b3/B3_ROUTE.csv","adjacent-r6-d8-context-only","Adjacent R6 D8 source-start context only; no R3 branch-weight increase without independent R3 source gate."
"162","A","uploader-transfer/r6-d8fdb95a-current-head-source-start-continuation-20260707/R6_D8FDB95A_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260707/blockers/R6_D8FDB95A_EXACT_BLOCKERS_AND_NEXT_ACTIONS.csv","adjacent-r6-d8-context-only","Adjacent R6 D8 source-start context only; no R3 branch-weight increase without independent R3 source gate."
"163","A","uploader-transfer/r6-d8fdb95a-current-head-source-start-continuation-20260707/R6_D8FDB95A_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260707/branch-current/R6_D8FDB95A_BRANCH_CHECK_AND_VISIBLE_INPUTS.csv","adjacent-r6-d8-context-only","Adjacent R6 D8 source-start context only; no R3 branch-weight increase without independent R3 source gate."
"164","A","uploader-transfer/r6-d8fdb95a-current-head-source-start-continuation-20260707/R6_D8FDB95A_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260707/branch-current/R6_D8FDB95A_LOCAL_HEAD_NAMED_FILE_HITS.csv","adjacent-r6-d8-context-only","Adjacent R6 D8 source-start context only; no R3 branch-weight increase without independent R3 source gate."
"165","A","uploader-transfer/r6-d8fdb95a-current-head-source-start-continuation-20260707/R6_D8FDB95A_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260707/branch-current/R6_D8FDB95A_PAYLOAD_FRONTIER_CORRECTION.csv","adjacent-r6-d8-context-only","Adjacent R6 D8 source-start context only; no R3 branch-weight increase without independent R3 source gate."
"166","A","uploader-transfer/r6-d8fdb95a-current-head-source-start-continuation-20260707/R6_D8FDB95A_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260707/ethics/R6_D8FDB95A_ETHICS_AUTHORITY_CONTINUATION_MAP.csv","adjacent-r6-d8-context-only","Adjacent R6 D8 source-start context only; no R3 branch-weight increase without independent R3 source gate."
"167","A","uploader-transfer/r6-d8fdb95a-current-head-source-start-continuation-20260707/R6_D8FDB95A_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260707/fable/R6_D8FDB95A_SOURCE_USE_ADVERSE_EVIDENCE_LEDGER.csv","adjacent-r6-d8-context-only","Adjacent R6 D8 source-start context only; no R3 branch-weight increase without independent R3 source gate."
"168","A","uploader-transfer/r6-d8fdb95a-current-head-source-start-continuation-20260707/R6_D8FDB95A_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260707/input-verification/R6_D8FDB95A_PRIOR_PACKAGE_SHA_VERIFY.csv","adjacent-r6-d8-context-only","Adjacent R6 D8 source-start context only; no R3 branch-weight increase without independent R3 source gate."
"169","A","uploader-transfer/r6-d8fdb95a-current-head-source-start-continuation-20260707/R6_D8FDB95A_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260707/logs/LOGBOOK_EXCERPT_20260706.md","adjacent-r6-d8-context-only","Adjacent R6 D8 source-start context only; no R3 branch-weight increase without independent R3 source gate."
"170","A","uploader-transfer/r6-d8fdb95a-current-head-source-start-continuation-20260707/R6_D8FDB95A_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260707/mutual-watch/R6_D8FDB95A_MUTUAL_WATCH_OBSERVATION.csv","adjacent-r6-d8-context-only","Adjacent R6 D8 source-start context only; no R3 branch-weight increase without independent R3 source gate."
"171","A","uploader-transfer/r6-d8fdb95a-current-head-source-start-continuation-20260707/R6_D8FDB95A_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260707/source-use/R6_D8FDB95A_SOURCE_USE_CONTINUATION_LEDGER.csv","adjacent-r6-d8-context-only","Adjacent R6 D8 source-start context only; no R3 branch-weight increase without independent R3 source gate."
"172","A","uploader-transfer/r6-d8fdb95a-current-head-source-start-continuation-20260707/R6_D8FDB95A_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260707/witness-index/R6_D8FDB95A_SOURCE_WITNESS_INDEX_CARRYFORWARD.csv","adjacent-r6-d8-context-only","Adjacent R6 D8 source-start context only; no R3 branch-weight increase without independent R3 source gate."
"173","A","uploader-transfer/r6-d8fdb95a-current-head-source-start-continuation-20260707/R6_D8FDB95A_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260707/witness-index/R6_D8FDB95A_SOURCE_WITNESS_SCOPE_COUNTS_CARRYFORWARD.csv","adjacent-r6-d8-context-only","Adjacent R6 D8 source-start context only; no R3 branch-weight increase without independent R3 source gate."
