"occurrence_id","policy_id","unit_id","source_tex","source_start_line","source_end_line","printed_start","printed_end","target_file","target_line","target_column","source_form","selected_form","decision_class","rationale","status"
"FAC-EN-NOCC-208986B2C00FCD28","FAC-EN-N0006","FAC-EN-U0014","fac_body.tex","494","498","211","211","english_source_first_workpass/source/components/014_I_2_16_change_of_rings.tex","10","191","\\mathfrak{A-Z}","\mathcal{J}","typographic_normalization","consistent established English workpass typography; all indices and operations retained","active_occurrence"
"FAC-EN-NOCC-35D3AFEC15E84961","FAC-EN-N0006","FAC-EN-U0014","fac_body.tex","494","498","211","211","english_source_first_workpass/source/components/014_I_2_16_change_of_rings.tex","10","219","\\mathfrak{A-Z}","\mathcal{F}","typographic_normalization","consistent established English workpass typography; all indices and operations retained","active_occurrence"
"FAC-EN-NOCC-31EFCE8A49939967","FAC-EN-N0006","FAC-EN-U0014","fac_body.tex","494","498","211","211","english_source_first_workpass/source/components/014_I_2_16_change_of_rings.tex","10","236","\\mathfrak{A-Z}","\mathcal{A}","typographic_normalization","consistent established English workpass typography; all indices and operations retained","active_occurrence"
"FAC-EN-NOCC-484F3962C9561E39","FAC-EN-N0006","FAC-EN-U0014","fac_body.tex","494","498","211","211","english_source_first_workpass/source/components/014_I_2_16_change_of_rings.tex","10","248","\\mathfrak{A-Z}","\mathcal{J}","typographic_normalization","consistent established English workpass typography; all indices and operations retained","active_occurrence"
"FAC-EN-NOCC-4F3B78FBADF80697","FAC-EN-N0006","FAC-EN-U0014","fac_body.tex","494","498","211","211","english_source_first_workpass/source/components/014_I_2_16_change_of_rings.tex","10","292","\\mathfrak{A-Z}","\mathcal{A}","typographic_normalization","consistent established English workpass typography; all indices and operations retained","active_occurrence"
"FAC-EN-NOCC-7C95C2AAE4E98367","FAC-EN-N0006","FAC-EN-U0014","fac_body.tex","494","498","211","211","english_source_first_workpass/source/components/014_I_2_16_change_of_rings.tex","10","331","\\mathfrak{A-Z}","\mathcal{A}","typographic_normalization","consistent established English workpass typography; all indices and operations retained","active_occurrence"
"FAC-EN-NOCC-BA47F33ADF032202","FAC-EN-N0006","FAC-EN-U0014","fac_body.tex","494","498","211","211","english_source_first_workpass/source/components/014_I_2_16_change_of_rings.tex","10","343","\\mathfrak{A-Z}","\mathcal{J}","typographic_normalization","consistent established English workpass typography; all indices and operations retained","active_occurrence"
"FAC-EN-NOCC-BE368FEA9A57BD47","FAC-EN-N0001","FAC-EN-U0014","fac_body.tex","494","498","211","211","english_source_first_workpass/source/components/014_I_2_16_change_of_rings.tex","10","361","faisceau(x) coherent(s)","coherent sheaf","terminology","standard modern English algebraic-geometry term","active_occurrence"
"FAC-EN-NOCC-9167B73F0560F3A8","FAC-EN-N0006","FAC-EN-U0014","fac_body.tex","494","498","211","211","english_source_first_workpass/source/components/014_I_2_16_change_of_rings.tex","12","41","\\mathfrak{A-Z}","\mathcal{A}","typographic_normalization","consistent established English workpass typography; all indices and operations retained","active_occurrence"
"FAC-EN-NOCC-0F2BDD50780E28F1","FAC-EN-N0006","FAC-EN-U0014","fac_body.tex","494","498","211","211","english_source_first_workpass/source/components/014_I_2_16_change_of_rings.tex","12","96","\\mathfrak{A-Z}","\mathcal{A}","typographic_normalization","consistent established English workpass typography; all indices and operations retained","active_occurrence"
"FAC-EN-NOCC-A6450138714A645D","FAC-EN-N0006","FAC-EN-U0014","fac_body.tex","494","498","211","211","english_source_first_workpass/source/components/014_I_2_16_change_of_rings.tex","12","108","\\mathfrak{A-Z}","\mathcal{J}","typographic_normalization","consistent established English workpass typography; all indices and operations retained","active_occurrence"
"FAC-EN-NOCC-B836E1C1333A0838","FAC-EN-N0006","FAC-EN-U0014","fac_body.tex","494","498","211","211","english_source_first_workpass/source/components/014_I_2_16_change_of_rings.tex","12","138","\\mathfrak{A-Z}","\mathcal{F}","typographic_normalization","consistent established English workpass typography; all indices and operations retained","active_occurrence"
"FAC-EN-NOCC-1847F0EA751F4E6D","FAC-EN-N0006","FAC-EN-U0014","fac_body.tex","494","498","211","211","english_source_first_workpass/source/components/014_I_2_16_change_of_rings.tex","12","155","\\mathfrak{A-Z}","\mathcal{A}","typographic_normalization","consistent established English workpass typography; all indices and operations retained","active_occurrence"
"FAC-EN-NOCC-D442D0438A6F79B3","FAC-EN-N0006","FAC-EN-U0014","fac_body.tex","494","498","211","211","english_source_first_workpass/source/components/014_I_2_16_change_of_rings.tex","12","215","\\mathfrak{A-Z}","\mathcal{F}","typographic_normalization","consistent established English workpass typography; all indices and operations retained","active_occurrence"
"FAC-EN-NOCC-222E154E95E48E7B","FAC-EN-N0006","FAC-EN-U0014","fac_body.tex","494","498","211","211","english_source_first_workpass/source/components/014_I_2_16_change_of_rings.tex","12","311","\\mathfrak{A-Z}","\mathcal{A}","typographic_normalization","consistent established English workpass typography; all indices and operations retained","active_occurrence"
"FAC-EN-NOCC-FA3BBC499A5F5EE9","FAC-EN-N0006","FAC-EN-U0014","fac_body.tex","494","498","211","211","english_source_first_workpass/source/components/014_I_2_16_change_of_rings.tex","12","348","\\mathfrak{A-Z}","\mathcal{A}","typographic_normalization","consistent established English workpass typography; all indices and operations retained","active_occurrence"
"FAC-EN-NOCC-48C9380AD953FA6A","FAC-EN-N0006","FAC-EN-U0014","fac_body.tex","494","498","211","211","english_source_first_workpass/source/components/014_I_2_16_change_of_rings.tex","12","451","\\mathfrak{A-Z}","\mathcal{A}","typographic_normalization","consistent established English workpass typography; all indices and operations retained","active_occurrence"
"FAC-EN-NOCC-C6AA82BFA9E77A7F","FAC-EN-N0006","FAC-EN-U0014","fac_body.tex","494","498","211","211","english_source_first_workpass/source/components/014_I_2_16_change_of_rings.tex","12","463","\\mathfrak{A-Z}","\mathcal{J}","typographic_normalization","consistent established English workpass typography; all indices and operations retained","active_occurrence"
"FAC-EN-NOCC-118C1AD0CD70E120","FAC-EN-N0006","FAC-EN-U0014","fac_body.tex","494","498","211","211","english_source_first_workpass/source/components/014_I_2_16_change_of_rings.tex","12","500","\\mathfrak{A-Z}","\mathcal{A}","typographic_normalization","consistent established English workpass typography; all indices and operations retained","active_occurrence"
"FAC-EN-NOCC-1A109E884D521551","FAC-EN-N0006","FAC-EN-U0014","fac_body.tex","494","498","211","211","english_source_first_workpass/source/components/014_I_2_16_change_of_rings.tex","12","512","\\mathfrak{A-Z}","\mathcal{J}","typographic_normalization","consistent established English workpass typography; all indices and operations retained","active_occurrence"
"FAC-EN-NOCC-3FFBCB240CA0C407","FAC-EN-N0006","FAC-EN-U0014","fac_body.tex","494","498","211","211","english_source_first_workpass/source/components/014_I_2_16_change_of_rings.tex","14","1","\\mathfrak{A-Z}","\mathcal{A}","typographic_normalization","consistent established English workpass typography; all indices and operations retained","active_occurrence"
"FAC-EN-NOCC-E0255E279084E190","FAC-EN-N0006","FAC-EN-U0014","fac_body.tex","494","498","211","211","english_source_first_workpass/source/components/014_I_2_16_change_of_rings.tex","14","30","\\mathfrak{A-Z}","\mathcal{A}","typographic_normalization","consistent established English workpass typography; all indices and operations retained","active_occurrence"
"FAC-EN-NOCC-17141987D03C1E0D","FAC-EN-N0006","FAC-EN-U0014","fac_body.tex","494","498","211","211","english_source_first_workpass/source/components/014_I_2_16_change_of_rings.tex","14","42","\\mathfrak{A-Z}","\mathcal{J}","typographic_normalization","consistent established English workpass typography; all indices and operations retained","active_occurrence"
"FAC-EN-NOCC-876E06EA4168758C","FAC-EN-N0006","FAC-EN-U0014","fac_body.tex","494","498","211","211","english_source_first_workpass/source/components/014_I_2_16_change_of_rings.tex","16","7","\\mathfrak{A-Z}","\mathcal{F}","typographic_normalization","consistent established English workpass typography; all indices and operations retained","active_occurrence"
"FAC-EN-NOCC-2114570065260F1C","FAC-EN-N0006","FAC-EN-U0014","fac_body.tex","494","498","211","211","english_source_first_workpass/source/components/014_I_2_16_change_of_rings.tex","16","24","\\mathfrak{A-Z}","\mathcal{A}","typographic_normalization","consistent established English workpass typography; all indices and operations retained","active_occurrence"
"FAC-EN-NOCC-9B17ACEADFB351EC","FAC-EN-N0006","FAC-EN-U0014","fac_body.tex","494","498","211","211","english_source_first_workpass/source/components/014_I_2_16_change_of_rings.tex","16","36","\\mathfrak{A-Z}","\mathcal{J}","typographic_normalization","consistent established English workpass typography; all indices and operations retained","active_occurrence"
"FAC-EN-NOCC-2A2F62035F98FEAB","FAC-EN-N0006","FAC-EN-U0014","fac_body.tex","494","498","211","211","english_source_first_workpass/source/components/014_I_2_16_change_of_rings.tex","16","81","\\mathfrak{A-Z}","\mathcal{A}","typographic_normalization","consistent established English workpass typography; all indices and operations retained","active_occurrence"
"FAC-EN-NOCC-9BF1AA90D5010D62","FAC-EN-N0006","FAC-EN-U0014","fac_body.tex","494","498","211","211","english_source_first_workpass/source/components/014_I_2_16_change_of_rings.tex","16","93","\\mathfrak{A-Z}","\mathcal{J}","typographic_normalization","consistent established English workpass typography; all indices and operations retained","active_occurrence"
"FAC-EN-NOCC-E09451F77D7DDDFC","FAC-EN-N0006","FAC-EN-U0014","fac_body.tex","494","498","211","211","english_source_first_workpass/source/components/014_I_2_16_change_of_rings.tex","16","110","\\mathfrak{A-Z}","\mathcal{A}","typographic_normalization","consistent established English workpass typography; all indices and operations retained","active_occurrence"
"FAC-EN-NOCC-1E6A196CC99598A1","FAC-EN-N0006","FAC-EN-U0014","fac_body.tex","494","498","211","211","english_source_first_workpass/source/components/014_I_2_16_change_of_rings.tex","16","145","\\mathfrak{A-Z}","\mathcal{A}","typographic_normalization","consistent established English workpass typography; all indices and operations retained","active_occurrence"
"FAC-EN-NOCC-3A556A951875717A","FAC-EN-N0006","FAC-EN-U0014","fac_body.tex","494","498","211","211","english_source_first_workpass/source/components/014_I_2_16_change_of_rings.tex","16","157","\\mathfrak{A-Z}","\mathcal{J}","typographic_normalization","consistent established English workpass typography; all indices and operations retained","active_occurrence"
"FAC-EN-NOCC-177FCBAD434807A8","FAC-EN-N0006","FAC-EN-U0014","fac_body.tex","494","498","211","211","english_source_first_workpass/source/components/014_I_2_16_change_of_rings.tex","16","197","\\mathfrak{A-Z}","\mathcal{A}","typographic_normalization","consistent established English workpass typography; all indices and operations retained","active_occurrence"
"FAC-EN-NOCC-7D236B80B7DED9C7","FAC-EN-N0006","FAC-EN-U0014","fac_body.tex","494","498","211","211","english_source_first_workpass/source/components/014_I_2_16_change_of_rings.tex","16","209","\\mathfrak{A-Z}","\mathcal{J}","typographic_normalization","consistent established English workpass typography; all indices and operations retained","active_occurrence"
"FAC-EN-NOCC-78F7F900D899755C","FAC-EN-N0001","FAC-EN-U0014","fac_body.tex","494","498","211","211","english_source_first_workpass/source/components/014_I_2_16_change_of_rings.tex","16","227","faisceau(x) coherent(s)","coherent sheaf","terminology","standard modern English algebraic-geometry term","active_occurrence"
"FAC-EN-NOCC-22EC36615F4F8FE4","FAC-EN-N0006","FAC-EN-U0014","fac_body.tex","494","498","211","211","english_source_first_workpass/source/components/014_I_2_16_change_of_rings.tex","16","268","\\mathfrak{A-Z}","\mathcal{F}","typographic_normalization","consistent established English workpass typography; all indices and operations retained","active_occurrence"
"FAC-EN-NOCC-71C5A4C6A88DEE79","FAC-EN-N0006","FAC-EN-U0014","fac_body.tex","494","498","211","211","english_source_first_workpass/source/components/014_I_2_16_change_of_rings.tex","16","285","\\mathfrak{A-Z}","\mathcal{A}","typographic_normalization","consistent established English workpass typography; all indices and operations retained","active_occurrence"
"FAC-EN-NOCC-E527394378953CFA","FAC-EN-N0006","FAC-EN-U0014","fac_body.tex","494","498","211","211","english_source_first_workpass/source/components/014_I_2_16_change_of_rings.tex","16","297","\\mathfrak{A-Z}","\mathcal{J}","typographic_normalization","consistent established English workpass typography; all indices and operations retained","active_occurrence"
"FAC-EN-NOCC-583E61B9BB4D0222","FAC-EN-N0036","FAC-EN-U0014","fac_body.tex","494","498","211","211","english_source_first_workpass/source/components/014_I_2_16_change_of_rings.tex","16","352","conoyau(x)","cokernel","terminology","standard English categorical term","active_occurrence"
"FAC-EN-NOCC-9DF33A50652B6BC9","FAC-EN-N0006","FAC-EN-U0014","fac_body.tex","494","498","211","211","english_source_first_workpass/source/components/014_I_2_16_change_of_rings.tex","18","10","\\mathfrak{A-Z}","\mathcal{A}","typographic_normalization","consistent established English workpass typography; all indices and operations retained","active_occurrence"
"FAC-EN-NOCC-B78188DA3B5D5A60","FAC-EN-N0006","FAC-EN-U0014","fac_body.tex","494","498","211","211","english_source_first_workpass/source/components/014_I_2_16_change_of_rings.tex","18","22","\\mathfrak{A-Z}","\mathcal{J}","typographic_normalization","consistent established English workpass typography; all indices and operations retained","active_occurrence"
"FAC-EN-NOCC-F76DEAAFE164FF8E","FAC-EN-N0006","FAC-EN-U0014","fac_body.tex","494","498","211","211","english_source_first_workpass/source/components/014_I_2_16_change_of_rings.tex","18","52","\\mathfrak{A-Z}","\mathcal{A}","typographic_normalization","consistent established English workpass typography; all indices and operations retained","active_occurrence"
"FAC-EN-NOCC-C9EA6DCFB25FCF1A","FAC-EN-N0006","FAC-EN-U0014","fac_body.tex","494","498","211","211","english_source_first_workpass/source/components/014_I_2_16_change_of_rings.tex","18","64","\\mathfrak{A-Z}","\mathcal{J}","typographic_normalization","consistent established English workpass typography; all indices and operations retained","active_occurrence"
"FAC-EN-NOCC-2D857769FF7D2340","FAC-EN-N0006","FAC-EN-U0014","fac_body.tex","494","498","211","211","english_source_first_workpass/source/components/014_I_2_16_change_of_rings.tex","20","12","\\mathfrak{A-Z}","\mathcal{A}","typographic_normalization","consistent established English workpass typography; all indices and operations retained","active_occurrence"
"FAC-EN-NOCC-879080C614C4386B","FAC-EN-N0006","FAC-EN-U0014","fac_body.tex","494","498","211","211","english_source_first_workpass/source/components/014_I_2_16_change_of_rings.tex","20","24","\\mathfrak{A-Z}","\mathcal{J}","typographic_normalization","consistent established English workpass typography; all indices and operations retained","active_occurrence"
"FAC-EN-NOCC-B8E1DFEE65990B24","FAC-EN-N0006","FAC-EN-U0014","fac_body.tex","494","498","211","211","english_source_first_workpass/source/components/014_I_2_16_change_of_rings.tex","20","41","\\mathfrak{A-Z}","\mathcal{A}","typographic_normalization","consistent established English workpass typography; all indices and operations retained","active_occurrence"
"FAC-EN-NOCC-E1E34ECDF8AD5869","FAC-EN-N0006","FAC-EN-U0014","fac_body.tex","494","498","211","211","english_source_first_workpass/source/components/014_I_2_16_change_of_rings.tex","20","86","\\mathfrak{A-Z}","\mathcal{F}","typographic_normalization","consistent established English workpass typography; all indices and operations retained","active_occurrence"
"FAC-EN-NOCC-4F6DF741AD2AEB57","FAC-EN-N0006","FAC-EN-U0014","fac_body.tex","494","498","211","211","english_source_first_workpass/source/components/014_I_2_16_change_of_rings.tex","20","103","\\mathfrak{A-Z}","\mathcal{A}","typographic_normalization","consistent established English workpass typography; all indices and operations retained","active_occurrence"
"FAC-EN-NOCC-4CA0DCA19065C79E","FAC-EN-N0001","FAC-EN-U0015","fac_body.tex","500","514","211","212","english_source_first_workpass/source/components/015_I_2_17_extension_and_restriction.tex","6","44","faisceau(x) coherent(s)","coherent sheaf","terminology","standard modern English algebraic-geometry term","active_occurrence"
"FAC-EN-NOCC-71DEA9D3DF8E8B5A","FAC-EN-N0006","FAC-EN-U0015","fac_body.tex","500","514","211","212","english_source_first_workpass/source/components/015_I_2_17_extension_and_restriction.tex","8","52","\\mathfrak{A-Z}","\mathcal{G}","typographic_normalization","consistent established English workpass typography; all indices and operations retained","active_occurrence"
"FAC-EN-NOCC-500E2B519337FF2F","FAC-EN-N0006","FAC-EN-U0015","fac_body.tex","500","514","211","212","english_source_first_workpass/source/components/015_I_2_17_extension_and_restriction.tex","8","98","\\mathfrak{A-Z}","\mathcal{G}","typographic_normalization","consistent established English workpass typography; all indices and operations retained","active_occurrence"
"FAC-EN-NOCC-DC697C978DB3009E","FAC-EN-N0041","FAC-EN-U0015","fac_body.tex","500","514","211","212","english_source_first_workpass/source/components/015_I_2_17_extension_and_restriction.tex","8","135","prolonger par 0","extending $\mathcal{G}$ by zero","terminology","standard sheaf-theoretic phrase for the source construction","active_occurrence"
"FAC-EN-NOCC-8171A62F0F067C85","FAC-EN-N0006","FAC-EN-U0015","fac_body.tex","500","514","211","212","english_source_first_workpass/source/components/015_I_2_17_extension_and_restriction.tex","8","146","\\mathfrak{A-Z}","\mathcal{G}","typographic_normalization","consistent established English workpass typography; all indices and operations retained","active_occurrence"
"FAC-EN-NOCC-DC001EE1F0234B2A","FAC-EN-N0006","FAC-EN-U0015","fac_body.tex","500","514","211","212","english_source_first_workpass/source/components/015_I_2_17_extension_and_restriction.tex","8","218","\\mathfrak{A-Z}","\mathcal{A}","typographic_normalization","consistent established English workpass typography; all indices and operations retained","active_occurrence"
"FAC-EN-NOCC-D289A6E695B1C21A","FAC-EN-N0006","FAC-EN-U0015","fac_body.tex","500","514","211","212","english_source_first_workpass/source/components/015_I_2_17_extension_and_restriction.tex","8","265","\\mathfrak{A-Z}","\mathcal{A}","typographic_normalization","consistent established English workpass typography; all indices and operations retained","active_occurrence"
"FAC-EN-NOCC-211FA9BF6518A094","FAC-EN-N0006","FAC-EN-U0015","fac_body.tex","500","514","211","212","english_source_first_workpass/source/components/015_I_2_17_extension_and_restriction.tex","8","316","\\mathfrak{A-Z}","\mathcal{F}","typographic_normalization","consistent established English workpass typography; all indices and operations retained","active_occurrence"
"FAC-EN-NOCC-D5980D93277F81A3","FAC-EN-N0006","FAC-EN-U0015","fac_body.tex","500","514","211","212","english_source_first_workpass/source/components/015_I_2_17_extension_and_restriction.tex","8","344","\\mathfrak{A-Z}","\mathcal{A}","typographic_normalization","consistent established English workpass typography; all indices and operations retained","active_occurrence"
"FAC-EN-NOCC-6634D59B2D67475C","FAC-EN-N0006","FAC-EN-U0015","fac_body.tex","500","514","211","212","english_source_first_workpass/source/components/015_I_2_17_extension_and_restriction.tex","8","372","\\mathfrak{A-Z}","\mathcal{F}","typographic_normalization","consistent established English workpass typography; all indices and operations retained","active_occurrence"
"FAC-EN-NOCC-BE03564631578B50","FAC-EN-N0006","FAC-EN-U0015","fac_body.tex","500","514","211","212","english_source_first_workpass/source/components/015_I_2_17_extension_and_restriction.tex","8","402","\\mathfrak{A-Z}","\mathcal{A}","typographic_normalization","consistent established English workpass typography; all indices and operations retained","active_occurrence"
"FAC-EN-NOCC-E51983B5094682F1","FAC-EN-N0006","FAC-EN-U0015","fac_body.tex","500","514","211","212","english_source_first_workpass/source/components/015_I_2_17_extension_and_restriction.tex","10","45","\\mathfrak{A-Z}","\mathcal{F}","typographic_normalization","consistent established English workpass typography; all indices and operations retained","active_occurrence"
"FAC-EN-NOCC-1B473E6939D6A8BF","FAC-EN-N0006","FAC-EN-U0015","fac_body.tex","500","514","211","212","english_source_first_workpass/source/components/015_I_2_17_extension_and_restriction.tex","10","82","\\mathfrak{A-Z}","\mathcal{A}","typographic_normalization","consistent established English workpass typography; all indices and operations retained","active_occurrence"
"FAC-EN-NOCC-E78F184DDDCACE17","FAC-EN-N0006","FAC-EN-U0015","fac_body.tex","500","514","211","212","english_source_first_workpass/source/components/015_I_2_17_extension_and_restriction.tex","10","111","\\mathfrak{A-Z}","\mathcal{F}","typographic_normalization","consistent established English workpass typography; all indices and operations retained","active_occurrence"
"FAC-EN-NOCC-510A9AFD34C92330","FAC-EN-N0006","FAC-EN-U0015","fac_body.tex","500","514","211","212","english_source_first_workpass/source/components/015_I_2_17_extension_and_restriction.tex","10","150","\\mathfrak{A-Z}","\mathcal{A}","typographic_normalization","consistent established English workpass typography; all indices and operations retained","active_occurrence"
"FAC-EN-NOCC-EDDB9C74609D01AD","FAC-EN-N0006","FAC-EN-U0015","fac_body.tex","500","514","211","212","english_source_first_workpass/source/components/015_I_2_17_extension_and_restriction.tex","12","81","\\mathfrak{A-Z}","\mathcal{A}","typographic_normalization","consistent established English workpass typography; all indices and operations retained","active_occurrence"
"FAC-EN-NOCC-6A06DFB558C8408C","FAC-EN-N0006","FAC-EN-U0015","fac_body.tex","500","514","211","212","english_source_first_workpass/source/components/015_I_2_17_extension_and_restriction.tex","12","97","\\mathfrak{A-Z}","\mathcal{F}","typographic_normalization","consistent established English workpass typography; all indices and operations retained","active_occurrence"
"FAC-EN-NOCC-48ED89FA131682B5","FAC-EN-N0006","FAC-EN-U0015","fac_body.tex","500","514","211","212","english_source_first_workpass/source/components/015_I_2_17_extension_and_restriction.tex","12","154","\\mathfrak{A-Z}","\mathcal{A}","typographic_normalization","consistent established English workpass typography; all indices and operations retained","active_occurrence"
"FAC-EN-NOCC-6F52D480835B4712","FAC-EN-N0006","FAC-EN-U0015","fac_body.tex","500","514","211","212","english_source_first_workpass/source/components/015_I_2_17_extension_and_restriction.tex","12","173","\\mathfrak{A-Z}","\mathcal{F}","typographic_normalization","consistent established English workpass typography; all indices and operations retained","active_occurrence"
"FAC-EN-NOCC-A9A431D291365CD3","FAC-EN-N0006","FAC-EN-U0015","fac_body.tex","500","514","211","212","english_source_first_workpass/source/components/015_I_2_17_extension_and_restriction.tex","16","45","\\mathfrak{A-Z}","\mathcal{F}","typographic_normalization","consistent established English workpass typography; all indices and operations retained","active_occurrence"
"FAC-EN-NOCC-6A58C795C645BEE1","FAC-EN-N0006","FAC-EN-U0015","fac_body.tex","500","514","211","212","english_source_first_workpass/source/components/015_I_2_17_extension_and_restriction.tex","16","62","\\mathfrak{A-Z}","\mathcal{A}","typographic_normalization","consistent established English workpass typography; all indices and operations retained","active_occurrence"
"FAC-EN-NOCC-84837680BAD6D444","FAC-EN-N0006","FAC-EN-U0015","fac_body.tex","500","514","211","212","english_source_first_workpass/source/components/015_I_2_17_extension_and_restriction.tex","16","100","\\mathfrak{A-Z}","\mathcal{F}","typographic_normalization","consistent established English workpass typography; all indices and operations retained","active_occurrence"
"FAC-EN-NOCC-9EED1811203C24AA","FAC-EN-N0006","FAC-EN-U0015","fac_body.tex","500","514","211","212","english_source_first_workpass/source/components/015_I_2_17_extension_and_restriction.tex","16","119","\\mathfrak{A-Z}","\mathcal{A}","typographic_normalization","consistent established English workpass typography; all indices and operations retained","active_occurrence"
"FAC-EN-NOCC-5FFAD661286F1038","FAC-EN-N0006","FAC-EN-U0015","fac_body.tex","500","514","211","212","english_source_first_workpass/source/components/015_I_2_17_extension_and_restriction.tex","18","9","\\mathfrak{A-Z}","\mathcal{F}","typographic_normalization","consistent established English workpass typography; all indices and operations retained","active_occurrence"
"FAC-EN-NOCC-30B75F8C052E2F5D","FAC-EN-N0006","FAC-EN-U0015","fac_body.tex","500","514","211","212","english_source_first_workpass/source/components/015_I_2_17_extension_and_restriction.tex","18","21","\\mathfrak{A-Z}","\mathcal{A}","typographic_normalization","consistent established English workpass typography; all indices and operations retained","active_occurrence"
"FAC-EN-NOCC-A8E2D5AD4044991F","FAC-EN-N0006","FAC-EN-U0015","fac_body.tex","500","514","211","212","english_source_first_workpass/source/components/015_I_2_17_extension_and_restriction.tex","20","40","\\mathfrak{A-Z}","\mathcal{A}","typographic_normalization","consistent established English workpass typography; all indices and operations retained","active_occurrence"
"FAC-EN-NOCC-B7173F08C1ACB4DB","FAC-EN-N0001","FAC-EN-U0015","fac_body.tex","500","514","211","212","english_source_first_workpass/source/components/015_I_2_17_extension_and_restriction.tex","20","58","faisceau(x) coherent(s)","coherent sheaf","terminology","standard modern English algebraic-geometry term","active_occurrence"
"FAC-EN-NOCC-8B7B5D7D2D754298","FAC-EN-N0006","FAC-EN-U0015","fac_body.tex","500","514","211","212","english_source_first_workpass/source/components/015_I_2_17_extension_and_restriction.tex","20","98","\\mathfrak{A-Z}","\mathcal{A}","typographic_normalization","consistent established English workpass typography; all indices and operations retained","active_occurrence"
"FAC-EN-NOCC-F8D5C6FF9A0D96DA","FAC-EN-N0001","FAC-EN-U0015","fac_body.tex","500","514","211","212","english_source_first_workpass/source/components/015_I_2_17_extension_and_restriction.tex","20","118","faisceau(x) coherent(s)","coherent sheaf","terminology","standard modern English algebraic-geometry term","active_occurrence"
"FAC-EN-NOCC-BFC0FF3286022AF9","FAC-EN-N0013","FAC-EN-U0016","fac_body.tex","517","534","212","212","english_source_first_workpass/source/components/016_I_3_18_cochains_of_a_covering.tex","7","59","separe; non separe","Hausdorff","terminology","standard English topological terminology; preserves the source separation property","active_occurrence"
"FAC-EN-NOCC-E06318637A7F7D03","FAC-EN-N0002","FAC-EN-U0016","fac_body.tex","517","534","212","212","english_source_first_workpass/source/components/016_I_3_18_cochains_of_a_covering.tex","7","90","recouvrement(s); plus fin","covering","terminology","standard Cech-cohomology register and source preorder direction","active_occurrence"
"FAC-EN-NOCC-8BC9A898880920E8","FAC-EN-N0002","FAC-EN-U0016","fac_body.tex","517","534","212","212","english_source_first_workpass/source/components/016_I_3_18_cochains_of_a_covering.tex","7","136","recouvrement(s); plus fin","covering","terminology","standard Cech-cohomology register and source preorder direction","active_occurrence"
"FAC-EN-NOCC-5F09CAE83116A216","FAC-EN-N0002","FAC-EN-U0016","fac_body.tex","517","534","212","212","english_source_first_workpass/source/components/016_I_3_18_cochains_of_a_covering.tex","10","27","recouvrement(s); plus fin","covering","terminology","standard Cech-cohomology register and source preorder direction","active_occurrence"
"FAC-EN-NOCC-E6C33DA473B8B574","FAC-EN-N0002","FAC-EN-U0016","fac_body.tex","517","534","212","212","english_source_first_workpass/source/components/016_I_3_18_cochains_of_a_covering.tex","12","42","recouvrement(s); plus fin","covering","terminology","standard Cech-cohomology register and source preorder direction","active_occurrence"
"FAC-EN-NOCC-6DAA4273AB53FB97","FAC-EN-N0006","FAC-EN-U0016","fac_body.tex","517","534","212","212","english_source_first_workpass/source/components/016_I_3_18_cochains_of_a_covering.tex","16","6","\\mathfrak{A-Z}","\mathcal{F}","typographic_normalization","consistent established English workpass typography; all indices and operations retained","active_occurrence"
"FAC-EN-NOCC-8AC5FDF42EB88FD9","FAC-EN-N0007","FAC-EN-U0016","fac_body.tex","517","534","212","212","english_source_first_workpass/source/components/016_I_3_18_cochains_of_a_covering.tex","16","78","\\geqq","\geq","typographic_normalization","portable modern TeX inequality glyph with unchanged relation","active_occurrence"
"FAC-EN-NOCC-1CFB9C342D8BA172","FAC-EN-N0006","FAC-EN-U0016","fac_body.tex","517","534","212","212","english_source_first_workpass/source/components/016_I_3_18_cochains_of_a_covering.tex","16","142","\\mathfrak{A-Z}","\mathcal{F}","typographic_normalization","consistent established English workpass typography; all indices and operations retained","active_occurrence"
"FAC-EN-NOCC-408B9C4F03007D5C","FAC-EN-N0006","FAC-EN-U0016","fac_body.tex","517","534","212","212","english_source_first_workpass/source/components/016_I_3_18_cochains_of_a_covering.tex","16","290","\\mathfrak{A-Z}","\mathcal{F}","typographic_normalization","consistent established English workpass typography; all indices and operations retained","active_occurrence"
"FAC-EN-NOCC-493EC58DCC72D1BD","FAC-EN-N0006","FAC-EN-U0016","fac_body.tex","517","534","212","212","english_source_first_workpass/source/components/016_I_3_18_cochains_of_a_covering.tex","16","395","\\mathfrak{A-Z}","\mathcal{F}","typographic_normalization","consistent established English workpass typography; all indices and operations retained","active_occurrence"
"FAC-EN-NOCC-54736AE890DC9E1E","FAC-EN-N0006","FAC-EN-U0016","fac_body.tex","517","534","212","212","english_source_first_workpass/source/components/016_I_3_18_cochains_of_a_covering.tex","18","19","\\mathfrak{A-Z}","\mathcal{F}","typographic_normalization","consistent established English workpass typography; all indices and operations retained","active_occurrence"
"FAC-EN-NOCC-C3CE27B62D3C6339","FAC-EN-N0006","FAC-EN-U0016","fac_body.tex","517","534","212","212","english_source_first_workpass/source/components/016_I_3_18_cochains_of_a_covering.tex","20","111","\\mathfrak{A-Z}","\mathcal{F}","typographic_normalization","consistent established English workpass typography; all indices and operations retained","active_occurrence"
