structural_id,unit_id,structure_type,language,script,source_role,target_path,start_line,end_line,parent_id,order_index,type_ordinal,paired_script_id,pairing_state,labels,references,unresolved_references,file_sha256,span_sha256,completion_state,review_state,publication_state,boundary_confidence,boundary_basis,continuation_cursor
SLISV-STR-0541B796036F-EQUATION_DISPLAY-0085,SLISV-UNIT-0541B796036F,equation_display,isv-Cyrl,Cyrillic,deterministic_reader,private-source/Noether_Paper22_Interslavic_Cyrillic_v001.tex,703,706,SLISV-STR-0541B796036F-SECTION-0007,188,85,SLISV-STR-AB5943E44D25-EQUATION_DISPLAY-0085,paired_by_logical_type_ordinal,,,,2A380B7E6E5D142486D832DE45136B62DDEC792B66B7926CA32B6F6F9C5FD5C7,08909A4DED4175E2F0D5CE89B4A89B5C8920420ECE28C104B5D7698EE2D56EEE,structurally_indexed,normalization_reopened,withheld_pending_corrected_audit,high,explicit TeX \[ ... \] display,SLISV-STR-0541B796036F-EQUATION_DISPLAY-0086
SLISV-STR-0541B796036F-EQUATION_DISPLAY-0086,SLISV-UNIT-0541B796036F,equation_display,isv-Cyrl,Cyrillic,deterministic_reader,private-source/Noether_Paper22_Interslavic_Cyrillic_v001.tex,708,710,SLISV-STR-0541B796036F-SECTION-0007,189,86,SLISV-STR-AB5943E44D25-EQUATION_DISPLAY-0086,paired_by_logical_type_ordinal,,,,2A380B7E6E5D142486D832DE45136B62DDEC792B66B7926CA32B6F6F9C5FD5C7,BE865CC55896E09017B4BE5EDB07991DB08F7E9F2A7D275321C89F50B950B503,structurally_indexed,normalization_reopened,withheld_pending_corrected_audit,high,explicit TeX \[ ... \] display,SLISV-STR-0541B796036F-EQUATION_DISPLAY-0087
SLISV-STR-0541B796036F-EQUATION_DISPLAY-0087,SLISV-UNIT-0541B796036F,equation_display,isv-Cyrl,Cyrillic,deterministic_reader,private-source/Noether_Paper22_Interslavic_Cyrillic_v001.tex,712,717,SLISV-STR-0541B796036F-SECTION-0007,190,87,SLISV-STR-AB5943E44D25-EQUATION_DISPLAY-0087,paired_by_logical_type_ordinal,,,,2A380B7E6E5D142486D832DE45136B62DDEC792B66B7926CA32B6F6F9C5FD5C7,98B10A653BAB21CF3CF5A16222D5CE8879309BB8A2C4D254AA86A110F3DDC338,structurally_indexed,normalization_reopened,withheld_pending_corrected_audit,high,explicit TeX environment equation,SLISV-STR-0541B796036F-CLOSED_PROSE_UNIT-0069
SLISV-STR-0541B796036F-CLOSED_PROSE_UNIT-0069,SLISV-UNIT-0541B796036F,closed_prose_unit,isv-Cyrl,Cyrillic,deterministic_reader,private-source/Noether_Paper22_Interslavic_Cyrillic_v001.tex,719,733,SLISV-STR-0541B796036F-SECTION-0007,191,69,SLISV-STR-AB5943E44D25-CLOSED_PROSE_UNIT-0069,paired_by_logical_type_ordinal,,,,2A380B7E6E5D142486D832DE45136B62DDEC792B66B7926CA32B6F6F9C5FD5C7,F4739FF2A671F8F3C35D3EE6A02E3FEA4D472B5FDD7A503E0B1F1096632775F4,structurally_indexed,normalization_reopened,withheld_pending_corrected_audit,medium,blank-line-delimited TeX source block,SLISV-STR-0541B796036F-EQUATION_DISPLAY-0088
SLISV-STR-0541B796036F-EQUATION_DISPLAY-0088,SLISV-UNIT-0541B796036F,equation_display,isv-Cyrl,Cyrillic,deterministic_reader,private-source/Noether_Paper22_Interslavic_Cyrillic_v001.tex,720,724,SLISV-STR-0541B796036F-SECTION-0007,192,88,SLISV-STR-AB5943E44D25-EQUATION_DISPLAY-0088,paired_by_logical_type_ordinal,,,,2A380B7E6E5D142486D832DE45136B62DDEC792B66B7926CA32B6F6F9C5FD5C7,C017424B2ECA6BEA5F4FB344C148D7EEFF84C1088A0FD8DA3C06492F3966C411,structurally_indexed,normalization_reopened,withheld_pending_corrected_audit,high,explicit TeX \[ ... \] display,SLISV-STR-0541B796036F-EQUATION_DISPLAY-0089
SLISV-STR-0541B796036F-EQUATION_DISPLAY-0089,SLISV-UNIT-0541B796036F,equation_display,isv-Cyrl,Cyrillic,deterministic_reader,private-source/Noether_Paper22_Interslavic_Cyrillic_v001.tex,726,728,SLISV-STR-0541B796036F-SECTION-0007,193,89,SLISV-STR-AB5943E44D25-EQUATION_DISPLAY-0089,paired_by_logical_type_ordinal,,,,2A380B7E6E5D142486D832DE45136B62DDEC792B66B7926CA32B6F6F9C5FD5C7,AC7DA98101538A67E9A99627F06B99A73CB10BEC7D93464596350DB0EE4EBCB0,structurally_indexed,normalization_reopened,withheld_pending_corrected_audit,high,explicit TeX \[ ... \] display,SLISV-STR-0541B796036F-EQUATION_DISPLAY-0090
SLISV-STR-0541B796036F-EQUATION_DISPLAY-0090,SLISV-UNIT-0541B796036F,equation_display,isv-Cyrl,Cyrillic,deterministic_reader,private-source/Noether_Paper22_Interslavic_Cyrillic_v001.tex,730,732,SLISV-STR-0541B796036F-SECTION-0007,194,90,SLISV-STR-AB5943E44D25-EQUATION_DISPLAY-0090,paired_by_logical_type_ordinal,,,,2A380B7E6E5D142486D832DE45136B62DDEC792B66B7926CA32B6F6F9C5FD5C7,4A7934A916156F474876F99982BD8105B04B8E50CE73C79A2DA44AAD37BFC21D,structurally_indexed,normalization_reopened,withheld_pending_corrected_audit,high,explicit TeX \[ ... \] display,SLISV-STR-0541B796036F-CLOSED_PROSE_UNIT-0070
SLISV-STR-0541B796036F-CLOSED_PROSE_UNIT-0070,SLISV-UNIT-0541B796036F,closed_prose_unit,isv-Cyrl,Cyrillic,deterministic_reader,private-source/Noether_Paper22_Interslavic_Cyrillic_v001.tex,735,735,SLISV-STR-0541B796036F-SECTION-0007,195,70,SLISV-STR-AB5943E44D25-CLOSED_PROSE_UNIT-0070,paired_by_logical_type_ordinal,,,,2A380B7E6E5D142486D832DE45136B62DDEC792B66B7926CA32B6F6F9C5FD5C7,8C36CD8AACC1CD881C771441641277EFB61F6264541017A934184B8E9CB1CF23,structurally_indexed,normalization_reopened,withheld_pending_corrected_audit,medium,blank-line-delimited TeX source block,SLISV-STR-0541B796036F-THEOREM-0009
SLISV-STR-0541B796036F-THEOREM-0009,SLISV-UNIT-0541B796036F,theorem,isv-Cyrl,Cyrillic,deterministic_reader,private-source/Noether_Paper22_Interslavic_Cyrillic_v001.tex,737,738,SLISV-STR-0541B796036F-SECTION-0007,196,9,SLISV-STR-AB5943E44D25-THEOREM-0009,paired_by_logical_type_ordinal,,,,2A380B7E6E5D142486D832DE45136B62DDEC792B66B7926CA32B6F6F9C5FD5C7,EECD1A1C5297E476C62B0F30011B7EFF38C8BD3F7C0A54E1385B77EA1C05C909,structurally_indexed,normalization_reopened,withheld_pending_corrected_audit,medium,named bold heading inside blank-line-delimited TeX source block,SLISV-STR-0541B796036F-CLOSED_PROSE_UNIT-0071
SLISV-STR-0541B796036F-CLOSED_PROSE_UNIT-0071,SLISV-UNIT-0541B796036F,closed_prose_unit,isv-Cyrl,Cyrillic,deterministic_reader,private-source/Noether_Paper22_Interslavic_Cyrillic_v001.tex,740,751,SLISV-STR-0541B796036F-SECTION-0007,197,71,SLISV-STR-AB5943E44D25-CLOSED_PROSE_UNIT-0071,paired_by_logical_type_ordinal,,,,2A380B7E6E5D142486D832DE45136B62DDEC792B66B7926CA32B6F6F9C5FD5C7,633AEC3E00FB0C4668C022FB645E43CC128A8E9E8D934A497B6B4E47A837AC9A,structurally_indexed,normalization_reopened,withheld_pending_corrected_audit,medium,blank-line-delimited TeX source block,SLISV-STR-0541B796036F-EQUATION_DISPLAY-0091
SLISV-STR-0541B796036F-EQUATION_DISPLAY-0091,SLISV-UNIT-0541B796036F,equation_display,isv-Cyrl,Cyrillic,deterministic_reader,private-source/Noether_Paper22_Interslavic_Cyrillic_v001.tex,741,745,SLISV-STR-0541B796036F-SECTION-0007,198,91,SLISV-STR-AB5943E44D25-EQUATION_DISPLAY-0091,paired_by_logical_type_ordinal,,,,2A380B7E6E5D142486D832DE45136B62DDEC792B66B7926CA32B6F6F9C5FD5C7,C5ED66868D524E5818B329D4C736DC10145D1B5A5FF3D1132CBA1EB4132EA371,structurally_indexed,normalization_reopened,withheld_pending_corrected_audit,high,explicit TeX \[ ... \] display,SLISV-STR-0541B796036F-EQUATION_DISPLAY-0092
SLISV-STR-0541B796036F-EQUATION_DISPLAY-0092,SLISV-UNIT-0541B796036F,equation_display,isv-Cyrl,Cyrillic,deterministic_reader,private-source/Noether_Paper22_Interslavic_Cyrillic_v001.tex,747,750,SLISV-STR-0541B796036F-SECTION-0007,199,92,SLISV-STR-AB5943E44D25-EQUATION_DISPLAY-0092,paired_by_logical_type_ordinal,,,,2A380B7E6E5D142486D832DE45136B62DDEC792B66B7926CA32B6F6F9C5FD5C7,79CCD9AC8A09631EB99AC335D11919D7243DDB74C3F2D37C2A3E1E419BDFB2BA,structurally_indexed,normalization_reopened,withheld_pending_corrected_audit,high,explicit TeX \[ ... \] display,SLISV-STR-0541B796036F-CLOSED_PROSE_UNIT-0072
SLISV-STR-0541B796036F-CLOSED_PROSE_UNIT-0072,SLISV-UNIT-0541B796036F,closed_prose_unit,isv-Cyrl,Cyrillic,deterministic_reader,private-source/Noether_Paper22_Interslavic_Cyrillic_v001.tex,753,753,SLISV-STR-0541B796036F-SECTION-0007,200,72,SLISV-STR-AB5943E44D25-CLOSED_PROSE_UNIT-0072,paired_by_logical_type_ordinal,,,,2A380B7E6E5D142486D832DE45136B62DDEC792B66B7926CA32B6F6F9C5FD5C7,44E87AD2FF458336BB625E5B4EA81E90E0FA42994FADE6F619637C68A1A3C4C3,structurally_indexed,normalization_reopened,withheld_pending_corrected_audit,medium,blank-line-delimited TeX source block,SLISV-STR-0541B796036F-THEOREM-0010
SLISV-STR-0541B796036F-THEOREM-0010,SLISV-UNIT-0541B796036F,theorem,isv-Cyrl,Cyrillic,deterministic_reader,private-source/Noether_Paper22_Interslavic_Cyrillic_v001.tex,755,766,SLISV-STR-0541B796036F-SECTION-0007,201,10,SLISV-STR-AB5943E44D25-THEOREM-0010,paired_by_logical_type_ordinal,,,,2A380B7E6E5D142486D832DE45136B62DDEC792B66B7926CA32B6F6F9C5FD5C7,7AF209F0FA983B0AEDA877AF411916CA628AE4FB8C8EFD360FCB8D92E9DD369B,structurally_indexed,normalization_reopened,withheld_pending_corrected_audit,medium,named bold heading inside blank-line-delimited TeX source block,SLISV-STR-0541B796036F-EQUATION_DISPLAY-0093
SLISV-STR-0541B796036F-EQUATION_DISPLAY-0093,SLISV-UNIT-0541B796036F,equation_display,isv-Cyrl,Cyrillic,deterministic_reader,private-source/Noether_Paper22_Interslavic_Cyrillic_v001.tex,757,759,SLISV-STR-0541B796036F-THEOREM-0010,202,93,SLISV-STR-AB5943E44D25-EQUATION_DISPLAY-0093,paired_by_logical_type_ordinal,,,,2A380B7E6E5D142486D832DE45136B62DDEC792B66B7926CA32B6F6F9C5FD5C7,B881962B69B1A75750D7A89D8C51C295274939F4BF82EE7C9BFE056FC00085BA,structurally_indexed,normalization_reopened,withheld_pending_corrected_audit,high,explicit TeX \[ ... \] display,SLISV-STR-0541B796036F-EQUATION_DISPLAY-0094
SLISV-STR-0541B796036F-EQUATION_DISPLAY-0094,SLISV-UNIT-0541B796036F,equation_display,isv-Cyrl,Cyrillic,deterministic_reader,private-source/Noether_Paper22_Interslavic_Cyrillic_v001.tex,760,762,SLISV-STR-0541B796036F-THEOREM-0010,203,94,SLISV-STR-AB5943E44D25-EQUATION_DISPLAY-0094,paired_by_logical_type_ordinal,,,,2A380B7E6E5D142486D832DE45136B62DDEC792B66B7926CA32B6F6F9C5FD5C7,4F6362BCCFD7975EF2D9B3BF4AB0E964CD656EAEFCD388C279FA0EA612F9DE8E,structurally_indexed,normalization_reopened,withheld_pending_corrected_audit,high,explicit TeX \[ ... \] display,SLISV-STR-0541B796036F-EQUATION_DISPLAY-0095
SLISV-STR-0541B796036F-EQUATION_DISPLAY-0095,SLISV-UNIT-0541B796036F,equation_display,isv-Cyrl,Cyrillic,deterministic_reader,private-source/Noether_Paper22_Interslavic_Cyrillic_v001.tex,764,766,SLISV-STR-0541B796036F-THEOREM-0010,204,95,SLISV-STR-AB5943E44D25-EQUATION_DISPLAY-0095,paired_by_logical_type_ordinal,,,,2A380B7E6E5D142486D832DE45136B62DDEC792B66B7926CA32B6F6F9C5FD5C7,4172D80FA9AF9F1BEEB772E9B1A7195D8924DAAF3639481043AF7765FEF2CF62,structurally_indexed,normalization_reopened,withheld_pending_corrected_audit,high,explicit TeX \[ ... \] display,SLISV-STR-0541B796036F-CLOSED_PROSE_UNIT-0073
SLISV-STR-0541B796036F-CLOSED_PROSE_UNIT-0073,SLISV-UNIT-0541B796036F,closed_prose_unit,isv-Cyrl,Cyrillic,deterministic_reader,private-source/Noether_Paper22_Interslavic_Cyrillic_v001.tex,768,768,SLISV-STR-0541B796036F-SECTION-0007,205,73,SLISV-STR-AB5943E44D25-CLOSED_PROSE_UNIT-0073,paired_by_logical_type_ordinal,,,,2A380B7E6E5D142486D832DE45136B62DDEC792B66B7926CA32B6F6F9C5FD5C7,5A5112DD75EA6D030E11EFAEA5180AD11922C20A1D8C80195D335DB33D050245,structurally_indexed,normalization_reopened,withheld_pending_corrected_audit,medium,blank-line-delimited TeX source block,SLISV-STR-0541B796036F-CLOSED_PROSE_UNIT-0074
SLISV-STR-0541B796036F-CLOSED_PROSE_UNIT-0074,SLISV-UNIT-0541B796036F,closed_prose_unit,isv-Cyrl,Cyrillic,deterministic_reader,private-source/Noether_Paper22_Interslavic_Cyrillic_v001.tex,770,771,SLISV-STR-0541B796036F-DOCUMENT-0001,206,74,SLISV-STR-AB5943E44D25-CLOSED_PROSE_UNIT-0074,paired_by_logical_type_ordinal,,,,2A380B7E6E5D142486D832DE45136B62DDEC792B66B7926CA32B6F6F9C5FD5C7,583C3DAD84226CB5E84339CC0421E4CFC87E22F8A09E774CC3A92193694CCB1E,structurally_indexed,normalization_reopened,withheld_pending_corrected_audit,medium,blank-line-delimited TeX source block,SLISV-STR-0541B796036F-SECTION-0008
SLISV-STR-0541B796036F-SECTION-0008,SLISV-UNIT-0541B796036F,section,isv-Cyrl,Cyrillic,deterministic_reader,private-source/Noether_Paper22_Interslavic_Cyrillic_v001.tex,771,816,SLISV-STR-0541B796036F-DOCUMENT-0001,207,8,SLISV-STR-AB5943E44D25-SECTION-0008,paired_by_logical_type_ordinal,,,,2A380B7E6E5D142486D832DE45136B62DDEC792B66B7926CA32B6F6F9C5FD5C7,CFE74B42B26A10DB9D99A021B2102E6F661C8415BD3268510584A13833AA5471,structurally_indexed,normalization_reopened,withheld_pending_corrected_audit,high,explicit TeX section command; extent to next same/higher heading,SLISV-STR-0541B796036F-CLOSED_PROSE_UNIT-0075
SLISV-STR-0541B796036F-CLOSED_PROSE_UNIT-0075,SLISV-UNIT-0541B796036F,closed_prose_unit,isv-Cyrl,Cyrillic,deterministic_reader,private-source/Noether_Paper22_Interslavic_Cyrillic_v001.tex,773,773,SLISV-STR-0541B796036F-SECTION-0008,208,75,SLISV-STR-AB5943E44D25-CLOSED_PROSE_UNIT-0075,paired_by_logical_type_ordinal,,,,2A380B7E6E5D142486D832DE45136B62DDEC792B66B7926CA32B6F6F9C5FD5C7,784F8F9AC8D78790F2F4E542AD28E5FE0326F20B410B58844FB1E029B7A98195,structurally_indexed,normalization_reopened,withheld_pending_corrected_audit,medium,blank-line-delimited TeX source block,SLISV-STR-0541B796036F-NOTE-0014
SLISV-STR-0541B796036F-NOTE-0014,SLISV-UNIT-0541B796036F,note,isv-Cyrl,Cyrillic,deterministic_reader,private-source/Noether_Paper22_Interslavic_Cyrillic_v001.tex,773,773,SLISV-STR-0541B796036F-SECTION-0008,209,14,SLISV-STR-AB5943E44D25-NOTE-0014,paired_by_logical_type_ordinal,,,,2A380B7E6E5D142486D832DE45136B62DDEC792B66B7926CA32B6F6F9C5FD5C7,784F8F9AC8D78790F2F4E542AD28E5FE0326F20B410B58844FB1E029B7A98195,structurally_indexed,normalization_reopened,withheld_pending_corrected_audit,high,balanced TeX footnote argument,SLISV-STR-0541B796036F-CLOSED_PROSE_UNIT-0076
SLISV-STR-0541B796036F-CLOSED_PROSE_UNIT-0076,SLISV-UNIT-0541B796036F,closed_prose_unit,isv-Cyrl,Cyrillic,deterministic_reader,private-source/Noether_Paper22_Interslavic_Cyrillic_v001.tex,775,775,SLISV-STR-0541B796036F-SECTION-0008,210,76,SLISV-STR-AB5943E44D25-CLOSED_PROSE_UNIT-0076,paired_by_logical_type_ordinal,,,,2A380B7E6E5D142486D832DE45136B62DDEC792B66B7926CA32B6F6F9C5FD5C7,2B9ECFECB41F0E9A4FFAEC4D8DB021D076449BFE5D6A6C4AFD4B84CE68F2E1EA,structurally_indexed,normalization_reopened,withheld_pending_corrected_audit,medium,blank-line-delimited TeX source block,SLISV-STR-0541B796036F-THEOREM-0011
SLISV-STR-0541B796036F-THEOREM-0011,SLISV-UNIT-0541B796036F,theorem,isv-Cyrl,Cyrillic,deterministic_reader,private-source/Noether_Paper22_Interslavic_Cyrillic_v001.tex,777,778,SLISV-STR-0541B796036F-SECTION-0008,211,11,SLISV-STR-AB5943E44D25-THEOREM-0011,paired_by_logical_type_ordinal,,,,2A380B7E6E5D142486D832DE45136B62DDEC792B66B7926CA32B6F6F9C5FD5C7,DF5260F2D9AB7E9049B9E261A425FAD285BA5469C0DBFB1789C5CB92BCB5DA2E,structurally_indexed,normalization_reopened,withheld_pending_corrected_audit,medium,named bold heading inside blank-line-delimited TeX source block,SLISV-STR-0541B796036F-CLOSED_PROSE_UNIT-0077
SLISV-STR-0541B796036F-CLOSED_PROSE_UNIT-0077,SLISV-UNIT-0541B796036F,closed_prose_unit,isv-Cyrl,Cyrillic,deterministic_reader,private-source/Noether_Paper22_Interslavic_Cyrillic_v001.tex,780,780,SLISV-STR-0541B796036F-SECTION-0008,212,77,SLISV-STR-AB5943E44D25-CLOSED_PROSE_UNIT-0077,paired_by_logical_type_ordinal,,,,2A380B7E6E5D142486D832DE45136B62DDEC792B66B7926CA32B6F6F9C5FD5C7,D26B7082D6B589EB4BB29FEEB6BF7E2DEB0E190B495F12D54C17244DB2B42274,structurally_indexed,normalization_reopened,withheld_pending_corrected_audit,medium,blank-line-delimited TeX source block,SLISV-STR-0541B796036F-CLOSED_PROSE_UNIT-0078
SLISV-STR-0541B796036F-CLOSED_PROSE_UNIT-0078,SLISV-UNIT-0541B796036F,closed_prose_unit,isv-Cyrl,Cyrillic,deterministic_reader,private-source/Noether_Paper22_Interslavic_Cyrillic_v001.tex,782,782,SLISV-STR-0541B796036F-SECTION-0008,213,78,SLISV-STR-AB5943E44D25-CLOSED_PROSE_UNIT-0078,paired_by_logical_type_ordinal,,,,2A380B7E6E5D142486D832DE45136B62DDEC792B66B7926CA32B6F6F9C5FD5C7,E119503EFD06EC6CAA0277441751A26334CD0D53595B539331E73499EECC9C2A,structurally_indexed,normalization_reopened,withheld_pending_corrected_audit,medium,blank-line-delimited TeX source block,SLISV-STR-0541B796036F-CLOSED_PROSE_UNIT-0079
SLISV-STR-0541B796036F-CLOSED_PROSE_UNIT-0079,SLISV-UNIT-0541B796036F,closed_prose_unit,isv-Cyrl,Cyrillic,deterministic_reader,private-source/Noether_Paper22_Interslavic_Cyrillic_v001.tex,784,788,SLISV-STR-0541B796036F-SECTION-0008,214,79,SLISV-STR-AB5943E44D25-CLOSED_PROSE_UNIT-0079,paired_by_logical_type_ordinal,,,,2A380B7E6E5D142486D832DE45136B62DDEC792B66B7926CA32B6F6F9C5FD5C7,924FAB8F5217868ACC8BBB2CCA34C5529CABCF89BED5342B5B2AAD591A815119,structurally_indexed,normalization_reopened,withheld_pending_corrected_audit,medium,blank-line-delimited TeX source block,SLISV-STR-0541B796036F-EQUATION_DISPLAY-0096
SLISV-STR-0541B796036F-EQUATION_DISPLAY-0096,SLISV-UNIT-0541B796036F,equation_display,isv-Cyrl,Cyrillic,deterministic_reader,private-source/Noether_Paper22_Interslavic_Cyrillic_v001.tex,785,787,SLISV-STR-0541B796036F-SECTION-0008,215,96,SLISV-STR-AB5943E44D25-EQUATION_DISPLAY-0096,paired_by_logical_type_ordinal,,,,2A380B7E6E5D142486D832DE45136B62DDEC792B66B7926CA32B6F6F9C5FD5C7,1E463D9B509EC3AF7E398671644D615FFB14787C253182ADA5041C88A711A83E,structurally_indexed,normalization_reopened,withheld_pending_corrected_audit,high,explicit TeX \[ ... \] display,SLISV-STR-0541B796036F-NOTE-0015
SLISV-STR-0541B796036F-NOTE-0015,SLISV-UNIT-0541B796036F,note,isv-Cyrl,Cyrillic,deterministic_reader,private-source/Noether_Paper22_Interslavic_Cyrillic_v001.tex,788,788,SLISV-STR-0541B796036F-SECTION-0008,216,15,SLISV-STR-AB5943E44D25-NOTE-0015,paired_by_logical_type_ordinal,,,,2A380B7E6E5D142486D832DE45136B62DDEC792B66B7926CA32B6F6F9C5FD5C7,583F9C466E9EE5F6F857F3C0852B19AB2BDB3195D44922E58ACC98C9724DCF51,structurally_indexed,normalization_reopened,withheld_pending_corrected_audit,high,balanced TeX footnote argument,SLISV-STR-0541B796036F-CLOSED_PROSE_UNIT-0080
SLISV-STR-0541B796036F-CLOSED_PROSE_UNIT-0080,SLISV-UNIT-0541B796036F,closed_prose_unit,isv-Cyrl,Cyrillic,deterministic_reader,private-source/Noether_Paper22_Interslavic_Cyrillic_v001.tex,790,790,SLISV-STR-0541B796036F-SECTION-0008,217,80,SLISV-STR-AB5943E44D25-CLOSED_PROSE_UNIT-0080,paired_by_logical_type_ordinal,,,,2A380B7E6E5D142486D832DE45136B62DDEC792B66B7926CA32B6F6F9C5FD5C7,48AA40892227CD36A74F52BAE6A11158F7297E5BC6CFF29ED97F4875EE4AB4A0,structurally_indexed,normalization_reopened,withheld_pending_corrected_audit,medium,blank-line-delimited TeX source block,SLISV-STR-0541B796036F-CLOSED_PROSE_UNIT-0081
SLISV-STR-0541B796036F-CLOSED_PROSE_UNIT-0081,SLISV-UNIT-0541B796036F,closed_prose_unit,isv-Cyrl,Cyrillic,deterministic_reader,private-source/Noether_Paper22_Interslavic_Cyrillic_v001.tex,792,792,SLISV-STR-0541B796036F-SECTION-0008,218,81,SLISV-STR-AB5943E44D25-CLOSED_PROSE_UNIT-0081,paired_by_logical_type_ordinal,,,,2A380B7E6E5D142486D832DE45136B62DDEC792B66B7926CA32B6F6F9C5FD5C7,74281D2E0353DA966C953102354ECCDC4748D1C3458AB50B6C343368D10FBB82,structurally_indexed,normalization_reopened,withheld_pending_corrected_audit,medium,blank-line-delimited TeX source block,SLISV-STR-0541B796036F-THEOREM-0012
SLISV-STR-0541B796036F-THEOREM-0012,SLISV-UNIT-0541B796036F,theorem,isv-Cyrl,Cyrillic,deterministic_reader,private-source/Noether_Paper22_Interslavic_Cyrillic_v001.tex,794,795,SLISV-STR-0541B796036F-SECTION-0008,219,12,SLISV-STR-AB5943E44D25-THEOREM-0012,paired_by_logical_type_ordinal,,,,2A380B7E6E5D142486D832DE45136B62DDEC792B66B7926CA32B6F6F9C5FD5C7,41724CB987D59311AB559D4F9F293D16BCC6D594FC991E4E54328977CFC60D80,structurally_indexed,normalization_reopened,withheld_pending_corrected_audit,medium,named bold heading inside blank-line-delimited TeX source block,SLISV-STR-0541B796036F-CLOSED_PROSE_UNIT-0082
SLISV-STR-0541B796036F-CLOSED_PROSE_UNIT-0082,SLISV-UNIT-0541B796036F,closed_prose_unit,isv-Cyrl,Cyrillic,deterministic_reader,private-source/Noether_Paper22_Interslavic_Cyrillic_v001.tex,797,797,SLISV-STR-0541B796036F-SECTION-0008,220,82,SLISV-STR-AB5943E44D25-CLOSED_PROSE_UNIT-0082,paired_by_logical_type_ordinal,,,,2A380B7E6E5D142486D832DE45136B62DDEC792B66B7926CA32B6F6F9C5FD5C7,94275D6210BE7AD3A8BFE57237B546EC91029A6ED0F2CB9E7B17024C820C12E5,structurally_indexed,normalization_reopened,withheld_pending_corrected_audit,medium,blank-line-delimited TeX source block,SLISV-STR-0541B796036F-CLOSED_PROSE_UNIT-0083
SLISV-STR-0541B796036F-CLOSED_PROSE_UNIT-0083,SLISV-UNIT-0541B796036F,closed_prose_unit,isv-Cyrl,Cyrillic,deterministic_reader,private-source/Noether_Paper22_Interslavic_Cyrillic_v001.tex,799,804,SLISV-STR-0541B796036F-SECTION-0008,221,83,SLISV-STR-AB5943E44D25-CLOSED_PROSE_UNIT-0083,paired_by_logical_type_ordinal,,,,2A380B7E6E5D142486D832DE45136B62DDEC792B66B7926CA32B6F6F9C5FD5C7,D3FDCEC3E155404A4AFD62466CC291D1F7D6CEB82817B0A964D5BF9DE8C98474,structurally_indexed,normalization_reopened,withheld_pending_corrected_audit,medium,blank-line-delimited TeX source block,SLISV-STR-0541B796036F-EQUATION_DISPLAY-0097
SLISV-STR-0541B796036F-EQUATION_DISPLAY-0097,SLISV-UNIT-0541B796036F,equation_display,isv-Cyrl,Cyrillic,deterministic_reader,private-source/Noether_Paper22_Interslavic_Cyrillic_v001.tex,800,803,SLISV-STR-0541B796036F-SECTION-0008,222,97,SLISV-STR-AB5943E44D25-EQUATION_DISPLAY-0097,paired_by_logical_type_ordinal,,,,2A380B7E6E5D142486D832DE45136B62DDEC792B66B7926CA32B6F6F9C5FD5C7,FF2CDA2553541DBFD4C65C48121CC86665E132409BCE3A37FE1EBA768826FE70,structurally_indexed,normalization_reopened,withheld_pending_corrected_audit,high,explicit TeX environment equation,SLISV-STR-0541B796036F-CLOSED_PROSE_UNIT-0084
SLISV-STR-0541B796036F-CLOSED_PROSE_UNIT-0084,SLISV-UNIT-0541B796036F,closed_prose_unit,isv-Cyrl,Cyrillic,deterministic_reader,private-source/Noether_Paper22_Interslavic_Cyrillic_v001.tex,806,814,SLISV-STR-0541B796036F-SECTION-0008,223,84,SLISV-STR-AB5943E44D25-CLOSED_PROSE_UNIT-0084,paired_by_logical_type_ordinal,,,,2A380B7E6E5D142486D832DE45136B62DDEC792B66B7926CA32B6F6F9C5FD5C7,96DA6666D074718FF8F154C51195F71CC1BB48AF36A3D4D81D03F159BDC070F5,structurally_indexed,normalization_reopened,withheld_pending_corrected_audit,medium,blank-line-delimited TeX source block,SLISV-STR-0541B796036F-EQUATION_DISPLAY-0098
SLISV-STR-0541B796036F-EQUATION_DISPLAY-0098,SLISV-UNIT-0541B796036F,equation_display,isv-Cyrl,Cyrillic,deterministic_reader,private-source/Noether_Paper22_Interslavic_Cyrillic_v001.tex,807,809,SLISV-STR-0541B796036F-SECTION-0008,224,98,SLISV-STR-AB5943E44D25-EQUATION_DISPLAY-0098,paired_by_logical_type_ordinal,,,,2A380B7E6E5D142486D832DE45136B62DDEC792B66B7926CA32B6F6F9C5FD5C7,91D31238FFBA785CBA9D9B14A1FB647E3BAEEC0CA1176E1AF402B11BFDD62A21,structurally_indexed,normalization_reopened,withheld_pending_corrected_audit,high,explicit TeX \[ ... \] display,SLISV-STR-0541B796036F-EQUATION_DISPLAY-0099
SLISV-STR-0541B796036F-EQUATION_DISPLAY-0099,SLISV-UNIT-0541B796036F,equation_display,isv-Cyrl,Cyrillic,deterministic_reader,private-source/Noether_Paper22_Interslavic_Cyrillic_v001.tex,811,813,SLISV-STR-0541B796036F-SECTION-0008,225,99,SLISV-STR-AB5943E44D25-EQUATION_DISPLAY-0099,paired_by_logical_type_ordinal,,,,2A380B7E6E5D142486D832DE45136B62DDEC792B66B7926CA32B6F6F9C5FD5C7,C527CBE19D651F69AA97AFC5D7490156BD42D4C29D7BEECE2B023D282DB73D77,structurally_indexed,normalization_reopened,withheld_pending_corrected_audit,high,explicit TeX \[ ... \] display,SLISV-STR-0541B796036F-NOTE-0016
