pdf_page,dpi,width_px,height_px,baseline_pixel_sha256,final_pixel_sha256,pixel_exact,word_text_equal,changed_word_boxes,maximum_word_coordinate_delta_points,status
218,180,1489,2105,66882AFA927D4E7737A23589B3520B86D719C28BF464FCA374F712B27B002DC5,66882AFA927D4E7737A23589B3520B86D719C28BF464FCA374F712B27B002DC5,true,true,0,0.000000000,PASS_PIXEL_EXACT
219,180,1489,2105,020117D05AD9A8B4F8294E4FF2C9F669CCA89634498787B783C2224390218C98,020117D05AD9A8B4F8294E4FF2C9F669CCA89634498787B783C2224390218C98,true,true,0,0.000000000,PASS_PIXEL_EXACT
220,180,1489,2105,43295C03AE6F84D4785DE642CDC52E6FD300C704B91B3EA22EE6CF1B929344E3,43295C03AE6F84D4785DE642CDC52E6FD300C704B91B3EA22EE6CF1B929344E3,true,true,0,0.000000000,PASS_PIXEL_EXACT
221,180,1489,2105,8779C20FDE4E56FDA2E4AD9FF232998CBF790D9A0FD9457B7B7198F41C39278B,8779C20FDE4E56FDA2E4AD9FF232998CBF790D9A0FD9457B7B7198F41C39278B,true,true,0,0.000000000,PASS_PIXEL_EXACT
222,180,1489,2105,B6CE5C54A02E8D403A8ADAC0853C0BB49D46D87E91B2BDB37346F85047B1DDD7,B6CE5C54A02E8D403A8ADAC0853C0BB49D46D87E91B2BDB37346F85047B1DDD7,true,true,0,0.000000000,PASS_PIXEL_EXACT
223,180,1489,2105,3C346F8B45AD5FE6B9664A0B07A66C86020D5205B3C710CCB61528D36CA495B8,3C346F8B45AD5FE6B9664A0B07A66C86020D5205B3C710CCB61528D36CA495B8,true,true,0,0.000000000,PASS_PIXEL_EXACT
224,180,1489,2105,57D8B166F59C7AFDF57E8C39EBD6AA875BD28A97745CA6DBC909AF11F033B069,57D8B166F59C7AFDF57E8C39EBD6AA875BD28A97745CA6DBC909AF11F033B069,true,true,0,0.000000000,PASS_PIXEL_EXACT
225,180,1489,2105,19F05549E5BFFCBE07DAA11DA70200E9EEEEED4F1A1C5CB262EBC5CD3DE79B5A,19F05549E5BFFCBE07DAA11DA70200E9EEEEED4F1A1C5CB262EBC5CD3DE79B5A,true,true,0,0.000000000,PASS_PIXEL_EXACT
226,180,1489,2105,27D8B8F86B02C373273F30E1721BD7970C9C8224936044E27568A44B571CE0FE,27D8B8F86B02C373273F30E1721BD7970C9C8224936044E27568A44B571CE0FE,true,true,0,0.000000000,PASS_PIXEL_EXACT
227,180,1489,2105,0033175AE04D4468B87600ED7D6C01428E9B9E47753811854841E430AE396F67,0033175AE04D4468B87600ED7D6C01428E9B9E47753811854841E430AE396F67,true,true,0,0.000000000,PASS_PIXEL_EXACT
228,180,1489,2105,D57622F8EAD352E5E4B1ACE0E156F67F8935C58449B01AEE33C523ADD65F773B,D57622F8EAD352E5E4B1ACE0E156F67F8935C58449B01AEE33C523ADD65F773B,true,true,0,0.000000000,PASS_PIXEL_EXACT
229,180,1489,2105,8F5DA504D4E342D9D902258233E58876BD7D83C9F612B40FFD7B8E650EA9E732,8F5DA504D4E342D9D902258233E58876BD7D83C9F612B40FFD7B8E650EA9E732,true,true,0,0.000000000,PASS_PIXEL_EXACT
230,180,1489,2105,94DD0D0643C5883E787747B30E61D31F32B1E4D3878D2CB05EDEDEB3886A520B,94DD0D0643C5883E787747B30E61D31F32B1E4D3878D2CB05EDEDEB3886A520B,true,true,0,0.000000000,PASS_PIXEL_EXACT
231,180,1489,2105,3320F3337B9246E5E88C60CCB4ACE625224D5A138C20CE12BB9456EC047B39EF,3320F3337B9246E5E88C60CCB4ACE625224D5A138C20CE12BB9456EC047B39EF,true,true,0,0.000000000,PASS_PIXEL_EXACT
232,180,1489,2105,EF19ADFE3FD3ADD2671339CBA8C67D7BFE52E3D5DB2DB1E638BA11AA7F5A572F,EF19ADFE3FD3ADD2671339CBA8C67D7BFE52E3D5DB2DB1E638BA11AA7F5A572F,true,true,0,0.000000000,PASS_PIXEL_EXACT
233,180,1489,2105,6880949218D04A610AEB834BCFB69C4F95435041E5F29BD0CA9C94BEDE7D3291,6880949218D04A610AEB834BCFB69C4F95435041E5F29BD0CA9C94BEDE7D3291,true,true,0,0.000000000,PASS_PIXEL_EXACT
234,180,1489,2105,2B54905482309F1896261A8469379E48F782BCD43645540086CF14F226616AA5,2B54905482309F1896261A8469379E48F782BCD43645540086CF14F226616AA5,true,true,0,0.000000000,PASS_PIXEL_EXACT
235,180,1489,2105,CB9FC51496769048734E5E287F38B1074A763E61D4CEF891B6F8BFDD57EC0DCE,CB9FC51496769048734E5E287F38B1074A763E61D4CEF891B6F8BFDD57EC0DCE,true,true,0,0.000000000,PASS_PIXEL_EXACT
236,180,1489,2105,C7DFB83221410CED968A9542483E15DEE9D016539C7192A55F616CE6DFBD9881,C7DFB83221410CED968A9542483E15DEE9D016539C7192A55F616CE6DFBD9881,true,true,0,0.000000000,PASS_PIXEL_EXACT
237,180,1489,2105,91D188B22006E04A1B286E59DFCC90670DD003EFEEB5AC2C978A5582C8378D10,91D188B22006E04A1B286E59DFCC90670DD003EFEEB5AC2C978A5582C8378D10,true,true,0,0.000000000,PASS_PIXEL_EXACT
238,180,1489,2105,E1F3E4AC0EE6FF8FADDB71B982582EC5BC64B6C51AD8FA635AFFC6F00148582E,E1F3E4AC0EE6FF8FADDB71B982582EC5BC64B6C51AD8FA635AFFC6F00148582E,true,true,0,0.000000000,PASS_PIXEL_EXACT
239,180,1489,2105,D9FBF8520FDDC90920DBED342060B5EC95FE56546D27BBA88D02EF92AD53979C,D9FBF8520FDDC90920DBED342060B5EC95FE56546D27BBA88D02EF92AD53979C,true,true,0,0.000000000,PASS_PIXEL_EXACT
240,180,1489,2105,0FB0012A6D6043F2B28FAB96A3802F8181706B21DB5B1CE626791922C222ACF1,0FB0012A6D6043F2B28FAB96A3802F8181706B21DB5B1CE626791922C222ACF1,true,true,0,0.000000000,PASS_PIXEL_EXACT
241,180,1489,2105,0D02AC9A914C8108DD4E0A80400C95A72A6E63C8F1B954F73FC62F2CAFAC7A35,0D02AC9A914C8108DD4E0A80400C95A72A6E63C8F1B954F73FC62F2CAFAC7A35,true,true,0,0.000000000,PASS_PIXEL_EXACT
242,180,1489,2105,6109DDA541ADD34466E142A7CAF107679C486EF3A99981F1F615813E2E777DAA,6109DDA541ADD34466E142A7CAF107679C486EF3A99981F1F615813E2E777DAA,true,true,0,0.000000000,PASS_PIXEL_EXACT
243,180,1489,2105,AC6C372666C8C092B1F55C994BFF028641741E086CE083D72E169CD2B4AF90D9,AC6C372666C8C092B1F55C994BFF028641741E086CE083D72E169CD2B4AF90D9,true,true,0,0.000000000,PASS_PIXEL_EXACT
244,180,1489,2105,28E2925528FD0510D7F1FF8FA9AAA1983DDA147F330E6D9C126B3FE705694EA8,28E2925528FD0510D7F1FF8FA9AAA1983DDA147F330E6D9C126B3FE705694EA8,true,true,0,0.000000000,PASS_PIXEL_EXACT
245,180,1489,2105,42C62B444CEA1F9688A6D698FB29C0D92891D73FC69C3750A0D17222EB660397,42C62B444CEA1F9688A6D698FB29C0D92891D73FC69C3750A0D17222EB660397,true,true,0,0.000000000,PASS_PIXEL_EXACT
246,180,1489,2105,BBA86C378487525BE37346EFB1857AE9F24B915C768BCF4FBA3A2947771C26B9,BBA86C378487525BE37346EFB1857AE9F24B915C768BCF4FBA3A2947771C26B9,true,true,0,0.000000000,PASS_PIXEL_EXACT
247,180,1489,2105,997762C613553143285F98A490371ECEB185D9B34223F25A942BFD4C00A957A8,997762C613553143285F98A490371ECEB185D9B34223F25A942BFD4C00A957A8,true,true,0,0.000000000,PASS_PIXEL_EXACT
248,180,1489,2105,45318FBB92A7AEB494164B267590BAE3DA9883536EF8A6750E8C34AE68EE91AF,45318FBB92A7AEB494164B267590BAE3DA9883536EF8A6750E8C34AE68EE91AF,true,true,0,0.000000000,PASS_PIXEL_EXACT
249,180,1489,2105,D073FFB10C48C24A775799C60B80C9BA2194DB46D1FC65A86DEA32EC31C736F4,D073FFB10C48C24A775799C60B80C9BA2194DB46D1FC65A86DEA32EC31C736F4,true,true,0,0.000000000,PASS_PIXEL_EXACT
250,180,1489,2105,4C870FAA97A34594B79B8EDCFA90FC8368CA48A59455A79D81540AAEBB6029E0,4C870FAA97A34594B79B8EDCFA90FC8368CA48A59455A79D81540AAEBB6029E0,true,true,0,0.000000000,PASS_PIXEL_EXACT
251,180,1489,2105,A40A137150313C643870DB01A41ACA72147AE2DCD14522915ABE4A761D10F7D0,A40A137150313C643870DB01A41ACA72147AE2DCD14522915ABE4A761D10F7D0,true,true,0,0.000000000,PASS_PIXEL_EXACT
252,180,1489,2105,4958A7A0856E2E79F5DD17E40CE9C347ACD004D2A50632280C05F0A8CD0A8D73,4958A7A0856E2E79F5DD17E40CE9C347ACD004D2A50632280C05F0A8CD0A8D73,true,true,0,0.000000000,PASS_PIXEL_EXACT
253,180,1489,2105,2F21B4E53797CE324CA9AEF0B14654CB2F36E78FEB666C584D561D3F950BFEBB,2F21B4E53797CE324CA9AEF0B14654CB2F36E78FEB666C584D561D3F950BFEBB,true,true,0,0.000000000,PASS_PIXEL_EXACT
254,180,1489,2105,9FE686829F434B68C23C6AE0C9B30A1810A9AF8CEE51A258D6DB72AE2F276B92,9FE686829F434B68C23C6AE0C9B30A1810A9AF8CEE51A258D6DB72AE2F276B92,true,true,0,0.000000000,PASS_PIXEL_EXACT
255,180,1489,2105,34FCDD9E019C15AE0F302134564C7ECEAB1C606AF1606A086B5981BD1C009BDD,34FCDD9E019C15AE0F302134564C7ECEAB1C606AF1606A086B5981BD1C009BDD,true,true,0,0.000000000,PASS_PIXEL_EXACT
256,180,1489,2105,12EEEFCA1AA2B44B37039D3CCA31FBD6780A90919E02078C3E066CD19161AD21,12EEEFCA1AA2B44B37039D3CCA31FBD6780A90919E02078C3E066CD19161AD21,true,true,0,0.000000000,PASS_PIXEL_EXACT
257,180,1489,2105,23B1ED64A5E3D87BF2BD57665399B1FBD6962CB10EB251AEC144F24917F8E7F2,23B1ED64A5E3D87BF2BD57665399B1FBD6962CB10EB251AEC144F24917F8E7F2,true,true,0,0.000000000,PASS_PIXEL_EXACT
258,180,1489,2105,48F503E88127C35DDEC88D466BD3A922590E9F94C4DE5B38103DAA284F2F4D7C,48F503E88127C35DDEC88D466BD3A922590E9F94C4DE5B38103DAA284F2F4D7C,true,true,0,0.000000000,PASS_PIXEL_EXACT
259,180,1489,2105,00E310BF7369B7F6DB0046AA181909D4DB1B0A38462A727FFC9E89C7B402F65B,00E310BF7369B7F6DB0046AA181909D4DB1B0A38462A727FFC9E89C7B402F65B,true,true,0,0.000000000,PASS_PIXEL_EXACT
260,180,1489,2105,7DECDB2BFA8FF4E66120BC05BF162968DCD371CA3B3B93B72D55DEC72D630BFD,7DECDB2BFA8FF4E66120BC05BF162968DCD371CA3B3B93B72D55DEC72D630BFD,true,true,0,0.000000000,PASS_PIXEL_EXACT
261,180,1489,2105,B4D84C307A895154FB018A69C5D26FD2D6F3AA0970598461117CC50C6470776D,B4D84C307A895154FB018A69C5D26FD2D6F3AA0970598461117CC50C6470776D,true,true,0,0.000000000,PASS_PIXEL_EXACT
262,180,1489,2105,AF5AF4D21682961BE79EE4C2A72AC04126BC9A5ED10673E8040C765896E2A900,AF5AF4D21682961BE79EE4C2A72AC04126BC9A5ED10673E8040C765896E2A900,true,true,0,0.000000000,PASS_PIXEL_EXACT
