unit_id,source_start_line,source_end_line,source_chars,source_sha256,target_start_line,target_end_line,target_chars,target_sha256,target_document_sha256,status,review_evidence,notes
BOOK_S19,21939,22088,9308,E29BEAAA55BAF4DA1A6B16EAAE791AB44F744656D2D86B9DE3512A3EB445A8CE,20856,21008,9643,D4E782262508EFFCC56667A7CB42992547DB10CC68A68C3A3C6DFBB0CC39B559,2042013612A40972CBB83329F9444A45923B70E8319EA100D0802BC0B5FCC597,source-reconciled,"C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\romance_rebase_20260717\work\spanish\evidence\_agent_book_s11_21_source_reconciliation.csv#unit_id=BOOK_S19; method=Line-by-line German/Spanish review against the exact live R823 BOOK_S19 slice; all three theorems, the long well-definedness calculation, module laws, and terminal ideal argument checked.; finding=Bilateral simplicity after scalar extension, construction of the S_K-left-module action, the full coefficient/associativity proof, uniqueness of the irreducible reciprocal representation class, n=rt, automorphism-body rank, and the commutative-center theorem are complete and source-aligned; no repair was required.","Bilateral simplicity after scalar extension, construction of the S_K-left-module action, the full coefficient/associativity proof, uniqueness of the irreducible reciprocal representation class, n=rt, automorphism-body rank, and the commutative-center theorem are complete and source-aligned; no repair was required."
BOOK_S20,22089,22257,13864,B0DB55CA81697C209F4631AC537622ACF5AB1BDEE408EF57F377C2A2F6E4CBEB,21009,21173,14370,9B12F88A2E6434E147E13450F814750F23434036899FF4BCDB7F6D862B3C233A,2042013612A40972CBB83329F9444A45923B70E8319EA100D0802BC0B5FCC597,source-reconciled,"C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\romance_rebase_20260717\work\spanish\evidence\_agent_book_s11_21_source_reconciliation.csv#unit_id=BOOK_S20; method=Line-by-line German/Spanish review against the exact live R823 BOOK_S20 slice; definitions, Theorems 1-10, every proof/display, and both source notes checked.; finding=The scalar-extension identities, matrix-ring and splitting-field criteria, maximal commutative subfields, inner-automorphism theorem, quaternion classification, and Wedderburn finite-body proof are all complete; both source notes are represented and no repair was required.","The scalar-extension identities, matrix-ring and splitting-field criteria, maximal commutative subfields, inner-automorphism theorem, quaternion classification, and Wedderburn finite-body proof are all complete; both source notes are represented and no repair was required."
BOOK_S21,22258,22344,7333,F130F0C08A28BE43B0A2885515825A3C5BD4476E620B6ED7019B68F2D0AC9539,21174,21259,7537,E2F9F4441029D568DAC0AD45D496D3F1252C7CD1955DD5BDBC631EE0EBC0D951,2042013612A40972CBB83329F9444A45923B70E8319EA100D0802BC0B5FCC597,source-reconciled,"C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\romance_rebase_20260717\work\spanish\evidence\_agent_book_s11_21_source_reconciliation.csv#unit_id=BOOK_S21; method=Line-by-line German/Spanish review against the exact live R823 BOOK_S21 slice; closed-subgroup definition, Theorem 11, all partial assertions, prolongation lemma, displays, and conclusion checked.; finding=The noncommutative Galois correspondence, centralizer interpretation, reduction of the third assertion to the second, antiisomorphic-body construction, rank-one left-ideal decomposition, distinct-prolongation proof, and final s=1 argument are complete and source-aligned; no repair was required.","The noncommutative Galois correspondence, centralizer interpretation, reduction of the third assertion to the second, antiisomorphic-body construction, rank-one left-ideal decomposition, distinct-prolongation proof, and final s=1 argument are complete and source-aligned; no repair was required."
BOOK_S22,22345,22440,8558,556F948EB263FCCE813C07BE9033A44A4A9D1C43DB6F59996A43B296612000BC,21260,21355,8731,FC787EADA031644A79CCC4822B1D17D78764A027732591339DDF6F6EFB9217BF,2042013612A40972CBB83329F9444A45923B70E8319EA100D0802BC0B5FCC597,source-reconciled,"C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\romance_rebase_20260717\work\spanish\evidence\_agent_book_s22_31_post45_terminal_source_reconciliation.csv#unit_id=BOOK_S22; method=Manual bilingual block-by-block comparison against the exact R823 unit; prose, theorem sequence, formulas, and notes checked without ratio-based promotion.; finding=All nine source blocks and 14 displays are represented, including class multiplication, the inverse class via the antiisomorphic body, and the simple-factor theorem with its proof; no repair was required.","All nine source blocks and 14 displays are represented, including class multiplication, the inverse class via the antiisomorphic body, and the simple-factor theorem with its proof; no repair was required."
BOOK_S23,22441,22565,7545,35EC00DA46188CCDFDF2646030A79E3E39AC92413EE9E07663556665A0A865C8,21356,21497,7629,13A5EFCFDF17AB97AC2FC4FFB7A09272224FEF5C1478C09FB886576D7325327B,2042013612A40972CBB83329F9444A45923B70E8319EA100D0802BC0B5FCC597,source-reconciled,"C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\romance_rebase_20260717\work\spanish\evidence\_agent_book_s22_31_post45_terminal_source_reconciliation.csv#unit_id=BOOK_S23; method=Manual bilingual block-by-block comparison against the exact R823 unit; prose, theorem sequence, formulas, and notes checked without ratio-based promotion.; finding=All 12 source blocks and 23 displays are represented: conjugate Galois ideals, pseudomatrix units, the alpha factor system, association, and representation-independence are complete; no repair was required.","All 12 source blocks and 23 displays are represented: conjugate Galois ideals, pseudomatrix units, the alpha factor system, association, and representation-independence are complete; no repair was required."
BOOK_S24,22566,22970,20896,13A5408BAD97FD7AC60E42D77E6C3AD70B32EC82BBF12EEDC43A01BFAA3E50F3,21498,21899,21848,D614EBE4E740A960E925A70F77E804FBC2D02BEA887CB11685F395D561437486,2042013612A40972CBB83329F9444A45923B70E8319EA100D0802BC0B5FCC597,source-reconciled,"C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\romance_rebase_20260717\work\spanish\evidence\_agent_book_s22_31_post45_terminal_source_reconciliation.csv#unit_id=BOOK_S24; method=Manual bilingual block-by-block comparison against the exact R823 unit; prose, theorem sequence, formulas, and notes checked without ratio-based promotion.; finding=The 44 source blocks, 60 displays, and source note are represented, including the subgroup theorem, auxiliary decomposition lemma, multiplication theorem, Brauer and Schur proofs, and prime-component decomposition; no repair was required.","The 44 source blocks, 60 displays, and source note are represented, including the subgroup theorem, auxiliary decomposition lemma, multiplication theorem, Brauer and Schur proofs, and prime-component decomposition; no repair was required."
BOOK_S25,22971,23264,11972,E89812D3C4C86754AC36ECBF40AAC74DAB5FDBB2E0FE3253368AF7C478741CA0,21900,22189,12351,7C6B8E8D3E21A2A9245210B75DC9C8EB127E3510DBF49893EFA42B6B0DE3E30F,2042013612A40972CBB83329F9444A45923B70E8319EA100D0802BC0B5FCC597,source-reconciled,"C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\romance_rebase_20260717\work\spanish\evidence\_agent_book_s22_31_post45_terminal_source_reconciliation.csv#unit_id=BOOK_S25; method=Manual bilingual block-by-block comparison against the exact R823 unit; prose, theorem sequence, formulas, and notes checked without ratio-based promotion.; finding=The normal representation, construction and inverse of u_T, automorphism action, small factor systems, crossed representation, basis change, two defining items, and irreducible-degree calculation are all present with all 44 displays; no repair was required.","The normal representation, construction and inverse of u_T, automorphism action, small factor systems, crossed representation, basis change, two defining items, and irreducible-degree calculation are all present with all 44 displays; no repair was required."
BOOK_S26,23265,23321,3719,6B35E8374D82B5C692C6234EC2295C01F4F48D8E21ED9E6719A1D6525420E707,22190,22245,3769,A5E5BD9BEDB51ADD09AF8817F19B258100063B3D9E6B2203627A9DB8C55BFDD0,2042013612A40972CBB83329F9444A45923B70E8319EA100D0802BC0B5FCC597,source-reconciled,"C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\romance_rebase_20260717\work\spanish\evidence\_agent_book_s22_31_post45_terminal_source_reconciliation.csv#unit_id=BOOK_S26; method=Manual bilingual block-by-block comparison against the exact R823 unit; prose, theorem sequence, formulas, and notes checked without ratio-based promotion.; finding=The Kronecker-product proof, all eight displays, and the Speiser note are complete; the R823 Chapter VI heading and its source label were restored after the section proof, with the adjacent fragment-boundary duplicate removed.","The Kronecker-product proof, all eight displays, and the Speiser note are complete; the R823 Chapter VI heading and its source label were restored after the section proof, with the adjacent fragment-boundary duplicate removed."
BOOK_S27,23322,23450,10631,9390A2C8839C108DC21CF609E18677F33699D035BB2A16E8922F6B9464A01A96,22246,22406,9647,526A239F2233908FCE84EB2CBBDECE4FD0BD78BB195F5E683A772788F01F0818,2042013612A40972CBB83329F9444A45923B70E8319EA100D0802BC0B5FCC597,source-reconciled,"C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\romance_rebase_20260717\work\spanish\evidence\_agent_book_s22_31_post45_terminal_source_reconciliation.csv#unit_id=BOOK_S27; method=Manual bilingual block-by-block comparison against the exact R823 unit; prose, theorem sequence, formulas, and notes checked without ratio-based promotion.; finding=The crossed-product theorem, generating group, multiplication laws, reciprocal construction, five lemmas, and both infinite-Galois observations are represented in full; no repair was required.","The crossed-product theorem, generating group, multiplication laws, reciprocal construction, five lemmas, and both infinite-Galois observations are represented in full; no repair was required."
BOOK_S28,23451,23581,9796,A9804EC69C6E35876A45CB8C75DA6E3C8B6DAC88CD0683FAE72F7182DF885829,22407,22538,10421,DABCD2125EBAF3060FF17E163A1935D8916461D3091731B6FD7938F54A7EB4A6,2042013612A40972CBB83329F9444A45923B70E8319EA100D0802BC0B5FCC597,source-reconciled,"C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\romance_rebase_20260717\work\spanish\evidence\_agent_book_s22_31_post45_terminal_source_reconciliation.csv#unit_id=BOOK_S28; method=Manual bilingual block-by-block comparison against the exact R823 unit; prose, theorem sequence, formulas, and notes checked without ratio-based promotion.; finding=The automorphism-ring lemmas, ideal decomposition, crossed representation, product theorem, class multiplication, and final isomorphism are complete; both notes and all 14 displays match the source formula sequence.","The automorphism-ring lemmas, ideal decomposition, crossed representation, product theorem, class multiplication, and final isomorphism are complete; both notes and all 14 displays match the source formula sequence."
BOOK_S29,23582,23601,1900,A653534FDDBDEBB94911985A2ECB4D79B2242200540FFBAE68C69FFDF16DC87E,22539,22565,1782,8C636F6BF3F13ABCC9DA7944A82FC6B0B2E5AD15A8F0885DE3AEEF70E0562AD6,2042013612A40972CBB83329F9444A45923B70E8319EA100D0802BC0B5FCC597,source-reconciled,"C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\romance_rebase_20260717\work\spanish\evidence\_agent_book_s22_31_post45_terminal_source_reconciliation.csv#unit_id=BOOK_S29; method=Manual bilingual block-by-block comparison against the exact R823 unit; prose, theorem sequence, formulas, and notes checked without ratio-based promotion.; finding=The definition of the principal genus in the minimal setting, its automorphism theorem, and both directions of the proof are complete; the omitted R823 section label was restored.","The definition of the principal genus in the minimal setting, its automorphism theorem, and both directions of the proof are complete; the omitted R823 section label was restored."
BOOK_S30,23602,23678,5204,6352ECE8FD10572F0083B99859C20DEFB98538DB168AD446201F6645F4C10C7A,22566,22651,4767,E00C5721C1D6FC6115CAD684C8C6716675C31BB3C71301FBBC7D404FF9A39401,2042013612A40972CBB83329F9444A45923B70E8319EA100D0802BC0B5FCC597,source-reconciled,"C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\romance_rebase_20260717\work\spanish\evidence\_agent_book_s22_31_post45_terminal_source_reconciliation.csv#unit_id=BOOK_S30; method=Manual bilingual block-by-block comparison against the exact R823 unit; prose, theorem sequence, formulas, and notes checked without ratio-based promotion.; finding=Cyclic normalization, the three lemmas, the norm-one theorem, and the final genus-group equality chain are complete; the omitted section label and the descriptive equality 'grupo de las clases respecto de Z' were restored.","Cyclic normalization, the three lemmas, the norm-one theorem, and the final genus-group equality chain are complete; the omitted section label and the descriptive equality 'grupo de las clases respecto de Z' were restored."
BOOK_S31,23679,23717,4812,4D6913368CBD9D66901E8D514F1DD842828CF37DAD4AF0AE22DCA9D8F1F72918,22652,22697,4349,08515C44F7F5C7A732EB79978174069E180F6CD1C35D8ADA7AD5909AFF5E1FBC,2042013612A40972CBB83329F9444A45923B70E8319EA100D0802BC0B5FCC597,source-reconciled,"C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\romance_rebase_20260717\work\spanish\evidence\_agent_book_s22_31_post45_terminal_source_reconciliation.csv#unit_id=BOOK_S31; method=Manual bilingual block-by-block comparison against the exact R823 unit; prose, theorem sequence, formulas, and notes checked without ratio-based promotion.; finding=The finite-field, quaternion, and local-class-field applications, their observations, and the final two numbered consequences are represented; the omitted R823 section label was restored.","The finite-field, quaternion, and local-class-field applications, their observations, and the final two numbered consequences are represented; the omitted R823 section label was restored."
POST45_MAIN,23718,23863,15514,784590D8AB44C470FDB056E8A6769E18C3F17DB84F2DC2D7F435444BDA5E9CCE,22698,22849,13706,5C9882E7E055F1F81DF1F281A31C319A55A39AC8ACB9534678318857C1CDE7C9,2042013612A40972CBB83329F9444A45923B70E8319EA100D0802BC0B5FCC597,source-reconciled,"C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\romance_rebase_20260717\work\spanish\evidence\_agent_book_s22_31_post45_terminal_source_reconciliation.csv#unit_id=POST45_MAIN; method=Manual bilingual block-by-block comparison against the exact R823 unit; prose, theorem sequence, formulas, and source notes checked without ratio-based promotion.; finding=Theorems Ia-Ib, systems (1)-(3), lemmas I-II, both complements, theorem III, the differentiation criterion, and the homogeneous three-variable complement are complete with all 12 source notes; no repair was required.","Theorems Ia-Ib, systems (1)-(3), lemmas I-II, both complements, theorem III, the differentiation criterion, and the homogeneous three-variable complement are complete with all 12 source notes; no repair was required."
POST45_NOETHER_SUPPLEMENT,23864,23964,7766,F64112482ED5301CCBF5D8E832C980396ABF17BB886CBD6CA496F1B939727AD6,22850,22942,7469,FC76AF4212F0DB58C199E5F762ECE51804A107F4BA373980D2B21E0B03B31CBB,2042013612A40972CBB83329F9444A45923B70E8319EA100D0802BC0B5FCC597,source-reconciled,"C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\romance_rebase_20260717\work\spanish\evidence\_agent_book_s22_31_post45_terminal_source_reconciliation.csv#unit_id=POST45_NOETHER_SUPPLEMENT; method=Manual bilingual block-by-block comparison against the exact R823 unit; prose, theorem sequence, formulas, and source notes checked without ratio-based promotion.; finding=The complete residue-system construction, theorem IV, relations (4)-(6), primary-component proof, both observations, receipt line, and source notes 13-16 are represented; no repair was required.","The complete residue-system construction, theorem IV, relations (4)-(6), primary-component proof, both observations, receipt line, and source notes 13-16 are represented; no repair was required."
BIBLIOGRAPHY,23965,24064,5306,9D63E852164A03DAD0D50913665E05A6CFCFD59259A8843767533ED1B26B915A,22943,22998,5654,89B17EF6FF163909B8F7AA9446DE6FE75574188BEFD8B86C684630E68923A2DC,2042013612A40972CBB83329F9444A45923B70E8319EA100D0802BC0B5FCC597,source-reconciled,"C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\romance_rebase_20260717\work\spanish\evidence\_agent_book_s22_31_post45_terminal_source_reconciliation.csv#unit_id=BIBLIOGRAPHY; method=Manual bilingual entry-by-entry comparison against the exact R823 terminal unit; titles, collaborators, venues, years, pagination, and numbering checked.; finding=All 43 numbered bibliography entries and the Kapferer-Noether item are represented with their publication data; the omitted R823 bibliography label was restored.",All 43 numbered bibliography entries and the Kapferer-Noether item are represented with their publication data; the omitted R823 bibliography label was restored.
SHORT_NOTICES,24065,24090,1344,CBA5342CC0699E26CC79957E2091DE684E3FE2701F8F128B81D59F7822AC019F,22999,23018,1484,1CD1CD4AA0B91476D7380CF3EFD413ED2553CDA422E50144265DF5EFD2369702,2042013612A40972CBB83329F9444A45923B70E8319EA100D0802BC0B5FCC597,source-reconciled,"C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\romance_rebase_20260717\work\spanish\evidence\_agent_book_s22_31_post45_terminal_source_reconciliation.csv#unit_id=SHORT_NOTICES; method=Manual bilingual entry-by-entry comparison against the exact R823 terminal unit; titles, venues, years, pagination, and list structure checked.; finding=All 12 short notices are present with matching volume, part, year, and page data; the omitted R823 terminal-list label was restored.","All 12 short notices are present with matching volume, part, year, and page data; the omitted R823 terminal-list label was restored."
BOOK_REVIEWS,24091,24110,1004,11F7018D06B422AA0F265B39835C03BE817C4EFD4863D5308156018C8C0528BD,23019,23028,984,125F22CF971A4E399C080C8453978E42FFC291B6056B70C00C7B5FF9BD6B0DED,2042013612A40972CBB83329F9444A45923B70E8319EA100D0802BC0B5FCC597,source-reconciled,"C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\romance_rebase_20260717\work\spanish\evidence\_agent_book_s22_31_post45_terminal_source_reconciliation.csv#unit_id=BOOK_REVIEWS; method=Manual bilingual entry-by-entry comparison against the exact R823 terminal unit; reviewed works, editors, publishers, years, pagination, and list structure checked.; finding=All five book-review records are present, including the Study, three Kronecker volumes, and Rutherford entries with their review-volume and page data; no repair was required.","All five book-review records are present, including the Study, three Kronecker volumes, and Rutherford entries with their review-volume and page data; no repair was required."
BOOKS_WITH_NOETHER,24111,24123,531,D0B29C72144552AAC8CC479D2B1B85B03707CC0915E576983D32C0BA45FA484A,23029,23037,622,BD68F2E2A1DCA6320DF283B923D53442D6A6E93B3E772FCB8DA4B4B474C8FECB,2042013612A40972CBB83329F9444A45923B70E8319EA100D0802BC0B5FCC597,source-reconciled,"C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\romance_rebase_20260717\work\spanish\evidence\_agent_book_s22_31_post45_terminal_source_reconciliation.csv#unit_id=BOOKS_WITH_NOETHER; method=Manual bilingual entry-by-entry comparison against the exact R823 terminal unit; editors, publishers, years, pagination, and list structure checked.; finding=Both collaborative books are represented; the Spanish entry correctly resolves the source's compressed editor string as R. Fricke, E. Noether, and O. Ore and corrects Braunschweig, and the omitted R823 list label was restored.","Both collaborative books are represented; the Spanish entry correctly resolves the source's compressed editor string as R. Fricke, E. Noether, and O. Ore and corrects Braunschweig, and the omitted R823 list label was restored."
