entity_id,corpus_id,volume_id,kind,parent_id,source_number,source_page_id,physical_page,printed_page,source_span_id,fr_diplomatic_label,fr_corrected_label,en_label,authority_source_id,authority_sha256,status,decision_id,notes
ILL-CCD:LNM239:PREREQ,ILL-CCD:CORPUS,ILL-CCD:LNM239:VOL,front_unit,ILL-CCD:LNM239:VOL,*,illusie:I:pdf:p002-p018,17,XV,ILL-SP-239-017-02,Prerequisites,Prerequisites,Prerequisites,illusie:I:pdf,1855B49FE461B13B1CBAEE1341C8FC3E3E0CDDC034C54ABEC1165AF061B90A56,verified,ILL-TR-20260804-0016,Stable front-matter unit already declared by the verified table of contents.
ILL-CCD:LNM239:PREREQ:p1,ILL-CCD:CORPUS,ILL-CCD:LNM239:VOL,prerequisite_paragraph,ILL-CCD:LNM239:PREREQ,1,illusie:I:pdf:p002-p018,17,XV,ILL-SP-239-017-03,Prérequis scientifiques,Prérequis scientifiques,Mathematical prerequisites,illusie:I:pdf,1855B49FE461B13B1CBAEE1341C8FC3E3E0CDDC034C54ABEC1165AF061B90A56,verified,ILL-TR-20260804-0016,"Topoi, derived categories, simplicial techniques, and logically independent antecedents."
ILL-CCD:LNM239:PREREQ:GUIDE,ILL-CCD:CORPUS,ILL-CCD:LNM239:VOL,guide_heading,ILL-CCD:LNM239:PREREQ,*,illusie:I:pdf:p002-p018,17,XV,ILL-SP-239-017-04,Leitfaden,Leitfaden,Guide,illusie:I:pdf,1855B49FE461B13B1CBAEE1341C8FC3E3E0CDDC034C54ABEC1165AF061B90A56,verified,ILL-TR-20260804-0016,Source German heading retained in French and translated in English.
ILL-CCD:LNM239:PREREQ:GUIDE:d1,ILL-CCD:CORPUS,ILL-CCD:LNM239:VOL,dependency_diagram,ILL-CCD:LNM239:PREREQ:GUIDE,1,illusie:I:pdf:p002-p018,17,XV,ILL-SP-239-017-05,Diagramme de dépendance des chapitres,Diagramme de dépendance des chapitres,Chapter-dependency diagram,illusie:I:pdf,1855B49FE461B13B1CBAEE1341C8FC3E3E0CDDC034C54ABEC1165AF061B90A56,verified,ILL-TX-20260804-0014,Seven directed chapter-dependency arrows encoded in shared native TikZ.
ILL-CCD:LNM239:CONV,ILL-CCD:CORPUS,ILL-CCD:LNM239:VOL,front_unit,ILL-CCD:LNM239:VOL,*,illusie:I:pdf:p002-p018,17,XV,ILL-SP-239-017-06,Conventions standard,Conventions standard,Standard conventions,illusie:I:pdf,1855B49FE461B13B1CBAEE1341C8FC3E3E0CDDC034C54ABEC1165AF061B90A56,verified,ILL-TR-20260804-0016,Printed singular adjective standard preserved without silent modernization.
ILL-CCD:LNM239:CONV:p1,ILL-CCD:CORPUS,ILL-CCD:LNM239:VOL,convention_paragraph,ILL-CCD:LNM239:CONV,1,illusie:I:pdf:p002-p018,17,XV,ILL-SP-239-017-07,Convention de Deligne pour le signe égal,Convention de Deligne pour le signe égal,Deligne convention for the equality sign,illusie:I:pdf,1855B49FE461B13B1CBAEE1341C8FC3E3E0CDDC034C54ABEC1165AF061B90A56,verified,ILL-TR-20260804-0016,The equality sign may denote a canonical functorial isomorphism.
ILL-CCD:LNM239:CONV:p2,ILL-CCD:CORPUS,ILL-CCD:LNM239:VOL,convention_paragraph,ILL-CCD:LNM239:CONV,2,illusie:I:pdf:p002-p018,17,XV,ILL-SP-239-017-08,Convention d'univers ambiant,Convention d'univers ambiant,Ambient-universe convention,illusie:I:pdf,1855B49FE461B13B1CBAEE1341C8FC3E3E0CDDC034C54ABEC1165AF061B90A56,verified,ILL-TR-20260804-0016,The fixed ambient universe contains the natural numbers object.
ILL-CCD:LNM239:CONV:p3,ILL-CCD:CORPUS,ILL-CCD:LNM239:VOL,convention_paragraph,ILL-CCD:LNM239:CONV,3,illusie:I:pdf:p002-p018,17,XV,ILL-SP-239-017-09,Convention terminologique schéma et préschéma,Convention terminologique schéma et préschéma,Scheme and prescheme terminology convention,illusie:I:pdf,1855B49FE461B13B1CBAEE1341C8FC3E3E0CDDC034C54ABEC1165AF061B90A56,verified,ILL-TR-20260804-0016,Historical terminology convention for scheme and separated scheme.
ILL-CCD:LNM239:FM:P018,ILL-CCD:CORPUS,ILL-CCD:LNM239:VOL,blank_preliminary_page,ILL-CCD:LNM239:VOL,unnumbered,illusie:I:pdf:p002-p018,18,unnumbered,ILL-SP-239-018-01,Page préliminaire blanche non numérotée,Page préliminaire blanche non numérotée,Unnumbered blank preliminary page,illusie:I:pdf,1855B49FE461B13B1CBAEE1341C8FC3E3E0CDDC034C54ABEC1165AF061B90A56,verified,ILL-TX-20260804-0015,Direct authority shows no page numeral or text; paper tone and faint reverse impressions are carrier artifacts.
ILL-CCD:LNM239:CH1:p001,ILL-CCD:CORPUS,ILL-CCD:LNM239:VOL,chapter_page,ILL-CCD:LNM239:CH1,1,illusie:I:pdf:p019-p360,19,1,ILL-SP-239-019-01,Page 1 du chapitre I,Page 1 du chapitre I,Chapter I page 1,illusie:I:pdf,1855B49FE461B13B1CBAEE1341C8FC3E3E0CDDC034C54ABEC1165AF061B90A56,verified,ILL-TX-20260804-0016,First body page; final paragraph remains open across physical page 20.
ILL-CCD:LNM239:CH1,ILL-CCD:CORPUS,ILL-CCD:LNM239:VOL,chapter,ILL-CCD:LNM239:VOL,I,illusie:I:pdf:p019-p360,19,1,ILL-SP-239-019-02,Algèbre homotopique relative,Algèbre homotopique relative,Relative Homotopical Algebra,illusie:I:pdf,1855B49FE461B13B1CBAEE1341C8FC3E3E0CDDC034C54ABEC1165AF061B90A56,verified,ILL-TR-20260804-0018,Chapter heading agrees with the verified table of contents and body authority.
ILL-CCD:LNM239:CH1:S1,ILL-CCD:CORPUS,ILL-CCD:LNM239:VOL,section,ILL-CCD:LNM239:CH1,1,illusie:I:pdf:p019-p360,19,1,ILL-SP-239-019-03,Rappels,Rappels,Review,illusie:I:pdf,1855B49FE461B13B1CBAEE1341C8FC3E3E0CDDC034C54ABEC1165AF061B90A56,verified,ILL-TR-20260804-0018,Section starts on printed page 1 and continues beyond this checkpoint.
ILL-CCD:LNM239:CH1:S1:1,ILL-CCD:CORPUS,ILL-CCD:LNM239:VOL,subsection,ILL-CCD:LNM239:CH1:S1,1.1,illusie:I:pdf:p019-p360,19,1,ILL-SP-239-019-04,"Objets simpliciaux, homotopies","Objets simpliciaux, homotopies","Simplicial objects, homotopies",illusie:I:pdf,1855B49FE461B13B1CBAEE1341C8FC3E3E0CDDC034C54ABEC1165AF061B90A56,verified,ILL-TR-20260804-0018,"Heading carries direct bibliography tokens [10], [11], and [23]."
ILL-CCD:LNM239:CH1:S1:1:p1,ILL-CCD:CORPUS,ILL-CCD:LNM239:VOL,paragraph,ILL-CCD:LNM239:CH1:S1:1,1,illusie:I:pdf:p019-p360,19,1,ILL-SP-239-019-05,"Définition de Delta, delta et sigma","Définition de Delta, delta et sigma","Definition of Delta, delta, and sigma",illusie:I:pdf,1855B49FE461B13B1CBAEE1341C8FC3E3E0CDDC034C54ABEC1165AF061B90A56,verified,ILL-TR-20260804-0018,Defines the simplicial indexing category and its standard coface and codegeneracy maps.
ILL-CCD:LNM239:CH1:S1:1:d1,ILL-CCD:CORPUS,ILL-CCD:LNM239:VOL,displayed_formula,ILL-CCD:LNM239:CH1:S1:1:p1,unnumbered,illusie:I:pdf:p019-p360,19,1,ILL-SP-239-019-06,Application delta_i^n,Application delta_i^n,Coface map delta_i^n,illusie:I:pdf,1855B49FE461B13B1CBAEE1341C8FC3E3E0CDDC034C54ABEC1165AF061B90A56,verified,ILL-TX-20260804-0016,Order-preserving injection omitting i; read from controlling 7000 dpi-equivalent crop.
ILL-CCD:LNM239:CH1:S1:1:d2,ILL-CCD:CORPUS,ILL-CCD:LNM239:VOL,displayed_formula,ILL-CCD:LNM239:CH1:S1:1:p1,unnumbered,illusie:I:pdf:p019-p360,19,1,ILL-SP-239-019-07,Application sigma_i^n,Application sigma_i^n,Codegeneracy map sigma_i^n,illusie:I:pdf,1855B49FE461B13B1CBAEE1341C8FC3E3E0CDDC034C54ABEC1165AF061B90A56,verified,ILL-TX-20260804-0016,Order-preserving surjection repeating i; read from controlling 7000 dpi-equivalent crop.
ILL-CCD:LNM239:CH1:S1:1:p2,ILL-CCD:CORPUS,ILL-CCD:LNM239:VOL,paragraph,ILL-CCD:LNM239:CH1:S1:1,2,illusie:I:pdf:p019-p360,19-20,1-2,ILL-SP-239-019-08,Objets simpliciaux et cosimpliciaux,Objets simpliciaux et cosimpliciaux,Simplicial and cosimplicial objects,illusie:I:pdf,1855B49FE461B13B1CBAEE1341C8FC3E3E0CDDC034C54ABEC1165AF061B90A56,verified,ILL-TR-20260804-0019,Paragraph begun on physical page 19 is completed by the explicitly aligned continuation unit on physical page 20.
ILL-CCD:LNM239:CH1:S1:1:eq1,ILL-CCD:CORPUS,ILL-CCD:LNM239:VOL,equation,ILL-CCD:LNM239:CH1:S1:1:p2,1.1.1,illusie:I:pdf:p019-p360,19,1,ILL-SP-239-019-09,Simpl(C),Simpl(C),Simpl(C),illusie:I:pdf,1855B49FE461B13B1CBAEE1341C8FC3E3E0CDDC034C54ABEC1165AF061B90A56,verified,ILL-TX-20260804-0016,Displayed category notation with source number (1.1.1).
ILL-CCD:LNM239:CH1:S1:1:n1,ILL-CCD:CORPUS,ILL-CCD:LNM239:VOL,footnote,ILL-CCD:LNM239:CH1:S1:1:p2,*,illusie:I:pdf:p019-p360,19,1,ILL-SP-239-019-10,Définition de Delta^p,Définition de Delta^p,Definition of Delta^p,illusie:I:pdf,1855B49FE461B13B1CBAEE1341C8FC3E3E0CDDC034C54ABEC1165AF061B90A56,verified,ILL-TX-20260804-0016,p-fold product footnote with native TeX underbrace; read from controlling 6000 dpi-equivalent crop.
ILL-CCD:LNM239:CH1:p002,ILL-CCD:CORPUS,ILL-CCD:LNM239:VOL,page,ILL-CCD:LNM239:CH1,,illusie:I:pdf:p019-p360,20,2,ILL-SP-239-020-01,Page 2,Page 2,Page 2,illusie:I:pdf,1855B49FE461B13B1CBAEE1341C8FC3E3E0CDDC034C54ABEC1165AF061B90A56,verified,ILL-TX-20260804-0017,Physical page container; all mathematical content is represented by child units.
ILL-CCD:LNM239:CH1:S1:1:p2c1,ILL-CCD:CORPUS,ILL-CCD:LNM239:VOL,paragraph_continuation,ILL-CCD:LNM239:CH1:S1:1:p2,2,illusie:I:pdf:p019-p360,20,2,ILL-SP-239-020-02,Objets multisimpliciaux et diagonale,Objets multisimpliciaux et diagonale,Mixed simplicial objects and the diagonal,illusie:I:pdf,1855B49FE461B13B1CBAEE1341C8FC3E3E0CDDC034C54ABEC1165AF061B90A56,verified,ILL-TR-20260804-0019,Explicit continuation and closure of the paragraph opened on physical page 19.
ILL-CCD:LNM239:CH1:S1:1:p3,ILL-CCD:CORPUS,ILL-CCD:LNM239:VOL,paragraph,ILL-CCD:LNM239:CH1:S1:1,3,illusie:I:pdf:p019-p360,20,2,ILL-SP-239-020-03,Objet simplicial constant,Objet simplicial constant,Constant simplicial object,illusie:I:pdf,1855B49FE461B13B1CBAEE1341C8FC3E3E0CDDC034C54ABEC1165AF061B90A56,verified,ILL-TR-20260804-0019,Defines K(X 0) and the fully faithful constant-object embedding.
ILL-CCD:LNM239:CH1:S1:1:eq2,ILL-CCD:CORPUS,ILL-CCD:LNM239:VOL,equation,ILL-CCD:LNM239:CH1:S1:1:p3,1.1.2,illusie:I:pdf:p019-p360,20,2,ILL-SP-239-020-04,"Hom(K(X,0),Y) vers Hom(X,Y_0)","Hom(K(X,0),Y) vers Hom(X,Y_0)","Hom(K(X,0),Y) to Hom(X,Y_0)",illusie:I:pdf,1855B49FE461B13B1CBAEE1341C8FC3E3E0CDDC034C54ABEC1165AF061B90A56,verified,ILL-TX-20260804-0017,Numbered adjunction isomorphism directly checked at 5000 dpi-equivalent.
ILL-CCD:LNM239:CH1:S1:1:d3,ILL-CCD:CORPUS,ILL-CCD:LNM239:VOL,equation,ILL-CCD:LNM239:CH1:S1:1:p3,unnumbered,illusie:I:pdf:p019-p360,20,2,ILL-SP-239-020-05,"K(-,0): C vers Simpl(C)","K(-,0): C vers Simpl(C)","K(-,0): C to Simpl(C)",illusie:I:pdf,1855B49FE461B13B1CBAEE1341C8FC3E3E0CDDC034C54ABEC1165AF061B90A56,verified,ILL-TX-20260804-0017,Unnumbered fully faithful constant-object functor display.
ILL-CCD:LNM239:CH1:S1:1:p4,ILL-CCD:CORPUS,ILL-CCD:LNM239:VOL,paragraph,ILL-CCD:LNM239:CH1:S1:1,4,illusie:I:pdf:p019-p360,20,2,ILL-SP-239-020-06,Ordre et flèches de restriction,Ordre et flèches de restriction,Order and restriction maps,illusie:I:pdf,1855B49FE461B13B1CBAEE1341C8FC3E3E0CDDC034C54ABEC1165AF061B90A56,verified,ILL-TR-20260804-0019,Identifies the unique arrow associated to i_0 greater than or equal to i_1 and introduces the exact diagram.
ILL-CCD:LNM239:CH1:S1:1:eq3,ILL-CCD:CORPUS,ILL-CCD:LNM239:VOL,diagram,ILL-CCD:LNM239:CH1:S1:1:p4,1.1.3,illusie:I:pdf:p019-p360,20,2,ILL-SP-239-020-07,Diagramme exact de restriction,Diagramme exact de restriction,Exact restriction diagram,illusie:I:pdf,1855B49FE461B13B1CBAEE1341C8FC3E3E0CDDC034C54ABEC1165AF061B90A56,verified,ILL-TX-20260804-0017,Native TikZ exact diagram checked against two controlling 5000 dpi-equivalent crops.
ILL-CCD:LNM239:CH1:S1:1:p5,ILL-CCD:CORPUS,ILL-CCD:LNM239:VOL,paragraph,ILL-CCD:LNM239:CH1:S1:1,5,illusie:I:pdf:p019-p360,20-21,2-3,ILL-SP-239-020-08,Augmentation d'un objet simplicial,Augmentation d'un objet simplicial,Augmentation of a simplicial object,illusie:I:pdf,1855B49FE461B13B1CBAEE1341C8FC3E3E0CDDC034C54ABEC1165AF061B90A56,verified,ILL-TR-20260804-0020,Paragraph begun on physical page 20 is closed by the explicitly aligned continuation on physical page 21.
ILL-CCD:LNM239:CH1:p003,ILL-CCD:CORPUS,ILL-CCD:LNM239:VOL,page,ILL-CCD:LNM239:CH1,,illusie:I:pdf:p019-p360,21,3,ILL-SP-239-021-01,Page 3,Page 3,Page 3,illusie:I:pdf,1855B49FE461B13B1CBAEE1341C8FC3E3E0CDDC034C54ABEC1165AF061B90A56,verified,ILL-TX-20260804-0018,Physical page container; all mathematical content is represented by child units.
ILL-CCD:LNM239:CH1:S1:1:p5c1,ILL-CCD:CORPUS,ILL-CCD:LNM239:VOL,paragraph_continuation,ILL-CCD:LNM239:CH1:S1:1:p5,5,illusie:I:pdf:p019-p360,21,3,ILL-SP-239-021-02,Clôture de l'augmentation,Clôture de l'augmentation,Closure of the augmentation paragraph,illusie:I:pdf,1855B49FE461B13B1CBAEE1341C8FC3E3E0CDDC034C54ABEC1165AF061B90A56,verified,ILL-TR-20260804-0020,Explicit continuation and closure after the prior page's valeurs / with values.
ILL-CCD:LNM239:CH1:S1:1:p6,ILL-CCD:CORPUS,ILL-CCD:LNM239:VOL,paragraph,ILL-CCD:LNM239:CH1:S1:1,6,illusie:I:pdf:p019-p360,21,3,ILL-SP-239-021-03,Conoyau représentable et pi_0,Conoyau représentable et pi_0,Representable coequalizer and pi_0,illusie:I:pdf,1855B49FE461B13B1CBAEE1341C8FC3E3E0CDDC034C54ABEC1165AF061B90A56,verified,ILL-TR-20260804-0020,Defines pi_0(Z) and its adjunction with the constant simplicial object functor.
ILL-CCD:LNM239:CH1:S1:1:eq4,ILL-CCD:CORPUS,ILL-CCD:LNM239:VOL,equation,ILL-CCD:LNM239:CH1:S1:1:p6,1.1.4,illusie:I:pdf:p019-p360,21,3,ILL-SP-239-021-04,Isomorphisme Hom par pi_0,Isomorphisme Hom par pi_0,Hom isomorphism through pi_0,illusie:I:pdf,1855B49FE461B13B1CBAEE1341C8FC3E3E0CDDC034C54ABEC1165AF061B90A56,verified,ILL-TX-20260804-0018,Numbered isomorphism directly checked at 5000 dpi-equivalent.
ILL-CCD:LNM239:CH1:S1:1:d4,ILL-CCD:CORPUS,ILL-CCD:LNM239:VOL,displayed_formula,ILL-CCD:LNM239:CH1:S1:1:p6,unnumbered,illusie:I:pdf:p019-p360,21,3,ILL-SP-239-021-05,Suite de trois foncteurs adjoints,Suite de trois foncteurs adjoints,Triple of adjoint functors,illusie:I:pdf,1855B49FE461B13B1CBAEE1341C8FC3E3E0CDDC034C54ABEC1165AF061B90A56,verified_corrected_punctuation,ILL-TX-20260804-0018,The corrected French inserts the visibly omitted comma between K(- 0) and (-)_0; diplomatic French preserves its absence.
ILL-CCD:LNM239:CH1:S1:1:p7,ILL-CCD:CORPUS,ILL-CCD:LNM239:VOL,definition,ILL-CCD:LNM239:CH1:S1:1,1.1.5,illusie:I:pdf:p019-p360,21,3,ILL-SP-239-021-06,Définition d'une homotopie,Définition d'une homotopie,Definition of a homotopy,illusie:I:pdf,1855B49FE461B13B1CBAEE1341C8FC3E3E0CDDC034C54ABEC1165AF061B90A56,verified,ILL-TR-20260804-0020,Preserves the direct citation token and the family of component morphisms indexed by arrows to [0 1].
ILL-CCD:LNM239:CH1:S1:1:d5,ILL-CCD:CORPUS,ILL-CCD:LNM239:VOL,diagram,ILL-CCD:LNM239:CH1:S1:1:p7,1.1.5(i)-triangle,illusie:I:pdf:p019-p360,21,3,ILL-SP-239-021-07,Triangle commutatif de Delta,Triangle commutatif de Delta,Commutative triangle in Delta,illusie:I:pdf,1855B49FE461B13B1CBAEE1341C8FC3E3E0CDDC034C54ABEC1165AF061B90A56,verified,ILL-TX-20260804-0018,Native TikZ triangle checked against the controlling 5000 dpi-equivalent crop.
ILL-CCD:LNM239:CH1:S1:1:d6,ILL-CCD:CORPUS,ILL-CCD:LNM239:VOL,diagram,ILL-CCD:LNM239:CH1:S1:1:p7,1.1.5(i)-square,illusie:I:pdf:p019-p360,21,3,ILL-SP-239-021-08,Carré de naturalité,Carré de naturalité,Naturality square,illusie:I:pdf,1855B49FE461B13B1CBAEE1341C8FC3E3E0CDDC034C54ABEC1165AF061B90A56,verified,ILL-TX-20260804-0018,Native TikZ square checked against separate upper and lower controlling 5000 dpi-equivalent crops.
ILL-CCD:LNM239:CH1:S1:1:p8,ILL-CCD:CORPUS,ILL-CCD:LNM239:VOL,definition_clause,ILL-CCD:LNM239:CH1:S1:1:p7,1.1.5(ii),illusie:I:pdf:p019-p360,21,3,ILL-SP-239-021-09,Conditions aux extrémités,Conditions aux extrémités,Endpoint conditions,illusie:I:pdf,1855B49FE461B13B1CBAEE1341C8FC3E3E0CDDC034C54ABEC1165AF061B90A56,verified,ILL-TR-20260804-0020,The two endpoint restrictions recover u_0 and u_1.
ILL-CCD:LNM239:CH1:S1:1:p9,ILL-CCD:CORPUS,ILL-CCD:LNM239:VOL,paragraph,ILL-CCD:LNM239:CH1:S1:1,7,illusie:I:pdf:p019-p360,21-22,3-4,ILL-SP-239-021-10,Précomposition d'une homotopie,Précomposition d'une homotopie,Precomposition of a homotopy,illusie:I:pdf,1855B49FE461B13B1CBAEE1341C8FC3E3E0CDDC034C54ABEC1165AF061B90A56,verified_completed_by_p9c1,ILL-TR-20260804-0021,The initial fragment on physical page 21 is completed by p9c1 on physical page 22; the printed phrase une flèche de C remains preserved pending direct erratum evidence.
ILL-CCD:LNM239:CH1:p004,ILL-CCD:CORPUS,ILL-CCD:LNM239:VOL,page,ILL-CCD:LNM239:CH1,,illusie:I:pdf:p019-p360,22,4,ILL-SP-239-022-01,Page 4,Page 4,Page 4,illusie:I:pdf,1855B49FE461B13B1CBAEE1341C8FC3E3E0CDDC034C54ABEC1165AF061B90A56,verified,ILL-TX-20260804-0019,Physical page container; all mathematical content is represented by child units.
ILL-CCD:LNM239:CH1:S1:1:p9c1,ILL-CCD:CORPUS,ILL-CCD:LNM239:VOL,paragraph_continuation,ILL-CCD:LNM239:CH1:S1:1:p9,7,illusie:I:pdf:p019-p360,22,4,ILL-SP-239-022-02,Compatibilité de l'homotopie,Compatibilité de l'homotopie,Compatibility of homotopy,illusie:I:pdf,1855B49FE461B13B1CBAEE1341C8FC3E3E0CDDC034C54ABEC1165AF061B90A56,verified,ILL-TR-20260804-0021,Closes the precomposition sentence then establishes postcomposition functoriality and the generated homotopy relation.
ILL-CCD:LNM239:CH1:S1:1:eq5,ILL-CCD:CORPUS,ILL-CCD:LNM239:VOL,equation,ILL-CCD:LNM239:CH1:S1:1:p9c1,1.1.5.1,illusie:I:pdf:p019-p360,22,4,ILL-SP-239-022-03,Catégorie Hotsimpl(C),Catégorie Hotsimpl(C),Category Hotsimpl(C),illusie:I:pdf,1855B49FE461B13B1CBAEE1341C8FC3E3E0CDDC034C54ABEC1165AF061B90A56,verified,ILL-TX-20260804-0019,Number and exact category spelling directly checked at 1100 and 5000 dpi-equivalent.
ILL-CCD:LNM239:CH1:S1:1:p10,ILL-CCD:CORPUS,ILL-CCD:LNM239:VOL,paragraph,ILL-CCD:LNM239:CH1:S1:1,8,illusie:I:pdf:p019-p360,22,4,ILL-SP-239-022-04,Objets simpliciaux à homotopie près,Objets simpliciaux à homotopie près,Simplicial objects up to homotopy,illusie:I:pdf,1855B49FE461B13B1CBAEE1341C8FC3E3E0CDDC034C54ABEC1165AF061B90A56,verified,ILL-TR-20260804-0021,Defines the objects and morphisms of Hotsimpl(C).
ILL-CCD:LNM239:CH1:S1:1:d7,ILL-CCD:CORPUS,ILL-CCD:LNM239:VOL,displayed_formula,ILL-CCD:LNM239:CH1:S1:1:p10,unnumbered,illusie:I:pdf:p019-p360,22,4,ILL-SP-239-022-05,Foncteur vers Hotsimpl(C),Foncteur vers Hotsimpl(C),Functor to Hotsimpl(C),illusie:I:pdf,1855B49FE461B13B1CBAEE1341C8FC3E3E0CDDC034C54ABEC1165AF061B90A56,verified,ILL-TX-20260804-0019,Native TeX arrow direction checked directly at 5000 dpi-equivalent.
ILL-CCD:LNM239:CH1:S1:1:p11,ILL-CCD:CORPUS,ILL-CCD:LNM239:VOL,paragraph,ILL-CCD:LNM239:CH1:S1:1,9,illusie:I:pdf:p019-p360,22,4,ILL-SP-239-022-06,Équivalences d'homotopie et fonctorialité,Équivalences d'homotopie et fonctorialité,Homotopy equivalences and functoriality,illusie:I:pdf,1855B49FE461B13B1CBAEE1341C8FC3E3E0CDDC034C54ABEC1165AF061B90A56,verified,ILL-TR-20260804-0021,Preserves the source synonym homotopisme and both induced-functor directions.
ILL-CCD:LNM239:CH1:S1:1:p12,ILL-CCD:CORPUS,ILL-CCD:LNM239:VOL,paragraph,ILL-CCD:LNM239:CH1:S1:1,10,illusie:I:pdf:p019-p360,22,4,ILL-SP-239-022-07,Analogue cosimplicial,Analogue cosimplicial,Cosimplicial analogue,illusie:I:pdf,1855B49FE461B13B1CBAEE1341C8FC3E3E0CDDC034C54ABEC1165AF061B90A56,verified,ILL-TR-20260804-0021,Defines the analogous category Hotcosimpl(C).
ILL-CCD:LNM239:CH1:S1:1:p13,ILL-CCD:CORPUS,ILL-CCD:LNM239:VOL,definition,ILL-CCD:LNM239:CH1:S1:1,1.1.6,illusie:I:pdf:p019-p360,22,4,ILL-SP-239-022-08,Homotopies relatives,Homotopies relatives,Relative homotopies,illusie:I:pdf,1855B49FE461B13B1CBAEE1341C8FC3E3E0CDDC034C54ABEC1165AF061B90A56,verified,ILL-TR-20260804-0021,Introduces p:E->B and the directly printed extension notation Simp(p).
ILL-CCD:LNM239:CH1:S1:1:p14,ILL-CCD:CORPUS,ILL-CCD:LNM239:VOL,definition_clause,ILL-CCD:LNM239:CH1:S1:1:p13,1.1.6-relative-condition,illusie:I:pdf:p019-p360,22,4,ILL-SP-239-022-09,Condition d'homotopie relative,Condition d'homotopie relative,Relative-homotopy condition,illusie:I:pdf,1855B49FE461B13B1CBAEE1341C8FC3E3E0CDDC034C54ABEC1165AF061B90A56,verified_open_continues_p023,ILL-TR-20260804-0021,Preserves p(u)_s=f_a and the S-homotopy identity case; sentence continues on physical page 23.
