review_sequence,occurrence_id,term_id,concept,language,source_candidate_sense_ids,surface_query,normalization_group,logical_source_id,record_id,source_sha256,license_status,locator_path,line_number,quote,quote_sha256,source_domain,source_evidence_tier,review_decision,accepted_sense_id,candidate_sense_ids,adverse_target,reason_code,review_note,evidence_context_class,evidence_family_id,family_role,cross_occurrence_id,review_report,review_report_sha256,review_authority,promotion_status,human_observation_count,pilot_claim
49,OCC-419DC2A2ECAFEF42,T39,group,fr,T39-S1,groupe,T39:fr:groupe,TRANSFER-1508.04495v1-language-source-bodies/romance-germanic-baselines/bodies/french/arxiv_1508_04495v1/1508.04495v1_chapitre1.tex,TRANSFER-0006,34AB8D749F6B9198FCD63A0E3B44ACF27BA3DA37FC6C60188B371BF39F41488E,arxiv_distribution_license_not_reuse_clear,C:\Users\Floris\Documents\Codex\2026-05-26\there-is-currently-an-ongoing-process\interlanguage_localization\01_other_pc_full\language-source-bodies\romance-b3-transfer-ready-20260706\body_files\verified_romance_body_manifest\bodies\french\arxiv_1508_04495v1\1508.04495v1_chapitre1.tex,10,une algèbre de points fixes par l'action d'un groupe fini par $k$-automorphismes sur un produit tensoriel de la forme $\g \otimes …,9FC72A547E194199F2D96086AFBB6CD959607FFF55D6EE15F5FCAB1C78C9C54C,mathematics_mixed,mechanical_context_candidate,accepted_sense_match,T39-S1,,,FINITE_AUTOMORPHISM_GROUP,Finite group acting by automorphisms in running algebra prose.,running_body_semantic_match_internal,,,,review_t36_t40.md,E49904C818014D4BB1E7CFD0D2501842706688A97436C247BC86AF5CD875D9F7,codex_internal_semantic_review_not_human,not_promoted,0,False
50,OCC-7794ADBE2C214D6B,T39,group,pt,T39-S1,grupo,T39:pt:grupo,WIKI-pt-193830-71904594,WIKIHTML-PT-193830-71904594,681C1360B30519250BF7E45563DEB80F345FD7145DCAF36ECAEF89C00712C5D0,declared_cc_by_sa_4_0,C:\Users\Floris\Documents\interlanguage\03_projects\language_management\romance\03_redo_ultra_20260717\corpus\search_text\pt\WIKIHTML-193830-71904594.txt,219,grupo do cubo de Rubik,19E67290BA797AE8A93BD76B6C976F148277665B67FD6042F67791508AA177E7,group_theory,topic_shelf_context_candidate,accepted_sense_match,T39-S1,,,RUBIK_GROUP,Rubik-cube group in a group-theory body.,running_body_semantic_match_internal,,,,review_t36_t40.md,E49904C818014D4BB1E7CFD0D2501842706688A97436C247BC86AF5CD875D9F7,codex_internal_semantic_review_not_human,not_promoted,0,False
51,OCC-DA020128B7CAE444,T39,group,pt,T39-S1,grupo,T39:pt:grupo,WIKI-pt-44171-72178684,WIKITEXT-PT-44171-72178684,9AD8C18F9B4283D019CA5DDAADD605D95ABA17C2AE25D96D2FD57721C7AE1956,declared_cc_by_sa_4_0_project_terms_pending_page_match,C:\Users\Floris\Documents\interlanguage\03_projects\language_management\romance\03_redo_ultra_20260717\corpus\downloaded_wikimedia\pt\44171_72178684_Álgebra.wikitext,24,"Distingue entre diferentes tipos de estruturas algébricas, como [[Grupo (matemática)|grupos]], [[Anel (matemática)|anéis]] e [[Corpo (matemática)|corpos]], com base no número de operações …",C1ED5FD70A20F34EB5BCE765310B8FAB3DA9B26C2A67F3DF4462EBC8A1F83BCE,abstract_algebra,mechanical_context_candidate,accepted_sense_match,T39-S1,,,ALGEBRAIC_STRUCTURE_GROUP,Groups listed as algebraic structures distinguished by operations and axioms.,running_body_semantic_match_internal,,,,review_t36_t40.md,E49904C818014D4BB1E7CFD0D2501842706688A97436C247BC86AF5CD875D9F7,codex_internal_semantic_review_not_human,not_promoted,0,False
52,OCC-3DE23B6F04BF8FD8,T39,group,pt,T39-S1,grupo,T39:pt:grupo,WIKI-pt-60301-68734795,WIKIHTML-PT-60301-68734795,E242C0297FB17E1248FC5E01F55430DAE8691F57B55EAF70F6B05DF4EB72E2AB,declared_cc_by_sa_4_0,C:\Users\Floris\Documents\interlanguage\03_projects\language_management\romance\03_redo_ultra_20260717\corpus\search_text\pt\WIKIHTML-60301-68734795.txt,237,têm uma estrutura de grupo; o grupo é um conceito fundamental em álgebra abstrata.,747FD550F3528EDB49382F2D24462C8F748291656207A7A5A63CE2710275FC70,abstract_algebra,mechanical_context_candidate,accepted_sense_match,T39-S1,,,GROUP_STRUCTURE_EXPLICIT,Rubik permutations are said to have group structure.,running_body_semantic_match_internal,,,,review_t36_t40.md,E49904C818014D4BB1E7CFD0D2501842706688A97436C247BC86AF5CD875D9F7,codex_internal_semantic_review_not_human,not_promoted,0,False
53,OCC-52A474006C2DEF83,T39,group,gl,T39-S1,grupo,T39:gl:grupo,WIKI-gl-169282-7404099,WIKIHTML-GL-169282-7404099,D7EFD0780ABE7DAA443CCE280D946E0B5B19EAD4BFB770B89197D4AB30718C5B,declared_cc_by_sa_4_0,C:\Users\Floris\Documents\interlanguage\03_projects\language_management\romance\03_redo_ultra_20260717\corpus\search_text\gl\WIKIHTML-169282-7404099.txt,40,Grupos de transformación (grupo de automorfismos),2E162158BB1C563577158A63A191ED8733C05F1F34BDEB9A2A43AB364AEC7047,group_theory,topic_shelf_context_candidate,held,,T39-S1,,TOC_COMPOUND_ONLY,Transformation/automorphism group appears only in the contents block.,held_toc_compound,HOLD-T39-GL-TOC-COMPOUND,single_toc_compound,,review_t36_t40.md,E49904C818014D4BB1E7CFD0D2501842706688A97436C247BC86AF5CD875D9F7,codex_internal_semantic_review_not_human,not_promoted,0,False
54,OCC-6CF669324B7C705C,T39,group,gl,T39-S1,grupo,T39:gl:grupo,WIKI-gl-209642-6945035,WIKIHTML-GL-209642-6945035,639F9C1386FDC1626745B699311EE87DCE516D423567DC8FF13AAA2B6FC75338,declared_cc_by_sa_4_0,C:\Users\Floris\Documents\interlanguage\03_projects\language_management\romance\03_redo_ultra_20260717\corpus\search_text\gl\WIKIHTML-209642-6945035.txt,745,) é un grupo abeliano baixo multiplicación. Cada subgrupo finito de,B9974ECF82AFAE66B046544210DE26C705C81155D557CE43485D56808E0CC773,field_theory,mechanical_context_candidate,accepted_sense_match,T39-S1,,,MULTIPLICATIVE_ABELIAN_GROUP,Nonzero field elements form an abelian multiplicative group.,running_body_semantic_match_internal,,,,review_t36_t40.md,E49904C818014D4BB1E7CFD0D2501842706688A97436C247BC86AF5CD875D9F7,codex_internal_semantic_review_not_human,not_promoted,0,False
55,OCC-E3E4B2D2D52A46AB,T39,group,gl,T39-S1,grupo,T39:gl:grupo,WIKI-gl-209662-7399914,WIKIHTML-GL-209662-7399914,1AD85C58AECDFBB402A6680C702D2D5B44E6292B6ECA3B3B48DBC4AE4107724D,declared_cc_by_sa_4_0,C:\Users\Floris\Documents\interlanguage\03_projects\language_management\romance\03_redo_ultra_20260717\corpus\search_text\gl\WIKIHTML-209662-7399914.txt,185,grupo conmutativo,E7351C9BA6ACC2F888422AEF6512CE3E163EEF081A5D9CFE2E1974ABD43F078E,ring_theory,mechanical_context_candidate,accepted_sense_match,T39-S1,,,RING_ADDITIVE_GROUP,Ring definition explicitly requires a commutative group under addition.,running_body_semantic_match_internal,,,,review_t36_t40.md,E49904C818014D4BB1E7CFD0D2501842706688A97436C247BC86AF5CD875D9F7,codex_internal_semantic_review_not_human,not_promoted,0,False
56,OCC-55377C8E1AE83ABF,T39,group,ca,T39-S1,grup,T39:ca:grup,WIKI-ca-151836-36710349,WIKIHTML-CA-151836-36710349,8031691E3AE369F0C96F3140524D5D0981A751AFD7185D38571685149CE8E338,declared_cc_by_sa_4_0,C:\Users\Floris\Documents\interlanguage\03_projects\language_management\romance\03_redo_ultra_20260717\corpus\search_text\ca\WIKIHTML-151836-36710349.txt,134,grup abelià,FE3BAFBF452B3BD7508DBDC630C86995020C1FC3B3FC946ECB6847519F4949D0,module_theory,mechanical_context_candidate,accepted_sense_match,T39-S1,,,MODULE_UNDERLYING_ABELIAN_GROUP,Module structure explicitly includes an abelian group.,running_body_semantic_match_internal,,,,review_t36_t40.md,E49904C818014D4BB1E7CFD0D2501842706688A97436C247BC86AF5CD875D9F7,codex_internal_semantic_review_not_human,not_promoted,0,False
57,OCC-14CC72D19EE87BBD,T39,group,ca,T39-S1,grup,T39:ca:grup,WIKI-ca-290598-37629739,WIKIHTML-CA-290598-37629739,4483145488DFD767A8B931CDB77F99AC18C515D55D463DB07938C10AA1235180,declared_cc_by_sa_4_0,C:\Users\Floris\Documents\interlanguage\03_projects\language_management\romance\03_redo_ultra_20260717\corpus\search_text\ca\WIKIHTML-290598-37629739.txt,173,grup,2B687F9B0A248BEDAC9642EE0E6F8B666DD98A4C992939E0E1D27DB8BD92C544,abstract_algebra,mechanical_context_candidate,accepted_sense_match,T39-S1,,,RUBIK_PERMUTATION_GROUP,Rubik permutations form a group in running abstract-algebra prose.,running_body_semantic_match_internal,,,,review_t36_t40.md,E49904C818014D4BB1E7CFD0D2501842706688A97436C247BC86AF5CD875D9F7,codex_internal_semantic_review_not_human,not_promoted,0,False
58,OCC-83A014E16AE667C4,T39,group,ca,T39-S1,grup,T39:ca:grup,WIKI-ca-41933-37220674,WIKITEXT-CA-41933-37220674,95F87E5056E424ADE187E62601BA6AD70CA86321D9FA79F0331F9EF0497BBEC7,declared_cc_by_sa_4_0_project_terms_pending_page_match,C:\Users\Floris\Documents\interlanguage\03_projects\language_management\romance\03_redo_ultra_20260717\corpus\downloaded_wikimedia\ca\41933_37220674_Anell_matemàtiques.wikitext,2,"* (''A'',+) és un [[grup commutatiu]], és a dir:",B230366278B073581288576F62DABEE9C0C2215A158EC84A037F8C96CD41C21C,ring_theory,mechanical_context_candidate,accepted_sense_match,T39-S1,,,RING_ADDITIVE_GROUP_AXIOMS,"Ring definition supplies additive-group identity, inverses, associativity, and commutativity.",running_body_semantic_match_internal,,,,review_t36_t40.md,E49904C818014D4BB1E7CFD0D2501842706688A97436C247BC86AF5CD875D9F7,codex_internal_semantic_review_not_human,not_promoted,0,False
59,OCC-DB3D55741B058561,T39,group,it,T39-S1,gruppo,T39:it:gruppo,TRANSFER-hexwell_university_notes/it/algebra/forigo/algebra.tex-language-source-bodies/romance-germanic-baselines/bodies/italian/hexwell_university_notes/hexwell_university_notes_it_algebra_forigo_algebra.tex_algebra.tex,TRANSFER-0021,A1DB1D48D3C1A5AAE7426E8218D7EDB93A49CDD7297F61A861EDA292CEFD829E,unresolved_no_explicit_grant,C:\Users\Floris\Documents\Codex\2026-05-26\there-is-currently-an-ongoing-process\interlanguage_localization\01_other_pc_full\language-source-bodies\romance-b3-transfer-ready-20260706\body_files\verified_romance_body_manifest\bodies\italian\hexwell_university_notes\hexwell_university_notes_it_algebra_forigo_algebra.tex_algebra.tex,615,\section{Definizione di Gruppo},13531154791DD22968EA26B77431D2A57C38789C352B33F9C6A2BB6820B3A7BC,abstract_algebra,mechanical_context_candidate,accepted_sense_match,T39-S1,,,EXPLICIT_GROUP_DEFINITION,A monoid is defined as a group when every element has a two-sided inverse.,running_body_semantic_match_internal,,,,review_t36_t40.md,E49904C818014D4BB1E7CFD0D2501842706688A97436C247BC86AF5CD875D9F7,codex_internal_semantic_review_not_human,not_promoted,0,False
60,OCC-A8A9814618AE0147,T39,group,it,T39-S1,gruppo,T39:it:gruppo,WIKI-it-31716-145498082,WIKIHTML-IT-31716-145498082,226CC995643D3F1B325D1BD30D5BD66FA6B18141E2B5AFC2BAB34262C59D9A12,declared_cc_by_sa_4_0,C:\Users\Floris\Documents\interlanguage\03_projects\language_management\romance\03_redo_ultra_20260717\corpus\search_text\it\WIKIHTML-31716-145498082.txt,245,gruppo algebrico,F1ACAA4A0BFC2F1F09616CF1646C462C25598484BB7A8375940739CDEE2408E5,field_theory,mechanical_context_candidate,accepted_sense_match,T39-S1,,,ALGEBRAIC_GROUP_COMPOUND,Algebraic-group use in field/Galois history; the added structure does not change the underlying group sense.,running_body_semantic_match_internal,,,,review_t36_t40.md,E49904C818014D4BB1E7CFD0D2501842706688A97436C247BC86AF5CD875D9F7,codex_internal_semantic_review_not_human,not_promoted,0,False
61,OCC-37D89394364D5BE1,T39,group,it,T39-S1,gruppo,T39:it:gruppo,WIKI-it-33544-138537220,WIKIHTML-IT-33544-138537220,24A7B8E618BC73E1D22A334E7926DFCCD9EAA555005F276153ACF0855CFC9F64,declared_cc_by_sa_4_0,C:\Users\Floris\Documents\interlanguage\03_projects\language_management\romance\03_redo_ultra_20260717\corpus\search_text\it\WIKIHTML-33544-138537220.txt,207,gruppo abeliano,3228EF2402924C32B01AF2F2009117D18000688035301DCEE8306AEE537CDE54,ring_theory,mechanical_context_candidate,accepted_sense_match,T39-S1,,,RING_ADDITIVE_ABELIAN_GROUP,Ring definition explicitly requires an abelian additive group.,running_body_semantic_match_internal,,,,review_t36_t40.md,E49904C818014D4BB1E7CFD0D2501842706688A97436C247BC86AF5CD875D9F7,codex_internal_semantic_review_not_human,not_promoted,0,False
62,OCC-33731D1ACEF74ADB,T39,group,ro,T39-S1,grup,T39:ro:grup,WIKI-ro-12164-17778278,WIKIHTML-RO-12164-17778278,33D905FE61CF9704753FCE22573D97B81117E7014C3CE5A64350F1C3E5401B3A,declared_cc_by_sa_4_0,C:\Users\Floris\Documents\interlanguage\03_projects\language_management\romance\03_redo_ultra_20260717\corpus\search_text\ro\WIKIHTML-12164-17778278.txt,167,grup,2B687F9B0A248BEDAC9642EE0E6F8B666DD98A4C992939E0E1D27DB8BD92C544,ring_theory,mechanical_context_candidate,accepted_sense_match,T39-S1,,,RING_ADDITIVE_ABELIAN_GROUP,Same substantive ring axiom in Romanian.,running_body_semantic_match_internal,,,,review_t36_t40.md,E49904C818014D4BB1E7CFD0D2501842706688A97436C247BC86AF5CD875D9F7,codex_internal_semantic_review_not_human,not_promoted,0,False
63,OCC-B1FBCBA50A6E3598,T39,group,ro,T39-S1,grup,T39:ro:grup,WIKI-ro-2398153-17567738,WIKIHTML-RO-2398153-17567738,7EA192CF87FA81183609981BF8355DFB8959286D9FB95B0D3DF535B071B2FB1B,declared_cc_by_sa_4_0,C:\Users\Floris\Documents\interlanguage\03_projects\language_management\romance\03_redo_ultra_20260717\corpus\search_text\ro\WIKIHTML-2398153-17567738.txt,225,". Conceptul de grup este unul central în algebra abstractă: alte structuri algebrice bine cunoscute, cum …",C5D44650EDA1A41870303A80715EE9366735EF61EEC962327B843DB4F369D1D8,group_theory,topic_shelf_context_candidate,accepted_sense_match,T39-S1,,,GROUP_AS_CORE_ALGEBRAIC_STRUCTURE,Running group-theory prose identifies groups as central algebraic structures.,running_body_semantic_match_internal,,,,review_t36_t40.md,E49904C818014D4BB1E7CFD0D2501842706688A97436C247BC86AF5CD875D9F7,codex_internal_semantic_review_not_human,not_promoted,0,False
64,OCC-FC9D6E83EC11CD01,T39,group,ro,T39-S1,grup,T39:ro:grup,WIKI-ro-752864-17640786,WIKIHTML-RO-752864-17640786,12162FD518131272500F81D1FFC458F943729EC5BAF8FA3D30EB36B355E755DD,declared_cc_by_sa_4_0,C:\Users\Floris\Documents\interlanguage\03_projects\language_management\romance\03_redo_ultra_20260717\corpus\search_text\ro\WIKIHTML-752864-17640786.txt,156,grup,2B687F9B0A248BEDAC9642EE0E6F8B666DD98A4C992939E0E1D27DB8BD92C544,abstract_algebra,mechanical_context_candidate,accepted_sense_match,T39-S1,,,RUBIK_PERMUTATION_GROUP,Rubik permutations form a group in an abstract-algebra body.,running_body_semantic_match_internal,,,,review_t36_t40.md,E49904C818014D4BB1E7CFD0D2501842706688A97436C247BC86AF5CD875D9F7,codex_internal_semantic_review_not_human,not_promoted,0,False
65,OCC-7B369963E48BE528,T40,subgroup,es,T40-S1,subgrupo,T40:es:subgrupo,TRANSFER-2209.02110v1-language-source-bodies/romance-germanic-baselines/bodies/spanish/arxiv_2209_02110v1/2209.02110v1_monoides.tex,TRANSFER-0026,DCDCE1163036490CC4228AFE92E66A58C143843B8525FC22B5E8E58B4242F73D,unresolved,C:\Users\Floris\Documents\Codex\2026-05-26\there-is-currently-an-ongoing-process\interlanguage_localization\01_other_pc_full\language-source-bodies\romance-b3-transfer-ready-20260706\body_files\verified_romance_body_manifest\bodies\spanish\arxiv_2209_02110v1\2209.02110v1_monoides.tex,356,"$h:P\oplus P \to P:(p_{1},p_{2}) \to p_{2}-p_{1}$ es un subgrupo K de P, y $E=h^{-1}(K)$. Por otro lado, la imagen inversa bajo …",0D0E64030CA940BEB8D4FD3D7167BBAB81A920D76ED0A4357927C8BD88EA1745,mathematics_mixed,mechanical_context_candidate,accepted_sense_match,T40-S1,,,ABELIAN_GROUP_CONGRUENCE_SUBGROUP,Image of a congruence under a homomorphism is a subgroup; inverse-image correspondence is stated.,running_body_semantic_match_internal,,,,review_t36_t40.md,E49904C818014D4BB1E7CFD0D2501842706688A97436C247BC86AF5CD875D9F7,codex_internal_semantic_review_not_human,not_promoted,0,False
66,OCC-5AEA21F23E795D59,T40,subgroup,es,T40-S1,subgrupo,T40:es:subgrupo,WIKI-es-12952-173778307,WIKIHTML-ES-12952-173778307,EEBCE0086387EADE2C43A0C2D26391BB2E7F926388AD7101A6318CB910CA4C4C,declared_cc_by_sa_4_0,C:\Users\Floris\Documents\interlanguage\03_projects\language_management\romance\03_redo_ultra_20260717\corpus\search_text\es\WIKIHTML-12952-173778307.txt,399,hecho de que todo grupo finito es un subgrupo de un grupo de permutación.,9D79445404E03438143E4A141C2668BB6C926A508DC4CD65A5443C213D70B9F6,abstract_algebra,mechanical_context_candidate,accepted_sense_match,T40-S1,,,FINITE_GROUP_PERMUTATION_SUBGROUP,Every finite group is a subgroup of a permutation group.,running_body_semantic_match_internal,,,,review_t36_t40.md,E49904C818014D4BB1E7CFD0D2501842706688A97436C247BC86AF5CD875D9F7,codex_internal_semantic_review_not_human,not_promoted,0,False
67,OCC-FC362E206F9784F2,T40,subgroup,es,T40-S1,subgrupo,T40:es:subgrupo,WIKI-es-21349-166023447,WIKIHTML-ES-21349-166023447,9139EFAAAA23BF39BD0E3E3DBF9A49DAD20F0E7629CA31AAE557F6A399712EC9,declared_cc_by_sa_4_0,C:\Users\Floris\Documents\interlanguage\03_projects\language_management\romance\03_redo_ultra_20260717\corpus\search_text\es\WIKIHTML-21349-166023447.txt,625,subgrupo,31EB48EB62BC252083FE37EC2BEFBC8DE73783766B754E250CD90B0488BDA1A3,group_theory,topic_shelf_context_candidate,accepted_sense_match,T40-S1,,,PERMUTATION_SUBGROUP,Any permutation group is a subgroup of the symmetric group.,running_body_semantic_match_internal,,,,review_t36_t40.md,E49904C818014D4BB1E7CFD0D2501842706688A97436C247BC86AF5CD875D9F7,codex_internal_semantic_review_not_human,not_promoted,0,False
68,OCC-0796F59803BE313C,T40,subgroup,fr,T40-S1,sous-groupe,T40:fr:sous groupe,TRANSFER-0911.2903v2-language-source-bodies/romance-germanic-baselines/bodies/french/arxiv_0911_2903v2/0911.2903v2_Exp.1014.B.Keller.tex,TRANSFER-0001,73390B421593C602CCCB45B88EF9FC4AC29831A7684187D95DF9DD0D29D811FF,arxiv_distribution_license_not_reuse_clear,C:\Users\Floris\Documents\Codex\2026-05-26\there-is-currently-an-ongoing-process\interlanguage_localization\01_other_pc_full\language-source-bodies\romance-b3-transfer-ready-20260706\body_files\verified_romance_body_manifest\bodies\french\arxiv_0911_2903v2\0911.2903v2_Exp.1014.B.Keller.tex,1027,o\`u $N$ est un sous-groupe unipotent maximal~:,0F9039A0659C765C7B799C05A8EA2405E13E0B68255AE0F8E82C5FFF0F84F5ED,mathematics_mixed,mechanical_context_candidate,accepted_sense_match,T40-S1,,,MAXIMAL_UNIPOTENT_SUBGROUP,Explicit maximal unipotent subgroup in an algebraic-group setting.,running_body_semantic_match_internal,FAM-T39-T40-FR-SOUS-GROUPE-OVERLAP,full_term_accepted_for_T40,OCC-07552FD5F9AB9323,review_t36_t40.md,E49904C818014D4BB1E7CFD0D2501842706688A97436C247BC86AF5CD875D9F7,codex_internal_semantic_review_not_human,not_promoted,0,False
69,OCC-1638DA12EBC948CE,T40,subgroup,fr,T40-S1,sous-groupe,T40:fr:sous groupe,TRANSFER-1508.04495v1-language-source-bodies/romance-germanic-baselines/bodies/french/arxiv_1508_04495v1/1508.04495v1_chapitre3.tex,TRANSFER-0008,1F95C04BE1959DDAEC3AF3566D9F39D38B815C88FCFBA1BDCA0BBCDE5D88D63E,arxiv_distribution_license_not_reuse_clear,C:\Users\Floris\Documents\Codex\2026-05-26\there-is-currently-an-ongoing-process\interlanguage_localization\01_other_pc_full\language-source-bodies\romance-b3-transfer-ready-20260706\body_files\verified_romance_body_manifest\bodies\french\arxiv_1508_04495v1\1508.04495v1_chapitre3.tex,398,$\MM$. La remarque décrit aussi un cadre d'hypothèses sous lesquelles cette relation d'équivalence sur $P_+$ est celle donnée par les co-ensembles …,7C880751A75364CE333225CAB3EEB7DEF05A05CF2F365CEC059C17C44119C36B,mathematics_mixed,mechanical_context_candidate,accepted_sense_match,T40-S1,,,ROOT_SUBGROUP,`Q=2Z` is explicitly the root subgroup in the additive group `P`.,running_body_semantic_match_internal,,,,review_t36_t40.md,E49904C818014D4BB1E7CFD0D2501842706688A97436C247BC86AF5CD875D9F7,codex_internal_semantic_review_not_human,not_promoted,0,False
70,OCC-32CC9C7A22E14C9D,T40,subgroup,fr,T40-S1,sous-groupe,T40:fr:sous groupe,WIKI-fr-247990-234911105,WIKIHTML-FR-247990-234911105,BAE6A0F2039BD919978824F44415CFD8F76295FD3567C1052567F43CB2D84362,declared_cc_by_sa_4_0,C:\Users\Floris\Documents\interlanguage\03_projects\language_management\romance\03_redo_ultra_20260717\corpus\search_text\fr\WIKIHTML-247990-234911105.txt,583,"N est un sous-groupe de (M,+)",312DA2308F95189E6730763A51F7C71A257624AD7FA3D86F8DD9B15A4D707F44,module_theory,mechanical_context_candidate,accepted_sense_match,T40-S1,,,SUBMODULE_ADDITIVE_SUBGROUP,"Submodule definition requires `N` to be a subgroup of `(M,+)`.",running_body_semantic_match_internal,,,,review_t36_t40.md,E49904C818014D4BB1E7CFD0D2501842706688A97436C247BC86AF5CD875D9F7,codex_internal_semantic_review_not_human,not_promoted,0,False
71,OCC-888E5E66C022FCF0,T40,subgroup,pt,T40-S1,subgrupo,T40:pt:subgrupo,WIKI-pt-193830-71904594,WIKIHTML-PT-193830-71904594,681C1360B30519250BF7E45563DEB80F345FD7145DCAF36ECAEF89C00712C5D0,declared_cc_by_sa_4_0,C:\Users\Floris\Documents\interlanguage\03_projects\language_management\romance\03_redo_ultra_20260717\corpus\search_text\pt\WIKIHTML-193830-71904594.txt,343,subgrupo,31EB48EB62BC252083FE37EC2BEFBC8DE73783766B754E250CD90B0488BDA1A3,group_theory,topic_shelf_context_candidate,accepted_sense_match,T40-S1,,,PERMUTATION_SUBGROUP,Permutation group as subgroup of a symmetric group.,running_body_semantic_match_internal,,,,review_t36_t40.md,E49904C818014D4BB1E7CFD0D2501842706688A97436C247BC86AF5CD875D9F7,codex_internal_semantic_review_not_human,not_promoted,0,False
72,OCC-3C68C3023CC49EBF,T40,subgroup,pt,T40-S1,subgrupo,T40:pt:subgrupo,WIKI-pt-60301-68734795,WIKIHTML-PT-60301-68734795,E242C0297FB17E1248FC5E01F55430DAE8691F57B55EAF70F6B05DF4EB72E2AB,declared_cc_by_sa_4_0,C:\Users\Floris\Documents\interlanguage\03_projects\language_management\romance\03_redo_ultra_20260717\corpus\search_text\pt\WIKIHTML-60301-68734795.txt,369,se G é um subgrupo de S,4E45AF47374B2358F3151FB77F16F4ABD851BF84FFCF0BF339338EFAFED01F85,abstract_algebra,mechanical_context_candidate,accepted_sense_match,T40-S1,,,FINITE_GROUP_PERMUTATION_SUBGROUP,Historical theorem context with `G` a subgroup of `S_5`.,running_body_semantic_match_internal,,,,review_t36_t40.md,E49904C818014D4BB1E7CFD0D2501842706688A97436C247BC86AF5CD875D9F7,codex_internal_semantic_review_not_human,not_promoted,0,False
73,OCC-B72FADC5AAF4B878,T40,subgroup,pt,T40-S1,subgrupo,T40:pt:subgrupo,WIKI-pt-616487-72002999,WIKIHTML-PT-616487-72002999,617BB2A637B1825FD72E43A97AF276FD07F7D54DE85991FD2FC6001E545F693F,declared_cc_by_sa_4_0,C:\Users\Floris\Documents\interlanguage\03_projects\language_management\romance\03_redo_ultra_20260717\corpus\search_text\pt\WIKIHTML-616487-72002999.txt,541,subgrupo,31EB48EB62BC252083FE37EC2BEFBC8DE73783766B754E250CD90B0488BDA1A3,module_theory,mechanical_context_candidate,accepted_sense_match,T40-S1,,,SUBMODULE_ADDITIVE_SUBGROUP,Submodule definition begins with an additive subgroup.,running_body_semantic_match_internal,,,,review_t36_t40.md,E49904C818014D4BB1E7CFD0D2501842706688A97436C247BC86AF5CD875D9F7,codex_internal_semantic_review_not_human,not_promoted,0,False
74,OCC-04721CEC9366402E,T40,subgroup,gl,T40-S1,subgrupo,T40:gl:subgrupo,WIKI-gl-169282-7404099,WIKIHTML-GL-169282-7404099,D7EFD0780ABE7DAA443CCE280D946E0B5B19EAD4BFB770B89197D4AB30718C5B,declared_cc_by_sa_4_0,C:\Users\Floris\Documents\interlanguage\03_projects\language_management\romance\03_redo_ultra_20260717\corpus\search_text\gl\WIKIHTML-169282-7404099.txt,350,subgrupo,31EB48EB62BC252083FE37EC2BEFBC8DE73783766B754E250CD90B0488BDA1A3,group_theory,topic_shelf_context_candidate,accepted_sense_match,T40-S1,,,PERMUTATION_SUBGROUP,Permutation group as subgroup of a symmetric group.,running_body_semantic_match_internal,,,,review_t36_t40.md,E49904C818014D4BB1E7CFD0D2501842706688A97436C247BC86AF5CD875D9F7,codex_internal_semantic_review_not_human,not_promoted,0,False
75,OCC-70526DD139F8B519,T40,subgroup,gl,T40-S1,subgrupo,T40:gl:subgrupo,WIKI-gl-209642-6945035,WIKIHTML-GL-209642-6945035,639F9C1386FDC1626745B699311EE87DCE516D423567DC8FF13AAA2B6FC75338,declared_cc_by_sa_4_0,C:\Users\Floris\Documents\interlanguage\03_projects\language_management\romance\03_redo_ultra_20260717\corpus\search_text\gl\WIKIHTML-209642-6945035.txt,745,) é un grupo abeliano baixo multiplicación. Cada subgrupo finito de,B9974ECF82AFAE66B046544210DE26C705C81155D557CE43485D56808E0CC773,field_theory,mechanical_context_candidate,accepted_sense_match,T40-S1,,,FINITE_MULTIPLICATIVE_SUBGROUP,Finite subgroup of a field’s multiplicative group.,running_body_semantic_match_internal,,,,review_t36_t40.md,E49904C818014D4BB1E7CFD0D2501842706688A97436C247BC86AF5CD875D9F7,codex_internal_semantic_review_not_human,not_promoted,0,False
76,OCC-3A4CA75E48732F90,T40,subgroup,gl,T40-S1,subgrupo,T40:gl:subgrupo,WIKI-gl-209662-7399914,WIKIHTML-GL-209662-7399914,1AD85C58AECDFBB402A6680C702D2D5B44E6292B6ECA3B3B48DBC4AE4107724D,declared_cc_by_sa_4_0,C:\Users\Floris\Documents\interlanguage\03_projects\language_management\romance\03_redo_ultra_20260717\corpus\search_text\gl\WIKIHTML-209662-7399914.txt,647,subgrupo,31EB48EB62BC252083FE37EC2BEFBC8DE73783766B754E250CD90B0488BDA1A3,ring_theory,mechanical_context_candidate,accepted_sense_match,T40-S1,,,SUBRING_ADDITIVE_SUBGROUP,A subring is explicitly an additive subgroup.,running_body_semantic_match_internal,,,,review_t36_t40.md,E49904C818014D4BB1E7CFD0D2501842706688A97436C247BC86AF5CD875D9F7,codex_internal_semantic_review_not_human,not_promoted,0,False
