review_sequence,occurrence_id,term_id,concept,language,source_candidate_sense_ids,surface_query,normalization_group,logical_source_id,record_id,source_sha256,license_status,locator_path,line_number,quote,quote_sha256,source_domain,source_evidence_tier,row_review_decision,support_sense_ids,held_candidate_sense_ids,adverse_targets,support_event_count,adverse_event_count,hold_event_count,review_events_json,reason_code,review_note,evidence_context_class,evidence_family_ids,family_roles,preexisting_review_refs,deduplication_status,review_report,review_report_sha256,review_authority,promotion_status,human_observation_count,pilot_claim
44,OCC-68CFEA47D255FA06,T58,left,pt,T58-S1 | T58-S2,esquerdo,T58:pt:esquerdo,WIKI-pt-44171-72178684,WIKITEXT-PT-44171-72178684,9AD8C18F9B4283D019CA5DDAADD605D95ABA17C2AE25D96D2FD57721C7AE1956,declared_cc_by_sa_4_0_project_terms_pending_page_match,C:\Users\Floris\Documents\interlanguage\03_projects\language_management\romance\03_redo_ultra_20260717\corpus\downloaded_wikimedia\pt\44171_72178684_Álgebra.wikitext,64,"lado. Por exemplo, se subtrairmos 5 do lado esquerdo de uma equação, também precisaremos de subtrair 5 do lado direito para …",38A2827FD2C2D968A4BCBC5A2BCB4A8C98BF4D2567F2110AB8F200071E02F230,abstract_algebra,mechanical_context_candidate,accepted_sense_match,T58-S2,,T58-S1,1,1,0,"[{""event_id"":""REV-OCC-68CFEA47D255FA06-SUPPORT-T58-S2"",""event_type"":""support"",""term_id"":""T58"",""sense_id"":""T58-S2"",""target"":""T58-S2"",""reason_code"":""LEFT_SIDE_OF_EQUATION"",""counting_status"":""review_event"",""preexisting_review_ref"":""""},{""event_id"":""REV-OCC-68CFEA47D255FA06-ADVERSE-T58-S1"",""event_type"":""adverse"",""term_id"":""T58"",""sense_id"":""T58-S1"",""target"":""T58-S1"",""reason_code"":""LEFT_SIDE_OF_EQUATION"",""counting_status"":""review_event"",""preexisting_review_ref"":""""}]",LEFT_SIDE_OF_EQUATION,subtraction on the left side must be mirrored on the right side.,running_body_semantic_match_internal,FAM-PT-ALGEBRA-ARTICLE-SHARED-DOCUMENT,T58_context,,not_preexisting,review_t56_t60.md,426057CA1226BDB5C48E34FD2A4085724D91A287BBAD164FBB50020BB70663FA,codex_internal_semantic_review_not_human,not_promoted,0,False
45,OCC-53ECA28E721E9FF1,T58,left,ca,T58-S1 | T58-S2,esquerra,T58:ca:esquerra,WIKI-ca-151836-36710349,WIKIHTML-CA-151836-36710349,8031691E3AE369F0C96F3140524D5D0981A751AFD7185D38571685149CE8E338,declared_cc_by_sa_4_0,C:\Users\Floris\Documents\interlanguage\03_projects\language_management\romance\03_redo_ultra_20260717\corpus\search_text\ca\WIKIHTML-151836-36710349.txt,34,A-mòduls per l'esquerra,5074AEE082EF23B3B785C67D91B25F46972D9A5C68BC27C8DB96E74D4762B4F1,module_theory,mechanical_context_candidate,held,,T58-S1,,0,0,1,"[{""event_id"":""REV-OCC-53ECA28E721E9FF1-HOLD-T58-S1"",""event_type"":""hold"",""term_id"":""T58"",""sense_id"":""T58-S1"",""target"":""T58-S1"",""reason_code"":""LEFT_MODULE_TOC_ONLY"",""counting_status"":""review_event"",""preexisting_review_ref"":""""}]",LEFT_MODULE_TOC_ONLY,"`A-mòduls per l'esquerra` appears in the page contents, not in the reviewed body locator.",held_navigation_toc,HOLD-T58-CA-LEFT-MODULE-TOC,single_toc_location,,not_preexisting,review_t56_t60.md,426057CA1226BDB5C48E34FD2A4085724D91A287BBAD164FBB50020BB70663FA,codex_internal_semantic_review_not_human,not_promoted,0,False
46,OCC-3F89228E7E90F207,T58,left,ca,T58-S1 | T58-S2,esquerra,T58:ca:esquerra,WIKI-ca-290598-37629739,WIKIHTML-CA-290598-37629739,4483145488DFD767A8B931CDB77F99AC18C515D55D463DB07938C10AA1235180,declared_cc_by_sa_4_0,C:\Users\Floris\Documents\interlanguage\03_projects\language_management\romance\03_redo_ultra_20260717\corpus\search_text\ca\WIKIHTML-290598-37629739.txt,388,"commutativa, associativa, i tenia la propietat cancel·lativa per l'esquerra",A5B2C802DD9557C9DC2818748F643E64E176E66374F0BD17B21AC51AF5D74891,abstract_algebra,mechanical_context_candidate,rejected_adverse,,,T58-S1 | T58-form-admission,0,2,0,"[{""event_id"":""REV-OCC-3F89228E7E90F207-ADVERSE-T58-S1"",""event_type"":""adverse"",""term_id"":""T58"",""sense_id"":""T58-S1"",""target"":""T58-S1"",""reason_code"":""LEFT_CANCELLATION_UNMODELED"",""counting_status"":""review_event"",""preexisting_review_ref"":""""},{""event_id"":""REV-OCC-3F89228E7E90F207-ADVERSE-T58-form-admission"",""event_type"":""adverse"",""term_id"":""T58"",""sense_id"":"""",""target"":""T58-form-admission"",""reason_code"":""LEFT_CANCELLATION_UNMODELED"",""counting_status"":""review_event"",""preexisting_review_ref"":""""}]",LEFT_CANCELLATION_UNMODELED,"left-cancellative is a technical sided property, not a module/group action or ordinary directional sense.",wrong_sense_running_body,,,,not_preexisting,review_t56_t60.md,426057CA1226BDB5C48E34FD2A4085724D91A287BBAD164FBB50020BB70663FA,codex_internal_semantic_review_not_human,not_promoted,0,False
47,OCC-D6826C7EA5413696,T58,left,ca,T58-S1 | T58-S2,esquerra,T58:ca:esquerra,WIKI-ca-41933-37220674,WIKITEXT-CA-41933-37220674,95F87E5056E424ADE187E62601BA6AD70CA86321D9FA79F0331F9EF0497BBEC7,declared_cc_by_sa_4_0_project_terms_pending_page_match,C:\Users\Floris\Documents\interlanguage\03_projects\language_management\romance\03_redo_ultra_20260717\corpus\downloaded_wikimedia\ca\41933_37220674_Anell_matemàtiques.wikitext,31,"{{math|''a'', ''b'', ''c''}} en {{mvar|R}} (propietat distributiva per l'esquerra).",D36900B0FD81C3D72E20935E7325A496E735019B88188BA42C14E541861C6B55,ring_theory,mechanical_context_candidate,rejected_adverse,,,T58-S1 | T58-form-admission,0,2,0,"[{""event_id"":""REV-OCC-D6826C7EA5413696-ADVERSE-T58-S1"",""event_type"":""adverse"",""term_id"":""T58"",""sense_id"":""T58-S1"",""target"":""T58-S1"",""reason_code"":""LEFT_DISTRIBUTIVITY_UNMODELED"",""counting_status"":""review_event"",""preexisting_review_ref"":""""},{""event_id"":""REV-OCC-D6826C7EA5413696-ADVERSE-T58-form-admission"",""event_type"":""adverse"",""term_id"":""T58"",""sense_id"":"""",""target"":""T58-form-admission"",""reason_code"":""LEFT_DISTRIBUTIVITY_UNMODELED"",""counting_status"":""review_event"",""preexisting_review_ref"":""""}]",LEFT_DISTRIBUTIVITY_UNMODELED,left distributivity is a side-qualified operation law outside the modeled action-side sense.,wrong_sense_running_body,,,,not_preexisting,review_t56_t60.md,426057CA1226BDB5C48E34FD2A4085724D91A287BBAD164FBB50020BB70663FA,codex_internal_semantic_review_not_human,not_promoted,0,False
48,OCC-15C907E9A4B4D4DE,T58,left,it,T58-S1 | T58-S2,sinistra,T58:it:sinistra,TRANSFER-hexwell_university_notes/it/algebra/forigo/algebra.tex-language-source-bodies/romance-germanic-baselines/bodies/italian/hexwell_university_notes/hexwell_university_notes_it_algebra_forigo_algebra.tex_algebra.tex,TRANSFER-0021,A1DB1D48D3C1A5AAE7426E8218D7EDB93A49CDD7297F61A861EDA292CEFD829E,unresolved_no_explicit_grant,C:\Users\Floris\Documents\Codex\2026-05-26\there-is-currently-an-ongoing-process\interlanguage_localization\01_other_pc_full\language-source-bodies\romance-b3-transfer-ready-20260706\body_files\verified_romance_body_manifest\bodies\italian\hexwell_university_notes\hexwell_university_notes_it_algebra_forigo_algebra.tex_algebra.tex,278,\subsubsection{Totalità a Sinistra},BBEA540B8CF5E22DA276522236429686AD301CCD062C7390BEBB3C12BF7B1E99,abstract_algebra,mechanical_context_candidate,rejected_adverse,,,T58-S1 | T58-form-admission,0,2,0,"[{""event_id"":""REV-OCC-15C907E9A4B4D4DE-ADVERSE-T58-S1"",""event_type"":""adverse"",""term_id"":""T58"",""sense_id"":""T58-S1"",""target"":""T58-S1"",""reason_code"":""LEFT_TOTAL_RELATION_NOT_ACTION_SIDE"",""counting_status"":""review_event"",""preexisting_review_ref"":""""},{""event_id"":""REV-OCC-15C907E9A4B4D4DE-ADVERSE-T58-form-admission"",""event_type"":""adverse"",""term_id"":""T58"",""sense_id"":"""",""target"":""T58-form-admission"",""reason_code"":""LEFT_TOTAL_RELATION_NOT_ACTION_SIDE"",""counting_status"":""review_event"",""preexisting_review_ref"":""""}]",LEFT_TOTAL_RELATION_NOT_ACTION_SIDE,"`Totalità a Sinistra` names the domain-total property of a relation, absent from T58.",wrong_sense_running_body,FAM-T57-T58-IT-RELATION-TOTALITY-DUAL,left_total_relation,,not_preexisting,review_t56_t60.md,426057CA1226BDB5C48E34FD2A4085724D91A287BBAD164FBB50020BB70663FA,codex_internal_semantic_review_not_human,not_promoted,0,False
49,OCC-E5BB8F8DED7E9C54,T58,left,it,T58-S1 | T58-S2,sinistra,T58:it:sinistra,TRANSFER-hexwell_university_notes/it/analisi1/analisi.tex-language-source-bodies/romance-germanic-baselines/bodies/italian/hexwell_university_notes/hexwell_university_notes_it_analisi1_analisi.tex_analisi.tex,TRANSFER-0022,8186F77B0B0B05762CFF120E0292BEE283439B63EF2CC666F8B6539670B4A829,unresolved_no_explicit_grant,C:\Users\Floris\Documents\Codex\2026-05-26\there-is-currently-an-ongoing-process\interlanguage_localization\01_other_pc_full\language-source-bodies\romance-b3-transfer-ready-20260706\body_files\verified_romance_body_manifest\bodies\italian\hexwell_university_notes\hexwell_university_notes_it_analisi1_analisi.tex_analisi.tex,391,\subsection{Intervallo semi-aperto a sinistra di estremi $a$ e $b$},6F9CF774F3ED089D68FD7EB3D40060356F2B26FC3876DF8447C1DA396706C100,analysis,mechanical_context_candidate,accepted_sense_match,T58-S2,,T58-S1,1,1,0,"[{""event_id"":""REV-OCC-E5BB8F8DED7E9C54-SUPPORT-T58-S2"",""event_type"":""support"",""term_id"":""T58"",""sense_id"":""T58-S2"",""target"":""T58-S2"",""reason_code"":""LEFT_SEMIOPEN_INTERVAL"",""counting_status"":""review_event"",""preexisting_review_ref"":""""},{""event_id"":""REV-OCC-E5BB8F8DED7E9C54-ADVERSE-T58-S1"",""event_type"":""adverse"",""term_id"":""T58"",""sense_id"":""T58-S1"",""target"":""T58-S1"",""reason_code"":""LEFT_SEMIOPEN_INTERVAL"",""counting_status"":""review_event"",""preexisting_review_ref"":""""}]",LEFT_SEMIOPEN_INTERVAL,the interval is semi-open on the left.,running_body_semantic_match_internal,FAM-T57-T58-IT-SEMIOPEN-DUAL,left_semiopen_heading,,not_preexisting,review_t56_t60.md,426057CA1226BDB5C48E34FD2A4085724D91A287BBAD164FBB50020BB70663FA,codex_internal_semantic_review_not_human,not_promoted,0,False
50,OCC-F2B3DE5A05EAE8E0,T58,left,it,T58-S1 | T58-S2,sinistra,T58:it:sinistra,WIKI-it-63266-146300127,WIKIHTML-IT-63266-146300127,E591880DF409832715E0F38F54C64C707FA32391DCB309B9FFDBBE6CD715A898,declared_cc_by_sa_4_0,C:\Users\Floris\Documents\interlanguage\03_projects\language_management\romance\03_redo_ultra_20260717\corpus\search_text\it\WIKIHTML-63266-146300127.txt,246,"nel caso in cui la moltiplicazione destra e sinistra avviene in due anelli diversi, ovvero se",AF1A4AC84D2F97EB8EFFD61BEE95E0AF0557EC44E8404B3948B671A8D35B26CB,module_theory,mechanical_context_candidate,accepted_sense_match,T58-S1,,,1,0,0,"[{""event_id"":""REV-OCC-F2B3DE5A05EAE8E0-SUPPORT-T58-S1"",""event_type"":""support"",""term_id"":""T58"",""sense_id"":""T58-S1"",""target"":""T58-S1"",""reason_code"":""LEFT_BIMODULE_MULTIPLICATION"",""counting_status"":""review_event"",""preexisting_review_ref"":""""}]",LEFT_BIMODULE_MULTIPLICATION,left and right multiplication are assigned to two rings in the bimodule discussion.,running_body_semantic_match_internal,FAM-T57-T58-IT-BIMODULE-SHARED,left_context,,not_preexisting,review_t56_t60.md,426057CA1226BDB5C48E34FD2A4085724D91A287BBAD164FBB50020BB70663FA,codex_internal_semantic_review_not_human,not_promoted,0,False
51,OCC-61A9E355AB51B97C,T58,left,ro,T58-S1 | T58-S2,stanga,T58:ro:stanga,WIKI-ro-2398153-17567738,WIKIHTML-RO-2398153-17567738,7EA192CF87FA81183609981BF8355DFB8959286D9FB95B0D3DF535B071B2FB1B,declared_cc_by_sa_4_0,C:\Users\Floris\Documents\interlanguage\03_projects\language_management\romance\03_redo_ultra_20260717\corpus\search_text\ro\WIKIHTML-2398153-17567738.txt,379,la stânga.,13738A65085E7A34E1ED25864D648EC2C86C46D893A6B7AFF9C21ECAAEDB6FE5,group_theory,mechanical_context_candidate,accepted_sense_match,T58-S1,,,1,0,0,"[{""event_id"":""REV-OCC-61A9E355AB51B97C-SUPPORT-T58-S1"",""event_type"":""support"",""term_id"":""T58"",""sense_id"":""T58-S1"",""target"":""T58-S1"",""reason_code"":""LEFT_REGULAR_ACTION"",""counting_status"":""review_event"",""preexisting_review_ref"":""""}]",LEFT_REGULAR_ACTION,adjacent lines identify the regular representation/action on the left.,running_body_semantic_match_internal,,,,not_preexisting,review_t56_t60.md,426057CA1226BDB5C48E34FD2A4085724D91A287BBAD164FBB50020BB70663FA,codex_internal_semantic_review_not_human,not_promoted,0,False
52,OCC-0FB1FB8434148976,T59,zero divisor,es,T59-S1 | T59-S2 | T59-S3,divisor de cero,T59:es:divisor de cero,WIKI-es-47083-163965223,WIKITEXT-ES-47083-163965223,0CF37605E587E550DD4EB3390E8ED1632DBA20C91CC646B5702AAB6A37DC8D69,declared_cc_by_sa_4_0_project_terms_pending_page_match,C:\Users\Floris\Documents\interlanguage\03_projects\language_management\romance\03_redo_ultra_20260717\corpus\downloaded_wikimedia\es\47083_163965223_Álgebra_sobre_un_cuerpo.wikitext,64,"isomorfismo las únicas álgebras reales alternativas, cuadráticas sin [[Divisor de cero|divisores de cero]] son los reales, los complejos, los cuaterniones, y …",D1C2F4452DD4688E20D006EED8041039B04BD6ED0D788FD64DDB96F67B82A740,abstract_algebra,mechanical_context_candidate,held,,T59-S1 | T59-S2,T59-S3,0,1,2,"[{""event_id"":""REV-OCC-0FB1FB8434148976-ADVERSE-T59-S3"",""event_type"":""adverse"",""term_id"":""T59"",""sense_id"":""T59-S3"",""target"":""T59-S3"",""reason_code"":""UNSIDED_ALTERNATIVE_ALGEBRA_ZERO_DIVISOR"",""counting_status"":""review_event"",""preexisting_review_ref"":""""},{""event_id"":""REV-OCC-0FB1FB8434148976-HOLD-T59-S1"",""event_type"":""hold"",""term_id"":""T59"",""sense_id"":""T59-S1"",""target"":""T59-S1"",""reason_code"":""UNSIDED_ALTERNATIVE_ALGEBRA_ZERO_DIVISOR"",""counting_status"":""review_event"",""preexisting_review_ref"":""""},{""event_id"":""REV-OCC-0FB1FB8434148976-HOLD-T59-S2"",""event_type"":""hold"",""term_id"":""T59"",""sense_id"":""T59-S2"",""target"":""T59-S2"",""reason_code"":""UNSIDED_ALTERNATIVE_ALGEBRA_ZERO_DIVISOR"",""counting_status"":""review_event"",""preexisting_review_ref"":""""}]",UNSIDED_ALTERNATIVE_ALGEBRA_ZERO_DIVISOR,“quadratic alternative algebras without zero divisors” includes noncommutative examples and does not define which element-side sense is meant.,held_sense_underdetermined_running_body,HOLD-T59-ES-UNSIDED-ALTERNATIVE,single_semantic_ambiguity,,not_preexisting,review_t56_t60.md,426057CA1226BDB5C48E34FD2A4085724D91A287BBAD164FBB50020BB70663FA,codex_internal_semantic_review_not_human,not_promoted,0,False
53,OCC-62DBE7DDB05170E7,T59,zero divisor,es,T59-S1 | T59-S2 | T59-S3,divisor de cero,T59:es:divisor de cero,WIKI-es-9303-172514148,WIKITEXT-ES-9303-172514148,9551103B656BF02CE03BE7ED701B67B4EBBFF345C17D41B0F2F50187E880C168,declared_cc_by_sa_4_0_project_terms_pending_page_match,C:\Users\Floris\Documents\interlanguage\03_projects\language_management\romance\03_redo_ultra_20260717\corpus\downloaded_wikimedia\es\9303_172514148_Anillo_matemática.wikitext,104,"multiplicación [[Aritmética modular|modular]], es un anillo finito con [[Divisor de cero|divisores de 0]].",69C2647D363C96F0D025C68C4A4CC1C765C211B2A7E60AC58D5442104CE9A16F,ring_theory,mechanical_context_candidate,accepted_sense_match,T59-S3,,,1,0,0,"[{""event_id"":""REV-OCC-62DBE7DDB05170E7-SUPPORT-T59-S3"",""event_type"":""support"",""term_id"":""T59"",""sense_id"":""T59-S3"",""target"":""T59-S3"",""reason_code"":""COMMUTATIVE_Z6_ZERO_DIVISORS"",""counting_status"":""review_event"",""preexisting_review_ref"":""""}]",COMMUTATIVE_Z6_ZERO_DIVISORS,"Z/6Z under modular operations is a commutative ring with zero divisors, so the unsided commutative sense is exact.",running_body_semantic_match_internal,,,,not_preexisting,review_t56_t60.md,426057CA1226BDB5C48E34FD2A4085724D91A287BBAD164FBB50020BB70663FA,codex_internal_semantic_review_not_human,not_promoted,0,False
54,OCC-6571812329EDA666,T59,zero divisor,fr,T59-S1 | T59-S2 | T59-S3,diviseur de zero,T59:fr:diviseur de zero,TRANSFER-1712.04728v2-language-source-bodies/romance-germanic-baselines/bodies/french/arxiv_1712_04728v2/1712.04728v2_GoingFrench.tex,TRANSFER-0014,0C621CE96BE32CDABAA46C5AB8B14CEC4E43E5BBFC1EC6E6271BBF3945923BC7,arxiv_distribution_license_not_reuse_clear,C:\Users\Floris\Documents\Codex\2026-05-26\there-is-currently-an-ongoing-process\interlanguage_localization\01_other_pc_full\language-source-bodies\romance-b3-transfer-ready-20260706\body_files\verified_romance_body_manifest\bodies\french\arxiv_1712_04728v2\1712.04728v2_GoingFrench.tex,353,\newcommand \ndz {non diviseur de zéro\xspace},9C6547C20248B30B27348DF2A7017599A5D8E8127630843B54A04C64564B30E9,mathematics_mixed,mechanical_context_candidate,held,,T59-S1 | T59-S2 | T59-S3,,0,0,3,"[{""event_id"":""REV-OCC-6571812329EDA666-HOLD-T59-S1"",""event_type"":""hold"",""term_id"":""T59"",""sense_id"":""T59-S1"",""target"":""T59-S1"",""reason_code"":""UNUSED_ZERO_DIVISOR_MACRO"",""counting_status"":""review_event"",""preexisting_review_ref"":""""},{""event_id"":""REV-OCC-6571812329EDA666-HOLD-T59-S2"",""event_type"":""hold"",""term_id"":""T59"",""sense_id"":""T59-S2"",""target"":""T59-S2"",""reason_code"":""UNUSED_ZERO_DIVISOR_MACRO"",""counting_status"":""review_event"",""preexisting_review_ref"":""""},{""event_id"":""REV-OCC-6571812329EDA666-HOLD-T59-S3"",""event_type"":""hold"",""term_id"":""T59"",""sense_id"":""T59-S3"",""target"":""T59-S3"",""reason_code"":""UNUSED_ZERO_DIVISOR_MACRO"",""counting_status"":""review_event"",""preexisting_review_ref"":""""}]",UNUSED_ZERO_DIVISOR_MACRO,`\ndz`/`\ndzs` define “non diviseur(s) de zéro” but occur nowhere else in the file.,held_unused_source_macro,HOLD-T59-FR-UNUSED-MACRO,single_unused_macro,,not_preexisting,review_t56_t60.md,426057CA1226BDB5C48E34FD2A4085724D91A287BBAD164FBB50020BB70663FA,codex_internal_semantic_review_not_human,not_promoted,0,False
55,OCC-2167753D66077A33,T59,zero divisor,fr,T59-S1 | T59-S2 | T59-S3,diviseur de zero,T59:fr:diviseur de zero,WIKI-fr-247990-234911105,WIKIHTML-FR-247990-234911105,BAE6A0F2039BD919978824F44415CFD8F76295FD3567C1052567F43CB2D84362,declared_cc_by_sa_4_0,C:\Users\Floris\Documents\interlanguage\03_projects\language_management\romance\03_redo_ultra_20260717\corpus\search_text\fr\WIKIHTML-247990-234911105.txt,997,Anneau sans diviseur de zéro,A7467B5B82A72D392AB3F5D619D95DCE3FBE9EB6C3EBA31CCD58999DF516EAF8,module_theory,mechanical_context_candidate,held,,T59-S1 | T59-S2,,0,0,2,"[{""event_id"":""REV-OCC-2167753D66077A33-HOLD-T59-S1"",""event_type"":""hold"",""term_id"":""T59"",""sense_id"":""T59-S1"",""target"":""T59-S1"",""reason_code"":""ZERO_DIVISOR_FREE_RING_NAVIGATION"",""counting_status"":""review_event"",""preexisting_review_ref"":""""},{""event_id"":""REV-OCC-2167753D66077A33-HOLD-T59-S2"",""event_type"":""hold"",""term_id"":""T59"",""sense_id"":""T59-S2"",""target"":""T59-S2"",""reason_code"":""ZERO_DIVISOR_FREE_RING_NAVIGATION"",""counting_status"":""review_event"",""preexisting_review_ref"":""""}]",ZERO_DIVISOR_FREE_RING_NAVIGATION,the phrase is a navigation entry and nearby noncommutative labels do not resolve an element-side definition.,held_navigation_template,FAM-T59-FR-WIKIMEDIA-NAVIGATION,ring_theory_navigation,,not_preexisting,review_t56_t60.md,426057CA1226BDB5C48E34FD2A4085724D91A287BBAD164FBB50020BB70663FA,codex_internal_semantic_review_not_human,not_promoted,0,False
56,OCC-30D7814DDF9F0690,T59,zero divisor,fr,T59-S1 | T59-S2 | T59-S3,diviseur de zero,T59:fr:diviseur de zero,WIKI-fr-5276690-237541745,WIKIHTML-FR-5276690-237541745,EAE4334033143AD57B84FF82AB718A7CEFE9EC1CB1FEDE9CC004C5D0738609E2,declared_cc_by_sa_4_0,C:\Users\Floris\Documents\interlanguage\03_projects\language_management\romance\03_redo_ultra_20260717\corpus\search_text\fr\WIKIHTML-5276690-237541745.txt,277,sans diviseur de zéro,4F5FB47D9676E8D72FEBFC5609D12B700514F28D458D66F8700BE76000DB76B1,ring_theory,mechanical_context_candidate,held,,T59-S3,,0,0,1,"[{""event_id"":""REV-OCC-30D7814DDF9F0690-HOLD-T59-S3"",""event_type"":""hold"",""term_id"":""T59"",""sense_id"":""T59-S3"",""target"":""T59-S3"",""reason_code"":""COMMUTATIVE_ZERO_DIVISOR_FREE_NAVIGATION"",""counting_status"":""review_event"",""preexisting_review_ref"":""""}]",COMMUTATIVE_ZERO_DIVISOR_FREE_NAVIGATION,"`commutatif / sans diviseur de zéro / intègre` is template navigation, not running exposition.",held_navigation_template,FAM-T59-FR-WIKIMEDIA-NAVIGATION,algebraic_structures_navigation,,not_preexisting,review_t56_t60.md,426057CA1226BDB5C48E34FD2A4085724D91A287BBAD164FBB50020BB70663FA,codex_internal_semantic_review_not_human,not_promoted,0,False
57,OCC-1F18FCBA6CE7984D,T59,zero divisor,pt,T59-S1 | T59-S2 | T59-S3,divisor de zero,T59:pt:divisor de zero,WIKI-pt-616487-72002999,WIKIHTML-PT-616487-72002999,617BB2A637B1825FD72E43A97AF276FD07F7D54DE85991FD2FC6001E545F693F,declared_cc_by_sa_4_0,C:\Users\Floris\Documents\interlanguage\03_projects\language_management\romance\03_redo_ultra_20260717\corpus\search_text\pt\WIKIHTML-616487-72002999.txt,752,divisor de zero,9CF672FADB6905E00E4AADCCD74C119EA9651852FFDCFE9ED3FA9660F8BF176A,module_theory,mechanical_context_candidate,held,,T59-S1 | T59-S2 | T59-S3,,0,0,3,"[{""event_id"":""REV-OCC-1F18FCBA6CE7984D-HOLD-T59-S1"",""event_type"":""hold"",""term_id"":""T59"",""sense_id"":""T59-S1"",""target"":""T59-S1"",""reason_code"":""UNSIDED_REGULAR_ELEMENT_PARENTHESES"",""counting_status"":""review_event"",""preexisting_review_ref"":""""},{""event_id"":""REV-OCC-1F18FCBA6CE7984D-HOLD-T59-S2"",""event_type"":""hold"",""term_id"":""T59"",""sense_id"":""T59-S2"",""target"":""T59-S2"",""reason_code"":""UNSIDED_REGULAR_ELEMENT_PARENTHESES"",""counting_status"":""review_event"",""preexisting_review_ref"":""""},{""event_id"":""REV-OCC-1F18FCBA6CE7984D-HOLD-T59-S3"",""event_type"":""hold"",""term_id"":""T59"",""sense_id"":""T59-S3"",""target"":""T59-S3"",""reason_code"":""UNSIDED_REGULAR_ELEMENT_PARENTHESES"",""counting_status"":""review_event"",""preexisting_review_ref"":""""}]",UNSIDED_REGULAR_ELEMENT_PARENTHESES,"“regular (not a zero divisor)” does not state whether the ambient ring convention is left, right, or commutative.",held_sense_underdetermined_running_body,HOLD-T59-PT-UNSIDED-REGULAR,single_semantic_ambiguity,,not_preexisting,review_t56_t60.md,426057CA1226BDB5C48E34FD2A4085724D91A287BBAD164FBB50020BB70663FA,codex_internal_semantic_review_not_human,not_promoted,0,False
58,OCC-85B128E346F814B7,T59,zero divisor,pt,T59-S1 | T59-S2 | T59-S3,divisor de zero,T59:pt:divisor de zero,WIKI-pt-9559-68653183,WIKIHTML-PT-9559-68653183,98811C8D5A9E672DE74456F34EA7B1FE129FBF5E5284A50FE8B9770B54178980,declared_cc_by_sa_4_0,C:\Users\Floris\Documents\interlanguage\03_projects\language_management\romance\03_redo_ultra_20260717\corpus\search_text\pt\WIKIHTML-9559-68653183.txt,432,Divisor de zero,4B31966E8D5F635F09162BC14A855F7736E5BFB281307D0D1B11C770FF478F12,ring_theory,mechanical_context_candidate,accepted_sense_match,T59-S1 | T59-S2,,,2,0,0,"[{""event_id"":""REV-OCC-85B128E346F814B7-SUPPORT-T59-S1"",""event_type"":""support"",""term_id"":""T59"",""sense_id"":""T59-S1"",""target"":""T59-S1"",""reason_code"":""EXPLICIT_BOTH_SIDED_ZERO_DIVISOR_FORMULAS"",""counting_status"":""review_event"",""preexisting_review_ref"":""""},{""event_id"":""REV-OCC-85B128E346F814B7-SUPPORT-T59-S2"",""event_type"":""support"",""term_id"":""T59"",""sense_id"":""T59-S2"",""target"":""T59-S2"",""reason_code"":""EXPLICIT_BOTH_SIDED_ZERO_DIVISOR_FORMULAS"",""counting_status"":""review_event"",""preexisting_review_ref"":""""}]",EXPLICIT_BOTH_SIDED_ZERO_DIVISOR_FORMULAS,"retained HTML math gives `a.b=0` or `b.a=0`; the line-text extraction dropped those formulas, but the archived source resolves both modeled senses.",running_body_semantic_match_internal,FAM-T59-PT-BOTH-SIDES-SINGLE-OCCURRENCE,dual_sense_single_occurrence,,not_preexisting,review_t56_t60.md,426057CA1226BDB5C48E34FD2A4085724D91A287BBAD164FBB50020BB70663FA,codex_internal_semantic_review_not_human,not_promoted,0,False
