"PackageNumber","Kind","PathCount","Bytes","SamplePath"
"500","noether_session_output_package","27","222173","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE500_20260705T072400_ROLLING_DELTA_AFTER_PACKAGE499/NOETHER_SESSION_OUTPUT_PACKAGE500_MANIFEST.csv"
"501","noether_session_output_package","25","199784","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE501_20260705T072516_ROLLING_DELTA_AFTER_PACKAGE500/NOETHER_SESSION_OUTPUT_PACKAGE501_MANIFEST.csv"
"502","noether_session_output_package","21","93367","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE502_20260705T072628_ROLLING_DELTA_AFTER_PACKAGE501/NOETHER_SESSION_OUTPUT_PACKAGE502_MANIFEST.csv"
"503","noether_session_output_package","23","599331","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE503_20260705T073018_ROLLING_DELTA_AFTER_PACKAGE502/NOETHER_SESSION_OUTPUT_PACKAGE503_MANIFEST.csv"
"504","noether_session_output_package","23","683204","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE504_20260705T073521_ROLLING_DELTA_AFTER_PACKAGE503/NOETHER_SESSION_OUTPUT_PACKAGE504_MANIFEST.csv"
"505","noether_session_output_package","38","210637","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE505_20260705T073703_ROLLING_DELTA_AFTER_PACKAGE504/NOETHER_SESSION_OUTPUT_PACKAGE505_MANIFEST.csv"
"506","noether_session_output_package","37","99316","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE506_20260705T073830_ROLLING_DELTA_AFTER_PACKAGE505/NOETHER_SESSION_OUTPUT_PACKAGE506_MANIFEST.csv"
"507","noether_session_output_package","24","278542","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE507_20260705T074022_ROLLING_DELTA_AFTER_PACKAGE506/NOETHER_SESSION_OUTPUT_PACKAGE507_MANIFEST.csv"
"508","noether_session_output_package","25","481239","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE508_20260705T074146_ROLLING_DELTA_AFTER_PACKAGE507/NOETHER_SESSION_OUTPUT_PACKAGE508_MANIFEST.csv"
"509","noether_session_output_package","26","315242","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE509_20260705T074302_ROLLING_DELTA_AFTER_PACKAGE508/NOETHER_SESSION_OUTPUT_PACKAGE509_MANIFEST.csv"
"510","noether_session_output_package","25","125959","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE510_20260705T074420_ROLLING_DELTA_AFTER_PACKAGE509/NOETHER_SESSION_OUTPUT_PACKAGE510_MANIFEST.csv"
"511","noether_session_output_package","20","30943","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE511_20260705T074535_ROLLING_DELTA_AFTER_PACKAGE510/NOETHER_SESSION_OUTPUT_PACKAGE511_MANIFEST.csv"
"512","noether_session_output_package","12","8539","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE512_20260705T074647_ROLLING_DELTA_AFTER_PACKAGE511/NOETHER_SESSION_OUTPUT_PACKAGE512_MANIFEST.csv"
"566","generic_package_reference","2","26534","publish_staging/interlanguage-methodology/20260705_noether_pc_package566/Noether_PC_Interlanguage_Package566_RollingDelta_20260705.zip"
"566","pending_zenodo_upload_package","1","1039","manifests/pending-zenodo-uploads/20260705_noether_pc_package566_interlanguage_rollup.json"
"566","source_intake_manifest_package","2","2850","manifests/source-intake/20260705_noether_pc_package566_source_check.json"
"622","noether_session_output_package","3","31674","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE633_20260705T170919_ROLLING_DELTA_AFTER_PACKAGE632/lane_outputs/noether-interlanguage-method-authority/NOETHER_PACKAGE622_632_PAN_TURKIC_SOURCE_BODY_OMISSION_RECHECK_20260705T145745Z.json"
"626","noether_session_output_package","9","46783","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE627_20260705T162957_ROLLING_DELTA_AFTER_PACKAGE626/NOETHER_SESSION_OUTPUT_PACKAGE627_MANIFEST.csv"
"627","noether_session_output_package","21","602477","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE627_20260705T162957_ROLLING_DELTA_AFTER_PACKAGE626/NOETHER_SESSION_OUTPUT_PACKAGE627_MANIFEST.csv"
"628","noether_session_output_package","33","882997","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE628_20260705T163100_ROLLING_DELTA_AFTER_PACKAGE627/NOETHER_SESSION_OUTPUT_PACKAGE628_MANIFEST.csv"
"629","noether_session_output_package","36","512118","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE629_20260705T163214_ROLLING_DELTA_AFTER_PACKAGE628/NOETHER_SESSION_OUTPUT_PACKAGE629_MANIFEST.csv"
"630","noether_session_output_package","29","663846","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE630_20260705T163319_ROLLING_DELTA_AFTER_PACKAGE629/NOETHER_SESSION_OUTPUT_PACKAGE630_MANIFEST.csv"
"631","noether_session_output_package","31","722676","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE631_20260705T163730_ROLLING_DELTA_AFTER_PACKAGE630/NOETHER_SESSION_OUTPUT_PACKAGE631_MANIFEST.csv"
"632","noether_session_output_package","155","3783762","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE632_20260705T164734_ROLLING_DELTA_AFTER_PACKAGE631/NOETHER_SESSION_OUTPUT_PACKAGE632_MANIFEST.csv"
"633","noether_session_output_package","257","10293935","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE633_20260705T170919_ROLLING_DELTA_AFTER_PACKAGE632/NOETHER_SESSION_OUTPUT_PACKAGE633_MANIFEST.csv"
"634","noether_session_output_package","174","7964886","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE634_20260705T171259_ROLLING_DELTA_AFTER_PACKAGE633/NOETHER_SESSION_OUTPUT_PACKAGE634_MANIFEST.csv"
"635","noether_session_output_package","161","3666729","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE635_20260705T171504_ROLLING_DELTA_AFTER_PACKAGE634/NOETHER_SESSION_OUTPUT_PACKAGE635_MANIFEST.csv"
"636","noether_session_output_package","117","3077689","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE636_20260705T171719_ROLLING_DELTA_AFTER_PACKAGE635/NOETHER_SESSION_OUTPUT_PACKAGE636_MANIFEST.csv"
"637","noether_session_output_package","15","617108","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE637_20260705T180014_ROLLING_DELTA_AFTER_PACKAGE636/NOETHER_SESSION_OUTPUT_PACKAGE637_MANIFEST.csv"
