"witness_id","target_family","language_access_target","source_title","source_format","source_url","local_path","bytes","sha256","text_or_aux_local_path","text_or_aux_sha256","video_or_dynamic_routes","source_archive_status","license_permission_signal","topic_language_access_tags","evidence_tier","ethics_authority_note","allowed_current_use","blocked_before","source_csv"
"DGS-SAR-007","Signed language","DGS","University of Goettingen mathematics videos in DGS page","dynamic/API/source/video metadata","https://www.uni-goettingen.de/de/videos%2Bin%2Bdeutscher%2Bgeb%C3%A4rdensprache%2B%28dgs%29/693397.html","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260701T181500Z_r6_signed_language_discovery_gap_pass2\captures\dgs_goettingen_math_videos.html","41503","6691fe457130e30d62df5d35f45be5c992a9da252e2fc84a01b09b18d4ff1389","","","","no_TeX_LaTeX_arXiv_or_eprint_source_archive; dynamic app/API/video route metadata only","license/media/reuse pending; source-owner/reviewer return required","DGS; MINT; mathematics; API; Sign2MINT; SWU metadata; video-route; media-gate","T2 captured video page; T5 media/reuse and DGS reviewer gates missing","Record video-first return questions for math-video route and media permissions.","video-page pointer and reviewer/media question only","no copied mp4, no derived still, no accepted sign, no translation, no surface, no pilot","R6_DGS_DYNAMIC_SOURCE_AUTHORITY_READER_20260701T193000Z.csv"
"DGS-SAR-008","Signed language","DGS","University of Goettingen DGS math-video HEAD metadata","dynamic/API/source/video metadata","https://studip.uni-goettingen.de/plugins.php/mediacastplugin/media/check/...","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260701T193000Z_r6_dgs_dynamic_resolver_capture\dgs_dynamic_resolver_capture_metadata_20260701T193000Z.json","21388","8beefe5d7d933ed5349ae29b2ab2f9e2d1bb789f6da361ff32676701631c3dce","","","","no_TeX_LaTeX_arXiv_or_eprint_source_archive; dynamic app/API/video route metadata only","license/media/reuse pending; source-owner/reviewer return required","DGS; MINT; mathematics; API; Sign2MINT; SWU metadata; video-route; media-gate","T2 route metadata only; media/reuse clearance missing","Ask source owner whether link/embed/copy/still use is allowed.","video route metadata only","no copied mp4, no derived still, no sign acceptance, no translation, no surface, no pilot","R6_DGS_DYNAMIC_SOURCE_AUTHORITY_READER_20260701T193000Z.csv"
"LSQ-CAT-001","Signed language","LSQ","LexiqueLSQ category route: Science et technologie","HTML/source/category/concept pointer","https://lexiquelsq.ca/theme/science-et-technologie/","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260701T181500Z_r6_signed_language_discovery_gap_pass2\captures\lsq_lexiquelsq_home.html","5077561","e105f9eef8548f6129d270f3aa72c560baabd5bebb886c0f52337bd09fce4db2","","","","no_TeX_LaTeX_arXiv_or_eprint_source_archive; LSQ route/category metadata only","Pending source-owner/license return; link pointer only.","LSQ; signed-language; mathematics; STEM; source-route; media-gate; category/concept pointer","T2 local locator capture; category metadata only; reviewer/source-owner return missing","Should this LSQ category route be included in a first STEM source-owner/reviewer return packet, and what scope limits should be recorded?","category pointer for planning and reviewer queue design only","no accepted sign, no lexical equivalence claim, no copied media, no translation, no constructed surface, no pilot","R6_LSQ_STEM_SOURCE_AUTHORITY_READER_20260701T190000Z.csv"
"LSQ-CAT-002","Signed language","LSQ","LexiqueLSQ category route: Mathematique","HTML/source/category/concept pointer","https://lexiquelsq.ca/theme/mathematique/","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260701T181500Z_r6_signed_language_discovery_gap_pass2\captures\lsq_lexiquelsq_home.html","5077561","e105f9eef8548f6129d270f3aa72c560baabd5bebb886c0f52337bd09fce4db2","","","","no_TeX_LaTeX_arXiv_or_eprint_source_archive; LSQ route/category metadata only","Pending source-owner/license return; link pointer only.","LSQ; signed-language; mathematics; STEM; source-route; media-gate; category/concept pointer","T2 local locator capture; category metadata only; reviewer/source-owner return missing","Should this LSQ category route be included in a first STEM source-owner/reviewer return packet, and what scope limits should be recorded?","category pointer for planning and reviewer queue design only","no accepted sign, no lexical equivalence claim, no copied media, no translation, no constructed surface, no pilot","R6_LSQ_STEM_SOURCE_AUTHORITY_READER_20260701T190000Z.csv"
"LSQ-CAT-003","Signed language","LSQ","LexiqueLSQ category route: Arithmetique","HTML/source/category/concept pointer","https://lexiquelsq.ca/theme/arithmetique/","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260701T181500Z_r6_signed_language_discovery_gap_pass2\captures\lsq_lexiquelsq_home.html","5077561","e105f9eef8548f6129d270f3aa72c560baabd5bebb886c0f52337bd09fce4db2","","","","no_TeX_LaTeX_arXiv_or_eprint_source_archive; LSQ route/category metadata only","Pending source-owner/license return; link pointer only.","LSQ; signed-language; mathematics; STEM; source-route; media-gate; category/concept pointer","T2 local locator capture; category metadata only; reviewer/source-owner return missing","Should this LSQ category route be included in a first STEM source-owner/reviewer return packet, and what scope limits should be recorded?","category pointer for planning and reviewer queue design only","no accepted sign, no lexical equivalence claim, no copied media, no translation, no constructed surface, no pilot","R6_LSQ_STEM_SOURCE_AUTHORITY_READER_20260701T190000Z.csv"
"LSQ-CAT-004","Signed language","LSQ","LexiqueLSQ category route: Algebre","HTML/source/category/concept pointer","https://lexiquelsq.ca/theme/algebre/","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260701T181500Z_r6_signed_language_discovery_gap_pass2\captures\lsq_lexiquelsq_home.html","5077561","e105f9eef8548f6129d270f3aa72c560baabd5bebb886c0f52337bd09fce4db2","","","","no_TeX_LaTeX_arXiv_or_eprint_source_archive; LSQ route/category metadata only","Pending source-owner/license return; link pointer only.","LSQ; signed-language; mathematics; STEM; source-route; media-gate; category/concept pointer","T2 local locator capture; category metadata only; reviewer/source-owner return missing","Should this LSQ category route be included in a first STEM source-owner/reviewer return packet, and what scope limits should be recorded?","category pointer for planning and reviewer queue design only","no accepted sign, no lexical equivalence claim, no copied media, no translation, no constructed surface, no pilot","R6_LSQ_STEM_SOURCE_AUTHORITY_READER_20260701T190000Z.csv"
"LSQ-CAT-005","Signed language","LSQ","LexiqueLSQ category route: Probabilites","HTML/source/category/concept pointer","https://lexiquelsq.ca/theme/probabilites/","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260701T181500Z_r6_signed_language_discovery_gap_pass2\captures\lsq_lexiquelsq_home.html","5077561","e105f9eef8548f6129d270f3aa72c560baabd5bebb886c0f52337bd09fce4db2","","","","no_TeX_LaTeX_arXiv_or_eprint_source_archive; LSQ route/category metadata only","Pending source-owner/license return; link pointer only.","LSQ; signed-language; mathematics; STEM; source-route; media-gate; category/concept pointer","T2 local locator capture; category metadata only; reviewer/source-owner return missing","Should this LSQ category route be included in a first STEM source-owner/reviewer return packet, and what scope limits should be recorded?","category pointer for planning and reviewer queue design only","no accepted sign, no lexical equivalence claim, no copied media, no translation, no constructed surface, no pilot","R6_LSQ_STEM_SOURCE_AUTHORITY_READER_20260701T190000Z.csv"
"LSQ-CAT-006","Signed language","LSQ","LexiqueLSQ category route: Statistique","HTML/source/category/concept pointer","https://lexiquelsq.ca/theme/statistique/","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260701T181500Z_r6_signed_language_discovery_gap_pass2\captures\lsq_lexiquelsq_home.html","5077561","e105f9eef8548f6129d270f3aa72c560baabd5bebb886c0f52337bd09fce4db2","","","","no_TeX_LaTeX_arXiv_or_eprint_source_archive; LSQ route/category metadata only","Pending source-owner/license return; link pointer only.","LSQ; signed-language; mathematics; STEM; source-route; media-gate; category/concept pointer","T2 local locator capture; category metadata only; reviewer/source-owner return missing","Should this LSQ category route be included in a first STEM source-owner/reviewer return packet, and what scope limits should be recorded?","category pointer for planning and reviewer queue design only","no accepted sign, no lexical equivalence claim, no copied media, no translation, no constructed surface, no pilot","R6_LSQ_STEM_SOURCE_AUTHORITY_READER_20260701T190000Z.csv"
"LSQ-CAT-007","Signed language","LSQ","LexiqueLSQ category route: Geometrie","HTML/source/category/concept pointer","https://lexiquelsq.ca/theme/geometrie/","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260701T181500Z_r6_signed_language_discovery_gap_pass2\captures\lsq_lexiquelsq_home.html","5077561","e105f9eef8548f6129d270f3aa72c560baabd5bebb886c0f52337bd09fce4db2","","","","no_TeX_LaTeX_arXiv_or_eprint_source_archive; LSQ route/category metadata only","Pending source-owner/license return; link pointer only.","LSQ; signed-language; mathematics; STEM; source-route; media-gate; category/concept pointer","T2 local locator capture; category metadata only; reviewer/source-owner return missing","Should this LSQ category route be included in a first STEM source-owner/reviewer return packet, and what scope limits should be recorded?","category pointer for planning and reviewer queue design only","no accepted sign, no lexical equivalence claim, no copied media, no translation, no constructed surface, no pilot","R6_LSQ_STEM_SOURCE_AUTHORITY_READER_20260701T190000Z.csv"
"LSQ-CAT-008","Signed language","LSQ","LexiqueLSQ category route: Geometrie analytique","HTML/source/category/concept pointer","https://lexiquelsq.ca/theme/geometrie-analytique/","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260701T181500Z_r6_signed_language_discovery_gap_pass2\captures\lsq_lexiquelsq_home.html","5077561","e105f9eef8548f6129d270f3aa72c560baabd5bebb886c0f52337bd09fce4db2","","","","no_TeX_LaTeX_arXiv_or_eprint_source_archive; LSQ route/category metadata only","Pending source-owner/license return; link pointer only.","LSQ; signed-language; mathematics; STEM; source-route; media-gate; category/concept pointer","T2 local locator capture; category metadata only; reviewer/source-owner return missing","Should this LSQ category route be included in a first STEM source-owner/reviewer return packet, and what scope limits should be recorded?","category pointer for planning and reviewer queue design only","no accepted sign, no lexical equivalence claim, no copied media, no translation, no constructed surface, no pilot","R6_LSQ_STEM_SOURCE_AUTHORITY_READER_20260701T190000Z.csv"
"LSQ-CAT-009","Signed language","LSQ","LexiqueLSQ category route: Graphes","HTML/source/category/concept pointer","https://lexiquelsq.ca/theme/graphes/","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260701T181500Z_r6_signed_language_discovery_gap_pass2\captures\lsq_lexiquelsq_home.html","5077561","e105f9eef8548f6129d270f3aa72c560baabd5bebb886c0f52337bd09fce4db2","","","","no_TeX_LaTeX_arXiv_or_eprint_source_archive; LSQ route/category metadata only","Pending source-owner/license return; link pointer only.","LSQ; signed-language; mathematics; STEM; source-route; media-gate; category/concept pointer","T2 local locator capture; category metadata only; reviewer/source-owner return missing","Should this LSQ category route be included in a first STEM source-owner/reviewer return packet, and what scope limits should be recorded?","category pointer for planning and reviewer queue design only","no accepted sign, no lexical equivalence claim, no copied media, no translation, no constructed surface, no pilot","R6_LSQ_STEM_SOURCE_AUTHORITY_READER_20260701T190000Z.csv"
"LSQ-CAT-010","Signed language","LSQ","LexiqueLSQ category route: Matrices","HTML/source/category/concept pointer","https://lexiquelsq.ca/theme/matrices/","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260701T181500Z_r6_signed_language_discovery_gap_pass2\captures\lsq_lexiquelsq_home.html","5077561","e105f9eef8548f6129d270f3aa72c560baabd5bebb886c0f52337bd09fce4db2","","","","no_TeX_LaTeX_arXiv_or_eprint_source_archive; LSQ route/category metadata only","Pending source-owner/license return; link pointer only.","LSQ; signed-language; mathematics; STEM; source-route; media-gate; category/concept pointer","T2 local locator capture; category metadata only; reviewer/source-owner return missing","Should this LSQ category route be included in a first STEM source-owner/reviewer return packet, and what scope limits should be recorded?","category pointer for planning and reviewer queue design only","no accepted sign, no lexical equivalence claim, no copied media, no translation, no constructed surface, no pilot","R6_LSQ_STEM_SOURCE_AUTHORITY_READER_20260701T190000Z.csv"
"LSQ-CAT-011","Signed language","LSQ","LexiqueLSQ category route: Mathematiques financieres","HTML/source/category/concept pointer","https://lexiquelsq.ca/theme/mathematiques-financieres/","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260701T181500Z_r6_signed_language_discovery_gap_pass2\captures\lsq_lexiquelsq_home.html","5077561","e105f9eef8548f6129d270f3aa72c560baabd5bebb886c0f52337bd09fce4db2","","","","no_TeX_LaTeX_arXiv_or_eprint_source_archive; LSQ route/category metadata only","Pending source-owner/license return; link pointer only.","LSQ; signed-language; mathematics; STEM; source-route; media-gate; category/concept pointer","T2 local locator capture; category metadata only; reviewer/source-owner return missing","Should this LSQ category route be included in a first STEM source-owner/reviewer return packet, and what scope limits should be recorded?","category pointer for planning and reviewer queue design only","no accepted sign, no lexical equivalence claim, no copied media, no translation, no constructed surface, no pilot","R6_LSQ_STEM_SOURCE_AUTHORITY_READER_20260701T190000Z.csv"
"LSQ-CON-001","Signed language","LSQ","LexiqueLSQ candidate concept pointer: Abscisse","HTML/source/category/concept pointer","https://lexiquelsq.ca/single-word/?word=8193","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260701T181500Z_r6_signed_language_discovery_gap_pass2\captures\lsq_lexiquelsq_home.html","5077561","e105f9eef8548f6129d270f3aa72c560baabd5bebb886c0f52337bd09fce4db2","","","","no_TeX_LaTeX_arXiv_or_eprint_source_archive; LSQ route/category metadata only","Pending source-owner/license return; link pointer only.","LSQ; signed-language; mathematics; STEM; source-route; media-gate; category/concept pointer","T2 local locator capture; written label metadata only; no video/sign review yet","If LSQ STEM review opens, should this concept be reviewed first, split by context/grade/variant, or held out of scope?","candidate concept pointer for later reviewer/source-owner queue design only","no accepted LSQ sign, no visual lexical item, no copied video/media, no translation, no constructed surface, no pilot","R6_LSQ_STEM_SOURCE_AUTHORITY_READER_20260701T190000Z.csv"
"LSQ-CON-002","Signed language","LSQ","LexiqueLSQ candidate concept pointer: Amplitude","HTML/source/category/concept pointer","https://lexiquelsq.ca/single-word/?word=406","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260701T181500Z_r6_signed_language_discovery_gap_pass2\captures\lsq_lexiquelsq_home.html","5077561","e105f9eef8548f6129d270f3aa72c560baabd5bebb886c0f52337bd09fce4db2","","","","no_TeX_LaTeX_arXiv_or_eprint_source_archive; LSQ route/category metadata only","Pending source-owner/license return; link pointer only.","LSQ; signed-language; mathematics; STEM; source-route; media-gate; category/concept pointer","T2 local locator capture; written label metadata only; no video/sign review yet","If LSQ STEM review opens, should this concept be reviewed first, split by context/grade/variant, or held out of scope?","candidate concept pointer for later reviewer/source-owner queue design only","no accepted LSQ sign, no visual lexical item, no copied video/media, no translation, no constructed surface, no pilot","R6_LSQ_STEM_SOURCE_AUTHORITY_READER_20260701T190000Z.csv"
"LSQ-CON-003","Signed language","LSQ","LexiqueLSQ candidate concept pointer: Amplitude d'une classe","HTML/source/category/concept pointer","https://lexiquelsq.ca/","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260701T181500Z_r6_signed_language_discovery_gap_pass2\captures\lsq_lexiquelsq_home.html","5077561","e105f9eef8548f6129d270f3aa72c560baabd5bebb886c0f52337bd09fce4db2","","","","no_TeX_LaTeX_arXiv_or_eprint_source_archive; LSQ route/category metadata only","Pending source-owner/license return; link pointer only.","LSQ; signed-language; mathematics; STEM; source-route; media-gate; category/concept pointer","T2 local locator capture; written label metadata only; no video/sign review yet","If LSQ STEM review opens, should this concept be reviewed first, split by context/grade/variant, or held out of scope?","candidate concept pointer for later reviewer/source-owner queue design only","no accepted LSQ sign, no visual lexical item, no copied video/media, no translation, no constructed surface, no pilot","R6_LSQ_STEM_SOURCE_AUTHORITY_READER_20260701T190000Z.csv"
"LSQ-CON-004","Signed language","LSQ","LexiqueLSQ candidate concept pointer: Angle inscrit","HTML/source/category/concept pointer","https://lexiquelsq.ca/single-word/?word=7749","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260701T181500Z_r6_signed_language_discovery_gap_pass2\captures\lsq_lexiquelsq_home.html","5077561","e105f9eef8548f6129d270f3aa72c560baabd5bebb886c0f52337bd09fce4db2","","","","no_TeX_LaTeX_arXiv_or_eprint_source_archive; LSQ route/category metadata only","Pending source-owner/license return; link pointer only.","LSQ; signed-language; mathematics; STEM; source-route; media-gate; category/concept pointer","T2 local locator capture; written label metadata only; no video/sign review yet","If LSQ STEM review opens, should this concept be reviewed first, split by context/grade/variant, or held out of scope?","candidate concept pointer for later reviewer/source-owner queue design only","no accepted LSQ sign, no visual lexical item, no copied video/media, no translation, no constructed surface, no pilot","R6_LSQ_STEM_SOURCE_AUTHORITY_READER_20260701T190000Z.csv"
"LSQ-CON-005","Signed language","LSQ","LexiqueLSQ candidate concept pointer: Binome","HTML/source/category/concept pointer","https://lexiquelsq.ca/single-word/?word=4997","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260701T181500Z_r6_signed_language_discovery_gap_pass2\captures\lsq_lexiquelsq_home.html","5077561","e105f9eef8548f6129d270f3aa72c560baabd5bebb886c0f52337bd09fce4db2","","","","no_TeX_LaTeX_arXiv_or_eprint_source_archive; LSQ route/category metadata only","Pending source-owner/license return; link pointer only.","LSQ; signed-language; mathematics; STEM; source-route; media-gate; category/concept pointer","T2 local locator capture; written label metadata only; no video/sign review yet","If LSQ STEM review opens, should this concept be reviewed first, split by context/grade/variant, or held out of scope?","candidate concept pointer for later reviewer/source-owner queue design only","no accepted LSQ sign, no visual lexical item, no copied video/media, no translation, no constructed surface, no pilot","R6_LSQ_STEM_SOURCE_AUTHORITY_READER_20260701T190000Z.csv"
"LSQ-CON-006","Signed language","LSQ","LexiqueLSQ candidate concept pointer: Nombre rationnel","HTML/source/category/concept pointer","https://lexiquelsq.ca/single-word/?word=6258","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260701T181500Z_r6_signed_language_discovery_gap_pass2\captures\lsq_lexiquelsq_home.html","5077561","e105f9eef8548f6129d270f3aa72c560baabd5bebb886c0f52337bd09fce4db2","","","","no_TeX_LaTeX_arXiv_or_eprint_source_archive; LSQ route/category metadata only","Pending source-owner/license return; link pointer only.","LSQ; signed-language; mathematics; STEM; source-route; media-gate; category/concept pointer","T2 local locator capture; written label metadata only; no video/sign review yet","If LSQ STEM review opens, should this concept be reviewed first, split by context/grade/variant, or held out of scope?","candidate concept pointer for later reviewer/source-owner queue design only","no accepted LSQ sign, no visual lexical item, no copied video/media, no translation, no constructed surface, no pilot","R6_LSQ_STEM_SOURCE_AUTHORITY_READER_20260701T190000Z.csv"
"LSQ-CON-007","Signed language","LSQ","LexiqueLSQ candidate concept pointer: Nombre irrationnel","HTML/source/category/concept pointer","https://lexiquelsq.ca/single-word/?word=6248","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260701T181500Z_r6_signed_language_discovery_gap_pass2\captures\lsq_lexiquelsq_home.html","5077561","e105f9eef8548f6129d270f3aa72c560baabd5bebb886c0f52337bd09fce4db2","","","","no_TeX_LaTeX_arXiv_or_eprint_source_archive; LSQ route/category metadata only","Pending source-owner/license return; link pointer only.","LSQ; signed-language; mathematics; STEM; source-route; media-gate; category/concept pointer","T2 local locator capture; written label metadata only; no video/sign review yet","If LSQ STEM review opens, should this concept be reviewed first, split by context/grade/variant, or held out of scope?","candidate concept pointer for later reviewer/source-owner queue design only","no accepted LSQ sign, no visual lexical item, no copied video/media, no translation, no constructed surface, no pilot","R6_LSQ_STEM_SOURCE_AUTHORITY_READER_20260701T190000Z.csv"
"LSQ-CON-008","Signed language","LSQ","LexiqueLSQ candidate concept pointer: Unite de mesure","HTML/source/category/concept pointer","https://lexiquelsq.ca/single-word/?word=6284","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260701T181500Z_r6_signed_language_discovery_gap_pass2\captures\lsq_lexiquelsq_home.html","5077561","e105f9eef8548f6129d270f3aa72c560baabd5bebb886c0f52337bd09fce4db2","","","","no_TeX_LaTeX_arXiv_or_eprint_source_archive; LSQ route/category metadata only","Pending source-owner/license return; link pointer only.","LSQ; signed-language; mathematics; STEM; source-route; media-gate; category/concept pointer","T2 local locator capture; written label metadata only; no video/sign review yet","If LSQ STEM review opens, should this concept be reviewed first, split by context/grade/variant, or held out of scope?","candidate concept pointer for later reviewer/source-owner queue design only","no accepted LSQ sign, no visual lexical item, no copied video/media, no translation, no constructed surface, no pilot","R6_LSQ_STEM_SOURCE_AUTHORITY_READER_20260701T190000Z.csv"
"LSQ-CON-009","Signed language","LSQ","LexiqueLSQ candidate concept pointer: Reduire une fraction","HTML/source/category/concept pointer","https://lexiquelsq.ca/single-word/?word=7582","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260701T181500Z_r6_signed_language_discovery_gap_pass2\captures\lsq_lexiquelsq_home.html","5077561","e105f9eef8548f6129d270f3aa72c560baabd5bebb886c0f52337bd09fce4db2","","","","no_TeX_LaTeX_arXiv_or_eprint_source_archive; LSQ route/category metadata only","Pending source-owner/license return; link pointer only.","LSQ; signed-language; mathematics; STEM; source-route; media-gate; category/concept pointer","T2 local locator capture; written label metadata only; no video/sign review yet","If LSQ STEM review opens, should this concept be reviewed first, split by context/grade/variant, or held out of scope?","candidate concept pointer for later reviewer/source-owner queue design only","no accepted LSQ sign, no visual lexical item, no copied video/media, no translation, no constructed surface, no pilot","R6_LSQ_STEM_SOURCE_AUTHORITY_READER_20260701T190000Z.csv"
"LSQ-CON-010","Signed language","LSQ","LexiqueLSQ candidate concept pointer: Fonction constante","HTML/source/category/concept pointer","https://lexiquelsq.ca/","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260701T181500Z_r6_signed_language_discovery_gap_pass2\captures\lsq_lexiquelsq_home.html","5077561","e105f9eef8548f6129d270f3aa72c560baabd5bebb886c0f52337bd09fce4db2","","","","no_TeX_LaTeX_arXiv_or_eprint_source_archive; LSQ route/category metadata only","Pending source-owner/license return; link pointer only.","LSQ; signed-language; mathematics; STEM; source-route; media-gate; category/concept pointer","T2 local locator capture; written label metadata only; no video/sign review yet","If LSQ STEM review opens, should this concept be reviewed first, split by context/grade/variant, or held out of scope?","candidate concept pointer for later reviewer/source-owner queue design only","no accepted LSQ sign, no visual lexical item, no copied video/media, no translation, no constructed surface, no pilot","R6_LSQ_STEM_SOURCE_AUTHORITY_READER_20260701T190000Z.csv"
"LSQ-CON-011","Signed language","LSQ","LexiqueLSQ candidate concept pointer: Equation du premier degre a une inconnue","HTML/source/category/concept pointer","https://lexiquelsq.ca/single-word/?word=7426","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260701T181500Z_r6_signed_language_discovery_gap_pass2\captures\lsq_lexiquelsq_home.html","5077561","e105f9eef8548f6129d270f3aa72c560baabd5bebb886c0f52337bd09fce4db2","","","","no_TeX_LaTeX_arXiv_or_eprint_source_archive; LSQ route/category metadata only","Pending source-owner/license return; link pointer only.","LSQ; signed-language; mathematics; STEM; source-route; media-gate; category/concept pointer","T2 local locator capture; written label metadata only; no video/sign review yet","If LSQ STEM review opens, should this concept be reviewed first, split by context/grade/variant, or held out of scope?","candidate concept pointer for later reviewer/source-owner queue design only","no accepted LSQ sign, no visual lexical item, no copied video/media, no translation, no constructed surface, no pilot","R6_LSQ_STEM_SOURCE_AUTHORITY_READER_20260701T190000Z.csv"
"LSQ-CON-012","Signed language","LSQ","LexiqueLSQ candidate concept pointer: Coefficient de proportionnalite","HTML/source/category/concept pointer","https://lexiquelsq.ca/single-word/?word=7556","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260701T181500Z_r6_signed_language_discovery_gap_pass2\captures\lsq_lexiquelsq_home.html","5077561","e105f9eef8548f6129d270f3aa72c560baabd5bebb886c0f52337bd09fce4db2","","","","no_TeX_LaTeX_arXiv_or_eprint_source_archive; LSQ route/category metadata only","Pending source-owner/license return; link pointer only.","LSQ; signed-language; mathematics; STEM; source-route; media-gate; category/concept pointer","T2 local locator capture; written label metadata only; no video/sign review yet","If LSQ STEM review opens, should this concept be reviewed first, split by context/grade/variant, or held out of scope?","candidate concept pointer for later reviewer/source-owner queue design only","no accepted LSQ sign, no visual lexical item, no copied video/media, no translation, no constructed surface, no pilot","R6_LSQ_STEM_SOURCE_AUTHORITY_READER_20260701T190000Z.csv"
"LSQ-CON-013","Signed language","LSQ","LexiqueLSQ candidate concept pointer: Distribution statistique","HTML/source/category/concept pointer","https://lexiquelsq.ca/single-word/?word=8129","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260701T181500Z_r6_signed_language_discovery_gap_pass2\captures\lsq_lexiquelsq_home.html","5077561","e105f9eef8548f6129d270f3aa72c560baabd5bebb886c0f52337bd09fce4db2","","","","no_TeX_LaTeX_arXiv_or_eprint_source_archive; LSQ route/category metadata only","Pending source-owner/license return; link pointer only.","LSQ; signed-language; mathematics; STEM; source-route; media-gate; category/concept pointer","T2 local locator capture; written label metadata only; no video/sign review yet","If LSQ STEM review opens, should this concept be reviewed first, split by context/grade/variant, or held out of scope?","candidate concept pointer for later reviewer/source-owner queue design only","no accepted LSQ sign, no visual lexical item, no copied video/media, no translation, no constructed surface, no pilot","R6_LSQ_STEM_SOURCE_AUTHORITY_READER_20260701T190000Z.csv"
"LSQ-CON-014","Signed language","LSQ","LexiqueLSQ candidate concept pointer: Theorie des graphes","HTML/source/category/concept pointer","https://lexiquelsq.ca/single-word/?word=8189","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260701T181500Z_r6_signed_language_discovery_gap_pass2\captures\lsq_lexiquelsq_home.html","5077561","e105f9eef8548f6129d270f3aa72c560baabd5bebb886c0f52337bd09fce4db2","","","","no_TeX_LaTeX_arXiv_or_eprint_source_archive; LSQ route/category metadata only","Pending source-owner/license return; link pointer only.","LSQ; signed-language; mathematics; STEM; source-route; media-gate; category/concept pointer","T2 local locator capture; written label metadata only; no video/sign review yet","If LSQ STEM review opens, should this concept be reviewed first, split by context/grade/variant, or held out of scope?","candidate concept pointer for later reviewer/source-owner queue design only","no accepted LSQ sign, no visual lexical item, no copied video/media, no translation, no constructed surface, no pilot","R6_LSQ_STEM_SOURCE_AUTHORITY_READER_20260701T190000Z.csv"
