"branch_head_active","previous_branch_head","carry_forward_type","direct_r7_body_change_at_212dfb","branch_effect","c7fb_delta_direct_r7_body_change","c7fb_delta_effect","ledger_id","row_id","ledger_type","allowed_use","blocked_or_adverse_use","source_context","status","boundary"
"c7fb7e644e04102b67cc5da379ba9d4226feaef8","8f7d1cb30ca4347812d05bfbe110b134bb758870","Fable source-use/adverse-evidence carry-forward rows","no","212dfb packages R6/R3/old-B alignment; R7 source-body gap and draft/blocker boundaries carry forward","no","R3/R6/authority packages change method/source-use context only; R7 body tree is branch-visible under language-source-bodies/r7-malay-sea-pacific-20260705 and local R7 payload remains B3-transfer-ready","WC5-CARRY-R7-8F7D1CB-ADVERSE-R7-8F7D1CB-BLOCKER-REC-C2-ID-CONTRAVARIAN-ACADEMIA-GAP-01","REC-C2-ID-CONTRAVARIAN-ACADEMIA-GAP-01","blocker/adverse-source-use","source recovery/blocker tracking","not translation evidence until source gate closes: Local body capture failed with HTTP 403; official/journal source body still needed.","gap_no_body_not_copied","carry-forward-active-recovery","held/blocker/source-use boundary; not translation evidence; no term approval"
"c7fb7e644e04102b67cc5da379ba9d4226feaef8","8f7d1cb30ca4347812d05bfbe110b134bb758870","Fable source-use/adverse-evidence carry-forward rows","no","212dfb packages R6/R3/old-B alignment; R7 source-body gap and draft/blocker boundaries carry forward","no","R3/R6/authority packages change method/source-use context only; R7 body tree is branch-visible under language-source-bodies/r7-malay-sea-pacific-20260705 and local R7 payload remains B3-transfer-ready","WC5-CARRY-R7-8F7D1CB-ADVERSE-R7-8F7D1CB-BLOCKER-R7-REMAINING-CLASSIFICATION-CSV-20260705","R7-REMAINING-CLASSIFICATION-CSV-20260705","blocker/adverse-source-use","source recovery/blocker tracking","not translation evidence until source gate closes: classification ledger only; not source body; not translation authority","source_use_classification_rows","carry-forward-active-recovery","held/blocker/source-use boundary; not translation evidence; no term approval"
"c7fb7e644e04102b67cc5da379ba9d4226feaef8","8f7d1cb30ca4347812d05bfbe110b134bb758870","Fable source-use/adverse-evidence carry-forward rows","no","212dfb packages R6/R3/old-B alignment; R7 source-body gap and draft/blocker boundaries carry forward","no","R3/R6/authority packages change method/source-use context only; R7 body tree is branch-visible under language-source-bodies/r7-malay-sea-pacific-20260705 and local R7 payload remains B3-transfer-ready","WC5-CARRY-R7-8F7D1CB-ADVERSE-R7-8F7D1CB-BLOCKER-R7-REMAINING-CLASSIFICATION-MD-20260705","R7-REMAINING-CLASSIFICATION-MD-20260705","blocker/adverse-source-use","source recovery/blocker tracking","not translation evidence until source gate closes: classification ledger only; not source body; not translation authority","source_use_classification_index","carry-forward-active-recovery","held/blocker/source-use boundary; not translation evidence; no term approval"
"c7fb7e644e04102b67cc5da379ba9d4226feaef8","8f7d1cb30ca4347812d05bfbe110b134bb758870","Fable source-use/adverse-evidence carry-forward rows","no","212dfb packages R6/R3/old-B alignment; R7 source-body gap and draft/blocker boundaries carry forward","no","R3/R6/authority packages change method/source-use context only; R7 body tree is branch-visible under language-source-bodies/r7-malay-sea-pacific-20260705 and local R7 payload remains B3-transfer-ready","WC5-CARRY-R7-8F7D1CB-ADVERSE-WC3-RECOVERY-MALAY-BRUNEI-SINGAPORE-01","","blocker/adverse-source-use","source recovery/blocker tracking","not translation evidence until source gate closes: package has comparator/route/context bodies but no exact source-gated Brunei/Singapore higher-algebra body","Malay/Brunei/Singapore/DBP","active-recovery-search-row","blocker/recovery only"
"c7fb7e644e04102b67cc5da379ba9d4226feaef8","8f7d1cb30ca4347812d05bfbe110b134bb758870","Fable source-use/adverse-evidence carry-forward rows","no","212dfb packages R6/R3/old-B alignment; R7 source-body gap and draft/blocker boundaries carry forward","no","R3/R6/authority packages change method/source-use context only; R7 body tree is branch-visible under language-source-bodies/r7-malay-sea-pacific-20260705 and local R7 payload remains B3-transfer-ready","WC5-CARRY-R7-8F7D1CB-ADVERSE-WC3-RECOVERY-SEA-PACIFIC-01","","blocker/adverse-source-use","source recovery/blocker tracking","not translation evidence until source gate closes: package contains SEA/Pacific route/source-return bodies but insufficient higher-algebra proof source gates","SEA/Pacific non-Indonesian","active-recovery-search-row","blocker/recovery only"
"c7fb7e644e04102b67cc5da379ba9d4226feaef8","8f7d1cb30ca4347812d05bfbe110b134bb758870","Fable source-use/adverse-evidence carry-forward rows","no","212dfb packages R6/R3/old-B alignment; R7 source-body gap and draft/blocker boundaries carry forward","no","R3/R6/authority packages change method/source-use context only; R7 body tree is branch-visible under language-source-bodies/r7-malay-sea-pacific-20260705 and local R7 payload remains B3-transfer-ready","WC5-CARRY-R7-8F7D1CB-ADVERSE-WC3-RECOVERY-TEX-SOURCE-01","","blocker/adverse-source-use","source recovery/blocker tracking","not translation evidence until source gate closes: package includes limited archive/context rows; no blanket source-level math authority established","TeX/source archives","active-recovery-search-row","source-canon/provenance only"
"c7fb7e644e04102b67cc5da379ba9d4226feaef8","8f7d1cb30ca4347812d05bfbe110b134bb758870","Fable source-use/adverse-evidence carry-forward rows","no","212dfb packages R6/R3/old-B alignment; R7 source-body gap and draft/blocker boundaries carry forward","no","R3/R6/authority packages change method/source-use context only; R7 body tree is branch-visible under language-source-bodies/r7-malay-sea-pacific-20260705 and local R7 payload remains B3-transfer-ready","WC5-CARRY-R7-8F7D1CB-ADVERSE-WC3-RECOVERY-EXTRACTION-01","","blocker/adverse-source-use","source recovery/blocker tracking","not translation evidence until source gate closes: 19 source-gated package rows available for scoped draft queues","source-gated Indonesian bodies","active-recovery-search-row","generated-draft/non-canonical only"
"c7fb7e644e04102b67cc5da379ba9d4226feaef8","8f7d1cb30ca4347812d05bfbe110b134bb758870","Fable source-use/adverse-evidence carry-forward rows","no","212dfb packages R6/R3/old-B alignment; R7 source-body gap and draft/blocker boundaries carry forward","no","R3/R6/authority packages change method/source-use context only; R7 body tree is branch-visible under language-source-bodies/r7-malay-sea-pacific-20260705 and local R7 payload remains B3-transfer-ready","WC5-HELD-ADVERSE-MI-ID-GLOS-01","MI-ID-GLOS-01","held-source-use-boundary","source recovery, comparator/route context, blocker tracking, B3 payload transfer with labels","comparator-only; may support recovery/search but not translation authority","comparator_only_body_not_translation_authority","comparator-only-held","held/non-translation-evidence; no accepted terminology or gate promotion"
"c7fb7e644e04102b67cc5da379ba9d4226feaef8","8f7d1cb30ca4347812d05bfbe110b134bb758870","Fable source-use/adverse-evidence carry-forward rows","no","212dfb packages R6/R3/old-B alignment; R7 source-body gap and draft/blocker boundaries carry forward","no","R3/R6/authority packages change method/source-use context only; R7 body tree is branch-visible under language-source-bodies/r7-malay-sea-pacific-20260705 and local R7 payload remains B3-transfer-ready","WC5-HELD-ADVERSE-MI-ID-GLOS-02","MI-ID-GLOS-02","held-source-use-boundary","source recovery, comparator/route context, blocker tracking, B3 payload transfer with labels","comparator-only; may support recovery/search but not translation authority","comparator_only_body_not_translation_authority","comparator-only-held","held/non-translation-evidence; no accepted terminology or gate promotion"
"c7fb7e644e04102b67cc5da379ba9d4226feaef8","8f7d1cb30ca4347812d05bfbe110b134bb758870","Fable source-use/adverse-evidence carry-forward rows","no","212dfb packages R6/R3/old-B alignment; R7 source-body gap and draft/blocker boundaries carry forward","no","R3/R6/authority packages change method/source-use context only; R7 body tree is branch-visible under language-source-bodies/r7-malay-sea-pacific-20260705 and local R7 payload remains B3-transfer-ready","WC5-HELD-ADVERSE-MI-MY-GLOS-01","MI-MY-GLOS-01","held-source-use-boundary","source recovery, comparator/route context, blocker tracking, B3 payload transfer with labels","comparator-only; may support recovery/search but not translation authority","comparator_only_body_not_translation_authority","comparator-only-held","held/non-translation-evidence; no accepted terminology or gate promotion"
"c7fb7e644e04102b67cc5da379ba9d4226feaef8","8f7d1cb30ca4347812d05bfbe110b134bb758870","Fable source-use/adverse-evidence carry-forward rows","no","212dfb packages R6/R3/old-B alignment; R7 source-body gap and draft/blocker boundaries carry forward","no","R3/R6/authority packages change method/source-use context only; R7 body tree is branch-visible under language-source-bodies/r7-malay-sea-pacific-20260705 and local R7 payload remains B3-transfer-ready","WC5-HELD-ADVERSE-MI-MY-GLOS-02","MI-MY-GLOS-02","held-source-use-boundary","source recovery, comparator/route context, blocker tracking, B3 payload transfer with labels","comparator-only; may support recovery/search but not translation authority","comparator_only_body_not_translation_authority","comparator-only-held","held/non-translation-evidence; no accepted terminology or gate promotion"
"c7fb7e644e04102b67cc5da379ba9d4226feaef8","8f7d1cb30ca4347812d05bfbe110b134bb758870","Fable source-use/adverse-evidence carry-forward rows","no","212dfb packages R6/R3/old-B alignment; R7 source-body gap and draft/blocker boundaries carry forward","no","R3/R6/authority packages change method/source-use context only; R7 body tree is branch-visible under language-source-bodies/r7-malay-sea-pacific-20260705 and local R7 payload remains B3-transfer-ready","WC5-HELD-ADVERSE-MI-MY-PRPM-01","MI-MY-PRPM-01","held-source-use-boundary","source recovery, comparator/route context, blocker tracking, B3 payload transfer with labels","comparator-only; may support recovery/search but not translation authority","comparator_only_body_not_translation_authority","comparator-only-held","held/non-translation-evidence; no accepted terminology or gate promotion"
"c7fb7e644e04102b67cc5da379ba9d4226feaef8","8f7d1cb30ca4347812d05bfbe110b134bb758870","Fable source-use/adverse-evidence carry-forward rows","no","212dfb packages R6/R3/old-B alignment; R7 source-body gap and draft/blocker boundaries carry forward","no","R3/R6/authority packages change method/source-use context only; R7 body tree is branch-visible under language-source-bodies/r7-malay-sea-pacific-20260705 and local R7 payload remains B3-transfer-ready","WC5-HELD-ADVERSE-MI-MY-PRPM-02","MI-MY-PRPM-02","held-source-use-boundary","source recovery, comparator/route context, blocker tracking, B3 payload transfer with labels","comparator-only; may support recovery/search but not translation authority","comparator_only_body_not_translation_authority","comparator-only-held","held/non-translation-evidence; no accepted terminology or gate promotion"
"c7fb7e644e04102b67cc5da379ba9d4226feaef8","8f7d1cb30ca4347812d05bfbe110b134bb758870","Fable source-use/adverse-evidence carry-forward rows","no","212dfb packages R6/R3/old-B alignment; R7 source-body gap and draft/blocker boundaries carry forward","no","R3/R6/authority packages change method/source-use context only; R7 body tree is branch-visible under language-source-bodies/r7-malay-sea-pacific-20260705 and local R7 payload remains B3-transfer-ready","WC5-HELD-ADVERSE-MI-MY-PRPM-03","MI-MY-PRPM-03","held-source-use-boundary","source recovery, comparator/route context, blocker tracking, B3 payload transfer with labels","comparator-only; may support recovery/search but not translation authority","comparator_only_body_not_translation_authority","comparator-only-held","held/non-translation-evidence; no accepted terminology or gate promotion"
"c7fb7e644e04102b67cc5da379ba9d4226feaef8","8f7d1cb30ca4347812d05bfbe110b134bb758870","Fable source-use/adverse-evidence carry-forward rows","no","212dfb packages R6/R3/old-B alignment; R7 source-body gap and draft/blocker boundaries carry forward","no","R3/R6/authority packages change method/source-use context only; R7 body tree is branch-visible under language-source-bodies/r7-malay-sea-pacific-20260705 and local R7 payload remains B3-transfer-ready","WC5-HELD-ADVERSE-MI-MY-PRPM-04","MI-MY-PRPM-04","held-source-use-boundary","source recovery, comparator/route context, blocker tracking, B3 payload transfer with labels","comparator-only; may support recovery/search but not translation authority","comparator_only_body_not_translation_authority","comparator-only-held","held/non-translation-evidence; no accepted terminology or gate promotion"
"c7fb7e644e04102b67cc5da379ba9d4226feaef8","8f7d1cb30ca4347812d05bfbe110b134bb758870","Fable source-use/adverse-evidence carry-forward rows","no","212dfb packages R6/R3/old-B alignment; R7 source-body gap and draft/blocker boundaries carry forward","no","R3/R6/authority packages change method/source-use context only; R7 body tree is branch-visible under language-source-bodies/r7-malay-sea-pacific-20260705 and local R7 payload remains B3-transfer-ready","WC5-HELD-ADVERSE-BS-BRUNEI-CTX-01","BS-BRUNEI-CTX-01","held-source-use-boundary","source recovery, comparator/route context, blocker tracking, B3 payload transfer with labels","route-context only; exact target-language higher-algebra source gate missing","route_context_body_not_translation_authority","route-context-held","held/non-translation-evidence; no accepted terminology or gate promotion"
"c7fb7e644e04102b67cc5da379ba9d4226feaef8","8f7d1cb30ca4347812d05bfbe110b134bb758870","Fable source-use/adverse-evidence carry-forward rows","no","212dfb packages R6/R3/old-B alignment; R7 source-body gap and draft/blocker boundaries carry forward","no","R3/R6/authority packages change method/source-use context only; R7 body tree is branch-visible under language-source-bodies/r7-malay-sea-pacific-20260705 and local R7 payload remains B3-transfer-ready","WC5-HELD-ADVERSE-BS-BRUNEI-CTX-02","BS-BRUNEI-CTX-02","held-source-use-boundary","source recovery, comparator/route context, blocker tracking, B3 payload transfer with labels","route-context only; exact target-language higher-algebra source gate missing","route_context_body_not_translation_authority","route-context-held","held/non-translation-evidence; no accepted terminology or gate promotion"
"c7fb7e644e04102b67cc5da379ba9d4226feaef8","8f7d1cb30ca4347812d05bfbe110b134bb758870","Fable source-use/adverse-evidence carry-forward rows","no","212dfb packages R6/R3/old-B alignment; R7 source-body gap and draft/blocker boundaries carry forward","no","R3/R6/authority packages change method/source-use context only; R7 body tree is branch-visible under language-source-bodies/r7-malay-sea-pacific-20260705 and local R7 payload remains B3-transfer-ready","WC5-HELD-ADVERSE-BS-SINGAPORE-CTX-01","BS-SINGAPORE-CTX-01","held-source-use-boundary","source recovery, comparator/route context, blocker tracking, B3 payload transfer with labels","route-context only; exact target-language higher-algebra source gate missing","route_context_body_not_translation_authority","route-context-held","held/non-translation-evidence; no accepted terminology or gate promotion"
"c7fb7e644e04102b67cc5da379ba9d4226feaef8","8f7d1cb30ca4347812d05bfbe110b134bb758870","Fable source-use/adverse-evidence carry-forward rows","no","212dfb packages R6/R3/old-B alignment; R7 source-body gap and draft/blocker boundaries carry forward","no","R3/R6/authority packages change method/source-use context only; R7 body tree is branch-visible under language-source-bodies/r7-malay-sea-pacific-20260705 and local R7 payload remains B3-transfer-ready","WC5-HELD-ADVERSE-BS-BRUNEI-DBP-GAP-01","BS-BRUNEI-DBP-GAP-01","held-source-use-boundary","source recovery, comparator/route context, blocker tracking, B3 payload transfer with labels","gap/no body not copied","gap_no_body_not_copied","gap-no-body-blocked","held/non-translation-evidence; no accepted terminology or gate promotion"
"c7fb7e644e04102b67cc5da379ba9d4226feaef8","8f7d1cb30ca4347812d05bfbe110b134bb758870","Fable source-use/adverse-evidence carry-forward rows","no","212dfb packages R6/R3/old-B alignment; R7 source-body gap and draft/blocker boundaries carry forward","no","R3/R6/authority packages change method/source-use context only; R7 body tree is branch-visible under language-source-bodies/r7-malay-sea-pacific-20260705 and local R7 payload remains B3-transfer-ready","WC5-HELD-ADVERSE-BS-BRUNEI-MOE-01","BS-BRUNEI-MOE-01","held-source-use-boundary","source recovery, comparator/route context, blocker tracking, B3 payload transfer with labels","route-context only; exact target-language higher-algebra source gate missing","route_context_body_not_translation_authority","route-context-held","held/non-translation-evidence; no accepted terminology or gate promotion"
"c7fb7e644e04102b67cc5da379ba9d4226feaef8","8f7d1cb30ca4347812d05bfbe110b134bb758870","Fable source-use/adverse-evidence carry-forward rows","no","212dfb packages R6/R3/old-B alignment; R7 source-body gap and draft/blocker boundaries carry forward","no","R3/R6/authority packages change method/source-use context only; R7 body tree is branch-visible under language-source-bodies/r7-malay-sea-pacific-20260705 and local R7 payload remains B3-transfer-ready","WC5-HELD-ADVERSE-BS-BRUNEI-MOE-02","BS-BRUNEI-MOE-02","held-source-use-boundary","source recovery, comparator/route context, blocker tracking, B3 payload transfer with labels","route-context only; exact target-language higher-algebra source gate missing","route_context_body_not_translation_authority","route-context-held","held/non-translation-evidence; no accepted terminology or gate promotion"
"c7fb7e644e04102b67cc5da379ba9d4226feaef8","8f7d1cb30ca4347812d05bfbe110b134bb758870","Fable source-use/adverse-evidence carry-forward rows","no","212dfb packages R6/R3/old-B alignment; R7 source-body gap and draft/blocker boundaries carry forward","no","R3/R6/authority packages change method/source-use context only; R7 body tree is branch-visible under language-source-bodies/r7-malay-sea-pacific-20260705 and local R7 payload remains B3-transfer-ready","WC5-HELD-ADVERSE-BS-BRUNEI-MOE-03","BS-BRUNEI-MOE-03","held-source-use-boundary","source recovery, comparator/route context, blocker tracking, B3 payload transfer with labels","route-context only; exact target-language higher-algebra source gate missing","route_context_body_not_translation_authority","route-context-held","held/non-translation-evidence; no accepted terminology or gate promotion"
"c7fb7e644e04102b67cc5da379ba9d4226feaef8","8f7d1cb30ca4347812d05bfbe110b134bb758870","Fable source-use/adverse-evidence carry-forward rows","no","212dfb packages R6/R3/old-B alignment; R7 source-body gap and draft/blocker boundaries carry forward","no","R3/R6/authority packages change method/source-use context only; R7 body tree is branch-visible under language-source-bodies/r7-malay-sea-pacific-20260705 and local R7 payload remains B3-transfer-ready","WC5-HELD-ADVERSE-BS-SINGAPORE-MOE-01","BS-SINGAPORE-MOE-01","held-source-use-boundary","source recovery, comparator/route context, blocker tracking, B3 payload transfer with labels","route-context only; exact target-language higher-algebra source gate missing","route_context_body_not_translation_authority","route-context-held","held/non-translation-evidence; no accepted terminology or gate promotion"
"c7fb7e644e04102b67cc5da379ba9d4226feaef8","8f7d1cb30ca4347812d05bfbe110b134bb758870","Fable source-use/adverse-evidence carry-forward rows","no","212dfb packages R6/R3/old-B alignment; R7 source-body gap and draft/blocker boundaries carry forward","no","R3/R6/authority packages change method/source-use context only; R7 body tree is branch-visible under language-source-bodies/r7-malay-sea-pacific-20260705 and local R7 payload remains B3-transfer-ready","WC5-HELD-ADVERSE-BS-SINGAPORE-SEAB-01","BS-SINGAPORE-SEAB-01","held-source-use-boundary","source recovery, comparator/route context, blocker tracking, B3 payload transfer with labels","route-context only; exact target-language higher-algebra source gate missing","route_context_body_not_translation_authority","route-context-held","held/non-translation-evidence; no accepted terminology or gate promotion"
"c7fb7e644e04102b67cc5da379ba9d4226feaef8","8f7d1cb30ca4347812d05bfbe110b134bb758870","Fable source-use/adverse-evidence carry-forward rows","no","212dfb packages R6/R3/old-B alignment; R7 source-body gap and draft/blocker boundaries carry forward","no","R3/R6/authority packages change method/source-use context only; R7 body tree is branch-visible under language-source-bodies/r7-malay-sea-pacific-20260705 and local R7 payload remains B3-transfer-ready","WC5-HELD-ADVERSE-BS-SINGAPORE-SEAB-02","BS-SINGAPORE-SEAB-02","held-source-use-boundary","source recovery, comparator/route context, blocker tracking, B3 payload transfer with labels","route-context only; exact target-language higher-algebra source gate missing","route_context_body_not_translation_authority","route-context-held","held/non-translation-evidence; no accepted terminology or gate promotion"
"c7fb7e644e04102b67cc5da379ba9d4226feaef8","8f7d1cb30ca4347812d05bfbe110b134bb758870","Fable source-use/adverse-evidence carry-forward rows","no","212dfb packages R6/R3/old-B alignment; R7 source-body gap and draft/blocker boundaries carry forward","no","R3/R6/authority packages change method/source-use context only; R7 body tree is branch-visible under language-source-bodies/r7-malay-sea-pacific-20260705 and local R7 payload remains B3-transfer-ready","WC5-HELD-ADVERSE-BS-SINGAPORE-SEAB-03","BS-SINGAPORE-SEAB-03","held-source-use-boundary","source recovery, comparator/route context, blocker tracking, B3 payload transfer with labels","route-context only; exact target-language higher-algebra source gate missing","route_context_body_not_translation_authority","route-context-held","held/non-translation-evidence; no accepted terminology or gate promotion"
"c7fb7e644e04102b67cc5da379ba9d4226feaef8","8f7d1cb30ca4347812d05bfbe110b134bb758870","Fable source-use/adverse-evidence carry-forward rows","no","212dfb packages R6/R3/old-B alignment; R7 source-body gap and draft/blocker boundaries carry forward","no","R3/R6/authority packages change method/source-use context only; R7 body tree is branch-visible under language-source-bodies/r7-malay-sea-pacific-20260705 and local R7 payload remains B3-transfer-ready","WC5-HELD-ADVERSE-COMP-MABBIM-01","COMP-MABBIM-01","held-source-use-boundary","source recovery, comparator/route context, blocker tracking, B3 payload transfer with labels","comparator-only; may support recovery/search but not translation authority","comparator_only_body_not_translation_authority","comparator-only-held","held/non-translation-evidence; no accepted terminology or gate promotion"
"c7fb7e644e04102b67cc5da379ba9d4226feaef8","8f7d1cb30ca4347812d05bfbe110b134bb758870","Fable source-use/adverse-evidence carry-forward rows","no","212dfb packages R6/R3/old-B alignment; R7 source-body gap and draft/blocker boundaries carry forward","no","R3/R6/authority packages change method/source-use context only; R7 body tree is branch-visible under language-source-bodies/r7-malay-sea-pacific-20260705 and local R7 payload remains B3-transfer-ready","WC5-HELD-ADVERSE-SEA-SRC-PKG-01","SEA-SRC-PKG-01","held-source-use-boundary","source recovery, comparator/route context, blocker tracking, B3 payload transfer with labels","source-use review required","source_package_context_body_not_math_authority","source-package-context-held","held/non-translation-evidence; no accepted terminology or gate promotion"
"c7fb7e644e04102b67cc5da379ba9d4226feaef8","8f7d1cb30ca4347812d05bfbe110b134bb758870","Fable source-use/adverse-evidence carry-forward rows","no","212dfb packages R6/R3/old-B alignment; R7 source-body gap and draft/blocker boundaries carry forward","no","R3/R6/authority packages change method/source-use context only; R7 body tree is branch-visible under language-source-bodies/r7-malay-sea-pacific-20260705 and local R7 payload remains B3-transfer-ready","WC5-HELD-ADVERSE-SEA-SRC-PKG-02","SEA-SRC-PKG-02","held-source-use-boundary","source recovery, comparator/route context, blocker tracking, B3 payload transfer with labels","source-use review required","source_package_context_body_not_math_authority","source-package-context-held","held/non-translation-evidence; no accepted terminology or gate promotion"
"c7fb7e644e04102b67cc5da379ba9d4226feaef8","8f7d1cb30ca4347812d05bfbe110b134bb758870","Fable source-use/adverse-evidence carry-forward rows","no","212dfb packages R6/R3/old-B alignment; R7 source-body gap and draft/blocker boundaries carry forward","no","R3/R6/authority packages change method/source-use context only; R7 body tree is branch-visible under language-source-bodies/r7-malay-sea-pacific-20260705 and local R7 payload remains B3-transfer-ready","WC5-HELD-ADVERSE-SEA-FIL-TAG-01","SEA-FIL-TAG-01","held-source-use-boundary","source recovery, comparator/route context, blocker tracking, B3 payload transfer with labels","source-return body requires exact topic/language gate","source_return_body_requires_exact_topic_gate","source-return-held-needs-topic-gate","held/non-translation-evidence; no accepted terminology or gate promotion"
"c7fb7e644e04102b67cc5da379ba9d4226feaef8","8f7d1cb30ca4347812d05bfbe110b134bb758870","Fable source-use/adverse-evidence carry-forward rows","no","212dfb packages R6/R3/old-B alignment; R7 source-body gap and draft/blocker boundaries carry forward","no","R3/R6/authority packages change method/source-use context only; R7 body tree is branch-visible under language-source-bodies/r7-malay-sea-pacific-20260705 and local R7 payload remains B3-transfer-ready","WC5-HELD-ADVERSE-SEA-FIL-TAG-02","SEA-FIL-TAG-02","held-source-use-boundary","source recovery, comparator/route context, blocker tracking, B3 payload transfer with labels","source-return body requires exact topic/language gate","source_return_body_requires_exact_topic_gate","source-return-held-needs-topic-gate","held/non-translation-evidence; no accepted terminology or gate promotion"
"c7fb7e644e04102b67cc5da379ba9d4226feaef8","8f7d1cb30ca4347812d05bfbe110b134bb758870","Fable source-use/adverse-evidence carry-forward rows","no","212dfb packages R6/R3/old-B alignment; R7 source-body gap and draft/blocker boundaries carry forward","no","R3/R6/authority packages change method/source-use context only; R7 body tree is branch-visible under language-source-bodies/r7-malay-sea-pacific-20260705 and local R7 payload remains B3-transfer-ready","WC5-HELD-ADVERSE-SEA-CEB-01","SEA-CEB-01","held-source-use-boundary","source recovery, comparator/route context, blocker tracking, B3 payload transfer with labels","source-return body requires exact topic/language gate","source_return_body_requires_exact_topic_gate","source-return-held-needs-topic-gate","held/non-translation-evidence; no accepted terminology or gate promotion"
"c7fb7e644e04102b67cc5da379ba9d4226feaef8","8f7d1cb30ca4347812d05bfbe110b134bb758870","Fable source-use/adverse-evidence carry-forward rows","no","212dfb packages R6/R3/old-B alignment; R7 source-body gap and draft/blocker boundaries carry forward","no","R3/R6/authority packages change method/source-use context only; R7 body tree is branch-visible under language-source-bodies/r7-malay-sea-pacific-20260705 and local R7 payload remains B3-transfer-ready","WC5-HELD-ADVERSE-SEA-CEB-02","SEA-CEB-02","held-source-use-boundary","source recovery, comparator/route context, blocker tracking, B3 payload transfer with labels","source-return body requires exact topic/language gate","source_return_body_requires_exact_topic_gate","source-return-held-needs-topic-gate","held/non-translation-evidence; no accepted terminology or gate promotion"
"c7fb7e644e04102b67cc5da379ba9d4226feaef8","8f7d1cb30ca4347812d05bfbe110b134bb758870","Fable source-use/adverse-evidence carry-forward rows","no","212dfb packages R6/R3/old-B alignment; R7 source-body gap and draft/blocker boundaries carry forward","no","R3/R6/authority packages change method/source-use context only; R7 body tree is branch-visible under language-source-bodies/r7-malay-sea-pacific-20260705 and local R7 payload remains B3-transfer-ready","WC5-HELD-ADVERSE-SEA-HIL-01","SEA-HIL-01","held-source-use-boundary","source recovery, comparator/route context, blocker tracking, B3 payload transfer with labels","source-return body requires exact topic/language gate","source_return_body_requires_exact_topic_gate","source-return-held-needs-topic-gate","held/non-translation-evidence; no accepted terminology or gate promotion"
"c7fb7e644e04102b67cc5da379ba9d4226feaef8","8f7d1cb30ca4347812d05bfbe110b134bb758870","Fable source-use/adverse-evidence carry-forward rows","no","212dfb packages R6/R3/old-B alignment; R7 source-body gap and draft/blocker boundaries carry forward","no","R3/R6/authority packages change method/source-use context only; R7 body tree is branch-visible under language-source-bodies/r7-malay-sea-pacific-20260705 and local R7 payload remains B3-transfer-ready","WC5-HELD-ADVERSE-SEA-WAR-01","SEA-WAR-01","held-source-use-boundary","source recovery, comparator/route context, blocker tracking, B3 payload transfer with labels","source-return body requires exact topic/language gate","source_return_body_requires_exact_topic_gate","source-return-held-needs-topic-gate","held/non-translation-evidence; no accepted terminology or gate promotion"
"c7fb7e644e04102b67cc5da379ba9d4226feaef8","8f7d1cb30ca4347812d05bfbe110b134bb758870","Fable source-use/adverse-evidence carry-forward rows","no","212dfb packages R6/R3/old-B alignment; R7 source-body gap and draft/blocker boundaries carry forward","no","R3/R6/authority packages change method/source-use context only; R7 body tree is branch-visible under language-source-bodies/r7-malay-sea-pacific-20260705 and local R7 payload remains B3-transfer-ready","WC5-HELD-ADVERSE-SEA-ILO-01","SEA-ILO-01","held-source-use-boundary","source recovery, comparator/route context, blocker tracking, B3 payload transfer with labels","source-return body requires exact topic/language gate","source_return_body_requires_exact_topic_gate","source-return-held-needs-topic-gate","held/non-translation-evidence; no accepted terminology or gate promotion"
"c7fb7e644e04102b67cc5da379ba9d4226feaef8","8f7d1cb30ca4347812d05bfbe110b134bb758870","Fable source-use/adverse-evidence carry-forward rows","no","212dfb packages R6/R3/old-B alignment; R7 source-body gap and draft/blocker boundaries carry forward","no","R3/R6/authority packages change method/source-use context only; R7 body tree is branch-visible under language-source-bodies/r7-malay-sea-pacific-20260705 and local R7 payload remains B3-transfer-ready","WC5-HELD-ADVERSE-SEA-BIK-01","SEA-BIK-01","held-source-use-boundary","source recovery, comparator/route context, blocker tracking, B3 payload transfer with labels","source-return body requires exact topic/language gate","source_return_body_requires_exact_topic_gate","source-return-held-needs-topic-gate","held/non-translation-evidence; no accepted terminology or gate promotion"
"c7fb7e644e04102b67cc5da379ba9d4226feaef8","8f7d1cb30ca4347812d05bfbe110b134bb758870","Fable source-use/adverse-evidence carry-forward rows","no","212dfb packages R6/R3/old-B alignment; R7 source-body gap and draft/blocker boundaries carry forward","no","R3/R6/authority packages change method/source-use context only; R7 body tree is branch-visible under language-source-bodies/r7-malay-sea-pacific-20260705 and local R7 payload remains B3-transfer-ready","WC5-HELD-ADVERSE-SEA-LAO-01","SEA-LAO-01","held-source-use-boundary","source recovery, comparator/route context, blocker tracking, B3 payload transfer with labels","source-return body requires exact topic/language gate","source_return_body_requires_exact_topic_gate","source-return-held-needs-topic-gate","held/non-translation-evidence; no accepted terminology or gate promotion"
