manifest_id,language_code,script,language_group,source_body_class,source_kind,original_path,package_relative_path,sha256,bytes,duplicate_of_manifest_id,license_access_signal,topic_tags,provenance_note,separation_note,false_output_guard,created_utc
S06-RTL-0104,tg_Cyrl_TJ,Cyrl,persianate-tajik,native_source_body,source-archive-zip,C:\Users\memo_\Documents\Codex\2026-07-04\noether-persianate-tajik-source-evidence-draft-lane\outputs\source_canon_witness_cache_20260704\fa_linear_algebra_gilbert_strang_persian_source_main.zip,native-source-bodies\tg_Cyrl_TJ\0008_fa_linear_algebra_gilbert_strang_persian_source_main.zip,1956a3821b88f2afda31a0da184988ddded44751a44e48068e6a06fca091437b,1410262,,access-signal-recorded-from-local-cache-license-not-cleared-here,linear-algebra-or-algebra;ring-module-field-noetherian;tex-or-source-archive,Literal local source-body or extracted witness copied from prior Noether source-canon caches; URLs should be read from originating lane manifests where present.,Native or publisher/source-body file kept outside OCR/extract and generated-draft areas.,"Does not authorize another language; Arabic evidence is not Persian evidence, and Persian evidence is not Arabic evidence.",2026-07-05T16:54:29Z
S06-RTL-0105,tg_Cyrl_TJ,Cyrl,persianate-tajik,native_source_body,pdf-source-body,C:\Users\memo_\Documents\Codex\2026-07-04\noether-persianate-tajik-source-evidence-draft-lane\outputs\source_canon_witness_cache_20260704\fa_pnu_ring_module_book_30094.pdf,native-source-bodies\tg_Cyrl_TJ\0009_fa_pnu_ring_module_book_30094.pdf,62fc1509aa543b70f2efb461da1871a3978d194dd8d79dfc480319b02702ed07,1850886,,institutional-public-access-signal-license-not-cleared-here,ring-module-field-noetherian,Literal local source-body or extracted witness copied from prior Noether source-canon caches; URLs should be read from originating lane manifests where present.,Native or publisher/source-body file kept outside OCR/extract and generated-draft areas.,"Does not authorize another language; Arabic evidence is not Persian evidence, and Persian evidence is not Arabic evidence.",2026-07-05T16:54:29Z
S06-RTL-0106,tg_Cyrl_TJ,Cyrl,persianate-tajik,ocr_or_extracted_text_witness,ocr-or-extracted-text-witness,C:\Users\memo_\Documents\Codex\2026-07-04\noether-persianate-tajik-source-evidence-draft-lane\outputs\source_canon_witness_cache_20260704\fa_pnu_ring_module_book_30094.pdftotext.txt,ocr-witnesses\tg_Cyrl_TJ\0010_fa_pnu_ring_module_book_30094.pdftotext.txt,be61319780168b9a02fbf217e73043d9b9a7fc9df4f000dbf7eb71992bcd00be,51852,,institutional-public-access-signal-license-not-cleared-here,ring-module-field-noetherian;tex-or-source-archive,Literal local source-body or extracted witness copied from prior Noether source-canon caches; URLs should be read from originating lane manifests where present.,OCR/pdftotext/extracted witness kept outside native-source-bodies.,"Does not authorize another language; Arabic evidence is not Persian evidence, and Persian evidence is not Arabic evidence.",2026-07-05T16:54:29Z
S06-RTL-0107,tg_Cyrl_TJ,Cyrl,persianate-tajik,native_source_body,pdf-source-body,C:\Users\memo_\Documents\Codex\2026-07-04\noether-persianate-tajik-source-evidence-draft-lane\outputs\source_canon_witness_cache_20260704\fa_shahrood_noncomm_prime_ideals_sf_QA37.pdf,native-source-bodies\tg_Cyrl_TJ\0011_fa_shahrood_noncomm_prime_ideals_sf_QA37.pdf,77c32ee8a31778858f2d2d05ac432661102b4e27a54aba8be0573da299bfa335,2477563,,institutional-public-access-signal-license-not-cleared-here,ring-module-field-noetherian,Literal local source-body or extracted witness copied from prior Noether source-canon caches; URLs should be read from originating lane manifests where present.,Native or publisher/source-body file kept outside OCR/extract and generated-draft areas.,"Does not authorize another language; Arabic evidence is not Persian evidence, and Persian evidence is not Arabic evidence.",2026-07-05T16:54:29Z
S06-RTL-0108,tg_Cyrl_TJ,Cyrl,persianate-tajik,ocr_or_extracted_text_witness,ocr-or-extracted-text-witness,C:\Users\memo_\Documents\Codex\2026-07-04\noether-persianate-tajik-source-evidence-draft-lane\outputs\source_canon_witness_cache_20260704\fa_shahrood_noncomm_prime_ideals_sf_QA37.pdftotext.txt,ocr-witnesses\tg_Cyrl_TJ\0012_fa_shahrood_noncomm_prime_ideals_sf_QA37.pdftotext.txt,660455c960cfb8b808f74ee6fc07d64c3d6544d3c1f54149a2c0736cd7877ca7,208253,,institutional-public-access-signal-license-not-cleared-here,ring-module-field-noetherian;tex-or-source-archive,Literal local source-body or extracted witness copied from prior Noether source-canon caches; URLs should be read from originating lane manifests where present.,OCR/pdftotext/extracted witness kept outside native-source-bodies.,"Does not authorize another language; Arabic evidence is not Persian evidence, and Persian evidence is not Arabic evidence.",2026-07-05T16:54:29Z
S06-RTL-0109,tg_Cyrl_TJ,Cyrl,persianate-tajik,native_source_body,html-web-source-body,C:\Users\memo_\Documents\Codex\2026-07-04\noether-persianate-tajik-source-evidence-draft-lane\outputs\source_canon_witness_cache_20260704\fa_ui_math_sci_auslander_reiten_gorenstein_rings_article_26915.html,native-source-bodies\tg_Cyrl_TJ\0013_fa_ui_math_sci_auslander_reiten_gorenstein_rings_article_26915.html,cd360d3b4b1ad6a065d074ec20b83d5a535ed997f182f3c1becaa456de3bb9bc,53299,,access-signal-recorded-from-local-cache-license-not-cleared-here,ring-module-field-noetherian,Literal local source-body or extracted witness copied from prior Noether source-canon caches; URLs should be read from originating lane manifests where present.,Native or publisher/source-body file kept outside OCR/extract and generated-draft areas.,"Does not authorize another language; Arabic evidence is not Persian evidence, and Persian evidence is not Arabic evidence.",2026-07-05T16:54:29Z
S06-RTL-0110,tg_Cyrl_TJ,Cyrl,persianate-tajik,native_source_body,pdf-source-body,C:\Users\memo_\Documents\Codex\2026-07-04\noether-persianate-tajik-source-evidence-draft-lane\outputs\source_canon_witness_cache_20260704\fa_ui_math_sci_auslander_reiten_gorenstein_rings_article_26915.pdf,native-source-bodies\tg_Cyrl_TJ\0014_fa_ui_math_sci_auslander_reiten_gorenstein_rings_article_26915.pdf,9f15766508a213dd273dd58e6905047b0e61a47038c472dba5d09c379efc8fe3,955367,,access-signal-recorded-from-local-cache-license-not-cleared-here,ring-module-field-noetherian,Literal local source-body or extracted witness copied from prior Noether source-canon caches; URLs should be read from originating lane manifests where present.,Native or publisher/source-body file kept outside OCR/extract and generated-draft areas.,"Does not authorize another language; Arabic evidence is not Persian evidence, and Persian evidence is not Arabic evidence.",2026-07-05T16:54:29Z
S06-RTL-0111,tg_Cyrl_TJ,Cyrl,persianate-tajik,ocr_or_extracted_text_witness,ocr-or-extracted-text-witness,C:\Users\memo_\Documents\Codex\2026-07-04\noether-persianate-tajik-source-evidence-draft-lane\outputs\source_canon_witness_cache_20260704\fa_ui_math_sci_auslander_reiten_gorenstein_rings_article_26915.pdftotext.txt,ocr-witnesses\tg_Cyrl_TJ\0015_fa_ui_math_sci_auslander_reiten_gorenstein_rings_article_26915.pdftotext.txt,5d1fe80e39b37677141db98dd5ebe86d5f9ea7b67e565ee4829f5508e60cde6c,58835,,access-signal-recorded-from-local-cache-license-not-cleared-here,ring-module-field-noetherian;tex-or-source-archive,Literal local source-body or extracted witness copied from prior Noether source-canon caches; URLs should be read from originating lane manifests where present.,OCR/pdftotext/extracted witness kept outside native-source-bodies.,"Does not authorize another language; Arabic evidence is not Persian evidence, and Persian evidence is not Arabic evidence.",2026-07-05T16:54:29Z
S06-RTL-0112,tg_Cyrl_TJ,Cyrl,persianate-tajik,native_source_body,html-web-source-body,C:\Users\memo_\Documents\Codex\2026-07-04\noether-persianate-tajik-source-evidence-draft-lane\outputs\source_canon_witness_cache_20260704\fa_ut_formal_lubin_tate_local_class_field_theory_candidate_interstitial.html,native-source-bodies\tg_Cyrl_TJ\0016_fa_ut_formal_lubin_tate_local_class_field_theory_candidate_interstitial.html,e0ffb943400d7875fe72f72acc3af0a19658b5c930b790a610c5a49341b23586,6078,,access-signal-recorded-from-local-cache-license-not-cleared-here,ring-module-field-noetherian,Literal local source-body or extracted witness copied from prior Noether source-canon caches; URLs should be read from originating lane manifests where present.,Native or publisher/source-body file kept outside OCR/extract and generated-draft areas.,"Does not authorize another language; Arabic evidence is not Persian evidence, and Persian evidence is not Arabic evidence.",2026-07-05T16:54:29Z
S06-RTL-0113,prs_AF,Arab,persianate-dari,native_source_body,html-web-source-body,C:\Users\memo_\Documents\Codex\2026-07-04\noether-persianate-tajik-source-evidence-draft-lane\outputs\source_canon_witness_cache_20260704\prs_af_ecampus_369_textbook_list.html,native-source-bodies\prs_AF\0001_prs_af_ecampus_369_textbook_list.html,e78a9fc816b597da04f6817f93a77e3a6dddbbd7a6f884bdbfdd4d8defafafaa,336934,,institutional-public-access-signal-license-not-cleared-here,ring-module-field-noetherian;tex-or-source-archive,Literal local source-body or extracted witness copied from prior Noether source-canon caches; URLs should be read from originating lane manifests where present.,Native or publisher/source-body file kept outside OCR/extract and generated-draft areas.,"Does not authorize another language; Arabic evidence is not Persian evidence, and Persian evidence is not Arabic evidence.",2026-07-05T16:54:29Z
S06-RTL-0114,prs_AF,Arab,persianate-dari,native_source_body,pdf-source-body,C:\Users\memo_\Documents\Codex\2026-07-04\noether-persianate-tajik-source-evidence-draft-lane\outputs\source_canon_witness_cache_20260704\prs_af_ecampus_algebra_momand.pdf,native-source-bodies\prs_AF\0002_prs_af_ecampus_algebra_momand.pdf,5145f1efa0ab4275ad3cbf03c0016a3362d5d7a6ede3444fde512719e813d8f4,7993810,,institutional-public-access-signal-license-not-cleared-here,linear-algebra-or-algebra;ring-module-field-noetherian,Literal local source-body or extracted witness copied from prior Noether source-canon caches; URLs should be read from originating lane manifests where present.,Native or publisher/source-body file kept outside OCR/extract and generated-draft areas.,"Does not authorize another language; Arabic evidence is not Persian evidence, and Persian evidence is not Arabic evidence.",2026-07-05T16:54:29Z
S06-RTL-0115,prs_AF,Arab,persianate-dari,ocr_or_extracted_text_witness,ocr-or-extracted-text-witness,C:\Users\memo_\Documents\Codex\2026-07-04\noether-persianate-tajik-source-evidence-draft-lane\outputs\source_canon_witness_cache_20260704\prs_af_ecampus_algebra_momand.pdftotext.txt,ocr-witnesses\prs_AF\0003_prs_af_ecampus_algebra_momand.pdftotext.txt,0d79e389f4f971fc809551c6ce8a16e8e69f3ec0f8df01f65f35fcfd11b6c879,526375,,institutional-public-access-signal-license-not-cleared-here,linear-algebra-or-algebra;ring-module-field-noetherian;tex-or-source-archive,Literal local source-body or extracted witness copied from prior Noether source-canon caches; URLs should be read from originating lane manifests where present.,OCR/pdftotext/extracted witness kept outside native-source-bodies.,"Does not authorize another language; Arabic evidence is not Persian evidence, and Persian evidence is not Arabic evidence.",2026-07-05T16:54:29Z
S06-RTL-0116,prs_AF,Arab,persianate-dari,native_source_body,html-web-source-body,C:\Users\memo_\Documents\Codex\2026-07-04\noether-persianate-tajik-source-evidence-draft-lane\outputs\source_canon_witness_cache_20260704\prs_af_ecampus_mathematics_page_heartbeat_20260704T204608.html,native-source-bodies\prs_AF\0004_prs_af_ecampus_mathematics_page_heartbeat_20260704T204608.html,ef5112964999522fec57087a65a4f6b9782f3ad9c6337a3943086e99edf7ba75,231844,,institutional-public-access-signal-license-not-cleared-here,ring-module-field-noetherian,Literal local source-body or extracted witness copied from prior Noether source-canon caches; URLs should be read from originating lane manifests where present.,Native or publisher/source-body file kept outside OCR/extract and generated-draft areas.,"Does not authorize another language; Arabic evidence is not Persian evidence, and Persian evidence is not Arabic evidence.",2026-07-05T16:54:29Z
S06-RTL-0117,prs_AF,Arab,persianate-dari,native_source_body,pdf-source-body,C:\Users\memo_\Documents\Codex\2026-07-04\noether-persianate-tajik-source-evidence-draft-lane\outputs\source_canon_witness_cache_20260704\prs_af_ecampus_mohe_inorganic_industrial_engineering_curriculum_2023.pdf,native-source-bodies\prs_AF\0005_prs_af_ecampus_mohe_inorganic_industrial_engineering_curriculum_2023.pdf,b4c042861e3a91f3fbdbe6c8bc10dc21a86251c846d6f2a00a83834d4361c9b8,6953645,,institutional-public-access-signal-license-not-cleared-here,ring-module-field-noetherian;course-bibliographic-or-metadata,Literal local source-body or extracted witness copied from prior Noether source-canon caches; URLs should be read from originating lane manifests where present.,Native or publisher/source-body file kept outside OCR/extract and generated-draft areas.,"Does not authorize another language; Arabic evidence is not Persian evidence, and Persian evidence is not Arabic evidence.",2026-07-05T16:54:29Z
S06-RTL-0118,prs_AF,Arab,persianate-dari,ocr_or_extracted_text_witness,ocr-or-extracted-text-witness,C:\Users\memo_\Documents\Codex\2026-07-04\noether-persianate-tajik-source-evidence-draft-lane\outputs\source_canon_witness_cache_20260704\prs_af_ecampus_mohe_inorganic_industrial_engineering_curriculum_2023.pdftotext.txt,ocr-witnesses\prs_AF\0006_prs_af_ecampus_mohe_inorganic_industrial_engineering_curriculum_2023.pdftotext.txt,479d7562e7cb92d4c94ebf30fb07fe3d0e449f1970e56056d6e6bfec74d77e6d,1574619,,institutional-public-access-signal-license-not-cleared-here,ring-module-field-noetherian;course-bibliographic-or-metadata;tex-or-source-archive,Literal local source-body or extracted witness copied from prior Noether source-canon caches; URLs should be read from originating lane manifests where present.,OCR/pdftotext/extracted witness kept outside native-source-bodies.,"Does not authorize another language; Arabic evidence is not Persian evidence, and Persian evidence is not Arabic evidence.",2026-07-05T16:54:29Z
S06-RTL-0119,prs_AF,Arab,persianate-dari,native_source_body,pdf-source-body,C:\Users\memo_\Documents\Codex\2026-07-04\noether-persianate-tajik-source-evidence-draft-lane\outputs\source_canon_witness_cache_20260704\prs_af_kabul_university_discrete_mathematics_2023-11.pdf,native-source-bodies\prs_AF\0007_prs_af_kabul_university_discrete_mathematics_2023-11.pdf,7ffe47055b54932151a862a1976d1d99aa1d30d241ed813753f6007add2ab3d4,5066741,,institutional-public-access-signal-license-not-cleared-here,ring-module-field-noetherian,Literal local source-body or extracted witness copied from prior Noether source-canon caches; URLs should be read from originating lane manifests where present.,Native or publisher/source-body file kept outside OCR/extract and generated-draft areas.,"Does not authorize another language; Arabic evidence is not Persian evidence, and Persian evidence is not Arabic evidence.",2026-07-05T16:54:29Z
S06-RTL-0120,prs_AF,Arab,persianate-dari,ocr_or_extracted_text_witness,ocr-or-extracted-text-witness,C:\Users\memo_\Documents\Codex\2026-07-04\noether-persianate-tajik-source-evidence-draft-lane\outputs\source_canon_witness_cache_20260704\prs_af_kabul_university_discrete_mathematics_2023-11.pdftotext.txt,ocr-witnesses\prs_AF\0008_prs_af_kabul_university_discrete_mathematics_2023-11.pdftotext.txt,3c69812198a648f1518ac47626316bc2f1c7386aa5e5d7aa7097d2a431d0a24a,428878,,institutional-public-access-signal-license-not-cleared-here,ring-module-field-noetherian;tex-or-source-archive,Literal local source-body or extracted witness copied from prior Noether source-canon caches; URLs should be read from originating lane manifests where present.,OCR/pdftotext/extracted witness kept outside native-source-bodies.,"Does not authorize another language; Arabic evidence is not Persian evidence, and Persian evidence is not Arabic evidence.",2026-07-05T16:54:29Z
S06-RTL-0121,prs_AF,Arab,persianate-dari,native_source_body,html-web-source-body,C:\Users\memo_\Documents\Codex\2026-07-04\noether-persianate-tajik-source-evidence-draft-lane\outputs\source_canon_witness_cache_20260704\prs_af_knu_ghori_linear_algebra_record_8809_viewer.html,native-source-bodies\prs_AF\0009_prs_af_knu_ghori_linear_algebra_record_8809_viewer.html,631ffbad8ece45bcb10e3593831f0548d73f27af97ec83d08a72bb624e3d4d3d,17241,,institutional-public-access-signal-license-not-cleared-here,linear-algebra-or-algebra;ring-module-field-noetherian,Literal local source-body or extracted witness copied from prior Noether source-canon caches; URLs should be read from originating lane manifests where present.,Native or publisher/source-body file kept outside OCR/extract and generated-draft areas.,"Does not authorize another language; Arabic evidence is not Persian evidence, and Persian evidence is not Arabic evidence.",2026-07-05T16:54:29Z
S06-RTL-0122,prs_AF,Arab,persianate-dari,native_source_body,html-web-source-body,C:\Users\memo_\Documents\Codex\2026-07-04\noether-persianate-tajik-source-evidence-draft-lane\outputs\source_canon_witness_cache_20260704\prs_af_knu_opac_ghori_linear_algebra_record_2088.html,native-source-bodies\prs_AF\0010_prs_af_knu_opac_ghori_linear_algebra_record_2088.html,bf92ae49de4df72b32dd5fa36c8d447dc5b9791b229ff724373a1e1e557b46b8,59592,,institutional-public-access-signal-license-not-cleared-here,linear-algebra-or-algebra;ring-module-field-noetherian;course-bibliographic-or-metadata,Literal local source-body or extracted witness copied from prior Noether source-canon caches; URLs should be read from originating lane manifests where present.,Native or publisher/source-body file kept outside OCR/extract and generated-draft areas.,"Does not authorize another language; Arabic evidence is not Persian evidence, and Persian evidence is not Arabic evidence.",2026-07-05T16:54:29Z
S06-RTL-0123,tg_Cyrl_TJ,Cyrl,persianate-tajik,native_source_body,raw-text-source-body,C:\Users\memo_\Documents\Codex\2026-07-04\noether-persianate-tajik-source-evidence-draft-lane\outputs\source_canon_witness_cache_20260704\tg_cyrl_linear_algebra_wikipedia.raw.txt,native-source-bodies\tg_Cyrl_TJ\0017_tg_cyrl_linear_algebra_wikipedia.raw.txt,fbf1074cc8afeaa2681e5d548ab4caceaced30a85d34f5072f4af8f690c355a3,4330,,open-web-wiki-source-url-captured-license-not-revalidated-here,linear-algebra-or-algebra;ring-module-field-noetherian;wiki-source,Literal local source-body or extracted witness copied from prior Noether source-canon caches; URLs should be read from originating lane manifests where present.,Native or publisher/source-body file kept outside OCR/extract and generated-draft areas.,"Does not authorize another language; Arabic evidence is not Persian evidence, and Persian evidence is not Arabic evidence.",2026-07-05T16:54:29Z
S06-RTL-0124,tg_Cyrl_TJ,Cyrl,persianate-tajik,native_source_body,html-web-source-body,C:\Users\memo_\Documents\Codex\2026-07-04\noether-persianate-tajik-source-evidence-draft-lane\outputs\source_canon_witness_cache_20260704\tg_cyrl_oer_cict_algebra_number_theory_course_id15.html,native-source-bodies\tg_Cyrl_TJ\0018_tg_cyrl_oer_cict_algebra_number_theory_course_id15.html,153e8eec4109aaa8da064f281cd13c3957ad805c8258f6cb47c3e2faca60afad,67975,,access-signal-recorded-from-local-cache-license-not-cleared-here,linear-algebra-or-algebra;ring-module-field-noetherian;course-bibliographic-or-metadata,Literal local source-body or extracted witness copied from prior Noether source-canon caches; URLs should be read from originating lane manifests where present.,Native or publisher/source-body file kept outside OCR/extract and generated-draft areas.,"Does not authorize another language; Arabic evidence is not Persian evidence, and Persian evidence is not Arabic evidence.",2026-07-05T16:54:29Z
S06-RTL-0125,tg_Cyrl_TJ,Cyrl,persianate-tajik,native_source_body,pdf-source-body,C:\Users\memo_\Documents\Codex\2026-07-04\noether-persianate-tajik-source-evidence-draft-lane\outputs\source_canon_witness_cache_20260704\tg_cyrl_oer_cict_algebra_number_theory_resource_id94.pdf,native-source-bodies\tg_Cyrl_TJ\0019_tg_cyrl_oer_cict_algebra_number_theory_resource_id94.pdf,90b98c4c7b60cd7646af0a8956e2468f55469bc88d93c53c8254b8c901bd79d9,254463,,access-signal-recorded-from-local-cache-license-not-cleared-here,linear-algebra-or-algebra;ring-module-field-noetherian,Literal local source-body or extracted witness copied from prior Noether source-canon caches; URLs should be read from originating lane manifests where present.,Native or publisher/source-body file kept outside OCR/extract and generated-draft areas.,"Does not authorize another language; Arabic evidence is not Persian evidence, and Persian evidence is not Arabic evidence.",2026-07-05T16:54:29Z
S06-RTL-0126,tg_Cyrl_TJ,Cyrl,persianate-tajik,ocr_or_extracted_text_witness,ocr-or-extracted-text-witness,C:\Users\memo_\Documents\Codex\2026-07-04\noether-persianate-tajik-source-evidence-draft-lane\outputs\source_canon_witness_cache_20260704\tg_cyrl_oer_cict_algebra_number_theory_resource_id94.pdftotext.txt,ocr-witnesses\tg_Cyrl_TJ\0020_tg_cyrl_oer_cict_algebra_number_theory_resource_id94.pdftotext.txt,ae8ad825c13517d2d9eb4abdb3d5db9792f9d84a19fd6c9c00ac8c3245082760,50809,,access-signal-recorded-from-local-cache-license-not-cleared-here,linear-algebra-or-algebra;ring-module-field-noetherian;tex-or-source-archive,Literal local source-body or extracted witness copied from prior Noether source-canon caches; URLs should be read from originating lane manifests where present.,OCR/pdftotext/extracted witness kept outside native-source-bodies.,"Does not authorize another language; Arabic evidence is not Persian evidence, and Persian evidence is not Arabic evidence.",2026-07-05T16:54:29Z
S06-RTL-0127,tg_Cyrl_TJ,Cyrl,persianate-tajik,native_source_body,html-web-source-body,C:\Users\memo_\Documents\Codex\2026-07-04\noether-persianate-tajik-source-evidence-draft-lane\outputs\source_canon_witness_cache_20260704\tg_cyrl_oer_cict_algebra_number_theory_russian_materials_url_id93.html,native-source-bodies\tg_Cyrl_TJ\0021_tg_cyrl_oer_cict_algebra_number_theory_russian_materials_url_id93.html,054cd50aba0be8f0ac96e18df844e50fba9ab548c536ca2b5c8cbb367e83fbbd,53170,,access-signal-recorded-from-local-cache-license-not-cleared-here,linear-algebra-or-algebra;ring-module-field-noetherian,Literal local source-body or extracted witness copied from prior Noether source-canon caches; URLs should be read from originating lane manifests where present.,Native or publisher/source-body file kept outside OCR/extract and generated-draft areas.,"Does not authorize another language; Arabic evidence is not Persian evidence, and Persian evidence is not Arabic evidence.",2026-07-05T16:54:29Z
S06-RTL-0128,tg_Cyrl_TJ,Cyrl,persianate-tajik,native_source_body,html-web-source-body,C:\Users\memo_\Documents\Codex\2026-07-04\noether-persianate-tajik-source-evidence-draft-lane\outputs\source_canon_witness_cache_20260704\tg_cyrl_tgpu_ring_field_candidate_404.html,native-source-bodies\tg_Cyrl_TJ\0022_tg_cyrl_tgpu_ring_field_candidate_404.html,12eafe6435f4c02a65306f1cf02f26798f9a46c3074608f51b51014c07fa6580,1207,,access-signal-recorded-from-local-cache-license-not-cleared-here,ring-module-field-noetherian,Literal local source-body or extracted witness copied from prior Noether source-canon caches; URLs should be read from originating lane manifests where present.,Native or publisher/source-body file kept outside OCR/extract and generated-draft areas.,"Does not authorize another language; Arabic evidence is not Persian evidence, and Persian evidence is not Arabic evidence.",2026-07-05T16:54:29Z
S06-RTL-0129,tg_Cyrl_TJ,Cyrl,persianate-tajik,native_source_body,pdf-source-body,C:\Users\memo_\Documents\Codex\2026-07-04\noether-persianate-tajik-source-evidence-draft-lane\outputs\source_canon_witness_cache_20260704\tg_cyrl_tnu_2017_conference_mater2017.pdf,native-source-bodies\tg_Cyrl_TJ\0023_tg_cyrl_tnu_2017_conference_mater2017.pdf,073d7cfef645ff8f5482ae069141eae8ec0405bb6fe6bb3e5f395c73d0535810,7870945,,institutional-public-access-signal-license-not-cleared-here,ring-module-field-noetherian,Literal local source-body or extracted witness copied from prior Noether source-canon caches; URLs should be read from originating lane manifests where present.,Native or publisher/source-body file kept outside OCR/extract and generated-draft areas.,"Does not authorize another language; Arabic evidence is not Persian evidence, and Persian evidence is not Arabic evidence.",2026-07-05T16:54:29Z
S06-RTL-0130,tg_Cyrl_TJ,Cyrl,persianate-tajik,ocr_or_extracted_text_witness,ocr-or-extracted-text-witness,C:\Users\memo_\Documents\Codex\2026-07-04\noether-persianate-tajik-source-evidence-draft-lane\outputs\source_canon_witness_cache_20260704\tg_cyrl_tnu_2017_conference_mater2017.pdftotext.txt,ocr-witnesses\tg_Cyrl_TJ\0024_tg_cyrl_tnu_2017_conference_mater2017.pdftotext.txt,032fe0dffd08413fc8fdc557d534da2ce7c38c7f7781264905fedbf2e6e33538,3932884,,institutional-public-access-signal-license-not-cleared-here,ring-module-field-noetherian;tex-or-source-archive,Literal local source-body or extracted witness copied from prior Noether source-canon caches; URLs should be read from originating lane manifests where present.,OCR/pdftotext/extracted witness kept outside native-source-bodies.,"Does not authorize another language; Arabic evidence is not Persian evidence, and Persian evidence is not Arabic evidence.",2026-07-05T16:54:29Z
S06-RTL-0131,tg_Cyrl_TJ,Cyrl,persianate-tajik,native_source_body,pdf-source-body,C:\Users\memo_\Documents\Codex\2026-07-04\noether-persianate-tajik-source-evidence-draft-lane\outputs\source_canon_witness_cache_20260704\tg_cyrl_tnu_muhaqqiqi_javon_2026_algebraic_number_fields_ideal.pdf,native-source-bodies\tg_Cyrl_TJ\0025_tg_cyrl_tnu_muhaqqiqi_javon_2026_algebraic_number_fields_ideal.pdf,4cabf816449e4573f9cab76b54d46ca3942a7ab2d38c8789237f850a4a13cfde,4480973,,institutional-public-access-signal-license-not-cleared-here,linear-algebra-or-algebra;ring-module-field-noetherian,Literal local source-body or extracted witness copied from prior Noether source-canon caches; URLs should be read from originating lane manifests where present.,Native or publisher/source-body file kept outside OCR/extract and generated-draft areas.,"Does not authorize another language; Arabic evidence is not Persian evidence, and Persian evidence is not Arabic evidence.",2026-07-05T16:54:29Z
S06-RTL-0132,tg_Cyrl_TJ,Cyrl,persianate-tajik,ocr_or_extracted_text_witness,ocr-or-extracted-text-witness,C:\Users\memo_\Documents\Codex\2026-07-04\noether-persianate-tajik-source-evidence-draft-lane\outputs\source_canon_witness_cache_20260704\tg_cyrl_tnu_muhaqqiqi_javon_2026_algebraic_number_fields_ideal.pdftotext.txt,ocr-witnesses\tg_Cyrl_TJ\0026_tg_cyrl_tnu_muhaqqiqi_javon_2026_algebraic_number_fields_ideal.pdftotext.txt,7d46988600abdbb52f6067a4dc704ad599cd4880063296e82f4b3a302c0b5263,1470711,,institutional-public-access-signal-license-not-cleared-here,linear-algebra-or-algebra;ring-module-field-noetherian;tex-or-source-archive,Literal local source-body or extracted witness copied from prior Noether source-canon caches; URLs should be read from originating lane manifests where present.,OCR/pdftotext/extracted witness kept outside native-source-bodies.,"Does not authorize another language; Arabic evidence is not Persian evidence, and Persian evidence is not Arabic evidence.",2026-07-05T16:54:29Z
S06-RTL-0133,tg_Cyrl_TJ,Cyrl,persianate-tajik,native_source_body,pdf-source-body,C:\Users\memo_\Documents\Codex\2026-07-04\noether-persianate-tajik-source-evidence-draft-lane\outputs\source_canon_witness_cache_20260704\tg_cyrl_zarowadk_choriev_olimov_ktm_algebra_number_theory_2017.pdf,native-source-bodies\tg_Cyrl_TJ\0027_tg_cyrl_zarowadk_choriev_olimov_ktm_algebra_number_theory_2017.pdf,5a4b150f67b79009f0fdd207f46297a21f18913c83bace38b1909a8712afadac,1487129,,institutional-public-access-signal-license-not-cleared-here,linear-algebra-or-algebra;ring-module-field-noetherian,Literal local source-body or extracted witness copied from prior Noether source-canon caches; URLs should be read from originating lane manifests where present.,Native or publisher/source-body file kept outside OCR/extract and generated-draft areas.,"Does not authorize another language; Arabic evidence is not Persian evidence, and Persian evidence is not Arabic evidence.",2026-07-05T16:54:29Z
S06-RTL-0134,tg_Cyrl_TJ,Cyrl,persianate-tajik,ocr_or_extracted_text_witness,ocr-or-extracted-text-witness,C:\Users\memo_\Documents\Codex\2026-07-04\noether-persianate-tajik-source-evidence-draft-lane\outputs\source_canon_witness_cache_20260704\tg_cyrl_zarowadk_choriev_olimov_ktm_algebra_number_theory_2017.pdftotext.txt,ocr-witnesses\tg_Cyrl_TJ\0028_tg_cyrl_zarowadk_choriev_olimov_ktm_algebra_number_theory_2017.pdftotext.txt,7fd17a60665d9c3e18d190b799029b865e7ab1321ef46d7505f0cb26410baaa6,416060,,institutional-public-access-signal-license-not-cleared-here,linear-algebra-or-algebra;ring-module-field-noetherian;tex-or-source-archive,Literal local source-body or extracted witness copied from prior Noether source-canon caches; URLs should be read from originating lane manifests where present.,OCR/pdftotext/extracted witness kept outside native-source-bodies.,"Does not authorize another language; Arabic evidence is not Persian evidence, and Persian evidence is not Arabic evidence.",2026-07-05T16:54:29Z
