audit_id,component_relpath,upstream_line,visible_locator_tex,normalized_locator,scope,section_context,context_cue,external_basis,audit_class,candidate_id,candidate_pattern_kind,candidate_visible_reference_tex,resolution_status,resolved_target_id,link_inserted
locator-audit-01124,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,7420,5.8.4,5.8.4,e04,2,,,candidate_covered,reference-candidate-01057,roman_locator,I 5.8.4,resolved,sga6.e01.rem.5-8-4,yes
locator-audit-01125,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,7426,2.10.1,2.10.1,e04,2,,,structural_definition_or_tag,,,,,,
locator-audit-01126,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,7429,2.10.1,2.10.1,e04,2,,,candidate_covered,reference-candidate-01058,parenthesized_locator,(2.10.1),resolved,sga6.e04.eq.2-10-1,yes
locator-audit-01127,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,7440,1.2,1.2,e04,2,,,candidate_covered,reference-candidate-01059,roman_locator,III 1.2,resolved,sga6.e03.def.1-2,yes
locator-audit-01128,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,7440,2.1,2.1,e04,2,,,candidate_covered,reference-candidate-01060,roman_locator,III 2.1,resolved,sga6.e03.conj.2-1,yes
locator-audit-01129,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,7440,1.3,1.3,e04,2,,,candidate_covered,reference-candidate-01061,roman_locator,III 1.3,resolved,sga6.e03.ex.1-3,yes
locator-audit-01130,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,7440,2.6,2.6,e04,2,,,candidate_covered,reference-candidate-01062,roman_locator,III 2.6,resolved,sga6.e03.schol.2-6,yes
locator-audit-01131,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,7445,2.11.1.1,2.11.1.1,e04,2,,,structural_definition_or_tag,,,,,,
locator-audit-01132,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,7448,2.10,2.10,e04,2,,,candidate_covered,reference-candidate-01063,parenthesized_locator,(2.10),resolved,sga6.e04.para.2-10,yes
locator-audit-01133,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,7449,2.11.1.2,2.11.1.2,e04,2,,,structural_definition_or_tag,,,,,,
locator-audit-01134,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,7452,3.7,3.7,e04,2,,,candidate_covered,reference-candidate-01064,roman_locator,III 3.7,resolved,sga6.e03.prop.3-7,yes
locator-audit-01135,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,7457,2.1,2.1,e04,2,,,candidate_covered,reference-candidate-01065,roman_locator,III 2.1,resolved,sga6.e03.conj.2-1,yes
locator-audit-01136,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,7457,2.11.1.1,2.11.1.1,e04,2,,,candidate_covered,reference-candidate-01066,parenthesized_locator,(2.11.1.1),resolved,sga6.e04.eq.2-11-1-1,yes
locator-audit-01137,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,7458,2.11.1.3,2.11.1.3,e04,2,,,structural_definition_or_tag,,,,,,
locator-audit-01138,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,7463,2.11.2.1,2.11.2.1,e04,2,,,structural_definition_or_tag,,,,,,
locator-audit-01139,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,7466,2.11.1.1,2.11.1.1,e04,2,,,candidate_covered,reference-candidate-01067,parenthesized_locator,(2.11.1.1),resolved,sga6.e04.eq.2-11-1-1,yes
locator-audit-01140,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,7466,2.11.1.2,2.11.1.2,e04,2,,,candidate_covered,reference-candidate-01068,parenthesized_locator,(2.11.1.2),resolved,sga6.e04.eq.2-11-1-2,yes
locator-audit-01141,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,7466,5.9,5.9,e04,2,,,candidate_covered,reference-candidate-01069,roman_locator,III 5.9,resolved,sga6.e03.rem.5-8,yes
locator-audit-01142,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,7466,2.11.1.3,2.11.1.3,e04,2,,,candidate_covered,reference-candidate-01070,parenthesized_locator,(2.11.1.3),resolved,sga6.e04.eq.2-11-1-3,yes
locator-audit-01143,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,7472,2.2,2.2,e04,2,,,candidate_covered,reference-candidate-01071,named_object,definition (2.2),resolved,sga6.e04.def.2-2,yes
locator-audit-01144,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,7478,3.1,3.1,e04,2,,,candidate_covered,reference-candidate-01072,roman_locator,III 3.1,resolved,sga6.e03.def.3-1,yes
locator-audit-01145,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,7482,2.16.1,2.16.1,e04,2,,,candidate_covered,reference-candidate-01073,roman_locator,I 2.16.1,resolved,sga6.e01.cor.2-16-1,yes
locator-audit-01146,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,7483,2.12.1,2.12.1,e04,2,,,structural_definition_or_tag,,,,,,
locator-audit-01147,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,7486,2.12.1,2.12.1,e04,2,,,candidate_covered,reference-candidate-01074,parenthesized_locator,(2.12.1),resolved,sga6.e04.eq.2-12-1,yes
locator-audit-01148,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,7486,2.10,2.10,e04,2,,,candidate_covered,reference-candidate-01075,parenthesized_locator,(2.10),resolved,sga6.e04.para.2-10,yes
locator-audit-01149,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,7487,2.12.2,2.12.2,e04,2,,,structural_definition_or_tag,,,,,,
locator-audit-01150,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,7490,2.12.1,2.12.1,e04,2,,,candidate_covered,reference-candidate-01076,parenthesized_locator,(2.12.1),resolved,sga6.e04.eq.2-12-1,yes
locator-audit-01151,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,7491,2.12.1.1,2.12.1.1,e04,2,,,structural_definition_or_tag,,,,,,
locator-audit-01152,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,7495,2.11.1,2.11.1,e04,2,,,candidate_covered,reference-candidate-01077,parenthesized_locator,(2.11.1),resolved,sga6.e04.para.2-11-1,yes
locator-audit-01153,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,7495,2.11.2,2.11.2,e04,2,,,candidate_covered,reference-candidate-01078,parenthesized_locator,(2.11.2),resolved,sga6.e04.para.2-11-2,yes
locator-audit-01154,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,7495,4.8.1,4.8.1,e04,2,,,candidate_covered,reference-candidate-01079,roman_locator,III 4.8.1,resolved,sga6.e03.cor.4-8-1,yes
locator-audit-01155,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,7495,5.9,5.9,e04,2,,,candidate_covered,reference-candidate-01080,bare_locator,5.9,resolved,sga6.e03.rem.5-8,yes
locator-audit-01156,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,7496,2.12.3,2.12.3,e04,2,,,structural_definition_or_tag,,,,,,
locator-audit-01157,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,7500,2.12.4,2.12.4,e04,2,,,structural_definition_or_tag,,,,,,
locator-audit-01158,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,7503,2.12.1,2.12.1,e04,2,,,candidate_covered,reference-candidate-01081,parenthesized_locator,(2.12.1),resolved,sga6.e04.eq.2-12-1,yes
locator-audit-01159,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,7503,2.7.1,2.7.1,e04,2,,,candidate_covered,reference-candidate-01082,parenthesized_locator,(2.7.1),resolved,sga6.e04.eq.2-7-1,yes
locator-audit-01160,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,7503,2.11.1.2,2.11.1.2,e04,2,,,candidate_covered,reference-candidate-01083,parenthesized_locator,(2.11.1.2),resolved,sga6.e04.eq.2-11-1-2,yes
locator-audit-01161,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,7503,2.12.3,2.12.3,e04,2,,,candidate_covered,reference-candidate-01084,parenthesized_locator,(2.12.3),resolved,sga6.e04.eq.2-12-3,yes
locator-audit-01162,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,7504,2.12.3.1,2.12.3.1,e04,2,,,structural_definition_or_tag,,,,,,
locator-audit-01163,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,7508,2.12.3,2.12.3,e04,2,,,candidate_covered,reference-candidate-01085,parenthesized_locator,(2.12.3),resolved,sga6.e04.eq.2-12-3,yes
locator-audit-01164,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,7510,2.2.5,2.2.5,e04,2,,,candidate_covered,reference-candidate-01087,roman_locator,II 2.2.5,resolved,sga6.e02.def.2-2-5,yes
locator-audit-01165,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,7510,2.9,2.9,e04,2,,,candidate_covered,reference-candidate-01088,locator_subitem,(2.9 (i)),resolved,sga6.e04.para.2-9,yes
locator-audit-01166,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,7510,2.12.3,2.12.3,e04,2,,,candidate_covered,reference-candidate-01089,parenthesized_locator,(2.12.3),resolved,sga6.e04.eq.2-12-3,yes
locator-audit-01167,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,7511,2.12.3,2.12.3,e04,2,,,structural_definition_or_tag,,,,,,
locator-audit-01168,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,7514,3.1,3.1,e04,2,,,candidate_covered,reference-candidate-01090,expose_locator,"Exposé 0, 3.1",resolved,sga6.e00.sec.3.1,yes
locator-audit-01169,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,7514,2.12.3,2.12.3,e04,2,,,candidate_covered,reference-candidate-01091,bare_locator,2.12.3,resolved,sga6.e04.eq.2-12-3,yes
locator-audit-01170,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,7527,1.5,1.5,e04,3,,,candidate_covered,reference-candidate-01095,roman_locator,III 1.5,resolved,sga6.e03.def.1-5,yes
locator-audit-01171,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,7533,2.3,2.3,e04,3,,external_work_context,candidate_covered,reference-candidate-01096,bare_locator,2.3,external,,no
locator-audit-01172,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,7537,3.5.2,3.5.2,e04,3,,,candidate_covered,reference-candidate-01097,roman_locator,III 3.5.2,resolved,sga6.e03.cor.3-5-2,yes
locator-audit-01173,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,7537,3.7.1,3.7.1,e04,3,,,candidate_covered,reference-candidate-01098,roman_locator,III 3.7.1,resolved,sga6.e03.cor.3-7-1,yes
locator-audit-01174,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,7564,3.1.0,3.1.0,e04,3,,,candidate_covered,reference-candidate-01099,parenthesized_locator,(3.1.0),resolved,sga6.e04.prop.3-1-0,yes
locator-audit-01175,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,7573,1.5,1.5,e04,3,,,candidate_covered,reference-candidate-01100,roman_locator,III 1.5,resolved,sga6.e03.def.1-5,yes
locator-audit-01176,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,7573,2.1,2.1,e04,3,,,candidate_covered,reference-candidate-01101,roman_locator,III 2.1,resolved,sga6.e03.conj.2-1,yes
locator-audit-01177,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,7577,2.7.1,2.7.1,e04,3,,,candidate_covered,reference-candidate-01102,parenthesized_locator,(2.7.1),resolved,sga6.e04.eq.2-7-1,yes
locator-audit-01178,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,7577,2.12.1,2.12.1,e04,3,,,candidate_covered,reference-candidate-01103,parenthesized_locator,(2.12.1),resolved,sga6.e04.eq.2-12-1,yes
locator-audit-01179,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,7577,2.12.3,2.12.3,e04,3,,,candidate_covered,reference-candidate-01104,parenthesized_locator,(2.12.3),resolved,sga6.e04.eq.2-12-3,yes
locator-audit-01180,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,7577,2.11.1.1,2.11.1.1,e04,3,,,candidate_covered,reference-candidate-01105,parenthesized_locator,(2.11.1.1),resolved,sga6.e04.eq.2-11-1-1,yes
locator-audit-01181,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,7577,4.7.1,4.7.1,e04,3,,,candidate_covered,reference-candidate-01106,roman_locator,III 4.7.1,resolved,sga6.e03.cor.4-7-1,yes
locator-audit-01182,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,7577,3.5.1,3.5.1,e04,3,,,candidate_covered,reference-candidate-01107,roman_locator,III 3.5.1,resolved,sga6.e03.cor.3-5-1,yes
locator-audit-01183,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,7579,8.2.2,8.2.2,e04,3,,external_work_context,candidate_covered,reference-candidate-01108,roman_locator,IV 8.2.2,external,,no
locator-audit-01184,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,7585,2.7.2,2.7.2,e04,3,,,candidate_covered,reference-candidate-01109,parenthesized_locator,(2.7.2),resolved,sga6.e04.eq.2-7-2,yes
locator-audit-01185,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,7589,2.7.3,2.7.3,e04,3,,,candidate_covered,reference-candidate-01110,parenthesized_locator,(2.7.3),resolved,sga6.e04.eq.2-7-3,yes
locator-audit-01186,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,7590,3.2.1.1,3.2.1.1,e04,3,,,structural_definition_or_tag,,,,,,
locator-audit-01187,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,7593,8.5.2,8.5.2,e04,3,,external_work_context,candidate_covered,reference-candidate-01111,roman_locator,IV 8.5.2,external,,no
locator-audit-01188,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,7593,8.5.5,8.5.5,e04,3,,external_work_context,candidate_covered,reference-candidate-01112,bare_locator,8.5.5,external,,no
locator-audit-01189,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,7597,8.5.2.5,8.5.2.5,e04,3,,external_work_context,candidate_covered,reference-candidate-01113,roman_locator,IV 8.5.2.5,external,,no
locator-audit-01190,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,7597,8.5.2,8.5.2,e04,3,,external_work_context,candidate_covered,reference-candidate-01114,roman_locator,IV 8.5.2,external,,no
locator-audit-01191,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,7597,8.5.6,8.5.6,e04,3,,external_work_context,candidate_covered,reference-candidate-01115,bare_locator,8.5.6,external,,no
locator-audit-01192,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,7601,1.5,1.5,e04,3,,,candidate_covered,reference-candidate-01116,parenthesized_locator,(1.5),resolved,sga6.e04.para.1-5,yes
locator-audit-01193,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,7605,8.5.2,8.5.2,e04,3,,external_work_context,candidate_covered,reference-candidate-01117,roman_locator,IV 8.5.2,external,,no
locator-audit-01194,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,7605,3.2.1.1,3.2.1.1,e04,3,,external_work_context,candidate_covered,reference-candidate-01118,parenthesized_locator,(3.2.1.1),external,,no
locator-audit-01195,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,7608,3.2.2.1,3.2.2.1,e04,3,,,structural_definition_or_tag,,,,,,
locator-audit-01196,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,7615,3.2.2.1,3.2.2.1,e04,3,,,candidate_covered,reference-candidate-01119,parenthesized_locator,(3.2.2.1),resolved,sga6.e04.eq.3-2-2-1,yes
locator-audit-01197,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,7617,2.12.1,2.12.1,e04,3,,,candidate_covered,reference-candidate-01120,parenthesized_locator,(2.12.1),resolved,sga6.e04.eq.2-12-1,yes
locator-audit-01198,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,7625,3.2.1,3.2.1,e04,3,,,candidate_covered,reference-candidate-01121,parenthesized_locator,(3.2.1),resolved,sga6.e04.para.3-2-1,yes
locator-audit-01199,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,7625,2.4,2.4,e04,3,,,candidate_covered,reference-candidate-01122,parenthesized_locator,(2.4),resolved,sga6.e04.para.2-4,yes
locator-audit-01200,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,7627,2.7.1,2.7.1,e04,3,,,candidate_covered,reference-candidate-01123,parenthesized_locator,(2.7.1),resolved,sga6.e04.eq.2-7-1,yes
locator-audit-01201,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,7627,2.12.2,2.12.2,e04,3,,,candidate_covered,reference-candidate-01124,parenthesized_locator,(2.12.2),resolved,sga6.e04.eq.2-12-2,yes
locator-audit-01202,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,7627,3.2.1.1,3.2.1.1,e04,3,,,candidate_covered,reference-candidate-01125,parenthesized_locator,(3.2.1.1),resolved,sga6.e04.eq.3-2-1-1,yes
locator-audit-01203,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,7627,3.2.2.1,3.2.2.1,e04,3,,,candidate_covered,reference-candidate-01126,parenthesized_locator,(3.2.2.1),resolved,sga6.e04.eq.3-2-2-1,yes
locator-audit-01204,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,7649,1.2,1.2,e04,3,,,candidate_covered,reference-candidate-01127,roman_locator,III 1.2,resolved,sga6.e03.def.1-2,yes
locator-audit-01205,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,7649,4.2,4.2,e04,3,,,candidate_covered,reference-candidate-01128,roman_locator,III 4.2,resolved,sga6.e03.notation.4-2,yes
locator-audit-01206,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,7672,1.12,1.12,e04,3,,,candidate_covered,reference-candidate-01129,roman_locator,III 1.12,resolved,sga6.e03.cor.1-12,yes
locator-audit-01207,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,7676,4.4.1,4.4.1,e04,3,,,candidate_covered,reference-candidate-01130,roman_locator,III 4.4.1,resolved,sga6.e03.prop.4-4,yes
locator-audit-01208,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,7678,1.11,1.11,e04,3,,,candidate_covered,reference-candidate-01131,roman_locator,III 1.11,resolved,sga6.e03.prop.1-11,yes
locator-audit-01209,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,7678,4.5,4.5,e04,3,,,candidate_covered,reference-candidate-01132,bare_locator,4.5,resolved,sga6.e03.prop.4-5,yes
locator-audit-01210,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,7705,2.1,2.1,e04,3,,,candidate_covered,reference-candidate-01133,roman_locator,III 2.1,resolved,sga6.e03.conj.2-1,yes
locator-audit-01211,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,7709,4.8,4.8,e04,3,,,candidate_covered,reference-candidate-01134,roman_locator,III 4.8,resolved,sga6.e03.prop.4-8,yes
locator-audit-01212,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,7713,3.7,3.7,e04,3,,,candidate_covered,reference-candidate-01135,roman_locator,III 3.7,resolved,sga6.e03.prop.3-7,yes
locator-audit-01213,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,7719,4.9.1,4.9.1,e04,3,,,candidate_covered,reference-candidate-01136,roman_locator,III 4.9.1,resolved,sga6.e03.cor.4-9-1,yes
locator-audit-01214,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,7725,4.7,4.7,e04,3,,,candidate_covered,reference-candidate-01137,roman_locator,III 4.7,resolved,sga6.e03.prop.4-7,yes
locator-audit-01215,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,7792,1.1.1,1.1.1,e05,1,,,structural_definition_or_tag,,,,,,
locator-audit-01216,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,7906,1.4,1.4,e05,1,direct_context:notation_of,,candidate_covered,reference-candidate-01139,bare_locator,1.4,resolved,sga6.e05.para.1-4,yes
locator-audit-01217,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,7916,1.2,1.2,e05,1,,,candidate_covered,reference-candidate-01140,named_object,Lemma 1.2,resolved,sga6.e05.lem.1-2,yes
locator-audit-01218,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,7928,1.6.1,1.6.1,e05,1,,,structural_definition_or_tag,,,,,,
locator-audit-01219,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,7959,1.6.1,1.6.1,e05,1,,,candidate_covered,reference-candidate-01141,parenthesized_locator,(1.6.1),resolved,sga6.e05.eq.1-6-1,yes
locator-audit-01220,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,7974,1.6.1,1.6.1,e05,1,,,candidate_covered,reference-candidate-01142,parenthesized_locator,(1.6.1),resolved,sga6.e05.eq.1-6-1,yes
locator-audit-01221,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,7990,1.6.2,1.6.2,e05,1,,,structural_definition_or_tag,,,,,,
locator-audit-01222,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,8028,1.4,1.4,e05,1,direct_context:of,,candidate_covered,reference-candidate-01143,bare_locator,1.4,resolved,sga6.e05.para.1-4,yes
locator-audit-01223,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,8116,1.2,1.2,e05,1,,,candidate_covered,reference-candidate-01144,bare_locator,1.2,resolved,sga6.e05.lem.1-2,yes
locator-audit-01224,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,8118,1.6,1.6,e05,1,,,candidate_covered,reference-candidate-01145,named_object,Theorem 1.6,resolved,sga6.e05.thm.1-6,yes
locator-audit-01225,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,8152,1.3,1.3,e05,1,,,candidate_covered,reference-candidate-01146,bare_locator,1.3,resolved,sga6.e05.para.1-3,yes
locator-audit-01226,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,8197,1.4,1.4,e05,1,direct_context:notation_analogous_to_that_of,,candidate_covered,reference-candidate-01148,bare_locator,1.4,resolved,sga6.e05.para.1-4,yes
locator-audit-01227,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,8197,1.5,1.5,e05,1,coordinated_locator_chain,,candidate_covered,reference-candidate-01149,bare_locator,1.5,resolved,sga6.e05.para.1-5,yes
locator-audit-01228,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,8206,1.6,1.6,e05,1,,,candidate_covered,reference-candidate-01150,named_object,Theorem 1.6,resolved,sga6.e05.thm.1-6,yes
locator-audit-01229,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,8206,1.9,1.9,e05,1,,,candidate_covered,reference-candidate-01151,named_object,Lemma 1.9,resolved,sga6.e05.lem.1-9,yes
locator-audit-01230,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,8208,1.7,1.7,e05,1,,,candidate_covered,reference-candidate-01152,bare_locator,1.7,resolved,sga6.e05.para.1-7,yes
locator-audit-01231,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,8321,1.4,1.4,e05,1,direct_context:notation_as_in,,candidate_covered,reference-candidate-01153,bare_locator,1.4,resolved,sga6.e05.para.1-4,yes
locator-audit-01232,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,8321,1.5,1.5,e05,1,coordinated_locator_chain,,candidate_covered,reference-candidate-01154,bare_locator,1.5,resolved,sga6.e05.para.1-5,yes
locator-audit-01233,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,8330,1.6,1.6,e05,1,direct_context:from,,candidate_covered,reference-candidate-01155,bare_locator,1.6,resolved,sga6.e05.thm.1-6,yes
locator-audit-01234,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,8338,1.13,1.13,e05,1,direct_context:of,,candidate_covered,reference-candidate-01156,bare_locator,1.13,resolved,sga6.e05.thm.1-13,yes
locator-audit-01235,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,8361,1.3,1.3,e05,1,direct_context:conditions_of,,candidate_covered,reference-candidate-01157,bare_locator,1.3,resolved,sga6.e05.para.1-3,yes
locator-audit-01236,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,8361,1.10,1.10,e05,1,coordinated_locator_chain,,candidate_covered,reference-candidate-01158,bare_locator,1.10,resolved,sga6.e05.thm.1-10,yes
locator-audit-01237,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,8361,1.13,1.13,e05,1,,,candidate_covered,reference-candidate-01159,bare_locator,1.13,resolved,sga6.e05.thm.1-13,yes
locator-audit-01238,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,8365,1.7,1.7,e05,1,direct_context:in,,candidate_covered,reference-candidate-01160,bare_locator,1.7,resolved,sga6.e05.para.1-7,yes
locator-audit-01239,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,8383,1.6,1.6,e05,1,direct_context:proof_of,,candidate_covered,reference-candidate-01161,bare_locator,1.6,resolved,sga6.e05.thm.1-6,yes
