"current_head","language_gate","concept","target_or_term","term_alternatives","register_note","formula_neighboring_usage_note","ac6f4e_authority_overlay","output_label","boundary"
"ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e","fa_IR","ideal",,,,"Use only next to ideal notation, inclusion, quotient/localization, or ring-structure context in the cited source row.","No Arabic authority carryover; preserve gate-specific evidence only",,"source-use/provenance/gap/generated-draft/noncanonical/not-native-reviewed; no bridge promotion, cross-gate merge, native-review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
"ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e","fa_IR","ideal",,,,"Use only next to ideal notation, inclusion, quotient/localization, or ring-structure context in the cited source row.","No Arabic authority carryover; preserve gate-specific evidence only",,"source-use/provenance/gap/generated-draft/noncanonical/not-native-reviewed; no bridge promotion, cross-gate merge, native-review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
"ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e","fa_IR","ideal",,,,"Use only next to ideal notation, inclusion, quotient/localization, or ring-structure context in the cited source row.","No Arabic authority carryover; preserve gate-specific evidence only",,"source-use/provenance/gap/generated-draft/noncanonical/not-native-reviewed; no bridge promotion, cross-gate merge, native-review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
"ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e","fa_IR","ring",,,,"Use only with the exact source context row.","No Arabic authority carryover; preserve gate-specific evidence only",,"source-use/provenance/gap/generated-draft/noncanonical/not-native-reviewed; no bridge promotion, cross-gate merge, native-review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
"ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e","fa_IR","ideal",,,,"Use only next to ideal notation, inclusion, quotient/localization, or ring-structure context in the cited source row.","No Arabic authority carryover; preserve gate-specific evidence only",,"source-use/provenance/gap/generated-draft/noncanonical/not-native-reviewed; no bridge promotion, cross-gate merge, native-review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
"ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e","fa_IR","ideal",,,,"Use only next to ideal notation, inclusion, quotient/localization, or ring-structure context in the cited source row.","No Arabic authority carryover; preserve gate-specific evidence only",,"source-use/provenance/gap/generated-draft/noncanonical/not-native-reviewed; no bridge promotion, cross-gate merge, native-review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
"ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e","fa_IR","ideal",,,,"Use only next to ideal notation, inclusion, quotient/localization, or ring-structure context in the cited source row.","No Arabic authority carryover; preserve gate-specific evidence only",,"source-use/provenance/gap/generated-draft/noncanonical/not-native-reviewed; no bridge promotion, cross-gate merge, native-review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
"ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e","fa_IR","ideal",,,,"Use only next to ideal notation, inclusion, quotient/localization, or ring-structure context in the cited source row.","No Arabic authority carryover; preserve gate-specific evidence only",,"source-use/provenance/gap/generated-draft/noncanonical/not-native-reviewed; no bridge promotion, cross-gate merge, native-review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
"ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e","fa_IR","ring",,,,"Use only with the exact source context row.","No Arabic authority carryover; preserve gate-specific evidence only",,"source-use/provenance/gap/generated-draft/noncanonical/not-native-reviewed; no bridge promotion, cross-gate merge, native-review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
"ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e","fa_IR","ideal",,,,"Use only next to ideal notation, inclusion, quotient/localization, or ring-structure context in the cited source row.","No Arabic authority carryover; preserve gate-specific evidence only",,"source-use/provenance/gap/generated-draft/noncanonical/not-native-reviewed; no bridge promotion, cross-gate merge, native-review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
"ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e","ar","linear algebra",,,,"Keep Latin variables and formulas such as Ax=b or V inside LTR/math spans; Arabic phrase sits outside formula tokens.","Arabic authority support requires RTL/script/register/formula-neighboring recheck against ARABIC_SOURCE_BACKED_INTERLINEAR_SCAFFOLD_QUEUE_AC6F4E",,"source-use/provenance/gap/generated-draft/noncanonical/not-native-reviewed; no bridge promotion, cross-gate merge, native-review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
"ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e","ar","Noetherian ring",,,,"When R is named next to Arabic text, keep R in math/LTR isolation and avoid reshaping formulas around Arabic punctuation.","Arabic authority support requires RTL/script/register/formula-neighboring recheck against ARABIC_SOURCE_BACKED_INTERLINEAR_SCAFFOLD_QUEUE_AC6F4E",,"source-use/provenance/gap/generated-draft/noncanonical/not-native-reviewed; no bridge promotion, cross-gate merge, native-review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
"ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e","fa_IR","linear algebra",,,,"Use Persian RTL prose around unchanged LTR formulas; do not Persianize variable names such as A, x, V unless source context does.","No Arabic authority carryover; preserve gate-specific evidence only",,"source-use/provenance/gap/generated-draft/noncanonical/not-native-reviewed; no bridge promotion, cross-gate merge, native-review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
"ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e","fa_IR","ring / module / ideal / Noetherian",,,,"For R-modules, keep the hyphen or math notation stable: R-مدول or مدول روی R according to local source context.","No Arabic authority carryover; preserve gate-specific evidence only",,"source-use/provenance/gap/generated-draft/noncanonical/not-native-reviewed; no bridge promotion, cross-gate merge, native-review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
"ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e","prs_AF","linear algebra",,,,"Dari RTL prose should keep formulas and course codes LTR; do not import Iran-only register without a Dari source row.","No Arabic authority carryover; preserve gate-specific evidence only",,"source-use/provenance/gap/generated-draft/noncanonical/not-native-reviewed; no bridge promotion, cross-gate merge, native-review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
"ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e","tg_Cyrl_TJ","linear algebra / vector space / matrix",,,,"Tajik Cyrillic prose is LTR; formula-neighboring caution is mostly about preserving math notation, not bidi shaping.","No Arabic authority carryover; preserve gate-specific evidence only",,"source-use/provenance/gap/generated-draft/noncanonical/not-native-reviewed; no bridge promotion, cross-gate merge, native-review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
"ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e","tg_Cyrl_TJ","ring / field",,,,"Keep R, K, F and displayed algebra notation unchanged next to Cyrillic prose.","No Arabic authority carryover; preserve gate-specific evidence only",,"source-use/provenance/gap/generated-draft/noncanonical/not-native-reviewed; no bridge promotion, cross-gate merge, native-review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
"ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e","ug_Arab","Noetherian ring / left Noetherian ring / right Noetherian ring",,,,"Uyghur Arabic-script prose is RTL; keep R and chain-condition formulas in LTR/math spans.","No Arabic authority carryover; preserve gate-specific evidence only",,"source-use/provenance/gap/generated-draft/noncanonical/not-native-reviewed; no bridge promotion, cross-gate merge, native-review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
"ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e","ur_Arab","Urdu Wikibooks linear algebra overview",,,,"technical-prose-context; preserve Urdu RTL script around LTR formula/math tokens.","No Arabic authority carryover; preserve gate-specific evidence only",,"source-use/provenance/gap/generated-draft/noncanonical/not-native-reviewed; no bridge promotion, cross-gate merge, native-review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
"ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e","ur_Arab","Urdu Wikibooks linear algebra overview",,,,"formula-or-definition-neighboring-candidate; preserve Urdu RTL script around LTR formula/math tokens.","No Arabic authority carryover; preserve gate-specific evidence only",,"source-use/provenance/gap/generated-draft/noncanonical/not-native-reviewed; no bridge promotion, cross-gate merge, native-review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
"ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e","ur_Arab","Urdu Wikibooks linear algebra overview",,,,"formula-or-definition-neighboring-candidate; preserve Urdu RTL script around LTR formula/math tokens.","No Arabic authority carryover; preserve gate-specific evidence only",,"source-use/provenance/gap/generated-draft/noncanonical/not-native-reviewed; no bridge promotion, cross-gate merge, native-review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
"ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e","ur_Arab","Urdu Wikibooks linear algebra overview",,,,"formula-or-definition-neighboring-candidate; preserve Urdu RTL script around LTR formula/math tokens.","No Arabic authority carryover; preserve gate-specific evidence only",,"source-use/provenance/gap/generated-draft/noncanonical/not-native-reviewed; no bridge promotion, cross-gate merge, native-review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
"ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e","ur_Arab","Urdu Wikibooks linear algebra overview",,,,"formula-or-definition-neighboring-candidate; preserve Urdu RTL script around LTR formula/math tokens.","No Arabic authority carryover; preserve gate-specific evidence only",,"source-use/provenance/gap/generated-draft/noncanonical/not-native-reviewed; no bridge promotion, cross-gate merge, native-review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
"ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e","ur_Arab","Urdu Wikibooks linear algebra overview",,,,"formula-or-definition-neighboring-candidate; preserve Urdu RTL script around LTR formula/math tokens.","No Arabic authority carryover; preserve gate-specific evidence only",,"source-use/provenance/gap/generated-draft/noncanonical/not-native-reviewed; no bridge promotion, cross-gate merge, native-review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
"ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e","ur_Arab","linear algebra foundations",,,,"formula-or-definition-neighboring-candidate; preserve Urdu RTL script around LTR formula/math tokens.","No Arabic authority carryover; preserve gate-specific evidence only",,"source-use/provenance/gap/generated-draft/noncanonical/not-native-reviewed; no bridge promotion, cross-gate merge, native-review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
"ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e","ur_Arab","linear algebra",,,,"technical-prose/context-title","No Arabic authority carryover; preserve gate-specific evidence only",,"source-use/provenance/gap/generated-draft/noncanonical/not-native-reviewed; no bridge promotion, cross-gate merge, native-review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
"ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e","ur_Arab","simultaneous linear equations system",,,,"chapter-index formula/definition neighboring candidate","No Arabic authority carryover; preserve gate-specific evidence only",,"source-use/provenance/gap/generated-draft/noncanonical/not-native-reviewed; no bridge promotion, cross-gate merge, native-review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
"ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e","ur_Arab","vector space",,,,"formula/definition neighboring candidate","No Arabic authority carryover; preserve gate-specific evidence only",,"source-use/provenance/gap/generated-draft/noncanonical/not-native-reviewed; no bridge promotion, cross-gate merge, native-review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
"ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e","ur_Arab","inner product space",,,,"formula/definition neighboring candidate","No Arabic authority carryover; preserve gate-specific evidence only",,"source-use/provenance/gap/generated-draft/noncanonical/not-native-reviewed; no bridge promotion, cross-gate merge, native-review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
"ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e","ur_Arab","eigenvalue",,,,"formula/definition neighboring candidate","No Arabic authority carryover; preserve gate-specific evidence only",,"source-use/provenance/gap/generated-draft/noncanonical/not-native-reviewed; no bridge promotion, cross-gate merge, native-review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
"ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e","ur_Arab","eigenvector",,,,"formula/definition neighboring candidate","No Arabic authority carryover; preserve gate-specific evidence only",,"source-use/provenance/gap/generated-draft/noncanonical/not-native-reviewed; no bridge promotion, cross-gate merge, native-review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
"ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e","ur_Arab","eigenspace",,,,"formula/definition neighboring candidate","No Arabic authority carryover; preserve gate-specific evidence only",,"source-use/provenance/gap/generated-draft/noncanonical/not-native-reviewed; no bridge promotion, cross-gate merge, native-review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
"ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e","ur_Arab","linear transformation / transformation",,,,"formula/definition neighboring candidate","No Arabic authority carryover; preserve gate-specific evidence only",,"source-use/provenance/gap/generated-draft/noncanonical/not-native-reviewed; no bridge promotion, cross-gate merge, native-review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
