sequence,language,source_relative_path,source_sha256,package_tex,package_tex_sha256,package_pdf,package_pdf_sha256,pages,pdf_bytes,duration_seconds,resumed,latex_warning,package_warning,missing_character,overfull_box,underfull_box
22,cyrillic,paper02/interslavic-cyrillic/v001/Noether_Paper02_Section21_Interslavic_Cyrillic_v001.tex,6E3CE819015595E5279A8F9159BFE00F5F619434B6D18124E655A6BBC61F7F1E,02_tex/cyrillic/022_Noether_Paper02_Section21_Interslavic_Cyrillic_v001.tex,6E3CE819015595E5279A8F9159BFE00F5F619434B6D18124E655A6BBC61F7F1E,01_unit_pdfs/cyrillic/022_Noether_Paper02_Section21_Interslavic_Cyrillic_v001.pdf,53D047DF3EC4B74C6C6D5FF3931FDEAE5562C6B9D526097660704F7952397372,2,78809,2.01,,0,0,0,0,0
23,cyrillic,paper02/interslavic-cyrillic/v001/Noether_Paper02_Section22_Interslavic_Cyrillic_v001.tex,0C86CA3E09CDA41D7341405E713DE7DAFA2D938CBCE8269051FE98893168D23E,02_tex/cyrillic/023_Noether_Paper02_Section22_Interslavic_Cyrillic_v001.tex,0C86CA3E09CDA41D7341405E713DE7DAFA2D938CBCE8269051FE98893168D23E,01_unit_pdfs/cyrillic/023_Noether_Paper02_Section22_Interslavic_Cyrillic_v001.pdf,C0FF95E309C89D996D88F148E8E79CC03349370B14735812E78ADAF7143158A5,2,81017,1.862,,0,0,0,0,0
24,cyrillic,paper02/interslavic-cyrillic/v001/Noether_Paper02_Section23_Interslavic_Cyrillic_v001.tex,E84082D04893F32F6DCECCAAEC9FCD5E514173B5757728D0CC6351BA4D174B92,02_tex/cyrillic/024_Noether_Paper02_Section23_Interslavic_Cyrillic_v001.tex,E84082D04893F32F6DCECCAAEC9FCD5E514173B5757728D0CC6351BA4D174B92,01_unit_pdfs/cyrillic/024_Noether_Paper02_Section23_Interslavic_Cyrillic_v001.pdf,915C2B65BFDA5A75B130D58265E604A913CEADEC789EBD7F7275CCB7F4C9CE93,2,84361,2.042,,0,0,0,0,0
25,cyrillic,paper02/interslavic-cyrillic/v001/Noether_Paper02_Section24_Interslavic_Cyrillic_v001.tex,348C6A65D6B919E457A4D413491D7DCDD7002734F8FE195E5E1E9A99A6245B4C,02_tex/cyrillic/025_Noether_Paper02_Section24_Interslavic_Cyrillic_v001.tex,348C6A65D6B919E457A4D413491D7DCDD7002734F8FE195E5E1E9A99A6245B4C,01_unit_pdfs/cyrillic/025_Noether_Paper02_Section24_Interslavic_Cyrillic_v001.pdf,3B54701D8BAD63C76A848C6F09AEA78EF88DAD7F1000EA5C35E43C3F792C84CF,1,79714,1.218,,0,0,0,0,0
26,cyrillic,paper02/interslavic-cyrillic/v001/Noether_Paper02_Section25_Interslavic_Cyrillic_v001.tex,C6AD7785A9A1442B4D093AB7438A1D6D2B82360DF50E2A43AC04DEDF18826F07,02_tex/cyrillic/026_Noether_Paper02_Section25_Interslavic_Cyrillic_v001.tex,C6AD7785A9A1442B4D093AB7438A1D6D2B82360DF50E2A43AC04DEDF18826F07,01_unit_pdfs/cyrillic/026_Noether_Paper02_Section25_Interslavic_Cyrillic_v001.pdf,7711396420EFD339F5869419B55C8E2A796F7F0B7582B07A7D7DE751DB92269B,1,78990,1.902,,0,0,0,0,0
27,cyrillic,paper02/interslavic-cyrillic/v001/Noether_Paper02_Section26_Interslavic_Cyrillic_v001.tex,00E3623246D3770775D920C886326E5F03D1B6242D8DE0B25BA79BBAD8724ED9,02_tex/cyrillic/027_Noether_Paper02_Section26_Interslavic_Cyrillic_v001.tex,00E3623246D3770775D920C886326E5F03D1B6242D8DE0B25BA79BBAD8724ED9,01_unit_pdfs/cyrillic/027_Noether_Paper02_Section26_Interslavic_Cyrillic_v001.pdf,4792751E6EBEBC0BF5FA27C6807D25E2EF279E1FC53B1078B9F591853F027E5A,5,126865,2.196,,0,0,0,0,0
28,cyrillic,paper03/interslavic-cyrillic/v001/Noether_Paper03_Interslavic_Cyrillic_v001.tex,4D1DBDB1BA025CD052FE39E1AE3E5462178065AC960E5B340AFBFE3C4D240BC2,02_tex/cyrillic/028_Noether_Paper03_Interslavic_Cyrillic_v001.tex,4D1DBDB1BA025CD052FE39E1AE3E5462178065AC960E5B340AFBFE3C4D240BC2,01_unit_pdfs/cyrillic/028_Noether_Paper03_Interslavic_Cyrillic_v001.pdf,F07A53CB77ECB92CE68EA228CB1B12DC8E7A905E9D3D1F9AB6392701D27DF28B,2,106539,2.023,,0,0,0,0,0
29,cyrillic,paper04/interslavic-cyrillic/v001/Noether_Paper04_Introduction_Interslavic_Cyrillic_v001.tex,4251878B6EC3584307C864BD685E4D2AD2721D059F7E7B3FD921E4D58A5E9843,02_tex/cyrillic/029_Noether_Paper04_Introduction_Interslavic_Cyrillic_v001.tex,4251878B6EC3584307C864BD685E4D2AD2721D059F7E7B3FD921E4D58A5E9843,01_unit_pdfs/cyrillic/029_Noether_Paper04_Introduction_Interslavic_Cyrillic_v001.pdf,32CA6E5836C7416A576BE0D73B51663526744DFD005A1C353BEF3BE534804273,3,110698,2.041,,0,0,0,0,0
30,cyrillic,paper04/interslavic-cyrillic/v001/Noether_Paper04_Section01_Interslavic_Cyrillic_v001.tex,7954D564D137F374E6805957F2A0D50F1F0C931E9AE0342C5B6C9D16F1E5D063,02_tex/cyrillic/030_Noether_Paper04_Section01_Interslavic_Cyrillic_v001.tex,7954D564D137F374E6805957F2A0D50F1F0C931E9AE0342C5B6C9D16F1E5D063,01_unit_pdfs/cyrillic/030_Noether_Paper04_Section01_Interslavic_Cyrillic_v001.pdf,5DC394A2CAD9DA5C4139C9CF54AA386673B0C35C4D3F1C79535941A034212B76,2,95004,1.987,,0,0,0,0,0
31,cyrillic,paper04/interslavic-cyrillic/v001/Noether_Paper04_Section02_Interslavic_Cyrillic_v001.tex,D079BEFBA258A2D9D1516CBD63DC849B1FEDB091A6A3D118A4AE5BACE9724E95,02_tex/cyrillic/031_Noether_Paper04_Section02_Interslavic_Cyrillic_v001.tex,D079BEFBA258A2D9D1516CBD63DC849B1FEDB091A6A3D118A4AE5BACE9724E95,01_unit_pdfs/cyrillic/031_Noether_Paper04_Section02_Interslavic_Cyrillic_v001.pdf,CFD302F68937E00497CFD2CFDD98EB8A01288F5DABECF00CC661D96F1CC6314F,3,94058,1.88,,0,0,0,0,0
32,cyrillic,paper04/interslavic-cyrillic/v001/Noether_Paper04_Section03_Interslavic_Cyrillic_v001.tex,37070418C2FA00BE5D46C1C4F2E8B8A49A1DF2CA6F2F954B73B81C451A7CFBD7,02_tex/cyrillic/032_Noether_Paper04_Section03_Interslavic_Cyrillic_v001.tex,37070418C2FA00BE5D46C1C4F2E8B8A49A1DF2CA6F2F954B73B81C451A7CFBD7,01_unit_pdfs/cyrillic/032_Noether_Paper04_Section03_Interslavic_Cyrillic_v001.pdf,85D8C5CBA85562452B612D2FEF2AFEA47667B827BF158975C85164A1B2214889,4,106367,2.01,,0,0,0,0,0
33,cyrillic,paper04/interslavic-cyrillic/v001/Noether_Paper04_Section04_Interslavic_Cyrillic_v001.tex,6FB39E6AE3F7AF4062BCBDD17D8EB98F5E28E2E5BFAC0E2CA307CDD3557DE804,02_tex/cyrillic/033_Noether_Paper04_Section04_Interslavic_Cyrillic_v001.tex,6FB39E6AE3F7AF4062BCBDD17D8EB98F5E28E2E5BFAC0E2CA307CDD3557DE804,01_unit_pdfs/cyrillic/033_Noether_Paper04_Section04_Interslavic_Cyrillic_v001.pdf,36EFD3CCD076B46965C7B060C34D726874A5DFC5B9CD96D4EBDA4E8A01B623AC,3,75357,1.985,,0,0,0,0,0
34,cyrillic,paper04/interslavic-cyrillic/v001/Noether_Paper04_Section05_Interslavic_Cyrillic_v001.tex,C81B26862FB13DD709F9499D9818EBECD108401268D2A156272918C00E8F1260,02_tex/cyrillic/034_Noether_Paper04_Section05_Interslavic_Cyrillic_v001.tex,C81B26862FB13DD709F9499D9818EBECD108401268D2A156272918C00E8F1260,01_unit_pdfs/cyrillic/034_Noether_Paper04_Section05_Interslavic_Cyrillic_v001.pdf,80348738BF32DE5F18CB1CF787F3254DA9CD30FF8FB93F45A4F1839AF4865BA2,2,96705,2.007,,0,0,0,0,0
35,cyrillic,paper04/interslavic-cyrillic/v001/Noether_Paper04_Section06_Interslavic_Cyrillic_v001.tex,30E4C7F065D77173073279385F04B093F99669A4705393CF431EDF6EF5B86828,02_tex/cyrillic/035_Noether_Paper04_Section06_Interslavic_Cyrillic_v001.tex,30E4C7F065D77173073279385F04B093F99669A4705393CF431EDF6EF5B86828,01_unit_pdfs/cyrillic/035_Noether_Paper04_Section06_Interslavic_Cyrillic_v001.pdf,5D363B16099DA99D27695181B5FF4CCE023C2DCED335CCF29A7002D2753F38C7,3,101004,2.12,,0,0,0,0,0
36,cyrillic,paper04/interslavic-cyrillic/v001/Noether_Paper04_Section07_Interslavic_Cyrillic_v001.tex,A1B5B743995316283B2B8FF028244AA84EDCC4C4A694C6AD9686CBD3C13F75B2,02_tex/cyrillic/036_Noether_Paper04_Section07_Interslavic_Cyrillic_v001.tex,A1B5B743995316283B2B8FF028244AA84EDCC4C4A694C6AD9686CBD3C13F75B2,01_unit_pdfs/cyrillic/036_Noether_Paper04_Section07_Interslavic_Cyrillic_v001.pdf,91BCBF5C15853677DF5C5AA981A81E979C896E1537D4262E5654816E95ABBF7C,4,118030,1.906,,0,0,0,0,0
37,cyrillic,paper04/interslavic-cyrillic/v001/Noether_Paper04_Section08_Interslavic_Cyrillic_v001.tex,648B8D4DDFF0FC620A4D5CA2FA4BE665D8B7A7D86502A15DA162B9529750DD9F,02_tex/cyrillic/037_Noether_Paper04_Section08_Interslavic_Cyrillic_v001.tex,648B8D4DDFF0FC620A4D5CA2FA4BE665D8B7A7D86502A15DA162B9529750DD9F,01_unit_pdfs/cyrillic/037_Noether_Paper04_Section08_Interslavic_Cyrillic_v001.pdf,0EF22CC707AF356F2156BEA6250540C016AB1D99B6387623CF9622E396DA0C83,5,100035,1.947,,0,0,0,0,0
38,cyrillic,paper04/interslavic-cyrillic/v001/Noether_Paper04_Section09_Interslavic_Cyrillic_v001.tex,CC140704DA7B8F0FA8AD9C2CA8186FFC620DD38FC8FF8FC4EC2D1C5FB5644164,02_tex/cyrillic/038_Noether_Paper04_Section09_Interslavic_Cyrillic_v001.tex,CC140704DA7B8F0FA8AD9C2CA8186FFC620DD38FC8FF8FC4EC2D1C5FB5644164,01_unit_pdfs/cyrillic/038_Noether_Paper04_Section09_Interslavic_Cyrillic_v001.pdf,6B271B221A5DD921B29E6075EA9C88FB0008176FD0AF3CD31DD70DDE7E268727,2,82241,1.907,,0,0,0,0,0
39,cyrillic,paper05/interslavic-cyrillic/v001/Noether_Paper05_Interslavic_Cyrillic_v001.tex,44AAB03B625C0A88FF889A602CFB2EA4CFE2D49662F2598C488826BED856A4F6,02_tex/cyrillic/039_Noether_Paper05_Interslavic_Cyrillic_v001.tex,44AAB03B625C0A88FF889A602CFB2EA4CFE2D49662F2598C488826BED856A4F6,01_unit_pdfs/cyrillic/039_Noether_Paper05_Interslavic_Cyrillic_v001.pdf,E41F5CAA0C99DFA59B8880CD91F563375C3E66CB81BCF7C714E7BB63FD9BC9A9,2,81838,2.032,,0,0,0,0,0
40,cyrillic,paper06/interslavic-cyrillic/v001/Noether_Paper06_Introduction_Interslavic_Cyrillic_v001.tex,58EE75FC9331B1D2AA647C95ECD56844EA82D94EBA7D8735DBC9941B69B6376B,02_tex/cyrillic/040_Noether_Paper06_Introduction_Interslavic_Cyrillic_v001.tex,58EE75FC9331B1D2AA647C95ECD56844EA82D94EBA7D8735DBC9941B69B6376B,01_unit_pdfs/cyrillic/040_Noether_Paper06_Introduction_Interslavic_Cyrillic_v001.pdf,3FBB92D5E1776693A533ECDCE11C6C6D068BD5EA3C5CCECD9EC6DB2D67CB7155,2,78252,2.007,,0,0,0,0,0
41,cyrillic,paper06/interslavic-cyrillic/v001/Noether_Paper06_Section01_Interslavic_Cyrillic_v001.tex,BB2CC03CE73C595C1C09CB77A8F9FF7D788B208C02AC7019161F3D38CD65F136,02_tex/cyrillic/041_Noether_Paper06_Section01_Interslavic_Cyrillic_v001.tex,BB2CC03CE73C595C1C09CB77A8F9FF7D788B208C02AC7019161F3D38CD65F136,01_unit_pdfs/cyrillic/041_Noether_Paper06_Section01_Interslavic_Cyrillic_v001.pdf,87DE45C29912531E35082C2E0796AAC1EC54FE8859517D124EF28FAE75B1F317,2,89868,2.063,,0,0,0,0,0
42,cyrillic,paper06/interslavic-cyrillic/v001/Noether_Paper06_Section02_Interslavic_Cyrillic_v001.tex,43FCA5BB7F7CAFDBC79CD6672E982FF089915FC4C8034A5885483B5F11473B53,02_tex/cyrillic/042_Noether_Paper06_Section02_Interslavic_Cyrillic_v001.tex,43FCA5BB7F7CAFDBC79CD6672E982FF089915FC4C8034A5885483B5F11473B53,01_unit_pdfs/cyrillic/042_Noether_Paper06_Section02_Interslavic_Cyrillic_v001.pdf,0B5F8C0ED11F195FCB4E6716115F8D9E231BEDB9512D0E2A8A0CC1731EB863C7,2,96970,1.907,,0,1,0,0,0
43,cyrillic,paper06/interslavic-cyrillic/v001/Noether_Paper06_Section03_Interslavic_Cyrillic_v001.tex,3436F8995B8E0A1BDD0C48DE90E12C68C5351BE136EFF409BD3B86129B92C516,02_tex/cyrillic/043_Noether_Paper06_Section03_Interslavic_Cyrillic_v001.tex,3436F8995B8E0A1BDD0C48DE90E12C68C5351BE136EFF409BD3B86129B92C516,01_unit_pdfs/cyrillic/043_Noether_Paper06_Section03_Interslavic_Cyrillic_v001.pdf,18EFC6811610D266226CD861E5012E238A16D4515DD3CB152C49E1B0F18C8A60,3,94462,2.061,,0,1,0,0,0
44,cyrillic,paper06/interslavic-cyrillic/v001/Noether_Paper06_Section04_Interslavic_Cyrillic_v001.tex,46FFFCF47B5B9A746F79D8662534B6062977B454533F597939DA385AE7565CB4,02_tex/cyrillic/044_Noether_Paper06_Section04_Interslavic_Cyrillic_v001.tex,46FFFCF47B5B9A746F79D8662534B6062977B454533F597939DA385AE7565CB4,01_unit_pdfs/cyrillic/044_Noether_Paper06_Section04_Interslavic_Cyrillic_v001.pdf,AC4504ACA5834C1AFAFA2AF0F77F31A747A21AE984387522C67123A14F894125,2,98555,1.904,,0,0,0,0,0
45,cyrillic,paper06/interslavic-cyrillic/v001/Noether_Paper06_Section05_Interslavic_Cyrillic_v001.tex,1F2DB07102FC5377B6B45441BD658669D6C3B8CCF0A4177931FE8C7DB858B0EC,02_tex/cyrillic/045_Noether_Paper06_Section05_Interslavic_Cyrillic_v001.tex,1F2DB07102FC5377B6B45441BD658669D6C3B8CCF0A4177931FE8C7DB858B0EC,01_unit_pdfs/cyrillic/045_Noether_Paper06_Section05_Interslavic_Cyrillic_v001.pdf,02E37D93FDEB3FD7DB5667DE716A592B83F00B98E326FE70340C8F87FFF90119,3,98609,1.898,,0,0,0,0,0
46,cyrillic,paper06/interslavic-cyrillic/v001/Noether_Paper06_Section06_Interslavic_Cyrillic_v001.tex,9EFFA2442655C25348F0863C98B60F4575F9623FA813E3888B978EF48BAB01E3,02_tex/cyrillic/046_Noether_Paper06_Section06_Interslavic_Cyrillic_v001.tex,9EFFA2442655C25348F0863C98B60F4575F9623FA813E3888B978EF48BAB01E3,01_unit_pdfs/cyrillic/046_Noether_Paper06_Section06_Interslavic_Cyrillic_v001.pdf,3C83525589EB697895771DB5358C0645EEAE46833DD9C40503EE8DF697E211F3,1,93415,1.268,,0,0,0,0,0
47,cyrillic,paper06/interslavic-cyrillic/v001/Noether_Paper06_Section07_Interslavic_Cyrillic_v001.tex,16FEF423B49038BCE8712344DC7938B81B00DBAEE6753F24CF32D9EB7EA1F088,02_tex/cyrillic/047_Noether_Paper06_Section07_Interslavic_Cyrillic_v001.tex,16FEF423B49038BCE8712344DC7938B81B00DBAEE6753F24CF32D9EB7EA1F088,01_unit_pdfs/cyrillic/047_Noether_Paper06_Section07_Interslavic_Cyrillic_v001.pdf,D2742DFBB832681AD335C938973FEC23E72EC0766219B91399C7BFC0F3D6FB40,2,93837,1.89,,0,0,0,0,0
48,cyrillic,paper06/interslavic-cyrillic/v001/Noether_Paper06_Section08_Interslavic_Cyrillic_v001.tex,EA17D4392172B3B64F8D623D8B8B7BD719742587EBC1AE3341C76119A73C0F09,02_tex/cyrillic/048_Noether_Paper06_Section08_Interslavic_Cyrillic_v001.tex,EA17D4392172B3B64F8D623D8B8B7BD719742587EBC1AE3341C76119A73C0F09,01_unit_pdfs/cyrillic/048_Noether_Paper06_Section08_Interslavic_Cyrillic_v001.pdf,61CE4BF922A5ADE92DDE0C52646D5997C5879662D3FE60A70ED1F08F4412E109,2,88664,1.889,,0,0,0,0,0
49,cyrillic,paper06/interslavic-cyrillic/v001/Noether_Paper06_Section09_Interslavic_Cyrillic_v001.tex,42C20A72D1930FD8786DCE44A395EF81B04B62B6CC71576FDB2C5ECB16828009,02_tex/cyrillic/049_Noether_Paper06_Section09_Interslavic_Cyrillic_v001.tex,42C20A72D1930FD8786DCE44A395EF81B04B62B6CC71576FDB2C5ECB16828009,01_unit_pdfs/cyrillic/049_Noether_Paper06_Section09_Interslavic_Cyrillic_v001.pdf,E8D6AC5276A1B1973892E626A0E49C6C8961FB5412210A0F4F44C5DE48A1B06A,2,108400,1.931,,0,0,0,0,0
50,cyrillic,paper06/interslavic-cyrillic/v001/Noether_Paper06_Section10_Interslavic_Cyrillic_v001.tex,0E04A472FA411274392C382AA8BC273FACC88F7F96E35B305BFC9B8C927B7BCF,02_tex/cyrillic/050_Noether_Paper06_Section10_Interslavic_Cyrillic_v001.tex,0E04A472FA411274392C382AA8BC273FACC88F7F96E35B305BFC9B8C927B7BCF,01_unit_pdfs/cyrillic/050_Noether_Paper06_Section10_Interslavic_Cyrillic_v001.pdf,D1318455CD99AE0C392706E1EB790A48A15BE1D46BC3EE83E834BA99D3684C30,2,95429,1.9,,0,0,0,0,0
51,cyrillic,paper06/interslavic-cyrillic/v001/Noether_Paper06_Section11_Interslavic_Cyrillic_v001.tex,FF8BFBEF2B462CA931526EF48AEE618FFC7D6A2A72A5BF4FC5BA1AA2F30DC135,02_tex/cyrillic/051_Noether_Paper06_Section11_Interslavic_Cyrillic_v001.tex,FF8BFBEF2B462CA931526EF48AEE618FFC7D6A2A72A5BF4FC5BA1AA2F30DC135,01_unit_pdfs/cyrillic/051_Noether_Paper06_Section11_Interslavic_Cyrillic_v001.pdf,94D878ADF4363CACC103BD3907086A874C73443DD2D5FE168254CB2CE7F832B3,2,102989,1.892,,0,0,0,0,0
52,cyrillic,paper06/interslavic-cyrillic/v001/Noether_Paper06_Section12_Interslavic_Cyrillic_v001.tex,CE84B2A07A3916DC0DC761074A587D15EEDF3D728ECC6D85CA35DA9CF44E3CE3,02_tex/cyrillic/052_Noether_Paper06_Section12_Interslavic_Cyrillic_v001.tex,CE84B2A07A3916DC0DC761074A587D15EEDF3D728ECC6D85CA35DA9CF44E3CE3,01_unit_pdfs/cyrillic/052_Noether_Paper06_Section12_Interslavic_Cyrillic_v001.pdf,36AB9FC8A2B61BB47CF426407B22792F03AE23AC98D170A9BE77890CE079716C,3,119390,1.989,,0,0,0,0,0
53,cyrillic,paper06/interslavic-cyrillic/v001/Noether_Paper06_Section13_Interslavic_Cyrillic_v001.tex,B38D10565A2B802387FA8D89F8C873CD3330DB819D4EA129D3BC40E4D5D29DF9,02_tex/cyrillic/053_Noether_Paper06_Section13_Interslavic_Cyrillic_v001.tex,B38D10565A2B802387FA8D89F8C873CD3330DB819D4EA129D3BC40E4D5D29DF9,01_unit_pdfs/cyrillic/053_Noether_Paper06_Section13_Interslavic_Cyrillic_v001.pdf,168E43B3CFD363CAF7F1F586A19615A83E6FC829C6D4A5B5C3D1F2E303561CFF,2,93717,2.008,,0,0,0,0,0
54,cyrillic,paper06/interslavic-cyrillic/v001/Noether_Paper06_Section14_Interslavic_Cyrillic_v001.tex,06E8D0BB7BE9B241439DE20952F7F4A94FAE766C78A7D7EC802B6CC030554324,02_tex/cyrillic/054_Noether_Paper06_Section14_Interslavic_Cyrillic_v001.tex,06E8D0BB7BE9B241439DE20952F7F4A94FAE766C78A7D7EC802B6CC030554324,01_unit_pdfs/cyrillic/054_Noether_Paper06_Section14_Interslavic_Cyrillic_v001.pdf,E94D6F74EA5F7D0AF6818FB2CE4381445EFECFD05F2B2B24A516025A8CE32EA0,2,94203,1.861,,0,0,0,0,0
55,cyrillic,paper06/interslavic-cyrillic/v001/Noether_Paper06_Section15_Interslavic_Cyrillic_v001.tex,B65C4374B023CEDB8DBCF7FCC14659221196027A593630B9C8D22F2ACB3ECDCE,02_tex/cyrillic/055_Noether_Paper06_Section15_Interslavic_Cyrillic_v001.tex,B65C4374B023CEDB8DBCF7FCC14659221196027A593630B9C8D22F2ACB3ECDCE,01_unit_pdfs/cyrillic/055_Noether_Paper06_Section15_Interslavic_Cyrillic_v001.pdf,97E5006FB23449FEED81606980C109FEF3CEE84349CD9FD646AEAC253CAEAC6D,2,95931,1.891,,0,0,0,0,0
56,cyrillic,paper07/interslavic-cyrillic/v001/Noether_Paper07_Interslavic_Cyrillic_v001.tex,A980AF6FA802C5D2960CB91153943C4F76A3FD14C8B8880094501B994DCC9E5A,02_tex/cyrillic/056_Noether_Paper07_Interslavic_Cyrillic_v001.tex,A980AF6FA802C5D2960CB91153943C4F76A3FD14C8B8880094501B994DCC9E5A,01_unit_pdfs/cyrillic/056_Noether_Paper07_Interslavic_Cyrillic_v001.pdf,C4C8163A51B738D9F0D17D930EDBEE59CCFC4529A056D523623E089F0990DC1D,3,112448,2.069,,0,0,0,0,0
57,cyrillic,paper08/interslavic-cyrillic/v001/Noether_Paper08_Interslavic_Cyrillic_v001.tex,35B751B369C371CFCDE78DDCE510710EDACC5E94DAF1142CAA573FB94D26A45C,02_tex/cyrillic/057_Noether_Paper08_Interslavic_Cyrillic_v001.tex,35B751B369C371CFCDE78DDCE510710EDACC5E94DAF1142CAA573FB94D26A45C,01_unit_pdfs/cyrillic/057_Noether_Paper08_Interslavic_Cyrillic_v001.pdf,47E4F9570AD9CFB178771FADD11B02D85A802DD5260402256B0D4B463B426160,8,151317,1.932,,0,0,0,0,0
58,cyrillic,paper09/interslavic-cyrillic/v001/Noether_Paper09_Introduction_Interslavic_Cyrillic_v001.tex,B3BA3DD40EA0BDBDAA5B1D3BCD1FE7AD7ED4D26FD695F277165B39B12B6BCB42,02_tex/cyrillic/058_Noether_Paper09_Introduction_Interslavic_Cyrillic_v001.tex,B3BA3DD40EA0BDBDAA5B1D3BCD1FE7AD7ED4D26FD695F277165B39B12B6BCB42,01_unit_pdfs/cyrillic/058_Noether_Paper09_Introduction_Interslavic_Cyrillic_v001.pdf,B2703A06F0FB2CD0F7F991B7A1A94B736F45321B773C6F7EB57960A939B2CA7A,2,89974,1.884,,0,0,0,0,0
59,cyrillic,paper09/interslavic-cyrillic/v001/Noether_Paper09_Section01_Interslavic_Cyrillic_v001.tex,25F63D5D91B2BDCF8C99E266A07B4B1E9C3C5F3554C0F194C0D3385C46675316,02_tex/cyrillic/059_Noether_Paper09_Section01_Interslavic_Cyrillic_v001.tex,25F63D5D91B2BDCF8C99E266A07B4B1E9C3C5F3554C0F194C0D3385C46675316,01_unit_pdfs/cyrillic/059_Noether_Paper09_Section01_Interslavic_Cyrillic_v001.pdf,B4483F380D6D8E4656E416A5DD85F79E1DCBDEF70F69E7E5351A17E3C5C59B98,1,73172,1.38,,0,0,0,0,0
60,cyrillic,paper09/interslavic-cyrillic/v001/Noether_Paper09_Section02_Interslavic_Cyrillic_v001.tex,E7AB0AF29A2B3A5F0B3DB981A11BB4FAC1E91D950B5BF0A178B656DE370A0F7A,02_tex/cyrillic/060_Noether_Paper09_Section02_Interslavic_Cyrillic_v001.tex,E7AB0AF29A2B3A5F0B3DB981A11BB4FAC1E91D950B5BF0A178B656DE370A0F7A,01_unit_pdfs/cyrillic/060_Noether_Paper09_Section02_Interslavic_Cyrillic_v001.pdf,AD3E00AC41247F8F82ECFAAEB3260F06BF455D8EB9D7A7AA5D319AB807DB4EE7,2,93961,1.911,,0,0,0,0,0
61,cyrillic,paper09/interslavic-cyrillic/v001/Noether_Paper09_Section03_Interslavic_Cyrillic_v001.tex,99BCB3DBFE1752C55DBD1354C316EA24ED82A69D2E70D35B416D04837D9DE818,02_tex/cyrillic/061_Noether_Paper09_Section03_Interslavic_Cyrillic_v001.tex,99BCB3DBFE1752C55DBD1354C316EA24ED82A69D2E70D35B416D04837D9DE818,01_unit_pdfs/cyrillic/061_Noether_Paper09_Section03_Interslavic_Cyrillic_v001.pdf,F681308D63AC3F3E58D73AF572DD16011762D115393AB431C6E67EB23A7CC3D3,2,92184,1.881,,0,0,0,0,0
62,cyrillic,paper09/interslavic-cyrillic/v001/Noether_Paper09_Section04_Interslavic_Cyrillic_v001.tex,9801F5F0BA92BACC536B1213C36D7D10B021393665A56299AC8505B3AD15FD9A,02_tex/cyrillic/062_Noether_Paper09_Section04_Interslavic_Cyrillic_v001.tex,9801F5F0BA92BACC536B1213C36D7D10B021393665A56299AC8505B3AD15FD9A,01_unit_pdfs/cyrillic/062_Noether_Paper09_Section04_Interslavic_Cyrillic_v001.pdf,AC759F39331A35EBE30534D5C6641A79D8CCE800250C1D87D9279B82CD403252,3,99653,1.928,,0,0,0,0,0
63,cyrillic,paper09/interslavic-cyrillic/v001/Noether_Paper09_Section05_Interslavic_Cyrillic_v001.tex,958A3C11825A6B568625BB8F11C5481B0916DB7EDB0E8630D09DC6E2FEDC89C3,02_tex/cyrillic/063_Noether_Paper09_Section05_Interslavic_Cyrillic_v001.tex,958A3C11825A6B568625BB8F11C5481B0916DB7EDB0E8630D09DC6E2FEDC89C3,01_unit_pdfs/cyrillic/063_Noether_Paper09_Section05_Interslavic_Cyrillic_v001.pdf,D7A155D95382253946371BB0114511BD4CC94FFB2C2067F8065FF87004FE653F,2,94063,1.969,,0,0,0,0,0
64,cyrillic,paper09/interslavic-cyrillic/v001/Noether_Paper09_Section06_Interslavic_Cyrillic_v001.tex,0A341A4EB1C86635315B76C66D17822E471EB26C914390C60F802855EB8747CF,02_tex/cyrillic/064_Noether_Paper09_Section06_Interslavic_Cyrillic_v001.tex,0A341A4EB1C86635315B76C66D17822E471EB26C914390C60F802855EB8747CF,01_unit_pdfs/cyrillic/064_Noether_Paper09_Section06_Interslavic_Cyrillic_v001.pdf,7B83BF953E5F4FD31A47565107DC8CFD29E47CDAE8F08012368C4B196282BF07,2,94560,1.893,,0,0,0,0,0
65,cyrillic,paper09/interslavic-cyrillic/v001/Noether_Paper09_Section07_Interslavic_Cyrillic_v001.tex,EEF554ACD942E8042515B3069A8C77AD4274ADCC783899D7C8D54716A4A9BE7A,02_tex/cyrillic/065_Noether_Paper09_Section07_Interslavic_Cyrillic_v001.tex,EEF554ACD942E8042515B3069A8C77AD4274ADCC783899D7C8D54716A4A9BE7A,01_unit_pdfs/cyrillic/065_Noether_Paper09_Section07_Interslavic_Cyrillic_v001.pdf,798F8CA5CDCD4BB9AA3F3431658F6A4E06626A8B456B18F771EEB465B07BDF26,3,100788,1.909,,0,0,0,0,0
