language	page	predecessor_page	disposition	raster_sha256	width	height	text_sha256	text_characters
FR	89	89	PREDECESSOR_EXACT_RASTER_AND_TEXT	4B9261158CDBFDEAA803D2BE8FC609EE32528A1227541AB2621DCEB761171641	596	842	0504B9C6435BEEABB10047B9C7AF7B2E716C5703B08EA05F888D164943204EDF	2884
FR	90	90	PREDECESSOR_EXACT_RASTER_AND_TEXT	E07D9B798EC7979B9A06BD970CB03F2895A02327B91B3A1CBC810641D8033D63	596	842	C21AEE28E2CAB47BBF1E75A123DFEA81F4AF76EFDBB9EEAD7F7F0404A3C6043E	1879
FR	91	91	PREDECESSOR_EXACT_RASTER_AND_TEXT	C24357040103EF2C843E37A65BA916074942EAC48E479959DF8CC5715857F6E9	596	842	25E64D44A9EC4CA7112F92F5CDF8E6302A9714BBE9C7717E7C6F4A0932B5B147	3077
FR	92	92	PREDECESSOR_EXACT_RASTER_AND_TEXT	B7664C66115B825292CC975E3E682F5F495FC19E5BEB2D5F624337A0BC8FD142	596	842	655F060C46CACBF1F97724C082CD23CDDB2E0FAA27AC04300D15B7F3F121056C	2812
FR	93	93	PREDECESSOR_EXACT_RASTER_AND_TEXT	BBCEB6C64F75AA4BE1AD2DB376D4D5663FE5CEDC0296F7904648BAC563F3DE7D	596	842	D7560CD54E2CBC828238979FEC8C12044181378BBA8D85E16F8738DA02A403F1	2657
FR	94	94	PREDECESSOR_EXACT_RASTER_AND_TEXT	1B7DC3C6A322F4ED53EBB1F0AF5344EC8187F999679BC5DE14D09D7B87AA0F0F	596	842	220BD90979DABF4B8083299CCD5B038590EE21580E57367F6376F9D29A02C498	2664
FR	95	95	PREDECESSOR_EXACT_RASTER_AND_TEXT	5DEB23DFB8B18101124F8DA26FAE460E17CF3D8E623755D409BBADF097C144F5	596	842	1E9F965C1F4D6A1DA87DFD6740494CF4DB0648436E548886FCD39412CF013F72	2428
FR	96	96	PREDECESSOR_EXACT_RASTER_AND_TEXT	DB9B603F8FEA7D96EFB28B9F541C596585379A1E6AD83511F6A4C4C7B2045ECE	596	842	94389EAC0448737A75CB3C61E3D8C11B825D830887388ABB7A2E3EC022921434	2107
FR	97	97	PREDECESSOR_EXACT_RASTER_AND_TEXT	DD2AE6A6D8F2814B8A8E0162694208CDACD1A3FFDED88060EB9F6D61834FE8D5	596	842	4D05A870871F6D9E653A834500C756D4FA265EFA2C040A48FAEF21E28CB30585	2609
FR	98	98	PREDECESSOR_EXACT_RASTER_AND_TEXT	5BBDD26A3A8DA8EB63A7B09F3923F67027C73F96222F5836DB46FAE56FC4D618	596	842	B23AD6846B2AE4F49CD86DD2C4EA788872D1A2048FBF0EFAE5EAF4058A3DDEDD	1378
FR	99	99	PREDECESSOR_EXACT_RASTER_AND_TEXT	61EB4C71ED6DD1EDC141C316842DD3C3BECA970ECFDFD622ECB762CEE4F37C0A	596	842	808199D679DF0AF83179D590D5550533951B2354679C6E5F1630107ABD40F094	3996
FR	100	100	PREDECESSOR_EXACT_RASTER_AND_TEXT	D913A9545D47581B9D7676CACEB00DB02CA980705DC8B661CFA167928CC2675F	596	842	5BE1783A951EAB6A1EEDF900F10D7949AD1B01AC62C4B7BD22D530E37ED951DA	3711
FR	101	101	PREDECESSOR_EXACT_RASTER_AND_TEXT	4EBD5B0E9C9DFA4FDFD0353C351C90D0084B50DF5E52E3D13F5B5B2E8ED83A3E	596	842	BC414D7DB993BF5F2ABE3F03123802439FE3A4C13D952127B6504CB6FB86F58A	4233
FR	102	102	PREDECESSOR_EXACT_RASTER_AND_TEXT	73B8E34DF7FBE0A4C6D5861C6D9D23694DE2F4081ABBBFCC39B3B10AC1EE773D	596	842	7006E6C832378050EE8BB73ED0BF59AA45CDDCFCC2097F6ABE2C8AFFF20363B3	3673
FR	103	103	PREDECESSOR_EXACT_RASTER_AND_TEXT	FAE81630E62F8774FB1A17911D83D70F9360DBB734BF76BF1D8B45C2B2D93330	596	842	BB9F91AEBFF10CD5B3FDB5EED93FF1C6E94079D5E02C522762A7D4071CCA8232	2927
FR	104	104	PREDECESSOR_EXACT_RASTER_AND_TEXT	751664B051A2BC3E75A0FD20415192F27F26F19D90F7E8A7A44EED8D95EE43C1	596	842	710D44E780EE5A2516AC55363F4310301B82837FE1099CB7708196259D33C669	3156
FR	105	105	PREDECESSOR_EXACT_RASTER_AND_TEXT	C3D875FEB02D6AE3774E474F9D182BB0EF61EAF70A25B713235A059FC0BC0DAD	596	842	00FE243FAAEBD5B39192F63B800DE4FC4A53E48AE2BD9C876C2EFE81652B5076	3630
FR	106	106	PREDECESSOR_EXACT_RASTER_AND_TEXT	949E6345B59BA168ABB280C603492A4D3E0B4F89DC57288EB4EEB3AB3878A73D	596	842	B9D99E0CBC12F274000E23640EAEAF02067451442338311151D2FD2982584A40	3147
FR	107	107	PREDECESSOR_EXACT_RASTER_AND_TEXT	A1D0D3CC6C4DC728A75224B89C647F4611226F77627D2CA6AD25E03C60C196B2	596	842	E2104C1F76CE41FEA3DF37E01ECA51F3CEDD6C6518BBF711E24B697C0013160F	3972
FR	108	108	PREDECESSOR_EXACT_RASTER_AND_TEXT	D5C3BC77C167303266DC7310E24C3E125CECDCF52BD9AF407B7AE02AF72B2D1D	596	842	FE17BB79B082CD1469DE59D7BD7A179803E4F50A30FB64A64B0DF602B77E4C75	3844
FR	109	109	PREDECESSOR_EXACT_RASTER_AND_TEXT	F2B5719F136B2C530D927C59FC8E5FBEA2CD765FFD7DF654480829E200013B9A	596	842	0C6CB968EFAA72CF08D83CC9D9E9C05072AF8BE57702A847003704096C4B82CE	3185
FR	110	110	PREDECESSOR_EXACT_RASTER_AND_TEXT	10C022E979699BEE22B8A1DE223A6171F735D6732AAE7EAA98E2A81DA7FC357E	596	842	F84BC45726963B3BEA108C001FE42645B7615FF1DE7472AF46A50463FAC48F32	3361
FR	111	111	PREDECESSOR_EXACT_RASTER_AND_TEXT	E32C4AEA09C04AC925F245130ED3DE5FC8986050A34577AE3B326DB39CC32A6E	596	842	19ECC4321AF4E11C381ADA6C542721EF4D56864287C8C2B2A3B302407DBCE03B	3076
FR	112	112	PREDECESSOR_EXACT_RASTER_AND_TEXT	D409CC7018B40483FA4C0765A54518DD9BB6201B51F71D24D8EA17D93E66F91F	596	842	78E4B7F0515B7001FF67D0B4188F5462085DD95B4535E65DD4AED8F9B2707517	3104
FR	113	113	PREDECESSOR_EXACT_RASTER_AND_TEXT	5BF78A306B6E0E0D0C385835F739CF307108CA8EEC21E358E6F721DC2C023EC7	596	842	52EB3B7C741517EF7F06CC1CF66684CBC405F0C5B5E4F9DE1ECAF3AA22D53814	3845
FR	114	114	PREDECESSOR_EXACT_RASTER_AND_TEXT	64BE1ACD9D122E5C2EDE02C160CF4046C2C8A1BEAEA629870504D44F48ECA824	596	842	3EA3B49F00672F5607212020EAA827E581A0B77DAE7F4CB63CE0B2210298B71D	2608
FR	115	115	PREDECESSOR_EXACT_RASTER_AND_TEXT	533EFDF4294583739644890BA0F67A68EE4203C0B7E3402AD914870F85DEF8AF	596	842	AA71F5901292C0EA8F49890963E6C5C326D830C2773FB335F279B2EE5F1BC7E8	2947
FR	116	116	PREDECESSOR_EXACT_RASTER_AND_TEXT	81405C4515BC57B3B531C4F373644A095FF541494AB7C0DC2009217C9A64B058	596	842	E6F4D5E7D76863EB1B40FC7544DB19D0CDFDBFF2542DAD95C14F682FAD0DA242	2037
FR	117	117	PREDECESSOR_EXACT_RASTER_AND_TEXT	651B28983F081C4A983FAA101CDD2EA370B78D83BCC0E430F347B4B5EEE0F619	596	842	F354D3CE61DC7089D9FF2504B3426E255197DB2A5BE47CCA6D2E2F1F8CFB3E2B	2628
FR	118	118	PREDECESSOR_EXACT_RASTER_AND_TEXT	A37E6B3B90625036CC83C0A87469EB6910FAB687703A1555F184A9BFE73FF1A1	596	842	5F01316A45E3A719E107480E99164DFCC5A5DE7671E4455C1095A41E673523B4	3358
FR	119	119	PREDECESSOR_EXACT_RASTER_AND_TEXT	9C16D0D46F45C2F04FCEE681029BE94B73C88D28BFAE292E9AD2985A0A3FA6AC	596	842	0DBF348812D7542A3CC0341EF8747B27DD295471E3CC60CEDB04F925E00EBA7F	3353
FR	120	120	PREDECESSOR_EXACT_RASTER_AND_TEXT	13299F5F52CBFD8FDA8F1F7642A8EF172DB05101941A2B6D0E0D8913B9B9987A	596	842	38084CA8A5EFC179A868354293A5B153E03BA142CDBBF35112EB23080B4A982C	2571
FR	121	121	PREDECESSOR_EXACT_RASTER_AND_TEXT	1D81CB9DA0984C27071F19EEB1F760D3F8FF44FD0EBB6682651B846CF2CD06A3	596	842	12FB89A68B24CD21E1B7A22AE898CD9C63206AB54743A92368D683F7DFD21C9A	1778
FR	122	122	PREDECESSOR_EXACT_RASTER_AND_TEXT	524DDF0BC6C02CB377BEDE8F523FBF4AA94C24227C55678C7365AA8D6C397115	596	842	7C945121413D93158A239F31860B49CA833D07E00A8029D25BA152E648C3F342	2437
FR	123	123	PREDECESSOR_EXACT_RASTER_AND_TEXT	F20C84FB69691A82BFAF9B8CE73D0873E01B180A7B3A9A236D207F76C4667EF0	596	842	069F72CD5EBE64C2326785519B9CA23C8983564B8D6EE8049504A45D8EFD6F03	2529
FR	124	124	PREDECESSOR_EXACT_RASTER_AND_TEXT	EDE4C3BB6F9CC8D55E2250EBB0557E345BEEBF881ACDA8F34F07DEFAE28A09FC	596	842	C145374EA99972DE08E39C1C55A57F53C70841C94D6B01388C2F37CD46681C35	1906
FR	125	125	PREDECESSOR_EXACT_RASTER_AND_TEXT	F82C953FB7D44E5A0794AD1CDEF8395B3C4A1B79850111A81107624157DF455D	596	842	A8F8665A2D32991FA5EAD4180E8F486D08202F5E11A92251FE2FFFC0C2E68029	2225
FR	126	126	PREDECESSOR_EXACT_RASTER_AND_TEXT	3CD09D7D80D08E9D0F21DBCFAE657DD3025368FD99B3CF408B597857A935CFFC	596	842	B52F525B8C3C5A0F77E730A658A4445C6E6831CD0D5203A97C7CEF62FC337A4D	2083
FR	127	127	PREDECESSOR_EXACT_RASTER_AND_TEXT	E06E876E7891AF64DDAB3AF3D52FBD0041298C87EB29BBE78BE5C5351FE5ABCE	596	842	C9237AABFD32DB5ACCB42537D9EBC2DC0EFCE808BF69E37D2E597AFD1C4CD9A4	1338
FR	128	128	PREDECESSOR_EXACT_RASTER_AND_TEXT	E96ADA0959372F2B7822CAB024CB2EAA178A811E661E67436FFFA452D80BB324	596	842	2C3017A743CF6A8692666475608BB52754E20FCC55A8D1BAF2F83FE06E5E126C	1798
FR	129	129	PREDECESSOR_EXACT_RASTER_AND_TEXT	2B0FD590C0A9310D8F7C94A8CBAB328233CFDE86DA48CDA7D8D05ECF72D5F96C	596	842	AB065037D4C5085B776EA61C1BB024CC00FF00C6B84D0CA40C0307286605E796	2718
FR	130	130	PREDECESSOR_EXACT_RASTER_AND_TEXT	0F7861CB8A4F6B796B4FA42CCAEB2874889791A2058845F1348168F65B037425	596	842	7E3EFCC104B49CD36DBDDDE238F6BB58B6A6F2C6D6F68978E3553D38DCFDC8D3	2150
FR	131	131	PREDECESSOR_EXACT_RASTER_AND_TEXT	EB960CA3EEC261D344868066AE03CBEA9660960F6FF0FD9342AB82E2AD8813A3	596	842	1C9F45FBCB2C4E7883B6711F5FBF396229006C3433B63D0E33C04F0A831B2A20	2061
FR	132	132	PREDECESSOR_EXACT_RASTER_AND_TEXT	497ADA20CDDBC54A8C84180E15C4A992F4D0525D92EA8AF147E46755EC4040CA	596	842	56D26406E546844B6FBAE634465A86A671113E421D12A920388CDD701E1117D2	3118
FR	133	133	PREDECESSOR_EXACT_RASTER_AND_TEXT	566CAC68F97450836151D172195D9152A69760EF23F4FD3D920F635918A6AE28	596	842	0F9F7AA28A4245DB6A49580E493917AC6C4CEA9FA8BBC05EDD260672E8E6C811	3091
FR	134	134	PREDECESSOR_EXACT_RASTER_AND_TEXT	504E48D093C472F7DF1A62D62B88FFB4AB8B2660BD384C974689EB21C2E7C414	596	842	D726511869A43392C7A85A398A7C8F283757B51539A018ED1FF9BF450B3F0FE8	2807
FR	135	135	PREDECESSOR_EXACT_RASTER_AND_TEXT	10034DDF1C750838B5500F83E5D013A11ED698D3E0E13808A8F4617E6FDA640D	596	842	2754DAD506498F3B169CA7A66E5FD6BD3400A93026B5D736E61FDE7253BF41FA	1800
FR	136	136	PREDECESSOR_EXACT_RASTER_AND_TEXT	C2896A0E1A7DD0D5784C638E5550D45D39C322B6A02D5B642F2A7748C9B5E473	596	842	42A9FCBB6FB285DA5DED61B0F6CC38D55AB3130C14FE67F48EADCC970B0EE93C	2227
FR	137	137	PREDECESSOR_EXACT_RASTER_AND_TEXT	6419B5988D5DF7CF14E3DF53AFCAAF416913857610541EE41255B7D9EC2AD63B	596	842	969C9E1D77BA63996E5F0707FFDFF2E4D0D9784D1DC801DA2FAF54BA330BF1CC	2615
FR	138	138	PREDECESSOR_EXACT_RASTER_AND_TEXT	35977F75077D68B02BADE56A0587488AA9BC2F87D3F5E0B790B5D32DA706725B	596	842	928327EA741CAC02FDA40FBD700C61D0F20883D295B04E616D444092D5AABF3B	2152
FR	139	139	PREDECESSOR_EXACT_RASTER_AND_TEXT	190487513E9EFF676A82058A3BD26984E45F334EF95C545F665D7BFDD6484E9C	596	842	C959C0A9875311AFB4FFB61B2FCD2CAFCB00698059524D2EBA687A5D3B364565	3320
FR	140	140	PREDECESSOR_EXACT_RASTER_AND_TEXT	487222D291306A4B1CAB28BD2F882ABF6391DFB0DFB39DDCB437CDD510EF3ABE	596	842	98E8148DDDBA2D02AD9FB4CE47D65E57EEC86578F8E1AB9DB924933C84C798AF	2863
FR	141	141	PREDECESSOR_EXACT_RASTER_AND_TEXT	B786D6B8739B16CF15F22773BC134DABFAF1CE0649865FAB466B4FCB2A54C2FC	596	842	5FD4509F7878B67D4F672464AC0ED9DB2EFFB6D383206249193E77648F5E9CCE	1920
FR	142	142	PREDECESSOR_EXACT_RASTER_AND_TEXT	0629F273E6AFDE7B0356879A6A86C3210F3129A5ED2D986E79628448F0C10654	596	842	9A17E9F6F06E820416D2C17747F95FF127D3590A18E08961241B0A9B11A9EAB9	2769
FR	143	143	PREDECESSOR_EXACT_RASTER_AND_TEXT	99773248C024570CD0EA105558EE1152C11E067F5DE64EEE78BC459C897484A5	596	842	F1EFC7A0766E06803F835C8C59EB4CE0DEA26B82131F98D369B722CBED0F6C17	3117
FR	144	144	PREDECESSOR_EXACT_RASTER_AND_TEXT	02B13809A4437F922095BB6087DE1271FF314963652BE7201E81EA05A4C0E30B	596	842	F50F8BC589C34A10D69865FFCE9EF8D17831056CB7168F9E2EAABB3574CFF3F4	2806
FR	145	145	PREDECESSOR_EXACT_RASTER_AND_TEXT	F7A2F74999F0C739FA0780F3AAAAE31157E68314C0DD45161F0FEFA561179508	596	842	27CA3AA2260CFF9E2A3A43F28F562802A7BC2CCBA25BF9F4942ABA51D6A2E23A	2225
FR	146	146	PREDECESSOR_EXACT_RASTER_AND_TEXT	70E9C694AE231D1CE8F720B57289601C5AB9D886DC2CC895C49655F926069AC7	596	842	CFBC25DB67AAA570CCE4261C718FFD18C343848EE2AE0490B5E33A2C23FE41E6	3215
FR	147	147	PREDECESSOR_EXACT_RASTER_AND_TEXT	91EC6E5C9AB3E120C26A788D441BC33E0A1FCC3B67323B829BE135491102AEF5	596	842	B7F073C709F43A07EEC3CD8AF89AA6155E05E96E770B2051DD71D40A2B183F33	2690
FR	148	148	PREDECESSOR_EXACT_RASTER_AND_TEXT	A4B37A4C7107243C7B5BBF21642C530EA9101B5B0A2D4557AF446E32C4597507	596	842	D4789E279C73276B2A4E6A0C398799A1D961637C1BE0C7BDEC6FE8D9B2C44B4F	2591
FR	149	149	PREDECESSOR_EXACT_RASTER_AND_TEXT	2689415830B027858E1AF21EA76F70F6C4925F6774416AA64A8F54DB5119590A	596	842	6CF93E55382255BA802E31D22F9643CFE4356920EF04A71010FDECE8EF6C2118	2932
FR	150	150	PREDECESSOR_EXACT_RASTER_AND_TEXT	388247F9E12677374A7210CFF1070EACE1A96B3E81A6789194DD711FF1242582	596	842	E7B4E7DC481F9B190221E2F8D67AE4AB7480D0DB5E9916FFB8E5A79E4F11B4DC	2261
FR	151	151	PREDECESSOR_EXACT_RASTER_AND_TEXT	8893E320500F5504B2884EB67D853E8E5A3CC28FB25E5511233A0E78E55BA040	596	842	08F89DEC4072AE5A75103C2B2A8B33A12075B72BBA7748068327CB0144894E2D	2496
FR	152	152	PREDECESSOR_EXACT_RASTER_AND_TEXT	5BA0BF114FBE6FDC970210C1DC646877E5CAA5B5FB416B1EE793544A0FEA60D4	596	842	41E113339F9BAF1C47AC859E3906428105B38DEADBE7BB1D6B9F426E42E7E31C	2946
FR	153	153	PREDECESSOR_EXACT_RASTER_AND_TEXT	05E3386E33A65AC7259EC9EAA40C3FA48169E0C303EE38240DC401B68BD7AC04	596	842	F4C1C43DBF775989C38D11A523946015108F6E05969A6169431CF07A27BC714E	2930
FR	154	154	PREDECESSOR_EXACT_RASTER_AND_TEXT	2215A34BC58ECF7FDAC7C456B0B0DDA94E9ADFB2B5C182B8E51145C395460345	596	842	AD985AB30B4F25719A4195B14D839F98FCAF9F91E3681012FE00A69025833116	3390
FR	155	155	PREDECESSOR_EXACT_RASTER_AND_TEXT	E1578863ED19585131D6701ADCD04F0AB89874FC34126B5869701094B1C07CF7	596	842	432E5419549583B6D477A3F22ABD0D411E6CD0E28B2118B53C7496A2211ADD1E	3314
FR	156	156	PREDECESSOR_EXACT_RASTER_AND_TEXT	EA1BA9E01CFC4467070AF8CB877797A454BEFB9D6E4A2F9E8DC1E542B03CA879	596	842	F4F17A0E63D4ABA1CE66F6EA3C827DB994FD170A086B3BB3E8FFD0DF432A9001	3212
FR	157	157	PREDECESSOR_EXACT_RASTER_AND_TEXT	3AC0584AEE9BDCE9B99F76A4E97FCBF75611A555E79892A8E2B64C47D52D386E	596	842	5D97C7EF776BCDBAA89193D7FB21B58AF5571870B86D09B96358C99E2558B146	2624
FR	158	158	PREDECESSOR_EXACT_RASTER_AND_TEXT	50D622F66B57544A48CF7AA7AB9AF7C81A62D5E39722FF5F9C7CB79C869869F5	596	842	685EE91F62F53F02F10AEE25C79EB6DF3CD0659CEBA772EFEF8FD8D742DC2F07	2512
FR	159	159	PREDECESSOR_EXACT_RASTER_AND_TEXT	98FF3C07103DDAF5275770E84E12C35245D7D89C932893E0B6ACEEBBBDB8AE01	596	842	589577F503798E49C330670250E73F8209C8DC3164E3F738971DE463177DA4F3	2675
FR	160	160	PREDECESSOR_EXACT_RASTER_AND_TEXT	3B89BAB4574B8440C9FFEADBB48BC5EE91BD8D4F7990E89BADE78DE7AFEB8A22	596	842	83511A46A2EC4078A06E075576D964517D342A55E583D442E08622F4E56B5964	2114
FR	161	161	PREDECESSOR_EXACT_RASTER_AND_TEXT	9AD681F5D992777BFFE26666320374B8EC3CA472A9290E034477D8771F5C400D	596	842	C4F02506B448179D34346D054A800C68ABB0407B1B41BDE9939A2F891DB1D50C	3709
FR	162	162	PREDECESSOR_EXACT_RASTER_AND_TEXT	7A3895DA8B9298A8FB9599ECEF9769039355BC702C353422BDCC202D4376905F	596	842	4112AB2A316F7A2DB7D7DCFA7DF235908539289DB814C9086520BDC9BF397291	3528
FR	163	163	PREDECESSOR_EXACT_RASTER_AND_TEXT	F061520850C7394D4AF13DC9353EA7755A09B948E80F8DC0301080B238C0D81C	596	842	319B015A174417399DF81A9ED931869423392D984793DE4A6C763E0ED1D693DB	1760
FR	164	164	PREDECESSOR_EXACT_RASTER_AND_TEXT	143A74BB6BE96F7E7532F1519140C67F5977B6514420E4B6912DFF4B8617A35F	596	842	219A7D77954D85EE43237D2020EB195183AC158F309EE525CB35599FADF30785	1204
FR	165	165	PREDECESSOR_EXACT_RASTER_AND_TEXT	2AD90C0CF24BABE8120C53B8B6B3F6F0DFC7B6B28E69E49F1216C990FCCA691F	596	842	BDE917B0C1942EDC01875F3AB4DBB2B9DC1C8B2856CD640B578E50A129D0DC55	1711
FR	166	166	PREDECESSOR_EXACT_RASTER_AND_TEXT	EC0AB2DB8E2E0C734C2F95591899E42A10CA6B623935DE1A10793E7A69F0B0DF	596	842	22AEEEB8D2FBA793B424E29E6881D490A4071B41BED6992451647952F7C790FE	801
FR	167	167	PREDECESSOR_EXACT_RASTER_AND_TEXT	60981A9DD1C4BCD259E01C1CCD7D5A5DBA3A56D357EF1190678C11E907921B23	596	842	EE2FD02EAA6532AB44AA5FDFBF3541105F0C50D0835E314594E40BD8A113F1D8	1653
FR	168	168	PREDECESSOR_EXACT_RASTER_AND_TEXT	5EACF9614F5170CCDA00059DC54FCDB0964FC477F0D6D2DE57E977C62FDEA4EC	596	842	9390B2E2BDAD9408C8D723011AC50F45C95C5A6E59B8F72385DAB1C51484D2F2	2182
FR	169	169	PREDECESSOR_EXACT_RASTER_AND_TEXT	4BC9E31B522D3E59E48A43F38C4DAD5807B77399C8423BDD157C3ECD8108B493	596	842	6CB35912471453223CD3A5254B49CC5BC8281542D1A6C5F3F4738825FB9A3D2D	2054
FR	170	170	PREDECESSOR_EXACT_RASTER_AND_TEXT	97B96901857EF50A23B4A3F098225AE2D96A7D539B10E5F549E671089C11902A	596	842	054A00D1F996E69D0F0F8BF82416AED1C053776C475FB921DFDBC33C9C5DF621	2125
FR	171	171	PREDECESSOR_EXACT_RASTER_AND_TEXT	DE139780A2B78A6D97CB86D283B541A8E18077553CDB35B64A17EF332B4C3D07	596	842	F8D57ED3943F99AE01A63DE70D1865C63553B74ED641BFFC4A2E985D93F43874	2099
FR	172	172	PREDECESSOR_EXACT_RASTER_AND_TEXT	56DBD01E4099FE0FB61FC4625B350A39BAEC0355BB7C2DD805811297BCFDAC73	596	842	8F20975553FE7D519AD3001B48F32369B8E832983772F4288C417F00B9B09CA6	1538
FR	173	173	PREDECESSOR_EXACT_RASTER_AND_TEXT	64FA729FFBDEDFE961EEABEB76AF4FF12CF8531C7915A7ED2C714C3E9A29EFD4	596	842	B32A4866891147D5E6A5E691B3535355BCA4BD32648FB9B9EE216772C09E06F1	1852
FR	174	174	PREDECESSOR_EXACT_RASTER_AND_TEXT	85748A54701EEFAFEDE949CF1B66DF4060E173274AFF066A00E0D8C7419E11C0	596	842	3F690C570F37503FB4A1A2A832A40DF7886BE83337367578B298985F3B1D3D9E	1022
FR	175	175	PREDECESSOR_EXACT_RASTER_AND_TEXT	6C550E9A5D0316B17DDD93274617F0FF012A1F9FC70BC356327184A30FCBAAFA	596	842	03AD34AAD38B7F6E47B977CF9995A68751E582625022B7B136C2A5A80961DA62	1678
FR	176	176	PREDECESSOR_EXACT_RASTER_AND_TEXT	35397B17CED593FA1A42AA13A2203083D15B7BC430EBE5B0AA1FC539CCAE77C4	596	842	248C1CB203C0E7BBFD345593BC7B6BEC1D9566DE4A81EDA70E07317A86828C91	1402
FR	177	177	PREDECESSOR_EXACT_RASTER_AND_TEXT	2AAAF3648D7576BFD4B551A58A33396721726FA003D3FA2A50ABB964AC9C2257	596	842	E74BAFCBF3EF2509B67AAA1FC5B9661DC4200236C67D75247B7BDB1BE9E782E5	1848
FR	178	178	PREDECESSOR_EXACT_RASTER_AND_TEXT	731DB78258181DD1FB1B0F12EB6AAFB882124EF1D1D0F549D68E30DAC9236B61	596	842	FBE6CF9C64FE7A3C153031EC3DBF2BF4F5773BCE391628D3F4E99B9105468A66	1722
FR	179	179	PREDECESSOR_EXACT_RASTER_AND_TEXT	846D7CF30029245B19D89476BF5ECBE48E0075407049A8E06227BFD2AB9211D2	596	842	AAB4B40F92FF925FC9F7209419A513930E839D82F02143B8B2FA3B32857AA6E3	2392
FR	180	180	PREDECESSOR_EXACT_RASTER_AND_TEXT	49DF336F8AF11CD7F91CC7BC9E3E35879B2BA6AB2C13FE13232734C71CE82C38	596	842	9AB49169780814813EF26ADE6E7368295F510C500772920109F7B2308DDCAEDB	1419
FR	181	181	PREDECESSOR_EXACT_RASTER_AND_TEXT	82F469D4CB8C68BAA34FA52E13BA37533346F58F19A55C52DF21CA836D19C41A	596	842	2EE2C57C3BADED18A38B58FFD4216F1A9A7C31C50D706ACE5EE4E46715A7A669	1768
FR	182	182	PREDECESSOR_EXACT_RASTER_AND_TEXT	0F680B525B21DEFBE26DB88F185F95BAC4AC88F42DF3A56930497D6D34AD9F30	596	842	DACE48833FFE43AE067D13C7BEB26CFAAB3B938A2A7F3DCE8DF26226DA5A2658	2069
FR	183	183	PREDECESSOR_EXACT_RASTER_AND_TEXT	7B65FBBA01CCBECE3A66746EDC991D022A154325E730FCCF8D5347DCBC45E454	596	842	84DD2AE60D554AE56EF454ADCD54D3335955CBB9BBA3D0A86D7B7BD715E55A5C	2071
FR	184	184	PREDECESSOR_EXACT_RASTER_AND_TEXT	DD2085F25823D36B1B67B134D8A00F20E5FF4655166AECB1D059A0B2A1195E62	596	842	91FCD4287016520B3C5021DA7BC735F34CE165E13595A4353C6797ED151FABD0	2298
FR	185	185	PREDECESSOR_EXACT_RASTER_AND_TEXT	8D76BC2E3C8899A54EF8AA1FD92D80E7FFD34C958F0084635D66F179131CF0FC	596	842	66A2E24BF099DD0FE162EC011FCDF941329D51E3C0951E5E10D4654809E3DC33	2021
FR	186	186	PREDECESSOR_EXACT_RASTER_AND_TEXT	52A0DBA9335803E0D3BD3AFE6897BD4FF2B5069D7A62386EB22CC19E2DDF0F58	596	842	FD00608648B7F688FFC7637E7D3FCFA08435F98D24485E8FB31BCD83E013759B	2220
FR	187	187	PREDECESSOR_EXACT_RASTER_AND_TEXT	2CE217E9604590AAF0280F43B4AE4A6CCDF709D8D39C4EE710F6F2DBDB79BCA2	596	842	FE078911D6290617AD11020580E21445E2C8BE68E0BA5B44EF68CC845175AF4A	1423
FR	188		D013_INSERTION	B58EA93F5557730CCAF7BDBDA41C8AD1609B4EC07AFFBF22A627BF9B30E98DE6	596	842	A296913FC281FB111987585B5D3B087EAC1FDC9A06368B8C17280DE455F08787	1769
FR	189		D013_INSERTION	AC28F2901163588E9DFBEF03A20D6C37EED378548318EF3F5A31B072A32374C9	596	842	BE62F83DF9E8863FC1D76F345C86850C331015536FD4EC1FCBAE532062655FEE	1850
FR	190		D013_INSERTION	671F84EBA8A0CE22BD61C9BF26FDAA748EB8E476591837F81F84704CDB45A9EC	596	842	EAE1852ABD8D2FE4F7E13E9BF3F774D59CCACACC78F0C446A8F877FB8D76F837	1698
FR	191		D013_INSERTION	EC5967DB35A7955D45EF15DA44C30810638D047DBE61AD9CECBCE5AFA66D0979	596	842	86C2A333F45DCD2BE8968D211D1568293B5F90FDD95C0210305514A621209B96	1514
FR	192		D013_INSERTION	7AF76254A6203786E36ED8CDF3EC147AD928F7408A6A22BFC5E2A90C21F369F7	596	842	8CE2CB804EE5C60E7810E7195AABE563D5AC49B7F36AA07E358129102F26EF0D	2141
FR	193		D013_INSERTION	E5F29C94AEB314D57F72E443D9960D457A986E7FDB51ED0CE51FEF6464520FC2	596	842	59C75F0C0C52BCDC8B99F4CDC171D416BEE606CCFF896BA577DB1849959E550D	1847
FR	194		D013_INSERTION	0FDB8EC1DB8790088BD2C8A69BFA8C0AB3D60AC29A430C463F922FFB1BA7A32A	596	842	F3A8347A1F0518AC5727C5A2B132AB77940217DDDBC83B9F8220D473ED3D0057	1996
FR	195		D013_INSERTION	C7A43844FCDFC09383E8D52B7C99500C91FCA47A1790272AD0C8DC5AC740D436	596	842	7EF27ECBD5EB74092310E3BE94824C4A793D02A01EDD2DBC6BD1CA43DC950E20	1944
FR	196		D013_INSERTION	350D8D5ABBCFD452DFA1033B651E31B697317D8C50763AC502033F99EE5F7D1B	596	842	2AA1C183B4BF3CA8E1A09EB39C419C1EE4A81598DAB93748EBBDD281E0B5065E	2067
