token,count,files,old_classification,new_classification,recommended_action,note,existing_group_id,existing_lemma,dictionary_isv,dictionary_en,dictionary_pos,top_files
vrsty,3,3,low_frequency_backlog,needs_context_review,context_review,No high-confidence classification from ledger/dictionary/root rules,,,,,,translations/endmatter/post44/source_fidelity/interslavic/v001/Noether_Post44_SourceFidelity_Interslavic_v001.tex; translations/paper02/interslavic/v001/Noether_Paper02_Section02_Interslavic_v001.tex; translations/paper19/interslavic/v001/Noether_Paper19_Section01_Interslavic_v001.tex
podane,3,3,low_frequency_backlog,proof_register_candidate,insert_internal_register,Corpus proof/register word; internal insertion only pending linguistic review,,,podanȯk,tax,m.,translations/endmatter/post44/source_fidelity/interslavic/v001/Noether_Post44_SourceFidelity_Interslavic_v001.tex; translations/paper10/interslavic/v001/Noether_Paper10_Intro_Section01_Interslavic_v001.tex; translations/paper16/interslavic/v001/Noether_Paper16_Interslavic_v001.tex
krull,3,3,low_frequency_backlog,needs_context_review,context_review,No high-confidence classification from ledger/dictionary/root rules,,,,,,translations/endmatter/post44/source_fidelity/interslavic/v001/Noether_Post44_SourceFidelity_Interslavic_v001.tex; translations/paper31/introduction/interslavic/v001/Noether_Paper31_Introduction_Interslavic_v001.tex; translations/paper34/introduction/interslavic/v001/Noether_Paper34_Introduction_Interslavic_v001.tex
razlog,3,3,low_frequency_backlog,needs_context_review,context_review,No high-confidence classification from ledger/dictionary/root rules,,,,,,translations/endmatter/post44/source_fidelity/interslavic/v001/Noether_Post44_SourceFidelity_Interslavic_v001.tex; translations/paper19/interslavic/v001/Noether_Paper19_Section11_Interslavic_v001.tex; translations/paper40/source_fidelity/interslavic/v001/Noether_Paper40_SourceFidelity_Interslavic_v001.tex
induciraje,3,3,low_frequency_backlog,unresolved_inflection_like,context_review,Looks inflected but no current lemma match; context review needed,,,,,,translations/endmatter/post44/source_fidelity/interslavic/v001/Noether_Post44_SourceFidelity_Interslavic_v001.tex; translations/paper39/source_fidelity/interslavic/v001/Noether_Paper39_SourceFidelity_Interslavic_v001.tex; translations/paper41/source_fidelity/interslavic/v001/Noether_Paper41_SourceFidelity_Interslavic_v001.tex
znanoj,3,3,low_frequency_backlog,inflection_or_variant_of_existing,attach_variant,Attach to existing lexicon group reg-znati (znati); match=head_match_znano,reg-znati,znati,,,,translations/endmatter/post44/source_fidelity/interslavic/v001/Noether_Post44_SourceFidelity_Interslavic_v001.tex; translations/paper06/interslavic/v001/Noether_Paper06_Section04_Interslavic_v001.tex; translations/paper39/source_fidelity/interslavic/v001/Noether_Paper39_SourceFidelity_Interslavic_v001.tex
voditi,3,3,low_frequency_backlog,inflection_or_variant_of_existing,attach_variant,Attach to existing lexicon group reg-voditi (voditi); match=exact_variant,reg-voditi,voditi,,,,translations/endmatter/post44/source_fidelity/interslavic/v001/Noether_Post44_SourceFidelity_Interslavic_v001.tex; translations/paper13/interslavic/v001/Noether_Paper13_Interslavic_v001.tex; translations/paper30/section10/interslavic/v001/Noether_Paper30_Section10_Interslavic_v001.tex
adičnym,3,3,low_frequency_backlog,needs_context_review,context_review,No high-confidence classification from ledger/dictionary/root rules,,,,,,translations/endmatter/post44/source_fidelity/interslavic/v001/Noether_Post44_SourceFidelity_Interslavic_v001.tex; translations/paper38/source_fidelity/interslavic/v001/Noether_Paper38_SourceFidelity_Interslavic_v001.tex; translations/paper39/source_fidelity/interslavic/v001/Noether_Paper39_SourceFidelity_Interslavic_v001.tex
rěšiti,3,3,low_frequency_backlog,dictionary_known_uninserted,insert_candidate_or_inflection,Community dictionary match (exact); needs corpus-context class,,,rěšiti,"decide, determine",v.tr. pf.,translations/endmatter/post45/source_fidelity/interslavic/v001/Noether_Post45_SourceFidelity_Interslavic_v001.tex; translations/paper05/interslavic/v001/Noether_Paper05_Interslavic_v001.tex; translations/paper35/source_fidelity/interslavic/v001/Noether_Paper35_SourceFidelity_Interslavic_v001.tex
rěšaje,3,3,low_frequency_backlog,dictionary_known_uninserted,insert_candidate_or_inflection,Community dictionary match (head_rěšaj); needs corpus-context class,,,rěšajųći,decisive,adj.,translations/endmatter/post45/source_fidelity/interslavic/v001/Noether_Post45_SourceFidelity_Interslavic_v001.tex; translations/paper23/interslavic/v001/Noether_Paper23_Interslavic_v001.tex; translations/paper34/introduction/interslavic/v001/Noether_Paper34_Introduction_Interslavic_v001.tex
pytanju,3,3,low_frequency_backlog,inflection_or_variant_of_existing,attach_variant,Attach to existing lexicon group reg-pytanje (pytanje); match=head_match_pytan,reg-pytanje,pytanje,,,,translations/endmatter/post45/source_fidelity/interslavic/v001/Noether_Post45_SourceFidelity_Interslavic_v001.tex; translations/paper04/interslavic/v001/Noether_Paper04_Introduction_Interslavic_v001.tex; translations/paper14/interslavic/v001/Noether_Paper14_Interslavic_v001.tex
cilj,3,3,low_frequency_backlog,needs_context_review,context_review,No high-confidence classification from ledger/dictionary/root rules,,,,,,translations/endmatter/post45/source_fidelity/interslavic/v001/Noether_Post45_SourceFidelity_Interslavic_v001.tex; translations/paper01/interslavic/v001/Noether_Paper01_Interslavic_v001.tex; translations/paper02/interslavic/v001/Noether_Paper02_Introduction_Interslavic_v001.tex
beiträge,3,3,low_frequency_backlog,unresolved_inflection_like,context_review,Looks inflected but no current lemma match; context review needed,,,,,,translations/endmatter/post45/source_fidelity/interslavic/v001/Noether_Post45_SourceFidelity_Interslavic_v001.tex; translations/paper04/interslavic/v001/Noether_Paper04_Introduction_Interslavic_v001.tex; translations/paper34/source_fidelity_section21/interslavic/v001/Noether_Paper34_Section21_SourceFidelity_Interslavic_v001.tex
van,3,3,short_function_or_artifact,tex_or_short_artifact,exclude_or_stop,TeX/math residue or too short to classify as lexicon without context,,,,,,translations/endmatter/post45/source_fidelity/interslavic/v001/Noether_Post45_SourceFidelity_Interslavic_v001.tex; translations/paper29/interslavic/v001/Noether_Paper29_Interslavic_v001.tex; translations/paper34/section15/interslavic/v001/Noether_Paper34_Section15_Interslavic_v001.tex
waerden,3,3,low_frequency_backlog,name_or_eponym,covered_by_eponym_or_bibliography_rule,Name/eponym; not ordinary lexicon item unless used as term modifier,,,,,,translations/endmatter/post45/source_fidelity/interslavic/v001/Noether_Post45_SourceFidelity_Interslavic_v001.tex; translations/paper29/interslavic/v001/Noether_Paper29_Interslavic_v001.tex; translations/paper34/section15/interslavic/v001/Noether_Paper34_Section15_Interslavic_v001.tex
soglasju,3,3,low_frequency_backlog,inflection_or_variant_of_existing,attach_variant,Attach to existing lexicon group agree-consistent (soglasovati se); match=head_match_sogla,agree-consistent,soglasovati se,,,,translations/endmatter/post45/source_fidelity/interslavic/v001/Noether_Post45_SourceFidelity_Interslavic_v001.tex; translations/paper02/interslavic/v001/Noether_Paper02_Section05_Interslavic_v001.tex; translations/paper06/interslavic/v001/Noether_Paper06_Section13_Interslavic_v001.tex
veče,3,3,low_frequency_backlog,needs_context_review,context_review,No high-confidence classification from ledger/dictionary/root rules,,,,,,translations/endmatter/post45/source_fidelity/interslavic/v001/Noether_Post45_SourceFidelity_Interslavic_v001.tex; translations/paper17/interslavic/v001/Noether_Paper17_Section09_Interslavic_v001.tex; translations/paper27/interslavic/v001/Noether_Paper27_Interslavic_v001.tex
točnogo,3,3,low_frequency_backlog,inflection_or_variant_of_existing,attach_variant,Attach to existing lexicon group reg-točno (točno); match=head_match_točno,reg-točno,točno,,,,translations/endmatter/post45/source_fidelity/interslavic/v001/Noether_Post45_SourceFidelity_Interslavic_v001.tex; translations/paper17/interslavic/v001/Noether_Paper17_Section12_Interslavic_v001.tex; translations/paper43/source_fidelity/interslavic/v001/Noether_Paper43_SourceFidelity_Interslavic_v001.tex
zamětce,3,3,low_frequency_backlog,inflection_or_variant_of_existing,attach_variant,Attach to existing lexicon group remark-verb (zamětiti); match=head_match_zamět,remark-verb,zamětiti,,,,translations/endmatter/post45/source_fidelity/interslavic/v001/Noether_Post45_SourceFidelity_Interslavic_v001.tex; translations/paper04/interslavic/v001/Noether_Paper04_Section05_Interslavic_v001.tex; translations/paper34/section13/interslavic/v001/Noether_Paper34_Section13_Interslavic_v001.tex
iduče,3,3,low_frequency_backlog,needs_context_review,context_review,No high-confidence classification from ledger/dictionary/root rules,,,,,,translations/endmatter/post45/source_fidelity/interslavic/v001/Noether_Post45_SourceFidelity_Interslavic_v001.tex; translations/paper06/interslavic/v001/Noether_Paper06_Introduction_Interslavic_v001.tex; translations/paper21/interslavic/v001/Noether_Paper21_Interslavic_v001.tex
govoret,3,3,low_frequency_backlog,inflection_or_variant_of_existing,attach_variant,Attach to existing lexicon group reg-govoriti (govoriti); match=head_match_govor,reg-govoriti,govoriti,,,,translations/endmatter/post45/source_fidelity/interslavic/v001/Noether_Post45_SourceFidelity_Interslavic_v001.tex; translations/paper06/interslavic/v001/Noether_Paper06_Section04_Interslavic_v001.tex; translations/paper17/interslavic/v001/Noether_Paper17_Section10_Interslavic_v001.tex
prišlo,3,3,low_frequency_backlog,needs_context_review,context_review,No high-confidence classification from ledger/dictionary/root rules,,,,,,translations/endmatter/post45/source_fidelity/interslavic/v001/Noether_Post45_SourceFidelity_Interslavic_v001.tex; translations/paper19/interslavic/v001/Noether_Paper19_Section12_Interslavic_v001.tex; translations/paper38/source_fidelity/interslavic/v001/Noether_Paper38_SourceFidelity_Interslavic_v001.tex
razvoju,3,3,low_frequency_backlog,inflection_or_variant_of_existing,attach_variant,Attach to existing lexicon group developed (razviti); match=head_match_razvo,developed,razviti,,,,translations/endmatter/postbibliography/source_fidelity/interslavic/v001/Noether_PostBibliography_SourceFidelity_Interslavic_v001.tex; translations/paper12/interslavic/v001/Noether_Paper12_Interslavic_v001.tex; translations/paper21/interslavic/v001/Noether_Paper21_Interslavic_v001.tex
schmeidler,3,3,low_frequency_backlog,name_or_eponym,covered_by_eponym_or_bibliography_rule,Name/eponym; not ordinary lexicon item unless used as term modifier,,,,,,translations/endmatter/postbibliography/source_fidelity/interslavic/v001/Noether_PostBibliography_SourceFidelity_Interslavic_v001.tex; translations/paper19/interslavic/v001/Noether_Paper19_Introduction_Interslavic_v001.tex; translations/paper19/interslavic/v001/Noether_Paper19_Section11_Interslavic_v001.tex
izbranyh,3,3,low_frequency_backlog,dictionary_known_uninserted,insert_candidate_or_inflection,Community dictionary match (head_izbra); needs corpus-context class,,,izbrany,chosen,adj.,translations/endmatter/postbibliography/source_fidelity/interslavic/v001/Noether_PostBibliography_SourceFidelity_Interslavic_v001.tex; translations/paper06/interslavic/v001/Noether_Paper06_Section05_Interslavic_v001.tex; translations/paper17/interslavic/v001/Noether_Paper17_Section11_Interslavic_v001.tex
disertacije,3,3,low_frequency_backlog,dictionary_known_uninserted,insert_candidate_or_inflection,Community dictionary match (head_diser); needs corpus-context class,,,disertacija,dissertation,f.,translations/paper01/interslavic/v001/Noether_Paper01_Interslavic_v001.tex; translations/paper04/interslavic/v001/Noether_Paper04_Section08_Interslavic_v001.tex; translations/paper18/interslavic/v001/Noether_Paper18_Interslavic_v001.tex
kontravarianty,3,3,low_frequency_backlog,dictionary_known_uninserted,insert_candidate_or_inflection,Community dictionary match (head_kontr); needs corpus-context class,,,kontrabanda,smuggling,f.,translations/paper01/interslavic/v001/Noether_Paper01_Interslavic_v001.tex; translations/paper02/interslavic/v001/Noether_Paper02_Introduction_Interslavic_v001.tex; translations/paper02/interslavic/v001/Noether_Paper02_Section26_Interslavic_v001.tex
pytanjem,3,3,low_frequency_backlog,inflection_or_variant_of_existing,attach_variant,Attach to existing lexicon group reg-pytanje (pytanje); match=head_match_pytan,reg-pytanje,pytanje,,,,translations/paper01/interslavic/v001/Noether_Paper01_Interslavic_v001.tex; translations/paper02/interslavic/v001/Noether_Paper02_Introduction_Interslavic_v001.tex; translations/paper33/complete/interslavic/v001/Noether_Paper33_Complete_Interslavic_v001.tex
nazyvany,3,3,low_frequency_backlog,inflection_or_variant_of_existing,attach_variant,Attach to existing lexicon group is-called (nazyvaje se); match=head_match_nazyv,is-called,nazyvaje se,,,,translations/paper01/interslavic/v001/Noether_Paper01_Interslavic_v001.tex; translations/paper02/interslavic/v001/Noether_Paper02_Introduction_Interslavic_v001.tex; translations/paper22/interslavic/v001/Noether_Paper22_Interslavic_v001.tex
poznanym,3,3,low_frequency_backlog,inflection_or_variant_of_existing,attach_variant,Attach to existing lexicon group reg-znati (znati); match=head_match_pozna,reg-znati,znati,,,,translations/paper01/interslavic/v001/Noether_Paper01_Interslavic_v001.tex; translations/paper02/interslavic/v001/Noether_Paper02_Introduction_Interslavic_v001.tex; translations/paper02/interslavic/v001/Noether_Paper02_Section17_Interslavic_v001.tex
susědnyh,3,3,low_frequency_backlog,unresolved_inflection_like,context_review,Looks inflected but no current lemma match; context review needed,,,,,,translations/paper01/interslavic/v001/Noether_Paper01_Interslavic_v001.tex; translations/paper02/interslavic/v001/Noether_Paper02_Section01_Interslavic_v001.tex; translations/paper14/interslavic/v001/Noether_Paper14_Interslavic_v001.tex
opreděljenjem,3,3,low_frequency_backlog,inflection_or_variant_of_existing,attach_variant,Attach to existing lexicon group well-defined (jednoznačno oprěděljeny); match=head_match_opred,well-defined,jednoznačno oprěděljeny,,,,translations/paper01/interslavic/v001/Noether_Paper01_Interslavic_v001.tex; translations/paper02/interslavic/v001/Noether_Paper02_Section05_Interslavic_v001.tex; translations/paper14/interslavic/v001/Noether_Paper14_Interslavic_v001.tex
obća,3,3,low_frequency_backlog,needs_context_review,context_review,No high-confidence classification from ledger/dictionary/root rules,,,,,,translations/paper01/interslavic/v001/Noether_Paper01_Interslavic_v001.tex; translations/paper04/interslavic/v001/Noether_Paper04_Section08_Interslavic_v001.tex; translations/paper42/source_fidelity/interslavic/v001/Noether_Paper42_SourceFidelity_Interslavic_v001.tex
podrobnostjah,3,3,low_frequency_backlog,inflection_or_variant_of_existing,attach_variant,Attach to existing lexicon group in-detail (podrobno); match=head_match_podro,in-detail,podrobno,,,,translations/paper02/interslavic/v001/Noether_Paper02_Introduction_Interslavic_v001.tex; translations/paper14/interslavic/v001/Noether_Paper14_Interslavic_v001.tex; translations/paper21/interslavic/v001/Noether_Paper21_Interslavic_v001.tex
počinajući,3,3,low_frequency_backlog,dictionary_known_uninserted,insert_candidate_or_inflection,Community dictionary match (head_počin); needs corpus-context class,,,počin,initiative,m.,translations/paper02/interslavic/v001/Noether_Paper02_Introduction_Interslavic_v001.tex; translations/paper02/interslavic/v001/Noether_Paper02_Section03_Interslavic_v001.tex; translations/paper02/interslavic/v001/Noether_Paper02_Section06_Interslavic_v001.tex
isčezaje,3,3,low_frequency_backlog,unresolved_inflection_like,context_review,Looks inflected but no current lemma match; context review needed,,,,,,translations/paper02/interslavic/v001/Noether_Paper02_Section01_Interslavic_v001.tex; translations/paper02/interslavic/v001/Noether_Paper02_Section03_Interslavic_v001.tex; translations/paper16/interslavic/v001/Noether_Paper16_Interslavic_v001.tex
uvagoj,3,3,low_frequency_backlog,unresolved_inflection_like,context_review,Looks inflected but no current lemma match; context review needed,,,,,,translations/paper02/interslavic/v001/Noether_Paper02_Section01_Interslavic_v001.tex; translations/paper02/interslavic/v001/Noether_Paper02_Section02_Interslavic_v001.tex; translations/paper02/interslavic/v001/Noether_Paper02_Section17_Interslavic_v001.tex
silě,3,3,low_frequency_backlog,needs_context_review,context_review,No high-confidence classification from ledger/dictionary/root rules,,,,,,translations/paper02/interslavic/v001/Noether_Paper02_Section01_Interslavic_v001.tex; translations/paper06/interslavic/v001/Noether_Paper06_Section06_Interslavic_v001.tex; translations/paper17/interslavic/v001/Noether_Paper17_Section11_Interslavic_v001.tex
nepotrěbno,3,3,low_frequency_backlog,dictionary_known_uninserted,insert_candidate_or_inflection,Community dictionary match (head_nepot); needs corpus-context class,,,nepotrěbny,"unnecessary, unneeded",adj.,translations/paper02/interslavic/v001/Noether_Paper02_Section02_Interslavic_v001.tex; translations/paper19/interslavic/v001/Noether_Paper19_Section08_Interslavic_v001.tex; translations/paper23/interslavic/v001/Noether_Paper23_Interslavic_v001.tex
stvorenih,3,3,low_frequency_backlog,dictionary_known_uninserted,insert_candidate_or_inflection,Community dictionary match (head_stvor); needs corpus-context class,,,stvor,creature,m.,translations/paper02/interslavic/v001/Noether_Paper02_Section02_Interslavic_v001.tex; translations/paper02/interslavic/v001/Noether_Paper02_Section05_Interslavic_v001.tex; translations/paper15/interslavic/v001/Noether_Paper15_Interslavic_v001.tex
libovolnogo,3,3,low_frequency_backlog,inflection_or_variant_of_existing,attach_variant,Attach to existing lexicon group arbitrary (libovoljny); match=head_match_libov,arbitrary,libovoljny,,,,translations/paper02/interslavic/v001/Noether_Paper02_Section03_Interslavic_v001.tex; translations/paper04/interslavic/v001/Noether_Paper04_Section07_Interslavic_v001.tex; translations/paper06/interslavic/v001/Noether_Paper06_Section09_Interslavic_v001.tex
metodah,3,3,low_frequency_backlog,inflection_or_variant_of_existing,attach_variant,Attach to existing lexicon group reg-metod (metod); match=head_match_metod,reg-metod,metod,,,,translations/paper02/interslavic/v001/Noether_Paper02_Section03_Interslavic_v001.tex; translations/paper04/interslavic/v001/Noether_Paper04_Introduction_Interslavic_v001.tex; translations/paper23/interslavic/v001/Noether_Paper23_Interslavic_v001.tex
analogične,3,3,low_frequency_backlog,inflection_or_variant_of_existing,attach_variant,Attach to existing lexicon group reg-analogija (analogija); match=head_match_analo,reg-analogija,analogija,,,,translations/paper02/interslavic/v001/Noether_Paper02_Section03_Interslavic_v001.tex; translations/paper04/interslavic/v001/Noether_Paper04_Section04_Interslavic_v001.tex; translations/paper08/interslavic/v001/Noether_Paper08_Interslavic_v001.tex
libovolnom,3,3,low_frequency_backlog,inflection_or_variant_of_existing,attach_variant,Attach to existing lexicon group arbitrary (libovoljny); match=head_match_libov,arbitrary,libovoljny,,,,translations/paper02/interslavic/v001/Noether_Paper02_Section03_Interslavic_v001.tex; translations/paper04/interslavic/v001/Noether_Paper04_Section06_Interslavic_v001.tex; translations/paper04/interslavic/v001/Noether_Paper04_Section09_Interslavic_v001.tex
dojdemo,3,3,low_frequency_backlog,needs_context_review,context_review,No high-confidence classification from ledger/dictionary/root rules,,,,,,translations/paper02/interslavic/v001/Noether_Paper02_Section03_Interslavic_v001.tex; translations/paper05/interslavic/v001/Noether_Paper05_Interslavic_v001.tex; translations/paper34/section13/interslavic/v001/Noether_Paper34_Section13_Interslavic_v001.tex
smy,3,3,short_function_or_artifact,tex_or_short_artifact,exclude_or_stop,TeX/math residue or too short to classify as lexicon without context,,,,,,translations/paper02/interslavic/v001/Noether_Paper02_Section05_Interslavic_v001.tex; translations/paper02/interslavic/v001/Noether_Paper02_Section06_Interslavic_v001.tex; translations/paper17/interslavic/v001/Noether_Paper17_Section04_Interslavic_v001.tex
izhodnyh,3,3,low_frequency_backlog,inflection_or_variant_of_existing,attach_variant,Attach to existing lexicon group starting-point (izhodišče); match=head_match_izhod,starting-point,izhodišče,,,,translations/paper02/interslavic/v001/Noether_Paper02_Section05_Interslavic_v001.tex; translations/paper06/interslavic/v001/Noether_Paper06_Section05_Interslavic_v001.tex; translations/paper34/section06/interslavic/v001/Noether_Paper34_Section06_Interslavic_v001.tex
vidimo,3,3,low_frequency_backlog,dictionary_function_or_register,stop_or_register_review,Community dictionary match (exact); POS=adv.; decide stoplist vs register,,,vidimo,visibly,adv.,translations/paper02/interslavic/v001/Noether_Paper02_Section05_Interslavic_v001.tex; translations/paper04/interslavic/v001/Noether_Paper04_Section08_Interslavic_v001.tex; translations/paper32/section03_elementary_quaternion_criterion/interslavic/v001/Noether_Paper32_Section03_Elementary_Quaternion_Criterion_Interslavic_v001.tex
uvidimo,3,3,low_frequency_backlog,needs_context_review,context_review,No high-confidence classification from ledger/dictionary/root rules,,,,,,translations/paper02/interslavic/v001/Noether_Paper02_Section06_Interslavic_v001.tex; translations/paper04/interslavic/v001/Noether_Paper04_Section02_Interslavic_v001.tex; translations/paper34/source_fidelity_section21/interslavic/v001/Noether_Paper34_Section21_SourceFidelity_Interslavic_v001.tex
idemo,3,3,low_frequency_backlog,needs_context_review,context_review,No high-confidence classification from ledger/dictionary/root rules,,,,,,translations/paper02/interslavic/v001/Noether_Paper02_Section06_Interslavic_v001.tex; translations/paper04/interslavic/v001/Noether_Paper04_Introduction_Interslavic_v001.tex; translations/paper17/interslavic/v001/Noether_Paper17_Section12_Interslavic_v001.tex
izpuščene,3,3,low_frequency_backlog,dictionary_known_uninserted,insert_candidate_or_inflection,Community dictionary match (head_izpuš); needs corpus-context class,,,izpušćati,"let out, release, launch, discharge",v.tr. ipf.,translations/paper02/interslavic/v001/Noether_Paper02_Section06_Interslavic_v001.tex; translations/paper02/interslavic/v001/Noether_Paper02_Section13_Interslavic_v001.tex; translations/paper02/interslavic/v001/Noether_Paper02_Section26_Interslavic_v001.tex
kratše,3,3,low_frequency_backlog,unresolved_inflection_like,context_review,Looks inflected but no current lemma match; context review needed,,,,,,translations/paper02/interslavic/v001/Noether_Paper02_Section12_Interslavic_v001.tex; translations/paper30/section10/interslavic/v001/Noether_Paper30_Section10_Interslavic_v001.tex; translations/paper43/source_fidelity/interslavic/v001/Noether_Paper43_SourceFidelity_Interslavic_v001.tex
izrično,3,3,low_frequency_backlog,inflection_or_variant_of_existing,attach_variant,Attach to existing lexicon group explicitly (izrično); match=exact_variant,explicitly,izrično,,,,translations/paper02/interslavic/v001/Noether_Paper02_Section17_Interslavic_v001.tex; translations/paper21/interslavic/v001/Noether_Paper21_Interslavic_v001.tex; translations/paper43/source_fidelity/interslavic/v001/Noether_Paper43_SourceFidelity_Interslavic_v001.tex
davajemo,3,3,low_frequency_backlog,inflection_or_variant_of_existing,attach_variant,Attach to existing lexicon group reg-davati (davati); match=head_match_davaj,reg-davati,davati,,,,translations/paper02/interslavic/v001/Noether_Paper02_Section26_Interslavic_v001.tex; translations/paper04/interslavic/v001/Noether_Paper04_Section09_Interslavic_v001.tex; translations/paper06/interslavic/v001/Noether_Paper06_Section01_Interslavic_v001.tex
metodam,3,3,low_frequency_backlog,inflection_or_variant_of_existing,attach_variant,Attach to existing lexicon group reg-metod (metod); match=head_match_metod,reg-metod,metod,,,,translations/paper03/interslavic/v001/Noether_Paper03_Interslavic_v001.tex; translations/paper21/interslavic/v001/Noether_Paper21_Interslavic_v001.tex; translations/paper23/interslavic/v001/Noether_Paper23_Interslavic_v001.tex
pytanjam,3,3,low_frequency_backlog,inflection_or_variant_of_existing,attach_variant,Attach to existing lexicon group reg-pytanje (pytanje); match=head_match_pytan,reg-pytanje,pytanje,,,,translations/paper03/interslavic/v001/Noether_Paper03_Interslavic_v001.tex; translations/paper12/interslavic/v001/Noether_Paper12_Interslavic_v001.tex; translations/paper14/interslavic/v001/Noether_Paper14_Interslavic_v001.tex
podati,3,3,low_frequency_backlog,dictionary_known_uninserted,insert_candidate_or_inflection,Community dictionary match (exact); needs corpus-context class,,,podati,"give, provide, submit",v.tr. pf.,translations/paper03/interslavic/v001/Noether_Paper03_Interslavic_v001.tex; translations/paper23/interslavic/v001/Noether_Paper23_Interslavic_v001.tex; translations/paper34/source_fidelity_section20/interslavic/v001/Noether_Paper34_Section20_SourceFidelity_Interslavic_v001.tex
metod,3,3,low_frequency_backlog,inflection_or_variant_of_existing,attach_variant,Attach to existing lexicon group reg-metod (metod); match=exact_variant,reg-metod,metod,,,,translations/paper03/interslavic/v001/Noether_Paper03_Interslavic_v001.tex; translations/paper04/interslavic/v001/Noether_Paper04_Introduction_Interslavic_v001.tex; translations/paper34/source_fidelity_section25/interslavic/v001/Noether_Paper34_Section25_SourceFidelity_Interslavic_v001.tex
velmi,3,3,low_frequency_backlog,needs_context_review,context_review,No high-confidence classification from ledger/dictionary/root rules,,,,,,translations/paper03/interslavic/v001/Noether_Paper03_Interslavic_v001.tex; translations/paper17/interslavic/v001/Noether_Paper17_Section12_Interslavic_v001.tex; translations/paper31/introduction/interslavic/v001/Noether_Paper31_Introduction_Interslavic_v001.tex
poznanyh,3,3,low_frequency_backlog,inflection_or_variant_of_existing,attach_variant,Attach to existing lexicon group reg-znati (znati); match=head_match_pozna,reg-znati,znati,,,,translations/paper03/interslavic/v001/Noether_Paper03_Interslavic_v001.tex; translations/paper04/interslavic/v001/Noether_Paper04_Section01_Interslavic_v001.tex; translations/paper35/source_fidelity/interslavic/v001/Noether_Paper35_SourceFidelity_Interslavic_v001.tex
dohodit,3,3,low_frequency_backlog,inflection_or_variant_of_existing,attach_variant,Attach to existing lexicon group arrives-dohoditi (dohoditi); match=head_match_dohod,arrives-dohoditi,dohoditi,,,,translations/paper03/interslavic/v001/Noether_Paper03_Interslavic_v001.tex; translations/paper04/interslavic/v001/Noether_Paper04_Introduction_Interslavic_v001.tex; translations/paper14/interslavic/v001/Noether_Paper14_Interslavic_v001.tex
dozvoljaje,3,3,low_frequency_backlog,dictionary_known_uninserted,insert_candidate_or_inflection,Community dictionary match (head_dozvo); needs corpus-context class,,,dozvolimy,allowable,adj.,translations/paper03/interslavic/v001/Noether_Paper03_Interslavic_v001.tex; translations/paper09/interslavic/v001/Noether_Paper09_Section06_Interslavic_v001.tex; translations/paper10/interslavic/v001/Noether_Paper10_Section02_Interslavic_v001.tex
angew,3,3,low_frequency_backlog,needs_context_review,context_review,No high-confidence classification from ledger/dictionary/root rules,,,,,,translations/paper04/interslavic/v001/Noether_Paper04_Introduction_Interslavic_v001.tex; translations/paper31/introduction/interslavic/v001/Noether_Paper31_Introduction_Interslavic_v001.tex; translations/paper37/source_fidelity/interslavic/v001/Noether_Paper37_SourceFidelity_Interslavic_v001.tex
ukazal,3,3,low_frequency_backlog,inflection_or_variant_of_existing,attach_variant,Attach to existing lexicon group point-out (ukazati); match=head_match_ukaza,point-out,ukazati,,,,translations/paper04/interslavic/v001/Noether_Paper04_Introduction_Interslavic_v001.tex; translations/paper14/interslavic/v001/Noether_Paper14_Interslavic_v001.tex; translations/paper23/interslavic/v001/Noether_Paper23_Interslavic_v001.tex
prověriti,3,3,low_frequency_backlog,dictionary_known_uninserted,insert_candidate_or_inflection,Community dictionary match (exact); needs corpus-context class,,,prověriti,"verify, check",v.tr. pf.,translations/paper04/interslavic/v001/Noether_Paper04_Introduction_Interslavic_v001.tex; translations/paper09/interslavic/v001/Noether_Paper09_Section03_Interslavic_v001.tex; translations/paper32/section03_elementary_quaternion_criterion/interslavic/v001/Noether_Paper32_Section03_Elementary_Quaternion_Criterion_Interslavic_v001.tex
obćnosti,3,3,low_frequency_backlog,unresolved_inflection_like,context_review,Looks inflected but no current lemma match; context review needed,,,,,,translations/paper04/interslavic/v001/Noether_Paper04_Introduction_Interslavic_v001.tex; translations/paper17/interslavic/v001/Noether_Paper17_Section12_Interslavic_v001.tex; translations/paper40/source_fidelity/interslavic/v001/Noether_Paper40_SourceFidelity_Interslavic_v001.tex
nastavajučih,3,3,low_frequency_backlog,inflection_or_variant_of_existing,attach_variant,Attach to existing lexicon group reg-nastavati (nastavati); match=head_match_nasta,reg-nastavati,nastavati,,,,translations/paper04/interslavic/v001/Noether_Paper04_Introduction_Interslavic_v001.tex; translations/paper22/interslavic/v001/Noether_Paper22_Interslavic_v001.tex; translations/paper23/interslavic/v001/Noether_Paper23_Interslavic_v001.tex
koja,3,3,low_frequency_backlog,needs_context_review,context_review,No high-confidence classification from ledger/dictionary/root rules,,,,,,translations/paper04/interslavic/v001/Noether_Paper04_Section01_Interslavic_v001.tex; translations/paper12/interslavic/v001/Noether_Paper12_Interslavic_v001.tex; translations/paper35/source_fidelity/interslavic/v001/Noether_Paper35_SourceFidelity_Interslavic_v001.tex
