"lane","register_id","row_kind","target_language_or_access_target","source_title","source_author_or_owner","topic_tags","evidence_tier","source_type","source_url","local_path","text_or_ocr_path","license_or_access_signal","sha256_or_other_hash","source_language","is_target_language_witness","is_source_level_tex_or_archive","is_pdf_docx_or_text_fallback","is_html_or_web_fallback","gap_or_blocker_note","evidence_status","upload_policy","non_claim_boundary"
"R2 Pan-Turkic hard-blockers","UGR-004","exact_candidate_witness","Uyghur","UYGUR.COM right Noetherian ring","wiki.uygur.com","Uyghur; right Noetherian ring; related exact candidate","html_or_web_fallback","html_captured_exact_candidate_scan","https://wiki.uygur.com/ong_noeter_halqisi/","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\outputs\sources\uyghur_current_exact_candidate_resweep_20260704\UGR-004_uygur_com_ong_noeter_halqisi.html","","no explicit reusable license found in capture","B6E3CCF28FEC8297EFE24D2A5C27EDEF9250FA5142BE8EBFFF0BA589E74E1556","Uyghur","true","false","false","true","Phrase hits: Noetherian=2; Polynomial=0; LeftNoetherian=0; RightNoetherian=2. Candidate-only; authority/license/native-domain review open. Next gate: Authority/license/native-domain review or reviewer return before downstream use.","candidate_only_no_promotion","local lane provenance/gap row; B3/package steward owns any publication; no R2 Git push","source-canon/provenance/gap support only; no translation, term promotion, native review, canonical approval, license clearance, gate promotion, bridge, pilot, Zenodo action, or Git push claim"
"R2 Pan-Turkic hard-blockers","UGR-005","exact_candidate_witness","Uyghur","Ewlat multilingual dictionary page 4704","www.ewlat.biz","Uyghur; Noetherian ring category context; dictionary","html_or_web_fallback","html_captured_exact_candidate_scan","https://www.ewlat.biz/turkum-4704","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\outputs\sources\uyghur_current_exact_candidate_resweep_20260704\UGR-005_ewlat_turkum_4704.html","","no explicit reusable license found in capture","A98C51B94D00AAADB85C645AC260D1AFBD223D67ADC2370079645C204D79B679","Uyghur","true","false","false","true","Phrase hits: Noetherian=1; Polynomial=0; LeftNoetherian=0; RightNoetherian=0. Candidate-only; authority/license/native-domain review open. Next gate: Authority/license/native-domain review or reviewer return before downstream use.","candidate_only_no_promotion","local lane provenance/gap row; B3/package steward owns any publication; no R2 Git push","source-canon/provenance/gap support only; no translation, term promotion, native review, canonical approval, license clearance, gate promotion, bridge, pilot, Zenodo action, or Git push claim"
"R2 Pan-Turkic hard-blockers","UGR-006","exact_candidate_witness","Uyghur","Ewlat multilingual dictionary page 4551","www.ewlat.biz","Uyghur; polynomial ring category context; dictionary","html_or_web_fallback","html_captured_exact_candidate_scan","https://www.ewlat.biz/turkum-4551","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\outputs\sources\uyghur_current_exact_candidate_resweep_20260704\UGR-006_ewlat_turkum_4551.html","","no explicit reusable license found in capture","B411227AF3E2D3DDE76D2F6DB4D08732D5A476B500757D11D700043CF30A68C1","Uyghur","true","false","false","true","Phrase hits: Noetherian=0; Polynomial=1; LeftNoetherian=0; RightNoetherian=0. Candidate-only; authority/license/native-domain review open. Next gate: Authority/license/native-domain review or reviewer return before downstream use.","candidate_only_no_promotion","local lane provenance/gap row; B3/package steward owns any publication; no R2 Git push","source-canon/provenance/gap support only; no translation, term promotion, native review, canonical approval, license clearance, gate promotion, bridge, pilot, Zenodo action, or Git push claim"
"R2 Pan-Turkic hard-blockers","UGR-007","exact_candidate_witness","Uyghur","Ewlat multilingual dictionary page 4891","www.ewlat.biz","Uyghur; left Noetherian ring category context; dictionary","html_or_web_fallback","html_captured_exact_candidate_scan","https://www.ewlat.biz/turkum-4891","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\outputs\sources\uyghur_current_exact_candidate_resweep_20260704\UGR-007_ewlat_turkum_4891.html","","no explicit reusable license found in capture","55AED73A8427B687572E9CCF4A870DDCDEE28F88FBF6081B064645ABFDC14641","Uyghur","true","false","false","true","Phrase hits: Noetherian=1; Polynomial=0; LeftNoetherian=1; RightNoetherian=0. Candidate-only; authority/license/native-domain review open. Next gate: Authority/license/native-domain review or reviewer return before downstream use.","candidate_only_no_promotion","local lane provenance/gap row; B3/package steward owns any publication; no R2 Git push","source-canon/provenance/gap support only; no translation, term promotion, native review, canonical approval, license clearance, gate promotion, bridge, pilot, Zenodo action, or Git push claim"
"R2 Pan-Turkic hard-blockers","EHR-TT-NR-001","explicit_hard_blocker_gap","Tatar","Noetherian ring","not applicable - explicit hard-blocker gap row","hard blocker; Noetherian ring","explicit_gap_or_blocker","blocked exact hard-row state","none_exact_source_not_found_explicit_gap_row","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\outputs\NOETHER_R2_PAN_TURKIC_CONSOLIDATED_SOURCE_CANON_REGISTER_20260704.csv#EHR-TT-NR-001","","not applicable","no_source_hash_explicit_gap_row; consolidated_register_sha256=DB1666F6614B4CB322883F947943E268AFDE91D0416000A93864B94EEA194F88","Tatar","false","false","false","false","Exact phrase searches returned non-target or non-Tatar results such as Russian Noether-theorem/Noether-biography pages, not a Tatar mathematical source row; domain-biased tt.wikipedia.org search produced no exact row. 0 hits for Нётер боҗрасы; Нетер боҗрасы; Нөтер боҗрасы in current local source-canon capture directories. Next gate: Exact Tatar source row, reviewer return, or OCR-capable scan of a relevant Tatar algebra source.","blocked_no_exact_tatar_noetherian_ring_source_witness","local lane provenance/gap row; B3/package steward owns any publication; no R2 Git push","source-canon/provenance/gap support only; no translation, term promotion, native review, canonical approval, license clearance, gate promotion, bridge, pilot, Zenodo action, or Git push claim"
"R2 Pan-Turkic hard-blockers","EHR-TT-PR-001","explicit_hard_blocker_gap","Tatar","Polynomial ring","not applicable - explicit hard-blocker gap row","hard blocker; Polynomial ring","explicit_gap_or_blocker","blocked exact hard-row state","none_exact_source_not_found_explicit_gap_row","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\outputs\NOETHER_R2_PAN_TURKIC_CONSOLIDATED_SOURCE_CANON_REGISTER_20260704.csv#EHR-TT-PR-001","","not applicable","no_source_hash_explicit_gap_row; consolidated_register_sha256=DB1666F6614B4CB322883F947943E268AFDE91D0416000A93864B94EEA194F88","Tatar","false","false","false","false","Exact phrase searches for полиномнар боҗрасы / күпбуыннар боҗрасы drifted to unrelated English/Russian or broad Tatar textbook/materials pages, not an exact Tatar polynomial-ring source row. 0 hits for полиномнар боҗрасы; күпбуыннар боҗрасы; күпбуын боҗрасы. Next gate: Exact Tatar source row, reviewer return, or OCR-capable scan of a relevant Tatar algebra source.","blocked_no_exact_tatar_polynomial_ring_source_witness","local lane provenance/gap row; B3/package steward owns any publication; no R2 Git push","source-canon/provenance/gap support only; no translation, term promotion, native review, canonical approval, license clearance, gate promotion, bridge, pilot, Zenodo action, or Git push claim"
"R2 Pan-Turkic hard-blockers","EHR-KY-NR-001","explicit_hard_blocker_gap","Kyrgyz","Noetherian ring","not applicable - explicit hard-blocker gap row","hard blocker; Noetherian ring","explicit_gap_or_blocker","blocked exact hard-row state","none_exact_source_not_found_explicit_gap_row","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\outputs\NOETHER_R2_PAN_TURKIC_CONSOLIDATED_SOURCE_CANON_REGISTER_20260704.csv#EHR-KY-NR-001","","not applicable","no_source_hash_explicit_gap_row; consolidated_register_sha256=DB1666F6614B4CB322883F947943E268AFDE91D0416000A93864B94EEA194F88","Kyrgyz","false","false","false","false","Exact phrase searches returned Russian Emmy Noether/Noether-theorem pages or unrelated English Noetherian-ring mentions, not a Kyrgyz mathematical source row; domain-biased ky.wikipedia.org search produced no exact row. 0 hits for Нётер шакеги; Нетер шакеги; Нөтер шакеги. Next gate: Exact Kyrgyz source row, reviewer return, or Kyrgyz-capable OCR of relevant scanned mathematical sources.","blocked_no_exact_kyrgyz_noetherian_ring_source_witness","local lane provenance/gap row; B3/package steward owns any publication; no R2 Git push","source-canon/provenance/gap support only; no translation, term promotion, native review, canonical approval, license clearance, gate promotion, bridge, pilot, Zenodo action, or Git push claim"
"R2 Pan-Turkic hard-blockers","EHR-KY-PR-001","explicit_hard_blocker_gap","Kyrgyz","Polynomial ring","not applicable - explicit hard-blocker gap row","hard blocker; Polynomial ring","explicit_gap_or_blocker","blocked exact hard-row state","none_exact_source_not_found_explicit_gap_row","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\outputs\NOETHER_R2_PAN_TURKIC_CONSOLIDATED_SOURCE_CANON_REGISTER_20260704.csv#EHR-KY-PR-001","","not applicable","no_source_hash_explicit_gap_row; consolidated_register_sha256=DB1666F6614B4CB322883F947943E268AFDE91D0416000A93864B94EEA194F88","Kyrgyz","false","false","false","false","Exact phrase searches returned Kyrgyz base Көп мүчө / school-polynomial materials and unrelated English pages, not an exact polynomial-ring source row. 0 hits for көп мүчөлөр шакеги; көп мүчөлөр алкагы; полиномдор шакеги; полиномдор алкагы. Next gate: Exact Kyrgyz source row, reviewer return, or Kyrgyz-capable OCR of relevant scanned mathematical sources.","blocked_no_exact_kyrgyz_polynomial_ring_source_witness","local lane provenance/gap row; B3/package steward owns any publication; no R2 Git push","source-canon/provenance/gap support only; no translation, term promotion, native review, canonical approval, license clearance, gate promotion, bridge, pilot, Zenodo action, or Git push claim"
"R2 Pan-Turkic hard-blockers","EHR-TK-NR-001","explicit_hard_blocker_gap","Turkmen","Noetherian ring","not applicable - explicit hard-blocker gap row","hard blocker; Noetherian ring","explicit_gap_or_blocker","blocked exact hard-row state","none_exact_source_not_found_explicit_gap_row","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\outputs\NOETHER_R2_PAN_TURKIC_CONSOLIDATED_SOURCE_CANON_REGISTER_20260704.csv#EHR-TK-NR-001","","not applicable","no_source_hash_explicit_gap_row; consolidated_register_sha256=DB1666F6614B4CB322883F947943E268AFDE91D0416000A93864B94EEA194F88","Turkmen","false","false","false","false","Exact searches for Nýoter/Noeter/Nöter halkasy returned no Turkmen exact source row; visible results were unrelated media, English ring-theory pages, or non-Turkmen material. 0 hits for Nýoter halkasy; Noeter halkasy; Nöter halkasy; Noether halkasy. Next gate: Exact Turkmen source row, reviewer return, or Turkmen-capable OCR/source package.","blocked_no_exact_turkmen_noetherian_ring_source_witness","local lane provenance/gap row; B3/package steward owns any publication; no R2 Git push","source-canon/provenance/gap support only; no translation, term promotion, native review, canonical approval, license clearance, gate promotion, bridge, pilot, Zenodo action, or Git push claim"
"R2 Pan-Turkic hard-blockers","EHR-TK-PR-001","explicit_hard_blocker_gap","Turkmen","Polynomial ring","not applicable - explicit hard-blocker gap row","hard blocker; Polynomial ring","explicit_gap_or_blocker","blocked exact hard-row state","none_exact_source_not_found_explicit_gap_row","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\outputs\NOETHER_R2_PAN_TURKIC_CONSOLIDATED_SOURCE_CANON_REGISTER_20260704.csv#EHR-TK-PR-001","","not applicable","no_source_hash_explicit_gap_row; consolidated_register_sha256=DB1666F6614B4CB322883F947943E268AFDE91D0416000A93864B94EEA194F88","Turkmen","false","false","false","false","Exact searches for polinom halkasy, polinomlar halkasy, köpagza halkasy, and köp agzaly halka did not produce an exact Turkmen polynomial-ring source row; a Turkmen mathematical dictionary lead for Köpagza is polynomial/base-only, not polynomial ring. 0 hits for polinom halkasy; polinomlar halkasy; köpagza halkasy; köp agzaly halka. Next gate: Exact Turkmen source row, reviewer return, or Turkmen-capable OCR/source package.","blocked_no_exact_turkmen_polynomial_ring_source_witness","local lane provenance/gap row; B3/package steward owns any publication; no R2 Git push","source-canon/provenance/gap support only; no translation, term promotion, native review, canonical approval, license clearance, gate promotion, bridge, pilot, Zenodo action, or Git push claim"
"R2 Pan-Turkic hard-blockers","EHR-UG-NR-001","explicit_hard_blocker_gap","Uyghur","Noetherian ring","not applicable - explicit hard-blocker gap row","hard blocker; Noetherian ring","explicit_gap_or_blocker","blocked exact hard-row state","none_exact_source_not_found_explicit_gap_row","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\outputs\NOETHER_R2_PAN_TURKIC_CONSOLIDATED_SOURCE_CANON_REGISTER_20260704.csv#EHR-UG-NR-001","","not applicable","no_source_hash_explicit_gap_row; consolidated_register_sha256=DB1666F6614B4CB322883F947943E268AFDE91D0416000A93864B94EEA194F88","Uyghur","false","false","false","false","Existing and current UYGUR.COM rows provide exact/adjoining dictionary witnesses, including نوئېتېر ھالقىسى, سول نوئېتېر ھالقىسى, and Noetherian-scheme pages. Machine-text scan found نوئېتېر ھالقىسى in current UYGUR.COM captures; earlier source-canon table also records the exact noeter_halqisi row. Next gate: License/authority/native-domain review or reviewer return before downstream term use.","candidate_only_source_corpus_witness_authority_license_review_open","local lane provenance/gap row; B3/package steward owns any publication; no R2 Git push","source-canon/provenance/gap support only; no translation, term promotion, native review, canonical approval, license clearance, gate promotion, bridge, pilot, Zenodo action, or Git push claim"
"R2 Pan-Turkic hard-blockers","EHR-UG-PR-001","explicit_hard_blocker_gap","Uyghur","Polynomial ring","not applicable - explicit hard-blocker gap row","hard blocker; Polynomial ring","explicit_gap_or_blocker","blocked exact hard-row state","none_exact_source_not_found_explicit_gap_row","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\outputs\NOETHER_R2_PAN_TURKIC_CONSOLIDATED_SOURCE_CANON_REGISTER_20260704.csv#EHR-UG-PR-001","","not applicable","no_source_hash_explicit_gap_row; consolidated_register_sha256=DB1666F6614B4CB322883F947943E268AFDE91D0416000A93864B94EEA194F88","Uyghur","false","false","false","false","Existing UYGUR.COM row provides exact dictionary witness for كۆپ ئەزالىق ھالقا; current sweep adds polynomial-adjacent bir_namelumluq_kop_ezaliq. Current machine-text scan over new captures did not hit كۆپ ئەزالىق ھالقا because the exact row is in earlier captured source-canon evidence, not the two newer capture directories. Next gate: License/authority/native-domain review or reviewer return before downstream term use.","candidate_only_source_corpus_witness_authority_license_review_open","local lane provenance/gap row; B3/package steward owns any publication; no R2 Git push","source-canon/provenance/gap support only; no translation, term promotion, native review, canonical approval, license clearance, gate promotion, bridge, pilot, Zenodo action, or Git push claim"
